GENE_ID	locusLine	bin_1_06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13.bam
1_MACS_peak_26964_lociStitched	chr7(.):155137023-155138221	1.0608
1_MACS_peak_26965_lociStitched	chr7(.):155274550-155275925	0.68
2_MACS_peak_26966_lociStitched	chr7(.):155430496-155438575	1.3416
3_MACS_peak_26968_lociStitched	chr7(.):155532812-155547720	0.7892
1_MACS_peak_26971_lociStitched	chr7(.):156140022-156141366	0.3929
1_MACS_peak_26972_lociStitched	chr7(.):156194025-156195832	1.0684
1_MACS_peak_26973_lociStitched	chr7(.):156432236-156434687	2.4284
1_MACS_peak_26974_lociStitched	chr7(.):156495689-156497698	0.6886
1_MACS_peak_26975_lociStitched	chr7(.):156684375-156687167	1.7487
1_MACS_peak_26976_lociStitched	chr7(.):156714992-156716918	1.0511
1_MACS_peak_26977_lociStitched	chr7(.):156741438-156744319	0.8231
1_MACS_peak_26978_lociStitched	chr7(.):156791866-156793283	0.5447
2_MACS_peak_26979_lociStitched	chr7(.):156802783-156810541	1.1335
1_MACS_peak_26981_lociStitched	chr7(.):156930407-156933267	2.1239
1_MACS_peak_26982_lociStitched	chr7(.):157094415-157096134	0.8872
1_MACS_peak_26983_lociStitched	chr7(.):157128648-157130517	1.2724
1_MACS_peak_26984_lociStitched	chr7(.):157305799-157306754	0.5381
1_MACS_peak_26985_lociStitched	chr7(.):157643844-157645035	0.5782
1_MACS_peak_26986_lociStitched	chr7(.):157795928-157799457	2.0327
2_MACS_peak_26987_lociStitched	chr7(.):157808379-157818556	0.752
1_MACS_peak_26989_lociStitched	chr7(.):157902480-157905042	2.0988
1_MACS_peak_26990_lociStitched	chr7(.):158448366-158450895	0.6071
1_MACS_peak_26991_lociStitched	chr7(.):158495959-158498869	4.4442
1_MACS_peak_26992_lociStitched	chr7(.):158610376-158612293	0.8875
1_MACS_peak_26993_lociStitched	chr7(.):158620220-158623647	1.9523
2_MACS_peak_26994_lociStitched	chr7(.):158647913-158656833	0.336
1_MACS_peak_26996_lociStitched	chr7(.):158841215-158846025	1.1106
1_MACS_peak_26997_lociStitched	chr7(.):158988191-158991490	0.7704
1_MACS_peak_26998_lociStitched	chr8(.):39950-41160	0.5975
1_MACS_peak_26999_lociStitched	chr8(.):181391-183358	1.1934
1_MACS_peak_27000_lociStitched	chr8(.):223856-225135	0.6941
2_MACS_peak_27001_lociStitched	chr8(.):353538-358039	0.4717
1_MACS_peak_27003_lociStitched	chr8(.):579239-581761	0.4793
1_MACS_peak_27004_lociStitched	chr8(.):680256-682024	0.6956
1_MACS_peak_27005_lociStitched	chr8(.):695925-696984	0.4046
1_MACS_peak_27006_lociStitched	chr8(.):1038821-1040083	0.5239
1_MACS_peak_27007_lociStitched	chr8(.):1693324-1695260	0.9962
2_MACS_peak_27008_lociStitched	chr8(.):1710856-1713044	0.8276
2_MACS_peak_27010_lociStitched	chr8(.):1990768-2000372	1.8698
3_MACS_peak_27012_lociStitched	chr8(.):2027337-2051247	3.0009
1_MACS_peak_27015_lociStitched	chr8(.):2074654-2076864	1.6832
2_MACS_peak_27016_lociStitched	chr8(.):2107098-2114721	0.8745
1_MACS_peak_27018_lociStitched	chr8(.):2122847-2124400	0.616
1_MACS_peak_27019_lociStitched	chr8(.):2145155-2146470	0.6623
1_MACS_peak_27020_lociStitched	chr8(.):2400471-2401815	0.5841
1_MACS_peak_27021_lociStitched	chr8(.):2590520-2592202	1.0136
1_MACS_peak_27022_lociStitched	chr8(.):3981341-3983220	1.0495
1_MACS_peak_27023_lociStitched	chr8(.):4711333-4712821	2.017
1_MACS_peak_27024_lociStitched	chr8(.):5368930-5370665	0.6208
1_MACS_peak_27025_lociStitched	chr8(.):6262787-6265097	1.6696
1_MACS_peak_27026_lociStitched	chr8(.):6274515-6276140	0.5016
1_MACS_peak_27027_lociStitched	chr8(.):6505776-6507439	0.4955
1_MACS_peak_27028_lociStitched	chr8(.):6546683-6549178	1.24
1_MACS_peak_27029_lociStitched	chr8(.):6564846-6567453	2.2351
1_MACS_peak_27030_lociStitched	chr8(.):7212081-7213367	1.7094
1_MACS_peak_27031_lociStitched	chr8(.):7257782-7259640	0.5273
1_MACS_peak_27032_lociStitched	chr8(.):7537499-7538318	0.4771
1_MACS_peak_27033_lociStitched	chr8(.):7656102-7656993	0.4545
1_MACS_peak_27034_lociStitched	chr8(.):7767198-7768375	0.4188
1_MACS_peak_27035_lociStitched	chr8(.):7812049-7813393	0.636
2_MACS_peak_27036_lociStitched	chr8(.):7922592-7932588	0.4808
2_MACS_peak_27038_lociStitched	chr8(.):7998345-8005408	1.5732
2_MACS_peak_27040_lociStitched	chr8(.):8087447-8097179	0.2903
1_MACS_peak_27042_lociStitched	chr8(.):8203144-8205102	0.9986
1_MACS_peak_27043_lociStitched	chr8(.):8219453-8221486	0.5333
1_MACS_peak_27044_lociStitched	chr8(.):8242752-8244345	0.5018
1_MACS_peak_27045_lociStitched	chr8(.):8558519-8559876	0.6566
1_MACS_peak_27046_lociStitched	chr8(.):8610015-8611124	0.5387
1_MACS_peak_27047_lociStitched	chr8(.):8750020-8752025	0.5681
2_MACS_peak_27048_lociStitched	chr8(.):8851700-8861858	0.3611
1_MACS_peak_27050_lociStitched	chr8(.):8923044-8924918	0.7259
1_MACS_peak_27051_lociStitched	chr8(.):8939166-8940354	0.5551
1_MACS_peak_27052_lociStitched	chr8(.):8992736-8995080	1.2583
1_MACS_peak_27053_lociStitched	chr8(.):9007577-9009879	1.1228
1_MACS_peak_27054_lociStitched	chr8(.):9395831-9397014	0.4677
1_MACS_peak_27055_lociStitched	chr8(.):9412624-9414603	2.0814
1_MACS_peak_27056_lociStitched	chr8(.):9638901-9640436	0.4861
1_MACS_peak_27057_lociStitched	chr8(.):9910782-9913370	1.5532
1_MACS_peak_27058_lociStitched	chr8(.):10008982-10010885	0.4803
1_MACS_peak_27059_lociStitched	chr8(.):10190009-10193622	1.4537
1_MACS_peak_27060_lociStitched	chr8(.):10367249-10369322	1.1104
1_MACS_peak_27061_lociStitched	chr8(.):10401824-10404505	0.8515
1_MACS_peak_27062_lociStitched	chr8(.):10436790-10438244	0.4953
1_MACS_peak_27063_lociStitched	chr8(.):10695962-10698578	1.101
1_MACS_peak_27064_lociStitched	chr8(.):10707677-10709108	0.9483
1_MACS_peak_27065_lociStitched	chr8(.):10733272-10734645	0.7106
1_MACS_peak_27066_lociStitched	chr8(.):10748467-10750322	0.471
2_MACS_peak_27067_lociStitched	chr8(.):10762832-10769145	1.3594
1_MACS_peak_27069_lociStitched	chr8(.):10800352-10803182	1.5993
1_MACS_peak_27070_lociStitched	chr8(.):10821745-10826712	3.0273
1_MACS_peak_27071_lociStitched	chr8(.):10871483-10874863	2.2323
1_MACS_peak_27072_lociStitched	chr8(.):10904816-10906929	0.8482
1_MACS_peak_27073_lociStitched	chr8(.):10916175-10917620	0.5617
1_MACS_peak_27074_lociStitched	chr8(.):10980906-10982697	0.7106
1_MACS_peak_27075_lociStitched	chr8(.):11055888-11060187	1.4368
1_MACS_peak_27076_lociStitched	chr8(.):11107737-11109795	0.6781
1_MACS_peak_27077_lociStitched	chr8(.):11140912-11143164	1.5459
1_MACS_peak_27078_lociStitched	chr8(.):11154379-11156175	0.8393
1_MACS_peak_27079_lociStitched	chr8(.):11204218-11205746	0.6984
1_MACS_peak_27080_lociStitched	chr8(.):11323293-11325739	1.4567
1_MACS_peak_27081_lociStitched	chr8(.):11349284-11350175	0.5337
2_MACS_peak_27082_lociStitched	chr8(.):11387095-11396677	0.7323
1_MACS_peak_27084_lociStitched	chr8(.):11415244-11417395	1.006
1_MACS_peak_27085_lociStitched	chr8(.):11542640-11544029	0.5347
1_MACS_peak_27086_lociStitched	chr8(.):11561280-11562476	0.4812
1_MACS_peak_27087_lociStitched	chr8(.):11593415-11594475	0.7236
1_MACS_peak_27088_lociStitched	chr8(.):11625723-11628016	1.0332
1_MACS_peak_27089_lociStitched	chr8(.):11659044-11661443	1.5694
1_MACS_peak_27090_lociStitched	chr8(.):11724247-11726470	1.5094
1_MACS_peak_27091_lociStitched	chr8(.):11734363-11736781	2.4921
1_MACS_peak_27092_lociStitched	chr8(.):11753860-11756506	1.8678
1_MACS_peak_27093_lociStitched	chr8(.):11824979-11827048	1.0808
1_MACS_peak_27094_lociStitched	chr8(.):11972913-11974023	0.5118
1_MACS_peak_27095_lociStitched	chr8(.):12048381-12053139	1.1701
1_MACS_peak_27096_lociStitched	chr8(.):12219067-12220443	1.1227
1_MACS_peak_27097_lociStitched	chr8(.):12290832-12295532	1.0865
2_MACS_peak_27098_lociStitched	chr8(.):12375333-12382288	1.4328
3_MACS_peak_27100_lociStitched	chr8(.):12441885-12459712	0.7444
1_MACS_peak_27103_lociStitched	chr8(.):12516066-12517401	0.5652
1_MACS_peak_27104_lociStitched	chr8(.):12582945-12585073	0.8974
1_MACS_peak_27105_lociStitched	chr8(.):12610704-12616050	1.3962
1_MACS_peak_27106_lociStitched	chr8(.):12623217-12625326	0.896
1_MACS_peak_27107_lociStitched	chr8(.):12808168-12810227	1.3028
1_MACS_peak_27108_lociStitched	chr8(.):12922134-12923732	0.7693
2_MACS_peak_27109_lociStitched	chr8(.):12982986-12991012	0.2321
1_MACS_peak_27111_lociStitched	chr8(.):13133250-13135050	0.607
2_MACS_peak_27112_lociStitched	chr8(.):13236511-13241331	0.3769
1_MACS_peak_27114_lociStitched	chr8(.):13346834-13347745	0.4078
1_MACS_peak_27115_lociStitched	chr8(.):13414600-13415718	0.509
2_MACS_peak_27116_lociStitched	chr8(.):13423261-13430052	0.5157
1_MACS_peak_27118_lociStitched	chr8(.):13513304-13516519	0.8293
1_MACS_peak_27119_lociStitched	chr8(.):15066153-15067023	0.3293
1_MACS_peak_27120_lociStitched	chr8(.):16202728-16203633	0.4931
1_MACS_peak_27121_lociStitched	chr8(.):16313347-16316081	1.6037
2_MACS_peak_27122_lociStitched	chr8(.):16403380-16409423	2.0788
1_MACS_peak_27124_lociStitched	chr8(.):16460810-16462656	0.655
1_MACS_peak_27125_lociStitched	chr8(.):16883782-16885635	0.9986
1_MACS_peak_27126_lociStitched	chr8(.):17012579-17015434	1.2925
1_MACS_peak_27127_lociStitched	chr8(.):17103087-17105796	1.0375
1_MACS_peak_27128_lociStitched	chr8(.):17185256-17188060	1.706
1_MACS_peak_27129_lociStitched	chr8(.):17433692-17435416	0.5459
1_MACS_peak_27130_lociStitched	chr8(.):17487668-17488645	0.519
1_MACS_peak_27131_lociStitched	chr8(.):17553783-17555932	1.1203
1_MACS_peak_27132_lociStitched	chr8(.):17657059-17660720	1.1932
1_MACS_peak_27133_lociStitched	chr8(.):17779302-17782085	2.0532
1_MACS_peak_27134_lociStitched	chr8(.):17940115-17943414	3.8068
1_MACS_peak_27135_lociStitched	chr8(.):18067213-18068554	0.584
2_MACS_peak_27136_lociStitched	chr8(.):18285549-18291789	0.6249
1_MACS_peak_27138_lociStitched	chr8(.):18437543-18439453	0.4666
4_MACS_peak_27139_lociStitched	chr8(.):18587640-18614469	0.6569
1_MACS_peak_27143_lociStitched	chr8(.):18645696-18646880	0.522
2_MACS_peak_27144_lociStitched	chr8(.):18701958-18705447	0.5199
1_MACS_peak_27146_lociStitched	chr8(.):18870376-18871259	0.3979
1_MACS_peak_27147_lociStitched	chr8(.):19045444-19046760	0.7042
1_MACS_peak_27148_lociStitched	chr8(.):19065501-19066561	4.9622
1_MACS_peak_27149_lociStitched	chr8(.):19170760-19172459	0.9423
1_MACS_peak_27150_lociStitched	chr8(.):19202009-19206576	1.042
1_MACS_peak_27151_lociStitched	chr8(.):19242275-19248156	1.7848
1_MACS_peak_27152_lociStitched	chr8(.):19265833-19266932	0.6189
2_MACS_peak_27153_lociStitched	chr8(.):19316714-19325502	0.4258
1_MACS_peak_27155_lociStitched	chr8(.):19370606-19374782	1.5355
1_MACS_peak_27156_lociStitched	chr8(.):19408211-19409444	0.5236
1_MACS_peak_27157_lociStitched	chr8(.):19453016-19454313	0.7074
1_MACS_peak_27158_lociStitched	chr8(.):19494571-19496372	0.6914
4_MACS_peak_27159_lociStitched	chr8(.):19519606-19540372	0.6892
2_MACS_peak_27163_lociStitched	chr8(.):19553106-19558728	1.1667
1_MACS_peak_27165_lociStitched	chr8(.):19613894-19615977	0.7264
1_MACS_peak_27166_lociStitched	chr8(.):19658767-19660368	0.4446
1_MACS_peak_27167_lociStitched	chr8(.):19673773-19675970	1.5025
1_MACS_peak_27168_lociStitched	chr8(.):19796738-19797589	0.4145
1_MACS_peak_27169_lociStitched	chr8(.):19819137-19820903	0.6695
1_MACS_peak_27170_lociStitched	chr8(.):20053997-20055859	0.9878
1_MACS_peak_27171_lociStitched	chr8(.):20160784-20162250	0.4798
2_MACS_peak_27172_lociStitched	chr8(.):21027439-21037915	0.4791
1_MACS_peak_27174_lociStitched	chr8(.):21066595-21068392	0.7962
2_MACS_peak_27175_lociStitched	chr8(.):21770071-21778381	1.1618
1_MACS_peak_27177_lociStitched	chr8(.):21867002-21868694	1.2559
1_MACS_peak_27178_lociStitched	chr8(.):21946431-21947507	0.4606
1_MACS_peak_27179_lociStitched	chr8(.):21965757-21967994	1.4569
1_MACS_peak_27180_lociStitched	chr8(.):21975874-21977258	0.6572
2_MACS_peak_27181_lociStitched	chr8(.):21995844-22000257	1.0898
1_MACS_peak_27183_lociStitched	chr8(.):22021700-22023710	0.7809
1_MACS_peak_27184_lociStitched	chr8(.):22091019-22092644	0.8695
1_MACS_peak_27185_lociStitched	chr8(.):22101778-22104457	1.8619
1_MACS_peak_27186_lociStitched	chr8(.):22171346-22172591	0.6488
1_MACS_peak_27187_lociStitched	chr8(.):22224000-22226109	0.9743
2_MACS_peak_27188_lociStitched	chr8(.):22297261-22305911	1.2918
1_MACS_peak_27190_lociStitched	chr8(.):22330925-22332545	0.7268
1_MACS_peak_27191_lociStitched	chr8(.):22422390-22424167	0.5225
1_MACS_peak_27192_lociStitched	chr8(.):22436972-22438649	0.6552
2_MACS_peak_27193_lociStitched	chr8(.):22457070-22463199	0.5294
1_MACS_peak_27195_lociStitched	chr8(.):22525709-22527537	1.1519
1_MACS_peak_27196_lociStitched	chr8(.):22551564-22553863	0.6381
1_MACS_peak_27197_lociStitched	chr8(.):22561767-22563456	1.5713
1_MACS_peak_27198_lociStitched	chr8(.):22572094-22574649	0.9366
1_MACS_peak_27199_lociStitched	chr8(.):22672849-22675129	0.7589
2_MACS_peak_27200_lociStitched	chr8(.):22830894-22839568	0.8213
1_MACS_peak_27202_lociStitched	chr8(.):22856945-22858482	0.8912
1_MACS_peak_27203_lociStitched	chr8(.):22874960-22877334	2.1484
2_MACS_peak_27204_lociStitched	chr8(.):22925323-22933095	0.7077
1_MACS_peak_27206_lociStitched	chr8(.):22941410-22942585	0.8628
2_MACS_peak_27207_lociStitched	chr8(.):22972155-22977168	0.4572
1_MACS_peak_27209_lociStitched	chr8(.):23019490-23022012	1.3413
2_MACS_peak_27210_lociStitched	chr8(.):23075029-23083795	1.1689
2_MACS_peak_27212_lociStitched	chr8(.):23100164-23105109	0.6833
1_MACS_peak_27214_lociStitched	chr8(.):23144789-23146614	0.8481
1_MACS_peak_27215_lociStitched	chr8(.):23314296-23316005	0.9891
1_MACS_peak_27216_lociStitched	chr8(.):23385433-23387941	0.9008
1_MACS_peak_27217_lociStitched	chr8(.):23539422-23540583	0.4901
1_MACS_peak_27218_lociStitched	chr8(.):23618264-23620229	0.6554
1_MACS_peak_27219_lociStitched	chr8(.):23889368-23891878	1.5918
1_MACS_peak_27220_lociStitched	chr8(.):23903101-23904487	0.3945
1_MACS_peak_27221_lociStitched	chr8(.):24010750-24012050	0.8822
1_MACS_peak_27222_lociStitched	chr8(.):24150876-24157041	0.661
1_MACS_peak_27223_lociStitched	chr8(.):24206170-24207898	0.5822
2_MACS_peak_27224_lociStitched	chr8(.):24223926-24229762	0.8331
1_MACS_peak_27226_lociStitched	chr8(.):24243538-24245719	2.6475
1_MACS_peak_27227_lociStitched	chr8(.):24424772-24426777	0.5471
1_MACS_peak_27228_lociStitched	chr8(.):24857393-24858956	1.0736
1_MACS_peak_27229_lociStitched	chr8(.):25041371-25043329	0.8024
1_MACS_peak_27230_lociStitched	chr8(.):25202309-25203932	0.4958
1_MACS_peak_27231_lociStitched	chr8(.):25314544-25317823	1.8795
1_MACS_peak_27232_lociStitched	chr8(.):25517222-25518999	0.9509
1_MACS_peak_27233_lociStitched	chr8(.):26058317-26060300	0.4672
1_MACS_peak_27234_lociStitched	chr8(.):26071425-26073869	0.7674
1_MACS_peak_27235_lociStitched	chr8(.):26100907-26102215	0.6274
1_MACS_peak_27236_lociStitched	chr8(.):26114878-26116480	1.0285
1_MACS_peak_27237_lociStitched	chr8(.):26148154-26151292	0.7362
1_MACS_peak_27238_lociStitched	chr8(.):26158891-26162983	0.831
1_MACS_peak_27239_lociStitched	chr8(.):26172347-26173533	0.4822
1_MACS_peak_27240_lociStitched	chr8(.):26239812-26241522	0.825
1_MACS_peak_27241_lociStitched	chr8(.):26305993-26308036	0.7349
1_MACS_peak_27242_lociStitched	chr8(.):26428121-26437576	2.4188
1_MACS_peak_27243_lociStitched	chr8(.):26713793-26715230	0.5818
1_MACS_peak_27244_lociStitched	chr8(.):26724022-26725210	0.5645
1_MACS_peak_27245_lociStitched	chr8(.):26807338-26809219	0.6136
1_MACS_peak_27246_lociStitched	chr8(.):27131751-27132822	0.5449
1_MACS_peak_27247_lociStitched	chr8(.):27167482-27170163	1.73
1_MACS_peak_27248_lociStitched	chr8(.):27181064-27185352	1.0669
7_MACS_peak_27249_lociStitched	chr8(.):27208363-27253552	1.068
1_MACS_peak_27256_lociStitched	chr8(.):27261429-27264617	1.5936
1_MACS_peak_27257_lociStitched	chr8(.):27277474-27282454	1.7432
1_MACS_peak_27258_lociStitched	chr8(.):27347966-27349884	1.309
1_MACS_peak_27259_lociStitched	chr8(.):27470763-27473154	1.0096
1_MACS_peak_27260_lociStitched	chr8(.):27560310-27561351	0.4257
2_MACS_peak_27261_lociStitched	chr8(.):27629252-27633135	0.8857
1_MACS_peak_27263_lociStitched	chr8(.):27654138-27655394	0.4982
1_MACS_peak_27264_lociStitched	chr8(.):27694164-27696161	2.0169
1_MACS_peak_27265_lociStitched	chr8(.):27900742-27904371	2.109
4_MACS_peak_27266_lociStitched	chr8(.):27933752-27951606	1.1488
2_MACS_peak_27270_lociStitched	chr8(.):28194935-28207247	1.433
1_MACS_peak_27272_lociStitched	chr8(.):28220670-28222057	0.8567
1_MACS_peak_27273_lociStitched	chr8(.):28242659-28244754	0.5188
1_MACS_peak_27274_lociStitched	chr8(.):28258174-28260777	0.8443
1_MACS_peak_27275_lociStitched	chr8(.):28268614-28270616	1.5772
1_MACS_peak_27276_lociStitched	chr8(.):28299407-28301370	0.8927
1_MACS_peak_27277_lociStitched	chr8(.):28325137-28326310	0.5539
1_MACS_peak_27278_lociStitched	chr8(.):28346904-28353283	2.6773
1_MACS_peak_27279_lociStitched	chr8(.):28413274-28415201	0.5456
4_MACS_peak_27280_lociStitched	chr8(.):28479134-28489492	0.3388
1_MACS_peak_27284_lociStitched	chr8(.):28558038-28560229	1.4181
1_MACS_peak_27285_lociStitched	chr8(.):28746616-28749402	2.0358
1_MACS_peak_27286_lociStitched	chr8(.):28843487-28846316	1.055
1_MACS_peak_27287_lociStitched	chr8(.):28861235-28862908	0.8628
1_MACS_peak_27288_lociStitched	chr8(.):28917446-28919401	0.9769
2_MACS_peak_27289_lociStitched	chr8(.):29083283-29088669	0.666
1_MACS_peak_27291_lociStitched	chr8(.):29119421-29121515	0.7973
2_MACS_peak_27292_lociStitched	chr8(.):29197221-29210466	1.4479
1_MACS_peak_27294_lociStitched	chr8(.):29264728-29267188	0.7489
2_MACS_peak_27295_lociStitched	chr8(.):29338470-29349651	0.8238
1_MACS_peak_27297_lociStitched	chr8(.):29385259-29390545	3.5276
2_MACS_peak_27298_lociStitched	chr8(.):29404316-29416975	2.7705
1_MACS_peak_27300_lociStitched	chr8(.):29449832-29454497	1.3793
3_MACS_peak_27301_lociStitched	chr8(.):29462941-29478109	1.6115
3_MACS_peak_27304_lociStitched	chr8(.):29490511-29505822	1.1045
1_MACS_peak_27307_lociStitched	chr8(.):29521559-29523975	1.5159
1_MACS_peak_27308_lociStitched	chr8(.):29537493-29539714	0.8664
1_MACS_peak_27309_lociStitched	chr8(.):29579657-29581509	0.8469
1_MACS_peak_27310_lociStitched	chr8(.):29592010-29599328	1.7558
1_MACS_peak_27311_lociStitched	chr8(.):29610489-29611916	0.5719
3_MACS_peak_27312_lociStitched	chr8(.):29621963-29635665	3.224
2_MACS_peak_27315_lociStitched	chr8(.):29653685-29664474	0.7733
1_MACS_peak_27317_lociStitched	chr8(.):29693322-29694766	0.556
1_MACS_peak_27318_lociStitched	chr8(.):29715768-29717208	0.6075
1_MACS_peak_27319_lociStitched	chr8(.):29903060-29904856	0.8259
1_MACS_peak_27320_lociStitched	chr8(.):29939084-29941407	1.2925
1_MACS_peak_27321_lociStitched	chr8(.):29952012-29954008	1.6485
1_MACS_peak_27322_lociStitched	chr8(.):30012594-30015483	1.229
1_MACS_peak_27323_lociStitched	chr8(.):30180581-30183187	0.6584
1_MACS_peak_27324_lociStitched	chr8(.):30241511-30243034	0.5562
2_MACS_peak_27325_lociStitched	chr8(.):30353635-30360649	0.6285
1_MACS_peak_27327_lociStitched	chr8(.):30487169-30489833	0.6993
1_MACS_peak_27328_lociStitched	chr8(.):30513380-30516234	1.1902
2_MACS_peak_27329_lociStitched	chr8(.):30579443-30585974	0.9268
1_MACS_peak_27331_lociStitched	chr8(.):30600537-30602884	1.9706
1_MACS_peak_27332_lociStitched	chr8(.):30669146-30670873	0.9305
2_MACS_peak_27333_lociStitched	chr8(.):30780813-30783861	0.6188
1_MACS_peak_27335_lociStitched	chr8(.):30822800-30825018	0.783
1_MACS_peak_27336_lociStitched	chr8(.):30890919-30892420	1.1306
1_MACS_peak_27337_lociStitched	chr8(.):31067157-31068088	0.4487
2_MACS_peak_27338_lociStitched	chr8(.):31496384-31502937	0.2979
1_MACS_peak_27340_lociStitched	chr8(.):31971244-31973216	0.7292
1_MACS_peak_27341_lociStitched	chr8(.):32316690-32319034	1.2301
1_MACS_peak_27342_lociStitched	chr8(.):32404414-32407009	0.6665
1_MACS_peak_27343_lociStitched	chr8(.):32725655-32726923	0.5579
1_MACS_peak_27344_lociStitched	chr8(.):32784985-32786357	0.8043
1_MACS_peak_27345_lociStitched	chr8(.):33329031-33331460	1.1371
1_MACS_peak_27346_lociStitched	chr8(.):33341594-33343484	1.4762
1_MACS_peak_27347_lociStitched	chr8(.):33369555-33372680	1.7965
4_MACS_peak_27348_lociStitched	chr8(.):33410185-33428092	1.2849
1_MACS_peak_27352_lociStitched	chr8(.):33669145-33670331	0.4918
1_MACS_peak_27353_lociStitched	chr8(.):34823387-34824394	0.4277
1_MACS_peak_27354_lociStitched	chr8(.):35401267-35403200	1.3203
1_MACS_peak_27355_lociStitched	chr8(.):35448651-35450885	0.8433
1_MACS_peak_27356_lociStitched	chr8(.):35522304-35523454	0.4535
1_MACS_peak_27357_lociStitched	chr8(.):35550825-35552443	1.1656
1_MACS_peak_27358_lociStitched	chr8(.):35560548-35562453	0.5435
1_MACS_peak_27359_lociStitched	chr8(.):35610556-35611422	0.4641
1_MACS_peak_27360_lociStitched	chr8(.):35717662-35719742	0.5607
1_MACS_peak_27361_lociStitched	chr8(.):35754341-35756753	0.8379
1_MACS_peak_27362_lociStitched	chr8(.):35765841-35768222	0.5617
1_MACS_peak_27363_lociStitched	chr8(.):35828042-35829332	0.464
1_MACS_peak_27364_lociStitched	chr8(.):36522362-36526177	1.1902
1_MACS_peak_27365_lociStitched	chr8(.):37001081-37004540	1.2428
1_MACS_peak_27366_lociStitched	chr8(.):37012397-37013879	0.6616
1_MACS_peak_27367_lociStitched	chr8(.):37103643-37105399	0.5916
1_MACS_peak_27368_lociStitched	chr8(.):37258097-37261417	0.9155
1_MACS_peak_27369_lociStitched	chr8(.):37273081-37275365	1.1645
1_MACS_peak_27370_lociStitched	chr8(.):37430411-37433462	0.758
1_MACS_peak_27371_lociStitched	chr8(.):37515243-37516245	0.3925
1_MACS_peak_27372_lociStitched	chr8(.):37551695-37554543	0.8096
1_MACS_peak_27373_lociStitched	chr8(.):37593151-37596203	2.0625
1_MACS_peak_27374_lociStitched	chr8(.):37604930-37606216	0.4858
1_MACS_peak_27375_lociStitched	chr8(.):37619171-37621148	1.6899
1_MACS_peak_27376_lociStitched	chr8(.):37642762-37644850	1.2241
1_MACS_peak_27377_lociStitched	chr8(.):37706375-37708528	1.4581
1_MACS_peak_27378_lociStitched	chr8(.):37737168-37740857	1.4949
3_MACS_peak_27379_lociStitched	chr8(.):37748017-37762457	0.5073
1_MACS_peak_27382_lociStitched	chr8(.):37887075-37889962	1.4074
1_MACS_peak_27383_lociStitched	chr8(.):37961912-37964151	3.1881
1_MACS_peak_27384_lociStitched	chr8(.):37991422-37992574	0.4367
1_MACS_peak_27385_lociStitched	chr8(.):38033091-38035560	1.4038
1_MACS_peak_27386_lociStitched	chr8(.):38052408-38054119	0.6016
1_MACS_peak_27387_lociStitched	chr8(.):38088068-38090327	1.271
1_MACS_peak_27388_lociStitched	chr8(.):38124806-38127644	1.9135
1_MACS_peak_27389_lociStitched	chr8(.):38219593-38221979	1.5052
1_MACS_peak_27390_lociStitched	chr8(.):38237461-38245259	1.656
2_MACS_peak_27391_lociStitched	chr8(.):38323135-38326273	0.4204
1_MACS_peak_27393_lociStitched	chr8(.):38553784-38556517	1.4916
3_MACS_peak_27394_lociStitched	chr8(.):38589529-38600689	0.291
2_MACS_peak_27397_lociStitched	chr8(.):38613607-38629057	0.7798
1_MACS_peak_27399_lociStitched	chr8(.):38643740-38646559	1.7713
1_MACS_peak_27400_lociStitched	chr8(.):38661732-38665370	1.1776
1_MACS_peak_27401_lociStitched	chr8(.):38691265-38692813	0.5654
1_MACS_peak_27402_lociStitched	chr8(.):38755976-38761314	2.0217
2_MACS_peak_27403_lociStitched	chr8(.):38793063-38802266	1.5643
3_MACS_peak_27405_lociStitched	chr8(.):38812011-38824173	1.1248
1_MACS_peak_27408_lociStitched	chr8(.):38853001-38855571	1.2431
2_MACS_peak_27409_lociStitched	chr8(.):39206290-39216389	0.3339
1_MACS_peak_27411_lociStitched	chr8(.):39337355-39339274	0.8275
1_MACS_peak_27412_lociStitched	chr8(.):39705901-39707190	0.5256
1_MACS_peak_27413_lociStitched	chr8(.):39916144-39918044	0.5962
1_MACS_peak_27414_lociStitched	chr8(.):40027938-40029713	0.5018
1_MACS_peak_27415_lociStitched	chr8(.):40602307-40603492	0.4877
1_MACS_peak_27416_lociStitched	chr8(.):41328839-41330289	0.4873
1_MACS_peak_27417_lociStitched	chr8(.):41346996-41349269	0.7865
1_MACS_peak_27418_lociStitched	chr8(.):41385764-41387828	1.1002
1_MACS_peak_27419_lociStitched	chr8(.):41434857-41436783	1.5566
1_MACS_peak_27420_lociStitched	chr8(.):41478647-41481992	1.0575
1_MACS_peak_27421_lociStitched	chr8(.):41604510-41606261	0.7816
1_MACS_peak_27422_lociStitched	chr8(.):41685194-41687142	2.7786
2_MACS_peak_27423_lociStitched	chr8(.):41908010-41910714	1.2394
1_MACS_peak_27425_lociStitched	chr8(.):41996905-41998744	0.7468
1_MACS_peak_27426_lociStitched	chr8(.):42009310-42011533	1.284
1_MACS_peak_27427_lociStitched	chr8(.):42127983-42130022	0.9447
1_MACS_peak_27428_lociStitched	chr8(.):42149675-42151395	0.7204
1_MACS_peak_27429_lociStitched	chr8(.):42194913-42196966	0.9842
1_MACS_peak_27430_lociStitched	chr8(.):42212855-42213948	0.4442
