#U266 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266.H3K27ac_ROSE/U266_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266.jin.bam
#Using cutoff of 17655.7392 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuper
1_MACS_peak_9831_lociStitched	chr15	48622527	48625473	1	2947	18374.202	920	1
2_MACS_peak_13338_lociStitched	chr17	58514023	58518180	2	4112	18371.4458	921	1
1_MACS_peak_32114_lociStitched	chr9	117145368	117149792	1	4425	18365.7936	922	1
1_MACS_peak_22184_lociStitched	chr3	128900997	128904022	1	3026	18361.4475	923	1
4_MACS_peak_28799_lociStitched	chr7	74071085	74077479	4	5845	18360.371	924	1
1_MACS_peak_13420_lociStitched	chr17	62969887	62973214	1	3328	18350.4012	925	1
1_MACS_peak_13828_lociStitched	chr17	80405882	80409801	1	3920	18342.0957	926	1
2_MACS_peak_22863_lociStitched	chr3	196252514	196256610	2	3693	18338.6112	927	1
3_MACS_peak_33449_lociStitched	chrX	123092863	123097638	3	4527	18314.99	928	1
2_MACS_peak_25277_lociStitched	chr5	124268153	124273749	2	5322	18314.5888	929	1
1_MACS_peak_16616_lociStitched	chr2	28834862	28839148	1	4287	18306.3632	930	1
1_MACS_peak_19518_lociStitched	chr20	48290833	48296574	1	5742	18297.7152	931	1
1_MACS_peak_999_lociStitched	chr1	52342268	52345771	1	3504	18295.1181	932	1
1_MACS_peak_19122_lociStitched	chr20	29610907	29613237	1	2331	18292.131	933	1
1_MACS_peak_21882_lociStitched	chr3	98487851	98492237	1	4387	18282.6024	934	1
1_MACS_peak_10829_lociStitched	chr16	2800709	2804007	1	3299	18279.8246	935	1
1_MACS_peak_13628_lociStitched	chr17	74720811	74724568	1	3758	18259.3957	936	1
4_MACS_peak_28908_lociStitched	chr7	90337560	90345635	4	7801	18258.3825	937	1
1_MACS_peak_5347_lociStitched	chr11	64617959	64621502	1	3544	18235.821	938	1
1_MACS_peak_28379_lociStitched	chr7	30026546	30030147	1	3602	18233.6635	939	1
2_MACS_peak_5420_lociStitched	chr11	65624133	65629092	2	4938	18223.3332	940	1
4_MACS_peak_25708_lociStitched	chr5	154133687	154139117	4	5227	18212.22	941	1
2_MACS_peak_10670_lociStitched	chr15	101458285	101464199	2	5915	18199.7436	942	1
2_MACS_peak_16516_lociStitched	chr2	25093263	25097577	2	4184	18187.3926	943	1
1_MACS_peak_11909_lociStitched	chr16	81829430	81833400	1	3971	18184.982	944	1
1_MACS_peak_19595_lociStitched	chr20	52530991	52535365	1	4375	18170.9082	945	1
1_MACS_peak_29685_lociStitched	chr7	154995869	154999421	1	3553	18148.5888	946	1
2_MACS_peak_19870_lociStitched	chr21	34607104	34613063	2	5477	18124.2985	947	1
1_MACS_peak_31243_lociStitched	chr9	3524978	3529136	1	4159	18118.485	948	1
1_MACS_peak_14912_lociStitched	chr19	12034099	12037169	1	3071	18096.422	949	1
3_MACS_peak_21782_lociStitched	chr3	71826573	71835027	3	8436	18074.652	950	1
2_MACS_peak_18708_lociStitched	chr2	232534948	232540482	2	5183	18066.2964	951	1
1_MACS_peak_17082_lociStitched	chr2	69133827	69137198	1	3372	18061.818	952	1
1_MACS_peak_10118_lociStitched	chr15	67833070	67836151	1	3082	18011.8341	953	1
1_MACS_peak_384_lociStitched	chr1	23880328	23886682	1	6355	18005.3298	954	1
1_MACS_peak_1123_lociStitched	chr1	62901054	62904305	1	3252	17963.7256	955	1
2_MACS_peak_9521_lociStitched	chr15	23664941	23670903	2	5913	17958.1402	956	1
6_MACS_peak_4526_lociStitched	chr10	128143780	128153903	6	9380	17951.1159	957	1
1_MACS_peak_19466_lociStitched	chr20	45177828	45184573	1	6746	17949.794	958	1
1_MACS_peak_32554_lociStitched	chr9	139775619	139782252	1	6634	17947.5714	959	1
3_MACS_peak_28443_lociStitched	chr7	35061178	35067029	3	5488	17937.9958	960	1
1_MACS_peak_22673_lociStitched	chr3	183965716	183968497	1	2782	17937.7281	961	1
1_MACS_peak_27116_lociStitched	chr6	86351180	86354668	1	3489	17937.04	962	1
1_MACS_peak_20704_lociStitched	chr22	39348705	39352377	1	3673	17921.196	963	1
2_MACS_peak_9169_lociStitched	chr14	91788248	91792589	2	4253	17919.2139	964	1
1_MACS_peak_1234_lociStitched	chr1	78442483	78446430	1	3948	17915.0383	965	1
1_MACS_peak_18695_lociStitched	chr2	232327953	232330518	1	2566	17911.6515	966	1
2_MACS_peak_28498_lociStitched	chr7	39660865	39664325	2	3257	17894.774	967	1
2_MACS_peak_29524_lociStitched	chr7	139613847	139618728	2	4509	17891.7936	968	1
2_MACS_peak_19255_lociStitched	chr20	34328655	34331654	2	2875	17880.038	969	1
2_MACS_peak_2191_lociStitched	chr1	167904182	167907433	2	3233	17879.5247	970	1
4_MACS_peak_7348_lociStitched	chr12	111105365	111112797	4	7044	17876.1896	971	1
1_MACS_peak_13787_lociStitched	chr17	79827870	79830878	1	3009	17873.536	972	1
3_MACS_peak_21024_lociStitched	chr3	4870076	4877603	3	7317	17817.1617	973	1
2_MACS_peak_8345_lociStitched	chr13	115043667	115048540	2	4392	17817.1499	974	1
3_MACS_peak_5620_lociStitched	chr11	72861506	72867461	3	5578	17802.4725	975	1
1_MACS_peak_26048_lociStitched	chr5	180256872	180260807	1	3936	17796.431	976	1
2_MACS_peak_19986_lociStitched	chr21	38737680	38741650	2	3868	17753.046	977	1
2_MACS_peak_30789_lociStitched	chr8	118341303	118346624	2	5314	17749.7918	978	1
1_MACS_peak_16758_lociStitched	chr2	38976539	38979303	1	2765	17729.4016	979	1
4_MACS_peak_13928_lociStitched	chr18	9135168	9142537	4	7189	17723.9188	980	1
1_MACS_peak_21412_lociStitched	chr3	45592607	45597980	1	5374	17712.0945	981	1
3_MACS_peak_14830_lociStitched	chr19	10352443	10358165	3	5673	17704.4402	982	1
3_MACS_peak_24090_lociStitched	chr4	159996018	160001708	3	5052	17697.607	983	1
2_MACS_peak_26381_lociStitched	chr6	26194948	26201038	2	6008	17695.104	984	1
1_MACS_peak_14710_lociStitched	chr19	6599773	6604203	1	4431	17682.788	985	1
2_MACS_peak_30951_lociStitched	chr8	128806204	128809647	2	3417	17659.147	986	1
