#U266 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266.H3K27ac_ROSE/U266_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266.jin.bam
#Using cutoff of 17655.7392 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isStretch
3_MACS_peak_19608_lociStitched	chr20	52679384	52685076	3	5228	9274.5448	921	1
4_MACS_peak_25708_lociStitched	chr5	154133687	154139117	4	5227	18212.22	922	1
1_MACS_peak_23784_lociStitched	chr4	121668639	121673864	1	5226	22346.8025	923	1
1_MACS_peak_28380_lociStitched	chr7	30064622	30069846	1	5225	15971.8576	924	1
1_MACS_peak_15604_lociStitched	chr19	42055085	42060307	1	5223	14603.323	925	1
3_MACS_peak_22101_lociStitched	chr3	122977909	122983334	3	5221	13638.9925	926	1
3_MACS_peak_4979_lociStitched	chr11	27375814	27381175	3	5218	9955.377	927	1
3_MACS_peak_10642_lociStitched	chr15	99478713	99483937	3	5211	17368.7552	928	1
2_MACS_peak_27246_lociStitched	chr6	105929343	105934876	2	5209	10325.6846	929	1
1_MACS_peak_10273_lociStitched	chr15	75078331	75083535	1	5205	13799.9672	930	1
4_MACS_peak_28387_lociStitched	chr7	30322942	30328961	4	5204	16658.1844	931	1
2_MACS_peak_1943_lociStitched	chr1	155826093	155831593	2	5203	19643.25	932	1
2_MACS_peak_9277_lociStitched	chr14	97352583	97357977	2	5201	15036.3144	933	1
1_MACS_peak_20116_lociStitched	chr21	45660101	45665297	1	5197	17314.1112	934	1
1_MACS_peak_10119_lociStitched	chr15	67853653	67858848	1	5196	18393.417	935	1
3_MACS_peak_15331_lociStitched	chr19	33405200	33410610	3	5195	8689.542	936	1
2_MACS_peak_3711_lociStitched	chr10	50343014	50348673	2	5192	9116.0831	937	1
1_MACS_peak_9820_lociStitched	chr15	45746017	45751205	1	5189	17113.1368	938	1
2_MACS_peak_16604_lociStitched	chr2	28612162	28617408	2	5189	31535.8044	939	1
2_MACS_peak_16471_lociStitched	chr2	20713857	20719128	2	5188	15581.076	940	1
4_MACS_peak_28638_lociStitched	chr7	50343702	50349235	4	5187	7230.5244	941	1
2_MACS_peak_18708_lociStitched	chr2	232534948	232540482	2	5183	18066.2964	942	1
1_MACS_peak_16776_lociStitched	chr2	39694059	39699240	1	5182	16116.5367	943	1
2_MACS_peak_3226_lociStitched	chr10	725450	730943	2	5177	12628.9563	944	1
3_MACS_peak_29138_lociStitched	chr7	102251559	102257234	3	5171	14293.055	945	1
1_MACS_peak_23099_lociStitched	chr4	10104917	10110084	1	5168	12724.7709	946	1
1_MACS_peak_30151_lociStitched	chr8	37736263	37741428	1	5166	21294.7785	947	1
4_MACS_peak_1458_lociStitched	chr1	111215088	111220630	4	5166	9473.4948	948	1
1_MACS_peak_27603_lociStitched	chr6	137037201	137042358	1	5158	9811.7082	949	1
1_MACS_peak_4885_lociStitched	chr11	17860724	17865868	1	5145	9567.3256	950	1
1_MACS_peak_104_lociStitched	chr1	6660346	6665490	1	5145	26839.3344	951	1
3_MACS_peak_30903_lociStitched	chr8	126350196	126355446	3	5145	16859.85	952	1
1_MACS_peak_16904_lociStitched	chr2	54795141	54800284	1	5144	11025.5634	953	1
4_MACS_peak_10601_lociStitched	chr15	93066172	93071516	4	5144	11205.2992	954	1
1_MACS_peak_3272_lociStitched	chr10	3942256	3947397	1	5142	15310.4121	955	1
1_MACS_peak_158_lociStitched	chr1	9373879	9379020	1	5142	14942.8306	956	1
1_MACS_peak_5645_lociStitched	chr11	73690307	73695445	1	5139	14165.9798	957	1
2_MACS_peak_20030_lociStitched	chr21	43536319	43541493	2	5132	12877.5686	958	1
2_MACS_peak_31663_lociStitched	chr9	86319098	86324306	2	5129	24456.2472	959	1
2_MACS_peak_21177_lociStitched	chr3	15835216	15840413	2	5122	11392.3437	960	1
1_MACS_peak_25772_lociStitched	chr5	159893311	159898431	1	5121	12103.168	961	1
1_MACS_peak_13712_lociStitched	chr17	76884058	76889176	1	5119	26058.297	962	1
3_MACS_peak_315_lociStitched	chr1	17763882	17769150	3	5117	12765.4176	963	1
4_MACS_peak_2054_lociStitched	chr1	160708315	160713796	4	5116	6710.9364	964	1
3_MACS_peak_28901_lociStitched	chr7	87559277	87564762	3	5116	8980.042	965	1
5_MACS_peak_7902_lociStitched	chr13	41235835	41241516	5	5115	7582.9988	966	1
1_MACS_peak_24427_lociStitched	chr5	14257887	14262998	1	5112	8632.479	967	1
2_MACS_peak_24552_lociStitched	chr5	32582495	32587607	2	5112	19405.6632	968	1
1_MACS_peak_2862_lociStitched	chr1	226128125	226133235	1	5111	14732.13	969	1
1_MACS_peak_22594_lociStitched	chr3	177074681	177079790	1	5110	32472.804	970	1
1_MACS_peak_20739_lociStitched	chr22	39840799	39845908	1	5110	23798.2329	971	1
1_MACS_peak_28565_lociStitched	chr7	44675581	44680688	1	5108	28731.4713	972	1
1_MACS_peak_28435_lociStitched	chr7	33972683	33977787	1	5105	20933.0352	973	1
1_MACS_peak_89_lociStitched	chr1	6083852	6088955	1	5104	11135.2563	974	1
1_MACS_peak_9658_lociStitched	chr15	39914839	39919940	1	5102	21531.8311	975	1
1_MACS_peak_22430_lociStitched	chr3	156132679	156137778	1	5100	29506.3833	976	1
1_MACS_peak_3670_lociStitched	chr10	45913505	45918602	1	5098	26280.132	977	1
2_MACS_peak_26299_lociStitched	chr6	16759389	16764513	2	5098	19168.884	978	1
2_MACS_peak_26272_lociStitched	chr6	16318959	16324144	2	5093	13537.5165	979	1
2_MACS_peak_27760_lociStitched	chr6	151215234	151220478	2	5092	8786.322	980	1
1_MACS_peak_19630_lociStitched	chr20	56192287	56197373	1	5087	22913.4472	981	1
1_MACS_peak_612_lociStitched	chr1	28924574	28929657	1	5084	15607.3515	982	1
3_MACS_peak_21069_lociStitched	chr3	9436675	9441881	3	5080	19045.6304	983	1
3_MACS_peak_27388_lociStitched	chr6	114175628	114180927	3	5078	19110.8435	984	1
1_MACS_peak_15791_lociStitched	chr19	47286905	47291979	1	5075	11314.5126	985	1
4_MACS_peak_11832_lociStitched	chr16	75107718	75113578	4	5074	15636.238	986	1
2_MACS_peak_30873_lociStitched	chr8	125767068	125772254	2	5073	13099.836	987	1
2_MACS_peak_29124_lociStitched	chr7	102081333	102086825	2	5059	9397.3612	988	1
3_MACS_peak_32047_lociStitched	chr9	114744936	114750110	3	5055	6340.737	989	1
1_MACS_peak_24907_lociStitched	chr5	76031508	76036560	1	5053	11658.5004	990	1
3_MACS_peak_24090_lociStitched	chr4	159996018	160001708	3	5052	17697.607	991	1
2_MACS_peak_346_lociStitched	chr1	21618485	21623610	2	5050	17628.975	992	1
1_MACS_peak_31966_lociStitched	chr9	107751549	107756593	1	5045	21138.8996	993	1
1_MACS_peak_3270_lociStitched	chr10	3915053	3920097	1	5045	21019.8612	994	1
2_MACS_peak_26735_lociStitched	chr6	37068753	37073882	2	5039	12948.1605	995	1
3_MACS_peak_26375_lociStitched	chr6	26155576	26160672	3	5037	17431.8872	996	1
2_MACS_peak_25033_lociStitched	chr5	90605681	90610880	2	5034	12687.6396	997	1
1_MACS_peak_16269_lociStitched	chr2	1659201	1664232	1	5032	14295.5865	998	1
1_MACS_peak_2050_lociStitched	chr1	160641293	160646317	1	5025	20134.1824	999	1
1_MACS_peak_27696_lociStitched	chr6	143264769	143269792	1	5024	26657.061	1000	1
2_MACS_peak_30216_lociStitched	chr8	48272676	48277700	2	5022	12517.7984	1001	1
1_MACS_peak_16817_lociStitched	chr2	43444637	43449656	1	5020	13110.1299	1002	1
2_MACS_peak_28624_lociStitched	chr7	47990007	47995055	2	5018	9330.7232	1003	1
1_MACS_peak_22574_lociStitched	chr3	173534044	173539058	1	5015	12417.6724	1004	1
1_MACS_peak_5407_lociStitched	chr11	65353469	65358482	1	5014	19967.2803	1005	1
4_MACS_peak_19135_lociStitched	chr20	30277566	30283259	4	5010	6076.1389	1006	1
3_MACS_peak_18379_lociStitched	chr2	202096541	202102003	3	5008	15506.618	1007	1
1_MACS_peak_31354_lociStitched	chr9	22031580	22036585	1	5006	10989.4785	1008	1
1_MACS_peak_147_lociStitched	chr1	9238631	9243636	1	5006	19855.3355	1009	1
1_MACS_peak_25387_lociStitched	chr5	132591094	132596091	1	4998	9407.8519	1010	1
1_MACS_peak_1688_lociStitched	chr1	145434993	145439988	1	4996	15067.4175	1011	1
2_MACS_peak_10499_lociStitched	chr15	89163721	89168779	2	4994	25095.267	1012	1
1_MACS_peak_2041_lociStitched	chr1	160398440	160403430	1	4991	12257.935	1013	1
3_MACS_peak_5773_lociStitched	chr11	93470938	93476072	3	4990	13188.2192	1014	1
1_MACS_peak_26224_lociStitched	chr6	11850814	11855802	1	4989	12647.5728	1015	1
2_MACS_peak_6651_lociStitched	chr12	50578162	50583388	2	4989	15773.1132	1016	1
2_MACS_peak_14575_lociStitched	chr19	2606686	2611688	2	4987	16772.7064	1017	1
2_MACS_peak_29841_lociStitched	chr8	10978466	10983884	2	4987	13899.3372	1018	1
3_MACS_peak_25773_lociStitched	chr5	159951384	159956735	3	4981	10691.8331	1019	1
2_MACS_peak_4857_lociStitched	chr11	14598112	14603143	2	4980	15408.4437	1020	1
1_MACS_peak_14258_lociStitched	chr18	51794675	51799653	1	4979	24676.4438	1021	1
2_MACS_peak_2621_lociStitched	chr1	206760632	206765772	2	4978	13540.302	1022	1
1_MACS_peak_3147_lociStitched	chr1	243749657	243754631	1	4975	20546.5992	1023	1
1_MACS_peak_19387_lociStitched	chr20	42628579	42633550	1	4972	13311.8409	1024	1
1_MACS_peak_9520_lociStitched	chr15	23658954	23663914	1	4961	20387.088	1025	1
1_MACS_peak_32250_lociStitched	chr9	129157021	129161980	1	4960	15146.7696	1026	1
1_MACS_peak_29205_lociStitched	chr7	105922399	105927358	1	4960	31022.5122	1027	1
1_MACS_peak_28223_lociStitched	chr7	20367950	20372908	1	4959	33315.7768	1028	1
1_MACS_peak_15000_lociStitched	chr19	13946614	13951571	1	4958	15291.8493	1029	1
3_MACS_peak_27542_lociStitched	chr6	134495196	134500294	3	4957	18901.8546	1030	1
1_MACS_peak_23896_lociStitched	chr4	140095642	140100596	1	4955	44126.7642	1031	1
2_MACS_peak_166_lociStitched	chr1	9485003	9489961	2	4955	12056.3686	1032	1
1_MACS_peak_18732_lociStitched	chr2	233923932	233928884	1	4953	8297.5712	1033	1
1_MACS_peak_2279_lociStitched	chr1	178693505	178698452	1	4948	20276.7636	1034	1
2_MACS_peak_29987_lociStitched	chr8	24240946	24245912	2	4942	11450.1062	1035	1
1_MACS_peak_16608_lociStitched	chr2	28765714	28770653	1	4940	27003.9825	1036	1
2_MACS_peak_5420_lociStitched	chr11	65624133	65629092	2	4938	18223.3332	1037	1
1_MACS_peak_18984_lociStitched	chr20	5573398	5578330	1	4933	11560.608	1038	1
1_MACS_peak_12936_lociStitched	chr17	40608099	40613031	1	4933	10119.9708	1039	1
1_MACS_peak_29213_lociStitched	chr7	106062662	106067592	1	4931	15806.073	1040	1
2_MACS_peak_24721_lociStitched	chr5	56109962	56115092	2	4930	13237.452	1041	1
2_MACS_peak_19198_lociStitched	chr20	32468677	32473605	2	4929	22595.3728	1042	1
2_MACS_peak_3854_lociStitched	chr10	74031770	74036734	2	4927	15088.5744	1043	1
1_MACS_peak_12142_lociStitched	chr17	2115482	2120405	1	4924	9012.0438	1044	1
2_MACS_peak_19868_lociStitched	chr21	34600848	34605794	2	4924	15866.768	1045	1
2_MACS_peak_9344_lociStitched	chr14	102288774	102293958	2	4924	21591.8784	1046	1
1_MACS_peak_32300_lociStitched	chr9	130730256	130735178	1	4923	13335.1746	1047	1
3_MACS_peak_481_lociStitched	chr1	25874097	25879193	3	4921	16661.8816	1048	1
4_MACS_peak_19432_lociStitched	chr20	43679815	43684945	4	4919	14222.925	1049	1
1_MACS_peak_8776_lociStitched	chr14	61942838	61947754	1	4917	9222.416	1050	1
2_MACS_peak_31620_lociStitched	chr9	74976593	74981650	2	4916	19096.7491	1051	1
2_MACS_peak_32305_lociStitched	chr9	130792365	130797687	2	4912	7736.5914	1052	1
1_MACS_peak_28329_lociStitched	chr7	26237914	26242824	1	4911	36877.046	1053	1
2_MACS_peak_11602_lociStitched	chr16	66554705	66559710	2	4911	14839.825	1054	1
3_MACS_peak_20982_lociStitched	chr22	50975407	50980773	3	4911	13824.4258	1055	1
2_MACS_peak_26930_lociStitched	chr6	52392138	52397054	2	4907	9596.5236	1056	1
2_MACS_peak_3828_lociStitched	chr10	72335126	72340186	2	4901	13875.026	1057	1
3_MACS_peak_11634_lociStitched	chr16	67277982	67282989	3	4900	8714.6835	1058	1
2_MACS_peak_20674_lociStitched	chr22	38708851	38713969	2	4899	13745.9244	1059	1
2_MACS_peak_30028_lociStitched	chr8	26432110	26437060	2	4895	10822.68	1060	1
2_MACS_peak_32918_lociStitched	chrX	40032156	40037123	2	4890	19882.901	1061	1
1_MACS_peak_22268_lociStitched	chr3	135911739	135916624	1	4886	17598.701	1062	1
3_MACS_peak_25683_lociStitched	chr5	151149451	151154690	3	4886	20579.8398	1063	1
2_MACS_peak_19675_lociStitched	chr20	58977080	58982413	2	4884	14929.7335	1064	1
2_MACS_peak_3800_lociStitched	chr10	70846374	70851480	2	4881	20535.8214	1065	1
1_MACS_peak_31413_lociStitched	chr9	33294143	33299017	1	4875	11006.4668	1066	1
2_MACS_peak_15625_lociStitched	chr19	42633054	42637950	2	4871	9266.1696	1067	1
2_MACS_peak_17451_lociStitched	chr2	99060621	99065792	2	4871	9961.4144	1068	1
5_MACS_peak_7998_lociStitched	chr13	50651648	50657286	5	4870	11478.968	1069	1
2_MACS_peak_1077_lociStitched	chr1	55826345	55831314	2	4868	10945.7132	1070	1
4_MACS_peak_29938_lociStitched	chr8	22297380	22302485	4	4865	11907.923	1071	1
1_MACS_peak_23933_lociStitched	chr4	144256659	144261520	1	4862	28027.5538	1072	1
2_MACS_peak_7659_lociStitched	chr12	129324369	129329332	2	4862	7886.207	1073	1
1_MACS_peak_784_lociStitched	chr1	40238792	40243652	1	4861	13314.456	1074	1
3_MACS_peak_14878_lociStitched	chr19	11199061	11204113	3	4860	12494.6064	1075	1
1_MACS_peak_3860_lociStitched	chr10	74054617	74059473	1	4857	22265.2456	1076	1
3_MACS_peak_12739_lociStitched	chr17	34427464	34432341	3	4857	6410.3288	1077	1
1_MACS_peak_19325_lociStitched	chr20	37509545	37514397	1	4853	13684.0956	1078	1
3_MACS_peak_22796_lociStitched	chr3	193851344	193856316	3	4853	19967.552	1079	1
2_MACS_peak_10387_lociStitched	chr15	81585538	81590585	2	4851	12694.2144	1080	1
2_MACS_peak_30293_lociStitched	chr8	61814808	61819703	2	4845	12631.5475	1081	1
2_MACS_peak_505_lociStitched	chr1	26436676	26441522	2	4844	15738.3542	1082	1
2_MACS_peak_14462_lociStitched	chr19	659008	664073	2	4844	26015.3595	1083	1
2_MACS_peak_15580_lociStitched	chr19	41767309	41772190	2	4842	29218.6422	1084	1
3_MACS_peak_4829_lociStitched	chr11	12726377	12731296	3	4842	14737.324	1085	1
3_MACS_peak_30396_lociStitched	chr8	71125584	71130825	3	4839	8140.8453	1086	1
1_MACS_peak_3268_lociStitched	chr10	3908231	3913068	1	4838	9328.1545	1087	1
2_MACS_peak_8583_lociStitched	chr14	35799908	35805031	2	4836	17619.5339	1088	1
1_MACS_peak_31223_lociStitched	chr9	705599	710433	1	4835	8629.6568	1089	1
3_MACS_peak_15600_lociStitched	chr19	42039728	42044761	3	4834	8152.9567	1090	1
3_MACS_peak_12600_lociStitched	chr17	27275514	27280606	3	4834	15941.5244	1091	1
1_MACS_peak_23788_lociStitched	chr4	121734414	121739246	1	4833	12468.0096	1092	1
3_MACS_peak_13634_lociStitched	chr17	74783523	74789058	3	4832	8740.3185	1093	1
1_MACS_peak_4032_lociStitched	chr10	89620814	89625643	1	4830	19067.3065	1094	1
1_MACS_peak_29745_lociStitched	chr8	2037196	2042024	1	4829	23475.1844	1095	1
2_MACS_peak_7275_lociStitched	chr12	109008008	109012983	2	4829	13339.4675	1096	1
2_MACS_peak_13291_lociStitched	chr17	56490169	56495035	2	4828	9573.3684	1097	1
6_MACS_peak_32799_lociStitched	chrX	19901385	19906831	6	4825	5854.45	1098	1
1_MACS_peak_24293_lociStitched	chr5	188892	193714	1	4823	22062.5788	1099	1
1_MACS_peak_17624_lociStitched	chr2	112248972	112253794	1	4823	27993.6388	1100	1
1_MACS_peak_23647_lociStitched	chr4	103746071	103750892	1	4822	27172.1202	1101	1
2_MACS_peak_25488_lociStitched	chr5	139046863	139051798	2	4821	12739.209	1102	1
3_MACS_peak_33645_lociStitched	chrX	153234608	153239636	3	4821	29059.8288	1103	1
1_MACS_peak_5584_lociStitched	chr11	70823266	70828083	1	4818	20801.7328	1104	1
2_MACS_peak_28446_lociStitched	chr7	35073107	35078070	2	4815	13792.177	1105	1
3_MACS_peak_23250_lociStitched	chr4	38664567	38669710	3	4814	12160.6235	1106	1
7_MACS_peak_20328_lociStitched	chr22	23221836	23227273	7	4811	5557.7014	1107	1
1_MACS_peak_18222_lociStitched	chr2	188730145	188734951	1	4807	13498.6122	1108	1
1_MACS_peak_22533_lociStitched	chr3	169760457	169765262	1	4806	15729.648	1109	1
2_MACS_peak_2352_lociStitched	chr1	184828329	184833486	2	4806	12478.3929	1110	1
2_MACS_peak_44_lociStitched	chr1	1708431	1713296	2	4805	21124.803	1111	1
2_MACS_peak_1213_lociStitched	chr1	75076284	75081101	2	4799	11021.7777	1112	1
3_MACS_peak_25350_lociStitched	chr5	131791255	131796144	3	4798	6702.3301	1113	1
1_MACS_peak_16912_lociStitched	chr2	55192373	55197168	1	4796	16218.608	1114	1
2_MACS_peak_13241_lociStitched	chr17	53946964	53951778	2	4796	16617.928	1115	1
3_MACS_peak_29761_lociStitched	chr8	2841570	2846560	3	4794	8233.001	1116	1
1_MACS_peak_9894_lociStitched	chr15	52754660	52759452	1	4793	24061.1112	1117	1
2_MACS_peak_30261_lociStitched	chr8	59505133	59510040	2	4789	12800.8909	1118	1
1_MACS_peak_15582_lociStitched	chr19	41801648	41806435	1	4788	24191.1045	1119	1
1_MACS_peak_19874_lociStitched	chr21	34638260	34643046	1	4787	15183.1064	1120	1
1_MACS_peak_25681_lociStitched	chr5	151127288	151132073	1	4786	12908.016	1121	1
2_MACS_peak_22893_lociStitched	chr3	197437515	197442723	2	4786	24589.572	1122	1
1_MACS_peak_16391_lociStitched	chr2	10948851	10953634	1	4784	22709.684	1123	1
2_MACS_peak_25746_lociStitched	chr5	157285084	157290305	2	4777	12258.3859	1124	1
3_MACS_peak_17568_lociStitched	chr2	111432102	111437080	3	4776	12063.6852	1125	1
1_MACS_peak_26390_lociStitched	chr6	26282389	26287163	1	4775	22297.9218	1126	1
2_MACS_peak_20221_lociStitched	chr22	18570347	18575434	2	4775	9198.3134	1127	1
1_MACS_peak_22715_lociStitched	chr3	186693423	186698193	1	4771	9148.86	1128	1
2_MACS_peak_27608_lociStitched	chr6	137081706	137086761	2	4771	6975.3945	1129	1
1_MACS_peak_6161_lociStitched	chr12	1640249	1645016	1	4768	6141.8028	1130	1
1_MACS_peak_30360_lociStitched	chr8	67417697	67422461	1	4765	14787.9324	1131	1
1_MACS_peak_16549_lociStitched	chr2	26253803	26258566	1	4764	17489.2597	1132	1
1_MACS_peak_14940_lociStitched	chr19	12776617	12781380	1	4764	16362.8102	1133	1
2_MACS_peak_772_lociStitched	chr1	39973870	39978758	2	4762	11286.8808	1134	1
2_MACS_peak_19737_lociStitched	chr20	62358033	62362855	2	4761	11317.234	1135	1
2_MACS_peak_25969_lociStitched	chr5	176735680	176740531	2	4760	11408.5818	1136	1
6_MACS_peak_8290_lociStitched	chr13	111363734	111368904	6	4757	10972.291	1137	1
2_MACS_peak_6845_lociStitched	chr12	57912755	57917759	2	4756	21509.694	1138	1
2_MACS_peak_1685_lociStitched	chr1	145395418	145400203	2	4751	14178.4335	1139	1
2_MACS_peak_4481_lociStitched	chr10	125827537	125832413	2	4751	8371.1168	1140	1
2_MACS_peak_14875_lociStitched	chr19	11070578	11075511	2	4751	13422.693	1141	1
1_MACS_peak_13260_lociStitched	chr17	55443584	55448329	1	4746	12576.6225	1142	1
1_MACS_peak_2060_lociStitched	chr1	160763967	160768701	1	4735	20202.8184	1143	1
2_MACS_peak_23685_lociStitched	chr4	108954369	108959120	2	4733	12240.9515	1144	1
1_MACS_peak_10059_lociStitched	chr15	65173132	65177863	1	4732	20921.9013	1145	1
2_MACS_peak_24012_lociStitched	chr4	153580388	153585232	2	4732	7885.5476	1146	1
4_MACS_peak_2081_lociStitched	chr1	161151727	161156797	4	4731	9352.629	1147	1
3_MACS_peak_13959_lociStitched	chr18	10925220	10930062	3	4729	13835.5308	1148	1
1_MACS_peak_13619_lociStitched	chr17	74476381	74481107	1	4727	15506.006	1149	1
1_MACS_peak_16877_lociStitched	chr2	47733674	47738398	1	4725	15378.0372	1150	1
1_MACS_peak_11009_lociStitched	chr16	11771568	11776291	1	4724	6905.026	1151	1
1_MACS_peak_31722_lociStitched	chr9	92039683	92044404	1	4722	12140.5236	1152	1
2_MACS_peak_19839_lociStitched	chr21	32878350	32883075	2	4721	8708.175	1153	1
2_MACS_peak_4576_lociStitched	chr10	134351453	134356179	2	4719	7757.729	1154	1
3_MACS_peak_14717_lociStitched	chr19	6735623	6740465	3	4719	20170.3194	1155	1
3_MACS_peak_2447_lociStitched	chr1	198888208	198893082	3	4719	7860.2998	1156	1
2_MACS_peak_25364_lociStitched	chr5	131974129	131979111	2	4714	11059.0436	1157	1
3_MACS_peak_8947_lociStitched	chr14	72942728	72947902	3	4714	9019.8342	1158	1
2_MACS_peak_26149_lociStitched	chr6	4939308	4944028	2	4713	12482.512	1159	1
3_MACS_peak_26923_lociStitched	chr6	52360764	52365825	3	4713	14178.8976	1160	1
4_MACS_peak_20441_lociStitched	chr22	27003634	27009135	4	4710	16514.002	1161	1
2_MACS_peak_7285_lociStitched	chr12	109083002	109087727	2	4709	15514.5375	1162	1
2_MACS_peak_29878_lociStitched	chr8	11731914	11736713	2	4708	10492.0537	1163	1
1_MACS_peak_9584_lociStitched	chr15	31555658	31560363	1	4706	16450.562	1164	1
2_MACS_peak_16322_lociStitched	chr2	8620785	8625917	2	4704	12209.028	1165	1
2_MACS_peak_4908_lociStitched	chr11	18788363	18793413	2	4702	11288.77	1166	1
5_MACS_peak_16068_lociStitched	chr19	54055319	54060765	5	4699	19003.2724	1167	1
1_MACS_peak_3053_lociStitched	chr1	234633371	234638068	1	4698	13625.0576	1168	1
4_MACS_peak_23480_lociStitched	chr4	78074757	78079861	4	4693	7048.1136	1169	1
2_MACS_peak_13316_lociStitched	chr17	57694041	57698729	2	4688	33479.8208	1170	1
1_MACS_peak_2283_lociStitched	chr1	179048989	179053675	1	4687	25666.6278	1171	1
2_MACS_peak_32195_lociStitched	chr9	126027344	126032388	2	4687	14091.9272	1172	1
3_MACS_peak_15635_lociStitched	chr19	42771686	42776422	3	4686	19157.5936	1173	1
1_MACS_peak_24703_lociStitched	chr5	55436882	55441565	1	4684	23435.6052	1174	1
2_MACS_peak_6071_lociStitched	chr11	126568297	126573408	2	4683	13422.5082	1175	1
2_MACS_peak_27184_lociStitched	chr6	91120496	91125223	2	4682	6588.4926	1176	1
1_MACS_peak_22147_lociStitched	chr3	126628673	126633353	1	4681	14722.812	1177	1
1_MACS_peak_12246_lociStitched	chr17	6915323	6919999	1	4677	11390.2684	1178	1
2_MACS_peak_2472_lociStitched	chr1	200853637	200858449	2	4677	10397.7696	1179	1
2_MACS_peak_3644_lociStitched	chr10	43890172	43895057	2	4677	15895.3015	1180	1
4_MACS_peak_17917_lociStitched	chr2	152585854	152591097	4	4677	7133.1015	1181	1
2_MACS_peak_10189_lociStitched	chr15	70751770	70756615	2	4668	14717.172	1182	1
1_MACS_peak_17944_lociStitched	chr2	157187900	157192565	1	4666	29301.3315	1183	1
2_MACS_peak_30326_lociStitched	chr8	65934246	65939407	2	4665	10377.2227	1184	1
2_MACS_peak_10025_lociStitched	chr15	64384423	64389107	2	4663	17385.1344	1185	1
2_MACS_peak_28474_lociStitched	chr7	37244384	37249211	2	4663	8563.5807	1186	1
1_MACS_peak_25265_lociStitched	chr5	123963835	123968496	1	4662	13449.3155	1187	1
3_MACS_peak_27901_lociStitched	chr6	159236330	159241070	3	4662	12539.196	1188	1
1_MACS_peak_8635_lociStitched	chr14	50098257	50102916	1	4660	20026.2456	1189	1
2_MACS_peak_4897_lociStitched	chr11	18413623	18418325	2	4660	15666.5938	1190	1
1_MACS_peak_1769_lociStitched	chr1	149908111	149912769	1	4659	15438.4752	1191	1
2_MACS_peak_13956_lociStitched	chr18	10876017	10880844	2	4659	12979.3203	1192	1
1_MACS_peak_16399_lociStitched	chr2	11637228	11641885	1	4658	19869.5562	1193	1
2_MACS_peak_20021_lociStitched	chr21	43449083	43453803	2	4655	13744.64	1194	1
2_MACS_peak_20665_lociStitched	chr22	38638247	38642918	2	4654	11999.3319	1195	1
2_MACS_peak_20176_lociStitched	chr22	17081544	17086306	2	4653	11496.8966	1196	1
3_MACS_peak_20404_lociStitched	chr22	24794648	24800134	3	4648	18417.0506	1197	1
3_MACS_peak_18361_lociStitched	chr2	201921387	201926228	3	4647	9541.611	1198	1
1_MACS_peak_29175_lociStitched	chr7	104620985	104625629	1	4645	30867.7392	1199	1
1_MACS_peak_5723_lociStitched	chr11	82679450	82684094	1	4645	15827.2164	1200	1
1_MACS_peak_22544_lociStitched	chr3	171756948	171761585	1	4638	14849.5288	1201	1
2_MACS_peak_6197_lociStitched	chr12	4380019	4384690	2	4638	7756.1955	1202	1
3_MACS_peak_24555_lociStitched	chr5	33235012	33239759	3	4638	5785.6436	1203	1
2_MACS_peak_28450_lociStitched	chr7	35683836	35688662	2	4638	19076.6954	1204	1
1_MACS_peak_3122_lociStitched	chr1	240074388	240079024	1	4637	23368.6852	1205	1
1_MACS_peak_22861_lociStitched	chr3	196226795	196231430	1	4636	16749.4995	1206	1
1_MACS_peak_18092_lociStitched	chr2	174826683	174831318	1	4636	22779.6345	1207	1
2_MACS_peak_13069_lociStitched	chr17	44267817	44272506	2	4636	15013.2402	1208	1
1_MACS_peak_9953_lociStitched	chr15	58646415	58651047	1	4633	19158.8784	1209	1
2_MACS_peak_19881_lociStitched	chr21	34752091	34756747	2	4631	14414.0448	1210	1
2_MACS_peak_1983_lociStitched	chr1	156695214	156699987	2	4629	13713.3063	1211	1
2_MACS_peak_24321_lociStitched	chr5	1341269	1346074	2	4629	14404.429	1212	1
2_MACS_peak_3101_lociStitched	chr1	235489803	235494476	2	4628	20678.025	1213	1
3_MACS_peak_28566_lociStitched	chr7	44787445	44792153	3	4627	12640.5092	1214	1
3_MACS_peak_29518_lociStitched	chr7	139473782	139478846	3	4621	10545.78	1215	1
2_MACS_peak_13706_lociStitched	chr17	76774887	76779659	2	4620	12571.3568	1216	1
3_MACS_peak_11339_lociStitched	chr16	30194119	30198815	3	4618	10060.2408	1217	1
1_MACS_peak_29380_lociStitched	chr7	129588329	129592942	1	4614	23534.6034	1218	1
2_MACS_peak_26990_lociStitched	chr6	56816882	56821640	2	4614	20295.249	1219	1
2_MACS_peak_25231_lociStitched	chr5	118608757	118613651	2	4609	11158.8094	1220	1
2_MACS_peak_18629_lociStitched	chr2	227635162	227639774	2	4608	15748.5964	1221	1
2_MACS_peak_2245_lociStitched	chr1	174783472	174788175	2	4605	10551.1805	1222	1
2_MACS_peak_11837_lociStitched	chr16	75129647	75134492	2	4605	19731.747	1223	1
