REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_29380_lociStitched	chr7	129588329	129592942	1	4614	23534.6034	533	1	UBE2H		UBE2H	UBE2H	0.2712	533	1
1_MACS_peak_21145_lociStitched	chr3	13459248	13463762	1	4515	23489.5018	534	1	NUP210		NUP210	NUP210	0.7112	534	1
1_MACS_peak_29203_lociStitched	chr7	105816580	105822008	1	5429	23478.2712	535	1			SYPL1	SYPL1	NONE	535	1
3_MACS_peak_28662_lociStitched	chr7	55634451	55641636	3	6733	23477.706	536	1	VOPP1		VOPP1	VOPP1	1.7655	536	1
2_MACS_peak_7209_lociStitched	chr12	104321102	104325657	2	4321	23476.47	537	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.3894	537	1
1_MACS_peak_29745_lociStitched	chr8	2037196	2042024	1	4829	23475.1844	538	1	MYOM2		MYOM2	MYOM2	0.477	538	1
1_MACS_peak_27931_lociStitched	chr6	160397902	160405357	1	7456	23469.831	539	1	IGF2R		IGF2R	IGF2R	0.3107	539	1
1_MACS_peak_24703_lociStitched	chr5	55436882	55441565	1	4684	23435.6052	540	1	ANKRD55		ANKRD55	ANKRD55	0.4499	540	1
1_MACS_peak_17321_lociStitched	chr2	87754064	87758031	1	3968	23417.5977	541	1	NCRNA00152		NCRNA00152	NCRNA00152	3.7422	541	1
1_MACS_peak_3122_lociStitched	chr1	240074388	240079024	1	4637	23368.6852	542	1			RPS7P5	RPS7P5	NONE	542	1
2_MACS_peak_15895_lociStitched	chr19	49465148	49470723	2	5564	23359.8075	543	1	FTL	DHDH,BAX,RUVBL2,GYS1,LHB	FTL	FTL	2.1965	543	1
2_MACS_peak_26525_lociStitched	chr6	30581261	30586558	2	5254	23327.4583	544	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.9588	544	1
1_MACS_peak_18847_lociStitched	chr2	242253442	242257220	1	3779	23286.4586	545	1	SEPT2,HDLBP	FARP2,HDLBP	SEPT2	SEPT2	0.6607	545	1
3_MACS_peak_17970_lociStitched	chr2	159840217	159849014	3	8690	23222.3206	546	1	TANC1		TANC1	TANC1	0.3012	546	1
2_MACS_peak_32555_lociStitched	chr9	139792312	139798674	2	6323	23150.6818	547	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	0.9177	547	1
3_MACS_peak_6560_lociStitched	chr12	46119655	46126442	3	6573	23127.3812	548	1	ARID2,LOC400027		ARID2	ARID2	0.1781	548	1
2_MACS_peak_2116_lociStitched	chr1	162120921	162127799	2	6485	23115.5824	549	1	NOS1AP		NOS1AP	NOS1AP	0.2671	549	1
1_MACS_peak_11899_lociStitched	chr16	81748126	81753947	1	5822	23085.5039	550	1			PLCG2	PLCG2	0.735	550	1
1_MACS_peak_3351_lociStitched	chr10	11217772	11225850	1	8079	23001.2972	551	1	CELF2		CELF2	CELF2	0.4689	551	1
3_MACS_peak_14220_lociStitched	chr18	47832973	47842667	3	8944	22981.5658	552	1		CCDC11,MBD1,CXXC1	CXXC1	MBD1	0.5173	552	1
2_MACS_peak_22431_lociStitched	chr3	156199180	156204685	2	5259	22969.062	553	1	KCNAB1		SSR3	SSR3	NONE	553	1
2_MACS_peak_25455_lociStitched	chr5	137877431	137880886	2	3453	22936.363	554	1	ETF1	SNORD63,HSPA9	ETF1	HSPA9	0.7284	554	1
1_MACS_peak_9825_lociStitched	chr15	45878146	45881268	1	3123	22921.4118	555	1	PLDN	SQRDL	PLDN	PLDN	0.7852	555	1
2_MACS_peak_26453_lociStitched	chr6	27774856	27783301	2	8357	22913.8185	556	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2AK	2.4508	556	1
1_MACS_peak_19630_lociStitched	chr20	56192287	56197373	1	5087	22913.4472	557	1	ZBP1		ZBP1	ZBP1	1.3861	557	1
1_MACS_peak_2023_lociStitched	chr1	159044757	159048636	1	3880	22912.4772	558	1	AIM2		AIM2	AIM2	1.1929	558	1
2_MACS_peak_18137_lociStitched	chr2	178075792	178079421	2	3594	22887.3772	559	1	HNRNPA3	MIR3128,NFE2L2	HNRNPA3	HNRNPA3	1.2081	559	1
1_MACS_peak_22832_lociStitched	chr3	195356621	195363175	1	6555	22878.0478	560	1		SDHAP2,APOD	SDHAP2	SDHAP2	0.2552	560	1
1_MACS_peak_20778_lociStitched	chr22	41839818	41845186	1	5369	22856.4072	561	1	TOB2	ACO2,PHF5A	TOB2	TOB2	1.0249	561	1
4_MACS_peak_7269_lociStitched	chr12	108933972	108944315	4	10129	22845.6184	562	1	SART3	FICD,ISCU,TMEM119	SART3	ISCU	3.357	562	1
2_MACS_peak_26239_lociStitched	chr6	13271828	13279193	2	7073	22841.0745	563	1	PHACTR1	TBC1D7	TBC1D7	TBC1D7	0.7327	563	1
1_MACS_peak_8881_lociStitched	chr14	69258461	69264247	1	5787	22837.9206	564	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	1.5432	564	1
3_MACS_peak_9082_lociStitched	chr14	81684773	81688535	3	3656	22835.34	565	1	GTF2A1	SNORA79	GTF2A1	GTF2A1	0.5424	565	1
2_MACS_peak_3969_lociStitched	chr10	81001310	81011145	2	9397	22788.6785	566	1	ZMIZ1		PPIF	PPIF	NONE	566	1
1_MACS_peak_18092_lociStitched	chr2	174826683	174831318	1	4636	22779.6345	567	1	SP3		SP3	SP3	0.399	567	1
2_MACS_peak_5290_lociStitched	chr11	62647471	62651980	2	4231	22733.9271	568	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	WDR74	1.7339	568	1
1_MACS_peak_32260_lociStitched	chr9	129765682	129771160	1	5479	22723.8396	569	1	RALGPS1		RALGPS1	RALGPS1	0.2646	569	1
2_MACS_peak_26870_lociStitched	chr6	45674097	45680582	2	6026	22720.846	570	1			RUNX2	RUNX2	NONE	570	1
1_MACS_peak_16391_lociStitched	chr2	10948851	10953634	1	4784	22709.684	571	1	PDIA6		PDIA6	PDIA6	0.8789	571	1
1_MACS_peak_4388_lociStitched	chr10	112630597	112636166	1	5570	22692.5612	572	1	PDCD4,LOC282997	SHOC2,NCRNA00081	PDCD4	PDCD4	0.8187	572	1
1_MACS_peak_29511_lociStitched	chr7	139024512	139027409	1	2898	22675.1087	573	1	C7orf55	LUC7L2	C7orf55	C7orf55	1.605	573	1
1_MACS_peak_3166_lociStitched	chr1	245132762	245135535	1	2774	22670.9388	574	1	EFCAB2		EFCAB2	EFCAB2	0.2919	574	1
1_MACS_peak_534_lociStitched	chr1	27018615	27025644	1	7030	22658.6844	575	1	ARID1A		ARID1A	ARID1A	0.4352	575	1
4_MACS_peak_26534_lociStitched	chr6	30683931	30690331	4	6168	22648.32	576	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.5878	576	1
1_MACS_peak_5628_lociStitched	chr11	72958230	72962026	1	3797	22648.0748	577	1		P2RY2,P2RY6	P2RY6	P2RY6	0.6197	577	1
1_MACS_peak_23910_lociStitched	chr4	140475595	140479378	1	3784	22646.1729	578	1	SETD7		SETD7	SETD7	0.4791	578	1
1_MACS_peak_30644_lociStitched	chr8	101336622	101343321	1	6700	22635.921	579	1		RNF19A	RNF19A	RNF19A	0.6709	579	1
3_MACS_peak_30328_lociStitched	chr8	65941859	65948389	3	6225	22632.327	580	1			CYP7B1	CYP7B1	NONE	580	1
1_MACS_peak_18980_lociStitched	chr20	5172265	5179010	1	6746	22607.891	581	1			CDS2	CDS2	NONE	581	1
2_MACS_peak_19198_lociStitched	chr20	32468677	32473605	2	4929	22595.3728	582	1			CHMP4B	CHMP4B	NONE	582	1
4_MACS_peak_32775_lociStitched	chrX	19759822	19770438	4	10509	22474.072	583	1	SH3KBP1		SH3KBP1	SH3KBP1	0.3103	583	1
3_MACS_peak_17245_lociStitched	chr2	86112325	86120928	3	8504	22472.7566	584	1	ST3GAL5	ST3GAL5	ST3GAL5	ST3GAL5	0.9422	584	1
1_MACS_peak_9190_lociStitched	chr14	91879173	91885677	1	6505	22467.4176	585	1	CCDC88C		CCDC88C	CCDC88C	1.4847	585	1
2_MACS_peak_21418_lociStitched	chr3	45634286	45642357	2	8054	22451.9078	586	1	LIMD1		LIMD1	LIMD1	0.8718	586	1
1_MACS_peak_18139_lociStitched	chr2	178127709	178131067	1	3359	22382.749	587	1	NFE2L2	MIR3128	NFE2L2	NFE2L2	0.616	587	1
1_MACS_peak_17234_lociStitched	chr2	85764277	85767823	1	3547	22379.5152	588	1	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	1.4789	588	1
1_MACS_peak_140_lociStitched	chr1	9136031	9143033	1	7003	22348.2834	589	1	SLC2A5	SLC2A7,SLC2A5,GPR157	SLC2A5	SLC2A5	0.5969	589	1
2_MACS_peak_1987_lociStitched	chr1	156715825	156722526	2	6650	22347.835	590	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	HDGF	1.9428	590	1
1_MACS_peak_23784_lociStitched	chr4	121668639	121673864	1	5226	22346.8025	591	1	PRDM5		PRDM5	PRDM5	0.4234	591	1
1_MACS_peak_3252_lociStitched	chr10	3663791	3670461	1	6671	22342.499	592	1			KLF6	KLF6	1.8243	592	1
1_MACS_peak_31668_lociStitched	chr9	86593745	86596990	1	3246	22339.229	593	1	RMI1,HNRNPK	C9orf64,MIR7-1	HNRNPK	HNRNPK	1.0918	593	1
2_MACS_peak_13175_lociStitched	chr17	48227445	48233883	2	6358	22326.984	594	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	HILS1	1.7251	594	1
1_MACS_peak_29111_lociStitched	chr7	101945861	101952635	1	6775	22323.717	595	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.9785	595	1
1_MACS_peak_6758_lociStitched	chr12	54672167	54675929	1	3763	22313.1744	596	1	HNRNPA1,HNRNPA1P10,CBX5	COPZ1,CBX5,NFE2	CBX5	CBX5	0.5036	596	1
1_MACS_peak_11191_lociStitched	chr16	23344558	23350141	1	5584	22310.7846	597	1	SCNN1B		SCNN1B	SCNN1B	0.5517	597	1
1_MACS_peak_26390_lociStitched	chr6	26282389	26287163	1	4775	22297.9218	598	1	HIST1H4H	HIST1H4F,HIST1H2BH,HIST1H2BI,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H3G	HIST1H4H	HIST1H4H	2.2614	598	1
2_MACS_peak_22464_lociStitched	chr3	160116312	160122984	2	6437	22272.4704	599	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.5759	599	1
1_MACS_peak_3860_lociStitched	chr10	74054617	74059473	1	4857	22265.2456	600	1		DDIT4	DDIT4	DDIT4	1.4219	600	1
1_MACS_peak_31908_lociStitched	chr9	100744482	100748248	1	3767	22261.2026	601	1	ANP32B	HEMGN	ANP32B	ANP32B	0.6362	601	1
1_MACS_peak_19039_lociStitched	chr20	17945799	17951269	1	5471	22222.422	602	1	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.7869	602	1
3_MACS_peak_25844_lociStitched	chr5	169728945	169738213	3	8804	22158.8612	603	1		LOC257358,KCNIP1,LCP2	LCP2	LOC257358	0.5309	603	1
1_MACS_peak_1785_lociStitched	chr1	150335368	150339144	1	3777	22156.0576	604	1	RPRD2	PRPF3	RPRD2	RPRD2	0.2544	604	1
1_MACS_peak_2733_lociStitched	chr1	212779354	212783464	1	4111	22143.036	605	1	ATF3	FAM71A	ATF3	ATF3	0.6702	605	1
1_MACS_peak_2629_lociStitched	chr1	206887251	206895069	1	7819	22130.4126	606	1	MAPKAPK2		MAPKAPK2	MAPKAPK2	0.7578	606	1
1_MACS_peak_2619_lociStitched	chr1	206727673	206734532	1	6860	22100.3839	607	1	RASSF5		RASSF5	RASSF5	0.7265	607	1
1_MACS_peak_24293_lociStitched	chr5	188892	193714	1	4823	22062.5788	608	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	1.7081	608	1
2_MACS_peak_10115_lociStitched	chr15	67811901	67815751	2	3817	22047.41	609	1	C15orf61	MAP2K5	C15orf61	C15orf61	1.4784	609	1
2_MACS_peak_17344_lociStitched	chr2	88922623	88928975	2	6216	22041.44	610	1	EIF2AK3		EIF2AK3	EIF2AK3	0.6376	610	1
1_MACS_peak_24630_lociStitched	chr5	42990620	42995866	1	5247	22025.331	611	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	1.3363	611	1
1_MACS_peak_18596_lociStitched	chr2	220141864	220145816	1	3953	22020.544	612	1	DNAJB2	ANKZF1,STK16,TUBA4B,ATG9A,GLB1L,TUBA4A,MIR153-1,PTPRN	DNAJB2	DNAJB2	1.3617	612	1
1_MACS_peak_7465_lociStitched	chr12	120553660	120560724	1	7065	21995.8832	613	1	RAB35		RAB35	RAB35	0.8027	613	1
1_MACS_peak_4954_lociStitched	chr11	23588806	23600139	1	11334	21973.5537	614	1			LOC100500938	LOC100500938	NONE	614	1
1_MACS_peak_13281_lociStitched	chr17	56083081	56085882	1	2802	21932.6703	615	1	SRSF1	VEZF1	SRSF1	SRSF1	1.4287	615	1
3_MACS_peak_24537_lociStitched	chr5	32276122	32285003	3	8685	21888.1126	616	1	MTMR12		MTMR12	MTMR12	0.5285	616	1
3_MACS_peak_12952_lociStitched	chr17	40826879	40833975	3	6652	21820.2	617	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	1.2352	617	1
1_MACS_peak_10216_lociStitched	chr15	72765259	72768382	1	3124	21816.0288	618	1	ARIH1		ARIH1	ARIH1	0.2466	618	1
1_MACS_peak_33665_lociStitched	chrX	153625328	153628974	1	3647	21789.5898	619	1	RPL10,SNORA70	EMD,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	EMD	1.8816	619	1
1_MACS_peak_6875_lociStitched	chr12	62995438	62998558	1	3121	21780.408	620	1	MIRLET7I,C12orf61		C12orf61	C12orf61	1.942	620	1
1_MACS_peak_9285_lociStitched	chr14	98167397	98174514	1	7118	21772.3264	621	1		LOC100129345	LOC100129345	LOC100129345	0.1068	621	1
1_MACS_peak_3507_lociStitched	chr10	22969803	22975145	1	5343	21760.1028	622	1	PIP4K2A		PIP4K2A	PIP4K2A	0.3789	622	1
1_MACS_peak_27448_lociStitched	chr6	119667174	119672404	1	5231	21756.277	623	1	MAN1A1		MAN1A1	MAN1A1	0.2065	623	1
1_MACS_peak_16317_lociStitched	chr2	8516395	8521859	1	5465	21736.3384	624	1		C2orf46	C2orf46	C2orf46	0.1399	624	1
5_MACS_peak_31779_lociStitched	chr9	94705173	94715164	5	9314	21732.4232	625	1	ROR2		ROR2	ROR2	0.4723	625	1
1_MACS_peak_9332_lociStitched	chr14	100870928	100877075	1	6148	21731.4891	626	1	WDR25	WARS	WDR25	WDR25	0.3193	626	1
1_MACS_peak_9878_lociStitched	chr15	52310462	52314901	1	4440	21668.9785	627	1	MAPK6	LEO1	MAPK6	MAPK6	0.4836	627	1
1_MACS_peak_26590_lociStitched	chr6	31937871	31941446	1	3576	21641.2625	628	1	STK19,DOM3Z	C2,CFB,SKIV2L,C4B,CYP21A2,MIR1236,RDBP,TNXA,TNXB	DOM3Z	DOM3Z	1.8257	628	1
2_MACS_peak_24192_lociStitched	chr4	185200769	185207205	2	6412	21623.0292	629	1			ENPP6	ENPP6	0.0355	629	1
1_MACS_peak_2037_lociStitched	chr1	160230547	160233991	1	3445	21617.2992	630	1	DCAF8	PEX19	DCAF8	DCAF8	0.4907	630	1
1_MACS_peak_17358_lociStitched	chr2	89151470	89159140	1	7671	21592.584	631	1			ANKRD36BP2	ANKRD36BP2	NONE	631	1
2_MACS_peak_9344_lociStitched	chr14	102288774	102293958	2	4924	21591.8784	632	1	PPP2R5C		PPP2R5C	PPP2R5C	0.8184	632	1
1_MACS_peak_13813_lociStitched	chr17	80254033	80257338	1	3306	21572.7265	633	1		CSNK1D,CD7,SECTM1	CD7	CSNK1D	0.2532	633	1
2_MACS_peak_20378_lociStitched	chr22	24183479	24191870	2	7997	21571.5828	634	1		SLC2A11,MIF,DERL3	DERL3	MIF	1.2485	634	1
1_MACS_peak_18635_lociStitched	chr2	227699301	227704787	1	5487	21569.8548	635	1	RHBDD1	IRS1	RHBDD1	IRS1	0.7387	635	1
2_MACS_peak_31283_lociStitched	chr9	6679980	6683737	2	3701	21546.395	636	1		KDM4C,GLDC	GLDC	GLDC	0.1476	636	1
1_MACS_peak_2931_lociStitched	chr1	228673178	228679430	1	6253	21541.266	637	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	HIST3H2BB	2.0054	637	1
1_MACS_peak_9658_lociStitched	chr15	39914839	39919940	1	5102	21531.8311	638	1	FSIP1	THBS1	THBS1	THBS1	0.1474	638	1
3_MACS_peak_16463_lociStitched	chr2	20548242	20552648	3	4311	21510.9732	639	1		PUM2	PUM2	PUM2	0.0886	639	1
6_MACS_peak_20614_lociStitched	chr22	37610115	37620730	6	9652	21510.236	640	1		C1QTNF6,SSTR3,RAC2	SSTR3	RAC2	1.069	640	1
2_MACS_peak_6845_lociStitched	chr12	57912755	57917759	2	4756	21509.694	641	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	1.6963	641	1
3_MACS_peak_26427_lociStitched	chr6	27106204	27115740	3	9156	21493.1904	642	1	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2AG,HIST1H2BJ	HIST1H2BK	HIST1H2BJ	2.2258	642	1
1_MACS_peak_2652_lociStitched	chr1	207995188	208000689	1	5502	21463.8018	643	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.6097	643	1
3_MACS_peak_21409_lociStitched	chr3	45582554	45589517	3	6843	21449.5215	644	1	LARS2	LIMD1	LIMD1	LIMD1	0.8718	644	1
1_MACS_peak_1680_lociStitched	chr1	145208210	145212408	1	4199	21431.6296	645	1	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.5129	645	1
3_MACS_peak_24401_lociStitched	chr5	10695298	10702379	3	6633	21429.2303	646	1	DAP		DAP	DAP	0.3657	646	1
2_MACS_peak_17292_lociStitched	chr2	87353862	87362131	2	7912	21396.0375	647	1			LOC285074	LOC285074	NONE	647	1
2_MACS_peak_28261_lociStitched	chr7	22760222	22768125	2	7414	21395.0016	648	1	IL6		IL6	IL6	1.2031	648	1
3_MACS_peak_18555_lociStitched	chr2	216973218	216980345	3	6698	21347.5031	649	1	XRCC5	TMEM169,PECR	XRCC5	XRCC5	0.2506	649	1
1_MACS_peak_32951_lociStitched	chrX	41189362	41195722	1	6361	21337.8	650	1	DDX3X		DDX3X	DDX3X	0.8691	650	1
1_MACS_peak_29121_lociStitched	chr7	102064113	102068533	1	4421	21321.196	651	1	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	ORAI2	0.7006	651	1
3_MACS_peak_15888_lociStitched	chr19	49375033	49381135	3	5929	21319.1676	652	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.6458	652	1
2_MACS_peak_31742_lociStitched	chr9	93701708	93708402	2	6692	21304.3244	653	1			SYK	SYK	NONE	653	1
5_MACS_peak_13557_lociStitched	chr17	73308976	73320114	5	10139	21303.6526	654	1	GRB2	LOC100287042,MIF4GD,SLC25A19	SLC25A19	MIF4GD	1.319	654	1
3_MACS_peak_29107_lociStitched	chr7	101926518	101936091	3	9367	21298.0104	655	1	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	1.1961	655	1
1_MACS_peak_30151_lociStitched	chr8	37736263	37741428	1	5166	21294.7785	656	1	RAB11FIP1	BRF2	RAB11FIP1	RAB11FIP1	1.3572	656	1
2_MACS_peak_22528_lociStitched	chr3	169489323	169492305	2	2980	21270.9042	657	1	MYNN	LRRIQ4,TERC,ARPM1,LRRC34	MYNN	ARPM1	2.2327	657	1
1_MACS_peak_2254_lociStitched	chr1	174967115	174970917	1	3803	21269.9088	658	1	CACYBP	MRPS14	CACYBP	CACYBP	1.0681	658	1
2_MACS_peak_2173_lociStitched	chr1	167188652	167192731	2	4001	21266.6823	659	1	POU2F1		POU2F1	POU2F1	0.1941	659	1
3_MACS_peak_6944_lociStitched	chr12	68838956	68847035	3	7915	21256.6569	660	1			MDM1	MDM1	0.4688	660	1
1_MACS_peak_3328_lociStitched	chr10	7529309	7536238	1	6930	21254.0146	661	1			SFMBT2	SFMBT2	NONE	661	1
2_MACS_peak_33662_lociStitched	chrX	153605536	153609253	2	3249	21214.0341	662	1	EMD	RPL10,SNORA70,TAZ,ATP6AP1,FLNA,DNASE1L1	EMD	SNORA70	2.2502	662	1
2_MACS_peak_25905_lociStitched	chr5	173246376	173252429	2	6027	21207.8961	663	1			CPEB4	CPEB4	1.0912	663	1
1_MACS_peak_32207_lociStitched	chr9	126439162	126443623	1	4462	21197.3337	664	1	DENND1A		DENND1A	DENND1A	0.1504	664	1
1_MACS_peak_14195_lociStitched	chr18	46308304	46314894	1	6591	21180.919	665	1	KIAA0427		SMAD7	SMAD7	NONE	665	1
1_MACS_peak_9855_lociStitched	chr15	51198632	51201757	1	3126	21177.1875	666	1	AP4E1	LOC100132724	AP4E1	AP4E1	0.2618	666	1
2_MACS_peak_10982_lociStitched	chr16	11057258	11062528	2	5250	21164.32	667	1	CLEC16A	DEXI	CLEC16A	DEXI	0.2279	667	1
2_MACS_peak_13817_lociStitched	chr17	80307217	80312040	2	4599	21161.3948	668	1		TEX19,UTS2R,CD7,SECTM1	TEX19	TEX19	1.2828	668	1
2_MACS_peak_29220_lociStitched	chr7	106807444	106811409	2	3917	21145.7415	669	1	HBP1		HBP1	HBP1	0.5558	669	1
2_MACS_peak_27290_lociStitched	chr6	106610364	106618979	2	8182	21139.487	670	1			PRDM1	PRDM1	1.4078	670	1
1_MACS_peak_31966_lociStitched	chr9	107751549	107756593	1	5045	21138.8996	671	1			ABCA1	ABCA1	NONE	671	1
3_MACS_peak_26874_lociStitched	chr6	45703256	45710738	3	7178	21126.9234	672	1			CLIC5	CLIC5	NONE	672	1
1_MACS_peak_2035_lociStitched	chr1	160173175	160176420	1	3246	21126.897	673	1	PEA15	ATP1A4,CASQ1	PEA15	PEA15	1.3273	673	1
2_MACS_peak_44_lociStitched	chr1	1708431	1713296	2	4805	21124.803	674	1	NADK	SLC35E2,NADK	NADK	NADK	0.7473	674	1
4_MACS_peak_32301_lociStitched	chr9	130737575	130747451	4	9596	21118.8384	675	1	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	DPM2	1.0792	675	1
1_MACS_peak_15952_lociStitched	chr19	50378787	50382385	1	3599	21092.9152	676	1	TBC1D17,AKT1S1	PTOV1,ATF5,PNKP,IL4I1	AKT1S1	AKT1S1	1.778	676	1
2_MACS_peak_25063_lociStitched	chr5	95060107	95068449	2	7906	21049.3686	677	1	RHOBTB3	SPATA9	RHOBTB3	RHOBTB3	0.3846	677	1
1_MACS_peak_20018_lociStitched	chr21	43428916	43432148	1	3233	21048.0768	678	1	ZNF295	C21orf121	ZNF295	ZNF295	0.7333	678	1
1_MACS_peak_1907_lociStitched	chr1	154944965	154949507	1	4543	21037.6356	679	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	PBXIP1	2.575	679	1
1_MACS_peak_3270_lociStitched	chr10	3915053	3920097	1	5045	21019.8612	680	1			KLF6	KLF6	1.8243	680	1
2_MACS_peak_21242_lociStitched	chr3	23954485	23959989	2	5467	21017.5744	681	1	RPL15,NKIRAS1	NR1D2	NKIRAS1	NKIRAS1	0.6944	681	1
1_MACS_peak_20476_lociStitched	chr22	29662463	29666175	1	3713	21014.3744	682	1	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	EWSR1	0.5563	682	1
1_MACS_peak_3836_lociStitched	chr10	73485202	73489328	1	4127	20993.5006	683	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	C10orf105	0.7259	683	1
2_MACS_peak_30675_lociStitched	chr8	101961787	101966366	2	4484	20977.3148	684	1	YWHAZ		YWHAZ	YWHAZ	0.5507	684	1
2_MACS_peak_18183_lociStitched	chr2	182168555	182174673	2	6076	20976.7866	685	1			ITGA4	ITGA4	NONE	685	1
5_MACS_peak_1327_lociStitched	chr1	93421307	93429216	5	7409	20965.9681	686	1	FAM69A		FAM69A	FAM69A	0.2862	686	1
1_MACS_peak_28435_lociStitched	chr7	33972683	33977787	1	5105	20933.0352	687	1	BMPER		BMPER	BMPER	0.2271	687	1
1_MACS_peak_10059_lociStitched	chr15	65173132	65177863	1	4732	20921.9013	688	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.5143	688	1
3_MACS_peak_13389_lociStitched	chr17	62164525	62173654	3	8450	20901.7584	689	1	ERN1	SNORD104	ERN1	SNORD104	1.4669	689	1
1_MACS_peak_10162_lociStitched	chr15	70270712	70274794	1	4083	20891.676	690	1			MIR629	MIR629	0.1348	690	1
3_MACS_peak_21690_lociStitched	chr3	61554533	61563871	3	8630	20878.8342	691	1	PTPRG		PTPRG	PTPRG	0.1979	691	1
2_MACS_peak_28576_lociStitched	chr7	44923683	44926983	2	3265	20878.11	692	1	PURB	H2AFV	PURB	PURB	1.2192	692	1
2_MACS_peak_20793_lociStitched	chr22	42227004	42231197	2	4161	20873.1733	693	1	SREBF2	CCDC134	SREBF2	SREBF2	0.5157	693	1
2_MACS_peak_6186_lociStitched	chr12	4224272	4230086	2	5789	20824.5852	694	1			CCND2	CCND2	NONE	694	1
1_MACS_peak_5584_lociStitched	chr11	70823266	70828083	1	4818	20801.7328	695	1	SHANK2		MIR3664	MIR3664	NONE	695	1
4_MACS_peak_1205_lociStitched	chr1	75042892	75053086	4	9626	20789.6436	696	1	C1orf173		C1orf173	C1orf173	0.4317	696	1
4_MACS_peak_25858_lociStitched	chr5	171600436	171607957	4	6749	20776.0104	697	1	STK10	EFCAB9	STK10	STK10	0.3615	697	1
2_MACS_peak_26034_lociStitched	chr5	179510943	179518717	2	7713	20763.5766	698	1		RNF130	RNF130	RNF130	0.3491	698	1
1_MACS_peak_18353_lociStitched	chr2	201726356	201730103	1	3748	20731.0269	699	1	CLK1	BZW1,NIF3L1,PPIL3	CLK1	CLK1	1.05	699	1
1_MACS_peak_16497_lociStitched	chr2	24148418	24151400	1	2983	20695.3782	700	1	ATAD2B	UBXN2A	ATAD2B	UBXN2A	0.1794	700	1
1_MACS_peak_14140_lociStitched	chr18	42299451	42307650	1	8200	20695.0959	701	1	SETBP1		SETBP1	SETBP1	0.4547	701	1
3_MACS_peak_22271_lociStitched	chr3	136466619	136473377	3	6632	20681.5074	702	1	STAG1		STAG1	STAG1	0.0976	702	1
2_MACS_peak_3101_lociStitched	chr1	235489803	235494476	2	4628	20678.025	703	1	GGPS1,ARID4B	TBCE	GGPS1	GGPS1	0.9161	703	1
1_MACS_peak_1940_lociStitched	chr1	155657142	155659690	1	2549	20640.8384	704	1	DAP3,YY1AP1	YY1AP1	YY1AP1	YY1AP1	0.5892	704	1
1_MACS_peak_10613_lociStitched	chr15	93361055	93364619	1	3565	20605.266	705	1		ASB9P1	ASB9P1	ASB9P1	0.3253	705	1
