REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_3578_lociStitched	chr10	30989445	30996022	1	6578	15386.2338	544	1			LYZL2	LYZL2	NONE	544	1
3_MACS_peak_6560_lociStitched	chr12	46119655	46126442	3	6573	23127.3812	545	1	ARID2,LOC400027		ARID2	ARID2	0.1781	545	1
1_MACS_peak_24741_lociStitched	chr5	58418404	58424970	1	6567	15639.5554	546	1	PDE4D		PDE4D	PDE4D	0.0981	546	1
2_MACS_peak_25081_lociStitched	chr5	95292128	95298793	2	6563	16133.299	547	1	ELL2		ELL2	ELL2	0.7696	547	1
2_MACS_peak_14367_lociStitched	chr18	60803973	60810933	2	6562	20547.312	548	1	BCL2		BCL2	BCL2	0.7795	548	1
3_MACS_peak_13146_lociStitched	chr17	47433919	47440565	3	6558	16680.7954	549	1	ZNF652		ZNF652	ZNF652	0.5355	549	1
1_MACS_peak_22832_lociStitched	chr3	195356621	195363175	1	6555	22878.0478	550	1		SDHAP2,APOD	SDHAP2	SDHAP2	0.2552	550	1
5_MACS_peak_23484_lociStitched	chr4	78736066	78742928	5	6552	10771.2814	551	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.1445	551	1
3_MACS_peak_208_lociStitched	chr1	11623732	11630918	3	6550	12699.8178	552	1			FBXO44	FBXO44	NONE	552	1
1_MACS_peak_29533_lociStitched	chr7	139908920	139915443	1	6524	18518.797	553	1		LOC100134229,JHDM1D	LOC100134229	LOC100134229	0.6455	553	1
2_MACS_peak_22888_lociStitched	chr3	197380640	197387186	2	6518	20551.167	554	1		LOC220729,MIR922	MIR922	LOC220729	0.3391	554	1
1_MACS_peak_23741_lociStitched	chr4	113205441	113211957	1	6517	28280.0916	555	1	TIFA	ALPK1	TIFA	TIFA	1.7264	555	1
1_MACS_peak_17836_lociStitched	chr2	136870989	136877505	1	6517	27984.9168	556	1	CXCR4		CXCR4	CXCR4	2.4643	556	1
1_MACS_peak_3093_lociStitched	chr1	235181119	235187632	1	6514	30002.7858	557	1			SNORA14B	SNORA14B	NONE	557	1
1_MACS_peak_31055_lociStitched	chr8	134579306	134585815	1	6510	18740.0619	558	1	ST3GAL1		ST3GAL1	ST3GAL1	0.5637	558	1
1_MACS_peak_9190_lociStitched	chr14	91879173	91885677	1	6505	22467.4176	559	1	CCDC88C		CCDC88C	CCDC88C	1.4847	559	1
4_MACS_peak_21794_lociStitched	chr3	72125601	72132710	4	6495	15626.2929	560	1			PROK2	PROK2	0.8595	560	1
1_MACS_peak_27826_lociStitched	chr6	155668948	155675441	1	6494	32059.1875	561	1		TFB1M	TFB1M	TFB1M	0.165	561	1
1_MACS_peak_16813_lociStitched	chr2	43357095	43363587	1	6493	19812.9348	562	1			ZFP36L2	ZFP36L2	2.9729	562	1
3_MACS_peak_8114_lociStitched	chr13	78488570	78495476	3	6492	13219.4652	563	1	EDNRB		EDNRB	EDNRB	0.2831	563	1
5_MACS_peak_31839_lociStitched	chr9	98267344	98274038	5	6486	12873.2314	564	1	PTCH1		PTCH1	PTCH1	0.4513	564	1
2_MACS_peak_2116_lociStitched	chr1	162120921	162127799	2	6485	23115.5824	565	1	NOS1AP		NOS1AP	NOS1AP	0.2671	565	1
1_MACS_peak_14403_lociStitched	chr18	72162520	72168998	1	6479	30570.9776	566	1	CNDP2	CNDP1,FAM69C	CNDP2	CNDP1	1.2969	566	1
1_MACS_peak_20837_lociStitched	chr22	43110418	43116891	1	6474	17169.6325	567	1	A4GALT		A4GALT	A4GALT	0.6786	567	1
2_MACS_peak_8815_lociStitched	chr14	64697607	64704093	2	6473	15685.0938	568	1	ESR2	SYNE2	SYNE2	SYNE2	0.3328	568	1
1_MACS_peak_16697_lociStitched	chr2	33699867	33706338	1	6472	32264.406	569	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.6408	569	1
3_MACS_peak_24507_lociStitched	chr5	27463366	27470357	3	6470	15959.7539	570	1			CDH9	CDH9	0.1464	570	1
3_MACS_peak_12806_lociStitched	chr17	36856026	36862574	3	6467	37107.516	571	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.136	571	1
4_MACS_peak_4972_lociStitched	chr11	26932434	26939298	4	6458	17634.3024	572	1			FIBIN	FIBIN	NONE	572	1
1_MACS_peak_13162_lociStitched	chr17	47814539	47820994	1	6456	30266.8495	573	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	1.3662	573	1
2_MACS_peak_20026_lociStitched	chr21	43480399	43486955	2	6449	32392.5404	574	1	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	UMODL1	0.7809	574	1
2_MACS_peak_6818_lociStitched	chr12	57105809	57112352	2	6441	11148.6177	575	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	NACA	1.1398	575	1
2_MACS_peak_9948_lociStitched	chr15	58620872	58627401	2	6439	44865.9822	576	1			LIPC	LIPC	NONE	576	1
2_MACS_peak_22464_lociStitched	chr3	160116312	160122984	2	6437	22272.4704	577	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.5759	577	1
7_MACS_peak_15324_lociStitched	chr19	33314765	33322107	7	6437	9078.383	578	1	SLC7A9		SLC7A9	SLC7A9	0.2746	578	1
4_MACS_peak_27716_lociStitched	chr6	144669830	144676671	4	6416	12692.7914	579	1	UTRN		UTRN	UTRN	0.1086	579	1
1_MACS_peak_17518_lociStitched	chr2	107454992	107461406	1	6415	16430.1024	580	1	ST6GAL2		ST6GAL2	ST6GAL2	0.3266	580	1
3_MACS_peak_23147_lociStitched	chr4	15002011	15008452	3	6414	24819.1053	581	1	CPEB2		CPEB2	CPEB2	0.4122	581	1
2_MACS_peak_24192_lociStitched	chr4	185200769	185207205	2	6412	21623.0292	582	1			ENPP6	ENPP6	0.0355	582	1
1_MACS_peak_13652_lociStitched	chr17	75203379	75209787	1	6409	20105.7408	583	1	SEC14L1		SEC14L1	SEC14L1	1.0004	583	1
2_MACS_peak_20658_lociStitched	chr22	38572125	38578548	2	6407	19966.5378	584	1	PLA2G6	MAFF	PLA2G6	MAFF	0.622	584	1
1_MACS_peak_25346_lociStitched	chr5	131745333	131751738	1	6406	24094.9695	585	1	C5orf56	SLC22A5,MIR3936	C5orf56	C5orf56	1.6167	585	1
3_MACS_peak_32128_lociStitched	chr9	117348974	117355514	3	6397	18468.96	586	1	ATP6V1G1	C9orf91	ATP6V1G1	ATP6V1G1	0.9705	586	1
2_MACS_peak_26623_lociStitched	chr6	32934891	32941287	2	6393	49801.8144	587	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	2.276	587	1
1_MACS_peak_20087_lociStitched	chr21	44855735	44862126	1	6392	19855.5588	588	1		C21orf125,SIK1,C21orf84	C21orf125	SIK1	1.2575	588	1
4_MACS_peak_5111_lociStitched	chr11	46137856	46144416	4	6390	11193.984	589	1	PHF21A		PHF21A	PHF21A	0.1276	589	1
2_MACS_peak_10304_lociStitched	chr15	75742549	75749020	2	6387	27829.8297	590	1	SIN3A		SIN3A	SIN3A	0.439	590	1
1_MACS_peak_32713_lociStitched	chrX	12991129	12997497	1	6369	11520.3488	591	1	TMSB4X,TMSL3	LOC349408	TMSB4X	TMSB4X	1.0268	591	1
1_MACS_peak_24502_lociStitched	chr5	27217631	27223992	1	6362	15941.9382	592	1			CDH9	CDH9	0.1464	592	1
2_MACS_peak_11107_lociStitched	chr16	17435464	17442045	2	6362	12383.4677	593	1	XYLT1		XYLT1	XYLT1	0.239	593	1
1_MACS_peak_32951_lociStitched	chrX	41189362	41195722	1	6361	21337.8	594	1	DDX3X		DDX3X	DDX3X	0.8691	594	1
2_MACS_peak_13175_lociStitched	chr17	48227445	48233883	2	6358	22326.984	595	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	HILS1	1.7251	595	1
1_MACS_peak_384_lociStitched	chr1	23880328	23886682	1	6355	18005.3298	596	1	ID3	E2F2	ID3	ID3	1.7641	596	1
1_MACS_peak_13163_lociStitched	chr17	47821575	47827922	1	6348	27085.1878	597	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	1.3662	597	1
3_MACS_peak_14581_lociStitched	chr19	2696850	2703403	3	6348	19930.9495	598	1	GNG7	DIRAS1,SLC39A3	GNG7	GNG7	0.6027	598	1
2_MACS_peak_9810_lociStitched	chr15	45489672	45496365	2	6348	24761.4228	599	1	SHF	SLC28A2	SHF	SHF	0.7721	599	1
3_MACS_peak_23657_lociStitched	chr4	105407680	105414254	3	6337	13550.3288	600	1	CXXC4		CXXC4	CXXC4	0.6595	600	1
5_MACS_peak_16628_lociStitched	chr2	30331603	30338765	5	6337	10650.6102	601	1		YPEL5	YPEL5	YPEL5	0.7838	601	1
2_MACS_peak_32555_lociStitched	chr9	139792312	139798674	2	6323	23150.6818	602	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	0.9177	602	1
4_MACS_peak_26371_lociStitched	chr6	26121225	26127941	4	6321	20496.5604	603	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	2.0487	603	1
4_MACS_peak_17090_lociStitched	chr2	69870177	69876596	4	6319	19924.576	604	1	AAK1		AAK1	AAK1	0.1993	604	1
1_MACS_peak_10146_lociStitched	chr15	69108306	69114622	1	6317	36855.1232	605	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.8056	605	1
1_MACS_peak_32119_lociStitched	chr9	117245486	117251791	1	6306	26986.0305	606	1	DFNB31		DFNB31	DFNB31	1.0813	606	1
3_MACS_peak_25115_lociStitched	chr5	100235170	100241525	3	6299	14856.0835	607	1	ST8SIA4		ST8SIA4	ST8SIA4	0.2995	607	1
1_MACS_peak_22329_lociStitched	chr3	142658470	142664766	1	6297	17300.1488	608	1		PAQR9	PAQR9	PAQR9	0.334	608	1
3_MACS_peak_15001_lociStitched	chr19	13952366	13959210	3	6291	24053.9224	609	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.7911	609	1
4_MACS_peak_14146_lociStitched	chr18	42336237	42342697	4	6285	19838.66	610	1	SETBP1		SETBP1	SETBP1	0.4547	610	1
1_MACS_peak_2277_lociStitched	chr1	178571927	178578208	1	6282	39252.4814	611	1			C1orf220	C1orf220	0.5261	611	1
1_MACS_peak_22563_lociStitched	chr3	171895730	171901986	1	6257	15506.1216	612	1	FNDC3B		FNDC3B	FNDC3B	0.6686	612	1
1_MACS_peak_2931_lociStitched	chr1	228673178	228679430	1	6253	21541.266	613	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	HIST3H2BB	2.0054	613	1
1_MACS_peak_10645_lociStitched	chr15	99493012	99499261	1	6250	31920.5169	614	1	IGF1R	PGPEP1L	PGPEP1L	PGPEP1L	0.1117	614	1
3_MACS_peak_32635_lociStitched	chrX	1325092	1331721	3	6239	12259.0097	615	1	CRLF2		CRLF2	CRLF2	0.6005	615	1
3_MACS_peak_14572_lociStitched	chr19	2594863	2601523	3	6228	20099.214	616	1	GNG7		GNG7	GNG7	0.6027	616	1
1_MACS_peak_30741_lociStitched	chr8	105596419	105602645	1	6227	25558.3526	617	1	LRP12		LRP12	LRP12	0.3474	617	1
1_MACS_peak_28166_lociStitched	chr7	7958308	7964533	1	6226	18607.77	618	1		GLCCI1	GLCCI1	GLCCI1	0.2704	618	1
3_MACS_peak_30328_lociStitched	chr8	65941859	65948389	3	6225	22632.327	619	1			CYP7B1	CYP7B1	NONE	619	1
1_MACS_peak_9801_lociStitched	chr15	45001724	45007940	1	6217	31031.5152	620	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	2.1381	620	1
2_MACS_peak_17344_lociStitched	chr2	88922623	88928975	2	6216	22041.44	621	1	EIF2AK3		EIF2AK3	EIF2AK3	0.6376	621	1
1_MACS_peak_16162_lociStitched	chr19	56328109	56334318	1	6210	18632.5881	622	1	NLRP11	NLRP4	NLRP4	NLRP4	0.1999	622	1
2_MACS_peak_19108_lociStitched	chr20	25276017	25282603	2	6208	12304.6238	623	1	PYGB,ABHD12		PYGB	PYGB	0.4683	623	1
1_MACS_peak_9255_lociStitched	chr14	95981000	95987204	1	6205	15642.7656	624	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	SCARNA13	0.8223	624	1
1_MACS_peak_10592_lociStitched	chr15	92395090	92401292	1	6203	14592.0656	625	1	SLCO3A1		SLCO3A1	SLCO3A1	0.1868	625	1
2_MACS_peak_31103_lociStitched	chr8	141596842	141603171	2	6192	13675.0703	626	1	EIF2C2		EIF2C2	EIF2C2	0.344	626	1
1_MACS_peak_23671_lociStitched	chr4	106550875	106557057	1	6183	12006.0622	627	1	ARHGEF38		INTS12	INTS12	NONE	627	1
2_MACS_peak_20320_lociStitched	chr22	23159667	23165944	2	6183	13905.4381	628	1	MIR650		MIR650	MIR650	1.3371	628	1
1_MACS_peak_14828_lociStitched	chr19	10328486	10334666	1	6181	34892.898	629	1	S1PR2	MIR4322,MRPL4,ICAM1,DNMT1	MIR4322	MIR4322	1.4919	629	1
4_MACS_peak_26534_lociStitched	chr6	30683931	30690331	4	6168	22648.32	630	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.5878	630	1
2_MACS_peak_28916_lociStitched	chr7	90402329	90408521	2	6166	14293.6128	631	1	CDK14		CDK14	CDK14	0.1788	631	1
3_MACS_peak_2137_lociStitched	chr1	164528303	164535093	3	6160	7930.041	632	1	PBX1		PBX1	PBX1	0.3312	632	1
2_MACS_peak_7501_lociStitched	chr12	121566090	121572367	2	6155	15740.8329	633	1	P2RX7		P2RX7	P2RX7	0.3113	633	1
3_MACS_peak_27558_lociStitched	chr6	134634145	134640467	3	6152	14304.7894	634	1	SGK1		SGK1	SGK1	0.6151	634	1
1_MACS_peak_31506_lociStitched	chr9	37526978	37533128	1	6151	24737.145	635	1	FBXO10	POLR1E	POLR1E	POLR1E	0.5056	635	1
1_MACS_peak_9332_lociStitched	chr14	100870928	100877075	1	6148	21731.4891	636	1	WDR25	WARS	WDR25	WDR25	0.3193	636	1
1_MACS_peak_16479_lociStitched	chr2	20774166	20780310	1	6145	24513.9456	637	1			HS1BP3	HS1BP3	NONE	637	1
3_MACS_peak_14847_lociStitched	chr19	10521817	10528257	3	6141	28977.424	638	1		PDE4A,TYK2,MIR1181,CDC37	PDE4A	MIR1181	1.4206	638	1
2_MACS_peak_26072_lociStitched	chr6	303686	309883	2	6138	19623.4202	639	1	DUSP22		DUSP22	DUSP22	2.3585	639	1
2_MACS_peak_20203_lociStitched	chr22	18259111	18265417	2	6130	15808.5114	640	1		MIR3198,BID	BID	BID	0.3583	640	1
1_MACS_peak_6906_lociStitched	chr12	66625006	66631131	1	6126	14565.25	641	1	IRAK3		IRAK3	IRAK3	0.3784	641	1
1_MACS_peak_13259_lociStitched	chr17	55431756	55437876	1	6121	27347.22	642	1	MSI2		MSI2	MSI2	0.4942	642	1
2_MACS_peak_3134_lociStitched	chr1	241801825	241808057	2	6115	26673.5832	643	1	OPN3	WDR64,CHML	OPN3	CHML	0.8039	643	1
2_MACS_peak_24359_lociStitched	chr5	6492398	6498564	2	6108	24238.546	644	1	UBE2QL1		UBE2QL1	UBE2QL1	2.303	644	1
2_MACS_peak_8652_lociStitched	chr14	50464756	50470855	2	6097	29393.5206	645	1	C14orf182		C14orf182	C14orf182	1.0249	645	1
2_MACS_peak_8571_lociStitched	chr14	35179042	35185152	2	6095	14547.91	646	1	CFL2		CFL2	CFL2	1.1242	646	1
3_MACS_peak_13395_lociStitched	chr17	62194513	62200902	3	6090	14652.5326	647	1	ERN1	SNORD104,SNORA76	ERN1	SNORA76	1.5783	647	1
2_MACS_peak_6935_lociStitched	chr12	68764886	68771110	2	6086	28783.5104	648	1		MDM1	MDM1	MDM1	0.4688	648	1
2_MACS_peak_18183_lociStitched	chr2	182168555	182174673	2	6076	20976.7866	649	1			ITGA4	ITGA4	NONE	649	1
1_MACS_peak_2951_lociStitched	chr1	229473474	229479547	1	6074	17534.5729	650	1	C1orf96	SPHAR	C1orf96	C1orf96	0.6279	650	1
2_MACS_peak_17106_lociStitched	chr2	70310892	70317000	2	6074	41214.9516	651	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	1.4071	651	1
1_MACS_peak_3852_lociStitched	chr10	74018425	74024492	1	6068	24201.263	652	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	1.4219	652	1
1_MACS_peak_3565_lociStitched	chr10	30721871	30727930	1	6060	13887.8339	653	1	MAP3K8		MAP3K8	MAP3K8	0.5013	653	1
5_MACS_peak_26225_lociStitched	chr6	12007672	12014010	5	6055	28780.2242	654	1	HIVEP1		HIVEP1	HIVEP1	0.3765	654	1
3_MACS_peak_32204_lociStitched	chr9	126097606	126103808	3	6050	38968.4064	655	1		CRB2	CRB2	CRB2	0.1214	655	1
4_MACS_peak_11517_lociStitched	chr16	54959359	54965679	4	6049	12935.776	656	1	IRX5,CRNDE		CRNDE	CRNDE	0.6961	656	1
3_MACS_peak_31653_lociStitched	chr9	82182431	82188887	3	6037	18794.7072	657	1	TLE4		TLE4	TLE4	0.1619	657	1
1_MACS_peak_22730_lociStitched	chr3	186780305	186786334	1	6030	37828.9605	658	1	ST6GAL1		ST6GAL1	ST6GAL1	1.4164	658	1
2_MACS_peak_25905_lociStitched	chr5	173246376	173252429	2	6027	21207.8961	659	1			CPEB4	CPEB4	1.0912	659	1
2_MACS_peak_26870_lociStitched	chr6	45674097	45680582	2	6026	22720.846	660	1			RUNX2	RUNX2	NONE	660	1
2_MACS_peak_9919_lociStitched	chr15	55695071	55701190	2	6025	19023.971	661	1	FLJ27352,CCPG1	MIR628	CCPG1	CCPG1	0.3739	661	1
1_MACS_peak_14285_lociStitched	chr18	55096515	55102537	1	6023	13269.477	662	1		ONECUT2	ONECUT2	ONECUT2	0.22	662	1
1_MACS_peak_1766_lociStitched	chr1	149855399	149861420	1	6022	38058.741	663	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AC	3.7487	663	1
1_MACS_peak_24730_lociStitched	chr5	56468469	56474480	1	6012	25006.3611	664	1	GPBP1	GPBP1	GPBP1	GPBP1	0.3181	664	1
2_MACS_peak_3223_lociStitched	chr10	703043	709144	2	6011	16241.4721	665	1	C10orf108,DIP2C	C10orf108	C10orf108	C10orf108	0.8352	665	1
3_MACS_peak_20608_lociStitched	chr22	37557403	37563479	3	6008	24447.3936	666	1		IL2RB,C1QTNF6,SSTR3	IL2RB	SSTR3	0.6166	666	1
2_MACS_peak_26381_lociStitched	chr6	26194948	26201038	2	6008	17695.104	667	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H4E	1.7099	667	1
3_MACS_peak_18327_lociStitched	chr2	200576435	200582593	3	6007	13800.078	668	1			LOC348751	LOC348751	NONE	668	1
1_MACS_peak_30943_lociStitched	chr8	128309795	128315794	1	6000	10677.6201	669	1			POU5F1B	POU5F1B	NONE	669	1
4_MACS_peak_4517_lociStitched	chr10	128109675	128115920	4	5997	11402.121	670	1	C10orf90	ADAM12	ADAM12	ADAM12	0.0912	670	1
2_MACS_peak_30816_lociStitched	chr8	119573636	119579674	2	5995	28933.4922	671	1	SAMD12		SAMD12	SAMD12	0.2737	671	1
3_MACS_peak_7398_lociStitched	chr12	113361068	113367185	3	5993	15566.5416	672	1		OAS1,OAS3,OAS2	OAS3	OAS1	1.0287	672	1
1_MACS_peak_20707_lociStitched	chr22	39377576	39383563	1	5988	15755.3892	673	1	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.8947	673	1
2_MACS_peak_4461_lociStitched	chr10	123871584	123877694	2	5984	17064.619	674	1	TACC2	TACC2	TACC2	TACC2	0.1527	674	1
2_MACS_peak_7090_lociStitched	chr12	94564711	94570712	2	5971	14550.0246	675	1	PLXNC1		PLXNC1	PLXNC1	0.5304	675	1
2_MACS_peak_607_lociStitched	chr1	28831242	28837253	2	5968	16391.3959	676	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	RCC1	0.7517	676	1
4_MACS_peak_19514_lociStitched	chr20	48283948	48290123	4	5967	12412.985	677	1	B4GALT5		B4GALT5	B4GALT5	0.6249	677	1
3_MACS_peak_23952_lociStitched	chr4	146098128	146104657	3	5960	31910.4875	678	1	OTUD4	OTUD4	OTUD4	OTUD4	0.662	678	1
1_MACS_peak_17834_lociStitched	chr2	136813147	136819104	1	5958	17651.1867	679	1			CXCR4	CXCR4	2.4643	679	1
1_MACS_peak_15623_lociStitched	chr19	42616649	42622597	1	5949	30368.7036	680	1	POU2F2	ZNF574,GRIK5,MIR4323	POU2F2	MIR4323	1.0281	680	1
2_MACS_peak_3348_lociStitched	chr10	11204196	11210174	2	5947	10918.2192	681	1	CELF2		CELF2	CELF2	0.4689	681	1
1_MACS_peak_13326_lociStitched	chr17	57921032	57926976	1	5945	19356.636	682	1		MIR21,RPS6KB1,TUBD1	MIR21	MIR21	2.5011	682	1
2_MACS_peak_1763_lociStitched	chr1	149819919	149825958	2	5945	27508.2489	683	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	3.7487	683	1
2_MACS_peak_26084_lociStitched	chr6	389032	395204	2	5943	13561.1184	684	1	IRF4		IRF4	IRF4	0.8501	684	1
2_MACS_peak_11766_lociStitched	chr16	70768605	70774864	2	5941	35876.588	685	1	VAC14	LOC100130894,MTSS1L	LOC100130894	MTSS1L	0.1132	685	1
1_MACS_peak_4514_lociStitched	chr10	128082648	128088583	1	5936	16210.859	686	1		ADAM12	ADAM12	ADAM12	0.0912	686	1
3_MACS_peak_23401_lociStitched	chr4	71542245	71548262	3	5936	12015.3473	687	1		ENAM,UTP3,RUFY3,IGJ	UTP3	IGJ	0.742	687	1
3_MACS_peak_29438_lociStitched	chr7	132114265	132120489	3	5935	9042.2272	688	1	PLXNA4		PLXNA4	PLXNA4	0.8094	688	1
2_MACS_peak_31351_lociStitched	chr9	21990790	21996782	2	5932	19288.8472	689	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	CDKN2A	0.6711	689	1
2_MACS_peak_13165_lociStitched	chr17	47836686	47842713	2	5929	11715.8853	690	1	FAM117A	MYST2	FAM117A	FAM117A	1.3662	690	1
3_MACS_peak_15888_lociStitched	chr19	49375033	49381135	3	5929	21319.1676	691	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.6458	691	1
6_MACS_peak_8383_lociStitched	chr14	21731778	21738702	6	5927	13278.1548	692	1	HNRNPC	RPGRIP1	HNRNPC	HNRNPC	0.2692	692	1
3_MACS_peak_6481_lociStitched	chr12	32047002	32053477	3	5926	29780.4675	693	1			C12orf35	C12orf35	NONE	693	1
1_MACS_peak_2476_lociStitched	chr1	200986804	200992725	1	5922	19952.5858	694	1	KIF21B		KIF21B	KIF21B	0.4007	694	1
1_MACS_peak_1991_lociStitched	chr1	156762539	156768459	1	5921	25566.112	695	1	PRCC	NTRK1,HDGF,SH2D2A	NTRK1	HDGF	1.9428	695	1
4_MACS_peak_31735_lociStitched	chr9	93682866	93689403	4	5918	15314.2299	696	1			SYK	SYK	NONE	696	1
2_MACS_peak_10670_lociStitched	chr15	101458285	101464199	2	5915	18199.7436	697	1	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.4226	697	1
2_MACS_peak_9521_lociStitched	chr15	23664941	23670903	2	5913	17958.1402	698	1			MKRN3	MKRN3	NONE	698	1
1_MACS_peak_146_lociStitched	chr1	9220603	9226508	1	5906	37613.669	699	1		GPR157,MIR34A	MIR34A	GPR157	0.2212	699	1
3_MACS_peak_31759_lociStitched	chr9	94181627	94187671	3	5902	14907.526	700	1	NFIL3		NFIL3	NFIL3	0.7248	700	1
2_MACS_peak_17749_lociStitched	chr2	128584934	128591036	2	5902	34392.0924	701	1		WDR33,POLR2D	WDR33	POLR2D	0.4904	701	1
1_MACS_peak_30168_lociStitched	chr8	38238977	38244872	1	5896	25408.629	702	1	LETM2,WHSC1L1		LETM2	LETM2	0.8389	702	1
2_MACS_peak_9452_lociStitched	chr14	106062751	106068846	2	5884	8059.4185	703	1			TMEM121	TMEM121	0.1436	703	1
2_MACS_peak_22656_lociStitched	chr3	183268359	183274257	2	5882	16236.0144	704	1	KLHL6		KLHL6	KLHL6	1.361	704	1
3_MACS_peak_31930_lociStitched	chr9	102580553	102586714	3	5870	29433.5614	705	1	NR4A3	NR4A3	NR4A3	NR4A3	0.6552	705	1
2_MACS_peak_27490_lociStitched	chr6	130003217	130009270	2	5860	13981.2194	706	1	ARHGAP18		ARHGAP18	ARHGAP18	0.2604	706	1
1_MACS_peak_25873_lociStitched	chr5	172260150	172266002	1	5853	23861.53	707	1	ERGIC1		ERGIC1	ERGIC1	0.3329	707	1
4_MACS_peak_28799_lociStitched	chr7	74071085	74077479	4	5845	18360.371	708	1	GTF2I		GTF2I	GTF2I	0.2152	708	1
1_MACS_peak_25439_lociStitched	chr5	137069948	137075785	1	5838	10184.3976	709	1	KLHL3	HNRNPA0	KLHL3	HNRNPA0	1.7262	709	1
1_MACS_peak_28643_lociStitched	chr7	50512817	50518650	1	5834	13837.0426	710	1	FIGNL1		FIGNL1	FIGNL1	0.9647	710	1
1_MACS_peak_23066_lociStitched	chr4	6941076	6946906	1	5831	16332.162	711	1	TBC1D14	TBC1D14	TBC1D14	TBC1D14	0.3494	711	1
1_MACS_peak_28628_lociStitched	chr7	48123954	48129779	1	5826	37374.365	712	1	UPP1	C7orf57	UPP1	UPP1	1.3349	712	1
1_MACS_peak_13212_lociStitched	chr17	48992033	48997856	1	5824	24561.414	713	1			TOB1	TOB1	2.8089	713	1
2_MACS_peak_25132_lociStitched	chr5	103520348	103526270	2	5824	14328.8712	714	1			NUDT12	NUDT12	NONE	714	1
1_MACS_peak_11899_lociStitched	chr16	81748126	81753947	1	5822	23085.5039	715	1			PLCG2	PLCG2	0.735	715	1
2_MACS_peak_7532_lociStitched	chr12	122237093	122242978	2	5821	33562.155	716	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	2.0663	716	1
2_MACS_peak_33634_lociStitched	chrX	152988000	152994001	2	5815	16119.8862	717	1	ABCD1,BCAP31	SLC6A8,PLXNB3,PNCK	ABCD1	ABCD1	0.7543	717	1
3_MACS_peak_7978_lociStitched	chr13	49549200	49555070	3	5812	11627.883	718	1	FNDC3A		FNDC3A	FNDC3A	0.0833	718	1
2_MACS_peak_13262_lociStitched	chr17	55498655	55504606	2	5812	8688.46	719	1	MSI2		MSI2	MSI2	0.4942	719	1
1_MACS_peak_20509_lociStitched	chr22	31514022	31519832	1	5811	12125.47	720	1	INPP5J	SMTN,RNF185,SELM,PLA2G3,MIR3928	INPP5J	INPP5J	0.6659	720	1
