REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_26381_lociStitched	chr6	26194948	26201038	2	6008	17695.104	730	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	730	1
1_MACS_peak_30846_lociStitched	chr8	124046560	124052368	1	5809	19669.9536	731	1	DERL1	WDR67	DERL1	731	1
1_MACS_peak_19039_lociStitched	chr20	17945799	17951269	1	5471	22222.422	734	1	C20orf72,SNX5	SNORD17	SNX5	734	1
2_MACS_peak_10670_lociStitched	chr15	101458285	101464199	2	5915	18199.7436	736	1	LRRK1	ALDH1A3	LRRK1	736	1
1_MACS_peak_20778_lociStitched	chr22	41839818	41845186	1	5369	22856.4072	739	1	TOB2	ACO2,PHF5A	TOB2	739	1
2_MACS_peak_9521_lociStitched	chr15	23664941	23670903	2	5913	17958.1402	741	1			MKRN3	741	1
2_MACS_peak_31663_lociStitched	chr9	86319098	86324306	2	5129	24456.2472	743	1	UBQLN1		UBQLN1	743	1
2_MACS_peak_14521_lociStitched	chr19	1647846	1653731	2	5800	19037.975	744	1	TCF3	UQCR11	TCF3	744	1
2_MACS_peak_7493_lociStitched	chr12	121284273	121290099	2	5790	18924.0132	748	1	SPPL3		SPPL3	748	1
4_MACS_peak_28799_lociStitched	chr7	74071085	74077479	4	5845	18360.371	750	1	GTF2I		GTF2I	750	1
1_MACS_peak_2652_lociStitched	chr1	207995188	208000689	1	5502	21463.8018	751	1	LOC148696	MIR29C,MIR29B2	LOC148696	751	1
1_MACS_peak_18635_lociStitched	chr2	227699301	227704787	1	5487	21569.8548	752	1	RHBDD1	IRS1	RHBDD1	752	1
1_MACS_peak_16317_lociStitched	chr2	8516395	8521859	1	5465	21736.3384	753	1		C2orf46	C2orf46	753	1
2_MACS_peak_10499_lociStitched	chr15	89163721	89168779	2	4994	25095.267	754	1	AEN	MIR1179,MIR7-2,ISG20	AEN	754	1
2_MACS_peak_14462_lociStitched	chr19	659008	664073	2	4844	26015.3595	755	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	755	1
2_MACS_peak_26525_lociStitched	chr6	30581261	30586558	2	5254	23327.4583	756	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	756	1
3_MACS_peak_33484_lociStitched	chrX	129304541	129310942	3	5755	19083.9414	757	1	RAB33A	AIFM1	RAB33A	757	1
2_MACS_peak_29060_lociStitched	chr7	99961963	99967743	2	5738	19158.388	759	1	PILRB	PILRA,PMS2P1	PILRA	759	1
2_MACS_peak_22431_lociStitched	chr3	156199180	156204685	2	5259	22969.062	765	1	KCNAB1		SSR3	765	1
2_MACS_peak_24035_lociStitched	chr4	154033332	154039013	2	5674	19298.9251	768	1		TRIM2	TRIM2	768	1
1_MACS_peak_14258_lociStitched	chr18	51794675	51799653	1	4979	24676.4438	769	1	POLI	SNORA37,MBD2	POLI	769	1
1_MACS_peak_20739_lociStitched	chr22	39840799	39845908	1	5110	23798.2329	770	1		TAB1,MGAT3	MGAT3	770	1
2_MACS_peak_21242_lociStitched	chr3	23954485	23959989	2	5467	21017.5744	773	1	RPL15,NKIRAS1	NR1D2	NKIRAS1	773	1
1_MACS_peak_26932_lociStitched	chr6	52398137	52403696	1	5560	20198.0706	775	1	TRAM2		TRAM2	775	1
3_MACS_peak_14743_lociStitched	chr19	7400938	7406719	3	5700	18901.5576	776	1			ARHGEF18	776	1
1_MACS_peak_5473_lociStitched	chr11	66793919	66799617	1	5699	18800.551	779	1	SYT12	RHOD	SYT12	779	1
1_MACS_peak_19518_lociStitched	chr20	48290833	48296574	1	5742	18297.7152	782	1	B4GALT5		B4GALT5	782	1
1_MACS_peak_32516_lociStitched	chr9	139095702	139101355	1	5654	19117.8807	783	1	LHX3,QSOX2	LHX3	LHX3	783	1
1_MACS_peak_3507_lociStitched	chr10	22969803	22975145	1	5343	21760.1028	784	1	PIP4K2A		PIP4K2A	784	1
2_MACS_peak_8643_lociStitched	chr14	50358414	50364186	2	5618	19398.5376	785	1	ARF6	SDCCAG1	ARF6	785	1
2_MACS_peak_15090_lociStitched	chr19	16448831	16454789	2	5644	18832.0464	788	1		KLF2	KLF2	788	1
1_MACS_peak_23784_lociStitched	chr4	121668639	121673864	1	5226	22346.8025	789	1	PRDM5		PRDM5	789	1
2_MACS_peak_18250_lociStitched	chr2	191744309	191749855	2	5516	19821.9586	793	1	GLS		GLS	793	1
1_MACS_peak_24630_lociStitched	chr5	42990620	42995866	1	5247	22025.331	794	1		LOC153684,LOC648987,C5orf39	LOC648987	794	1
1_MACS_peak_1659_lociStitched	chr1	144532303	144536791	1	4489	26804.58	795	1			C1orf152	795	1
1_MACS_peak_2283_lociStitched	chr1	179048989	179053675	1	4687	25666.6278	796	1	TOR3A		TOR3A	796	1
1_MACS_peak_30915_lociStitched	chr8	126616635	126622187	1	5553	19307.08	797	1			TRIB1	797	1
1_MACS_peak_10194_lociStitched	chr15	70782431	70787847	1	5417	20406.9464	798	1			UACA	798	1
1_MACS_peak_19630_lociStitched	chr20	56192287	56197373	1	5087	22913.4472	801	1	ZBP1		ZBP1	801	1
2_MACS_peak_4257_lociStitched	chr10	104401195	104406816	2	5604	18604.9479	803	1	TRIM8		TRIM8	803	1
1_MACS_peak_27448_lociStitched	chr6	119667174	119672404	1	5231	21756.277	805	1	MAN1A1		MAN1A1	805	1
3_MACS_peak_14830_lociStitched	chr19	10352443	10358165	3	5673	17704.4402	810	1		MIR4322,MRPL4,ICAM1,ICAM4,ICAM5,DNMT1,S1PR2	MRPL4	810	1
3_MACS_peak_15086_lociStitched	chr19	16434680	16440241	3	5493	19308.9042	814	1	KLF2		KLF2	814	1
2_MACS_peak_22893_lociStitched	chr3	197437515	197442723	2	4786	24589.572	816	1	KIAA0226	FYTTD1,MIR922	KIAA0226	816	1
3_MACS_peak_27125_lociStitched	chr6	87860974	87866546	3	5360	20381.2616	819	1	ZNF292		ZNF292	819	1
2_MACS_peak_10982_lociStitched	chr16	11057258	11062528	2	5250	21164.32	820	1	CLEC16A	DEXI	CLEC16A	820	1
1_MACS_peak_16185_lociStitched	chr19	57790094	57795549	1	5456	19423.073	821	1	ZNF460	AURKC,ZNF805,ZNF543	ZNF460	821	1
1_MACS_peak_15582_lociStitched	chr19	41801648	41806435	1	4788	24191.1045	823	1	HNRNPUL1	CCDC97	CCDC97	823	1
1_MACS_peak_30743_lociStitched	chr8	105632421	105637940	1	5520	18516.245	824	1		LRP12	LRP12	824	1
1_MACS_peak_9894_lociStitched	chr15	52754660	52759452	1	4793	24061.1112	825	1	MYO5A		MYO5A	825	1
3_MACS_peak_5620_lociStitched	chr11	72861506	72867461	3	5578	17802.4725	828	1		FCHSD2	FCHSD2	828	1
1_MACS_peak_30151_lociStitched	chr8	37736263	37741428	1	5166	21294.7785	829	1	RAB11FIP1	BRF2	RAB11FIP1	829	1
1_MACS_peak_20356_lociStitched	chr22	23477722	23483112	1	5391	19376.511	831	1	RTDR1	RAB36,BCR	RTDR1	831	1
1_MACS_peak_29745_lociStitched	chr8	2037196	2042024	1	4829	23475.1844	834	1	MYOM2		MYOM2	834	1
1_MACS_peak_9658_lociStitched	chr15	39914839	39919940	1	5102	21531.8311	835	1	FSIP1	THBS1	THBS1	835	1
2_MACS_peak_27378_lociStitched	chr6	113949263	113954724	2	5328	19576.5928	839	1			MARCKS	839	1
2_MACS_peak_22652_lociStitched	chr3	183241761	183247174	2	5403	18849.6899	841	1	KLHL6		KLHL6	841	1
2_MACS_peak_19870_lociStitched	chr21	34607104	34613063	2	5477	18124.2985	842	1	IFNAR2	IL10RB	IFNAR2	842	1
2_MACS_peak_19198_lociStitched	chr20	32468677	32473605	2	4929	22595.3728	843	1			CHMP4B	843	1
3_MACS_peak_28443_lociStitched	chr7	35061178	35067029	3	5488	17937.9958	844	1	DPY19L1		DPY19L1	844	1
2_MACS_peak_9864_lociStitched	chr15	51639108	51644551	2	5242	19927.9116	850	1	GLDN	CYP19A1	GLDN	850	1
1_MACS_peak_28435_lociStitched	chr7	33972683	33977787	1	5105	20933.0352	851	1	BMPER		BMPER	851	1
3_MACS_peak_13221_lociStitched	chr17	49195950	49200378	3	4344	25815.6828	853	1	SPAG9	NME1-NME2,NME1,NME2	SPAG9	853	1
1_MACS_peak_9673_lociStitched	chr15	40387603	40392844	1	5242	19666.3284	855	1	BMF		BMF	855	1
1_MACS_peak_29408_lociStitched	chr7	130642307	130647614	1	5308	19020.8187	859	1	FLJ43663	LOC646329	LOC646329	859	1
1_MACS_peak_28294_lociStitched	chr7	25018231	25022688	1	4458	25007.3356	861	1	OSBPL3		OSBPL3	861	1
1_MACS_peak_31966_lociStitched	chr9	107751549	107756593	1	5045	21138.8996	862	1			ABCA1	862	1
1_MACS_peak_3270_lociStitched	chr10	3915053	3920097	1	5045	21019.8612	864	1			KLF6	864	1
1_MACS_peak_26458_lociStitched	chr6	27803584	27808115	1	4532	24400.3412	868	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	868	1
2_MACS_peak_1943_lociStitched	chr1	155826093	155831593	2	5203	19643.25	869	1	SYT11,GON4L	RIT1	SYT11	869	1
1_MACS_peak_24703_lociStitched	chr5	55436882	55441565	1	4684	23435.6052	872	1	ANKRD55		ANKRD55	872	1
1_MACS_peak_3860_lociStitched	chr10	74054617	74059473	1	4857	22265.2456	873	1		DDIT4	DDIT4	873	1
1_MACS_peak_16391_lociStitched	chr2	10948851	10953634	1	4784	22709.684	876	1	PDIA6		PDIA6	876	1
2_MACS_peak_9344_lociStitched	chr14	102288774	102293958	2	4924	21591.8784	877	1	PPP2R5C		PPP2R5C	877	1
2_MACS_peak_25277_lociStitched	chr5	124268153	124273749	2	5322	18314.5888	878	1			ZNF608	878	1
1_MACS_peak_21412_lociStitched	chr3	45592607	45597980	1	5374	17712.0945	882	1		LIMD1	LIMD1	882	1
1_MACS_peak_29380_lociStitched	chr7	129588329	129592942	1	4614	23534.6034	883	1	UBE2H		UBE2H	883	1
1_MACS_peak_3122_lociStitched	chr1	240074388	240079024	1	4637	23368.6852	884	1			RPS7P5	884	1
2_MACS_peak_33640_lociStitched	chrX	153189400	153194807	2	5257	18703.8944	886	1	ARHGAP4	AVPR2,TMEM187,L1CAM,NAA10,RENBP,HCFC1	ARHGAP4	886	1
1_MACS_peak_24293_lociStitched	chr5	188892	193714	1	4823	22062.5788	888	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	888	1
1_MACS_peak_26390_lociStitched	chr6	26282389	26287163	1	4775	22297.9218	891	1	HIST1H4H	HIST1H4F,HIST1H2BH,HIST1H2BI,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H3G	HIST1H4H	891	1
2_MACS_peak_30789_lociStitched	chr8	118341303	118346624	2	5314	17749.7918	897	1			MED30	897	1
1_MACS_peak_3147_lociStitched	chr1	243749657	243754631	1	4975	20546.5992	902	1	AKT3		AKT3	902	1
1_MACS_peak_2050_lociStitched	chr1	160641293	160646317	1	5025	20134.1824	904	1		SLAMF1,CD48	SLAMF1	904	1
2_MACS_peak_24552_lociStitched	chr5	32582495	32587607	2	5112	19405.6632	905	1	SUB1		SUB1	905	1
1_MACS_peak_18575_lociStitched	chr2	219431985	219436381	1	4397	24334.4976	908	1	RQCD1,USP37	PLCD4	RQCD1	908	1
1_MACS_peak_18092_lociStitched	chr2	174826683	174831318	1	4636	22779.6345	913	1	SP3		SP3	913	1
1_MACS_peak_9106_lociStitched	chr14	89768721	89773223	1	4503	23611.6394	915	1	FOXN3		FOXN3	915	1
4_MACS_peak_25708_lociStitched	chr5	154133687	154139117	4	5227	18212.22	917	1	LARP1		LARP1	917	1
1_MACS_peak_10152_lociStitched	chr15	69758380	69762754	1	4375	24337.3734	918	1		RPLP1	RPLP1	918	1
1_MACS_peak_21145_lociStitched	chr3	13459248	13463762	1	4515	23489.5018	919	1	NUP210		NUP210	919	1
1_MACS_peak_9520_lociStitched	chr15	23658954	23663914	1	4961	20387.088	922	1			MKRN3	922	1
1_MACS_peak_5407_lociStitched	chr11	65353469	65358482	1	5014	19967.2803	923	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	923	1
1_MACS_peak_10119_lociStitched	chr15	67853653	67858848	1	5196	18393.417	924	1	MAP2K5	C15orf61	MAP2K5	924	1
2_MACS_peak_26299_lociStitched	chr6	16759389	16764513	2	5098	19168.884	930	1	ATXN1		ATXN1	930	1
1_MACS_peak_147_lociStitched	chr1	9238631	9243636	1	5006	19855.3355	932	1		GPR157,MIR34A	MIR34A	932	1
1_MACS_peak_2279_lociStitched	chr1	178693505	178698452	1	4948	20276.7636	933	1	RALGPS2		RALGPS2	933	1
3_MACS_peak_27388_lociStitched	chr6	114175628	114180927	3	5078	19110.8435	935	1	MARCKS	FLJ34503	MARCKS	935	1
3_MACS_peak_21069_lociStitched	chr3	9436675	9441881	3	5080	19045.6304	937	1	SETD5,LOC440944	THUMPD3	LOC440944	937	1
3_MACS_peak_25683_lociStitched	chr5	151149451	151154690	3	4886	20579.8398	939	1	G3BP1	ATOX1	G3BP1	939	1
2_MACS_peak_6845_lociStitched	chr12	57912755	57917759	2	4756	21509.694	940	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	940	1
2_MACS_peak_18708_lociStitched	chr2	232534948	232540482	2	5183	18066.2964	943	1		PTMA,MIR1244-1	PTMA	943	1
2_MACS_peak_44_lociStitched	chr1	1708431	1713296	2	4805	21124.803	944	1	NADK	SLC35E2,NADK	NADK	944	1
2_MACS_peak_3800_lociStitched	chr10	70846374	70851480	2	4881	20535.8214	945	1	SRGN	VPS26A	SRGN	945	1
1_MACS_peak_5584_lociStitched	chr11	70823266	70828083	1	4818	20801.7328	952	1	SHANK2		MIR3664	952	1
2_MACS_peak_32918_lociStitched	chrX	40032156	40037123	2	4890	19882.901	961	1	BCOR		BCOR	961	1
1_MACS_peak_10059_lociStitched	chr15	65173132	65177863	1	4732	20921.9013	967	1		PLEKHO2,ANKDD1A	ANKDD1A	967	1
3_MACS_peak_22796_lociStitched	chr3	193851344	193856316	3	4853	19967.552	968	1	HES1		HES1	968	1
3_MACS_peak_27542_lociStitched	chr6	134495196	134500294	3	4957	18901.8546	974	1	SGK1		SGK1	974	1
2_MACS_peak_31620_lociStitched	chr9	74976593	74981650	2	4916	19096.7491	979	1	ZFAND5		ZFAND5	979	1
3_MACS_peak_24090_lociStitched	chr4	159996018	160001708	3	5052	17697.607	985	1		C4orf45,MIR3688	C4orf45	985	1
1_MACS_peak_2060_lociStitched	chr1	160763967	160768701	1	4735	20202.8184	988	1	LY9		LY9	988	1
2_MACS_peak_13817_lociStitched	chr17	80307217	80312040	2	4599	21161.3948	991	1		TEX19,UTS2R,CD7,SECTM1	TEX19	991	1
3_MACS_peak_14717_lociStitched	chr19	6735623	6740465	3	4719	20170.3194	995	1	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	995	1
2_MACS_peak_3101_lociStitched	chr1	235489803	235494476	2	4628	20678.025	1000	1	GGPS1,ARID4B	TBCE	GGPS1	1000	1
2_MACS_peak_5420_lociStitched	chr11	65624133	65629092	2	4938	18223.3332	1002	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	1002	1
1_MACS_peak_4032_lociStitched	chr10	89620814	89625643	1	4830	19067.3065	1003	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	1003	1
1_MACS_peak_1907_lociStitched	chr1	154944965	154949507	1	4543	21037.6356	1010	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	1010	1
1_MACS_peak_9878_lociStitched	chr15	52310462	52314901	1	4440	21668.9785	1012	1	MAPK6	LEO1	MAPK6	1012	1
1_MACS_peak_8635_lociStitched	chr14	50098257	50102916	1	4660	20026.2456	1016	1	C14orf104	PPIL5,MGAT2,RPS29,RPL36AL	C14orf104	1016	1
2_MACS_peak_26990_lociStitched	chr6	56816882	56821640	2	4614	20295.249	1019	1	BEND6		BEND6	1019	1
1_MACS_peak_16399_lociStitched	chr2	11637228	11641885	1	4658	19869.5562	1025	1		GREB1,E2F6	E2F6	1025	1
1_MACS_peak_32207_lociStitched	chr9	126439162	126443623	1	4462	21197.3337	1027	1	DENND1A		DENND1A	1027	1
2_MACS_peak_30675_lociStitched	chr8	101961787	101966366	2	4484	20977.3148	1030	1	YWHAZ		YWHAZ	1030	1
1_MACS_peak_29121_lociStitched	chr7	102064113	102068533	1	4421	21321.196	1032	1	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	1032	1
1_MACS_peak_20822_lociStitched	chr22	42931939	42936524	1	4586	20064.4185	1035	1		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	1035	1
2_MACS_peak_4603_lociStitched	chr11	267516	272398	2	4534	20309.12	1040	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	1040	1
3_MACS_peak_15635_lociStitched	chr19	42771686	42776422	3	4686	19157.5936	1042	1		ZNF526,CIC,PRR19,TMEM145,DEDD2,GSK3A,ERF,PAFAH1B3	ERF	1042	1
2_MACS_peak_11837_lociStitched	chr16	75129647	75134492	2	4605	19731.747	1045	1	ZNRF1	ZFP1,LDHD	LDHD	1045	1
5_MACS_peak_16068_lociStitched	chr19	54055319	54060765	5	4699	19003.2724	1046	1	ZNF331	LOC284379	ZNF331	1046	1
1_MACS_peak_29569_lociStitched	chr7	142504645	142509113	1	4469	20506.7796	1051	1		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	1051	1
1_MACS_peak_9953_lociStitched	chr15	58646415	58651047	1	4633	19158.8784	1059	1			LIPC	1059	1
2_MACS_peak_28450_lociStitched	chr7	35683836	35688662	2	4638	19076.6954	1063	1	HERPUD2		HERPUD2	1063	1
2_MACS_peak_14587_lociStitched	chr19	2781979	2786763	2	4593	19413.472	1064	1	THOP1,SGTA	ZNF554,SLC39A3	SGTA	1064	1
1_MACS_peak_19925_lociStitched	chr21	36397442	36401989	1	4548	19633.0366	1065	1	RUNX1	C21orf96	C21orf96	1065	1
1_MACS_peak_16480_lociStitched	chr2	20793246	20797748	1	4503	19915.0472	1069	1			HS1BP3	1069	1
1_MACS_peak_27179_lociStitched	chr6	90992781	90997227	1	4447	20238.192	1072	1	BACH2		BACH2	1072	1
1_MACS_peak_31976_lociStitched	chr9	108005832	108010335	1	4504	19827.1593	1073	1	SLC44A1		SLC44A1	1073	1
2_MACS_peak_23861_lociStitched	chr4	129730417	129734861	2	4377	20517.948	1075	1	PHF17		PHF17	1075	1
3_MACS_peak_20404_lociStitched	chr22	24794648	24800134	3	4648	18417.0506	1081	1	SPECC1L	ADORA2A	ADORA2A	1081	1
1_MACS_peak_17959_lociStitched	chr2	158324033	158328606	1	4574	18909.8123	1087	1		CYTIP	CYTIP	1087	1
1_MACS_peak_3729_lociStitched	chr10	52381421	52386013	1	4593	18640.3056	1090	1	SGMS1		SGMS1	1090	1
1_MACS_peak_25303_lociStitched	chr5	126111691	126116069	1	4379	19864.7372	1102	1	LMNB1		LMNB1	1102	1
1_MACS_peak_3753_lociStitched	chr10	60025394	60029889	1	4496	18885.7425	1106	1	CISD1,IPMK		IPMK	1106	1
1_MACS_peak_11840_lociStitched	chr16	75141795	75146143	1	4349	19744.268	1117	1	ZNRF1,LDHD	ZFP1	LDHD	1117	1
3_MACS_peak_33449_lociStitched	chrX	123092863	123097638	3	4527	18314.99	1123	1	STAG2		STAG2	1123	1
2_MACS_peak_3057_lociStitched	chr1	234656837	234661416	2	4398	18951.1073	1135	1		TARBP1	TARBP1	1135	1
2_MACS_peak_29524_lociStitched	chr7	139613847	139618728	2	4509	17891.7936	1144	1	TBXAS1		TBXAS1	1144	1
2_MACS_peak_5286_lociStitched	chr11	62605954	62610618	2	4341	19147.5856	1148	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	1148	1
1_MACS_peak_32114_lociStitched	chr9	117145368	117149792	1	4425	18365.7936	1158	1	AKNA		AKNA	1158	1
1_MACS_peak_21882_lociStitched	chr3	98487851	98492237	1	4387	18282.6024	1181	1	ST3GAL6		ST3GAL6	1181	1
1_MACS_peak_19595_lociStitched	chr20	52530991	52535365	1	4375	18170.9082	1192	1		SUMO1P1	SUMO1P1	1192	1
1_MACS_peak_14710_lociStitched	chr19	6599773	6604203	1	4431	17682.788	1196	1		CD70	CD70	1196	1
2_MACS_peak_8345_lociStitched	chr13	115043667	115048540	2	4392	17817.1499	1208	1	UPF3A	CDC16,ZNF828	UPF3A	1208	1
