REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_13188_lociStitched	chr17	77015729	77035734	3	19954	33584.394	2418.6045	517	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	517	1
8_MACS_peak_24168_lociStitched	chr5	1399524	1421359	8	19769	20110.035	1978.251	518	SLC6A3		SLC6A3	518	1
8_MACS_peak_19884_lociStitched	chr20	62383655	62405308	8	19752	23296.4627	1996.4066	519	ZBTB46	ZGPAT,LIME1,SLC2A4RG,ARFRP1	SLC2A4RG	519	1
9_MACS_peak_29623_lociStitched	chr9	140224741	140248937	9	19751	25021.0836	2131.6676	520	EXD3	NRARP	NRARP	520	1
4_MACS_peak_25985_lociStitched	chr7	100805637	100825432	4	19740	31840.2575	1688.5135	521	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	521	1
18_MACS_peak_12731_lociStitched	chr17	72235013	72259992	18	19720	21072.2844	1968.3452	522	TTYH2	RPL38,DNAI2,MGC16275	TTYH2	522	1
3_MACS_peak_19732_lociStitched	chr20	60783673	60804380	3	19706	35437.9598	1859.4886	523	HRH3	GTPBP5,OSBPL2	HRH3	523	1
2_MACS_peak_20334_lociStitched	chr21	46163971	46183657	2	19650	30708.1914	2633.9868	524		KRTAP10-12,C21orf29,UBE2G2	C21orf29	524	1
4_MACS_peak_24990_lociStitched	chr6	33988366	34008828	4	19636	22995.1956	1939.7976	525	GRM4	MIR1275	MIR1275	525	1
5_MACS_peak_23219_lociStitched	chr4	3819377	3839457	5	19628	25730.512	1883.504	526			ADRA2C	526	1
2_MACS_peak_5343_lociStitched	chr11	1212738	1232489	2	19607	32146.7276	1931.6478	527		MUC5B	MUC5B	527	1
3_MACS_peak_5276_lociStitched	chr11	377182	397601	3	19591	28621.3123	1508.9641	528	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	528	1
5_MACS_peak_21996_lociStitched	chr22	46020699	46041781	5	19528	22880.2946	2152.4722	529		ATXN10	ATXN10	529	1
11_MACS_peak_28942_lociStitched	chr9	136117069	136140049	11	19452	21725.292	2091.18	530	ABO	OBP2B	ABO	530	1
1_MACS_peak_14084_lociStitched	chr19	3727894	3747279	1	19386	31746.8145	2762.3625	531	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	531	1
4_MACS_peak_9324_lociStitched	chr16	954890	974789	4	19375	22304.7891	1683.4554	532	LMF1		LMF1	532	1
10_MACS_peak_8942_lociStitched	chr15	74556542	74580572	10	19359	23352.354	2544.777	533	CCDC33	CCDC33	CCDC33	533	1
10_MACS_peak_19936_lociStitched	chr20	62790473	62811684	10	19341	19987.1253	1864.4469	534	MYT1		MYT1	534	1
2_MACS_peak_2422_lociStitched	chr1	20996841	21016841	2	19322	27976	2512	535	KIF17	PINK1,DDOST,SH2D5	DDOST	535	1
6_MACS_peak_18243_lociStitched	chr2	220298474	220319285	6	19287	28484.0157	1677.3666	536	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	536	1
1_MACS_peak_9493_lociStitched	chr16	3033705	3052905	1	19201	37332.48	1929.6	537	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	537	1
11_MACS_peak_8648_lociStitched	chr14	106080984	106101865	11	19194	21565.8968	2090.1881	538			TMEM121	538	1
6_MACS_peak_19686_lociStitched	chr20	60442169	60463342	6	19188	25485.9401	1655.7286	539	CDH4		MIR1257	539	1
7_MACS_peak_3160_lociStitched	chr1	31164850	31185837	7	19168	21060.4545	2333.7544	540	MATN1	LOC100129196,LAPTM5	LOC100129196	540	1
14_MACS_peak_21908_lociStitched	chr22	45435765	45458465	14	19168	18348.41	2008.95	541		PHF21B	PHF21B	541	1
9_MACS_peak_15854_lociStitched	chr19	35520471	35543110	9	19145	24391.2586	2087.3158	542	SCN1B,HPN	GRAMD1A	HPN	542	1
6_MACS_peak_29593_lociStitched	chr9	140022122	140042506	6	19086	26248.4768	1924.2496	543	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	543	1
9_MACS_peak_5801_lociStitched	chr11	61384090	61405247	9	19043	20687.3146	2375.9311	544	RPLP0P2	DAGLA,SYT7	RPLP0P2	544	1
2_MACS_peak_9388_lociStitched	chr16	1475615	1494740	2	19020	36836.6625	1434.375	545	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	545	1
11_MACS_peak_1329_lociStitched	chr1	9707909	9729850	11	19001	23009.5267	2071.2304	546	PIK3CD,C1orf200		C1orf200	546	1
5_MACS_peak_20079_lociStitched	chr21	43178790	43198598	5	18986	24680.768	2507.6928	547	RIPK4	NCRNA00112,C21orf129	RIPK4	547	1
5_MACS_peak_10727_lociStitched	chr16	88489766	88508892	5	18945	21074.9394	709.5746	548	ZNF469	ZFPM1	ZNF469	548	1
5_MACS_peak_4786_lociStitched	chr10	102974277	102993961	5	18876	28161.8988	1988.084	549	FLJ41350,LBX1		LBX1	549	1
6_MACS_peak_2591_lociStitched	chr1	22937375	22957993	6	18871	20246.876	2043.2438	550		EPHA8,C1QA,C1QC,C1QB	C1QA	550	1
3_MACS_peak_4523_lociStitched	chr10	73043492	73063346	3	18825	26252.9442	1794.8016	551	UNC5B	SLC29A3	SLC29A3	551	1
6_MACS_peak_13513_lociStitched	chr17	79906727	79927470	6	18812	27791.4714	1980.9565	552	NOTUM	NPB,LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	552	1
5_MACS_peak_13124_lociStitched	chr17	76353027	76372569	5	18803	29357.9466	2296.185	553	SOCS3	PGS1	SOCS3	553	1
10_MACS_peak_14936_lociStitched	chr19	13296431	13317450	10	18798	17744.2398	2118.7152	554	CACNA1A	IER2,STX10	IER2	554	1
7_MACS_peak_8958_lociStitched	chr15	74615760	74636325	7	18796	19929.5415	2149.0425	555	CCDC33,CYP11A1		CCDC33	555	1
6_MACS_peak_28936_lociStitched	chr9	136095785	136115527	6	18786	23319.2504	1753.0896	556		OBP2B,ABO	OBP2B	556	1
4_MACS_peak_29039_lociStitched	chr9	136590137	136609370	4	18776	23781.6045	2211.795	557	SARDH		SARDH	557	1
3_MACS_peak_25480_lociStitched	chr7	2713762	2733272	3	18769	23897.799	1691.517	558	AMZ1	TTYH3	AMZ1	558	1
2_MACS_peak_11847_lociStitched	chr17	36749177	36768193	2	18717	23509.4808	2251.4944	559	SRCIN1		SRCIN1	559	1
5_MACS_peak_970_lociStitched	chr1	7279535	7298952	5	18710	20684.9301	1848.4984	560	CAMTA1		CAMTA1	560	1
1_MACS_peak_4423_lociStitched	chr10	71486331	71505011	1	18681	24082.256	2092.16	561			COL13A1	561	1
5_MACS_peak_4301_lociStitched	chr10	11743675	11764349	5	18662	29636.179	3196.2004	562		ECHDC3	ECHDC3	562	1
4_MACS_peak_13865_lociStitched	chr19	2297970	2317023	4	18613	30477.1788	2802.6963	563	LINGO3	AMH,MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	563	1
4_MACS_peak_9201_lociStitched	chr15	91193953	91213167	4	18596	27328.0722	2811.0082	564		BLM	BLM	564	1
3_MACS_peak_20250_lociStitched	chr21	45699110	45717743	3	18594	40728.0114	2442.7863	565	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	565	1
5_MACS_peak_12181_lociStitched	chr17	43896371	43915999	5	18573	24894.1924	1945.1348	566	CRHR1	IMP5	IMP5	566	1
7_MACS_peak_12803_lociStitched	chr17	72413439	72433577	7	18529	21894.0336	1745.9646	567	GPRC5C	GPR142,CD300A	GPRC5C	567	1
2_MACS_peak_19868_lociStitched	chr20	62169932	62188491	2	18520	33073.9939	1781.664	568	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	568	1
2_MACS_peak_2433_lociStitched	chr1	21040887	21059517	2	18504	31393.413	1704.645	569	KIF17,SH2D5		KIF17	569	1
4_MACS_peak_20705_lociStitched	chr22	21557733	21577709	4	18503	21324.38	3290.0472	570			POM121L8P	570	1
4_MACS_peak_5951_lociStitched	chr11	64321105	64340261	4	18490	25255.2704	2059.27	571	SLC22A11	SLC22A12	SLC22A11	571	1
11_MACS_peak_28797_lociStitched	chr9	135321143	135342737	11	18462	17774.0214	2159.4	572	C9orf171	TTF1	C9orf171	572	1
5_MACS_peak_14079_lociStitched	chr19	3707686	3726664	5	18433	26459.1276	3180.7128	573		TJP3,MRPL54,PIP5K1C,APBA3,RAX2	TJP3	573	1
8_MACS_peak_28732_lociStitched	chr9	134653046	134673651	8	18432	19980.6685	2058.4395	574		RAPGEF1	RAPGEF1	574	1
5_MACS_peak_14010_lociStitched	chr19	3214186	3235012	5	18414	24864.1614	2655.315	575	CELF5	S1PR4,NCLN	CELF5	575	1
6_MACS_peak_3097_lociStitched	chr1	30841908	30862234	6	18387	20260.9568	2120.0018	576			LOC100129196	576	1
5_MACS_peak_9425_lociStitched	chr16	2232853	2252014	5	18384	34028.0199	1858.617	577	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	577	1
4_MACS_peak_11354_lociStitched	chr17	7717649	7737083	4	18340	24484.8966	2882.0622	578	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	578	1
7_MACS_peak_28508_lociStitched	chr9	132306707	132325868	7	18325	20563.5852	1919.9322	579			C9orf50	579	1
3_MACS_peak_27299_lociStitched	chr8	22003190	22022263	3	18319	28392.0678	2166.6928	580	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	580	1
5_MACS_peak_16382_lociStitched	chr19	42207391	42226564	5	18242	20254.3572	2145.4587	581	CEACAM5	CEACAM6,CEACAM7	CEACAM5	581	1
3_MACS_peak_9193_lociStitched	chr15	89897723	89916588	3	18191	27142.962	1937.4355	582	MIR9-3	LOC254559,POLG	MIR9-3	582	1
3_MACS_peak_866_lociStitched	chr1	6554366	6572668	3	18160	36270.9036	2071.7864	583	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	583	1
7_MACS_peak_17045_lociStitched	chr19	49262522	49282916	7	18104	22084.6626	1914.9966	584		FGF21,MAMSTR,RASIP1,IZUMO1,FUT1,BCAT2	FGF21	584	1
7_MACS_peak_13316_lociStitched	chr17	77703735	77722908	7	18101	23793.693	1800.3447	585	ENPP7	CBX2,CBX8	ENPP7	585	1
2_MACS_peak_29470_lociStitched	chr9	138625873	138644092	2	18084	24318.7212	1131.3999	586	KCNT1	SOHLH1	KCNT1	586	1
8_MACS_peak_25309_lociStitched	chr7	1247917	1268050	8	18075	20906.1072	1389.177	587		UNCX,ZFAND2A	UNCX	587	1
6_MACS_peak_10870_lociStitched	chr17	145434	164897	6	18070	22271.5109	1979.3871	588	RPH3AL		RPH3AL	588	1
3_MACS_peak_5325_lociStitched	chr11	1071043	1089570	3	18061	29083.6846	1430.2844	589	MUC2	MUC6	MUC2	589	1
4_MACS_peak_12255_lociStitched	chr17	46691141	46710007	4	18054	28161.2782	2250.7138	590	HOXB8,HOXB9,MIR196A1	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7	HOXB9	590	1
8_MACS_peak_25919_lociStitched	chr7	100414785	100434462	8	18047	22449.4893	1835.8641	591	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	591	1
4_MACS_peak_28042_lociStitched	chr8	145093618	145111870	4	18041	24616.4724	1399.9284	592	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	592	1
3_MACS_peak_29000_lociStitched	chr9	136434365	136452744	3	18033	25537.6205	1475.8337	593	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	593	1
4_MACS_peak_22327_lociStitched	chr22	51035467	51054253	4	17999	29689.3944	1638.1392	594	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	594	1
4_MACS_peak_14644_lociStitched	chr19	8391888	8410366	4	17991	28007.1046	2594.3112	595	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	595	1
6_MACS_peak_4407_lociStitched	chr10	71409561	71428388	6	17976	18685.7975	1961.7734	596		C10orf35	C10orf35	596	1
7_MACS_peak_27560_lociStitched	chr8	142603200	142621829	7	17873	17684.5097	1279.8123	597			FLJ43860	597	1
6_MACS_peak_18218_lociStitched	chr2	219878662	219897679	6	17861	21633.7392	2186.955	598	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	598	1
2_MACS_peak_28747_lociStitched	chr9	134706332	134724504	2	17812	22518.7424	1884.4364	599			RAPGEF1	599	1
5_MACS_peak_20127_lociStitched	chr21	43841130	43860277	5	17811	20288.1612	3348.8103	600	UBASH3A	TMPRSS3	UBASH3A	600	1
6_MACS_peak_2608_lociStitched	chr1	22986501	23004991	6	17765	17689.383	1760.248	601	C1QB	C1QA,C1QC,EPHB2	C1QB	601	1
1_MACS_peak_22622_lociStitched	chr3	48615798	48633523	1	17726	26041.57	1926.7075	602	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	COL7A1	602	1
3_MACS_peak_8928_lociStitched	chr15	74509876	74527817	3	17669	19239.9284	1729.5124	603		ISLR,CCDC33,STRA6	CCDC33	603	1
8_MACS_peak_29613_lociStitched	chr9	140199698	140218756	8	17668	25539.6258	1438.879	604	EXD3	COBRA1,C9orf167,NRARP	NRARP	604	1
11_MACS_peak_6573_lociStitched	chr11	70658052	70681808	11	17661	19924.1572	1765.0708	605	SHANK2	MIR3664	MIR3664	605	1
4_MACS_peak_28861_lociStitched	chr9	135615001	135633428	4	17649	21115.4993	1829.8011	606	C9orf98		DDX31	606	1
6_MACS_peak_28964_lociStitched	chr9	136174131	136194138	6	17636	20953.3311	1950.6825	607		RPL7A,SNORD24,SNORD36B,SNORD36A,SNORD36C,SURF2,C9orf96,ABO,SURF6,MED22,SURF1,SURF4	SURF6	607	1
7_MACS_peak_5431_lociStitched	chr11	1748108	1767116	7	17591	20072.448	1974.9312	608	MOB2,LOC402778	KRTAP5-6,FAM99B,CTSD	LOC402778	608	1
5_MACS_peak_17600_lociStitched	chr19	56267952	56286419	5	17579	21139.1749	3187.4042	609	RFPL4A	NLRP9	RFPL4A	609	1
4_MACS_peak_190_lociStitched	chr1	2298823	2316866	4	17542	29552.6297	1800.6914	610	MORN1	RER1,LOC100129534,PEX10	MORN1	610	1
7_MACS_peak_9806_lociStitched	chr16	29262083	29280457	7	17538	18328.065	1308.2288	611		RUNDC2C	RUNDC2C	611	1
9_MACS_peak_2424_lociStitched	chr1	21018160	21039078	9	17487	20108.4734	2221.4916	612	KIF17	DDOST,SH2D5	KIF17	612	1
3_MACS_peak_8091_lociStitched	chr13	114048819	114066694	3	17479	26381.7125	2096.7375	613		GRTP1,ADPRHL1	GRTP1	613	1
3_MACS_peak_24530_lociStitched	chr5	176298493	176316449	3	17399	28891.204	1702.2288	614	UNC5A,HK3		HK3	614	1
3_MACS_peak_13505_lociStitched	chr17	79758993	79777479	3	17382	38548.8558	1807.9308	615	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	615	1
6_MACS_peak_5574_lociStitched	chr11	2933176	2951801	6	17354	27460.7	1646.45	616	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	616	1
5_MACS_peak_18078_lociStitched	chr2	128379970	128398311	5	17348	20875.7262	1940.4778	617	MYO7B,LIMS2	GPR17	GPR17	617	1
9_MACS_peak_25383_lociStitched	chr7	1548772	1567993	9	17344	18805.8264	1654.9281	618		MAFK,KIAA1908,MICALL2,INTS1,TMEM184A,PSMG3	MAFK	618	1
4_MACS_peak_24542_lociStitched	chr5	176885007	176903088	4	17304	25931.7702	2021.4558	619	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	619	1
6_MACS_peak_14033_lociStitched	chr19	3287769	3306078	6	17299	22287.5457	2385.6627	620	CELF5		NFIC	620	1
1_MACS_peak_26244_lociStitched	chr7	151077349	151094636	1	17288	30584.1604	2314.7293	621	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	621	1
7_MACS_peak_21406_lociStitched	chr22	40009315	40029043	7	17261	23425.0272	2213.4816	622	CACNA1I		CACNA1I	622	1
9_MACS_peak_13134_lociStitched	chr17	76445074	76465068	9	17239	21675.4954	1471.5584	623	DNAH17		PGS1	623	1
7_MACS_peak_24921_lociStitched	chr6	33760296	33778399	7	17208	19200.0418	1826.5927	624	MLN	IP6K3,LEMD2	MLN	624	1
5_MACS_peak_24190_lociStitched	chr5	1652286	1670407	5	17191	22662.1226	1766.7975	625		LOC728613,MIR4277	LOC728613	625	1
10_MACS_peak_21557_lociStitched	chr22	43685940	43705831	10	17188	16923.2628	1983.1327	626	SCUBE1		SCUBE1	626	1
2_MACS_peak_11761_lociStitched	chr17	34741860	34759240	2	17177	30797.36	4736.05	627	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	627	1
8_MACS_peak_27612_lociStitched	chr8	142732008	142751156	8	17114	18449.098	1506.9476	628			FLJ43860	628	1
5_MACS_peak_28740_lociStitched	chr9	134678499	134696999	5	17101	22000.2	1922.15	629			RAPGEF1	629	1
5_MACS_peak_20144_lociStitched	chr21	44011484	44030408	5	17094	22250.8392	3156.5232	630		PDE9A	PDE9A	630	1
7_MACS_peak_23102_lociStitched	chr4	2057674	2076436	7	17087	18473.0652	1322.721	631	NAT8L,POLN	C4orf48,WHSC2	NAT8L	631	1
16_MACS_peak_1884_lociStitched	chr1	18088306	18109030	16	17059	16214.4576	1890.0288	632	ACTL8		ACTL8	632	1
6_MACS_peak_14562_lociStitched	chr19	7949759	7968402	6	17032	23840.6684	2746.1139	633	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	633	1
12_MACS_peak_21881_lociStitched	chr22	45384627	45405207	12	16997	18678.408	1817.214	634	PHF21B		PHF21B	634	1
4_MACS_peak_14598_lociStitched	chr19	8183711	8201380	4	16993	23160.5252	2402.984	635	FBN3		FBN3	635	1
7_MACS_peak_216_lociStitched	chr1	2496025	2515155	7	16987	20270.148	1907.261	636		TNFRSF14,C1orf93,PANK4,HES5,LOC115110,MMEL1	C1orf93	636	1
6_MACS_peak_15554_lociStitched	chr19	18492546	18510199	6	16978	18728.0677	2174.8496	637	GDF15,MIR3189,LRRC25	PGPEP1,SSBP4,ISYNA1	MIR3189	637	1
3_MACS_peak_9129_lociStitched	chr15	79055009	79072231	3	16965	21980.4386	1431.1482	638	ADAMTS7	LOC646938	LOC646938	638	1
6_MACS_peak_13083_lociStitched	chr17	75910058	75928157	6	16953	19436.5161	1960.1217	639		FLJ45079	FLJ45079	639	1
9_MACS_peak_21709_lociStitched	chr22	44832503	44851029	9	16925	18388.9076	1463.554	640		LDOC1L	LDOC1L	640	1
3_MACS_peak_12406_lociStitched	chr17	48633732	48650880	3	16906	24986.3508	1917.1464	641	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	641	1
4_MACS_peak_21688_lociStitched	chr22	44775575	44793342	4	16903	19495.7291	1527.962	642			KIAA1644	642	1
4_MACS_peak_12240_lociStitched	chr17	45921977	45939105	4	16898	26433.6424	1957.7304	643	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	643	1
5_MACS_peak_13157_lociStitched	chr17	76516992	76535068	5	16894	20140.2792	1733.4884	644	DNAH17		DNAH17	644	1
6_MACS_peak_107_lociStitched	chr1	1843879	1861902	6	16893	21897.945	1683.3482	645	CALML6,TMEM52	GNB1	TMEM52	645	1
6_MACS_peak_20394_lociStitched	chr21	46662123	46680496	6	16881	22534.4845	2664.085	646		LOC642852,POFUT2	POFUT2	646	1
3_MACS_peak_13069_lociStitched	chr17	75848492	75865804	3	16876	19924.3808	2338.8512	647		FLJ45079	FLJ45079	647	1
3_MACS_peak_15011_lociStitched	chr19	13973665	13990871	3	16874	21634.8244	1691.3498	648	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	648	1
4_MACS_peak_29466_lociStitched	chr9	138606943	138624638	4	16835	19089.366	1272.2705	649	KCNT1	SOHLH1	KCNT1	649	1
3_MACS_peak_14478_lociStitched	chr19	7016864	7033911	3	16788	22268.4961	3445.1987	650	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	650	1
2_MACS_peak_25304_lociStitched	chr7	1218646	1235611	2	16760	20510.685	1749.0915	651		UNCX,C7orf50,ZFAND2A	ZFAND2A	651	1
3_MACS_peak_5583_lociStitched	chr11	3209730	3227135	3	16745	26993.4145	1639.551	652		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	652	1
5_MACS_peak_21029_lociStitched	chr22	30105030	30123796	5	16741	21913.0582	1366.1648	653	CABP7	UQCR10,ZMAT5	CABP7	653	1
11_MACS_peak_8506_lociStitched	chr14	105037088	105057745	11	16725	17517.136	758.1119	654	C14orf180	TMEM179	C14orf180	654	1
2_MACS_peak_14155_lociStitched	chr19	4772390	4789121	2	16721	18865.8756	2226.8961	655	C19orf30	MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	655	1
2_MACS_peak_11827_lociStitched	chr17	36333536	36350358	2	16695	36527.2908	5862.467	656	TBC1D3,TBC1D3F		TBC1D3	656	1
2_MACS_peak_29640_lociStitched	chr9	140317846	140334592	2	16668	35531.6628	1513.8384	657	NOXA1,ENTPD8	EXD3,NELF	NOXA1	657	1
10_MACS_peak_2198_lociStitched	chr1	19136204	19155695	10	16624	17329.4481	2030.9622	658		TAS1R2	TAS1R2	658	1
3_MACS_peak_25904_lociStitched	chr7	100350475	100367328	3	16613	20644.925	1518.4553	659	ZAN	POP7,EPO	ZAN	659	1
7_MACS_peak_18949_lociStitched	chr20	44930411	44948583	7	16604	20607.048	1746.3292	660		SLC35C2	SLC35C2	660	1
6_MACS_peak_12244_lociStitched	chr17	45941706	45959608	6	16576	19318.0482	1931.6258	661		LRRC46,SP2,OSBPL7,MRPL10,SCRN2,SP6	SP6	661	1
2_MACS_peak_29131_lociStitched	chr9	137372483	137389127	2	16572	21895.182	1309.8828	662			COL5A1	662	1
1_MACS_peak_14481_lociStitched	chr19	7036662	7053220	1	16559	21520.4326	3694.0898	663	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	663	1
3_MACS_peak_22063_lociStitched	chr22	46844972	46862680	3	16496	17268.8416	1480.3888	664	CELSR1		CELSR1	664	1
3_MACS_peak_25857_lociStitched	chr7	99757641	99775021	3	16468	25034.152	1856.184	665	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	665	1
9_MACS_peak_6856_lociStitched	chr11	117367865	117387504	9	16456	16752.067	1632.0009	666	DSCAML1		CEP164	666	1
5_MACS_peak_2625_lociStitched	chr1	23033905	23051851	5	16441	20614.5702	1762.2972	667	EPHB2		EPHB2	667	1
2_MACS_peak_25950_lociStitched	chr7	100633187	100650162	2	16427	43756.4575	3355.9575	668	MUC12	MUC17	MUC17	668	1
7_MACS_peak_19701_lociStitched	chr20	60497086	60516653	7	16419	19365.4599	1786.4671	669	CDH4	MIR1257	MIR1257	669	1
4_MACS_peak_4064_lociStitched	chr1	205626754	205644780	4	16415	21103.0382	3242.8774	670	SLC45A3	ELK4	SLC45A3	670	1
6_MACS_peak_22716_lociStitched	chr3	50545768	50562932	6	16409	18271.078	1724.982	671		HEMK1,CACNA2D2,C3orf18	CACNA2D2	671	1
6_MACS_peak_16573_lociStitched	chr19	45733666	45750724	6	16355	18620.5128	1629.039	672	EXOC3L2	MARK4	EXOC3L2	672	1
3_MACS_peak_27807_lociStitched	chr8	143611694	143628772	3	16354	20838.5756	1205.7068	673	BAI1		BAI1	673	1
3_MACS_peak_14527_lociStitched	chr19	7781230	7797746	3	16300	16912.384	2005.0424	674	CLEC4G	RETN,C19orf59,TRAPPC5,CLEC4M,FCER2,CD209	CLEC4G	674	1
6_MACS_peak_14570_lociStitched	chr19	8085424	8103905	6	16293	18002.3421	2326.7579	675		CCL25,ELAVL1	CCL25	675	1
