REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
6_MACS_peak_29593_lociStitched	chr9	140022122	140042506	6	19086	26248.4768	1924.2496	505	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	505	1
3_MACS_peak_8091_lociStitched	chr13	114048819	114066694	3	17479	26381.7125	2096.7375	506		GRTP1,ADPRHL1	GRTP1	506	1
2_MACS_peak_11869_lociStitched	chr17	37751233	37766661	2	15353	25530.2544	1275.8956	507	NEUROD2	PPP1R1B,STARD3	NEUROD2	507	1
5_MACS_peak_22681_lociStitched	chr3	50415535	50439836	5	23498	26765.1214	2532.1642	508	CACNA2D2	CYB561D2,TUSC2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	508	1
11_MACS_peak_10825_lociStitched	chr17	1184	30086	11	26259	26896.2012	2673.435	509	DOC2B		DOC2B	509	1
6_MACS_peak_21977_lociStitched	chr22	45927227	45950006	6	21611	26482.8654	2266.5105	510	FBLN1		FBLN1	510	1
10_MACS_peak_21041_lociStitched	chr22	30638440	30663506	10	21750	26920.884	2707.128	511	LIF,OSM	GATSL3	LIF	511	1
6_MACS_peak_1795_lociStitched	chr1	17692318	17717540	6	24254	27035.4618	2822.3418	512	PADI6	RCC2	PADI6	512	1
4_MACS_peak_15523_lociStitched	chr19	18145567	18169193	4	22257	26576.8874	2414.5772	513		ARRDC2,MAST3,IL12RB1	ARRDC2	513	1
5_MACS_peak_28822_lociStitched	chr9	135371735	135394386	5	22200	26673.8176	2545.9724	514	C9orf171		BARHL1	514	1
1_MACS_peak_22622_lociStitched	chr3	48615798	48633523	1	17726	26041.57	1926.7075	515	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	COL7A1	515	1
8_MACS_peak_29613_lociStitched	chr9	140199698	140218756	8	17668	25539.6258	1438.879	516	EXD3	COBRA1,C9orf167,NRARP	NRARP	516	1
3_MACS_peak_296_lociStitched	chr1	2833279	2854082	3	20617	25631.3763	1533.1811	517			ACTRT2	517	1
3_MACS_peak_29000_lociStitched	chr9	136434365	136452744	3	18033	25537.6205	1475.8337	518	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	518	1
6_MACS_peak_22282_lociStitched	chr22	50506159	50530530	6	21741	26296.309	2239.6949	519	MOV10L1,MLC1	TTLL8	MLC1	519	1
10_MACS_peak_12846_lociStitched	chr17	72590317	72617334	10	24787	26949.4575	2944.853	520	C17orf77,CD300E	RAB37,CD300C,CD300LD	CD300LD	520	1
7_MACS_peak_6083_lociStitched	chr11	66313463	66337432	7	22037	26373.0907	2459.2194	521	ACTN3,ZDHHC24,CTSF	BBS1,CCS,RBM14,CCDC87	CTSF	521	1
4_MACS_peak_24542_lociStitched	chr5	176885007	176903088	4	17304	25931.7702	2021.4558	522	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	522	1
11_MACS_peak_27149_lociStitched	chr8	7415932	7444332	11	24684	27187.32	3311.44	523	FAM90A7		FAM90A7	523	1
8_MACS_peak_273_lociStitched	chr1	2761251	2786922	8	23983	25642.7619	1776.4332	524			ACTRT2	524	1
5_MACS_peak_23219_lociStitched	chr4	3819377	3839457	5	19628	25730.512	1883.504	525			ADRA2C	525	1
6_MACS_peak_19686_lociStitched	chr20	60442169	60463342	6	19188	25485.9401	1655.7286	526	CDH4		MIR1257	526	1
5_MACS_peak_19815_lociStitched	chr20	61744434	61765821	5	20536	25604.5164	1805.0628	527		HAR1A,MIR124-3,HAR1B	HAR1B	527	1
6_MACS_peak_20774_lociStitched	chr22	23859954	23882013	6	21378	26481.8295	2704.4334	528		IGLL1	IGLL1	528	1
7_MACS_peak_14494_lociStitched	chr19	7542826	7568296	7	24581	27762.3	3991.149	529	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	529	1
7_MACS_peak_19372_lociStitched	chr20	57357795	57382401	7	22903	25880.5908	2256.3702	530		GNAS,MIR296,MIR298,GNAS-AS	MIR296	530	1
15_MACS_peak_26356_lociStitched	chr7	154678714	154707848	15	24759	27246.1168	3761.1994	531	DPP6	LOC100132707	LOC100132707	531	1
7_MACS_peak_2789_lociStitched	chr1	29558939	29581549	7	20548	25816.098	2342.396	532	PTPRU	MECR	PTPRU	532	1
5_MACS_peak_19030_lociStitched	chr20	48956272	48980968	5	23402	26224.6824	2775.8304	533		LOC284751	LOC284751	533	1
10_MACS_peak_28651_lociStitched	chr9	133390893	133417175	10	23016	25900.911	2488.9054	534		FUBP3,LOC100272217	LOC100272217	534	1
5_MACS_peak_4778_lociStitched	chr10	102880870	102897731	5	15853	25279.6973	1922.154	535	TLX1,TLX1NB		TLX1NB	535	1
5_MACS_peak_14079_lociStitched	chr19	3707686	3726664	5	18433	26459.1276	3180.7128	536		TJP3,MRPL54,PIP5K1C,APBA3,RAX2	TJP3	536	1
7_MACS_peak_13354_lociStitched	chr17	77870174	77893236	7	21304	25469.6728	2246.2388	537			CBX4	537	1
4_MACS_peak_28042_lociStitched	chr8	145093618	145111870	4	18041	24616.4724	1399.9284	538	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	538	1
4_MACS_peak_5951_lociStitched	chr11	64321105	64340261	4	18490	25255.2704	2059.27	539	SLC22A11	SLC22A12	SLC22A11	539	1
2_MACS_peak_29470_lociStitched	chr9	138625873	138644092	2	18084	24318.7212	1131.3999	540	KCNT1	SOHLH1	KCNT1	540	1
3_MACS_peak_25857_lociStitched	chr7	99757641	99775021	3	16468	25034.152	1856.184	541	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	541	1
6_MACS_peak_788_lociStitched	chr1	5799159	5821175	6	20210	24950.7328	1816.32	542			NPHP4	542	1
5_MACS_peak_7729_lociStitched	chr12	54584727	54605481	5	20382	25685.1504	2581.7976	543		SMUG1,CBX5	SMUG1	543	1
3_MACS_peak_12406_lociStitched	chr17	48633732	48650880	3	16906	24986.3508	1917.1464	544	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	544	1
12_MACS_peak_11242_lociStitched	chr17	6995421	7020252	12	20743	25638.0075	2624.6367	545	ASGR2	SLC16A11,CLEC10A	ASGR2	545	1
1_MACS_peak_13781_lociStitched	chr19	591048	603584	1	12537	24896.496	1911.74	546	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	546	1
5_MACS_peak_12181_lociStitched	chr17	43896371	43915999	5	18573	24894.1924	1945.1348	547	CRHR1	IMP5	IMP5	547	1
9_MACS_peak_29623_lociStitched	chr9	140224741	140248937	9	19751	25021.0836	2131.6676	548	EXD3	NRARP	NRARP	548	1
7_MACS_peak_13410_lociStitched	chr17	78147872	78169879	7	20737	25231.0255	2471.3861	549	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	549	1
2_MACS_peak_1689_lociStitched	chr1	17195119	17206173	2	10591	25408.7244	2662.9086	550		CROCC	CROCC	550	1
13_MACS_peak_20178_lociStitched	chr21	44478357	44503855	13	21556	25577.0438	2950.1186	551	CBS	U2AF1	CBS	551	1
3_MACS_peak_1617_lociStitched	chr1	16383407	16400127	3	16091	24583.416	1961.256	552	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	552	1
2_MACS_peak_4807_lociStitched	chr10	104165309	104178311	2	12971	23905.4772	1388.6136	553	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	553	1
1_MACS_peak_3768_lociStitched	chr1	156584856	156597178	1	12323	24769.6844	2278.3378	554	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	554	1
8_MACS_peak_13177_lociStitched	chr17	76603430	76626893	8	21399	24959.9394	2564.5059	555		DNAH17	DNAH17	555	1
7_MACS_peak_23880_lociStitched	chr4	8849213	8872206	7	22001	24218.5269	1827.9435	556	HMX1		HMX1	556	1
1_MACS_peak_22884_lociStitched	chr3	183944301	183955892	1	11592	24081.4616	1701.5588	557	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	557	1
3_MACS_peak_11327_lociStitched	chr17	7614674	7630645	3	15512	23977.2623	1611.4739	558	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	558	1
4_MACS_peak_6352_lociStitched	chr11	69687820	69710332	4	21250	24004.5456	1647.8784	559			FGF3	559	1
9_MACS_peak_15854_lociStitched	chr19	35520471	35543110	9	19145	24391.2586	2087.3158	560	SCN1B,HPN	GRAMD1A	HPN	560	1
3_MACS_peak_29603_lociStitched	chr9	140119657	140131044	3	11009	23371.8175	1099.9842	561	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	561	1
5_MACS_peak_14010_lociStitched	chr19	3214186	3235012	5	18414	24864.1614	2655.315	562	CELF5	S1PR4,NCLN	CELF5	562	1
3_MACS_peak_25480_lociStitched	chr7	2713762	2733272	3	18769	23897.799	1691.517	563	AMZ1	TTYH3	AMZ1	563	1
4_MACS_peak_9494_lociStitched	chr16	3054932	3071416	4	15981	23898.5032	1722.578	564	CLDN9,TNFRSF12A,CLDN6	KREMEN2,PAQR4,LOC283875,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	564	1
2_MACS_peak_13340_lociStitched	chr17	77813506	77826259	2	12664	23344.3665	1170.7254	565		CBX8,CBX4	CBX4	565	1
5_MACS_peak_20079_lociStitched	chr21	43178790	43198598	5	18986	24680.768	2507.6928	566	RIPK4	NCRNA00112,C21orf129	RIPK4	566	1
7_MACS_peak_12171_lociStitched	chr17	43865361	43889334	7	22242	24557.9412	2423.6703	567	CRHR1	IMP5	CRHR1	567	1
1_MACS_peak_27992_lociStitched	chr8	144500867	144511964	1	11098	23038.4817	917.7219	568	MAFA	RHPN1	MAFA	568	1
9_MACS_peak_18365_lociStitched	chr2	241613357	241639685	9	24474	23044.8984	939.9096	569	AQP12A,AQP12B	GPR35	AQP12B	569	1
9_MACS_peak_13270_lociStitched	chr17	77522838	77545559	9	20554	23693.4588	1599.5584	570		RBFOX3	RBFOX3	570	1
3_MACS_peak_5280_lociStitched	chr11	403802	420168	3	15249	23419.746	1373.1074	571	PKP3,SIGIRR,ANO9	B4GALNT4,PTDSS2	SIGIRR	571	1
7_MACS_peak_23840_lociStitched	chr4	8689466	8712535	7	20571	23772.6045	1760.1647	572			CPZ	572	1
7_MACS_peak_13316_lociStitched	chr17	77703735	77722908	7	18101	23793.693	1800.3447	573	ENPP7	CBX2,CBX8	ENPP7	573	1
1_MACS_peak_4423_lociStitched	chr10	71486331	71505011	1	18681	24082.256	2092.16	574			COL13A1	574	1
15_MACS_peak_1197_lociStitched	chr1	8383171	8409096	15	22095	24390.24	2486.2075	575	SLC45A1		SLC45A1	575	1
10_MACS_peak_28608_lociStitched	chr9	133223056	133247901	10	21323	23953.0645	2059.6505	576			ASS1	576	1
5_MACS_peak_16202_lociStitched	chr19	39986703	40008671	5	20961	24489.9264	2605.4048	577	DLL3,SELV	TIMM50,EID2B,EID2	SELV	577	1
5_MACS_peak_2654_lociStitched	chr1	23120210	23145171	5	23812	24371.9204	2491.1078	578	EPHB2	MIR4253	MIR4253	578	1
3_MACS_peak_29232_lociStitched	chr9	137819849	137843046	3	22030	23779.2447	1971.745	579		FCN2,FCN1	FCN1	579	1
4_MACS_peak_28761_lociStitched	chr9	134999384	135019870	4	20246	23976.8144	2206.3422	580		NTNG2,MED27	NTNG2	580	1
11_MACS_peak_12892_lociStitched	chr17	72964461	72989554	11	21600	24628.7795	2960.974	581	CDR2L,C17orf28	OTOP2,OTOP3,ICT1,USH1G	CDR2L	581	1
4_MACS_peak_11354_lociStitched	chr17	7717649	7737083	4	18340	24484.8966	2882.0622	582	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	582	1
4_MACS_peak_9274_lociStitched	chr16	318126	334715	4	16209	22793.286	1194.408	583	ARHGDIG,PDIA2,RGS11	ITFG3,LUC7L	RGS11	583	1
4_MACS_peak_29039_lociStitched	chr9	136590137	136609370	4	18776	23781.6045	2211.795	584	SARDH		SARDH	584	1
6_MACS_peak_28936_lociStitched	chr9	136095785	136115527	6	18786	23319.2504	1753.0896	585		OBP2B,ABO	OBP2B	585	1
13_MACS_peak_918_lociStitched	chr1	7100541	7125493	13	21546	23791.732	2427.8296	586	CAMTA1		CAMTA1	586	1
11_MACS_peak_28062_lociStitched	chr8	145756107	145780312	11	20162	23217.436	1861.3645	587	ARHGAP39	PPP1R16A,GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857	MGC70857	587	1
13_MACS_peak_1760_lociStitched	chr1	17590394	17617578	13	23425	23715.3216	2386.7552	588	PADI3	PADI4	PADI3	588	1
11_MACS_peak_14166_lociStitched	chr19	5170893	5197331	11	24093	24891.377	3574.4176	589			PTPRS	589	1
7_MACS_peak_17078_lociStitched	chr19	49649284	49672280	7	21834	24033.1196	2722.7264	590	PPFIA3,TRPM4,HRC	LIN7B,C19orf73	TRPM4	590	1
8_MACS_peak_19884_lociStitched	chr20	62383655	62405308	8	19752	23296.4627	1996.4066	591	ZBTB46	ZGPAT,LIME1,SLC2A4RG,ARFRP1	SLC2A4RG	591	1
4_MACS_peak_75_lociStitched	chr1	1171830	1184890	4	12125	22356.108	1070.92	592	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	592	1
4_MACS_peak_11819_lociStitched	chr17	35287287	35300213	4	12751	22444.7064	1165.9252	593	LHX1	AATF	LHX1	593	1
3_MACS_peak_9846_lociStitched	chr16	30030647	30043938	3	12212	23042.6067	1773.0194	594	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	C16orf92	594	1
2_MACS_peak_11847_lociStitched	chr17	36749177	36768193	2	18717	23509.4808	2251.4944	595	SRCIN1		SRCIN1	595	1
7_MACS_peak_21406_lociStitched	chr22	40009315	40029043	7	17261	23425.0272	2213.4816	596	CACNA1I		CACNA1I	596	1
8_MACS_peak_24928_lociStitched	chr6	33780970	33803100	8	20829	23194.453	2053.664	597		LEMD2,MLN	MLN	597	1
9_MACS_peak_16819_lociStitched	chr19	47956543	47978210	9	21194	23296.3584	2162.3666	598	SLC8A2	MEIS3,KPTN,NAPA	SLC8A2	598	1
4_MACS_peak_25449_lociStitched	chr7	2513419	2530932	4	16177	22656.5681	1539.3927	599		LFNG	LFNG	599	1
8_MACS_peak_21784_lociStitched	chr22	45093480	45116282	8	21525	23130.3488	2015.6968	600	PRR5,PRR5-ARHGAP8	ARHGAP8	PRR5-ARHGAP8	600	1
3_MACS_peak_13777_lociStitched	chr19	544198	559849	3	15478	23083.6599	1975.1562	601	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	601	1
3_MACS_peak_20244_lociStitched	chr21	45665943	45681374	3	15295	23475.1803	2374.8309	602	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	602	1
6_MACS_peak_14562_lociStitched	chr19	7949759	7968402	6	17032	23840.6684	2746.1139	603	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	603	1
2_MACS_peak_9403_lociStitched	chr16	1961524	1976008	2	14177	22690.6344	1604.8272	604	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	604	1
4_MACS_peak_24990_lociStitched	chr6	33988366	34008828	4	19636	22995.1956	1939.7976	605	GRM4	MIR1275	MIR1275	605	1
12_MACS_peak_4552_lociStitched	chr10	73281149	73307962	12	22935	24051.261	3011.0999	606	CDH23		CDH23	606	1
11_MACS_peak_1329_lociStitched	chr1	9707909	9729850	11	19001	23009.5267	2071.2304	607	PIK3CD,C1orf200		C1orf200	607	1
12_MACS_peak_26070_lociStitched	chr7	101137615	101165092	12	22477	23665.9401	2739.4569	608	EMID2		MYL10	608	1
5_MACS_peak_24190_lociStitched	chr5	1652286	1670407	5	17191	22662.1226	1766.7975	609		LOC728613,MIR4277	LOC728613	609	1
9_MACS_peak_27204_lociStitched	chr8	7869772	7892357	9	20282	23517.7605	2640.1865	610			MIR548I3	610	1
10_MACS_peak_14199_lociStitched	chr19	5275395	5299527	10	21744	23644.5336	2806.5516	611	PTPRS		PTPRS	611	1
10_MACS_peak_8942_lociStitched	chr15	74556542	74580572	10	19359	23352.354	2544.777	612	CCDC33	CCDC33	CCDC33	612	1
4_MACS_peak_25392_lociStitched	chr7	1586860	1602982	4	15409	22306.3992	1499.346	613	TMEM184A	MAFK,KIAA1908,INTS1,PSMG3	TMEM184A	613	1
9_MACS_peak_7545_lociStitched	chr12	52694512	52718062	9	21285	23373.375	2574.015	614	KRT86,KRT83	KRT81,KRT85	KRT83	614	1
3_MACS_peak_27296_lociStitched	chr8	21979968	21992131	3	11606	21836.2339	1065.4788	615	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	615	1
4_MACS_peak_14598_lociStitched	chr19	8183711	8201380	4	16993	23160.5252	2402.984	616	FBN3		FBN3	616	1
1_MACS_peak_1663_lociStitched	chr1	16854918	16864690	1	9773	23199.7052	2462.544	617		MIR3675,CROCCP3	MIR3675	617	1
5_MACS_peak_21996_lociStitched	chr22	46020699	46041781	5	19528	22880.2946	2152.4722	618		ATXN10	ATXN10	618	1
1_MACS_peak_10972_lociStitched	chr17	1026335	1039176	1	12842	21915.7347	1271.259	619	ABR	ABR	ABR	619	1
2_MACS_peak_28747_lociStitched	chr9	134706332	134724504	2	17812	22518.7424	1884.4364	620			RAPGEF1	620	1
4_MACS_peak_9324_lociStitched	chr16	954890	974789	4	19375	22304.7891	1683.4554	621	LMF1		LMF1	621	1
8_MACS_peak_25919_lociStitched	chr7	100414785	100434462	8	18047	22449.4893	1835.8641	622	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	622	1
2_MACS_peak_5384_lociStitched	chr11	1558833	1571554	2	12477	21936.0924	1322.984	623	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	623	1
3_MACS_peak_4037_lociStitched	chr1	205010007	205026171	3	14963	22789.6236	2185.3728	624	CNTN2	TMEM81	CNTN2	624	1
7_MACS_peak_13732_lociStitched	chr19	356011	376684	7	19985	23062.7988	2466.2889	625	THEG	MIER2,C2CD4C	THEG	625	1
5_MACS_peak_27286_lociStitched	chr8	21897691	21915079	5	15426	22216.6476	1629.2556	626	FGF17,EPB49	NPM2,EPB49,FAM160B2	EPB49	626	1
2_MACS_peak_29131_lociStitched	chr9	137372483	137389127	2	16572	21895.182	1309.8828	627			COL5A1	627	1
10_MACS_peak_29374_lociStitched	chr9	138255731	138279595	10	21851	22246.0208	1660.9344	628			KIAA0649	628	1
2_MACS_peak_9282_lociStitched	chr16	605693	615503	2	9334	21361.275	776.952	629	C16orf11	SOLH,MIR3176,NHLRC4,PIGQ,RAB40C,NCRNA00235	C16orf11	629	1
3_MACS_peak_20149_lociStitched	chr21	44033063	44048531	3	14904	22926.6696	2366.604	630		PDE9A	PDE9A	630	1
3_MACS_peak_4169_lociStitched	chr1	228743923	228771141	3	27016	33342.05	12784.2946	631		DUSP5P	DUSP5P	631	1
3_MACS_peak_9129_lociStitched	chr15	79055009	79072231	3	16965	21980.4386	1431.1482	632	ADAMTS7	LOC646938	LOC646938	632	1
5_MACS_peak_21029_lociStitched	chr22	30105030	30123796	5	16741	21913.0582	1366.1648	633	CABP7	UQCR10,ZMAT5	CABP7	633	1
10_MACS_peak_21770_lociStitched	chr22	45059032	45082227	10	20275	22288.0755	1913.5875	634	PRR5	PRR5,PRR5-ARHGAP8	PRR5	634	1
14_MACS_peak_2562_lociStitched	chr1	22708491	22735617	14	22805	23095.0764	2720.7378	635		ZBTB40	ZBTB40	635	1
5_MACS_peak_10727_lociStitched	chr16	88489766	88508892	5	18945	21074.9394	709.5746	636	ZNF469	ZFPM1	ZNF469	636	1
6_MACS_peak_10870_lociStitched	chr17	145434	164897	6	18070	22271.5109	1979.3871	637	RPH3AL		RPH3AL	637	1
6_MACS_peak_107_lociStitched	chr1	1843879	1861902	6	16893	21897.945	1683.3482	638	CALML6,TMEM52	GNB1	TMEM52	638	1
9_MACS_peak_13134_lociStitched	chr17	76445074	76465068	9	17239	21675.4954	1471.5584	639	DNAH17		PGS1	639	1
7_MACS_peak_17045_lociStitched	chr19	49262522	49282916	7	18104	22084.6626	1914.9966	640		FGF21,MAMSTR,RASIP1,IZUMO1,FUT1,BCAT2	FGF21	640	1
11_MACS_peak_28250_lociStitched	chr9	115823370	115852501	11	24768	24231.1658	4081.2531	641		NCRNA00256A,ZNF883,ZFP37,NCRNA00256B	ZFP37	641	1
7_MACS_peak_12803_lociStitched	chr17	72413439	72433577	7	18529	21894.0336	1745.9646	642	GPRC5C	GPR142,CD300A	GPRC5C	642	1
5_MACS_peak_28740_lociStitched	chr9	134678499	134696999	5	17101	22000.2	1922.15	643			RAPGEF1	643	1
8_MACS_peak_27730_lociStitched	chr8	143199216	143221077	8	20455	21524.3406	1449.3843	644			NCRNA00051	644	1
11_MACS_peak_15201_lociStitched	chr19	15294880	15317380	11	20299	21744	1696.5	645	NOTCH3	EPHX3	NOTCH3	645	1
5_MACS_peak_7410_lociStitched	chr12	49370793	49383609	5	11522	21743.6256	1701.9648	646	WNT1	ARF3,WNT10B,DDN,PRKAG1	WNT1	646	1
2_MACS_peak_5891_lociStitched	chr11	64057584	64068839	2	11250	21307.966	1294.325	647	KCNK4,C11orf20	FKBP2,PLCB3,GPR137,ESRRA,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	KCNK4	647	1
13_MACS_peak_29447_lociStitched	chr9	138546356	138570411	13	21173	21921.3215	1914.778	648	LCN9	KCNT1,GLT6D1,SOHLH1	LCN9	648	1
3_MACS_peak_15011_lociStitched	chr19	13973665	13990871	3	16874	21634.8244	1691.3498	649	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	649	1
6_MACS_peak_14033_lociStitched	chr19	3287769	3306078	6	17299	22287.5457	2385.6627	650	CELF5		NFIC	650	1
6_MACS_peak_20394_lociStitched	chr21	46662123	46680496	6	16881	22534.4845	2664.085	651		LOC642852,POFUT2	POFUT2	651	1
8_MACS_peak_29783_lociStitched	chrX	152740210	152762137	8	20243	20909.5872	1056.8814	652	BGN	ATP2B3,TREX2,HAUS7	BGN	652	1
4_MACS_peak_17522_lociStitched	chr19	55873245	55887955	4	14423	21086.785	1247.408	653	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	653	1
4_MACS_peak_9631_lociStitched	chr16	4363121	4379362	4	15201	21306.5679	1539.6468	654		GLIS2,VASN,TFAP4,PAM16	GLIS2	654	1
5_MACS_peak_27312_lociStitched	chr8	22546157	22562108	5	14033	21774.7101	2097.5565	655	EGR3	FLJ14107,BIN3	EGR3	655	1
7_MACS_peak_20436_lociStitched	chr21	47024461	47045866	7	20164	22530.903	2870.4105	656			SLC19A1	656	1
11_MACS_peak_28942_lociStitched	chr9	136117069	136140049	11	19452	21725.292	2091.18	657	ABO	OBP2B	ABO	657	1
3_MACS_peak_27807_lociStitched	chr8	143611694	143628772	3	16354	20838.5756	1205.7068	658	BAI1		BAI1	658	1
4_MACS_peak_28172_lociStitched	chr9	37023982	37038187	4	12681	21325.9665	1703.1795	659	PAX5	LOC100506710	PAX5	659	1
4_MACS_peak_15483_lociStitched	chr19	17977708	17994456	4	16218	21276.6592	1714.9952	660	SLC5A5	RPL18AP3,RPL18A,SNORA68,CCDC124,INSL3,JAK3	SLC5A5	660	1
8_MACS_peak_25309_lociStitched	chr7	1247917	1268050	8	18075	20906.1072	1389.177	661		UNCX,ZFAND2A	UNCX	661	1
6_MACS_peak_18256_lociStitched	chr2	220416603	220434810	6	15895	21134.6856	1644.0921	662	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	662	1
11_MACS_peak_8648_lociStitched	chr14	106080984	106101865	11	19194	21565.8968	2090.1881	663			TMEM121	663	1
5_MACS_peak_14066_lociStitched	chr19	3469089	3485611	5	14293	21827.2142	2379.168	664	C19orf77	FZR1,DOHH	C19orf77	664	1
6_MACS_peak_18218_lociStitched	chr2	219878662	219897679	6	17861	21633.7392	2186.955	665	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	665	1
12_MACS_peak_28810_lociStitched	chr9	135347663	135370230	12	20489	21607.9025	2188.999	666	C9orf171		C9orf171	666	1
6_MACS_peak_13885_lociStitched	chr19	2714650	2729446	6	13733	21214.5048	1796.2344	667	DIRAS1	GNG7,SLC39A3	DIRAS1	667	1
4_MACS_peak_818_lociStitched	chr1	5892412	5913155	4	20145	20954.5786	1545.3535	668			NPHP4	668	1
2_MACS_peak_18265_lociStitched	chr2	220491051	220507137	2	15428	20805.6324	1412.3508	669	SLC4A3	STK11IP	SLC4A3	669	1
6_MACS_peak_24967_lociStitched	chr6	33909800	33931973	6	21601	21487.8543	2110.8696	670		MIR1275	MIR1275	670	1
3_MACS_peak_3738_lociStitched	chr1	155158248	155173654	3	15392	22133.8002	2759.2146	671	MIR92B,MUC1,THBS3	SLC50A1,TRIM46,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	671	1
4_MACS_peak_29_lociStitched	chr1	829208	843905	4	14013	21044.6343	1688.6853	672		SAMD11,FAM41C,FLJ39609	FLJ39609	672	1
4_MACS_peak_28861_lociStitched	chr9	135615001	135633428	4	17649	21115.4993	1829.8011	673	C9orf98		DDX31	673	1
4_MACS_peak_3848_lociStitched	chr1	161425923	161443892	4	16011	26441.3835	7196.5845	674		FCGR2A	FCGR2A	674	1
11_MACS_peak_10259_lociStitched	chr16	85284953	85308649	11	20102	20229.2752	1071.0592	675			LOC400548	675	1
13_MACS_peak_4905_lociStitched	chr10	126753602	126777481	13	20911	21584.2281	2445.2096	676	CTBP2	CTBP2,MIR4296	MIR4296	676	1
3_MACS_peak_20091_lociStitched	chr21	43565690	43580517	3	14595	21353.8454	2216.6365	677		ABCG1,C21orf128	C21orf128	677	1
3_MACS_peak_25904_lociStitched	chr7	100350475	100367328	3	16613	20644.925	1518.4553	678	ZAN	POP7,EPO	ZAN	678	1
18_MACS_peak_12731_lociStitched	chr17	72235013	72259992	18	19720	21072.2844	1968.3452	679	TTYH2	RPL38,DNAI2,MGC16275	TTYH2	679	1
5_MACS_peak_20144_lociStitched	chr21	44011484	44030408	5	17094	22250.8392	3156.5232	680		PDE9A	PDE9A	680	1
2_MACS_peak_22722_lociStitched	chr3	50564647	50579359	2	14567	20465.8632	1443.2472	681		HEMK1,CACNA2D2,C3orf18	CACNA2D2	681	1
6_MACS_peak_28964_lociStitched	chr9	136174131	136194138	6	17636	20953.3311	1950.6825	682		RPL7A,SNORD24,SNORD36B,SNORD36A,SNORD36C,SURF2,C9orf96,ABO,SURF6,MED22,SURF1,SURF4	SURF6	682	1
