REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_29232_lociStitched	chr9	137819849	137843046	3	22030	23779.2447	1971.745	447		FCN2,FCN1	FCN1	FCN2	0.9146	447	1
7_MACS_peak_23880_lociStitched	chr4	8849213	8872206	7	22001	24218.5269	1827.9435	448	HMX1		HMX1	HMX1	0.6936	448	1
5_MACS_peak_20493_lociStitched	chr21	47468870	47492962	5	21915	30418.5592	3153.6428	449		COL6A2	COL6A2	COL6A2	1.0824	449	1
5_MACS_peak_7713_lociStitched	chr12	54412974	54435434	5	21878	31466.46	1974.234	450	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	HOXC9	1.8801	450	1
10_MACS_peak_29374_lociStitched	chr9	138255731	138279595	10	21851	22246.0208	1660.9344	451			KIAA0649	KIAA0649	0.1181	451	1
7_MACS_peak_17078_lociStitched	chr19	49649284	49672280	7	21834	24033.1196	2722.7264	452	PPFIA3,TRPM4,HRC	LIN7B,C19orf73	TRPM4	C19orf73	0.5318	452	1
10_MACS_peak_21041_lociStitched	chr22	30638440	30663506	10	21750	26920.884	2707.128	453	LIF,OSM	GATSL3	LIF	LIF	0.8216	453	1
10_MACS_peak_14199_lociStitched	chr19	5275395	5299527	10	21744	23644.5336	2806.5516	454	PTPRS		PTPRS	PTPRS	0.8786	454	1
6_MACS_peak_22282_lociStitched	chr22	50506159	50530530	6	21741	26296.309	2239.6949	455	MOV10L1,MLC1	TTLL8	MLC1	TTLL8	1.1167	455	1
5_MACS_peak_28982_lociStitched	chr9	136345077	136367276	5	21617	32443.8385	2164.4025	456		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	TMEM8C	1.3375	456	1
6_MACS_peak_21977_lociStitched	chr22	45927227	45950006	6	21611	26482.8654	2266.5105	457	FBLN1		FBLN1	FBLN1	0.9415	457	1
6_MACS_peak_24967_lociStitched	chr6	33909800	33931973	6	21601	21487.8543	2110.8696	458		MIR1275	MIR1275	MIR1275	0.49179999999999996	458	1
11_MACS_peak_12892_lociStitched	chr17	72964461	72989554	11	21600	24628.7795	2960.974	459	CDR2L,C17orf28	OTOP2,OTOP3,ICT1,USH1G	CDR2L	OTOP2	1.4485	459	1
13_MACS_peak_20178_lociStitched	chr21	44478357	44503855	13	21556	25577.0438	2950.1186	460	CBS	U2AF1	CBS	CBS	0.6871	460	1
13_MACS_peak_918_lociStitched	chr1	7100541	7125493	13	21546	23791.732	2427.8296	461	CAMTA1		CAMTA1	CAMTA1	0.4624	461	1
6_MACS_peak_20464_lociStitched	chr21	47358538	47381785	6	21529	31157.9541	3124.3968	462	PCBP3	COL6A1	COL6A1	COL6A1	1.3777000000000001	462	1
8_MACS_peak_21784_lociStitched	chr22	45093480	45116282	8	21525	23130.3488	2015.6968	463	PRR5,PRR5-ARHGAP8	ARHGAP8	PRR5-ARHGAP8	PRR5-ARHGAP8	0.6709	463	1
6_MACS_peak_20427_lociStitched	chr21	46987788	47010649	6	21403	33308.477	3106.8099	464		SLC19A1	SLC19A1	SLC19A1	0.0798	464	1
8_MACS_peak_13177_lociStitched	chr17	76603430	76626893	8	21399	24959.9394	2564.5059	465		DNAH17	DNAH17	DNAH17	0.8136	465	1
1_MACS_peak_11926_lociStitched	chr17	39765643	39787038	1	21396	29614.959	2156.616	466	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	KRT17	1.3412	466	1
6_MACS_peak_20774_lociStitched	chr22	23859954	23882013	6	21378	26481.8295	2704.4334	467		IGLL1	IGLL1	IGLL1	0.5342	467	1
1_MACS_peak_20208_lociStitched	chr21	44863775	44885105	1	21331	34853.22	2708.91	468	C21orf125,C21orf84	SIK1	C21orf125	C21orf125	1.7335	468	1
10_MACS_peak_28608_lociStitched	chr9	133223056	133247901	10	21323	23953.0645	2059.6505	469			ASS1	ASS1	0.507	469	1
7_MACS_peak_13354_lociStitched	chr17	77870174	77893236	7	21304	25469.6728	2246.2388	470			CBX4	CBX4	0.8811	470	1
9_MACS_peak_7545_lociStitched	chr12	52694512	52718062	9	21285	23373.375	2574.015	471	KRT86,KRT83	KRT81,KRT85	KRT83	KRT83	0.7954	471	1
4_MACS_peak_6352_lociStitched	chr11	69687820	69710332	4	21250	24004.5456	1647.8784	472			FGF3	FGF3	NONE	472	1
9_MACS_peak_16819_lociStitched	chr19	47956543	47978210	9	21194	23296.3584	2162.3666	473	SLC8A2	MEIS3,KPTN,NAPA	SLC8A2	MEIS3	1.4385000000000001	473	1
3_MACS_peak_5314_lociStitched	chr11	843040	864832	3	21193	35538.3936	1935.1296	474	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L,CHID1	TSPAN4	TSPAN4	0.9795	474	1
5_MACS_peak_9284_lociStitched	chr16	741049	763239	5	21186	35748.09	1910.559	475	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	FBXL16	1.3599	475	1
13_MACS_peak_29447_lociStitched	chr9	138546356	138570411	13	21173	21921.3215	1914.778	476	LCN9	KCNT1,GLT6D1,SOHLH1	LCN9	SOHLH1	1.2671999999999999	476	1
5_MACS_peak_17000_lociStitched	chr19	49089200	49111527	5	21162	29136.735	2266.1905	477	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	SEC1	0.7031000000000001	477	1
4_MACS_peak_20324_lociStitched	chr21	46114416	46135888	4	21094	32285.2992	2233.088	478	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	C21orf29	0.9028	478	1
5_MACS_peak_28675_lociStitched	chr9	133523907	133545199	5	21070	33273.0084	1769.3652	479	PRDM12	EXOSC2,ABL1	PRDM12	PRDM12	1.0262	479	1
5_MACS_peak_16202_lociStitched	chr19	39986703	40008671	5	20961	24489.9264	2605.4048	480	DLL3,SELV	TIMM50,EID2B,EID2	SELV	SELV	0.46390000000000003	480	1
13_MACS_peak_4905_lociStitched	chr10	126753602	126777481	13	20911	21584.2281	2445.2096	481	CTBP2	CTBP2,MIR4296	MIR4296	CTBP2	0.5595	481	1
4_MACS_peak_29599_lociStitched	chr9	140047858	140069981	4	20904	42619.9595	2161.4171	482	GRIN1,LRRC26,MIR3621,ANAPC2	SSNA1,NDOR1,C9orf169,DPP7,TPRN,TMEM203,RNF208	MIR3621	MIR3621	2.4731	482	1
8_MACS_peak_24928_lociStitched	chr6	33780970	33803100	8	20829	23194.453	2053.664	483		LEMD2,MLN	MLN	MLN	0.8899	483	1
3_MACS_peak_20070_lociStitched	chr21	43130184	43151457	3	20760	31039.4343	2965.4562	484	NCRNA00112,C21orf129	NCRNA00111,RIPK4	NCRNA00112	NCRNA00112	1.3628	484	1
5_MACS_peak_12265_lociStitched	chr17	46798938	46821458	5	20759	30847.896	2799.236	485	NCRNA00253,PRAC,MIR3185,HOXB13		HOXB13	HOXB13	1.2644	485	1
5_MACS_peak_13399_lociStitched	chr17	78078625	78101017	5	20745	27580.2264	2021.9976	486	GAA	EIF4A3	GAA	GAA	1.1115	486	1
12_MACS_peak_11242_lociStitched	chr17	6995421	7020252	12	20743	25638.0075	2624.6367	487	ASGR2	SLC16A11,CLEC10A	ASGR2	SLC16A11	0.8545	487	1
7_MACS_peak_13410_lociStitched	chr17	78147872	78169879	7	20737	25231.0255	2471.3861	488	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.5688	488	1
2_MACS_peak_21986_lociStitched	chr22	45969016	45989909	2	20711	28679.8211	1884.5486	489	FBLN1		FBLN1	FBLN1	0.9415	489	1
3_MACS_peak_296_lociStitched	chr1	2833279	2854082	3	20617	25631.3763	1533.1811	490			ACTRT2	ACTRT2	0.9167	490	1
7_MACS_peak_23840_lociStitched	chr4	8689466	8712535	7	20571	23772.6045	1760.1647	491			CPZ	CPZ	1.2068	491	1
9_MACS_peak_13270_lociStitched	chr17	77522838	77545559	9	20554	23693.4588	1599.5584	492		RBFOX3	RBFOX3	RBFOX3	1.2301	492	1
7_MACS_peak_2789_lociStitched	chr1	29558939	29581549	7	20548	25816.098	2342.396	493	PTPRU	MECR	PTPRU	PTPRU	0.7656	493	1
5_MACS_peak_19815_lociStitched	chr20	61744434	61765821	5	20536	25604.5164	1805.0628	494		HAR1A,MIR124-3,HAR1B	HAR1B	MIR124-3	1.2817	494	1
1_MACS_peak_208_lociStitched	chr1	2415868	2436389	1	20522	27900.3516	1331.8129	495	PLCH2	PANK4,HES5,LOC115110	PLCH2	HES5	1.51	495	1
12_MACS_peak_28810_lociStitched	chr9	135347663	135370230	12	20489	21607.9025	2188.999	496	C9orf171		C9orf171	C9orf171	0.7140000000000001	496	1
3_MACS_peak_59_lociStitched	chr1	1052549	1073269	3	20486	38149.664	1889.664	497		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	MIR200B	2.2786	497	1
8_MACS_peak_27730_lociStitched	chr8	143199216	143221077	8	20455	21524.3406	1449.3843	498			NCRNA00051	NCRNA00051	NONE	498	1
5_MACS_peak_7729_lociStitched	chr12	54584727	54605481	5	20382	25685.1504	2581.7976	499		SMUG1,CBX5	SMUG1	SMUG1	0.12510000000000002	499	1
4_MACS_peak_11292_lociStitched	chr17	7181962	7204050	4	20310	30799.5072	2838.308	500	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	YBX2	1.4292	500	1
11_MACS_peak_15201_lociStitched	chr19	15294880	15317380	11	20299	21744	1696.5	501	NOTCH3	EPHX3	NOTCH3	NOTCH3	0.7564	501	1
9_MACS_peak_27204_lociStitched	chr8	7869772	7892357	9	20282	23517.7605	2640.1865	502			MIR548I3	MIR548I3	NONE	502	1
10_MACS_peak_21770_lociStitched	chr22	45059032	45082227	10	20275	22288.0755	1913.5875	503	PRR5	PRR5,PRR5-ARHGAP8	PRR5	PRR5	0.841	503	1
4_MACS_peak_28761_lociStitched	chr9	134999384	135019870	4	20246	23976.8144	2206.3422	504		NTNG2,MED27	NTNG2	NTNG2	1.2625	504	1
8_MACS_peak_29783_lociStitched	chrX	152740210	152762137	8	20243	20909.5872	1056.8814	505	BGN	ATP2B3,TREX2,HAUS7	BGN	ATP2B3	0.7919999999999999	505	1
11_MACS_peak_16495_lociStitched	chr19	43859790	43883406	11	20227	20439.648	2316.7296	506	CD177	PRG1,TEX101	CD177	CD177	0.6312	506	1
6_MACS_peak_788_lociStitched	chr1	5799159	5821175	6	20210	24950.7328	1816.32	507			NPHP4	NPHP4	NONE	507	1
7_MACS_peak_20436_lociStitched	chr21	47024461	47045866	7	20164	22530.903	2870.4105	508			SLC19A1	SLC19A1	0.0798	508	1
11_MACS_peak_28062_lociStitched	chr8	145756107	145780312	11	20162	23217.436	1861.3645	509	ARHGAP39	PPP1R16A,GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857	MGC70857	MGC70857	0.3951	509	1
4_MACS_peak_818_lociStitched	chr1	5892412	5913155	4	20145	20954.5786	1545.3535	510			NPHP4	NPHP4	NONE	510	1
1_MACS_peak_15529_lociStitched	chr19	18318868	18338993	1	20126	27824.825	1998.4125	511	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683	PDE4C	LOC729966	0.9881	511	1
11_MACS_peak_10259_lociStitched	chr16	85284953	85308649	11	20102	20229.2752	1071.0592	512			LOC400548	LOC400548	NONE	512	1
2_MACS_peak_13397_lociStitched	chr17	78055190	78075276	2	19995	27997.8754	2179.331	513	CCDC40	GAA,TBC1D16,EIF4A3	GAA	TBC1D16	1.1955	513	1
7_MACS_peak_13732_lociStitched	chr19	356011	376684	7	19985	23062.7988	2466.2889	514	THEG	MIER2,C2CD4C	THEG	C2CD4C	1.0265	514	1
13_MACS_peak_21642_lociStitched	chr22	44319774	44345390	13	19971	20638.8112	2623.0784	515	PNPLA3	SAMM50,PARVB,PNPLA5	PNPLA3	PNPLA5	0.8704000000000001	515	1
4_MACS_peak_22743_lociStitched	chr3	52531836	52552687	4	19957	26995.7897	2285.2696	516	STAB1	NISCH,C3orf78,TNNC1,NT5DC2	STAB1	STAB1	0.7168	516	1
3_MACS_peak_13188_lociStitched	chr17	77015729	77035734	3	19954	33584.394	2418.6045	517	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	C1QTNF1	1.2781	517	1
8_MACS_peak_24168_lociStitched	chr5	1399524	1421359	8	19769	20110.035	1978.251	518	SLC6A3		SLC6A3	SLC6A3	0.6904	518	1
8_MACS_peak_19884_lociStitched	chr20	62383655	62405308	8	19752	23296.4627	1996.4066	519	ZBTB46	ZGPAT,LIME1,SLC2A4RG,ARFRP1	SLC2A4RG	SLC2A4RG	0.15599999999999997	519	1
9_MACS_peak_29623_lociStitched	chr9	140224741	140248937	9	19751	25021.0836	2131.6676	520	EXD3	NRARP	NRARP	NRARP	1.2251	520	1
4_MACS_peak_25985_lociStitched	chr7	100805637	100825432	4	19740	31840.2575	1688.5135	521	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	SERPINE1	0.9816	521	1
18_MACS_peak_12731_lociStitched	chr17	72235013	72259992	18	19720	21072.2844	1968.3452	522	TTYH2	RPL38,DNAI2,MGC16275	TTYH2	DNAI2	0.6428	522	1
3_MACS_peak_19732_lociStitched	chr20	60783673	60804380	3	19706	35437.9598	1859.4886	523	HRH3	GTPBP5,OSBPL2	HRH3	HRH3	1.7122000000000002	523	1
2_MACS_peak_20334_lociStitched	chr21	46163971	46183657	2	19650	30708.1914	2633.9868	524		KRTAP10-12,C21orf29,UBE2G2	C21orf29	KRTAP10-12	1.3086	524	1
4_MACS_peak_24990_lociStitched	chr6	33988366	34008828	4	19636	22995.1956	1939.7976	525	GRM4	MIR1275	MIR1275	MIR1275	0.49179999999999996	525	1
5_MACS_peak_23219_lociStitched	chr4	3819377	3839457	5	19628	25730.512	1883.504	526			ADRA2C	ADRA2C	0.5405	526	1
2_MACS_peak_5343_lociStitched	chr11	1212738	1232489	2	19607	32146.7276	1931.6478	527		MUC5B	MUC5B	MUC5B	0.9932000000000001	527	1
3_MACS_peak_5276_lociStitched	chr11	377182	397601	3	19591	28621.3123	1508.9641	528	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	SIGIRR	1.1539000000000001	528	1
5_MACS_peak_21996_lociStitched	chr22	46020699	46041781	5	19528	22880.2946	2152.4722	529		ATXN10	ATXN10	NONE	NONE	529	1
11_MACS_peak_28942_lociStitched	chr9	136117069	136140049	11	19452	21725.292	2091.18	530	ABO	OBP2B	ABO	OBP2B	1.1238	530	1
1_MACS_peak_14084_lociStitched	chr19	3727894	3747279	1	19386	31746.8145	2762.3625	531	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	MATK	1.2306	531	1
4_MACS_peak_9324_lociStitched	chr16	954890	974789	4	19375	22304.7891	1683.4554	532	LMF1		LMF1	LMF1	0.8761	532	1
10_MACS_peak_8942_lociStitched	chr15	74556542	74580572	10	19359	23352.354	2544.777	533	CCDC33	CCDC33	CCDC33	CCDC33	0.8873000000000001	533	1
10_MACS_peak_19936_lociStitched	chr20	62790473	62811684	10	19341	19987.1253	1864.4469	534	MYT1		MYT1	MYT1	1.1557000000000002	534	1
2_MACS_peak_2422_lociStitched	chr1	20996841	21016841	2	19322	27976	2512	535	KIF17	PINK1,DDOST,SH2D5	DDOST	SH2D5	1.2841	535	1
6_MACS_peak_18243_lociStitched	chr2	220298474	220319285	6	19287	28484.0157	1677.3666	536	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	SPEG	1.2874999999999999	536	1
1_MACS_peak_9493_lociStitched	chr16	3033705	3052905	1	19201	37332.48	1929.6	537	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	LOC283875	1.9804	537	1
11_MACS_peak_8648_lociStitched	chr14	106080984	106101865	11	19194	21565.8968	2090.1881	538			TMEM121	TMEM121	NONE	538	1
6_MACS_peak_19686_lociStitched	chr20	60442169	60463342	6	19188	25485.9401	1655.7286	539	CDH4		MIR1257	MIR1257	0.40159999999999996	539	1
7_MACS_peak_3160_lociStitched	chr1	31164850	31185837	7	19168	21060.4545	2333.7544	540	MATN1	LOC100129196,LAPTM5	LOC100129196	LOC100129196	0.04300000000000001	540	1
14_MACS_peak_21908_lociStitched	chr22	45435765	45458465	14	19168	18348.41	2008.95	541		PHF21B	PHF21B	PHF21B	0.7335	541	1
9_MACS_peak_15854_lociStitched	chr19	35520471	35543110	9	19145	24391.2586	2087.3158	542	SCN1B,HPN	GRAMD1A	HPN	HPN	0.6991999999999999	542	1
6_MACS_peak_29593_lociStitched	chr9	140022122	140042506	6	19086	26248.4768	1924.2496	543	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	MIR3621	2.4731	543	1
9_MACS_peak_5801_lociStitched	chr11	61384090	61405247	9	19043	20687.3146	2375.9311	544	RPLP0P2	DAGLA,SYT7	RPLP0P2	DAGLA	1.3099	544	1
2_MACS_peak_9388_lociStitched	chr16	1475615	1494740	2	19020	36836.6625	1434.375	545	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	PTX4	1.0832000000000002	545	1
11_MACS_peak_1329_lociStitched	chr1	9707909	9729850	11	19001	23009.5267	2071.2304	546	PIK3CD,C1orf200		C1orf200	C1orf200	1.101	546	1
5_MACS_peak_20079_lociStitched	chr21	43178790	43198598	5	18986	24680.768	2507.6928	547	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.3628	547	1
5_MACS_peak_10727_lociStitched	chr16	88489766	88508892	5	18945	21074.9394	709.5746	548	ZNF469	ZFPM1	ZNF469	ZNF469	0.9827999999999999	548	1
5_MACS_peak_4786_lociStitched	chr10	102974277	102993961	5	18876	28161.8988	1988.084	549	FLJ41350,LBX1		LBX1	LBX1	1.2326000000000001	549	1
6_MACS_peak_2591_lociStitched	chr1	22937375	22957993	6	18871	20246.876	2043.2438	550		EPHA8,C1QA,C1QC,C1QB	C1QA	EPHA8	1.0792	550	1
3_MACS_peak_4523_lociStitched	chr10	73043492	73063346	3	18825	26252.9442	1794.8016	551	UNC5B	SLC29A3	SLC29A3	NONE	NONE	551	1
6_MACS_peak_13513_lociStitched	chr17	79906727	79927470	6	18812	27791.4714	1980.9565	552	NOTUM	NPB,LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	NOTUM	1.2153	552	1
5_MACS_peak_13124_lociStitched	chr17	76353027	76372569	5	18803	29357.9466	2296.185	553	SOCS3	PGS1	SOCS3	SOCS3	1.1719	553	1
10_MACS_peak_14936_lociStitched	chr19	13296431	13317450	10	18798	17744.2398	2118.7152	554	CACNA1A	IER2,STX10	IER2	IER2	0.6525	554	1
7_MACS_peak_8958_lociStitched	chr15	74615760	74636325	7	18796	19929.5415	2149.0425	555	CCDC33,CYP11A1		CCDC33	CCDC33	0.8873000000000001	555	1
6_MACS_peak_28936_lociStitched	chr9	136095785	136115527	6	18786	23319.2504	1753.0896	556		OBP2B,ABO	OBP2B	OBP2B	1.1238	556	1
4_MACS_peak_29039_lociStitched	chr9	136590137	136609370	4	18776	23781.6045	2211.795	557	SARDH		SARDH	SARDH	1.1371	557	1
3_MACS_peak_25480_lociStitched	chr7	2713762	2733272	3	18769	23897.799	1691.517	558	AMZ1	TTYH3	AMZ1	TTYH3	1.1953	558	1
2_MACS_peak_11847_lociStitched	chr17	36749177	36768193	2	18717	23509.4808	2251.4944	559	SRCIN1		SRCIN1	SRCIN1	1.0983	559	1
5_MACS_peak_970_lociStitched	chr1	7279535	7298952	5	18710	20684.9301	1848.4984	560	CAMTA1		CAMTA1	CAMTA1	0.4624	560	1
1_MACS_peak_4423_lociStitched	chr10	71486331	71505011	1	18681	24082.256	2092.16	561			COL13A1	COL13A1	NONE	561	1
5_MACS_peak_4301_lociStitched	chr10	11743675	11764349	5	18662	29636.179	3196.2004	562		ECHDC3	ECHDC3	ECHDC3	0.072	562	1
4_MACS_peak_13865_lociStitched	chr19	2297970	2317023	4	18613	30477.1788	2802.6963	563	LINGO3	AMH,MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	LINGO3	0.9934	563	1
4_MACS_peak_9201_lociStitched	chr15	91193953	91213167	4	18596	27328.0722	2811.0082	564		BLM	BLM	NONE	NONE	564	1
3_MACS_peak_20250_lociStitched	chr21	45699110	45717743	3	18594	40728.0114	2442.7863	565	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	AIRE	1.6176	565	1
5_MACS_peak_12181_lociStitched	chr17	43896371	43915999	5	18573	24894.1924	1945.1348	566	CRHR1	IMP5	IMP5	IMP5	0.486	566	1
7_MACS_peak_12803_lociStitched	chr17	72413439	72433577	7	18529	21894.0336	1745.9646	567	GPRC5C	GPR142,CD300A	GPRC5C	GPR142	1.0173999999999999	567	1
2_MACS_peak_19868_lociStitched	chr20	62169932	62188491	2	18520	33073.9939	1781.664	568	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	SRMS	1.5057	568	1
2_MACS_peak_2433_lociStitched	chr1	21040887	21059517	2	18504	31393.413	1704.645	569	KIF17,SH2D5		KIF17	KIF17	0.9097	569	1
4_MACS_peak_20705_lociStitched	chr22	21557733	21577709	4	18503	21324.38	3290.0472	570			POM121L8P	POM121L8P	NONE	570	1
4_MACS_peak_5951_lociStitched	chr11	64321105	64340261	4	18490	25255.2704	2059.27	571	SLC22A11	SLC22A12	SLC22A11	SLC22A11	1.028	571	1
11_MACS_peak_28797_lociStitched	chr9	135321143	135342737	11	18462	17774.0214	2159.4	572	C9orf171	TTF1	C9orf171	C9orf171	0.7140000000000001	572	1
5_MACS_peak_14079_lociStitched	chr19	3707686	3726664	5	18433	26459.1276	3180.7128	573		TJP3,MRPL54,PIP5K1C,APBA3,RAX2	TJP3	TJP3	1.0012	573	1
8_MACS_peak_28732_lociStitched	chr9	134653046	134673651	8	18432	19980.6685	2058.4395	574		RAPGEF1	RAPGEF1	NONE	NONE	574	1
5_MACS_peak_14010_lociStitched	chr19	3214186	3235012	5	18414	24864.1614	2655.315	575	CELF5	S1PR4,NCLN	CELF5	CELF5	0.8988	575	1
6_MACS_peak_3097_lociStitched	chr1	30841908	30862234	6	18387	20260.9568	2120.0018	576			LOC100129196	LOC100129196	0.04300000000000001	576	1
5_MACS_peak_9425_lociStitched	chr16	2232853	2252014	5	18384	34028.0199	1858.617	577	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	CASKIN1	1.0985	577	1
4_MACS_peak_11354_lociStitched	chr17	7717649	7737083	4	18340	24484.8966	2882.0622	578	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	NONE	NONE	578	1
7_MACS_peak_28508_lociStitched	chr9	132306707	132325868	7	18325	20563.5852	1919.9322	579			C9orf50	C9orf50	0.8040999999999999	579	1
3_MACS_peak_27299_lociStitched	chr8	22003190	22022263	3	18319	28392.0678	2166.6928	580	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	LGI3	1.1311	580	1
5_MACS_peak_16382_lociStitched	chr19	42207391	42226564	5	18242	20254.3572	2145.4587	581	CEACAM5	CEACAM6,CEACAM7	CEACAM5	CEACAM5	0.7191000000000001	581	1
3_MACS_peak_9193_lociStitched	chr15	89897723	89916588	3	18191	27142.962	1937.4355	582	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	1.5027	582	1
3_MACS_peak_866_lociStitched	chr1	6554366	6572668	3	18160	36270.9036	2071.7864	583	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	TNFRSF25	1.6154000000000002	583	1
7_MACS_peak_17045_lociStitched	chr19	49262522	49282916	7	18104	22084.6626	1914.9966	584		FGF21,MAMSTR,RASIP1,IZUMO1,FUT1,BCAT2	FGF21	FGF21	0.7924	584	1
7_MACS_peak_13316_lociStitched	chr17	77703735	77722908	7	18101	23793.693	1800.3447	585	ENPP7	CBX2,CBX8	ENPP7	CBX8	1.5306000000000002	585	1
2_MACS_peak_29470_lociStitched	chr9	138625873	138644092	2	18084	24318.7212	1131.3999	586	KCNT1	SOHLH1	KCNT1	SOHLH1	1.2671999999999999	586	1
8_MACS_peak_25309_lociStitched	chr7	1247917	1268050	8	18075	20906.1072	1389.177	587		UNCX,ZFAND2A	UNCX	UNCX	0.5704	587	1
6_MACS_peak_10870_lociStitched	chr17	145434	164897	6	18070	22271.5109	1979.3871	588	RPH3AL		RPH3AL	RPH3AL	0.6041	588	1
3_MACS_peak_5325_lociStitched	chr11	1071043	1089570	3	18061	29083.6846	1430.2844	589	MUC2	MUC6	MUC2	MUC2	1.1122	589	1
4_MACS_peak_12255_lociStitched	chr17	46691141	46710007	4	18054	28161.2782	2250.7138	590	HOXB8,HOXB9,MIR196A1	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7	HOXB9	HOXB9	1.4277	590	1
8_MACS_peak_25919_lociStitched	chr7	100414785	100434462	8	18047	22449.4893	1835.8641	591	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	0.9702000000000001	591	1
4_MACS_peak_28042_lociStitched	chr8	145093618	145111870	4	18041	24616.4724	1399.9284	592	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	OPLAH	0.8433	592	1
3_MACS_peak_29000_lociStitched	chr9	136434365	136452744	3	18033	25537.6205	1475.8337	593	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	FAM163B	1.4238	593	1
4_MACS_peak_22327_lociStitched	chr22	51035467	51054253	4	17999	29689.3944	1638.1392	594	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	MAPK8IP2	1.3859	594	1
4_MACS_peak_14644_lociStitched	chr19	8391888	8410366	4	17991	28007.1046	2594.3112	595	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	KANK3	0.8862000000000001	595	1
6_MACS_peak_4407_lociStitched	chr10	71409561	71428388	6	17976	18685.7975	1961.7734	596		C10orf35	C10orf35	C10orf35	0.09310000000000002	596	1
7_MACS_peak_27560_lociStitched	chr8	142603200	142621829	7	17873	17684.5097	1279.8123	597			FLJ43860	FLJ43860	NONE	597	1
6_MACS_peak_18218_lociStitched	chr2	219878662	219897679	6	17861	21633.7392	2186.955	598	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	MIR375	1.6811	598	1
2_MACS_peak_28747_lociStitched	chr9	134706332	134724504	2	17812	22518.7424	1884.4364	599			RAPGEF1	NONE	NONE	599	1
5_MACS_peak_20127_lociStitched	chr21	43841130	43860277	5	17811	20288.1612	3348.8103	600	UBASH3A	TMPRSS3	UBASH3A	TMPRSS3	1.0576999999999999	600	1
