REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam	37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
1_MACS_peak_20449_lociStitched	chr21	47300359	47301049	1	691	394.335	104.94900000000001
1_MACS_peak_22083_lociStitched	chr22	46937887	46938577	1	691	525.435	75.486
1_MACS_peak_23908_lociStitched	chr4	8945748	8946438	1	691	517.5	62.79
1_MACS_peak_7930_lociStitched	chr12	133185771	133186460	1	690	450.0548	47.1965
1_MACS_peak_8278_lociStitched	chr14	101302448	101303137	1	690	503.3145	45.1295
1_MACS_peak_11013_lociStitched	chr17	1613096	1613785	1	690	573.5925	16.398200000000003
1_MACS_peak_12703_lociStitched	chr17	72093822	72094511	1	690	430.2805	47.88550000000001
1_MACS_peak_13644_lociStitched	chr18	56939266	56939955	1	690	481.95550000000003	91.77480000000001
1_MACS_peak_7812_lociStitched	chr12	111472901	111473589	1	689	465.70719999999994	28.208000000000002
1_MACS_peak_14735_lociStitched	chr19	10029165	10029853	1	689	431.2384	52.7008
1_MACS_peak_14882_lociStitched	chr19	12266939	12267627	1	689	510.9776	39.0096
1_MACS_peak_19216_lociStitched	chr20	56512712	56513400	1	689	386.7248	37.2896
1_MACS_peak_26887_lociStitched	chr7	158378495	158379183	1	689	499.4192	66.5984
1_MACS_peak_5598_lociStitched	chr11	6440592	6441279	1	688	520.4024999999999	85.5315
1_MACS_peak_6390_lociStitched	chr11	69883372	69884059	1	688	439.6113	54.822599999999994
1_MACS_peak_8723_lociStitched	chr15	33009345	33010032	1	688	662.0619	19.4421
1_MACS_peak_11551_lociStitched	chr17	18403302	18403989	1	688	462.7632	34.7622
1_MACS_peak_12071_lociStitched	chr17	42346560	42347247	1	688	463.9998	109.7826
1_MACS_peak_12484_lociStitched	chr17	61522820	61523507	1	688	593.2932000000001	126.9576
1_MACS_peak_17696_lociStitched	chr2	2698374	2699061	1	688	537.6462	17.6559
1_MACS_peak_21028_lociStitched	chr22	30102891	30103578	1	688	396.4677	40.1895
1_MACS_peak_24549_lociStitched	chr5	177011238	177011925	1	688	621.4602	53.723400000000005
1_MACS_peak_25152_lociStitched	chr6	117585338	117586025	1	688	587.2476	68.15039999999999
1_MACS_peak_28209_lociStitched	chr9	71735680	71736367	1	688	459.39689999999996	51.0441
1_MACS_peak_4033_lociStitched	chr1	204969761	204970447	1	687	537.5495999999999	90.6206
1_MACS_peak_8806_lociStitched	chr15	65647956	65648642	1	687	613.8328	102.557
1_MACS_peak_10863_lociStitched	chr17	127490	128176	1	687	578.984	7.2716
1_MACS_peak_12319_lociStitched	chr17	47326656	47327342	1	687	486.1682	22.5008
1_MACS_peak_19541_lociStitched	chr20	59700317	59701003	1	687	474.712	58.653000000000006
1_MACS_peak_25154_lociStitched	chr6	125475137	125475823	1	687	513.8826	39.1706
1_MACS_peak_3114_lociStitched	chr1	30919649	30920334	1	686	526.9705	70.4865
1_MACS_peak_6122_lociStitched	chr11	66760302	66760987	1	686	592.388	96.3795
1_MACS_peak_16490_lociStitched	chr19	43098039	43098724	1	686	439.496	44.8675
1_MACS_peak_18038_lociStitched	chr2	121296966	121297651	1	686	391.135	87.81700000000001
1_MACS_peak_29657_lociStitched	chr9	140417276	140417961	1	686	527.998	55.62199999999999
1_MACS_peak_3651_lociStitched	chr1	147505056	147505740	1	685	388.1016	90.3564
1_MACS_peak_4176_lociStitched	chr1	231003019	231003703	1	685	477.09000000000003	175.6512
1_MACS_peak_10123_lociStitched	chr16	84346868	84347552	1	685	541.5228	38.2356
1_MACS_peak_13695_lociStitched	chr18	77711892	77712576	1	685	509.58	54.309599999999996
1_MACS_peak_17885_lociStitched	chr2	71174648	71175332	1	685	537.0084	64.0908
1_MACS_peak_18057_lociStitched	chr2	121843991	121844675	1	685	508.6908	48.6324
1_MACS_peak_24656_lociStitched	chr5	179762331	179763015	1	685	400.27680000000004	102.7368
1_MACS_peak_27349_lociStitched	chr8	25907912	25908596	1	685	441.5904	3.8304
1_MACS_peak_10088_lociStitched	chr16	84031732	84032415	1	684	477.07550000000003	53.957
1_MACS_peak_10310_lociStitched	chr16	85379840	85380523	1	684	445.11109999999996	43.712
1_MACS_peak_15260_lociStitched	chr19	15833797	15834480	1	684	503.7808	42.4826
1_MACS_peak_18174_lociStitched	chr2	206546741	206547424	1	684	471.0651	40.4336
1_MACS_peak_20036_lociStitched	chr21	42840048	42840731	1	684	428.3093	92.6148
1_MACS_peak_24756_lociStitched	chr6	4775200	4775883	1	684	578.1595	127.3795
1_MACS_peak_1007_lociStitched	chr1	7418711	7419393	1	683	395.42359999999996	40.1698
1_MACS_peak_1581_lociStitched	chr1	13344074	13344756	1	683	376.1912	61.516400000000004
1_MACS_peak_2845_lociStitched	chr1	29721130	29721812	1	683	485.5158	110.825
1_MACS_peak_3051_lociStitched	chr1	30697727	30698409	1	683	529.0274	64.108
1_MACS_peak_8306_lociStitched	chr14	101702854	101703536	1	683	544.918	59.8114
1_MACS_peak_16781_lociStitched	chr19	47166466	47167148	1	683	587.543	83.545
1_MACS_peak_20855_lociStitched	chr22	25566136	25566818	1	683	468.875	52.513999999999996
1_MACS_peak_22401_lociStitched	chr3	12901530	12902212	1	683	465.7378	49.2404
1_MACS_peak_22537_lociStitched	chr3	14877513	14878195	1	683	461.85040000000004	90.97879999999999
1_MACS_peak_22764_lociStitched	chr3	71631146	71631828	1	683	600.9102	25.7796
1_MACS_peak_24209_lociStitched	chr5	1757375	1758057	1	683	596.8182	32.5996
1_MACS_peak_24400_lociStitched	chr5	149958244	149958926	1	683	478.21840000000003	53.1278
1_MACS_peak_2229_lociStitched	chr1	19320233	19320914	1	682	602.4126	36.8421
1_MACS_peak_4883_lociStitched	chr10	126281061	126281742	1	682	413.9118	40.996199999999995
1_MACS_peak_8165_lociStitched	chr14	92980695	92981376	1	682	516.6066000000001	16.6845
1_MACS_peak_8767_lociStitched	chr15	43803733	43804414	1	682	478.8792	81.039
1_MACS_peak_9625_lociStitched	chr16	4333690	4334371	1	682	446.5998	55.161
1_MACS_peak_16939_lociStitched	chr19	48555836	48556517	1	682	446.2593	82.26480000000001
1_MACS_peak_22177_lociStitched	chr22	49436524	49437205	1	682	608.2011	58.225500000000004
1_MACS_peak_25692_lociStitched	chr7	55321866	55322547	1	682	612.7638000000001	88.5981
1_MACS_peak_2095_lociStitched	chr1	18816746	18817426	1	681	476.67999999999995	57.392
1_MACS_peak_3259_lociStitched	chr1	32930477	32931157	1	681	457.3	16.388
1_MACS_peak_4846_lociStitched	chr10	122708674	122709354	1	681	538.288	138.108
1_MACS_peak_8780_lociStitched	chr15	52042805	52043485	1	681	571.744	106.28399999999999
1_MACS_peak_11377_lociStitched	chr17	7922708	7923388	1	681	475.524	68.476
1_MACS_peak_14978_lociStitched	chr19	13499916	13500596	1	681	496.74	61.132
1_MACS_peak_18829_lociStitched	chr20	37274126	37274806	1	681	538.424	109.27600000000001
1_MACS_peak_21059_lociStitched	chr22	30832048	30832728	1	681	415.68399999999997	43.248000000000005
1_MACS_peak_1124_lociStitched	chr1	7780487	7781166	1	680	582.0387999999999	82.0232
1_MACS_peak_3705_lociStitched	chr1	153751209	153751888	1	680	515.5647	77.9492
1_MACS_peak_9996_lociStitched	chr16	57318065	57318744	1	680	626.7849	83.5849
1_MACS_peak_18021_lociStitched	chr2	119614186	119614865	1	680	660.7348999999999	95.19579999999999
1_MACS_peak_27338_lociStitched	chr8	23021616	23022295	1	680	503.27479999999997	97.3686
1_MACS_peak_932_lociStitched	chr1	7141984	7142662	1	679	496.9062	65.2914
1_MACS_peak_1309_lociStitched	chr1	9515816	9516494	1	679	547.6884	69.0204
1_MACS_peak_2931_lociStitched	chr1	30174375	30175053	1	679	568.2995999999999	70.173
1_MACS_peak_3865_lociStitched	chr1	168696040	168696718	1	679	471.21	40.6122
1_MACS_peak_4874_lociStitched	chr10	125727702	125728380	1	679	557.7228	22.238400000000002
1_MACS_peak_6256_lociStitched	chr11	69265208	69265886	1	679	517.7886000000001	63.325199999999995
1_MACS_peak_13592_lociStitched	chr18	79566	80244	1	679	525.3822	74.7834
1_MACS_peak_15139_lociStitched	chr19	14861918	14862596	1	679	481.10880000000003	52.1382
1_MACS_peak_18046_lociStitched	chr2	121453153	121453831	1	679	587.0802	132.68460000000002
1_MACS_peak_18049_lociStitched	chr2	121581015	121581693	1	679	470.532	76.953
1_MACS_peak_18720_lociStitched	chr20	31700829	31701507	1	679	510.4662	58.7148
1_MACS_peak_24313_lociStitched	chr5	79865548	79866226	1	679	510.7374	129.9048
1_MACS_peak_25158_lociStitched	chr6	133192318	133192996	1	679	496.43159999999995	63.1218
1_MACS_peak_551_lociStitched	chr1	4425696	4426373	1	678	455.8241	33.917699999999996
1_MACS_peak_6516_lociStitched	chr11	70425201	70425878	1	678	493.9392	32.8345
1_MACS_peak_9939_lociStitched	chr16	49773915	49774592	1	678	524.4042	28.1632
1_MACS_peak_16290_lociStitched	chr19	41454746	41455423	1	678	571.1172	53.8215
1_MACS_peak_17451_lociStitched	chr19	55177939	55178616	1	678	525.7582	32.766799999999996
1_MACS_peak_20806_lociStitched	chr22	24652142	24652819	1	678	384.60370000000006	38.0474
1_MACS_peak_21959_lociStitched	chr22	45859346	45860023	1	678	397.1959	37.0319
1_MACS_peak_27230_lociStitched	chr8	10573897	10574574	1	678	455.55330000000004	39.1983
1_MACS_peak_1122_lociStitched	chr1	7774401	7775077	1	677	564.798	81.0524
1_MACS_peak_6140_lociStitched	chr11	67151779	67152455	1	677	483.40759999999995	114.7848
1_MACS_peak_6495_lociStitched	chr11	70364406	70365082	1	677	627.1252	53.9448
1_MACS_peak_12214_lociStitched	chr17	44989435	44990111	1	677	575.8168000000001	31.501600000000003
1_MACS_peak_12551_lociStitched	chr17	71365027	71365703	1	677	536.4736	55.4996
1_MACS_peak_20685_lociStitched	chr22	21405263	21405939	1	677	610.9688	1.4196
1_MACS_peak_20913_lociStitched	chr22	26721237	26721913	1	677	416.3484	73.81920000000001
1_MACS_peak_25615_lociStitched	chr7	25908195	25908871	1	677	567.9076	58.203599999999994
1_MACS_peak_26166_lociStitched	chr7	135663645	135664321	1	677	411.0756	59.7584
1_MACS_peak_4046_lociStitched	chr1	205441581	205442256	1	676	456.975	47.654999999999994
1_MACS_peak_4395_lociStitched	chr10	71266391	71267066	1	676	559.305	56.835
1_MACS_peak_4747_lociStitched	chr10	102614444	102615119	1	676	477.6975	40.9725
1_MACS_peak_7808_lociStitched	chr12	110054097	110054772	1	676	486.27000000000004	50.5575
1_MACS_peak_17770_lociStitched	chr2	25265547	25266222	1	676	665.28	129.6675
1_MACS_peak_18107_lociStitched	chr2	133110306	133110981	1	676	526.23	133.245
1_MACS_peak_18206_lociStitched	chr2	219818074	219818749	1	676	620.3925	134.3925
1_MACS_peak_18761_lociStitched	chr20	33571571	33572246	1	676	469.32750000000004	8.5725
1_MACS_peak_2337_lociStitched	chr1	20656759	20657433	1	675	479.6858	45.158
1_MACS_peak_2939_lociStitched	chr1	30217549	30218223	1	675	566.2274	94.2926
1_MACS_peak_7865_lociStitched	chr12	131510423	131511097	1	675	440.459	20.0178
1_MACS_peak_19851_lociStitched	chr20	62019644	62020318	1	675	477.19199999999995	19.343799999999998
1_MACS_peak_22752_lociStitched	chr3	53529190	53529864	1	675	489.8632	54.7288
1_MACS_peak_7219_lociStitched	chr12	334045	334718	1	674	561.5512	25.9105
1_MACS_peak_8726_lociStitched	chr15	33489271	33489944	1	674	518.6138	36.1401
1_MACS_peak_10090_lociStitched	chr16	84042369	84043042	1	674	514.2393	32.7751
1_MACS_peak_17166_lociStitched	chr19	50574897	50575570	1	674	560.7436	52.292100000000005
1_MACS_peak_29639_lociStitched	chr9	140276999	140277672	1	674	520.9693	38.8994
1_MACS_peak_2987_lociStitched	chr1	30456022	30456694	1	673	519.456	15.3216
1_MACS_peak_20017_lociStitched	chr21	40234494	40235166	1	673	510.5856	125.39519999999999
1_MACS_peak_25217_lociStitched	chr6	159544163	159544835	1	673	563.0015999999999	61.0176
1_MACS_peak_25836_lociStitched	chr7	76139551	76140223	1	673	445.0656	71.232
1_MACS_peak_3248_lociStitched	chr1	32230257	32230928	1	672	399.0437	55.3575
1_MACS_peak_3523_lociStitched	chr1	46910630	46911301	1	672	477.6178	76.7624
1_MACS_peak_17767_lociStitched	chr2	23813933	23814604	1	672	467.75410000000005	48.7817
1_MACS_peak_18531_lociStitched	chr20	667347	668018	1	672	443.531	45.9635
1_MACS_peak_20690_lociStitched	chr22	21414936	21415607	1	672	438.2972	54.9549
1_MACS_peak_29222_lociStitched	chr9	137796688	137797359	1	672	502.9816	27.3097
1_MACS_peak_779_lociStitched	chr1	5784147	5784817	1	671	475.03	59.831
1_MACS_peak_3514_lociStitched	chr1	43997238	43997908	1	671	580.4879999999999	72.56099999999999
1_MACS_peak_13090_lociStitched	chr17	75932807	75933477	1	671	450.91	88.105
1_MACS_peak_19356_lociStitched	chr20	57224612	57225282	1	671	451.245	54.135999999999996
1_MACS_peak_23577_lociStitched	chr4	7698929	7699599	1	671	358.584	56.681999999999995
1_MACS_peak_27459_lociStitched	chr8	133493344	133494014	1	671	488.095	86.832
1_MACS_peak_28197_lociStitched	chr9	67787008	67787678	1	671	730.836	99.16
1_MACS_peak_2068_lociStitched	chr1	18702873	18703542	1	670	398.79089999999997	42.0132
1_MACS_peak_5601_lociStitched	chr11	7694923	7695592	1	670	495.06	53.0517
1_MACS_peak_9053_lociStitched	chr15	77981298	77981967	1	670	710.3442	58.4037
1_MACS_peak_11962_lociStitched	chr17	41454471	41455140	1	670	562.8966	33.316199999999995
1_MACS_peak_16241_lociStitched	chr19	41048852	41049521	1	670	453.98339999999996	87.9735
1_MACS_peak_17654_lociStitched	chr2	557632	558300	1	669	428.5888	55.0432
1_MACS_peak_21351_lociStitched	chr22	38431350	38432018	1	669	533.7988	55.2436
1_MACS_peak_29399_lociStitched	chr9	138325923	138326591	1	669	494.2532	15.2972
1_MACS_peak_1801_lociStitched	chr1	17723269	17723936	1	668	439.6864	43.0215
1_MACS_peak_13924_lociStitched	chr19	2957156	2957823	1	668	506.7866	79.5064
1_MACS_peak_17952_lociStitched	chr2	96042696	96043363	1	668	677.5386	29.948300000000003
1_MACS_peak_18786_lociStitched	chr20	35002531	35003198	1	668	551.6757	65.6328
1_MACS_peak_26886_lociStitched	chr7	158362849	158363516	1	668	528.5308	70.8354
1_MACS_peak_26888_lociStitched	chr7	158383056	158383723	1	668	495.3809	55.9613
1_MACS_peak_4284_lociStitched	chr10	5600105	5600771	1	667	468.864	66.4668
1_MACS_peak_6494_lociStitched	chr11	70355590	70356256	1	667	487.3788	65.7342
1_MACS_peak_12511_lociStitched	chr17	62018153	62018819	1	667	458.1414	82.1844
1_MACS_peak_23910_lociStitched	chr4	8994608	8995274	1	667	600.9984	10.989
1_MACS_peak_24405_lociStitched	chr5	150051243	150051909	1	667	708.2244	43.2234
1_MACS_peak_2659_lociStitched	chr1	23148853	23149518	1	666	460.579	61.37949999999999
1_MACS_peak_3522_lociStitched	chr1	46900763	46901428	1	666	559.1985	72.884
1_MACS_peak_9600_lociStitched	chr16	4183677	4184342	1	666	521.6925	70.357
1_MACS_peak_10212_lociStitched	chr16	85187197	85187862	1	666	448.6755	28.196
1_MACS_peak_10399_lociStitched	chr16	85762505	85763170	1	666	481.9255	73.416
1_MACS_peak_16507_lociStitched	chr19	44131336	44132001	1	666	568.442	64.7045
1_MACS_peak_17006_lociStitched	chr19	49142403	49143068	1	666	384.769	81.46249999999999
1_MACS_peak_17605_lociStitched	chr19	56466173	56466838	1	666	472.017	71.155
1_MACS_peak_17678_lociStitched	chr2	927848	928513	1	666	391.3525	28.262500000000003
1_MACS_peak_25646_lociStitched	chr7	28449930	28450595	1	666	525.084	118.90199999999999
1_MACS_peak_25860_lociStitched	chr7	99779131	99779796	1	666	583.4045	36.9075
1_MACS_peak_28507_lociStitched	chr9	132304797	132305462	1	666	497.08750000000003	18.154500000000002
1_MACS_peak_5717_lociStitched	chr11	46337757	46338421	1	665	460.9488	48.671200000000006
1_MACS_peak_25200_lociStitched	chr6	150311964	150312628	1	665	513.7368	19.3888
1_MACS_peak_25793_lociStitched	chr7	73711119	73711783	1	665	509.4872	82.4024
1_MACS_peak_1137_lociStitched	chr1	7805332	7805995	1	664	504.21149999999994	121.06380000000001
1_MACS_peak_4166_lociStitched	chr1	228564629	228565292	1	664	538.8864	54.498599999999996
1_MACS_peak_12238_lociStitched	chr17	45864479	45865142	1	664	482.2662	61.460100000000004
1_MACS_peak_17877_lociStitched	chr2	68870661	68871324	1	664	416.4966	38.9181
1_MACS_peak_24331_lociStitched	chr5	122372355	122373018	1	664	533.6487	93.15150000000001
1_MACS_peak_473_lociStitched	chr1	4070869	4071531	1	663	519.8024	38.1312
1_MACS_peak_7836_lociStitched	chr12	115134933	115135595	1	663	575.7414	27.208199999999998
1_MACS_peak_14459_lociStitched	chr19	6957791	6958453	1	663	519.2728	81.95559999999999
1_MACS_peak_17431_lociStitched	chr19	55062181	55062843	1	663	504.84119999999996	53.423399999999994
1_MACS_peak_18830_lociStitched	chr20	37287059	37287721	1	663	448.3064	34.1592
1_MACS_peak_22298_lociStitched	chr22	50570191	50570853	1	663	434.6692	53.7544
1_MACS_peak_25787_lociStitched	chr7	73701153	73701815	1	663	353.3756	88.8404
1_MACS_peak_27370_lociStitched	chr8	41123257	41123919	1	663	709.4654	54.5488
1_MACS_peak_28242_lociStitched	chr9	101737575	101738237	1	663	690.5322	119.55720000000001
1_MACS_peak_12479_lociStitched	chr17	60729487	60730148	1	662	493.56870000000004	102.455
1_MACS_peak_14592_lociStitched	chr19	8162267	8162928	1	662	486.6943	71.0575
1_MACS_peak_15740_lociStitched	chr19	32711622	32712283	1	662	439.3006	75.42009999999999
1_MACS_peak_20510_lociStitched	chr21	48024532	48025193	1	662	514.7207	85.4673
1_MACS_peak_26293_lociStitched	chr7	151517301	151517962	1	662	442.87	86.0622
1_MACS_peak_29710_lociStitched	chr9	140958377	140959038	1	662	466.3355	12.559
1_MACS_peak_690_lociStitched	chr1	5506834	5507494	1	661	510.378	45.672
1_MACS_peak_909_lociStitched	chr1	7035096	7035756	1	661	446.75399999999996	47.586
1_MACS_peak_2932_lociStitched	chr1	30176865	30177525	1	661	497.83799999999997	61.446
1_MACS_peak_3498_lociStitched	chr1	41326761	41327421	1	661	569.25	14.388
1_MACS_peak_12672_lociStitched	chr17	71966107	71966767	1	661	506.484	53.658
1_MACS_peak_14648_lociStitched	chr19	8411470	8412130	1	661	449.856	72.93
1_MACS_peak_16164_lociStitched	chr19	39553497	39554157	1	661	502.59	67.188
1_MACS_peak_17310_lociStitched	chr19	51289429	51290089	1	661	450.12000000000006	38.147999999999996
1_MACS_peak_24284_lociStitched	chr5	54400231	54400891	1	661	514.668	23.628
1_MACS_peak_25133_lociStitched	chr6	88876275	88876935	1	661	611.688	34.584
1_MACS_peak_25235_lociStitched	chr6	168527808	168528468	1	661	477.18	23.892000000000003
1_MACS_peak_28441_lociStitched	chr9	132007478	132008138	1	661	407.022	46.794000000000004
1_MACS_peak_1176_lociStitched	chr1	8294495	8295154	1	660	439.42119999999994	70.7766
1_MACS_peak_8134_lociStitched	chr14	69727159	69727818	1	660	426.5707	26.2941
1_MACS_peak_9863_lociStitched	chr16	31172792	31173451	1	660	599.7559	69.3268
1_MACS_peak_21843_lociStitched	chr22	45261008	45261667	1	660	496.02930000000003	32.8182
1_MACS_peak_4183_lociStitched	chr1	234930133	234930791	1	659	386.904	95.1468
1_MACS_peak_6383_lociStitched	chr11	69861314	69861972	1	659	459.41560000000004	56.1274
1_MACS_peak_6664_lociStitched	chr11	70993637	70994295	1	659	549.4957999999999	14.475999999999999
1_MACS_peak_8722_lociStitched	chr15	32827995	32828653	1	659	475.40500000000003	83.69760000000001
1_MACS_peak_9163_lociStitched	chr15	82923766	82924424	1	659	452.70399999999995	10.725399999999999
1_MACS_peak_11466_lociStitched	chr17	9956616	9957274	1	659	407.96	96.26540000000001
1_MACS_peak_12263_lociStitched	chr17	46755340	46755998	1	659	628.4558	97.58139999999999
1_MACS_peak_17279_lociStitched	chr19	51210778	51211436	1	659	385.91700000000003	33.229
1_MACS_peak_21164_lociStitched	chr22	37013773	37014431	1	659	482.05080000000004	53.298
1_MACS_peak_22871_lociStitched	chr3	159942905	159943563	1	659	518.9646	94.752
1_MACS_peak_24282_lociStitched	chr5	54179296	54179954	1	659	705.9024	26.846400000000003
1_MACS_peak_24973_lociStitched	chr6	33933714	33934372	1	659	523.1758	29.215200000000003
1_MACS_peak_28496_lociStitched	chr9	132261255	132261913	1	659	499.9484	47.8366
1_MACS_peak_10120_lociStitched	chr16	84340315	84340972	1	658	417.58920000000006	13.6656
1_MACS_peak_18532_lociStitched	chr20	669113	669770	1	658	499.1886	65.2401
1_MACS_peak_18615_lociStitched	chr20	24450124	24450781	1	658	494.064	50.0634
1_MACS_peak_19075_lociStitched	chr20	49594314	49594971	1	658	509.7663	94.4766
1_MACS_peak_21107_lociStitched	chr22	31261989	31262646	1	658	476.1279	35.9379
1_MACS_peak_22909_lociStitched	chr3	184353342	184353999	1	658	459.243	64.5174
1_MACS_peak_24564_lociStitched	chr5	177514146	177514803	1	658	493.73549999999994	83.89890000000001
1_MACS_peak_25083_lociStitched	chr6	41710313	41710970	1	658	499.1886	88.16940000000001
1_MACS_peak_28782_lociStitched	chr9	135131671	135132328	1	658	461.4768	79.1028
1_MACS_peak_559_lociStitched	chr1	4503214	4503870	1	657	411.2464	37.064
1_MACS_peak_8886_lociStitched	chr15	74165116	74165772	1	657	427.9744	92.3648
1_MACS_peak_21603_lociStitched	chr22	43880006	43880662	1	657	461.7584	34.6368
1_MACS_peak_3006_lociStitched	chr1	30541347	30542002	1	656	480.7045	54.495999999999995
1_MACS_peak_13526_lociStitched	chr17	80317545	80318200	1	656	341.255	67.2685
1_MACS_peak_17187_lociStitched	chr19	50783231	50783886	1	656	446.317	37.9245
1_MACS_peak_19595_lociStitched	chr20	60162314	60162969	1	656	541.6195	29.147499999999997
1_MACS_peak_22584_lociStitched	chr3	46904271	46904926	1	656	492.42900000000003	68.70949999999999
1_MACS_peak_4651_lociStitched	chr10	97199832	97200486	1	655	409.07699999999994	72.1362
1_MACS_peak_7061_lociStitched	chr11	119954436	119955090	1	655	487.557	75.27539999999999
1_MACS_peak_15755_lociStitched	chr19	33697992	33698646	1	655	436.545	45.3222
1_MACS_peak_17488_lociStitched	chr19	55514641	55515295	1	655	554.9844	72.8556
1_MACS_peak_27838_lociStitched	chr8	143807501	143808155	1	655	408.61920000000003	27.9912
1_MACS_peak_1951_lociStitched	chr1	18312429	18313082	1	654	471.9884	114.60149999999999
1_MACS_peak_2056_lociStitched	chr1	18661156	18661809	1	654	526.7098	77.96820000000001
1_MACS_peak_5648_lociStitched	chr11	32458324	32458977	1	654	420.79319999999996	46.950700000000005
1_MACS_peak_7944_lociStitched	chr13	31609996	31610649	1	654	441.6892	31.344
1_MACS_peak_9169_lociStitched	chr15	83381228	83381881	1	654	539.1168	56.74570000000001
1_MACS_peak_13633_lociStitched	chr18	33767527	33768180	1	654	527.5586999999999	49.2362
1_MACS_peak_14247_lociStitched	chr19	5442625	5443278	1	654	422.75219999999996	90.3099
1_MACS_peak_14330_lociStitched	chr19	6032415	6033068	1	654	529.3871	49.2362
1_MACS_peak_17096_lociStitched	chr19	49743641	49744294	1	654	495.23519999999996	55.505
1_MACS_peak_19539_lociStitched	chr20	59676855	59677508	1	654	543.4266	55.4397
1_MACS_peak_22543_lociStitched	chr3	17194402	17195055	1	654	522.4	113.7526
1_MACS_peak_23079_lociStitched	chr4	1633901	1634554	1	654	508.2299	30.6257
1_MACS_peak_24382_lociStitched	chr5	140801064	140801717	1	654	541.8593999999999	85.6083
1_MACS_peak_27348_lociStitched	chr8	25904962	25905615	1	654	458.6019	54.199000000000005
1_MACS_peak_6176_lociStitched	chr11	67982106	67982758	1	653	441.3388	115.0128
1_MACS_peak_10018_lociStitched	chr16	66343914	66344566	1	653	559.4812	89.9108
1_MACS_peak_10225_lociStitched	chr16	85225772	85226424	1	653	503.93080000000003	20.0164
1_MACS_peak_13864_lociStitched	chr19	2290032	2290684	1	653	591.1684	148.004
1_MACS_peak_17315_lociStitched	chr19	51327767	51328419	1	653	448.57599999999996	57.2456
1_MACS_peak_20214_lociStitched	chr21	44962163	44962815	1	653	389.24399999999997	68.0036
1_MACS_peak_22004_lociStitched	chr22	46263121	46263773	1	653	539.9864	28.688
1_MACS_peak_8590_lociStitched	chr14	105545590	105546241	1	652	359.6124	55.7256
1_MACS_peak_8772_lociStitched	chr15	44075565	44076216	1	652	489.81239999999997	65.9463
1_MACS_peak_18067_lociStitched	chr2	128292094	128292745	1	652	438.0579	29.945999999999998
1_MACS_peak_22868_lociStitched	chr3	153839837	153840488	1	652	432.13379999999995	100.905
1_MACS_peak_25609_lociStitched	chr7	24323542	24324193	1	652	463.1865	23.1756
1_MACS_peak_9904_lociStitched	chr16	32485515	32486165	1	651	462.085	75.075
1_MACS_peak_18719_lociStitched	chr20	31689892	31690542	1	651	463.45	49.074999999999996
1_MACS_peak_7168_lociStitched	chr11	134406036	134406685	1	650	406.5336	24.2726
1_MACS_peak_8926_lociStitched	chr15	74504436	74505085	1	650	428.85920000000004	79.8919
1_MACS_peak_15373_lociStitched	chr19	17152570	17153219	1	650	440.80080000000004	33.4884
1_MACS_peak_19232_lociStitched	chr20	56578105	56578754	1	650	505.0518	67.4311
1_MACS_peak_20906_lociStitched	chr22	26706173	26706822	1	650	547.0421	93.78049999999999
1_MACS_peak_21907_lociStitched	chr22	45433441	45434090	1	650	396.34430000000003	99.3619
1_MACS_peak_22234_lociStitched	chr22	50095178	50095827	1	650	501.1578	88.91300000000001
1_MACS_peak_22319_lociStitched	chr22	50923279	50923928	1	650	413.73749999999995	88.3938
1_MACS_peak_28188_lociStitched	chr9	44996726	44997375	1	650	559.3082	103.6453
1_MACS_peak_29756_lociStitched	chrX	25030830	25031479	1	650	465.9171	24.5322
1_MACS_peak_1069_lociStitched	chr1	7579406	7580054	1	649	521.8344	38.3616
1_MACS_peak_2058_lociStitched	chr1	18672859	18673507	1	649	468.8928	13.024799999999999
1_MACS_peak_3635_lociStitched	chr1	144590461	144591109	1	649	500.7744	154.0944
1_MACS_peak_8369_lociStitched	chr14	104546556	104547204	1	649	508.09680000000003	40.2408
1_MACS_peak_8890_lociStitched	chr15	74187971	74188619	1	649	478.0944	74.9736
1_MACS_peak_9910_lociStitched	chr16	33569837	33570485	1	649	474.336	53.46
1_MACS_peak_12621_lociStitched	chr17	71586103	71586751	1	649	510.55920000000003	64.2816
1_MACS_peak_12904_lociStitched	chr17	73029558	73030206	1	649	533.0448	112.62240000000001
1_MACS_peak_16580_lociStitched	chr19	45807914	45808562	1	649	408.3048	62.7264
1_MACS_peak_16782_lociStitched	chr19	47511983	47512631	1	649	419.4504	68.4936
1_MACS_peak_19383_lociStitched	chr20	57397624	57398272	1	649	620.5248	23.3928
1_MACS_peak_28108_lociStitched	chr8	145895445	145896093	1	649	482.43600000000004	57.1536
1_MACS_peak_29109_lociStitched	chr9	137191316	137191964	1	649	416.988	44.388000000000005
1_MACS_peak_8894_lociStitched	chr15	74221955	74222602	1	648	521.8055	50.983599999999996
1_MACS_peak_18672_lociStitched	chr20	30686350	30686997	1	648	431.93719999999996	56.871300000000005
1_MACS_peak_20018_lociStitched	chr21	40317220	40317867	1	648	436.5309	81.7161
1_MACS_peak_25406_lociStitched	chr7	1653649	1654296	1	648	541.6684	55.7714
