REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
13_MACS_peak_918_lociStitched	chr1	7100541	7125493	13	21546	23791.732	2427.8296	515	CAMTA1		CAMTA1	515	1
5_MACS_peak_4301_lociStitched	chr10	11743675	11764349	5	18662	29636.179	3196.2004	516		ECHDC3	ECHDC3	516	1
1_MACS_peak_26244_lociStitched	chr7	151077349	151094636	1	17288	30584.1604	2314.7293	517	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	517	1
10_MACS_peak_14199_lociStitched	chr19	5275395	5299527	10	21744	23644.5336	2806.5516	518	PTPRS		PTPRS	518	1
10_MACS_peak_29374_lociStitched	chr9	138255731	138279595	10	21851	22246.0208	1660.9344	519			KIAA0649	519	1
7_MACS_peak_13410_lociStitched	chr17	78147872	78169879	7	20737	25231.0255	2471.3861	520	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	520	1
8_MACS_peak_21784_lociStitched	chr22	45093480	45116282	8	21525	23130.3488	2015.6968	521	PRR5,PRR5-ARHGAP8	ARHGAP8	PRR5-ARHGAP8	521	1
4_MACS_peak_190_lociStitched	chr1	2298823	2316866	4	17542	29552.6297	1800.6914	522	MORN1	RER1,LOC100129534,PEX10	MORN1	522	1
6_MACS_peak_13513_lociStitched	chr17	79906727	79927470	6	18812	27791.4714	1980.9565	523	NOTUM	NPB,LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	523	1
5_MACS_peak_7729_lociStitched	chr12	54584727	54605481	5	20382	25685.1504	2581.7976	524		SMUG1,CBX5	SMUG1	524	1
5_MACS_peak_16202_lociStitched	chr19	39986703	40008671	5	20961	24489.9264	2605.4048	525	DLL3,SELV	TIMM50,EID2B,EID2	SELV	525	1
3_MACS_peak_27299_lociStitched	chr8	22003190	22022263	3	18319	28392.0678	2166.6928	526	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	526	1
6_MACS_peak_788_lociStitched	chr1	5799159	5821175	6	20210	24950.7328	1816.32	527			NPHP4	527	1
9_MACS_peak_16819_lociStitched	chr19	47956543	47978210	9	21194	23296.3584	2162.3666	528	SLC8A2	MEIS3,KPTN,NAPA	SLC8A2	528	1
9_MACS_peak_7545_lociStitched	chr12	52694512	52718062	9	21285	23373.375	2574.015	529	KRT86,KRT83	KRT81,KRT85	KRT83	529	1
5_MACS_peak_23219_lociStitched	chr4	3819377	3839457	5	19628	25730.512	1883.504	530			ADRA2C	530	1
3_MACS_peak_24530_lociStitched	chr5	176298493	176316449	3	17399	28891.204	1702.2288	531	UNC5A,HK3		HK3	531	1
9_MACS_peak_13270_lociStitched	chr17	77522838	77545559	9	20554	23693.4588	1599.5584	532		RBFOX3	RBFOX3	532	1
7_MACS_peak_23840_lociStitched	chr4	8689466	8712535	7	20571	23772.6045	1760.1647	533			CPZ	533	1
8_MACS_peak_24928_lociStitched	chr6	33780970	33803100	8	20829	23194.453	2053.664	534		LEMD2,MLN	MLN	534	1
6_MACS_peak_29593_lociStitched	chr9	140022122	140042506	6	19086	26248.4768	1924.2496	535	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	535	1
4_MACS_peak_12255_lociStitched	chr17	46691141	46710007	4	18054	28161.2782	2250.7138	536	HOXB8,HOXB9,MIR196A1	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7	HOXB9	536	1
6_MACS_peak_24967_lociStitched	chr6	33909800	33931973	6	21601	21487.8543	2110.8696	537		MIR1275	MIR1275	537	1
9_MACS_peak_29623_lociStitched	chr9	140224741	140248937	9	19751	25021.0836	2131.6676	538	EXD3	NRARP	NRARP	538	1
3_MACS_peak_4523_lociStitched	chr10	73043492	73063346	3	18825	26252.9442	1794.8016	539	UNC5B	SLC29A3	SLC29A3	539	1
13_MACS_peak_29447_lociStitched	chr9	138546356	138570411	13	21173	21921.3215	1914.778	540	LCN9	KCNT1,GLT6D1,SOHLH1	LCN9	540	1
6_MACS_peak_19686_lociStitched	chr20	60442169	60463342	6	19188	25485.9401	1655.7286	541	CDH4		MIR1257	541	1
4_MACS_peak_28761_lociStitched	chr9	134999384	135019870	4	20246	23976.8144	2206.3422	542		NTNG2,MED27	NTNG2	542	1
3_MACS_peak_9193_lociStitched	chr15	89897723	89916588	3	18191	27142.962	1937.4355	543	MIR9-3	LOC254559,POLG	MIR9-3	543	1
4_MACS_peak_9201_lociStitched	chr15	91193953	91213167	4	18596	27328.0722	2811.0082	544		BLM	BLM	544	1
4_MACS_peak_14644_lociStitched	chr19	8391888	8410366	4	17991	28007.1046	2594.3112	545	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	545	1
11_MACS_peak_28062_lociStitched	chr8	145756107	145780312	11	20162	23217.436	1861.3645	546	ARHGAP39	PPP1R16A,GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857	MGC70857	546	1
9_MACS_peak_27204_lociStitched	chr8	7869772	7892357	9	20282	23517.7605	2640.1865	547			MIR548I3	547	1
2_MACS_peak_11761_lociStitched	chr17	34741860	34759240	2	17177	30797.36	4736.05	548	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	548	1
6_MACS_peak_5574_lociStitched	chr11	2933176	2951801	6	17354	27460.7	1646.45	549	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	549	1
13_MACS_peak_4905_lociStitched	chr10	126753602	126777481	13	20911	21584.2281	2445.2096	550	CTBP2	CTBP2,MIR4296	MIR4296	550	1
8_MACS_peak_27730_lociStitched	chr8	143199216	143221077	8	20455	21524.3406	1449.3843	551			NCRNA00051	551	1
10_MACS_peak_21770_lociStitched	chr22	45059032	45082227	10	20275	22288.0755	1913.5875	552	PRR5	PRR5,PRR5-ARHGAP8	PRR5	552	1
8_MACS_peak_19884_lociStitched	chr20	62383655	62405308	8	19752	23296.4627	1996.4066	553	ZBTB46	ZGPAT,LIME1,SLC2A4RG,ARFRP1	SLC2A4RG	553	1
9_MACS_peak_15854_lociStitched	chr19	35520471	35543110	9	19145	24391.2586	2087.3158	554	SCN1B,HPN	GRAMD1A	HPN	554	1
11_MACS_peak_15201_lociStitched	chr19	15294880	15317380	11	20299	21744	1696.5	555	NOTCH3	EPHX3	NOTCH3	555	1
7_MACS_peak_13732_lociStitched	chr19	356011	376684	7	19985	23062.7988	2466.2889	556	THEG	MIER2,C2CD4C	THEG	556	1
3_MACS_peak_29000_lociStitched	chr9	136434365	136452744	3	18033	25537.6205	1475.8337	557	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	557	1
12_MACS_peak_28810_lociStitched	chr9	135347663	135370230	12	20489	21607.9025	2188.999	558	C9orf171		C9orf171	558	1
4_MACS_peak_5951_lociStitched	chr11	64321105	64340261	4	18490	25255.2704	2059.27	559	SLC22A11	SLC22A12	SLC22A11	559	1
5_MACS_peak_14079_lociStitched	chr19	3707686	3726664	5	18433	26459.1276	3180.7128	560		TJP3,MRPL54,PIP5K1C,APBA3,RAX2	TJP3	560	1
8_MACS_peak_29783_lociStitched	chrX	152740210	152762137	8	20243	20909.5872	1056.8814	561	BGN	ATP2B3,TREX2,HAUS7	BGN	561	1
4_MACS_peak_24990_lociStitched	chr6	33988366	34008828	4	19636	22995.1956	1939.7976	562	GRM4	MIR1275	MIR1275	562	1
5_MACS_peak_12181_lociStitched	chr17	43896371	43915999	5	18573	24894.1924	1945.1348	563	CRHR1	IMP5	IMP5	563	1
5_MACS_peak_20079_lociStitched	chr21	43178790	43198598	5	18986	24680.768	2507.6928	564	RIPK4	NCRNA00112,C21orf129	RIPK4	564	1
1_MACS_peak_22622_lociStitched	chr3	48615798	48633523	1	17726	26041.57	1926.7075	565	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	COL7A1	565	1
7_MACS_peak_20436_lociStitched	chr21	47024461	47045866	7	20164	22530.903	2870.4105	566			SLC19A1	566	1
8_MACS_peak_29613_lociStitched	chr9	140199698	140218756	8	17668	25539.6258	1438.879	568	EXD3	COBRA1,C9orf167,NRARP	NRARP	568	1
3_MACS_peak_25480_lociStitched	chr7	2713762	2733272	3	18769	23897.799	1691.517	569	AMZ1	TTYH3	AMZ1	569	1
3_MACS_peak_5583_lociStitched	chr11	3209730	3227135	3	16745	26993.4145	1639.551	570		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	570	1
3_MACS_peak_8091_lociStitched	chr13	114048819	114066694	3	17479	26381.7125	2096.7375	571		GRTP1,ADPRHL1	GRTP1	571	1
5_MACS_peak_21996_lociStitched	chr22	46020699	46041781	5	19528	22880.2946	2152.4722	572		ATXN10	ATXN10	572	1
4_MACS_peak_818_lociStitched	chr1	5892412	5913155	4	20145	20954.5786	1545.3535	573			NPHP4	573	1
2_MACS_peak_29470_lociStitched	chr9	138625873	138644092	2	18084	24318.7212	1131.3999	575	KCNT1	SOHLH1	KCNT1	575	1
4_MACS_peak_28042_lociStitched	chr8	145093618	145111870	4	18041	24616.4724	1399.9284	576	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	576	1
10_MACS_peak_8942_lociStitched	chr15	74556542	74580572	10	19359	23352.354	2544.777	577	CCDC33	CCDC33	CCDC33	577	1
1_MACS_peak_4423_lociStitched	chr10	71486331	71505011	1	18681	24082.256	2092.16	578			COL13A1	578	1
11_MACS_peak_10259_lociStitched	chr16	85284953	85308649	11	20102	20229.2752	1071.0592	579			LOC400548	579	1
4_MACS_peak_9324_lociStitched	chr16	954890	974789	4	19375	22304.7891	1683.4554	580	LMF1		LMF1	580	1
6_MACS_peak_28936_lociStitched	chr9	136095785	136115527	6	18786	23319.2504	1753.0896	581		OBP2B,ABO	OBP2B	581	1
4_MACS_peak_29039_lociStitched	chr9	136590137	136609370	4	18776	23781.6045	2211.795	582	SARDH		SARDH	582	1
5_MACS_peak_14010_lociStitched	chr19	3214186	3235012	5	18414	24864.1614	2655.315	583	CELF5	S1PR4,NCLN	CELF5	583	1
4_MACS_peak_24542_lociStitched	chr5	176885007	176903088	4	17304	25931.7702	2021.4558	585	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	585	1
4_MACS_peak_12240_lociStitched	chr17	45921977	45939105	4	16898	26433.6424	1957.7304	586	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	586	1
11_MACS_peak_1329_lociStitched	chr1	9707909	9729850	11	19001	23009.5267	2071.2304	587	PIK3CD,C1orf200		C1orf200	587	1
2_MACS_peak_11847_lociStitched	chr17	36749177	36768193	2	18717	23509.4808	2251.4944	588	SRCIN1		SRCIN1	588	1
11_MACS_peak_16495_lociStitched	chr19	43859790	43883406	11	20227	20439.648	2316.7296	589	CD177	PRG1,TEX101	CD177	589	1
18_MACS_peak_12731_lociStitched	chr17	72235013	72259992	18	19720	21072.2844	1968.3452	590	TTYH2	RPL38,DNAI2,MGC16275	TTYH2	590	1
11_MACS_peak_28942_lociStitched	chr9	136117069	136140049	11	19452	21725.292	2091.18	592	ABO	OBP2B	ABO	592	1
4_MACS_peak_11354_lociStitched	chr17	7717649	7737083	4	18340	24484.8966	2882.0622	593	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	593	1
7_MACS_peak_13316_lociStitched	chr17	77703735	77722908	7	18101	23793.693	1800.3447	594	ENPP7	CBX2,CBX8	ENPP7	594	1
5_MACS_peak_10727_lociStitched	chr16	88489766	88508892	5	18945	21074.9394	709.5746	595	ZNF469	ZFPM1	ZNF469	595	1
11_MACS_peak_8648_lociStitched	chr14	106080984	106101865	11	19194	21565.8968	2090.1881	598			TMEM121	598	1
8_MACS_peak_24168_lociStitched	chr5	1399524	1421359	8	19769	20110.035	1978.251	599	SLC6A3		SLC6A3	599	1
3_MACS_peak_12406_lociStitched	chr17	48633732	48650880	3	16906	24986.3508	1917.1464	603	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	603	1
7_MACS_peak_12803_lociStitched	chr17	72413439	72433577	7	18529	21894.0336	1745.9646	605	GPRC5C	GPR142,CD300A	GPRC5C	605	1
7_MACS_peak_3160_lociStitched	chr1	31164850	31185837	7	19168	21060.4545	2333.7544	607	MATN1	LOC100129196,LAPTM5	LOC100129196	607	1
10_MACS_peak_19936_lociStitched	chr20	62790473	62811684	10	19341	19987.1253	1864.4469	608	MYT1		MYT1	608	1
8_MACS_peak_25919_lociStitched	chr7	100414785	100434462	8	18047	22449.4893	1835.8641	609	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	609	1
3_MACS_peak_25857_lociStitched	chr7	99757641	99775021	3	16468	25034.152	1856.184	611	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	611	1
6_MACS_peak_10870_lociStitched	chr17	145434	164897	6	18070	22271.5109	1979.3871	612	RPH3AL		RPH3AL	612	1
9_MACS_peak_5801_lociStitched	chr11	61384090	61405247	9	19043	20687.3146	2375.9311	613	RPLP0P2	DAGLA,SYT7	RPLP0P2	613	1
7_MACS_peak_17045_lociStitched	chr19	49262522	49282916	7	18104	22084.6626	1914.9966	614		FGF21,MAMSTR,RASIP1,IZUMO1,FUT1,BCAT2	FGF21	614	1
2_MACS_peak_28747_lociStitched	chr9	134706332	134724504	2	17812	22518.7424	1884.4364	615			RAPGEF1	615	1
5_MACS_peak_970_lociStitched	chr1	7279535	7298952	5	18710	20684.9301	1848.4984	616	CAMTA1		CAMTA1	616	1
6_MACS_peak_2591_lociStitched	chr1	22937375	22957993	6	18871	20246.876	2043.2438	620		EPHA8,C1QA,C1QC,C1QB	C1QA	620	1
7_MACS_peak_21406_lociStitched	chr22	40009315	40029043	7	17261	23425.0272	2213.4816	621	CACNA1I		CACNA1I	621	1
8_MACS_peak_25309_lociStitched	chr7	1247917	1268050	8	18075	20906.1072	1389.177	623		UNCX,ZFAND2A	UNCX	623	1
5_MACS_peak_24190_lociStitched	chr5	1652286	1670407	5	17191	22662.1226	1766.7975	625		LOC728613,MIR4277	LOC728613	625	1
6_MACS_peak_14562_lociStitched	chr19	7949759	7968402	6	17032	23840.6684	2746.1139	627	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	627	1
7_MACS_peak_28508_lociStitched	chr9	132306707	132325868	7	18325	20563.5852	1919.9322	628			C9orf50	628	1
6_MACS_peak_18218_lociStitched	chr2	219878662	219897679	6	17861	21633.7392	2186.955	630	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	630	1
6_MACS_peak_3097_lociStitched	chr1	30841908	30862234	6	18387	20260.9568	2120.0018	632			LOC100129196	632	1
4_MACS_peak_14598_lociStitched	chr19	8183711	8201380	4	16993	23160.5252	2402.984	634	FBN3		FBN3	634	1
9_MACS_peak_13134_lociStitched	chr17	76445074	76465068	9	17239	21675.4954	1471.5584	636	DNAH17		PGS1	636	1
3_MACS_peak_9129_lociStitched	chr15	79055009	79072231	3	16965	21980.4386	1431.1482	638	ADAMTS7	LOC646938	LOC646938	638	1
5_MACS_peak_16382_lociStitched	chr19	42207391	42226564	5	18242	20254.3572	2145.4587	639	CEACAM5	CEACAM6,CEACAM7	CEACAM5	639	1
4_MACS_peak_28861_lociStitched	chr9	135615001	135633428	4	17649	21115.4993	1829.8011	640	C9orf98		DDX31	640	1
6_MACS_peak_14033_lociStitched	chr19	3287769	3306078	6	17299	22287.5457	2385.6627	641	CELF5		NFIC	641	1
5_MACS_peak_28740_lociStitched	chr9	134678499	134696999	5	17101	22000.2	1922.15	643			RAPGEF1	643	1
6_MACS_peak_28964_lociStitched	chr9	136174131	136194138	6	17636	20953.3311	1950.6825	644		RPL7A,SNORD24,SNORD36B,SNORD36A,SNORD36C,SURF2,C9orf96,ABO,SURF6,MED22,SURF1,SURF4	SURF6	644	1
5_MACS_peak_21029_lociStitched	chr22	30105030	30123796	5	16741	21913.0582	1366.1648	645	CABP7	UQCR10,ZMAT5	CABP7	645	1
6_MACS_peak_107_lociStitched	chr1	1843879	1861902	6	16893	21897.945	1683.3482	646	CALML6,TMEM52	GNB1	TMEM52	646	1
2_MACS_peak_29131_lociStitched	chr9	137372483	137389127	2	16572	21895.182	1309.8828	649			COL5A1	649	1
3_MACS_peak_15011_lociStitched	chr19	13973665	13990871	3	16874	21634.8244	1691.3498	650	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	650	1
6_MACS_peak_20394_lociStitched	chr21	46662123	46680496	6	16881	22534.4845	2664.085	652		LOC642852,POFUT2	POFUT2	652	1
5_MACS_peak_18078_lociStitched	chr2	128379970	128398311	5	17348	20875.7262	1940.4778	653	MYO7B,LIMS2	GPR17	GPR17	653	1
11_MACS_peak_6573_lociStitched	chr11	70658052	70681808	11	17661	19924.1572	1765.0708	655	SHANK2	MIR3664	MIR3664	655	1
5_MACS_peak_20144_lociStitched	chr21	44011484	44030408	5	17094	22250.8392	3156.5232	656		PDE9A	PDE9A	656	1
7_MACS_peak_5431_lociStitched	chr11	1748108	1767116	7	17591	20072.448	1974.9312	657	MOB2,LOC402778	KRTAP5-6,FAM99B,CTSD	LOC402778	657	1
3_MACS_peak_27807_lociStitched	chr8	143611694	143628772	3	16354	20838.5756	1205.7068	666	BAI1		BAI1	666	1
3_MACS_peak_14478_lociStitched	chr19	7016864	7033911	3	16788	22268.4961	3445.1987	667	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	667	1
3_MACS_peak_25904_lociStitched	chr7	100350475	100367328	3	16613	20644.925	1518.4553	668	ZAN	POP7,EPO	ZAN	668	1
7_MACS_peak_216_lociStitched	chr1	2496025	2515155	7	16987	20270.148	1907.261	669		TNFRSF14,C1orf93,PANK4,HES5,LOC115110,MMEL1	C1orf93	669	1
2_MACS_peak_25304_lociStitched	chr7	1218646	1235611	2	16760	20510.685	1749.0915	670		UNCX,C7orf50,ZFAND2A	ZFAND2A	670	1
5_MACS_peak_13157_lociStitched	chr17	76516992	76535068	5	16894	20140.2792	1733.4884	672	DNAH17		DNAH17	672	1
7_MACS_peak_18949_lociStitched	chr20	44930411	44948583	7	16604	20607.048	1746.3292	676		SLC35C2	SLC35C2	676	1
5_MACS_peak_2625_lociStitched	chr1	23033905	23051851	5	16441	20614.5702	1762.2972	681	EPHB2		EPHB2	681	1
