REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25.bam	39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_28019_lociStitched	chr9	124131730	124132893	1	1164	574.522	137.9318
1_MACS_peak_2466_lociStitched	chr1	213637956	213639118	1	1163	937.6178	219.618
1_MACS_peak_4985_lociStitched	chr11	72928929	72930091	1	1163	801.4313999999999	169.5358
1_MACS_peak_5462_lociStitched	chr11	124351058	124352220	1	1163	823.0446000000001	238.6748
1_MACS_peak_7564_lociStitched	chr13	99934083	99935245	1	1163	547.1858	207.0684
1_MACS_peak_10283_lociStitched	chr16	61404300	61405462	1	1163	726.8309999999999	164.5392
1_MACS_peak_11146_lociStitched	chr17	31993765	31994927	1	1163	769.1278000000001	227.5196
1_MACS_peak_14166_lociStitched	chr2	34203024	34204186	1	1163	858.8342	118.8726
1_MACS_peak_15196_lociStitched	chr2	134894323	134895485	1	1163	823.7418	133.1652
1_MACS_peak_17902_lociStitched	chr22	47396434	47397596	1	1163	895.5534	90.7522
1_MACS_peak_19193_lociStitched	chr3	139304880	139306042	1	1163	685.8123999999999	185.8038
1_MACS_peak_20059_lociStitched	chr4	31618913	31620075	1	1163	622.832	189.987
1_MACS_peak_22514_lociStitched	chr5	170781840	170783002	1	1163	820.6044	211.2516
1_MACS_peak_23415_lociStitched	chr6	47276868	47278030	1	1163	668.731	148.2712
1_MACS_peak_1490_lociStitched	chr1	145998544	145999705	1	1162	647.3736	223.8408
1_MACS_peak_6399_lociStitched	chr12	66218009	66219170	1	1162	488.6649	70.12440000000001
1_MACS_peak_22566_lociStitched	chr5	174984228	174985389	1	1162	973.1501999999999	99.0333
1_MACS_peak_24452_lociStitched	chr7	6110686	6111847	1	1162	1161.8127	215.8299
1_MACS_peak_1187_lociStitched	chr1	93507833	93508993	1	1161	1371.7	112.172
1_MACS_peak_2766_lociStitched	chr1	243264270	243265430	1	1161	1185.984	159.848
1_MACS_peak_3767_lociStitched	chr10	100227073	100228233	1	1161	748.78	230.376
1_MACS_peak_3802_lociStitched	chr10	102880449	102881609	1	1161	759.3359999999999	184.324
1_MACS_peak_6548_lociStitched	chr12	88973636	88974796	1	1161	610.1600000000001	120.872
1_MACS_peak_14378_lociStitched	chr2	54935984	54937144	1	1161	896.0999999999999	157.876
1_MACS_peak_18956_lociStitched	chr3	120276946	120278106	1	1161	889.024	225.156
1_MACS_peak_19611_lociStitched	chr3	183802831	183803991	1	1161	597.9799999999999	205.08800000000002
1_MACS_peak_23117_lociStitched	chr6	30931311	30932471	1	1161	745.996	212.39600000000002
1_MACS_peak_962_lociStitched	chr1	65452671	65453830	1	1160	848.2721	297.6312
1_MACS_peak_3290_lociStitched	chr10	52833395	52834554	1	1160	552.6112	127.8377
1_MACS_peak_7533_lociStitched	chr13	95952929	95954088	1	1160	694.0092	144.7591
1_MACS_peak_8682_lociStitched	chr15	38856035	38857194	1	1160	741.4123000000001	137.3415
1_MACS_peak_12153_lociStitched	chr18	3060770	3061929	1	1160	875.1609	225.7732
1_MACS_peak_12187_lociStitched	chr18	8680878	8682037	1	1160	850.3583	139.07999999999998
1_MACS_peak_16301_lociStitched	chr20	11285763	11286922	1	1160	694.5887	185.3241
1_MACS_peak_20500_lociStitched	chr4	90850493	90851652	1	1160	708.7285	276.7692
1_MACS_peak_22995_lociStitched	chr6	26295284	26296443	1	1160	707.8013	206.4179
1_MACS_peak_27464_lociStitched	chr9	43684522	43685681	1	1160	837.7252	138.3846
1_MACS_peak_10695_lociStitched	chr17	2193014	2194172	1	1159	787.7874	240.51659999999998
1_MACS_peak_13252_lociStitched	chr19	21182373	21183531	1	1159	899.8818	116.2632
1_MACS_peak_25959_lociStitched	chr8	10412973	10414131	1	1159	655.8912	161.0778
1_MACS_peak_2179_lociStitched	chr1	197304415	197305572	1	1158	948.6243	365.0335
1_MACS_peak_3335_lociStitched	chr10	62281234	62282391	1	1158	875.5019000000001	248.1765
1_MACS_peak_9008_lociStitched	chr15	62540250	62541407	1	1158	567.7399	133.9806
1_MACS_peak_12437_lociStitched	chr18	44054412	44055569	1	1158	656.0189999999999	226.0778
1_MACS_peak_17391_lociStitched	chr22	22306431	22307588	1	1158	724.9762000000001	198.5412
1_MACS_peak_18229_lociStitched	chr3	32534928	32536085	1	1158	982.8715000000001	242.97
1_MACS_peak_18835_lociStitched	chr3	107416244	107417401	1	1158	1268.1877000000002	159.89739999999998
1_MACS_peak_18983_lociStitched	chr3	121974518	121975675	1	1158	849.3537	185.9299
1_MACS_peak_20420_lociStitched	chr4	83205642	83206799	1	1158	866.3616000000001	224.2266
1_MACS_peak_23817_lociStitched	chr6	108774525	108775682	1	1158	624.4328999999999	216.59040000000002
1_MACS_peak_23870_lociStitched	chr6	111727110	111728267	1	1158	802.4952	257.4325
1_MACS_peak_25256_lociStitched	chr7	97840630	97841787	1	1158	2160.6974999999998	199.1197
1_MACS_peak_26579_lociStitched	chr8	81344301	81345458	1	1158	679.159	144.27790000000002
1_MACS_peak_4075_lociStitched	chr10	129536409	129537565	1	1157	728.9736	137.3328
1_MACS_peak_15957_lociStitched	chr2	227165008	227166164	1	1157	785.7332	342.40720000000005
1_MACS_peak_16379_lociStitched	chr20	21528634	21529790	1	1157	687.5888	234.32119999999998
1_MACS_peak_16612_lociStitched	chr20	38785101	38786257	1	1157	641.6956	184.7288
1_MACS_peak_21724_lociStitched	chr5	79276406	79277562	1	1157	917.286	222.6456
1_MACS_peak_24184_lociStitched	chr6	143832130	143833286	1	1157	1347.6648	93.058
1_MACS_peak_27069_lociStitched	chr8	144922107	144923263	1	1157	721.1128	107.16120000000001
1_MACS_peak_1510_lociStitched	chr1	147532588	147533743	1	1156	706.629	190.6905
1_MACS_peak_2140_lociStitched	chr1	189299448	189300603	1	1156	537.4215	212.05800000000002
1_MACS_peak_4904_lociStitched	chr11	67417572	67418727	1	1156	1023.9074999999999	122.892
1_MACS_peak_6072_lociStitched	chr12	44701055	44702210	1	1156	760.9140000000001	282.3975
1_MACS_peak_7015_lociStitched	chr12	124490458	124491613	1	1156	644.721	98.2905
1_MACS_peak_7054_lociStitched	chr12	129122125	129123280	1	1156	584.5455	89.0505
1_MACS_peak_9287_lociStitched	chr15	80617200	80618355	1	1156	546.6615	215.6385
1_MACS_peak_14057_lociStitched	chr2	25736413	25737568	1	1156	711.48	205.12800000000001
1_MACS_peak_16476_lociStitched	chr20	31442781	31443936	1	1156	591.2445	171.633
1_MACS_peak_17026_lociStitched	chr21	26800565	26801720	1	1156	580.1564999999999	191.96099999999998
1_MACS_peak_17331_lociStitched	chr22	18574164	18575319	1	1156	1108.6845	229.7295
1_MACS_peak_20344_lociStitched	chr4	76822329	76823484	1	1156	572.88	189.42000000000002
1_MACS_peak_860_lociStitched	chr1	53124549	53125703	1	1155	717.6726	165.7144
1_MACS_peak_5361_lociStitched	chr11	116825918	116827072	1	1155	511.56820000000005	184.06300000000002
1_MACS_peak_5588_lociStitched	chr12	275249	276403	1	1155	899.4276	168.7148
1_MACS_peak_6924_lociStitched	chr12	120739769	120740923	1	1155	911.6600000000001	93.70479999999999
1_MACS_peak_9925_lociStitched	chr16	21929550	21930704	1	1155	547.3422	211.182
1_MACS_peak_12180_lociStitched	chr18	7822113	7823267	1	1155	810.4542	154.636
1_MACS_peak_17766_lociStitched	chr22	40352687	40353841	1	1155	658.934	222.3758
1_MACS_peak_17970_lociStitched	chr3	2756248	2757402	1	1155	559.2284	150.1354
1_MACS_peak_18138_lociStitched	chr3	18942311	18943465	1	1155	760.6014	173.1
1_MACS_peak_19342_lociStitched	chr3	156423154	156424308	1	1155	739.137	234.0312
1_MACS_peak_20540_lociStitched	chr4	101530749	101531903	1	1155	482.0258	156.1362
1_MACS_peak_21419_lociStitched	chr5	42718457	42719611	1	1155	681.8986	230.223
1_MACS_peak_23959_lociStitched	chr6	123593402	123594556	1	1155	828.1104	127.17080000000001
1_MACS_peak_23985_lociStitched	chr6	128255246	128256400	1	1155	764.7557999999999	154.059
1_MACS_peak_25821_lociStitched	chr7	150211402	150212556	1	1155	732.213	273.498
1_MACS_peak_3225_lociStitched	chr10	45373925	45375078	1	1154	664.7045	169.14509999999999
1_MACS_peak_13984_lociStitched	chr2	17719753	17720906	1	1154	526.1139	141.2425
1_MACS_peak_24290_lociStitched	chr6	158005919	158007072	1	1154	556.4377999999999	95.81429999999999
1_MACS_peak_27873_lociStitched	chr9	110102859	110104012	1	1154	920.3246	208.69299999999998
1_MACS_peak_28982_lociStitched	chrX	105727124	105728277	1	1154	564.0476	158.3069
1_MACS_peak_16583_lociStitched	chr20	35973722	35974874	1	1153	733.4784000000001	47.6928
1_MACS_peak_19158_lociStitched	chr3	134785630	134786782	1	1153	634.7520000000001	111.97439999999999
1_MACS_peak_19837_lociStitched	chr4	2697998	2699150	1	1153	766.1952	243.4176
1_MACS_peak_20864_lociStitched	chr4	148398315	148399467	1	1153	555.4944	148.032
1_MACS_peak_21420_lociStitched	chr5	42811572	42812724	1	1153	1221.4656	178.7904
1_MACS_peak_26133_lociStitched	chr8	25517513	25518665	1	1153	850.5215999999999	163.23839999999998
1_MACS_peak_1156_lociStitched	chr1	91316322	91317473	1	1152	650.0848	151.81689999999998
1_MACS_peak_3203_lociStitched	chr10	43624246	43625397	1	1152	786.2481	240.559
1_MACS_peak_3495_lociStitched	chr10	75648120	75649271	1	1152	768.4076	155.6152
1_MACS_peak_7037_lociStitched	chr12	126839427	126840578	1	1152	636.7332	39.9397
1_MACS_peak_16076_lociStitched	chr2	236460788	236461939	1	1152	585.0532999999999	160.6796
1_MACS_peak_16851_lociStitched	chr20	53756745	53757896	1	1152	600.7069	205.5686
1_MACS_peak_17465_lociStitched	chr22	24601159	24602310	1	1152	1193.3568	159.7588
1_MACS_peak_19048_lociStitched	chr3	126373161	126374312	1	1152	977.7745	124.9986
1_MACS_peak_22832_lociStitched	chr6	12595226	12596377	1	1152	603.8145999999999	165.9742
1_MACS_peak_24909_lociStitched	chr7	52636260	52637411	1	1152	597.5992	149.1696
1_MACS_peak_27563_lociStitched	chr9	74291141	74292292	1	1152	782.2196	239.9835
1_MACS_peak_2386_lociStitched	chr1	209780262	209781412	1	1151	613.525	291.525
1_MACS_peak_4321_lociStitched	chr11	13133919	13135069	1	1151	575.23	228.62
1_MACS_peak_7228_lociStitched	chr13	34302261	34303411	1	1151	820.18	118.795
1_MACS_peak_10710_lociStitched	chr17	2952031	2953181	1	1151	1084.795	252.425
1_MACS_peak_13745_lociStitched	chr19	53868614	53869764	1	1151	752.4449999999999	161.80499999999998
1_MACS_peak_17010_lociStitched	chr21	21055413	21056563	1	1151	591.4449999999999	140.185
1_MACS_peak_20504_lociStitched	chr4	93011903	93013053	1	1151	1263.275	146.97
1_MACS_peak_20549_lociStitched	chr4	102517764	102518914	1	1151	608.58	198.03
1_MACS_peak_24265_lociStitched	chr6	156922757	156923907	1	1151	646.3000000000001	92.0
1_MACS_peak_25447_lociStitched	chr7	110094433	110095583	1	1151	741.4050000000001	179.86
1_MACS_peak_2764_lociStitched	chr1	242214262	242215411	1	1150	608.1657	144.4293
1_MACS_peak_9340_lociStitched	chr15	84624110	84625259	1	1150	754.3185	271.7385
1_MACS_peak_12485_lociStitched	chr18	48086468	48087617	1	1150	659.2962	107.77619999999999
1_MACS_peak_12587_lociStitched	chr18	60717812	60718961	1	1150	547.1538	187.8615
1_MACS_peak_16110_lociStitched	chr2	239869351	239870500	1	1150	782.5839000000001	177.5205
1_MACS_peak_17293_lociStitched	chr22	17074062	17075211	1	1150	488.5548	102.6057
1_MACS_peak_17403_lociStitched	chr22	22804330	22805479	1	1150	689.4	236.2344
1_MACS_peak_19811_lociStitched	chr4	1177642	1178791	1	1150	608.5104	165.456
1_MACS_peak_22623_lociStitched	chr5	179034632	179035781	1	1150	742.3689	222.6762
1_MACS_peak_25528_lociStitched	chr7	120918418	120919567	1	1150	773.6217	337.1166
1_MACS_peak_26074_lociStitched	chr8	21817210	21818359	1	1150	574.6149	250.7118
1_MACS_peak_661_lociStitched	chr1	40562177	40563325	1	1149	966.042	203.0812
1_MACS_peak_3351_lociStitched	chr10	63942933	63944081	1	1149	838.1548	178.0548
1_MACS_peak_6997_lociStitched	chr12	123568017	123569165	1	1149	714.5151999999999	206.1808
1_MACS_peak_7592_lociStitched	chr13	104220350	104221498	1	1149	646.2091999999999	157.85000000000002
1_MACS_peak_8622_lociStitched	chr15	33493421	33494569	1	1149	1460.6004	304.67920000000004
1_MACS_peak_8992_lociStitched	chr15	60680968	60682116	1	1149	694.4252	214.21679999999998
1_MACS_peak_11243_lociStitched	chr17	36337920	36339068	1	1149	1047.0908	412.70599999999996
1_MACS_peak_13245_lociStitched	chr19	20476294	20477442	1	1149	540.708	121.5732
1_MACS_peak_16834_lociStitched	chr20	52582941	52584089	1	1149	740.1156000000001	137.3008
1_MACS_peak_20649_lociStitched	chr4	113233305	113234453	1	1149	891.7664000000001	145.1072
1_MACS_peak_21979_lociStitched	chr5	114631334	114632482	1	1149	1683.4271999999999	206.2956
1_MACS_peak_23771_lociStitched	chr6	105527884	105529032	1	1149	931.7168	180.00639999999999
1_MACS_peak_25046_lociStitched	chr7	73726523	73727671	1	1149	706.02	151.3064
1_MACS_peak_27832_lociStitched	chr9	103235546	103236694	1	1149	877.646	103.5496
1_MACS_peak_1216_lociStitched	chr1	100458150	100459297	1	1148	742.2237	129.1522
1_MACS_peak_5156_lociStitched	chr11	93256930	93258077	1	1148	718.9396	126.0553
1_MACS_peak_5480_lociStitched	chr11	125170467	125171614	1	1148	632.3411	222.4033
1_MACS_peak_9760_lociStitched	chr16	10646418	10647565	1	1148	1569.5548000000001	232.9557
1_MACS_peak_11703_lociStitched	chr17	58654092	58655239	1	1148	844.9949	230.4323
1_MACS_peak_16139_lociStitched	chr2	242454696	242455843	1	1148	768.9488	154.7303
1_MACS_peak_16241_lociStitched	chr20	5128069	5129216	1	1148	546.2014	172.5088
1_MACS_peak_17658_lociStitched	chr22	37297244	37298391	1	1148	917.4853	159.3183
1_MACS_peak_18005_lociStitched	chr3	8398413	8399560	1	1148	480.7077	80.06060000000001
1_MACS_peak_23032_lociStitched	chr6	27279814	27280961	1	1148	1029.6619	292.2556
1_MACS_peak_25511_lociStitched	chr7	117749669	117750816	1	1148	715.2692000000001	230.8911
1_MACS_peak_26757_lociStitched	chr8	104418250	104419397	1	1148	877.5697	131.6756
1_MACS_peak_28464_lociStitched	chrX	17080018	17081165	1	1148	738.8974	146.4719
1_MACS_peak_5283_lociStitched	chr11	109902635	109903781	1	1147	739.8575999999999	196.4244
1_MACS_peak_7492_lociStitched	chr13	79768306	79769452	1	1147	794.8656	207.1968
1_MACS_peak_16671_lociStitched	chr20	43188718	43189864	1	1147	778.707	164.3364
1_MACS_peak_18397_lociStitched	chr3	46448216	46449362	1	1147	928.9476	179.8074
1_MACS_peak_23183_lociStitched	chr6	33128908	33130054	1	1147	695.2782	184.39139999999998
1_MACS_peak_25981_lociStitched	chr8	11542866	11544012	1	1147	742.3788000000001	177.17159999999998
1_MACS_peak_28189_lociStitched	chr9	133322988	133324134	1	1147	512.2620000000001	127.779
1_MACS_peak_28657_lociStitched	chrX	48216816	48217962	1	1147	734.2422	60.0504
1_MACS_peak_2406_lociStitched	chr1	210484152	210485297	1	1146	769.44	352.202
1_MACS_peak_3037_lociStitched	chr10	21784504	21785649	1	1146	584.0645	126.98049999999999
1_MACS_peak_4927_lociStitched	chr11	68049216	68050361	1	1146	774.707	199.001
1_MACS_peak_5104_lociStitched	chr11	82851972	82853117	1	1146	602.27	211.93949999999998
1_MACS_peak_6770_lociStitched	chr12	107908795	107909940	1	1146	503.6855	168.42950000000002
1_MACS_peak_8707_lociStitched	chr15	40474346	40475491	1	1146	596.316	169.689
1_MACS_peak_12324_lociStitched	chr18	23795030	23796175	1	1146	1083.3990000000001	196.8255
1_MACS_peak_14856_lociStitched	chr2	99157796	99158941	1	1146	887.4895	149.995
1_MACS_peak_16738_lociStitched	chr20	46485558	46486703	1	1146	989.3945	196.8255
1_MACS_peak_19443_lociStitched	chr3	169724394	169725539	1	1146	530.9365	264.3805
1_MACS_peak_21039_lociStitched	chr4	180738169	180739314	1	1146	950.5790000000001	303.0815
1_MACS_peak_1334_lociStitched	chr1	114401792	114402936	1	1145	557.2424	127.32719999999999
1_MACS_peak_3552_lociStitched	chr10	79966578	79967722	1	1145	554.4968	176.4048
1_MACS_peak_6318_lociStitched	chr12	57521306	57522450	1	1145	703.3312	133.3904
1_MACS_peak_7965_lociStitched	chr14	54976305	54977449	1	1145	714.1991999999999	156.2704
1_MACS_peak_10327_lociStitched	chr16	67449582	67450726	1	1145	1155.5544	118.7472
1_MACS_peak_11849_lociStitched	chr17	70562639	70563783	1	1145	815.4431999999999	145.51680000000002
1_MACS_peak_12152_lociStitched	chr18	3037030	3038174	1	1145	1139.996	201.0008
1_MACS_peak_13828_lociStitched	chr19	58280606	58281750	1	1145	925.2672	300.4144
1_MACS_peak_20449_lociStitched	chr4	86395657	86396801	1	1145	1822.964	105.36240000000001
1_MACS_peak_21569_lociStitched	chr5	62099974	62101118	1	1145	937.7368	142.7712
1_MACS_peak_26710_lociStitched	chr8	101544865	101546009	1	1145	821.1632	111.0824
1_MACS_peak_1664_lociStitched	chr1	154166129	154167272	1	1144	971.2071	352.044
1_MACS_peak_7049_lociStitched	chr12	127987961	127989104	1	1144	612.5337000000001	138.9888
1_MACS_peak_16571_lociStitched	chr20	35514996	35516139	1	1144	926.0586000000001	312.3819
1_MACS_peak_19394_lociStitched	chr3	160388498	160389641	1	1144	909.2565	347.5863
1_MACS_peak_23749_lociStitched	chr6	99008087	99009230	1	1144	838.2762	179.1081
1_MACS_peak_25808_lociStitched	chr7	149438638	149439781	1	1144	695.7441	377.3043
1_MACS_peak_9864_lociStitched	chr16	17368685	17369827	1	1143	804.6532	232.62539999999998
1_MACS_peak_16484_lociStitched	chr20	32190212	32191354	1	1143	751.5502	231.0266
1_MACS_peak_16841_lociStitched	chr20	53013591	53014733	1	1143	707.1264	163.30599999999998
1_MACS_peak_19249_lociStitched	chr3	145968104	145969246	1	1143	628.6709999999999	90.218
1_MACS_peak_19398_lociStitched	chr3	161028436	161029578	1	1143	551.1292	284.2438
1_MACS_peak_21843_lociStitched	chr5	95116629	95117771	1	1143	691.2525999999999	255.237
1_MACS_peak_23937_lociStitched	chr6	119459856	119460998	1	1143	659.1624	177.9236
1_MACS_peak_25850_lociStitched	chr7	152209429	152210571	1	1143	846.9072	117.8544
1_MACS_peak_26622_lociStitched	chr8	89339083	89340225	1	1143	582.991	195.282
1_MACS_peak_3645_lociStitched	chr10	91010931	91012072	1	1142	1275.1816	240.5228
1_MACS_peak_6651_lociStitched	chr12	96366372	96367513	1	1142	685.0564	224.8911
1_MACS_peak_7088_lociStitched	chr13	19423997	19425138	1	1142	702.1714	122.6575
1_MACS_peak_10533_lociStitched	chr16	82203177	82204318	1	1142	1340.4468000000002	158.82719999999998
1_MACS_peak_15174_lociStitched	chr2	132905159	132906300	1	1142	865.5626000000001	130.074
1_MACS_peak_15251_lociStitched	chr2	148088980	148090121	1	1142	824.6007	188.4932
1_MACS_peak_20770_lociStitched	chr4	133920538	133921679	1	1142	637.2485	171.0359
1_MACS_peak_22661_lociStitched	chr6	235572	236713	1	1142	689.6204	141.94039999999998
1_MACS_peak_22853_lociStitched	chr6	13681567	13682708	1	1142	866.7036	189.1778
1_MACS_peak_23304_lociStitched	chr6	39990281	39991422	1	1142	780.7863	147.7595
1_MACS_peak_27877_lociStitched	chr9	110251934	110253075	1	1142	1475.1988999999999	123.3421
1_MACS_peak_28173_lociStitched	chr9	132499707	132500848	1	1142	734.5758000000001	144.3365
1_MACS_peak_2603_lociStitched	chr1	226864583	226865723	1	1141	787.17	303.582
1_MACS_peak_2757_lociStitched	chr1	241586820	241587960	1	1141	696.54	147.06
1_MACS_peak_4034_lociStitched	chr10	125549619	125550759	1	1141	831.4019999999999	209.304
1_MACS_peak_4329_lociStitched	chr11	14258590	14259730	1	1141	720.822	255.81599999999997
1_MACS_peak_6680_lociStitched	chr12	98790731	98791871	1	1141	681.492	267.444
1_MACS_peak_7599_lociStitched	chr13	108578382	108579522	1	1141	2692.6800000000003	53.238
1_MACS_peak_10246_lociStitched	chr16	57268740	57269880	1	1141	541.5	207.138
1_MACS_peak_11276_lociStitched	chr17	37778070	37779210	1	1141	699.3900000000001	265.27799999999996
1_MACS_peak_11546_lociStitched	chr17	47646842	47647982	1	1141	1883.8500000000001	227.886
1_MACS_peak_12049_lociStitched	chr17	78820030	78821170	1	1141	910.632	241.794
1_MACS_peak_13876_lociStitched	chr2	3465224	3466364	1	1141	1317.156	128.364
1_MACS_peak_14156_lociStitched	chr2	33736912	33738052	1	1141	731.1959999999999	200.298
1_MACS_peak_15184_lociStitched	chr2	133974586	133975726	1	1141	577.524	185.022
1_MACS_peak_17476_lociStitched	chr22	25347879	25349019	1	1141	1200.078	229.254
1_MACS_peak_18753_lociStitched	chr3	96584166	96585306	1	1141	543.438	179.322
1_MACS_peak_20717_lociStitched	chr4	123579634	123580774	1	1141	779.1899999999999	208.506
1_MACS_peak_20762_lociStitched	chr4	130741659	130742799	1	1141	528.276	171.0
1_MACS_peak_974_lociStitched	chr1	66712703	66713842	1	1140	960.6326	213.2208
1_MACS_peak_1255_lociStitched	chr1	108814779	108815918	1	1140	711.0776999999999	118.7977
1_MACS_peak_3980_lociStitched	chr10	119262288	119263427	1	1140	717.3422	196.4775
1_MACS_peak_4523_lociStitched	chr11	41969490	41970629	1	1140	854.9334	130.7572
1_MACS_peak_13841_lociStitched	chr19	58873344	58874483	1	1140	582.2568	143.2862
1_MACS_peak_13940_lociStitched	chr2	11004817	11005956	1	1140	897.8737	220.1687
1_MACS_peak_16214_lociStitched	chr20	4018313	4019452	1	1140	982.6153	321.0841
1_MACS_peak_17390_lociStitched	chr22	22292199	22293338	1	1140	968.0361	188.2767
1_MACS_peak_18011_lociStitched	chr3	9188246	9189385	1	1140	1136.3803	247.61860000000001
1_MACS_peak_18771_lociStitched	chr3	98369844	98370983	1	1140	829.4198	141.236
1_MACS_peak_21213_lociStitched	chr5	6135775	6136914	1	1140	698.8904	235.6591
1_MACS_peak_21829_lociStitched	chr5	93505528	93506667	1	1140	645.5852	210.9428
1_MACS_peak_22087_lociStitched	chr5	130831285	130832424	1	1140	649.6856	213.1069
1_MACS_peak_28249_lociStitched	chr9	137216982	137218121	1	1140	704.9271	133.4908
1_MACS_peak_29240_lociStitched	chrX	152735161	152736300	1	1140	1124.4207999999999	69.1373
1_MACS_peak_8020_lociStitched	chr14	61201105	61202243	1	1139	810.3697999999999	82.39120000000001
1_MACS_peak_15881_lociStitched	chr2	218933347	218934485	1	1139	999.6192	273.23380000000003
1_MACS_peak_16584_lociStitched	chr20	35994186	35995324	1	1139	770.6536	254.2292
1_MACS_peak_18861_lociStitched	chr3	110909882	110911020	1	1139	716.1433999999999	150.785
1_MACS_peak_21061_lociStitched	chr4	184520420	184521558	1	1139	637.9628	207.5712
1_MACS_peak_27286_lociStitched	chr9	21812920	21814058	1	1139	527.0078	118.69340000000001
1_MACS_peak_2473_lociStitched	chr1	214577412	214578549	1	1138	780.0957000000001	227.28629999999998
1_MACS_peak_3527_lociStitched	chr10	77095052	77096189	1	1138	887.5422	177.7131
1_MACS_peak_10154_lociStitched	chr16	47813156	47814293	1	1138	769.749	261.7374
1_MACS_peak_15538_lociStitched	chr2	181455439	181456576	1	1138	946.8936	122.22749999999999
1_MACS_peak_15636_lociStitched	chr2	192613090	192614227	1	1138	683.6781	210.345
1_MACS_peak_16746_lociStitched	chr20	47654315	47655452	1	1138	668.1012000000001	164.5239
1_MACS_peak_17616_lociStitched	chr22	36007346	36008483	1	1138	825.3483	219.66840000000002
1_MACS_peak_20057_lociStitched	chr4	30818996	30820133	1	1138	1016.8190999999999	180.89669999999998
1_MACS_peak_20870_lociStitched	chr4	148720860	148721997	1	1138	712.7853	210.345
1_MACS_peak_22323_lociStitched	chr5	148955235	148956372	1	1138	640.3584000000001	156.11010000000002
1_MACS_peak_24030_lociStitched	chr6	132251840	132252977	1	1138	635.6967000000001	161.90879999999999
1_MACS_peak_24389_lociStitched	chr7	962530	963667	1	1138	420.4626	139.7373
1_MACS_peak_24744_lociStitched	chr7	36729951	36731088	1	1138	648.2037	140.8743
1_MACS_peak_28168_lociStitched	chr9	132258071	132259208	1	1138	554.4012	143.60309999999998
1_MACS_peak_3873_lociStitched	chr10	105605322	105606458	1	1137	605.6016000000001	183.5776
1_MACS_peak_11421_lociStitched	chr17	42541098	42542234	1	1137	521.424	125.9824
1_MACS_peak_12588_lociStitched	chr18	60741840	60742976	1	1137	773.5024	213.2272
1_MACS_peak_18107_lociStitched	chr3	15388779	15389915	1	1137	696.7088	142.45440000000002
1_MACS_peak_26034_lociStitched	chr8	17820225	17821361	1	1137	698.8671999999999	128.936
1_MACS_peak_2575_lociStitched	chr1	226098349	226099484	1	1136	704.6080000000001	211.33700000000002
1_MACS_peak_5445_lociStitched	chr11	122426623	122427758	1	1136	787.1225000000001	137.108
1_MACS_peak_8245_lociStitched	chr14	86400610	86401745	1	1136	806.1905	85.2385
1_MACS_peak_8499_lociStitched	chr15	22422616	22423751	1	1136	697.571	244.8195
1_MACS_peak_9238_lociStitched	chr15	77003243	77004378	1	1136	652.5115	250.9485
1_MACS_peak_9418_lociStitched	chr15	89891847	89892982	1	1136	626.066	196.6955
1_MACS_peak_11220_lociStitched	chr17	34879868	34881003	1	1136	591.562	175.69799999999998
1_MACS_peak_16698_lociStitched	chr20	44509466	44510601	1	1136	1549.275	210.7695
1_MACS_peak_17477_lociStitched	chr22	25361893	25363028	1	1136	769.7570000000001	172.97400000000002
1_MACS_peak_20315_lociStitched	chr4	74903955	74905090	1	1136	540.6005	151.18200000000002
1_MACS_peak_20673_lociStitched	chr4	119771325	119772460	1	1136	863.2810000000001	270.2435
1_MACS_peak_21421_lociStitched	chr5	42908424	42909559	1	1136	785.7605	268.20050000000003
1_MACS_peak_28998_lociStitched	chrX	108189164	108190299	1	1136	933.9915	138.81050000000002
1_MACS_peak_7816_lociStitched	chr14	31248325	31249459	1	1135	552.9384	94.4622
1_MACS_peak_12221_lociStitched	chr18	10391428	10392562	1	1135	799.3566	119.8638
1_MACS_peak_14094_lociStitched	chr2	27401923	27403057	1	1135	618.2568	188.4708
1_MACS_peak_17062_lociStitched	chr21	32296018	32297152	1	1135	699.4512	119.52359999999999
1_MACS_peak_17275_lociStitched	chr21	47063422	47064556	1	1135	977.9616000000001	74.9574
1_MACS_peak_20674_lociStitched	chr4	120060302	120061436	1	1135	649.6686	180.6462
1_MACS_peak_20936_lociStitched	chr4	159123021	159124155	1	1135	581.9688	193.8006
1_MACS_peak_23464_lociStitched	chr6	53516115	53517249	1	1135	580.9481999999999	143.3376
1_MACS_peak_25032_lociStitched	chr7	73133190	73134324	1	1135	746.2854	106.25580000000001
1_MACS_peak_337_lociStitched	chr1	24861040	24862173	1	1134	1724.7658999999999	153.7481
1_MACS_peak_1988_lociStitched	chr1	174112711	174113844	1	1134	788.6813000000001	240.9891
1_MACS_peak_2499_lociStitched	chr1	219634008	219635141	1	1134	815.4201	326.98380000000003
1_MACS_peak_3602_lociStitched	chr10	84681695	84682828	1	1134	616.8052	151.1422
1_MACS_peak_5988_lociStitched	chr12	32081055	32082188	1	1134	590.0664	122.70389999999999
1_MACS_peak_7380_lociStitched	chr13	51330030	51331163	1	1134	707.1052999999999	81.2361
1_MACS_peak_7834_lociStitched	chr14	33171250	33172383	1	1134	749.7061	96.41829999999999
