REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_5394_lociStitched	chr11	118887867	118902015	3	8785	26033.7348	2774.4228	463	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	MIR3656	1.1852	463	1
3_MACS_peak_6985_lociStitched	chr12	123355106	123364859	3	8776	13332.351	1114.7679	464	VPS37B	HIP1R	VPS37B	VPS37B	0.9225	464	1
2_MACS_peak_20284_lociStitched	chr4	71542260	71555189	2	8759	35731.8773	2085.4477	465	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	1.1677	465	1
1_MACS_peak_4626_lociStitched	chr11	58339916	58348668	1	8753	79582.8112	1841.4208	466	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	1.3439999999999999	466	1
3_MACS_peak_16238_lociStitched	chr20	5092372	5109018	3	8753	26840.0104	2626.7388	467	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	1.1051	467	1
3_MACS_peak_574_lociStitched	chr1	36614104	36627436	3	8746	22825.7172	2067.7932	468	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.3738	468	1
2_MACS_peak_16344_lociStitched	chr20	17939683	17952796	2	8733	38811.8574	2692.0989	469	C20orf72,SNX5,SNORD17		SNORD17	SNORD17	0.43379999999999996	469	1
2_MACS_peak_11414_lociStitched	chr17	42287128	42299881	2	8727	25077.4992	1740.7845	470	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.1654	470	1
2_MACS_peak_12998_lociStitched	chr19	11199264	11208087	2	8726	21606.6447	1643.7249	471	LDLR		LDLR	LDLR	0.3862	471	1
2_MACS_peak_20170_lociStitched	chr4	48194868	48206469	2	8717	26523.3663	2103.2613	472	TEC		TXK	TXK	NONE	472	1
2_MACS_peak_14316_lociStitched	chr2	47204553	47215054	2	8715	49112.1269	2177.9074	473	TTC7A	MCFD2	MCFD2	MCFD2	0.4195	473	1
3_MACS_peak_2078_lociStitched	chr1	183438581	183451089	3	8714	36038.0496	3762.4064	474	SMG7		SMG7	SMG7	0.3152	474	1
2_MACS_peak_2382_lociStitched	chr1	209275319	209284233	2	8694	63966.864	2181.2558	475			LOC642587	LOC642587	NONE	475	1
3_MACS_peak_11057_lociStitched	chr17	27219396	27230808	3	8690	25160.0364	1975.4172	476	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.7205	476	1
3_MACS_peak_2542_lociStitched	chr1	223899448	223915464	3	8688	20216.9968	3533.1296	477	CAPN2	CAPN8	CAPN2	CAPN2	0.1662	477	1
2_MACS_peak_5637_lociStitched	chr12	4251138	4263609	2	8672	18454.5858	2048.9853	478			CCND2	CCND2	1.0354	478	1
3_MACS_peak_19034_lociStitched	chr3	125548668	125560503	3	8649	24653.4885	2194.209	479		MIR548I1	MIR548I1	NONE	NONE	479	1
3_MACS_peak_6346_lociStitched	chr12	58224927	58241229	3	8645	18364.203	2688.1998	480	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	0.41289999999999993	480	1
2_MACS_peak_6619_lociStitched	chr12	94541037	94552839	2	8644	23219.2548	1915.4646	481	PLXNC1		PLXNC1	PLXNC1	0.77	481	1
1_MACS_peak_6714_lociStitched	chr12	102870767	102879405	1	8639	45365.9122	1625.6716	482	IGF1		IGF1	IGF1	0.4335	482	1
1_MACS_peak_15316_lociStitched	chr2	158293911	158302544	1	8634	63019.1734	2185.0123	483	CYTIP		CYTIP	CYTIP	1.5493999999999999	483	1
2_MACS_peak_22812_lociStitched	chr6	11722147	11733499	2	8625	28214.2608	1819.7256	484	C6orf105		C6orf105	C6orf105	0.3501	484	1
2_MACS_peak_22083_lociStitched	chr5	130709162	130719201	2	8622	24486.1249	1758.8328	485	CDC42SE2		CDC42SE2	CDC42SE2	0.2099	485	1
3_MACS_peak_4878_lociStitched	chr11	67030097	67046894	3	8617	28462.5165	2837.0133	486	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.5365	486	1
1_MACS_peak_11289_lociStitched	chr17	38016406	38025015	1	8610	37337.233	1631.4055	487	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.9121999999999999	487	1
4_MACS_peak_13139_lociStitched	chr19	16545174	16561363	4	8607	18426.3198	2612.9046	488	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.2459	488	1
1_MACS_peak_16719_lociStitched	chr20	45978607	45987205	1	8599	58499.0724	1765.1694	489	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.38139999999999996	489	1
1_MACS_peak_1816_lociStitched	chr1	160676476	160685073	1	8598	34326.1016	2886.0129	490	CD48	SLAMF7	CD48	CD48	1.4799	490	1
2_MACS_peak_1315_lociStitched	chr1	112134546	112147990	2	8596	27615.3204	1447.9188	491	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.0896	491	1
4_MACS_peak_9016_lociStitched	chr15	63765609	63780160	4	8594	15294.5561	2269.956	492		USP3	USP3	USP3	0.12439999999999998	492	1
2_MACS_peak_5338_lociStitched	chr11	115090469	115102242	2	8586	68740.1924	1831.8788	493	CADM1		CADM1	CADM1	0.2804	493	1
3_MACS_peak_12072_lociStitched	chr17	79868177	79886607	3	8584	15694.988	2091.805	494	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	ARHGDIA	0.9699	494	1
1_MACS_peak_2181_lociStitched	chr1	197740075	197748641	1	8567	46560.493	2448.1628	495	DENND1B		DENND1B	DENND1B	0.1293	495	1
3_MACS_peak_28002_lociStitched	chr9	123630299	123641351	3	8563	32418.8316	1899.8388	496	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.9466000000000001	496	1
3_MACS_peak_27720_lociStitched	chr9	95514348	95528889	3	8555	17975.5842	2201.5074	497	BICD2	ANKRD19	BICD2	BICD2	0.4138	497	1
3_MACS_peak_25816_lociStitched	chr7	150100820	150113906	3	8541	73053.9036	2799.0954	498	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	5.5433	498	1
1_MACS_peak_25218_lociStitched	chr7	92437265	92445794	1	8530	26958.4632	1528.3968	499	CDK6		CDK6	CDK6	0.21630000000000002	499	1
4_MACS_peak_25601_lociStitched	chr7	128162805	128178115	4	8522	27374.28	2840.005	500		METTL2B	METTL2B	METTL2B	0.6249	500	1
3_MACS_peak_14488_lociStitched	chr2	64862821	64873282	3	8518	27604.4868	1980.2673	501	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.0621	501	1
2_MACS_peak_7674_lociStitched	chr13	115039297	115048800	2	8505	40283.217	1490.0704	502	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	1.1007	502	1
2_MACS_peak_3924_lociStitched	chr10	112215979	112226016	2	8499	71186.4188	2078.6627	503		DUSP5	DUSP5	DUSP5	1.4135	503	1
1_MACS_peak_14526_lociStitched	chr2	66659643	66668139	1	8497	31269.528	1242.9648	504	MEIS1		MEIS1	MEIS1	0.1785	504	1
4_MACS_peak_27977_lociStitched	chr9	117660252	117673119	4	8497	10325.7675	2303.193	505	TNFSF8		TNFSF8	TNFSF8	0.20879999999999999	505	1
1_MACS_peak_14726_lociStitched	chr2	86220206	86228679	1	8474	44036.7229	1460.7452	506		LOC90784	LOC90784	NONE	NONE	506	1
1_MACS_peak_26907_lociStitched	chr8	126441105	126449577	1	8473	19696.5528	1685.928	507	TRIB1		TRIB1	TRIB1	0.9704999999999999	507	1
4_MACS_peak_27110_lociStitched	chr8	146010510	146031010	4	8467	14557.05	2970.45	508	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	RPL8	0.8087	508	1
4_MACS_peak_9552_lociStitched	chr15	101675297	101692350	4	8442	16503.8934	2578.4136	509			CHSY1	CHSY1	0.4144	509	1
1_MACS_peak_1299_lociStitched	chr1	111172925	111181352	1	8428	43942.5915	1017.9816	510		KCNA2,KCNA3	KCNA2	KCNA3	0.8295	510	1
4_MACS_peak_5964_lociStitched	chr12	31238483	31254633	4	8428	19691.695	2240.005	511	DDX11		DDX11	DDX11	0.9012000000000001	511	1
2_MACS_peak_17756_lociStitched	chr22	39860727	39870083	2	8424	23355.3828	1525.028	512	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.7829000000000002	512	1
2_MACS_peak_16104_lociStitched	chr2	239167385	239176531	2	8420	10911.178	751.8012	513	PER2	LOC643387,LOC151174,HES6	HES6	HES6	0.0959	513	1
2_MACS_peak_2572_lociStitched	chr1	226062565	226071708	2	8416	30551.3345	2408.2662	514	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.3655	514	1
2_MACS_peak_25427_lociStitched	chr7	106504222	106513650	2	8411	45965.2712	2545.56	515	PIK3CG		PIK3CG	PIK3CG	0.8995000000000001	515	1
2_MACS_peak_23044_lociStitched	chr6	27774603	27784098	2	8411	24554.07	1852.4745	516	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2BN	2.8988	516	1
4_MACS_peak_27941_lociStitched	chr9	116162772	116179346	4	8410	23896.3932	2842.441	517	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	POLE3	1.3611	517	1
2_MACS_peak_11955_lociStitched	chr17	74721262	74735055	2	8401	33288.0262	2257.9141	518	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.8112000000000001	518	1
3_MACS_peak_9302_lociStitched	chr15	81608884	81624411	3	8395	17140.2553	2818.1505	519	STARD5	IL16,TMC3	STARD5	STARD5	0.6526	519	1
4_MACS_peak_27075_lociStitched	chr8	145047454	145065482	4	8386	14339.4712	2527.5256	520	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661	PARP10	MIR661	1.01	520	1
2_MACS_peak_28057_lociStitched	chr9	127622512	127635704	2	8385	24192.8088	2172.7224	521	ARPC5L,RPL35	WDR38	ARPC5L	ARPC5L	0.8141	521	1
4_MACS_peak_347_lociStitched	chr1	25558137	25575123	4	8373	22114.0734	2760.225	522	SYF2,C1orf63	RHD	C1orf63	C1orf63	0.8968	522	1
2_MACS_peak_27955_lociStitched	chr9	117127664	117136903	2	8367	31507.7617	1760.9534	523	AKNA	ORM1,ORM2	AKNA	AKNA	0.9037999999999999	523	1
4_MACS_peak_14006_lociStitched	chr2	20615860	20630283	4	8367	27474.3727	2042.2968	524		RHOB	RHOB	RHOB	0.29000000000000004	524	1
2_MACS_peak_8293_lociStitched	chr14	91781720	91792287	2	8363	17554.9571	1054.5866	525	CCDC88C		GPR68	GPR68	NONE	525	1
5_MACS_peak_5063_lociStitched	chr11	78127257	78139918	5	8362	11773.4639	1801.6603	526	GAB2		GAB2	NONE	NONE	526	1
1_MACS_peak_24928_lociStitched	chr7	55597633	55605993	1	8361	97184.164	1802.416	527	VOPP1		VOPP1	VOPP1	1.9106	527	1
2_MACS_peak_20431_lociStitched	chr4	84132748	84144092	2	8334	27573.8608	2147.4192	528			COQ2	COQ2	NONE	528	1
1_MACS_peak_23180_lociStitched	chr6	32934703	32943029	1	8327	78685.6956	2109.8084	529	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	3.343	529	1
4_MACS_peak_13423_lociStitched	chr19	39921052	39937664	4	8318	16641.9016	2450.27	530	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,PAF1	RPS16	ZFP36	5.1076999999999995	530	1
2_MACS_peak_19771_lociStitched	chr3	196358027	196371007	2	8315	41259.526	2968.526	531	LRRC33		LRRC33	LRRC33	0.5683	531	1
3_MACS_peak_1654_lociStitched	chr1	153929194	153941597	3	8305	32845.6246	3476.5609	532	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	1.1425	532	1
2_MACS_peak_24639_lociStitched	chr7	26002457	26011701	2	8300	52089.94	1795.1848	533		MIR148A	MIR148A	MIR148A	2.0752	533	1
3_MACS_peak_17710_lociStitched	chr22	39095577	39106124	3	8294	26312.6556	2121.0017	534	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	SUN2	1.1189	534	1
2_MACS_peak_1694_lociStitched	chr1	154971093	154979946	2	8285	29760.2448	1894.542	535	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	4.232	535	1
4_MACS_peak_21001_lociStitched	chr4	173897089	173914822	4	8282	24230.3712	2766.348	536	GALNTL6		GALNT7	GALNT7	NONE	536	1
3_MACS_peak_24910_lociStitched	chr7	52774641	52788495	3	8273	24182.157	1637.5428	537			POM121L12	POM121L12	NONE	537	1
2_MACS_peak_6749_lociStitched	chr12	105618203	105630820	2	8265	15742.2309	2167.6006	538	APPL2		APPL2	APPL2	0.15220000000000003	538	1
3_MACS_peak_5659_lociStitched	chr12	6439155	6452019	3	8262	21162.5664	1995.2064	539	TNFRSF1A	PLEKHG6,LTBR,SCNN1A	TNFRSF1A	TNFRSF1A	0.837	539	1
2_MACS_peak_19291_lociStitched	chr3	151911138	151919929	2	8253	22071.5637	1640.4006	540			MBNL1	MBNL1	0.1677	540	1
1_MACS_peak_13778_lociStitched	chr19	55763949	55772193	1	8245	31656.1356	1579.5504	541	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	0.7843	541	1
3_MACS_peak_26298_lociStitched	chr8	38812013	38823410	3	8237	20505.4824	1962.5634	542	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.2954	542	1
2_MACS_peak_4501_lociStitched	chr11	35183621	35196181	2	8225	18320.016	2630.064	543	CD44		CD44	CD44	0.44799999999999995	543	1
3_MACS_peak_17100_lociStitched	chr21	34695963	34712300	3	8224	40360.5585	3976.4258	544	IFNAR1		IFNAR1	IFNAR1	0.8332	544	1
1_MACS_peak_15455_lociStitched	chr2	173419337	173427558	1	8222	16155.9092	1390.1711	545	PDK1		PDK1	PDK1	0.7279	545	1
2_MACS_peak_21926_lociStitched	chr5	109188932	109202085	2	8196	31924.9616	2404.3684	546	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	546	1
3_MACS_peak_25871_lociStitched	chr7	155532871	155547120	3	8195	14667.9206	3130.5053	547	RBM33		SHH	SHH	NONE	547	1
4_MACS_peak_14728_lociStitched	chr2	86290480	86308503	4	8179	12414.2424	3098.1537	548	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	0.7043	548	1
3_MACS_peak_16124_lociStitched	chr2	241499335	241509465	3	8174	21802.799	866.115	549	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	0.7053	549	1
3_MACS_peak_17502_lociStitched	chr22	27053177	27071102	3	8159	24021.2925	2900.265	550	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	1.0823	550	1
1_MACS_peak_25185_lociStitched	chr7	90337272	90345424	1	8153	37411.1584	1515.4568	551	CDK14		CDK14	CDK14	0.1466	551	1
1_MACS_peak_12524_lociStitched	chr18	52983351	52991493	1	8143	19469.1504	1057.6458	552	TCF4		TCF4	TCF4	0.11180000000000001	552	1
1_MACS_peak_11448_lociStitched	chr17	43387661	43395800	1	8140	18883.2939	1836.1584	553	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.26669999999999994	553	1
2_MACS_peak_3917_lociStitched	chr10	112112782	112122475	2	8139	111851.4042	2217.7584	554		SMNDC1	SMNDC1	SMNDC1	0.2334	554	1
4_MACS_peak_4264_lociStitched	chr11	9586652	9599775	4	8134	15403.7774	2112.803	555	WEE1		WEE1	WEE1	0.41490000000000005	555	1
2_MACS_peak_8145_lociStitched	chr14	72980376	72989833	2	8132	28057.0276	970.2882	556	RGS6		DPF3	DPF3	0.051699999999999996	556	1
2_MACS_peak_19820_lociStitched	chr4	1712244	1725153	2	8131	35179.6068	1927.3137	557	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	2.1498	557	1
2_MACS_peak_10823_lociStitched	chr17	7736929	7748931	2	8117	14594.432	1842.307	558	DNAH2,KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	TMEM88	1.0007	558	1
3_MACS_peak_26737_lociStitched	chr8	103659277	103669656	3	8103	7487.4106	986.005	559	KLF10		KLF10	KLF10	0.4273	559	1
2_MACS_peak_21956_lociStitched	chr5	112256150	112266826	2	8102	34052.1696	1881.1112	560	REEP5	DCP2	REEP5	REEP5	0.2495	560	1
2_MACS_peak_9949_lociStitched	chr16	23343895	23354207	2	8088	95129.2312	2225.3296	561	SCNN1B		SCNN1B	SCNN1B	1.3165999999999998	561	1
3_MACS_peak_17724_lociStitched	chr22	39409109	39422013	3	8078	30143.744	2352.3992	562	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	0.9918000000000001	562	1
2_MACS_peak_10435_lociStitched	chr16	71876722	71888670	2	8077	18340.18	2077.7572	563	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.4364	563	1
2_MACS_peak_19525_lociStitched	chr3	177068666	177079666	2	8076	50945.4	3034.9	564			TBL1XR1	TBL1XR1	0.41159999999999997	564	1
2_MACS_peak_16499_lociStitched	chr20	32461941	32473433	2	8073	71841.0888	2035.2332	565			CHMP4B	CHMP4B	2.1534	565	1
5_MACS_peak_4806_lociStitched	chr11	65306874	65326589	5	8073	11761.969	2610.266	566	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	MALAT1	3.8047000000000004	566	1
2_MACS_peak_16826_lociStitched	chr20	52481716	52490485	2	8072	23159.8059	1700.3091	567		SUMO1P1	SUMO1P1	SUMO1P1	0.8853	567	1
3_MACS_peak_1862_lociStitched	chr1	161768836	161778608	3	8058	13522.4936	1864.4976	568	ATF6	DUSP12	ATF6	DUSP12	0.4083	568	1
5_MACS_peak_8805_lociStitched	chr15	44954492	44976483	5	8056	17775.3253	3270.0617	569	SPG11,PATL2	B2M	PATL2	B2M	1.0211999999999999	569	1
2_MACS_peak_23165_lociStitched	chr6	32156739	32165933	2	8055	19554.7186	1678.8244	570	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	1.2096	570	1
3_MACS_peak_2203_lociStitched	chr1	200588910	200598605	3	8055	18960.5115	2208.521	571	KIF14	DDX59	KIF14	DDX59	0.40459999999999996	571	1
2_MACS_peak_17469_lociStitched	chr22	24822788	24831801	2	8041	26465.7732	1330.3188	572	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.0250000000000001	572	1
1_MACS_peak_19282_lociStitched	chr3	150315388	150323427	1	8040	28931.5571	1558.7621	573	SELT		SELT	SELT	0.7061999999999999	573	1
3_MACS_peak_17752_lociStitched	chr22	39823019	39835363	3	8038	22247.5912	1723.2224	574	TAB1	MGAT3	MGAT3	MGAT3	0.03169999999999999	574	1
2_MACS_peak_9206_lociStitched	chr15	75353000	75363312	2	8023	28534.3352	1906.6888	575		PPCDC	PPCDC	PPCDC	1.6461	575	1
4_MACS_peak_6114_lociStitched	chr12	48284547	48299196	4	8019	11505.3246	2159.2626	576	VDR		VDR	VDR	0.19149999999999998	576	1
1_MACS_peak_18901_lociStitched	chr3	113460739	113468756	1	8018	25756.2159	1482.3433	577	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.6492	577	1
2_MACS_peak_24574_lociStitched	chr7	20476672	20489828	2	8018	22999.3192	1968.1376	578			ITGB8	ITGB8	NONE	578	1
2_MACS_peak_26995_lociStitched	chr8	134576767	134585850	2	8012	39097.7735	1457.8215	579	ST3GAL1		ST3GAL1	ST3GAL1	0.48889999999999995	579	1
2_MACS_peak_26144_lociStitched	chr8	26428246	26437527	2	8012	33499.7695	1814.4355	580	DPYSL2		DPYSL2	DPYSL2	0.1773	580	1
3_MACS_peak_2305_lociStitched	chr1	205196232	205208165	3	8010	17298.0768	2885.3994	581	TMCC2	DSTYK	TMCC2	TMCC2	0.27069999999999994	581	1
3_MACS_peak_4666_lociStitched	chr11	60672552	60684131	3	8009	27727.0734	2483.6955	582	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.9072999999999999	582	1
3_MACS_peak_14519_lociStitched	chr2	65609354	65622512	3	8007	15215.9112	1942.1208	583	SPRED2	SPRED2	SPRED2	SPRED2	0.16659999999999997	583	1
3_MACS_peak_16818_lociStitched	chr20	52345654	52358526	3	8004	26991.2968	2222.9944	584			SUMO1P1	SUMO1P1	0.8853	584	1
4_MACS_peak_3053_lociStitched	chr10	22604452	22615579	4	8003	17532.8139	1640.1198	585	COMMD3,BMI1	SPAG6	BMI1	BMI1	0.7390000000000001	585	1
2_MACS_peak_2216_lociStitched	chr1	200987370	200996776	2	8001	25700.0138	2514.2238	586	KIF21B		KIF21B	KIF21B	0.36390000000000006	586	1
3_MACS_peak_21765_lociStitched	chr5	86408327	86419855	3	7990	23016.8048	2039.3032	587	MIR4280		MIR4280	MIR4280	0.23229999999999998	587	1
2_MACS_peak_23844_lociStitched	chr6	109216510	109228439	2	7984	15976.5097	1912.2187	588	ARMC2		ARMC2	ARMC2	0.1833	588	1
4_MACS_peak_28869_lociStitched	chrX	75362498	75372280	4	7973	25395.0502	914.617	589		CXorf26	CXorf26	CXorf26	0.1678	589	1
2_MACS_peak_7623_lociStitched	chr13	111357311	111369486	2	7964	17820.5475	1745.895	590	ING1,CARS2		ING1	ING1	0.7139	590	1
4_MACS_peak_15805_lociStitched	chr2	207997735	208015071	4	7964	26771.9848	2633.3384	591	KLF7	MIR2355	KLF7	KLF7	0.3894	591	1
3_MACS_peak_22917_lociStitched	chr6	20400845	20416879	3	7956	19583.9276	2417.9272	592	E2F3		E2F3	E2F3	0.13540000000000002	592	1
3_MACS_peak_8078_lociStitched	chr14	65813162	65825559	3	7948	10418.4388	1164.0783	593			FUT8	FUT8	NONE	593	1
2_MACS_peak_22867_lociStitched	chr6	15244762	15257647	2	7944	11372.301	1716.282	594	JARID2		JARID2	JARID2	0.016299999999999995	594	1
2_MACS_peak_11049_lociStitched	chr17	27046045	27056626	2	7943	33991.4625	2145.8268	595	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.5371	595	1
3_MACS_peak_14224_lociStitched	chr2	39345687	39356788	3	7941	21861.1993	1852.7569	596	SOS1		SOS1	SOS1	0.1683	596	1
3_MACS_peak_22385_lociStitched	chr5	153651541	153665139	3	7931	9933.339	2183.8388	597	GALNT10		GALNT10	GALNT10	0.043	597	1
3_MACS_peak_23196_lociStitched	chr6	33376824	33394625	3	7930	15962.1567	2331.931	598	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	CUTA	0.534	598	1
3_MACS_peak_14552_lociStitched	chr2	68989035	69003578	3	7928	29936.7655	2671.5491	599	ARHGAP25		ARHGAP25	ARHGAP25	0.3161	599	1
5_MACS_peak_11350_lociStitched	chr17	40330295	40351439	5	7925	12428.4432	3078.5664	600	KCNH4,HCRT,GHDC,STAT5B	RAB5C	HCRT	HCRT	0.6194	600	1
3_MACS_peak_27336_lociStitched	chr9	33152585	33168313	3	7923	14408.4208	2752.4	601	B4GALT1		B4GALT1	B4GALT1	0.1553	601	1
1_MACS_peak_23111_lociStitched	chr6	30684081	30691997	1	7917	33243.242	1759.7268	602	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	2.1187	602	1
3_MACS_peak_19533_lociStitched	chr3	178230459	178241178	3	7916	30477.3327	2789.0838	603		KCNMB2	KCNMB2	NONE	NONE	603	1
2_MACS_peak_357_lociStitched	chr1	25869669	25878430	2	7906	24759.4621	1597.1303	604	LDLRAP1		LDLRAP1	LDLRAP1	0.8777000000000001	604	1
2_MACS_peak_10082_lociStitched	chr16	30661288	30673099	2	7889	33473.5551	2077.5549	605	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	2.0168	605	1
3_MACS_peak_5429_lociStitched	chr11	120368166	120382548	3	7879	27591.867	1830.8286	606			GRIK4	GRIK4	NONE	606	1
3_MACS_peak_19727_lociStitched	chr3	193848182	193860379	3	7871	15485.3112	2841.901	607	HES1		HES1	HES1	0.9153	607	1
2_MACS_peak_7658_lociStitched	chr13	114582341	114594838	2	7867	25122.7191	2086.999	608	FLJ44054	GAS6	FLJ44054	GAS6	1.4174	608	1
3_MACS_peak_20555_lociStitched	chr4	103532621	103542799	3	7834	21014.5166	1951.1226	609	NFKB1		NFKB1	NFKB1	0.22099999999999997	609	1
1_MACS_peak_18540_lociStitched	chr3	52737805	52745625	1	7821	26482.43	1708.67	610	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	1.231	610	1
1_MACS_peak_19146_lociStitched	chr3	133290487	133298304	1	7818	22574.7143	1640.0066	611	CDV3		CDV3	CDV3	0.7998	611	1
1_MACS_peak_18162_lociStitched	chr3	23847004	23854820	1	7817	25493.4472	1420.9488	612	UBE2E1		UBE2E1	UBE2E1	0.22899999999999998	612	1
2_MACS_peak_7909_lociStitched	chr14	50465460	50476704	2	7816	41328.4464	1181.7444	613	C14orf182		C14orf182	C14orf182	1.1072	613	1
2_MACS_peak_28178_lociStitched	chr9	132646078	132657623	2	7816	34862.4365	2106.9625	614	FNBP1	USP20,C9orf78	USP20	C9orf78	0.2828	614	1
2_MACS_peak_13559_lociStitched	chr19	45541451	45553810	2	7806	16137.1463	2114.6249	615	RELB,CLASRP	GEMIN7,ZNF296	CLASRP	GEMIN7	1.0427	615	1
2_MACS_peak_23447_lociStitched	chr6	52527647	52536712	2	7804	21542.066	1807.561	616	LOC730101,TMEM14A		LOC730101	LOC730101	1.3162	616	1
4_MACS_peak_26866_lociStitched	chr8	124546079	124560330	4	7799	17159.6291	1912.4842	617	FBXO32	FBXO32	FBXO32	FBXO32	0.1785	617	1
2_MACS_peak_12797_lociStitched	chr19	2618290	2628889	2	7796	56572.1625	2581.9164	618	GNG7		GNG7	GNG7	0.7723	618	1
1_MACS_peak_19388_lociStitched	chr3	160116017	160123805	1	7789	55110.2244	1716.4752	619	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	1.218	619	1
1_MACS_peak_9398_lociStitched	chr15	89163738	89171526	1	7789	22629.5916	1517.1024	620	AEN	MIR1179,MIR7-2,ISG20	AEN	AEN	1.1455000000000002	620	1
1_MACS_peak_26519_lociStitched	chr8	72268262	72276037	1	7776	18278.2475	1118.045	621	EYA1		EYA1	EYA1	0.09179999999999999	621	1
3_MACS_peak_5419_lociStitched	chr11	119592001	119600722	3	7776	9529.4367	1462.5117	622	PVRL1		PVRL1	PVRL1	0.344	622	1
