REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_26525_lociStitched	chr8	72911502	72918442	2	5463	31415.992	1143.018	485	LOC100132891		TRPA1	TRPA1	NONE	485	1
4_MACS_peak_19293_lociStitched	chr3	151985422	152001990	4	13496	32998.4856	2728.7496	486	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.337	486	1
3_MACS_peak_22973_lociStitched	chr6	26020335	26034776	3	10003	33117.5453	2878.0913	487	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.8192000000000002	487	1
1_MACS_peak_3155_lociStitched	chr10	32634270	32637060	1	2791	30841.218	619.101	488	EPC1		EPC1	EPC1	0.3018	488	1
1_MACS_peak_6621_lociStitched	chr12	94563071	94569396	1	6326	31596.5375	1402.2525	489	PLXNC1		PLXNC1	PLXNC1	0.77	489	1
1_MACS_peak_17637_lociStitched	chr22	36725753	36731847	1	6095	31365.2086	1190.7676	490	MYH9		MYH9	MYH9	0.5835	490	1
1_MACS_peak_19353_lociStitched	chr3	156874475	156879548	1	5074	31550.5089	1396.0896	491	CCNL1	LOC339894	CCNL1	CCNL1	1.3227	491	1
1_MACS_peak_16287_lociStitched	chr20	9489948	9499800	1	9853	31815.0636	1675.8252	492	C20orf103		C20orf103	C20orf103	1.183	492	1
4_MACS_peak_12730_lociStitched	chr19	1258352	1277358	4	10856	34556.7092	4449.3046	493	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.3588	493	1
1_MACS_peak_1579_lociStitched	chr1	150335364	150339647	1	4284	31396.9598	1309.7414	494	RPRD2	PRPF3	RPRD2	RPRD2	0.1901	494	1
1_MACS_peak_13778_lociStitched	chr19	55763949	55772193	1	8245	31656.1356	1579.5504	495	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	0.7843	495	1
3_MACS_peak_16652_lociStitched	chr20	42569443	42585533	3	10462	32728.669	2669.331	496	TOX2		TOX2	TOX2	0.5896	496	1
3_MACS_peak_16993_lociStitched	chr21	19152045	19169216	3	13775	32667.8275	2609.992	497	C21orf91		C21orf91	C21orf91	0.7986	497	1
1_MACS_peak_9556_lociStitched	chr15	101737834	101743961	1	6128	31210.3253	1156.1649	498	CHSY1		CHSY1	CHSY1	0.4144	498	1
3_MACS_peak_21180_lociStitched	chr5	1329090	1346291	3	12037	33333.8179	3290.5513	499	CLPTM1L	TERT	CLPTM1L	CLPTM1L	3.4673999999999996	499	1
1_MACS_peak_14526_lociStitched	chr2	66659643	66668139	1	8497	31269.528	1242.9648	500	MEIS1		MEIS1	MEIS1	0.1785	500	1
1_MACS_peak_20331_lociStitched	chr4	76023338	76029315	1	5978	31422.2844	1398.618	501			PARM1	PARM1	NONE	501	1
3_MACS_peak_23191_lociStitched	chr6	33279362	33292758	3	9468	32205.3236	2251.8676	502	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.5131999999999999	502	1
3_MACS_peak_20754_lociStitched	chr4	129724194	129741536	3	10104	32446.882	2507.6532	503	PHF17		PHF17	PHF17	0.4592	503	1
7_MACS_peak_4750_lociStitched	chr11	63992547	64020268	7	14941	34177.2209	4244.0851	504	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	1.4581	504	1
2_MACS_peak_13122_lociStitched	chr19	16221472	16231888	2	9176	31683.3888	1750.9296	505	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.6089	505	1
1_MACS_peak_25340_lociStitched	chr7	101946408	101951462	1	5055	30697.4906	813.694	506	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.9199	506	1
3_MACS_peak_19924_lociStitched	chr4	9599081	9610864	3	8817	31935.4649	2064.3816	507		MIR548I2	MIR548I2	NONE	NONE	507	1
1_MACS_peak_23051_lociStitched	chr6	27857488	27864178	1	6691	31335.291	1501.236	508	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	2.8403	508	1
4_MACS_peak_6790_lociStitched	chr12	109161940	109180995	4	9062	32831.765	3041.178	509	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.49039999999999995	509	1
1_MACS_peak_2783_lociStitched	chr1	245023939	245029291	1	5353	31160.9496	1381.8864	510	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	2.4683	510	1
1_MACS_peak_4044_lociStitched	chr10	125863615	125867459	1	3845	30668.2008	911.028	511		CHST15	CHST15	CHST15	1.132	511	1
2_MACS_peak_27955_lociStitched	chr9	117127664	117136903	2	8367	31507.7617	1760.9534	512	AKNA	ORM1,ORM2	AKNA	AKNA	0.9037999999999999	512	1
1_MACS_peak_27686_lociStitched	chr9	93733263	93737534	1	4272	30802.0249	1060.4893	513			LOC100129316	NONE	NONE	513	1
1_MACS_peak_24572_lociStitched	chr7	20368258	20372918	1	4661	30742.02	1009.356	514	ITGB8		ITGB8	ITGB8	0.3363	514	1
2_MACS_peak_18947_lociStitched	chr3	119356104	119362743	2	4830	31378.5696	1707.5508	515	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.9989	515	1
2_MACS_peak_9468_lociStitched	chr15	91472184	91479739	2	6699	31350.9835	1683.254	516	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	HDDC3	2.5326999999999997	516	1
1_MACS_peak_25635_lociStitched	chr7	129588191	129593477	1	5287	31292.0628	1645.0032	517	UBE2H		UBE2H	UBE2H	0.1905	517	1
1_MACS_peak_940_lociStitched	chr1	62900821	62904484	1	3664	30243.5595	654.9444	518	USP1		USP1	USP1	1.122	518	1
1_MACS_peak_3857_lociStitched	chr10	105230000	105233111	1	3112	30281.8518	715.53	519	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	CALHM3	1.7873999999999999	519	1
1_MACS_peak_2657_lociStitched	chr1	230256709	230261501	1	4793	30977.884	1417.4736	520	GALNT2		GALNT2	GALNT2	0.2825	520	1
2_MACS_peak_21926_lociStitched	chr5	109188932	109202085	2	8196	31924.9616	2404.3684	521	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	521	1
3_MACS_peak_9446_lociStitched	chr15	90721456	90736303	3	7594	31928.4735	2452.7244	522	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.594	522	1
2_MACS_peak_13409_lociStitched	chr19	39338850	39349000	2	7612	31267.075	1824.97	523	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.1269	523	1
4_MACS_peak_13792_lociStitched	chr19	56145546	56167851	4	11222	32471.619	3033.48	524	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.3433	524	1
3_MACS_peak_18146_lociStitched	chr3	20080186	20098157	3	11937	32160.9016	2727.9978	525	KAT2B	C3orf48	KAT2B	KAT2B	0.2056	525	1
3_MACS_peak_1654_lociStitched	chr1	153929194	153941597	3	8305	32845.6246	3476.5609	526	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	1.1425	526	1
3_MACS_peak_4119_lociStitched	chr10	135201264	135215550	3	7334	31426.3428	2097.1848	527	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.5564	527	1
1_MACS_peak_859_lociStitched	chr1	53100996	53104576	1	3581	30146.822	820.894	528	FAM159A	GPX7	FAM159A	FAM159A	0.8584	528	1
4_MACS_peak_22761_lociStitched	chr6	7134908	7148035	4	11536	31764.7146	2517.7586	529	RREB1		RREB1	RREB1	0.2414	529	1
1_MACS_peak_29250_lociStitched	chrX	153232612	153239561	1	6950	29781.3293	605.2579	530	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	1.7106000000000001	530	1
1_MACS_peak_4500_lociStitched	chr11	35159729	35168782	1	9054	31331.5277	2179.0571	531	CD44		CD44	CD44	0.44799999999999995	531	1
1_MACS_peak_14981_lociStitched	chr2	111431846	111437519	1	5674	30220.6383	1076.7354	532	BUB1		BUB1	BUB1	0.6905999999999999	532	1
1_MACS_peak_8103_lociStitched	chr14	69258011	69263708	1	5698	29587.9392	451.2024	533	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	1.8917	533	1
1_MACS_peak_11752_lociStitched	chr17	62196752	62210267	1	13516	31931.8905	2801.6595	534	ERN1	SNORD104,SNORA76	ERN1	ERN1	1.1178	534	1
2_MACS_peak_4725_lociStitched	chr11	62597877	62610625	2	7447	31389.4004	2339.258	535	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.6878000000000002	535	1
3_MACS_peak_5401_lociStitched	chr11	118963095	118979829	3	10748	31737.7044	2811.312	536	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	1.6677000000000002	536	1
2_MACS_peak_1786_lociStitched	chr1	159036489	159048340	2	6402	31637.4296	2715.0641	537	AIM2		AIM2	AIM2	1.1446999999999998	537	1
2_MACS_peak_11981_lociStitched	chr17	75435123	75442890	2	6029	30126.6396	1234.953	538	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.3108	538	1
1_MACS_peak_25711_lociStitched	chr7	139042746	139046846	1	4101	30065.3	1199.66	539	LUC7L2	C7orf55	LUC7L2	C7orf55	1.8147	539	1
3_MACS_peak_13698_lociStitched	chr19	50166203	50182954	3	9931	31664.4153	2802.4423	540	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	IRF3	RRAS	0.7979999999999999	540	1
1_MACS_peak_1956_lociStitched	chr1	169861613	169864438	1	2826	29686.795	894.395	541	SCYL3		SCYL3	SCYL3	0.5114	541	1
1_MACS_peak_979_lociStitched	chr1	66795847	66803385	1	7539	30302.0062	1680.974	542	PDE4B		PDE4B	PDE4B	0.11950000000000001	542	1
1_MACS_peak_24005_lociStitched	chr6	130004029	130010369	1	6341	29862.668	1310.478	543	ARHGAP18		ARHGAP18	ARHGAP18	0.23770000000000002	543	1
3_MACS_peak_28103_lociStitched	chr9	130531960	130551754	3	12400	31854.4842	3323.4126	544	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.6000000000000001	544	1
2_MACS_peak_28582_lociStitched	chrX	40028233	40036953	2	6297	29298.328	775.208	545	BCOR		BCOR	BCOR	0.40369999999999995	545	1
1_MACS_peak_12795_lociStitched	chr19	2594918	2600603	1	5686	30041.814	1532.1075	546	GNG7		GNG7	GNG7	0.7723	546	1
4_MACS_peak_14946_lociStitched	chr2	109829413	109843011	4	9307	30897.3756	2417.7244	547	SH3RF3		MIR4265	MIR4265	NONE	547	1
3_MACS_peak_25303_lociStitched	chr7	100020507	100034938	3	7126	30654.3302	2176.1948	548	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.7964	548	1
1_MACS_peak_9294_lociStitched	chr15	81291344	81295207	1	3864	29103.4557	641.258	549	MESDC1	MESDC2	MESDC1	MESDC1	2.1647	549	1
1_MACS_peak_2855_lociStitched	chr10	3824218	3828887	1	4670	29250.3512	803.5349	550	KLF6		KLF6	KLF6	1.4778	550	1
1_MACS_peak_15189_lociStitched	chr2	134709304	134713979	1	4676	29441.28	1035.98	551			MIR3679	MIR3679	NONE	551	1
1_MACS_peak_21742_lociStitched	chr5	81146017	81152084	1	6068	29559.6374	1156.9769	552			SSBP2	SSBP2	NONE	552	1
2_MACS_peak_18454_lociStitched	chr3	49054537	49067695	2	8914	30610.7712	2267.1234	553	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	1.8808999999999998	553	1
4_MACS_peak_3458_lociStitched	chr10	74006940	74024315	4	9085	31212.45	2896.4125	554		ANAPC16,DDIT4,ASCC1	DDIT4	ANAPC16	0.1895	554	1
1_MACS_peak_12316_lociStitched	chr18	22928945	22941199	1	12255	29673.061	1393.2798	555	ZNF521		ZNF521	ZNF521	0.03920000000000001	555	1
1_MACS_peak_11457_lociStitched	chr17	43660541	43664570	1	4030	29164.3194	886.38	556		MGC57346,LOC644172	LOC644172	MGC57346	0.00470000000000001	556	1
3_MACS_peak_20361_lociStitched	chr4	77608754	77624679	3	14301	31203.445	2958.865	557	SHROOM3		ANKRD56	ANKRD56	NONE	557	1
1_MACS_peak_16970_lociStitched	chr21	11167812	11172339	1	4528	30681.7425	2440.9584	558			BAGE	BAGE	NONE	558	1
2_MACS_peak_7482_lociStitched	chr13	78689204	78696130	2	6911	29226.3348	1007.0404	559			EDNRB	EDNRB	NONE	559	1
2_MACS_peak_2572_lociStitched	chr1	226062565	226071708	2	8416	30551.3345	2408.2662	560	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.3655	560	1
1_MACS_peak_12569_lociStitched	chr18	56806241	56811952	1	5712	29335.6937	1235.8604	561	SEC11C		SEC11C	SEC11C	0.9323999999999999	561	1
6_MACS_peak_8696_lociStitched	chr15	40329572	40358249	6	13594	32181.3294	4103.6787	562	SRP14	BMF	SRP14	BMF	2.151	562	1
3_MACS_peak_6756_lociStitched	chr12	106528893	106543932	3	10313	30542.7051	2479.9311	563	NUAK1		NUAK1	NUAK1	0.28290000000000004	563	1
1_MACS_peak_16910_lociStitched	chr20	60911544	60916759	1	5216	29151.3285	1089.935	564	LAMA5	ADRM1,RPS21	LAMA5	RPS21	0.61	564	1
3_MACS_peak_18811_lociStitched	chr3	101495491	101513215	3	11225	31004.5932	2975.8596	565	FAM55C	NFKBIZ	FAM55C	FAM55C	0.5655	565	1
2_MACS_peak_25819_lociStitched	chr7	150125308	150133934	2	6119	30429.9402	2403.2036	566	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	4.204700000000001	566	1
1_MACS_peak_27957_lociStitched	chr9	117146434	117151656	1	5223	29350.251	1330.0434	567	AKNA		AKNA	AKNA	0.9037999999999999	567	1
3_MACS_peak_6988_lociStitched	chr12	123371225	123387076	3	14355	29845.8479	1830.7905	568	VPS37B		VPS37B	VPS37B	0.9225	568	1
4_MACS_peak_26169_lociStitched	chr8	27930041	27951651	4	14389	31870.428	3935.181	569	ELP3,C8orf80		C8orf80	C8orf80	0.45659999999999995	569	1
2_MACS_peak_1694_lociStitched	chr1	154971093	154979946	2	8285	29760.2448	1894.542	570	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	4.232	570	1
1_MACS_peak_17702_lociStitched	chr22	38700781	38715019	1	14239	30274.2594	2437.5456	571	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.7694	571	1
2_MACS_peak_23124_lociStitched	chr6	31164549	31172845	2	5929	29216.0232	1415.2976	572	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.6992	572	1
3_MACS_peak_22524_lociStitched	chr5	171601192	171616179	3	10606	30282.7322	2483.3459	573	STK10	EFCAB9	STK10	STK10	0.17620000000000002	573	1
3_MACS_peak_17724_lociStitched	chr22	39409109	39422013	3	8078	30143.744	2352.3992	574	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	0.9918000000000001	574	1
6_MACS_peak_26896_lociStitched	chr8	126285538	126308139	6	13738	31722.7636	3964.2154	575	NSMCE2		TRIB1	TRIB1	NONE	575	1
2_MACS_peak_20380_lociStitched	chr4	78735895	78749457	2	9422	30111.7086	2405.8988	576	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.20329999999999998	576	1
3_MACS_peak_19533_lociStitched	chr3	178230459	178241178	3	7916	30477.3327	2789.0838	577		KCNMB2	KCNMB2	NONE	NONE	577	1
1_MACS_peak_4785_lociStitched	chr11	64898941	64903660	1	4720	28755.6984	1094.808	578	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	SYVN1	1.7724000000000002	578	1
1_MACS_peak_5670_lociStitched	chr12	6640683	6646332	1	5650	28811.5947	1169.9079	579	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	GAPDH	2.0352	579	1
2_MACS_peak_3826_lociStitched	chr10	104153087	104159906	2	5608	28796.637	1211.0544	580	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	1.5262	580	1
4_MACS_peak_24062_lociStitched	chr6	135322868	135344028	4	10740	30574.084	3032.228	581	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.294	581	1
1_MACS_peak_19161_lociStitched	chr3	135910371	135917183	1	6813	28649.9096	1118.5304	582	MSL2		MSL2	MSL2	0.46580000000000005	582	1
1_MACS_peak_19670_lociStitched	chr3	186499812	186505217	1	5406	29175.109	1695.008	583	EIF4A2,SNORD2,SNORA81,MIR1248,SNORA63	SNORA4,RFC4	SNORD2	SNORA4	2.7285	583	1
2_MACS_peak_27343_lociStitched	chr9	33289028	33299052	2	6442	29252.0368	1776.2528	584	NFX1	SPINK4,CHMP5,BAG1	NFX1	BAG1	0.3242	584	1
1_MACS_peak_20116_lociStitched	chr4	40055721	40060466	1	4746	28431.091	976.0465	585	N4BP2,LOC344967		N4BP2	N4BP2	0.2087	585	1
1_MACS_peak_25710_lociStitched	chr7	139024228	139027562	1	3335	28605.3866	1174.9016	586	C7orf55	LUC7L2	C7orf55	C7orf55	1.8147	586	1
1_MACS_peak_22477_lociStitched	chr5	162885481	162889859	1	4379	28245.5426	847.5808	587	HMMR,NUDCD2	CCNG1,MAT2B	HMMR	HMMR	0.6237999999999999	587	1
4_MACS_peak_6296_lociStitched	chr12	57021839	57040837	4	14482	30961.0406	3571.624	588	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	1.0055999999999998	588	1
1_MACS_peak_19282_lociStitched	chr3	150315388	150323427	1	8040	28931.5571	1558.7621	589	SELT		SELT	SELT	0.7061999999999999	589	1
1_MACS_peak_18070_lociStitched	chr3	13371743	13377870	1	6128	28561.6232	1197.2158	590	NUP210		NUP210	NUP210	0.4266	590	1
2_MACS_peak_29247_lociStitched	chrX	153189262	153200781	2	7214	28400.0945	1048.229	591	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.817	591	1
1_MACS_peak_1934_lociStitched	chr1	167596327	167601832	1	5506	28956.3	1628.379	592	RCSD1		RCSD1	RCSD1	0.2821	592	1
1_MACS_peak_8460_lociStitched	chr14	106206408	106212051	1	5644	27658.6002	391.6242	593			KIAA0125	KIAA0125	NONE	593	1
3_MACS_peak_14552_lociStitched	chr2	68989035	69003578	3	7928	29936.7655	2671.5491	594	ARHGAP25		ARHGAP25	ARHGAP25	0.3161	594	1
1_MACS_peak_22051_lociStitched	chr5	126111103	126116388	1	5286	28112.5005	856.17	595	LMNB1		LMNB1	LMNB1	0.394	595	1
1_MACS_peak_13797_lociStitched	chr19	56329047	56332857	1	3811	28068.27	839.724	596	NLRP11	NLRP4	NLRP4	NLRP4	0.15089999999999998	596	1
1_MACS_peak_15225_lociStitched	chr2	137137759	137141409	1	3651	28039.665	880.745	597			CXCR4	CXCR4	NONE	597	1
2_MACS_peak_8145_lociStitched	chr14	72980376	72989833	2	8132	28057.0276	970.2882	598	RGS6		DPF3	DPF3	NONE	598	1
1_MACS_peak_16873_lociStitched	chr20	56252958	56258942	1	5985	28411.4336	1327.2512	599	PMEPA1		PMEPA1	PMEPA1	0.3519	599	1
1_MACS_peak_7704_lociStitched	chr14	21147712	21153773	1	6062	27858.1743	774.5958	600	RNASE4,ANG	RNASE4,OR6S1	ANG	ANG	1.3461999999999998	600	1
2_MACS_peak_5908_lociStitched	chr12	26306256	26312281	2	5779	28333.7675	1270.07	601		SSPN,BHLHE41	BHLHE41	BHLHE41	3.6289	601	1
2_MACS_peak_6089_lociStitched	chr12	46776197	46785819	2	8966	29014.1788	1988.8674	602		SLC38A2	SLC38A2	SLC38A2	0.5537	602	1
1_MACS_peak_5196_lociStitched	chr11	96070592	96077182	1	6591	28264.51	1292.299	603	MIR1260B,MAML2	JRKL,CCDC82	MIR1260B	MIR1260B	2.6624	603	1
1_MACS_peak_7468_lociStitched	chr13	77898967	77905522	1	6556	28292.0355	1348.3635	604	MYCBP2		MYCBP2	MYCBP2	0.060300000000000006	604	1
3_MACS_peak_10796_lociStitched	chr17	7136529	7147433	3	9225	28826.9048	1945.2736	605	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	1.8578	605	1
1_MACS_peak_20462_lociStitched	chr4	87925473	87931172	1	5700	28088.0914	1216.1666	606	AFF1		AFF1	AFF1	0.2696	606	1
1_MACS_peak_21009_lociStitched	chr4	174253383	174257291	1	3909	27467.378	673.3484	607	HMGB2	SAP30	HMGB2	HMGB2	2.0682	607	1
3_MACS_peak_4800_lociStitched	chr11	65236320	65246403	3	6249	28165.8522	1431.786	608		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	12.7767	608	1
2_MACS_peak_5665_lociStitched	chr12	6554902	6562879	2	5271	28217.8398	1493.2944	609	CD27,TAPBPL,LOC678655	NCAPD2,VAMP1,MRPL51	LOC678655	MRPL51	1.237	609	1
2_MACS_peak_28572_lociStitched	chrX	39712518	39720796	2	5801	27396.8688	677.1404	610			BCOR	BCOR	0.40369999999999995	610	1
1_MACS_peak_22672_lociStitched	chr6	389030	400918	1	11889	28884.2736	2173.1264	611	IRF4		IRF4	IRF4	0.9025000000000001	611	1
1_MACS_peak_18848_lociStitched	chr3	108787787	108792935	1	5149	27780.1524	1077.4764	612	MORC1		MORC1	MORC1	0.1247	612	1
2_MACS_peak_17497_lociStitched	chr22	27005149	27014999	2	7331	28528.555	1835.055	613	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.0823	613	1
4_MACS_peak_8923_lociStitched	chr15	52959299	52977248	4	12231	29833.0329	3175.1781	614	KIAA1370		KIAA1370	KIAA1370	0.2233	614	1
1_MACS_peak_1628_lociStitched	chr1	152006258	152012317	1	6060	28501.536	1852.8422	615	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.8025	615	1
1_MACS_peak_20216_lociStitched	chr4	56812582	56817141	1	4560	27737.8678	1091.4246	616	CEP135		CEP135	CEP135	0.24189999999999998	616	1
2_MACS_peak_4663_lociStitched	chr11	60602730	60613334	2	9461	28969.0676	2325.4572	617	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.3555	617	1
2_MACS_peak_4244_lociStitched	chr11	8703120	8711618	2	7241	28414.7626	1777.7816	618	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	2.6308	618	1
2_MACS_peak_9206_lociStitched	chr15	75353000	75363312	2	8023	28534.3352	1906.6888	619		PPCDC	PPCDC	PPCDC	1.6461	619	1
1_MACS_peak_21924_lociStitched	chr5	109024053	109034295	1	10243	28623.3174	2008.4562	620	MAN2A1		MAN2A1	MAN2A1	0.34440000000000004	620	1
4_MACS_peak_12001_lociStitched	chr17	76163821	76183629	4	11802	29282.1664	2731.5232	621	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	SYNGR2	1.6871	621	1
1_MACS_peak_22992_lociStitched	chr6	26248967	26254061	1	5095	27690.984	1152.2628	622	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H2BH	HIST1H2BF	3.4622	622	1
2_MACS_peak_12812_lociStitched	chr19	3499669	3507758	2	4542	28308.2644	1796.5669	623	FZR1,DOHH	FZR1,C19orf71,C19orf77,C19orf28	FZR1	FZR1	0.14159999999999998	623	1
1_MACS_peak_16021_lociStitched	chr2	232570577	232577810	1	7234	27146.8956	660.3729	624	PTMA	MIR1244-1	PTMA	PTMA	1.7827	624	1
2_MACS_peak_19020_lociStitched	chr3	124501910	124511928	2	8891	28131.5458	1701.0564	625	ITGB5		UMPS	UMPS	NONE	625	1
1_MACS_peak_25718_lociStitched	chr7	139615176	139618070	1	2895	27374.9248	951.5472	626	TBXAS1		TBXAS1	TBXAS1	0.1252	626	1
2_MACS_peak_22812_lociStitched	chr6	11722147	11733499	2	8625	28214.2608	1819.7256	627	C6orf105		C6orf105	C6orf105	0.3501	627	1
3_MACS_peak_9497_lociStitched	chr15	93373632	93389272	3	6699	28672.812	2331.924	628		ASB9P1,LOC100507217	ASB9P1	LOC100507217	0.8969999999999999	628	1
1_MACS_peak_3226_lociStitched	chr10	45390580	45395005	1	4426	27246.495	911.9925	629	LOC220980	TMEM72	TMEM72	NONE	NONE	629	1
1_MACS_peak_20561_lociStitched	chr4	103745887	103751075	1	5189	27431.55	1140.3224	630	UBE2D3	CISD2	UBE2D3	UBE2D3	0.5974999999999999	630	1
1_MACS_peak_10337_lociStitched	chr16	67594684	67601534	1	6851	27482.885	1201.49	631	CTCF	FAM65A	CTCF	FAM65A	0.7345999999999999	631	1
1_MACS_peak_19310_lociStitched	chr3	152877504	152882305	1	4802	27261.0382	1005.3294	632	RAP2B		RAP2B	RAP2B	1.595	632	1
3_MACS_peak_27071_lociStitched	chr8	145009658	145027904	3	12181	28598.7804	2381.103	633	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.6161	633	1
1_MACS_peak_196_lociStitched	chr1	15160836	15164351	1	3516	26767.7795	559.9395	634	KAZ		KAZ	KAZ	0.012899999999999995	634	1
1_MACS_peak_19688_lociStitched	chr3	187084628	187088007	1	3380	27230.0094	1028.9055	635	RTP4		RTP4	RTP4	1.9455	635	1
2_MACS_peak_1315_lociStitched	chr1	112134546	112147990	2	8596	27615.3204	1447.9188	636	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.0896	636	1
3_MACS_peak_28578_lociStitched	chrX	39953247	39969537	3	12382	27261.315	1181.025	637	BCOR		BCOR	BCOR	0.40369999999999995	637	1
