REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
5_MACS_peak_18356_lociStitched	chr2	9888694	9910224	5	10378	16894.591	507	1			TAF1B	TAF1B	0.1799	507	1
4_MACS_peak_14376_lociStitched	chr17	40758699	40773761	4	10368	22348.9956	508	1	TUBG1,FAM134C	COASY,MLX,TUBG2,PSMC3IP	FAM134C	PSMC3IP	1.0222	508	1
1_MACS_peak_33361_lociStitched	chr8	95952670	95963026	1	10357	21689.6064	509	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.7324	509	1
3_MACS_peak_33606_lociStitched	chr8	124046095	124058033	3	10357	18028.7676	510	1	DERL1	WDR67	DERL1	DERL1	0.5793	510	1
6_MACS_peak_15175_lociStitched	chr17	74720875	74734902	6	10338	24523.4041	511	1	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.323	511	1
3_MACS_peak_15435_lociStitched	chr17	80450817	80465341	3	10312	23417.0452	512	1		NARF,FOXK2,C17orf62	FOXK2	C17orf62	0.7913	512	1
2_MACS_peak_27807_lociStitched	chr5	131824763	131837597	2	10300	14080.1814	513	1	IRF1	IL5	IRF1	IRF1	0.5379	513	1
5_MACS_peak_36545_lociStitched	chrX	153266733	153286943	5	10292	22081.446	514	1	IRAK1,MIR718	TMEM187,MIR3202-1,HCFC1,MIR3202-2	IRAK1	TMEM187	1.6812	514	1
6_MACS_peak_16590_lociStitched	chr19	10511782	10528040	6	10260	23138.3856	515	1	CDC37,MIR1181	PDE4A,TYK2	CDC37	CDC37	0.5378	515	1
2_MACS_peak_22844_lociStitched	chr22	36552249	36564770	2	10256	15181.7125	516	1	APOL3	APOL4	APOL3	APOL3	0.5349	516	1
5_MACS_peak_15550_lociStitched	chr18	9135022	9148197	5	10252	17116.96	517	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.5579	517	1
4_MACS_peak_7870_lociStitched	chr12	95032889	95047166	4	10251	15955.9752	518	1	TMCC3		TMCC3	TMCC3	0.2726	518	1
5_MACS_peak_5242_lociStitched	chr11	2398512	2412954	5	10241	13587.0336	519	1	CD81	TSSC4,TRPM5	CD81	CD81	0.6807	519	1
4_MACS_peak_14491_lociStitched	chr17	43379127	43395577	4	10229	18172.315	520	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.3818	520	1
3_MACS_peak_139_lociStitched	chr1	6659319	6675538	3	10210	28371.8967	521	1	PHF13,KLHL21	TAS1R1,ZBTB48,THAP3,NOL9	KLHL21	KLHL21	0.8378	521	1
3_MACS_peak_20807_lociStitched	chr2	241499001	241509373	3	10205	29330.9788	522	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	1.2744	522	1
3_MACS_peak_35182_lociStitched	chr9	132244777	132260476	3	10203	28060.3926	523	1			C9orf50	C9orf50	NONE	523	1
2_MACS_peak_33358_lociStitched	chr8	95897309	95909943	2	10198	15851.8798	524	1	CCNE2		CCNE2	CCNE2	0.7001	524	1
3_MACS_peak_22191_lociStitched	chr21	43942974	43953843	3	10165	26247.5481	525	1	SLC37A1	RSPH1	SLC37A1	SLC37A1	0.5052	525	1
3_MACS_peak_951_lociStitched	chr1	38464800	38479678	3	10162	18676.3534	526	1	UTP11L,FHL3	SF3A3,POU3F1	FHL3	FHL3	0.8583	526	1
7_MACS_peak_22855_lociStitched	chr22	36768894	36785187	7	10158	18666.8901	527	1	MYH9		MYH9	MYH9	0.4634	527	1
3_MACS_peak_15586_lociStitched	chr18	10947011	10958533	3	10155	19143.803	528	1	FAM38B		FAM38B	FAM38B	0.1388	528	1
7_MACS_peak_26927_lociStitched	chr5	14257432	14270575	7	10099	9802.0494	529	1	TRIO		TRIO	TRIO	0.1299	529	1
4_MACS_peak_5132_lociStitched	chr10	134350073	134366292	4	10099	20593.2643	530	1	INPP5A		INPP5A	INPP5A	0.1813	530	1
3_MACS_peak_28959_lociStitched	chr6	27791024	27808238	3	10086	18491.2788	531	1	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.0275	531	1
4_MACS_peak_30781_lociStitched	chr7	18534173	18549707	4	10081	16366.6224	532	1	HDAC9		HDAC9	HDAC9	0.0972	532	1
5_MACS_peak_15270_lociStitched	chr17	76769792	76781616	5	10069	18835.632	533	1	CYTH1		CYTH1	CYTH1	0.7035	533	1
3_MACS_peak_11667_lociStitched	chr15	90721115	90736822	3	10069	25192.4573	534	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.6827	534	1
5_MACS_peak_1167_lociStitched	chr1	45803167	45820349	5	10069	16365.855	535	1	TOE1,MUTYH,TESK2	LOC400752,HPDL	MUTYH	LOC400752	0.8232	535	1
4_MACS_peak_2203_lociStitched	chr1	154179772	154195155	4	10068	21434.6722	536	1	UBAP2L,C1orf43	HAX1,TPM3,MIR190B,C1orf189	UBAP2L	TPM3	0.5798	536	1
3_MACS_peak_7775_lociStitched	chr12	72079057	72089758	3	10057	15512.1696	537	1	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.5984	537	1
3_MACS_peak_22391_lociStitched	chr22	18255682	18268178	3	10052	19255.0864	538	1	BID	MIR3198	BID	BID	0.3212	538	1
4_MACS_peak_20400_lociStitched	chr2	202087363	202102167	4	10051	13520.4932	539	1	CASP10,CASP8	CASP8	CASP8	CASP8	0.4931	539	1
3_MACS_peak_18401_lociStitched	chr2	11638001	11649005	3	10040	23025.87	540	1		GREB1,E2F6	GREB1	E2F6	0.3208	540	1
3_MACS_peak_15539_lociStitched	chr18	9015708	9026142	3	10033	23167.6536	541	1			NDUFV2	NDUFV2	0.5579	541	1
2_MACS_peak_21568_lociStitched	chr20	45172317	45184892	2	10012	16967.4475	542	1	C20orf123	ZNF334	C20orf123	C20orf123	0.8818	542	1
4_MACS_peak_35614_lociStitched	chrX	19759878	19774943	4	9998	10152.3035	543	1	SH3KBP1		SH3KBP1	SH3KBP1	0.2274	543	1
3_MACS_peak_14961_lociStitched	chr17	65667511	65677793	3	9987	15648.1758	544	1	PITPNC1	NOL11	NOL11	NOL11	0.1508	544	1
3_MACS_peak_14110_lociStitched	chr17	33406487	33417376	3	9963	16234.4101	545	1	RFFL	FNDC8,RFFL,RAD51L3	RFFL	RFFL	0.3516	545	1
3_MACS_peak_4130_lociStitched	chr10	50251655	50267782	3	9951	17776.7921	546	1	C10orf72		C10orf72	C10orf72	0.4883	546	1
2_MACS_peak_19648_lociStitched	chr2	112283041	112294424	2	9950	17640.2351	547	1		LOC541471	LOC541471	LOC541471	0.9482	547	1
5_MACS_peak_6290_lociStitched	chr11	73082823	73098801	5	9949	11438.6502	548	1	RELT		RELT	RELT	0.4286	548	1
6_MACS_peak_22351_lociStitched	chr22	17081492	17099700	6	9949	16174.1664	549	1	psiTPTE22	CCT8L2	psiTPTE22	psiTPTE22	0.3375	549	1
4_MACS_peak_4095_lociStitched	chr10	45913345	45930806	4	9948	22631.2021	550	1	ALOX5		ALOX5	ALOX5	0.4051	550	1
3_MACS_peak_32212_lociStitched	chr7	139462869	139478918	3	9944	28573.6396	551	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.2413	551	1
2_MACS_peak_18072_lociStitched	chr19	55165128	55178708	2	9936	22599.836	552	1	LILRB4	LILRB1,LILRP2	LILRB4	LILRB4	1.2767	552	1
5_MACS_peak_6962_lociStitched	chr12	6711850	6723975	5	9924	11591.5	553	1	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	IFFO1	0.3027	553	1
7_MACS_peak_26735_lociStitched	chr4	185365263	185379344	7	9903	9798.9679	554	1	IRF2		IRF2	IRF2	0.4464	554	1
3_MACS_peak_14995_lociStitched	chr17	66451178	66463036	3	9884	22217.1488	555	1	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	0.6084	555	1
2_MACS_peak_4886_lociStitched	chr10	112255888	112265768	2	9878	19098.04	556	1	DUSP5		DUSP5	DUSP5	0.9096	556	1
3_MACS_peak_29524_lociStitched	chr6	52358263	52370530	3	9866	16940.727	557	1	EFHC1,TRAM2		TRAM2	TRAM2	0.9323	557	1
3_MACS_peak_31738_lociStitched	chr7	100135812	100146297	3	9862	17593.83	558	1	AGFG2	FBXO24,SAP25,LRCH4	AGFG2	AGFG2	0.5839	558	1
2_MACS_peak_27508_lociStitched	chr5	95059748	95069918	2	9857	16591.338	559	1	RHOBTB3	SPATA9	RHOBTB3	RHOBTB3	0.3669	559	1
2_MACS_peak_7900_lociStitched	chr12	96586830	96596857	2	9856	21988.2083	560	1	ELK3		ELK3	ELK3	0.4896	560	1
3_MACS_peak_27679_lociStitched	chr5	118603846	118614556	3	9853	16897.167	561	1	TNFAIP8		TNFAIP8	TNFAIP8	0.4742	561	1
8_MACS_peak_24169_lociStitched	chr3	64334649	64349252	8	9852	8548.5962	562	1			PRICKLE2	PRICKLE2	0.153	562	1
3_MACS_peak_23866_lociStitched	chr3	46247050	46257264	3	9851	16496.6314	563	1	CCR1	CCR3	CCR1	CCR1	0.7225	563	1
4_MACS_peak_11715_lociStitched	chr15	92483162	92497093	4	9832	10807.6698	564	1	SLCO3A1		SLCO3A1	SLCO3A1	0.2635	564	1
4_MACS_peak_2242_lociStitched	chr1	154923573	154936127	4	9830	23809.9164	565	1	PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK	PBXIP1	ZBTB7B	2.246	565	1
4_MACS_peak_28696_lociStitched	chr6	11722141	11736388	4	9828	13735.5327	566	1	C6orf105		C6orf105	C6orf105	0.2833	566	1
5_MACS_peak_2489_lociStitched	chr1	164527643	164539247	5	9824	8563.752	567	1	PBX1		PBX1	PBX1	0.1669	567	1
4_MACS_peak_20276_lociStitched	chr2	191875617	191889098	4	9820	16937.5284	568	1	STAT1		STAT1	STAT1	0.4163	568	1
7_MACS_peak_35759_lociStitched	chrX	40229454	40248433	7	9810	8783.4812	569	1			ATP6AP2	ATP6AP2	NONE	569	1
2_MACS_peak_188_lociStitched	chr1	9372958	9383311	2	9801	23931.9948	570	1	SPSB1		SPSB1	SPSB1	0.6265	570	1
4_MACS_peak_21479_lociStitched	chr20	42578164	42594056	4	9801	14647.6564	571	1	TOX2		TOX2	TOX2	0.3783	571	1
3_MACS_peak_30583_lociStitched	chr7	2438417	2448640	3	9800	19844.8876	572	1	CHST12	EIF3B	CHST12	CHST12	0.6076	572	1
4_MACS_peak_26037_lociStitched	chr4	77609509	77623144	4	9800	12131.0595	573	1	SHROOM3		ANKRD56	ANKRD56	NONE	573	1
3_MACS_peak_25837_lociStitched	chr4	40301529	40312060	3	9790	16027.1289	574	1		CHRNA9	CHRNA9	CHRNA9	0.0661	574	1
4_MACS_peak_13202_lociStitched	chr16	81681711	81695716	4	9787	20157.3965	575	1	CMIP		PLCG2	PLCG2	0.4201	575	1
2_MACS_peak_18802_lociStitched	chr2	43444526	43456599	2	9782	32269.9217	576	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.299	576	1
1_MACS_peak_26439_lociStitched	chr4	140126938	140136692	1	9755	18445.7894	577	1			C4orf49	C4orf49	0.3541	577	1
4_MACS_peak_31060_lociStitched	chr7	37374868	37385999	4	9745	13695.5824	578	1	ELMO1		ELMO1	ELMO1	0.1493	578	1
2_MACS_peak_32606_lociStitched	chr8	10969954	10983861	2	9744	12071.276	579	1	XKR6		XKR6	XKR6	0.2054	579	1
4_MACS_peak_27884_lociStitched	chr5	135064579	135077589	4	9741	10786.591	580	1			LOC340074	LOC340074	NONE	580	1
4_MACS_peak_26880_lociStitched	chr5	6708707	6723778	4	9735	18556.9223	581	1	PAPD7	PAPD7	PAPD7	PAPD7	0.5638	581	1
1_MACS_peak_33794_lociStitched	chr8	134576470	134586189	1	9720	25362.7024	582	1	ST3GAL1		ST3GAL1	ST3GAL1	0.5184	582	1
2_MACS_peak_15093_lociStitched	chr17	73283607	73295336	2	9717	20514.021	583	1	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	MIF4GD	1.0599	583	1
4_MACS_peak_16573_lociStitched	chr19	10352212	10363965	4	9712	24105.403	584	1	MRPL4	MIR4322,ICAM1,ICAM4,ICAM5,DNMT1,S1PR2	MRPL4	S1PR2	2.2556	584	1
2_MACS_peak_22171_lociStitched	chr21	43647616	43660010	2	9685	23606.8518	585	1	ABCG1		ABCG1	ABCG1	0.4244	585	1
1_MACS_peak_2250_lociStitched	chr1	154970314	154979994	1	9681	49035.976	586	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	ZBTB7B	2.246	586	1
4_MACS_peak_17611_lociStitched	chr19	45216229	45229363	4	9677	12830.6046	587	1		CEACAM19,CEACAM16,BCL3	CEACAM16	BCL3	1.1643	587	1
2_MACS_peak_22060_lociStitched	chr21	36413956	36424571	2	9673	20972.0555	588	1	RUNX1	C21orf96	RUNX1	C21orf96	0.9032	588	1
2_MACS_peak_20753_lociStitched	chr2	236347257	236356944	2	9651	12903.084	589	1		AGAP1	AGAP1	AGAP1	0.0937	589	1
1_MACS_peak_13329_lociStitched	chr16	88616554	88626196	1	9643	19262.7876	590	1		ZC3H18	ZC3H18	ZC3H18	0.1772	590	1
4_MACS_peak_28849_lociStitched	chr6	26020759	26034357	4	9633	14862.614	591	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	0.8767	591	1
1_MACS_peak_25123_lociStitched	chr3	176911212	176920842	1	9631	28822.59	592	1	TBL1XR1		TBL1XR1	TBL1XR1	0.2889	592	1
2_MACS_peak_21574_lociStitched	chr20	45522474	45532315	2	9627	23392.057	593	1	EYA2		EYA2	EYA2	0.1842	593	1
3_MACS_peak_34969_lociStitched	chr9	126021712	126035766	3	9623	25706.1714	594	1	STRBP		STRBP	STRBP	0.3148	594	1
2_MACS_peak_27718_lociStitched	chr5	124077083	124090782	2	9621	19118.3244	595	1	ZNF608		ZNF608	ZNF608	0.2586	595	1
4_MACS_peak_32247_lociStitched	chr7	142019197	142032635	4	9614	8773.6702	596	1		LOC730441	LOC730441	LOC730441	0.0627	596	1
1_MACS_peak_1723_lociStitched	chr1	111211083	111220683	1	9601	17112.96	597	1	KCNA3		KCNA3	KCNA3	1.3282	597	1
3_MACS_peak_31843_lociStitched	chr7	104576534	104586741	3	9596	22266.5705	598	1		LOC723809	LOC723809	LOC723809	0.5162	598	1
1_MACS_peak_4905_lociStitched	chr10	112576273	112585863	1	9591	15984.612	599	1	RBM20	PDCD4,LOC282997	LOC282997	LOC282997	1.4592	599	1
5_MACS_peak_36499_lociStitched	chrX	151080305	151089977	5	9590	13186.8048	600	1	MAGEA4	MIR452	MAGEA4	MAGEA4	0.6356	600	1
3_MACS_peak_30964_lociStitched	chr7	30059641	30073499	3	9586	17982.1408	601	1	PLEKHA8,FKBP14	SCRN1	FKBP14	FKBP14	0.6981	601	1
3_MACS_peak_61_lociStitched	chr1	1820729	1831517	3	9579	20824.0764	602	1	GNB1	CALML6,TMEM52	GNB1	GNB1	0.2984	602	1
1_MACS_peak_29290_lociStitched	chr6	36717948	36727520	1	9573	19495.2924	603	1	CPNE5		CDKN1A	CDKN1A	NONE	603	1
1_MACS_peak_11746_lociStitched	chr15	93442882	93452448	1	9567	18312.1938	604	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	1.8299	604	1
2_MACS_peak_8254_lociStitched	chr12	120548535	120562055	2	9563	20229.976	605	1	RAB35		RAB35	RAB35	0.8207	605	1
3_MACS_peak_13639_lociStitched	chr17	7737134	7748878	3	9561	12205.5392	606	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	0.575	606	1
2_MACS_peak_2828_lociStitched	chr1	200830754	200841904	2	9554	18013.94	607	1		GPR25,C1orf106	GPR25	GPR25	1.0166	607	1
1_MACS_peak_19278_lociStitched	chr2	86219532	86229078	1	9547	26527.3794	608	1		LOC90784	LOC90784	LOC90784	1.2796	608	1
6_MACS_peak_14522_lociStitched	chr17	44216721	44232137	6	9540	7399.68	609	1	KIAA1267	LOC644246	KIAA1267	LOC644246	1.1641	609	1
5_MACS_peak_28025_lociStitched	chr5	142171548	142181937	5	9534	10753.6539	610	1	ARHGAP26		ARHGAP26	ARHGAP26	0.182	610	1
2_MACS_peak_12318_lociStitched	chr16	17552966	17565424	2	9523	17388.8764	611	1	XYLT1		XYLT1	XYLT1	0.2152	611	1
3_MACS_peak_26213_lociStitched	chr4	106550248	106560194	3	9502	14357.051	612	1	ARHGEF38		INTS12	INTS12	NONE	612	1
7_MACS_peak_28964_lociStitched	chr6	27857942	27871786	7	9490	13597.5768	613	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	1.0873	613	1
5_MACS_peak_24072_lociStitched	chr3	53194281	53209909	5	9480	13755.7656	614	1	PRKCD	RFT1	PRKCD	PRKCD	0.5892	614	1
4_MACS_peak_26445_lociStitched	chr4	140215623	140227157	4	9474	21563.9664	615	1	NAA15,NDUFC1	C4orf49	NDUFC1	NDUFC1	1.0216	615	1
3_MACS_peak_8031_lociStitched	chr12	108933811	108944264	3	9473	12858.2353	616	1	SART3	FICD,ISCU,TMEM119	SART3	ISCU	1.7241	616	1
2_MACS_peak_560_lociStitched	chr1	24710351	24720921	2	9468	14273.728	617	1	C1orf201	NIPAL3	C1orf201	C1orf201	0.3973	617	1
1_MACS_peak_26203_lociStitched	chr4	105407627	105417090	1	9464	16804.3954	618	1	CXXC4		CXXC4	CXXC4	0.6165	618	1
4_MACS_peak_7993_lociStitched	chr12	104961775	104978908	4	9464	13036.4997	619	1	CHST11	MIR3922	MIR3922	MIR3922	0.1122	619	1
3_MACS_peak_13547_lociStitched	chr17	4842056	4855050	3	9460	16541.362	620	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.111	620	1
1_MACS_peak_21003_lociStitched	chr20	5170276	5179729	1	9454	19824.8316	621	1	CDS2		CDS2	CDS2	0.6473	621	1
2_MACS_peak_12898_lociStitched	chr16	66549041	66559788	2	9453	21296.2552	622	1	TK2	CKLF,CMTM1	TK2	TK2	0.7235	622	1
3_MACS_peak_29100_lociStitched	chr6	31696519	31709055	3	9451	22133.5616	623	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	1.4117	623	1
3_MACS_peak_27017_lociStitched	chr5	27458036	27474402	3	9447	12037.193	624	1			CDH9	CDH9	0.0853	624	1
2_MACS_peak_30497_lociStitched	chr6	167039295	167049044	2	9444	20287.669	625	1	RPS6KA2		RPS6KA2	RPS6KA2	0.1976	625	1
3_MACS_peak_28865_lociStitched	chr6	26194818	26207314	3	9443	16011.1248	626	1	HIST1H2BF,HIST1H4E,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BF	HIST1H2BF	1.1462	626	1
1_MACS_peak_30905_lociStitched	chr7	26190927	26200367	1	9441	28612.64	627	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	1.4423	627	1
3_MACS_peak_21006_lociStitched	chr20	5570245	5580093	3	9438	13905.376	628	1	GPCPD1		GPCPD1	GPCPD1	0.3483	628	1
3_MACS_peak_35756_lociStitched	chrX	40169170	40179489	3	9437	10530.5395	629	1			BCOR	BCOR	0.364	629	1
2_MACS_peak_14383_lociStitched	chr17	40825560	40835032	2	9432	31670.5792	630	1	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	1.729	630	1
2_MACS_peak_34946_lociStitched	chr9	124497052	124507640	2	9432	11533.5084	631	1	DAB2IP		DAB2IP	DAB2IP	0.1797	631	1
5_MACS_peak_29887_lociStitched	chr6	108878389	108887984	5	9428	13741.959	632	1	FOXO3		FOXO3	FOXO3	0.2152	632	1
4_MACS_peak_25404_lociStitched	chr3	195999720	196015695	4	9426	18738.675	633	1	PCYT1A	TCTEX1D2,TM4SF19	PCYT1A	TCTEX1D2	0.5126	633	1
4_MACS_peak_12235_lociStitched	chr16	14394767	14408372	4	9425	16535.517	634	1	MIR193B,MIR365-1		MIR365-1	MIR365-1	0.8282	634	1
3_MACS_peak_23521_lociStitched	chr3	13050410	13060284	3	9423	10083.3288	635	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.2288	635	1
5_MACS_peak_7737_lociStitched	chr12	68833825	68850109	5	9423	14305.494	636	1			MDM1	MDM1	0.2428	636	1
4_MACS_peak_32500_lociStitched	chr8	2030673	2042041	4	9418	17196.3736	637	1	MYOM2		MYOM2	MYOM2	0.2571	637	1
3_MACS_peak_18637_lociStitched	chr2	31429667	31443474	3	9393	19180.6844	638	1	CAPN14	EHD3	CAPN14	EHD3	0.4778	638	1
1_MACS_peak_3057_lociStitched	chr1	209274966	209284354	1	9389	18198.638	639	1			LOC642587	LOC642587	NONE	639	1
2_MACS_peak_11205_lociStitched	chr15	70387313	70396720	2	9386	29321.619	640	1	TLE3	MIR629	TLE3	TLE3	0.594	640	1
4_MACS_peak_2896_lociStitched	chr1	203236424	203248570	4	9382	17097.9242	641	1		BTG2,CHIT1,LOC730227	LOC730227	LOC730227	1.8689	641	1
3_MACS_peak_6360_lociStitched	chr11	77145327	77156503	3	9380	15597.2256	642	1	PAK1		PAK1	PAK1	0.2974	642	1
3_MACS_peak_34512_lociStitched	chr9	91924316	91935328	3	9368	22136.3224	643	1	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	1.415	643	1
1_MACS_peak_15988_lociStitched	chr18	60821347	60830711	1	9365	28393.5208	644	1	BCL2		BCL2	BCL2	0.4395	644	1
4_MACS_peak_12930_lociStitched	chr16	67269477	67283560	4	9364	17340.3979	645	1	SLC9A5,FHOD1	E2F4,ELMO3,TMEM208,PLEKHG4,EXOC3L,MIR328,LRRC29	FHOD1	FHOD1	0.7962	645	1
3_MACS_peak_15826_lociStitched	chr18	46448409	46462716	3	9358	17672.0064	646	1	SMAD7		SMAD7	SMAD7	0.8417	646	1
3_MACS_peak_11063_lociStitched	chr15	64443099	64457518	3	9349	21367.5161	647	1	SNX22,PPIB		PPIB	PPIB	1.2582	647	1
5_MACS_peak_15989_lociStitched	chr18	60846238	60865791	5	9347	11833.4756	648	1	BCL2		BCL2	BCL2	0.4395	648	1
2_MACS_peak_30909_lociStitched	chr7	26233632	26243465	2	9343	26027.951	649	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	1.4423	649	1
6_MACS_peak_14341_lociStitched	chr17	40259353	40273923	6	9340	14240.718	650	1	DHX58,KAT2A	HSPB9,RAB5C	DHX58	DHX58	0.548	650	1
3_MACS_peak_3228_lociStitched	chr1	224920103	224934759	3	9339	11471.2512	651	1	CNIH3		CNIH3	CNIH3	0.1445	651	1
4_MACS_peak_27009_lociStitched	chr5	26876570	26886166	4	9335	7125.9896	652	1	CDH9		CDH9	CDH9	0.0853	652	1
3_MACS_peak_15231_lociStitched	chr17	76164005	76177130	3	9332	19003.6875	653	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	SYNGR2	1.3187	653	1
4_MACS_peak_17922_lociStitched	chr19	50369369	50382699	4	9329	20634.84	654	1	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	ATF5	1.6916	654	1
3_MACS_peak_22103_lociStitched	chr21	37905554	37916940	3	9328	23678.3256	655	1	CLDN14		CLDN14	CLDN14	0.4041	655	1
3_MACS_peak_24230_lociStitched	chr3	71175431	71184939	3	9324	8422.1864	656	1	FOXP1		MIR1284	MIR1284	NONE	656	1
3_MACS_peak_13353_lociStitched	chr16	89179892	89195821	3	9321	17209.6916	657	1	ACSF3	C16orf81,CDH15	ACSF3	ACSF3	0.3801	657	1
4_MACS_peak_9769_lociStitched	chr14	69362991	69378305	4	9320	12185.3498	658	1	ACTN1		ACTN1	ACTN1	0.2784	658	1
5_MACS_peak_29304_lociStitched	chr6	37065500	37079082	5	9314	12981.6756	659	1			PIM1	PIM1	NONE	659	1
6_MACS_peak_14592_lociStitched	chr17	46088529	46104567	6	9313	12673.2276	660	1	COPZ2	CDK5RAP3,NFE2L1,MIR152	MIR152	NFE2L1	2.3277	660	1
3_MACS_peak_21585_lociStitched	chr20	45885422	45896540	3	9311	15021.5298	661	1	ZMYND8		LOC100131496	LOC100131496	0.1412	661	1
4_MACS_peak_22184_lociStitched	chr21	43880275	43892619	4	9308	11934.1792	662	1	RSPH1	SLC37A1	RSPH1	SLC37A1	0.5052	662	1
3_MACS_peak_10304_lociStitched	chr14	103240769	103253662	3	9284	16415.3676	663	1	TRAF3		TRAF3	TRAF3	0.3058	663	1
6_MACS_peak_22646_lociStitched	chr22	24795376	24808917	6	9281	8506.4562	664	1	SPECC1L	ADORA2A	ADORA2A	ADORA2A	1.2716	664	1
4_MACS_peak_12313_lociStitched	chr16	17496936	17511946	4	9257	12884.584	665	1	XYLT1		XYLT1	XYLT1	0.2152	665	1
4_MACS_peak_27531_lociStitched	chr5	95285493	95298725	4	9246	17880.4016	666	1	ELL2		ELL2	ELL2	0.5795	666	1
5_MACS_peak_33268_lociStitched	chr8	81068125	81084597	5	9245	13749.1784	667	1	TPD52		TPD52	TPD52	0.3501	667	1
5_MACS_peak_15382_lociStitched	chr17	79816169	79830947	5	9234	24748.7166	668	1	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	P4HB	DYSFIP1	1.0953	668	1
3_MACS_peak_29369_lociStitched	chr6	42737792	42752280	3	9231	24042.836	669	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.9289	669	1
1_MACS_peak_26483_lociStitched	chr4	144274883	144284107	1	9225	25056.0736	670	1	GAB1		GAB1	GAB1	0.5484	670	1
3_MACS_peak_22852_lociStitched	chr22	36746996	36757571	3	9222	14176.845	671	1	MYH9		MYH9	MYH9	0.4634	671	1
2_MACS_peak_18644_lociStitched	chr2	31473547	31487054	2	9196	13527.2605	672	1	EHD3	CAPN14	EHD3	EHD3	0.4778	672	1
2_MACS_peak_25265_lociStitched	chr3	186756192	186766498	2	9183	9577.3658	673	1	ST6GAL1		ST6GAL1	ST6GAL1	1.1098	673	1
1_MACS_peak_2906_lociStitched	chr1	203288803	203297981	1	9179	23591.1312	674	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	1.8689	674	1
5_MACS_peak_33095_lociStitched	chr8	61813106	61829842	5	9166	14227.2736	675	1			LOC100130298	LOC100130298	NONE	675	1
2_MACS_peak_6627_lociStitched	chr11	115086860	115097254	2	9157	12362.6236	676	1	CADM1		CADM1	CADM1	0.1945	676	1
