REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam
1_MACS_peak_14223_lociStitched	chr17	36810357	36811535	1	1179	945.8162
1_MACS_peak_26804_lociStitched	chr4	190958884	190960062	1	1179	1744.1468
1_MACS_peak_2220_lociStitched	chr1	154522884	154524061	1	1178	550.7183
2_MACS_peak_8643_lociStitched	chr13	27786059	27787236	2	1086	597.2098
1_MACS_peak_23730_lociStitched	chr3	38537720	38538897	1	1178	1998.0752
2_MACS_peak_28962_lociStitched	chr6	27832476	27833653	2	1157	747.0419
1_MACS_peak_32023_lociStitched	chr7	127775490	127776667	1	1178	947.7204
1_MACS_peak_2483_lociStitched	chr1	162582915	162584091	1	1177	781.452
1_MACS_peak_4117_lociStitched	chr10	48951940	48953116	1	1177	897.0528
1_MACS_peak_7303_lociStitched	chr12	45637933	45639109	1	1177	1034.6448
1_MACS_peak_15593_lociStitched	chr18	11149207	11150383	1	1177	1274.5488
1_MACS_peak_19712_lociStitched	chr2	113914303	113915479	1	1177	1321.5888
1_MACS_peak_20168_lociStitched	chr2	177042368	177043544	1	1177	1222.6872
1_MACS_peak_29253_lociStitched	chr6	35419665	35420841	1	1177	1568.5488
1_MACS_peak_30713_lociStitched	chr7	7801396	7802572	1	1177	730.4136
1_MACS_peak_8915_lociStitched	chr13	60327906	60329081	1	1176	726.855
1_MACS_peak_11210_lociStitched	chr15	70457069	70458244	1	1176	699.595
2_MACS_peak_14512_lociStitched	chr17	43971312	43972487	2	1077	819.7975
1_MACS_peak_18270_lociStitched	chr2	3465105	3466280	1	1176	1372.2825
1_MACS_peak_18331_lociStitched	chr2	8976688	8977863	1	1176	2567.2574999999997
2_MACS_peak_25760_lociStitched	chr4	25313824	25314999	2	1072	1103.56
1_MACS_peak_29251_lociStitched	chr6	35310219	35311394	1	1176	1230.8125000000002
1_MACS_peak_33463_lociStitched	chr8	103215292	103216467	1	1176	638.3775
1_MACS_peak_34242_lociStitched	chr9	35489203	35490378	1	1176	1511.05
1_MACS_peak_36556_lociStitched	chrX	153437669	153438844	1	1176	707.35
1_MACS_peak_12668_lociStitched	chr16	31453654	31454828	1	1175	1800.0942000000002
1_MACS_peak_16668_lociStitched	chr19	11646290	11647464	1	1175	1741.8638
1_MACS_peak_17340_lociStitched	chr19	38418821	38419995	1	1175	601.3228
1_MACS_peak_24216_lociStitched	chr3	69788065	69789239	1	1175	704.8696000000001
1_MACS_peak_35450_lociStitched	chr9	140576890	140578064	1	1175	917.3636
1_MACS_peak_1641_lociStitched	chr1	108660444	108661617	1	1174	666.9678
1_MACS_peak_9810_lociStitched	chr14	71407935	71409108	1	1174	1297.4553
1_MACS_peak_12285_lociStitched	chr16	16054777	16055950	1	1174	570.5472
1_MACS_peak_12763_lociStitched	chr16	50155092	50156265	1	1174	717.0549
1_MACS_peak_18512_lociStitched	chr2	25106077	25107250	1	1174	650.0766
1_MACS_peak_22316_lociStitched	chr21	46571608	46572781	1	1174	628.0242
1_MACS_peak_22473_lociStitched	chr22	20426757	20427930	1	1174	1790.9363999999998
2_MACS_peak_26714_lociStitched	chr4	184805746	184806919	2	1167	772.8897000000001
1_MACS_peak_5850_lociStitched	chr11	61809131	61810303	1	1173	1091.9524
1_MACS_peak_6100_lociStitched	chr11	66277632	66278804	1	1173	1103.0864000000001
1_MACS_peak_7958_lociStitched	chr12	102706949	102708121	1	1173	1583.1376
1_MACS_peak_11539_lociStitched	chr15	83569778	83570950	1	1173	642.842
1_MACS_peak_16317_lociStitched	chr19	4083686	4084858	1	1173	1010.4984
1_MACS_peak_21186_lociStitched	chr20	30742572	30743744	1	1173	729.2184
1_MACS_peak_25662_lociStitched	chr4	8200542	8201714	1	1173	1428.1991999999998
1_MACS_peak_26821_lociStitched	chr5	643743	644915	1	1173	647.4128
1_MACS_peak_30954_lociStitched	chr7	29810481	29811653	1	1173	805.75
2_MACS_peak_6620_lociStitched	chr11	114692129	114693300	2	816	441.9354
1_MACS_peak_9823_lociStitched	chr14	72032723	72033894	1	1172	654.4718999999999
1_MACS_peak_10297_lociStitched	chr14	102982672	102983843	1	1172	1345.479
1_MACS_peak_11566_lociStitched	chr15	85130904	85132075	1	1172	830.9416
1_MACS_peak_21689_lociStitched	chr20	50181845	50183016	1	1172	933.5212
1_MACS_peak_31259_lociStitched	chr7	50369486	50370657	1	1172	629.998
2_MACS_peak_33003_lociStitched	chr8	42571020	42572191	2	1113	672.6224
1_MACS_peak_35929_lociStitched	chrX	51238937	51240108	1	1172	913.2629000000001
1_MACS_peak_15378_lociStitched	chr17	79779068	79780238	1	1171	799.929
1_MACS_peak_33509_lociStitched	chr8	105587113	105588283	1	1171	791.856
1_MACS_peak_35712_lociStitched	chrX	37706141	37707311	1	1171	1074.645
1_MACS_peak_4008_lociStitched	chr10	32667216	32668385	1	1170	877.3344999999999
2_MACS_peak_10488_lociStitched	chr15	28533670	28534839	2	968	524.4134
1_MACS_peak_12943_lociStitched	chr16	67522492	67523661	1	1170	632.8966
2_MACS_peak_24197_lociStitched	chr3	66271031	66272200	2	1152	1278.7691000000002
1_MACS_peak_25029_lociStitched	chr3	167443799	167444968	1	1170	670.7722
1_MACS_peak_27817_lociStitched	chr5	132082635	132083804	1	1170	1338.9726
2_MACS_peak_29772_lociStitched	chr6	90878667	90879836	2	1084	724.1955
1_MACS_peak_18035_lociStitched	chr19	53635417	53636585	1	1169	893.8704
1_MACS_peak_29330_lociStitched	chr6	38231782	38232950	1	1169	776.2528
1_MACS_peak_30861_lociStitched	chr7	24796451	24797619	1	1169	986.1424000000001
1_MACS_peak_12828_lociStitched	chr16	57004754	57005921	1	1168	727.041
1_MACS_peak_22122_lociStitched	chr21	38802935	38804102	1	1168	833.1213
2_MACS_peak_27061_lociStitched	chr5	32572840	32574007	2	1154	567.3954
1_MACS_peak_28081_lociStitched	chr5	147100926	147102093	1	1168	1181.2374
1_MACS_peak_31927_lociStitched	chr7	112506283	112507450	1	1168	869.7651
1_MACS_peak_34410_lociStitched	chr9	72069817	72070984	1	1168	754.9323
1_MACS_peak_36236_lociStitched	chrX	114564983	114566150	1	1168	642.5502
1_MACS_peak_36372_lociStitched	chrX	129193910	129195077	1	1168	1151.2455
1_MACS_peak_7689_lociStitched	chr12	64686614	64687780	1	1167	1023.5148
1_MACS_peak_12753_lociStitched	chr16	49525364	49526530	1	1167	1636.481
2_MACS_peak_16577_lociStitched	chr19	10369446	10370612	2	1135	631.389
1_MACS_peak_29634_lociStitched	chr6	74078975	74080141	1	1167	614.5986
1_MACS_peak_32711_lociStitched	chr8	21867332	21868498	1	1167	1284.5821999999998
1_MACS_peak_33111_lociStitched	chr8	62033370	62034536	1	1167	1155.1562000000001
1_MACS_peak_33507_lociStitched	chr8	105373032	105374198	1	1167	694.1198
1_MACS_peak_36286_lociStitched	chrX	119076623	119077789	1	1167	1413.8916
2_MACS_peak_4564_lociStitched	chr10	93443322	93444487	2	1162	609.4115
2_MACS_peak_8777_lociStitched	chr13	41706246	41707411	2	1101	910.797
1_MACS_peak_9179_lociStitched	chr13	114080312	114081477	1	1166	782.2975
1_MACS_peak_9901_lociStitched	chr14	75517315	75518480	1	1166	2381.8425
1_MACS_peak_13041_lociStitched	chr16	69787756	69788921	1	1166	2207.0925
1_MACS_peak_26878_lociStitched	chr5	6582811	6583976	1	1166	1400.6795
1_MACS_peak_31210_lociStitched	chr7	47422781	47423946	1	1166	636.789
1_MACS_peak_5804_lociStitched	chr11	60282488	60283652	1	1165	1131.1752
1_MACS_peak_6563_lociStitched	chr11	110243438	110244602	1	1165	614.4756
1_MACS_peak_21800_lociStitched	chr20	58829876	58831040	1	1165	626.2320000000001
1_MACS_peak_22203_lociStitched	chr21	44465187	44466351	1	1165	843.6672
1_MACS_peak_22665_lociStitched	chr22	25056559	25057723	1	1165	1022.2248
1_MACS_peak_23290_lociStitched	chr22	46972550	46973714	1	1165	884.4072
2_MACS_peak_28086_lociStitched	chr5	147470123	147471287	2	1115	553.5984000000001
1_MACS_peak_28436_lociStitched	chr5	177019081	177020245	1	1165	2222.3088
1_MACS_peak_29886_lociStitched	chr6	108863015	108864179	1	1165	607.026
1_MACS_peak_6702_lociStitched	chr11	119039261	119040424	1	1164	1840.7964
1_MACS_peak_18085_lociStitched	chr19	55573474	55574637	1	1164	1822.1884
1_MACS_peak_25529_lociStitched	chr4	2394943	2396106	1	1164	878.065
1_MACS_peak_29923_lociStitched	chr6	110011887	110013050	1	1164	624.7636
2_MACS_peak_30086_lociStitched	chr6	131948705	131949868	2	1113	1220.1033
2_MACS_peak_36199_lociStitched	chrX	106361308	106362471	2	1099	952.3806999999999
1_MACS_peak_8656_lociStitched	chr13	28040597	28041759	1	1163	808.9844
1_MACS_peak_9490_lociStitched	chr14	45613790	45614952	1	1163	571.123
1_MACS_peak_16279_lociStitched	chr19	3275012	3276174	1	1163	1601.9332
1_MACS_peak_27743_lociStitched	chr5	125951051	125952213	1	1163	774.2406
2_MACS_peak_27908_lociStitched	chr5	137737985	137739147	2	1101	492.92040000000003
1_MACS_peak_36375_lociStitched	chrX	129254343	129255505	1	1163	959.9282
1_MACS_peak_19135_lociStitched	chr2	71453198	71454359	1	1162	1375.2045
1_MACS_peak_20557_lociStitched	chr2	219187400	219188561	1	1162	922.5305999999999
1_MACS_peak_25315_lociStitched	chr3	191780844	191782005	1	1162	1160.1873
1_MACS_peak_36198_lociStitched	chrX	106242323	106243484	1	1162	936.8109
1_MACS_peak_752_lociStitched	chr1	28918510	28919670	1	1161	972.7760000000001
1_MACS_peak_2474_lociStitched	chr1	162038895	162040055	1	1161	897.144
1_MACS_peak_8435_lociStitched	chr12	124155176	124156336	1	1161	761.308
1_MACS_peak_11930_lociStitched	chr16	1926069	1927229	1	1161	949.344
2_MACS_peak_12174_lociStitched	chr16	11438822	11439982	2	1052	1326.576
1_MACS_peak_16720_lociStitched	chr19	12868086	12869246	1	1161	1328.432
1_MACS_peak_17339_lociStitched	chr19	38405136	38406296	1	1161	821.28
1_MACS_peak_18885_lociStitched	chr2	53813638	53814798	1	1161	1339.8
1_MACS_peak_21636_lociStitched	chr20	48260165	48261325	1	1161	622.108
1_MACS_peak_21776_lociStitched	chr20	57425220	57426380	1	1161	995.86
1_MACS_peak_23618_lociStitched	chr3	19144254	19145414	1	1161	945.98
1_MACS_peak_33372_lociStitched	chr8	97246699	97247859	1	1161	1693.6
1_MACS_peak_36558_lociStitched	chrX	153512548	153513708	1	1161	681.616
1_MACS_peak_324_lociStitched	chr1	15688437	15689596	1	1160	777.6890000000001
1_MACS_peak_5959_lociStitched	chr11	64140040	64141199	1	1160	905.4108
1_MACS_peak_12356_lociStitched	chr16	20774527	20775686	1	1160	907.4970000000001
1_MACS_peak_16609_lociStitched	chr19	10712979	10714138	1	1160	1718.5651999999998
2_MACS_peak_19138_lociStitched	chr2	71644084	71645243	2	1047	584.7154999999999
1_MACS_peak_22013_lociStitched	chr21	34766205	34767364	1	1160	771.3145
1_MACS_peak_24354_lociStitched	chr3	99766297	99767456	1	1160	612.7633
1_MACS_peak_25773_lociStitched	chr4	26198672	26199831	1	1160	953.3934
1_MACS_peak_1399_lociStitched	chr1	66946057	66947215	1	1159	760.3428
1_MACS_peak_6052_lociStitched	chr11	65600632	65601790	1	1159	929.7582
1_MACS_peak_9419_lociStitched	chr14	33447390	33448548	1	1159	712.4015999999999
1_MACS_peak_14338_lociStitched	chr17	40201981	40203139	1	1159	1241.7234
1_MACS_peak_19894_lociStitched	chr2	137003251	137004409	1	1159	1104.5004
1_MACS_peak_22824_lociStitched	chr22	35626474	35627632	1	1159	684.3779999999999
2_MACS_peak_24130_lociStitched	chr3	60541080	60542238	2	1015	486.5916
1_MACS_peak_28014_lociStitched	chr5	141736056	141737214	1	1159	1416.0024
1_MACS_peak_29315_lociStitched	chr6	37225380	37226538	1	1159	2414.0826
1_MACS_peak_29423_lociStitched	chr6	43805597	43806755	1	1159	928.4843999999999
1_MACS_peak_30408_lociStitched	chr6	158628167	158629325	1	1159	806.6628
1_MACS_peak_33173_lociStitched	chr8	67624493	67625651	1	1159	1723.7987999999998
1_MACS_peak_2109_lociStitched	chr1	150743100	150744257	1	1158	644.3332999999999
1_MACS_peak_3615_lociStitched	chr1	248893836	248894993	1	1158	883.1381
1_MACS_peak_4481_lociStitched	chr10	82167726	82168883	1	1158	1155.4959000000001
2_MACS_peak_10120_lociStitched	chr14	92594173	92595330	2	1136	739.323
1_MACS_peak_11412_lociStitched	chr15	77701647	77702804	1	1158	654.0521
1_MACS_peak_19200_lociStitched	chr2	75061360	75062517	1	1158	706.0014
1_MACS_peak_19953_lociStitched	chr2	154078783	154079940	1	1158	1263.4440000000002
2_MACS_peak_20898_lociStitched	chr20	1205894	1207051	2	931	517.6418
1_MACS_peak_27462_lociStitched	chr5	89368504	89369661	1	1158	1944.1071
1_MACS_peak_28583_lociStitched	chr6	3053402	3054559	1	1158	1052.9857
1_MACS_peak_35774_lociStitched	chrX	40693137	40694294	1	1158	992.3589000000001
1_MACS_peak_3484_lociStitched	chr1	234811398	234812554	1	1157	1215.4183999999998
1_MACS_peak_17502_lociStitched	chr19	41969071	41970227	1	1157	1237.8448
1_MACS_peak_19771_lociStitched	chr2	127065571	127066727	1	1157	637.1872000000001
2_MACS_peak_20440_lociStitched	chr2	204516487	204517643	2	1093	525.8644
1_MACS_peak_26364_lociStitched	chr4	128390740	128391896	1	1157	682.1555999999999
1_MACS_peak_29422_lociStitched	chr6	43784353	43785509	1	1157	957.168
1_MACS_peak_32890_lociStitched	chr8	37653992	37655148	1	1157	1199.5812
1_MACS_peak_4665_lociStitched	chr10	99473302	99474457	1	1156	1114.344
1_MACS_peak_15841_lociStitched	chr18	47744487	47745642	1	1156	567.2205
1_MACS_peak_22706_lociStitched	chr22	27060772	27061927	1	1156	883.6905
1_MACS_peak_24912_lociStitched	chr3	152939334	152940489	1	1156	846.0375
1_MACS_peak_26488_lociStitched	chr4	144480170	144481325	1	1156	2275.4655
1_MACS_peak_9097_lociStitched	chr13	106865301	106866455	1	1155	1133.9204
1_MACS_peak_10355_lociStitched	chr14	105155628	105156782	1	1155	656.7414000000001
1_MACS_peak_16998_lociStitched	chr19	18271464	18272618	1	1155	1788.8154
1_MACS_peak_19308_lociStitched	chr2	87052908	87054062	1	1155	883.1562
1_MACS_peak_23219_lociStitched	chr22	44207719	44208873	1	1155	1224.8555999999999
1_MACS_peak_27191_lociStitched	chr5	55624448	55625602	1	1155	771.6798
1_MACS_peak_35394_lociStitched	chr9	139893993	139895147	1	1155	588.54
1_MACS_peak_2643_lociStitched	chr1	178441320	178442473	1	1154	664.9351
1_MACS_peak_4013_lociStitched	chr10	33269202	33270355	1	1154	965.0609999999999
2_MACS_peak_6415_lociStitched	chr11	85565385	85566538	2	1132	838.9228
1_MACS_peak_17527_lociStitched	chr19	42432117	42433270	1	1154	911.5618
1_MACS_peak_19742_lociStitched	chr2	120770112	120771265	1	1154	1087.1637
1_MACS_peak_21004_lociStitched	chr20	5451428	5452581	1	1154	1605.7831
1_MACS_peak_27114_lociStitched	chr5	42756853	42758006	1	1154	872.5904
1_MACS_peak_32251_lociStitched	chr7	142038217	142039370	1	1154	786.1153999999999
2_MACS_peak_36273_lociStitched	chrX	118774261	118775414	2	1015	566.9301
1_MACS_peak_3133_lociStitched	chr1	212802824	212803976	1	1153	709.7472
2_MACS_peak_3976_lociStitched	chr10	30744674	30745826	2	1080	468.5184
1_MACS_peak_10441_lociStitched	chr15	20332662	20333814	1	1153	526.0032
1_MACS_peak_13683_lociStitched	chr17	8511668	8512820	1	1153	944.064
1_MACS_peak_20099_lociStitched	chr2	172959459	172960611	1	1153	780.0192000000001
1_MACS_peak_25351_lociStitched	chr3	194261728	194262880	1	1153	926.2080000000001
1_MACS_peak_34528_lociStitched	chr9	93049926	93051078	1	1153	1319.9615999999999
1_MACS_peak_3101_lociStitched	chr1	211688413	211689564	1	1152	1549.4762
1_MACS_peak_5599_lociStitched	chr11	34255289	34256440	1	1152	1176.5522
1_MACS_peak_23449_lociStitched	chr3	9594702	9595853	1	1152	1731.5644
1_MACS_peak_24897_lociStitched	chr3	151911381	151912532	1	1152	593.1102999999999
1_MACS_peak_28497_lociStitched	chr5	179506129	179507280	1	1152	858.9912999999999
2_MACS_peak_36470_lociStitched	chrX	148712722	148713873	2	1134	923.6775
2_MACS_peak_3_lociStitched	chr1	441458	442608	2	1075	804.195
1_MACS_peak_3693_lociStitched	chr10	4143909	4145059	1	1151	813.855
2_MACS_peak_7458_lociStitched	chr12	52364584	52365734	2	842	407.09999999999997
1_MACS_peak_12960_lociStitched	chr16	67764956	67766106	1	1151	622.265
1_MACS_peak_23023_lociStitched	chr22	39296902	39298052	1	1151	745.89
1_MACS_peak_25064_lociStitched	chr3	171427480	171428630	1	1151	898.38
1_MACS_peak_26475_lociStitched	chr4	141445192	141446342	1	1151	2394.5299999999997
1_MACS_peak_26655_lociStitched	chr4	169752772	169753922	1	1151	799.71
1_MACS_peak_34880_lociStitched	chr9	117044385	117045535	1	1151	886.88
1_MACS_peak_1999_lociStitched	chr1	146555765	146556914	1	1150	1108.6701
1_MACS_peak_2753_lociStitched	chr1	187041455	187042604	1	1150	1384.6599
1_MACS_peak_3374_lociStitched	chr1	229162801	229163950	1	1150	1033.2957
1_MACS_peak_9940_lociStitched	chr14	77413061	77414210	1	1150	740.8752000000001
1_MACS_peak_11027_lociStitched	chr15	61170331	61171480	1	1150	862.2095999999999
1_MACS_peak_11598_lociStitched	chr15	85904127	85905276	1	1150	735.9345
1_MACS_peak_15875_lociStitched	chr18	51713797	51714946	1	1150	687.9063
1_MACS_peak_25997_lociStitched	chr4	75023305	75024454	1	1150	1310.7792
1_MACS_peak_31959_lociStitched	chr7	116750241	116751390	1	1150	576.4533
1_MACS_peak_2800_lociStitched	chr1	198651114	198652262	1	1149	1145.4744
1_MACS_peak_6479_lociStitched	chr11	94276749	94277897	1	1149	922.418
2_MACS_peak_7306_lociStitched	chr12	45748323	45749471	2	1144	541.9708
1_MACS_peak_15520_lociStitched	chr18	3526049	3527197	1	1149	643.7984
1_MACS_peak_20257_lociStitched	chr2	190655808	190656956	1	1149	1118.3816
2_MACS_peak_21560_lociStitched	chr20	44736614	44737762	2	1030	667.3324
1_MACS_peak_29834_lociStitched	chr6	105557700	105558848	1	1149	549.2032
2_MACS_peak_29970_lociStitched	chr6	114370405	114371553	2	957	485.9484
1_MACS_peak_15005_lociStitched	chr17	66755060	66756207	1	1148	1919.1604
1_MACS_peak_16521_lociStitched	chr19	8442285	8443432	1	1148	555.9509
2_MACS_peak_20046_lociStitched	chr2	165617470	165618617	2	1040	712.4017
1_MACS_peak_22516_lociStitched	chr22	22306502	22307649	1	1148	1259.2913
1_MACS_peak_23186_lociStitched	chr22	43051249	43052396	1	1148	688.7735
2_MACS_peak_27316_lociStitched	chr5	69710662	69711809	2	1143	831.5749999999999
1_MACS_peak_34105_lociStitched	chr9	18710684	18711831	1	1148	1442.4672
1_MACS_peak_3575_lociStitched	chr1	245108701	245109847	1	1147	1034.1504
1_MACS_peak_32809_lociStitched	chr8	27449607	27450753	1	1147	1235.6172000000001
1_MACS_peak_32991_lociStitched	chr8	41997302	41998448	1	1147	853.77
1_MACS_peak_7046_lociStitched	chr12	9910549	9911694	1	1146	797.9504999999999
1_MACS_peak_11391_lociStitched	chr15	76725949	76727094	1	1146	882.337
1_MACS_peak_11414_lociStitched	chr15	77835181	77836326	1	1146	1791.009
1_MACS_peak_12807_lociStitched	chr16	56658945	56660090	1	1146	1046.8735
1_MACS_peak_19740_lociStitched	chr2	120436302	120437447	1	1146	1166.5259999999998
2_MACS_peak_23493_lociStitched	chr3	11811547	11812692	2	1128	729.4795
1_MACS_peak_23916_lociStitched	chr3	48043185	48044330	1	1146	808.7135000000001
1_MACS_peak_23962_lociStitched	chr3	49292386	49293531	1	1146	567.462
1_MACS_peak_27091_lociStitched	chr5	36724634	36725779	1	1146	645.093
1_MACS_peak_27431_lociStitched	chr5	84934004	84935149	1	1146	1260.7595
1_MACS_peak_30506_lociStitched	chr6	167275591	167276736	1	1146	673.1455
1_MACS_peak_33862_lociStitched	chr8	143484069	143485214	1	1146	1111.108
1_MACS_peak_5_lociStitched	chr1	540343	541487	1	1145	754.468
1_MACS_peak_9268_lociStitched	chr14	22941722	22942866	1	1145	675.3032000000001
2_MACS_peak_12345_lociStitched	chr16	19305200	19306344	2	1077	555.0688
1_MACS_peak_13982_lociStitched	chr17	27481972	27483116	1	1145	975.3744
2_MACS_peak_19832_lociStitched	chr2	131992979	131994123	2	946	560.7888
1_MACS_peak_31657_lociStitched	chr7	97736050	97737194	1	1145	2061.1448
1_MACS_peak_33498_lociStitched	chr8	104383222	104384366	1	1145	1824.3368
1_MACS_peak_36381_lociStitched	chrX	129473239	129474383	1	1145	922.9792
2_MACS_peak_6211_lociStitched	chr11	68933577	68934720	2	1128	666.8262000000001
2_MACS_peak_18077_lociStitched	chr19	55460439	55461582	2	1041	549.783
1_MACS_peak_20077_lociStitched	chr2	170335549	170336692	1	1144	1041.9587999999999
1_MACS_peak_20263_lociStitched	chr2	191208135	191209278	1	1144	1088.7075
1_MACS_peak_30010_lociStitched	chr6	118191481	118192624	1	1144	634.5936
1_MACS_peak_30732_lociStitched	chr7	8390805	8391948	1	1144	1434.465
1_MACS_peak_18569_lociStitched	chr2	27318682	27319824	1	1143	1166.8956
1_MACS_peak_24758_lociStitched	chr3	134593352	134594494	1	1143	653.9091999999999
1_MACS_peak_24795_lociStitched	chr3	139062664	139063806	1	1143	1879.9604000000002
1_MACS_peak_36405_lociStitched	chrX	133682971	133684113	1	1143	624.103
1_MACS_peak_1140_lociStitched	chr1	44827902	44829043	1	1142	744.7307
1_MACS_peak_2912_lociStitched	chr1	203642640	203643781	1	1142	912.4576999999999
1_MACS_peak_10640_lociStitched	chr15	40373573	40374714	1	1142	960.8361
1_MACS_peak_13197_lociStitched	chr16	81552988	81554129	1	1142	671.5926000000001
1_MACS_peak_25585_lociStitched	chr4	4661021	4662162	1	1142	700.3458
1_MACS_peak_26560_lociStitched	chr4	153692861	153694002	1	1142	676.0425
1_MACS_peak_2811_lociStitched	chr1	200270996	200272136	1	1141	1019.388
1_MACS_peak_6340_lociStitched	chr11	75293843	75294983	1	1141	1124.268
2_MACS_peak_6549_lociStitched	chr11	108337685	108338825	2	1112	889.542
1_MACS_peak_8779_lociStitched	chr13	41768000	41769140	1	1141	1126.7759999999998
1_MACS_peak_21739_lociStitched	chr20	54167499	54168639	1	1141	634.6379999999999
1_MACS_peak_25595_lociStitched	chr4	5519730	5520870	1	1141	832.314
2_MACS_peak_26530_lociStitched	chr4	149363234	149364374	2	1130	880.878
2_MACS_peak_26762_lociStitched	chr4	185780910	185782050	2	1060	603.402
1_MACS_peak_29146_lociStitched	chr6	32627388	32628528	1	1141	743.9639999999999
1_MACS_peak_1396_lociStitched	chr1	66797437	66798576	1	1140	692.512
2_MACS_peak_6117_lociStitched	chr11	66794947	66796086	2	1075	510.6137
1_MACS_peak_28319_lociStitched	chr5	172233879	172235018	1	1140	867.8041000000001
1_MACS_peak_31919_lociStitched	chr7	111201821	111202960	1	1140	916.5532999999999
1_MACS_peak_32188_lociStitched	chr7	137693159	137694298	1	1140	1106.3107
1_MACS_peak_2703_lociStitched	chr1	182557499	182558637	1	1139	1582.0476
2_MACS_peak_9697_lociStitched	chr14	64911691	64912829	2	1101	634.5488
1_MACS_peak_11823_lociStitched	chr15	101628609	101629747	1	1139	1135.9515999999999
1_MACS_peak_23053_lociStitched	chr22	39662179	39663317	1	1139	594.1498
1_MACS_peak_23397_lociStitched	chr3	4004186	4005324	1	1139	731.9616
1_MACS_peak_36257_lociStitched	chrX	117973018	117974156	1	1139	1043.2046
1_MACS_peak_1570_lociStitched	chr1	93974538	93975675	1	1138	1581.4533000000001
1_MACS_peak_3094_lociStitched	chr1	210547044	210548181	1	1138	719.721
2_MACS_peak_4615_lociStitched	chr10	97320506	97321643	2	985	727.7937000000001
1_MACS_peak_4863_lociStitched	chr10	111836052	111837189	1	1138	696.1850999999999
1_MACS_peak_5094_lociStitched	chr10	129845141	129846278	1	1138	710.2839
1_MACS_peak_7630_lociStitched	chr12	57657622	57658759	1	1138	921.6522
1_MACS_peak_7840_lociStitched	chr12	93708513	93709650	1	1138	1058.2059
1_MACS_peak_10385_lociStitched	chr14	105634415	105635552	1	1138	724.6101
2_MACS_peak_17811_lociStitched	chr19	49077527	49078664	2	874	481.5195
1_MACS_peak_2515_lociStitched	chr1	165884186	165885322	1	1137	736.0144
1_MACS_peak_5630_lociStitched	chr11	35334668	35335804	1	1137	976.8464
1_MACS_peak_11444_lociStitched	chr15	78786809	78787945	1	1137	991.3872
2_MACS_peak_15011_lociStitched	chr17	68124409	68125545	2	1085	545.3936
1_MACS_peak_26521_lociStitched	chr4	148638744	148639880	1	1137	629.6848
1_MACS_peak_27612_lociStitched	chr5	108790928	108792064	1	1137	624.1184
1_MACS_peak_31099_lociStitched	chr7	41744408	41745544	1	1137	662.6288000000001
1_MACS_peak_33140_lociStitched	chr8	66842674	66843810	1	1137	1373.7648000000002
1_MACS_peak_36145_lociStitched	chrX	98626764	98627900	1	1137	1285.0432
1_MACS_peak_4327_lociStitched	chr10	74870096	74871231	1	1136	876.901
1_MACS_peak_14951_lociStitched	chr17	65417563	65418698	1	1136	698.5925000000001
1_MACS_peak_15167_lociStitched	chr17	74511195	74512330	1	1136	593.378
1_MACS_peak_23081_lociStitched	chr22	40524610	40525745	1	1136	735.026
1_MACS_peak_29154_lociStitched	chr6	32908275	32909410	1	1136	914.9235
2_MACS_peak_35459_lociStitched	chr9	141094852	141095987	2	1087	597.5775
1_MACS_peak_1091_lociStitched	chr1	42845934	42847068	1	1135	808.9956000000001
1_MACS_peak_1624_lociStitched	chr1	101723055	101724189	1	1135	772.1406
1_MACS_peak_5617_lociStitched	chr11	35061668	35062802	1	1135	1086.4854
1_MACS_peak_7293_lociStitched	chr12	43864218	43865352	1	1135	1227.3282000000002
1_MACS_peak_7971_lociStitched	chr12	103889081	103890215	1	1135	1464.2207999999998
2_MACS_peak_8830_lociStitched	chr13	48574754	48575888	2	1106	811.1502
2_MACS_peak_13789_lociStitched	chr17	17655221	17656355	2	1087	776.3364
1_MACS_peak_20366_lociStitched	chr2	201287438	201288572	1	1135	653.5242000000001
1_MACS_peak_20704_lociStitched	chr2	232613520	232614654	1	1135	783.027
1_MACS_peak_21281_lociStitched	chr20	33145915	33147049	1	1135	1062.558
1_MACS_peak_22835_lociStitched	chr22	35843471	35844605	1	1135	1044.414
1_MACS_peak_33902_lociStitched	chr8	144922197	144923331	1	1135	1585.1052
1_MACS_peak_2504_lociStitched	chr1	165567077	165568210	1	1134	915.1241
1_MACS_peak_7720_lociStitched	chr12	68405259	68406392	1	1134	713.4501
1_MACS_peak_8410_lociStitched	chr12	123615993	123617126	1	1134	750.3859
2_MACS_peak_12258_lociStitched	chr16	14796800	14797933	2	1120	991.2617
1_MACS_peak_30955_lociStitched	chr7	29845675	29846808	1	1134	1245.167
1_MACS_peak_4841_lociStitched	chr10	106014246	106015378	1	1133	1097.7004
2_MACS_peak_9064_lociStitched	chr13	100230531	100231663	2	1097	569.7356
1_MACS_peak_20633_lociStitched	chr2	228713114	228714246	1	1133	552.5292
1_MACS_peak_23909_lociStitched	chr3	47619570	47620702	1	1133	737.3847999999999
1_MACS_peak_29218_lociStitched	chr6	34433182	34434314	1	1133	1431.9799999999998
1_MACS_peak_30850_lociStitched	chr7	23494691	23495823	1	1133	524.116
1_MACS_peak_32777_lociStitched	chr8	25991002	25992134	1	1133	619.8832
1_MACS_peak_35860_lociStitched	chrX	47880326	47881458	1	1133	1428.018
