#U266_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266_H3K27ac_ROSE/U266_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266_jia.bam
#Using cutoff of 13745.6739 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isSuper
1_MACS_peak_19890_lociStitched	chr2	136870730	136877442	1	6713	15300.004	920	1
2_MACS_peak_18095_lociStitched	chr19	55764440	55771868	2	7352	15280.1388	921	1
3_MACS_peak_31053_lociStitched	chr7	37240849	37253400	3	9016	15268.2915	922	1
1_MACS_peak_28786_lociStitched	chr6	16759233	16763966	1	4734	15265.8182	923	1
2_MACS_peak_19245_lociStitched	chr2	85764238	85769051	2	4665	15254.8035	924	1
1_MACS_peak_465_lociStitched	chr1	22104752	22110972	1	6221	15248.952	925	1
3_MACS_peak_25042_lociStitched	chr3	169481439	169492355	3	6046	15248.5604	926	1
2_MACS_peak_17735_lociStitched	chr19	47613995	47619941	2	4205	15243.1656	927	1
3_MACS_peak_12730_lociStitched	chr16	46916806	46926214	3	8967	15238.1376	928	1
2_MACS_peak_29287_lociStitched	chr6	36644832	36651933	2	6712	15235.9056	929	1
3_MACS_peak_3400_lociStitched	chr1	230239106	230251104	3	10538	15227.8616	930	1
2_MACS_peak_18715_lociStitched	chr2	37895217	37900559	2	5141	15204.9346	931	1
2_MACS_peak_12796_lociStitched	chr16	54958854	54966269	2	7005	15185.1785	932	1
2_MACS_peak_22844_lociStitched	chr22	36552249	36564770	2	10256	15181.7125	933	1
1_MACS_peak_9988_lociStitched	chr14	81684650	81688583	1	3934	15156.6021	934	1
8_MACS_peak_35632_lociStitched	chrX	19864895	19887436	8	13780	15156.5684	935	1
1_MACS_peak_10858_lociStitched	chr15	50645300	50649280	1	3981	15149.87	936	1
3_MACS_peak_10376_lociStitched	chr14	105482104	105491711	3	7504	15149.2783	937	1
1_MACS_peak_35231_lociStitched	chr9	134126963	134133098	1	6136	15137.499	938	1
2_MACS_peak_9510_lociStitched	chr14	50357823	50370716	2	8433	15126.0676	939	1
2_MACS_peak_23021_lociStitched	chr22	39264381	39270890	2	5665	15117.8034	940	1
1_MACS_peak_24260_lociStitched	chr3	71826540	71835016	1	8477	15111.8604	941	1
3_MACS_peak_16184_lociStitched	chr19	1894580	1906317	3	6791	15098.4768	942	1
2_MACS_peak_30190_lociStitched	chr6	138186968	138195890	2	8825	15096.024	943	1
1_MACS_peak_31005_lociStitched	chr7	32929286	32932933	1	3648	15067.9452	944	1
3_MACS_peak_35215_lociStitched	chr9	133319596	133327326	3	6451	15042.58	945	1
1_MACS_peak_28046_lociStitched	chr5	142781666	142785760	1	4095	15032.7586	946	1
3_MACS_peak_21585_lociStitched	chr20	45885422	45896540	3	9311	15021.5298	947	1
1_MACS_peak_24951_lociStitched	chr3	156875117	156879665	1	4549	15012.0384	948	1
7_MACS_peak_26918_lociStitched	chr5	14211931	14229663	7	14193	15011.9112	949	1
5_MACS_peak_11351_lociStitched	chr15	75350037	75370805	5	13057	15011.1104	950	1
8_MACS_peak_11396_lociStitched	chr15	77279628	77296923	8	12649	15003.4125	951	1
3_MACS_peak_29149_lociStitched	chr6	32805423	32814632	3	7933	14991.3311	952	1
1_MACS_peak_21663_lociStitched	chr20	48806482	48810694	1	4213	14990.0868	953	1
1_MACS_peak_32199_lociStitched	chr7	139042786	139046734	1	3949	14989.3716	954	1
4_MACS_peak_23332_lociStitched	chr22	50353022	50364819	4	8764	14977.4712	955	1
1_MACS_peak_33200_lociStitched	chr8	71313479	71317471	1	3993	14967.6048	956	1
2_MACS_peak_12970_lociStitched	chr16	67875111	67882355	2	6129	14962.482	957	1
4_MACS_peak_13993_lociStitched	chr17	27914967	27929097	4	8499	14956.605	958	1
2_MACS_peak_3381_lociStitched	chr1	229471888	229480167	2	7119	14954.3577	959	1
3_MACS_peak_36376_lociStitched	chrX	129298771	129311265	3	9078	14952.8192	960	1
2_MACS_peak_30136_lociStitched	chr6	135187327	135196797	2	7509	14946.501	961	1
1_MACS_peak_34472_lociStitched	chr9	86593257	86597123	1	3867	14937.4508	962	1
3_MACS_peak_31311_lociStitched	chr7	64011005	64024061	3	10567	14908.6464	963	1
1_MACS_peak_32101_lociStitched	chr7	130639983	130647505	1	7523	14882.277	964	1
2_MACS_peak_16612_lociStitched	chr19	10763179	10767975	2	4715	14872.396	965	1
2_MACS_peak_11127_lociStitched	chr15	66678128	66684596	2	6458	14864.1108	966	1
1_MACS_peak_20756_lociStitched	chr2	236402273	236414489	1	12217	14863.2072	967	1
4_MACS_peak_28849_lociStitched	chr6	26020759	26034357	4	9633	14862.614	968	1
1_MACS_peak_24901_lociStitched	chr3	151985633	151991104	1	5472	14861.4244	969	1
2_MACS_peak_10958_lociStitched	chr15	58583636	58592248	2	8077	14837.6148	970	1
3_MACS_peak_9136_lociStitched	chr13	111357339	111368937	3	7022	14836.1616	971	1
5_MACS_peak_23010_lociStitched	chr22	39092711	39103670	5	7075	14828.6229	972	1
5_MACS_peak_16946_lociStitched	chr19	17412753	17421633	5	7594	14823.384	973	1
3_MACS_peak_31677_lociStitched	chr7	98971454	98979898	3	6889	14806.554	974	1
1_MACS_peak_1922_lociStitched	chr1	143742172	143745902	1	3731	14790.196	975	1
2_MACS_peak_16203_lociStitched	chr19	2163059	2169664	2	5228	14780.669	976	1
1_MACS_peak_16961_lociStitched	chr19	17513486	17519587	1	6102	14763.8099	977	1
2_MACS_peak_35178_lociStitched	chr9	132170152	132177311	2	4451	14750.4036	978	1
2_MACS_peak_32794_lociStitched	chr8	26428356	26437460	2	9090	14741.1968	979	1
4_MACS_peak_16737_lociStitched	chr19	12990968	13003274	4	6484	14730.282	980	1
1_MACS_peak_25497_lociStitched	chr4	1239849	1244272	1	4424	14721.9555	981	1
2_MACS_peak_18227_lociStitched	chr19	59064860	59072021	2	6422	14721.5838	982	1
2_MACS_peak_25305_lociStitched	chr3	190651787	190660114	2	7199	14721.3033	983	1
2_MACS_peak_28530_lociStitched	chr5	180642897	180652580	2	7816	14703.6355	984	1
1_MACS_peak_30258_lociStitched	chr6	143264817	143269609	1	4793	14702.3352	985	1
4_MACS_peak_18208_lociStitched	chr19	58891341	58902284	4	6189	14699.7319	986	1
1_MACS_peak_31262_lociStitched	chr7	50512673	50518743	1	6071	14691.221	987	1
1_MACS_peak_24766_lociStitched	chr3	135910137	135916694	1	6558	14688.3357	988	1
1_MACS_peak_20177_lociStitched	chr2	178127439	178130958	1	3520	14677.0452	989	1
2_MACS_peak_22281_lociStitched	chr21	45715293	45721635	2	6177	14670.3144	990	1
3_MACS_peak_22899_lociStitched	chr22	37588968	37598528	3	7115	14658.348	991	1
4_MACS_peak_16820_lociStitched	chr19	14237246	14249205	4	7879	14655.7545	992	1
4_MACS_peak_21479_lociStitched	chr20	42578164	42594056	4	9801	14647.6564	993	1
3_MACS_peak_22277_lociStitched	chr21	45658358	45664739	3	6210	14623.9758	994	1
5_MACS_peak_16460_lociStitched	chr19	7400922	7414157	5	7698	14610.1165	995	1
2_MACS_peak_22638_lociStitched	chr22	24551345	24560481	2	6884	14602.9824	996	1
3_MACS_peak_2979_lociStitched	chr1	206132454	206139884	3	6916	14599.207	997	1
2_MACS_peak_18574_lociStitched	chr2	27434100	27441702	2	4477	14592.039	998	1
5_MACS_peak_12192_lociStitched	chr16	11761723	11784312	5	10667	14578.9406	999	1
2_MACS_peak_31728_lociStitched	chr7	99962033	99971700	2	8906	14555.6019	1000	1
3_MACS_peak_32632_lociStitched	chr8	11386735	11397469	3	9092	14553.1572	1001	1
3_MACS_peak_14628_lociStitched	chr17	47464332	47472678	3	6719	14552.9202	1002	1
2_MACS_peak_15935_lociStitched	chr18	56291664	56302114	2	8445	14541.175	1003	1
5_MACS_peak_2257_lociStitched	chr1	155049677	155067182	5	8370	14536.152	1004	1
2_MACS_peak_2255_lociStitched	chr1	155033702	155044058	2	6665	14527.3968	1005	1
1_MACS_peak_3576_lociStitched	chr1	245132683	245135601	1	2919	14525.2204	1006	1
3_MACS_peak_7601_lociStitched	chr12	57022118	57031378	3	8159	14509.494	1007	1
1_MACS_peak_10819_lociStitched	chr15	45489429	45496584	1	7156	14501.754	1008	1
2_MACS_peak_34132_lociStitched	chr9	21986323	21996909	2	7913	14491.1754	1009	1
2_MACS_peak_28542_lociStitched	chr6	220629	229950	2	7947	14486.6982	1010	1
2_MACS_peak_12819_lociStitched	chr16	56944210	56953126	2	6484	14485.8252	1011	1
2_MACS_peak_5018_lociStitched	chr10	123871168	123878369	2	7115	14457.4477	1012	1
2_MACS_peak_16437_lociStitched	chr19	6797207	6804036	2	5651	14445.3837	1013	1
1_MACS_peak_3515_lociStitched	chr1	235665601	235669465	1	3865	14439.768	1014	1
3_MACS_peak_19019_lociStitched	chr2	65140465	65151796	3	8663	14435.694	1015	1
2_MACS_peak_13345_lociStitched	chr16	88869391	88879865	2	6181	14419.5558	1016	1
4_MACS_peak_13132_lociStitched	chr16	74895819	74910077	4	9086	14404.8574	1017	1
3_MACS_peak_11430_lociStitched	chr15	78368004	78381132	3	6275	14396.1648	1018	1
3_MACS_peak_21056_lociStitched	chr20	17945507	17954686	3	8290	14363.2992	1019	1
1_MACS_peak_981_lociStitched	chr1	39973515	39979091	1	5577	14361.5456	1020	1
3_MACS_peak_26213_lociStitched	chr4	106550248	106560194	3	9502	14357.051	1021	1
3_MACS_peak_25550_lociStitched	chr4	2787079	2801409	3	7665	14347.196	1022	1
3_MACS_peak_13148_lociStitched	chr16	75139017	75151092	3	7608	14342.685	1023	1
2_MACS_peak_30125_lociStitched	chr6	134629055	134640377	2	8505	14311.008	1024	1
5_MACS_peak_7737_lociStitched	chr12	68833825	68850109	5	9423	14305.494	1025	1
3_MACS_peak_11132_lociStitched	chr15	66788774	66798657	3	7181	14294.7712	1026	1
1_MACS_peak_25053_lociStitched	chr3	169771718	169776968	1	5251	14287.875	1027	1
2_MACS_peak_560_lociStitched	chr1	24710351	24720921	2	9468	14273.728	1028	1
4_MACS_peak_9320_lociStitched	chr14	23763957	23776689	4	5714	14261.1132	1029	1
3_MACS_peak_15489_lociStitched	chr18	689369	702755	3	7544	14257.4286	1030	1
3_MACS_peak_16124_lociStitched	chr19	1167406	1174856	3	4727	14255.575	1031	1
4_MACS_peak_35166_lociStitched	chr9	131929038	131941165	4	7662	14246.7996	1032	1
6_MACS_peak_14341_lociStitched	chr17	40259353	40273923	6	9340	14240.718	1033	1
4_MACS_peak_22003_lociStitched	chr21	34631797	34642967	4	9148	14230.58	1034	1
5_MACS_peak_33095_lociStitched	chr8	61813106	61829842	5	9166	14227.2736	1035	1
1_MACS_peak_20364_lociStitched	chr2	201237690	201249397	1	11708	14216.9808	1036	1
3_MACS_peak_31702_lociStitched	chr7	99716230	99728917	3	5758	14205.6339	1037	1
3_MACS_peak_22852_lociStitched	chr22	36746996	36757571	3	9222	14176.845	1038	1
3_MACS_peak_33048_lociStitched	chr8	54926531	54935772	3	7614	14156.2879	1039	1
1_MACS_peak_2619_lociStitched	chr1	174966917	174972183	1	5267	14155.5346	1040	1
3_MACS_peak_662_lociStitched	chr1	27152483	27167513	3	8996	14155.254	1041	1
3_MACS_peak_2320_lociStitched	chr1	156115509	156128441	3	10464	14152.7808	1042	1
1_MACS_peak_30829_lociStitched	chr7	22733644	22741333	1	7690	14134.6887	1043	1
1_MACS_peak_25520_lociStitched	chr4	1871205	1875833	1	4629	14127.4328	1044	1
2_MACS_peak_24736_lociStitched	chr3	133290820	133298138	2	7164	14120.081	1045	1
1_MACS_peak_15643_lociStitched	chr18	20771100	20778946	1	7847	14109.4618	1046	1
2_MACS_peak_29075_lociStitched	chr6	31164409	31173007	2	6285	14098.1406	1047	1
3_MACS_peak_28161_lociStitched	chr5	151149006	151154735	3	5495	14085.3194	1048	1
2_MACS_peak_27807_lociStitched	chr5	131824763	131837597	2	10300	14080.1814	1049	1
3_MACS_peak_25094_lociStitched	chr3	171892632	171908332	3	10389	14070.34	1050	1
3_MACS_peak_16092_lociStitched	chr19	796224	801160	3	4564	14068.5872	1051	1
2_MACS_peak_22011_lociStitched	chr21	34747060	34757086	2	6672	14036.4	1052	1
2_MACS_peak_169_lociStitched	chr1	8933052	8940595	2	7322	14028.4714	1053	1
2_MACS_peak_35079_lociStitched	chr9	130556440	130566692	2	6560	14023.7108	1054	1
3_MACS_peak_8117_lociStitched	chr12	111105087	111115961	3	7839	14020.9356	1055	1
1_MACS_peak_12065_lociStitched	chr16	4320592	4325044	1	4453	14019.348	1056	1
2_MACS_peak_11492_lociStitched	chr15	81584911	81595794	2	8513	13997.7146	1057	1
2_MACS_peak_14901_lociStitched	chr17	62222151	62230088	2	7881	13981.0255	1058	1
1_MACS_peak_25176_lociStitched	chr3	182510298	182513884	1	3587	13975.7178	1059	1
1_MACS_peak_4279_lociStitched	chr10	73484916	73489611	1	4696	13964.3385	1060	1
3_MACS_peak_28893_lociStitched	chr6	26532272	26540301	3	7941	13943.1614	1061	1
1_MACS_peak_18792_lociStitched	chr2	43036319	43039161	1	2843	13928.3578	1062	1
1_MACS_peak_15101_lociStitched	chr17	73451787	73457937	1	6151	13921.755	1063	1
3_MACS_peak_18370_lociStitched	chr2	10175831	10185466	3	5171	13917.7575	1064	1
4_MACS_peak_33136_lociStitched	chr8	66747657	66755584	4	6789	13908.7142	1065	1
3_MACS_peak_21006_lociStitched	chr20	5570245	5580093	3	9438	13905.376	1066	1
1_MACS_peak_34808_lociStitched	chr9	113016894	113020870	1	3977	13886.9752	1067	1
1_MACS_peak_28517_lociStitched	chr5	180256600	180261487	1	4888	13886.8992	1068	1
5_MACS_peak_12814_lociStitched	chr16	56892118	56905643	5	10398	13886.1175	1069	1
1_MACS_peak_27198_lociStitched	chr5	56109905	56115337	1	5433	13885.8216	1070	1
2_MACS_peak_1977_lociStitched	chr1	145449161	145457878	2	8304	13880.9508	1071	1
2_MACS_peak_26162_lociStitched	chr4	99577964	99586284	2	7443	13880.256	1072	1
2_MACS_peak_5213_lociStitched	chr11	803520	811652	2	6338	13874.0052	1073	1
2_MACS_peak_26173_lociStitched	chr4	100866712	100872666	2	5905	13869.843	1074	1
3_MACS_peak_17652_lociStitched	chr19	45922120	45932734	3	8134	13861.884	1075	1
3_MACS_peak_9081_lociStitched	chr13	103243691	103252326	3	7534	13836.724	1076	1
2_MACS_peak_36570_lociStitched	chrX	153615904	153620327	2	4406	13836.0286	1077	1
1_MACS_peak_11342_lociStitched	chr15	75226961	75231687	1	4727	13835.365	1078	1
2_MACS_peak_30886_lociStitched	chr7	25932164	25941416	2	5307	13830.8148	1079	1
4_MACS_peak_16549_lociStitched	chr19	9928548	9939871	4	6397	13828.7799	1080	1
1_MACS_peak_32612_lociStitched	chr8	11053895	11059859	1	5965	13813.8168	1081	1
2_MACS_peak_11117_lociStitched	chr15	66079582	66086345	2	5484	13809.3697	1082	1
4_MACS_peak_23476_lociStitched	chr3	10225499	10241852	4	11228	13788.8496	1083	1
6_MACS_peak_5995_lociStitched	chr11	64877930	64890930	6	7532	13785.2	1084	1
1_MACS_peak_27547_lociStitched	chr5	98103968	98110815	1	6848	13768.6323	1085	1
5_MACS_peak_24072_lociStitched	chr3	53194281	53209909	5	9480	13755.7656	1086	1
5_MACS_peak_33268_lociStitched	chr8	81068125	81084597	5	9245	13749.1784	1087	1
