REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_31731_lociStitched	chr7	100025580	100035061	2	7227	20934.048	499	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.3951	499	1
4_MACS_peak_25881_lociStitched	chr4	48191834	48207578	4	13340	20868.672	500	1	TEC		TXK	TXK	NONE	500	1
3_MACS_peak_61_lociStitched	chr1	1820729	1831517	3	9579	20824.0764	501	1	GNB1	CALML6,TMEM52	GNB1	GNB1	0.2984	501	1
2_MACS_peak_30723_lociStitched	chr7	8006815	8020565	2	13031	20792.75	502	1	GLCCI1		GLCCI1	GLCCI1	0.2654	502	1
5_MACS_peak_28806_lociStitched	chr6	20400992	20418651	5	10790	20791.7066	503	1	E2F3		E2F3	E2F3	0.2508	503	1
6_MACS_peak_14300_lociStitched	chr17	38465655	38484713	6	16015	20771.3142	504	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.4621	504	1
2_MACS_peak_927_lociStitched	chr1	37932988	37946135	2	10485	20765.6865	505	1	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.0111	505	1
1_MACS_peak_26726_lociStitched	chr4	185263648	185276673	1	13026	20748.825	506	1			IRF2	IRF2	NONE	506	1
1_MACS_peak_13313_lociStitched	chr16	87806837	87815071	1	8235	20715.0972	507	1		KLHDC4	KLHDC4	KLHDC4	0.1731	507	1
6_MACS_peak_21600_lociStitched	chr20	46115155	46137250	6	12775	20687.5485	508	1	NCOA3		NCOA3	NCOA3	0.1471	508	1
1_MACS_peak_26807_lociStitched	chr5	188323	194466	1	6144	20634.9513	509	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	1.5651	509	1
4_MACS_peak_17922_lociStitched	chr19	50369369	50382699	4	9329	20634.84	510	1	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	ATF5	1.6916	510	1
5_MACS_peak_33663_lociStitched	chr8	126340171	126356023	5	13708	20631.378	511	1	NSMCE2		TRIB1	TRIB1	1.5616	511	1
5_MACS_peak_16152_lociStitched	chr19	1437620	1456703	5	8119	20611.5483	512	1	RPS15,APC2	DAZAP1,REEP6,GAMT,C19orf25,PCSK4	APC2	C19orf25	0.6781	512	1
2_MACS_peak_3403_lociStitched	chr1	230256025	230270534	2	13426	20594.0746	513	1	GALNT2		GALNT2	GALNT2	0.2934	513	1
4_MACS_peak_5132_lociStitched	chr10	134350073	134366292	4	10099	20593.2643	514	1	INPP5A		INPP5A	INPP5A	0.1813	514	1
1_MACS_peak_25075_lociStitched	chr3	171756810	171764982	1	8173	20576.2788	515	1	FNDC3B		FNDC3B	FNDC3B	0.4707	515	1
5_MACS_peak_16445_lociStitched	chr19	7178754	7199214	5	11648	20531.61	516	1	INSR		INSR	INSR	0.4804	516	1
2_MACS_peak_15093_lociStitched	chr17	73283607	73295336	2	9717	20514.021	517	1	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	MIF4GD	1.0599	517	1
2_MACS_peak_14697_lociStitched	chr17	48940248	48945867	2	5607	20511.0357	518	1	TOB1	WFIKKN2	TOB1	TOB1	1.8026	518	1
1_MACS_peak_34898_lociStitched	chr9	117349026	117357148	1	8123	20494.2426	519	1	ATP6V1G1	C9orf91	ATP6V1G1	ATP6V1G1	1.0687	519	1
2_MACS_peak_34418_lociStitched	chr9	73026570	73036766	2	7888	20492.9404	520	1	KLF9		KLF9	KLF9	0.3989	520	1
4_MACS_peak_16148_lociStitched	chr19	1400332	1416120	4	7745	20458.0904	521	1	DAZAP1,GAMT	MUM1,NDUFS7,RPS15,APC2	DAZAP1	RPS15	0.7794	521	1
3_MACS_peak_11831_lociStitched	chr15	101729902	101743718	3	10888	20402.0872	522	1	CHSY1		CHSY1	CHSY1	0.5783	522	1
5_MACS_peak_17413_lociStitched	chr19	39920777	39939446	5	13397	20345.4762	523	1	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,PAF1	RPS16	ZFP36	3.31	523	1
2_MACS_peak_25125_lociStitched	chr3	177068975	177079687	2	7668	20298.1688	524	1			TBL1XR1	TBL1XR1	0.2889	524	1
2_MACS_peak_30497_lociStitched	chr6	167039295	167049044	2	9444	20287.669	525	1	RPS6KA2		RPS6KA2	RPS6KA2	0.1976	525	1
1_MACS_peak_31215_lociStitched	chr7	47533266	47540437	1	7172	20268.8315	526	1	TNS3		TNS3	TNS3	0.4551	526	1
4_MACS_peak_25682_lociStitched	chr4	10094675	10112034	4	13576	20268.3684	527	1	WDR1	MIR3138	WDR1	WDR1	0.5978	527	1
5_MACS_peak_24651_lociStitched	chr3	128820557	128842737	5	12805	20250.34	528	1	RAB43	GP9,ISY1	RAB43	RAB43	0.5044	528	1
5_MACS_peak_27685_lociStitched	chr5	118668296	118683975	5	13165	20241.589	529	1	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.4742	529	1
2_MACS_peak_8254_lociStitched	chr12	120548535	120562055	2	9563	20229.976	530	1	RAB35		RAB35	RAB35	0.8207	530	1
1_MACS_peak_20133_lociStitched	chr2	174824630	174831537	1	6908	20227.8402	531	1	SP3		SP3	SP3	0.3798	531	1
6_MACS_peak_31219_lociStitched	chr7	47613783	47630687	6	10764	20217.184	532	1		TNS3	TNS3	TNS3	0.4551	532	1
10_MACS_peak_13771_lociStitched	chr17	17379857	17404849	10	17496	20203.5328	533	1	MED9,RASD1		RASD1	RASD1	0.8791	533	1
4_MACS_peak_13983_lociStitched	chr17	27498953	27512820	4	8231	20202.8323	534	1	MYO18A		MYO18A	MYO18A	0.3786	534	1
2_MACS_peak_18319_lociStitched	chr2	8675723	8687550	2	8538	20193.4198	535	1			ID2	ID2	NONE	535	1
4_MACS_peak_13202_lociStitched	chr16	81681711	81695716	4	9787	20157.3965	536	1	CMIP		PLCG2	PLCG2	0.4201	536	1
2_MACS_peak_5681_lociStitched	chr11	46137311	46149351	2	8641	20128.472	537	1	PHF21A		PHF21A	PHF21A	0.1713	537	1
1_MACS_peak_1884_lociStitched	chr1	120608744	120613770	1	5027	20100.4818	538	1	NOTCH2		NOTCH2	NOTCH2	0.2542	538	1
2_MACS_peak_176_lociStitched	chr1	9219503	9227162	2	7293	20098.7478	539	1		GPR157,MIR34A	MIR34A	GPR157	0.1947	539	1
1_MACS_peak_403_lociStitched	chr1	17763328	17769535	1	6208	20082.7485	540	1	RCC2		RCC2	RCC2	0.5903	540	1
7_MACS_peak_6826_lociStitched	chr11	128585767	128609711	7	17630	20079.4384	541	1	FLI1		FLI1	FLI1	0.3022	541	1
2_MACS_peak_16122_lociStitched	chr19	1130367	1137351	2	6461	20058.7464	542	1	SBNO2	GPX4,POLR2E	SBNO2	SBNO2	1.0097	542	1
8_MACS_peak_22972_lociStitched	chr22	38609645	38629648	8	13863	20047.0066	543	1	MAFF,TMEM184B	PLA2G6	MAFF	MAFF	0.6494	543	1
3_MACS_peak_630_lociStitched	chr1	26602139	26617791	3	10680	20028.2992	544	1	CCDC21,SH3BGRL3,UBXN11	CD52	SH3BGRL3	CD52	1.2427	544	1
6_MACS_peak_13336_lociStitched	chr16	88747208	88773573	6	13133	20016.308	545	1	MGC23284,CTU2,SNAI3,RNF166	IL17C,MGC23284,CYBA,MVD	SNAI3	MVD	0.6425	545	1
4_MACS_peak_36566_lociStitched	chrX	153595923	153609222	4	8807	19988.397	546	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	1.1158	546	1
2_MACS_peak_34635_lociStitched	chr9	98266429	98274427	2	7804	19955.8098	547	1	PTCH1		PTCH1	PTCH1	0.4229	547	1
1_MACS_peak_5776_lociStitched	chr11	58340370	58349120	1	8751	19954.375	548	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.3964	548	1
3_MACS_peak_24266_lociStitched	chr3	72022059	72035862	3	11101	19923.2502	549	1			PROK2	PROK2	0.7286	549	1
1_MACS_peak_2040_lociStitched	chr1	149221845	149225556	1	3712	19923.2457	550	1			LOC388692	LOC388692	NONE	550	1
13_MACS_peak_6998_lociStitched	chr12	7046110	7088407	13	15315	19917.6573	551	1	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12,LPCAT3	LRRC23,ENO2	MIR200C	MIR200C	0.5235	551	1
3_MACS_peak_10472_lociStitched	chr15	23659417	23671125	3	10493	19853.2556	552	1			MKRN3	MKRN3	NONE	552	1
3_MACS_peak_30583_lociStitched	chr7	2438417	2448640	3	9800	19844.8876	553	1	CHST12	EIF3B	CHST12	CHST12	0.6076	553	1
1_MACS_peak_21003_lociStitched	chr20	5170276	5179729	1	9454	19824.8316	554	1	CDS2		CDS2	CDS2	0.6473	554	1
4_MACS_peak_31180_lociStitched	chr7	45034378	45047938	4	11422	19811.16	555	1	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	SNORA9	0.6911	555	1
3_MACS_peak_13954_lociStitched	chr17	27045973	27056628	3	8776	19769.287	556	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	1.7719	556	1
1_MACS_peak_30369_lociStitched	chr6	156711459	156720147	1	8689	19743.48	557	1			ARID1B	ARID1B	0.1516	557	1
2_MACS_peak_6053_lociStitched	chr11	65623812	65630160	2	6343	19733.3928	558	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	MUS81	MUS81	1.3167	558	1
2_MACS_peak_10698_lociStitched	chr15	41243743	41249429	2	5686	19716.205	559	1	CHAC1	DLL4	CHAC1	CHAC1	1.6406	559	1
1_MACS_peak_30868_lociStitched	chr7	25018106	25022918	1	4813	19694.0724	560	1	OSBPL3		OSBPL3	OSBPL3	0.2513	560	1
18_MACS_peak_26399_lociStitched	chr4	132645561	132685808	18	17422	19648.5854	561	1				NONE	NONE	561	1
1_MACS_peak_13279_lociStitched	chr16	85586171	85592287	1	6117	19640.9224	562	1			KIAA0182	KIAA0182	0.2984	562	1
2_MACS_peak_15432_lociStitched	chr17	80405918	80417745	2	8088	19634.0027	563	1	NARF,C17orf62	HEXDC,C17orf101	C17orf62	C17orf62	0.7913	563	1
3_MACS_peak_16919_lociStitched	chr19	16693633	16706023	3	8431	19633.194	564	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2587	564	1
3_MACS_peak_16291_lociStitched	chr19	3493542	3508071	3	6787	19621.4145	565	1	FZR1,DOHH	FZR1,C19orf71,C19orf77,C19orf28	DOHH	DOHH	0.6142	565	1
6_MACS_peak_5791_lociStitched	chr11	59312187	59334319	6	12817	19600.0992	566	1		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	OSBP	0.1667	566	1
2_MACS_peak_35001_lociStitched	chr9	127047073	127055593	2	8019	19592.592	567	1	NEK6		NEK6	NEK6	0.3767	567	1
2_MACS_peak_22785_lociStitched	chr22	31884408	31893760	2	8793	19578.412	568	1	SFI1,EIF4ENIF1		SFI1	SFI1	0.1576	568	1
2_MACS_peak_7310_lociStitched	chr12	46118628	46127278	2	8493	19576.68	569	1	ARID2,LOC400027		ARID2	ARID2	0.1603	569	1
2_MACS_peak_23195_lociStitched	chr22	43108037	43117516	2	8174	19569.3955	570	1	A4GALT		A4GALT	A4GALT	0.8086	570	1
2_MACS_peak_24771_lociStitched	chr3	136465373	136473710	2	8326	19553.5998	571	1	STAG1		STAG1	STAG1	0.1088	571	1
4_MACS_peak_29174_lociStitched	chr6	33278782	33292190	4	8899	19527.4112	572	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.227	572	1
1_MACS_peak_29290_lociStitched	chr6	36717948	36727520	1	9573	19495.2924	573	1	CPNE5		CDKN1A	CDKN1A	0.819	573	1
3_MACS_peak_11084_lociStitched	chr15	65127554	65140246	3	8728	19475.874	574	1	PLEKHO2	PIF1	PLEKHO2	PLEKHO2	0.8181	574	1
2_MACS_peak_24664_lociStitched	chr3	128994837	129005403	2	10523	19437.2136	575	1	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	2.6737	575	1
3_MACS_peak_903_lociStitched	chr1	36613945	36627075	3	7960	19373.315	576	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.4817	576	1
7_MACS_peak_9035_lociStitched	chr13	99127749	99142661	7	12817	19336.3904	577	1	STK24		STK24	STK24	0.3442	577	1
3_MACS_peak_1558_lociStitched	chr1	93415996	93429232	3	12563	19335.1488	578	1	FAM69A		FAM69A	FAM69A	0.2195	578	1
1_MACS_peak_35387_lociStitched	chr9	139774844	139782342	1	7499	19297.6026	579	1	TRAF2	MIR4292,C9orf172,PHPT1,MAMDC4,EDF1	TRAF2	C9orf172	1.0104	579	1
4_MACS_peak_16109_lociStitched	chr19	1017397	1029852	4	8624	19294.0405	580	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	ABCA7	0.9257	580	1
1_MACS_peak_11538_lociStitched	chr15	83473435	83480601	1	7167	19271.5238	581	1	WHAMM,FSD2	SCARNA15	WHAMM	WHAMM	0.64	581	1
2_MACS_peak_29406_lociStitched	chr6	43593893	43604711	2	7666	19267.9398	582	1	MAD2L1BP,GTPBP2	RSPH9	MAD2L1BP	MAD2L1BP	0.9966	582	1
2_MACS_peak_16601_lociStitched	chr19	10608627	10614518	2	5796	19267.6937	583	1	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	KEAP1	0.8763	583	1
1_MACS_peak_13329_lociStitched	chr16	88616554	88626196	1	9643	19262.7876	584	1		ZC3H18	ZC3H18	ZC3H18	0.1772	584	1
3_MACS_peak_22391_lociStitched	chr22	18255682	18268178	3	10052	19255.0864	585	1	BID	MIR3198	BID	BID	0.3212	585	1
4_MACS_peak_15847_lociStitched	chr18	47832473	47848120	4	10871	19236.4218	586	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	0.6339	586	1
4_MACS_peak_9347_lociStitched	chr14	24604372	24617854	4	8884	19190.2788	587	1	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	FAM158A	1.1711	587	1
3_MACS_peak_18637_lociStitched	chr2	31429667	31443474	3	9393	19180.6844	588	1	CAPN14	EHD3	CAPN14	EHD3	0.4778	588	1
2_MACS_peak_11362_lociStitched	chr15	75491119	75497346	2	6223	19176.6692	589	1	C15orf39		C15orf39	C15orf39	1.0922	589	1
3_MACS_peak_7907_lociStitched	chr12	96791454	96802694	3	10398	19169.82	590	1	CDK17		CDK17	CDK17	0.1857	590	1
2_MACS_peak_13343_lociStitched	chr16	88845971	88858144	2	8026	19149.3463	591	1	FAM38A	CDT1,APRT	FAM38A	CDT1	0.9626	591	1
2_MACS_peak_7825_lociStitched	chr12	89738233	89748841	2	8296	19144.2576	592	1	DUSP6		DUSP6	DUSP6	1.3473	592	1
3_MACS_peak_15586_lociStitched	chr18	10947011	10958533	3	10155	19143.803	593	1	FAM38B		FAM38B	FAM38B	0.1388	593	1
3_MACS_peak_7483_lociStitched	chr12	53591488	53607221	3	12309	19139.1945	594	1	ITGB7,RARG	ZNF740,MFSD5,CSAD	ITGB7	ITGB7	0.7962	594	1
1_MACS_peak_27046_lociStitched	chr5	32273886	32285220	1	11335	19119.3246	595	1	MTMR12		MTMR12	MTMR12	0.5201	595	1
1_MACS_peak_16381_lociStitched	chr19	5717106	5721603	1	4498	19118.5458	596	1	TMEM146,LONP1	HSD11B1L,RPL36,C19orf70	LONP1	HSD11B1L	1.0317	596	1
2_MACS_peak_27718_lociStitched	chr5	124077083	124090782	2	9621	19118.3244	597	1	ZNF608		ZNF608	ZNF608	0.2586	597	1
2_MACS_peak_25634_lociStitched	chr4	6939747	6947967	2	8057	19099.17	598	1	TBC1D14	TBC1D14	TBC1D14	TBC1D14	0.442	598	1
2_MACS_peak_4886_lociStitched	chr10	112255888	112265768	2	9878	19098.04	599	1	DUSP5		DUSP5	DUSP5	0.9096	599	1
6_MACS_peak_20996_lociStitched	chr20	5123859	5139629	6	10797	19054.891	600	1	CDS2	PCNA-AS1,C20orf30,PCNA	CDS2	PCNA	0.6577	600	1
2_MACS_peak_30962_lociStitched	chr7	30024903	30030229	2	4841	19051.102	601	1	SCRN1	PLEKHA8,FKBP14	SCRN1	FKBP14	0.6981	601	1
3_MACS_peak_9449_lociStitched	chr14	35866460	35876036	3	7735	19007.4024	602	1	NFKBIA		NFKBIA	NFKBIA	1.508	602	1
3_MACS_peak_15231_lociStitched	chr17	76164005	76177130	3	9332	19003.6875	603	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	SYNGR2	1.3187	603	1
2_MACS_peak_7592_lociStitched	chr12	56726293	56734001	2	7307	18989.4288	604	1	IL23A,PAN2	CS,CNPY2,STAT2,APOF	PAN2	PAN2	0.9429	604	1
2_MACS_peak_4872_lociStitched	chr10	112112922	112122290	2	7417	18986.1256	605	1		SMNDC1	SMNDC1	SMNDC1	0.3363	605	1
3_MACS_peak_5013_lociStitched	chr10	123673424	123688912	3	8271	18943.3728	606	1	ATE1	NSMCE4A	ATE1	NSMCE4A	0.2411	606	1
2_MACS_peak_14959_lociStitched	chr17	65642105	65649746	2	7628	18927.5211	607	1	PITPNC1		NOL11	NOL11	0.1508	607	1
7_MACS_peak_24726_lociStitched	chr3	133181144	133199941	7	14047	18900.3835	608	1	BFSP2		BFSP2	BFSP2	0.4249	608	1
2_MACS_peak_22142_lociStitched	chr21	42790725	42800618	2	6281	18895.63	609	1	MX1		MX1	MX1	0.5043	609	1
5_MACS_peak_33421_lociStitched	chr8	101440459	101456662	5	11967	18879.7356	610	1			ANKRD46	ANKRD46	NONE	610	1
6_MACS_peak_27515_lociStitched	chr5	95143216	95162073	6	13430	18877.7427	611	1	GLRX	C5orf27	GLRX	GLRX	0.934	611	1
1_MACS_peak_31448_lociStitched	chr7	74070748	74078099	1	7352	18852.3746	612	1	GTF2I		GTF2I	GTF2I	0.2515	612	1
5_MACS_peak_15270_lociStitched	chr17	76769792	76781616	5	10069	18835.632	613	1	CYTH1		CYTH1	CYTH1	0.7035	613	1
2_MACS_peak_10177_lociStitched	chr14	95980323	95991597	2	7272	18834.3444	614	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	SCARNA13	0.5778	614	1
4_MACS_peak_3596_lociStitched	chr1	246935457	246953668	4	10765	18822.8896	615	1	LOC149134	SCCPDH	LOC149134	LOC149134	0.7514	615	1
4_MACS_peak_16981_lociStitched	chr19	17957100	17972580	4	8969	18789.624	616	1	RPL18AP3,RPL18A,JAK3	SNORA68,SLC5A5,INSL3	RPL18AP3	SNORA68	0.5161	616	1
4_MACS_peak_25531_lociStitched	chr4	2410592	2421354	4	7797	18786.1472	617	1	LOC402160,ZFYVE28	RNF4,ZFYVE28	ZFYVE28	RNF4	0.2797	617	1
8_MACS_peak_984_lociStitched	chr1	40023991	40049752	8	15237	18766.8885	618	1	PPIEL,PABPC4,SNORA55		SNORA55	SNORA55	0.4982	618	1
1_MACS_peak_11276_lociStitched	chr15	73074150	73080654	1	6505	18763.3896	619	1	ADPGK		ADPGK	ADPGK	0.5481	619	1
2_MACS_peak_3929_lociStitched	chr10	25006113	25017146	2	9021	18742.8604	620	1	ARHGAP21		ARHGAP21	ARHGAP21	0.2061	620	1
4_MACS_peak_25404_lociStitched	chr3	195999720	196015695	4	9426	18738.675	621	1	PCYT1A	TCTEX1D2,TM4SF19	PCYT1A	TCTEX1D2	0.5126	621	1
3_MACS_peak_35893_lociStitched	chrX	48790698	48806369	3	15434	18728.4121	622	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.4149	622	1
5_MACS_peak_17519_lociStitched	chr19	42363134	42381593	5	12888	18726.6555	623	1	RPS19,CD79A	DMRTC2,ARHGEF1,LYPD4	RPS19	RPS19	0.8609	623	1
1_MACS_peak_35388_lociStitched	chr9	139791225	139799811	1	8587	18725.2074	624	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	PHPT1	0.9179	624	1
2_MACS_peak_10546_lociStitched	chr15	31635315	31646756	2	7702	18702.6027	625	1	KLF13		KLF13	KLF13	0.8639	625	1
3_MACS_peak_951_lociStitched	chr1	38464800	38479678	3	10162	18676.3534	626	1	UTP11L,FHL3	SF3A3,POU3F1	FHL3	FHL3	0.8583	626	1
4_MACS_peak_10264_lociStitched	chr14	102275506	102294295	4	12714	18676.266	627	1	PPP2R5C		PPP2R5C	PPP2R5C	0.3692	627	1
7_MACS_peak_22855_lociStitched	chr22	36768894	36785187	7	10158	18666.8901	628	1	MYH9		MYH9	MYH9	0.4634	628	1
4_MACS_peak_28716_lociStitched	chr6	13268346	13280851	4	10401	18666.2135	629	1	PHACTR1	TBC1D7	TBC1D7	TBC1D7	0.6151	629	1
1_MACS_peak_3572_lociStitched	chr1	245023018	245029170	1	6153	18655.94	630	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	1.0264	630	1
2_MACS_peak_22155_lociStitched	chr21	43426600	43431990	2	3865	18625.145	631	1	ZNF295	C21orf121	ZNF295	ZNF295	0.6671	631	1
1_MACS_peak_16884_lociStitched	chr19	16186325	16192226	1	5902	18619.4253	632	1	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.8416	632	1
3_MACS_peak_15301_lociStitched	chr17	77809414	77824336	3	7978	18606.2418	633	1	CBX4	CBX8	CBX4	CBX4	1.0362	633	1
2_MACS_peak_30441_lociStitched	chr6	159453395	159466166	2	12682	18600.9615	634	1	TAGAP	RSPH3	TAGAP	TAGAP	0.9747	634	1
1_MACS_peak_10626_lociStitched	chr15	39914192	39922397	1	8206	18595.812	635	1	FSIP1	THBS1	THBS1	THBS1	0.1763	635	1
2_MACS_peak_2065_lociStitched	chr1	149855109	149861472	2	6322	18589.5045	636	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H3A	2.0466	636	1
4_MACS_peak_26880_lociStitched	chr5	6708707	6723778	4	9735	18556.9223	637	1	PAPD7	PAPD7	PAPD7	PAPD7	0.5638	637	1
1_MACS_peak_30981_lociStitched	chr7	30632839	30638809	1	5971	18530.283	638	1	GARS		GARS	GARS	0.5653	638	1
3_MACS_peak_33265_lociStitched	chr8	81045954	81061362	3	13873	18509.6304	639	1	TPD52		TPD52	TPD52	0.3501	639	1
4_MACS_peak_11878_lociStitched	chr16	685301	700314	4	8351	18505.0238	640	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	0.9274	640	1
3_MACS_peak_28959_lociStitched	chr6	27791024	27808238	3	10086	18491.2788	641	1	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.0275	641	1
1_MACS_peak_12953_lociStitched	chr16	67594078	67601785	1	7708	18488.3223	642	1	CTCF	FAM65A	CTCF	FAM65A	0.5867	642	1
3_MACS_peak_12618_lociStitched	chr16	30661059	30672849	3	7358	18485.541	643	1	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.2139	643	1
1_MACS_peak_4306_lociStitched	chr10	74030480	74037001	1	6522	18473.993	644	1	DDIT4		DDIT4	DDIT4	1.611	644	1
5_MACS_peak_8128_lociStitched	chr12	111834569	111848639	5	7522	18452.805	645	1	SH2B3	FAM109A	SH2B3	SH2B3	1.0501	645	1
5_MACS_peak_34545_lociStitched	chr9	94179828	94195988	5	10758	18449.872	646	1	NFIL3		NFIL3	NFIL3	0.6552	646	1
3_MACS_peak_12533_lociStitched	chr16	29463491	29473826	3	8965	18446.9415	647	1	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B	LOC606724,LOC388242	SULT1A4	LOC606724	2.7159	647	1
1_MACS_peak_26439_lociStitched	chr4	140126938	140136692	1	9755	18445.7894	648	1			C4orf49	C4orf49	0.3541	648	1
4_MACS_peak_22147_lociStitched	chr21	43283824	43300410	4	6642	18443.632	649	1	PRDM15	C2CD2	PRDM15	PRDM15	0.3733	649	1
1_MACS_peak_19281_lociStitched	chr2	86259983	86268039	1	8057	18424.8776	650	1	POLR1A	LOC90784	LOC90784	LOC90784	1.2796	650	1
1_MACS_peak_452_lociStitched	chr1	21615647	21622658	1	7012	18422.8047	651	1	ECE1	ECE1	ECE1	ECE1	0.2824	651	1
3_MACS_peak_2417_lociStitched	chr1	160641376	160653498	3	7907	18414.5302	652	1	CD48	SLAMF1	SLAMF1	SLAMF1	0.1629	652	1
6_MACS_peak_34005_lociStitched	chr9	746624	764823	6	13347	18408.2885	653	1		KANK1	KANK1	KANK1	0.3889	653	1
1_MACS_peak_31095_lociStitched	chr7	39987399	39992852	1	5454	18397.3314	654	1	CDK13		CDK13	CDK13	0.2105	654	1
2_MACS_peak_1973_lociStitched	chr1	145394952	145403860	2	8158	18314.848	655	1		HFE2,TXNIP	HFE2	TXNIP	0.8412	655	1
1_MACS_peak_11746_lociStitched	chr15	93442882	93452448	1	9567	18312.1938	656	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	1.8299	656	1
2_MACS_peak_25328_lociStitched	chr3	192630456	192636789	2	6242	18296.037	657	1	C3orf59		C3orf59	C3orf59	0.7666	657	1
3_MACS_peak_3274_lociStitched	chr1	226308651	226316930	3	6994	18280.8599	658	1			ACBD3	ACBD3	NONE	658	1
4_MACS_peak_15903_lociStitched	chr18	55089370	55109212	4	13331	18274.482	659	1	ONECUT2		ONECUT2	ONECUT2	0.2483	659	1
5_MACS_peak_15719_lociStitched	chr18	35009551	35031324	5	10871	18271.9016	660	1	CELF4		CELF4	CELF4	0.1743	660	1
2_MACS_peak_27947_lociStitched	chr5	139041922	139052788	2	7464	18270.0924	661	1	CXXC5		CXXC5	CXXC5	0.7851	661	1
4_MACS_peak_30970_lociStitched	chr7	30323188	30329591	4	5788	18244.7082	662	1	ZNRF2,MIR550A1,MIR550B1		ZNRF2	ZNRF2	0.3458	662	1
1_MACS_peak_853_lociStitched	chr1	33279424	33286124	1	6701	18201.89	663	1	S100PBP,YARS	KIAA1522	S100PBP	S100PBP	0.4353	663	1
1_MACS_peak_3057_lociStitched	chr1	209274966	209284354	1	9389	18198.638	664	1			LOC642587	LOC642587	NONE	664	1
3_MACS_peak_34862_lociStitched	chr9	116162655	116174463	3	8063	18191.4048	665	1	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	HDHD3	1.3748	665	1
4_MACS_peak_14491_lociStitched	chr17	43379127	43395577	4	10229	18172.315	666	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.3818	666	1
6_MACS_peak_11424_lociStitched	chr15	78336379	78362640	6	15513	18167.3598	667	1	TBC1D2B	SH2D7,LOC91450	TBC1D2B	TBC1D2B	0.46	667	1
6_MACS_peak_15356_lociStitched	chr17	79476733	79487276	6	9108	18160.3175	668	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.3249	668	1
