GENE_ID	locusLine	bin_1_NCI-H929.jin.bam
NM_001002020	chr12(.):132408744-132433406	0.6199
NM_015678	chr13(.):35511423-36251873	0.0467
NM_001079673	chr13(.):49545047-49788915	0.0805
NM_001032296	chr13(.):99097454-99234396	0.2594
NM_007368	chr13(.):114742193-114903095	0.6107
NM_001268	chr13(.):49058098-49112316	0.6643
NM_003576	chr13(.):99097454-99179341	0.287
NM_022060	chr14(.):23062146-23086265	0.9414
NM_006246	chr14(.):63836354-64015079	0.1877
NM_015604	chr14(.):73388039-73431357	0.2862
NM_033104	chr14(.):81731908-81869927	0.2718
NR_027004	chr14(.):94366075-94397718	0.1039
NM_020366	chr14(.):21751135-21824460	0.1658
NM_001048205	chr14(.):24636233-24654463	0.0597
NM_004296	chr14(.):72394785-73038238	0.132
NM_012074	chr14(.):73131659-73365809	0.12
NM_000369	chr14(.):81416868-81617646	0.2065
NM_001018036	chr14(.):81416868-81580294	0.2202
NM_152446	chr14(.):80957820-81410884	0.0874
NM_005197	chr14(.):89617515-89888454	0.1617
NM_001085471	chr14(.):89617515-90090494	0.186
NM_001080414	chr14(.):91732666-91889133	1.6264
NM_005606	chr14(.):93165151-93220047	0.4514
NM_023112	chr14(.):94487723-94520276	0.437
NM_016337	chr14(.):100526750-100615573	0.2173
NM_031314	chr14(.):21672295-21742638	0.2338
NM_001344	chr14(.):23028806-23063143	0.9735
NR_028100	chr14(.):24579491-24599451	0.5642
NM_002818	chr14(.):24607573-24620855	0.6693
NM_006263	chr14(.):24600377-24613176	0.6365
NM_001163484	chr14(.):24578905-24599451	0.5501
NM_016049	chr14(.):24603173-24615797	0.7218
NM_203402	chr14(.):24595674-24607058	0.2764
NM_181357	chr14(.):24579493-24599451	0.5642
NR_028099	chr14(.):24578985-24599451	0.5522
NM_004563	chr14(.):24558482-24578339	0.3146
NM_017999	chr14(.):24611658-24634870	0.2803
NM_006084	chr14(.):24625421-24640774	0.178
NM_006405	chr14(.):24653352-24669882	1.3581
NM_024658	chr14(.):24644424-24663124	0.182
NM_004713	chr14(.):50245531-50324539	0.0804
NM_001663	chr14(.):50354735-50368772	1.6022
NM_024558	chr14(.):50570349-50588297	0.1807
NM_001014830	chr14(.):50545368-50564361	0.251
NM_144578	chr14(.):55513361-55541912	0.3969
NM_002306	chr14(.):55590934-55617148	0.1857
NR_003225	chr14(.):55598700-55617148	0.0412
NM_207442	chr14(.):69256463-69268190	2.586
NM_004926	chr14(.):69249374-69264785	2.0087
NM_024496	chr14(.):77485885-77500034	2.2643
NM_005065	chr14(.):81934238-82005205	1.0462
NR_036500	chr14(.):89878697-89891137	1.5835
NM_005113	chr14(.):93255649-93311304	0.1333
NM_016150	chr14(.):94395512-94428767	1.0329
NR_024182	chr14(.):94458615-94478898	1.4094
NR_024183	chr14(.):94458641-94483041	1.2773
NR_024184	chr14(.):94458641-94480209	1.399
NM_138344	chr14(.):94380257-94400944	0.0991
NM_152592	chr14(.):95878830-95947173	0.0669
NR_003002	chr14(.):95994691-96004966	1.1923
NR_001459	chr14(.):95994248-96006209	1.0373
NM_016417	chr14(.):95996322-96016055	0.637
NM_017955	chr14(.):105470909-105492425	1.103
NM_138790	chr14(.):105386186-105404573	1.2191
NM_138420	chr14(.):105398590-105449694	0.1881
NM_013345	chr14(.):105510736-105536754	0.7715
NM_001311	chr14(.):105948256-105960124	1.9707
NM_001134877	chr14(.):105951519-105970585	1.0317
NM_001134876	chr14(.):105952585-105970585	1.0818
NM_001312	chr14(.):105936130-105951500	1.013
NM_025268	chr14(.):105987952-106001539	0.4967
NM_001198983	chr14(.):105951191-105970585	1.0145
NR_026800	chr14(.):106378837-106403502	1.1791
NR_002224	chr14(.):106430818-106443358	0.0386
NM_015492	chr15(.):75489220-75509510	1.4118
NM_144508	chr15(.):40881446-40959881	0.093
NM_183235	chr15(.):55490799-55587001	0.295
NM_007200	chr15(.):85918870-86297586	0.1232
NR_036432	chr15(.):20608649-20716433	0.1004
NR_002824	chr15(.):23277264-23383259	0.0974
NM_004667	chr15(.):28351187-28572295	0.0868
NM_001211	chr15(.):40448209-40518337	0.0991
NM_020908	chr15(.):70335542-70395256	0.6698
NM_001012642	chr15(.):72447146-72495136	0.0654
NM_006465	chr15(.):74828547-74895472	0.3353
NM_003612	chr15(.):74696629-74731299	0.2631
NM_001146030	chr15(.):74696629-74731001	0.2646
NM_172217	chr15(.):81512639-81610104	0.2033
NM_001172128	chr15(.):81484218-81610104	0.1678
NM_144767	chr15(.):86215267-86297586	0.2525
NM_000057	chr15(.):91255578-91363686	0.2102
NM_001145004	chr15(.):20732093-20752114	0.2099
NR_027411	chr15(.):20762673-20786026	0.2822
NR_027992	chr15(.):20869796-20966480	0.0499
NR_027053	chr15(.):21927513-21945739	0.2826
NR_024387	chr15(.):22009419-22021878	0.0381
NR_036470	chr15(.):23385721-23398943	0.7021
NR_033350	chr15(.):23430069-23453423	0.2863
NR_033353	chr15(.):28618783-28642171	0.4491
NR_033353	chr15(.):28759756-28783143	0.4699
NM_015995	chr15(.):31614082-31675102	0.9545
NM_003134	chr15(.):40322890-40336389	0.2738
NM_001003942	chr15(.):40375091-40403287	1.8645
NM_033503	chr15(.):40375091-40403639	1.8456
NM_001003940	chr15(.):40375091-40406075	1.7305
NM_001080791	chr15(.):40840297-40862252	0.4635
NM_152260	chr15(.):40856536-40871661	0.3678
NR_002208	chr15(.):40819082-40829749	0.0783
NM_001145112	chr15(.):44952929-44974086	0.4881
NM_182985	chr15(.):45023559-45065025	0.0585
NM_004048	chr15(.):44998684-45015357	0.8119
NM_004580	chr15(.):55490799-55567585	0.0744
NM_183234	chr15(.):55490799-55567484	0.0742
NM_183236	chr15(.):55490799-55568107	0.0747
NM_004855	chr15(.):55606132-55652846	0.1514
NM_017882	chr15(.):68494329-68527080	1.0161
NM_033429	chr15(.):68478042-68503448	0.6293
NR_030714	chr15(.):70366710-70376807	0.1653
NM_182470	chr15(.):72486369-72528684	0.3798
NM_020214	chr15(.):72528521-72568628	0.1457
NM_000781	chr15(.):74625102-74665081	0.0518
NM_001099773	chr15(.):74625102-74663553	0.052
NM_001127190	chr15(.):75069424-75100539	0.7921
NM_000761	chr15(.):75036183-75053941	0.0531
NM_021819	chr15(.):75100193-75123099	0.2702
NM_001030005	chr15(.):75113950-75129136	0.1078
NM_021823	chr15(.):75310926-75348067	1.6193
NM_138967	chr15(.):75282875-75318836	0.5222
NM_015477	chr15(.):75656719-75748926	0.3809
NM_001145358	chr15(.):75656719-75749087	0.3806
NM_001145357	chr15(.):75656719-75753124	0.3665
NM_001114735	chr15(.):80248231-80268643	0.0614
NM_019006	chr15(.):80347020-80435710	0.2081
NM_004513	chr15(.):81584253-81610104	0.4767
NM_181900	chr15(.):81600006-81621524	0.1999
NM_022767	chr15(.):89159526-89180512	0.8979
NR_029606	chr15(.):89150055-89160165	0.0625
NM_002201	chr15(.):89177038-89203879	0.5728
NR_031590	chr15(.):89146337-89156428	0.037
NM_002168	chr15(.):90622211-90650708	1.2311
NM_198925	chr15(.):90739561-90777892	0.2389
NM_001013657	chr15(.):90772486-90790312	0.3261
NM_020210	chr15(.):90723151-90777892	0.5531
NM_006384	chr15(.):90768476-90782279	0.4113
NR_033769	chr15(.):93333713-93345338	0.3675
NR_037600	chr15(.):93421072-93446977	1.4657
NR_037602	chr15(.):93421525-93446977	1.491
NM_003090	chr15(.):101816714-101840460	0.5888
NM_203472	chr15(.):101806213-101822700	0.4696
NM_014918	chr15(.):101710927-101797137	1.0138
NM_001080530	chr16(.):12141054-12673146	0.0843
NM_152652	chr16(.):30402056-30415715	0.2771
NM_001172666	chr16(.):635076-684273	0.4613
NM_021168	chr16(.):635172-684273	0.4622
NM_001172663	chr16(.):634356-684273	0.456
NM_001172664	chr16(.):634668-684273	0.4586
NM_020764	chr16(.):2222183-2251465	0.0546
NM_144674	chr16(.):10716360-10793802	0.121
NM_015914	chr16(.):11767942-11841648	0.853
NM_022166	chr16(.):17191180-17569738	0.2253
NM_016524	chr16(.):19174637-19283554	0.0604
NM_013302	chr16(.):22212591-22305066	0.108
NM_000336	chr16(.):23308590-23397620	0.5177
NM_153603	chr16(.):23394813-23469512	0.3987
NM_025134	chr16(.):53083944-53366414	0.1621
NM_000078	chr16(.):56990834-57022756	0.0845
NM_001018159	chr16(.):66831780-66869879	0.2234
NM_022355	chr16(.):68016292-68038364	0.7647
NM_012320	chr16(.):68274246-68299961	0.9155
NM_004360	chr16(.):68766194-68874444	0.2136
NM_015386	chr16(.):70509471-70562457	0.8242
NM_030629	chr16(.):81523953-81750367	0.2939
NM_198390	chr16(.):81473774-81750367	0.2886
NM_002661	chr16(.):81807929-81996899	0.4036
NM_003791	chr16(.):84082368-84155517	0.5536
NR_024568	chr16(.):87357941-87430708	0.3112
NR_024402	chr16(.):88724780-88746914	0.1779
NR_024399	chr16(.):88724780-88758594	0.7499
NM_175931	chr16(.):88936262-89012608	0.0682
NM_005187	chr16(.):88936262-89048504	0.4022
NR_024121	chr16(.):571846-582407	1.8745
NM_004204	chr16(.):615003-639108	0.5265
NM_176677	chr16(.):612031-624495	0.3405
NM_005632	chr16(.):572855-609636	0.5955
NR_036137	chr16(.):588276-598366	0.0638
NM_145270	chr16(.):605421-620528	0.2928
NM_032259	chr16(.):729701-745400	0.6947
NM_001040162	chr16(.):679428-691347	0.617
NM_138418	chr16(.):686848-703474	1.2051
NM_138769	chr16(.):713132-729171	0.2537
NM_005861	chr16(.):725114-737768	0.6494
NM_003961	chr16(.):721074-733267	0.3864
NM_053284	chr16(.):676011-689116	0.5508
NM_145294	chr16(.):694362-722829	0.5538
NM_001005920	chr16(.):726666-739439	0.6492
NM_014353	chr16(.):2193650-2209141	1.677
NR_002736	chr16(.):2200023-2210106	2.3292
NM_000296	chr16(.):2133710-2190899	0.1434
NM_032271	chr16(.):2200798-2233130	0.7598
NR_037467	chr16(.):2180977-2191130	0.4259
NM_022372	chr16(.):2250177-2264418	1.0172
NM_001199174	chr16(.):2250731-2264418	1.0566
NM_014117	chr16(.):9180536-9218555	0.8303
NM_002484	chr16(.):10832697-10868208	0.2648
NM_003498	chr16(.):11757288-11778015	0.4027
NM_001130007	chr16(.):11956984-12015519	0.2464
NM_001130006	chr16(.):11956984-12014825	0.2486
NM_001192	chr16(.):12053963-12066925	2.2884
NM_032167	chr16(.):12065601-12152141	0.1344
NR_029854	chr16(.):14398141-14408228	2.5028
NR_030177	chr16(.):14392823-14402906	3.3048
NM_016138	chr16(.):19073916-19096417	0.4511
NM_001034841	chr16(.):19120253-19137952	2.0823
NM_001190983	chr16(.):19074238-19096417	0.4576
NM_001039182	chr16(.):29459913-29471285	0.7069
NM_001017389	chr16(.):29462126-29481280	0.5906
NM_003166	chr16(.):29462126-29481301	0.5907
NM_178044	chr16(.):29460821-29474545	0.73
NR_002454	chr16(.):29455665-29466236	0.5905
NR_037608	chr16(.):29461411-29481301	0.5751
NM_001017390	chr16(.):29466206-29481301	0.3472
NR_024370	chr16(.):29870003-29884374	0.4575
NM_002383	chr16(.):29812854-29827504	2.5476
NR_015396	chr16(.):29870154-29884374	0.4617
NM_145239	chr16(.):29818408-29832202	1.6809
NM_007317	chr16(.):29797057-29821706	1.6588
NM_006319	chr16(.):29864677-29879578	0.4452
NM_024516	chr16(.):29822527-29838816	0.8309
NM_152338	chr16(.):29784560-29796840	0.0775
NM_005115	chr16(.):29826714-29864360	0.372
NM_001039182	chr16(.):30199255-30210627	0.6922
NM_178044	chr16(.):30200163-30213887	0.6979
NM_003166	chr16(.):30201468-30220650	0.5663
NM_001017389	chr16(.):30201468-30220620	0.5652
NM_001193333	chr16(.):30189730-30205396	3.5922
NR_002454	chr16(.):30195004-30205575	4.4666
NR_037608	chr16(.):30200753-30220650	0.5521
NR_002555	chr16(.):30229349-30261932	0.1167
NM_001017390	chr16(.):30205548-30220650	0.3337
NR_002453	chr16(.):30273913-30351695	0.1266
NM_006110	chr16(.):30357086-30371682	1.0598
NM_052838	chr16(.):30384455-30399171	0.7965
NM_013292	chr16(.):30381122-30394310	1.14
NM_015527	chr16(.):30363421-30386522	0.5224
NR_024465	chr16(.):30357086-30371255	1.0893
NM_002209	chr16(.):30478982-30539506	0.4371
NM_012248	chr16(.):30449951-30462224	0.5171
NM_024096	chr16(.):30430018-30446373	0.2593
NM_001126108	chr16(.):56894118-56954762	0.5891
NM_001010989	chr16(.):56960747-56982793	1.204
NR_029680	chr16(.):56887429-56897513	1.7318
NM_032206	chr16(.):57018409-57122436	0.2452
NM_018110	chr16(.):57500869-57525385	0.0788
NM_153837	chr16(.):57571600-57616100	0.1874
NM_033212	chr16(.):57541089-57575477	0.4931
NM_001172643	chr16(.):66536905-66589194	1.6701
NM_001172644	chr16(.):66536905-66589315	1.6678
NM_052999	chr16(.):66595349-66618038	0.0607
NM_181641	chr16(.):66581471-66604971	1.0275
NM_181271	chr16(.):66595293-66618038	0.0606
NM_001199317	chr16(.):66608350-66627177	0.062
NM_001040138	chr16(.):66581465-66605154	1.0193
NM_020786	chr16(.):66909435-66926855	0.5567
NM_004062	chr16(.):66937024-66957766	0.0668
NM_001014435	chr16(.):66873840-66893049	0.0906
NM_005182	chr16(.):66873281-66893049	0.0885
NM_004165	chr16(.):66950581-66964439	0.0897
NM_001950	chr16(.):67221067-67237821	0.1792
NM_024712	chr16(.):67228027-67242927	0.0548
NM_178516	chr16(.):67213281-67229107	0.4184
NR_029887	chr16(.):67231223-67241298	0.0409
NM_001129727	chr16(.):67307075-67328403	0.5263
NM_001129729	chr16(.):67308488-67328403	0.5593
NM_004594	chr16(.):67277854-67311094	0.4109
NM_014187	chr16(.):67256015-67268182	0.2809
NM_001129728	chr16(.):67308049-67328403	0.5492
NM_015432	chr16(.):67306412-67328403	0.5113
NM_013241	chr16(.):67258291-67286425	0.6406
NM_012163	chr16(.):67236041-67265721	0.1569
NM_001004055	chr16(.):67236041-67265901	0.1561
NM_001129731	chr16(.):67308491-67328403	0.5594
NM_001129758	chr16(.):68004565-68019452	0.9075
NM_000229	chr16(.):67968786-67983015	0.7097
NM_005072	chr16(.):67972376-68007597	0.4444
NM_002801	chr16(.):67963406-67975753	0.785
NM_001907	chr16(.):67958473-67970778	0.6809
NM_001145964	chr16(.):67972376-68005781	0.4611
NM_001145963	chr16(.):67972376-68002968	0.4266
NM_018380	chr16(.):68050176-68062770	0.9029
NM_017803	chr16(.):68052203-68118184	0.2509
NM_024939	chr16(.):68257449-68275136	0.2886
NM_003983	chr16(.):68293422-68340722	0.3298
NM_006927	chr16(.):70408337-70477991	0.6013
NM_145059	chr16(.):70483497-70519177	0.4529
NM_012426	chr16(.):70552690-70616571	0.5644
NR_003079	chr16(.):70566907-70577001	0.0277
NR_003696	chr16(.):70558404-70568498	0.7745
NR_037420	chr16(.):70558401-70568502	0.7762
NM_001031804	chr16(.):79622744-79639622	1.9418
NM_178452	chr16(.):84173864-84216524	0.2447
NM_031463	chr16(.):84150743-84183800	0.6122
NM_001142288	chr16(.):85807230-85838148	0.31
NR_031731	chr16(.):85770226-85780306	0.1971
NM_206967	chr16(.):85736123-85789689	0.3383
NM_001861	chr16(.):85828195-85845607	0.5175
NM_024735	chr16(.):87357941-87422394	0.2363
NM_022818	chr16(.):87420800-87443380	0.5473
NM_001184854	chr16(.):87736417-87804598	0.328
NM_003486	chr16(.):87858628-87908100	0.6705
NM_000101	chr16(.):88704696-88722457	0.8499
NM_013278	chr16(.):88700000-88711882	0.1174
NM_144604	chr16(.):88631788-88703372	0.1211
NM_002461	chr16(.):88713347-88734495	0.7952
NM_178841	chr16(.):88757902-88777829	0.7398
NM_001012759	chr16(.):88767890-88786786	0.504
NM_001171815	chr16(.):88757902-88777800	0.7404
NM_178310	chr16(.):88739089-88757882	1.1603
NM_001171816	chr16(.):88757902-88775025	0.851
NM_001142864	chr16(.):88776745-88856372	0.437
NM_030928	chr16(.):88865185-88880666	2.2769
NM_000485	chr16(.):88870876-88883342	1.6669
NM_017575	chr17(.):1958132-2212069	0.2318
NM_001170957	chr17(.):1958132-2211813	0.2319
NM_021962	chr17(.):901758-1088131	0.2189
NM_001159746	chr17(.):901758-1095616	0.2145
NM_003342	chr17(.):4167511-4274969	0.2341
NM_001033551	chr17(.):17741821-17880784	0.2692
NM_020889	chr17(.):27234161-27283508	0.3764
NM_022066	chr17(.):74380612-74454288	0.1505
NM_005993	chr17(.):80704939-80906062	0.1218
NM_001092	chr17(.):901758-1017324	0.2372
NM_006445	chr17(.):1548922-1593176	0.1989
NM_021947	chr17(.):2202247-2233553	0.1868
NM_002558	chr17(.):3794884-3824960	0.8375
NM_005022	chr17(.):4843946-4856825	3.4036
NM_015670	chr17(.):7460318-7480287	1.3745
NR_026951	chr17(.):8118947-8132361	1.0822
NM_018182	chr17(.):27077995-27174841	0.0894
NM_000267	chr17(.):29416944-29709695	0.1388
NM_002544	chr17(.):29616667-29629380	0.0334
NM_020405	chr17(.):37214555-37312902	0.0892
NM_017748	chr17(.):36952445-36986589	0.5219
NM_183232	chr17(.):37916198-38025441	0.5401
NM_000342	chr17(.):42320757-42350502	0.13
NR_027774	chr17(.):43508265-43573146	0.6622
NM_003954	chr17(.):43335487-43399414	0.3361
NM_002265	chr17(.):45722274-45766004	0.4256
NM_006310	chr17(.):45603443-45705642	0.2028
NM_030802	chr17(.):47782686-47846518	0.4014
NM_001433	chr17(.):62115389-62212502	0.7209
NM_181671	chr17(.):65368923-65694647	0.1715
NM_017983	chr17(.):66412421-66458653	0.2833
NR_036488	chr17(.):70394462-70593943	0.1413
NM_004252	chr17(.):72739762-72770499	1.0527
NM_001080542	chr17(.):73901617-73942119	0.2019
NM_052916	chr17(.):74133533-74241390	0.2673
NM_001113492	chr17(.):75278972-75501678	0.4172
NM_006640	chr17(.):75310596-75501678	0.4764
NM_001113491	chr17(.):75272491-75501678	0.4118
NM_024419	chr17(.):76369734-76425639	0.1776
NM_001163075	chr17(.):76137433-76167364	0.5346
NM_025090	chr17(.):76787964-76841969	0.416
NM_017456	chr17(.):76665129-76783376	0.2932
NM_020914	chr17(.):78229666-78375086	0.1567
NM_019020	chr17(.):77908818-78014647	0.2358
NM_020954	chr17(.):78229666-78300262	0.2713
NM_001080519	chr17(.):79368539-79438358	0.3529
NM_001893	chr17(.):80197239-80236573	0.2799
NM_001164407	chr17(.):1601083-1618662	0.0802
NM_000934	chr17(.):1641129-1663559	0.0966
NR_028505	chr17(.):1609797-1624566	1.1826
NM_001163811	chr17(.):1622833-1646893	0.6225
NM_001163809	chr17(.):1623124-1646893	0.629
NM_001165920	chr17(.):1641319-1663559	0.0971
NM_002615	chr17(.):1660258-1685868	0.1532
NR_029494	chr17(.):1612196-1622281	1.6682
NM_152348	chr17(.):1614816-1646893	0.9892
NM_020310	chr17(.):2282353-2309258	1.38
NR_028335	chr17(.):2305274-2323730	0.1135
NM_172206	chr17(.):3758616-3799037	0.1244
NM_172207	chr17(.):3763450-3801337	0.127
NM_174957	chr17(.):3822168-3872736	0.2339
NM_000080	chr17(.):4796063-4811369	0.134
NM_001145536	chr17(.):4797947-4811227	0.1431
NM_001165417	chr17(.):4835425-4848462	0.9382
NM_000173	chr17(.):4830591-4843325	0.3709
NM_015528	chr17(.):4838629-4853517	2.9604
NM_006612	chr17(.):4896242-4936694	0.1975
NM_015099	chr17(.):4866286-4895960	0.5162
NM_001171168	chr17(.):4866286-4895665	0.52
NM_053013	chr17(.):4849383-4865426	2.4372
NM_001167985	chr17(.):4886424-4905905	0.5761
NM_004890	chr17(.):4857520-4876132	0.4653
NM_001143775	chr17(.):7141905-7159995	1.2933
NM_001185023	chr17(.):7158221-7171264	0.3727
NM_001185022	chr17(.):7158221-7171512	0.3678
NM_001128827	chr17(.):7088209-7125928	0.2174
NM_000018	chr17(.):7118152-7133585	0.2994
NM_004422	chr17(.):7123660-7142863	0.6975
NM_007278	chr17(.):7138737-7150753	1.1802
NM_024297	chr17(.):7133346-7147825	1.1773
NM_001365	chr17(.):7088209-7128369	0.2094
NM_203415	chr17(.):7150371-7168259	1.0303
NM_015362	chr17(.):7150550-7168259	1.0396
NM_001042	chr17(.):7180053-7196367	0.2823
NM_015343	chr17(.):7141905-7160259	1.2748
NR_029896	chr17(.):7121615-7131698	0.4004
NM_003809	chr17(.):7447374-7466207	0.418
NM_001198623	chr17(.):7456608-7469925	0.5563
NM_001040059	chr17(.):7477805-7490429	1.4832
NM_001146281	chr17(.):7528452-7541700	0.1492
NM_006942	chr17(.):7486497-7498488	1.0829
NR_002918	chr17(.):7473030-7483165	2.2174
NM_133491	chr17(.):7524555-7536194	0.1593
NR_002604	chr17(.):7475128-7485276	2.3562
NM_001251	chr17(.):7477804-7490429	1.4831
NM_004860	chr17(.):7489547-7523215	0.1592
NR_002912	chr17(.):7476272-7486409	2.0391
NM_001416	chr17(.):7471056-7487324	2.0489
NR_027463	chr17(.):7512381-7541700	0.2245
NR_027462	chr17(.):7526286-7541700	0.1316
NR_024603	chr17(.):7481964-7496527	1.2202
NM_001005273	chr17(.):7787168-7821075	0.3111
NM_001080424	chr17(.):7738234-7763118	1.4933
NM_144607	chr17(.):7756063-7770600	0.7387
NM_032356	chr17(.):7755002-7766172	0.9615
NM_001005271	chr17(.):7783122-7821075	0.2807
NM_203411	chr17(.):7753383-7764417	1.0868
NM_021628	chr17(.):7994217-8026860	0.1481
NM_002616	chr17(.):8038787-8060753	0.7374
NM_032580	chr17(.):8018907-8032410	0.3337
NM_001165960	chr17(.):7994217-8027234	0.1538
NM_032354	chr17(.):8071296-8084714	0.5155
NM_017622	chr17(.):8086650-8098564	0.8224
NM_014232	chr17(.):8057464-8071293	1.4772
NM_004217	chr17(.):8103048-8118883	0.746
NR_037447	chr17(.):8085492-8095577	0.8966
NM_025099	chr17(.):8123138-8156413	1.2106
NM_012393	chr17(.):8147595-8178809	0.8492
NM_012452	chr17(.):16837397-16880402	0.6289
NR_024007	chr17(.):17674999-17687843	0.0798
NM_004176	chr17(.):17709662-17745325	1.0688
NR_030361	chr17(.):17712149-17722245	0.1924
NM_152914	chr17(.):21137183-21161578	0.1009
NM_145109	chr17(.):21182967-21223551	0.6417
NM_002756	chr17(.):21186347-21223551	0.6836
NM_021012	chr17(.):21274698-21328179	0.1455
NR_000010	chr17(.):27044599-27054671	2.6475
NR_000009	chr17(.):27045698-27055772	3.0196
NM_031934	chr17(.):27036298-27049908	1.6693
NM_001142625	chr17(.):27036298-27050286	1.6496
NM_000984	chr17(.):27041999-27056374	2.4926
NM_138463	chr17(.):27046365-27058230	2.7452
NR_000014	chr17(.):27045446-27055509	2.8934
NR_000013	chr17(.):27042567-27052634	1.8801
NM_004295	chr17(.):27066022-27082976	0.5163
NM_152465	chr17(.):27025533-27043872	0.3149
NR_024579	chr17(.):27036298-27050251	1.6505
NM_001160407	chr17(.):27046365-27058949	2.5934
NM_178170	chr17(.):27050831-27074784	1.1111
NR_029970	chr17(.):27183386-27193458	0.0565
NM_005702	chr17(.):27177042-27193072	0.1676
NM_004475	chr17(.):27201356-27229715	0.4793
NM_144683	chr17(.):27219798-27235089	0.9635
NR_029685	chr17(.):27183550-27193636	0.0559
NM_006495	chr17(.):29625787-29646130	0.9691
NM_014210	chr17(.):29638427-29653767	1.4738
NM_173847	chr17(.):31313881-31329892	0.5159
NM_002981	chr17(.):32682398-32695252	0.9925
NM_005408	chr17(.):32678470-32690629	0.2941
NM_005623	chr17(.):32641065-32653421	0.0529
NM_001130677	chr17(.):36822958-36836187	0.6361
NM_005937	chr17(.):36856872-36891056	1.0445
NM_007144	chr17(.):36885149-36909558	0.4419
NM_002795	chr17(.):36904001-36925478	0.338
NM_001136498	chr17(.):36881509-36896858	0.3
NM_001080465	chr17(.):36986340-37002642	0.1552
NR_002576	chr17(.):37004115-37014248	0.5385
NM_006148	chr17(.):37021111-37083023	0.3324
NM_000978	chr17(.):37001320-37015053	0.4268
NM_199247	chr17(.):37328388-37358901	0.7276
NM_000723	chr17(.):37324708-37358901	0.6561
NM_001143968	chr17(.):37308146-37327414	0.1907
NM_000981	chr17(.):37351535-37365980	1.441
NM_198993	chr17(.):37361788-37387040	0.1498
NM_005310	chr17(.):37889186-37908538	0.0713
NM_001030002	chr17(.):37889589-37908538	0.0723
NM_032339	chr17(.):37880408-37891788	0.4745
NM_018530	chr17(.):38055847-38078793	0.0695
NM_001042471	chr17(.):38055847-38079903	0.0739
NM_198844	chr17(.):38019454-38039149	1.4671
NM_021724	chr17(.):38244036-38261973	0.8066
NM_001190919	chr17(.):38213445-38255120	0.3994
NM_001190918	chr17(.):38214067-38255120	0.4045
NM_014815	chr17(.):38170349-38215889	0.0927
NM_007359	chr17(.):38291506-38333431	0.2344
NM_001012241	chr17(.):38273789-38298045	0.9601
NM_001145301	chr17(.):38469472-38518895	0.7407
NM_152219	chr17(.):38511904-38525945	0.2812
NM_000964	chr17(.):38460422-38518895	0.6857
NM_001024809	chr17(.):38493270-38518895	0.0833
NM_001254	chr17(.):38439145-38464413	0.2748
NM_024927	chr17(.):40814932-40834048	1.3778
NM_016437	chr17(.):40806265-40824024	0.493
NM_003632	chr17(.):40829631-40857011	0.7022
NM_016602	chr17(.):40826419-40838845	2.0307
NM_178542	chr17(.):42248351-42269082	0.5458
NM_001076674	chr17(.):42259353-42274099	0.5796
NM_177441	chr17(.):42259573-42274099	0.5854
NM_001076684	chr17(.):42277400-42301924	2.5251
NM_001098833	chr17(.):42264172-42280529	1.2811
NM_080863	chr17(.):42243073-42261451	0.8803
NM_001076683	chr17(.):42277400-42303250	2.3971
NM_014233	chr17(.):42277400-42300664	2.6592
NM_152343	chr17(.):43326759-43344479	0.074
NM_005892	chr17(.):43294291-43329683	1.3254
NR_024434	chr17(.):43320302-43350997	0.1996
NR_024435	chr17(.):43334557-43350997	0.0579
NM_174919	chr17(.):43501717-43515282	1.3352
NM_199282	chr17(.):43466267-43508012	0.2008
NM_001159330	chr17(.):43466267-43488449	0.1937
NR_036199	chr17(.):43547728-43557801	0.0541
NM_002144	chr17(.):46601806-46613272	0.073
NM_002145	chr17(.):46615018-46627393	0.1187
NM_014897	chr17(.):47361567-47444835	0.2518
NM_001145365	chr17(.):47361567-47444476	0.2528
NM_002634	chr17(.):47476419-47497242	0.0971
NM_005827	chr17(.):47773689-47790282	0.5907
NM_001199155	chr17(.):47860980-47911458	0.1966
NM_032595	chr17(.):48206100-48232877	0.6567
NM_174920	chr17(.):48185034-48212167	0.0954
NM_000023	chr17(.):48238365-48258293	0.2153
NM_000088	chr17(.):48256456-48284000	0.097
NR_024193	chr17(.):48243788-48254837	0.1919
NM_000250	chr17(.):56342216-56363296	0.0816
NM_004758	chr17(.):56373593-56411152	0.9637
NM_003168	chr17(.):56417538-56434563	0.7098
NR_029683	chr17(.):56403592-56413679	4.6837
NR_004380	chr17(.):62218437-62228517	1.2115
NR_002995	chr17(.):62218698-62228831	1.2052
NR_036199	chr17(.):62813147-62823220	0.035
NR_030365	chr17(.):66415591-66425689	0.0308
NM_002734	chr17(.):66503542-66533910	0.54
NM_212471	chr17(.):66503109-66533910	0.5328
NR_033876	chr17(.):70589179-70641611	0.2952
NM_007261	chr17(.):72457521-72485933	0.6023
NM_022036	chr17(.):72422666-72448568	0.084
NM_018653	chr17(.):72424835-72448568	0.0851
NM_001163989	chr17(.):72727958-72748474	1.3693
NM_001006638	chr17(.):72728355-72748474	1.3953
NM_139018	chr17(.):72685451-72714108	0.1216
NM_175738	chr17(.):72662255-72748474	0.4227
NR_037409	chr17(.):72739751-72749838	1.8551
NM_017728	chr17(.):72767621-72840922	0.1436
NM_015654	chr17(.):72761685-72777470	0.3962
NM_173547	chr17(.):73880040-73898054	0.8691
NM_033452	chr17(.):73865244-73879656	1.6313
