#MM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM.1S.jin.bam
#Using cutoff of 6466.383 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuper
2_MACS_peak_31934_lociStitched	chr9	130731522	130736123	2	4214	7475.2447	921	1
2_MACS_peak_10435_lociStitched	chr15	93424401	93427369	2	2779	7474.908	922	1
5_MACS_peak_5570_lociStitched	chr11	67568968	67573981	5	4914	7470.8739	923	1
2_MACS_peak_12691_lociStitched	chr17	40729106	40732394	2	3161	7470.6648	924	1
3_MACS_peak_29970_lociStitched	chr8	38238009	38240962	3	2729	7470.4994	925	1
4_MACS_peak_12787_lociStitched	chr17	43388866	43395256	4	5278	7469.91	926	1
2_MACS_peak_31898_lociStitched	chr9	129765985	129770902	2	4809	7459.089	927	1
3_MACS_peak_21704_lociStitched	chr3	113462968	113467261	3	3830	7455.6531	928	1
3_MACS_peak_20679_lociStitched	chr3	8698019	8702817	3	4379	7451.294	929	1
2_MACS_peak_24458_lociStitched	chr5	49961759	49964661	2	2867	7443.9202	930	1
4_MACS_peak_6104_lociStitched	chr11	118562286	118568475	4	5453	7443.5103	931	1
1_MACS_peak_27035_lociStitched	chr6	91004568	91007182	1	2615	7442.5808	932	1
1_MACS_peak_3211_lociStitched	chr1	244012307	244014735	1	2429	7442.0628	933	1
3_MACS_peak_19363_lociStitched	chr20	62358047	62363060	3	4881	7433.7777	934	1
1_MACS_peak_13616_lociStitched	chr17	80307693	80310536	1	2844	7430.7491	935	1
1_MACS_peak_22181_lociStitched	chr3	156820679	156824517	1	3839	7430.368	936	1
2_MACS_peak_7502_lociStitched	chr12	96893406	96897538	2	4046	7421.8984	937	1
1_MACS_peak_11515_lociStitched	chr16	68305260	68311003	1	5744	7418.8074	938	1
1_MACS_peak_396_lociStitched	chr1	23669769	23671663	1	1895	7413.6842	939	1
2_MACS_peak_14894_lociStitched	chr19	16738121	16741089	2	2886	7406.9408	940	1
2_MACS_peak_15574_lociStitched	chr19	55580145	55583844	2	3658	7405.0281	941	1
4_MACS_peak_30501_lociStitched	chr8	120918922	120923639	4	4243	7404.7466	942	1
5_MACS_peak_27223_lociStitched	chr6	109214751	109222140	5	6409	7401.5613	943	1
1_MACS_peak_13443_lociStitched	chr17	75229504	75232905	1	3402	7400.576	944	1
1_MACS_peak_10206_lociStitched	chr15	81292194	81294863	1	2670	7400.0694	945	1
3_MACS_peak_26237_lociStitched	chr6	26271040	26275056	3	3911	7391.8496	946	1
1_MACS_peak_29525_lociStitched	chr7	157796051	157799307	1	3257	7391.12	947	1
1_MACS_peak_20029_lociStitched	chr22	26896881	26901050	1	4170	7386.2173	948	1
3_MACS_peak_10109_lociStitched	chr15	75299635	75304313	3	4177	7385.1586	949	1
4_MACS_peak_24259_lociStitched	chr5	7868666	7873508	4	4699	7384.5342	950	1
3_MACS_peak_21468_lociStitched	chr3	71770917	71775030	3	3913	7383.2463	951	1
3_MACS_peak_15102_lociStitched	chr19	35701791	35706062	3	4098	7381.1422	952	1
1_MACS_peak_27000_lociStitched	chr6	89855229	89857103	1	1875	7380.5616	953	1
3_MACS_peak_25018_lociStitched	chr5	112213002	112217296	3	4100	7379.6684	954	1
2_MACS_peak_20166_lociStitched	chr22	33962654	33966679	2	4025	7377.02	955	1
2_MACS_peak_26171_lociStitched	chr6	24719419	24722320	2	2811	7372.6014	956	1
2_MACS_peak_5532_lociStitched	chr11	67043200	67046542	2	3327	7371.7836	957	1
1_MACS_peak_2776_lociStitched	chr1	207978060	207981522	1	3463	7367.136	958	1
4_MACS_peak_898_lociStitched	chr1	44297376	44302947	4	4994	7364.3049	959	1
3_MACS_peak_13141_lociStitched	chr17	62176904	62182802	3	5453	7361.2938	960	1
2_MACS_peak_20066_lociStitched	chr22	29186270	29189848	2	3452	7358.5148	961	1
1_MACS_peak_28298_lociStitched	chr7	45033057	45036678	1	3622	7356.7857	962	1
1_MACS_peak_2459_lociStitched	chr1	185285116	185287487	1	2372	7352.471	963	1
2_MACS_peak_21975_lociStitched	chr3	133290745	133294360	2	3318	7349.6565	964	1
1_MACS_peak_768_lociStitched	chr1	38939832	38942525	1	2694	7349.197	965	1
2_MACS_peak_30802_lociStitched	chr8	145009527	145014156	2	4602	7349.0004	966	1
2_MACS_peak_13394_lociStitched	chr17	74476344	74479526	2	3036	7347.238	967	1
2_MACS_peak_31759_lociStitched	chr9	117147123	117151465	2	4254	7346.664	968	1
1_MACS_peak_27007_lociStitched	chr6	90006149	90010001	1	3853	7346.5344	969	1
2_MACS_peak_534_lociStitched	chr1	27761617	27766543	2	4897	7345.1586	970	1
4_MACS_peak_25474_lociStitched	chr5	150459899	150463917	4	3454	7344.1004	971	1
1_MACS_peak_11896_lociStitched	chr17	2302285	2305842	1	3558	7343.7822	972	1
2_MACS_peak_28147_lociStitched	chr7	32929461	32932673	2	3213	7339.0988	973	1
1_MACS_peak_7166_lociStitched	chr12	58238590	58240980	1	2391	7336.583	974	1
2_MACS_peak_20909_lociStitched	chr3	31572859	31575318	2	2398	7335.197	975	1
1_MACS_peak_5577_lociStitched	chr11	67650446	67654203	1	3758	7317.5089	976	1
1_MACS_peak_24862_lociStitched	chr5	88636788	88641324	1	4537	7311.1248	977	1
1_MACS_peak_3411_lociStitched	chr10	13388921	13391570	1	2650	7309.3857	978	1
2_MACS_peak_27590_lociStitched	chr6	143264889	143269103	2	4166	7304.1262	979	1
3_MACS_peak_15764_lociStitched	chr2	10585775	10589345	3	3197	7296.723	980	1
1_MACS_peak_6266_lociStitched	chr11	128275064	128278924	1	3861	7296.558	981	1
2_MACS_peak_28227_lociStitched	chr7	39987948	39991563	2	3557	7293.9855	982	1
2_MACS_peak_29311_lociStitched	chr7	139475707	139478676	2	2899	7292.1609	983	1
1_MACS_peak_9407_lociStitched	chr15	31372833	31376419	1	3587	7291.7724	984	1
2_MACS_peak_6092_lociStitched	chr11	117878134	117883122	2	4922	7280.9836	985	1
4_MACS_peak_27228_lociStitched	chr6	109222965	109228068	4	4830	7274.3265	986	1
3_MACS_peak_26359_lociStitched	chr6	30582307	30586622	3	4120	7273.364	987	1
2_MACS_peak_22705_lociStitched	chr4	1241175	1243796	2	2241	7268.8193	988	1
3_MACS_peak_28251_lociStitched	chr7	43686044	43690814	3	4394	7258.509	989	1
2_MACS_peak_1809_lociStitched	chr1	150206585	150209575	2	2822	7257.328	990	1
2_MACS_peak_28870_lociStitched	chr7	101929260	101933157	2	3840	7249.1994	991	1
5_MACS_peak_23521_lociStitched	chr4	103533469	103538897	5	4728	7245.2944	992	1
3_MACS_peak_2984_lociStitched	chr1	226083711	226087785	3	3919	7243.1646	993	1
2_MACS_peak_24129_lociStitched	chr4	187749450	187752919	2	3460	7242.9251	994	1
1_MACS_peak_31560_lociStitched	chr9	98223721	98226675	1	2955	7241.731	995	1
1_MACS_peak_24211_lociStitched	chr5	1799196	1802254	1	3059	7234.9222	996	1
3_MACS_peak_19526_lociStitched	chr21	34601244	34604913	3	3515	7233.8004	997	1
1_MACS_peak_21187_lociStitched	chr3	48955352	48957354	1	2003	7229.6224	998	1
1_MACS_peak_2849_lociStitched	chr1	211750681	211753596	1	2916	7229.2	999	1
3_MACS_peak_22854_lociStitched	chr4	9495403	9499752	3	4139	7228.4729	1000	1
3_MACS_peak_19540_lociStitched	chr21	34751727	34756749	3	4707	7221.636	1001	1
1_MACS_peak_8501_lociStitched	chr13	114789735	114793983	1	4249	7214.8032	1002	1
4_MACS_peak_14488_lociStitched	chr19	3984111	3988503	4	4077	7214.7384	1003	1
1_MACS_peak_26311_lociStitched	chr6	27804258	27807422	1	3165	7210.756	1004	1
2_MACS_peak_7413_lociStitched	chr12	92755553	92759991	2	4025	7208.6434	1005	1
2_MACS_peak_7454_lociStitched	chr12	94541553	94545869	2	4087	7202.9724	1006	1
1_MACS_peak_714_lociStitched	chr1	36620610	36623102	1	2493	7189.9184	1007	1
1_MACS_peak_15405_lociStitched	chr19	47728698	47731608	1	2911	7178.097	1008	1
3_MACS_peak_14070_lociStitched	chr18	47837433	47841997	3	4116	7176.4336	1009	1
2_MACS_peak_22173_lociStitched	chr3	156533735	156536600	2	2860	7172.241	1010	1
2_MACS_peak_11428_lociStitched	chr16	66549336	66552490	2	3065	7170.9344	1011	1
2_MACS_peak_19979_lociStitched	chr22	24179639	24182380	2	2542	7169.9078	1012	1
1_MACS_peak_12939_lociStitched	chr17	48904727	48907817	1	3091	7167.873	1013	1
3_MACS_peak_3921_lociStitched	chr10	72334478	72339947	3	5104	7164.9369	1014	1
3_MACS_peak_21842_lociStitched	chr3	125634014	125639193	3	4984	7158.9317	1015	1
1_MACS_peak_11914_lociStitched	chr17	3459770	3463112	1	3343	7153.8852	1016	1
1_MACS_peak_10688_lociStitched	chr16	3672463	3676764	1	4302	7149.5523	1017	1
2_MACS_peak_7529_lociStitched	chr12	102135115	102139044	2	3712	7148.4226	1018	1
1_MACS_peak_18777_lociStitched	chr20	32413343	32418197	1	4855	7144.6026	1019	1
1_MACS_peak_5672_lociStitched	chr11	72851724	72855434	1	3711	7132.475	1020	1
4_MACS_peak_11510_lociStitched	chr16	68288741	68293752	4	4266	7129.6508	1021	1
1_MACS_peak_2379_lociStitched	chr1	179970776	179975011	1	4236	7129.6225	1022	1
3_MACS_peak_22141_lociStitched	chr3	152877938	152881399	3	3294	7128.6217	1023	1
1_MACS_peak_22646_lociStitched	chr3	196228932	196231358	1	2427	7126.6176	1024	1
3_MACS_peak_17216_lociStitched	chr2	129127852	129131838	3	3548	7126.5694	1025	1
1_MACS_peak_2700_lociStitched	chr1	205718227	205720171	1	1945	7123.9824	1026	1
1_MACS_peak_15793_lociStitched	chr2	11892656	11895969	1	3314	7120.6309	1027	1
1_MACS_peak_29532_lociStitched	chr7	158496346	158498179	1	1834	7120.2885	1028	1
1_MACS_peak_16239_lociStitched	chr2	47526516	47530089	1	3574	7115.2722	1029	1
3_MACS_peak_27929_lociStitched	chr7	8006873	8010605	3	3628	7113.5652	1030	1
4_MACS_peak_13865_lociStitched	chr18	20819399	20823837	4	4128	7111.0074	1031	1
2_MACS_peak_28291_lociStitched	chr7	44835252	44837673	2	2225	7098.6141	1032	1
2_MACS_peak_12813_lociStitched	chr17	44269489	44272550	2	3005	7095.398	1033	1
2_MACS_peak_21065_lociStitched	chr3	45592995	45597250	2	4032	7095.2125	1034	1
2_MACS_peak_29371_lociStitched	chr7	142188551	142192862	2	4299	7094.1816	1035	1
3_MACS_peak_4421_lociStitched	chr10	112152330	112157667	3	4800	7087.536	1036	1
1_MACS_peak_4694_lociStitched	chr11	694415	697195	1	2781	7085.386	1037	1
4_MACS_peak_24734_lociStitched	chr5	76031686	76038110	4	5520	7085.0296	1038	1
1_MACS_peak_5072_lociStitched	chr11	34072611	34075193	1	2583	7078.2948	1039	1
3_MACS_peak_2061_lociStitched	chr1	157104808	157108959	3	3625	7077.0399	1040	1
1_MACS_peak_13025_lociStitched	chr17	56407712	56411058	1	3347	7073.7786	1041	1
5_MACS_peak_19000_lociStitched	chr20	43594567	43601086	5	5726	7073.7669	1042	1
2_MACS_peak_7646_lociStitched	chr12	109083166	109086949	2	3768	7072.3185	1043	1
1_MACS_peak_24969_lociStitched	chr5	107716390	107718976	1	2587	7065.2106	1044	1
1_MACS_peak_27039_lociStitched	chr6	91181887	91186412	1	4526	7062.1675	1045	1
1_MACS_peak_8968_lociStitched	chr14	77492670	77496402	1	3733	7051.9872	1046	1
2_MACS_peak_4205_lociStitched	chr10	94831401	94835478	2	4074	7051.5792	1047	1
2_MACS_peak_13146_lociStitched	chr17	62197130	62200806	2	3549	7047.9948	1048	1
1_MACS_peak_14526_lociStitched	chr19	5622006	5624276	1	2271	7042.902	1049	1
2_MACS_peak_19502_lociStitched	chr21	33103073	33105330	2	2245	7042.5171	1050	1
2_MACS_peak_29000_lociStitched	chr7	108209167	108211417	2	2203	7039.575	1051	1
1_MACS_peak_20523_lociStitched	chr22	46448171	46451003	1	2833	7038.0864	1052	1
1_MACS_peak_20393_lociStitched	chr22	39915054	39917376	1	2323	7037.2854	1053	1
1_MACS_peak_24567_lociStitched	chr5	56468589	56471263	1	2675	7035.5614	1054	1
2_MACS_peak_16868_lociStitched	chr2	101922575	101925786	2	3144	7033.6955	1055	1
1_MACS_peak_10464_lociStitched	chr15	99393599	99396948	1	3350	7032.5651	1056	1
4_MACS_peak_31999_lociStitched	chr9	132031056	132035068	4	3837	7028.6228	1057	1
1_MACS_peak_4731_lociStitched	chr11	2480064	2482675	1	2612	7017.8458	1058	1
1_MACS_peak_25295_lociStitched	chr5	138940112	138942296	1	2185	7015.6632	1059	1
2_MACS_peak_14421_lociStitched	chr19	2163144	2165985	2	2767	7011.3039	1060	1
1_MACS_peak_1757_lociStitched	chr1	147929534	147933115	1	3582	6996.1997	1061	1
3_MACS_peak_32928_lociStitched	chrX	119435226	119440749	3	4659	6995.9841	1062	1
1_MACS_peak_3577_lociStitched	chr10	28820849	28823182	1	2334	6995.7338	1063	1
1_MACS_peak_15041_lociStitched	chr19	29122257	29125921	1	3665	6995.3088	1064	1
1_MACS_peak_20129_lociStitched	chr22	31685521	31688542	1	3022	6993.9171	1065	1
2_MACS_peak_29885_lociStitched	chr8	29410676	29415372	2	4606	6991.8744	1066	1
1_MACS_peak_21750_lociStitched	chr3	120067187	120069488	1	2302	6987.9069	1067	1
2_MACS_peak_11470_lociStitched	chr16	67580512	67583720	2	3201	6987.6656	1068	1
2_MACS_peak_1674_lociStitched	chr1	143948518	143954459	2	5784	6981.2691	1069	1
1_MACS_peak_1627_lociStitched	chr1	120610843	120613007	1	2165	6979.982	1070	1
2_MACS_peak_30686_lociStitched	chr8	134245120	134248945	2	3789	6965.325	1071	1
2_MACS_peak_14383_lociStitched	chr19	1590843	1593562	2	2634	6964.7185	1072	1
2_MACS_peak_19497_lociStitched	chr21	32929714	32932647	2	2934	6963.5286	1073	1
1_MACS_peak_1922_lociStitched	chr1	154579734	154582736	1	3003	6961.9382	1074	1
1_MACS_peak_18374_lociStitched	chr2	242800527	242803207	1	2681	6960.764	1075	1
3_MACS_peak_18804_lociStitched	chr20	33001392	33005585	3	4068	6954.5098	1076	1
1_MACS_peak_1814_lociStitched	chr1	150335978	150338442	1	2465	6953.1616	1077	1
1_MACS_peak_31362_lociStitched	chr9	86594138	86596523	1	2386	6940.1115	1078	1
2_MACS_peak_1926_lociStitched	chr1	154762742	154765987	2	3151	6939.757	1079	1
2_MACS_peak_2569_lociStitched	chr1	200834069	200837346	2	3256	6939.0475	1080	1
3_MACS_peak_22860_lociStitched	chr4	9602988	9607772	3	4240	6938.7136	1081	1
1_MACS_peak_22358_lociStitched	chr3	176776735	176780437	1	3703	6935.697	1082	1
3_MACS_peak_4376_lociStitched	chr10	105257283	105261377	3	3896	6934.8266	1083	1
2_MACS_peak_14352_lociStitched	chr19	1037290	1041074	2	3719	6925.0984	1084	1
2_MACS_peak_28334_lociStitched	chr7	47533447	47538161	2	4615	6918.2664	1085	1
3_MACS_peak_18007_lociStitched	chr2	219742117	219746131	3	3668	6917.7276	1086	1
2_MACS_peak_20447_lociStitched	chr22	42146810	42150430	2	3540	6917.096	1087	1
3_MACS_peak_6056_lociStitched	chr11	115372901	115376371	3	3313	6916.404	1088	1
4_MACS_peak_10722_lociStitched	chr16	5144060	5148911	4	4656	6914.1303	1089	1
3_MACS_peak_5400_lociStitched	chr11	64899441	64903246	3	3591	6914.0655	1090	1
3_MACS_peak_14204_lociStitched	chr18	60984523	60988529	3	3822	6912.7536	1091	1
3_MACS_peak_7258_lociStitched	chr12	68874188	68878216	3	3867	6903.1864	1092	1
2_MACS_peak_368_lociStitched	chr1	21618704	21621934	2	3145	6903.156	1093	1
3_MACS_peak_29006_lociStitched	chr7	110719856	110725303	3	5365	6902.9831	1094	1
3_MACS_peak_18836_lociStitched	chr20	34328967	34332756	3	3585	6895.2222	1095	1
1_MACS_peak_19066_lociStitched	chr20	46043004	46046897	1	3894	6894.8923	1096	1
1_MACS_peak_3326_lociStitched	chr10	5945004	5948999	1	3996	6884.5835	1097	1
1_MACS_peak_2449_lociStitched	chr1	184722490	184725147	1	2658	6884.0213	1098	1
4_MACS_peak_16102_lociStitched	chr2	38890252	38895537	4	5021	6871.557	1099	1
2_MACS_peak_23971_lociStitched	chr4	174254381	174256798	2	2157	6870.0808	1100	1
3_MACS_peak_14945_lociStitched	chr19	18390555	18393517	3	2494	6864.435	1101	1
1_MACS_peak_2134_lociStitched	chr1	161013988	161017479	1	3492	6860.8623	1102	1
3_MACS_peak_28193_lociStitched	chr7	37380436	37385440	3	4559	6854.9796	1103	1
2_MACS_peak_3021_lociStitched	chr1	226898217	226901399	2	2907	6854.028	1104	1
2_MACS_peak_24981_lociStitched	chr5	109024444	109027281	2	2835	6849.0854	1105	1
2_MACS_peak_20980_lociStitched	chr3	39256713	39259763	2	3008	6846.335	1106	1
2_MACS_peak_32288_lociStitched	chrX	10077816	10081726	2	3879	6845.628	1107	1
2_MACS_peak_29926_lociStitched	chr8	33421189	33424702	2	3490	6841.2162	1108	1
2_MACS_peak_10791_lociStitched	chr16	11057498	11061231	2	3715	6837.7361	1109	1
1_MACS_peak_7086_lociStitched	chr12	56320170	56324508	1	4339	6828.8796	1110	1
2_MACS_peak_31529_lociStitched	chr9	96030002	96034041	2	3973	6824.6983	1111	1
2_MACS_peak_3319_lociStitched	chr10	5854439	5856455	2	1982	6822.3456	1112	1
5_MACS_peak_24986_lociStitched	chr5	109074437	109080154	5	5116	6822.0961	1113	1
1_MACS_peak_14531_lociStitched	chr19	5718930	5721087	1	2158	6820.6497	1114	1
3_MACS_peak_3606_lociStitched	chr10	31607072	31611183	3	3878	6820.149	1115	1
1_MACS_peak_24995_lociStitched	chr5	109256137	109259336	1	3200	6819.3083	1116	1
1_MACS_peak_22655_lociStitched	chr3	196365783	196368066	1	2284	6816.3531	1117	1
2_MACS_peak_3372_lociStitched	chr10	11285778	11290461	2	4214	6809.082	1118	1
3_MACS_peak_16659_lociStitched	chr2	86084593	86089992	3	5204	6807.5991	1119	1
2_MACS_peak_5529_lociStitched	chr11	67034021	67037294	2	3191	6806.5308	1120	1
1_MACS_peak_19666_lociStitched	chr21	43297968	43300270	1	2303	6804.0214	1121	1
1_MACS_peak_10498_lociStitched	chr15	101666101	101669375	1	3275	6795.187	1122	1
1_MACS_peak_31920_lociStitched	chr9	130538431	130542356	1	3926	6791.4275	1123	1
2_MACS_peak_25661_lociStitched	chr5	171611225	171615776	2	4473	6787.8165	1124	1
3_MACS_peak_24192_lociStitched	chr5	1341356	1345723	3	4145	6784.1345	1125	1
1_MACS_peak_31055_lociStitched	chr9	33288810	33291418	1	2609	6781.8432	1126	1
3_MACS_peak_8348_lociStitched	chr13	96108029	96111295	3	3106	6780.8692	1127	1
2_MACS_peak_18297_lociStitched	chr2	238608196	238613288	2	5031	6775.9244	1128	1
1_MACS_peak_2508_lociStitched	chr1	193027496	193029601	1	2106	6775.153	1129	1
3_MACS_peak_32070_lociStitched	chr9	134602517	134607821	3	5101	6774.7992	1130	1
1_MACS_peak_17200_lociStitched	chr2	128457727	128460136	1	2410	6772.1808	1131	1
1_MACS_peak_14525_lociStitched	chr19	4908984	4911253	1	2270	6766.158	1132	1
1_MACS_peak_29119_lociStitched	chr7	123387645	123390135	1	2491	6761.595	1133	1
1_MACS_peak_2329_lociStitched	chr1	173989724	173992207	1	2484	6756.9879	1134	1
4_MACS_peak_6267_lociStitched	chr11	128337524	128342719	4	4374	6752.461	1135	1
1_MACS_peak_21194_lociStitched	chr3	49057724	49060097	1	2374	6750.7104	1136	1
3_MACS_peak_16729_lociStitched	chr2	88923638	88928043	3	4054	6748.9005	1137	1
1_MACS_peak_31866_lociStitched	chr9	127630525	127633318	1	2794	6747.6087	1138	1
2_MACS_peak_21916_lociStitched	chr3	129294004	129297054	2	2921	6747.21	1139	1
1_MACS_peak_13104_lociStitched	chr17	60555183	60557672	1	2490	6743.6966	1140	1
2_MACS_peak_31060_lociStitched	chr9	33452864	33457426	2	4541	6741.2674	1141	1
3_MACS_peak_16722_lociStitched	chr2	88903180	88908525	3	4802	6733.0965	1142	1
3_MACS_peak_30674_lociStitched	chr8	133962012	133967732	3	5282	6725.576	1143	1
3_MACS_peak_27848_lociStitched	chr7	5461408	5466578	3	4829	6724.619	1144	1
1_MACS_peak_29288_lociStitched	chr7	137707868	137711823	1	3956	6719.545	1145	1
1_MACS_peak_17242_lociStitched	chr2	132248927	132251601	1	2675	6717.088	1146	1
2_MACS_peak_15100_lociStitched	chr19	35695572	35699378	2	3726	6711.881	1147	1
1_MACS_peak_31776_lociStitched	chr9	117372963	117376088	1	3126	6707.1875	1148	1
3_MACS_peak_22936_lociStitched	chr4	17577345	17581208	3	3634	6706.5543	1149	1
2_MACS_peak_1663_lociStitched	chr1	143462473	143465700	2	3195	6704.7379	1150	1
3_MACS_peak_864_lociStitched	chr1	42265690	42270414	3	4409	6704.3008	1151	1
1_MACS_peak_29555_lociStitched	chr8	1991424	1994902	1	3479	6699.6714	1152	1
3_MACS_peak_26234_lociStitched	chr6	26249275	26252698	3	3191	6699.4956	1153	1
2_MACS_peak_15347_lociStitched	chr19	45639387	45642037	2	2645	6692.31	1154	1
1_MACS_peak_22665_lociStitched	chr3	196729039	196731530	1	2492	6690.3278	1155	1
1_MACS_peak_322_lociStitched	chr1	16970082	16972109	1	2028	6686.4649	1156	1
2_MACS_peak_20329_lociStitched	chr22	39266992	39270626	2	3542	6675.2946	1157	1
2_MACS_peak_13954_lociStitched	chr18	35011832	35016682	2	4836	6674.57	1158	1
4_MACS_peak_27683_lociStitched	chr6	157981261	157985592	4	4141	6673.2048	1159	1
1_MACS_peak_25265_lociStitched	chr5	137088942	137091156	1	2215	6672.7746	1160	1
2_MACS_peak_17663_lociStitched	chr2	188731911	188734898	2	2855	6669.6723	1161	1
3_MACS_peak_32444_lociStitched	chrX	39712939	39716492	3	3447	6665.0727	1162	1
1_MACS_peak_10368_lociStitched	chr15	90588591	90591864	1	3274	6662.8461	1163	1
1_MACS_peak_2376_lociStitched	chr1	179850633	179853107	1	2475	6659.5132	1164	1
4_MACS_peak_26599_lociStitched	chr6	41222246	41226681	4	4058	6658.2655	1165	1
1_MACS_peak_18713_lociStitched	chr20	30285861	30289270	1	3410	6657.0952	1166	1
3_MACS_peak_13423_lociStitched	chr17	75088388	75092722	3	3539	6655.2904	1167	1
1_MACS_peak_14582_lociStitched	chr19	7293225	7295333	1	2109	6654.3236	1168	1
6_MACS_peak_19964_lociStitched	chr22	23521133	23526186	6	4641	6654.2957	1169	1
1_MACS_peak_29148_lociStitched	chr7	127031415	127033431	1	2017	6653.2032	1170	1
1_MACS_peak_14017_lociStitched	chr18	45456243	45458517	1	2275	6650.7678	1171	1
3_MACS_peak_12287_lociStitched	chr17	27052497	27056173	3	3174	6649.1488	1172	1
4_MACS_peak_560_lociStitched	chr1	28570656	28575798	4	4589	6643.9782	1173	1
2_MACS_peak_25804_lociStitched	chr5	179124775	179126933	2	2152	6643.8346	1174	1
3_MACS_peak_659_lociStitched	chr1	33091757	33095729	3	3878	6639.9924	1175	1
2_MACS_peak_25816_lociStitched	chr5	180229247	180232406	2	3113	6639.9021	1176	1
1_MACS_peak_31239_lociStitched	chr9	69785085	69787673	1	2589	6637.4436	1177	1
1_MACS_peak_20212_lociStitched	chr22	36555507	36559939	1	4433	6637.3632	1178	1
1_MACS_peak_29198_lociStitched	chr7	129250634	129252970	1	2337	6634.7072	1179	1
2_MACS_peak_29339_lociStitched	chr7	140771142	140774864	2	3606	6627.021	1180	1
2_MACS_peak_26750_lociStitched	chr6	52392665	52397141	2	4475	6624.0324	1181	1
2_MACS_peak_16634_lociStitched	chr2	85196768	85199618	2	2778	6618.27	1182	1
2_MACS_peak_4135_lociStitched	chr10	90144375	90148450	2	3994	6612.5025	1183	1
1_MACS_peak_662_lociStitched	chr1	33115224	33117791	1	2568	6611.5652	1184	1
1_MACS_peak_8511_lociStitched	chr13	114912000	114915969	1	3970	6609.1788	1185	1
1_MACS_peak_1688_lociStitched	chr1	144689515	144693010	1	3496	6607.9965	1186	1
2_MACS_peak_29419_lociStitched	chr7	148980340	148982859	2	2491	6607.337	1187	1
2_MACS_peak_25456_lociStitched	chr5	149717785	149722289	2	4391	6603.7648	1188	1
1_MACS_peak_14841_lociStitched	chr19	16228211	16231275	1	3065	6600.7752	1189	1
2_MACS_peak_17384_lociStitched	chr2	153573278	153575763	2	2440	6600.657	1190	1
1_MACS_peak_25228_lociStitched	chr5	133560821	133562978	1	2158	6595.0275	1191	1
2_MACS_peak_7566_lociStitched	chr12	104850716	104854306	2	3561	6588.368	1192	1
1_MACS_peak_19901_lociStitched	chr22	22520183	22523591	1	3409	6586.9824	1193	1
1_MACS_peak_6927_lociStitched	chr12	48284245	48288862	1	4618	6584.3037	1194	1
2_MACS_peak_2695_lociStitched	chr1	205408302	205411760	2	3346	6574.3496	1195	1
1_MACS_peak_13580_lociStitched	chr17	79827975	79830294	1	2320	6570.8865	1196	1
2_MACS_peak_13829_lociStitched	chr18	13610459	13614431	2	3893	6570.8796	1197	1
3_MACS_peak_6322_lociStitched	chr11	130700506	130705425	3	4572	6568.8326	1198	1
2_MACS_peak_30164_lociStitched	chr8	66862517	66865833	2	3317	6565.68	1199	1
2_MACS_peak_21838_lociStitched	chr3	125552517	125556912	2	3965	6559.5375	1200	1
1_MACS_peak_24728_lociStitched	chr5	75841736	75845382	1	3647	6557.6956	1201	1
2_MACS_peak_19694_lociStitched	chr21	44393605	44396047	2	2238	6554.0838	1202	1
1_MACS_peak_30685_lociStitched	chr8	134228168	134231728	1	3561	6553.248	1203	1
3_MACS_peak_26212_lociStitched	chr6	26122537	26126628	3	3615	6551.7365	1204	1
3_MACS_peak_3244_lociStitched	chr1	247373397	247377369	3	3546	6549.0336	1205	1
2_MACS_peak_17526_lociStitched	chr2	173420022	173423604	2	3453	6532.8516	1206	1
3_MACS_peak_27324_lociStitched	chr6	119761844	119766117	3	4204	6530.4259	1207	1
2_MACS_peak_23824_lociStitched	chr4	146693659	146696504	2	2834	6523.016	1208	1
1_MACS_peak_27997_lociStitched	chr7	21983847	21986354	1	2508	6517.6986	1209	1
1_MACS_peak_13063_lociStitched	chr17	57695641	57698014	1	2374	6511.0374	1210	1
1_MACS_peak_19689_lociStitched	chr21	44298516	44300426	1	1911	6506.988	1211	1
1_MACS_peak_9495_lociStitched	chr15	38376589	38379866	1	3278	6504.5173	1212	1
4_MACS_peak_30344_lociStitched	chr8	95971153	95976257	4	4961	6502.496	1213	1
2_MACS_peak_11156_lociStitched	chr16	30074904	30078096	2	3171	6495.4008	1214	1
1_MACS_peak_32478_lociStitched	chrX	41191912	41194352	1	2441	6491.864	1215	1
2_MACS_peak_18091_lociStitched	chr2	228274757	228278236	2	3475	6489.7266	1216	1
1_MACS_peak_1681_lociStitched	chr1	144518793	144522451	1	3659	6485.2682	1217	1
1_MACS_peak_9297_lociStitched	chr15	21925026	21928463	1	3438	6483.9005	1218	1
1_MACS_peak_21104_lociStitched	chr3	46334180	46337052	1	2873	6480.9552	1219	1
1_MACS_peak_22219_lociStitched	chr3	159727115	159731062	1	3948	6472.2906	1220	1
