#MM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM.1S.jin.bam
#Using cutoff of 6466.383 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isStretch
4_MACS_peak_31999_lociStitched	chr9	132031056	132035068	4	3837	7028.6228	920	1
1_MACS_peak_12086_lociStitched	chr17	8149354	8153188	1	3835	8620.749	921	1
2_MACS_peak_17039_lociStitched	chr2	112220179	112224025	2	3832	6405.1284	922	1
3_MACS_peak_21704_lociStitched	chr3	113462968	113467261	3	3830	7455.6531	923	1
2_MACS_peak_25846_lociStitched	chr6	257074	260920	2	3827	4282.1364	924	1
1_MACS_peak_31518_lociStitched	chr9	95823811	95827636	1	3826	6036.615	925	1
1_MACS_peak_25810_lociStitched	chr5	179245110	179248933	1	3824	11163.16	926	1
1_MACS_peak_28897_lociStitched	chr7	102154462	102158284	1	3823	8666.7672	927	1
3_MACS_peak_14204_lociStitched	chr18	60984523	60988529	3	3822	6912.7536	928	1
1_MACS_peak_19750_lociStitched	chr21	45717301	45721119	1	3819	9772.5528	929	1
1_MACS_peak_25382_lociStitched	chr5	142781792	142785608	1	3817	10460.4192	930	1
4_MACS_peak_6153_lociStitched	chr11	119562082	119566320	4	3814	3973.9726	931	1
3_MACS_peak_6711_lociStitched	chr12	27330248	27334639	3	3812	6116.2239	932	1
1_MACS_peak_27323_lociStitched	chr6	119668452	119672262	1	3811	11007.09	933	1
1_MACS_peak_21930_lociStitched	chr3	129896611	129900419	1	3809	5804.5344	934	1
3_MACS_peak_17782_lociStitched	chr2	201312668	201316662	3	3805	3327.4014	935	1
3_MACS_peak_17409_lociStitched	chr2	158753504	158757432	3	3803	3651.076	936	1
2_MACS_peak_15026_lociStitched	chr19	28925379	28929226	2	3801	6416.4113	937	1
3_MACS_peak_13236_lociStitched	chr17	66452739	66456930	3	3801	4434.078	938	1
1_MACS_peak_1640_lociStitched	chr1	120750701	120754500	1	3800	5204.63	939	1
1_MACS_peak_25023_lociStitched	chr5	112262945	112266743	1	3799	7955.2908	940	1
3_MACS_peak_18210_lociStitched	chr2	234426906	234430860	3	3796	5295.1968	941	1
2_MACS_peak_508_lociStitched	chr1	27021413	27025422	2	3795	12484.4269	942	1
3_MACS_peak_13856_lociStitched	chr18	20713292	20717192	3	3793	5760.3	943	1
1_MACS_peak_29033_lociStitched	chr7	113724303	113728093	1	3791	15922.927	944	1
2_MACS_peak_30686_lociStitched	chr8	134245120	134248945	2	3789	6965.325	945	1
3_MACS_peak_17867_lociStitched	chr2	204568883	204573018	3	3785	7825.901	946	1
1_MACS_peak_29167_lociStitched	chr7	128145169	128148950	1	3782	9237.7392	947	1
3_MACS_peak_13454_lociStitched	chr17	75366091	75369990	3	3774	8295.1225	948	1
2_MACS_peak_20803_lociStitched	chr3	15687974	15691760	2	3772	6184.431	949	1
3_MACS_peak_14082_lociStitched	chr18	48688686	48692783	3	3772	5688.6845	950	1
1_MACS_peak_12907_lociStitched	chr17	47816061	47819830	1	3770	8024.9548	951	1
3_MACS_peak_14423_lociStitched	chr19	2235192	2239352	3	3769	9294.272	952	1
2_MACS_peak_7646_lociStitched	chr12	109083166	109086949	2	3768	7072.3185	953	1
2_MACS_peak_18117_lociStitched	chr2	231310698	231314673	2	3767	5000.9475	954	1
3_MACS_peak_13419_lociStitched	chr17	75078908	75083214	3	3767	5089.692	955	1
2_MACS_peak_20570_lociStitched	chr22	48492249	48496018	2	3764	9093.8432	956	1
2_MACS_peak_19529_lociStitched	chr21	34608712	34612560	2	3764	6446.9392	957	1
3_MACS_peak_14330_lociStitched	chr19	659907	663876	3	3763	12744.459	958	1
2_MACS_peak_15771_lociStitched	chr2	10929991	10933828	2	3762	5905.9104	959	1
4_MACS_peak_20493_lociStitched	chr22	43945575	43949885	4	3761	4441.886	960	1
1_MACS_peak_22300_lociStitched	chr3	170072526	170076283	1	3758	9709.5908	961	1
1_MACS_peak_5577_lociStitched	chr11	67650446	67654203	1	3758	7317.5089	962	1
4_MACS_peak_22291_lociStitched	chr3	169887640	169892106	4	3758	4861.241	963	1
1_MACS_peak_17896_lociStitched	chr2	207138934	207142690	1	3757	7695.6684	964	1
3_MACS_peak_15391_lociStitched	chr19	47287581	47291834	3	3754	5905.2905	965	1
2_MACS_peak_20501_lociStitched	chr22	44419468	44423629	2	3752	5216.6457	966	1
2_MACS_peak_5171_lociStitched	chr11	46140151	46143921	2	3750	5368.103	967	1
1_MACS_peak_19538_lociStitched	chr21	34702076	34705824	1	3749	10649.5672	968	1
4_MACS_peak_27444_lociStitched	chr6	134567354	134571303	4	3741	4655.0812	969	1
2_MACS_peak_12875_lociStitched	chr17	46581323	46585080	2	3740	5536.6909	970	1
3_MACS_peak_29040_lociStitched	chr7	114618673	114622775	3	3739	4451.4904	971	1
2_MACS_peak_23312_lociStitched	chr4	77527159	77530937	2	3735	6363.6632	972	1
1_MACS_peak_8968_lociStitched	chr14	77492670	77496402	1	3733	7051.9872	973	1
3_MACS_peak_21602_lociStitched	chr3	101495547	101499489	3	3733	7641.9612	974	1
1_MACS_peak_25236_lociStitched	chr5	133859723	133863453	1	3731	7905.362	975	1
1_MACS_peak_10987_lociStitched	chr16	21528626	21532355	1	3730	8742.6405	976	1
2_MACS_peak_11578_lociStitched	chr16	70769928	70773740	2	3730	10834.8476	977	1
2_MACS_peak_24413_lociStitched	chr5	39073496	39077310	2	3730	9668.1086	978	1
3_MACS_peak_29108_lociStitched	chr7	121978087	121982046	3	3728	4888.1773	979	1
2_MACS_peak_3890_lociStitched	chr10	70846579	70850440	2	3727	5762.9286	980	1
2_MACS_peak_15100_lociStitched	chr19	35695572	35699378	2	3726	6711.881	981	1
3_MACS_peak_21893_lociStitched	chr3	128837269	128841117	3	3722	8257.808	982	1
3_MACS_peak_14826_lociStitched	chr19	15441885	15445618	3	3721	5565.903	983	1
2_MACS_peak_17022_lociStitched	chr2	111806408	111810220	2	3720	7718.5376	984	1
3_MACS_peak_25130_lociStitched	chr5	126111971	126115913	3	3720	9397.728	985	1
2_MACS_peak_14352_lociStitched	chr19	1037290	1041074	2	3719	6925.0984	986	1
1_MACS_peak_32908_lociStitched	chrX	118758127	118761844	1	3718	5511.1959	987	1
2_MACS_peak_10791_lociStitched	chr16	11057498	11061231	2	3715	6837.7361	988	1
3_MACS_peak_32660_lociStitched	chrX	58255577	58259558	3	3715	3615.1461	989	1
1_MACS_peak_11927_lociStitched	chr17	3816759	3820471	1	3713	5880.5504	990	1
2_MACS_peak_405_lociStitched	chr1	23937822	23941545	2	3713	5174.2254	991	1
2_MACS_peak_7529_lociStitched	chr12	102135115	102139044	2	3712	7148.4226	992	1
1_MACS_peak_5672_lociStitched	chr11	72851724	72855434	1	3711	7132.475	993	1
2_MACS_peak_9414_lociStitched	chr15	31546550	31550274	2	3711	7820.0276	994	1
4_MACS_peak_10835_lociStitched	chr16	11796621	11800762	4	3707	3911.1745	995	1
1_MACS_peak_20006_lociStitched	chr22	24822635	24826340	1	3706	11323.5915	996	1
5_MACS_peak_17075_lociStitched	chr2	112687377	112691754	5	3704	4574.8404	997	1
1_MACS_peak_22358_lociStitched	chr3	176776735	176780437	1	3703	6935.697	998	1
2_MACS_peak_30894_lociStitched	chr9	2014329	2018077	2	3703	6276.4008	999	1
3_MACS_peak_25613_lociStitched	chr5	162929993	162933730	3	3702	5694.8143	1000	1
2_MACS_peak_5060_lociStitched	chr11	33560972	33564728	2	3700	6295.8072	1001	1
2_MACS_peak_14202_lociStitched	chr18	60919562	60923318	2	3699	5990.0688	1002	1
1_MACS_peak_22182_lociStitched	chr3	156851745	156855441	1	3697	9072.5712	1003	1
1_MACS_peak_17647_lociStitched	chr2	186501496	186505192	1	3697	5594.2656	1004	1
3_MACS_peak_20297_lociStitched	chr22	38638590	38642307	3	3694	8013.1086	1005	1
3_MACS_peak_17821_lociStitched	chr2	202116008	202119850	3	3689	4353.7544	1006	1
2_MACS_peak_28343_lociStitched	chr7	47708419	47712200	2	3688	11405.7646	1007	1
1_MACS_peak_22214_lociStitched	chr3	158902224	158905910	1	3687	7577.3102	1008	1
2_MACS_peak_25696_lociStitched	chr5	173328755	173332569	2	3686	4376.565	1009	1
3_MACS_peak_8906_lociStitched	chr14	72982872	72986647	3	3684	5143.06	1010	1
1_MACS_peak_11974_lociStitched	chr17	4850475	4854156	1	3682	10708.029	1011	1
2_MACS_peak_6970_lociStitched	chr12	50055182	50058863	2	3680	5264.1981	1012	1
2_MACS_peak_2712_lociStitched	chr1	206135247	206139296	2	3679	8097.1902	1013	1
2_MACS_peak_3713_lociStitched	chr10	45914157	45918061	2	3675	8762.1376	1014	1
1_MACS_peak_28932_lociStitched	chr7	104621908	104625579	1	3672	7921.2838	1015	1
4_MACS_peak_18040_lociStitched	chr2	223517163	223521229	4	3671	6438.9176	1016	1
4_MACS_peak_9006_lociStitched	chr14	81940155	81944286	4	3671	3892.6413	1017	1
2_MACS_peak_17539_lociStitched	chr2	174901002	174904752	2	3670	5025	1018	1
1_MACS_peak_29355_lociStitched	chr7	141255796	141259463	1	3668	7722.702	1019	1
3_MACS_peak_18007_lociStitched	chr2	219742117	219746131	3	3668	6917.7276	1020	1
2_MACS_peak_30498_lociStitched	chr8	120885892	120889657	2	3666	8309.7315	1021	1
1_MACS_peak_15041_lociStitched	chr19	29122257	29125921	1	3665	6995.3088	1022	1
1_MACS_peak_22104_lociStitched	chr3	150125155	150128818	1	3664	8166.6585	1023	1
1_MACS_peak_2652_lociStitched	chr1	203732014	203735676	1	3663	12481.927	1024	1
1_MACS_peak_15785_lociStitched	chr2	11638134	11641793	1	3660	6171.6353	1025	1
2_MACS_peak_7149_lociStitched	chr12	57913546	57917439	2	3660	7778.214	1026	1
1_MACS_peak_1681_lociStitched	chr1	144518793	144522451	1	3659	6485.2682	1027	1
2_MACS_peak_15574_lociStitched	chr19	55580145	55583844	2	3658	7405.0281	1028	1
2_MACS_peak_24054_lociStitched	chr4	185393262	185396998	2	3658	11009.6184	1029	1
3_MACS_peak_27178_lociStitched	chr6	108906818	108910972	3	3654	4019.8258	1030	1
2_MACS_peak_26561_lociStitched	chr6	37069579	37073624	2	3652	5613.651	1031	1
1_MACS_peak_15439_lociStitched	chr19	48880232	48883882	1	3651	5616.255	1032	1
2_MACS_peak_7426_lociStitched	chr12	92931373	92935024	2	3650	6406.0446	1033	1
2_MACS_peak_5274_lociStitched	chr11	60636844	60640520	2	3648	5812.4912	1034	1
1_MACS_peak_24728_lociStitched	chr5	75841736	75845382	1	3647	6557.6956	1035	1
1_MACS_peak_31964_lociStitched	chr9	131445543	131449188	1	3646	5063.2695	1036	1
3_MACS_peak_12062_lociStitched	chr17	7744883	7748660	3	3645	4725.027	1037	1
1_MACS_peak_1670_lociStitched	chr1	143742248	143745891	1	3644	11107.507	1038	1
2_MACS_peak_1671_lociStitched	chr1	143912189	143916313	2	3644	7828.1768	1039	1
2_MACS_peak_2958_lociStitched	chr1	224619705	224623353	2	3643	5748.8832	1040	1
3_MACS_peak_9124_lociStitched	chr14	94441955	94445799	3	3642	4728.12	1041	1
3_MACS_peak_22973_lociStitched	chr4	23971454	23975525	3	3640	3832.0323	1042	1
5_MACS_peak_27550_lociStitched	chr6	139644373	139648116	5	3639	3935.3902	1043	1
4_MACS_peak_10003_lociStitched	chr15	70050740	70055022	4	3637	5662.0886	1044	1
2_MACS_peak_6475_lociStitched	chr12	7052187	7056193	2	3635	5146.5082	1045	1
3_MACS_peak_22936_lociStitched	chr4	17577345	17581208	3	3634	6706.5543	1046	1
2_MACS_peak_9430_lociStitched	chr15	31651495	31655190	2	3633	7967.898	1047	1
5_MACS_peak_6714_lociStitched	chr12	27335931	27340404	5	3633	4328.9694	1048	1
4_MACS_peak_10069_lociStitched	chr15	74692238	74696027	4	3629	4119.4008	1049	1
3_MACS_peak_27929_lociStitched	chr7	8006873	8010605	3	3628	7113.5652	1050	1
4_MACS_peak_5834_lociStitched	chr11	87067243	87071498	4	3628	5361.3	1051	1
3_MACS_peak_31319_lociStitched	chr9	77700646	77704436	3	3625	7667.928	1052	1
3_MACS_peak_2061_lociStitched	chr1	157104808	157108959	3	3625	7077.0399	1053	1
1_MACS_peak_15440_lociStitched	chr19	48887141	48890763	1	3623	5982.4574	1054	1
1_MACS_peak_28298_lociStitched	chr7	45033057	45036678	1	3622	7356.7857	1055	1
1_MACS_peak_11572_lociStitched	chr16	70555759	70559379	1	3621	8568.178	1056	1
3_MACS_peak_18600_lociStitched	chr20	19758540	19762367	3	3621	7717.5282	1057	1
2_MACS_peak_3640_lociStitched	chr10	35068538	35072189	2	3620	6020.8641	1058	1
2_MACS_peak_1645_lociStitched	chr1	120835732	120839831	2	3620	7731.9437	1059	1
2_MACS_peak_14155_lociStitched	chr18	56299668	56303337	2	3618	5890.2126	1060	1
3_MACS_peak_19661_lociStitched	chr21	43251531	43255325	3	3618	9003.9208	1061	1
2_MACS_peak_22822_lociStitched	chr4	7753187	7756884	2	3615	4102.1912	1062	1
3_MACS_peak_25251_lociStitched	chr5	134366537	134370584	3	3615	5450.0949	1063	1
3_MACS_peak_26212_lociStitched	chr6	26122537	26126628	3	3615	6551.7365	1064	1
1_MACS_peak_22380_lociStitched	chr3	177255198	177258810	1	3613	6300.4116	1065	1
2_MACS_peak_26569_lociStitched	chr6	37273505	37277401	2	3613	5210.1208	1066	1
2_MACS_peak_4056_lociStitched	chr10	81007149	81010794	2	3612	4913.46	1067	1
5_MACS_peak_29538_lociStitched	chr7	158841892	158845982	5	3608	4043.783	1068	1
1_MACS_peak_5697_lociStitched	chr11	73691306	73694912	1	3607	5917.0854	1069	1
3_MACS_peak_29923_lociStitched	chr8	33410557	33414196	3	3607	8127.7065	1070	1
4_MACS_peak_469_lociStitched	chr1	25874058	25878474	4	3607	7884.3264	1071	1
2_MACS_peak_29339_lociStitched	chr7	140771142	140774864	2	3606	6627.021	1072	1
5_MACS_peak_15578_lociStitched	chr19	55767628	55771782	5	3604	5297.5962	1073	1
3_MACS_peak_16927_lociStitched	chr2	107455638	107459794	3	3600	5537.87	1074	1
3_MACS_peak_9472_lociStitched	chr15	34657346	34661081	3	3596	4599.279	1075	1
2_MACS_peak_13345_lociStitched	chr17	73683540	73687149	2	3595	5848.7454	1076	1
2_MACS_peak_11143_lociStitched	chr16	29815884	29819768	2	3593	8232.5264	1077	1
2_MACS_peak_3375_lociStitched	chr10	11296708	11300383	2	3592	5175.135	1078	1
3_MACS_peak_5400_lociStitched	chr11	64899441	64903246	3	3591	6914.0655	1079	1
2_MACS_peak_5907_lociStitched	chr11	102186262	102189852	2	3588	5679.739	1080	1
1_MACS_peak_9407_lociStitched	chr15	31372833	31376419	1	3587	7291.7724	1081	1
4_MACS_peak_14564_lociStitched	chr19	6736981	6741295	4	3587	4697.946	1082	1
3_MACS_peak_14667_lociStitched	chr19	10762131	10765950	3	3586	9678.4917	1083	1
3_MACS_peak_18836_lociStitched	chr20	34328967	34332756	3	3585	6895.2222	1084	1
2_MACS_peak_14434_lociStitched	chr19	2393201	2397034	2	3585	10434.5759	1085	1
1_MACS_peak_1757_lociStitched	chr1	147929534	147933115	1	3582	6996.1997	1086	1
1_MACS_peak_3000_lociStitched	chr1	226297163	226300743	1	3581	8474.576	1087	1
1_MACS_peak_16425_lociStitched	chr2	65256886	65260462	1	3577	7646.5608	1088	1
2_MACS_peak_2895_lociStitched	chr1	214160577	214164168	2	3576	4569.1884	1089	1
2_MACS_peak_5095_lociStitched	chr11	35164647	35168347	2	3575	4663.11	1090	1
4_MACS_peak_24296_lociStitched	chr5	14600488	14604518	4	3575	4244.799	1091	1
1_MACS_peak_16239_lociStitched	chr2	47526516	47530089	1	3574	7115.2722	1092	1
5_MACS_peak_18461_lociStitched	chr20	4874706	4878608	5	3572	4243.425	1093	1
2_MACS_peak_22282_lociStitched	chr3	169772619	169776242	2	3570	4493.6069	1094	1
1_MACS_peak_22178_lociStitched	chr3	156804974	156808542	1	3569	10058.9056	1095	1
1_MACS_peak_19404_lociStitched	chr21	11168477	11172044	1	3568	11298.4725	1096	1
1_MACS_peak_16993_lociStitched	chr2	110755360	110758922	1	3563	5382.8944	1097	1
1_MACS_peak_30685_lociStitched	chr8	134228168	134231728	1	3561	6553.248	1098	1
2_MACS_peak_7566_lociStitched	chr12	104850716	104854306	2	3561	6588.368	1099	1
2_MACS_peak_26696_lociStitched	chr6	44229800	44233542	2	3560	5376.5056	1100	1
1_MACS_peak_11896_lociStitched	chr17	2302285	2305842	1	3558	7343.7822	1101	1
1_MACS_peak_19671_lociStitched	chr21	43450235	43453791	1	3557	10101.1736	1102	1
2_MACS_peak_28227_lociStitched	chr7	39987948	39991563	2	3557	7293.9855	1103	1
4_MACS_peak_29433_lociStitched	chr7	150017516	150021158	4	3557	8771.0286	1104	1
1_MACS_peak_21551_lociStitched	chr3	98450293	98453848	1	3556	8773.029	1105	1
2_MACS_peak_11212_lociStitched	chr16	30668907	30672803	2	3555	6230.8728	1106	1
2_MACS_peak_26139_lociStitched	chr6	20401175	20404982	2	3553	9585.6453	1107	1
4_MACS_peak_28928_lociStitched	chr7	104601340	104605381	4	3551	5179.7538	1108	1
2_MACS_peak_13146_lociStitched	chr17	62197130	62200806	2	3549	7047.9948	1109	1
2_MACS_peak_24052_lociStitched	chr4	185377094	185380757	2	3548	5113.548	1110	1
3_MACS_peak_17216_lociStitched	chr2	129127852	129131838	3	3548	7126.5694	1111	1
4_MACS_peak_19924_lociStitched	chr22	23097838	23101643	4	3547	3510.493	1112	1
2_MACS_peak_22341_lociStitched	chr3	174866185	174869742	2	3546	8687.2611	1113	1
2_MACS_peak_27113_lociStitched	chr6	106440018	106443607	2	3546	5760.345	1114	1
2_MACS_peak_27105_lociStitched	chr6	106203595	106207297	2	3546	5345.3178	1115	1
3_MACS_peak_3244_lociStitched	chr1	247373397	247377369	3	3546	6549.0336	1116	1
1_MACS_peak_3374_lociStitched	chr10	11292050	11295594	1	3545	4789.716	1117	1
2_MACS_peak_7876_lociStitched	chr12	123371585	123375213	2	3545	3708.1788	1118	1
4_MACS_peak_30629_lociStitched	chr8	129668755	129672579	4	3545	4861.0688	1119	1
2_MACS_peak_20329_lociStitched	chr22	39266992	39270626	2	3542	6675.2946	1120	1
2_MACS_peak_30477_lociStitched	chr8	118450779	118454345	2	3540	6317.8822	1121	1
2_MACS_peak_20447_lociStitched	chr22	42146810	42150430	2	3540	6917.096	1122	1
2_MACS_peak_1705_lociStitched	chr1	145157529	145161096	2	3539	5660.1156	1123	1
3_MACS_peak_13423_lociStitched	chr17	75088388	75092722	3	3539	6655.2904	1124	1
4_MACS_peak_21319_lociStitched	chr3	55692544	55696353	4	3538	3984.9758	1125	1
2_MACS_peak_5784_lociStitched	chr11	82706287	82710094	2	3537	4556.5983	1126	1
1_MACS_peak_27458_lociStitched	chr6	135333820	135337350	1	3531	6235.392	1127	1
4_MACS_peak_19105_lociStitched	chr20	47537311	47541498	4	3529	5675.8972	1128	1
2_MACS_peak_26510_lociStitched	chr6	35268380	35272214	2	3528	5379.102	1129	1
2_MACS_peak_11407_lociStitched	chr16	58528484	58532121	2	3527	4720.0986	1130	1
3_MACS_peak_26977_lociStitched	chr6	88625809	88629727	3	3527	4073.5446	1131	1
3_MACS_peak_14004_lociStitched	chr18	43762114	43766031	3	3521	3863.3371	1132	1
1_MACS_peak_4924_lociStitched	chr11	16930472	16933991	1	3520	4944.8988	1133	1
2_MACS_peak_13488_lociStitched	chr17	76247148	76250778	2	3520	7921.023	1134	1
3_MACS_peak_21605_lociStitched	chr3	101509463	101513031	3	3517	4134.5984	1135	1
3_MACS_peak_19526_lociStitched	chr21	34601244	34604913	3	3515	7233.8004	1136	1
2_MACS_peak_22419_lociStitched	chr3	182040839	182044376	2	3510	5179.9365	1137	1
4_MACS_peak_6051_lociStitched	chr11	115133741	115137448	4	3510	6153.2493	1138	1
5_MACS_peak_20365_lociStitched	chr22	39635669	39640032	5	3510	3874.344	1139	1
2_MACS_peak_14630_lociStitched	chr19	9917144	9920663	2	3509	5651.1621	1140	1
2_MACS_peak_25414_lociStitched	chr5	147184844	147188361	2	3507	4936.8129	1141	1
4_MACS_peak_24311_lociStitched	chr5	15440716	15444799	4	3506	4490.4834	1142	1
2_MACS_peak_16384_lociStitched	chr2	64439822	64443335	2	3505	4696.5297	1143	1
2_MACS_peak_22772_lociStitched	chr4	4455945	4459809	2	3504	5846.6184	1144	1
2_MACS_peak_18350_lociStitched	chr2	241523625	241527183	2	3502	6278.4468	1145	1
1_MACS_peak_11449_lociStitched	chr16	67191431	67194931	1	3501	5651.8	1146	1
1_MACS_peak_6277_lociStitched	chr11	128562561	128566061	1	3501	9684.5	1147	1
2_MACS_peak_9956_lociStitched	chr15	68074696	68078225	2	3500	5788.2658	1148	1
2_MACS_peak_13351_lociStitched	chr17	73778675	73782207	2	3500	8231.6792	1149	1
3_MACS_peak_4451_lociStitched	chr10	112622066	112625672	3	3500	4485.5034	1150	1
2_MACS_peak_16893_lociStitched	chr2	106189773	106193755	2	3500	4942.8566	1151	1
2_MACS_peak_7564_lociStitched	chr12	104679534	104683078	2	3498	5427.636	1152	1
1_MACS_peak_1688_lociStitched	chr1	144689515	144693010	1	3496	6607.9965	1153	1
1_MACS_peak_11362_lociStitched	chr16	56963739	56967233	1	3495	9861.1162	1154	1
2_MACS_peak_22273_lociStitched	chr3	169657039	169660622	2	3495	8786.9492	1155	1
3_MACS_peak_9941_lociStitched	chr15	67392519	67396202	3	3494	6107.8872	1156	1
1_MACS_peak_2134_lociStitched	chr1	161013988	161017479	1	3492	6860.8623	1157	1
4_MACS_peak_9645_lociStitched	chr15	45018205	45021999	4	3492	5117.3472	1158	1
1_MACS_peak_1710_lociStitched	chr1	145194138	145197627	1	3490	10596.4419	1159	1
2_MACS_peak_29926_lociStitched	chr8	33421189	33424702	2	3490	6841.2162	1160	1
3_MACS_peak_5484_lociStitched	chr11	65834614	65838487	3	3490	6277.7457	1161	1
1_MACS_peak_2906_lociStitched	chr1	218336050	218339538	1	3489	13141.3888	1162	1
2_MACS_peak_25636_lociStitched	chr5	169704050	169707583	2	3489	5271.9426	1163	1
5_MACS_peak_185_lociStitched	chr1	10310891	10314629	5	3486	3551.8476	1164	1
4_MACS_peak_23324_lociStitched	chr4	77621209	77625035	4	3485	4533.4274	1165	1
1_MACS_peak_20736_lociStitched	chr3	12687900	12691383	1	3484	5496.8706	1166	1
1_MACS_peak_1699_lociStitched	chr1	145002604	145006085	1	3482	7993.7684	1167	1
2_MACS_peak_25603_lociStitched	chr5	159893454	159896958	2	3482	5270.3664	1168	1
3_MACS_peak_2681_lociStitched	chr1	205198145	205201968	3	3482	4656.414	1169	1
4_MACS_peak_17984_lociStitched	chr2	219148783	219152655	4	3481	4387.3632	1170	1
1_MACS_peak_29555_lociStitched	chr8	1991424	1994902	1	3479	6699.6714	1171	1
1_MACS_peak_18957_lociStitched	chr20	42378450	42381927	1	3478	8456.4117	1172	1
3_MACS_peak_27880_lociStitched	chr7	6475745	6479387	3	3478	4627.161	1173	1
2_MACS_peak_1676_lociStitched	chr1	143997657	144001454	2	3478	5711.8271	1174	1
3_MACS_peak_30489_lociStitched	chr8	119574901	119578670	3	3477	4863.1407	1175	1
2_MACS_peak_18091_lociStitched	chr2	228274757	228278236	2	3475	6489.7266	1176	1
3_MACS_peak_16778_lociStitched	chr2	96906261	96909928	3	3475	4675.425	1177	1
3_MACS_peak_9698_lociStitched	chr15	49314979	49318592	3	3469	4265.5078	1178	1
1_MACS_peak_4888_lociStitched	chr11	12726844	12730308	1	3465	5919.2832	1179	1
1_MACS_peak_808_lociStitched	chr1	40240246	40243710	1	3465	6392.812	1180	1
3_MACS_peak_21936_lociStitched	chr3	130567473	130571122	3	3464	5591.7276	1181	1
1_MACS_peak_2776_lociStitched	chr1	207978060	207981522	1	3463	7367.136	1182	1
2_MACS_peak_4767_lociStitched	chr11	3531480	3534964	2	3463	5351.7724	1183	1
2_MACS_peak_22761_lociStitched	chr4	4033282	4036754	2	3462	5868.0272	1184	1
2_MACS_peak_25675_lociStitched	chr5	172460946	172464408	2	3461	5987.529	1185	1
2_MACS_peak_2539_lociStitched	chr1	198125410	198129048	2	3461	7932.2952	1186	1
3_MACS_peak_29994_lociStitched	chr8	38812234	38816354	3	3461	4581.028	1187	1
2_MACS_peak_24129_lociStitched	chr4	187749450	187752919	2	3460	7242.9251	1188	1
2_MACS_peak_4670_lociStitched	chr11	267539	271030	2	3460	9042.0391	1189	1
2_MACS_peak_16704_lociStitched	chr2	87783350	87786896	2	3460	5285.313	1190	1
3_MACS_peak_577_lociStitched	chr1	28924710	28928290	3	3460	5000.902	1191	1
4_MACS_peak_19007_lociStitched	chr20	43618779	43622780	4	3459	4347.4866	1192	1
1_MACS_peak_15399_lociStitched	chr19	47614174	47617630	1	3457	13440.0384	1193	1
1_MACS_peak_10068_lociStitched	chr15	74674891	74678347	1	3457	6382.8864	1194	1
3_MACS_peak_20848_lociStitched	chr3	23202521	23206483	3	3456	4681.103	1195	1
2_MACS_peak_10000_lociStitched	chr15	69958657	69962153	2	3455	5082.8344	1196	1
2_MACS_peak_27052_lociStitched	chr6	96024440	96027989	2	3455	6344.1924	1197	1
2_MACS_peak_29259_lociStitched	chr7	134843365	134846987	2	3454	5862.5692	1198	1
4_MACS_peak_25474_lociStitched	chr5	150459899	150463917	4	3454	7344.1004	1199	1
2_MACS_peak_17526_lociStitched	chr2	173420022	173423604	2	3453	6532.8516	1200	1
3_MACS_peak_12201_lociStitched	chr17	19090592	19094294	3	3453	4527.1758	1201	1
2_MACS_peak_20066_lociStitched	chr22	29186270	29189848	2	3452	7358.5148	1202	1
3_MACS_peak_32444_lociStitched	chrX	39712939	39716492	3	3447	6665.0727	1203	1
3_MACS_peak_316_lociStitched	chr1	16767143	16771021	3	3447	5082.8946	1204	1
2_MACS_peak_24580_lociStitched	chr5	58856365	58860307	2	3446	4682.7018	1205	1
3_MACS_peak_10879_lociStitched	chr16	14447970	14451845	3	3443	4149.7375	1206	1
3_MACS_peak_12862_lociStitched	chr17	46527877	46531799	3	3443	4411.4656	1207	1
2_MACS_peak_9335_lociStitched	chr15	23665393	23669036	2	3440	4540.2709	1208	1
1_MACS_peak_9297_lociStitched	chr15	21925026	21928463	1	3438	6483.9005	1209	1
2_MACS_peak_28706_lociStitched	chr7	92365600	92369492	2	3438	4544.6884	1210	1
3_MACS_peak_26019_lociStitched	chr6	11384709	11388223	3	3437	4580.1476	1211	1
1_MACS_peak_13182_lociStitched	chr17	63116546	63119981	1	3436	5426.2695	1212	1
3_MACS_peak_12585_lociStitched	chr17	37931979	37935904	3	3436	4951.3875	1213	1
1_MACS_peak_31699_lociStitched	chr9	112904208	112907641	1	3434	6347.9603	1214	1
2_MACS_peak_10404_lociStitched	chr15	91472503	91475951	2	3434	5927.112	1215	1
1_MACS_peak_24432_lociStitched	chr5	42991609	42995040	1	3432	6256.7716	1216	1
3_MACS_peak_24482_lociStitched	chr5	53940312	53943816	3	3432	5407.3728	1217	1
1_MACS_peak_23030_lociStitched	chr4	38091338	38094765	1	3428	5957.1541	1218	1
3_MACS_peak_26713_lociStitched	chr6	45676216	45679711	3	3424	5926.122	1219	1
2_MACS_peak_18993_lociStitched	chr20	43278638	43282178	2	3423	5877.108	1220	1
3_MACS_peak_2494_lociStitched	chr1	192542609	192546182	3	3423	5525.6445	1221	1
4_MACS_peak_4195_lociStitched	chr10	94350624	94354131	4	3422	4997.475	1222	1
