REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_7854_lociStitched	chr12	122237656	122242755	2	4667	9452.5262	535	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	0.6645	535	1
3_MACS_peak_25681_lociStitched	chr5	173169028	173174027	3	4409	10341.4313	536	1			BOD1	BOD1	NONE	536	1
1_MACS_peak_22463_lociStitched	chr3	183269412	183274296	1	4885	8564.094	537	1	KLHL6		KLHL6	KLHL6	1.0482	537	1
1_MACS_peak_16913_lociStitched	chr2	106411740	106416359	1	4620	9583.9631	538	1	NCK2		NCK2	NCK2	0.2798	538	1
1_MACS_peak_32065_lociStitched	chr9	134529466	134534346	1	4881	8533.656	539	1	RAPGEF1		RAPGEF1	RAPGEF1	0.3012	539	1
3_MACS_peak_21568_lociStitched	chr3	99341807	99346803	3	4625	9516.3808	540	1	MIR548G	COL8A1	COL8A1	COL8A1	0.0793	540	1
1_MACS_peak_5986_lociStitched	chr11	111246816	111251321	1	4506	9928.119	542	1	POU2AF1		POU2AF1	POU2AF1	0.7978	542	1
2_MACS_peak_7509_lociStitched	chr12	98908397	98912929	2	4399	10248.6648	543	1	TMPO,LOC100128191		LOC100128191	LOC100128191	0.8732	543	1
3_MACS_peak_16659_lociStitched	chr2	86084593	86089992	3	5204	6807.5991	544	1	ST3GAL5		ST3GAL5	ST3GAL5	0.3275	544	1
2_MACS_peak_31637_lociStitched	chr9	104187669	104192762	2	4820	8639.7652	546	1	ALDOB	ZNF189,BAAT,MRPL50	ALDOB	ALDOB	0.5344	546	1
2_MACS_peak_18780_lociStitched	chr20	32444156	32448835	2	4215	10758.4247	548	1		CHMP4B	CHMP4B	CHMP4B	0.8667	548	1
4_MACS_peak_23190_lociStitched	chr4	57840665	57845796	4	4823	8544.6543	549	1	POLR2B,C4orf14		C4orf14	C4orf14	0.4719	549	1
1_MACS_peak_2526_lociStitched	chr1	194797438	194801732	1	4295	10455.0312	550	1				NONE	NONE	550	1
3_MACS_peak_3921_lociStitched	chr10	72334478	72339947	3	5104	7164.9369	551	1		PRF1	PRF1	PRF1	0.092	551	1
5_MACS_peak_13974_lociStitched	chr18	42336245	42341694	5	4971	7813.3211	552	1	SETBP1		SETBP1	SETBP1	0.3747	552	1
1_MACS_peak_14170_lociStitched	chr18	56751830	56756522	1	4693	8981.4264	553	1		LOC390858	LOC390858	LOC390858	0.07	553	1
5_MACS_peak_26029_lociStitched	chr6	12008411	12013531	5	4830	8371.2	554	1	HIVEP1		HIVEP1	HIVEP1	0.2154	554	1
2_MACS_peak_30879_lociStitched	chr9	624814	630256	2	4972	7673.22	555	1	KANK1		KANK1	KANK1	0.1569	555	1
3_MACS_peak_1316_lociStitched	chr1	87793493	87798421	3	4742	8669.8304	556	1	LMO4		LMO4	LMO4	0.5276	556	1
5_MACS_peak_24986_lociStitched	chr5	109074437	109080154	5	5116	6822.0961	557	1	MAN2A1		MAN2A1	MAN2A1	0.2976	557	1
3_MACS_peak_3421_lociStitched	chr10	14597380	14602398	3	4971	7571.6602	559	1	FAM107B		MIR1265	MIR1265	NONE	559	1
1_MACS_peak_13516_lociStitched	chr17	76884928	76889208	1	4281	10255.308	560	1	TIMP2	USP36	TIMP2	TIMP2	0.3139	560	1
1_MACS_peak_3027_lociStitched	chr1	227069445	227074415	1	4971	7489.293	561	1	PSEN2		PSEN2	PSEN2	0.4472	561	1
4_MACS_peak_898_lociStitched	chr1	44297376	44302947	4	4994	7364.3049	562	1	ST3GAL3		ARTN	ARTN	NONE	562	1
3_MACS_peak_24439_lociStitched	chr5	43038190	43043508	3	4796	8295.5482	563	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	C5orf39	0.8468	563	1
3_MACS_peak_32070_lociStitched	chr9	134602517	134607821	3	5101	6774.7992	564	1	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.3012	564	1
2_MACS_peak_14443_lociStitched	chr19	2474617	2479709	2	4923	7657.3496	565	1	GADD45B	TIMM13,LMNB2	GADD45B	TIMM13	0.8366	565	1
2_MACS_peak_22596_lociStitched	chr3	193851431	193855608	2	4137	10545.2542	566	1	HES1		HES1	HES1	1.47	566	1
3_MACS_peak_31507_lociStitched	chr9	95523437	95528391	3	4814	8022.0122	567	1	BICD2	ANKRD19	BICD2	BICD2	0.4139	567	1
2_MACS_peak_13225_lociStitched	chr17	66230581	66235819	2	4856	7826.6196	568	1		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	0.338	568	1
2_MACS_peak_3295_lociStitched	chr10	3824683	3828858	2	3973	10967.3075	569	1	KLF6		KLF6	KLF6	0.6965	569	1
3_MACS_peak_21842_lociStitched	chr3	125634014	125639193	3	4984	7158.9317	570	1	LOC100125556	ROPN1B,ALG1L	LOC100125556	LOC100125556	0.4929	570	1
4_MACS_peak_12597_lociStitched	chr17	38019533	38024689	4	4839	7839.698	571	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.4294	571	1
3_MACS_peak_2022_lociStitched	chr1	156194400	156199273	3	4764	8176.4067	572	1	PMF1	SLC25A44,BGLAP,PAQR6	PMF1	PMF1	0.6835	572	1
2_MACS_peak_20043_lociStitched	chr22	27010083	27014923	2	4832	7866.452	573	1	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	0.8365	573	1
5_MACS_peak_5570_lociStitched	chr11	67568968	67573981	5	4914	7470.8739	574	1	LOC645332		LOC645332	LOC645332	0.4443	574	1
4_MACS_peak_16102_lociStitched	chr2	38890252	38895537	4	5021	6871.557	575	1	GALM		GALM	GALM	0.3014	575	1
2_MACS_peak_15239_lociStitched	chr19	41768318	41772131	2	3411	12245.0682	576	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	HNRNPUL1	0.4965	576	1
2_MACS_peak_18297_lociStitched	chr2	238608196	238613288	2	5031	6775.9244	577	1	LRRFIP1		LRRFIP1	LRRFIP1	0.2327	577	1
2_MACS_peak_6092_lociStitched	chr11	117878134	117883122	2	4922	7280.9836	579	1		IL10RA	IL10RA	IL10RA	0.3586	579	1
2_MACS_peak_17317_lociStitched	chr2	137138036	137142396	2	4355	9611.62	580	1			CXCR4	CXCR4	NONE	580	1
3_MACS_peak_19363_lociStitched	chr20	62358047	62363060	3	4881	7433.7777	581	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	LIME1	0.6145	581	1
5_MACS_peak_27976_lociStitched	chr7	20256050	20261497	5	4765	7979.3103	582	1	MACC1		MACC1	MACC1	0.1991	582	1
2_MACS_peak_534_lociStitched	chr1	27761617	27766543	2	4897	7345.1586	583	1	WASF2	GPR3	GPR3	GPR3	0.1441	583	1
1_MACS_peak_25810_lociStitched	chr5	179245110	179248933	1	3824	11163.16	584	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	MGAT4B	0.5054	584	1
1_MACS_peak_4569_lociStitched	chr10	125863709	125868005	1	4297	9769.104	585	1		CHST15	CHST15	CHST15	0.7391	585	1
4_MACS_peak_6113_lociStitched	chr11	118738856	118744005	4	4650	8447.4494	586	1		CXCR5,BCL9L	CXCR5	CXCR5	0.178	586	1
3_MACS_peak_20752_lociStitched	chr3	13372145	13376890	3	4502	9028.786	587	1	NUP210		NUP210	NUP210	0.3262	587	1
2_MACS_peak_28284_lociStitched	chr7	44675517	44680240	2	4679	8290.7542	589	1	OGDH		OGDH	OGDH	0.354	589	1
2_MACS_peak_21641_lociStitched	chr3	108787704	108792618	2	4833	7586.2332	590	1	MORC1		MORC1	MORC1	0.1375	590	1
1_MACS_peak_2178_lociStitched	chr1	161774114	161778848	1	4735	8026.497	591	1	ATF6		ATF6	ATF6	0.2351	591	1
3_MACS_peak_14452_lociStitched	chr19	2594930	2600157	3	4685	8202.2084	592	1	GNG7		GNG7	GNG7	0.401	592	1
2_MACS_peak_3013_lociStitched	chr1	226592944	226596941	2	3957	10703.5663	594	1	PARP1		PARP1	PARP1	0.3638	594	1
2_MACS_peak_28343_lociStitched	chr7	47708419	47712200	2	3688	11405.7646	595	1		C7orf65	C7orf65	C7orf65	0.1994	595	1
1_MACS_peak_22281_lociStitched	chr3	169760633	169765112	1	4480	8980.395	596	1	GPR160		GPR160	GPR160	0.4121	596	1
3_MACS_peak_29808_lociStitched	chr8	26432191	26436804	3	4450	9065.9289	597	1	DPYSL2		DPYSL2	DPYSL2	0.1666	597	1
1_MACS_peak_20006_lociStitched	chr22	24822635	24826340	1	3706	11323.5915	598	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.9005	598	1
1_MACS_peak_8875_lociStitched	chr14	69258790	69263291	1	4502	8838.1636	599	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	0.653	599	1
1_MACS_peak_24289_lociStitched	chr5	14211716	14216051	1	4336	9436.428	600	1	TRIO		TRIO	TRIO	0.1355	600	1
2_MACS_peak_2777_lociStitched	chr1	207996082	208000641	2	4555	8597.3622	601	1		LOC148696,MIR29C,MIR29B2	LOC148696	MIR29B2	0.8625	601	1
1_MACS_peak_27323_lociStitched	chr6	119668452	119672262	1	3811	11007.09	602	1	MAN1A1		MAN1A1	MAN1A1	0.163	602	1
2_MACS_peak_31898_lociStitched	chr9	129765985	129770902	2	4809	7459.089	603	1	RALGPS1		RALGPS1	RALGPS1	0.2159	603	1
1_MACS_peak_5674_lociStitched	chr11	72862350	72866476	1	4127	10074.4542	604	1		FCHSD2	FCHSD2	FCHSD2	0.1094	604	1
3_MACS_peak_10750_lociStitched	chr16	9053796	9058588	3	4440	8991.7088	605	1	USP7		USP7	USP7	0.2342	605	1
1_MACS_peak_26753_lociStitched	chr6	52399515	52403637	1	4123	10062.2142	606	1	TRAM2		TRAM2	TRAM2	0.6482	606	1
1_MACS_peak_5644_lociStitched	chr11	71419217	71423706	1	4490	8778.2395	607	1			FAM86C	FAM86C	NONE	607	1
4_MACS_peak_27228_lociStitched	chr6	109222965	109228068	4	4830	7274.3265	608	1	ARMC2		ARMC2	ARMC2	0.3888	608	1
2_MACS_peak_3765_lociStitched	chr10	52381578	52385922	2	4332	9355.6728	609	1	SGMS1		SGMS1	SGMS1	0.1548	609	1
1_MACS_peak_18777_lociStitched	chr20	32413343	32418197	1	4855	7144.6026	610	1	CHMP4B		CHMP4B	CHMP4B	0.8667	610	1
2_MACS_peak_28686_lociStitched	chr7	90559453	90563993	2	4536	8578.33	611	1	CDK14		CDK14	CDK14	0.1375	611	1
3_MACS_peak_2575_lociStitched	chr1	200987956	200992772	3	4625	8209.3536	612	1	KIF21B		KIF21B	KIF21B	0.2704	612	1
2_MACS_peak_22638_lociStitched	chr3	195820570	195825242	2	4347	9287.0016	613	1		LOC401109,TFRC	TFRC	TFRC	0.3279	613	1
1_MACS_peak_15387_lociStitched	chr19	47217012	47221630	1	4619	8227.8906	614	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	STRN4	0.3295	614	1
2_MACS_peak_7490_lociStitched	chr12	96587463	96590864	2	3339	12028.3167	615	1	ELK3		ELK3	ELK3	0.2801	615	1
4_MACS_peak_30344_lociStitched	chr8	95971153	95976257	4	4961	6502.496	616	1		TP53INP1	TP53INP1	TP53INP1	0.3473	616	1
2_MACS_peak_2038_lociStitched	chr1	156468591	156472884	2	3866	10733.7879	617	1	MEF2D		MEF2D	MEF2D	0.8171	617	1
3_MACS_peak_21555_lociStitched	chr3	98479816	98484687	3	4608	8204.7124	618	1	ST3GAL6		ST3GAL6	ST3GAL6	0.6621	618	1
4_MACS_peak_7270_lociStitched	chr12	69200508	69205748	4	4357	9155.852	619	1	MDM2		MDM2	MDM2	0.3243	619	1
3_MACS_peak_24030_lociStitched	chr4	185264313	185269709	3	4759	7483.1728	620	1			ENPP6	ENPP6	0.0698	620	1
2_MACS_peak_18580_lociStitched	chr20	17834849	17839414	2	4546	8426.077	621	1			SNORD17	SNORD17	NONE	621	1
1_MACS_peak_30927_lociStitched	chr9	5626132	5630254	1	4123	9898.5708	622	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.1977	622	1
2_MACS_peak_26543_lociStitched	chr6	36559114	36563057	2	3900	10506.1235	623	1	SRSF3	STK38,MIR3925	SRSF3	SRSF3	0.7311	623	1
3_MACS_peak_23801_lociStitched	chr4	144338186	144343316	3	4710	7555.464	625	1	GAB1		GAB1	GAB1	0.377	625	1
3_MACS_peak_4421_lociStitched	chr10	112152330	112157667	3	4800	7087.536	626	1			SMNDC1	SMNDC1	0.223	626	1
1_MACS_peak_19404_lociStitched	chr21	11168477	11172044	1	3568	11298.4725	629	1			BAGE	BAGE	NONE	629	1
3_MACS_peak_9748_lociStitched	chr15	52754521	52759402	3	4536	8251.3305	630	1	MYO5A		MYO5A	MYO5A	0.2533	630	1
1_MACS_peak_1670_lociStitched	chr1	143742248	143745891	1	3644	11107.507	631	1	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.3095	631	1
1_MACS_peak_22679_lociStitched	chr3	197460659	197464551	1	3893	10409.5432	632	1	KIAA0226	FYTTD1	KIAA0226	KIAA0226	0.3641	632	1
2_MACS_peak_11578_lociStitched	chr16	70769928	70773740	2	3730	10834.8476	633	1	VAC14	LOC100130894,MTSS1L	LOC100130894	MTSS1L	0.1069	633	1
2_MACS_peak_24054_lociStitched	chr4	185393262	185396998	2	3658	11009.6184	634	1	IRF2		IRF2	IRF2	0.8605	634	1
2_MACS_peak_2033_lociStitched	chr1	156457448	156462141	2	4596	7896.4418	635	1	MEF2D		MEF2D	MEF2D	0.8171	635	1
1_MACS_peak_20260_lociStitched	chr22	37624541	37628528	1	3988	10097.0775	636	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	RAC2	0.8894	636	1
4_MACS_peak_17131_lociStitched	chr2	114643705	114648600	4	4608	7834.4475	637	1	ACTR3		ACTR3	ACTR3	0.1687	637	1
3_MACS_peak_22621_lociStitched	chr3	195269090	195273764	3	4573	7969.17	638	1	PPP1R2	APOD	PPP1R2	PPP1R2	0.3964	638	1
4_MACS_peak_18967_lociStitched	chr20	42576123	42581108	4	4645	7645.993	639	1	TOX2		TOX2	TOX2	0.4681	639	1
3_MACS_peak_27848_lociStitched	chr7	5461408	5466578	3	4829	6724.619	640	1	TNRC18		TNRC18	TNRC18	0.1274	640	1
3_MACS_peak_9418_lociStitched	chr15	31617360	31622064	3	4539	8113.9296	641	1	KLF13		KLF13	KLF13	0.7484	641	1
5_MACS_peak_23521_lociStitched	chr4	103533469	103538897	5	4728	7245.2944	642	1	NFKB1		NFKB1	NFKB1	0.2087	642	1
1_MACS_peak_31468_lociStitched	chr9	93923871	93927736	1	3866	10426.997	643	1			LOC100129316	LOC100129316	0.1523	643	1
4_MACS_peak_24259_lociStitched	chr5	7868666	7873508	4	4699	7384.5342	644	1	MTRR,FASTKD3	C5orf49	MTRR	MTRR	0.2745	644	1
2_MACS_peak_13954_lociStitched	chr18	35011832	35016682	2	4836	6674.57	645	1	CELF4		CELF4	CELF4	0.1001	645	1
2_MACS_peak_31153_lociStitched	chr9	37528112	37532816	2	4518	8172.2592	646	1	FBXO10	POLR1E	POLR1E	POLR1E	0.1379	646	1
1_MACS_peak_4055_lociStitched	chr10	81001733	81006241	1	4509	8200.052	647	1	ZMIZ1		PPIF	PPIF	NONE	647	1
3_MACS_peak_427_lociStitched	chr1	24528422	24533356	3	4473	8296.0276	649	1	LOC284632	IL28RA	LOC284632	LOC284632	0.5193	649	1
2_MACS_peak_21907_lociStitched	chr3	129032043	129036860	2	4604	7731.285	650	1	C3orf47,H1FX	C3orf37	C3orf47	C3orf47	0.7155	650	1
2_MACS_peak_14864_lociStitched	chr19	16434774	16439342	2	4371	8680.1136	651	1	KLF2		KLF2	KLF2	0.9432	651	1
3_MACS_peak_16722_lociStitched	chr2	88903180	88908525	3	4802	6733.0965	652	1	EIF2AK3		EIF2AK3	EIF2AK3	0.3516	652	1
3_MACS_peak_19540_lociStitched	chr21	34751727	34756749	3	4707	7221.636	653	1		IFNGR2	IFNGR2	IFNGR2	0.3065	653	1
1_MACS_peak_13359_lociStitched	chr17	73871273	73875169	1	3897	10248.8176	654	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	0.9513	654	1
1_MACS_peak_19538_lociStitched	chr21	34702076	34705824	1	3749	10649.5672	656	1	IFNAR1		IFNAR1	IFNAR1	0.639	656	1
1_MACS_peak_25382_lociStitched	chr5	142781792	142785608	1	3817	10460.4192	658	1	NR3C1		NR3C1	NR3C1	0.2006	658	1
2_MACS_peak_11508_lociStitched	chr16	68284185	68288218	2	4027	9842.9398	659	1	PLA2G15	SLC7A6,ESRP2	PLA2G15	PLA2G15	1.095	659	1
4_MACS_peak_21919_lociStitched	chr3	129607849	129612625	4	4459	8279.6736	660	1	TMCC1	TMCC1	TMCC1	TMCC1	0.1143	660	1
1_MACS_peak_28886_lociStitched	chr7	102071634	102075526	1	3893	10210.2728	661	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.9855	661	1
2_MACS_peak_18578_lociStitched	chr20	17826454	17831233	2	4623	7519.7565	662	1			SNORD17	SNORD17	NONE	662	1
3_MACS_peak_14733_lociStitched	chr19	12721152	12725715	3	4461	8217.963	663	1	ZNF791,ZNF490		ZNF791	ZNF791	0.3512	663	1
2_MACS_peak_21858_lociStitched	chr3	126629068	126633135	2	4040	9722.5702	664	1	CHCHD6		PLXNA1	PLXNA1	NONE	664	1
1_MACS_peak_11974_lociStitched	chr17	4850475	4854156	1	3682	10708.029	665	1	PFN1	C17orf107,GP1BA,RNF167,ENO3,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.15	665	1
2_MACS_peak_19577_lociStitched	chr21	36258554	36262514	2	3938	9950.688	666	1	RUNX1		RUNX1	RUNX1	0.2259	666	1
2_MACS_peak_3185_lociStitched	chr1	240075105	240079571	2	4405	8239.3234	668	1			RPS7P5	RPS7P5	NONE	668	1
3_MACS_peak_18964_lociStitched	chr20	42569136	42573873	3	4427	8130.1131	670	1	TOX2	TOX2	TOX2	TOX2	0.4681	670	1
2_MACS_peak_30802_lociStitched	chr8	145009527	145014156	2	4602	7349.0004	671	1	PLEC	MIR661,PARP10	PLEC	MIR661	0.5359	671	1
1_MACS_peak_19265_lociStitched	chr20	56054266	56058323	1	4058	9451.9986	672	1		CTCFL	CTCFL	CTCFL	0.3281	672	1
1_MACS_peak_23730_lociStitched	chr4	129730395	129734365	1	3971	9710.223	676	1	PHF17		PHF17	PHF17	0.351	676	1
3_MACS_peak_32928_lociStitched	chrX	119435226	119440749	3	4659	6995.9841	677	1	FAM70A		FAM70A	FAM70A	0.2626	677	1
2_MACS_peak_19276_lociStitched	chr20	56192627	56196916	2	4253	8737.5508	678	1	ZBP1		ZBP1	ZBP1	0.5881	678	1
1_MACS_peak_13550_lociStitched	chr17	78882469	78886854	1	4386	8203.8965	679	1	RPTOR		CHMP6	CHMP6	NONE	679	1
2_MACS_peak_15982_lociStitched	chr2	28612905	28616980	2	4033	9466.6325	680	1	FOSL2		FOSL2	FOSL2	0.3704	680	1
2_MACS_peak_8496_lociStitched	chr13	114581773	114586277	2	4204	8877.8344	681	1		FLJ44054,GAS6	FLJ44054	GAS6	0.5058	681	1
4_MACS_peak_10722_lociStitched	chr16	5144060	5148911	4	4656	6914.1303	682	1	FAM86A	ALG1,C16orf89	FAM86A	FAM86A	0.3968	682	1
4_MACS_peak_22492_lociStitched	chr3	184779058	184783671	4	4430	7956.9637	683	1			C3orf70	C3orf70	NONE	683	1
1_MACS_peak_22429_lociStitched	chr3	182430548	182435073	1	4526	7514.6675	684	1			ATP11B	ATP11B	NONE	684	1
1_MACS_peak_7653_lociStitched	chr12	109176602	109180903	1	4302	8450.1747	685	1	SSH1	SSH1	SSH1	SSH1	0.3842	685	1
2_MACS_peak_17202_lociStitched	chr2	128585817	128589883	2	4048	9354.2396	686	1		WDR33,POLR2D	WDR33	POLR2D	0.2279	686	1
2_MACS_peak_7170_lociStitched	chr12	58289940	58294456	2	4428	7921.064	687	1		XRCC6BP1,CTDSP2	XRCC6BP1	CTDSP2	0.4823	687	1
1_MACS_peak_19731_lociStitched	chr21	45283445	45287615	1	4171	8828.307	691	1	AGPAT3		AGPAT3	AGPAT3	0.2389	691	1
2_MACS_peak_29885_lociStitched	chr8	29410676	29415372	2	4606	6991.8744	692	1			C8orf75	C8orf75	0.2852	692	1
1_MACS_peak_24862_lociStitched	chr5	88636788	88641324	1	4537	7311.1248	694	1			MEF2C	MEF2C	0.2781	694	1
1_MACS_peak_29179_lociStitched	chr7	128577459	128581938	1	4480	7572.6453	695	1	IRF5	KCP	IRF5	IRF5	0.6071	695	1
1_MACS_peak_14081_lociStitched	chr18	48677485	48681456	1	3972	9481.5567	696	1		MEX3C	MEX3C	MEX3C	0.3747	696	1
2_MACS_peak_28334_lociStitched	chr7	47533447	47538161	2	4615	6918.2664	697	1	TNS3		TNS3	TNS3	0.1795	697	1
2_MACS_peak_4564_lociStitched	chr10	125837224	125841976	2	4397	7884.9936	698	1	CHST15		CHST15	CHST15	0.7391	698	1
2_MACS_peak_12249_lociStitched	chr17	20943668	20947864	2	4119	8932.4448	699	1	USP22		USP22	USP22	0.3294	699	1
3_MACS_peak_19677_lociStitched	chr21	43535371	43539941	3	4319	8178.472	700	1	UMODL1	C21orf128	C21orf128	C21orf128	0.5435	700	1
1_MACS_peak_22919_lociStitched	chr4	15002882	15007066	1	4185	8661.2984	701	1	CPEB2		CPEB2	CPEB2	0.1822	701	1
6_MACS_peak_19964_lociStitched	chr22	23521133	23526186	6	4641	6654.2957	703	1	BCR	RAB36,RTDR1	BCR	RAB36	0.4107	703	1
2_MACS_peak_21890_lociStitched	chr3	128821463	128825581	2	4108	8905.5868	705	1	RAB43	GP9	RAB43	RAB43	0.5527	705	1
1_MACS_peak_3914_lociStitched	chr10	72237551	72241589	1	4039	9136.3788	707	1	KIAA1274	NODAL	KIAA1274	KIAA1274	0.3947	707	1
3_MACS_peak_14417_lociStitched	chr19	2093421	2098074	3	4359	7937.5527	708	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	1.176	708	1
3_MACS_peak_26869_lociStitched	chr6	74229288	74233733	3	4230	8446.389	709	1	EEF1A1		EEF1A1	EEF1A1	0.7627	709	1
2_MACS_peak_14434_lociStitched	chr19	2393201	2397034	2	3585	10434.5759	710	1	TMPRSS9	TIMM13	TMPRSS9	TIMM13	0.8366	710	1
2_MACS_peak_24508_lociStitched	chr5	55287285	55291661	2	4371	7823.4128	711	1	IL6ST		IL6ST	IL6ST	0.3526	711	1
1_MACS_peak_19750_lociStitched	chr21	45717301	45721119	1	3819	9772.5528	712	1	AIRE,PFKL	DNMT3L,C21orf2	PFKL	DNMT3L	1.1374	712	1
2_MACS_peak_13512_lociStitched	chr17	76775503	76779509	2	3840	9676.493	714	1	CYTH1		CYTH1	CYTH1	0.6113	714	1
1_MACS_peak_27039_lociStitched	chr6	91181887	91186412	1	4526	7062.1675	715	1			MAP3K7	MAP3K7	NONE	715	1
1_MACS_peak_6927_lociStitched	chr12	48284245	48288862	1	4618	6584.3037	716	1	VDR		VDR	VDR	0.3561	716	1
3_MACS_peak_28193_lociStitched	chr7	37380436	37385440	3	4559	6854.9796	717	1	ELMO1		ELMO1	ELMO1	0.1153	717	1
1_MACS_peak_1710_lociStitched	chr1	145194138	145197627	1	3490	10596.4419	718	1		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.4684	718	1
3_MACS_peak_11386_lociStitched	chr16	57640489	57645097	3	4165	8535.8592	720	1		GPR56	GPR56	GPR56	0.2898	720	1
1_MACS_peak_102_lociStitched	chr1	6660585	6664579	1	3995	9104.7224	721	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	0.524	721	1
4_MACS_peak_560_lociStitched	chr1	28570656	28575798	4	4589	6643.9782	722	1		ATPIF1,SESN2,DNAJC8	ATPIF1	ATPIF1	0.2551	722	1
3_MACS_peak_18911_lociStitched	chr20	37518877	37523246	3	4251	8062.1157	723	1	PPP1R16B	FAM83D	FAM83D	FAM83D	0.1376	723	1
2_MACS_peak_31060_lociStitched	chr9	33452864	33457426	2	4541	6741.2674	724	1		AQP3,NOL6	AQP3	AQP3	0.3656	724	1
3_MACS_peak_6322_lociStitched	chr11	130700506	130705425	3	4572	6568.8326	725	1			SNX19	SNX19	NONE	725	1
1_MACS_peak_22300_lociStitched	chr3	170072526	170076283	1	3758	9709.5908	726	1	SKIL	SKIL	SKIL	SKIL	0.3229	726	1
3_MACS_peak_20679_lociStitched	chr3	8698019	8702817	3	4379	7451.294	727	1		C3orf32	C3orf32	C3orf32	0.0874	727	1
3_MACS_peak_15461_lociStitched	chr19	49375551	49379769	3	4135	8387.9148	728	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	0.7427	728	1
3_MACS_peak_26118_lociStitched	chr6	16759686	16763870	3	4171	8244.1536	729	1	ATXN1		ATXN1	ATXN1	0.1347	729	1
2_MACS_peak_7555_lociStitched	chr12	104321067	104325059	2	3851	9334.4936	731	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.3224	731	1
2_MACS_peak_19696_lociStitched	chr21	44526748	44531029	2	4072	8590.6827	732	1	U2AF1	CBS	U2AF1	U2AF1	0.4495	732	1
3_MACS_peak_6300_lociStitched	chr11	129285696	129290068	3	4341	7515.9052	733	1	BARX2		BARX2	BARX2	0.3974	733	1
3_MACS_peak_28251_lociStitched	chr7	43686044	43690814	3	4394	7258.509	736	1	C7orf44		STK17A	STK17A	NONE	736	1
3_MACS_peak_26315_lociStitched	chr6	27858737	27863466	3	4335	7516.7455	737	1	HIST1H2BO,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J,OR2B2	HIST1H2BO	HIST1H2BO	0.8911	737	1
2_MACS_peak_24413_lociStitched	chr5	39073496	39077310	2	3730	9668.1086	738	1	RICTOR		RICTOR	RICTOR	0.1368	738	1
1_MACS_peak_9424_lociStitched	chr15	31636190	31640469	1	4280	7683.3724	740	1	KLF13		KLF13	KLF13	0.7484	740	1
1_MACS_peak_19671_lociStitched	chr21	43450235	43453791	1	3557	10101.1736	741	1		C21orf121,UMODL1,ZNF295	C21orf121	UMODL1	0.6057	741	1
1_MACS_peak_14571_lociStitched	chr19	6799563	6803618	1	4056	8554.428	742	1	VAV1	SH2D3A	VAV1	VAV1	0.3611	742	1
2_MACS_peak_25661_lociStitched	chr5	171611225	171615776	2	4473	6787.8165	743	1	STK10	EFCAB9	STK10	STK10	0.2046	743	1
1_MACS_peak_22178_lociStitched	chr3	156804974	156808542	1	3569	10058.9056	744	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	1.1702	744	1
3_MACS_peak_9982_lociStitched	chr15	68588943	68593304	3	4209	7947.4864	745	1		FEM1B	FEM1B	FEM1B	0.6655	745	1
1_MACS_peak_7246_lociStitched	chr12	68381532	68385653	1	4122	8238.7032	746	1			IFNG	IFNG	NONE	746	1
2_MACS_peak_23186_lociStitched	chr4	57622665	57626749	2	3951	8846.7608	747	1			SPINK2	SPINK2	NONE	747	1
1_MACS_peak_29447_lociStitched	chr7	150129553	150133780	1	4228	7794.1653	748	1	LOC285972	LOC728743,GIMAP8	LOC285972	LOC728743	1.5551	748	1
