GENE_ID	locusLine	bin_1_31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45.bam
NM_024516	chr16(.):29822527-29838816	0.6098
NM_152338	chr16(.):29784560-29796840	0.1718
NM_005115	chr16(.):29826714-29864360	0.3063
NM_002720	chr16(.):30082383-30101695	0.3213
NR_027081	chr16(.):30120432-30130826	0.3234
NM_001127617	chr16(.):30070972-30086735	0.6015
NM_184041	chr16(.):30072043-30086735	0.6325
NM_184043	chr16(.):30070599-30086735	0.5919
NM_001109891	chr16(.):30120425-30139630	0.3175
NM_000034	chr16(.):30059490-30086735	0.5125
NM_004608	chr16(.):30092114-30108205	0.5275
NM_024307	chr16(.):30111130-30129878	0.2329
NM_001145524	chr16(.):30098636-30112537	0.5753
NM_031477	chr16(.):30098634-30112521	0.5758
NM_001039182	chr16(.):30199255-30210627	0.7277
NM_178044	chr16(.):30200163-30213887	0.7252
NM_003166	chr16(.):30201468-30220650	0.7177
NM_001017389	chr16(.):30201468-30220620	0.7155
NM_001193333	chr16(.):30189730-30205396	0.7284
NR_002454	chr16(.):30195004-30205575	0.9416
NR_037608	chr16(.):30200753-30220650	0.7023
NR_002556	chr16(.):30210637-30223248	0.6963
NR_002555	chr16(.):30229349-30261932	0.2322
NM_001017390	chr16(.):30205548-30220650	0.6225
NR_002453	chr16(.):30273913-30351695	0.1599
NM_006110	chr16(.):30357086-30371682	0.4876
NM_052838	chr16(.):30384455-30399171	0.582
NM_013292	chr16(.):30381122-30394310	0.6883
NM_015527	chr16(.):30363421-30386522	0.4425
NR_024465	chr16(.):30357086-30371255	0.5001
NM_012248	chr16(.):30449951-30462224	0.3249
NM_016643	chr16(.):30413734-30434916	0.3829
NM_024096	chr16(.):30430018-30446373	0.336
NM_024671	chr16(.):30530321-30542910	0.4746
NM_138447	chr16(.):30609699-30626682	0.3082
NM_152458	chr16(.):30586993-30602092	0.2067
NM_001024683	chr16(.):30576018-30588728	0.4111
NM_024031	chr16(.):30657240-30672734	0.7684
NM_023931	chr16(.):30537778-30551194	0.6383
NM_001172679	chr16(.):30560084-30574642	0.4211
NM_001105079	chr16(.):30670777-30687131	0.2413
NR_002966	chr16(.):30716857-30726986	0.1489
NM_006662	chr16(.):30705461-30756450	0.2314
NM_001126108	chr16(.):56894118-56954762	0.4054
NM_001010989	chr16(.):56960747-56982793	0.7525
NM_032206	chr16(.):57018409-57122436	0.2369
NM_018110	chr16(.):57500869-57525385	0.2358
NM_153837	chr16(.):57571600-57616100	0.3126
NM_033212	chr16(.):57541089-57575477	0.2928
NM_001172643	chr16(.):66536905-66589194	0.5143
NM_001172644	chr16(.):66536905-66589315	0.5133
NM_052999	chr16(.):66595349-66618038	0.1293
NM_181641	chr16(.):66581471-66604971	0.3525
NM_181271	chr16(.):66595293-66618038	0.129
NM_001040138	chr16(.):66581465-66605154	0.3497
NM_020786	chr16(.):66909435-66926855	0.3485
NM_004062	chr16(.):66937024-66957766	0.2107
NM_001014435	chr16(.):66873840-66893049	0.1622
NM_005182	chr16(.):66873281-66893049	0.16
NM_004165	chr16(.):66950581-66964439	0.2542
NM_001185057	chr16(.):67202764-67214643	0.6202
NM_003946	chr16(.):67202755-67214643	0.6205
NM_001040715	chr16(.):67204504-67222883	0.5289
NM_001950	chr16(.):67221067-67237821	0.2789
NM_024712	chr16(.):67228027-67242927	0.2006
NM_033309	chr16(.):67177004-67189902	0.3521
NM_025187	chr16(.):67138914-67187442	0.2045
NM_178516	chr16(.):67213281-67229107	0.439
NM_003789	chr16(.):67183088-67198812	0.6947
NM_001538	chr16(.):67192287-67208848	0.8206
NM_001185058	chr16(.):67199404-67214643	0.5671
NM_018378	chr16(.):67188890-67203077	0.7106
NR_029887	chr16(.):67231223-67241298	0.2134
NM_001129727	chr16(.):67307075-67328403	0.2628
NM_001129729	chr16(.):67308488-67328403	0.2705
NM_004594	chr16(.):67277854-67311094	0.3378
NM_014187	chr16(.):67256015-67268182	0.4174
NM_001129728	chr16(.):67308049-67328403	0.2694
NM_015432	chr16(.):67306412-67328403	0.2566
NM_013241	chr16(.):67258291-67286425	0.468
NM_012163	chr16(.):67236041-67265721	0.2671
NM_001004055	chr16(.):67236041-67265901	0.2666
NM_001129731	chr16(.):67308491-67328403	0.2705
NM_001193524	chr16(.):67566364-67585691	0.5066
NM_001193523	chr16(.):67558539-67585691	0.5177
NM_001193522	chr16(.):67557719-67585691	0.5103
NM_001138	chr16(.):67511473-67522716	0.4033
NM_024519	chr16(.):67557716-67585691	0.5103
NM_001037281	chr16(.):67689850-67701681	0.6081
NM_032140	chr16(.):67691849-67705628	0.6069
NM_001082486	chr16(.):67686414-67699718	0.4501
NM_001012984	chr16(.):67695716-67707661	0.4699
NM_001013838	chr16(.):67674029-67696472	0.3983
NM_024939	chr16(.):68257449-68275136	0.4529
NM_001184824	chr16(.):68339876-68396169	0.3203
NM_003983	chr16(.):68293422-68340722	0.374
NM_032178	chr16(.):68329517-68349868	0.2763
NM_006927	chr16(.):70408337-70477991	0.3943
NM_145059	chr16(.):70483497-70519177	0.2348
NR_003059	chr16(.):71787304-71797390	0.1141
NR_024612	chr16(.):71874898-71924174	0.315
NM_021962	chr17(.):901758-1088131	0.2805
NM_001159746	chr17(.):901758-1095616	0.281
NM_003342	chr17(.):4167511-4274969	0.1644
NM_020889	chr17(.):27234161-27283508	0.2521
NM_022066	chr17(.):74380612-74454288	0.2147
NM_001092	chr17(.):901758-1017324	0.288
NM_006445	chr17(.):1548922-1593176	0.257
NM_002558	chr17(.):3794884-3824960	0.558
NM_002663	chr17(.):4705420-4731727	0.2012
NM_005022	chr17(.):4843946-4856825	0.8093
NM_153357	chr17(.):6939948-6952242	0.3561
NM_015670	chr17(.):7460318-7480287	0.5836
NR_026951	chr17(.):8118947-8132361	0.5529
NM_020877	chr17(.):7618038-7742058	0.2012
NM_018182	chr17(.):27077995-27174841	0.1946
NM_000342	chr17(.):42320757-42350502	0.1883
NR_027774	chr17(.):43508265-43573146	0.3278
NM_001433	chr17(.):62115389-62212502	0.4294
NR_036488	chr17(.):70394462-70593943	0.2132
NM_004252	chr17(.):72739762-72770499	0.5912
NM_052916	chr17(.):74133533-74241390	0.2139
NM_001113492	chr17(.):75278972-75501678	0.2707
NM_006640	chr17(.):75310596-75501678	0.2879
NM_001113491	chr17(.):75272491-75501678	0.2727
NM_001163075	chr17(.):76137433-76167364	0.5613
NM_017456	chr17(.):76665129-76783376	0.3518
NM_020914	chr17(.):78229666-78375086	0.1746
NM_020954	chr17(.):78229666-78300262	0.2331
NM_001893	chr17(.):80197239-80236573	0.2357
NM_004514	chr17(.):80472593-80567483	0.2509
NM_024083	chr17(.):79930425-79980282	0.3011
NM_001164407	chr17(.):1601083-1618662	0.1697
NM_000934	chr17(.):1641129-1663559	0.229
NR_028505	chr17(.):1609797-1624566	0.4721
NM_001163811	chr17(.):1622833-1646893	0.3215
NM_001163809	chr17(.):1623124-1646893	0.3235
NM_001165920	chr17(.):1641319-1663559	0.2298
NM_002615	chr17(.):1660258-1685868	0.2041
NR_029494	chr17(.):1612196-1622281	0.5703
NM_152348	chr17(.):1614816-1646893	0.4014
NM_020310	chr17(.):2282353-2309258	0.5625
NR_028335	chr17(.):2305274-2323730	0.204
NM_172206	chr17(.):3758616-3799037	0.2482
NM_172207	chr17(.):3763450-3801337	0.263
NM_174957	chr17(.):3822168-3872736	0.3147
NM_001100812	chr17(.):4632803-4648223	0.4387
NM_001144940	chr17(.):4683579-4694729	0.4626
NM_001014985	chr17(.):4687253-4698884	0.4723
NM_003963	chr17(.):4670186-4691506	0.1961
NM_001136046	chr17(.):4638318-4654410	0.3656
NM_032265	chr17(.):4638336-4654407	0.3657
NM_002798	chr17(.):4694456-4706790	0.4476
NM_000080	chr17(.):4796063-4811369	0.236
NM_001024937	chr17(.):4731634-4806356	0.1882
NM_001145536	chr17(.):4797947-4811227	0.2376
NM_001165417	chr17(.):4835425-4848462	0.4625
NM_000173	chr17(.):4830591-4843325	0.2671
NM_015528	chr17(.):4838629-4853517	0.7998
NM_006612	chr17(.):4896242-4936694	0.2358
NM_015099	chr17(.):4866286-4895960	0.3977
NM_001171168	chr17(.):4866286-4895665	0.3988
NM_053013	chr17(.):4849383-4865426	0.5716
NM_001167985	chr17(.):4886424-4905905	0.3921
NM_004890	chr17(.):4857520-4876132	0.3872
NM_001004333	chr17(.):6910797-6922851	0.8031
NM_001142799	chr17(.):6913072-6925839	0.9091
NM_201566	chr17(.):6934393-6948440	0.3309
NR_029712	chr17(.):6915933-6926020	1.0124
NM_181844	chr17(.):6921368-6937961	0.3575
NM_000697	chr17(.):6894383-6919055	0.4388
NR_030178	chr17(.):6916229-6926341	0.9679
NM_001143775	chr17(.):7141905-7159995	0.6933
NM_015982	chr17(.):7186570-7202876	0.319
NM_001185023	chr17(.):7158221-7171264	0.2341
NM_001185022	chr17(.):7158221-7171512	0.231
NM_001128827	chr17(.):7088209-7125928	0.3449
NM_000018	chr17(.):7118152-7133585	0.3847
NM_004422	chr17(.):7123660-7142863	0.4213
NM_007278	chr17(.):7138737-7150753	0.6907
NM_024297	chr17(.):7133346-7147825	0.7211
NM_001365	chr17(.):7088209-7128369	0.3365
NM_203415	chr17(.):7150371-7168259	0.4335
NM_015362	chr17(.):7150550-7168259	0.4343
NM_001042	chr17(.):7180053-7196367	0.2917
NM_015343	chr17(.):7141905-7160259	0.6867
NR_029896	chr17(.):7121615-7131698	0.3933
NM_001143762	chr17(.):7206693-7220782	0.7246
NM_032442	chr17(.):7213950-7237638	0.4589
NM_198154	chr17(.):7253496-7265538	0.4097
NM_001143761	chr17(.):7206287-7220782	0.7098
NM_001002914	chr17(.):7250207-7263262	0.404
NM_001143760	chr17(.):7205317-7220782	0.6761
NM_014716	chr17(.):7234847-7259793	0.3711
NM_001970	chr17(.):7205855-7220782	0.6949
NM_004489	chr17(.):7210977-7223658	0.6582
NM_003809	chr17(.):7447374-7466207	0.4344
NM_001198623	chr17(.):7456608-7469925	0.4366
NM_001040059	chr17(.):7477805-7490429	0.6699
NM_001146281	chr17(.):7528452-7541700	0.3017
NM_006942	chr17(.):7486497-7498488	0.3918
NR_002918	chr17(.):7473030-7483165	0.8784
NM_133491	chr17(.):7524555-7536194	0.2916
NR_002604	chr17(.):7475128-7485276	0.9289
NM_001251	chr17(.):7477804-7490429	0.6699
NM_004860	chr17(.):7489547-7523215	0.2078
NR_002912	chr17(.):7476272-7486409	0.8063
NM_001416	chr17(.):7471056-7487324	0.7417
NR_027463	chr17(.):7512381-7541700	0.2783
NR_027462	chr17(.):7526286-7541700	0.2818
NR_024603	chr17(.):7481964-7496527	0.5502
NR_003000	chr17(.):7804440-7814578	0.1228
NM_001005273	chr17(.):7787168-7821075	0.1972
NM_001080424	chr17(.):7738234-7763118	0.8803
NM_144607	chr17(.):7756063-7770600	0.3876
NM_032356	chr17(.):7755002-7766172	0.5555
NM_001005271	chr17(.):7783122-7821075	0.186
NM_203411	chr17(.):7753383-7764417	0.633
NR_036201	chr17(.):7986373-7996465	0.2068
NM_001139	chr17(.):7970953-7996021	0.2587
NM_021628	chr17(.):7994217-8026860	0.3763
NM_002616	chr17(.):8038787-8060753	0.5951
NM_032580	chr17(.):8018907-8032410	0.7422
NM_001165960	chr17(.):7994217-8027234	0.3822
NM_032354	chr17(.):8071296-8084714	0.3757
NM_017622	chr17(.):8086650-8098564	0.7979
NM_014232	chr17(.):8057464-8071293	0.5954
NM_004217	chr17(.):8103048-8118883	0.4459
NR_037447	chr17(.):8085492-8095577	0.8637
NM_025099	chr17(.):8123138-8156413	0.4674
NM_012393	chr17(.):8147595-8178809	0.3272
NM_012452	chr17(.):16837397-16880402	0.3824
NR_024007	chr17(.):17674999-17687843	0.2286
NM_004176	chr17(.):17709662-17745325	0.5261
NR_030361	chr17(.):17712149-17722245	0.4449
NM_006613	chr17(.):18918989-18955336	0.2723
NM_001129778	chr17(.):19025781-19067148	0.2913
NM_001102664	chr17(.):19135689-19245028	0.2233
NM_015276	chr17(.):20897905-20951352	0.2917
NM_152914	chr17(.):21137183-21161578	0.1945
NM_145109	chr17(.):21182967-21223551	0.4511
NM_002756	chr17(.):21186347-21223551	0.4653
NR_000010	chr17(.):27044599-27054671	0.8449
NR_000009	chr17(.):27045698-27055772	1.1
NM_031934	chr17(.):27036298-27049908	0.4648
NM_001142625	chr17(.):27036298-27050286	0.4598
NM_000984	chr17(.):27041999-27056374	0.9016
NM_138463	chr17(.):27046365-27058230	1.0516
NR_000014	chr17(.):27045446-27055509	1.0275
NR_000013	chr17(.):27042567-27052634	0.5395
NM_004295	chr17(.):27066022-27082976	0.4422
NM_152465	chr17(.):27025533-27043872	0.2068
NR_024579	chr17(.):27036298-27050251	0.4592
NM_001160407	chr17(.):27046365-27058949	1.0119
NM_178170	chr17(.):27050831-27074784	0.6275
NR_029970	chr17(.):27183386-27193458	0.1602
NM_005702	chr17(.):27177042-27193072	0.2671
NM_004475	chr17(.):27201356-27229715	0.3701
NM_144683	chr17(.):27219798-27235089	0.6339
NR_029685	chr17(.):27183550-27193636	0.1605
NM_001085454	chr17(.):27895486-27921610	0.4539
NM_198147	chr17(.):27882688-27899042	0.4761
NM_138349	chr17(.):27890738-27905175	0.5523
NM_152345	chr17(.):27915526-27946779	0.4532
NM_032854	chr17(.):27936773-27953441	0.5094
NR_024187	chr17(.):29053723-29090353	0.1948
NM_002981	chr17(.):32682398-32695252	0.3931
NM_005408	chr17(.):32678470-32690629	0.1857
NM_005623	chr17(.):32641065-32653421	0.075
NM_002983	chr17(.):34410602-34422506	1.0396
NM_002988	chr17(.):34386642-34403841	0.101
NM_002984	chr17(.):34426219-34438014	0.4674
NM_021006	chr17(.):34517267-34529156	0.921
NM_001001418	chr17(.):34576084-34597027	0.5471
NM_001001435	chr17(.):34533467-34545274	0.6229
NM_001001437	chr17(.):34517267-34529147	0.92
NM_001001417	chr17(.):34488060-34508988	0.5049
NM_021006	chr17(.):34618841-34630730	0.8196
NM_001001437	chr17(.):34618841-34630721	0.8193
NM_001001435	chr17(.):34635033-34646840	0.6364
NM_001001418	chr17(.):34741118-34813091	0.3639
NM_001130677	chr17(.):36822958-36836187	0.3671
NM_005937	chr17(.):36856872-36891056	0.5243
NM_007144	chr17(.):36885149-36909558	0.4409
NM_002795	chr17(.):36904001-36925478	0.3555
NM_001136498	chr17(.):36881509-36896858	0.3121
NM_005310	chr17(.):37889186-37908538	0.2713
NM_001030002	chr17(.):37889589-37908538	0.2737
NM_032339	chr17(.):37880408-37891788	0.3838
NM_021724	chr17(.):38244036-38261973	0.6265
NM_001190919	chr17(.):38213445-38255120	0.3133
NM_001190918	chr17(.):38214067-38255120	0.3156
NM_014815	chr17(.):38170349-38215889	0.1926
NM_007359	chr17(.):38291506-38333431	0.2247
NM_001012241	chr17(.):38273789-38298045	0.4067
NM_001145301	chr17(.):38469472-38518895	0.5949
NM_152219	chr17(.):38511904-38525945	0.3155
NM_000964	chr17(.):38460422-38518895	0.559
NM_001024809	chr17(.):38493270-38518895	0.2483
NM_001254	chr17(.):38439145-38464413	0.2162
NM_004583	chr17(.):40271996-40312022	0.2323
NM_024119	chr17(.):40248421-40269751	0.4305
NM_021078	chr17(.):40260128-40278382	0.481
NM_033194	chr17(.):40269755-40280371	0.2538
NM_024927	chr17(.):40814932-40834048	0.6756
NM_016437	chr17(.):40806265-40824024	0.3621
NM_003632	chr17(.):40829631-40857011	0.428
NM_016602	chr17(.):40826419-40838845	0.9805
NM_145041	chr17(.):41358893-41376589	0.1608
NR_027412	chr17(.):41442212-41471266	0.3409
NM_001661	chr17(.):41471352-41483504	0.1953
NM_178542	chr17(.):42248351-42269082	0.3829
NM_001076674	chr17(.):42259353-42274099	0.4307
NM_177441	chr17(.):42259573-42274099	0.4346
NM_001076684	chr17(.):42277400-42301924	0.5018
NM_001098833	chr17(.):42264172-42280529	0.3987
NM_080863	chr17(.):42243073-42261451	0.3303
NM_001076683	chr17(.):42277400-42303250	0.4887
NM_014233	chr17(.):42277400-42300664	0.524
NM_001135707	chr17(.):43208013-43225326	0.55
NM_133373	chr17(.):43184007-43214891	0.3394
NM_001135704	chr17(.):43204966-43226543	0.7143
NM_006460	chr17(.):43219683-43234468	0.8082
NM_144608	chr17(.):43233263-43252406	0.4447
NM_152343	chr17(.):43326759-43344479	0.1865
NM_005892	chr17(.):43294291-43329683	0.6659
NR_024434	chr17(.):43320302-43350997	0.3008
NR_024435	chr17(.):43334557-43350997	0.1974
NM_174919	chr17(.):43501717-43515282	0.7221
NM_199282	chr17(.):43466267-43508012	0.3014
NM_001159330	chr17(.):43466267-43488449	0.2565
NR_036199	chr17(.):43547728-43557801	0.1198
NM_032595	chr17(.):48206100-48232877	0.4702
NM_174920	chr17(.):48185034-48212167	0.2649
NM_000023	chr17(.):48238365-48258293	0.4259
NM_000088	chr17(.):48256456-48284000	0.2985
NR_024193	chr17(.):48243788-48254837	0.4714
NM_000250	chr17(.):56342216-56363296	0.1644
NM_004758	chr17(.):56373593-56411152	0.4761
NM_003168	chr17(.):56417538-56434563	0.4291
NR_029683	chr17(.):56403592-56413679	1.0766
NR_004380	chr17(.):62218437-62228517	0.4363
NR_002995	chr17(.):62218698-62228831	0.434
NR_036199	chr17(.):62813147-62823220	0.102
NR_033876	chr17(.):70589179-70641611	0.2344
NM_001163989	chr17(.):72727958-72748474	0.6528
NM_001006638	chr17(.):72728355-72748474	0.6647
NM_139018	chr17(.):72685451-72714108	0.1674
NM_175738	chr17(.):72662255-72748474	0.2947
NR_037409	chr17(.):72739751-72749838	0.773
NM_017728	chr17(.):72767621-72840922	0.19
NM_015654	chr17(.):72761685-72777470	0.3612
NM_173547	chr17(.):73880040-73898054	0.3273
NM_033452	chr17(.):73865244-73879656	0.6728
NM_012478	chr17(.):73836779-73856501	0.4106
NM_199242	chr17(.):73818307-73845798	0.2645
NM_032478	chr17(.):73889723-73906181	0.5242
NM_032134	chr17(.):74265129-74308761	0.2783
NM_182565	chr17(.):74256285-74272379	0.7562
NM_024599	chr17(.):74461974-74502509	0.5438
NM_134268	chr17(.):74518439-74538782	0.2822
NM_001166579	chr17(.):74444432-74471199	0.3041
NM_001088	chr17(.):74458629-74471199	0.3156
NM_001005498	chr17(.):74461974-74488991	0.5362
NM_001077620	chr17(.):74531120-74546458	0.2525
NR_033357	chr17(.):74518667-74546458	0.2654
NR_027058	chr17(.):75079724-75096068	0.7669
NR_003013	chr17(.):75080388-75090575	0.8519
NM_001143998	chr17(.):75132004-75218181	0.426
NM_001144001	chr17(.):75176294-75218181	0.3963
NM_001113493	chr17(.):75364271-75501678	0.2784
NM_001113494	chr17(.):75367164-75501678	0.2799
NM_152468	chr17(.):76121858-76144049	0.746
NM_007267	chr17(.):76103998-76133488	0.5689
NM_001127198	chr17(.):76103998-76129861	0.5926
NM_001145529	chr17(.):76222390-76242068	0.2193
NM_001010982	chr17(.):76178436-76208782	0.2219
NM_001012270	chr17(.):76205276-76226716	0.2544
NM_003258	chr17(.):76165159-76188285	0.593
NM_004710	chr17(.):76159670-76174009	0.8204
NR_002219	chr17(.):76205320-76225783	0.2605
NM_001145526	chr17(.):76178442-76208782	0.2219
NR_027083	chr17(.):76178397-76198641	0.268
NM_001166347	chr17(.):78189199-78232308	0.2333
NM_000199	chr17(.):78178078-78199199	0.2862
NM_012418	chr17(.):79490416-79509156	0.2208
NM_025161	chr17(.):79501910-79524429	0.3128
NM_001614	chr17(.):79471998-79484827	0.5782
NM_001093767	chr17(.):79775292-79796167	0.334
NM_000918	chr17(.):79796033-79823544	0.4131
NM_001007533	chr17(.):79786367-79797926	0.4555
NM_002359	chr17(.):79871145-79890588	0.4548
NM_016476	chr17(.):79844598-79863363	0.3415
NR_033683	chr17(.):79855776-79874077	0.2925
NM_005782	chr17(.):79840710-79854462	0.3959
NM_001145113	chr17(.):79892520-79910109	0.3404
NM_016538	chr17(.):79864814-79881058	0.3743
NM_001185078	chr17(.):79820596-79834282	0.6126
NM_001185077	chr17(.):79820596-79833790	0.6258
NM_148896	chr17(.):79855071-79865781	0.2371
NM_006907	chr17(.):79885268-79899968	0.4574
NM_032711	chr17(.):79871145-79886408	0.4983
NM_001002249	chr17(.):79844817-79863363	0.344
NR_033682	chr17(.):79855776-79874340	0.2927
NM_178493	chr17(.):79905382-79924057	0.2606
NR_015454	chr17(.):79880704-79893629	0.4986
NM_006137	chr17(.):80267745-80280480	0.2752
NM_003004	chr17(.):80273899-80296921	0.4523
NM_001100407	chr17(.):80395462-80413707	0.5428
NM_001193655	chr17(.):80395462-80412602	0.5694
NM_001038618	chr17(.):80411059-80451143	0.3061
NM_001083608	chr17(.):80411539-80451143	0.3078
NM_000633	chr18(.):60785578-60991613	0.2159
NM_001083625	chr18(.):9131757-9290206	0.1594
NM_021074	chr18(.):9097627-9139343	0.4378
NM_005904	chr18(.):46441222-46482081	0.6936
NM_001190823	chr18(.):46441222-46474177	0.6527
NM_001190822	chr18(.):46441222-46480703	0.7087
NM_030973	chr19(.):50316535-50345237	0.3074
NM_133475	chr19(.):4178350-4229811	0.4032
NM_001039846	chr19(.):2091867-2104583	1.1552
NM_019112	chr19(.):1035101-1070570	0.8493
NM_003331	chr19(.):10456203-10496248	0.2634
NM_001164605	chr19(.):35640844-35665788	0.255
NM_018028	chr19(.):39828107-39880537	0.1826
NM_001079881	chr19(.):47172572-47225384	0.3304
NR_034098	chr19(.):46107657-46147675	0.3673
NM_001079882	chr19(.):47172572-47222577	0.3342
NM_001193268	chr19(.):46107657-46153775	0.3688
NM_174945	chr19(.):44032339-44045284	0.3987
NM_001193269	chr19(.):46107657-46151985	0.3773
NR_027381	chr19(.):55550691-55579585	0.2452
NM_138412	chr19(.):55550691-55585914	0.3857
NM_194460	chr19(.):642525-668233	0.6361
NM_032551	chr19(.):912341-926015	0.8119
NM_020695	chr19(.):1810244-1853452	0.4474
NM_001319	chr19(.):1936160-1986336	0.4011
NM_052847	chr19(.):2506217-2707746	0.5282
NM_032482	chr19(.):2159147-2237577	0.4516
NM_012398	chr19(.):3625178-3705477	0.3557
NM_001042680	chr19(.):3533262-3562571	0.5314
NM_139159	chr19(.):4670243-4728855	0.3751
NM_017720	chr19(.):4319039-4343847	0.4851
NM_152784	chr19(.):5715687-5783742	0.3327
NM_000064	chr19(.):6672845-6725662	0.3059
NM_001079817	chr19(.):7107265-7299011	0.3187
NM_005428	chr19(.):6767721-6862371	0.4249
NM_006351	chr19(.):7986602-8013708	0.4771
NM_002566	chr19(.):10217196-10231064	0.5126
NM_001040664	chr19(.):10211898-10231064	0.4852
NM_199141	chr19(.):10977252-11038448	0.2554
NM_001145056	chr19(.):10708120-10760235	0.1931
NM_020714	chr19(.):12681919-12726623	0.2907
NM_024038	chr19(.):12836453-12850529	0.443
NM_002501	chr19(.):13101583-13214610	0.2375
NM_014975	chr19(.):12944258-12990766	0.2448
NM_052876	chr19(.):13224108-13256959	0.2433
NM_004843	chr19(.):14137261-14169026	0.3184
NM_032855	chr19(.):16239837-16274377	0.8375
NM_021235	chr19(.):16467407-16587762	0.2944
NM_006387	chr19(.):16623699-16658263	0.2796
NM_024050	chr19(.):17415336-17439106	0.415
NM_015016	chr19(.):18203602-18267499	0.3449
NM_000923	chr19(.):18313770-18364010	0.2746
NM_001492	chr19(.):18974360-19011953	0.2215
NM_001398	chr19(.):39301061-39327497	0.219
NM_001012643	chr19(.):46388280-46410862	0.4336
NM_006801	chr19(.):48880826-48899810	0.7025
NR_004401	chr19(.):49136295-49190502	0.3606
NM_152359	chr19(.):50189406-50221988	0.1961
NM_020309	chr19(.):49927654-49949808	0.3292
NM_001136052	chr19(.):50189400-50221988	0.1961
NM_006184	chr19(.):49398306-49431540	0.2379
NM_001161440	chr19(.):55687614-55725874	0.2406
NM_182577	chr19(.):458345-479983	0.171
NM_033513	chr19(.):502496-524654	0.6867
NM_012435	chr19(.):411582-465996	0.1755
NM_130762	chr19(.):491489-510343	0.5359
NM_004359	chr19(.):526732-547087	0.4435
NM_005035	chr19(.):612222-638568	0.379
NM_020637	chr19(.):634925-648604	0.421
NM_005317	chr19(.):539026-554919	0.2607
NM_214710	chr19(.):680545-700461	0.279
NM_173481	chr19(.):746145-769318	0.2976
NM_002579	chr19(.):703952-753330	0.3155
NM_005860	chr19(.):671388-688392	0.3066
NR_036154	chr19(.):808583-818653	0.3463
NM_138774	chr19(.):891502-918225	0.5441
NM_005481	chr19(.):862961-898218	0.4237
NM_002777	chr19(.):835984-853175	0.3779
NM_001972	chr19(.):847290-861246	0.4404
NM_031991	chr19(.):792391-817327	0.5591
NM_001700	chr19(.):822830-837017	0.2895
NM_001928	chr19(.):854664-868610	0.4909
NM_024888	chr19(.):807517-826952	0.3102
NM_024100	chr19(.):979327-999569	0.6375
NM_005224	chr19(.):921036-977803	0.406
NM_004368	chr19(.):1021297-1044064	1.0887
NM_033420	chr19(.):1004649-1026141	0.6117
NM_138690	chr19(.):995436-1014723	0.4298
NM_001039848	chr19(.):1099648-1111787	0.6563
NM_012292	chr19(.):1062173-1091627	0.8286
NM_001100122	chr19(.):1102632-1137273	0.5718
NM_002085	chr19(.):1098935-1111787	0.6436
NM_002695	chr19(.):1081577-1100391	0.6447
NM_001280	chr19(.):1264266-1278171	1.2531
NM_017914	chr19(.):1270519-1284243	0.9359
NM_177401	chr19(.):1243551-1264142	0.7961
NM_001001975	chr19(.):1236748-1249824	0.9212
NM_001405	chr19(.):1281167-1304944	0.3201
NM_152769	chr19(.):1224946-1242990	0.5029
NM_000455	chr19(.):1200797-1233434	0.3958
NR_027271	chr19(.):1262469-1275259	0.9777
NR_023313	chr19(.):1264266-1279809	1.1713
NM_170711	chr19(.):1402583-1440682	0.5797
NM_001018	chr19(.):1433362-1445492	0.933
NM_024407	chr19(.):1378882-1400588	0.5964
NM_000156	chr19(.):1392087-1406552	0.4459
NM_138924	chr19(.):1393605-1406552	0.4601
NR_024247	chr19(.):1351322-1383430	0.3691
NM_032853	chr19(.):1349975-1383430	0.363
NM_138393	chr19(.):1486164-1502924	0.5317
NR_026557	chr19(.):1519077-1540455	0.2684
NM_203304	chr19(.):1549667-1573057	0.3514
NM_213604	chr19(.):1500016-1518188	0.4659
NM_017573	chr19(.):1476426-1495407	0.7445
NM_152482	chr19(.):1468199-1484228	0.6276
NM_005883	chr19(.):1445147-1478243	0.4543
NM_001136139	chr19(.):1604291-1655286	0.6099
NM_003926	chr19(.):1571677-1597652	0.4153
NM_003200	chr19(.):1604291-1657326	0.6009
NM_006830	chr19(.):1592153-1610483	0.7204
NM_138813	chr19(.):1777073-1817270	0.3594
NM_001178002	chr19(.):1777073-1817199	0.3591
NR_031730	chr19(.):1811157-1821237	0.535
NR_034114	chr19(.):1817087-1829542	0.3285
NM_031918	chr19(.):1847397-1868564	0.894
NM_138422	chr19(.):1900416-1918446	0.6448
NR_033400	chr19(.):1947525-1959548	0.2852
NM_001130111	chr19(.):1871974-1890518	0.5763
NM_079834	chr19(.):1900372-1931012	0.665
NM_017572	chr19(.):2032469-2056243	0.7665
NM_017797	chr19(.):1980446-2020702	0.3429
NM_130807	chr19(.):2066034-2101269	1.3143
NM_004152	chr19(.):2264519-2278487	1.1465
NM_018049	chr19(.):2228154-2241328	0.898
NM_000479	chr19(.):2244112-2257072	0.8663
NM_152988	chr19(.):2323628-2360100	0.4715
NM_198532	chr19(.):2269630-2287181	0.8008
NR_031596	chr19(.):2229060-2239148	1.0024
NM_007165	chr19(.):2231815-2253678	0.7378
NM_144616	chr19(.):2247249-2261422	1.1178
NM_016199	chr19(.):2316519-2333614	0.6014
NM_001101391	chr19(.):2284773-2313156	0.3985
NR_036207	chr19(.):2245637-2255717	0.6064
NM_032737	chr19(.):2423163-2461958	0.5952
