REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
1_MACS_peak_10079_lociStitched	chr16	3075241	3075794	1	554	375.5423	45.7331
1_MACS_peak_12770_lociStitched	chr17	47497280	47497833	1	554	453.6259	16.9771
1_MACS_peak_13861_lociStitched	chr17	77493838	77494391	1	554	482.60310000000004	78.1389
1_MACS_peak_18504_lociStitched	chr19	55000839	55001392	1	554	400.2614	44.793
1_MACS_peak_18797_lociStitched	chr2	1710446	1710999	1	554	507.9305	87.3187
1_MACS_peak_27229_lociStitched	chr7	75896190	75896743	1	554	459.8195	50.876
1_MACS_peak_29726_lociStitched	chr9	113998	114551	1	554	528.668	16.4241
1_MACS_peak_5210_lociStitched	chr10	98887037	98887589	1	553	442.4832	73.52640000000001
1_MACS_peak_14638_lociStitched	chr19	2911966	2912518	1	553	530.6376	41.068799999999996
1_MACS_peak_1454_lociStitched	chr1	8275666	8276217	1	552	367.0211	37.1925
1_MACS_peak_1778_lociStitched	chr1	11469630	11470181	1	552	407.7951	38.9006
1_MACS_peak_7533_lociStitched	chr11	71277029	71277580	1	552	453.7485	31.7927
1_MACS_peak_19648_lociStitched	chr20	31214819	31215370	1	552	423.4435	32.7294
1_MACS_peak_23924_lociStitched	chr3	46930646	46931197	1	552	638.8845	28.2112
1_MACS_peak_24690_lociStitched	chr4	4397370	4397921	1	552	416.1152	78.5175
1_MACS_peak_25325_lociStitched	chr4	8708963	8709514	1	552	465.5399	22.646099999999997
1_MACS_peak_25838_lociStitched	chr5	175160021	175160572	1	552	443.3897	83.201
1_MACS_peak_27807_lociStitched	chr7	154547679	154548230	1	552	413.3051	51.022600000000004
1_MACS_peak_9112_lociStitched	chr14	106106729	106107279	1	551	457.16	43.56
1_MACS_peak_20273_lociStitched	chr20	57707799	57708349	1	551	437.525	19.305
1_MACS_peak_21967_lociStitched	chr22	23857497	23858047	1	551	469.37	52.14
1_MACS_peak_22008_lociStitched	chr22	25202386	25202936	1	551	329.23	39.324999999999996
1_MACS_peak_23682_lociStitched	chr22	51091246	51091796	1	551	372.57	51.15
1_MACS_peak_25905_lociStitched	chr5	176200536	176201086	1	551	367.23499999999996	47.849999999999994
1_MACS_peak_3282_lociStitched	chr1	23076805	23077354	1	550	577.3284000000001	67.1976
1_MACS_peak_5677_lociStitched	chr10	134859022	134859571	1	550	469.77930000000003	76.53059999999999
1_MACS_peak_8524_lociStitched	chr12	101383680	101384229	1	550	442.494	56.3274
1_MACS_peak_21460_lociStitched	chr21	46478773	46479322	1	550	446.9409	49.0257
1_MACS_peak_25750_lociStitched	chr5	131353848	131354397	1	550	353.22659999999996	36.3987
1_MACS_peak_28915_lociStitched	chr8	86769892	86770441	1	550	350.70120000000003	109.0314
1_MACS_peak_1493_lociStitched	chr1	9078291	9078839	1	549	467.718	39.5656
1_MACS_peak_4208_lociStitched	chr1	61546380	61546928	1	549	537.2044	103.7364
1_MACS_peak_18772_lociStitched	chr2	567902	568450	1	549	400.4236	52.5532
1_MACS_peak_19547_lociStitched	chr20	19919231	19919779	1	549	442.5648	72.5004
1_MACS_peak_27775_lociStitched	chr7	151506337	151506885	1	549	469.80039999999997	30.962
1_MACS_peak_29942_lociStitched	chr9	129539767	129540315	1	549	445.1404	8.494
1_MACS_peak_5132_lociStitched	chr10	73390523	73391070	1	548	462.4885	31.7807
1_MACS_peak_7696_lociStitched	chr11	117522908	117523455	1	548	475.7259	80.956
1_MACS_peak_9781_lociStitched	chr16	911622	912169	1	548	398.43480000000005	83.8004
1_MACS_peak_11183_lociStitched	chr17	131822	132369	1	548	483.98560000000003	32.1089
1_MACS_peak_14392_lociStitched	chr18	77936975	77937522	1	548	398.87239999999997	39.6028
1_MACS_peak_16096_lociStitched	chr19	15275798	15276345	1	548	462.8714	53.223099999999995
1_MACS_peak_17531_lociStitched	chr19	45362939	45363486	1	548	359.81660000000005	75.2672
1_MACS_peak_20284_lociStitched	chr20	57766626	57767173	1	548	402.0997	6.4546
1_MACS_peak_22265_lociStitched	chr22	37115983	37116530	1	548	447.44599999999997	44.2523
1_MACS_peak_25144_lociStitched	chr4	8080454	8081001	1	548	435.84959999999995	34.0234
1_MACS_peak_9086_lociStitched	chr14	105968621	105969167	1	547	387.4962	66.4482
1_MACS_peak_25777_lociStitched	chr5	139188887	139189433	1	547	483.9744	40.895399999999995
1_MACS_peak_28029_lociStitched	chr7	155712033	155712579	1	547	545.5086	27.1908
1_MACS_peak_28095_lociStitched	chr7	156254706	156255252	1	547	453.45300000000003	57.4392
1_MACS_peak_28824_lociStitched	chr8	22563195	22563741	1	547	579.3606	93.5844
1_MACS_peak_29220_lociStitched	chr8	143069959	143070505	1	547	528.0912	43.352399999999996
1_MACS_peak_29857_lociStitched	chr9	124419465	124420011	1	547	370.18800000000005	83.86559999999999
1_MACS_peak_926_lociStitched	chr1	5298964	5299509	1	546	360.08149999999995	22.345000000000002
1_MACS_peak_3653_lociStitched	chr1	30351630	30352175	1	546	362.6975	2.2889999999999997
1_MACS_peak_7254_lociStitched	chr11	69942190	69942735	1	546	431.3675	27.794999999999998
1_MACS_peak_9647_lociStitched	chr15	90019633	90020178	1	546	504.07050000000004	115.431
1_MACS_peak_13388_lociStitched	chr17	74011210	74011755	1	546	409.404	31.937
1_MACS_peak_19331_lociStitched	chr2	223656830	223657375	1	546	352.288	60.385999999999996
1_MACS_peak_23778_lociStitched	chr3	13600697	13601242	1	546	438.1255	38.69499999999999
1_MACS_peak_32008_lociStitched	chrX	153075307	153075852	1	546	500.092	0.0
1_MACS_peak_10657_lociStitched	chr16	84874543	84875087	1	545	411.64480000000003	21.7056
1_MACS_peak_11872_lociStitched	chr17	9955732	9956276	1	545	463.81440000000003	27.200000000000003
1_MACS_peak_13169_lociStitched	chr17	72295647	72296191	1	545	503.20000000000005	39.9296
1_MACS_peak_24787_lociStitched	chr4	6533809	6534353	1	545	484.59520000000003	71.3184
1_MACS_peak_24808_lociStitched	chr4	6660319	6660863	1	545	381.6704	41.071999999999996
1_MACS_peak_24998_lociStitched	chr4	7498530	7499074	1	545	325.5296	47.2192
1_MACS_peak_28058_lociStitched	chr7	155834303	155834847	1	545	421.328	50.592
1_MACS_peak_6271_lociStitched	chr11	6546411	6546954	1	544	523.7778	95.6766
1_MACS_peak_7291_lociStitched	chr11	70000782	70001325	1	544	489.4059	18.516299999999998
1_MACS_peak_8222_lociStitched	chr12	51984948	51985491	1	544	415.8294	45.2862
1_MACS_peak_11123_lociStitched	chr16	89707238	89707781	1	544	388.95090000000005	46.7523
1_MACS_peak_11547_lociStitched	chr17	4534996	4535539	1	544	489.2973	26.2812
1_MACS_peak_15355_lociStitched	chr19	6972973	6973516	1	544	361.63800000000003	45.231899999999996
1_MACS_peak_26011_lociStitched	chr5	179729334	179729877	1	544	461.2242	60.7074
1_MACS_peak_26656_lociStitched	chr7	948979	949522	1	544	459.59520000000003	4.235399999999999
1_MACS_peak_27109_lociStitched	chr7	55321925	55322468	1	544	513.7323	39.041700000000006
1_MACS_peak_399_lociStitched	chr1	2705752	2706294	1	543	533.057	64.8232
1_MACS_peak_27178_lociStitched	chr7	73448647	73449189	1	543	451.8654	40.7584
1_MACS_peak_28467_lociStitched	chr8	1685360	1685902	1	543	536.6884	25.528200000000002
1_MACS_peak_29799_lociStitched	chr9	70848529	70849071	1	543	287.74780000000004	100.6494
1_MACS_peak_1520_lociStitched	chr1	9192805	9193346	1	542	466.9371	56.4804
1_MACS_peak_4491_lociStitched	chr1	199945727	199946268	1	542	473.916	113.4477
1_MACS_peak_8339_lociStitched	chr12	52782459	52783000	1	542	438.85920000000004	47.608
1_MACS_peak_18464_lociStitched	chr19	54797241	54797782	1	542	456.3876	67.7332
1_MACS_peak_18742_lociStitched	chr19	56704480	56705021	1	542	475.75539999999995	40.3586
1_MACS_peak_3635_lociStitched	chr1	30264440	30264980	1	541	465.80400000000003	22.355999999999998
1_MACS_peak_4767_lociStitched	chr1	234349962	234350502	1	541	389.718	58.05
1_MACS_peak_10108_lociStitched	chr16	3162820	3163360	1	541	491.562	62.532000000000004
1_MACS_peak_13468_lociStitched	chr17	75032180	75032720	1	541	477.738	59.616
1_MACS_peak_18429_lociStitched	chr19	51416088	51416628	1	541	352.34999999999997	17.928
1_MACS_peak_18620_lociStitched	chr19	55844020	55844560	1	541	331.18199999999996	79.00200000000001
1_MACS_peak_20114_lociStitched	chr20	56467426	56467966	1	541	462.888	32.94
1_MACS_peak_23990_lociStitched	chr3	49910049	49910589	1	541	403.488	78.73200000000001
1_MACS_peak_1904_lociStitched	chr1	12104899	12105438	1	540	395.8416	36.9215
1_MACS_peak_7902_lociStitched	chr11	133821340	133821879	1	540	400.8004	44.79089999999999
1_MACS_peak_20328_lociStitched	chr20	58024186	58024725	1	540	403.22589999999997	50.1809
1_MACS_peak_28965_lociStitched	chr8	129379344	129379883	1	540	498.7367	39.2931
1_MACS_peak_10890_lociStitched	chr16	86556125	86556663	1	539	600.1927999999999	34.0016
1_MACS_peak_13710_lociStitched	chr17	77057062	77057600	1	539	410.81679999999994	40.7804
1_MACS_peak_24445_lociStitched	chr4	1685007	1685545	1	539	399.84159999999997	109.752
1_MACS_peak_20027_lociStitched	chr20	55646922	55647459	1	538	458.5443	31.6293
1_MACS_peak_23197_lociStitched	chr22	45424201	45424738	1	538	400.70939999999996	44.9469
1_MACS_peak_23525_lociStitched	chr22	49765764	49766301	1	538	473.634	58.2645
1_MACS_peak_2461_lociStitched	chr1	18448113	18448649	1	537	388.3856	33.3928
1_MACS_peak_7021_lociStitched	chr11	68784968	68785504	1	537	503.1968	24.387999999999998
1_MACS_peak_7694_lociStitched	chr11	117515475	117516011	1	537	419.3128	12.6496
1_MACS_peak_19131_lociStitched	chr2	128401226	128401762	1	537	430.8368	71.0736
1_MACS_peak_19671_lociStitched	chr20	31869486	31870022	1	537	431.5872	93.5856
1_MACS_peak_27848_lociStitched	chr7	154959740	154960276	1	537	498.1048	46.5784
1_MACS_peak_4327_lociStitched	chr1	155130555	155131090	1	536	495.4635	104.1645
1_MACS_peak_8789_lociStitched	chr13	114511239	114511774	1	536	434.313	32.0465
1_MACS_peak_10480_lociStitched	chr16	31177954	31178489	1	536	426.0205	18.136499999999998
1_MACS_peak_10619_lociStitched	chr16	75300150	75300685	1	536	339.404	44.298
1_MACS_peak_14399_lociStitched	chr19	252200	252735	1	536	399.43100000000004	78.8055
1_MACS_peak_27619_lociStitched	chr7	111164686	111165221	1	536	513.4395	107.214
1_MACS_peak_28588_lociStitched	chr8	2199910	2200445	1	536	506.5915	92.6085
1_MACS_peak_28854_lociStitched	chr8	24857956	24858491	1	536	541.527	55.1585
1_MACS_peak_896_lociStitched	chr1	4660375	4660909	1	535	365.0958	6.461399999999999
1_MACS_peak_13495_lociStitched	chr17	75770324	75770858	1	535	407.4954	35.1906
1_MACS_peak_17881_lociStitched	chr19	48094299	48094833	1	535	495.07140000000004	10.6266
1_MACS_peak_19479_lociStitched	chr2	242973310	242973844	1	535	377.64480000000003	40.797599999999996
1_MACS_peak_20325_lociStitched	chr20	58007141	58007675	1	535	401.835	23.229
1_MACS_peak_20351_lociStitched	chr20	58143870	58144404	1	535	393.13079999999997	46.7784
1_MACS_peak_21044_lociStitched	chr21	42740324	42740858	1	535	454.3806	74.92020000000001
1_MACS_peak_4215_lociStitched	chr1	94712474	94713007	1	534	399.0038	11.779300000000001
1_MACS_peak_6440_lociStitched	chr11	61271289	61271822	1	534	455.39520000000005	59.2696
1_MACS_peak_6898_lociStitched	chr11	66677167	66677700	1	534	460.5653	29.3683
1_MACS_peak_19650_lociStitched	chr20	31495702	31496235	1	534	370.1685	37.683099999999996
1_MACS_peak_23467_lociStitched	chr22	48478951	48479484	1	534	353.5922	27.3962
1_MACS_peak_26961_lociStitched	chr7	5114736	5115269	1	534	373.633	34.0587
1_MACS_peak_4611_lociStitched	chr1	204110999	204111531	1	533	487.7376	86.50319999999999
1_MACS_peak_15651_lociStitched	chr19	9995253	9995785	1	533	496.0368	50.5932
1_MACS_peak_21392_lociStitched	chr21	46063669	46064201	1	533	366.7608	74.0012
1_MACS_peak_24238_lociStitched	chr3	134019213	134019745	1	533	404.21360000000004	97.40920000000001
1_MACS_peak_25097_lociStitched	chr4	7896225	7896757	1	533	395.8612	20.6416
1_MACS_peak_28275_lociStitched	chr7	157919350	157919882	1	533	437.19759999999997	97.2496
1_MACS_peak_993_lociStitched	chr1	5758725	5759256	1	532	442.854	59.4189
1_MACS_peak_5149_lociStitched	chr10	73441678	73442209	1	532	353.96459999999996	76.1454
1_MACS_peak_6270_lociStitched	chr11	3603488	3604019	1	532	466.6959	38.550599999999996
1_MACS_peak_6771_lociStitched	chr11	64472778	64473309	1	532	449.49150000000003	46.727999999999994
1_MACS_peak_9427_lociStitched	chr15	75249322	75249853	1	532	412.2684	82.836
1_MACS_peak_12582_lociStitched	chr17	43757561	43758092	1	532	359.1153	53.5248
1_MACS_peak_15192_lociStitched	chr19	5820778	5821309	1	532	392.6214	71.685
1_MACS_peak_16026_lociStitched	chr19	14430410	14430941	1	532	480.3957	9.2394
1_MACS_peak_16168_lociStitched	chr19	15719973	15720504	1	532	532.1151	14.496300000000002
1_MACS_peak_17343_lociStitched	chr19	42245211	42245742	1	532	450.44730000000004	36.4797
1_MACS_peak_18799_lociStitched	chr2	1865415	1865946	1	532	739.683	125.58149999999999
1_MACS_peak_21122_lociStitched	chr21	43704839	43705370	1	532	434.4642	58.356899999999996
1_MACS_peak_24185_lociStitched	chr3	127103571	127104102	1	532	461.96999999999997	51.9849
1_MACS_peak_24405_lociStitched	chr3	197883519	197884050	1	532	385.1874	63.2421
1_MACS_peak_24886_lociStitched	chr4	7249591	7250122	1	532	418.959	44.7633
1_MACS_peak_27913_lociStitched	chr7	155189459	155189990	1	532	369.8946	39.0816
1_MACS_peak_29891_lociStitched	chr9	128812662	128813193	1	532	420.6582	32.1786
1_MACS_peak_31436_lociStitched	chr9	138409953	138410484	1	532	427.1364	65.5254
1_MACS_peak_4475_lociStitched	chr1	177531941	177532471	1	531	478.431	95.029
1_MACS_peak_13061_lociStitched	chr17	71528938	71529468	1	531	450.447	34.132
1_MACS_peak_14331_lociStitched	chr18	78201	78731	1	531	415.52000000000004	64.819
1_MACS_peak_18731_lociStitched	chr19	56572066	56572596	1	531	471.488	38.054
1_MACS_peak_24488_lociStitched	chr4	3439443	3439973	1	531	402.853	20.829
1_MACS_peak_26136_lociStitched	chr6	24933652	24934182	1	531	469.156	68.37
1_MACS_peak_31884_lociStitched	chrX	19470135	19470665	1	531	88509.099	93.598
1_MACS_peak_1426_lociStitched	chr1	7829055	7829584	1	530	559.3646	28.566
1_MACS_peak_11985_lociStitched	chr17	19098461	19098990	1	530	326.3401	46.6578
1_MACS_peak_19338_lociStitched	chr2	232713104	232713633	1	530	399.7124	119.8185
1_MACS_peak_21670_lociStitched	chr22	18808907	18809436	1	530	397.7022	108.1805
1_MACS_peak_26946_lociStitched	chr7	4863708	4864237	1	530	444.2013	58.9306
1_MACS_peak_28223_lociStitched	chr7	157575599	157576128	1	530	397.7551	50.4137
1_MACS_peak_28448_lociStitched	chr8	1156226	1156755	1	530	400.9291	98.5527
1_MACS_peak_29955_lociStitched	chr9	130901837	130902366	1	530	426.42690000000005	25.4978
1_MACS_peak_31460_lociStitched	chr9	138506611	138507140	1	530	512.9184	25.3391
1_MACS_peak_16027_lociStitched	chr19	14439922	14440450	1	529	482.1168	58.8192
1_MACS_peak_24674_lociStitched	chr4	3891610	3892138	1	529	388.18559999999997	65.1024
1_MACS_peak_1515_lociStitched	chr1	9178821	9179348	1	528	359.73019999999997	58.3389
1_MACS_peak_7400_lociStitched	chr11	70590842	70591369	1	528	421.96889999999996	86.8496
1_MACS_peak_7431_lociStitched	chr11	70717206	70717733	1	528	401.047	33.9915
1_MACS_peak_21927_lociStitched	chr22	21770546	21771073	1	528	349.82259999999997	34.4658
1_MACS_peak_22301_lociStitched	chr22	37394272	37394799	1	528	365.21099999999996	15.1776
1_MACS_peak_24299_lociStitched	chr3	184353373	184353900	1	528	394.35409999999996	59.0767
1_MACS_peak_26155_lociStitched	chr6	30397395	30397922	1	528	468.5557	84.2146
1_MACS_peak_27802_lociStitched	chr7	154535008	154535535	1	528	510.663	17.022100000000002
1_MACS_peak_4624_lociStitched	chr1	204939575	204940101	1	527	492.1256	55.861200000000004
1_MACS_peak_5162_lociStitched	chr10	73553510	73554036	1	527	388.5562	31.823
1_MACS_peak_7025_lociStitched	chr11	68794794	68795320	1	527	375.0906	12.203199999999999
1_MACS_peak_12756_lociStitched	chr17	47284403	47284929	1	527	485.8662	62.2258
1_MACS_peak_15349_lociStitched	chr19	6924488	6925014	1	527	404.3362	92.9442
1_MACS_peak_19157_lociStitched	chr2	151106036	151106562	1	527	4753.5672	44.6574
1_MACS_peak_21182_lociStitched	chr21	44031246	44031772	1	527	436.4222	46.235400000000006
1_MACS_peak_21360_lociStitched	chr21	45955081	45955607	1	527	526.0	48.1816
1_MACS_peak_22570_lociStitched	chr22	42315360	42315886	1	527	347.5808	91.5766
1_MACS_peak_28096_lociStitched	chr7	156296748	156297274	1	527	393.7636	64.5402
1_MACS_peak_1038_lociStitched	chr1	5878439	5878964	1	526	412.335	32.6025
1_MACS_peak_1229_lociStitched	chr1	7255059	7255584	1	526	465.35999999999996	65.83500000000001
1_MACS_peak_9139_lociStitched	chr15	22543544	22544069	1	526	432.81	32.34
1_MACS_peak_10512_lociStitched	chr16	32126019	32126544	1	526	287.07	59.01
1_MACS_peak_11551_lociStitched	chr17	4641508	4642033	1	526	421.68	60.165
1_MACS_peak_15250_lociStitched	chr19	6131295	6131820	1	526	355.8975	66.885
1_MACS_peak_18515_lociStitched	chr19	55020723	55021248	1	526	409.2375	91.665
1_MACS_peak_22982_lociStitched	chr22	44927308	44927833	1	526	405.61499999999995	29.5575
1_MACS_peak_29156_lociStitched	chr8	142699072	142699597	1	526	438.48	49.9275
1_MACS_peak_10273_lociStitched	chr16	5108424	5108948	1	525	457.0852	40.505199999999995
1_MACS_peak_10426_lociStitched	chr16	29877105	29877629	1	525	512.8388	33.0644
1_MACS_peak_12863_lociStitched	chr17	48245560	48246084	1	525	449.3824	40.348
1_MACS_peak_15092_lociStitched	chr19	5348877	5349401	1	525	499.58160000000004	94.7916
1_MACS_peak_15312_lociStitched	chr19	6551903	6552427	1	525	356.63439999999997	80.958
1_MACS_peak_20031_lociStitched	chr20	55680496	55681020	1	525	383.09639999999996	69.8492
1_MACS_peak_27597_lociStitched	chr7	101264268	101264792	1	525	430.20399999999995	33.6408
1_MACS_peak_29435_lociStitched	chr8	144007619	144008143	1	525	358.5208	51.2996
1_MACS_peak_29682_lociStitched	chr8	145782657	145783181	1	525	427.2172	20.5932
1_MACS_peak_4133_lociStitched	chr1	40620817	40621340	1	524	421.06730000000005	40.271
1_MACS_peak_5847_lociStitched	chr11	725565	726088	1	524	470.1247	61.6617
1_MACS_peak_10285_lociStitched	chr16	11319802	11320325	1	524	325.14910000000003	43.1475
1_MACS_peak_23427_lociStitched	chr22	46845675	46846198	1	524	441.8304	16.5791
1_MACS_peak_584_lociStitched	chr1	3099268	3099790	1	523	389.673	21.141000000000002
1_MACS_peak_12296_lociStitched	chr17	38121581	38122103	1	523	403.1928	20.0448
1_MACS_peak_18362_lociStitched	chr19	51026265	51026787	1	523	373.4388	33.251400000000004
1_MACS_peak_23235_lociStitched	chr22	45498803	45499325	1	523	432.47700000000003	35.8092
1_MACS_peak_25806_lociStitched	chr5	150040515	150041037	1	523	397.71180000000004	63.5274
1_MACS_peak_7804_lociStitched	chr11	119403832	119404353	1	522	477.18390000000005	8.492299999999998
1_MACS_peak_13057_lociStitched	chr17	71512693	71513214	1	522	303.3783	40.5338
1_MACS_peak_13151_lociStitched	chr17	72262630	72263151	1	522	511.7783	23.7055
1_MACS_peak_15264_lociStitched	chr19	6176318	6176839	1	522	421.54110000000003	62.519999999999996
1_MACS_peak_16607_lociStitched	chr19	30228624	30229145	1	522	440.81809999999996	13.9628
1_MACS_peak_25706_lociStitched	chr5	38450642	38451163	1	522	406.06739999999996	76.53490000000001
1_MACS_peak_25912_lociStitched	chr5	176211697	176212218	1	522	441.1307	8.544400000000001
1_MACS_peak_27212_lociStitched	chr7	75841455	75841976	1	522	465.8782	21.0484
1_MACS_peak_27981_lociStitched	chr7	155368938	155369459	1	522	467.5454	32.979299999999995
1_MACS_peak_7697_lociStitched	chr11	117525316	117525836	1	521	386.672	61.828
1_MACS_peak_14339_lociStitched	chr18	12254031	12254551	1	521	520.3639999999999	12.376000000000001
1_MACS_peak_19203_lociStitched	chr2	197324549	197325069	1	521	436.852	32.656
1_MACS_peak_20385_lociStitched	chr20	59864962	59865482	1	521	255.68400000000003	17.004
1_MACS_peak_25540_lociStitched	chr5	399421	399941	1	521	366.964	33.072
1_MACS_peak_4034_lociStitched	chr1	37379224	37379743	1	520	370.25460000000004	28.3893
1_MACS_peak_4135_lociStitched	chr1	41250151	41250670	1	520	340.5159	40.1706
1_MACS_peak_6354_lociStitched	chr11	45122959	45123478	1	520	504.3123	65.4978
1_MACS_peak_10096_lociStitched	chr16	3126385	3126904	1	520	400.0971	65.0826
1_MACS_peak_10857_lociStitched	chr16	85974048	85974567	1	520	325.62059999999997	21.3828
1_MACS_peak_15350_lociStitched	chr19	6931340	6931859	1	520	439.8525	59.2698
1_MACS_peak_16477_lociStitched	chr19	18297084	18297603	1	520	351.0516	38.7693
1_MACS_peak_22850_lociStitched	chr22	44344709	44345228	1	520	547.7525999999999	55.8444
1_MACS_peak_24326_lociStitched	chr3	188162582	188163101	1	520	448.8831	86.6211
1_MACS_peak_24380_lociStitched	chr3	195560221	195560740	1	520	424.3863	57.9723
1_MACS_peak_25120_lociStitched	chr4	8006727	8007246	1	520	421.1685	38.7693
1_MACS_peak_27389_lociStitched	chr7	100651612	100652131	1	520	406.7403	35.9667
1_MACS_peak_2941_lociStitched	chr1	20898963	20899481	1	519	408.184	20.4092
1_MACS_peak_12053_lociStitched	chr17	21262932	21263450	1	519	625.744	42.735
1_MACS_peak_20025_lociStitched	chr20	55279345	55279863	1	519	367.1066	59.9326
1_MACS_peak_28316_lociStitched	chr7	158162505	158163023	1	519	479.5644	89.45859999999999
1_MACS_peak_823_lociStitched	chr1	4103500	4104017	1	518	309.4762	0.6204
1_MACS_peak_4147_lociStitched	chr1	42127105	42127622	1	518	384.131	59.2482
1_MACS_peak_12069_lociStitched	chr17	21299945	21300462	1	518	516.2762	23.0582
1_MACS_peak_15315_lociStitched	chr19	6640101	6640618	1	518	528.4774	93.3185
1_MACS_peak_23410_lociStitched	chr22	46544858	46545375	1	518	459.096	69.795
1_MACS_peak_25710_lociStitched	chr5	54396997	54397514	1	518	486.7038	80.6003
1_MACS_peak_26441_lociStitched	chr6	35479068	35479585	1	518	440.6391	26.6255
1_MACS_peak_27498_lociStitched	chr7	100992742	100993259	1	518	465.1449	32.1057
1_MACS_peak_2891_lociStitched	chr1	20771676	20772192	1	517	414.7092	48.7104
1_MACS_peak_4197_lociStitched	chr1	53952060	53952576	1	517	353.718	52.425599999999996
1_MACS_peak_6419_lociStitched	chr11	60977214	60977730	1	517	348.1452	22.4976
1_MACS_peak_12135_lociStitched	chr17	28562728	28563244	1	517	444.2244	24.9744
1_MACS_peak_14640_lociStitched	chr19	2919522	2920038	1	517	361.6644	78.8964
1_MACS_peak_22389_lociStitched	chr22	37852591	37853107	1	517	385.6584	40.660799999999995
1_MACS_peak_26253_lociStitched	chr6	33181140	33181656	1	517	500.3136	31.785600000000002
1_MACS_peak_29531_lociStitched	chr8	144358483	144358999	1	517	531.5316	42.879599999999996
1_MACS_peak_5224_lociStitched	chr10	99611210	99611725	1	516	434.145	77.5075
1_MACS_peak_9330_lociStitched	chr15	74464427	74464942	1	516	329.9605	41.2
1_MACS_peak_13059_lociStitched	chr17	71519922	71520437	1	516	365.5985	9.475999999999999
1_MACS_peak_15381_lociStitched	chr19	7440191	7440706	1	516	398.404	68.9585
1_MACS_peak_16606_lociStitched	chr19	30226325	30226840	1	516	350.0455	9.4245
1_MACS_peak_25109_lociStitched	chr4	7967825	7968340	1	516	460.5645	17.098
1_MACS_peak_28859_lociStitched	chr8	28258756	28259271	1	516	524.7334999999999	146.981
1_MACS_peak_31962_lociStitched	chrX	152871928	152872443	1	516	420.08549999999997	2.7295
1_MACS_peak_4161_lociStitched	chr1	46919209	46919723	1	515	385.9112	11.9762
1_MACS_peak_7312_lociStitched	chr11	70042266	70042780	1	515	69222.0248	213.1558
1_MACS_peak_8852_lociStitched	chr14	101060873	101061387	1	515	373.421	19.0694
1_MACS_peak_17232_lociStitched	chr19	41532536	41533050	1	515	470.31	51.965399999999995
1_MACS_peak_19149_lociStitched	chr2	135475515	135476029	1	515	513.3318	25.3402
1_MACS_peak_23301_lociStitched	chr22	45955359	45955873	1	515	416.90540000000004	17.013399999999997
1_MACS_peak_24472_lociStitched	chr4	2075501	2076015	1	515	494.725	15.0088
1_MACS_peak_3658_lociStitched	chr1	30381621	30382134	1	514	430.91999999999996	33.5502
1_MACS_peak_4115_lociStitched	chr1	37901870	37902383	1	514	439.128	32.6268
1_MACS_peak_10510_lociStitched	chr16	31485609	31486122	1	514	350.6355	35.5509
1_MACS_peak_11561_lociStitched	chr17	5035504	5036017	1	514	362.4858	20.7252
1_MACS_peak_16077_lociStitched	chr19	15183952	15184465	1	514	385.7247	37.500299999999996
1_MACS_peak_17095_lociStitched	chr19	39584160	39584673	1	514	347.6601	24.572699999999998
1_MACS_peak_19899_lociStitched	chr20	48234790	48235303	1	514	320.7276	44.1693
1_MACS_peak_20265_lociStitched	chr20	57415223	57415736	1	514	377.8758	18.211499999999997
1_MACS_peak_21832_lociStitched	chr22	20461937	20462450	1	514	331.5006	89.9802
1_MACS_peak_23475_lociStitched	chr22	49259971	49260484	1	514	373.977	95.3154
1_MACS_peak_25158_lociStitched	chr4	8128524	8129037	1	514	351.5076	15.492600000000001
1_MACS_peak_28632_lociStitched	chr8	7404911	7405424	1	514	305.79929999999996	31.1391
1_MACS_peak_10942_lociStitched	chr16	87689145	87689657	1	513	316.3136	30.5152
1_MACS_peak_11555_lociStitched	chr17	4676447	4676959	1	513	371.5072	73.9328
1_MACS_peak_11601_lociStitched	chr17	6561904	6562416	1	513	350.72	75.7248
1_MACS_peak_19266_lociStitched	chr2	219912620	219913132	1	513	426.0864	11.9808
1_MACS_peak_25575_lociStitched	chr5	549010	549522	1	513	415.232	49.7664
1_MACS_peak_27537_lociStitched	chr7	101088267	101088779	1	513	340.224	33.9456
1_MACS_peak_28708_lociStitched	chr8	7629400	7629912	1	513	288.4608	12.6976
1_MACS_peak_2880_lociStitched	chr1	20738220	20738731	1	512	368.2777	37.303
1_MACS_peak_9641_lociStitched	chr15	89897202	89897713	1	512	434.09450000000004	17.6295
1_MACS_peak_9686_lociStitched	chr15	101976104	101976615	1	512	370.93489999999997	61.1667
1_MACS_peak_10130_lociStitched	chr16	3247862	3248373	1	512	432.306	56.363299999999995
1_MACS_peak_11604_lociStitched	chr17	6589760	6590271	1	512	386.7248	35.9744
1_MACS_peak_14283_lociStitched	chr17	81002505	81003016	1	512	507.67850000000004	17.2718
1_MACS_peak_28441_lociStitched	chr8	735812	736323	1	512	401.69710000000003	12.775
1_MACS_peak_2656_lociStitched	chr1	19066670	19067180	1	511	382.34700000000004	66.3
1_MACS_peak_8255_lociStitched	chr12	52425008	52425518	1	511	379.08299999999997	57.732
1_MACS_peak_12390_lociStitched	chr17	41491357	41491867	1	511	523.311	24.48
