REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
7_MACS_peak_5054_lociStitched	chr10	73045083	73062965	7	16749	19627.2832	1886.551	440	UNC5B	SLC29A3	SLC29A3	NONE	NONE	440	1
1_MACS_peak_12228_lociStitched	chr17	36333567	36350249	1	16683	29877.462	5605.152	441	TBC1D3,TBC1D3F		TBC1D3	TBC1D3	1.1593	441	1
7_MACS_peak_21574_lociStitched	chr21	47357607	47375099	7	16609	22839.3044	1652.994	442	PCBP3	COL6A1	COL6A1	COL6A1	0.9784999999999999	442	1
8_MACS_peak_668_lociStitched	chr1	3267804	3286140	8	16597	18361.6704	867.2928	443	PRDM16		ARHGEF16	ARHGEF16	0.9044	443	1
2_MACS_peak_15370_lociStitched	chr19	7036587	7053229	2	16593	21825.983	3801.0328	444	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	MBD3L2	1.0407	444	1
6_MACS_peak_23962_lociStitched	chr3	48615514	48632793	6	16579	22340.0191	1947.3433	445	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	MIR711	MIR711	0.9023000000000001	445	1
12_MACS_peak_23275_lociStitched	chr22	45906268	45927228	12	16579	18773.872	1555.232	446	FBLN1		FBLN1	FBLN1	0.7396999999999999	446	1
8_MACS_peak_21599_lociStitched	chr21	47405073	47423434	8	16574	24633.1176	1608.4236	447	COL6A1		COL6A1	COL6A1	0.9784999999999999	447	1
12_MACS_peak_20697_lociStitched	chr20	61745393	61765806	12	16573	19478.0846	1633.04	448		HAR1A,MIR124-3,HAR1B	HAR1B	MIR124-3	0.8689	448	1
10_MACS_peak_25270_lociStitched	chr4	8591757	8610506	10	16558	19138.9792	1297.4308	449	CPZ	GPR78	CPZ	CPZ	0.8976000000000001	449	1
6_MACS_peak_11432_lociStitched	chr17	1859230	1876775	6	16557	21350.5105	1535.1875	450	RTN4RL1		RTN4RL1	RTN4RL1	1.1097000000000001	450	1
10_MACS_peak_23345_lociStitched	chr22	46289825	46308489	10	16507	19539.3416	1313.9456	451			WNT7B	WNT7B	0.9853999999999999	451	1
7_MACS_peak_31142_lociStitched	chr9	137698979	137717289	7	16504	20186.775	1360.433	452	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.0712	452	1
2_MACS_peak_12688_lociStitched	chr17	45922455	45939403	2	16502	24861.0212	1937.1564	453	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	1.0581999999999998	453	1
15_MACS_peak_24566_lociStitched	chr4	3702327	3723800	15	16487	19083.0551	1646.9791	454		ADRA2C,LOC100133461	LOC100133461	LOC100133461	0.7371000000000001	454	1
7_MACS_peak_13643_lociStitched	chr17	76517865	76536291	7	16453	19533.4026	1689.6642	455	DNAH17		DNAH17	DNAH17	0.7581	455	1
11_MACS_peak_1994_lociStitched	chr1	16492835	16511581	11	16446	19122.7946	1767.7478	456		EPHA2,ARHGEF19	EPHA2	EPHA2	1.0689	456	1
15_MACS_peak_17750_lociStitched	chr19	46958773	46978781	15	16440	18957.58	1560.624	457	PNMAL1	CCDC8,PNMAL2	PNMAL1	PNMAL2	1.1715	457	1
8_MACS_peak_20713_lociStitched	chr20	61779793	61798544	8	16426	19671.6741	1258.1921	458		HAR1A,MIR124-3,HAR1B,YTHDF1	MIR124-3	MIR124-3	0.8689	458	1
7_MACS_peak_21175_lociStitched	chr21	44011501	44028615	7	16384	21382.2316	2413.074	459		PDE9A	PDE9A	PDE9A	1.3517	459	1
5_MACS_peak_26683_lociStitched	chr7	1217546	1235657	5	16381	18967.6503	1573.8459	460		UNCX,C7orf50,ZFAND2A	ZFAND2A	UNCX	0.48650000000000004	460	1
4_MACS_peak_4361_lociStitched	chr1	156579541	156596574	4	16379	26477.7985	3265.2261	461	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	HAPLN2	1.321	461	1
7_MACS_peak_6250_lociStitched	chr11	3208874	3226925	7	16367	22913.9394	1537.9452	462		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.5693999999999999	462	1
8_MACS_peak_27355_lociStitched	chr7	100414400	100432891	8	16340	20271.6833	1767.7396	463	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	0.9041	463	1
2_MACS_peak_15368_lociStitched	chr19	7016963	7033778	2	16313	20258.712	2939.262	464	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	MBD3L2	1.0407	464	1
17_MACS_peak_31414_lociStitched	chr9	138344487	138365165	17	16308	17781.0122	1544.6466	465		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	LCN1	0.49440000000000006	465	1
7_MACS_peak_4425_lociStitched	chr1	158121635	158139001	7	16299	20582.1832	3111.9872	466		CD1D,LOC646268	CD1D	CD1D	0.8259999999999998	466	1
8_MACS_peak_14856_lociStitched	chr19	3581445	3599266	8	16297	24856.7308	2240.0997	467	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.2453	467	1
5_MACS_peak_20688_lociStitched	chr20	61713729	61731408	5	16267	19420.3815	1145.5992	468	LOC63930,HAR1B	LOC100144597,HAR1A,NCRNA00029	HAR1A	LOC100144597	1.0202	468	1
5_MACS_peak_21419_lociStitched	chr21	46140525	46157093	5	16248	20892.248	1784.3736	469		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	KRTAP10-12	1.0037	469	1
3_MACS_peak_9642_lociStitched	chr15	89899866	89916790	3	16226	20940.0652	1714.4012	470	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	1.2397	470	1
8_MACS_peak_26918_lociStitched	chr7	2714032	2732008	8	16220	19854.492	1589.0784	471	AMZ1	TTYH3	AMZ1	TTYH3	0.9954000000000001	471	1
8_MACS_peak_14070_lociStitched	chr17	78080525	78099146	8	16204	20289.4416	1603.2681	472	GAA	EIF4A3	GAA	GAA	0.9292	472	1
2_MACS_peak_31784_lociStitched	chr9	140317890	140334343	2	16196	26686.766	1628.847	473	NOXA1,ENTPD8	EXD3,NELF	NOXA1	NOXA1	1.1612	473	1
9_MACS_peak_12799_lociStitched	chr17	47594247	47613440	9	16181	18907.0243	2274.3705	474		NGFR,NXPH3	NGFR	NGFR	1.0724	474	1
4_MACS_peak_12166_lociStitched	chr17	34577257	34594283	4	16111	24440.823	4462.5146	475	TBC1D3C	CCL4L1	TBC1D3C	TBC1D3C	0.6296	475	1
9_MACS_peak_23667_lociStitched	chr22	51034132	51052210	9	16053	22908.4416	1628.8278	476	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	MAPK8IP2	1.0812	476	1
7_MACS_peak_16543_lociStitched	chr19	18899552	18916369	7	16028	18999.8466	1513.53	477	COMP	UPF1	COMP	COMP	0.9026	477	1
9_MACS_peak_10450_lociStitched	chr16	30028467	30045548	9	16028	22649.406	1762.7592	478	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	C16orf92	C16orf92	1.2529000000000001	478	1
6_MACS_peak_25969_lociStitched	chr5	176884863	176902066	6	16017	22735.4848	1634.285	479	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	DBN1	0.841	479	1
6_MACS_peak_680_lociStitched	chr1	3298271	3315493	6	16009	18351.7632	1079.8194	480	PRDM16		ARHGEF16	ARHGEF16	0.9044	480	1
11_MACS_peak_13840_lociStitched	chr17	77458859	77478618	11	15971	19510.0366	1841.5388	481	RBFOX3		RBFOX3	RBFOX3	1.0189000000000001	481	1
4_MACS_peak_12704_lociStitched	chr17	46691045	46708677	4	15934	26097.1232	1932.4672	482	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	HOXB9	1.3977	482	1
9_MACS_peak_5872_lociStitched	chr11	1071111	1089415	9	15902	20438.2464	1317.888	483	MUC2	MUC6	MUC2	MUC2	0.8159	483	1
4_MACS_peak_15947_lociStitched	chr19	13973558	13990669	4	15842	19985.648	1969.4761	484	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	MIR181C	0.9976	484	1
14_MACS_peak_6479_lociStitched	chr11	61360579	61380925	14	15840	18610.4862	1611.4032	485		RPLP0P2,SYT7	RPLP0P2	SYT7	0.9410000000000001	485	1
7_MACS_peak_11762_lociStitched	chr17	7676004	7693240	7	15793	17959.912	1902.8544	486	DNAH2	RPL29P2,KDM6B	RPL29P2	RPL29P2	0.4586	486	1
6_MACS_peak_31546_lociStitched	chr9	138864973	138882240	6	15754	19102.4821	1155.1623	487		UBAC1	UBAC1	UBAC1	0.08310000000000001	487	1
4_MACS_peak_21284_lociStitched	chr21	45665389	45681541	4	15709	24077.7864	2461.5648	488	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	AIRE	1.2563	488	1
12_MACS_peak_9953_lociStitched	chr16	1955535	1975178	12	15709	22426.4131	1822.8704	489	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	1.0803	489	1
8_MACS_peak_113_lociStitched	chr1	1356475	1374625	8	15682	20783.565	1381.215	490	TMEM88B,VWA1,LOC441869	LOC148413,ATAD3C,ATAD3B,AURKAIP1,CCNL2,MRPL20	TMEM88B	TMEM88B	0.9560000000000001	490	1
6_MACS_peak_16512_lociStitched	chr19	18493430	18510171	6	15648	18431.841	2015.6164	491	GDF15,MIR3189,LRRC25	PGPEP1,SSBP4,ISYNA1	MIR3189	MIR3189	0.9471999999999999	491	1
1_MACS_peak_27645_lociStitched	chr7	128482642	128498287	1	15646	25013.226	2229.4125	492	FLNC	ATP6V1F,LOC100130705	ATP6V1F	ATP6V1F	0.009899999999999992	492	1
9_MACS_peak_14247_lociStitched	chr17	79907578	79926638	9	15639	22284.952	1833.572	493	NOTUM	NPB,LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	NOTUM	1.0344	493	1
4_MACS_peak_21641_lociStitched	chr21	47545520	47562536	4	15637	24040.2048	1713.5112	494	COL6A2,FTCD	C21orf56	FTCD	FTCD	0.9071999999999999	494	1
11_MACS_peak_325_lociStitched	chr1	2417104	2436080	11	15631	19879.2576	1170.8192	495	PLCH2	PANK4,HES5,LOC115110	PLCH2	HES5	1.1513	495	1
6_MACS_peak_88_lociStitched	chr1	1133532	1150063	6	15598	21754.796	1137.3328	496	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	MIR200B	1.6553	496	1
8_MACS_peak_15520_lociStitched	chr19	8182389	8199597	8	15598	18839.3184	1672.6176	497	FBN3		FBN3	FBN3	0.6904	497	1
4_MACS_peak_14557_lociStitched	chr19	1491175	1507194	4	15552	31514.1787	2692.7939	498	REEP6,ADAMTSL5	APC2,PLK5P,C19orf25,PCSK4	REEP6	PLK5P	1.7355	498	1
2_MACS_peak_13442_lociStitched	chr17	74905537	74921141	2	15546	20225.9048	1563.5208	499	MGAT5B		MGAT5B	MGAT5B	0.9466	499	1
3_MACS_peak_12170_lociStitched	chr17	34742575	34759297	3	15541	25452.5562	4441.3632	500	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	TBC1D3H	1.0433999999999999	500	1
9_MACS_peak_29738_lociStitched	chr9	34562500	34580469	9	15538	18423.6157	1827.4473	501	LOC415056,CNTFR	ENHO,C9orf23,DCTN3,ARID3C	LOC415056	LOC415056	0.8552	501	1
2_MACS_peak_27739_lociStitched	chr7	151078264	151094108	2	15522	24719.8088	1841.0728	502	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	LOC100131176	0.5376000000000001	502	1
5_MACS_peak_8770_lociStitched	chr13	114049257	114065941	5	15502	21315.4784	1723.4572	503		GRTP1,ADPRHL1	GRTP1	GRTP1	0.4097	503	1
10_MACS_peak_13762_lociStitched	chr17	77272737	77288878	10	15498	16936.7513	1233.1724	504	RBFOX3		RBFOX3	RBFOX3	1.0189000000000001	504	1
10_MACS_peak_11381_lociStitched	chr17	1172716	1190854	10	15495	20225.6838	1973.4144	505	BHLHA9,TUSC5		TUSC5	TUSC5	0.9779	505	1
3_MACS_peak_4319_lociStitched	chr1	155088785	155104693	3	15461	31539.2008	2868.2124	506	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	EFNA3	1.2985	506	1
6_MACS_peak_10073_lociStitched	chr16	3054909	3071526	6	15429	22803.5091	1847.8104	507	CLDN9,TNFRSF12A,CLDN6	KREMEN2,PAQR4,LOC283875,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	LOC283875	1.5923	507	1
11_MACS_peak_17885_lociStitched	chr19	48211283	48229933	11	15424	18435.525	1743.775	508	EHD2	GLTSCR2,SNORD23	EHD2	EHD2	0.7223	508	1
7_MACS_peak_19775_lociStitched	chr20	43318430	43335689	7	15411	17588.6469	2153.9232	509		WISP2,KCNK15,ADA,LOC79015	WISP2	KCNK15	0.561	509	1
10_MACS_peak_14995_lociStitched	chr19	4772469	4789582	10	15406	18042.2359	2253.7821	510	C19orf30	MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	MIR7-3	0.5646	510	1
7_MACS_peak_4966_lociStitched	chr10	71487951	71504509	7	15402	17399.1464	1665.7348	511			COL13A1	COL13A1	NONE	511	1
2_MACS_peak_27387_lociStitched	chr7	100632992	100648485	2	15372	37674.3281	2790.2893	512	MUC12	MUC17	MUC17	MUC17	0.4356	512	1
14_MACS_peak_9353_lociStitched	chr15	74508459	74527462	14	15339	16057.535	1809.0856	513		ISLR,CCDC33,STRA6	CCDC33	STRA6	0.7677999999999999	513	1
8_MACS_peak_517_lociStitched	chr1	2986418	3003891	8	15335	16538.1945	758.3282	514	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	MIR4251	0.9072	514	1
9_MACS_peak_13877_lociStitched	chr17	77527839	77546461	9	15279	18258.871	1527.004	515		RBFOX3	RBFOX3	RBFOX3	1.0189000000000001	515	1
13_MACS_peak_176_lociStitched	chr1	1914738	1933450	13	15276	17909.2552	1584.9064	516	KIAA1751	GABRD,PRKCZ	KIAA1751	GABRD	1.0388	516	1
9_MACS_peak_31026_lociStitched	chr9	137435125	137451993	9	15215	16454.734	1098.1068	517			COL5A1	COL5A1	0.6732	517	1
8_MACS_peak_12690_lociStitched	chr17	45942613	45959501	8	15213	18870.6512	1825.5928	518		LRRC46,SP2,OSBPL7,MRPL10,SCRN2,SP6	SP6	SP6	1.0581999999999998	518	1
15_MACS_peak_30823_lociStitched	chr9	136495734	136513513	15	15180	17037.6157	1178.7477	519	DBH		DBH	DBH	0.8973	519	1
3_MACS_peak_1961_lociStitched	chr1	16383496	16400187	3	15156	23255.5703	1659.0854	520	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	CLCNKA	1.3658000000000001	520	1
13_MACS_peak_30573_lociStitched	chr9	135591450	135610959	13	15142	17288.8758	1525.6038	521	C9orf98	GTF3C4,DDX31	DDX31	NONE	NONE	521	1
5_MACS_peak_23374_lociStitched	chr22	46358297	46374706	5	15116	18811.2776	830.2954	522	WNT7B	LOC730668	WNT7B	WNT7B	0.9853999999999999	522	1
10_MACS_peak_29360_lociStitched	chr8	143655052	143673581	10	15113	17146.7366	1234.0314	523		ARC	ARC	ARC	0.734	523	1
3_MACS_peak_15482_lociStitched	chr19	7949849	7965673	3	15082	19803.736	2199.536	524	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	LRRC8E	0.8075	524	1
8_MACS_peak_17558_lociStitched	chr19	45714484	45732156	8	15042	18408.9224	1632.8928	525	EXOC3L2	BLOC1S3,MARK4,TRAPPC6A	EXOC3L2	EXOC3L2	0.7990999999999999	525	1
4_MACS_peak_28909_lociStitched	chr8	86744716	86761009	4	15040	15444.1347	4896.0465	526	REXO1L2P,REXO1L1		REXO1L1	REXO1L1	0.5347	526	1
13_MACS_peak_2074_lociStitched	chr1	17381594	17400244	13	15022	16818.57	1969.44	527	PADI2	ATP13A2,SDHB	SDHB	ATP13A2	0.0508	527	1
4_MACS_peak_16306_lociStitched	chr19	17634356	17650219	4	14987	19828.75	1552.9877	528	FAM129C	PGLS,GLT25D1	FAM129C	FAM129C	0.716	528	1
19_MACS_peak_16876_lociStitched	chr19	36282952	36304536	19	14960	18182.3616	2015.9456	529	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,TMEM149,U2AF1L4,HSPB6,NPHS1	PRODH2	KIRREL2	0.842	529	1
16_MACS_peak_9406_lociStitched	chr15	74615779	74636479	16	14959	17514.27	1763.64	530	CCDC33,CYP11A1		CCDC33	CCDC33	0.7268	530	1
4_MACS_peak_4633_lociStitched	chr1	204975130	204991525	4	14946	19211.661	2229.72	531	NFASC	CNTN2	CNTN2	CNTN2	0.496	531	1
7_MACS_peak_9590_lociStitched	chr15	79056186	79071805	7	14940	17087.186	1237.0248	532	ADAMTS7	LOC646938	LOC646938	LOC646938	0.11199999999999999	532	1
12_MACS_peak_8313_lociStitched	chr12	52698365	52717791	12	14890	17271.6566	1950.3704	533	KRT86,KRT83	KRT81,KRT85	KRT83	KRT83	0.7067	533	1
4_MACS_peak_27259_lociStitched	chr7	99758801	99774634	4	14876	25658.9598	2045.6236	534	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	GAL3ST4	1.0093	534	1
7_MACS_peak_11693_lociStitched	chr17	7163899	7179350	7	14846	19781.9153	1495.6568	535	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2	CLDN7	YBX2	1.3867	535	1
11_MACS_peak_13187_lociStitched	chr17	72334913	72352403	11	14820	17010.774	1367.718	536	KIF19	GPR142,BTBD17	BTBD17	BTBD17	0.853	536	1
5_MACS_peak_30423_lociStitched	chr9	134706539	134722364	5	14805	16923.255	1520.7825	537			RAPGEF1	NONE	NONE	537	1
6_MACS_peak_19314_lociStitched	chr2	220490915	220506788	6	14748	16982.5227	1376.1891	538	SLC4A3	STK11IP	SLC4A3	SLC4A3	0.7101999999999999	538	1
5_MACS_peak_31693_lociStitched	chr9	139845559	139861103	5	14744	21146.0576	1355.4368	539	LCN12	C8G,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	PTGDS	1.3498	539	1
6_MACS_peak_15529_lociStitched	chr19	8203940	8220383	6	14718	19312.3035	1562.085	540	FBN3		FBN3	FBN3	0.6904	540	1
9_MACS_peak_30372_lociStitched	chr9	133980418	133996819	9	14710	18659.4177	1800.8298	541	AIF1L	NUP214	NUP214	NONE	NONE	541	1
3_MACS_peak_2965_lociStitched	chr1	21044369	21059318	3	14573	22700.0565	1683.2574	542	SH2D5	KIF17	SH2D5	SH2D5	1.0475999999999999	542	1
7_MACS_peak_8030_lociStitched	chr12	3235727	3252101	7	14566	16365.813	1435.9998	543	TSPAN9		TSPAN9	TSPAN9	0.6127999999999999	543	1
8_MACS_peak_22080_lociStitched	chr22	30105537	30122698	8	14541	16920.746	1484.4265	544	CABP7	UQCR10,ZMAT5	CABP7	CABP7	0.5435	544	1
7_MACS_peak_16402_lociStitched	chr19	17977405	17994049	7	14493	17314.7532	1529.5836	545	SLC5A5	RPL18AP3,RPL18A,SNORA68,CCDC124,INSL3,JAK3	SLC5A5	SLC5A5	0.7735000000000001	545	1
7_MACS_peak_17566_lociStitched	chr19	45733596	45749676	7	14477	15994.776	1435.944	546	EXOC3L2	MARK4	EXOC3L2	EXOC3L2	0.7990999999999999	546	1
5_MACS_peak_21158_lociStitched	chr21	43853922	43870094	5	14474	20929.8024	2425.8	547	UBASH3A	SLC37A1,TMPRSS3,RSPH1	UBASH3A	TMPRSS3	0.9270999999999999	547	1
8_MACS_peak_6239_lociStitched	chr11	2935405	2951785	8	14441	21651.084	1497.132	548	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	PHLDA2	1.0707	548	1
8_MACS_peak_14760_lociStitched	chr19	3214748	3231315	8	14412	17827.7487	1840.5937	549	CELF5	S1PR4,NCLN	CELF5	CELF5	0.7493	549	1
3_MACS_peak_9749_lociStitched	chr16	819284	834352	3	14401	20817.9488	1005.0356	550	MIR662,MSLNL	FAM173A,HAGHL,MSLN,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	MSLNL	0.9724999999999999	550	1
9_MACS_peak_13701_lociStitched	chr17	77036835	77054821	9	14400	19016.5978	2311.201	551	C1QTNF1	ENGASE,CANT1	C1QTNF1	C1QTNF1	1.2095	551	1
7_MACS_peak_16320_lociStitched	chr19	17700136	17716733	7	14394	17750.4915	1726.088	552	UNC13A	GLT25D1	GLT25D1	GLT25D1	0.1158	552	1
15_MACS_peak_13779_lociStitched	chr17	77308429	77327081	15	14343	16161.958	1604.072	553	RBFOX3		RBFOX3	RBFOX3	1.0189000000000001	553	1
15_MACS_peak_23601_lociStitched	chr22	50496845	50517204	15	14340	17478.2015	1486.207	554	MLC1	MOV10L1,IL17REL,TTLL8	TTLL8	TTLL8	0.8458	554	1
15_MACS_peak_26514_lociStitched	chr6	44236319	44257110	15	14323	17992.5314	2020.8852	555	TMEM151B,TCTE1	SLC29A1,HSP90AB1,SLC35B2,NFKBIE,AARS2	TMEM151B	TMEM151B	0.6801999999999999	555	1
1_MACS_peak_26905_lociStitched	chr7	2671711	2686010	1	14300	19134.9218	1152.4994	556	TTYH3	AMZ1	TTYH3	TTYH3	0.9954000000000001	556	1
3_MACS_peak_12173_lociStitched	chr17	34793438	34808514	3	14296	24261.8068	4243.894	557	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	TBC1D3H	1.0433999999999999	557	1
16_MACS_peak_6611_lociStitched	chr11	64146186	64165517	16	14269	16367.5577	1527.149	558		CCDC88B,RPS6KA4,MIR1237	MIR1237	RPS6KA4	0.037599999999999995	558	1
10_MACS_peak_2315_lociStitched	chr1	17938528	17954190	10	14251	14918.055	1066.5822	559	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.7215	559	1
11_MACS_peak_13932_lociStitched	chr17	77685525	77702181	11	14217	15585.0192	1489.0464	560		ENPP7,CBX2	ENPP7	CBX2	1.4022	560	1
3_MACS_peak_4333_lociStitched	chr1	155159068	155173388	3	14214	19135.816	2494.544	561	MIR92B,MUC1,THBS3	TRIM46,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	MIR92B	1.1824	561	1
10_MACS_peak_31149_lociStitched	chr9	137769645	137786263	10	14165	15679.083	1133.3476	562	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	FCN2	0.8345	562	1
6_MACS_peak_19304_lociStitched	chr2	220419264	220434551	6	14162	18989.5114	1490.4825	563	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	ACCN4	1.0374	563	1
1_MACS_peak_302_lociStitched	chr1	2302106	2316259	1	14154	20465.238	1258.2017	564	MORN1	RER1,LOC100129534,PEX10	MORN1	LOC100129534	1.2975999999999999	564	1
4_MACS_peak_8152_lociStitched	chr12	6928497	6943235	4	14140	24414.9708	2019.106	565	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,RPL13P5,CDCA3,SPSB2	LEPREL2	LEPREL2	0.8992	565	1
7_MACS_peak_9875_lociStitched	chr16	1123402	1140824	7	14139	16449.8524	1191.6648	566	SSTR5,LOC146336,C1QTNF8		SSTR5	SSTR5	0.8305	566	1
3_MACS_peak_13542_lociStitched	chr17	75892741	75907072	3	14090	17301.8163	1354.2795	567		FLJ45079	FLJ45079	FLJ45079	0.8101	567	1
10_MACS_peak_15978_lociStitched	chr19	14290110	14306170	10	14055	16556.254	1355.464	568	LPHN1	ASF1B	LPHN1	LPHN1	0.6597000000000001	568	1
3_MACS_peak_14840_lociStitched	chr19	3452323	3467245	3	14050	18898.713	1845.8514	569	NFIC	FZR1,C19orf77,DOHH	C19orf77	C19orf77	0.9604999999999999	569	1
3_MACS_peak_14498_lociStitched	chr19	665036	679421	3	14013	23132.5185	1967.868	570	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	PALM	1.6941000000000002	570	1
5_MACS_peak_3004_lociStitched	chr1	21889195	21904450	5	14007	17006.274	1475.1585	571	ALPL		ALPL	ALPL	0.7424	571	1
6_MACS_peak_14361_lociStitched	chr18	44542061	44557382	6	14000	17712.6081	5772.9528	572	KATNAL2,TCEB3CL,TCEB3C	PIAS2,TCEB3B	TCEB3CL	TCEB3CL	0.6844	572	1
4_MACS_peak_24029_lociStitched	chr3	50302189	50318026	4	13987	23845.7709	1894.1052	573	SEMA3B,C3orf45	GNAI2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2	SEMA3B	SEMA3B	1.1751	573	1
2_MACS_peak_13379_lociStitched	chr17	73604750	73619228	2	13950	25657.9116	1544.8026	574	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	NONE	NONE	574	1
4_MACS_peak_6693_lociStitched	chr11	64321611	64336605	4	13926	16937.2224	1397.4408	575	SLC22A11	SLC22A12	SLC22A11	SLC22A11	0.8425	575	1
19_MACS_peak_24594_lociStitched	chr4	3744784	3763944	19	13904	16006.264	1567.288	576		ADRA2C	ADRA2C	ADRA2C	0.5184	576	1
3_MACS_peak_12278_lociStitched	chr17	37751255	37765789	3	13900	21283.5896	1196.1482	577	NEUROD2	PPP1R1B,STARD3	NEUROD2	NEUROD2	1.2227	577	1
10_MACS_peak_31514_lociStitched	chr9	138626482	138643558	10	13886	16471.5096	676.2096	578	KCNT1	SOHLH1	KCNT1	SOHLH1	0.9416	578	1
6_MACS_peak_7940_lociStitched	chr12	154251	169951	6	13838	17927.83	4229.58	579		IQSEC3,FAM138D	FAM138D	FAM138D	0.6929	579	1
10_MACS_peak_23325_lociStitched	chr22	46024324	46042504	10	13838	16320.186	1458.036	580		ATXN10	ATXN10	NONE	NONE	580	1
14_MACS_peak_626_lociStitched	chr1	3179278	3197596	14	13781	15810.2658	1078.9302	581	PRDM16		MIR4251	MIR4251	0.9072	581	1
7_MACS_peak_25944_lociStitched	chr5	176299384	176314197	7	13768	18993.2286	1278.3619	582	UNC5A,HK3		HK3	HK3	0.6235	582	1
7_MACS_peak_9758_lociStitched	chr16	871942	887376	7	13762	17954.3722	1088.097	583		CHTF18,PRR25,MSLNL,RPUSD1,GNG13	PRR25	MSLNL	0.9724999999999999	583	1
9_MACS_peak_6753_lociStitched	chr11	64432702	64447662	9	13722	15452.184	1320.968	584	NRXN2	NRXN2	NRXN2	NRXN2	0.8759	584	1
7_MACS_peak_24039_lociStitched	chr3	50416679	50432568	7	13677	15752.3546	1464.9658	585	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	ZMYND10	0.11600000000000002	585	1
