REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_13442_lociStitched	chr17	74905537	74921141	2	15546	20225.9048	1563.5208	504	MGAT5B		MGAT5B	504	1
11_MACS_peak_13840_lociStitched	chr17	77458859	77478618	11	15971	19510.0366	1841.5388	505	RBFOX3		RBFOX3	505	1
7_MACS_peak_16543_lociStitched	chr19	18899552	18916369	7	16028	18999.8466	1513.53	506	COMP	UPF1	COMP	506	1
1_MACS_peak_12227_lociStitched	chr17	36283804	36297317	1	13514	26266.5694	3991.7402	507	TBC1D3,TBC1D3F	LOC284100	TBC1D3	507	1
6_MACS_peak_31546_lociStitched	chr9	138864973	138882240	6	15754	19102.4821	1155.1623	508		UBAC1	UBAC1	508	1
6_MACS_peak_680_lociStitched	chr1	3298271	3315493	6	16009	18351.7632	1079.8194	509	PRDM16		ARHGEF16	509	1
9_MACS_peak_12799_lociStitched	chr17	47594247	47613440	9	16181	18907.0243	2274.3705	510		NGFR,NXPH3	NGFR	510	1
3_MACS_peak_14498_lociStitched	chr19	665036	679421	3	14013	23132.5185	1967.868	511	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	511	1
10_MACS_peak_11381_lociStitched	chr17	1172716	1190854	10	15495	20225.6838	1973.4144	512	BHLHA9,TUSC5		TUSC5	512	1
5_MACS_peak_31693_lociStitched	chr9	139845559	139861103	5	14744	21146.0576	1355.4368	513	LCN12	C8G,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	513	1
17_MACS_peak_31414_lociStitched	chr9	138344487	138365165	17	16308	17781.0122	1544.6466	514		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	514	1
8_MACS_peak_6239_lociStitched	chr11	2935405	2951785	8	14441	21651.084	1497.132	515	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	515	1
14_MACS_peak_6479_lociStitched	chr11	61360579	61380925	14	15840	18610.4862	1611.4032	516		RPLP0P2,SYT7	RPLP0P2	516	1
1_MACS_peak_13966_lociStitched	chr17	77771597	77783489	1	11893	24797.1984	996.5496	517		CBX2,CBX8,CBX4	CBX8	517	1
3_MACS_peak_12173_lociStitched	chr17	34793438	34808514	3	14296	24261.8068	4243.894	518	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	518	1
3_MACS_peak_9749_lociStitched	chr16	819284	834352	3	14401	20817.9488	1005.0356	519	MIR662,MSLNL	FAM173A,HAGHL,MSLN,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	519	1
8_MACS_peak_15520_lociStitched	chr19	8182389	8199597	8	15598	18839.3184	1672.6176	520	FBN3		FBN3	520	1
4_MACS_peak_16306_lociStitched	chr19	17634356	17650219	4	14987	19828.75	1552.9877	521	FAM129C	PGLS,GLT25D1	FAM129C	521	1
5_MACS_peak_23374_lociStitched	chr22	46358297	46374706	5	15116	18811.2776	830.2954	522	WNT7B	LOC730668	WNT7B	522	1
3_MACS_peak_4393_lociStitched	chr1	156887835	156901093	3	12529	24716.8894	2247.231	523	C1orf92	PEAR1,MIR765	C1orf92	523	1
7_MACS_peak_11693_lociStitched	chr17	7163899	7179350	7	14846	19781.9153	1495.6568	524	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2	CLDN7	524	1
7_MACS_peak_11762_lociStitched	chr17	7676004	7693240	7	15793	17959.912	1902.8544	525	DNAH2	RPL29P2,KDM6B	RPL29P2	525	1
6_MACS_peak_16512_lociStitched	chr19	18493430	18510171	6	15648	18431.841	2015.6164	526	GDF15,MIR3189,LRRC25	PGPEP1,SSBP4,ISYNA1	MIR3189	526	1
3_MACS_peak_12278_lociStitched	chr17	37751255	37765789	3	13900	21283.5896	1196.1482	527	NEUROD2	PPP1R1B,STARD3	NEUROD2	527	1
9_MACS_peak_29738_lociStitched	chr9	34562500	34580469	9	15538	18423.6157	1827.4473	528	LOC415056,CNTFR	ENHO,C9orf23,DCTN3,ARID3C	LOC415056	528	1
3_MACS_peak_15482_lociStitched	chr19	7949849	7965673	3	15082	19803.736	2199.536	529	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	529	1
11_MACS_peak_17885_lociStitched	chr19	48211283	48229933	11	15424	18435.525	1743.775	530	EHD2	GLTSCR2,SNORD23	EHD2	530	1
8_MACS_peak_12690_lociStitched	chr17	45942613	45959501	8	15213	18870.6512	1825.5928	531		LRRC46,SP2,OSBPL7,MRPL10,SCRN2,SP6	SP6	531	1
1_MACS_peak_302_lociStitched	chr1	2302106	2316259	1	14154	20465.238	1258.2017	532	MORN1	RER1,LOC100129534,PEX10	MORN1	532	1
9_MACS_peak_13877_lociStitched	chr17	77527839	77546461	9	15279	18258.871	1527.004	533		RBFOX3	RBFOX3	533	1
5_MACS_peak_21158_lociStitched	chr21	43853922	43870094	5	14474	20929.8024	2425.8	534	UBASH3A	SLC37A1,TMPRSS3,RSPH1	UBASH3A	534	1
6_MACS_peak_15529_lociStitched	chr19	8203940	8220383	6	14718	19312.3035	1562.085	535	FBN3		FBN3	535	1
13_MACS_peak_176_lociStitched	chr1	1914738	1933450	13	15276	17909.2552	1584.9064	536	KIAA1751	GABRD,PRKCZ	KIAA1751	536	1
10_MACS_peak_13762_lociStitched	chr17	77272737	77288878	10	15498	16936.7513	1233.1724	537	RBFOX3		RBFOX3	537	1
8_MACS_peak_17558_lociStitched	chr19	45714484	45732156	8	15042	18408.9224	1632.8928	538	EXOC3L2	BLOC1S3,MARK4,TRAPPC6A	EXOC3L2	538	1
4_MACS_peak_4633_lociStitched	chr1	204975130	204991525	4	14946	19211.661	2229.72	539	NFASC	CNTN2	CNTN2	539	1
10_MACS_peak_14995_lociStitched	chr19	4772469	4789582	10	15406	18042.2359	2253.7821	541	C19orf30	MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	541	1
7_MACS_peak_4966_lociStitched	chr10	71487951	71504509	7	15402	17399.1464	1665.7348	542			COL13A1	542	1
8_MACS_peak_517_lociStitched	chr1	2986418	3003891	8	15335	16538.1945	758.3282	543	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	543	1
5_MACS_peak_2064_lociStitched	chr1	17192339	17206058	5	12815	23958.8616	3130.6758	544		CROCC	CROCC	544	1
7_MACS_peak_19775_lociStitched	chr20	43318430	43335689	7	15411	17588.6469	2153.9232	545		WISP2,KCNK15,ADA,LOC79015	WISP2	545	1
1_MACS_peak_26905_lociStitched	chr7	2671711	2686010	1	14300	19134.9218	1152.4994	546	TTYH3	AMZ1	TTYH3	546	1
15_MACS_peak_30823_lociStitched	chr9	136495734	136513513	15	15180	17037.6157	1178.7477	547	DBH		DBH	547	1
10_MACS_peak_29360_lociStitched	chr8	143655052	143673581	10	15113	17146.7366	1234.0314	548		ARC	ARC	548	1
9_MACS_peak_30372_lociStitched	chr9	133980418	133996819	9	14710	18659.4177	1800.8298	549	AIF1L	NUP214	NUP214	549	1
13_MACS_peak_30573_lociStitched	chr9	135591450	135610959	13	15142	17288.8758	1525.6038	550	C9orf98	GTF3C4,DDX31	DDX31	550	1
19_MACS_peak_16876_lociStitched	chr19	36282952	36304536	19	14960	18182.3616	2015.9456	551	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,TMEM149,U2AF1L4,HSPB6,NPHS1	PRODH2	551	1
9_MACS_peak_31026_lociStitched	chr9	137435125	137451993	9	15215	16454.734	1098.1068	552			COL5A1	552	1
7_MACS_peak_9590_lociStitched	chr15	79056186	79071805	7	14940	17087.186	1237.0248	553	ADAMTS7	LOC646938	LOC646938	553	1
16_MACS_peak_9406_lociStitched	chr15	74615779	74636479	16	14959	17514.27	1763.64	554	CCDC33,CYP11A1		CCDC33	554	1
6_MACS_peak_19304_lociStitched	chr2	220419264	220434551	6	14162	18989.5114	1490.4825	555	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	555	1
6_MACS_peak_8177_lociStitched	chr12	49370544	49384835	6	12894	21863.8009	2119.3553	556	WNT1	ARF3,WNT10B,DDN,PRKAG1	WNT1	556	1
9_MACS_peak_13701_lociStitched	chr17	77036835	77054821	9	14400	19016.5978	2311.201	557	C1QTNF1	ENGASE,CANT1	C1QTNF1	557	1
11_MACS_peak_13187_lociStitched	chr17	72334913	72352403	11	14820	17010.774	1367.718	558	KIF19	GPR142,BTBD17	BTBD17	558	1
14_MACS_peak_9353_lociStitched	chr15	74508459	74527462	14	15339	16057.535	1809.0856	559		ISLR,CCDC33,STRA6	CCDC33	559	1
12_MACS_peak_8313_lociStitched	chr12	52698365	52717791	12	14890	17271.6566	1950.3704	560	KRT86,KRT83	KRT81,KRT85	KRT83	560	1
6_MACS_peak_19314_lociStitched	chr2	220490915	220506788	6	14748	16982.5227	1376.1891	561	SLC4A3	STK11IP	SLC4A3	561	1
13_MACS_peak_2074_lociStitched	chr1	17381594	17400244	13	15022	16818.57	1969.44	562	PADI2	ATP13A2,SDHB	SDHB	562	1
5_MACS_peak_30423_lociStitched	chr9	134706539	134722364	5	14805	16923.255	1520.7825	563			RAPGEF1	563	1
7_MACS_peak_25944_lociStitched	chr5	176299384	176314197	7	13768	18993.2286	1278.3619	564	UNC5A,HK3		HK3	564	1
3_MACS_peak_14840_lociStitched	chr19	3452323	3467245	3	14050	18898.713	1845.8514	565	NFIC	FZR1,C19orf77,DOHH	C19orf77	565	1
3_MACS_peak_4333_lociStitched	chr1	155159068	155173388	3	14214	19135.816	2494.544	566	MIR92B,MUC1,THBS3	TRIM46,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	566	1
8_MACS_peak_14760_lociStitched	chr19	3214748	3231315	8	14412	17827.7487	1840.5937	567	CELF5	S1PR4,NCLN	CELF5	567	1
7_MACS_peak_16320_lociStitched	chr19	17700136	17716733	7	14394	17750.4915	1726.088	568	UNC13A	GLT25D1	GLT25D1	568	1
7_MACS_peak_16402_lociStitched	chr19	17977405	17994049	7	14493	17314.7532	1529.5836	569	SLC5A5	RPL18AP3,RPL18A,SNORA68,CCDC124,INSL3,JAK3	SLC5A5	569	1
5_MACS_peak_7771_lociStitched	chr11	119210386	119224767	5	13536	19467.5597	1612.1101	570	C1QTNF5	RNF26,LOC100499227,MCAM,USP2	C1QTNF5	570	1
15_MACS_peak_23601_lociStitched	chr22	50496845	50517204	15	14340	17478.2015	1486.207	571	MLC1	MOV10L1,IL17REL,TTLL8	TTLL8	571	1
15_MACS_peak_26514_lociStitched	chr6	44236319	44257110	15	14323	17992.5314	2020.8852	572	TMEM151B,TCTE1	SLC29A1,HSP90AB1,SLC35B2,NFKBIE,AARS2	TMEM151B	572	1
8_MACS_peak_22080_lociStitched	chr22	30105537	30122698	8	14541	16920.746	1484.4265	573	CABP7	UQCR10,ZMAT5	CABP7	573	1
2_MACS_peak_14838_lociStitched	chr19	3437936	3450917	2	12881	20403.5358	1584.9801	574	NFIC	C19orf77,DOHH	C19orf77	574	1
4_MACS_peak_5393_lociStitched	chr10	104165853	104178540	4	12393	21265.9494	1674.684	575	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	575	1
7_MACS_peak_9758_lociStitched	chr16	871942	887376	7	13762	17954.3722	1088.097	576		CHTF18,PRR25,MSLNL,RPUSD1,GNG13	PRR25	576	1
7_MACS_peak_8030_lociStitched	chr12	3235727	3252101	7	14566	16365.813	1435.9998	577	TSPAN9		TSPAN9	577	1
3_MACS_peak_13542_lociStitched	chr17	75892741	75907072	3	14090	17301.8163	1354.2795	578		FLJ45079	FLJ45079	578	1
3_MACS_peak_11341_lociStitched	chr17	1026823	1039227	3	12218	20419.4648	1142.4084	579	ABR	ABR	ABR	579	1
7_MACS_peak_17566_lociStitched	chr19	45733596	45749676	7	14477	15994.776	1435.944	580	EXOC3L2	MARK4	EXOC3L2	580	1
4_MACS_peak_14161_lociStitched	chr17	79096710	79110614	4	13331	17925.0368	754.9872	581	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR1250	581	1
7_MACS_peak_9875_lociStitched	chr16	1123402	1140824	7	14139	16449.8524	1191.6648	582	SSTR5,LOC146336,C1QTNF8		SSTR5	582	1
5_MACS_peak_3004_lociStitched	chr1	21889195	21904450	5	14007	17006.274	1475.1585	583	ALPL		ALPL	583	1
1_MACS_peak_14491_lociStitched	chr19	591109	603344	1	12236	20409.2035	1369.0965	584	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	584	1
10_MACS_peak_31514_lociStitched	chr9	138626482	138643558	10	13886	16471.5096	676.2096	585	KCNT1	SOHLH1	KCNT1	585	1
16_MACS_peak_6611_lociStitched	chr11	64146186	64165517	16	14269	16367.5577	1527.149	586		CCDC88B,RPS6KA4,MIR1237	MIR1237	586	1
3_MACS_peak_12162_lociStitched	chr17	34490681	34504468	3	13250	20887.305	3807.9694	587	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	587	1
15_MACS_peak_13779_lociStitched	chr17	77308429	77327081	15	14343	16161.958	1604.072	588	RBFOX3		RBFOX3	588	1
4_MACS_peak_13538_lociStitched	chr17	75876068	75891093	4	13453	18581.4175	1962.265	589	FLJ45079		FLJ45079	589	1
4_MACS_peak_6693_lociStitched	chr11	64321611	64336605	4	13926	16937.2224	1397.4408	590	SLC22A11	SLC22A12	SLC22A11	590	1
10_MACS_peak_15978_lociStitched	chr19	14290110	14306170	10	14055	16556.254	1355.464	591	LPHN1	ASF1B	LPHN1	591	1
4_MACS_peak_12742_lociStitched	chr17	47071074	47085713	4	13555	17666.3452	1553.1979	592	IGF2BP1	SNF8,GIP	IGF2BP1	592	1
9_MACS_peak_18624_lociStitched	chr19	55873100	55887889	9	13222	18319.1343	1504.0413	593	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	593	1
10_MACS_peak_31149_lociStitched	chr9	137769645	137786263	10	14165	15679.083	1133.3476	594	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	594	1
2_MACS_peak_11746_lociStitched	chr17	7614782	7628055	2	12962	18560.9632	1433.484	595	DNAH2	WRAP53,EFNB3,RPL29P2,TP53	DNAH2	595	1
11_MACS_peak_13932_lociStitched	chr17	77685525	77702181	11	14217	15585.0192	1489.0464	596		ENPP7,CBX2	ENPP7	596	1
4_MACS_peak_13973_lociStitched	chr17	77813636	77826265	4	11997	19883.0976	1199.755	597		CBX8,CBX4	CBX4	597	1
5_MACS_peak_5354_lociStitched	chr10	102840635	102855167	5	13358	17592.4392	1572.3624	598	TLX1NB	SFXN3,KAZALD1,TLX1,PDZD7	KAZALD1	598	1
10_MACS_peak_2315_lociStitched	chr1	17938528	17954190	10	14251	14918.055	1066.5822	599	ARHGEF10L		ARHGEF10L	599	1
3_MACS_peak_20675_lociStitched	chr20	61672859	61686807	3	13240	17349.9172	1106.0764	600	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	600	1
10_MACS_peak_23325_lociStitched	chr22	46024324	46042504	10	13838	16320.186	1458.036	601		ATXN10	ATXN10	601	1
7_MACS_peak_17625_lociStitched	chr19	46366532	46381366	7	13529	17008.6644	1459.6656	602	FOXA3,SYMPK	RSPH6A,IRF2BP1,MYPOP,NANOS2	FOXA3	602	1
1_MACS_peak_6552_lociStitched	chr11	61501617	61514277	1	12661	18460.812	1120.41	603	DAGLA	C11orf9,FEN1,DKFZP434K028,MIR611,C11orf10	C11orf9	603	1
7_MACS_peak_25437_lociStitched	chr4	48037189	48053885	7	13384	17918.1472	2140.4272	604	NIPAL1	CNGA1	NIPAL1	604	1
8_MACS_peak_5980_lociStitched	chr11	1463573	1478142	8	13460	16519.7891	958.6402	605	BRSK2	MOB2	MOB2	605	1
12_MACS_peak_30288_lociStitched	chr9	133401707	133419919	12	13439	16889.8088	1289.4096	606		FUBP3,LOC100272217	LOC100272217	606	1
19_MACS_peak_24594_lociStitched	chr4	3744784	3763944	19	13904	16006.264	1567.288	607		ADRA2C	ADRA2C	607	1
14_MACS_peak_626_lociStitched	chr1	3179278	3197596	14	13781	15810.2658	1078.9302	608	PRDM16		MIR4251	608	1
6_MACS_peak_31811_lociStitched	chr9	140777149	140789363	6	11357	21282.895	1965.2326	609	CACNA1B	MIR602	CACNA1B	609	1
6_MACS_peak_29659_lociStitched	chr8	145557511	145572254	6	13418	16675.8073	1244.3092	610	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	610	1
10_MACS_peak_12728_lociStitched	chr17	47035518	47051226	10	13633	16735.3032	1858.2564	611	GIP	UBE2Z,IGF2BP1,SNF8	GIP	611	1
18_MACS_peak_4941_lociStitched	chr10	71409135	71428450	18	13555	16500.8045	1448.625	612		C10orf35	C10orf35	612	1
9_MACS_peak_6459_lociStitched	chr11	61312387	61329006	9	13586	16057.2778	1145.0491	613	SYT7	LRRC10B	SYT7	613	1
5_MACS_peak_15820_lociStitched	chr19	12943787	12957442	5	12871	18401.478	2011.3815	615	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	615	1
6_MACS_peak_28779_lociStitched	chr8	21898228	21912348	6	13154	17006.128	1385.172	616	FGF17,EPB49	NPM2,EPB49,FAM160B2	FGF17	616	1
7_MACS_peak_24039_lociStitched	chr3	50416679	50432568	7	13677	15752.3546	1464.9658	617	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	617	1
9_MACS_peak_6753_lociStitched	chr11	64432702	64447662	9	13722	15452.184	1320.968	618	NRXN2	NRXN2	NRXN2	618	1
7_MACS_peak_21106_lociStitched	chr21	43566146	43580616	7	12983	18038.302	2184.97	619		ABCG1,C21orf128	C21orf128	619	1
8_MACS_peak_30795_lociStitched	chr9	136436579	136451393	8	13270	16258.365	1139.1966	620	ADAMTSL2,FAM163B	TMEM8C	FAM163B	620	1
6_MACS_peak_7940_lociStitched	chr12	154251	169951	6	13838	17927.83	4229.58	621		IQSEC3,FAM138D	FAM138D	621	1
8_MACS_peak_9713_lociStitched	chr16	319187	333850	8	13004	16838.9892	1148.1129	622	ARHGDIG,PDIA2,RGS11	ITFG3,LUC7L	RGS11	622	1
4_MACS_peak_11825_lociStitched	chr17	7982476	7996747	4	12418	18572.2794	1728.2181	623	MIR4314,ALOX12B	ALOX15B,ALOXE3,HES7	ALOX12B	623	1
12_MACS_peak_26406_lociStitched	chr6	34080319	34097381	12	13329	16381.2262	1477.5692	624	GRM4		GRM4	624	1
5_MACS_peak_28789_lociStitched	chr8	21978589	21992343	5	11753	19248.723	1240.6108	625	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	625	1
5_MACS_peak_26419_lociStitched	chr6	34101069	34114924	5	13536	15622.898	1364.7175	626	GRM4		GRM4	626	1
12_MACS_peak_24582_lociStitched	chr4	3726808	3743457	12	13560	14909.1795	1108.8234	627		ADRA2C,LOC100133461	ADRA2C	627	1
16_MACS_peak_20923_lociStitched	chr20	62790916	62810108	16	13517	15591.5808	1696.5728	628	MYT1		MYT1	628	1
11_MACS_peak_13227_lociStitched	chr17	72416628	72433642	11	13345	15598.4352	1318.585	629	GPRC5C	CD300A	GPRC5C	629	1
5_MACS_peak_6852_lociStitched	chr11	66167482	66182951	5	13309	16158.9174	1808.3261	630		NPAS4,SLC29A2,MRPL11	NPAS4	630	1
3_MACS_peak_5988_lociStitched	chr11	1558962	1570919	3	11712	18791.6212	1180.1559	631	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	631	1
4_MACS_peak_11419_lociStitched	chr17	1811132	1825647	4	13443	15628.3005	1683.74	632			RPA1	632	1
12_MACS_peak_401_lociStitched	chr1	2716281	2733548	12	13228	15409.0708	963.4986	633			MMEL1	633	1
7_MACS_peak_11771_lociStitched	chr17	7699480	7714038	7	13229	15839.104	1400.4796	634	DNAH2	RPL29P2,KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	634	1
12_MACS_peak_11136_lociStitched	chr17	3	17875	12	13456	15339.5376	1461.9296	635	DOC2B		DOC2B	635	1
9_MACS_peak_14479_lociStitched	chr19	544750	558273	9	12926	16737.4171	1672.7951	636	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	636	1
9_MACS_peak_21012_lociStitched	chr21	38066517	38082442	9	12909	16625.7	1527.2075	637	SIM2		SIM2	637	1
7_MACS_peak_13371_lociStitched	chr17	73579558	73594150	7	12759	17078.4768	1778.7648	638	MYO15B	LOC643008,LOC100130933	MYO15B	638	1
10_MACS_peak_31504_lociStitched	chr9	138607209	138623574	10	13006	15620.3925	906.621	639	KCNT1	SOHLH1	KCNT1	639	1
6_MACS_peak_2036_lociStitched	chr1	16993351	17007850	6	13443	17856.9684	4254.0066	640	MIR3675	MST1P2,CROCCP2,ESPNP	MST1P2	640	1
5_MACS_peak_15422_lociStitched	chr19	7751587	7765833	5	13238	15710.4888	1611.2226	641	FCER2	STXBP2,RETN,C19orf59,TRAPPC5,CLEC4G,CD209	FCER2	641	1
7_MACS_peak_8210_lociStitched	chr12	50352510	50367209	7	13161	16243.8649	2088.7279	643	AQP2,AQP5,AQP6	LOC283332	AQP5	643	1
4_MACS_peak_13967_lociStitched	chr17	77784615	77797514	4	12105	17387.852	951.9462	644		CBX2,CBX8,CBX4	CBX8	644	1
6_MACS_peak_12218_lociStitched	chr17	35286424	35299597	6	12161	17448.9558	1152.6375	645	LHX1	AATF	LHX1	645	1
1_MACS_peak_12864_lociStitched	chr17	48262894	48275255	1	12362	17168.1929	1304.0855	646	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	646	1
6_MACS_peak_20895_lociStitched	chr20	62710685	62724625	6	12580	16868.794	1476.246	647	OPRL1,RGS19,C20orf201	NCRNA00176,TCEA2,SOX18,NPBWR2	C20orf201	647	1
6_MACS_peak_21490_lociStitched	chr21	46664523	46679438	6	12626	17435.635	2144.777	648		LOC642852,POFUT2	POFUT2	648	1
13_MACS_peak_2923_lociStitched	chr1	20867053	20884300	13	13267	15327.4089	1543.6065	649	FAM43B	CDA,MUL1	FAM43B	649	1
7_MACS_peak_30740_lociStitched	chr9	136178349	136192617	7	13327	14934.3156	1306.9488	650		RPL7A,SNORD24,SNORD36B,SNORD36A,SNORD36C,SURF2,ABO,SURF6,MED22,SURF1	SURF6	650	1
10_MACS_peak_11811_lociStitched	chr17	7938064	7953661	10	12815	16412.7231	1628.3268	651	ALOX15B	GUCY2D,MIR4314,ALOX12B	ALOX15B	651	1
7_MACS_peak_24268_lociStitched	chr3	184093453	184107807	7	12530	17701.3528	2318.171	652	CHRD,THPO	SNORD66,FAM131A,POLR2H,CLCN2	CHRD	652	1
6_MACS_peak_19701_lociStitched	chr20	34958080	34972390	6	13252	14812.281	1196.316	654		DLGAP4	DLGAP4	654	1
5_MACS_peak_14613_lociStitched	chr19	2715375	2728867	5	12388	16970.2376	1444.9932	655	DIRAS1	GNG7,SLC39A3	DIRAS1	655	1
15_MACS_peak_2339_lociStitched	chr1	17982342	17999998	15	13078	15034.084	1190.0144	656	ARHGEF10L		ARHGEF10L	656	1
5_MACS_peak_30413_lociStitched	chr9	134681049	134694302	5	12551	16197.8166	1277.5892	658			RAPGEF1	658	1
16_MACS_peak_6711_lociStitched	chr11	64364588	64380877	16	12704	15601.6042	1092.9919	659	SLC22A12,NRXN2	SLC22A11	SLC22A12	659	1
10_MACS_peak_19072_lociStitched	chr2	113384100	113399455	10	12739	16402.211	2006.8985	660	FLJ42351	CHCHD5,SLC20A1	FLJ42351	660	1
4_MACS_peak_4569_lociStitched	chr1	202176807	202190334	4	12548	16730.1936	1927.5975	661	LGR6	PTPRVP,PTPN7	LGR6	661	1
6_MACS_peak_16556_lociStitched	chr19	18994066	19008468	6	12842	15653.5338	1561.1768	662	GDF1,LASS1	DDX49,COPE,HOMER3	GDF1	662	1
10_MACS_peak_31762_lociStitched	chr9	140227296	140242327	10	13115	14785.9947	1384.3551	663	EXD3	NRARP	NRARP	663	1
3_MACS_peak_336_lociStitched	chr1	2458335	2470160	3	11633	17569.585	999.2125	664	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	664	1
7_MACS_peak_11306_lociStitched	chr17	827984	842949	7	12565	15749.166	1122.375	665	NXN		NXN	665	1
12_MACS_peak_26288_lociStitched	chr6	33788188	33802974	12	13041	14661.7976	1267.1602	667		LEMD2,MLN	MLN	667	1
7_MACS_peak_10460_lociStitched	chr16	31008628	31024162	7	12549	15908.3694	1339.0308	668	STX1B	ORAI3,SETD1A,HSD3B7,STX4	STX1B	668	1
5_MACS_peak_8602_lociStitched	chr13	100068225	100083540	5	12660	16526.4165	2320.2225	669			MIR623	669	1
4_MACS_peak_24123_lociStitched	chr3	50564931	50578791	4	12220	16404.696	1424.808	671		HEMK1,CACNA2D2,C3orf18	CACNA2D2	671	1
8_MACS_peak_29928_lociStitched	chr9	129427328	129440388	8	12674	15171.802	1242.006	672	LMX1B		LMX1B	672	1
4_MACS_peak_18902_lociStitched	chr2	26829547	26843527	4	12806	14712.552	1374.234	673	CIB4	C2orf70,OTOF	CIB4	673	1
6_MACS_peak_30866_lociStitched	chr9	136573031	136587266	6	12455	15039.2775	986.4855	674	SARDH		SARDH	674	1
9_MACS_peak_18217_lociStitched	chr19	49853980	49869376	9	12607	15260.5152	1599.6444	675	DKKL1,TEAD2	CD37,CCDC155,MIR4324,SLC6A16	TEAD2	675	1
11_MACS_peak_23572_lociStitched	chr22	50443555	50458171	11	11901	16102.4472	1046.5056	678	IL17REL,TTLL8		IL17REL	678	1
3_MACS_peak_27275_lociStitched	chr7	100195225	100208484	3	12014	16247.5786	1451.8605	679	FBXO24,PCOLCE	MOSPD3,SAP25,LRCH4,TFR2,ACTL6B	PCOLCE	679	1
6_MACS_peak_20498_lociStitched	chr20	60472560	60487301	6	12313	14670.2432	856.4521	685	CDH4	MIR1257	MIR1257	685	1
11_MACS_peak_31935_lociStitched	chrX	152798650	152816122	11	12391	14475.552	898.0608	686	ATP2B3	BGN,FAM58A	ATP2B3	686	1
7_MACS_peak_30690_lociStitched	chr9	136074124	136087857	7	12436	14102.4177	741.582	688	OBP2B	RALGDS,GBGT1	OBP2B	688	1
5_MACS_peak_21069_lociStitched	chr21	43100473	43114019	5	12428	15373.3554	2000.7442	689	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	689	1
3_MACS_peak_19535_lociStitched	chr20	3651332	3663578	3	12092	15292.8048	1146.2256	690	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	690	1
6_MACS_peak_31778_lociStitched	chr9	140259474	140273894	6	12203	14917.49	1114.666	693	EXD3	NOXA1	EXD3	693	1
7_MACS_peak_27015_lociStitched	chr7	5629146	5643071	7	11359	16970.3975	1459.34	695	FSCN1		FSCN1	695	1
11_MACS_peak_1579_lociStitched	chr1	9736226	9752499	11	12079	15675.7809	1835.5944	696	PIK3CD	C1orf200	C1orf200	696	1
7_MACS_peak_28240_lociStitched	chr7	157634800	157648998	7	12087	15339.5192	1517.7662	697	PTPRN2		MIR153-2	697	1
