REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
8_MACS_peak_6239_lociStitched	chr11	2935405	2951785	8	14441	21651.084	1497.132	434	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	PHLDA2	1.0707	434	1
5_MACS_peak_720_lociStitched	chr1	3369266	3386765	5	16774	21313.782	1167.1833	435	ARHGEF16		ARHGEF16	ARHGEF16	0.9044	435	1
7_MACS_peak_9394_lociStitched	chr15	74587958	74608800	7	19045	22284.2664	2175.9048	436	CCDC33	CCDC33,CYP11A1	CCDC33	CCDC33	0.7268	436	1
3_MACS_peak_12278_lociStitched	chr17	37751255	37765789	3	13900	21283.5896	1196.1482	437	NEUROD2	PPP1R1B,STARD3	NEUROD2	NEUROD2	1.2227	437	1
8_MACS_peak_21085_lociStitched	chr21	43158064	43177342	8	18129	22323.924	2282.5152	438	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.0916	438	1
3_MACS_peak_12173_lociStitched	chr17	34793438	34808514	3	14296	24261.8068	4243.894	439	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	TBC1D3H	1.0433999999999999	439	1
7_MACS_peak_6092_lociStitched	chr11	1916985	1935531	7	16873	21531.906	1544.8818	440		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	TNNT3	1.224	440	1
4_MACS_peak_12166_lociStitched	chr17	34577257	34594283	4	16111	24440.823	4462.5146	441	TBC1D3C	CCL4L1	TBC1D3C	TBC1D3C	0.6296	441	1
13_MACS_peak_17132_lociStitched	chr19	39986952	40006930	13	17822	22065.701	2165.6152	442	DLL3,SELV	TIMM50,EID2B,EID2	DLL3	DLL3	0.9231999999999999	442	1
10_MACS_peak_31729_lociStitched	chr9	140022557	140043146	10	17036	21391.971	1556.5284	443	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	MIR3621	1.7446000000000002	443	1
6_MACS_peak_11432_lociStitched	chr17	1859230	1876775	6	16557	21350.5105	1535.1875	444	RTN4RL1		RTN4RL1	RTN4RL1	1.1097000000000001	444	1
3_MACS_peak_9749_lociStitched	chr16	819284	834352	3	14401	20817.9488	1005.0356	445	MIR662,MSLNL	FAM173A,HAGHL,MSLN,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	MSLNL	0.9724999999999999	445	1
13_MACS_peak_31173_lociStitched	chr9	137817750	137840130	13	19570	21522.846	1718.784	446		FCN2,FCN1	FCN1	FCN2	0.8345	446	1
5_MACS_peak_31693_lociStitched	chr9	139845559	139861103	5	14744	21146.0576	1355.4368	447	LCN12	C8G,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	PTGDS	1.3498	447	1
18_MACS_peak_1716_lociStitched	chr1	11368081	11391974	18	19792	21773.6909	2011.7906	448		UBIAD1,MTOR	UBIAD1	NONE	NONE	448	1
6_MACS_peak_8177_lociStitched	chr12	49370544	49384835	6	12894	21863.8009	2119.3553	449	WNT1	ARF3,WNT10B,DDN,PRKAG1	WNT1	WNT1	1.4115	449	1
11_MACS_peak_24534_lociStitched	chr4	3642104	3664069	11	19550	21308.2465	1621.017	450		LOC100133461	LOC100133461	LOC100133461	0.7371000000000001	450	1
17_MACS_peak_22747_lociStitched	chr22	43813411	43837307	17	18209	21377.3616	1710.9536	451	MPPED1		MPPED1	MPPED1	0.4728	451	1
3_MACS_peak_14535_lociStitched	chr19	1231050	1240559	3	9109	20925.5054	1326.5055	452	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	EFNA2	2.2081	452	1
5_MACS_peak_8770_lociStitched	chr13	114049257	114065941	5	15502	21315.4784	1723.4572	453		GRTP1,ADPRHL1	GRTP1	GRTP1	0.4097	453	1
4_MACS_peak_5393_lociStitched	chr10	104165853	104178540	4	12393	21265.9494	1674.684	454	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	PSD	0.7611	454	1
6_MACS_peak_22457_lociStitched	chr22	38844510	38864734	6	17999	21983.488	2392.4992	455	KDELR3,KCNJ4	LOC400927,KCNJ4,DDX17	KCNJ4	KCNJ4	0.675	455	1
4_MACS_peak_31128_lociStitched	chr9	137661898	137679860	4	17428	20812.5694	1275.302	456	COL5A1		MIR3689B	MIR3689B	0.07009999999999998	456	1
8_MACS_peak_1555_lociStitched	chr1	9683941	9702040	8	17499	21519.711	2113.9632	457		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	0.934	457	1
8_MACS_peak_113_lociStitched	chr1	1356475	1374625	8	15682	20783.565	1381.215	458	TMEM88B,VWA1,LOC441869	LOC148413,ATAD3C,ATAD3B,AURKAIP1,CCNL2,MRPL20	TMEM88B	TMEM88B	0.9560000000000001	458	1
9_MACS_peak_6470_lociStitched	chr11	61340197	61359568	9	17194	21087.2706	1694.9625	459	SYT7	RPLP0P2	SYT7	SYT7	0.9410000000000001	459	1
6_MACS_peak_31811_lociStitched	chr9	140777149	140789363	6	11357	21282.895	1965.2326	460	CACNA1B	MIR602	CACNA1B	CACNA1B	0.45059999999999995	460	1
3_MACS_peak_11341_lociStitched	chr17	1026823	1039227	3	12218	20419.4648	1142.4084	461	ABR	ABR	ABR	ABR	0.4395	461	1
17_MACS_peak_10254_lociStitched	chr16	5049162	5073598	17	19746	21449.9208	2211.458	462	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	C16orf89	0.39549999999999996	462	1
3_MACS_peak_9642_lociStitched	chr15	89899866	89916790	3	16226	20940.0652	1714.4012	463	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	1.2397	463	1
9_MACS_peak_19250_lociStitched	chr2	219877968	219897791	9	17788	21174.9286	1962.477	464	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	CRYBA2	1.4205	464	1
1_MACS_peak_302_lociStitched	chr1	2302106	2316259	1	14154	20465.238	1258.2017	465	MORN1	RER1,LOC100129534,PEX10	MORN1	LOC100129534	1.2975999999999999	465	1
15_MACS_peak_23797_lociStitched	chr3	13668794	13690089	15	18818	20849.9345	1724.895	466	FBLN2	LOC285375	LOC285375	LOC285375	0.2773	466	1
9_MACS_peak_5872_lociStitched	chr11	1071111	1089415	9	15902	20438.2464	1317.888	467	MUC2	MUC6	MUC2	MUC2	0.8159	467	1
5_MACS_peak_21419_lociStitched	chr21	46140525	46157093	5	16248	20892.248	1784.3736	468		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	KRTAP10-12	1.0037	468	1
1_MACS_peak_14491_lociStitched	chr19	591109	603344	1	12236	20409.2035	1369.0965	469	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	HCN2	0.8089	469	1
12_MACS_peak_29642_lociStitched	chr8	145093680	145112327	12	17337	20543.3999	1514.1364	470	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	OPLAH	0.707	470	1
13_MACS_peak_21968_lociStitched	chr22	23860461	23880860	13	16940	21045.6483	2035.8202	471		IGLL1	IGLL1	IGLL1	0.4624	471	1
13_MACS_peak_14037_lociStitched	chr17	78008299	78028712	13	17474	20813.0948	1824.9222	472	CCDC40,TBC1D16	GAA	CCDC40	GAA	0.9292	472	1
7_MACS_peak_21175_lociStitched	chr21	44011501	44028615	7	16384	21382.2316	2413.074	473		PDE9A	PDE9A	PDE9A	1.3517	473	1
12_MACS_peak_30671_lociStitched	chr9	136038618	136060148	12	17601	20776.45	1808.52	474	GBGT1	RALGDS,OBP2B	GBGT1	OBP2B	0.9406	474	1
8_MACS_peak_8655_lociStitched	chr13	113606407	113625916	8	17786	20578.0932	1660.2159	475	MCF2L,LOC100289410	MCF2L	MCF2L	MCF2L	0.9082	475	1
9_MACS_peak_14085_lociStitched	chr17	78148778	78169631	9	18739	20827.9764	1937.2437	476	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.4908	476	1
5_MACS_peak_30164_lociStitched	chr9	132965453	132983463	5	17331	20099.16	1255.297	477	NCS1		NCS1	NCS1	0.9369999999999999	477	1
19_MACS_peak_28712_lociStitched	chr8	7870196	7892484	19	18633	21124.5664	2284.52	478			MIR548I3	MIR548I3	NONE	478	1
11_MACS_peak_6736_lociStitched	chr11	64399007	64419732	11	17934	20642.1	1811.365	479	NRXN2	SLC22A12	NRXN2	NRXN2	0.8759	479	1
7_MACS_peak_31142_lociStitched	chr9	137698979	137717289	7	16504	20186.775	1360.433	480	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.0712	480	1
2_MACS_peak_14838_lociStitched	chr19	3437936	3450917	2	12881	20403.5358	1584.9801	481	NFIC	C19orf77,DOHH	C19orf77	C19orf77	0.9604999999999999	481	1
11_MACS_peak_325_lociStitched	chr1	2417104	2436080	11	15631	19879.2576	1170.8192	482	PLCH2	PANK4,HES5,LOC115110	PLCH2	HES5	1.1513	482	1
8_MACS_peak_14070_lociStitched	chr17	78080525	78099146	8	16204	20289.4416	1603.2681	483	GAA	EIF4A3	GAA	GAA	0.9292	483	1
4_MACS_peak_13973_lociStitched	chr17	77813636	77826265	4	11997	19883.0976	1199.755	484		CBX8,CBX4	CBX4	CBX8	1.2941	484	1
2_MACS_peak_13442_lociStitched	chr17	74905537	74921141	2	15546	20225.9048	1563.5208	485	MGAT5B		MGAT5B	MGAT5B	0.9466	485	1
10_MACS_peak_13308_lociStitched	chr17	72629565	72651411	10	17848	21612.2478	2960.133	486		C17orf77,RAB37,CD300LD,CD300E	CD300E	CD300E	0.8014	486	1
9_MACS_peak_14102_lociStitched	chr17	78409352	78427959	9	17527	20361.6401	1730.451	487	FLJ35220	FLJ35220,LOC100294362,NPTX1	LOC100294362	NPTX1	1.3586	487	1
6_MACS_peak_27473_lociStitched	chr7	100927639	100946986	6	18362	20788.3515	2166.864	488		CLDN15,FIS1,RABL5	RABL5	RABL5	0.11610000000000001	488	1
14_MACS_peak_14789_lociStitched	chr19	3288194	3309853	14	18059	20913.9304	2304.5176	489	CELF5	NFIC	NFIC	NFIC	1.102	489	1
5_MACS_peak_21158_lociStitched	chr21	43853922	43870094	5	14474	20929.8024	2425.8	490	UBASH3A	SLC37A1,TMPRSS3,RSPH1	UBASH3A	TMPRSS3	0.9270999999999999	490	1
8_MACS_peak_27355_lociStitched	chr7	100414400	100432891	8	16340	20271.6833	1767.7396	491	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	0.9041	491	1
14_MACS_peak_1563_lociStitched	chr1	9707570	9727963	14	17266	20017.7688	1598.8112	492	PIK3CD,C1orf200		C1orf200	C1orf200	0.934	492	1
8_MACS_peak_20713_lociStitched	chr20	61779793	61798544	8	16426	19671.6741	1258.1921	493		HAR1A,MIR124-3,HAR1B,YTHDF1	MIR124-3	MIR124-3	0.8689	493	1
10_MACS_peak_26795_lociStitched	chr7	1459427	1478772	10	17143	20012.4025	1644.325	494	MICALL2		MICALL2	MICALL2	0.367	494	1
12_MACS_peak_6120_lociStitched	chr11	2106029	2126454	12	17941	19916.4175	1582.9375	495		IGF2AS,MIR483,IGF2	MIR483	MIR483	1.0830000000000002	495	1
13_MACS_peak_13205_lociStitched	chr17	72364749	72386130	13	17522	20339.7453	2024.7807	496	GPR142	KIF19,GPRC5C,BTBD17	GPR142	BTBD17	0.853	496	1
7_MACS_peak_11693_lociStitched	chr17	7163899	7179350	7	14846	19781.9153	1495.6568	497	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2	CLDN7	YBX2	1.3867	497	1
4_MACS_peak_16306_lociStitched	chr19	17634356	17650219	4	14987	19828.75	1552.9877	498	FAM129C	PGLS,GLT25D1	FAM129C	FAM129C	0.716	498	1
5_MACS_peak_20688_lociStitched	chr20	61713729	61731408	5	16267	19420.3815	1145.5992	499	LOC63930,HAR1B	LOC100144597,HAR1A,NCRNA00029	HAR1A	LOC100144597	1.0202	499	1
8_MACS_peak_26918_lociStitched	chr7	2714032	2732008	8	16220	19854.492	1589.0784	500	AMZ1	TTYH3	AMZ1	TTYH3	0.9954000000000001	500	1
10_MACS_peak_11381_lociStitched	chr17	1172716	1190854	10	15495	20225.6838	1973.4144	501	BHLHA9,TUSC5		TUSC5	TUSC5	0.9779	501	1
10_MACS_peak_23345_lociStitched	chr22	46289825	46308489	10	16507	19539.3416	1313.9456	502			WNT7B	WNT7B	0.9853999999999999	502	1
9_MACS_peak_20869_lociStitched	chr20	62448084	62466744	9	16765	19818.786	1703.658	503		C20orf135,TPD52L2,ZBTB46	ZBTB46	ZBTB46	0.7124999999999999	503	1
14_MACS_peak_5944_lociStitched	chr11	1387060	1406989	14	17637	19649.994	1538.5188	504		BRSK2	BRSK2	BRSK2	0.6139	504	1
2_MACS_peak_15370_lociStitched	chr19	7036587	7053229	2	16593	21825.983	3801.0328	505	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	MBD3L2	1.0407	505	1
4_MACS_peak_15947_lociStitched	chr19	13973558	13990669	4	15842	19985.648	1969.4761	506	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	MIR181C	0.9976	506	1
5_MACS_peak_28789_lociStitched	chr8	21978589	21992343	5	11753	19248.723	1240.6108	507	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	LGI3	1.0396	507	1
1_MACS_peak_26905_lociStitched	chr7	2671711	2686010	1	14300	19134.9218	1152.4994	508	TTYH3	AMZ1	TTYH3	TTYH3	0.9954000000000001	508	1
5_MACS_peak_23374_lociStitched	chr22	46358297	46374706	5	15116	18811.2776	830.2954	509	WNT7B	LOC730668	WNT7B	WNT7B	0.9853999999999999	509	1
6_MACS_peak_31546_lociStitched	chr9	138864973	138882240	6	15754	19102.4821	1155.1623	510		UBAC1	UBAC1	UBAC1	0.08310000000000001	510	1
7_MACS_peak_8230_lociStitched	chr12	52224533	52243886	7	17468	19782.6366	1840.4703	511		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.5035999999999999	511	1
19_MACS_peak_3206_lociStitched	chr1	22939140	22961563	19	18145	20037.1928	2096.5505	512		EPHA8,C1QA,C1QC,C1QB	C1QA	EPHA8	0.8734000000000001	512	1
10_MACS_peak_30442_lociStitched	chr9	134999316	135019176	10	17276	19881.846	1962.168	513		NTNG2,MED27	NTNG2	NTNG2	1.0408000000000002	513	1
9_MACS_peak_21734_lociStitched	chr22	19689874	19708604	9	16841	19310.63	1436.591	514	SEPT5,SEPT5-GP1BB	GP1BB,TBX1	SEPT5	GP1BB	1.2989	514	1
18_MACS_peak_12428_lociStitched	chr17	41723554	41745778	18	18342	19954.9296	2082.3888	515	MEOX1		MEOX1	MEOX1	0.7737	515	1
5_MACS_peak_7771_lociStitched	chr11	119210386	119224767	5	13536	19467.5597	1612.1101	516	C1QTNF5	RNF26,LOC100499227,MCAM,USP2	C1QTNF5	C1QTNF5	0.9510000000000001	516	1
12_MACS_peak_20697_lociStitched	chr20	61745393	61765806	12	16573	19478.0846	1633.04	517		HAR1A,MIR124-3,HAR1B	HAR1B	MIR124-3	0.8689	517	1
7_MACS_peak_13643_lociStitched	chr17	76517865	76536291	7	16453	19533.4026	1689.6642	518	DNAH17		DNAH17	DNAH17	0.7581	518	1
10_MACS_peak_25270_lociStitched	chr4	8591757	8610506	10	16558	19138.9792	1297.4308	519	CPZ	GPR78	CPZ	CPZ	0.8976000000000001	519	1
5_MACS_peak_15454_lociStitched	chr19	7830207	7848932	5	17413	20569.4125	2758.1925	520	CLEC4M	CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4M	CLEC4GP1	0.8912	520	1
6_MACS_peak_15529_lociStitched	chr19	8203940	8220383	6	14718	19312.3035	1562.085	521	FBN3		FBN3	FBN3	0.6904	521	1
7_MACS_peak_5054_lociStitched	chr10	73045083	73062965	7	16749	19627.2832	1886.551	522	UNC5B	SLC29A3	SLC29A3	NONE	NONE	522	1
7_MACS_peak_25944_lociStitched	chr5	176299384	176314197	7	13768	18993.2286	1278.3619	523	UNC5A,HK3		HK3	HK3	0.6235	523	1
11_MACS_peak_13840_lociStitched	chr17	77458859	77478618	11	15971	19510.0366	1841.5388	524	RBFOX3		RBFOX3	RBFOX3	1.0189000000000001	524	1
13_MACS_peak_15427_lociStitched	chr19	7767309	7788828	13	17559	20096.5941	2433.7989	525		RETN,C19orf59,TRAPPC5,CLEC4M,FCER2,CLEC4G,CD209	FCER2	RETN	1.1497	525	1
3_MACS_peak_5988_lociStitched	chr11	1558962	1570919	3	11712	18791.6212	1180.1559	526	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	KRTAP5-1	0.9892000000000001	526	1
3_MACS_peak_15482_lociStitched	chr19	7949849	7965673	3	15082	19803.736	2199.536	527	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	LRRC8E	0.8075	527	1
2_MACS_peak_2024_lociStitched	chr1	16855064	16864199	2	8695	19607.364	2005.1325	528		MIR3675,CROCCP3	MIR3675	MIR3675	0.45830000000000004	528	1
6_MACS_peak_19304_lociStitched	chr2	220419264	220434551	6	14162	18989.5114	1490.4825	529	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	ACCN4	1.0374	529	1
8_MACS_peak_668_lociStitched	chr1	3267804	3286140	8	16597	18361.6704	867.2928	530	PRDM16		ARHGEF16	ARHGEF16	0.9044	530	1
11_MACS_peak_13545_lociStitched	chr17	75908568	75928103	11	16952	19531.093	2037.5005	531		FLJ45079	FLJ45079	FLJ45079	0.8101	531	1
7_MACS_peak_16543_lociStitched	chr19	18899552	18916369	7	16028	18999.8466	1513.53	532	COMP	UPF1	COMP	COMP	0.9026	532	1
7_MACS_peak_4425_lociStitched	chr1	158121635	158139001	7	16299	20582.1832	3111.9872	533		CD1D,LOC646268	CD1D	CD1D	0.8259999999999998	533	1
15_MACS_peak_24566_lociStitched	chr4	3702327	3723800	15	16487	19083.0551	1646.9791	534		ADRA2C,LOC100133461	LOC100133461	LOC100133461	0.7371000000000001	534	1
15_MACS_peak_17750_lociStitched	chr19	46958773	46978781	15	16440	18957.58	1560.624	535	PNMAL1	CCDC8,PNMAL2	PNMAL1	PNMAL2	1.1715	535	1
5_MACS_peak_26683_lociStitched	chr7	1217546	1235657	5	16381	18967.6503	1573.8459	536		UNCX,C7orf50,ZFAND2A	ZFAND2A	UNCX	0.48650000000000004	536	1
11_MACS_peak_1994_lociStitched	chr1	16492835	16511581	11	16446	19122.7946	1767.7478	537		EPHA2,ARHGEF19	EPHA2	EPHA2	1.0689	537	1
1_MACS_peak_6552_lociStitched	chr11	61501617	61514277	1	12661	18460.812	1120.41	538	DAGLA	C11orf9,FEN1,DKFZP434K028,MIR611,C11orf10	C11orf9	DKFZP434K028	1.1539000000000001	538	1
2_MACS_peak_15368_lociStitched	chr19	7016963	7033778	2	16313	20258.712	2939.262	539	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	MBD3L2	1.0407	539	1
3_MACS_peak_31744_lociStitched	chr9	140120183	140130750	3	9910	18340.0852	1029.2258	540	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	SLC34A3	1.1098000000000001	540	1
6_MACS_peak_680_lociStitched	chr1	3298271	3315493	6	16009	18351.7632	1079.8194	541	PRDM16		ARHGEF16	ARHGEF16	0.9044	541	1
16_MACS_peak_2284_lociStitched	chr1	17884995	17905972	16	17369	19269.4722	2013.792	542	ARHGEF10L	ARHGEF10L	ARHGEF10L	ARHGEF10L	0.7215	542	1
12_MACS_peak_23275_lociStitched	chr22	45906268	45927228	12	16579	18773.872	1555.232	543	FBLN1		FBLN1	FBLN1	0.7396999999999999	543	1
1_MACS_peak_6610_lociStitched	chr11	64058096	64068736	1	10641	18318.888	1131.032	544	KCNK4,C11orf20	FKBP2,PLCB3,GPR137,ESRRA,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	C11orf20	C11orf20	0.7376	544	1
4_MACS_peak_14161_lociStitched	chr17	79096710	79110614	4	13331	17925.0368	754.9872	545	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR1250	MIR1250	1.2586	545	1
8_MACS_peak_15520_lociStitched	chr19	8182389	8199597	8	15598	18839.3184	1672.6176	546	FBN3		FBN3	FBN3	0.6904	546	1
2_MACS_peak_11746_lociStitched	chr17	7614782	7628055	2	12962	18560.9632	1433.484	547	DNAH2	WRAP53,EFNB3,RPL29P2,TP53	DNAH2	EFNB3	0.9080999999999999	547	1
3_MACS_peak_12162_lociStitched	chr17	34490681	34504468	3	13250	20887.305	3807.9694	548	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	TBC1D3B	0.9118999999999999	548	1
3_MACS_peak_14840_lociStitched	chr19	3452323	3467245	3	14050	18898.713	1845.8514	549	NFIC	FZR1,C19orf77,DOHH	C19orf77	C19orf77	0.9604999999999999	549	1
13_MACS_peak_28644_lociStitched	chr8	7423488	7444406	13	17505	19426.5466	2376.2848	550	FAM90A7		FAM90A7	FAM90A7	0.48710000000000003	550	1
8_MACS_peak_12690_lociStitched	chr17	45942613	45959501	8	15213	18870.6512	1825.5928	551		LRRC46,SP2,OSBPL7,MRPL10,SCRN2,SP6	SP6	SP6	1.0581999999999998	551	1
14_MACS_peak_6479_lociStitched	chr11	61360579	61380925	14	15840	18610.4862	1611.4032	552		RPLP0P2,SYT7	RPLP0P2	SYT7	0.9410000000000001	552	1
4_MACS_peak_4633_lociStitched	chr1	204975130	204991525	4	14946	19211.661	2229.72	553	NFASC	CNTN2	CNTN2	CNTN2	0.496	553	1
7_MACS_peak_9758_lociStitched	chr16	871942	887376	7	13762	17954.3722	1088.097	554		CHTF18,PRR25,MSLNL,RPUSD1,GNG13	PRR25	MSLNL	0.9724999999999999	554	1
9_MACS_peak_30372_lociStitched	chr9	133980418	133996819	9	14710	18659.4177	1800.8298	555	AIF1L	NUP214	NUP214	NONE	NONE	555	1
4_MACS_peak_11825_lociStitched	chr17	7982476	7996747	4	12418	18572.2794	1728.2181	556	MIR4314,ALOX12B	ALOX15B,ALOXE3,HES7	ALOX12B	ALOX12B	1.2044	556	1
9_MACS_peak_18624_lociStitched	chr19	55873100	55887889	9	13222	18319.1343	1504.0413	557	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	IL11	1.0468	557	1
8_MACS_peak_17558_lociStitched	chr19	45714484	45732156	8	15042	18408.9224	1632.8928	558	EXOC3L2	BLOC1S3,MARK4,TRAPPC6A	EXOC3L2	EXOC3L2	0.7990999999999999	558	1
9_MACS_peak_13877_lociStitched	chr17	77527839	77546461	9	15279	18258.871	1527.004	559		RBFOX3	RBFOX3	RBFOX3	1.0189000000000001	559	1
9_MACS_peak_13701_lociStitched	chr17	77036835	77054821	9	14400	19016.5978	2311.201	560	C1QTNF1	ENGASE,CANT1	C1QTNF1	C1QTNF1	1.2095	560	1
11_MACS_peak_17885_lociStitched	chr19	48211283	48229933	11	15424	18435.525	1743.775	561	EHD2	GLTSCR2,SNORD23	EHD2	EHD2	0.7223	561	1
3_MACS_peak_4333_lociStitched	chr1	155159068	155173388	3	14214	19135.816	2494.544	562	MIR92B,MUC1,THBS3	TRIM46,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	MIR92B	1.1824	562	1
9_MACS_peak_12799_lociStitched	chr17	47594247	47613440	9	16181	18907.0243	2274.3705	563		NGFR,NXPH3	NGFR	NGFR	1.0724	563	1
4_MACS_peak_13538_lociStitched	chr17	75876068	75891093	4	13453	18581.4175	1962.265	564	FLJ45079		FLJ45079	FLJ45079	0.8101	564	1
9_MACS_peak_29738_lociStitched	chr9	34562500	34580469	9	15538	18423.6157	1827.4473	565	LOC415056,CNTFR	ENHO,C9orf23,DCTN3,ARID3C	LOC415056	LOC415056	0.8552	565	1
3_MACS_peak_336_lociStitched	chr1	2458335	2470160	3	11633	17569.585	999.2125	566	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	HES5	1.1513	566	1
1_MACS_peak_27604_lociStitched	chr7	102257362	102266517	1	9156	19711.6305	3209.743	567		POLR2J3,RASA4,UPK3BL,POLR2J2	RASA4	RASA4	0.2188	567	1
4_MACS_peak_13967_lociStitched	chr17	77784615	77797514	4	12105	17387.852	951.9462	568		CBX2,CBX8,CBX4	CBX8	CBX2	1.4022	568	1
6_MACS_peak_16512_lociStitched	chr19	18493430	18510171	6	15648	18431.841	2015.6164	569	GDF15,MIR3189,LRRC25	PGPEP1,SSBP4,ISYNA1	MIR3189	MIR3189	0.9471999999999999	569	1
5_MACS_peak_15820_lociStitched	chr19	12943787	12957442	5	12871	18401.478	2011.3815	570	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	RTBDN	0.9736	570	1
13_MACS_peak_176_lociStitched	chr1	1914738	1933450	13	15276	17909.2552	1584.9064	571	KIAA1751	GABRD,PRKCZ	KIAA1751	GABRD	1.0388	571	1
1_MACS_peak_24259_lociStitched	chr3	183945128	183955855	1	10728	18263.7902	1944.8051	572	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	VWA5B2	0.8171	572	1
6_MACS_peak_12218_lociStitched	chr17	35286424	35299597	6	12161	17448.9558	1152.6375	573	LHX1	AATF	LHX1	LHX1	1.0563	573	1
12_MACS_peak_4753_lociStitched	chr1	228754616	228784411	12	26106	28501.897	12254.6835	574	DUSP5P		DUSP5P	DUSP5P	0.34569999999999995	574	1
3_MACS_peak_20675_lociStitched	chr20	61672859	61686807	3	13240	17349.9172	1106.0764	575	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	BHLHE23	1.0737999999999999	575	1
17_MACS_peak_31414_lociStitched	chr9	138344487	138365165	17	16308	17781.0122	1544.6466	576		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	LCN1	0.49440000000000006	576	1
19_MACS_peak_16876_lociStitched	chr19	36282952	36304536	19	14960	18182.3616	2015.9456	577	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,TMEM149,U2AF1L4,HSPB6,NPHS1	PRODH2	KIRREL2	0.842	577	1
4_MACS_peak_12742_lociStitched	chr17	47071074	47085713	4	13555	17666.3452	1553.1979	578	IGF2BP1	SNF8,GIP	IGF2BP1	GIP	0.8105	578	1
4_MACS_peak_60_lociStitched	chr1	1004718	1016207	4	10228	16940.5305	855.9305	579		AGRN,C1orf159	C1orf159	AGRN	1.1947	579	1
7_MACS_peak_11762_lociStitched	chr17	7676004	7693240	7	15793	17959.912	1902.8544	580	DNAH2	RPL29P2,KDM6B	RPL29P2	RPL29P2	0.4586	580	1
7_MACS_peak_16320_lociStitched	chr19	17700136	17716733	7	14394	17750.4915	1726.088	581	UNC13A	GLT25D1	GLT25D1	GLT25D1	0.1158	581	1
