REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
5_MACS_peak_20688_lociStitched	chr20	61713729	61731408	5	16267	19420.3815	1145.5992	499	LOC63930,HAR1B	LOC100144597,HAR1A,NCRNA00029	HAR1A	499	1
8_MACS_peak_26918_lociStitched	chr7	2714032	2732008	8	16220	19854.492	1589.0784	500	AMZ1	TTYH3	AMZ1	500	1
10_MACS_peak_11381_lociStitched	chr17	1172716	1190854	10	15495	20225.6838	1973.4144	501	BHLHA9,TUSC5		TUSC5	501	1
10_MACS_peak_23345_lociStitched	chr22	46289825	46308489	10	16507	19539.3416	1313.9456	502			WNT7B	502	1
9_MACS_peak_20869_lociStitched	chr20	62448084	62466744	9	16765	19818.786	1703.658	503		C20orf135,TPD52L2,ZBTB46	ZBTB46	503	1
14_MACS_peak_5944_lociStitched	chr11	1387060	1406989	14	17637	19649.994	1538.5188	504		BRSK2	BRSK2	504	1
2_MACS_peak_15370_lociStitched	chr19	7036587	7053229	2	16593	21825.983	3801.0328	505	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	505	1
4_MACS_peak_15947_lociStitched	chr19	13973558	13990669	4	15842	19985.648	1969.4761	506	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	506	1
5_MACS_peak_28789_lociStitched	chr8	21978589	21992343	5	11753	19248.723	1240.6108	507	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	507	1
1_MACS_peak_26905_lociStitched	chr7	2671711	2686010	1	14300	19134.9218	1152.4994	508	TTYH3	AMZ1	TTYH3	508	1
5_MACS_peak_23374_lociStitched	chr22	46358297	46374706	5	15116	18811.2776	830.2954	509	WNT7B	LOC730668	WNT7B	509	1
6_MACS_peak_31546_lociStitched	chr9	138864973	138882240	6	15754	19102.4821	1155.1623	510		UBAC1	UBAC1	510	1
7_MACS_peak_8230_lociStitched	chr12	52224533	52243886	7	17468	19782.6366	1840.4703	511		ANKRD33,FIGNL2	FIGNL2	511	1
19_MACS_peak_3206_lociStitched	chr1	22939140	22961563	19	18145	20037.1928	2096.5505	512		EPHA8,C1QA,C1QC,C1QB	C1QA	512	1
10_MACS_peak_30442_lociStitched	chr9	134999316	135019176	10	17276	19881.846	1962.168	513		NTNG2,MED27	NTNG2	513	1
9_MACS_peak_21734_lociStitched	chr22	19689874	19708604	9	16841	19310.63	1436.591	514	SEPT5,SEPT5-GP1BB	GP1BB,TBX1	SEPT5	514	1
18_MACS_peak_12428_lociStitched	chr17	41723554	41745778	18	18342	19954.9296	2082.3888	515	MEOX1		MEOX1	515	1
5_MACS_peak_7771_lociStitched	chr11	119210386	119224767	5	13536	19467.5597	1612.1101	516	C1QTNF5	RNF26,LOC100499227,MCAM,USP2	C1QTNF5	516	1
12_MACS_peak_20697_lociStitched	chr20	61745393	61765806	12	16573	19478.0846	1633.04	517		HAR1A,MIR124-3,HAR1B	HAR1B	517	1
7_MACS_peak_13643_lociStitched	chr17	76517865	76536291	7	16453	19533.4026	1689.6642	518	DNAH17		DNAH17	518	1
10_MACS_peak_25270_lociStitched	chr4	8591757	8610506	10	16558	19138.9792	1297.4308	519	CPZ	GPR78	CPZ	519	1
5_MACS_peak_15454_lociStitched	chr19	7830207	7848932	5	17413	20569.4125	2758.1925	520	CLEC4M	CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4M	520	1
6_MACS_peak_15529_lociStitched	chr19	8203940	8220383	6	14718	19312.3035	1562.085	521	FBN3		FBN3	521	1
7_MACS_peak_5054_lociStitched	chr10	73045083	73062965	7	16749	19627.2832	1886.551	522	UNC5B	SLC29A3	SLC29A3	522	1
7_MACS_peak_25944_lociStitched	chr5	176299384	176314197	7	13768	18993.2286	1278.3619	523	UNC5A,HK3		HK3	523	1
11_MACS_peak_13840_lociStitched	chr17	77458859	77478618	11	15971	19510.0366	1841.5388	524	RBFOX3		RBFOX3	524	1
13_MACS_peak_15427_lociStitched	chr19	7767309	7788828	13	17559	20096.5941	2433.7989	525		RETN,C19orf59,TRAPPC5,CLEC4M,FCER2,CLEC4G,CD209	FCER2	525	1
3_MACS_peak_5988_lociStitched	chr11	1558962	1570919	3	11712	18791.6212	1180.1559	526	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	526	1
3_MACS_peak_15482_lociStitched	chr19	7949849	7965673	3	15082	19803.736	2199.536	527	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	527	1
2_MACS_peak_2024_lociStitched	chr1	16855064	16864199	2	8695	19607.364	2005.1325	528		MIR3675,CROCCP3	MIR3675	528	1
6_MACS_peak_19304_lociStitched	chr2	220419264	220434551	6	14162	18989.5114	1490.4825	529	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	529	1
8_MACS_peak_668_lociStitched	chr1	3267804	3286140	8	16597	18361.6704	867.2928	530	PRDM16		ARHGEF16	530	1
11_MACS_peak_13545_lociStitched	chr17	75908568	75928103	11	16952	19531.093	2037.5005	531		FLJ45079	FLJ45079	531	1
7_MACS_peak_16543_lociStitched	chr19	18899552	18916369	7	16028	18999.8466	1513.53	532	COMP	UPF1	COMP	532	1
7_MACS_peak_4425_lociStitched	chr1	158121635	158139001	7	16299	20582.1832	3111.9872	533		CD1D,LOC646268	CD1D	533	1
15_MACS_peak_24566_lociStitched	chr4	3702327	3723800	15	16487	19083.0551	1646.9791	534		ADRA2C,LOC100133461	LOC100133461	534	1
15_MACS_peak_17750_lociStitched	chr19	46958773	46978781	15	16440	18957.58	1560.624	535	PNMAL1	CCDC8,PNMAL2	PNMAL1	535	1
5_MACS_peak_26683_lociStitched	chr7	1217546	1235657	5	16381	18967.6503	1573.8459	536		UNCX,C7orf50,ZFAND2A	ZFAND2A	536	1
11_MACS_peak_1994_lociStitched	chr1	16492835	16511581	11	16446	19122.7946	1767.7478	537		EPHA2,ARHGEF19	EPHA2	537	1
1_MACS_peak_6552_lociStitched	chr11	61501617	61514277	1	12661	18460.812	1120.41	538	DAGLA	C11orf9,FEN1,DKFZP434K028,MIR611,C11orf10	C11orf9	538	1
2_MACS_peak_15368_lociStitched	chr19	7016963	7033778	2	16313	20258.712	2939.262	539	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	539	1
3_MACS_peak_31744_lociStitched	chr9	140120183	140130750	3	9910	18340.0852	1029.2258	540	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	540	1
6_MACS_peak_680_lociStitched	chr1	3298271	3315493	6	16009	18351.7632	1079.8194	541	PRDM16		ARHGEF16	541	1
16_MACS_peak_2284_lociStitched	chr1	17884995	17905972	16	17369	19269.4722	2013.792	542	ARHGEF10L	ARHGEF10L	ARHGEF10L	542	1
12_MACS_peak_23275_lociStitched	chr22	45906268	45927228	12	16579	18773.872	1555.232	543	FBLN1		FBLN1	543	1
1_MACS_peak_6610_lociStitched	chr11	64058096	64068736	1	10641	18318.888	1131.032	544	KCNK4,C11orf20	FKBP2,PLCB3,GPR137,ESRRA,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	C11orf20	544	1
4_MACS_peak_14161_lociStitched	chr17	79096710	79110614	4	13331	17925.0368	754.9872	545	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR1250	545	1
8_MACS_peak_15520_lociStitched	chr19	8182389	8199597	8	15598	18839.3184	1672.6176	546	FBN3		FBN3	546	1
2_MACS_peak_11746_lociStitched	chr17	7614782	7628055	2	12962	18560.9632	1433.484	547	DNAH2	WRAP53,EFNB3,RPL29P2,TP53	DNAH2	547	1
3_MACS_peak_12162_lociStitched	chr17	34490681	34504468	3	13250	20887.305	3807.9694	548	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	548	1
3_MACS_peak_14840_lociStitched	chr19	3452323	3467245	3	14050	18898.713	1845.8514	549	NFIC	FZR1,C19orf77,DOHH	C19orf77	549	1
13_MACS_peak_28644_lociStitched	chr8	7423488	7444406	13	17505	19426.5466	2376.2848	550	FAM90A7		FAM90A7	550	1
8_MACS_peak_12690_lociStitched	chr17	45942613	45959501	8	15213	18870.6512	1825.5928	551		LRRC46,SP2,OSBPL7,MRPL10,SCRN2,SP6	SP6	551	1
14_MACS_peak_6479_lociStitched	chr11	61360579	61380925	14	15840	18610.4862	1611.4032	552		RPLP0P2,SYT7	RPLP0P2	552	1
4_MACS_peak_4633_lociStitched	chr1	204975130	204991525	4	14946	19211.661	2229.72	553	NFASC	CNTN2	CNTN2	553	1
7_MACS_peak_9758_lociStitched	chr16	871942	887376	7	13762	17954.3722	1088.097	554		CHTF18,PRR25,MSLNL,RPUSD1,GNG13	PRR25	554	1
9_MACS_peak_30372_lociStitched	chr9	133980418	133996819	9	14710	18659.4177	1800.8298	555	AIF1L	NUP214	NUP214	555	1
4_MACS_peak_11825_lociStitched	chr17	7982476	7996747	4	12418	18572.2794	1728.2181	556	MIR4314,ALOX12B	ALOX15B,ALOXE3,HES7	ALOX12B	556	1
9_MACS_peak_18624_lociStitched	chr19	55873100	55887889	9	13222	18319.1343	1504.0413	557	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	557	1
8_MACS_peak_17558_lociStitched	chr19	45714484	45732156	8	15042	18408.9224	1632.8928	558	EXOC3L2	BLOC1S3,MARK4,TRAPPC6A	EXOC3L2	558	1
9_MACS_peak_13877_lociStitched	chr17	77527839	77546461	9	15279	18258.871	1527.004	559		RBFOX3	RBFOX3	559	1
9_MACS_peak_13701_lociStitched	chr17	77036835	77054821	9	14400	19016.5978	2311.201	560	C1QTNF1	ENGASE,CANT1	C1QTNF1	560	1
11_MACS_peak_17885_lociStitched	chr19	48211283	48229933	11	15424	18435.525	1743.775	561	EHD2	GLTSCR2,SNORD23	EHD2	561	1
3_MACS_peak_4333_lociStitched	chr1	155159068	155173388	3	14214	19135.816	2494.544	562	MIR92B,MUC1,THBS3	TRIM46,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	562	1
9_MACS_peak_12799_lociStitched	chr17	47594247	47613440	9	16181	18907.0243	2274.3705	563		NGFR,NXPH3	NGFR	563	1
4_MACS_peak_13538_lociStitched	chr17	75876068	75891093	4	13453	18581.4175	1962.265	564	FLJ45079		FLJ45079	564	1
9_MACS_peak_29738_lociStitched	chr9	34562500	34580469	9	15538	18423.6157	1827.4473	565	LOC415056,CNTFR	ENHO,C9orf23,DCTN3,ARID3C	LOC415056	565	1
3_MACS_peak_336_lociStitched	chr1	2458335	2470160	3	11633	17569.585	999.2125	566	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	566	1
1_MACS_peak_27604_lociStitched	chr7	102257362	102266517	1	9156	19711.6305	3209.743	567		POLR2J3,RASA4,UPK3BL,POLR2J2	RASA4	567	1
4_MACS_peak_13967_lociStitched	chr17	77784615	77797514	4	12105	17387.852	951.9462	568		CBX2,CBX8,CBX4	CBX8	568	1
6_MACS_peak_16512_lociStitched	chr19	18493430	18510171	6	15648	18431.841	2015.6164	569	GDF15,MIR3189,LRRC25	PGPEP1,SSBP4,ISYNA1	MIR3189	569	1
5_MACS_peak_15820_lociStitched	chr19	12943787	12957442	5	12871	18401.478	2011.3815	570	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	570	1
13_MACS_peak_176_lociStitched	chr1	1914738	1933450	13	15276	17909.2552	1584.9064	571	KIAA1751	GABRD,PRKCZ	KIAA1751	571	1
1_MACS_peak_24259_lociStitched	chr3	183945128	183955855	1	10728	18263.7902	1944.8051	572	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	572	1
6_MACS_peak_12218_lociStitched	chr17	35286424	35299597	6	12161	17448.9558	1152.6375	573	LHX1	AATF	LHX1	573	1
12_MACS_peak_4753_lociStitched	chr1	228754616	228784411	12	26106	28501.897	12254.6835	574	DUSP5P		DUSP5P	574	1
3_MACS_peak_20675_lociStitched	chr20	61672859	61686807	3	13240	17349.9172	1106.0764	575	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	575	1
17_MACS_peak_31414_lociStitched	chr9	138344487	138365165	17	16308	17781.0122	1544.6466	576		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	576	1
19_MACS_peak_16876_lociStitched	chr19	36282952	36304536	19	14960	18182.3616	2015.9456	577	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,TMEM149,U2AF1L4,HSPB6,NPHS1	PRODH2	577	1
4_MACS_peak_12742_lociStitched	chr17	47071074	47085713	4	13555	17666.3452	1553.1979	578	IGF2BP1	SNF8,GIP	IGF2BP1	578	1
4_MACS_peak_60_lociStitched	chr1	1004718	1016207	4	10228	16940.5305	855.9305	579		AGRN,C1orf159	C1orf159	579	1
7_MACS_peak_11762_lociStitched	chr17	7676004	7693240	7	15793	17959.912	1902.8544	580	DNAH2	RPL29P2,KDM6B	RPL29P2	580	1
7_MACS_peak_16320_lociStitched	chr19	17700136	17716733	7	14394	17750.4915	1726.088	581	UNC13A	GLT25D1	GLT25D1	581	1
5_MACS_peak_5354_lociStitched	chr10	102840635	102855167	5	13358	17592.4392	1572.3624	582	TLX1NB	SFXN3,KAZALD1,TLX1,PDZD7	KAZALD1	582	1
15_MACS_peak_23601_lociStitched	chr22	50496845	50517204	15	14340	17478.2015	1486.207	583	MLC1	MOV10L1,IL17REL,TTLL8	TTLL8	583	1
8_MACS_peak_14760_lociStitched	chr19	3214748	3231315	8	14412	17827.7487	1840.5937	584	CELF5	S1PR4,NCLN	CELF5	584	1
15_MACS_peak_26514_lociStitched	chr6	44236319	44257110	15	14323	17992.5314	2020.8852	585	TMEM151B,TCTE1	SLC29A1,HSP90AB1,SLC35B2,NFKBIE,AARS2	TMEM151B	585	1
3_MACS_peak_13542_lociStitched	chr17	75892741	75907072	3	14090	17301.8163	1354.2795	586		FLJ45079	FLJ45079	586	1
10_MACS_peak_29360_lociStitched	chr8	143655052	143673581	10	15113	17146.7366	1234.0314	587		ARC	ARC	587	1
1_MACS_peak_12864_lociStitched	chr17	48262894	48275255	1	12362	17168.1929	1304.0855	588	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	588	1
15_MACS_peak_30823_lociStitched	chr9	136495734	136513513	15	15180	17037.6157	1178.7477	589	DBH		DBH	589	1
7_MACS_peak_21106_lociStitched	chr21	43566146	43580616	7	12983	18038.302	2184.97	590		ABCG1,C21orf128	C21orf128	590	1
7_MACS_peak_9590_lociStitched	chr15	79056186	79071805	7	14940	17087.186	1237.0248	591	ADAMTS7	LOC646938	LOC646938	591	1
10_MACS_peak_31514_lociStitched	chr9	138626482	138643558	10	13886	16471.5096	676.2096	592	KCNT1	SOHLH1	KCNT1	592	1
10_MACS_peak_14995_lociStitched	chr19	4772469	4789582	10	15406	18042.2359	2253.7821	593	C19orf30	MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	593	1
7_MACS_peak_16402_lociStitched	chr19	17977405	17994049	7	14493	17314.7532	1529.5836	594	SLC5A5	RPL18AP3,RPL18A,SNORA68,CCDC124,INSL3,JAK3	SLC5A5	594	1
8_MACS_peak_517_lociStitched	chr1	2986418	3003891	8	15335	16538.1945	758.3282	595	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	595	1
7_MACS_peak_25437_lociStitched	chr4	48037189	48053885	7	13384	17918.1472	2140.4272	596	NIPAL1	CNGA1	NIPAL1	596	1
13_MACS_peak_30573_lociStitched	chr9	135591450	135610959	13	15142	17288.8758	1525.6038	597	C9orf98	GTF3C4,DDX31	DDX31	597	1
16_MACS_peak_9406_lociStitched	chr15	74615779	74636479	16	14959	17514.27	1763.64	598	CCDC33,CYP11A1		CCDC33	598	1
7_MACS_peak_4966_lociStitched	chr10	71487951	71504509	7	15402	17399.1464	1665.7348	599			COL13A1	599	1
10_MACS_peak_13762_lociStitched	chr17	77272737	77288878	10	15498	16936.7513	1233.1724	600	RBFOX3		RBFOX3	600	1
8_MACS_peak_9713_lociStitched	chr16	319187	333850	8	13004	16838.9892	1148.1129	601	ARHGDIG,PDIA2,RGS11	ITFG3,LUC7L	RGS11	601	1
5_MACS_peak_21591_lociStitched	chr21	47388762	47400660	5	10157	17026.038	1353.9924	602		COL6A1	COL6A1	602	1
11_MACS_peak_13187_lociStitched	chr17	72334913	72352403	11	14820	17010.774	1367.718	603	KIF19	GPR142,BTBD17	BTBD17	603	1
6_MACS_peak_28779_lociStitched	chr8	21898228	21912348	6	13154	17006.128	1385.172	604	FGF17,EPB49	NPM2,EPB49,FAM160B2	FGF17	604	1
6_MACS_peak_19314_lociStitched	chr2	220490915	220506788	6	14748	16982.5227	1376.1891	605	SLC4A3	STK11IP	SLC4A3	605	1
12_MACS_peak_30288_lociStitched	chr9	133401707	133419919	12	13439	16889.8088	1289.4096	606		FUBP3,LOC100272217	LOC100272217	606	1
8_MACS_peak_5980_lociStitched	chr11	1463573	1478142	8	13460	16519.7891	958.6402	607	BRSK2	MOB2	MOB2	607	1
2_MACS_peak_29555_lociStitched	chr8	144501021	144511676	2	10493	16316.0015	763.9635	608	MAFA	RHPN1	MAFA	608	1
7_MACS_peak_17625_lociStitched	chr19	46366532	46381366	7	13529	17008.6644	1459.6656	609	FOXA3,SYMPK	RSPH6A,IRF2BP1,MYPOP,NANOS2	FOXA3	609	1
4_MACS_peak_6693_lociStitched	chr11	64321611	64336605	4	13926	16937.2224	1397.4408	610	SLC22A11	SLC22A12	SLC22A11	610	1
5_MACS_peak_3004_lociStitched	chr1	21889195	21904450	5	14007	17006.274	1475.1585	611	ALPL		ALPL	611	1
5_MACS_peak_14613_lociStitched	chr19	2715375	2728867	5	12388	16970.2376	1444.9932	612	DIRAS1	GNG7,SLC39A3	DIRAS1	612	1
7_MACS_peak_27015_lociStitched	chr7	5629146	5643071	7	11359	16970.3975	1459.34	613	FSCN1		FSCN1	613	1
8_MACS_peak_22080_lociStitched	chr22	30105537	30122698	8	14541	16920.746	1484.4265	614	CABP7	UQCR10,ZMAT5	CABP7	614	1
7_MACS_peak_19775_lociStitched	chr20	43318430	43335689	7	15411	17588.6469	2153.9232	615		WISP2,KCNK15,ADA,LOC79015	WISP2	615	1
6_MACS_peak_29659_lociStitched	chr8	145557511	145572254	6	13418	16675.8073	1244.3092	616	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	616	1
5_MACS_peak_30423_lociStitched	chr9	134706539	134722364	5	14805	16923.255	1520.7825	617			RAPGEF1	617	1
6_MACS_peak_20895_lociStitched	chr20	62710685	62724625	6	12580	16868.794	1476.246	618	OPRL1,RGS19,C20orf201	NCRNA00176,TCEA2,SOX18,NPBWR2	C20orf201	618	1
7_MACS_peak_24268_lociStitched	chr3	184093453	184107807	7	12530	17701.3528	2318.171	619	CHRD,THPO	SNORD66,FAM131A,POLR2H,CLCN2	CHRD	619	1
9_MACS_peak_31026_lociStitched	chr9	137435125	137451993	9	15215	16454.734	1098.1068	620			COL5A1	620	1
12_MACS_peak_8313_lociStitched	chr12	52698365	52717791	12	14890	17271.6566	1950.3704	621	KRT86,KRT83	KRT81,KRT85	KRT83	621	1
7_MACS_peak_13371_lociStitched	chr17	73579558	73594150	7	12759	17078.4768	1778.7648	622	MYO15B	LOC643008,LOC100130933	MYO15B	622	1
6_MACS_peak_21490_lociStitched	chr21	46664523	46679438	6	12626	17435.635	2144.777	623		LOC642852,POFUT2	POFUT2	623	1
1_MACS_peak_27602_lociStitched	chr7	102158329	102167442	1	9114	18261.5407	2992.7092	624		SPDYE2,POLR2J,POLR2J3	SPDYE2	624	1
7_MACS_peak_9875_lociStitched	chr16	1123402	1140824	7	14139	16449.8524	1191.6648	625	SSTR5,LOC146336,C1QTNF8		SSTR5	625	1
6_MACS_peak_94_lociStitched	chr1	1172289	1185012	6	11278	16249.8156	997.4832	626	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	626	1
10_MACS_peak_15978_lociStitched	chr19	14290110	14306170	10	14055	16556.254	1355.464	627	LPHN1	ASF1B	LPHN1	627	1
6_MACS_peak_29772_lociStitched	chr9	37024431	37036922	6	11304	16664.2431	1465.1943	628	PAX5	LOC100506710	PAX5	628	1
8_MACS_peak_30795_lociStitched	chr9	136436579	136451393	8	13270	16258.365	1139.1966	629	ADAMTSL2,FAM163B	TMEM8C	FAM163B	629	1
9_MACS_peak_21012_lociStitched	chr21	38066517	38082442	9	12909	16625.7	1527.2075	630	SIM2		SIM2	630	1
9_MACS_peak_14479_lociStitched	chr19	544750	558273	9	12926	16737.4171	1672.7951	631	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	631	1
11_MACS_peak_23572_lociStitched	chr22	50443555	50458171	11	11901	16102.4472	1046.5056	632	IL17REL,TTLL8		IL17REL	632	1
18_MACS_peak_4941_lociStitched	chr10	71409135	71428450	18	13555	16500.8045	1448.625	633		C10orf35	C10orf35	633	1
4_MACS_peak_24123_lociStitched	chr3	50564931	50578791	4	12220	16404.696	1424.808	634		HEMK1,CACNA2D2,C3orf18	CACNA2D2	634	1
7_MACS_peak_8030_lociStitched	chr12	3235727	3252101	7	14566	16365.813	1435.9998	635	TSPAN9		TSPAN9	635	1
5_MACS_peak_30413_lociStitched	chr9	134681049	134694302	5	12551	16197.8166	1277.5892	636			RAPGEF1	636	1
9_MACS_peak_6459_lociStitched	chr11	61312387	61329006	9	13586	16057.2778	1145.0491	637	SYT7	LRRC10B	SYT7	637	1
12_MACS_peak_26406_lociStitched	chr6	34080319	34097381	12	13329	16381.2262	1477.5692	638	GRM4		GRM4	638	1
10_MACS_peak_12728_lociStitched	chr17	47035518	47051226	10	13633	16735.3032	1858.2564	639	GIP	UBE2Z,IGF2BP1,SNF8	GIP	639	1
10_MACS_peak_23325_lociStitched	chr22	46024324	46042504	10	13838	16320.186	1458.036	640		ATXN10	ATXN10	640	1
13_MACS_peak_2074_lociStitched	chr1	17381594	17400244	13	15022	16818.57	1969.44	641	PADI2	ATP13A2,SDHB	SDHB	641	1
16_MACS_peak_6611_lociStitched	chr11	64146186	64165517	16	14269	16367.5577	1527.149	642		CCDC88B,RPS6KA4,MIR1237	MIR1237	642	1
4_MACS_peak_4569_lociStitched	chr1	202176807	202190334	4	12548	16730.1936	1927.5975	643	LGR6	PTPRVP,PTPN7	LGR6	643	1
3_MACS_peak_27275_lociStitched	chr7	100195225	100208484	3	12014	16247.5786	1451.8605	644	FBXO24,PCOLCE	MOSPD3,SAP25,LRCH4,TFR2,ACTL6B	PCOLCE	644	1
10_MACS_peak_11811_lociStitched	chr17	7938064	7953661	10	12815	16412.7231	1628.3268	645	ALOX15B	GUCY2D,MIR4314,ALOX12B	ALOX15B	645	1
14_MACS_peak_626_lociStitched	chr1	3179278	3197596	14	13781	15810.2658	1078.9302	646	PRDM16		MIR4251	646	1
10_MACS_peak_31504_lociStitched	chr9	138607209	138623574	10	13006	15620.3925	906.621	647	KCNT1	SOHLH1	KCNT1	647	1
2_MACS_peak_2952_lociStitched	chr1	21005745	21016834	2	10662	15881.6658	1254.1659	648	KIF17	PINK1,DDOST,SH2D5	DDOST	648	1
7_MACS_peak_11306_lociStitched	chr17	827984	842949	7	12565	15749.166	1122.375	649	NXN		NXN	649	1
7_MACS_peak_10460_lociStitched	chr16	31008628	31024162	7	12549	15908.3694	1339.0308	650	STX1B	ORAI3,SETD1A,HSD3B7,STX4	STX1B	650	1
7_MACS_peak_17566_lociStitched	chr19	45733596	45749676	7	14477	15994.776	1435.944	651	EXOC3L2	MARK4	EXOC3L2	651	1
15_MACS_peak_13779_lociStitched	chr17	77308429	77327081	15	14343	16161.958	1604.072	652	RBFOX3		RBFOX3	652	1
10_MACS_peak_31149_lociStitched	chr9	137769645	137786263	10	14165	15679.083	1133.3476	653	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	653	1
16_MACS_peak_6711_lociStitched	chr11	64364588	64380877	16	12704	15601.6042	1092.9919	654	SLC22A12,NRXN2	SLC22A11	SLC22A12	654	1
12_MACS_peak_401_lociStitched	chr1	2716281	2733548	12	13228	15409.0708	963.4986	655			MMEL1	655	1
19_MACS_peak_24594_lociStitched	chr4	3744784	3763944	19	13904	16006.264	1567.288	656		ADRA2C	ADRA2C	656	1
7_MACS_peak_11771_lociStitched	chr17	7699480	7714038	7	13229	15839.104	1400.4796	657	DNAH2	RPL29P2,KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	657	1
5_MACS_peak_17601_lociStitched	chr19	46092690	46105950	5	11809	15939.846	1505.01	658	GPR4	OPA3,MIR330,EML2	GPR4	658	1
3_MACS_peak_19228_lociStitched	chr2	219717620	219729326	3	11613	15579.5154	1156.5528	659	WNT6	WNT10A,PRKAG3	WNT6	659	1
10_MACS_peak_19072_lociStitched	chr2	113384100	113399455	10	12739	16402.211	2006.8985	660	FLJ42351	CHCHD5,SLC20A1	FLJ42351	660	1
5_MACS_peak_6852_lociStitched	chr11	66167482	66182951	5	13309	16158.9174	1808.3261	661		NPAS4,SLC29A2,MRPL11	NPAS4	661	1
5_MACS_peak_24454_lociStitched	chr4	1795722	1807916	5	10969	15227.8672	913.3306	662	FGFR3		FGFR3	662	1
7_MACS_peak_24039_lociStitched	chr3	50416679	50432568	7	13677	15752.3546	1464.9658	663	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	663	1
11_MACS_peak_13227_lociStitched	chr17	72416628	72433642	11	13345	15598.4352	1318.585	664	GPRC5C	CD300A	GPRC5C	664	1
5_MACS_peak_26419_lociStitched	chr6	34101069	34114924	5	13536	15622.898	1364.7175	665	GRM4		GRM4	665	1
14_MACS_peak_9353_lociStitched	chr15	74508459	74527462	14	15339	16057.535	1809.0856	666		ISLR,CCDC33,STRA6	CCDC33	666	1
6_MACS_peak_21635_lociStitched	chr21	47528499	47542779	6	11631	15696.576	1460.844	667	COL6A2	FTCD	COL6A2	667	1
5_MACS_peak_8602_lociStitched	chr13	100068225	100083540	5	12660	16526.4165	2320.2225	668			MIR623	668	1
4_MACS_peak_27641_lociStitched	chr7	128468568	128481326	4	11022	16104.4234	1908.5968	669	FLNC	CCDC136,ATP6V1F,LOC100130705	FLNC	669	1
7_MACS_peak_8210_lociStitched	chr12	50352510	50367209	7	13161	16243.8649	2088.7279	670	AQP2,AQP5,AQP6	LOC283332	AQP5	670	1
3_MACS_peak_19535_lociStitched	chr20	3651332	3663578	3	12092	15292.8048	1146.2256	671	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	671	1
3_MACS_peak_12117_lociStitched	chr17	26856779	26867368	3	10475	15582.7724	1436.9273	672	FOXN1	UNC119,PIGS,ALDOC	FOXN1	672	1
9_MACS_peak_6753_lociStitched	chr11	64432702	64447662	9	13722	15452.184	1320.968	673	NRXN2	NRXN2	NRXN2	673	1
