REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_18534_lociStitched	chr3	13455291	13470827	3	7279	22171.4256	2314.864	483	NUP210		NUP210	NUP210	0.2903	483	1
3_MACS_peak_7040_lociStitched	chr12	106528878	106544046	3	10189	22334.88	2490.5856	484	NUAK1		NUAK1	NUAK1	0.20440000000000003	484	1
1_MACS_peak_8364_lociStitched	chr14	69258113	69263988	1	5876	20297.5375	482.3375	485	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	1.2904	485	1
1_MACS_peak_2633_lociStitched	chr1	218336129	218339887	1	3759	20649.8342	842.1678	486			RRP15	RRP15	NONE	486	1
1_MACS_peak_16738_lociStitched	chr20	17945738	17951467	1	5730	21173.8111	1368.6581	487	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.5475	487	1
1_MACS_peak_4718_lociStitched	chr11	35159644	35169187	1	9544	22020.4725	2250.2394	488	CD44		CD44	CD44	0.3194	488	1
1_MACS_peak_17397_lociStitched	chr21	11168029	11172460	1	4432	22110.2469	2341.7835	489			BAGE	BAGE	NONE	489	1
6_MACS_peak_21556_lociStitched	chr4	173896103	173920816	6	15682	23432.8666	3674.8231	490	GALNTL6		GALNT7	GALNT7	NONE	490	1
1_MACS_peak_27692_lociStitched	chr8	134244543	134248882	1	4340	20721.7623	965.8614	491		WISP1	WISP1	WISP1	0.3888	491	1
4_MACS_peak_14123_lociStitched	chr19	56145530	56167785	4	10627	22773.5415	3024.4545	492	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.0528	492	1
3_MACS_peak_3384_lociStitched	chr10	45454016	45475202	3	13093	22904.1846	3160.9512	493	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	C10orf25	0.5224000000000001	493	1
1_MACS_peak_9550_lociStitched	chr15	81291397	81295320	1	3924	20401.1692	659.8486	494	MESDC1	MESDC2	MESDC1	MESDC1	1.5310000000000001	494	1
2_MACS_peak_4009_lociStitched	chr10	104401125	104412722	2	7975	21303.689	1570.2338	495	TRIM8		TRIM8	TRIM8	0.9215	495	1
1_MACS_peak_4227_lociStitched	chr10	125863351	125867820	1	4470	20736.6069	1026.9762	496		CHST15	CHST15	CHST15	0.7535999999999999	496	1
1_MACS_peak_25838_lociStitched	chr7	90337478	90345428	1	7951	21158.925	1469.16	497	CDK14		CDK14	CDK14	0.0767	497	1
2_MACS_peak_24285_lociStitched	chr6	88625618	88640212	2	13257	22123.0446	2510.168	498			SPACA1	SPACA1	NONE	498	1
5_MACS_peak_23394_lociStitched	chr6	10403364	10430964	5	10136	22665.12	3066.36	499	LOC100130275,TFAP2A,C6orf218		TFAP2A	TFAP2A	0.5539	499	1
4_MACS_peak_3627_lociStitched	chr10	74006973	74024534	4	9679	22495.641	2901.0772	500		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.24039999999999997	500	1
1_MACS_peak_12875_lociStitched	chr18	56806260	56811898	1	5639	20815.496	1221.1908	501	SEC11C		SEC11C	SEC11C	0.6534	501	1
2_MACS_peak_29316_lociStitched	chrX	40028240	40037134	2	6509	20367.26	783.5614	502	BCOR		BCOR	BCOR	0.27349999999999997	502	1
2_MACS_peak_7318_lociStitched	chr12	125398332	125412421	2	8941	21085.5974	1542.7455	503	UBC	SCARB1	UBC	UBC	1.2242	503	1
1_MACS_peak_3382_lociStitched	chr10	45389411	45395465	1	6055	20586.0216	1081.2444	504	LOC220980	TMEM72	TMEM72	TMEM72	0.03749999999999999	504	1
2_MACS_peak_18156_lociStitched	chr22	38782232	38797113	2	14783	21958.4036	2474.7103	505	LOC400927	KCNJ4	LOC400927	LOC400927	0.34650000000000003	505	1
3_MACS_peak_28735_lociStitched	chr9	123630404	123641552	3	7701	21390.7824	1923.03	506	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.6006	506	1
1_MACS_peak_14262_lociStitched	chr2	10259687	10265050	1	5364	20542.4352	1135.3471	507	RRM2	C2orf48,CYS1	RRM2	RRM2	1.0477999999999998	507	1
1_MACS_peak_19248_lociStitched	chr3	98448514	98455419	1	6906	20878.6485	1478.3605	508	ST3GAL6		ST3GAL6	ST3GAL6	0.7861	508	1
2_MACS_peak_14864_lociStitched	chr2	65255129	65261239	2	5733	20390.903	1002.651	509		SLC1A4,CEP68	CEP68	SLC1A4	0.38810000000000006	509	1
5_MACS_peak_12127_lociStitched	chr17	72733239	72756808	5	18443	23076.4079	3763.9693	510	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	0.4199	510	1
1_MACS_peak_28427_lociStitched	chr9	94181265	94192794	1	11530	21159.1737	1887.2973	511	NFIL3		NFIL3	NFIL3	0.6502	511	1
2_MACS_peak_12254_lociStitched	chr17	76116469	76129389	2	8516	21146.164	1925.08	512	TMC8,TMC6	C17orf99,SYNGR2	TMC6	C17orf99	1.1779000000000002	512	1
3_MACS_peak_25950_lociStitched	chr7	100020434	100034966	3	6327	21399.8232	2182.7064	513	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.2268000000000001	513	1
4_MACS_peak_16640_lociStitched	chr20	5570502	5592514	4	17469	22837.45	3640.7848	514	GPCPD1		GPCPD1	GPCPD1	0.22549999999999998	514	1
3_MACS_peak_14911_lociStitched	chr2	68988921	69003403	3	8066	21793.9618	2645.8614	515	ARHGAP25		ARHGAP25	ARHGAP25	0.25179999999999997	515	1
2_MACS_peak_23712_lociStitched	chr6	30649177	30659479	2	9093	21068.6202	1959.4404	516	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	1.4158	516	1
3_MACS_peak_10943_lociStitched	chr17	1618334	1628826	3	6111	20925.2448	1821.4112	517	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	MIR22	1.6159999999999999	517	1
1_MACS_peak_2034_lociStitched	chr1	169861663	169864507	1	2845	19989.054	897.282	518	SCYL3		SCYL3	SCYL3	0.3251	518	1
1_MACS_peak_13812_lociStitched	chr19	42051477	42062515	1	11039	21197.3752	2142.4758	519		CEACAM21	CEACAM21	NONE	NONE	519	1
1_MACS_peak_15340_lociStitched	chr2	111431773	111437532	1	5760	20147.2856	1097.6654	520	BUB1		BUB1	BUB1	0.42229999999999995	520	1
2_MACS_peak_1362_lociStitched	chr1	112134529	112147967	2	8915	20484.8872	1448.6164	521	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	0.8082	521	1
3_MACS_peak_19498_lociStitched	chr3	124500816	124512325	3	10500	20860.0625	1850.6472	522	ITGB5		UMPS	UMPS	NONE	522	1
9_MACS_peak_10735_lociStitched	chr16	78768609	78804938	9	21756	22516.7142	3523.913	523	WWOX		WWOX	WWOX	0.0143	523	1
2_MACS_peak_12377_lociStitched	chr17	80405971	80417669	2	6524	21116.0598	2145.4132	524	NARF,C17orf62	HEXDC,C17orf101	C17orf62	C17orf62	0.6273	524	1
2_MACS_peak_28913_lociStitched	chr9	132646262	132657555	2	7624	21002.7214	2057.5846	525	FNBP1	USP20,C9orf78	USP20	C9orf78	0.16059999999999997	525	1
1_MACS_peak_26396_lociStitched	chr7	139613628	139618367	1	4740	20326.9927	1399.4267	526	TBXAS1		TBXAS1	TBXAS1	0.13250000000000003	526	1
2_MACS_peak_20922_lociStitched	chr4	77608745	77625176	2	15350	21922.2402	3010.1592	527	SHROOM3		ANKRD56	ANKRD56	NONE	527	1
3_MACS_peak_1909_lociStitched	chr1	161122858	161137347	3	6261	22727.4454	3819.3004	528	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	1.0741	528	1
5_MACS_peak_23808_lociStitched	chr6	33537769	33561578	5	10963	22163.7981	3257.0712	529	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.7191	529	1
1_MACS_peak_883_lociStitched	chr1	53100811	53104911	1	4101	19800.95	898.31	530	FAM159A	GPX7	FAM159A	FAM159A	0.6028	530	1
1_MACS_peak_2245_lociStitched	chr1	192542428	192551748	1	9321	21576.732	2679.5	531	RGS1		RGS1	RGS1	1.3447	531	1
8_MACS_peak_10588_lociStitched	chr16	67547927	67587211	8	14057	24796.0608	5912.242	532	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	0.5515	532	1
1_MACS_peak_3312_lociStitched	chr10	32634938	32637115	1	2178	19308.6838	429.3044	533	EPC1		EPC1	EPC1	0.16999999999999998	533	1
1_MACS_peak_15555_lociStitched	chr2	134707712	134714583	1	6872	20331.9761	1458.7133	534			MIR3679	MIR3679	NONE	534	1
2_MACS_peak_20294_lociStitched	chr3	195632260	195642421	2	6438	21328.9551	2458.962	535	TNK2	TNK2	TNK2	TNK2	0.385	535	1
2_MACS_peak_12238_lociStitched	chr17	75435019	75442967	2	7315	20105.2608	1252.6048	536	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2239	536	1
1_MACS_peak_15971_lociStitched	chr2	188730738	188735805	1	5068	19754.7129	913.5801	537			TFPI	TFPI	NONE	537	1
1_MACS_peak_26484_lociStitched	chr7	148579610	148582847	1	3238	19496.1273	664.5561	538	EZH2		EZH2	EZH2	0.1634	538	1
2_MACS_peak_17530_lociStitched	chr21	34746129	34757256	2	7209	21391.6575	2581.464	539		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.47329999999999994	539	1
2_MACS_peak_21623_lociStitched	chr4	185263662	185277135	2	7936	21066.3828	2260.7694	540			IRF2	IRF2	1.3247	540	1
3_MACS_peak_9086_lociStitched	chr15	46994483	47008928	3	12271	20848.4685	2075.7465	541			SEMA6D	SEMA6D	NONE	541	1
2_MACS_peak_6706_lociStitched	chr12	69195720	69206017	2	6516	20374.6739	1608.3914	542	MDM2		MDM2	MDM2	0.37570000000000003	542	1
4_MACS_peak_17914_lociStitched	chr22	24819800	24831699	4	7990	20412.7345	1649.2014	543	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.7605	543	1
1_MACS_peak_27698_lociStitched	chr8	134508408	134515674	1	7267	20420.3664	1673.3598	544	ST3GAL1		ST3GAL1	ST3GAL1	0.3443	544	1
1_MACS_peak_23708_lociStitched	chr6	30582201	30586837	1	4637	19779.0304	1085.2876	545	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.6504000000000001	545	1
3_MACS_peak_26272_lociStitched	chr7	128162774	128173706	3	6898	20665.8528	1976.5056	546		METTL2B	METTL2B	METTL2B	0.33240000000000003	546	1
2_MACS_peak_14862_lociStitched	chr2	65204869	65220748	2	9575	21042.8508	2389.7895	547	SLC1A4	LOC400958	SLC1A4	LOC400958	1.1797	547	1
1_MACS_peak_17970_lociStitched	chr22	29662555	29666094	1	3540	19312.6769	693.644	548	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	EWSR1	0.40769999999999995	548	1
3_MACS_peak_364_lociStitched	chr1	25347199	25364598	3	7992	20958.8354	2352.3448	549			RUNX3	RUNX3	NONE	549	1
2_MACS_peak_9420_lociStitched	chr15	74665527	74679217	2	7316	21105.873	2510.746	550		CYP11A1,SEMA7A	CYP11A1	SEMA7A	0.05230000000000001	550	1
3_MACS_peak_14437_lociStitched	chr2	27374765	27389969	3	10758	21001.2852	2423.5176	551	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	0.8064	551	1
2_MACS_peak_28415_lociStitched	chr9	93732207	93742372	2	7290	20419.452	1841.898	552			LOC100129316	LOC100129316	0.004299999999999998	552	1
5_MACS_peak_18407_lociStitched	chr22	50962873	50983173	5	10562	21235.83	2661.33	553	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.9323000000000001	553	1
1_MACS_peak_26916_lociStitched	chr8	29464580	29475045	1	10466	20100.1255	1559.285	554			C8orf75	C8orf75	0.3914	554	1
4_MACS_peak_25700_lociStitched	chr7	74057122	74076864	4	10790	21275.9534	2740.1896	555	GTF2I		GTF2I	GTF2I	0.08170000000000001	555	1
4_MACS_peak_22923_lociStitched	chr5	150459510	150475945	4	10013	21054.8785	2534.277	556	TNIP1	ANXA6	TNIP1	ANXA6	0.2979	556	1
3_MACS_peak_14828_lociStitched	chr2	64497400	64511534	3	8753	20874.5046	2358.9646	557			LOC150992	LOC150992	0.33209999999999995	557	1
2_MACS_peak_5572_lociStitched	chr11	115125344	115136890	2	9086	20259.7662	1776.9294	558	CADM1		CADM1	CADM1	0.20579999999999998	558	1
1_MACS_peak_21565_lociStitched	chr4	174253698	174257358	1	3661	19060.182	598.044	559	HMGB2	SAP30	HMGB2	HMGB2	1.4031	559	1
6_MACS_peak_13369_lociStitched	chr19	12885665	12918416	6	13663	23092.7301	4634.2665	560	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	0.9500000000000001	560	1
1_MACS_peak_11938_lociStitched	chr17	57695431	57698613	1	3183	19022.6324	595.9886	561	CLTC		CLTC	CLTC	0.1677	561	1
3_MACS_peak_7277_lociStitched	chr12	123371199	123387326	3	14441	20260.3501	1843.3161	562	VPS37B		VPS37B	VPS37B	0.5975	562	1
2_MACS_peak_18174_lociStitched	chr22	39377272	39385776	2	8308	19885.7536	1478.8456	563	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3C	0.9769000000000001	563	1
3_MACS_peak_9698_lociStitched	chr15	90721606	90736320	3	7525	20799.7104	2401.3248	564	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.38639999999999997	564	1
3_MACS_peak_16196_lociStitched	chr2	207997090	208015071	3	8022	21088.1168	2715.131	565	KLF7	MIR2355	KLF7	KLF7	0.3483	565	1
2_MACS_peak_2782_lociStitched	chr1	228665895	228676451	2	5208	20377.3024	2025.6964	566	RNF187	HIST3H2BB,HIST3H2A	RNF187	RNF187	0.7979	566	1
1_MACS_peak_2553_lociStitched	chr1	211430924	211434924	1	4001	19448	1099.2	567	RCOR3		RCOR3	RCOR3	0.2641	567	1
3_MACS_peak_5775_lociStitched	chr11	129233581	129249305	3	9984	20963.2368	2614.9012	568	BARX2		BARX2	BARX2	0.312	568	1
1_MACS_peak_24621_lociStitched	chr6	130003262	130010483	1	7222	19833.1986	1492.5807	569	ARHGAP18		ARHGAP18	ARHGAP18	0.1951	569	1
1_MACS_peak_18082_lociStitched	chr22	36725607	36730253	1	4647	19300.4132	1011.4342	570	MYH9		MYH9	MYH9	0.3266	570	1
2_MACS_peak_28276_lociStitched	chr9	73026835	73036765	2	7090	19652.463	1384.242	571	KLF9		KLF9	KLF9	0.1997	571	1
1_MACS_peak_983_lociStitched	chr1	62900839	62904371	1	3533	18885.604	637.526	572	USP1		USP1	USP1	0.6711	572	1
3_MACS_peak_5528_lociStitched	chr11	111279991	111294295	3	12624	20643.5328	2405.9328	573		POU2AF1	POU2AF1	POU2AF1	1.0606	573	1
1_MACS_peak_231_lociStitched	chr1	16160045	16163518	1	3474	18912.2215	683.8337	574	FLJ37453	SPEN,UQCRHL	SPEN	SPEN	0.03960000000000001	574	1
1_MACS_peak_1647_lociStitched	chr1	151042019	151044554	1	2536	19086.2685	899.6715	575	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	1.4613	575	1
1_MACS_peak_12783_lociStitched	chr18	48677372	48681782	1	4411	19008.864	884.205	576		MEX3C	MEX3C	MEX3C	0.26280000000000003	576	1
2_MACS_peak_1476_lociStitched	chr1	143461514	143469667	2	7997	21810.0903	3726.7363	577			LOC100130000	LOC100130000	NONE	577	1
2_MACS_peak_29306_lociStitched	chrX	39712512	39720897	2	5794	18758.0835	677.508	578			BCOR	BCOR	0.27349999999999997	578	1
5_MACS_peak_6942_lociStitched	chr12	96878445	96902080	5	11528	21228.957	3157.636	579			CDK17	CDK17	NONE	579	1
2_MACS_peak_23727_lociStitched	chr6	31164608	31172948	2	6026	19474.734	1416.966	580	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.0992	580	1
1_MACS_peak_6959_lociStitched	chr12	98908088	98912687	1	4600	18822.3273	766.6533	581	TMPO,LOC100128191		LOC100128191	LOC100128191	1.3944	581	1
2_MACS_peak_2114_lociStitched	chr1	179049126	179058499	2	5844	20370.3409	2317.0056	582	TOR3A		TOR3A	TOR3A	0.736	582	1
1_MACS_peak_12229_lociStitched	chr17	75204068	75210068	1	6001	19290	1242	583	SEC14L1		SEC14L1	SEC14L1	0.9409	583	1
3_MACS_peak_19937_lociStitched	chr3	169481406	169492266	3	6225	20404.854	2365.308	584	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	ARPM1	1.3959	584	1
2_MACS_peak_11303_lociStitched	chr17	27046086	27056583	2	6725	20168.9358	2137.1892	585	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	1.4208999999999998	585	1
2_MACS_peak_17863_lociStitched	chr22	23087904	23101857	2	10750	20265.3372	2235.2706	586			MIR650	MIR650	0.8635999999999999	586	1
1_MACS_peak_20200_lociStitched	chr3	186499861	186503740	1	3880	19210.7475	1186.974	587	EIF4A2,SNORD2	SNORA81,MIR1248,SNORA63,SNORA4,RFC4	EIF4A2	MIR1248	1.7818	587	1
2_MACS_peak_21669_lociStitched	chr4	186507057	186514966	2	6587	19396.0316	1373.7933	588	SORBS2		PDLIM3	PDLIM3	NONE	588	1
2_MACS_peak_1823_lociStitched	chr1	156627206	156635250	2	7442	20236.2908	2228.188	589	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.5808	589	1
1_MACS_peak_5916_lociStitched	chr12	6640889	6646058	1	5170	19088.6001	1102.5477	590	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	GAPDH	1.2811	590	1
1_MACS_peak_3836_lociStitched	chr10	91645690	91651109	1	5420	18825.606	891.4255	591			KIF20B	KIF20B	NONE	591	1
2_MACS_peak_20987_lociStitched	chr4	84132381	84144228	2	9434	20142.2694	2210.6502	592			COQ2	COQ2	NONE	592	1
4_MACS_peak_21631_lociStitched	chr4	185366644	185381058	4	8885	20493.8252	2571.4576	593	IRF2		IRF2	IRF2	1.3247	593	1
2_MACS_peak_6978_lociStitched	chr12	102129617	102140190	2	7344	19638.2902	1717.0552	594	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.7072	594	1
2_MACS_peak_6432_lociStitched	chr12	51311871	51323069	2	10951	19995.1488	2083.9478	595	METTL7A	HIGD1C	METTL7A	METTL7A	0.9180000000000001	595	1
1_MACS_peak_5424_lociStitched	chr11	96070503	96077106	1	6604	19189.6386	1282.9629	596	MIR1260B,MAML2	JRKL,CCDC82	MIR1260B	MIR1260B	1.7641	596	1
1_MACS_peak_17538_lociStitched	chr21	34913042	34916686	1	3645	19132.0932	1233.1296	597	SON,GART	DNAJC28,DONSON	GART	DONSON	0.32589999999999997	597	1
1_MACS_peak_17046_lociStitched	chr20	42378049	42382427	1	4379	18970.3118	1078.3014	598		GTSF1L	GTSF1L	GTSF1L	0.022800000000000015	598	1
2_MACS_peak_22484_lociStitched	chr5	109190097	109202252	2	7545	20142.0505	2262.0455	599	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	599	1
1_MACS_peak_23595_lociStitched	chr6	26269943	26275399	1	5457	19163.1088	1294.7088	600	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BI	1.7312999999999998	600	1
1_MACS_peak_12283_lociStitched	chr17	76884414	76889087	1	4674	19047.148	1197.6899	601	TIMP2	USP36	TIMP2	TIMP2	0.2414	601	1
1_MACS_peak_23426_lociStitched	chr6	12007935	12014005	1	6071	18705.919	938.422	602	HIVEP1		HIVEP1	HIVEP1	0.181	602	1
2_MACS_peak_17234_lociStitched	chr20	52345513	52358305	2	8245	19965.7536	2205.3408	603			SUMO1P1	SUMO1P1	NONE	603	1
2_MACS_peak_18835_lociStitched	chr3	46129453	46141268	2	10574	19946.083	2191.6825	604			XCR1	XCR1	NONE	604	1
2_MACS_peak_22511_lociStitched	chr5	112256438	112266857	2	7703	19522.0803	1821.2412	605	REEP5	DCP2	REEP5	REEP5	0.136	605	1
1_MACS_peak_14129_lociStitched	chr19	56328937	56333493	1	4557	18650.8972	955.8488	606	NLRP11	NLRP4	NLRP4	NLRP4	0.12940000000000002	606	1
1_MACS_peak_5614_lociStitched	chr11	118659644	118663805	1	4162	18491.484	804.3213	607	DDX6		DDX6	DDX6	0.30310000000000004	607	1
1_MACS_peak_26307_lociStitched	chr7	129587919	129593297	1	5379	19360.2622	1686.5408	608	UBE2H		UBE2H	UBE2H	0.0902	608	1
2_MACS_peak_17880_lociStitched	chr22	23477914	23488677	2	9507	19684.4507	2013.7573	609	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.2071	609	1
2_MACS_peak_27242_lociStitched	chr8	72911311	72918511	2	5602	18851.76	1203.84	610	LOC100132891		TRPA1	TRPA1	NONE	610	1
1_MACS_peak_7072_lociStitched	chr12	109009063	109013151	1	4089	18487.1624	881.3728	611		TMEM119,SELPLG	SELPLG	SELPLG	3.9582000000000006	611	1
3_MACS_peak_1713_lociStitched	chr1	153929541	153941517	3	7673	21004.7064	3405.9744	612	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	0.8001999999999999	612	1
1_MACS_peak_2083_lociStitched	chr1	174967119	174970425	1	3307	18801.5526	1205.6982	613	CACYBP	MRPS14	CACYBP	CACYBP	0.7385999999999999	613	1
3_MACS_peak_11251_lociStitched	chr17	20204883	20224576	3	12293	20342.869	2760.9586	614	SPECC1,CCDC144C		CCDC144C	CCDC144C	0.013999999999999999	614	1
1_MACS_peak_2938_lociStitched	chr1	245025371	245029086	1	3716	18488.069	931.3505	615	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	1.2604000000000002	615	1
1_MACS_peak_16412_lociStitched	chr2	232570536	232576900	1	6365	18101.7616	554.3044	616	PTMA	MIR1244-1	PTMA	PTMA	1.1602999999999999	616	1
2_MACS_peak_20680_lociStitched	chr4	40302522	40319893	2	11843	20579.4237	3062.5073	617		CHRNA9	CHRNA9	NONE	NONE	617	1
1_MACS_peak_12874_lociStitched	chr18	56751290	56757378	1	6089	18718.7736	1227.9496	618		LOC390858,SEC11C	LOC390858	SEC11C	0.6534	618	1
1_MACS_peak_28530_lociStitched	chr9	100744431	100748057	1	3627	17931.6578	441.2842	619	ANP32B	HEMGN	ANP32B	HEMGN	0.4532999999999999	619	1
1_MACS_peak_15836_lociStitched	chr2	174827234	174831629	1	4396	18189.5865	714.1875	620	SP3		SP3	SP3	0.2182	620	1
1_MACS_peak_17294_lociStitched	chr20	56253017	56258863	1	5847	18759.2294	1306.581	621	PMEPA1		PMEPA1	PMEPA1	0.25449999999999995	621	1
3_MACS_peak_6324_lociStitched	chr12	46119625	46132416	3	9292	19392.4351	1948.0693	622	ARID2,LOC400027		ARID2	ARID2	0.07	622	1
1_MACS_peak_18167_lociStitched	chr22	39265545	39271332	1	5788	18494.6733	1052.0766	623	CBX6	NPTXR	CBX6	CBX6	0.9779	623	1
1_MACS_peak_11709_lociStitched	chr17	43660549	43664597	1	4049	18307.8896	886.512	624		MGC57346,LOC644172	LOC644172	NONE	NONE	624	1
2_MACS_peak_4002_lociStitched	chr10	104153104	104159850	2	5276	18605.468	1193.3674	625	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	0.9530000000000001	625	1
3_MACS_peak_14394_lociStitched	chr2	25624148	25645573	3	9401	20857.2375	3475.135	626	DTNB		DNMT3A	DNMT3A	NONE	626	1
4_MACS_peak_18216_lociStitched	chr22	39910844	39929416	4	8894	20405.0564	3069.9516	627	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	0.9464	627	1
2_MACS_peak_5807_lociStitched	chr11	132218163	132231680	2	8571	19679.4003	2357.3648	628			NTM	NTM	NONE	628	1
1_MACS_peak_6162_lociStitched	chr12	26305949	26312533	1	6585	18691.976	1374.7392	629		SSPN,BHLHE41	BHLHE41	BHLHE41	2.0451	629	1
3_MACS_peak_4891_lociStitched	chr11	60672541	60684063	3	8664	19780.9696	2468.0124	630	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.6672	630	1
4_MACS_peak_28855_lociStitched	chr9	130828672	130845669	4	11978	19753.9134	2442.4689	631	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.46669999999999995	631	1
2_MACS_peak_10332_lociStitched	chr16	30661114	30673009	2	7310	19403.124	2093.52	632	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.1096000000000001	632	1
1_MACS_peak_19956_lociStitched	chr3	170072318	170076708	1	4391	18073.63	831.905	633	SKIL	SKIL	SKIL	SKIL	0.3235	633	1
1_MACS_peak_13937_lociStitched	chr19	47103228	47105623	1	2396	17640.612	403.797	634	CALM3	PTGIR,GNG8	CALM3	CALM3	0.8623999999999998	634	1
1_MACS_peak_13207_lociStitched	chr19	6799366	6804103	1	4738	18619.7259	1398.3624	635	VAV1	SH2D3A	VAV1	VAV1	0.3306	635	1
3_MACS_peak_15675_lociStitched	chr2	157188637	157207781	3	7604	19657.0592	2530.8368	636	NR4A2		NR4A2	NR4A2	0.27	636	1
3_MACS_peak_20470_lociStitched	chr4	9599244	9611026	3	7916	19162.2448	2045.3552	637		MIR548I2	MIR548I2	MIR548I2	0.018500000000000003	637	1
3_MACS_peak_21312_lociStitched	chr4	129723888	129741278	3	8396	19598.53	2488.509	638	PHF17		PHF17	PHF17	0.2379	638	1
2_MACS_peak_13450_lociStitched	chr19	16221379	16231712	2	7529	18838.0923	1741.1105	639	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.0913	639	1
1_MACS_peak_22619_lociStitched	chr5	126111036	126116158	1	5123	17901.39	806.715	640	LMNB1		LMNB1	LMNB1	0.2398	640	1
3_MACS_peak_29312_lociStitched	chrX	39953461	39969637	3	11724	18262.704	1175.9952	641	BCOR		BCOR	BCOR	0.27349999999999997	641	1
1_MACS_peak_17004_lociStitched	chr20	37519286	37523352	1	4067	17810.7064	726.1876	642	PPP1R16B	FAM83D	FAM83D	FAM83D	0.00990000000000002	642	1
5_MACS_peak_16111_lociStitched	chr2	202083712	202102096	5	12654	20161.7328	3082.9968	643	CASP10,CASP8	CASP8	CASP8	CASP8	0.7632	643	1
2_MACS_peak_1857_lociStitched	chr1	159036039	159048482	2	7066	19892.6241	2829.5382	644	AIM2		AIM2	AIM2	0.6796	644	1
3_MACS_peak_23112_lociStitched	chr5	171601176	171616117	3	9887	19539.8398	2481.7001	645	STK10	EFCAB9	STK10	STK10	0.0998	645	1
