#05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_ROSE/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam
#Using cutoff of 15067.1378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isStretch
1_MACS_peak_1466_lociStitched	chr1	121260490	121261838	1	1349	2113.1248	108.6488	18337	0
1_MACS_peak_1368_lociStitched	chr1	112938224	112939572	1	1349	688.828	129.9472	18338	0
1_MACS_peak_27927_lociStitched	chr9	9551857	9553204	1	1348	949.5003	178.8816	18339	0
1_MACS_peak_25004_lociStitched	chr7	148598	149945	1	1348	1659.9081	175.11	18340	0
1_MACS_peak_10579_lociStitched	chr16	67225713	67227060	1	1348	1585.0149	212.2872	18341	0
1_MACS_peak_9440_lociStitched	chr15	75110439	75111786	1	1348	810.2205	221.0427	18342	0
1_MACS_peak_2254_lociStitched	chr1	193038963	193040310	1	1348	711.3507	262.1262	18343	0
1_MACS_peak_15208_lociStitched	chr2	98547133	98548479	1	1347	653.3484	244.5682	18344	0
1_MACS_peak_15088_lociStitched	chr2	86151188	86152534	1	1347	863.459	195.7084	18345	0
1_MACS_peak_12201_lociStitched	chr17	74448294	74449640	1	1347	1203.0548	234.4732	18346	0
1_MACS_peak_11921_lociStitched	chr17	56769474	56770820	1	1347	2480.1396	309.9838	18347	0
1_MACS_peak_10259_lociStitched	chr16	28813694	28815040	1	1347	1136.697	349.96	18348	0
1_MACS_peak_8834_lociStitched	chr15	31421015	31422361	1	1347	653.2138	227.3394	18349	0
1_MACS_peak_5796_lociStitched	chr11	130317866	130319212	1	1347	997.386	152.2326	18350	0
1_MACS_peak_29741_lociStitched	chrX	117661736	117663081	1	1346	1457.173	93.343	18351	0
1_MACS_peak_27248_lociStitched	chr8	73898375	73899720	1	1346	779.293	281.2395	18352	0
1_MACS_peak_21292_lociStitched	chr4	127446827	127448172	1	1346	756.159	265.6375	18353	0
1_MACS_peak_19121_lociStitched	chr3	69248416	69249761	1	1346	884.203	192.4695	18354	0
1_MACS_peak_18248_lociStitched	chr22	41600923	41602268	1	1346	1737.0675	393.6815	18355	0
1_MACS_peak_13416_lociStitched	chr19	14142245	14143590	1	1346	1180.372	232.147	18356	0
1_MACS_peak_11660_lociStitched	chr17	42091379	42092724	1	1346	2332.23	320.5135	18357	0
1_MACS_peak_6886_lociStitched	chr12	93860903	93862248	1	1346	1970.5595	290.9235	18358	0
1_MACS_peak_27999_lociStitched	chr9	25677495	25678839	1	1345	1116.9984	115.3152	18359	0
1_MACS_peak_21129_lociStitched	chr4	105663996	105665340	1	1345	1403.6736	247.296	18360	0
1_MACS_peak_19393_lociStitched	chr3	114284474	114285818	1	1345	1060.2816	240.0384	18361	0
1_MACS_peak_18365_lociStitched	chr22	48269577	48270921	1	1345	688.128	223.5072	18362	0
1_MACS_peak_17208_lociStitched	chr20	50761186	50762530	1	1345	826.9632	136.9536	18363	0
1_MACS_peak_10784_lociStitched	chr16	81812561	81813905	1	1345	897.6576	107.6544	18364	0
1_MACS_peak_10612_lociStitched	chr16	68026909	68028253	1	1345	1194.6816	178.2144	18365	0
1_MACS_peak_8792_lociStitched	chr15	28147861	28149205	1	1345	1524.768	140.448	18366	0
1_MACS_peak_6835_lociStitched	chr12	91083498	91084842	1	1345	676.4352	239.3664	18367	0
1_MACS_peak_1543_lociStitched	chr1	146543750	146545094	1	1345	935.0208	246.624	18368	0
1_MACS_peak_335_lociStitched	chr1	24246049	24247393	1	1345	1124.3904	153.6192	18369	0
1_MACS_peak_21265_lociStitched	chr4	122790645	122791988	1	1344	1167.067	285.2532	18370	0
1_MACS_peak_20544_lociStitched	chr4	17536455	17537798	1	1344	1027.9322	156.5938	18371	0
1_MACS_peak_17660_lociStitched	chr21	43808775	43810118	1	1344	1069.1623	407.1976	18372	0
1_MACS_peak_11716_lociStitched	chr17	44301877	44303220	1	1344	998.1176	225.0868	18373	0
1_MACS_peak_10748_lociStitched	chr16	79311877	79313220	1	1344	643.9685	92.8013	18374	0
1_MACS_peak_3491_lociStitched	chr10	61413140	61414483	1	1344	964.274	201.3157	18375	0
1_MACS_peak_1081_lociStitched	chr1	72109582	72110925	1	1344	705.2093	265.2425	18376	0
1_MACS_peak_29748_lociStitched	chrX	118708181	118709523	1	1343	1063.8034	133.1264	18377	0
1_MACS_peak_29286_lociStitched	chrX	37706009	37707351	1	1343	1239.6054	134.4684	18378	0
1_MACS_peak_28680_lociStitched	chr9	116224505	116225847	1	1343	1041.9288	211.9018	18379	0
1_MACS_peak_26526_lociStitched	chr7	150638712	150640054	1	1343	1058.5696	390.9246	18380	0
1_MACS_peak_26524_lociStitched	chr7	150521097	150522439	1	1343	4603.731	382.0674	18381	0
1_MACS_peak_23571_lociStitched	chr6	25489511	25490853	1	1343	954.2962	191.3692	18382	0
1_MACS_peak_21167_lociStitched	chr4	109112137	109113479	1	1343	728.3034	154.5984	18383	0
1_MACS_peak_19225_lociStitched	chr3	97482702	97484044	1	1343	2296.0278	282.0884	18384	0
1_MACS_peak_19202_lociStitched	chr3	85007457	85008799	1	1343	738.3684	187.3432	18385	0
1_MACS_peak_10002_lociStitched	chr16	10033101	10034443	1	1343	718.2384	113.2648	18386	0
1_MACS_peak_7617_lociStitched	chr13	47370358	47371700	1	1343	1562.8932	149.9014	18387	0
1_MACS_peak_6869_lociStitched	chr12	92987053	92988395	1	1343	812.8494	181.4384	18388	0
1_MACS_peak_6374_lociStitched	chr12	48576433	48577775	1	1343	926.2484	317.1146	18389	0
1_MACS_peak_29102_lociStitched	chrX	6977189	6978530	1	1342	1041.957	127.6632	18390	0
1_MACS_peak_28112_lociStitched	chr9	35923341	35924682	1	1342	950.769	199.2726	18391	0
1_MACS_peak_25627_lociStitched	chr7	66593607	66594948	1	1342	976.7844	238.0275	18392	0
1_MACS_peak_24368_lociStitched	chr6	99281656	99282997	1	1342	982.4166	147.6441	18393	0
1_MACS_peak_15004_lociStitched	chr2	74517529	74518870	1	1342	1152.1872	172.8549	18394	0
1_MACS_peak_4405_lociStitched	chr11	4413978	4415319	1	1342	1407.3795	365.0202	18395	0
1_MACS_peak_4195_lociStitched	chr10	123285716	123287057	1	1342	912.5505	267.5295	18396	0
1_MACS_peak_4192_lociStitched	chr10	123127618	123128959	1	1342	920.8647	251.3034	18397	0
1_MACS_peak_411_lociStitched	chr1	26855934	26857275	1	1342	1167.6087	148.1805	18398	0
1_MACS_peak_21523_lociStitched	chr4	166000120	166001460	1	1341	948.318	276.978	18399	0
1_MACS_peak_18444_lociStitched	chr3	3242730	3244070	1	1341	987.312	231.82	18400	0
1_MACS_peak_18010_lociStitched	chr22	31702106	31703446	1	1341	996.022	206.896	18401	0
1_MACS_peak_12736_lociStitched	chr18	45936096	45937436	1	1341	760.986	220.43	18402	0
1_MACS_peak_7989_lociStitched	chr14	21438897	21440237	1	1341	971.5	140.164	18403	0
1_MACS_peak_7729_lociStitched	chr13	74861925	74863265	1	1341	1081.38	283.946	18404	0
1_MACS_peak_5805_lociStitched	chr11	130785665	130787005	1	1341	2120.55	205.422	18405	0
1_MACS_peak_5368_lociStitched	chr11	86012910	86014250	1	1341	2187.416	331.65	18406	0
1_MACS_peak_5154_lociStitched	chr11	68592706	68594046	1	1341	885.874	179.694	18407	0
1_MACS_peak_26334_lociStitched	chr7	132195292	132196631	1	1340	1114.048	309.4429	18408	0
1_MACS_peak_24103_lociStitched	chr6	56732073	56733412	1	1340	632.008	164.5631	18409	0
1_MACS_peak_23068_lociStitched	chr5	164360492	164361831	1	1340	751.4468	187.8617	18410	0
1_MACS_peak_19126_lociStitched	chr3	69417004	69418343	1	1340	733.3703	301.5428	18411	0
1_MACS_peak_18806_lociStitched	chr3	44770408	44771747	1	1340	1421.0807	201.3856	18412	0
1_MACS_peak_16589_lociStitched	chr20	3153641	3154980	1	1340	933.0152	191.477	18413	0
1_MACS_peak_16510_lociStitched	chr2	240524407	240525746	1	1340	728.0143	87.4367	18414	0
1_MACS_peak_12090_lociStitched	chr17	68340338	68341677	1	1340	1109.4954	269.9424	18415	0
1_MACS_peak_12043_lociStitched	chr17	64669410	64670749	1	1340	715.4277	188.3973	18416	0
1_MACS_peak_11204_lociStitched	chr17	18314526	18315865	1	1340	1238.8428	109.1285	18417	0
1_MACS_peak_10269_lociStitched	chr16	29301538	29302877	1	1340	918.6879	170.7225	18418	0
1_MACS_peak_6820_lociStitched	chr12	89615853	89617192	1	1340	648.6116	220.5333	18419	0
1_MACS_peak_2765_lociStitched	chr1	227556363	227557702	1	1340	953.2341	305.1581	18420	0
1_MACS_peak_24661_lociStitched	chr6	132685973	132687311	1	1339	1511.1372	299.9796	18421	0
1_MACS_peak_18693_lociStitched	chr3	33278283	33279621	1	1339	688.1334	201.369	18422	0
1_MACS_peak_17099_lociStitched	chr20	44098757	44100095	1	1339	1105.0542	192.4044	18423	0
1_MACS_peak_12442_lociStitched	chr18	5456348	5457686	1	1339	1272.438	188.5242	18424	0
1_MACS_peak_12438_lociStitched	chr18	4639589	4640927	1	1339	869.7	211.1364	18425	0
1_MACS_peak_11307_lociStitched	chr17	27169118	27170456	1	1339	1479.6942	315.768	18426	0
1_MACS_peak_10364_lociStitched	chr16	31415052	31416390	1	1339	1216.6434	195.348	18427	0
1_MACS_peak_9613_lociStitched	chr15	85143522	85144860	1	1339	795.7086	163.3698	18428	0
1_MACS_peak_9226_lociStitched	chr15	59948735	59950073	1	1339	1652.1624	232.4106	18429	0
1_MACS_peak_4325_lociStitched	chr11	645043	646381	1	1339	730.9494	263.9874	18430	0
1_MACS_peak_1872_lociStitched	chr1	160016070	160017408	1	1339	908.3682	411.3012	18431	0
1_MACS_peak_28246_lociStitched	chr9	71160987	71162324	1	1338	1311.3296	246.2754	18432	0
1_MACS_peak_22451_lociStitched	chr5	102547031	102548368	1	1338	798.3227	214.7222	18433	0
1_MACS_peak_22104_lociStitched	chr5	59094236	59095573	1	1338	806.8795	177.9547	18434	0
1_MACS_peak_20792_lociStitched	chr4	58029629	58030966	1	1338	1962.1812	208.7057	18435	0
1_MACS_peak_19258_lociStitched	chr3	99325452	99326789	1	1338	798.189	198.2771	18436	0
1_MACS_peak_15745_lociStitched	chr2	165244509	165245846	1	1338	707.8078	208.4383	18437	0
1_MACS_peak_15568_lociStitched	chr2	134974409	134975746	1	1338	598.976	201.887	18438	0
1_MACS_peak_9729_lociStitched	chr15	91674884	91676221	1	1338	569.1609	225.4182	18439	0
1_MACS_peak_9586_lociStitched	chr15	83377943	83379280	1	1338	727.328	177.1525	18440	0
1_MACS_peak_24091_lociStitched	chr6	54720592	54721928	1	1337	997.324	218.7032	18441	0
1_MACS_peak_21227_lociStitched	chr4	119318167	119319503	1	1337	668.4008	186.372	18442	0
1_MACS_peak_17570_lociStitched	chr21	37267830	37269166	1	1337	740.5448	249.832	18443	0
1_MACS_peak_16689_lociStitched	chr20	10015273	10016609	1	1337	2416.0224	222.3104	18444	0
1_MACS_peak_15437_lociStitched	chr2	115918335	115919671	1	1337	1079.2208	79.0912	18445	0
1_MACS_peak_14139_lociStitched	chr19	56904303	56905639	1	1337	2660.644	289.6448	18446	0
1_MACS_peak_12631_lociStitched	chr18	31140528	31141864	1	1337	906.8768	87.1072	18447	0
1_MACS_peak_8859_lociStitched	chr15	32726090	32727426	1	1337	768.868	201.3352	18448	0
1_MACS_peak_6809_lociStitched	chr12	88428961	88430297	1	1337	1312.2192	251.168	18449	0
1_MACS_peak_5167_lociStitched	chr11	69489191	69490527	1	1337	1607.3416	259.4512	18450	0
2_MACS_peak_10823_lociStitched	chr16	85644945	85647311	2	1337	1049.5576	99.372	18451	0
1_MACS_peak_28565_lociStitched	chr9	103235410	103236745	1	1336	932.097	111.072	18452	0
1_MACS_peak_24271_lociStitched	chr6	88117447	88118782	1	1336	844.3875	165.006	18453	0
1_MACS_peak_24201_lociStitched	chr6	79324642	79325977	1	1336	737.8545	281.418	18454	0
1_MACS_peak_23600_lociStitched	chr6	26321852	26323187	1	1336	891.513	322.803	18455	0
1_MACS_peak_23110_lociStitched	chr5	171537635	171538970	1	1336	1436.8605	232.9575	18456	0
1_MACS_peak_20588_lociStitched	chr4	25031590	25032925	1	1336	880.1655	139.2405	18457	0
1_MACS_peak_20499_lociStitched	chr4	11633702	11635037	1	1336	682.5855	220.6755	18458	0
1_MACS_peak_8322_lociStitched	chr14	64931084	64932419	1	1336	955.86	119.616	18459	0
1_MACS_peak_7140_lociStitched	chr12	112846476	112847811	1	1336	2301.006	235.6275	18460	0
1_MACS_peak_28776_lociStitched	chr9	126459604	126460938	1	1335	828.0138	133.2666	18461	0
1_MACS_peak_28006_lociStitched	chr9	27528621	27529955	1	1335	732.0992	60.5636	18462	0
1_MACS_peak_24721_lociStitched	chr6	137081693	137083027	1	1335	686.7432	271.0688	18463	0
1_MACS_peak_19777_lociStitched	chr3	150678261	150679595	1	1335	824.6788	170.8854	18464	0
1_MACS_peak_16869_lociStitched	chr20	31988687	31990021	1	1335	867.767	323.2282	18465	0
1_MACS_peak_10829_lociStitched	chr16	86588154	86589488	1	1335	1112.556	98.8494	18466	0
1_MACS_peak_9403_lociStitched	chr15	73088601	73089935	1	1335	1080.9402	185.6928	18467	0
1_MACS_peak_9271_lociStitched	chr15	64337977	64339311	1	1335	613.1064	178.089	18468	0
1_MACS_peak_9051_lociStitched	chr15	44887604	44888938	1	1335	1103.218	178.2224	18469	0
1_MACS_peak_8605_lociStitched	chr14	97263448	97264782	1	1335	1154.1768	39.4864	18470	0
1_MACS_peak_5955_lociStitched	chr12	7790300	7791634	1	1335	831.6156	362.3144	18471	0
1_MACS_peak_3625_lociStitched	chr10	73934629	73935963	1	1335	793.5966	139.8032	18472	0
1_MACS_peak_3469_lociStitched	chr10	54659867	54661201	1	1335	815.4742	208.6376	18473	0
1_MACS_peak_1333_lociStitched	chr1	110448376	110449710	1	1335	793.73	118.3258	18474	0
1_MACS_peak_621_lociStitched	chr1	38060653	38061987	1	1335	1290.7784	243.8552	18475	0
1_MACS_peak_25489_lociStitched	chr7	45243289	45244622	1	1334	1163.0425	335.3828	18476	0
1_MACS_peak_24378_lociStitched	chr6	100036342	100037675	1	1334	1122.1194	202.3494	18477	0
1_MACS_peak_20717_lociStitched	chr4	46977625	46978958	1	1334	1211.2971	240.0733	18478	0
1_MACS_peak_20394_lociStitched	chr4	3437853	3439186	1	1334	1408.4478	171.0239	18479	0
1_MACS_peak_17273_lociStitched	chr20	55043043	55044376	1	1334	983.0875	248.8711	18480	0
1_MACS_peak_16633_lociStitched	chr20	5036999	5038332	1	1334	970.424	219.2785	18481	0
1_MACS_peak_12996_lociStitched	chr18	76916825	76918158	1	1334	727.5514	161.8262	18482	0
1_MACS_peak_12699_lociStitched	chr18	42418754	42420087	1	1334	882.0461	185.0204	18483	0
1_MACS_peak_11210_lociStitched	chr17	18684141	18685474	1	1334	1921.1196	218.2121	18484	0
1_MACS_peak_6801_lociStitched	chr12	83403442	83404775	1	1334	648.2379	217.0124	18485	0
1_MACS_peak_6628_lociStitched	chr12	60932780	60934113	1	1334	1098.7919	190.7523	18486	0
1_MACS_peak_3957_lociStitched	chr10	101768728	101770061	1	1334	1028.0096	165.9585	18487	0
1_MACS_peak_3727_lociStitched	chr10	80807488	80808821	1	1334	782.6043	128.3679	18488	0
1_MACS_peak_186_lociStitched	chr1	14026070	14027403	1	1334	1399.7833	204.3489	18489	0
1_MACS_peak_28712_lociStitched	chr9	117686677	117688009	1	1333	852.48	252.1476	18490	0
1_MACS_peak_27499_lociStitched	chr8	110656521	110657853	1	1333	696.9024	100.2996	18491	0
1_MACS_peak_25353_lociStitched	chr7	33789296	33790628	1	1333	718.614	194.3388	18492	0
1_MACS_peak_25211_lociStitched	chr7	21619302	21620634	1	1333	778.8204	194.472	18493	0
1_MACS_peak_18423_lociStitched	chr3	564206	565538	1	1333	659.8728	63.0036	18494	0
1_MACS_peak_14199_lociStitched	chr2	2616583	2617915	1	1333	1242.6228	197.136	18495	0
1_MACS_peak_6777_lociStitched	chr12	79668020	79669352	1	1333	771.3612	166.2336	18496	0
1_MACS_peak_5687_lociStitched	chr11	122957963	122959295	1	1333	873.6588	195.2712	18497	0
1_MACS_peak_4208_lociStitched	chr10	124739249	124740581	1	1333	2553.444	230.9688	18498	0
1_MACS_peak_4049_lociStitched	chr10	105605381	105606713	1	1333	829.3032	227.106	18499	0
1_MACS_peak_28133_lociStitched	chr9	37104046	37105377	1	1332	1269.6409	180.0843	18500	0
1_MACS_peak_26976_lociStitched	chr8	37012444	37013775	1	1332	891.3707	246.3681	18501	0
1_MACS_peak_25095_lociStitched	chr7	6616672	6618003	1	1332	2031.3722	130.7042	18502	0
1_MACS_peak_23274_lociStitched	chr6	1179601	1180932	1	1332	549.703	163.4468	18503	0
1_MACS_peak_16750_lociStitched	chr20	18774267	18775598	1	1332	2173.2568	274.9846	18504	0
1_MACS_peak_12232_lociStitched	chr17	75277166	75278497	1	1332	1455.3154	198.5852	18505	0
1_MACS_peak_7667_lociStitched	chr13	52732839	52734170	1	1332	1637.7955	95.6989	18506	0
1_MACS_peak_2093_lociStitched	chr1	175879490	175880821	1	1332	854.2358	248.4977	18507	0
1_MACS_peak_849_lociStitched	chr1	51565578	51566909	1	1332	1211.6093	193.2612	18508	0
1_MACS_peak_29999_lociStitched	chrY	875040	876370	1	1331	799.862	70.49	18509	0
1_MACS_peak_29801_lociStitched	chrX	129039461	129040791	1	1331	793.212	107.198	18510	0
1_MACS_peak_29064_lociStitched	chrX	925108	926438	1	1331	766.213	62.244	18511	0
1_MACS_peak_25227_lociStitched	chr7	22765149	22766479	1	1331	943.502	289.275	18512	0
1_MACS_peak_20802_lociStitched	chr4	64324976	64326306	1	1331	919.562	207.48	18513	0
1_MACS_peak_19068_lociStitched	chr3	59996074	59997404	1	1331	730.968	234.479	18514	0
1_MACS_peak_18203_lociStitched	chr22	39692995	39694325	1	1331	736.82	222.509	18515	0
1_MACS_peak_15859_lociStitched	chr2	175892518	175893848	1	1331	866.229	301.245	18516	0
1_MACS_peak_15647_lociStitched	chr2	151598106	151599436	1	1331	953.211	249.641	18517	0
1_MACS_peak_14914_lociStitched	chr2	69021739	69023069	1	1331	744.667	186.067	18518	0
1_MACS_peak_14427_lociStitched	chr2	27192909	27194239	1	1331	1029.287	285.285	18519	0
1_MACS_peak_14201_lociStitched	chr2	2874875	2876205	1	1331	579.481	175.693	18520	0
1_MACS_peak_10607_lociStitched	chr16	67926767	67928097	1	1331	2149.812	201.894	18521	0
1_MACS_peak_10458_lociStitched	chr16	53406789	53408119	1	1331	883.652	187.264	18522	0
1_MACS_peak_8357_lociStitched	chr14	68161376	68162706	1	1331	837.102	140.182	18523	0
1_MACS_peak_807_lociStitched	chr1	46391062	46392392	1	1331	759.962	282.226	18524	0
1_MACS_peak_25281_lociStitched	chr7	26156388	26157717	1	1330	790.755	195.363	18525	0
1_MACS_peak_22393_lociStitched	chr5	93446677	93448006	1	1330	1810.8954	225.1326	18526	0
1_MACS_peak_13525_lociStitched	chr19	18220295	18221624	1	1330	1160.7486	218.8863	18527	0
1_MACS_peak_10545_lociStitched	chr16	65584534	65585863	1	1330	1312.7862	72.5634	18528	0
1_MACS_peak_6268_lociStitched	chr12	33740531	33741860	1	1330	1110.3795	206.6595	18529	0
1_MACS_peak_3834_lociStitched	chr10	91596595	91597924	1	1330	1058.6814	163.8657	18530	0
1_MACS_peak_28787_lociStitched	chr9	127176808	127178136	1	1329	2073.4064	273.568	18531	0
1_MACS_peak_27736_lociStitched	chr8	141848702	141850030	1	1329	1760.264	261.7488	18532	0
1_MACS_peak_23923_lociStitched	chr6	41499034	41500362	1	1329	765.9904	248.7344	18533	0
1_MACS_peak_20849_lociStitched	chr4	71767459	71768787	1	1329	1125.6128	133.1984	18534	0
1_MACS_peak_17444_lociStitched	chr21	25800487	25801815	1	1329	1229.728	195.4816	18535	0
1_MACS_peak_6313_lociStitched	chr12	43072625	43073953	1	1329	708.3552	240.368	18536	0
1_MACS_peak_4721_lociStitched	chr11	35203510	35204838	1	1329	1127.8704	217.2608	18537	0
2_MACS_peak_8230_lociStitched	chr14	54420225	54423736	2	1329	900.9226	289.3064	18538	0
1_MACS_peak_26374_lociStitched	chr7	137583462	137584789	1	1328	1137.6371	314.3663	18539	0
1_MACS_peak_21322_lociStitched	chr4	132380477	132381804	1	1328	968.9754	268.3194	18540	0
1_MACS_peak_19761_lociStitched	chr3	149364645	149365972	1	1328	783.3281	288.0917	18541	0
1_MACS_peak_16938_lociStitched	chr20	34406535	34407862	1	1328	955.1746	283.8453	18542	0
1_MACS_peak_12576_lociStitched	chr18	21674116	21675443	1	1328	568.8849	183.2587	18543	0
1_MACS_peak_4880_lociStitched	chr11	59961184	59962511	1	1328	819.9533	226.3862	18544	0
1_MACS_peak_29933_lociStitched	chrX	152109552	152110878	1	1327	783.4008	142.9428	18545	0
1_MACS_peak_29186_lociStitched	chrX	15767608	15768934	1	1327	952.5984	82.6098	18546	0
1_MACS_peak_24553_lociStitched	chr6	119089252	119090578	1	1327	966.2562	269.5758	18547	0
1_MACS_peak_23118_lociStitched	chr5	172105231	172106557	1	1327	921.0396	259.6308	18548	0
1_MACS_peak_18234_lociStitched	chr22	40817945	40819271	1	1327	794.6718	236.028	18549	0
1_MACS_peak_18101_lociStitched	chr22	37235342	37236668	1	1327	818.2746	220.6464	18550	0
1_MACS_peak_14806_lociStitched	chr2	62683676	62685002	1	1327	1069.5516	229.6632	18551	0
1_MACS_peak_12417_lociStitched	chr18	2978058	2979384	1	1327	1177.0902	234.1716	18552	0
1_MACS_peak_7662_lociStitched	chr13	52135791	52137117	1	1327	653.8506	161.6394	18553	0
1_MACS_peak_6639_lociStitched	chr12	63886098	63887424	1	1327	592.9872	227.5416	18554	0
1_MACS_peak_6045_lociStitched	chr12	12223601	12224927	1	1327	1132.2714	262.1502	18555	0
1_MACS_peak_5058_lociStitched	chr11	65794386	65795712	1	1327	758.2068	199.2978	18556	0
1_MACS_peak_26806_lociStitched	chr8	22437123	22438448	1	1326	882.8475	184.3075	18557	0
1_MACS_peak_26181_lociStitched	chr7	117853988	117855313	1	1326	1440.54	349.27	18558	0
1_MACS_peak_24352_lociStitched	chr6	97106670	97107995	1	1326	881.125	282.3575	18559	0
1_MACS_peak_24117_lociStitched	chr6	63008180	63009505	1	1326	718.5475	226.31	18560	0
1_MACS_peak_23655_lociStitched	chr6	28091870	28093195	1	1326	1069.4075	246.98	18561	0
1_MACS_peak_23371_lociStitched	chr6	7590044	7591369	1	1326	1441.4675	160.325	18562	0
1_MACS_peak_22507_lociStitched	chr5	112042880	112044205	1	1326	2003.135	304.75	18563	0
1_MACS_peak_18803_lociStitched	chr3	44665975	44667300	1	1326	1231.8525	305.6775	18564	0
1_MACS_peak_18312_lociStitched	chr22	44391308	44392633	1	1326	1270.2775	232.8025	18565	0
1_MACS_peak_14631_lociStitched	chr2	44843436	44844761	1	1326	881.125	257.58	18566	0
1_MACS_peak_12547_lociStitched	chr18	19262134	19263459	1	1326	1192.5	127.465	18567	0
1_MACS_peak_11611_lociStitched	chr17	40439739	40441064	1	1326	949.3625	91.69	18568	0
1_MACS_peak_10219_lociStitched	chr16	25421283	25422608	1	1326	712.32	162.0475	18569	0
1_MACS_peak_9931_lociStitched	chr16	3284262	3285587	1	1326	3781.285	203.52	18570	0
1_MACS_peak_7780_lociStitched	chr13	81690351	81691676	1	1326	842.435	208.6875	18571	0
1_MACS_peak_6772_lociStitched	chr12	79451296	79452621	1	1326	989.9075	152.64	18572	0
1_MACS_peak_6155_lociStitched	chr12	25964190	25965515	1	1326	597.31	182.585	18573	0
1_MACS_peak_29294_lociStitched	chrX	38528330	38529654	1	1325	1166.9736	175.6948	18574	0
1_MACS_peak_25654_lociStitched	chr7	71152408	71153732	1	1325	725.552	184.4332	18575	0
1_MACS_peak_21906_lociStitched	chr5	34464611	34465935	1	1325	847.2276	231.9648	18576	0
1_MACS_peak_21330_lociStitched	chr4	135660963	135662287	1	1325	881.6516	240.1736	18577	0
1_MACS_peak_10131_lociStitched	chr16	18598547	18599871	1	1325	852.1264	309.9484	18578	0
1_MACS_peak_9705_lociStitched	chr15	90895081	90896405	1	1325	1196.6312	252.7516	18579	0
1_MACS_peak_9122_lociStitched	chr15	50295271	50296595	1	1325	1070.5864	179.1372	18580	0
1_MACS_peak_6747_lociStitched	chr12	76205702	76207026	1	1325	812.936	219.784	18581	0
1_MACS_peak_4664_lociStitched	chr11	31970834	31972158	1	1325	587.5912	209.4568	18582	0
1_MACS_peak_4019_lociStitched	chr10	104613369	104614693	1	1325	2532.812	233.024	18583	0
1_MACS_peak_3417_lociStitched	chr10	49362083	49363407	1	1325	806.4484	133.4592	18584	0
1_MACS_peak_2187_lociStitched	chr1	184271013	184272337	1	1325	878.6064	255.1348	18585	0
1_MACS_peak_1734_lociStitched	chr1	154658623	154659947	1	1325	993.7944	325.704	18586	0
1_MACS_peak_28344_lociStitched	chr9	86570737	86572060	1	1324	1635.0957	176.8851	18587	0
1_MACS_peak_26675_lociStitched	chr8	10487329	10488652	1	1324	719.0505	171.3285	18588	0
1_MACS_peak_24258_lociStitched	chr6	86378835	86380158	1	1324	1262.142	292.6476	18589	0
1_MACS_peak_22262_lociStitched	chr5	76382245	76383568	1	1324	1503.0603	129.1248	18590	0
1_MACS_peak_19549_lociStitched	chr3	127871862	127873185	1	1324	2190.888	280.476	18591	0
1_MACS_peak_19255_lociStitched	chr3	99012420	99013743	1	1324	618.6348	135.2106	18592	0
1_MACS_peak_17175_lociStitched	chr20	48657192	48658515	1	1324	1187.6571	168.9471	18593	0
1_MACS_peak_16062_lociStitched	chr2	198189119	198190442	1	1324	626.5728	172.6515	18594	0
1_MACS_peak_8046_lociStitched	chr14	24457449	24458772	1	1324	1302.2289	150.822	18595	0
1_MACS_peak_6791_lociStitched	chr12	81171028	81172351	1	1324	820.5246	195.0102	18596	0
1_MACS_peak_2978_lociStitched	chr10	329574	330897	1	1324	1092.1365	166.698	18597	0
1_MACS_peak_2957_lociStitched	chr1	247289375	247290698	1	1324	1483.083	175.8267	18598	0
1_MACS_peak_2750_lociStitched	chr1	226864386	226865709	1	1324	1125.2115	329.1624	18599	0
1_MACS_peak_28772_lociStitched	chr9	126369887	126371209	1	1323	627.0246	152.9554	18600	0
1_MACS_peak_28708_lociStitched	chr9	117480546	117481868	1	1323	674.0878	150.1792	18601	0
1_MACS_peak_20484_lociStitched	chr4	10579233	10580555	1	1323	679.508	226.8552	18602	0
1_MACS_peak_20160_lociStitched	chr3	184971209	184972531	1	1323	1713.8408	382.5868	18603	0
1_MACS_peak_19307_lociStitched	chr3	106981983	106983305	1	1323	832.86	162.3416	18604	0
1_MACS_peak_16755_lociStitched	chr20	19638279	19639601	1	1323	1756.4092	306.4396	18605	0
1_MACS_peak_11805_lociStitched	chr17	47840327	47841649	1	1323	718.2426	230.9534	18606	0
1_MACS_peak_9769_lociStitched	chr15	96869430	96870752	1	1323	717.846	176.7514	18607	0
1_MACS_peak_4142_lociStitched	chr10	116697659	116698981	1	1323	1861.376	295.7314	18608	0
