REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
3_MACS_peak_15675_lociStitched	chr2	157188637	157207781	3	7604	19657.0592	2530.8368	745	NR4A2		NR4A2	745	1
1_MACS_peak_22382_lociStitched	chr5	90674671	90680949	1	6279	26547.7786	1339.7252	754	LOC100129716,ARRDC3		ARRDC3	754	1
2_MACS_peak_1823_lociStitched	chr1	156627206	156635250	2	7442	20236.2908	2228.188	755	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	755	1
2_MACS_peak_12238_lociStitched	chr17	75435019	75442967	2	7315	20105.2608	1252.6048	758	SEPT9	SEPT9,MIR4316	SEPT9	758	1
2_MACS_peak_26219_lociStitched	chr7	122822979	122833586	2	7575	18978.0444	2223.2272	760	SLC13A1		SLC13A1	760	1
2_MACS_peak_13450_lociStitched	chr19	16221379	16231712	2	7529	18838.0923	1741.1105	761	RAB8A	TPM4,HSH2D	RAB8A	761	1
2_MACS_peak_9420_lociStitched	chr15	74665527	74679217	2	7316	21105.873	2510.746	765		CYP11A1,SEMA7A	CYP11A1	765	1
1_MACS_peak_14857_lociStitched	chr2	65140194	65146920	1	6727	23829.5454	1426.5846	770	LOC400958		LOC400958	770	1
1_MACS_peak_12052_lociStitched	chr17	65642458	65648909	1	6452	25230.5061	1333.4217	771	PITPNC1		NOL11	771	1
2_MACS_peak_28415_lociStitched	chr9	93732207	93742372	2	7290	20419.452	1841.898	773			LOC100129316	773	1
1_MACS_peak_27698_lociStitched	chr8	134508408	134515674	1	7267	20420.3664	1673.3598	774	ST3GAL1		ST3GAL1	774	1
2_MACS_peak_6978_lociStitched	chr12	102129617	102140190	2	7344	19638.2902	1717.0552	777	SYCP3,GNPTAB	CHPT1	SYCP3	777	1
2_MACS_peak_13738_lociStitched	chr19	39338899	39349174	2	7472	18578.2275	1827.9225	779	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	779	1
2_MACS_peak_17530_lociStitched	chr21	34746129	34757256	2	7209	21391.6575	2581.464	780		IFNAR1,IFNGR2	IFNGR2	780	1
2_MACS_peak_15955_lociStitched	chr2	187810724	187820989	2	7560	17216.458	1350.874	781			ZSWIM2	781	1
1_MACS_peak_22354_lociStitched	chr5	88635038	88641797	1	6760	23172.5556	1456.5645	782			MEF2C	782	1
1_MACS_peak_24621_lociStitched	chr6	130003262	130010483	1	7222	19833.1986	1492.5807	789	ARHGAP18		ARHGAP18	789	1
2_MACS_peak_23714_lociStitched	chr6	30683742	30690758	2	6742	22937.4088	1529.488	794	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	794	1
2_MACS_peak_10332_lociStitched	chr16	30661114	30673009	2	7310	19403.124	2093.52	798	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	798	1
1_MACS_peak_18165_lociStitched	chr22	39146318	39153232	1	6915	21277.835	1165.009	802	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	802	1
2_MACS_peak_20362_lociStitched	chr4	1712589	1724714	2	6535	24151.7875	1766.6125	804	TACC3,SLBP,TMEM129	FAM53A	TMEM129	804	1
2_MACS_peak_14544_lociStitched	chr2	37614960	37622829	2	7417	17993.2554	1835.8377	807		QPCT	QPCT	807	1
2_MACS_peak_28276_lociStitched	chr9	73026835	73036765	2	7090	19652.463	1384.242	811	KLF9		KLF9	811	1
2_MACS_peak_20662_lociStitched	chr4	38986031	38999694	2	7409	17588.3799	2005.7284	812	TMEM156	KLHL5	TMEM156	812	1
2_MACS_peak_3838_lociStitched	chr10	91805534	91813167	2	7435	16490.3332	1225.8598	813			KIF20B	813	1
3_MACS_peak_1526_lociStitched	chr1	145501306	145517405	3	7374	19650.4394	3875.0293	815	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	815	1
1_MACS_peak_19248_lociStitched	chr3	98448514	98455419	1	6906	20878.6485	1478.3605	816	ST3GAL6		ST3GAL6	816	1
2_MACS_peak_25273_lociStitched	chr7	25979918	25992244	2	7222	18783.5914	1914.2278	819	MIR148A		MIR148A	819	1
1_MACS_peak_12820_lociStitched	chr18	52930617	52937835	1	7219	17871.0462	1253.0448	825	TCF4		CCDC68	825	1
3_MACS_peak_5021_lociStitched	chr11	65236142	65246279	3	6444	23230.9629	1425.2622	830		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	830	1
1_MACS_peak_15555_lociStitched	chr2	134707712	134714583	1	6872	20331.9761	1458.7133	839			MIR3679	839	1
3_MACS_peak_26272_lociStitched	chr7	128162774	128173706	3	6898	20665.8528	1976.5056	840		METTL2B	METTL2B	840	1
3_MACS_peak_6486_lociStitched	chr12	53763915	53776128	3	7177	18561.3174	2104.2999	843	SP1	AMHR2,AAAS,SP7	SP1	843	1
2_MACS_peak_1857_lociStitched	chr1	159036039	159048482	2	7066	19892.6241	2829.5382	852	AIM2		AIM2	852	1
1_MACS_peak_6853_lociStitched	chr12	92754128	92760327	1	6200	23783.0834	1305.5094	859			CLLU1	859	1
2_MACS_peak_12171_lociStitched	chr17	73774450	73782514	2	6324	22978.368	1459.584	868	UNK,H3F3B	GALK1	UNK	868	1
1_MACS_peak_6572_lociStitched	chr12	57076637	57083706	1	7070	17907.1908	1504.9901	871	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	871	1
2_MACS_peak_12209_lociStitched	chr17	74721459	74734922	2	7058	18346.0301	2202.5468	881	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	881	1
2_MACS_peak_22348_lociStitched	chr5	88563890	88570438	2	6277	22646.258	1222.5116	884			MEF2C	884	1
1_MACS_peak_6689_lociStitched	chr12	68381089	68387301	1	6213	23059.5652	1311.9744	886			IFNG	886	1
3_MACS_peak_23744_lociStitched	chr6	31619103	31634514	3	7009	19011.0096	2866.446	896	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	896	1
2_MACS_peak_12021_lociStitched	chr17	62980051	62986668	2	6434	21495.3245	1266.4938	897		AMZ2P1	AMZ2P1	897	1
1_MACS_peak_20893_lociStitched	chr4	76023290	76029640	1	6351	22183.725	1461.77	898			PARM1	898	1
2_MACS_peak_29316_lociStitched	chrX	40028240	40037134	2	6509	20367.26	783.5614	903	BCOR		BCOR	903	1
2_MACS_peak_11303_lociStitched	chr17	27046086	27056583	2	6725	20168.9358	2137.1892	907	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	907	1
2_MACS_peak_11035_lociStitched	chr17	5835650	5848885	2	6850	19039.871	1986.5735	909			WSCD1	909	1
2_MACS_peak_26905_lociStitched	chr8	29203339	29210257	2	6894	17550.2742	924.2448	911	DUSP4		DUSP4	911	1
2_MACS_peak_64_lociStitched	chr1	2476819	2489248	2	6909	17646.6942	1508.8806	921	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	921	1
2_MACS_peak_12377_lociStitched	chr17	80405971	80417669	2	6524	21116.0598	2145.4132	922	NARF,C17orf62	HEXDC,C17orf101	C17orf62	922	1
2_MACS_peak_6706_lociStitched	chr12	69195720	69206017	2	6516	20374.6739	1608.3914	930	MDM2		MDM2	930	1
1_MACS_peak_5424_lociStitched	chr11	96070503	96077106	1	6604	19189.6386	1282.9629	940	MIR1260B,MAML2	JRKL,CCDC82	MIR1260B	940	1
2_MACS_peak_21669_lociStitched	chr4	186507057	186514966	2	6587	19396.0316	1373.7933	941	SORBS2		PDLIM3	941	1
2_MACS_peak_20294_lociStitched	chr3	195632260	195642421	2	6438	21328.9551	2458.962	947	TNK2	TNK2	TNK2	947	1
2_MACS_peak_23294_lociStitched	chr6	3023144	3032772	2	6919	16710.3568	1525.0752	950	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	950	1
1_MACS_peak_22441_lociStitched	chr5	100234953	100241719	1	6767	17756.6904	1594.7462	958	ST8SIA4		ST8SIA4	958	1
3_MACS_peak_25950_lociStitched	chr7	100020434	100034966	3	6327	21399.8232	2182.7064	960	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	960	1
1_MACS_peak_6162_lociStitched	chr12	26305949	26312533	1	6585	18691.976	1374.7392	963		SSPN,BHLHE41	BHLHE41	963	1
2_MACS_peak_28689_lociStitched	chr9	117127809	117136608	2	6779	17270.6772	1706.1261	967	AKNA	ORM1,ORM2	AKNA	967	1
3_MACS_peak_5905_lociStitched	chr12	6468453	6477653	3	6583	18364.12	1689.12	985	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	985	1
3_MACS_peak_1909_lociStitched	chr1	161122858	161137347	3	6261	22727.4454	3819.3004	986	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	986	1
2_MACS_peak_28846_lociStitched	chr9	130672558	130681239	2	6696	17014.76	1428.0245	990	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	990	1
1_MACS_peak_9465_lociStitched	chr15	75491030	75497576	1	6547	17833.2678	1259.4504	1001	C15orf39		C15orf39	1001	1
2_MACS_peak_6933_lociStitched	chr12	96586903	96593709	2	6628	16679.4642	1001.1626	1005	ELK3		ELK3	1005	1
1_MACS_peak_16412_lociStitched	chr2	232570536	232576900	1	6365	18101.7616	554.3044	1009	PTMA	MIR1244-1	PTMA	1009	1
1_MACS_peak_1753_lociStitched	chr1	154971143	154977644	1	6502	17910.9051	1463.3751	1014	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	1014	1
3_MACS_peak_10943_lociStitched	chr17	1618334	1628826	3	6111	20925.2448	1821.4112	1017	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	1017	1
2_MACS_peak_12236_lociStitched	chr17	75361575	75369887	2	6509	17631.4144	1456.2624	1026	SEPT9	SEPT9,MIR4316	SEPT9	1026	1
3_MACS_peak_4303_lociStitched	chr10	135201406	135215537	3	6636	17210.1449	2078.6701	1027	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	1027	1
3_MACS_peak_19937_lociStitched	chr3	169481406	169492266	3	6225	20404.854	2365.308	1031	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	1031	1
2_MACS_peak_29945_lociStitched	chrX	153189368	153200547	2	6423	17504.0782	1038.5291	1036	ARHGAP4,NAA10	AVPR2,TMEM187,MIR3202-1,L1CAM,RENBP,HCFC1,MIR3202-2	ARHGAP4	1036	1
1_MACS_peak_22302_lociStitched	chr5	81145840	81152224	1	6385	17599.4112	1184.232	1050			SSBP2	1050	1
3_MACS_peak_19836_lociStitched	chr3	156533869	156544879	3	6530	17433.234	2182.182	1052	LEKR1	PA2G4P4	LEKR1	1052	1
2_MACS_peak_2901_lociStitched	chr1	240074725	240082585	2	6472	17499.504	1844.742	1055			RPS7P5	1055	1
1_MACS_peak_22127_lociStitched	chr5	61984804	61991068	1	6265	18316.5624	1344.2544	1063			LRRC70	1063	1
2_MACS_peak_27690_lociStitched	chr8	134221444	134232134	2	6365	17557.256	1404.666	1067	WISP1		WISP1	1067	1
2_MACS_peak_26618_lociStitched	chr8	1991045	2000098	2	6364	17395.3395	1261.0829	1068	MYOM2		MYOM2	1068	1
1_MACS_peak_23426_lociStitched	chr6	12007935	12014005	1	6071	18705.919	938.422	1080	HIVEP1		HIVEP1	1080	1
1_MACS_peak_12874_lociStitched	chr18	56751290	56757378	1	6089	18718.7736	1227.9496	1089		LOC390858,SEC11C	LOC390858	1089	1
1_MACS_peak_26891_lociStitched	chr8	28346939	28353175	1	6237	17030.516	1296.4644	1109	FZD3,FBXO16	MIR4288	FZD3	1109	1
2_MACS_peak_17386_lociStitched	chr21	9962982	9969558	2	6140	18639.672	3149.2464	1148	LOC100132288		LOC100132288	1148	1
