REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam	39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_949_lociStitched	chr1	59339812	59341282	1	1471	962.9970000000001	281.79900000000004
1_MACS_peak_3407_lociStitched	chr10	46913275	46914745	1	1471	3217.3889999999997	190.95299999999997
1_MACS_peak_13592_lociStitched	chr19	21579028	21580498	1	1471	869.946	250.63500000000002
1_MACS_peak_13970_lociStitched	chr19	48624845	48626315	1	1471	1291.689	180.81
1_MACS_peak_15786_lociStitched	chr2	170550393	170551863	1	1471	2236.017	342.804
1_MACS_peak_18618_lociStitched	chr3	23764857	23766327	1	1471	1218.6299999999999	195.51000000000002
1_MACS_peak_19267_lociStitched	chr3	100184439	100185909	1	1471	1685.796	255.339
1_MACS_peak_21563_lociStitched	chr4	174175294	174176764	1	1471	860.097	245.196
1_MACS_peak_24069_lociStitched	chr6	52859354	52860824	1	1471	3820.677	431.151
1_MACS_peak_25786_lociStitched	chr7	78102627	78104097	1	1471	684.726	202.566
1_MACS_peak_27254_lociStitched	chr8	74747311	74748781	1	1471	1228.185	306.054
1_MACS_peak_29686_lociStitched	chrX	102862141	102863611	1	1471	1210.251	144.20700000000002
1_MACS_peak_2612_lociStitched	chr1	213884843	213886312	1	1470	910.78	215.7961
1_MACS_peak_4754_lociStitched	chr11	44087147	44088616	1	1470	2440.5966	246.35129999999998
1_MACS_peak_8080_lociStitched	chr14	28526243	28527712	1	1470	1186.8051	91.5187
1_MACS_peak_11024_lociStitched	chr17	5094431	5095900	1	1470	1721.0804	282.9294
1_MACS_peak_12584_lociStitched	chr18	22006013	22007482	1	1470	3229.1558	250.7583
1_MACS_peak_19030_lociStitched	chr3	56238882	56240351	1	1470	829.8380999999999	258.8378
1_MACS_peak_20435_lociStitched	chr4	6576209	6577678	1	1470	1535.3988	258.544
1_MACS_peak_21752_lociStitched	chr5	5025662	5027131	1	1470	1217.0665000000001	94.3098
1_MACS_peak_22502_lociStitched	chr5	111605566	111607035	1	1470	827.3408000000001	302.614
1_MACS_peak_24001_lociStitched	chr6	44671455	44672924	1	1470	1445.4959999999999	252.96179999999998
1_MACS_peak_27340_lociStitched	chr8	92928925	92930394	1	1470	1104.1004	167.75979999999998
1_MACS_peak_6776_lociStitched	chr12	79626526	79627994	1	1469	800.6472	366.4128
1_MACS_peak_7821_lociStitched	chr13	97635556	97637024	1	1469	1106.138	291.6916
1_MACS_peak_10474_lociStitched	chr16	56553255	56554723	1	1469	1944.0724	321.34520000000003
1_MACS_peak_13862_lociStitched	chr19	44438750	44440218	1	1469	1978.7172	444.07
1_MACS_peak_15969_lociStitched	chr2	188707481	188708949	1	1469	839.5491999999999	146.066
1_MACS_peak_21783_lociStitched	chr5	6965713	6967181	1	1469	1618.0296	193.6292
1_MACS_peak_24340_lociStitched	chr6	94736458	94737926	1	1469	840.1364000000001	254.2576
1_MACS_peak_26994_lociStitched	chr8	38052499	38053967	1	1469	918.3808	210.658
1_MACS_peak_27484_lociStitched	chr8	107869587	107871055	1	1469	719.3199999999999	173.5176
1_MACS_peak_784_lociStitched	chr1	45451472	45452939	1	1468	1607.832	374.6718
1_MACS_peak_5027_lociStitched	chr11	65292210	65293677	1	1468	2243.9232	187.1892
1_MACS_peak_5354_lociStitched	chr11	85485153	85486620	1	1468	905.139	258.9255
1_MACS_peak_6962_lociStitched	chr12	99377306	99378773	1	1468	1159.5167999999999	235.45350000000002
1_MACS_peak_8632_lociStitched	chr14	100841585	100843052	1	1468	1208.3679	114.1326
1_MACS_peak_18720_lociStitched	chr3	37901818	37903285	1	1468	1284.2118	78.7779
1_MACS_peak_19505_lociStitched	chr3	124860098	124861565	1	1468	1049.7852	160.3431
1_MACS_peak_26637_lociStitched	chr8	6274552	6276019	1	1468	721.1772	258.3387
1_MACS_peak_27915_lociStitched	chr9	6654677	6656144	1	1468	1218.0501000000002	358.3881
1_MACS_peak_1306_lociStitched	chr1	109221912	109223378	1	1467	1080.0022000000001	126.5158
1_MACS_peak_2058_lociStitched	chr1	172863394	172864860	1	1467	1184.8212	341.8712
1_MACS_peak_4399_lociStitched	chr11	3891909	3893375	1	1467	1008.7546000000001	353.5992
1_MACS_peak_4728_lociStitched	chr11	36131219	36132685	1	1467	1422.4598	230.162
1_MACS_peak_4851_lociStitched	chr11	58724946	58726412	1	1467	844.7092	181.3442
1_MACS_peak_6124_lociStitched	chr12	22487778	22489244	1	1467	942.638	336.447
1_MACS_peak_7515_lociStitched	chr13	36504070	36505536	1	1467	948.7952	116.1072
1_MACS_peak_16916_lociStitched	chr20	33358759	33360225	1	1467	1175.5854	316.3628
1_MACS_peak_20957_lociStitched	chr4	81104954	81106420	1	1467	1466.733	220.77960000000002
1_MACS_peak_22797_lociStitched	chr5	140984770	140986236	1	1467	1146.2654	250.39280000000002
1_MACS_peak_23099_lociStitched	chr5	170292196	170293662	1	1467	753.6706	224.59120000000001
1_MACS_peak_27796_lociStitched	chr8	145504421	145505887	1	1467	1297.5566	266.812
1_MACS_peak_28022_lociStitched	chr9	31908145	31909611	1	1467	1504.7024	366.5
1_MACS_peak_28071_lociStitched	chr9	34522462	34523928	1	1467	1023.1214	236.026
1_MACS_peak_29288_lociStitched	chrX	38185667	38187133	1	1467	1028.3990000000001	179.2918
1_MACS_peak_3299_lociStitched	chr10	31217315	31218780	1	1466	978.034	244.2155
1_MACS_peak_3835_lociStitched	chr10	91619940	91621405	1	1466	1794.0389999999998	209.20200000000003
1_MACS_peak_4794_lociStitched	chr11	46614751	46616216	1	1466	1340.182	278.93600000000004
1_MACS_peak_7298_lociStitched	chr12	124085840	124087305	1	1466	1880.4740000000002	162.4685
1_MACS_peak_9545_lociStitched	chr15	80695829	80697294	1	1466	1592.162	97.71549999999999
1_MACS_peak_11296_lociStitched	chr17	26711000	26712465	1	1466	1222.5425	190.157
1_MACS_peak_12710_lociStitched	chr18	43546524	43547989	1	1466	1167.605	232.78850000000003
1_MACS_peak_15777_lociStitched	chr2	169745903	169747368	1	1466	2728.2695	225.7565
1_MACS_peak_21332_lociStitched	chr4	136150565	136152030	1	1466	1473.3505	219.6035
1_MACS_peak_21912_lociStitched	chr5	34929616	34931081	1	1466	1483.3125	161.736
1_MACS_peak_27620_lociStitched	chr8	126962862	126964327	1	1466	974.3715000000001	258.27950000000004
1_MACS_peak_4050_lociStitched	chr10	105653780	105655244	1	1465	1335.6072	322.08
1_MACS_peak_6581_lociStitched	chr12	57424644	57426108	1	1465	1435.3056000000001	194.8584
1_MACS_peak_14564_lociStitched	chr2	38909197	38910661	1	1465	1533.5400000000002	225.01680000000002
1_MACS_peak_21516_lociStitched	chr4	165655175	165656639	1	1465	898.4568	200.2752
1_MACS_peak_22862_lociStitched	chr5	146549333	146550797	1	1465	914.1216	198.2256
1_MACS_peak_25745_lociStitched	chr7	75795278	75796742	1	1465	1033.4376	197.2008
1_MACS_peak_26372_lociStitched	chr7	137425663	137427127	1	1465	883.2312	350.0424
1_MACS_peak_27679_lociStitched	chr8	133687141	133688605	1	1465	1237.2264	211.25520000000003
1_MACS_peak_29482_lociStitched	chrX	57021252	57022716	1	1465	1547.8872	99.1128
1_MACS_peak_322_lociStitched	chr1	23903176	23904639	1	1464	665.3724	242.12650000000002
1_MACS_peak_2819_lociStitched	chr1	231188951	231190414	1	1464	1343.3266	377.3077
1_MACS_peak_4347_lociStitched	chr11	1356458	1357921	1	1464	1461.3907	184.19170000000003
1_MACS_peak_7752_lociStitched	chr13	78419888	78421351	1	1464	761.6378	208.18490000000003
1_MACS_peak_14198_lociStitched	chr2	2454593	2456056	1	1464	1859.473	263.6326
1_MACS_peak_14926_lociStitched	chr2	69996711	69998174	1	1464	843.8584	198.96800000000002
1_MACS_peak_22588_lociStitched	chr5	123264065	123265528	1	1464	717.4552	239.3468
1_MACS_peak_22999_lociStitched	chr5	156997734	156999197	1	1464	1095.6407	351.9978
1_MACS_peak_25739_lociStitched	chr7	75495655	75497118	1	1464	1021.4666000000001	416.5161
1_MACS_peak_2944_lociStitched	chr1	246116412	246117874	1	1463	1160.6818	314.7686
1_MACS_peak_4885_lociStitched	chr11	60330561	60332023	1	1463	1191.9686	133.4806
1_MACS_peak_7323_lociStitched	chr12	125549466	125550928	1	1463	1231.004	123.2466
1_MACS_peak_8437_lociStitched	chr14	75716030	75717492	1	1463	905.7090000000001	125.1472
1_MACS_peak_8519_lociStitched	chr14	90862630	90864092	1	1463	1014.4817999999999	57.8952
1_MACS_peak_13386_lociStitched	chr19	13075513	13076975	1	1463	2239.9302000000002	343.7162
1_MACS_peak_16605_lociStitched	chr20	4018201	4019663	1	1463	1916.682	368.13160000000005
1_MACS_peak_21195_lociStitched	chr4	111207985	111209447	1	1463	889.3345999999999	301.3182
1_MACS_peak_23951_lociStitched	chr6	42869363	42870825	1	1463	734.5088	258.9202
1_MACS_peak_24141_lociStitched	chr6	70251805	70253267	1	1463	767.9886	201.60979999999998
1_MACS_peak_24381_lociStitched	chr6	100676092	100677554	1	1463	1321.7942	249.8558
1_MACS_peak_24584_lociStitched	chr6	124209299	124210761	1	1463	925.2998	149.2702
1_MACS_peak_26109_lociStitched	chr7	110094235	110095697	1	1463	1117.4066	215.9374
1_MACS_peak_29384_lociStitched	chrX	47880070	47881532	1	1463	3666.8422000000005	158.3346
1_MACS_peak_874_lociStitched	chr1	52455612	52457073	1	1462	1611.7752	202.34850000000003
1_MACS_peak_1758_lociStitched	chr1	155089997	155091458	1	1462	806.1797999999999	342.7506
1_MACS_peak_5853_lociStitched	chr12	2260687	2262148	1	1462	797.8521000000001	245.1558
1_MACS_peak_6599_lociStitched	chr12	57984189	57985650	1	1462	1830.0485999999999	432.60209999999995
1_MACS_peak_7853_lociStitched	chr13	101240045	101241506	1	1462	2202.0192	126.5226
1_MACS_peak_11478_lociStitched	chr17	36061296	36062757	1	1462	725.3865	300.8199
1_MACS_peak_12409_lociStitched	chr18	873324	874785	1	1462	1465.8213	187.59239999999997
1_MACS_peak_13605_lociStitched	chr19	23868947	23870408	1	1462	2855.5245	211.2606
1_MACS_peak_13941_lociStitched	chr19	47353280	47354741	1	1462	1729.8239999999998	259.9119
1_MACS_peak_15784_lociStitched	chr2	170429359	170430820	1	1462	1707.7629000000002	367.0032
1_MACS_peak_21039_lociStitched	chr4	89743844	89745305	1	1462	2094.1974	270.43109999999996
1_MACS_peak_25073_lociStitched	chr7	5701129	5702590	1	1462	955.7862	347.5719
1_MACS_peak_25886_lociStitched	chr7	95401250	95402711	1	1462	1854.3012	236.0976
1_MACS_peak_27416_lociStitched	chr8	102092297	102093758	1	1462	914.7321	113.08139999999999
1_MACS_peak_28027_lociStitched	chr9	32384007	32385468	1	1462	1043.154	260.6424
1_MACS_peak_28121_lociStitched	chr9	36257717	36259178	1	1462	1167.9234	275.1063
1_MACS_peak_28130_lociStitched	chr9	36923009	36924470	1	1462	1305.2574	257.13599999999997
1_MACS_peak_28158_lociStitched	chr9	39463632	39465093	1	1462	1683.3641999999998	234.0522
1_MACS_peak_29034_lociStitched	chr9	140008566	140010027	1	1462	1226.9478	245.3019
1_MACS_peak_29344_lociStitched	chrX	44401402	44402863	1	1462	1751.5929	131.0517
1_MACS_peak_3306_lociStitched	chr10	31995912	31997372	1	1461	818.184	168.63
1_MACS_peak_4439_lociStitched	chr11	7598623	7600083	1	1461	979.952	255.06199999999998
1_MACS_peak_6076_lociStitched	chr12	13535634	13537094	1	1461	1237.058	268.932
1_MACS_peak_6711_lociStitched	chr12	69824224	69825684	1	1461	1004.188	162.79
1_MACS_peak_7364_lociStitched	chr12	132433879	132435339	1	1461	1249.614	56.06399999999999
1_MACS_peak_17146_lociStitched	chr20	46485354	46486814	1	1461	1087.992	234.914
1_MACS_peak_21355_lociStitched	chr4	140586425	140587885	1	1461	2463.166	276.524
1_MACS_peak_22188_lociStitched	chr5	69344845	69346305	1	1461	1396.636	326.164
1_MACS_peak_22910_lociStitched	chr5	149736873	149738333	1	1461	1549.6439999999998	284.408
1_MACS_peak_26310_lociStitched	chr7	129674450	129675910	1	1461	780.6619999999999	382.082
1_MACS_peak_27197_lociStitched	chr8	69045887	69047347	1	1461	1263.922	298.57
1_MACS_peak_27775_lociStitched	chr8	144910521	144911981	1	1461	1723.6760000000002	167.462
1_MACS_peak_668_lociStitched	chr1	40203866	40205325	1	1460	1502.1864	233.00230000000002
1_MACS_peak_763_lociStitched	chr1	44399309	44400768	1	1460	863.8738999999999	288.73609999999996
1_MACS_peak_3547_lociStitched	chr10	68990064	68991523	1	1460	1390.7188	230.81380000000001
1_MACS_peak_3731_lociStitched	chr10	80876158	80877617	1	1460	1348.4078	315.43580000000003
1_MACS_peak_7651_lociStitched	chr13	51001753	51003212	1	1460	823.7514	126.4953
1_MACS_peak_8166_lociStitched	chr14	49949415	49950874	1	1460	854.2445	132.769
1_MACS_peak_8174_lociStitched	chr14	50318736	50320195	1	1460	1249.3417	92.7924
1_MACS_peak_9434_lociStitched	chr15	75018049	75019508	1	1460	1045.8112	170.9948
1_MACS_peak_9977_lociStitched	chr16	5808784	5810243	1	1460	1159.1755	282.7542
1_MACS_peak_11368_lociStitched	chr17	30185013	30186472	1	1460	1425.443	161.3654
1_MACS_peak_13716_lociStitched	chr19	38269419	38270878	1	1460	1521.7369999999999	291.8
1_MACS_peak_24592_lociStitched	chr6	126277567	126279026	1	1460	2983.0714	245.69559999999998
1_MACS_peak_24809_lociStitched	chr6	143140353	143141812	1	1460	976.6546	70.3238
1_MACS_peak_29568_lociStitched	chrX	71130332	71131791	1	1460	1056.8996	132.9149
1_MACS_peak_290_lociStitched	chr1	21290595	21292053	1	1459	1085.6268	302.3892
1_MACS_peak_5603_lociStitched	chr11	118186846	118188304	1	1459	1053.405	385.2036
1_MACS_peak_17153_lociStitched	chr20	47157522	47158980	1	1459	1023.8076000000001	199.30859999999998
1_MACS_peak_21602_lociStitched	chr4	182983493	182984951	1	1459	753.7860000000001	179.7714
1_MACS_peak_23229_lociStitched	chr5	179333818	179335276	1	1459	1314.0954	106.57979999999999
1_MACS_peak_25010_lociStitched	chr7	962505	963963	1	1459	1161.8802	153.09
1_MACS_peak_27824_lociStitched	chr8	146175294	146176752	1	1459	1829.061	249.318
1_MACS_peak_29346_lociStitched	chrX	44856539	44857997	1	1459	769.2407999999999	139.8222
1_MACS_peak_1294_lociStitched	chr1	108319404	108320861	1	1458	925.195	143.95159999999998
1_MACS_peak_4159_lociStitched	chr10	119752052	119753509	1	1458	851.7622	209.6623
1_MACS_peak_4830_lociStitched	chr11	56321637	56323094	1	1458	2481.8538	178.1911
1_MACS_peak_5439_lociStitched	chr11	100747059	100748516	1	1458	844.6229	232.8286
1_MACS_peak_11430_lociStitched	chr17	33894350	33895807	1	1458	1220.8202999999999	308.44689999999997
1_MACS_peak_12018_lociStitched	chr17	62927557	62929014	1	1458	925.6320999999999	207.91389999999998
1_MACS_peak_13562_lociStitched	chr19	19313136	19314593	1	1458	1649.4697	186.6417
1_MACS_peak_15425_lociStitched	chr2	114308772	114310229	1	1458	1360.6923	302.03610000000003
1_MACS_peak_18570_lociStitched	chr3	15468370	15469827	1	1458	1974.9634999999998	308.5926
1_MACS_peak_23438_lociStitched	chr6	12594938	12596395	1	1458	805.8667	223.9409
1_MACS_peak_23460_lociStitched	chr6	14074830	14076287	1	1458	1369.7257	235.5969
1_MACS_peak_27945_lociStitched	chr9	12955250	12956707	1	1458	1543.2543999999998	99.36739999999999
1_MACS_peak_29947_lociStitched	chrX	153209403	153210860	1	1458	1287.1137999999999	99.07600000000001
1_MACS_peak_2077_lociStitched	chr1	174709220	174710676	1	1457	818.7088	208.3536
1_MACS_peak_3100_lociStitched	chr10	11595546	11597002	1	1457	706.5968	281.736
1_MACS_peak_5550_lociStitched	chr11	112419148	112420604	1	1457	833.9968	156.0832
1_MACS_peak_5898_lociStitched	chr12	6371015	6372471	1	1457	978.8688	291.0544
1_MACS_peak_6105_lociStitched	chr12	16500055	16501511	1	1457	904.9040000000001	152.5888
1_MACS_peak_7535_lociStitched	chr13	40962402	40963858	1	1457	1529.9648	215.488
1_MACS_peak_8353_lociStitched	chr14	67981251	67982707	1	1457	1182.2720000000002	162.0528
1_MACS_peak_10369_lociStitched	chr16	31724186	31725642	1	1457	2346.344	237.7648
1_MACS_peak_10734_lociStitched	chr16	78133151	78134607	1	1457	1250.1216	138.9024
1_MACS_peak_12586_lociStitched	chr18	22239504	22240960	1	1457	1000.8544	345.8
1_MACS_peak_23860_lociStitched	chr6	35940976	35942432	1	1457	1104.2304	266.0112
1_MACS_peak_26901_lociStitched	chr8	28917689	28919145	1	1457	1272.9808	255.528
1_MACS_peak_28028_lociStitched	chr9	32525544	32527000	1	1457	1148.3472	206.02399999999997
1_MACS_peak_29324_lociStitched	chrX	40608474	40609930	1	1457	1076.5664	165.984
1_MACS_peak_4168_lociStitched	chr10	120863357	120864812	1	1456	1367.5545	123.09299999999999
1_MACS_peak_5197_lociStitched	chr11	72144624	72146079	1	1456	1764.6240000000003	307.587
1_MACS_peak_16367_lociStitched	chr2	228336368	228337823	1	1456	1748.619	111.3075
1_MACS_peak_21270_lociStitched	chr4	123463033	123464488	1	1456	1020.537	286.48949999999996
1_MACS_peak_23913_lociStitched	chr6	39990252	39991707	1	1456	1443.7965	182.6025
1_MACS_peak_24419_lociStitched	chr6	106959508	106960963	1	1456	959.427	212.139
1_MACS_peak_26693_lociStitched	chr8	11204258	11205713	1	1456	1062.2955	130.8045
1_MACS_peak_27278_lociStitched	chr8	80695435	80696890	1	1456	1747.8915	263.646
1_MACS_peak_27772_lociStitched	chr8	144766018	144767473	1	1456	1328.997	191.47799999999998
1_MACS_peak_345_lociStitched	chr1	24676964	24678418	1	1455	741.1038000000001	258.37579999999997
1_MACS_peak_1547_lociStitched	chr1	146696401	146697855	1	1455	1585.8778	235.548
1_MACS_peak_3922_lociStitched	chr10	98977387	98978841	1	1455	796.0649999999999	168.66400000000002
1_MACS_peak_6761_lociStitched	chr12	77364511	77365965	1	1455	1138.0457999999999	234.2394
1_MACS_peak_7189_lociStitched	chr12	118406258	118407712	1	1455	1160.1466	148.4534
1_MACS_peak_7564_lociStitched	chr13	42534399	42535853	1	1455	1393.659	187.12980000000002
1_MACS_peak_8263_lociStitched	chr14	58666198	58667652	1	1455	1456.3264000000001	167.3554
1_MACS_peak_14577_lociStitched	chr2	39639756	39641210	1	1455	1196.0604	218.827
1_MACS_peak_14688_lociStitched	chr2	48338217	48339671	1	1455	1311.2172	156.01420000000002
1_MACS_peak_15448_lociStitched	chr2	119067322	119068776	1	1455	2044.4694	247.7616
1_MACS_peak_15681_lociStitched	chr2	157332841	157334295	1	1455	808.5694000000001	195.2722
1_MACS_peak_18162_lociStitched	chr22	39077306	39078760	1	1455	1240.8436000000002	284.4024
1_MACS_peak_21391_lociStitched	chr4	144479936	144481390	1	1455	1843.672	277.4232
1_MACS_peak_23048_lociStitched	chr5	159865511	159866965	1	1455	1534.4062	357.53860000000003
1_MACS_peak_23308_lociStitched	chr6	3793714	3795168	1	1455	881.9964	253.2868
1_MACS_peak_23777_lociStitched	chr6	32589870	32591324	1	1455	1066.9452	345.0342
1_MACS_peak_25790_lociStitched	chr7	79735789	79737243	1	1455	938.5569999999999	234.094
1_MACS_peak_26832_lociStitched	chr8	23618461	23619915	1	1455	894.7915999999999	181.31380000000001
1_MACS_peak_3406_lociStitched	chr10	46762078	46763531	1	1454	1213.5456000000001	176.6848
1_MACS_peak_4057_lociStitched	chr10	105991265	105992718	1	1454	1200.7592	248.46300000000002
1_MACS_peak_4772_lociStitched	chr11	45201452	45202905	1	1454	1271.9561999999999	223.4714
1_MACS_peak_8072_lociStitched	chr14	25025580	25027033	1	1454	862.6461	148.0607
1_MACS_peak_10530_lociStitched	chr16	60689193	60690646	1	1454	894.7574000000001	185.2575
1_MACS_peak_15351_lociStitched	chr2	111793606	111795059	1	1454	820.6544	228.26629999999997
1_MACS_peak_19033_lociStitched	chr3	56758554	56760007	1	1454	1046.7412000000002	258.634
1_MACS_peak_22187_lociStitched	chr5	69320696	69322149	1	1454	1570.693	269.67679999999996
1_MACS_peak_23050_lociStitched	chr5	159953390	159954843	1	1454	1647.8473000000001	272.29220000000004
1_MACS_peak_23937_lociStitched	chr6	42071439	42072892	1	1454	2205.7993	201.6764
1_MACS_peak_1082_lociStitched	chr1	72143887	72145339	1	1453	1144.7567999999999	187.16279999999998
1_MACS_peak_1950_lociStitched	chr1	162500007	162501459	1	1453	950.1888	369.6792
1_MACS_peak_5096_lociStitched	chr11	66937092	66938544	1	1453	778.1268000000001	200.5212
1_MACS_peak_5595_lociStitched	chr11	117198078	117199530	1	1453	1740.5124	248.58239999999998
1_MACS_peak_11982_lociStitched	chr17	61677566	61679018	1	1453	1686.498	240.5964
1_MACS_peak_15644_lociStitched	chr2	151429052	151430504	1	1453	868.2959999999999	201.82800000000003
1_MACS_peak_16393_lociStitched	chr2	231821461	231822913	1	1453	1861.8996	99.8976
1_MACS_peak_16509_lociStitched	chr2	240322730	240324182	1	1453	3641.7612000000004	97.7196
1_MACS_peak_17901_lociStitched	chr22	24255249	24256701	1	1453	2781.1608	369.2436
1_MACS_peak_21156_lociStitched	chr4	108745379	108746831	1	1453	1700.0016	195.8748
1_MACS_peak_23296_lociStitched	chr6	3053314	3054766	1	1453	1146.9348	205.89360000000002
1_MACS_peak_27840_lociStitched	chr9	637736	639188	1	1453	824.3004	201.6828
1_MACS_peak_27908_lociStitched	chr9	6106319	6107771	1	1453	1485.5412	287.9316
1_MACS_peak_29731_lociStitched	chrX	110924119	110925571	1	1453	3395.6472	148.6848
1_MACS_peak_888_lociStitched	chr1	53308128	53309579	1	1452	1039.7866000000001	202.84980000000002
1_MACS_peak_1050_lociStitched	chr1	67805099	67806550	1	1452	1219.2753	229.6933
1_MACS_peak_2116_lociStitched	chr1	179098209	179099660	1	1452	1149.192	445.74719999999996
1_MACS_peak_3174_lociStitched	chr10	17257810	17259261	1	1452	960.8522	202.2694
1_MACS_peak_5543_lociStitched	chr11	111842766	111844217	1	1452	751.3278	291.9412
1_MACS_peak_7441_lociStitched	chr13	26827590	26829041	1	1452	2035.8981	143.0686
1_MACS_peak_8199_lociStitched	chr14	51553164	51554615	1	1452	732.1746	191.3869
1_MACS_peak_9078_lociStitched	chr15	45940309	45941760	1	1452	1722.7723	259.0035
1_MACS_peak_12800_lociStitched	chr18	49716122	49717573	1	1452	817.7836	281.05870000000004
1_MACS_peak_20228_lociStitched	chr3	189837571	189839022	1	1452	842.5957	284.68620000000004
1_MACS_peak_23123_lociStitched	chr5	172233779	172235230	1	1452	1493.3691999999999	286.5725
1_MACS_peak_2033_lociStitched	chr1	169804376	169805826	1	1451	858.6899999999999	249.11
1_MACS_peak_5706_lociStitched	chr11	124745725	124747175	1	1451	1567.305	255.92499999999998
1_MACS_peak_9140_lociStitched	chr15	51574140	51575590	1	1451	865.07	282.895
1_MACS_peak_10687_lociStitched	chr16	71517748	71519198	1	1451	1823.375	368.88
1_MACS_peak_12853_lociStitched	chr18	55758054	55759504	1	1451	924.5199999999999	254.185
1_MACS_peak_12982_lociStitched	chr18	74791909	74793359	1	1451	1086.34	167.91
1_MACS_peak_15283_lociStitched	chr2	107181940	107183390	1	1451	1019.4949999999999	245.05
2_MACS_peak_16459_lociStitched	chr2	236235646	236237096	2	1411	627.705	116.0
1_MACS_peak_16846_lociStitched	chr20	30467161	30468611	1	1451	1311.235	287.39
1_MACS_peak_20888_lociStitched	chr4	75798328	75799778	1	1451	1096.2	248.23999999999998
1_MACS_peak_21564_lociStitched	chr4	174209584	174211034	1	1451	1083.44	337.56
1_MACS_peak_23540_lociStitched	chr6	23455891	23457341	1	1451	689.765	161.53
1_MACS_peak_24372_lociStitched	chr6	99796836	99798286	1	1451	1299.925	117.30499999999999
1_MACS_peak_24388_lociStitched	chr6	105527602	105529052	1	1451	1074.305	221.415
1_MACS_peak_28137_lociStitched	chr9	37408553	37410003	1	1451	921.4749999999999	319.29
1_MACS_peak_28907_lociStitched	chr9	132403853	132405303	1	1451	1026.89	304.5
1_MACS_peak_183_lociStitched	chr1	12678066	12679515	1	1450	923.4476999999999	226.044
1_MACS_peak_4042_lociStitched	chr10	105437237	105438686	1	1450	1758.6513	186.3414
1_MACS_peak_4748_lociStitched	chr11	43759978	43761427	1	1450	855.4896	318.4902
1_MACS_peak_8453_lociStitched	chr14	77466209	77467658	1	1450	1146.3039	151.8552
1_MACS_peak_12136_lociStitched	chr17	73008228	73009677	1	1450	1321.0533	279.5121
1_MACS_peak_13865_lociStitched	chr19	44506351	44507800	1	1450	1107.3258	197.4987
1_MACS_peak_16727_lociStitched	chr20	17485058	17486507	1	1450	1308.1572	335.29859999999996
1_MACS_peak_18542_lociStitched	chr3	14123113	14124562	1	1450	1255.7034	343.70279999999997
1_MACS_peak_19174_lociStitched	chr3	74879735	74881184	1	1450	1100.0808	180.11069999999998
1_MACS_peak_21101_lociStitched	chr4	102005183	102006632	1	1450	934.605	300.0879
1_MACS_peak_22068_lociStitched	chr5	56031452	56032901	1	1450	916.9272000000001	269.514
1_MACS_peak_597_lociStitched	chr1	36640476	36641924	1	1449	876.9088	274.396
1_MACS_peak_1691_lociStitched	chr1	153018522	153019970	1	1449	632.3416	182.1584
1_MACS_peak_6834_lociStitched	chr12	90646918	90648366	1	1449	1034.4512	325.076
1_MACS_peak_9655_lociStitched	chr15	89226291	89227739	1	1449	1128.5711999999999	322.75919999999996
1_MACS_peak_10707_lociStitched	chr16	73081373	73082821	1	1449	931.2088	100.9256
1_MACS_peak_12271_lociStitched	chr17	76641550	76642998	1	1449	810.7352	164.2032
1_MACS_peak_12855_lociStitched	chr18	56105299	56106747	1	1449	1273.8056000000001	254.2688
1_MACS_peak_19392_lociStitched	chr3	114050859	114052307	1	1449	853.596	200.9824
1_MACS_peak_21710_lociStitched	chr5	442522	443970	1	1449	2059.056	191.5704
1_MACS_peak_25616_lociStitched	chr7	65669521	65670969	1	1449	1453.9368	287.5728
1_MACS_peak_27481_lociStitched	chr8	107620045	107621493	1	1449	1060.8048000000001	137.12560000000002
1_MACS_peak_29148_lociStitched	chrX	11786073	11787521	1	1449	1502.3000000000002	132.2024
1_MACS_peak_1220_lociStitched	chr1	93297179	93298626	1	1448	1921.4713000000002	167.852
1_MACS_peak_6845_lociStitched	chr12	92473606	92475053	1	1448	1175.8322	284.19079999999997
1_MACS_peak_7392_lociStitched	chr13	20748415	20749862	1	1448	1120.1227000000001	174.2188
1_MACS_peak_9582_lociStitched	chr15	83113804	83115251	1	1448	792.2325	152.5138
1_MACS_peak_14154_lociStitched	chr19	58089482	58090929	1	1448	1247.8928	337.7298
1_MACS_peak_20565_lociStitched	chr4	22238879	22240326	1	1448	995.536	270.7337
1_MACS_peak_22320_lociStitched	chr5	86026843	86028290	1	1448	2201.8999	184.4925
1_MACS_peak_22894_lociStitched	chr5	148996048	148997495	1	1448	697.454	206.4869
1_MACS_peak_25429_lociStitched	chr7	41131888	41133335	1	1448	1500.2495999999999	187.6759
1_MACS_peak_27997_lociStitched	chr9	23586832	23588279	1	1448	816.5421	121.4033
1_MACS_peak_2335_lociStitched	chr1	201940764	201942210	1	1447	1397.9928	414.5682
1_MACS_peak_2355_lociStitched	chr1	202830138	202831584	1	1447	790.6727999999999	187.8354
1_MACS_peak_5922_lociStitched	chr12	6736163	6737609	1	1447	869.769	203.88599999999997
1_MACS_peak_8429_lociStitched	chr14	75347971	75349417	1	1447	1478.6796	151.2516
1_MACS_peak_11084_lociStitched	chr17	7530169	7531615	1	1447	1368.0606	332.8692
