REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
3_MACS_peak_16196_lociStitched	chr2	207997090	208015071	3	8022	21088.1168	2715.131	565	KLF7	MIR2355	KLF7	565	1
2_MACS_peak_2782_lociStitched	chr1	228665895	228676451	2	5208	20377.3024	2025.6964	566	RNF187	HIST3H2BB,HIST3H2A	RNF187	566	1
1_MACS_peak_2553_lociStitched	chr1	211430924	211434924	1	4001	19448.0	1099.2	567	RCOR3		RCOR3	567	1
3_MACS_peak_5775_lociStitched	chr11	129233581	129249305	3	9984	20963.2368	2614.9012	568	BARX2		BARX2	568	1
1_MACS_peak_24621_lociStitched	chr6	130003262	130010483	1	7222	19833.1986	1492.5807	569	ARHGAP18		ARHGAP18	569	1
1_MACS_peak_18082_lociStitched	chr22	36725607	36730253	1	4647	19300.4132	1011.4342	570	MYH9		MYH9	570	1
2_MACS_peak_28276_lociStitched	chr9	73026835	73036765	2	7090	19652.463	1384.242	571	KLF9		KLF9	571	1
1_MACS_peak_983_lociStitched	chr1	62900839	62904371	1	3533	18885.604	637.526	572	USP1		USP1	572	1
3_MACS_peak_5528_lociStitched	chr11	111279991	111294295	3	12624	20643.5328	2405.9328	573		POU2AF1	POU2AF1	573	1
1_MACS_peak_231_lociStitched	chr1	16160045	16163518	1	3474	18912.2215	683.8337	574	FLJ37453	SPEN,UQCRHL	SPEN	574	1
1_MACS_peak_1647_lociStitched	chr1	151042019	151044554	1	2536	19086.2685	899.6715	575	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	575	1
1_MACS_peak_12783_lociStitched	chr18	48677372	48681782	1	4411	19008.864	884.205	576		MEX3C	MEX3C	576	1
2_MACS_peak_1476_lociStitched	chr1	143461514	143469667	2	7997	21810.0903	3726.7363	577			LOC100130000	577	1
2_MACS_peak_29306_lociStitched	chrX	39712512	39720897	2	5794	18758.0835	677.508	578			BCOR	578	1
5_MACS_peak_6942_lociStitched	chr12	96878445	96902080	5	11528	21228.957	3157.636	579			CDK17	579	1
2_MACS_peak_23727_lociStitched	chr6	31164608	31172948	2	6026	19474.734	1416.966	580	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	580	1
1_MACS_peak_6959_lociStitched	chr12	98908088	98912687	1	4600	18822.3273	766.6533	581	TMPO,LOC100128191		LOC100128191	581	1
2_MACS_peak_2114_lociStitched	chr1	179049126	179058499	2	5844	20370.3409	2317.0056	582	TOR3A		TOR3A	582	1
1_MACS_peak_12229_lociStitched	chr17	75204068	75210068	1	6001	19290.0	1242.0	583	SEC14L1		SEC14L1	583	1
3_MACS_peak_19937_lociStitched	chr3	169481406	169492266	3	6225	20404.854	2365.308	584	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	584	1
2_MACS_peak_11303_lociStitched	chr17	27046086	27056583	2	6725	20168.9358	2137.1892	585	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	585	1
2_MACS_peak_17863_lociStitched	chr22	23087904	23101857	2	10750	20265.3372	2235.2706	586			MIR650	586	1
1_MACS_peak_20200_lociStitched	chr3	186499861	186503740	1	3880	19210.7475	1186.974	587	EIF4A2,SNORD2	SNORA81,MIR1248,SNORA63,SNORA4,RFC4	EIF4A2	587	1
2_MACS_peak_21669_lociStitched	chr4	186507057	186514966	2	6587	19396.0316	1373.7933	588	SORBS2		PDLIM3	588	1
2_MACS_peak_1823_lociStitched	chr1	156627206	156635250	2	7442	20236.2908	2228.188	589	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	589	1
1_MACS_peak_5916_lociStitched	chr12	6640889	6646058	1	5170	19088.6001	1102.5477	590	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	590	1
1_MACS_peak_3836_lociStitched	chr10	91645690	91651109	1	5420	18825.606	891.4255	591			KIF20B	591	1
2_MACS_peak_20987_lociStitched	chr4	84132381	84144228	2	9434	20142.2694	2210.6502	592			COQ2	592	1
4_MACS_peak_21631_lociStitched	chr4	185366644	185381058	4	8885	20493.8252	2571.4576	593	IRF2		IRF2	593	1
2_MACS_peak_6978_lociStitched	chr12	102129617	102140190	2	7344	19638.2902	1717.0552	594	SYCP3,GNPTAB	CHPT1	SYCP3	594	1
2_MACS_peak_6432_lociStitched	chr12	51311871	51323069	2	10951	19995.1488	2083.9478	595	METTL7A	HIGD1C	METTL7A	595	1
1_MACS_peak_5424_lociStitched	chr11	96070503	96077106	1	6604	19189.6386	1282.9629	596	MIR1260B,MAML2	JRKL,CCDC82	MIR1260B	596	1
1_MACS_peak_17538_lociStitched	chr21	34913042	34916686	1	3645	19132.0932	1233.1296	597	SON,GART	DNAJC28,DONSON	GART	597	1
1_MACS_peak_17046_lociStitched	chr20	42378049	42382427	1	4379	18970.3118	1078.3014	598		GTSF1L	GTSF1L	598	1
2_MACS_peak_22484_lociStitched	chr5	109190097	109202252	2	7545	20142.0505	2262.0455	599	MAN2A1	LOC100289673	LOC100289673	599	1
1_MACS_peak_23595_lociStitched	chr6	26269943	26275399	1	5457	19163.1088	1294.7088	600	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	600	1
1_MACS_peak_12283_lociStitched	chr17	76884414	76889087	1	4674	19047.148	1197.6899	601	TIMP2	USP36	TIMP2	601	1
1_MACS_peak_23426_lociStitched	chr6	12007935	12014005	1	6071	18705.919	938.422	602	HIVEP1		HIVEP1	602	1
2_MACS_peak_17234_lociStitched	chr20	52345513	52358305	2	8245	19965.7536	2205.3408	603			SUMO1P1	603	1
2_MACS_peak_18835_lociStitched	chr3	46129453	46141268	2	10574	19946.083	2191.6825	604			XCR1	604	1
2_MACS_peak_22511_lociStitched	chr5	112256438	112266857	2	7703	19522.0803	1821.2412	605	REEP5	DCP2	REEP5	605	1
1_MACS_peak_14129_lociStitched	chr19	56328937	56333493	1	4557	18650.8972	955.8488	606	NLRP11	NLRP4	NLRP4	606	1
1_MACS_peak_5614_lociStitched	chr11	118659644	118663805	1	4162	18491.484	804.3213	607	DDX6		DDX6	607	1
1_MACS_peak_26307_lociStitched	chr7	129587919	129593297	1	5379	19360.2622	1686.5408	608	UBE2H		UBE2H	608	1
2_MACS_peak_17880_lociStitched	chr22	23477914	23488677	2	9507	19684.4507	2013.7573	609	RAB36,RTDR1	BCR	RTDR1	609	1
2_MACS_peak_27242_lociStitched	chr8	72911311	72918511	2	5602	18851.76	1203.84	610	LOC100132891		TRPA1	610	1
1_MACS_peak_7072_lociStitched	chr12	109009063	109013151	1	4089	18487.1624	881.3728	611		TMEM119,SELPLG	SELPLG	611	1
3_MACS_peak_1713_lociStitched	chr1	153929541	153941517	3	7673	21004.7064	3405.9744	612	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	612	1
1_MACS_peak_2083_lociStitched	chr1	174967119	174970425	1	3307	18801.5526	1205.6982	613	CACYBP	MRPS14	CACYBP	613	1
3_MACS_peak_11251_lociStitched	chr17	20204883	20224576	3	12293	20342.869	2760.9586	614	SPECC1,CCDC144C		CCDC144C	614	1
1_MACS_peak_2938_lociStitched	chr1	245025371	245029086	1	3716	18488.069	931.3505	615	HNRNPU	FAM36A,NCRNA00201	HNRNPU	615	1
1_MACS_peak_16412_lociStitched	chr2	232570536	232576900	1	6365	18101.7616	554.3044	616	PTMA	MIR1244-1	PTMA	616	1
2_MACS_peak_20680_lociStitched	chr4	40302522	40319893	2	11843	20579.4237	3062.5073	617		CHRNA9	CHRNA9	617	1
1_MACS_peak_12874_lociStitched	chr18	56751290	56757378	1	6089	18718.7736	1227.9496	618		LOC390858,SEC11C	LOC390858	618	1
1_MACS_peak_28530_lociStitched	chr9	100744431	100748057	1	3627	17931.6578	441.2842	619	ANP32B	HEMGN	ANP32B	619	1
1_MACS_peak_15836_lociStitched	chr2	174827234	174831629	1	4396	18189.5865	714.1875	620	SP3		SP3	620	1
1_MACS_peak_17294_lociStitched	chr20	56253017	56258863	1	5847	18759.2294	1306.581	621	PMEPA1		PMEPA1	621	1
3_MACS_peak_6324_lociStitched	chr12	46119625	46132416	3	9292	19392.4351	1948.0693	622	ARID2,LOC400027		ARID2	622	1
1_MACS_peak_18167_lociStitched	chr22	39265545	39271332	1	5788	18494.6733	1052.0766	623	CBX6	NPTXR	CBX6	623	1
1_MACS_peak_11709_lociStitched	chr17	43660549	43664597	1	4049	18307.8896	886.512	624		MGC57346,LOC644172	LOC644172	624	1
2_MACS_peak_4002_lociStitched	chr10	104153104	104159850	2	5276	18605.468	1193.3674	625	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	625	1
3_MACS_peak_14394_lociStitched	chr2	25624148	25645573	3	9401	20857.2375	3475.135	626	DTNB		DNMT3A	626	1
4_MACS_peak_18216_lociStitched	chr22	39910844	39929416	4	8894	20405.0564	3069.9516	627	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	627	1
2_MACS_peak_5807_lociStitched	chr11	132218163	132231680	2	8571	19679.4003	2357.3648	628			NTM	628	1
1_MACS_peak_6162_lociStitched	chr12	26305949	26312533	1	6585	18691.976	1374.7392	629		SSPN,BHLHE41	BHLHE41	629	1
3_MACS_peak_4891_lociStitched	chr11	60672541	60684063	3	8664	19780.9696	2468.0124	630	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	630	1
4_MACS_peak_28855_lociStitched	chr9	130828672	130845669	4	11978	19753.9134	2442.4689	631	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	631	1
2_MACS_peak_10332_lociStitched	chr16	30661114	30673009	2	7310	19403.124	2093.52	632	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	632	1
1_MACS_peak_19956_lociStitched	chr3	170072318	170076708	1	4391	18073.63	831.905	633	SKIL	SKIL	SKIL	633	1
1_MACS_peak_13937_lociStitched	chr19	47103228	47105623	1	2396	17640.612	403.797	634	CALM3	PTGIR,GNG8	CALM3	634	1
1_MACS_peak_13207_lociStitched	chr19	6799366	6804103	1	4738	18619.7259	1398.3624	635	VAV1	SH2D3A	VAV1	635	1
3_MACS_peak_15675_lociStitched	chr2	157188637	157207781	3	7604	19657.0592	2530.8368	636	NR4A2		NR4A2	636	1
3_MACS_peak_20470_lociStitched	chr4	9599244	9611026	3	7916	19162.2448	2045.3552	637		MIR548I2	MIR548I2	637	1
3_MACS_peak_21312_lociStitched	chr4	129723888	129741278	3	8396	19598.53	2488.509	638	PHF17		PHF17	638	1
2_MACS_peak_13450_lociStitched	chr19	16221379	16231712	2	7529	18838.0923	1741.1105	639	RAB8A	TPM4,HSH2D	RAB8A	639	1
1_MACS_peak_22619_lociStitched	chr5	126111036	126116158	1	5123	17901.39	806.715	640	LMNB1		LMNB1	640	1
3_MACS_peak_29312_lociStitched	chrX	39953461	39969637	3	11724	18262.704	1175.9952	641	BCOR		BCOR	641	1
1_MACS_peak_17004_lociStitched	chr20	37519286	37523352	1	4067	17810.7064	726.1876	642	PPP1R16B	FAM83D	FAM83D	642	1
5_MACS_peak_16111_lociStitched	chr2	202083712	202102096	5	12654	20161.7328	3082.9968	643	CASP10,CASP8	CASP8	CASP8	643	1
2_MACS_peak_1857_lociStitched	chr1	159036039	159048482	2	7066	19892.6241	2829.5382	644	AIM2		AIM2	644	1
3_MACS_peak_23112_lociStitched	chr5	171601176	171616117	3	9887	19539.8398	2481.7001	645	STK10	EFCAB9	STK10	645	1
2_MACS_peak_11035_lociStitched	chr17	5835650	5848885	2	6850	19039.871	1986.5735	646			WSCD1	646	1
3_MACS_peak_28738_lociStitched	chr9	123653143	123667637	3	8307	19259.6272	2208.8856	647	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	647	1
1_MACS_peak_23236_lociStitched	chr5	180256642	180259941	1	3300	17769.7336	728.0893	648	LOC729678	MGAT1,ZFP62	LOC729678	648	1
5_MACS_peak_19782_lociStitched	chr3	151985405	152001812	5	12200	19726.1361	2703.8736	649	MBNL1,LOC401093	MBNL1	LOC401093	649	1
1_MACS_peak_18533_lociStitched	chr3	13372071	13376941	1	4871	18043.35	1033.901	650	NUP210		NUP210	650	1
2_MACS_peak_17682_lociStitched	chr21	44771928	44783182	2	4865	19195.9478	2186.6522	651			SIK1	651	1
3_MACS_peak_5632_lociStitched	chr11	118964300	118979482	3	8581	19533.1612	2526.2848	652	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	652	1
2_MACS_peak_23651_lociStitched	chr6	27857678	27871329	2	7792	19369.4039	2376.6391	653	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	653	1
1_MACS_peak_6897_lociStitched	chr12	94563368	94569340	1	5973	18307.166	1315.6316	654	PLXNC1		PLXNC1	654	1
2_MACS_peak_18265_lociStitched	chr22	42141685	42150934	2	7986	18747.723	1765.6341	655	MEI1	CCDC134	CCDC134	655	1
1_MACS_peak_22127_lociStitched	chr5	61984804	61991068	1	6265	18316.5624	1344.2544	656			LRRC70	656	1
1_MACS_peak_23227_lociStitched	chr5	179245015	179249253	1	4239	17677.5456	710.7126	657	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	657	1
1_MACS_peak_1627_lociStitched	chr1	150335377	150339048	1	3672	18054.7122	1094.3251	658	RPRD2	PRPF3	RPRD2	658	1
1_MACS_peak_26910_lociStitched	chr8	29385520	29390055	1	4536	17858.3765	965.955	659			DUSP4	659	1
3_MACS_peak_5751_lociStitched	chr11	128274303	128286644	3	8075	18657.1238	1785.7427	660			ETS1	660	1
2_MACS_peak_25273_lociStitched	chr7	25979918	25992244	2	7222	18783.5914	1914.2278	661	MIR148A		MIR148A	661	1
2_MACS_peak_10325_lociStitched	chr16	30537174	30547189	2	5050	18406.5685	1548.319	662	ZNF768,ZNF747	ZNF764,ZNF688,ZNF785	ZNF747	662	1
1_MACS_peak_20643_lociStitched	chr4	38089420	38095133	1	5714	18044.5105	1212.2986	663	TBC1D1		PTTG2	663	1
3_MACS_peak_3011_lociStitched	chr10	3798582	3808562	3	7691	18139.648	1327.34	664		KLF6	KLF6	664	1
3_MACS_peak_19287_lociStitched	chr3	101495712	101513326	3	9835	19789.329	2980.2888	665	FAM55C	NFKBIZ	FAM55C	665	1
4_MACS_peak_6066_lociStitched	chr12	13242216	13256009	4	10501	19030.2021	2230.3281	666	GSG1	KIAA1467	GSG1	666	1
2_MACS_peak_11755_lociStitched	chr17	46124117	46134591	2	5757	18525.3638	1759.632	667	NFE2L1	MIR152,COPZ2,CBX1	NFE2L1	667	1
2_MACS_peak_26219_lociStitched	chr7	122822979	122833586	2	7575	18978.0444	2223.2272	668	SLC13A1		SLC13A1	668	1
2_MACS_peak_13738_lociStitched	chr19	39338899	39349174	2	7472	18578.2275	1827.9225	669	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	669	1
3_MACS_peak_24810_lociStitched	chr6	143162951	143179997	3	10415	18298.881	1566.5274	670	HIVEP2		HIVEP2	670	1
3_MACS_peak_6334_lociStitched	chr12	46776155	46785553	3	8283	18689.8026	1971.7004	671		SLC38A2	SLC38A2	671	1
4_MACS_peak_17244_lociStitched	chr20	52545705	52566990	4	13218	20103.6825	3390.7005	672	BCAS1		SUMO1P1	672	1
4_MACS_peak_23359_lociStitched	chr6	7135100	7147982	4	10288	19200.621	2510.7018	673	RREB1		RREB1	673	1
3_MACS_peak_5905_lociStitched	chr12	6468453	6477653	3	6583	18364.12	1689.12	674	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	674	1
1_MACS_peak_12592_lociStitched	chr18	22929059	22941551	1	12493	18092.1636	1427.8356	675	ZNF521		ZNF521	675	1
2_MACS_peak_2722_lociStitched	chr1	226062472	226071668	2	8057	19070.6648	2407.5128	676	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	676	1
1_MACS_peak_4910_lociStitched	chr11	61559092	61561621	1	2530	17383.0815	743.7789	677	FEN1,C11orf10,MIR611	C11orf9,FADS2,DKFZP434K028,MIR1908,FADS1	FEN1	677	1
2_MACS_peak_26905_lociStitched	chr8	29203339	29210257	2	6894	17550.2742	924.2448	678	DUSP4		DUSP4	678	1
3_MACS_peak_4093_lociStitched	chr10	112146900	112158418	3	9426	18451.836	1833.6656	679			SMNDC1	679	1
1_MACS_peak_12820_lociStitched	chr18	52930617	52937835	1	7219	17871.0462	1253.0448	680	TCF4		CCDC68	680	1
2_MACS_peak_16734_lociStitched	chr20	17826761	17839347	2	9586	18753.14	2137.1028	681			SNORD17	681	1
2_MACS_peak_13126_lociStitched	chr19	3499715	3507430	2	4119	18311.5525	1737.418	682	FZR1,DOHH	FZR1,C19orf71,C19orf77	DOHH	682	1
1_MACS_peak_9465_lociStitched	chr15	75491030	75497576	1	6547	17833.2678	1259.4504	683	C15orf39		C15orf39	683	1
1_MACS_peak_14884_lociStitched	chr2	66659703	66668578	1	8876	17832.5375	1272.675	684	MEIS1		MEIS1	684	1
3_MACS_peak_2688_lociStitched	chr1	223899531	223915785	3	9952	20141.9568	3597.0102	685	CAPN2	CAPN8	CAPN2	685	1
2_MACS_peak_13008_lociStitched	chr19	506017	512466	2	4681	18079.7715	1573.556	686	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	686	1
3_MACS_peak_23576_lociStitched	chr6	26020298	26034915	3	9569	19390.9122	2897.0894	687	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	687	1
2_MACS_peak_29945_lociStitched	chrX	153189368	153200547	2	6423	17504.0782	1038.5291	688	ARHGAP4,NAA10	AVPR2,TMEM187,MIR3202-1,L1CAM,RENBP,HCFC1,MIR3202-2	ARHGAP4	688	1
3_MACS_peak_6486_lociStitched	chr12	53763915	53776128	3	7177	18561.3174	2104.2999	689	SP1	AMHR2,AAAS,SP7	SP1	689	1
1_MACS_peak_1753_lociStitched	chr1	154971143	154977644	1	6502	17910.9051	1463.3751	690	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	690	1
1_MACS_peak_1536_lociStitched	chr1	145967756	145970643	1	2888	17380.6061	945.2038	691		PDZK1P1	PDZK1P1	691	1
3_MACS_peak_594_lociStitched	chr1	36614205	36627343	3	8398	18435.2416	2007.4864	692	MAP7D1,TRAPPC3	COL8A2	MAP7D1	692	1
1_MACS_peak_18372_lociStitched	chr22	48491940	48496955	1	5016	17344.879	922.2585	693			MIR3201	693	1
1_MACS_peak_17330_lociStitched	chr20	60911261	60916869	1	5609	17556.4048	1134.4984	694	LAMA5	ADRM1,RPS21	LAMA5	694	1
1_MACS_peak_22302_lociStitched	chr5	81145840	81152224	1	6385	17599.4112	1184.232	695			SSBP2	695	1
1_MACS_peak_6572_lociStitched	chr12	57076637	57083706	1	7070	17907.1908	1504.9901	696	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	696	1
1_MACS_peak_1555_lociStitched	chr1	147509547	147512352	1	2806	17139.672	817.0965	697			GPR89C	697	1
1_MACS_peak_4270_lociStitched	chr10	130854024	130858498	1	4475	17109.9182	792.3454	698			MGMT	698	1
1_MACS_peak_27643_lociStitched	chr8	130763356	130767463	1	4108	17173.4205	860.4165	699	GSDMC		GSDMC	699	1
3_MACS_peak_1509_lociStitched	chr1	145126649	145145978	3	10741	22808.22	6498.4098	700		SEC22B	SEC22B	700	1
4_MACS_peak_17284_lociStitched	chr20	55957943	55975398	4	11352	19043.405	2735.1985	701	RBM38	RAE1,MTRNR2L3	RBM38	701	1
2_MACS_peak_5447_lociStitched	chr11	102185953	102193667	2	7703	17894.1658	1614.5402	702	BIRC3	BIRC2	BIRC3	702	1
3_MACS_peak_18177_lociStitched	chr22	39409229	39422073	3	7845	18594.2588	2332.4704	703	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	703	1
1_MACS_peak_15122_lociStitched	chr2	87753988	87757671	1	3684	16960.9516	723.3412	704	NCRNA00152		NCRNA00152	704	1
4_MACS_peak_5938_lociStitched	chr12	7022765	7038376	4	11256	18647.3395	2415.0217	705	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	705	1
1_MACS_peak_16685_lociStitched	chr20	9489968	9498492	1	8525	17684.7428	1491.7	706	C20orf103		C20orf103	706	1
1_MACS_peak_19848_lociStitched	chr3	156876238	156879546	1	3309	17112.9456	934.1792	707	CCNL1	LOC339894	CCNL1	707	1
2_MACS_peak_12236_lociStitched	chr17	75361575	75369887	2	6509	17631.4144	1456.2624	708	SEPT9	SEPT9,MIR4316	SEPT9	708	1
1_MACS_peak_15069_lociStitched	chr2	85764526	85767895	1	3370	16872.6258	707.49	709	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	709	1
1_MACS_peak_22441_lociStitched	chr5	100234953	100241719	1	6767	17756.6904	1594.7462	710	ST8SIA4		ST8SIA4	710	1
2_MACS_peak_14544_lociStitched	chr2	37614960	37622829	2	7417	17993.2554	1835.8377	711		QPCT	QPCT	711	1
2_MACS_peak_27690_lociStitched	chr8	134221444	134232134	2	6365	17557.256	1404.666	712	WISP1		WISP1	712	1
1_MACS_peak_419_lociStitched	chr1	27112819	27116143	1	3325	16916.8332	769.1736	713	PIGV	ZDHHC18	PIGV	713	1
3_MACS_peak_23744_lociStitched	chr6	31619103	31634514	3	7009	19011.0096	2866.446	714	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	714	1
2_MACS_peak_12209_lociStitched	chr17	74721459	74734922	2	7058	18346.0301	2202.5468	715	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	715	1
2_MACS_peak_64_lociStitched	chr1	2476819	2489248	2	6909	17646.6942	1508.8806	716	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	716	1
2_MACS_peak_26618_lociStitched	chr8	1991045	2000098	2	6364	17395.3395	1261.0829	717	MYOM2		MYOM2	717	1
1_MACS_peak_22764_lociStitched	chr5	139047022	139052203	1	5182	17334.0717	1207.6911	718	CXXC5		CXXC5	718	1
2_MACS_peak_27928_lociStitched	chr9	9605472	9615865	2	9066	17595.349	1488.2776	719	PTPRD		PTPRD	719	1
5_MACS_peak_26879_lociStitched	chr8	27934062	27951570	5	12413	19372.602	3284.5008	720	ELP3,C8orf80		C8orf80	720	1
3_MACS_peak_19591_lociStitched	chr3	129890695	129900386	3	7797	18036.8892	1954.6747	721		COL6A4P2	COL6A4P2	721	1
2_MACS_peak_12001_lociStitched	chr17	62197184	62210368	2	12146	18800.384	2723.8144	722	ERN1	SNORD104,SNORA76	ERN1	722	1
3_MACS_peak_2194_lociStitched	chr1	184711177	184725861	3	9292	19522.378	3453.6768	723	EDEM3		EDEM3	723	1
4_MACS_peak_2415_lociStitched	chr1	205196279	205217908	4	11352	21062.3202	4994.1361	724	TMCC2	DSTYK	TMCC2	724	1
2_MACS_peak_10557_lociStitched	chr16	66582849	66587958	2	4916	16963.4127	902.2494	725	CKLF,TK2	CMTM1,CMTM2,CMTM3	CKLF	725	1
2_MACS_peak_4030_lociStitched	chr10	105229143	105237074	2	5280	17371.2693	1317.3391	726	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	726	1
1_MACS_peak_16199_lociStitched	chr2	208028310	208032522	1	4213	16820.622	788.0652	727	KLF7		KLF7	727	1
3_MACS_peak_2041_lociStitched	chr1	171219574	171228889	3	8164	18135.3735	2135.9295	728	FMO1		FMO1	728	1
1_MACS_peak_2715_lociStitched	chr1	225653925	225656717	1	2793	16769.5896	770.3128	729		LBR	LBR	729	1
3_MACS_peak_2564_lociStitched	chr1	211688144	211703001	3	8689	19006.5601	3038.2565	730		RD3,SLC30A1	RD3	730	1
2_MACS_peak_3897_lociStitched	chr10	97049439	97057782	2	8035	17280.8559	1340.7201	731	PDLIM1		PDLIM1	731	1
2_MACS_peak_21977_lociStitched	chr5	43007041	43021162	2	8298	18204.7932	2300.3109	732	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	732	1
2_MACS_peak_15955_lociStitched	chr2	187810724	187820989	2	7560	17216.458	1350.874	733			ZSWIM2	733	1
4_MACS_peak_11086_lociStitched	chr17	7736841	7762210	4	12512	19214.4806	3358.8556	734	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	734	1
2_MACS_peak_2591_lociStitched	chr1	212779505	212788843	2	5913	18099.8454	2263.5312	735	ATF3	FAM71A	ATF3	735	1
1_MACS_peak_19800_lociStitched	chr3	152877330	152882051	1	4722	16789.2923	955.0583	736	RAP2B		RAP2B	736	1
4_MACS_peak_6865_lociStitched	chr12	92931027	92950998	4	12584	18860.6124	3027.6036	737			CLLU1OS	737	1
5_MACS_peak_8732_lociStitched	chr15	20969632	20996151	5	10151	19419.8637	3598.6283	738		BCL8	BCL8	738	1
2_MACS_peak_20418_lociStitched	chr4	5705352	5715526	2	7916	17606.107	1785.537	739	EVC,EVC2		EVC2	739	1
3_MACS_peak_23798_lociStitched	chr6	33279513	33292765	3	8190	18041.2728	2226.336	740	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	740	1
2_MACS_peak_21731_lociStitched	chr5	1335508	1346203	2	8130	17803.9665	1990.3395	741	CLPTM1L	TERT	CLPTM1L	741	1
1_MACS_peak_17112_lociStitched	chr20	44599143	44601896	1	2754	16419.9932	639.2466	742	ZNF335	PCIF1,MMP9,SLC12A5	ZNF335	742	1
3_MACS_peak_18607_lociStitched	chr3	20080448	20098222	3	11443	18474.2956	2696.3158	743	KAT2B	C3orf48	KAT2B	743	1
3_MACS_peak_1786_lociStitched	chr1	155903051	155917849	3	9725	19090.8998	3313.2722	744	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	744	1
3_MACS_peak_1526_lociStitched	chr1	145501306	145517405	3	7374	19650.4394	3875.0293	745	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	745	1
2_MACS_peak_6895_lociStitched	chr12	94540979	94552956	2	8563	17725.96	1953.4487	746	PLXNC1		PLXNC1	746	1
1_MACS_peak_20675_lociStitched	chr4	40055745	40060337	1	4593	16720.8496	962.9424	747	N4BP2,LOC344967		N4BP2	747	1
1_MACS_peak_25283_lociStitched	chr7	26238743	26242799	1	4057	16554.1584	805.5216	748	CBX3,HNRNPA2B1	NFE2L3	CBX3	748	1
1_MACS_peak_26891_lociStitched	chr8	28346939	28353175	1	6237	17030.516	1296.4644	749	FZD3,FBXO16	MIR4288	FZD3	749	1
2_MACS_peak_20727_lociStitched	chr4	48194675	48205927	2	8350	17743.2788	2021.9844	750	TEC		TXK	750	1
