REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_16354_lociStitched	chr2	227655503	227666750	2	9286	13738.2105	1655.5584	480	IRS1	RHBDD1	IRS1	IRS1	0.1527	480	1
2_MACS_peak_17517_lociStitched	chr21	34600840	34613019	2	9286	32236.5951	2925.3958	481	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.79	481	1
3_MACS_peak_3068_lociStitched	chr10	6953768	6972785	3	9278	29139.7491	3025.6047	482			LOC439949	LOC439949	NONE	482	1
3_MACS_peak_10079_lociStitched	chr16	14486531	14503349	3	9257	27335.9772	2687.5164	483			MIR365-1	MIR365-1	NONE	483	1
2_MACS_peak_6292_lociStitched	chr12	41153130	41166225	2	9180	15679.953	1833.3	484	CNTN1		CNTN1	CNTN1	0.02579999999999999	484	1
4_MACS_peak_16246_lociStitched	chr2	216764767	216784475	4	9151	11393.1948	2857.66	485			LOC646324	LOC646324	NONE	485	1
1_MACS_peak_20033_lociStitched	chr3	176911699	176920848	1	9150	37811.9021	2731.8914	486	TBL1XR1		TBL1XR1	TBL1XR1	0.2428	486	1
1_MACS_peak_9695_lociStitched	chr15	90637437	90646580	1	9144	24431.9246	1820.3713	487	IDH2		IDH2	IDH2	0.8003	487	1
3_MACS_peak_16273_lociStitched	chr2	219148415	219160900	3	9140	16143.105	2138.6805	488	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.5512999999999999	488	1
2_MACS_peak_10994_lociStitched	chr17	4268189	4281308	2	9137	15968.4468	2013.7665	489	UBE2G1		UBE2G1	UBE2G1	0.007099999999999995	489	1
3_MACS_peak_13024_lociStitched	chr19	1015264	1029411	3	9137	17733.2645	2880.3292	490	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	ABCA7	0.5428999999999999	490	1
1_MACS_peak_24747_lociStitched	chr6	138186919	138196046	1	9128	22757.2618	1791.6301	491	TNFAIP3		TNFAIP3	TNFAIP3	0.8074	491	1
4_MACS_peak_4992_lociStitched	chr11	64611215	64634142	4	9124	17607.936	3237.2924	492	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.137	492	1
1_MACS_peak_21730_lociStitched	chr5	1311433	1320546	1	9114	63893.9769	1844.4712	493	CLPTM1L	TERT	TERT	NONE	NONE	493	1
3_MACS_peak_13405_lociStitched	chr19	13949126	13962111	3	9107	27641.1695	2084.0925	494		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.2506	494	1
2_MACS_peak_23712_lociStitched	chr6	30649177	30659479	2	9093	21068.6202	1959.4404	495	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	1.4158	495	1
4_MACS_peak_25307_lociStitched	chr7	29706320	29726184	4	9092	14083.576	2484.9864	496	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.35440000000000005	496	1
2_MACS_peak_5572_lociStitched	chr11	115125344	115136890	2	9086	20259.7662	1776.9294	497	CADM1		CADM1	CADM1	0.20579999999999998	497	1
3_MACS_peak_9261_lociStitched	chr15	63765669	63780122	3	9084	13090.0821	2256.1133	498		USP3	USP3	USP3	0.07819999999999999	498	1
5_MACS_peak_25978_lociStitched	chr7	101376429	101398441	5	9082	9788.7364	2471.9476	499			CUX1	CUX1	0.017199999999999993	499	1
2_MACS_peak_27928_lociStitched	chr9	9605472	9615865	2	9066	17595.349	1488.2776	500	PTPRD		PTPRD	NONE	NONE	500	1
2_MACS_peak_6547_lociStitched	chr12	56509169	56523999	2	9049	16600.702	2791.006	501	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	ZC3H10	0.7241	501	1
4_MACS_peak_253_lociStitched	chr1	17221336	17241677	4	9045	65542.7702	5736.162	502		CROCC	CROCC	NONE	NONE	502	1
3_MACS_peak_19515_lociStitched	chr3	125548679	125560570	3	9040	16119.4396	2203.4023	503		MIR548I1	MIR548I1	MIR548I1	0.00839999999999999	503	1
2_MACS_peak_10866_lociStitched	chr16	89033361	89046317	2	8974	26102.4532	1280.0528	504	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.2239	504	1
3_MACS_peak_11813_lociStitched	chr17	48225226	48239458	3	8972	13611.4848	1951.2072	505	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	0.367	505	1
2_MACS_peak_20939_lociStitched	chr4	78735996	78749320	2	8966	16698.9692	2380.9988	506	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.0921	506	1
2_MACS_peak_25126_lociStitched	chr7	7998891	8013504	2	8952	14683.1424	2453.5227	507	GLCCI1		GLCCI1	GLCCI1	0.05049999999999999	507	1
2_MACS_peak_7318_lociStitched	chr12	125398332	125412421	2	8941	21085.5974	1542.7455	508	UBC	SCARB1	UBC	UBC	1.2242	508	1
2_MACS_peak_17883_lociStitched	chr22	23517398	23526370	2	8936	14833.4076	1961.2792	509	BCR	RAB36,RTDR1	BCR	RAB36	0.48719999999999997	509	1
3_MACS_peak_24637_lociStitched	chr6	130833620	130847837	3	8933	12118.5708	2071.4169	510			TMEM200A	TMEM200A	NONE	510	1
1_MACS_peak_6992_lociStitched	chr12	102870387	102879317	1	8931	26649.799	1652.943	511	IGF1		IGF1	IGF1	0.2633	511	1
1_MACS_peak_17129_lociStitched	chr20	45978429	45987349	1	8921	37318.604	1824.14	512	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.21550000000000002	512	1
3_MACS_peak_28491_lociStitched	chr9	98267358	98279603	3	8917	14697.6735	1493.89	513	PTCH1		PTCH1	PTCH1	0.2768	513	1
2_MACS_peak_1362_lociStitched	chr1	112134529	112147967	2	8915	20484.8872	1448.6164	514	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	0.8082	514	1
2_MACS_peak_20844_lociStitched	chr4	71541965	71554948	2	8898	24414.5315	2083.7715	515	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	0.6326	515	1
4_MACS_peak_18216_lociStitched	chr22	39910844	39929416	4	8894	20405.0564	3069.9516	516	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	0.9464	516	1
4_MACS_peak_15093_lociStitched	chr2	86290497	86308572	4	8893	10881.15	3107.0925	517	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	0.4284	517	1
1_MACS_peak_2279_lociStitched	chr1	197740067	197748958	1	8892	27855.503	2457.4724	518	DENND1B		DENND1B	DENND1B	0.059	518	1
1_MACS_peak_20834_lociStitched	chr4	69434569	69443455	1	8887	31906.9602	1695.4488	519		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.2888	519	1
4_MACS_peak_21631_lociStitched	chr4	185366644	185381058	4	8885	20493.8252	2571.4576	520	IRF2		IRF2	IRF2	1.3247	520	1
3_MACS_peak_16907_lociStitched	chr20	32990829	33005702	3	8881	13208.7113	2190.7929	521	ITCH	MIR644	ITCH	ITCH	0.0842	521	1
1_MACS_peak_14884_lociStitched	chr2	66659703	66668578	1	8876	17832.5375	1272.675	522	MEIS1		MEIS1	MEIS1	0.0857	522	1
4_MACS_peak_23803_lociStitched	chr6	33377098	33396768	4	8869	13021.54	2641.681	523	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	CUTA	0.3725	523	1
2_MACS_peak_23846_lociStitched	chr6	35264678	35280028	2	8861	16539.625	2302.5	524	DEF6	ZNF76,PPARD	DEF6	DEF6	0.40840000000000004	524	1
2_MACS_peak_26084_lociStitched	chr7	106503891	106513667	2	8860	27833.2496	2641.4752	525	PIK3CG		PIK3CG	PIK3CG	0.566	525	1
2_MACS_peak_21112_lociStitched	chr4	103532871	103542787	2	8859	14860.1176	1900.8972	526	NFKB1		NFKB1	NFKB1	0.1488	526	1
3_MACS_peak_22488_lociStitched	chr5	109266089	109282575	3	8854	15050.0694	2606.4366	527		LOC100289673	LOC100289673	NONE	NONE	527	1
3_MACS_peak_10040_lociStitched	chr16	11668517	11681920	3	8845	12259.7241	2283.8712	528	LITAF		LITAF	LITAF	0.1919	528	1
1_MACS_peak_11536_lociStitched	chr17	38016270	38025107	1	8838	24039.2911	1648.9842	529	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.5355000000000001	529	1
1_MACS_peak_16257_lociStitched	chr2	217080032	217088865	1	8834	26895.6017	1756.8837	530			XRCC5	XRCC5	NONE	530	1
2_MACS_peak_27699_lociStitched	chr8	134576771	134585888	2	8819	26501.2956	1460.5434	531	ST3GAL1		ST3GAL1	ST3GAL1	0.3443	531	1
2_MACS_peak_2320_lociStitched	chr1	200986637	200997146	2	8817	17462.8053	2645.1153	532	KIF21B		KIF21B	KIF21B	0.2108	532	1
2_MACS_peak_21012_lociStitched	chr4	87855053	87869619	2	8817	15451.6128	2530.1142	533	AFF1	C4orf36	AFF1	AFF1	0.13179999999999997	533	1
3_MACS_peak_23946_lociStitched	chr6	42737820	42752362	3	8796	35257.079	2293.2734	534		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.5312	534	1
2_MACS_peak_14936_lociStitched	chr2	70310224	70323466	2	8789	62641.281	2484.1992	535	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	4.9216	535	1
3_MACS_peak_26367_lociStitched	chr7	136036495	136046756	3	8779	15193.4627	2402.1001	536			LUZP6	LUZP6	NONE	536	1
3_MACS_peak_29144_lociStitched	chrX	11439811	11454073	3	8769	13109.6304	1142.3862	537	ARHGAP6		AMELX	AMELX	NONE	537	1
2_MACS_peak_11700_lociStitched	chr17	43388184	43399106	2	8768	11628.6534	2342.769	538	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.1434	538	1
3_MACS_peak_28702_lociStitched	chr9	117369429	117380459	3	8766	12638.174	1977.679	539	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.2813	539	1
3_MACS_peak_25385_lociStitched	chr7	37375187	37393658	3	8765	15288.4467	3169.6236	540	ELMO1		ELMO1	ELMO1	0.010099999999999998	540	1
3_MACS_peak_2555_lociStitched	chr1	211499192	211515509	3	8763	17912.8026	3756.1734	541	TRAF5	TRAF5,C1orf97	TRAF5	TRAF5	0.36460000000000004	541	1
3_MACS_peak_14828_lociStitched	chr2	64497400	64511534	3	8753	20874.5046	2358.9646	542			LOC150992	LOC150992	0.33209999999999995	542	1
2_MACS_peak_10196_lociStitched	chr16	23404691	23419578	2	8753	32816.9028	2474.2194	543	COG7		COG7	COG7	0.45480000000000004	543	1
3_MACS_peak_20096_lociStitched	chr3	182098952	182113144	3	8746	10548.9136	3012.9616	544			ATP11B	ATP11B	NONE	544	1
2_MACS_peak_15593_lociStitched	chr2	137132630	137142841	2	8735	24878.0804	2059.5587	545			CXCR4	CXCR4	NONE	545	1
4_MACS_peak_29948_lociStitched	chrX	153234300	153252441	4	8731	22128.3918	1549.2414	546	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.0369	546	1
2_MACS_peak_11803_lociStitched	chr17	47816199	47827367	2	8728	17200.9536	1983.4368	547	FAM117A	MYST2,SLC35B1	FAM117A	SLC35B1	0.38639999999999997	547	1
2_MACS_peak_12064_lociStitched	chr17	66230194	66245347	2	8717	30449.9535	2422.9647	548	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	AMZ2	0.4948	548	1
3_MACS_peak_2317_lociStitched	chr1	200850721	200864132	3	8698	32158.2369	3079.1656	549	C1orf106	GPR25	C1orf106	C1orf106	0.7910999999999999	549	1
3_MACS_peak_346_lociStitched	chr1	24710072	24720490	3	8697	11905.6904	2129.4392	550	C1orf201	NIPAL3	C1orf201	C1orf201	0.1769	550	1
3_MACS_peak_2564_lociStitched	chr1	211688144	211703001	3	8689	19006.5601	3038.2565	551		RD3,SLC30A1	RD3	SLC30A1	0.9048	551	1
3_MACS_peak_4891_lociStitched	chr11	60672541	60684063	3	8664	19780.9696	2468.0124	552	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.6672	552	1
3_MACS_peak_26917_lociStitched	chr8	29490627	29505823	3	8658	15974.0352	2366.0172	553			C8orf75	C8orf75	0.3914	553	1
3_MACS_peak_1798_lociStitched	chr1	156065382	156086109	3	8640	16392.9843	4170.2724	554	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	SEMA4A	1.9360000000000002	554	1
4_MACS_peak_16859_lociStitched	chr20	31254906	31270333	4	8638	15482.5372	2343.3613	555		C20orf203	C20orf203	NONE	NONE	555	1
2_MACS_peak_9170_lociStitched	chr15	52968393	52977069	2	8636	17089.1172	1654.5132	556	KIAA1370		KIAA1370	KIAA1370	0.1126	556	1
3_MACS_peak_23646_lociStitched	chr6	27791039	27808028	3	8633	26689.719	2791.2927	557	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	0.9504000000000001	557	1
1_MACS_peak_1343_lociStitched	chr1	111172853	111181463	1	8611	27726.783	1039.227	558		KCNA2,KCNA3	KCNA2	KCNA3	0.7554	558	1
3_MACS_peak_18574_lociStitched	chr3	15835583	15851738	3	8610	13121.091	2528.2575	559	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.027200000000000002	559	1
3_MACS_peak_5632_lociStitched	chr11	118964300	118979482	3	8581	19533.1612	2526.2848	560	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	0.9727	560	1
1_MACS_peak_24413_lociStitched	chr6	106609655	106618234	1	8580	42969.6373	1756.1213	561			PRDM1	PRDM1	2.9951000000000003	561	1
1_MACS_peak_25865_lociStitched	chr7	92437070	92445647	1	8578	16119.6138	1518.129	562	CDK6		CDK6	CDK6	0.15569999999999998	562	1
2_MACS_peak_5807_lociStitched	chr11	132218163	132231680	2	8571	19679.4003	2357.3648	563			NTM	NTM	NONE	563	1
2_MACS_peak_6895_lociStitched	chr12	94540979	94552956	2	8563	17725.96	1953.4487	564	PLXNC1		PLXNC1	PLXNC1	0.4694	564	1
2_MACS_peak_9368_lociStitched	chr15	70387100	70396564	2	8562	16915.9536	1640.1112	565	TLE3	MIR629	TLE3	TLE3	0.23690000000000003	565	1
3_MACS_peak_6859_lociStitched	chr12	92854580	92866248	3	8553	13463.7052	2121.2424	566		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.0892	566	1
1_MACS_peak_11041_lociStitched	chr17	6062968	6071515	1	8548	34133.2992	1630.7676	567			WSCD1	WSCD1	NONE	567	1
4_MACS_peak_24947_lociStitched	chr6	160389160	160403861	4	8546	9546.8294	1146.678	568	IGF2R		IGF2R	IGF2R	0.061399999999999996	568	1
1_MACS_peak_15319_lociStitched	chr2	110085369	110093902	1	8534	15646.9621	1281.6566	569	SH3RF3		MIR4266	MIR4266	NONE	569	1
4_MACS_peak_13381_lociStitched	chr19	13043535	13057730	4	8533	14430.637	2431.6035	570	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	0.6635	570	1
4_MACS_peak_22980_lociStitched	chr5	156305717	156321886	4	8532	10047.4166	2184.4319	571		PPP1R2P3,LOC100286948	PPP1R2P3	LOC100286948	0.4719	571	1
2_MACS_peak_27617_lociStitched	chr8	126779738	126789065	2	8527	10083.4197	1580.9265	572			TRIB1	TRIB1	0.6647	572	1
1_MACS_peak_16685_lociStitched	chr20	9489968	9498492	1	8525	17684.7428	1491.7	573	C20orf103		C20orf103	C20orf103	0.6388	573	1
2_MACS_peak_17360_lociStitched	chr20	62358794	62370974	2	8522	14684.208	1995.084	574	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.47580000000000006	574	1
2_MACS_peak_12254_lociStitched	chr17	76116469	76129389	2	8516	21146.164	1925.08	575	TMC8,TMC6	C17orf99,SYNGR2	TMC6	C17orf99	1.1779000000000002	575	1
1_MACS_peak_22794_lociStitched	chr5	140886317	140894828	1	8512	9124.6431	1414.5282	576	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.2219	576	1
3_MACS_peak_27611_lociStitched	chr8	126647945	126661122	3	8510	12699.9926	2129.4032	577			TRIB1	TRIB1	0.6647	577	1
3_MACS_peak_28447_lociStitched	chr9	95514422	95528672	3	8505	11219.025	2147.475	578	BICD2	ANKRD19	BICD2	BICD2	0.21199999999999997	578	1
3_MACS_peak_1835_lociStitched	chr1	157142550	157153013	3	8492	13616.5482	2649.2316	579		CYCSP52,ETV3	ETV3	ETV3	0.5161	579	1
1_MACS_peak_3161_lociStitched	chr10	15824669	15833159	1	8491	26240.892	1550.274	580	FAM188A		ITGA8	ITGA8	NONE	580	1
2_MACS_peak_2388_lociStitched	chr1	203722160	203736548	2	8486	37007.3748	3359.598	581	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.2146	581	1
2_MACS_peak_22944_lociStitched	chr5	151127930	151139067	2	8481	12707.317	1986.8408	582	ATOX1	G3BP1	ATOX1	ATOX1	0.4235	582	1
3_MACS_peak_13203_lociStitched	chr19	6765112	6779698	3	8480	12882.3552	3439.3788	583	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	0.604	583	1
6_MACS_peak_29557_lociStitched	chrX	70837354	70857502	6	8473	10525.3152	1545.3516	584	BCYRN1,CXCR3	ACRC	CXCR3	CXCR3	0.44799999999999995	584	1
3_MACS_peak_22327_lociStitched	chr5	86408293	86419864	3	8461	16405.3638	2049.2241	585	MIR4280		MIR4280	MIR4280	0.3648	585	1
4_MACS_peak_2548_lociStitched	chr1	210850496	210871454	4	8461	10261.0368	4420.0422	586	KCNH1		HHAT	HHAT	NONE	586	1
2_MACS_peak_11765_lociStitched	chr17	46528026	46537731	2	8459	10141.725	1894.416	587		SKAP1	SKAP1	NONE	NONE	587	1
2_MACS_peak_25556_lociStitched	chr7	52774335	52788431	2	8456	17037.8352	1666.1472	588			POM121L12	POM121L12	NONE	588	1
4_MACS_peak_10670_lociStitched	chr16	70461078	70474130	4	8453	11801.6184	2119.6448	589	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.26730000000000004	589	1
4_MACS_peak_6605_lociStitched	chr12	58135057	58150921	4	8452	11012.7888	2555.6904	590	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	0.5246	590	1
4_MACS_peak_12431_lociStitched	chr18	3585567	3605601	4	8451	8081.7156	2492.2296	591	FLJ35776,DLGAP1		FLJ35776	FLJ35776	0.1533	591	1
3_MACS_peak_18739_lociStitched	chr3	39248007	39263830	3	8440	18090.4359	2450.9827	592		XIRP1	XIRP1	XIRP1	0.0862	592	1
3_MACS_peak_9182_lociStitched	chr15	55569122	55583221	3	8428	14878.6747	2250.2004	593	RAB27A	PIGB,RAB27A	RAB27A	RAB27A	0.1056	593	1
4_MACS_peak_27681_lociStitched	chr8	133958677	133973440	4	8426	8208.228	1959.0501	594	TG		TG	TG	0.0238	594	1
2_MACS_peak_12316_lociStitched	chr17	78873583	78887506	2	8425	28216.3518	2004.912	595	RPTOR		CHMP6	CHMP6	NONE	595	1
4_MACS_peak_11315_lociStitched	chr17	27464708	27487089	4	8420	14634.9359	3549.6266	596	MYO18A		MYO18A	MYO18A	0.09989999999999999	596	1
3_MACS_peak_24736_lociStitched	chr6	137973770	137983602	3	8415	8732.7824	1719.6168	597			OLIG3	OLIG3	NONE	597	1
3_MACS_peak_594_lociStitched	chr1	36614205	36627343	3	8398	18435.2416	2007.4864	598	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.2972	598	1
3_MACS_peak_17526_lociStitched	chr21	34696164	34712723	3	8396	24494.0728	4030.4606	599	IFNAR1		IFNAR1	IFNAR1	0.47329999999999994	599	1
3_MACS_peak_21312_lociStitched	chr4	129723888	129741278	3	8396	19598.53	2488.509	600	PHF17		PHF17	PHF17	0.2379	600	1
3_MACS_peak_18085_lociStitched	chr22	36772684	36785044	3	8395	16309.02	2138.28	601	MYH9		MYH9	MYH9	0.3266	601	1
2_MACS_peak_12230_lociStitched	chr17	75229347	75244042	2	8394	22499.5145	2295.359	602		SEC14L1,SEPT9	SEPT9	SEC14L1	0.9409	602	1
2_MACS_peak_13318_lociStitched	chr19	11199088	11207929	2	8392	14180.964	1640.0055	603	LDLR		LDLR	LDLR	0.2302	603	1
2_MACS_peak_27640_lociStitched	chr8	129664656	129673130	2	8389	23234.8606	1682.089	604			MIR1208	MIR1208	NONE	604	1
5_MACS_peak_7217_lociStitched	chr12	120966139	120978166	5	8381	9251.1684	1196.6865	605	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.1225	605	1
4_MACS_peak_10314_lociStitched	chr16	30379590	30394678	4	8381	12986.2416	2325.0608	606	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	0.725	606	1
6_MACS_peak_4200_lociStitched	chr10	124341314	124355813	6	8379	6414.3576	1777.5774	607	DMBT1		DMBT1	DMBT1	0.0529	607	1
5_MACS_peak_1767_lociStitched	chr1	155210227	155232853	5	8379	15872.139	5262.8076	608	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	0.5737	608	1
3_MACS_peak_17136_lociStitched	chr20	46114264	46132490	3	8373	14458.6858	2921.6278	609	NCOA3		NCOA3	NONE	NONE	609	1
2_MACS_peak_5802_lociStitched	chr11	130696938	130705902	2	8365	17105.1048	1638.6192	610			SNX19	SNX19	NONE	610	1
3_MACS_peak_10499_lociStitched	chr16	57569012	57579415	3	8358	14506.9835	1892.3057	611	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.1418	611	1
4_MACS_peak_27810_lociStitched	chr8	145732787	145754727	4	8351	16849.92	2902.662	612	MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,GPT,CYHR1,FOXH1	LRRC14	GPT	0.5754	612	1
2_MACS_peak_20727_lociStitched	chr4	48194675	48205927	2	8350	17743.2788	2021.9844	613	TEC		TXK	TXK	NONE	613	1
3_MACS_peak_19625_lociStitched	chr3	133160084	133169413	3	8343	11921.5291	1575.6681	614	BFSP2		BFSP2	BFSP2	0.6248	614	1
2_MACS_peak_26353_lociStitched	chr7	134670575	134682740	2	8340	15706.2315	2993.8065	615	AGBL3		AGBL3	AGBL3	0.031	615	1
2_MACS_peak_22648_lociStitched	chr5	130709204	130719129	2	8331	15790.675	1741.8375	616	CDC42SE2		CDC42SE2	CDC42SE2	0.1184	616	1
2_MACS_peak_26857_lociStitched	chr8	26428063	26437551	2	8324	23693.4336	1832.1328	617	DPYSL2		DPYSL2	DPYSL2	0.11610000000000001	617	1
4_MACS_peak_15296_lociStitched	chr2	109221397	109238830	4	8318	10989.7632	2879.9316	618	LIMS1	LIMS1	LIMS1	LIMS1	0.11179999999999998	618	1
3_MACS_peak_28458_lociStitched	chr9	95820367	95835852	3	8312	9027.755	2019.244	619	SUSD3	C9orf89	SUSD3	C9orf89	0.3775	619	1
2_MACS_peak_18174_lociStitched	chr22	39377272	39385776	2	8308	19885.7536	1478.8456	620	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3C	0.9769000000000001	620	1
3_MACS_peak_24703_lociStitched	chr6	135544231	135556428	3	8308	10868.7467	1897.8532	621		MYB	MYB	MYB	0.11889999999999999	621	1
3_MACS_peak_28738_lociStitched	chr9	123653143	123667637	3	8307	19259.6272	2208.8856	622	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	0.6006	622	1
3_MACS_peak_18997_lociStitched	chr3	52730793	52745551	3	8302	15262.7236	2325.8608	623	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	0.6057	623	1
2_MACS_peak_21977_lociStitched	chr5	43007041	43021162	2	8298	18204.7932	2300.3109	624	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.1891	624	1
3_MACS_peak_6334_lociStitched	chr12	46776155	46785553	3	8283	18689.8026	1971.7004	625		SLC38A2	SLC38A2	SLC38A2	0.36229999999999996	625	1
3_MACS_peak_23351_lociStitched	chr6	6798501	6812507	3	8282	11665.5974	2103.7012	626			LY86-AS1	LY86-AS1	NONE	626	1
3_MACS_peak_14486_lociStitched	chr2	31430182	31443250	3	8281	9938.214	1883.0988	627	CAPN14	EHD3	CAPN14	CAPN14	0.1343	627	1
2_MACS_peak_5375_lociStitched	chr11	87062349	87071759	2	8275	11214.838	1616.638	628			TMEM135	TMEM135	NONE	628	1
3_MACS_peak_26576_lociStitched	chr7	155532857	155547556	3	8272	10264.3117	3199.9723	629	RBM33		SHH	SHH	NONE	629	1
5_MACS_peak_955_lociStitched	chr1	59470580	59487150	5	8271	13645.395	2485.5	630			LOC729467	LOC729467	NONE	630	1
3_MACS_peak_1669_lociStitched	chr1	151802512	151820106	3	8256	13556.177	3865.4018	631	LOC100132111,RORC,C2CD4D,THEM5	TDRKH,LINGO4,RORC	LOC100132111	LOC100132111	0.5472	631	1
5_MACS_peak_11604_lociStitched	chr17	40329941	40351378	5	8253	10409.8072	3104.0776	632	KCNH4,HCRT,GHDC,STAT5B	RAB5C	HCRT	HCRT	0.4692	632	1
3_MACS_peak_22064_lociStitched	chr5	55953929	55967654	3	8251	15009.66	2154.825	633			MAP3K1	MAP3K1	NONE	633	1
2_MACS_peak_11017_lociStitched	chr17	4842254	4855057	2	8250	29925.7322	2517.0698	634	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.8014000000000001	634	1
4_MACS_peak_10433_lociStitched	chr16	50297848	50316922	4	8248	15329.7738	2645.5638	635		ADCY7	ADCY7	NONE	NONE	635	1
2_MACS_peak_17234_lociStitched	chr20	52345513	52358305	2	8245	19965.7536	2205.3408	636			SUMO1P1	SUMO1P1	0.6596	636	1
3_MACS_peak_13858_lociStitched	chr19	44257428	44271667	3	8240	25362.5068	2303.8702	637	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.3407	637	1
2_MACS_peak_21621_lociStitched	chr4	185239590	185253840	2	8221	13461.975	2329.875	638			ENPP6	NONE	NONE	638	1
2_MACS_peak_24013_lociStitched	chr6	45675237	45683759	2	8220	14051.0736	1558.6738	639			RUNX2	RUNX2	0.1094	639	1
