REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_2849_lociStitched	chr12	127420743	127421392	1	650	396.4741	62.1093
1_MACS_peak_6024_lociStitched	chr2	202208126	202208775	1	650	553.6619	166.5983
1_MACS_peak_7376_lociStitched	chr3	121676357	121677006	1	650	505.44120000000004	102.3473
1_MACS_peak_8452_lociStitched	chr5	21817862	21818511	1	650	277.0581	75.5436
1_MACS_peak_9818_lociStitched	chr7	10021436	10022085	1	650	325.5384	80.8005
1_MACS_peak_10644_lociStitched	chr8	55579829	55580478	1	650	420.552	78.2045
1_MACS_peak_1385_lociStitched	chr10	55897138	55897786	1	649	569.0088	150.7248
1_MACS_peak_2317_lociStitched	chr12	8801086	8801734	1	649	374.4792	77.8896
1_MACS_peak_3429_lociStitched	chr15	40964580	40965228	1	649	397.8072	48.729600000000005
1_MACS_peak_6319_lociStitched	chr20	32439826	32440474	1	649	489.24	88.8408
1_MACS_peak_8099_lociStitched	chr4	108288543	108289191	1	649	358.5384	82.0368
1_MACS_peak_11674_lociStitched	chrX	142668913	142669561	1	649	347.5224	62.532000000000004
1_MACS_peak_5261_lociStitched	chr2	12996912	12997559	1	648	437.6955	113.41910000000001
1_MACS_peak_5755_lociStitched	chr2	126087582	126088229	1	648	414.08	88.05669999999999
1_MACS_peak_8213_lociStitched	chr4	145966208	145966855	1	648	405.34549999999996	92.7798
1_MACS_peak_8819_lociStitched	chr5	125439495	125440142	1	648	427.2141	86.37450000000001
1_MACS_peak_9412_lociStitched	chr6	63251298	63251945	1	648	510.7418	91.22699999999999
1_MACS_peak_10018_lociStitched	chr7	64346851	64347498	1	648	319.6827	75.8931
1_MACS_peak_10699_lociStitched	chr8	72459405	72460052	1	648	343.2335	122.4124
1_MACS_peak_11556_lociStitched	chrX	47410396	47411043	1	648	381.1477	53.2481
1_MACS_peak_258_lociStitched	chr1	54050705	54051351	1	647	393.54319999999996	98.0628
1_MACS_peak_1374_lociStitched	chr10	52364975	52365621	1	647	527.3298	90.89219999999999
1_MACS_peak_2431_lociStitched	chr12	28261363	28262009	1	647	310.4676	68.4114
1_MACS_peak_3981_lociStitched	chr16	61180188	61180834	1	647	333.4652	39.8582
1_MACS_peak_6138_lociStitched	chr2	232328335	232328981	1	647	297.5476	18.346400000000003
1_MACS_peak_6157_lociStitched	chr2	235902108	235902754	1	647	352.716	75.3882
1_MACS_peak_8589_lociStitched	chr5	65141061	65141707	1	647	402.78100000000006	59.8196
1_MACS_peak_11300_lociStitched	chr9	113431560	113432206	1	647	382.755	102.391
1_MACS_peak_11434_lociStitched	chrX	1587153	1587799	1	647	260.5318	56.7834
1_MACS_peak_3714_lociStitched	chr15	93198848	93199493	1	646	410.865	77.33550000000001
1_MACS_peak_4086_lociStitched	chr16	89489205	89489850	1	646	390.096	65.532
1_MACS_peak_4201_lociStitched	chr17	19438858	19439503	1	646	606.816	101.00699999999999
1_MACS_peak_8410_lociStitched	chr5	6737266	6737911	1	646	457.176	115.1325
1_MACS_peak_9719_lociStitched	chr6	145036180	145036825	1	646	457.047	118.42200000000001
1_MACS_peak_9996_lociStitched	chr7	50987687	50988332	1	646	459.23999999999995	139.578
1_MACS_peak_49_lociStitched	chr1	11740657	11741301	1	645	344.47560000000004	41.666799999999995
1_MACS_peak_683_lociStitched	chr1	165796672	165797316	1	645	410.228	161.322
1_MACS_peak_3103_lociStitched	chr14	36325184	36325828	1	645	403.53040000000004	118.7536
1_MACS_peak_4042_lociStitched	chr16	77756689	77757333	1	645	361.86359999999996	77.0868
1_MACS_peak_5213_lociStitched	chr2	7049716	7050360	1	645	336.6832	83.01159999999999
1_MACS_peak_5949_lociStitched	chr2	188503441	188504085	1	645	379.5736	58.4752
1_MACS_peak_9680_lociStitched	chr6	138326858	138327502	1	645	518.5488	169.6296
1_MACS_peak_11299_lociStitched	chr9	113078530	113079174	1	645	443.8448	118.0452
1_MACS_peak_3795_lociStitched	chr16	10423178	10423821	1	644	453.82939999999996	80.63220000000001
1_MACS_peak_9769_lociStitched	chr7	302835	303478	1	644	203.4452	57.6771
1_MACS_peak_2472_lociStitched	chr12	33030484	33031126	1	643	281.58119999999997	75.6918
1_MACS_peak_2862_lociStitched	chr13	21243131	21243773	1	643	398.04	69.0792
1_MACS_peak_3882_lociStitched	chr16	25268600	25269242	1	643	386.6124	44.940000000000005
1_MACS_peak_5236_lociStitched	chr2	10443754	10444396	1	643	314.901	56.7528
1_MACS_peak_11601_lociStitched	chrX	74142704	74143346	1	643	425.0682	49.0488
1_MACS_peak_272_lociStitched	chr1	59197046	59197687	1	642	342.74269999999996	53.9081
1_MACS_peak_2592_lociStitched	chr12	62264619	62265260	1	642	362.6778	80.4455
1_MACS_peak_2942_lociStitched	chr13	53477339	53477980	1	642	336.71729999999997	60.9591
1_MACS_peak_4134_lociStitched	chr17	5483641	5484282	1	642	550.619	146.6608
1_MACS_peak_4533_lociStitched	chr17	76182947	76183587	1	641	408.384	144.96
1_MACS_peak_6895_lociStitched	chr22	47133168	47133808	1	641	362.944	99.328
1_MACS_peak_8116_lociStitched	chr4	111009694	111010334	1	641	429.632	48.448
1_MACS_peak_907_lociStitched	chr1	205600957	205601596	1	640	510.7527	173.2968
1_MACS_peak_1902_lociStitched	chr11	47429483	47430122	1	640	503.59590000000003	140.2605
1_MACS_peak_4174_lociStitched	chr17	15761276	15761915	1	640	234.3852	50.289300000000004
1_MACS_peak_5198_lociStitched	chr2	2016111	2016750	1	640	449.9199	37.5732
1_MACS_peak_6158_lociStitched	chr2	235953859	235954498	1	640	408.25710000000004	66.5838
1_MACS_peak_11209_lociStitched	chr9	94036077	94036716	1	640	496.6308	96.10560000000001
1_MACS_peak_414_lociStitched	chr1	112158760	112159398	1	639	412.148	57.0372
1_MACS_peak_418_lociStitched	chr1	113693030	113693668	1	639	386.5004	48.105199999999996
1_MACS_peak_451_lociStitched	chr1	120925521	120926159	1	639	340.62820000000005	124.2824
1_MACS_peak_1430_lociStitched	chr10	70326658	70327296	1	639	574.9656	103.80260000000001
1_MACS_peak_2688_lociStitched	chr12	90797717	90798355	1	639	395.6876	54.7404
1_MACS_peak_3340_lociStitched	chr15	28212834	28213472	1	639	371.25219999999996	73.68900000000001
1_MACS_peak_6798_lociStitched	chr22	34806070	34806708	1	639	357.4076	68.6488
1_MACS_peak_10994_lociStitched	chr9	9998804	9999442	1	639	420.5058	106.35459999999999
1_MACS_peak_3968_lociStitched	chr16	57083388	57084025	1	638	387.3597	68.0316
1_MACS_peak_8506_lociStitched	chr5	39657923	39658560	1	638	324.5515	75.9304
1_MACS_peak_10000_lociStitched	chr7	52614030	52614667	1	638	516.0337000000001	150.9053
1_MACS_peak_10581_lociStitched	chr8	37012667	37013304	1	638	374.11010000000005	68.5412
1_MACS_peak_1673_lociStitched	chr10	124134750	124135386	1	637	387.00600000000003	99.34320000000001
1_MACS_peak_8059_lociStitched	chr4	98470047	98470683	1	637	442.08360000000005	97.8168
1_MACS_peak_8215_lociStitched	chr4	146116133	146116769	1	637	457.41119999999995	92.0292
1_MACS_peak_8824_lociStitched	chr5	126539371	126540007	1	637	513.9516	96.7992
1_MACS_peak_9023_lociStitched	chr5	171538166	171538802	1	637	401.57039999999995	97.944
1_MACS_peak_9081_lociStitched	chr6	1821870	1822506	1	637	450.0972	96.8628
1_MACS_peak_10786_lociStitched	chr8	104777686	104778322	1	637	375.558	30.7824
1_MACS_peak_10955_lociStitched	chr9	2466010	2466646	1	637	365.00039999999996	104.94000000000001
1_MACS_peak_391_lociStitched	chr1	100988483	100989118	1	636	282.7655	82.48649999999999
1_MACS_peak_1250_lociStitched	chr10	17258190	17258825	1	636	534.6065	164.97299999999998
1_MACS_peak_2212_lociStitched	chr11	123252507	123253142	1	636	367.2205	64.389
1_MACS_peak_2877_lociStitched	chr13	28278719	28279354	1	636	284.4165	53.213
1_MACS_peak_3275_lociStitched	chr14	105948096	105948731	1	636	335.59749999999997	58.1025
1_MACS_peak_381_lociStitched	chr1	93369297	93369931	1	635	297.0924	51.671
1_MACS_peak_1288_lociStitched	chr10	28031065	28031699	1	635	303.36899999999997	51.988
1_MACS_peak_5840_lociStitched	chr2	156002121	156002755	1	635	468.77959999999996	59.405800000000006
1_MACS_peak_6172_lociStitched	chr2	239168173	239168807	1	635	371.207	81.152
1_MACS_peak_10651_lociStitched	chr8	59152266	59152900	1	635	450.6472	85.71679999999999
1_MACS_peak_11679_lociStitched	chrX	153245674	153246308	1	635	450.26680000000005	98.84060000000001
1_MACS_peak_2279_lociStitched	chr12	1692392	1693025	1	634	545.2662	150.9705
1_MACS_peak_2600_lociStitched	chr12	66451009	66451642	1	634	628.9488	227.12040000000002
1_MACS_peak_11162_lociStitched	chr9	84769304	84769937	1	634	463.2927	71.9721
1_MACS_peak_4_lociStitched	chr1	1353204	1353836	1	633	317.01120000000003	73.944
1_MACS_peak_1482_lociStitched	chr10	77288067	77288699	1	633	339.1944	60.04
1_MACS_peak_1941_lociStitched	chr11	60753844	60754476	1	633	446.31840000000005	97.26480000000001
1_MACS_peak_7923_lociStitched	chr4	57576088	57576720	1	633	500.1016	60.6088
1_MACS_peak_11004_lociStitched	chr9	16416954	16417586	1	633	762.6976000000001	51.3816
1_MACS_peak_1691_lociStitched	chr10	126077449	126078080	1	632	298.5892	44.1069
1_MACS_peak_1921_lociStitched	chr11	58777187	58777818	1	632	438.60810000000004	88.5293
1_MACS_peak_2802_lociStitched	chr12	111077478	111078109	1	632	380.9978	100.32900000000001
1_MACS_peak_4085_lociStitched	chr16	89402192	89402823	1	632	338.84700000000004	41.70910000000001
1_MACS_peak_4317_lociStitched	chr17	39912600	39913231	1	632	357.0829	116.04090000000001
1_MACS_peak_4596_lociStitched	chr18	2960000	2960631	1	632	366.1693	61.3332
1_MACS_peak_4609_lociStitched	chr18	5884250	5884881	1	632	466.94	136.6746
1_MACS_peak_4765_lociStitched	chr18	48623430	48624061	1	632	360.301	51.426500000000004
1_MACS_peak_5792_lociStitched	chr2	136689480	136690111	1	632	316.0679	36.6611
1_MACS_peak_11482_lociStitched	chrX	13023674	13024305	1	632	358.40799999999996	40.0054
1_MACS_peak_11615_lociStitched	chrX	83911038	83911669	1	632	325.97459999999995	35.7777
1_MACS_peak_1843_lociStitched	chr11	27340493	27341123	1	631	414.22499999999997	74.718
1_MACS_peak_3665_lociStitched	chr15	85076778	85077408	1	631	328.86	58.086000000000006
1_MACS_peak_8122_lociStitched	chr4	113218149	113218779	1	631	379.51200000000006	100.485
1_MACS_peak_8268_lociStitched	chr4	168009158	168009788	1	631	352.98900000000003	70.68599999999999
1_MACS_peak_3262_lociStitched	chr14	97347852	97348481	1	630	415.51739999999995	79.31689999999999
1_MACS_peak_4270_lociStitched	chr17	34901268	34901897	1	630	666.8658	143.6636
1_MACS_peak_149_lociStitched	chr1	31191449	31192077	1	629	410.46079999999995	102.48960000000001
1_MACS_peak_183_lociStitched	chr1	37754442	37755070	1	629	830.3416	170.12519999999998
1_MACS_peak_1550_lociStitched	chr10	94214636	94215264	1	629	407.7604	146.7636
1_MACS_peak_2415_lociStitched	chr12	26970018	26970646	1	629	419.5668	61.544000000000004
1_MACS_peak_8740_lociStitched	chr5	108017063	108017691	1	629	555.152	98.4704
1_MACS_peak_9507_lociStitched	chr6	96232744	96233372	1	629	286.1168	46.9744
1_MACS_peak_9720_lociStitched	chr6	145469469	145470097	1	629	367.8824	44.211200000000005
1_MACS_peak_10555_lociStitched	chr8	29451803	29452431	1	629	441.798	95.8956
1_MACS_peak_1508_lociStitched	chr10	82979404	82980031	1	628	342.8436	76.99560000000001
1_MACS_peak_2335_lociStitched	chr12	10710207	10710834	1	628	328.42260000000005	79.002
1_MACS_peak_8458_lociStitched	chr5	27325525	27326152	1	628	490.5021	121.7007
1_MACS_peak_10987_lociStitched	chr9	7461709	7462336	1	628	416.70419999999996	84.7704
1_MACS_peak_380_lociStitched	chr1	93297447	93298073	1	627	322.5152	66.04299999999999
1_MACS_peak_4302_lociStitched	chr17	38470776	38471402	1	627	402.1424	88.6416
1_MACS_peak_4646_lociStitched	chr18	11818319	11818945	1	627	478.20140000000004	79.5646
1_MACS_peak_5808_lociStitched	chr2	147058742	147059368	1	627	407.839	43.1314
1_MACS_peak_6152_lociStitched	chr2	234849174	234849800	1	627	293.907	43.0688
1_MACS_peak_6214_lociStitched	chr20	8508443	8509069	1	627	324.58099999999996	103.54039999999999
1_MACS_peak_8514_lociStitched	chr5	42483472	42484098	1	627	398.3864	91.6464
1_MACS_peak_9776_lociStitched	chr7	1609571	1610197	1	627	364.019	116.99940000000001
1_MACS_peak_10800_lociStitched	chr8	116234918	116235544	1	627	494.97819999999996	49.57920000000001
1_MACS_peak_11649_lociStitched	chrX	123373744	123374370	1	627	397.25960000000003	77.4988
1_MACS_peak_11656_lociStitched	chrX	129402730	129403356	1	627	381.1714	58.0928
1_MACS_peak_2994_lociStitched	chr13	86682343	86682968	1	626	376.50000000000006	65.5
1_MACS_peak_4208_lociStitched	chr17	20601988	20602613	1	626	350.8125	75.375
1_MACS_peak_5275_lociStitched	chr2	18549193	18549818	1	626	583.6875	114.8125
1_MACS_peak_8261_lociStitched	chr4	165113935	165114560	1	626	532.375	127.5625
1_MACS_peak_11428_lociStitched	chr9	140512726	140513351	1	626	433.0	115.4375
1_MACS_peak_11473_lociStitched	chrX	12533361	12533986	1	626	327.6875	49.50000000000001
1_MACS_peak_4773_lociStitched	chr18	51137256	51137880	1	625	281.54879999999997	45.0528
1_MACS_peak_8693_lociStitched	chr5	90562057	90562681	1	625	375.4608	102.3984
1_MACS_peak_386_lociStitched	chr1	97624805	97625428	1	624	367.0093	28.7203
1_MACS_peak_2624_lociStitched	chr12	70442199	70442822	1	624	350.1883	77.1897
1_MACS_peak_3785_lociStitched	chr16	8962209	8962832	1	624	381.7744	84.47879999999999
1_MACS_peak_8643_lociStitched	chr5	78907556	78908179	1	624	486.0023	116.3141
1_MACS_peak_4049_lociStitched	chr16	80574410	80575032	1	623	390.2428	96.47219999999999
1_MACS_peak_4566_lociStitched	chr17	80056765	80057387	1	623	353.9802	104.9936
1_MACS_peak_6520_lociStitched	chr21	17567812	17568434	1	623	299.3686	94.233
1_MACS_peak_8621_lociStitched	chr5	73874905	73875527	1	623	431.6058	45.592600000000004
1_MACS_peak_9417_lociStitched	chr6	64392811	64393433	1	623	450.8256	58.2192
1_MACS_peak_3763_lociStitched	chr16	2059794	2060415	1	622	402.22170000000006	141.4017
1_MACS_peak_4814_lociStitched	chr18	58316151	58316772	1	622	366.39	132.5835
1_MACS_peak_4816_lociStitched	chr18	59500512	59501133	1	622	439.5438	84.14550000000001
1_MACS_peak_8371_lociStitched	chr4	190980448	190981069	1	622	319.5666	87.0021
1_MACS_peak_10330_lociStitched	chr7	135993992	135994613	1	622	549.2124	109.1097
1_MACS_peak_10736_lociStitched	chr8	85677072	85677693	1	622	259.7022	32.6646
1_MACS_peak_10787_lociStitched	chr8	104876065	104876686	1	622	389.67749999999995	78.246
1_MACS_peak_4581_lociStitched	chr17	80550765	80551385	1	621	353.46200000000005	56.11
1_MACS_peak_6135_lociStitched	chr2	231757947	231758567	1	621	301.50600000000003	61.132
1_MACS_peak_6473_lociStitched	chr20	56284798	56285418	1	621	330.956	61.38
1_MACS_peak_8909_lociStitched	chr5	141851717	141852337	1	621	260.772	36.642
1_MACS_peak_11456_lociStitched	chrX	9309721	9310341	1	621	614.854	41.292
1_MACS_peak_11490_lociStitched	chrX	13770780	13771400	1	621	592.844	98.58
1_MACS_peak_11524_lociStitched	chrX	30849118	30849738	1	621	619.7520000000001	51.708
1_MACS_peak_227_lociStitched	chr1	43638210	43638829	1	620	396.7171	58.4955
1_MACS_peak_1780_lociStitched	chr11	10663072	10663691	1	620	407.24010000000004	78.1797
1_MACS_peak_11436_lociStitched	chrX	1640316	1640935	1	620	457.68859999999995	97.8639
1_MACS_peak_2922_lociStitched	chr13	49066498	49067116	1	619	367.1538	58.7718
1_MACS_peak_5215_lociStitched	chr2	7774324	7774942	1	619	335.265	45.732
1_MACS_peak_10040_lociStitched	chr7	71078238	71078856	1	619	413.133	84.9132
1_MACS_peak_5204_lociStitched	chr2	3714722	3715339	1	618	397.2246	63.180800000000005
1_MACS_peak_6247_lociStitched	chr20	14029604	14030221	1	618	475.2751	93.53720000000001
1_MACS_peak_7823_lociStitched	chr4	19064270	19064887	1	618	282.586	86.7502
1_MACS_peak_9766_lociStitched	chr6	169368086	169368703	1	618	320.46979999999996	64.5382
1_MACS_peak_1422_lociStitched	chr10	64996043	64996659	1	617	240.1784	53.2224
1_MACS_peak_1850_lociStitched	chr11	30626458	30627074	1	617	332.8248	45.1528
1_MACS_peak_1935_lociStitched	chr11	60296329	60296945	1	617	416.9704	79.6488
1_MACS_peak_4571_lociStitched	chr17	80288055	80288671	1	617	405.57439999999997	67.9448
1_MACS_peak_6066_lociStitched	chr2	212496135	212496751	1	617	323.8928	56.1792
1_MACS_peak_9724_lociStitched	chr6	150259809	150260425	1	617	457.072	71.456
1_MACS_peak_11280_lociStitched	chr9	110005972	110006588	1	617	535.4888	70.10079999999999
1_MACS_peak_5776_lociStitched	chr2	134507831	134508446	1	616	404.424	74.907
1_MACS_peak_5864_lociStitched	chr2	163117384	163117999	1	616	398.2125	80.196
1_MACS_peak_6860_lociStitched	chr22	41107348	41107963	1	616	337.266	68.142
1_MACS_peak_2860_lociStitched	chr13	20993524	20994138	1	615	425.74760000000003	27.5072
1_MACS_peak_7132_lociStitched	chr3	47822571	47823185	1	615	373.55760000000004	90.565
1_MACS_peak_8001_lociStitched	chr4	82117180	82117794	1	615	288.0274	81.7848
1_MACS_peak_8151_lociStitched	chr4	124246300	124246914	1	615	423.7828	91.7316
1_MACS_peak_8975_lociStitched	chr5	157836518	157837132	1	615	396.8282	66.3734
1_MACS_peak_11417_lociStitched	chr9	135819913	135820527	1	615	289.501	85.53020000000001
1_MACS_peak_2934_lociStitched	chr13	52872244	52872857	1	614	299.20529999999997	51.9824
1_MACS_peak_3076_lociStitched	chr14	19135630	19136243	1	614	254.9467	91.2757
1_MACS_peak_3212_lociStitched	chr14	87533369	87533982	1	614	324.9513	54.3118
1_MACS_peak_3629_lociStitched	chr15	77635098	77635711	1	614	455.21380000000005	80.4256
1_MACS_peak_6536_lociStitched	chr21	21372041	21372654	1	614	514.5522	115.6731
1_MACS_peak_11625_lociStitched	chrX	107575350	107575963	1	614	424.80899999999997	24.7652
1_MACS_peak_1652_lociStitched	chr10	114853755	114854367	1	613	345.22920000000005	58.9968
1_MACS_peak_1712_lociStitched	chr10	134266434	134267046	1	613	285.0084	58.2012
1_MACS_peak_2224_lociStitched	chr11	126042955	126043567	1	613	464.6304	125.88839999999999
1_MACS_peak_2993_lociStitched	chr13	86274807	86275419	1	613	369.8316	53.7948
1_MACS_peak_8987_lociStitched	chr5	160129798	160130410	1	613	282.07079999999996	67.5648
1_MACS_peak_10740_lociStitched	chr8	90073438	90074050	1	613	323.3196	52.2036
1_MACS_peak_1395_lociStitched	chr10	60807562	60808173	1	612	368.1275	72.2202
1_MACS_peak_5004_lociStitched	chr19	16197190	16197801	1	612	356.3963	107.41380000000001
1_MACS_peak_5151_lociStitched	chr19	49338976	49339587	1	612	352.3026	85.4789
1_MACS_peak_6483_lociStitched	chr20	58947781	58948392	1	612	440.4088	131.8538
1_MACS_peak_7042_lociStitched	chr3	30644274	30644885	1	612	417.7407	59.6336
1_MACS_peak_7254_lociStitched	chr3	88482610	88483221	1	612	382.3638	74.542
1_MACS_peak_8123_lociStitched	chr4	114068022	114068633	1	612	401.48810000000003	81.263
1_MACS_peak_9192_lociStitched	chr6	22373058	22373669	1	612	362.26189999999997	56.5786
1_MACS_peak_9660_lociStitched	chr6	135973061	135973672	1	612	397.6999	62.0776
1_MACS_peak_11605_lociStitched	chrX	77320320	77320931	1	612	310.999	47.1081
1_MACS_peak_494_lociStitched	chr1	145920431	145921041	1	611	257.359	16.592
1_MACS_peak_10085_lociStitched	chr7	80814345	80814955	1	611	249.917	46.726
1_MACS_peak_2823_lociStitched	chr12	117603739	117604348	1	610	313.635	54.8709
1_MACS_peak_2874_lociStitched	chr13	26796243	26796852	1	610	295.66949999999997	72.0447
1_MACS_peak_5257_lociStitched	chr2	12145907	12146516	1	610	508.3932	111.6297
1_MACS_peak_5361_lociStitched	chr2	38303856	38304465	1	610	312.6606	30.2064
1_MACS_peak_6179_lociStitched	chr2	242448080	242448689	1	610	275.9379	43.4217
1_MACS_peak_6978_lociStitched	chr3	14185812	14186421	1	610	339.39570000000003	86.5389
1_MACS_peak_7844_lociStitched	chr4	31385265	31385874	1	610	398.71229999999997	95.2476
1_MACS_peak_8167_lociStitched	chr4	129567857	129568466	1	610	376.72740000000005	61.2045
1_MACS_peak_11515_lociStitched	chrX	24795629	24796238	1	610	372.7689	48.3546
1_MACS_peak_2315_lociStitched	chr12	8495592	8496200	1	609	408.8192	76.1824
1_MACS_peak_2903_lociStitched	chr13	38993888	38994496	1	609	277.6736	46.208
1_MACS_peak_3118_lociStitched	chr14	49141624	49142232	1	609	335.312	38.0608
1_MACS_peak_3601_lociStitched	chr15	73343973	73344581	1	609	353.248	68.58239999999999
1_MACS_peak_5878_lociStitched	chr2	166125209	166125817	1	609	440.92159999999996	74.96640000000001
1_MACS_peak_9721_lociStitched	chr6	149079462	149080070	1	609	441.9552	40.4928
1_MACS_peak_3446_lociStitched	chr15	44829175	44829782	1	608	347.5075	91.8998
1_MACS_peak_4097_lociStitched	chr17	1466085	1466692	1	608	282.4371	67.2556
1_MACS_peak_5789_lociStitched	chr2	135730921	135731528	1	608	404.7476	118.12219999999999
1_MACS_peak_9361_lociStitched	chr6	46071757	46072364	1	608	373.1836	77.7567
1_MACS_peak_10707_lociStitched	chr8	74964229	74964836	1	608	312.96919999999994	61.549800000000005
1_MACS_peak_2946_lociStitched	chr13	59161256	59161862	1	607	362.2062	51.813
1_MACS_peak_3479_lociStitched	chr15	50108026	50108632	1	607	302.0304	60.660599999999995
1_MACS_peak_4395_lociStitched	chr17	55055477	55056083	1	607	309.1812	91.56660000000001
1_MACS_peak_5716_lociStitched	chr2	112696005	112696610	1	606	365.9645	51.425000000000004
1_MACS_peak_11014_lociStitched	chr9	24932651	24933256	1	606	326.337	34.606
1_MACS_peak_1441_lociStitched	chr10	71332934	71333538	1	605	400.39160000000004	84.1976
1_MACS_peak_1985_lociStitched	chr11	65686538	65687142	1	605	378.1644	66.3192
1_MACS_peak_2244_lociStitched	chr11	129149549	129150153	1	605	376.5336	57.38
1_MACS_peak_2681_lociStitched	chr12	89991502	89992106	1	605	457.8924	98.27080000000001
1_MACS_peak_2687_lociStitched	chr12	90674315	90674919	1	605	407.5188	63.178399999999996
1_MACS_peak_2953_lociStitched	chr13	66797011	66797615	1	605	358.29279999999994	72.178
1_MACS_peak_3085_lociStitched	chr14	23355684	23356288	1	605	318.9724	75.31880000000001
1_MACS_peak_5807_lociStitched	chr2	147004563	147005167	1	605	365.6616	81.4192
1_MACS_peak_11480_lociStitched	chrX	12996182	12996786	1	605	446.11440000000005	53.695600000000006
1_MACS_peak_3826_lociStitched	chr16	13904198	13904801	1	604	528.4089	82.49040000000001
1_MACS_peak_5940_lociStitched	chr2	185644938	185645541	1	604	323.14770000000004	42.0894
1_MACS_peak_11401_lociStitched	chr9	134044853	134045456	1	604	462.0186	113.364
1_MACS_peak_11557_lociStitched	chrX	48227088	48227691	1	604	221.904	51.435900000000004
1_MACS_peak_285_lociStitched	chr1	61767865	61768467	1	603	432.9584	45.992799999999995
1_MACS_peak_2829_lociStitched	chr12	122777525	122778127	1	603	404.36339999999996	80.9088
1_MACS_peak_202_lociStitched	chr1	40420585	40421186	1	602	372.019	71.81949999999999
1_MACS_peak_4741_lociStitched	chr18	42500393	42500994	1	602	372.4998	39.9665
1_MACS_peak_7257_lociStitched	chr3	90089573	90090174	1	602	504.1188	82.0365
1_MACS_peak_8045_lociStitched	chr4	89340885	89341486	1	602	333.9156	54.9915
1_MACS_peak_11153_lociStitched	chr9	79244465	79245066	1	602	449.4278	63.0449
1_MACS_peak_2809_lociStitched	chr12	113364106	113364706	1	601	414.66	58.68
1_MACS_peak_2967_lociStitched	chr13	77453408	77454008	1	601	431.88	94.8
1_MACS_peak_3104_lociStitched	chr14	36947897	36948497	1	601	264.48	56.52
1_MACS_peak_4591_lociStitched	chr18	2605483	2606083	1	601	282.48	31.560000000000002
1_MACS_peak_11105_lociStitched	chr9	69640047	69640647	1	601	262.08000000000004	67.8
1_MACS_peak_2370_lociStitched	chr12	14935262	14935861	1	600	339.9325	20.3061
1_MACS_peak_2669_lociStitched	chr12	83080107	83080706	1	600	372.9374	79.667
1_MACS_peak_9615_lociStitched	chr6	128259817	128260416	1	600	329.86929999999995	71.28099999999999
1_MACS_peak_11013_lociStitched	chr9	22452840	22453439	1	600	362.75440000000003	44.0265
1_MACS_peak_1287_lociStitched	chr10	27643471	27644069	1	599	389.1784	95.8594
1_MACS_peak_1723_lociStitched	chr11	576106	576704	1	599	390.793	118.2246
1_MACS_peak_3221_lociStitched	chr14	89910324	89910922	1	599	324.11600000000004	44.0726
1_MACS_peak_2837_lociStitched	chr12	123411399	123411995	1	597	289.7156	32.7204
1_MACS_peak_2864_lociStitched	chr13	22244934	22245530	1	597	309.2644	45.4748
1_MACS_peak_3847_lociStitched	chr16	18057206	18057802	1	597	377.5064	52.15
1_MACS_peak_6936_lociStitched	chr3	4057336	4057932	1	597	430.25239999999997	57.1564
1_MACS_peak_8313_lociStitched	chr4	184425090	184425686	1	597	368.0896	65.91760000000001
1_MACS_peak_4410_lociStitched	chr17	56672655	56673250	1	596	491.94599999999997	170.1105
1_MACS_peak_6880_lociStitched	chr22	43945898	43946493	1	596	418.28499999999997	128.52
1_MACS_peak_398_lociStitched	chr1	108249497	108250091	1	595	343.926	46.4508
1_MACS_peak_425_lociStitched	chr1	116830732	116831326	1	595	366.498	41.580000000000005
1_MACS_peak_4976_lociStitched	chr19	11390376	11390970	1	595	397.4454	25.245
1_MACS_peak_8431_lociStitched	chr5	12399940	12400534	1	595	346.89599999999996	122.067
1_MACS_peak_10191_lociStitched	chr7	105234444	105235038	1	595	324.68039999999996	85.3578
1_MACS_peak_10744_lociStitched	chr8	92929353	92929947	1	595	389.07	70.8048
1_MACS_peak_11510_lociStitched	chrX	22603813	22604407	1	595	366.9732	37.422
1_MACS_peak_11609_lociStitched	chrX	77906266	77906860	1	595	509.88960000000003	87.2586
1_MACS_peak_415_lociStitched	chr1	112244951	112245544	1	594	300.8289	46.4912
1_MACS_peak_3637_lociStitched	chr15	78516301	78516894	1	594	316.3062	82.07119999999999
1_MACS_peak_5537_lociStitched	chr2	71636671	71637264	1	594	382.2478	74.8959
1_MACS_peak_9388_lociStitched	chr6	52913143	52913736	1	594	416.4639	118.007
1_MACS_peak_11607_lociStitched	chrX	77588960	77589553	1	594	374.8353	39.6124
1_MACS_peak_3358_lociStitched	chr15	30764358	30764950	1	593	311.03679999999997	89.2144
1_MACS_peak_5064_lociStitched	chr19	34662780	34663372	1	593	468.2128	154.0976
1_MACS_peak_10790_lociStitched	chr8	107107090	107107682	1	593	352.7136	54.168
1_MACS_peak_11526_lociStitched	chrX	31154205	31154796	1	592	346.0896	54.785700000000006
1_MACS_peak_5800_lociStitched	chr2	138091040	138091630	1	591	377.777	96.996
1_MACS_peak_5926_lociStitched	chr2	180118001	180118591	1	591	320.842	18.703
1_MACS_peak_7303_lociStitched	chr3	104436121	104436711	1	591	281.48900000000003	60.769999999999996
