REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X33_0EX9_0229Kronos_MM1S.No.Treatment.1_p300_hs_i49.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_9936_lociStitched	chr7	41920673	41922327	1	1655	3303.6996	518.8598	520			INHBA	INHBA	NONE	520	1
2_MACS_peak_739_lociStitched	chr1	178547233	178551228	2	3732	4243.8885	1459.773	521		C1orf220	C1orf220	C1orf220	0.007200000000000012	521	1
1_MACS_peak_964_lociStitched	chr1	212661340	212662954	1	1615	3556.2876	772.6218	522			NENF	NENF	NONE	522	1
2_MACS_peak_8082_lociStitched	chr4	103533451	103538650	2	2749	3927.8445	1146.3795	523	NFKB1		NFKB1	NFKB1	0.051699999999999996	523	1
1_MACS_peak_10306_lociStitched	chr7	129588448	129593081	1	4634	4450.4598	1670.1965	524	UBE2H		UBE2H	UBE2H	0.016500000000000015	524	1
3_MACS_peak_4806_lociStitched	chr18	56752159	56756792	3	3418	3926.9308	1147.1308	525		LOC390858	LOC390858	NONE	NONE	525	1
1_MACS_peak_7074_lociStitched	chr3	39256804	39258759	1	1956	3277.362	503.217	526		XIRP1	XIRP1	XIRP1	0.010399999999999993	526	1
1_MACS_peak_5846_lociStitched	chr2	157752424	157753546	1	1123	2978.349	204.5406	527			GALNT5	GALNT5	NONE	527	1
2_MACS_peak_10171_lociStitched	chr7	102081584	102086353	2	3049	3774.6635	1009.1204	528	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.14559999999999998	528	1
2_MACS_peak_842_lociStitched	chr1	197740370	197746795	2	4342	4758.355	1994.32	529	DENND1B		DENND1B	DENND1B	0.02940000000000001	529	1
1_MACS_peak_1002_lociStitched	chr1	222012463	222014031	1	1569	3146.0352	385.4144	530			DUSP10	NONE	NONE	530	1
3_MACS_peak_152_lociStitched	chr1	31226289	31231255	3	4080	3887.8814	1127.7786	531	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.20229999999999998	531	1
2_MACS_peak_3798_lociStitched	chr16	10970374	10976208	2	2737	4233.7338	1477.1688	532	CIITA		CIITA	CIITA	0.043899999999999995	532	1
2_MACS_peak_6005_lociStitched	chr2	201287345	201292028	2	2499	3688.3308	934.7268	533	SPATS2L		KCTD18	NONE	NONE	533	1
2_MACS_peak_6030_lociStitched	chr2	204443594	204449194	2	2199	3839.36	1085.84	534		RAPH1	RAPH1	RAPH1	0.013200000000000003	534	1
1_MACS_peak_9377_lociStitched	chr6	52361914	52364136	1	2223	3332.7778	579.4976	535	TRAM2		EFHC1	EFHC1	0.04150000000000001	535	1
2_MACS_peak_7417_lociStitched	chr3	129893615	129899328	2	2891	4189.9142	1436.8195	536		COL6A4P2	COL6A4P2	NONE	NONE	536	1
1_MACS_peak_2460_lociStitched	chr12	32048831	32050728	1	1898	3229.2631	481.4586	537			C12orf35	C12orf35	NONE	537	1
1_MACS_peak_838_lociStitched	chr1	194799097	194801216	1	2120	3387.8572	644.176	538				NONE	NONE	538	1
1_MACS_peak_4527_lociStitched	chr17	75720157	75721838	1	1682	3170.8703	427.8145	539			FLJ45079	FLJ45079	NONE	539	1
2_MACS_peak_589_lociStitched	chr1	154926807	154935023	2	3791	5319.0384	2577.3592	540	PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK	PBXIP1	PBXIP1	0.27990000000000004	540	1
2_MACS_peak_6613_lociStitched	chr21	36420859	36424169	2	2933	3762.808	1021.466	541	RUNX1	C21orf96	RUNX1	RUNX1	0.04089999999999999	541	1
1_MACS_peak_534_lociStitched	chr1	149855922	149860626	1	4705	5095.3728	2360.4672	542	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BE	0.21830000000000005	542	1
1_MACS_peak_4640_lociStitched	chr18	10950206	10952424	1	2219	3320.1242	586.661	543	FAM38B		FAM38B	FAM38B	0.0097	543	1
2_MACS_peak_8815_lociStitched	chr5	124743923	124748263	2	2728	3662.96	929.628	544			ZNF608	ZNF608	0.051699999999999996	544	1
1_MACS_peak_8985_lociStitched	chr5	159894049	159895760	1	1712	3290.5952	557.2727	545		PTTG1,MIR3142,MIR146A,SLU7	MIR3142	PTTG1	0.048600000000000004	545	1
1_MACS_peak_10542_lociStitched	chr8	27901528	27903062	1	1535	3207.7474	475.0798	546	C8orf80	ELP3	C8orf80	C8orf80	0.0645	546	1
3_MACS_peak_6971_lociStitched	chr3	13455361	13463178	3	3395	4092.1995	1360.9397	547	NUP210		NUP210	NUP210	0.033100000000000004	547	1
2_MACS_peak_5239_lociStitched	chr2	10547932	10551130	2	3188	3493.4952	762.4032	548	HPCAL1	SNORA80B,ODC1	SNORA80B	SNORA80B	0.29569999999999996	548	1
3_MACS_peak_10766_lociStitched	chr8	101506407	101515254	3	3227	3740.5116	1009.4427	549			ANKRD46	ANKRD46	NONE	549	1
2_MACS_peak_7527_lociStitched	chr3	158069814	158074477	2	2351	3778.8952	1048.7087	550	RSRC1		MLF1	MLF1	NONE	550	1
2_MACS_peak_5908_lociStitched	chr2	175457917	175463031	2	3178	4143.3628	1416.0666	551	WIPF1		WIPF1	WIPF1	0.026599999999999985	551	1
1_MACS_peak_11178_lociStitched	chr9	90170499	90171742	1	1244	2933.3557	210.5642	552	DAPK1		DAPK1	DAPK1	0.013600000000000001	552	1
2_MACS_peak_1034_lociStitched	chr1	226840733	226845195	2	3233	4268.7954	1548.314	553	ITPKB		ITPKB	ITPKB	0.051699999999999996	553	1
2_MACS_peak_3065_lociStitched	chr13	114913476	114915881	2	2163	3228.7125	509.6195	554		RASA3	RASA3	RASA3	0.0731	554	1
1_MACS_peak_114_lociStitched	chr1	25968165	25969890	1	1726	3237.48	520.26	555	MAN1C1		MAN1C1	MAN1C1	0.02220000000000001	555	1
2_MACS_peak_8325_lociStitched	chr4	185338009	185343700	2	3909	4096.9509	1380.0675	556	IRF2		IRF2	IRF2	0.1331	556	1
1_MACS_peak_7216_lociStitched	chr3	71059433	71061459	1	2027	3172.5134	465.5748	557	FOXP1		MIR1284	MIR1284	NONE	557	1
1_MACS_peak_9643_lociStitched	chr6	134567630	134569223	1	1594	3112.2441	406.215	558	SGK1		SGK1	SGK1	0.04949999999999999	558	1
1_MACS_peak_7610_lociStitched	chr3	176862148	176864221	1	2074	3337.3227	633.7161	559	TBL1XR1		TBL1XR1	TBL1XR1	0.06810000000000002	559	1
2_MACS_peak_1936_lociStitched	chr11	60605637	60609959	2	2423	4014.2736	1319.0744	560	CCDC86	ZP1,GPR44	CCDC86	CCDC86	0.15719999999999998	560	1
1_MACS_peak_10008_lociStitched	chr7	55575486	55577740	1	2255	3182.4226	488.2164	561	VOPP1		VOPP1	VOPP1	0.20409999999999998	561	1
2_MACS_peak_6295_lociStitched	chr20	25274961	25279460	2	4447	4009.5088	1317.7571	562	PYGB,ABHD12		PYGB	PYGB	0.089	562	1
2_MACS_peak_8813_lociStitched	chr5	124287005	124293338	2	2534	3934.6929	1243.1679	563			ZNF608	ZNF608	0.051699999999999996	563	1
1_MACS_peak_11198_lociStitched	chr9	93704032	93706165	1	2134	3525.849	837.4158	564			SYK	SYK	NONE	564	1
2_MACS_peak_7721_lociStitched	chr3	196365739	196370707	2	3429	4206.9024	1518.7176	565	LRRC33		LRRC33	LRRC33	0.0529	565	1
2_MACS_peak_3267_lociStitched	chr14	98664354	98670305	2	2215	3383.7386	696.8621	566			C14orf64	C14orf64	NONE	566	1
2_MACS_peak_989_lociStitched	chr1	218629387	218634094	2	2793	4145.4549	1460.1114	567			TGFB2	TGFB2	NONE	567	1
3_MACS_peak_3927_lociStitched	chr16	31880275	31889402	3	3231	4202.9835	1517.8201	568	ZNF267		ZNF267	ZNF267	0.051900000000000016	568	1
1_MACS_peak_816_lociStitched	chr1	192485042	192486763	1	1722	3377.4625	693.0467	569			RGS1	RGS1	0.3532	569	1
3_MACS_peak_3448_lociStitched	chr15	45016316	45021965	3	4002	3999.492	1316.7819	570		B2M,TRIM69,PATL2	TRIM69	B2M	0.11009999999999998	570	1
1_MACS_peak_10891_lociStitched	chr8	134228366	134230777	1	2412	3378.0521	695.8146	571	WISP1		WISP1	WISP1	0.0638	571	1
1_MACS_peak_538_lociStitched	chr1	150131831	150134441	1	2611	3918.915	1237.401	572		PLEKHO1	PLEKHO1	PLEKHO1	0.136	572	1
2_MACS_peak_9959_lociStitched	chr7	45034398	45041558	2	2887	4276.668	1598.828	573	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	SNORA9	0.04770000000000002	573	1
1_MACS_peak_2250_lociStitched	chr11	129397457	129398827	1	1371	3083.733	405.931	574			BARX2	BARX2	0.0766	574	1
1_MACS_peak_8812_lociStitched	chr5	124270482	124272349	1	1868	3048.9977	371.9064	575			ZNF608	ZNF608	0.051699999999999996	575	1
1_MACS_peak_2328_lociStitched	chr12	9917133	9918455	1	1323	3028.9664	353.8994	576		CLECL1,CD69	CD69	CD69	0.18199999999999997	576	1
2_MACS_peak_9887_lociStitched	chr7	28191179	28195314	2	2154	3353.0715	685.583	577	JAZF1	LOC100128081	LOC100128081	LOC100128081	0.01490000000000001	577	1
1_MACS_peak_3666_lociStitched	chr15	85277880	85280433	1	2554	3248.6925	581.3181	578		ZNF592,SEC11A	ZNF592	SEC11A	0.031500000000000014	578	1
2_MACS_peak_1939_lociStitched	chr11	60673682	60678573	2	2698	3986.165	1319.5918	579	PRPF19	ZP1,TMEM109,TMEM132A,SLC15A3	PRPF19	TMEM109	0.15319999999999998	579	1
1_MACS_peak_4759_lociStitched	chr18	46885661	46887624	1	1964	3024.983	358.4438	580	DYM		DYM	DYM	0.007999999999999993	580	1
3_MACS_peak_3168_lociStitched	chr14	69259537	69263636	3	3565	3137.3746	472.2048	581	ZFP36L1,C14orf181		C14orf181	C14orf181	0.2799	581	1
1_MACS_peak_6899_lociStitched	chr22	48090374	48091973	1	1600	3093.9051	435.8874	582			FLJ46257	FLJ46257	NONE	582	1
1_MACS_peak_7373_lociStitched	chr3	121310729	121313158	1	2430	3450.1516	793.3114	583	FBXO40	ARGFX,POLQ	FBXO40	ARGFX	0.0857	583	1
2_MACS_peak_8845_lociStitched	chr5	131436011	131440423	2	2932	4255.374	1599.35	584		IL3,CSF2	CSF2	NONE	NONE	584	1
1_MACS_peak_10476_lociStitched	chr8	11388036	11389567	1	1532	2957.4327	302.0663	585	BLK		BLK	BLK	0.0552	585	1
1_MACS_peak_6320_lociStitched	chr20	32446000	32447924	1	1925	3292.3488	644.1552	586		CHMP4B	CHMP4B	CHMP4B	0.10470000000000002	586	1
2_MACS_peak_8557_lociStitched	chr5	55960645	55966655	2	2800	3848.804	1203.803	587			MAP3K1	MAP3K1	NONE	587	1
1_MACS_peak_8449_lociStitched	chr5	19269754	19271452	1	1699	3043.665	399.3696	588			CDH18	CDH18	NONE	588	1
2_MACS_peak_5674_lociStitched	chr2	109829854	109835535	2	3098	4205.0762	1561.1388	589	SH3RF3		MIR4265	MIR4265	NONE	589	1
2_MACS_peak_4894_lociStitched	chr19	2255274	2261077	2	4748	4726.5435	2083.277	590	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	JSRP1	0.2015	590	1
1_MACS_peak_1273_lociStitched	chr10	22970737	22973160	1	2424	3303.7605	663.4174	591	PIP4K2A		PIP4K2A	PIP4K2A	0.019199999999999995	591	1
1_MACS_peak_1054_lociStitched	chr1	228717695	228719395	1	1701	3108.45	468.52	592		RNF187	RNF187	RNF187	0.08249999999999999	592	1
2_MACS_peak_3949_lociStitched	chr16	50717551	50720183	2	2374	3359.748	720.1152	593		NOD2,SNX20	SNX20	SNX20	0.1348	593	1
1_MACS_peak_2761_lociStitched	chr12	104321603	104323781	1	2179	3106.0458	470.448	594	GNN	HSP90B1,MIR3652,TDG,C12orf73	GNN	MIR3652	0.32389999999999997	594	1
2_MACS_peak_10924_lociStitched	chr8	141601433	141607668	2	1944	3564.5495	930.262	595	EIF2C2		EIF2C2	EIF2C2	0.026400000000000007	595	1
2_MACS_peak_10678_lociStitched	chr8	66858039	66864927	2	2538	3945.4464	1312.164	596			DNAJC5B	DNAJC5B	NONE	596	1
1_MACS_peak_2225_lociStitched	chr11	126057920	126059849	1	1930	3238.791	607.2492	597		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.0824	597	1
1_MACS_peak_8682_lociStitched	chr5	88596939	88599733	1	2795	3215.6146	592.328	598			MEF2C	MEF2C	0.06790000000000002	598	1
1_MACS_peak_1055_lociStitched	chr1	228731304	228732816	1	1513	3198.3336	575.9208	599		DUSP5P	DUSP5P	DUSP5P	0.06959999999999997	599	1
1_MACS_peak_1925_lociStitched	chr11	58983717	58985080	1	1364	2959.6182	338.5692	600		DTX4,MPEG1	MPEG1	MPEG1	0.2213	600	1
3_MACS_peak_2729_lociStitched	chr12	96894598	96901153	3	3193	3770.436	1151.7135	601			CDK17	CDK17	NONE	601	1
1_MACS_peak_8527_lociStitched	chr5	49961384	49964733	1	3350	3169.4936	551.2454	602	PARP8		PARP8	PARP8	0.013600000000000001	602	1
1_MACS_peak_4114_lociStitched	chr17	3460689	3462844	1	2156	3314.1745	699.082	603	TRPV3	TRPV1	TRPV3	TRPV3	0.033100000000000004	603	1
2_MACS_peak_7789_lociStitched	chr4	12699292	12703844	2	2655	3480.004	868.0664	604			HSP90AB2P	HSP90AB2P	NONE	604	1
2_MACS_peak_6547_lociStitched	chr21	26829404	26832230	2	1850	2998.386	391.6836	605		NCRNA00158	NCRNA00158	NCRNA00158	0.006400000000000003	605	1
2_MACS_peak_3520_lociStitched	chr15	58584825	58590448	2	3433	4020.445	1414.1845	606			LIPC	LIPC	NONE	606	1
2_MACS_peak_1908_lociStitched	chr11	48128296	48132308	2	2355	3472.7872	866.592	607	PTPRJ		OR4B1	OR4B1	NONE	607	1
1_MACS_peak_6008_lociStitched	chr2	201335863	201337306	1	1444	2937.6594	335.6418	608	SPATS2L	KCTD18	KCTD18	NONE	NONE	608	1
2_MACS_peak_10013_lociStitched	chr7	55636241	55642368	2	3168	3935.9848	1336.9114	609	VOPP1		VOPP1	VOPP1	0.20409999999999998	609	1
1_MACS_peak_4776_lociStitched	chr18	51735841	51737182	1	1342	2922.4413	323.7174	610	MBD2	SNORA37	SNORA37	SNORA37	0.11509999999999998	610	1
1_MACS_peak_10272_lociStitched	chr7	121169916	121171562	1	1647	3347.6348	751.5636	611			FAM3C	FAM3C	NONE	611	1
1_MACS_peak_1955_lociStitched	chr11	62606606	62610179	1	3574	3824.5392	1234.4715	612	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	0.18139999999999998	612	1
2_MACS_peak_6495_lociStitched	chr20	62359375	62362739	2	2287	3377.7924	787.8488	613	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	LIME1	0.06619999999999998	613	1
1_MACS_peak_7523_lociStitched	chr3	156876550	156879068	1	2519	3730.6688	1141.913	614	CCNL1	LOC339894	CCNL1	CCNL1	0.1688	614	1
3_MACS_peak_5378_lociStitched	chr2	42350882	42356949	3	3257	3830.7038	1246.1618	615		EML4	EML4	EML4	0.0020999999999999908	615	1
2_MACS_peak_8032_lociStitched	chr4	86528285	86532272	2	2537	3274.5231	691.7445	616	ARHGAP24		ARHGAP24	ARHGAP24	0.00520000000000001	616	1
3_MACS_peak_8563_lociStitched	chr5	56467543	56472659	3	3657	3613.9424	1031.8972	617	GPBP1	GPBP1	GPBP1	GPBP1	0.034399999999999986	617	1
1_MACS_peak_2411_lociStitched	chr12	26308309	26310672	1	2364	3308.2	726.8588	618		SSPN,BHLHE41	BHLHE41	BHLHE41	0.31870000000000004	618	1
1_MACS_peak_1151_lociStitched	chr10	705518	706894	1	1377	2816.672	235.5712	619	C10orf108,DIP2C	C10orf108	C10orf108	C10orf108	0.0979	619	1
2_MACS_peak_6678_lociStitched	chr21	43944254	43948878	2	3045	4257.7792	1677.5872	620	SLC37A1	RSPH1	SLC37A1	SLC37A1	0.033	620	1
2_MACS_peak_4350_lociStitched	chr17	46516735	46519793	2	2603	3501.1042	922.9044	621		SKAP1	SKAP1	NONE	NONE	621	1
2_MACS_peak_9354_lociStitched	chr6	45645100	45650419	2	2154	3847.7646	1272.3048	622			RUNX2	RUNX2	0.019500000000000017	622	1
1_MACS_peak_1868_lociStitched	chr11	35061398	35062881	1	1484	2943.9033	377.2752	623			CD44	CD44	NONE	623	1
1_MACS_peak_3829_lociStitched	chr16	14499445	14500968	1	1524	2905.884	339.4767	624			MIR365-1	MIR365-1	NONE	624	1
2_MACS_peak_4358_lociStitched	chr17	46582838	46589300	2	2318	3813.8724	1248.4584	625		HOXB1,HOXB2	HOXB1	HOXB2	0.030100000000000002	625	1
2_MACS_peak_488_lociStitched	chr1	145395042	145399913	2	4697	4312.7834	1748.2019	626		HFE2,TXNIP	HFE2	TXNIP	0.10920000000000002	626	1
1_MACS_peak_10973_lociStitched	chr9	5763886	5765206	1	1321	2887.632	323.796	627	KIAA1432		ERMP1	ERMP1	NONE	627	1
1_MACS_peak_3505_lociStitched	chr15	54874697	54876572	1	1876	3005.4375	445.6875	628	UNC13C		UNC13C	UNC13C	0.007199999999999998	628	1
1_MACS_peak_10126_lociStitched	chr7	95496289	95497474	1	1186	2878.7205	320.3055	629	DYNC1I1		DYNC1I1	DYNC1I1	0.008599999999999997	629	1
2_MACS_peak_6039_lociStitched	chr2	204663058	204669373	2	3335	3715.1145	1157.5395	630			CTLA4	CTLA4	NONE	630	1
2_MACS_peak_2619_lociStitched	chr12	68874559	68882281	2	3394	4300.3818	1746.7164	631			RAP1B	RAP1B	NONE	631	1
3_MACS_peak_4294_lociStitched	chr17	38019812	38024654	3	4130	3737.0556	1185.3216	632	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.0816	632	1
4_MACS_peak_9703_lociStitched	chr6	143166166	143179121	4	2724	3864.4765	1313.637	633	HIVEP2		HIVEP2	HIVEP2	0.04730000000000001	633	1
1_MACS_peak_2621_lociStitched	chr12	69201000	69203291	1	2292	3267.6533	719.1449	634	MDM2		MDM2	MDM2	0.10090000000000002	634	1
1_MACS_peak_1535_lociStitched	chr10	91091724	91094501	1	2778	3206.0465	657.8713	635	IFIT3	IFIT2,IFIT1B	IFIT3	IFIT3	0.10750000000000001	635	1
2_MACS_peak_10401_lociStitched	chr7	150074895	150081411	2	5610	4621.1472	2074.6944	636	ZNF775	C7orf29,REPIN1,LOC728743,LOC285972,RARRES2	ZNF775	REPIN1	0.33840000000000003	636	1
1_MACS_peak_2220_lociStitched	chr11	125383861	125385205	1	1345	2895.9168	351.0528	637		FEZ1	FEZ1	FEZ1	0.0034000000000000002	637	1
1_MACS_peak_8314_lociStitched	chr4	184643322	184645173	1	1852	2908.6614	363.9066	638			C4orf41	C4orf41	NONE	638	1
2_MACS_peak_1411_lociStitched	chr10	64216067	64220741	2	1754	3508.7718	964.7136	639	ZNF365		ZNF365	ZNF365	0.0199	639	1
1_MACS_peak_1586_lociStitched	chr10	100099113	100100755	1	1643	3028.0122	484.0616	640			MIR1287	MIR1287	NONE	640	1
2_MACS_peak_8203_lociStitched	chr4	142896837	142899507	2	2091	3075.039	535.335	641			IL15	IL15	NONE	641	1
1_MACS_peak_8555_lociStitched	chr5	55884158	55885654	1	1497	3057.6744	518.2144	642			MAP3K1	MAP3K1	NONE	642	1
3_MACS_peak_4165_lociStitched	chr17	9916170	9925072	3	2741	4107.3828	1569.4226	643	GAS7		GAS7	GAS7	0.010400000000000006	643	1
3_MACS_peak_7973_lociStitched	chr4	77608841	77619253	3	3694	4977.9772	2440.5728	644	SHROOM3		ANKRD56	ANKRD56	NONE	644	1
2_MACS_peak_2833_lociStitched	chr12	123371818	123377380	2	2467	3362.7852	827.6256	645	VPS37B		VPS37B	VPS37B	0.1619	645	1
1_MACS_peak_3338_lociStitched	chr15	27868167	27870531	1	2365	2960.91	425.7564	646			OCA2	OCA2	NONE	646	1
1_MACS_peak_9286_lociStitched	chr6	32936108	32940534	1	4427	3802.8192	1268.049	647	BRD2	BRD2,HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	0.1418	647	1
2_MACS_peak_7691_lociStitched	chr3	191756192	191760569	2	2811	3922.6674	1390.5729	648			FGF12	FGF12	NONE	648	1
1_MACS_peak_733_lociStitched	chr1	177769142	177770584	1	1443	2977.1532	447.741	649			SEC16B	SEC16B	NONE	649	1
1_MACS_peak_10216_lociStitched	chr7	108055849	108057542	1	1694	3183.0093	653.6673	650	NRCAM		NRCAM	NRCAM	0.01040000000000002	650	1
1_MACS_peak_914_lociStitched	chr1	206272488	206273878	1	1391	3015.188	490.809	651	C1orf186	AVPR1B,CTSE	C1orf186	C1orf186	0.1692	651	1
2_MACS_peak_2000_lociStitched	chr11	67647617	67653399	2	3383	4171.713	1648.4482	652			LOC645332	LOC645332	NONE	652	1
1_MACS_peak_9031_lociStitched	chr5	173170458	173173561	1	3104	3441.227	919.7292	653			BOD1	BOD1	NONE	653	1
1_MACS_peak_4998_lociStitched	chr19	13956837	13958882	1	2046	3089.995	576.0765	654		MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	0.1985	654	1
1_MACS_peak_6794_lociStitched	chr22	33867987	33869560	1	1574	2821.962	310.9821	655	LARGE		SYN3	SYN3	NONE	655	1
1_MACS_peak_768_lociStitched	chr1	182583573	182585938	1	2366	3227.5155	716.595	656	LOC284648	RNASEL,RGS16	LOC284648	LOC284648	0.1785	656	1
3_MACS_peak_9350_lociStitched	chr6	45388066	45394528	3	3268	3676.878	1166.391	657	RUNX2	SUPT3H	RUNX2	RUNX2	0.019500000000000017	657	1
2_MACS_peak_598_lociStitched	chr1	155435553	155442457	2	2857	4745.8096	2236.2056	658	ASH1L	POU5F1P4	POU5F1P4	NONE	NONE	658	1
2_MACS_peak_6366_lociStitched	chr20	42578246	42584895	2	2735	3942.857	1434.8542	659	TOX2		TOX2	TOX2	0.07550000000000001	659	1
1_MACS_peak_1462_lociStitched	chr10	74094339	74095838	1	1500	3075.1985	569.3202	660	DNAJB12		DNAJB12	DNAJB12	0.08889999999999998	660	1
1_MACS_peak_7561_lociStitched	chr3	169083403	169085511	1	2109	3493.3776	987.8088	661	MECOM		MECOM	MECOM	0.0040999999999999925	661	1
1_MACS_peak_7348_lociStitched	chr3	114009529	114011066	1	1538	2982.7022	479.544	662		TIGIT,MIR568	TIGIT	TIGIT	0.1059	662	1
2_MACS_peak_5177_lociStitched	chr19	55580531	55583145	2	2380	3395.586	894.2494	663	RDH13	EPS8L1,GP6,RDH13,PPP1R12C	RDH13	RDH13	0.07999999999999999	663	1
1_MACS_peak_9844_lociStitched	chr7	20368700	20371611	1	2912	3245.4739	746.0893	664	ITGB8		ITGB8	ITGB8	0.0867	664	1
1_MACS_peak_999_lociStitched	chr1	221927099	221928274	1	1176	2898.6075	400.5575	665		DUSP10	DUSP10	NONE	NONE	665	1
1_MACS_peak_2746_lociStitched	chr12	102137163	102138639	1	1477	2963.5128	465.5304	666		CHPT1,SYCP3	SYCP3	SYCP3	0.13660000000000003	666	1
3_MACS_peak_3250_lociStitched	chr14	94437061	94445344	3	2723	3622.9842	1127.3163	667		C14orf48,OTUB2,C14orf86,ASB2	ASB2	C14orf48	0.03270000000000001	667	1
1_MACS_peak_469_lociStitched	chr1	143999658	144001215	1	1558	3113.3772	619.5303	668	SRGAP2P2		SRGAP2P2	SRGAP2P2	0.041200000000000014	668	1
2_MACS_peak_466_lociStitched	chr1	143949895	143954368	2	2961	4391.5914	1900.1304	669	SRGAP2P2	FAM72D	SRGAP2P2	FAM72D	0.05939999999999998	669	1
1_MACS_peak_10204_lociStitched	chr7	106407804	106409631	1	1828	3204.9234	714.5397	670			PIK3CG	PIK3CG	NONE	670	1
1_MACS_peak_167_lociStitched	chr1	33092669	33094422	1	1754	3034.2677	545.183	671	ZBTB8OS	RBBP4	ZBTB8OS	ZBTB8OS	0.11710000000000001	671	1
1_MACS_peak_3391_lociStitched	chr15	33308263	33309621	1	1359	2928.527	439.8562	672	FMN1		FMN1	FMN1	0.02239999999999999	672	1
1_MACS_peak_5820_lociStitched	chr2	150750745	150752113	1	1369	2867.1912	380.304	673			MMADHC	MMADHC	NONE	673	1
2_MACS_peak_7928_lociStitched	chr4	65170820	65174258	2	1762	3088.3554	601.9938	674	TECRL		TECRL	TECRL	0.022400000000000003	674	1
2_MACS_peak_4456_lociStitched	chr17	66230686	66234527	2	2588	3435.7745	955.6408	675		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	0.10770000000000002	675	1
1_MACS_peak_3477_lociStitched	chr15	49763453	49764791	1	1339	2787.5892	311.6202	676	FGF7,C15orf33		FGF7	FGF7	0.0552	676	1
1_MACS_peak_7519_lociStitched	chr3	156805349	156808074	1	2726	3469.47	996.26	677	LOC100498859,LOC339894		LOC100498859	LOC100498859	0.2178	677	1
1_MACS_peak_48_lociStitched	chr1	11627239	11629585	1	2347	2971.209	501.3402	678			FBXO44	FBXO44	NONE	678	1
1_MACS_peak_9485_lociStitched	chr6	90066281	90068074	1	1794	2891.5711	421.7136	679		GABRR2,UBE2J1	UBE2J1	UBE2J1	0.15239999999999998	679	1
2_MACS_peak_3421_lociStitched	chr15	40387933	40391720	2	2500	3439.7321	970.6081	680	BMF		BMF	BMF	0.1992	680	1
1_MACS_peak_1461_lociStitched	chr10	74079031	74081180	1	2150	3056.9525	590.3303	681		DDIT4,DNAJB12	DNAJB12	DNAJB12	0.08889999999999998	681	1
1_MACS_peak_4531_lociStitched	chr17	76149289	76152059	1	2771	3264.168	798.591	682	C17orf99	TMC8,SYNGR2,AFMID,TMC6,TK1	C17orf99	C17orf99	0.1114	682	1
1_MACS_peak_6361_lociStitched	chr20	42309466	42311587	1	2122	3249.5841	787.7394	683	MYBL2	GTSF1L	MYBL2	GTSF1L	0.0794	683	1
2_MACS_peak_8315_lociStitched	chr4	185186363	185190050	2	3342	3522.5598	1063.6995	684		ENPP6	ENPP6	NONE	NONE	684	1
2_MACS_peak_4666_lociStitched	chr18	20318484	20321967	2	2508	3103.353	644.7033	685			RBBP8	RBBP8	NONE	685	1
1_MACS_peak_5686_lociStitched	chr2	111127951	111130313	1	2363	3222.949	764.8156	686		LOC151009	LOC151009	LOC151009	0.1334	686	1
2_MACS_peak_1952_lociStitched	chr11	62318825	62324913	2	3660	3992.5104	1535.3936	687		AHNAK,EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.07669999999999999	687	1
1_MACS_peak_7609_lociStitched	chr3	176777788	176779180	1	1393	2866.824	415.512	688	TBL1XR1		TBL1XR1	TBL1XR1	0.06810000000000002	688	1
1_MACS_peak_3627_lociStitched	chr15	77479696	77480944	1	1249	2699.6736	249.8496	689	PEAK1	C15orf5	C15orf5	C15orf5	0.037500000000000006	689	1
2_MACS_peak_833_lociStitched	chr1	193506078	193510548	2	3442	3700.713	1252.941	690			B3GALT2	B3GALT2	NONE	690	1
2_MACS_peak_1347_lociStitched	chr10	45914233	45917461	2	3229	3332.2644	885.4404	691	ALOX5		ALOX5	ALOX5	0.04729999999999998	691	1
