REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
1_MACS_peak_9300_lociStitched	chr16	79629440	79640895	1	11456	39533.496	1414.6925	577	MAF		MAF	577	1
2_MACS_peak_5721_lociStitched	chr12	77452967	77464660	2	8756	40446.087	2344.4465	578	E2F7		E2F7	578	1
1_MACS_peak_2519_lociStitched	chr10	3823557	3828853	1	5297	39235.416	1170.9456	579	KLF6		KLF6	579	1
1_MACS_peak_3944_lociStitched	chr11	35159785	35169083	1	9299	40537.4204	2501.162	580	CD44		CD44	580	1
4_MACS_peak_9292_lociStitched	chr16	78768048	78805019	4	35683	42527.7413	4558.5243	581	WWOX		WWOX	581	1
2_MACS_peak_187_lociStitched	chr1	16984966	16994800	2	3800	41552.5836	3600.2274	582		MST1P2,NBPF1,CROCCP2	MST1P2	582	1
1_MACS_peak_25176_lociStitched	chr9	134550359	134556041	1	5683	39420.0114	1472.2062	583	RAPGEF1		RAPGEF1	583	1
1_MACS_peak_13438_lociStitched	chr2	134707730	134714184	1	6455	39495.253	1603.819	584			MIR3679	584	1
3_MACS_peak_1015_lociStitched	chr1	93408593	93428837	3	18785	40141.8276	2303.7672	585	FAM69A		FAM69A	585	1
7_MACS_peak_24018_lociStitched	chr8	126285330	126315989	7	18158	43293.5739	5515.5541	586	NSMCE2		TRIB1	586	1
1_MACS_peak_1793_lociStitched	chr1	179850099	179853769	1	3671	39314.141	1554.612	587	TOR1AIP1	TOR1AIP2	TOR1AIP1	587	1
1_MACS_peak_12044_lociStitched	chr19	47613544	47617869	1	4326	38877.425	1129.2575	588	ZC3H4	SAE1	ZC3H4	588	1
1_MACS_peak_19782_lociStitched	chr5	138719763	138730455	1	10693	40191.228	2618.4708	589	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	589	1
1_MACS_peak_326_lociStitched	chr1	27018215	27030732	1	12518	40434.9168	2936.4882	590	ARID1A		ARID1A	590	1
2_MACS_peak_19685_lociStitched	chr5	130708579	130719188	2	9860	40357.6969	2888.8307	591	CDC42SE2		CDC42SE2	591	1
3_MACS_peak_25004_lociStitched	chr9	123688909	123707685	3	11446	40772.084	3342.128	592	TRAF1	PHF19,TRAF1	TRAF1	592	1
3_MACS_peak_3395_lociStitched	chr10	104401067	104413008	3	10164	39638.1495	2209.085	593	TRIM8		TRIM8	593	1
2_MACS_peak_26172_lociStitched	chrX	153189299	153200656	2	7668	38669.4493	1260.627	594	ARHGAP4,NAA10	AVPR2,TMEM187,MIR3202-1,L1CAM,RENBP,HCFC1,MIR3202-2	ARHGAP4	594	1
3_MACS_peak_8426_lociStitched	chr15	93373352	93389548	3	7530	40039.7512	2649.6656	595		ASB9P1,LOC100507217	ASB9P1	595	1
5_MACS_peak_7545_lociStitched	chr15	20969673	20996042	5	16872	41475.8001	4158.3913	596		BCL8	BCL8	596	1
2_MACS_peak_23428_lociStitched	chr8	33409939	33425587	2	9350	40435.9968	3123.3408	597	RNF122	C8orf41,DUSP26	RNF122	597	1
2_MACS_peak_14040_lociStitched	chr2	216876733	216883466	2	6358	38708.6903	1415.2766	598	MREG		MREG	598	1
1_MACS_peak_7782_lociStitched	chr15	42894511	42902026	1	7516	38817.981	1539.8235	599	STARD9		STARD9	599	1
3_MACS_peak_16879_lociStitched	chr3	125548613	125560493	3	9187	39833.64	2602.908	600		MIR548I1	MIR548I1	600	1
1_MACS_peak_10423_lociStitched	chr17	66230106	66236341	1	6236	38568.463	1355.489	601		LOC440461,AMZ2,ARSG	AMZ2	601	1
2_MACS_peak_15492_lociStitched	chr22	24822484	24832018	2	8638	38922.555	1751.3958	602	ADORA2A,C22orf45		ADORA2A	602	1
1_MACS_peak_13426_lociStitched	chr2	133022972	133027117	1	4146	41401.5035	4248.2105	603		MIR663B,ANKRD30BL	ANKRD30BL	603	1
1_MACS_peak_1388_lociStitched	chr1	150335247	150339682	1	4436	38749.482	1605.47	604	RPRD2	PRPF3	RPRD2	604	1
2_MACS_peak_17865_lociStitched	chr4	40622255	40634311	2	9801	39439.9984	2431.6952	605	RBM47		RBM47	605	1
1_MACS_peak_17823_lociStitched	chr4	38089458	38095268	1	5811	38232.124	1243.921	606	TBC1D1		PTTG2	606	1
6_MACS_peak_15745_lociStitched	chr22	39897492	39929567	6	17291	42550.695	5632.37	607	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	607	1
2_MACS_peak_9556_lociStitched	chr17	6063374	6071182	2	7673	38512.1792	1723.2256	608			WSCD1	608	1
2_MACS_peak_19067_lociStitched	chr5	43007061	43021285	2	8486	39969.44	3186.176	609	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	609	1
3_MACS_peak_10675_lociStitched	chr17	80405726	80423813	3	8846	39740.7564	2973.5028	610	NARF,C17orf62	HEXDC,C17orf101	NARF	610	1
1_MACS_peak_3827_lociStitched	chr11	16979321	16986889	1	7569	38540.04	1879.8912	611	PLEKHA7		PLEKHA7	611	1
2_MACS_peak_270_lociStitched	chr1	24710127	24720594	2	9210	39105.7587	2505.7998	612	C1orf201	NIPAL3	C1orf201	612	1
1_MACS_peak_20504_lociStitched	chr6	26269787	26276001	1	6215	38465.2814	1888.4346	613	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	613	1
5_MACS_peak_3038_lociStitched	chr10	72249439	72274250	5	13411	40985.2909	4428.7635	614	KIAA1274	NODAL	KIAA1274	614	1
2_MACS_peak_12118_lociStitched	chr19	50369564	50382110	2	8350	39282.7806	2762.6292	615	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	615	1
2_MACS_peak_5273_lociStitched	chr12	32038915	32051661	2	6456	38690.483	2211.431	616			C12orf35	616	1
1_MACS_peak_5363_lociStitched	chr12	46607677	46614751	1	7075	38178.378	1731.7152	617	SLC38A1		SLC38A1	617	1
3_MACS_peak_7847_lociStitched	chr15	46994501	47008854	3	10429	39110.4897	2704.1052	618			SEMA6D	618	1
1_MACS_peak_14810_lociStitched	chr20	46039588	46047229	1	7642	38094.9696	1763.5428	619			ZMYND8	619	1
1_MACS_peak_20704_lociStitched	chr6	34622851	34627522	1	4672	37531.485	1276.1172	620	C6orf106		C6orf106	620	1
3_MACS_peak_15717_lociStitched	chr22	39409015	39422152	3	8502	38628.0348	2396.1888	621	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	621	1
3_MACS_peak_23391_lociStitched	chr8	29466231	29478044	3	7179	38258.7631	2028.2921	622			C8orf75	622	1
5_MACS_peak_11253_lociStitched	chr19	1647638	1672802	5	12063	40707.8028	4562.2332	623	TCF3	UQCR11	TCF3	623	1
2_MACS_peak_3688_lociStitched	chr11	3528528	3536649	2	6839	37961.6145	1846.7154	624			TRPC2	624	1
2_MACS_peak_5458_lociStitched	chr12	51712036	51722227	2	9882	38408.8599	2342.9109	625	BIN2,CELA1	SMAGP	BIN2	625	1
1_MACS_peak_733_lociStitched	chr1	53100807	53104809	1	4003	37186.1838	1136.1678	626	FAM159A	GPX7	FAM159A	626	1
1_MACS_peak_17502_lociStitched	chr3	193817839	193823247	1	5409	38220.4992	2170.7712	627		HES1	HES1	627	1
2_MACS_peak_20995_lociStitched	chr6	74220344	74234417	2	11580	39160.9371	3117.1695	628	EEF1A1	MTO1	EEF1A1	628	1
1_MACS_peak_15697_lociStitched	chr22	38700786	38715063	1	14278	38719.224	2756.8887	629	CSNK1E	TMEM184B	CSNK1E	629	1
1_MACS_peak_24794_lociStitched	chr9	98223310	98228486	1	5177	36906.4328	1000.0032	630	PTCH1		PTCH1	630	1
1_MACS_peak_17939_lociStitched	chr4	56812255	56817257	1	5003	37060.3182	1272.0086	631	CEP135		CEP135	631	1
2_MACS_peak_47_lociStitched	chr1	2476862	2489251	2	7060	37750.5219	2050.3795	632	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	632	1
1_MACS_peak_220_lociStitched	chr1	21615476	21622749	1	7274	37554.1355	1946.2548	633	ECE1	ECE1	ECE1	633	1
2_MACS_peak_366_lociStitched	chr1	28352277	28364295	2	9261	37462.5096	1938.5034	634	EYA3		EYA3	634	1
3_MACS_peak_26175_lociStitched	chrX	153232562	153252697	3	12840	37243.7095	1769.8665	635	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	635	1
3_MACS_peak_21423_lociStitched	chr6	130833343	130847863	3	9248	38306.664	2853.18	636			TMEM200A	636	1
2_MACS_peak_25531_lociStitched	chrX	40028205	40037183	2	6936	36225.3322	884.333	637	BCOR		BCOR	637	1
1_MACS_peak_4868_lociStitched	chr11	129870901	129874646	1	3746	36275.1935	1016.0185	638	NCRNA00167,PRDM10		PRDM10	638	1
1_MACS_peak_4949_lociStitched	chr12	4377661	4387984	1	10324	37019.3103	1869.4953	639	CCND2	C12orf5	CCND2	639	1
2_MACS_peak_5920_lociStitched	chr12	102129304	102140594	2	8172	37340.546	2200.421	640	SYCP3,GNPTAB	CHPT1	SYCP3	640	1
2_MACS_peak_16801_lociStitched	chr3	119355391	119362784	2	6072	36858.5408	1761.0126	641	POPDC2	PLA1A,COX17	POPDC2	641	1
2_MACS_peak_7969_lociStitched	chr15	59266806	59281252	2	10269	37787.8468	2725.9602	642	RNF111	SLTM	RNF111	642	1
1_MACS_peak_19176_lociStitched	chr5	58954624	58959668	1	5045	36060.5648	1097.5744	643	PDE4D		PDE4D	643	1
1_MACS_peak_9195_lociStitched	chr16	68400439	68405516	1	5078	36017.7611	1110.3399	644	SMPD3		PRMT7	644	1
3_MACS_peak_25473_lociStitched	chrX	30578707	30597377	3	10580	36742.56	1840.862	645	CXorf21		CXorf21	645	1
2_MACS_peak_7227_lociStitched	chr14	72980342	72989940	2	8712	36167.1836	1316.8456	646	RGS6		DPF3	646	1
2_MACS_peak_18077_lociStitched	chr4	77608547	77624721	2	14646	37955.5258	3126.4342	647	SHROOM3		ANKRD56	647	1
4_MACS_peak_12169_lociStitched	chr19	55460502	55486390	4	11306	37856.0224	3057.3728	648	NLRP2	NCR1,NLRP7	NLRP2	648	1
3_MACS_peak_12334_lociStitched	chr2	13681062	13701633	3	10611	38414.2854	3620.496	649			MIR3125	649	1
1_MACS_peak_12842_lociStitched	chr2	67689387	67693973	1	4587	35886.3672	1107.0604	650			ETAA1	650	1
1_MACS_peak_20604_lociStitched	chr6	30581917	30586815	1	4899	36209.4446	1430.7058	651	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	651	1
1_MACS_peak_15463_lociStitched	chr22	23517060	23526668	1	9609	37028.2712	2259.8016	652	BCR	RAB36,RTDR1	BCR	652	1
1_MACS_peak_20027_lociStitched	chr5	159892916	159898865	1	5950	36134.8209	1367.0802	653		PTTG1,MIR3142,MIR146A,SLU7	MIR3142	653	1
2_MACS_peak_11115_lociStitched	chr18	60798266	60811589	2	8191	37359.0243	2617.9695	654	BCL2		BCL2	654	1
1_MACS_peak_2268_lociStitched	chr1	226296799	226301515	1	4717	36022.2228	1290.7692	655		LOC440926,H3F3A	LOC440926	655	1
3_MACS_peak_20291_lociStitched	chr6	7135048	7148008	3	11256	37394.784	2706.048	656	RREB1		RREB1	656	1
1_MACS_peak_13754_lociStitched	chr2	182319671	182325582	1	5912	36295.3133	1662.1732	657	ITGA4		ITGA4	657	1
3_MACS_peak_11241_lociStitched	chr19	1258219	1277480	3	9124	38980.4118	4362.6165	658	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	658	1
2_MACS_peak_15630_lociStitched	chr22	36552240	36560281	2	7660	36517.3974	1908.1293	659	APOL3	APOL4	APOL3	659	1
1_MACS_peak_12792_lociStitched	chr2	64498279	64503231	1	4953	35693.0256	1099.344	660			LOC150992	660	1
1_MACS_peak_23870_lociStitched	chr8	103541724	103549885	1	8162	35739.4673	1155.5976	661		ODF1	ODF1	661	1
1_MACS_peak_24861_lociStitched	chr9	104187587	104193112	1	5526	35828.52	1244.7825	662	ALDOB	ZNF189,BAAT,MRPL50	ALDOB	662	1
1_MACS_peak_5605_lociStitched	chr12	62995102	62998395	1	3294	35385.2608	823.25	663	MIRLET7I,C12orf61		C12orf61	663	1
4_MACS_peak_22132_lociStitched	chr7	38383583	38408576	4	18579	39738.87	5183.5482	664			TARP	664	1
1_MACS_peak_15781_lociStitched	chr22	41839607	41845351	1	5745	36213.048	1671.504	665	TOB2	ACO2,PHF5A	TOB2	665	1
2_MACS_peak_1764_lociStitched	chr1	174958186	174970864	2	6633	37966.8066	3458.5584	666	CACYBP	MRPS14	CACYBP	666	1
2_MACS_peak_1080_lociStitched	chr1	107992678	108003843	2	6934	35700.0875	1240.4315	667	NTNG1		VAV3	667	1
1_MACS_peak_15041_lociStitched	chr21	16132730	16137222	1	4493	35508.3616	1056.0692	668			SAMSN1	668	1
2_MACS_peak_4151_lociStitched	chr11	62597973	62610747	2	7507	37099.5282	2685.0948	669	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	669	1
2_MACS_peak_1786_lociStitched	chr1	179048868	179059157	2	8277	37718.4451	3313.058	670	TOR3A		TOR3A	670	1
1_MACS_peak_8086_lociStitched	chr15	69108798	69114843	1	6046	35603.841	1233.7845	671	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	671	1
3_MACS_peak_15154_lociStitched	chr21	34696113	34712957	3	9918	38961.8564	4606.834	672	IFNAR1		IFNAR1	672	1
2_MACS_peak_15147_lociStitched	chr21	34600908	34613088	2	9704	37789.668	3556.56	673	IFNAR2	IL10RB	IFNAR2	673	1
2_MACS_peak_21549_lociStitched	chr6	139684025	139698142	2	9803	36945.6007	2714.6991	674	CITED2		CITED2	674	1
3_MACS_peak_1519_lociStitched	chr1	155900332	155920597	3	15516	39231.0135	5122.992	675	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	675	1
1_MACS_peak_5290_lociStitched	chr12	32673349	32678533	1	5185	35379.7632	1299.6288	676	FGD4		FGD4	676	1
1_MACS_peak_5689_lociStitched	chr12	72078873	72089141	1	10269	36295.3264	2219.9416	677	TMEM19	THAP2,ZFC3H1	TMEM19	677	1
2_MACS_peak_5537_lociStitched	chr12	56726459	56734547	2	7779	35998.8792	2017.1472	678	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	678	1
1_MACS_peak_12177_lociStitched	chr19	55764093	55772606	1	8514	35752.8974	1802.2021	679	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	679	1
1_MACS_peak_22757_lociStitched	chr7	113722950	113728537	1	5588	35439.4584	1624.1409	680	FOXP2		FOXP2	680	1
4_MACS_peak_10581_lociStitched	chr17	76137511	76152494	4	10497	36566.0115	2750.8788	681	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	681	1
1_MACS_peak_15700_lociStitched	chr22	38900064	38903857	1	3794	34859.1872	1050.2817	682	DDX17	KDELR3,KCNJ4,DDX17	DDX17	682	1
1_MACS_peak_3298_lociStitched	chr10	97048958	97056481	1	7524	35478.468	1711.4825	683	PDLIM1		PDLIM1	683	1
2_MACS_peak_17840_lociStitched	chr4	38986041	38999487	2	7032	36179.1522	2424.3138	684	TMEM156	KLHL5	TMEM156	684	1
1_MACS_peak_18821_lociStitched	chr5	188329	192858	1	4530	34685.7994	939.7675	685	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	685	1
2_MACS_peak_5357_lociStitched	chr12	46119440	46132521	2	10419	36382.1853	2641.0539	686	ARID2,LOC400027		ARID2	686	1
1_MACS_peak_7525_lociStitched	chr14	106206188	106212063	1	5876	34272.9875	615.7	687			KIAA0125	687	1
3_MACS_peak_5544_lociStitched	chr12	57021842	57040989	3	14629	37485.9966	3892.5851	688	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	688	1
1_MACS_peak_17392_lociStitched	chr3	183268954	183274671	1	5718	35556.3098	1970.6499	689	KLHL6		KLHL6	689	1
1_MACS_peak_23388_lociStitched	chr8	29385634	29389990	1	4357	34790.5008	1262.3688	690			DUSP4	690	1
1_MACS_peak_1932_lociStitched	chr1	198650053	198654298	1	4246	34992.8085	1491.693	691	PTPRC		PTPRC	691	1
1_MACS_peak_4918_lociStitched	chr12	1638579	1645298	1	6720	35172.6212	1684.4533	692		LOC100292680	LOC100292680	692	1
2_MACS_peak_20608_lociStitched	chr6	30648887	30659482	2	9461	35640.5205	2155.023	693	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	693	1
1_MACS_peak_14476_lociStitched	chr20	17945138	17952920	1	7783	35125.6134	1664.5698	694	C20orf72,SNX5	SNORD17	SNX5	694	1
2_MACS_peak_1648_lociStitched	chr1	161768396	161780161	2	11584	36307.9665	3030.664	695	ATF6	DUSP12	ATF6	695	1
4_MACS_peak_1760_lociStitched	chr1	174922860	174942304	4	14172	38135.5172	4874.6108	696	RABGAP1L	CACYBP	CACYBP	696	1
1_MACS_peak_14737_lociStitched	chr20	42307971	42312438	1	4468	34462.0116	1250.76	697	MYBL2	GTSF1L	MYBL2	697	1
3_MACS_peak_8343_lociStitched	chr15	89163807	89185514	3	16366	37060.3611	3907.26	698	AEN,ISG20	MIR1179,MIR7-2	ISG20	698	1
3_MACS_peak_11604_lociStitched	chr19	16180351	16198109	3	9562	36059.3948	2978.0166	699	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	699	1
2_MACS_peak_20237_lociStitched	chr6	3023048	3032607	2	6757	34911.3798	1835.328	700	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	700	1
1_MACS_peak_13884_lociStitched	chr2	198868370	198872912	1	4543	34135.401	1083.267	701	PLCL1		PLCL1	701	1
2_MACS_peak_10566_lociStitched	chr17	75361572	75369745	2	6709	34555.444	1551.2354	702	SEPT9	SEPT9,MIR4316	SEPT9	702	1
1_MACS_peak_15874_lociStitched	chr22	48491807	48496126	1	4320	33923.5855	932.0402	703			MIR3201	703	1
1_MACS_peak_15165_lociStitched	chr21	34912958	34917002	1	4045	34520.7972	1560.984	704	SON,GART	DNAJC28,DONSON	GART	704	1
3_MACS_peak_20484_lociStitched	chr6	26020253	26034966	3	10966	35914.433	2973.4973	705	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	705	1
1_MACS_peak_959_lociStitched	chr1	87792658	87803349	1	10692	35044.0289	2179.8949	706	LMO4		LMO4	706	1
1_MACS_peak_1279_lociStitched	chr1	144963943	144968763	1	4821	34905.958	2057.176	707	PDE4DIP	PDE4DIP	PDE4DIP	707	1
5_MACS_peak_12859_lociStitched	chr2	68937424	68963967	5	10907	37346.001	4512.31	708	ARHGAP25	ARHGAP25	ARHGAP25	708	1
1_MACS_peak_16818_lociStitched	chr3	121310047	121313647	1	3601	33704.28	943.2	709	FBXO40	ARGFX,POLQ	FBXO40	709	1
2_MACS_peak_8957_lociStitched	chr16	30661118	30673235	2	8405	35419.2027	2700.8793	710	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	710	1
5_MACS_peak_7553_lociStitched	chr15	21976224	22002757	5	18588	37103.7472	4385.9049	711		LOC646214,CXADRP2	CXADRP2	711	1
3_MACS_peak_9044_lociStitched	chr16	50713984	50732936	3	12794	36412.4776	3708.9064	712	NOD2,SNX20	CYLD	NOD2	712	1
1_MACS_peak_15744_lociStitched	chr22	39860377	39870176	1	9800	34446.4247	1766.7597	713	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	713	1
2_MACS_peak_11965_lociStitched	chr19	44257134	44271636	2	8906	35206.5054	2565.4038	714	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	714	1
1_MACS_peak_10222_lociStitched	chr17	48941769	48946096	1	4328	33718.1475	1117.2314	715		WFIKKN2,TOB1	TOB1	715	1
2_MACS_peak_23231_lociStitched	chr8	16403039	16409159	2	5727	33885.828	1318.248	716			MSR1	716	1
2_MACS_peak_3223_lociStitched	chr10	90144017	90152488	2	5512	34365.9999	1839.0541	717	RNLS		RNLS	717	1
2_MACS_peak_18258_lociStitched	chr4	103532236	103543003	2	9545	34835.5518	2327.8254	718	NFKB1		NFKB1	718	1
2_MACS_peak_15637_lociStitched	chr22	36725759	36734288	2	6469	34276.3452	1782.561	719	MYH9		MYH9	719	1
1_MACS_peak_24963_lociStitched	chr9	117145649	117151759	1	6111	34302.151	1892.267	720	AKNA		AKNA	720	1
5_MACS_peak_7736_lociStitched	chr15	40834217	40862511	5	16589	37427.3032	5022.185	721	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	721	1
4_MACS_peak_10134_lociStitched	chr17	45265225	45284481	4	8893	35771.8712	3373.6512	722	CDC27	MYL4,ITGB3	CDC27	722	1
1_MACS_peak_2958_lociStitched	chr10	63656467	63665241	1	8775	34377.4094	2034.6906	723	ARID5B		ARID5B	723	1
2_MACS_peak_23268_lociStitched	chr8	19553018	19566329	2	7150	34263.8451	2016.6165	724		CSGALNACT1	CSGALNACT1	724	1
1_MACS_peak_1888_lociStitched	chr1	192543755	192551278	1	7524	34978.9408	2778.2439	725	RGS1		RGS1	725	1
3_MACS_peak_20493_lociStitched	chr6	26155265	26174000	3	10030	35943.0975	3750.747	726	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	726	1
1_MACS_peak_16983_lociStitched	chr3	133289648	133298583	1	8936	34422.0875	2253.407	727	CDV3		CDV3	727	1
2_MACS_peak_13189_lociStitched	chr2	106406077	106416534	2	7427	34272.8175	2115.4511	728	NCK2		NCK2	728	1
4_MACS_peak_13099_lociStitched	chr2	96889969	96912540	4	10461	35761.4924	3728.7292	729	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	729	1
2_MACS_peak_21889_lociStitched	chr7	8164244	8175510	2	10578	33770.9616	1807.0664	730	ICA1		ICA1	730	1
3_MACS_peak_7522_lociStitched	chr14	106145077	106173132	3	25242	177916.3935	3498.4585	43		MYC	MYC	43	1
1_MACS_peak_7528_lociStitched	chr14	106323781	106329595	1	5815	58835.3544	715.122	344		MYC	MYC	344	1
1_MACS_peak_7525_lociStitched	chr14	106206188	106212063	1	5876	34272.9875	615.7	687		MYC	MYC	687	1
