REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_822_lociStitched	chr1	66736650	66750221	3	10179	29777.4882	2643.6308	474	PDE4B	PDE4B	PDE4B	PDE4B	0.0547	474	1
4_MACS_peak_4965_lociStitched	chr12	6432210	6452016	4	10178	20822.0478	3210.5526	475	PLEKHG6,TNFRSF1A	LTBR,SCNN1A	TNFRSF1A	TNFRSF1A	0.7392000000000001	475	1
3_MACS_peak_3395_lociStitched	chr10	104401067	104413008	3	10164	39638.1495	2209.085	476	TRIM8		TRIM8	TRIM8	1.7048999999999999	476	1
3_MACS_peak_18447_lociStitched	chr4	129724226	129741524	3	10162	26396.748	2970.0666	477	PHF17		PHF17	PHF17	0.3477	477	1
2_MACS_peak_25998_lociStitched	chrX	119434767	119445551	2	10145	44295.28	1236.9248	478	FAM70A		FAM70A	FAM70A	0.7288000000000001	478	1
3_MACS_peak_1183_lociStitched	chr1	115236428	115251546	3	10143	32255.7648	1360.62	479	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.686	479	1
1_MACS_peak_1809_lociStitched	chr1	181095534	181105665	1	10132	66757.2114	2891.3874	480		IER5	IER5	IER5	1.0243	480	1
2_MACS_peak_8679_lociStitched	chr16	11668732	11681857	2	10113	21854.4375	2596.125	481	LITAF		LITAF	LITAF	0.37229999999999996	481	1
4_MACS_peak_4454_lociStitched	chr11	78127337	78140101	4	10106	19294.0624	2297.52	482	GAB2		GAB2	NONE	NONE	482	1
4_MACS_peak_7393_lociStitched	chr14	93034087	93053496	4	10104	29396.8714	1981.6589	483	RIN3		RIN3	RIN3	0.1542	483	1
2_MACS_peak_17825_lociStitched	chr4	38124169	38136724	2	10090	66028.0005	2715.6465	484	TBC1D1		PTTG2	PTTG2	NONE	484	1
1_MACS_peak_14421_lociStitched	chr20	9489766	9499849	1	10084	61777.5327	2303.9655	485	C20orf103		C20orf103	C20orf103	2.2837	485	1
2_MACS_peak_23874_lociStitched	chr8	103659021	103669813	2	10080	12568.3632	1088.9128	486	KLF10		KLF10	KLF10	0.7534	486	1
5_MACS_peak_23879_lociStitched	chr8	103815973	103828566	5	10074	32051.7036	1358.7847	487		AZIN1	AZIN1	AZIN1	0.10179999999999999	487	1
3_MACS_peak_12068_lociStitched	chr19	48824242	48837890	3	10068	28630.7744	2722.776	488	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.7113	488	1
4_MACS_peak_19681_lociStitched	chr5	130598192	130625471	4	10066	13964.1201	3936.3597	489	CDC42SE2		CDC42SE2	CDC42SE2	0.3129	489	1
3_MACS_peak_25001_lociStitched	chr9	123652781	123667714	3	10049	53101.748	2892.5221	490	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	1.2933000000000001	490	1
3_MACS_peak_5967_lociStitched	chr12	106529286	106543979	3	10041	23226.6944	3013.5343	491	NUAK1		NUAK1	NUAK1	0.1892	491	1
3_MACS_peak_5284_lociStitched	chr12	32608226	32622839	3	10037	54901.041	2972.2842	492		FGD4	FGD4	FGD4	0.34309999999999996	492	1
2_MACS_peak_13345_lociStitched	chr2	120059740	120072107	2	10032	25160.6615	2118.4671	493	C2orf76		C2orf76	C2orf76	0.366	493	1
3_MACS_peak_20493_lociStitched	chr6	26155265	26174000	3	10030	35943.0975	3750.747	494	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	HIST1H2BF	3.9690999999999996	494	1
3_MACS_peak_2567_lociStitched	chr10	6954006	6973335	3	10025	127262.136	3943.116	495			LOC439949	LOC439949	NONE	495	1
3_MACS_peak_22377_lociStitched	chr7	74057151	74076406	3	10014	26021.207	2909.4305	496	GTF2I		GTF2I	GTF2I	0.1267	496	1
2_MACS_peak_14132_lociStitched	chr2	227655695	227666816	2	10010	22066.2882	2153.0256	497	IRS1	RHBDD1	IRS1	RHBDD1	0.4886	497	1
1_MACS_peak_23801_lociStitched	chr8	95953187	95963175	1	9989	18211.1204	1156.6104	498	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.5132	498	1
3_MACS_peak_3694_lociStitched	chr11	3874264	3893310	3	9971	26750.107	3390.188	499	STIM1	PGAP2,RHOG	STIM1	RHOG	0.24480000000000002	499	1
3_MACS_peak_14814_lociStitched	chr20	46114377	46132903	3	9970	33291.222	3386.5528	500	NCOA3		NCOA3	NCOA3	0.010499999999999995	500	1
3_MACS_peak_6131_lociStitched	chr12	120966047	120977751	3	9965	12008.304	1498.112	501	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.1678	501	1
2_MACS_peak_19562_lociStitched	chr5	112256236	112267644	2	9957	75223.2112	2781.2704	502	REEP5	DCP2	REEP5	REEP5	0.48819999999999997	502	1
2_MACS_peak_20114_lociStitched	chr5	173696420	173710102	2	9954	90584.4174	3042.8768	503			HMP19	HMP19	NONE	503	1
2_MACS_peak_6627_lociStitched	chr13	77898786	77914492	2	9940	72147.0816	3226.0124	504	MYCBP2		MYCBP2	MYCBP2	0.132	504	1
4_MACS_peak_4279_lociStitched	chr11	66866967	66889915	4	9938	15790.5188	3111.7488	505	KDM2A	RHOD	KDM2A	KDM2A	0.1501	505	1
3_MACS_peak_15154_lociStitched	chr21	34696113	34712957	3	9918	38961.8564	4606.834	506	IFNAR1		IFNAR1	IFNAR1	0.8075999999999999	506	1
3_MACS_peak_20678_lociStitched	chr6	33279327	33292799	3	9904	45013.9936	3041.9776	507	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	2.21	507	1
2_MACS_peak_15729_lociStitched	chr22	39539690	39549623	2	9903	19148.8374	1771.0539	508	CBX7	APOBEC3H	CBX7	CBX7	0.5349	508	1
3_MACS_peak_7486_lociStitched	chr14	103270641	103286906	3	9898	19952.2755	1746.861	509	TRAF3		TRAF3	TRAF3	0.2507	509	1
2_MACS_peak_5458_lociStitched	chr12	51712036	51722227	2	9882	38408.8599	2342.9109	510	BIN2,CELA1	SMAGP	BIN2	BIN2	0.655	510	1
2_MACS_peak_19685_lociStitched	chr5	130708579	130719188	2	9860	40357.6969	2888.8307	511	CDC42SE2		CDC42SE2	CDC42SE2	0.3129	511	1
2_MACS_peak_1138_lociStitched	chr1	111323302	111338362	2	9857	64852.878	1784.61	512			CD53	CD53	NONE	512	1
2_MACS_peak_12534_lociStitched	chr2	37614931	37624987	2	9843	48698.1912	2749.3104	513		QPCT	QPCT	QPCT	7.4110000000000005	513	1
3_MACS_peak_20802_lociStitched	chr6	42737866	42752432	3	9841	45630.9082	2565.0726	514		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.9522999999999999	514	1
2_MACS_peak_9398_lociStitched	chr16	89033442	89046261	2	9827	47972.5437	1189.6032	515	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.4059	515	1
2_MACS_peak_22045_lociStitched	chr7	29712942	29726483	2	9824	21128.0223	2270.8257	516	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.7102	516	1
2_MACS_peak_8148_lociStitched	chr15	74831874	74846041	2	9817	26856.3819	2667.6461	517	ARID3B		ARID3B	ARID3B	0.3739	517	1
1_MACS_peak_20121_lociStitched	chr5	175076761	175086566	1	9806	24799.7865	1941.39	518	HRH2	HRH2	HRH2	HRH2	0.3534	518	1
2_MACS_peak_21549_lociStitched	chr6	139684025	139698142	2	9803	36945.6007	2714.6991	519	CITED2		CITED2	CITED2	2.7469	519	1
2_MACS_peak_17865_lociStitched	chr4	40622255	40634311	2	9801	39439.9984	2431.6952	520	RBM47		RBM47	RBM47	0.2667	520	1
1_MACS_peak_15744_lociStitched	chr22	39860377	39870176	1	9800	34446.4247	1766.7597	521	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.5814000000000001	521	1
3_MACS_peak_17678_lociStitched	chr4	9598997	9611089	3	9800	58066.9932	2446.2116	522		MIR548I2	MIR548I2	MIR548I2	0.018000000000000002	522	1
2_MACS_peak_25981_lociStitched	chrX	118814980	118828050	2	9769	21701.428	1273.018	523	SEPT6	MIR766	SEPT6	SEPT6	0.4397	523	1
2_MACS_peak_22020_lociStitched	chr7	26002055	26011998	2	9761	127143.1296	2563.3054	524		MIR148A	MIR148A	MIR148A	2.7659	524	1
2_MACS_peak_16029_lociStitched	chr3	14727070	14741826	2	9731	68817.5572	2965.956	525	C3orf20	C3orf19	C3orf20	C3orf20	0.8423999999999999	525	1
5_MACS_peak_4438_lociStitched	chr11	77148620	77171419	5	9730	16896.3389	3435.8093	526	PAK1		PAK1	PAK1	0.06889999999999999	526	1
2_MACS_peak_15147_lociStitched	chr21	34600908	34613088	2	9704	37789.668	3556.56	527	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.9952000000000001	527	1
2_MACS_peak_4859_lociStitched	chr11	129237723	129250135	2	9689	33696.0976	2186.9944	528	BARX2		BARX2	BARX2	0.589	528	1
2_MACS_peak_17544_lociStitched	chr3	196357690	196371222	2	9683	42341.628	4180.0348	529	LRRC33		LRRC33	LRRC33	0.6752	529	1
3_MACS_peak_11533_lociStitched	chr19	12898833	12918080	3	9681	24052.9759	2971.7368	530	JUNB,RNASEH2A,PRDX2	BEST2,MAST1,HOOK2,RTBDN	PRDX2	PRDX2	0.5955	530	1
2_MACS_peak_6358_lociStitched	chr13	30943519	30957936	2	9675	21897.9813	1496.4846	531	LOC100188949		LOC100188949	LOC100188949	0.43129999999999996	531	1
2_MACS_peak_5846_lociStitched	chr12	94541067	94553163	2	9671	28550.1888	2118.0096	532	PLXNC1		PLXNC1	PLXNC1	1.0187	532	1
2_MACS_peak_22668_lociStitched	chr7	104576159	104586756	2	9660	71311.4518	2286.8326	533		LOC723809	LOC723809	LOC723809	0.0963	533	1
4_MACS_peak_22092_lociStitched	chr7	34773774	34796551	4	9640	22271.3506	3851.5907	534	NPSR1,AAA1		AAA1	AAA1	0.004900000000000002	534	1
2_MACS_peak_14998_lociStitched	chr20	62358141	62370970	2	9625	27761.956	2410.5691	535	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.8907	535	1
1_MACS_peak_15463_lociStitched	chr22	23517060	23526668	1	9609	37028.2712	2259.8016	536	BCR	RAB36,RTDR1	BCR	RAB36	1.0528000000000002	536	1
2_MACS_peak_12887_lociStitched	chr2	70309955	70323305	2	9606	100577.565	2957.025	537	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	7.9205	537	1
1_MACS_peak_11117_lociStitched	chr18	60821868	60831472	1	9605	137551.3692	3102.092	538	BCL2		BCL2	BCL2	0.9708999999999999	538	1
2_MACS_peak_8834_lociStitched	chr16	23404687	23419488	2	9603	89978.2392	2789.9885	539	COG7		COG7	COG7	1.2106	539	1
2_MACS_peak_1824_lociStitched	chr1	183438631	183451443	2	9596	42697.2712	4271.5208	540	SMG7		SMG7	SMG7	0.379	540	1
3_MACS_peak_17832_lociStitched	chr4	38664271	38677916	3	9591	23555.3635	2386.5105	541	KLF3,FLJ13197		FLJ13197	FLJ13197	0.25930000000000003	541	1
3_MACS_peak_11604_lociStitched	chr19	16180351	16198109	3	9562	36059.3948	2978.0166	542	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	2.169	542	1
1_MACS_peak_2093_lociStitched	chr1	209274999	209284558	1	9560	121043.7052	3109.5427	543			LOC642587	LOC642587	NONE	543	1
1_MACS_peak_17991_lociStitched	chr4	69434334	69443885	1	9552	102479.3647	2378.199	544		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.7641	544	1
2_MACS_peak_18258_lociStitched	chr4	103532236	103543003	2	9545	34835.5518	2327.8254	545	NFKB1		NFKB1	NFKB1	0.34299999999999997	545	1
3_MACS_peak_5802_lociStitched	chr12	92754348	92770123	3	9545	119311.0575	3377.4275	546		CLLU1	CLLU1	CLLU1	0.2128	546	1
2_MACS_peak_17144_lociStitched	chr3	156390818	156405450	2	9538	28863.0832	4565.184	547	TIPARP,LOC100287227		TIPARP	TIPARP	0.5566	547	1
4_MACS_peak_16068_lociStitched	chr3	17780529	17798216	4	9535	19071.8921	3036.8579	548	TBC1D5	TBC1D5	TBC1D5	NONE	NONE	548	1
2_MACS_peak_11911_lociStitched	chr19	41801610	41817330	2	9527	24707.124	2653.536	549	HNRNPUL1,CCDC97	TGFB1	CCDC97	CCDC97	1.0473	549	1
3_MACS_peak_14801_lociStitched	chr20	45172809	45191764	3	9526	34350.251	2826.1905	550	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.4895	550	1
4_MACS_peak_5578_lociStitched	chr12	58134671	58151099	4	9503	14619.2772	3072.036	551	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	0.6828000000000001	551	1
2_MACS_peak_15641_lociStitched	chr22	36772558	36785156	2	9492	33359.504	2678.3348	552	MYH9		MYH9	MYH9	0.6562	552	1
3_MACS_peak_17350_lociStitched	chr3	181417097	181432944	3	9489	29820.8846	3226.4492	553	SOX2OT,SOX2		SOX2	SOX2	1.9701	553	1
2_MACS_peak_10548_lociStitched	chr17	74777085	74788997	2	9476	23833.5296	2083.4088	554		MFSD11,MIR636,SRSF2	MFSD11	MIR636	1.6218	554	1
1_MACS_peak_20511_lociStitched	chr6	26357956	26367429	1	9474	44474.7877	2487.6098	555	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.3654000000000002	555	1
2_MACS_peak_20608_lociStitched	chr6	30648887	30659482	2	9461	35640.5205	2155.023	556	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.6531	556	1
2_MACS_peak_14137_lociStitched	chr2	227768981	227782888	2	9439	55050.8595	2387.8319	557	RHBDD1		RHBDD1	RHBDD1	0.4886	557	1
2_MACS_peak_383_lociStitched	chr1	28903106	28914512	2	9436	18370.5036	2325.6834	558	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	SNHG12	1.0856	558	1
4_MACS_peak_8478_lociStitched	chr15	101782333	101806821	4	9436	16820.8072	3893.592	559	CHSY1	SELS,SNRPA1	CHSY1	CHSY1	0.6753	559	1
4_MACS_peak_21464_lociStitched	chr6	135322994	135344017	4	9422	15500.2579	3454.0789	560	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.12570000000000003	560	1
2_MACS_peak_24693_lociStitched	chr9	91924673	91935161	2	9416	18487.1976	2220.3096	561	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	0.8592	561	1
4_MACS_peak_24193_lociStitched	chr8	145732446	145754709	4	9409	21403.6482	2831.8536	562	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	LRRC14	0.3408	562	1
3_MACS_peak_12830_lociStitched	chr2	65609290	65623029	3	9403	19708.5955	2347.9951	563	SPRED2	SPRED2	SPRED2	SPRED2	0.2022	563	1
2_MACS_peak_7823_lociStitched	chr15	45015933	45029240	2	9402	26208.1365	2507.0388	564	TRIM69	B2M,PATL2	TRIM69	B2M	1.4432	564	1
4_MACS_peak_7415_lociStitched	chr14	94425141	94445908	4	9396	14916.9361	1966.6349	565		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	C14orf48	0.2384	565	1
2_MACS_peak_10546_lociStitched	chr17	74721148	74735055	2	9391	30731.6886	2551.9345	566	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.6218	566	1
3_MACS_peak_683_lociStitched	chr1	46789774	46807246	3	9384	48911.1168	3186.8928	567	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.6291	567	1
1_MACS_peak_1603_lociStitched	chr1	160675972	160685346	1	9375	56064.0192	4008.3224	568	CD48	SLAMF7	CD48	CD48	3.0869	568	1
3_MACS_peak_17437_lociStitched	chr3	185645699	185661927	3	9370	22948.0148	4756.4268	569	TRA2B	LOC344887	TRA2B	TRA2B	0.48850000000000005	569	1
3_MACS_peak_10383_lociStitched	chr17	62970255	62986155	3	9366	63224.76	3111.63	570	AMZ2P1		AMZ2P1	AMZ2P1	0.795	570	1
2_MACS_peak_23428_lociStitched	chr8	33409939	33425587	2	9350	40435.9968	3123.3408	571	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.2691999999999999	571	1
1_MACS_peak_20346_lociStitched	chr6	11827555	11836876	1	9322	108564.4833	2265.9351	572		C6orf105	C6orf105	C6orf105	0.5148	572	1
3_MACS_peak_24415_lociStitched	chr9	33444878	33459373	3	9321	19237.764	2732.3075	573	AQP3	AQP7,NOL6	AQP3	AQP3	0.44279999999999997	573	1
1_MACS_peak_4229_lociStitched	chr11	65336030	65345348	1	9319	19742.0466	2127.2994	574	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	1.5023	574	1
4_MACS_peak_21277_lociStitched	chr6	111179939	111201270	4	9316	15153.5424	3280.7078	575	AMD1	CDK19	AMD1	AMD1	0.2887	575	1
3_MACS_peak_18774_lociStitched	chr4	186225206	186240484	3	9315	19102.0834	2728.6508	576	SNX25		LRP2BP	LRP2BP	NONE	576	1
2_MACS_peak_8170_lociStitched	chr15	75315419	75325322	2	9314	15770.5275	1829.0841	577	PPCDC	SCAMP5	PPCDC	PPCDC	2.2474	577	1
3_MACS_peak_11562_lociStitched	chr19	13943831	13959368	3	9307	46715.0979	2585.3568	578	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.0789	578	1
1_MACS_peak_3944_lociStitched	chr11	35159785	35169083	1	9299	40537.4204	2501.162	579	CD44		CD44	CD44	0.7686	579	1
2_MACS_peak_2333_lociStitched	chr1	230238288	230248668	2	9294	30213.066	2945.844	580	GALNT2		GALNT2	GALNT2	0.5537	580	1
3_MACS_peak_19170_lociStitched	chr5	58852816	58866320	3	9294	56175.2896	2410.464	581	PDE4D		PDE4D	PDE4D	0.0723	581	1
1_MACS_peak_17093_lociStitched	chr3	150315132	150324415	1	9284	54122.6749	2376.448	582	SELT		SELT	SELT	1.3379	582	1
3_MACS_peak_8940_lociStitched	chr16	30379243	30394881	3	9282	21691.4698	3072.867	583	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	1.2568	583	1
4_MACS_peak_12951_lociStitched	chr2	74681455	74700865	4	9271	24769.101	3757.776	584	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	LOC151534	0.8406	584	1
2_MACS_peak_5526_lociStitched	chr12	56509115	56524111	2	9270	26385.462	3231.638	585	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	MYL6B	1.5184	585	1
1_MACS_peak_2258_lociStitched	chr1	226062460	226071724	1	9265	51417.9792	2879.2512	586	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	2.3108	586	1
2_MACS_peak_24442_lociStitched	chr9	35066296	35080698	2	9263	18587.2212	2505.948	587	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	STOML2	0.7052999999999999	587	1
1_MACS_peak_20899_lociStitched	chr6	52527533	52536794	1	9262	43310.9187	2525.4747	588	LOC730101,TMEM14A		LOC730101	LOC730101	2.741	588	1
2_MACS_peak_366_lociStitched	chr1	28352277	28364295	2	9261	37462.5096	1938.5034	589	EYA3		EYA3	EYA3	0.32499999999999996	589	1
2_MACS_peak_502_lociStitched	chr1	37933949	37946463	2	9248	34397.2318	2501.5486	590	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.5433999999999999	590	1
3_MACS_peak_21423_lociStitched	chr6	130833343	130847863	3	9248	38306.664	2853.18	591			TMEM200A	TMEM200A	NONE	591	1
4_MACS_peak_3719_lociStitched	chr11	6623722	6641342	4	9226	16272.07	3030.64	592	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	TAF10	0.7188	592	1
2_MACS_peak_22257_lociStitched	chr7	52774345	52788700	2	9225	60375.6945	2236.509	593			POM121L12	POM121L12	NONE	593	1
5_MACS_peak_13277_lociStitched	chr2	112416389	112436721	5	9224	9842.7212	2651.2928	594			LOC541471	LOC541471	0.8167	594	1
1_MACS_peak_18844_lociStitched	chr5	1311513	1320735	1	9223	93375.5166	2209.5912	595	CLPTM1L	TERT	TERT	NONE	NONE	595	1
3_MACS_peak_9484_lociStitched	chr17	2294278	2306269	3	9218	17179.5057	2129.6016	596	MNT	LOC284009	MNT	MNT	0.5651	596	1
2_MACS_peak_8151_lociStitched	chr15	74906314	74921466	2	9211	24587.1504	2724.3296	597	CLK3		CLK3	CLK3	0.6864999999999999	597	1
2_MACS_peak_270_lociStitched	chr1	24710127	24720594	2	9210	39105.7587	2505.7998	598	C1orf201	NIPAL3	C1orf201	C1orf201	0.5736	598	1
2_MACS_peak_25098_lociStitched	chr9	130731626	130744393	2	9209	32360.5149	2386.1523	599	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	FAM102A	0.6425	599	1
1_MACS_peak_13021_lociStitched	chr2	86220018	86229225	1	9208	118790.5554	2339.4987	600		LOC90784	LOC90784	NONE	NONE	600	1
2_MACS_peak_14610_lociStitched	chr20	32461560	32473757	2	9207	95756.2076	2647.9687	601			CHMP4B	CHMP4B	2.6425	601	1
3_MACS_peak_16879_lociStitched	chr3	125548613	125560493	3	9187	39833.64	2602.908	602		MIR548I1	MIR548I1	NONE	NONE	602	1
1_MACS_peak_12838_lociStitched	chr2	66659446	66668626	1	9181	47149.398	1753.38	603	MEIS1		MEIS1	MEIS1	0.2728	603	1
2_MACS_peak_17313_lociStitched	chr3	177068556	177080043	2	9180	82530.6489	3546.0369	604			TBL1XR1	TBL1XR1	0.6456	604	1
1_MACS_peak_21511_lociStitched	chr6	138186927	138196095	1	9169	65799.6528	2585.376	605	TNFAIP3		TNFAIP3	TNFAIP3	2.4932	605	1
3_MACS_peak_11478_lociStitched	chr19	11038282	11053567	3	9163	32679.33	2463.942	606	C19orf52,YIPF2	SMARCA4	C19orf52	C19orf52	0.1881	606	1
2_MACS_peak_18163_lociStitched	chr4	87854928	87869526	2	9159	29245.6332	3042.2232	607	AFF1	C4orf36	AFF1	AFF1	0.3014	607	1
3_MACS_peak_25351_lociStitched	chrX	11440148	11454404	3	9150	22618.5696	1531.0944	608	ARHGAP6		AMELX	AMELX	NONE	608	1
3_MACS_peak_19929_lociStitched	chr5	150459309	150475684	3	9149	24351.2625	2911.475	609	TNIP1	ANXA6	TNIP1	ANXA6	0.6422	609	1
1_MACS_peak_14809_lociStitched	chr20	45978221	45987354	1	9134	80098.2366	2174.5673	610	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.5011	610	1
3_MACS_peak_11241_lociStitched	chr19	1258219	1277480	3	9124	38980.4118	4362.6165	611	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.2550999999999999	611	1
3_MACS_peak_12159_lociStitched	chr19	54872828	54891005	3	9117	12880.2222	2106.7143	612	LAIR1	TTYH1,LILRA5,LILRA4	LAIR1	LAIR1	0.1004	612	1
2_MACS_peak_23364_lociStitched	chr8	28195013	28207545	2	9116	43810.6188	2799.6488	613	PNOC,ZNF395		PNOC	PNOC	0.8413999999999999	613	1
3_MACS_peak_24978_lociStitched	chr9	117660385	117673473	3	9111	19523.3696	2408.192	614	TNFSF8		TNFSF8	TNFSF8	0.4582	614	1
2_MACS_peak_8469_lociStitched	chr15	101458061	101472313	2	9103	22784.6724	2616.6672	615	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.08959999999999999	615	1
3_MACS_peak_3110_lociStitched	chr10	75909365	75927528	3	9099	15558.4258	3173.0761	616	ADK,AP3M1	ADK	ADK	ADK	0.004300000000000012	616	1
1_MACS_peak_16772_lociStitched	chr3	113459661	113468758	1	9098	32555.4339	2057.7414	617	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.7988	617	1
3_MACS_peak_25823_lociStitched	chrX	77577036	77589577	3	9078	14163.8054	1472.3134	618	CYSLTR1		CYSLTR1	CYSLTR1	0.1642	618	1
4_MACS_peak_19835_lociStitched	chr5	141385759	141396863	4	9075	16540.5184	2179.7152	619	GNPDA1	RNF14,PCDH12	GNPDA1	GNPDA1	0.6358999999999999	619	1
4_MACS_peak_2839_lociStitched	chr10	43931209	43951994	4	9066	29429.4815	2934.842	620	ZNF487P	HNRNPF	ZNF487P	HNRNPF	0.6021000000000001	620	1
4_MACS_peak_22867_lociStitched	chr7	128162859	128178311	4	9055	25293.3788	3473.6096	621		METTL2B	METTL2B	METTL2B	0.8349	621	1
3_MACS_peak_3401_lociStitched	chr10	104531467	104543180	3	9047	23597.0098	2424.591	622	C10orf26		C10orf26	C10orf26	0.35919999999999996	622	1
2_MACS_peak_14905_lociStitched	chr20	52481361	52490974	2	9037	74658.4032	2271.5519	623		SUMO1P1	SUMO1P1	SUMO1P1	3.3931999999999998	623	1
2_MACS_peak_12089_lociStitched	chr19	49457351	49472131	2	9036	20687.566	2149.012	624	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	1.2001	624	1
2_MACS_peak_24097_lociStitched	chr8	134576819	134585891	2	9035	56744.4528	2030.3136	625	ST3GAL1		ST3GAL1	ST3GAL1	0.8423	625	1
2_MACS_peak_16974_lociStitched	chr3	133159931	133169217	2	9034	31801.7642	1898.987	626	BFSP2		BFSP2	BFSP2	2.3366000000000002	626	1
4_MACS_peak_4199_lociStitched	chr11	64845501	64864987	4	9033	16664.4272	2989.1524	627	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	SYVN1	1.5111999999999999	627	1
2_MACS_peak_9234_lociStitched	chr16	70461174	70474052	2	9018	27404.384	1926.5488	628	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.6012	628	1
5_MACS_peak_1498_lociStitched	chr1	155210150	155233006	5	8998	14911.2544	5135.7432	629	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	0.5839	629	1
3_MACS_peak_9515_lociStitched	chr17	4267971	4281006	3	8965	17135.811	2441.4555	630	UBE2G1		UBE2G1	UBE2G1	0.02750000000000001	630	1
4_MACS_peak_19305_lociStitched	chr5	75585809	75600824	4	8964	11007.4965	2546.544	631	SV2C		IQGAP2	IQGAP2	NONE	631	1
3_MACS_peak_5483_lociStitched	chr12	53763685	53777168	3	8960	33687.2755	2649.4095	632	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.4801	632	1
4_MACS_peak_3752_lociStitched	chr11	9586714	9600219	4	8958	13617.0915	2394.4365	633	WEE1		WEE1	WEE1	0.348	633	1
