GENE_ID	locusLine	bin_1_26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam
1_MACS_peak_32474_lociStitched	chr7(.):64974565-64975248	1.1146
2_MACS_peak_32475_lociStitched	chr7(.):72777605-72778717	0.7036
3_MACS_peak_32477_lociStitched	chr7(.):72823603-72825627	0.8362
1_MACS_peak_32480_lociStitched	chr7(.):72838766-72839186	0.5196
4_MACS_peak_32481_lociStitched	chr7(.):73006837-73014211	1.1399
1_MACS_peak_32485_lociStitched	chr7(.):73015486-73021601	1.5936
1_MACS_peak_32486_lociStitched	chr7(.):73022629-73023030	0.7008
3_MACS_peak_32487_lociStitched	chr7(.):73024826-73030165	1.0339
2_MACS_peak_32490_lociStitched	chr7(.):73031600-73032876	0.8126
2_MACS_peak_32492_lociStitched	chr7(.):73034147-73035190	0.7474
1_MACS_peak_32494_lociStitched	chr7(.):73036301-73038783	1.3998
3_MACS_peak_32495_lociStitched	chr7(.):73040081-73044924	1.1354
1_MACS_peak_32498_lociStitched	chr7(.):73050199-73050665	0.8965
1_MACS_peak_32499_lociStitched	chr7(.):73052093-73052575	0.7843
1_MACS_peak_32500_lociStitched	chr7(.):73055549-73056169	1.0737
8_MACS_peak_32501_lociStitched	chr7(.):73057950-73067666	1.1057
1_MACS_peak_32509_lociStitched	chr7(.):73069302-73069630	0.8348
5_MACS_peak_32510_lociStitched	chr7(.):73072853-73077384	0.8713
1_MACS_peak_32515_lociStitched	chr7(.):73079632-73080637	1.0083
1_MACS_peak_32516_lociStitched	chr7(.):73082548-73087186	1.5058
1_MACS_peak_32517_lociStitched	chr7(.):73137245-73137638	0.7102
4_MACS_peak_32518_lociStitched	chr7(.):73282981-73286936	1.075
12_MACS_peak_32522_lociStitched	chr7(.):73288787-73302499	1.0428
2_MACS_peak_32534_lociStitched	chr7(.):73305544-73306395	0.8896
2_MACS_peak_32536_lociStitched	chr7(.):73313927-73315594	0.7142
3_MACS_peak_32538_lociStitched	chr7(.):73317155-73320197	0.8638
2_MACS_peak_32541_lociStitched	chr7(.):73322292-73324213	0.9146
1_MACS_peak_32543_lociStitched	chr7(.):73336640-73336952	0.5178
1_MACS_peak_32544_lociStitched	chr7(.):73391523-73391828	0.5893
6_MACS_peak_32545_lociStitched	chr7(.):73397137-73401878	0.8386
8_MACS_peak_32551_lociStitched	chr7(.):73434771-73449375	1.1259
6_MACS_peak_32559_lociStitched	chr7(.):73450552-73462041	1.2294
1_MACS_peak_32565_lociStitched	chr7(.):73465707-73466120	0.835
5_MACS_peak_32566_lociStitched	chr7(.):73470323-73477762	1.0535
1_MACS_peak_32571_lociStitched	chr7(.):73618736-73621146	1.3284
1_MACS_peak_32572_lociStitched	chr7(.):73686462-73686758	0.6328
1_MACS_peak_32573_lociStitched	chr7(.):73689764-73690074	0.6828
1_MACS_peak_32574_lociStitched	chr7(.):73697351-73697707	0.4497
5_MACS_peak_32575_lociStitched	chr7(.):73702532-73708699	1.0186
2_MACS_peak_32580_lociStitched	chr7(.):73789530-73791432	0.9947
2_MACS_peak_32582_lociStitched	chr7(.):73814354-73815874	1.049
1_MACS_peak_32584_lociStitched	chr7(.):73817827-73820108	1.1174
1_MACS_peak_32585_lociStitched	chr7(.):75811940-75812349	0.9058
1_MACS_peak_32586_lociStitched	chr7(.):75823405-75823924	1.0067
2_MACS_peak_32587_lociStitched	chr7(.):75825641-75829454	1.1913
1_MACS_peak_32589_lociStitched	chr7(.):75833776-75834361	0.7169
2_MACS_peak_32590_lociStitched	chr7(.):75835612-75836940	1.0354
5_MACS_peak_32592_lociStitched	chr7(.):75838241-75844122	0.9279
6_MACS_peak_32597_lociStitched	chr7(.):75845776-75852989	0.9917
2_MACS_peak_32603_lociStitched	chr7(.):75856208-75857896	0.5505
3_MACS_peak_32605_lociStitched	chr7(.):75859948-75862758	0.871
1_MACS_peak_32608_lociStitched	chr7(.):75865743-75866103	0.7748
3_MACS_peak_32609_lociStitched	chr7(.):75867129-75869398	0.9379
1_MACS_peak_32612_lociStitched	chr7(.):75870525-75871087	0.7381
3_MACS_peak_32613_lociStitched	chr7(.):75876342-75878004	0.7442
1_MACS_peak_32616_lociStitched	chr7(.):75883352-75883662	0.7888
4_MACS_peak_32617_lociStitched	chr7(.):75885512-75888925	1.0091
1_MACS_peak_32621_lociStitched	chr7(.):75895985-75896876	1.1437
1_MACS_peak_32622_lociStitched	chr7(.):75897893-75898958	1.1007
8_MACS_peak_32623_lociStitched	chr7(.):75903161-75916636	1.2147
1_MACS_peak_32631_lociStitched	chr7(.):75923851-75924208	0.5854
1_MACS_peak_32632_lociStitched	chr7(.):75926706-75927175	0.7478
4_MACS_peak_32633_lociStitched	chr7(.):75928439-75932817	1.0408
3_MACS_peak_32637_lociStitched	chr7(.):75937471-75940403	0.8318
1_MACS_peak_32640_lociStitched	chr7(.):76139646-76140134	0.9425
1_MACS_peak_32641_lociStitched	chr7(.):76141440-76141833	0.4932
1_MACS_peak_32642_lociStitched	chr7(.):92466420-92466858	0.8399
3_MACS_peak_32643_lociStitched	chr7(.):96653344-96655909	0.8263
2_MACS_peak_32646_lociStitched	chr7(.):98251041-98252639	0.6444
1_MACS_peak_32648_lociStitched	chr7(.):98254482-98254832	0.7922
1_MACS_peak_32649_lociStitched	chr7(.):98257206-98258234	0.9244
1_MACS_peak_32650_lociStitched	chr7(.):98260065-98260467	0.6069
1_MACS_peak_32651_lociStitched	chr7(.):98438158-98438606	0.7898
1_MACS_peak_32652_lociStitched	chr7(.):98443961-98444236	0.8844
1_MACS_peak_32653_lociStitched	chr7(.):98463698-98464006	0.4794
1_MACS_peak_32654_lociStitched	chr7(.):98465956-98467644	1.1455
1_MACS_peak_32655_lociStitched	chr7(.):98468764-98469054	0.4437
2_MACS_peak_32656_lociStitched	chr7(.):99524432-99527351	0.9413
1_MACS_peak_32658_lociStitched	chr7(.):99532490-99532890	0.7478
1_MACS_peak_32659_lociStitched	chr7(.):99578230-99578779	0.6738
3_MACS_peak_32660_lociStitched	chr7(.):99580531-99583039	0.8249
3_MACS_peak_32663_lociStitched	chr7(.):99584323-99587474	0.7818
5_MACS_peak_32666_lociStitched	chr7(.):99757576-99775076	1.6494
1_MACS_peak_32671_lociStitched	chr7(.):99776654-99776970	0.6144
1_MACS_peak_32672_lociStitched	chr7(.):99778174-99778695	0.8672
1_MACS_peak_32673_lociStitched	chr7(.):99795939-99796593	0.8095
4_MACS_peak_32674_lociStitched	chr7(.):100081342-100092929	1.3416
3_MACS_peak_32678_lociStitched	chr7(.):100166513-100168875	1.1515
9_MACS_peak_32681_lociStitched	chr7(.):100185729-100208076	1.3246
1_MACS_peak_32690_lociStitched	chr7(.):100210512-100211193	0.7689
1_MACS_peak_32691_lociStitched	chr7(.):100212220-100212771	0.7682
9_MACS_peak_32692_lociStitched	chr7(.):100213835-100247733	1.3467
7_MACS_peak_32701_lociStitched	chr7(.):100249371-100261282	1.0572
4_MACS_peak_32708_lociStitched	chr7(.):100262854-100268267	1.0631
1_MACS_peak_32712_lociStitched	chr7(.):100269293-100270351	0.9949
5_MACS_peak_32713_lociStitched	chr7(.):100292271-100299742	1.0747
5_MACS_peak_32718_lociStitched	chr7(.):100312371-100338008	1.545
20_MACS_peak_32723_lociStitched	chr7(.):100340827-100378068	1.2328
2_MACS_peak_32743_lociStitched	chr7(.):100379232-100380189	0.684
8_MACS_peak_32745_lociStitched	chr7(.):100382058-100411306	1.3112
6_MACS_peak_32753_lociStitched	chr7(.):100415704-100434305	1.4078
3_MACS_peak_32759_lociStitched	chr7(.):100487835-100495476	1.7237
2_MACS_peak_32762_lociStitched	chr7(.):100520576-100522427	0.6938
1_MACS_peak_32764_lociStitched	chr7(.):100525734-100526050	0.7078
1_MACS_peak_32765_lociStitched	chr7(.):100527579-100527888	0.5937
2_MACS_peak_32766_lociStitched	chr7(.):100530478-100532904	0.8113
2_MACS_peak_32768_lociStitched	chr7(.):100542752-100544821	0.8731
1_MACS_peak_32770_lociStitched	chr7(.):100546248-100550584	1.2979
1_MACS_peak_32772_lociStitched	chr7(.):100555232-100555814	0.8842
6_MACS_peak_32773_lociStitched	chr7(.):100606035-100613564	1.0489
1_MACS_peak_32779_lociStitched	chr7(.):100614664-100615616	1.0014
3_MACS_peak_32780_lociStitched	chr7(.):100624268-100627195	0.889
2_MACS_peak_32783_lociStitched	chr7(.):100628288-100629220	0.7533
2_MACS_peak_32785_lociStitched	chr7(.):100633668-100648985	3.4847
9_MACS_peak_32787_lociStitched	chr7(.):100651404-100666863	1.0476
1_MACS_peak_32796_lociStitched	chr7(.):100668171-100668498	0.6676
1_MACS_peak_32797_lociStitched	chr7(.):100669622-100670149	0.8547
6_MACS_peak_32798_lociStitched	chr7(.):100688735-100696884	1.1077
1_MACS_peak_32804_lociStitched	chr7(.):100699239-100700174	1.0049
7_MACS_peak_32805_lociStitched	chr7(.):100702405-100720326	1.2401
11_MACS_peak_32812_lociStitched	chr7(.):100743721-100781639	1.3288
5_MACS_peak_32823_lociStitched	chr7(.):100785838-100797409	1.2088
7_MACS_peak_32828_lociStitched	chr7(.):100805716-100825505	1.6685
3_MACS_peak_32835_lociStitched	chr7(.):100827367-100829958	0.9108
1_MACS_peak_32838_lociStitched	chr7(.):100831645-100832646	0.9966
3_MACS_peak_32839_lociStitched	chr7(.):100833744-100847526	1.3237
1_MACS_peak_32842_lociStitched	chr7(.):100897961-100898662	1.0328
11_MACS_peak_32843_lociStitched	chr7(.):100899893-100913906	0.9533
5_MACS_peak_32854_lociStitched	chr7(.):100915158-100926477	1.2567
9_MACS_peak_32859_lociStitched	chr7(.):100927736-100951534	1.1935
1_MACS_peak_32868_lociStitched	chr7(.):100966621-100966928	0.5467
1_MACS_peak_32869_lociStitched	chr7(.):100968612-100971160	1.0545
2_MACS_peak_32870_lociStitched	chr7(.):100972987-100975492	0.88
2_MACS_peak_32872_lociStitched	chr7(.):100976598-100978813	0.97
7_MACS_peak_32874_lociStitched	chr7(.):100981501-100986664	0.9104
12_MACS_peak_32881_lociStitched	chr7(.):100988934-101001291	1.0076
4_MACS_peak_32893_lociStitched	chr7(.):101003775-101008281	0.9383
3_MACS_peak_32897_lociStitched	chr7(.):101009750-101012090	0.8193
1_MACS_peak_32900_lociStitched	chr7(.):101013374-101013725	0.7027
4_MACS_peak_32901_lociStitched	chr7(.):101015568-101018298	0.9215
5_MACS_peak_32905_lociStitched	chr7(.):101019549-101023512	0.7698
1_MACS_peak_32910_lociStitched	chr7(.):101025012-101025641	0.9365
1_MACS_peak_32911_lociStitched	chr7(.):101029663-101030005	0.9269
1_MACS_peak_32912_lociStitched	chr7(.):101031906-101032601	0.8392
1_MACS_peak_32913_lociStitched	chr7(.):101036606-101037258	0.9138
2_MACS_peak_32914_lociStitched	chr7(.):101038709-101040062	0.9789
6_MACS_peak_32916_lociStitched	chr7(.):101041965-101050072	1.0716
3_MACS_peak_32922_lociStitched	chr7(.):101055775-101059778	0.9388
1_MACS_peak_32925_lociStitched	chr7(.):101062513-101063020	0.8341
3_MACS_peak_32926_lociStitched	chr7(.):101065564-101070525	1.0896
1_MACS_peak_32929_lociStitched	chr7(.):101071761-101072088	0.4578
7_MACS_peak_32930_lociStitched	chr7(.):101073785-101082342	1.0129
4_MACS_peak_32937_lociStitched	chr7(.):101089031-101092682	0.9329
1_MACS_peak_32941_lociStitched	chr7(.):101097286-101097814	1.0461
5_MACS_peak_32942_lociStitched	chr7(.):101110903-101114061	0.7167
2_MACS_peak_32947_lociStitched	chr7(.):101115195-101117627	0.7264
1_MACS_peak_32949_lociStitched	chr7(.):101119594-101119885	0.5471
1_MACS_peak_32950_lociStitched	chr7(.):101125446-101126046	0.6714
4_MACS_peak_32951_lociStitched	chr7(.):101128953-101134646	0.9281
9_MACS_peak_32955_lociStitched	chr7(.):101136529-101151019	1.0839
9_MACS_peak_32964_lociStitched	chr7(.):101152222-101165732	1.0094
1_MACS_peak_32973_lociStitched	chr7(.):101166830-101167177	0.5862
3_MACS_peak_32974_lociStitched	chr7(.):101170009-101180820	1.2404
1_MACS_peak_32977_lociStitched	chr7(.):101182591-101182975	0.6688
2_MACS_peak_32978_lociStitched	chr7(.):101184167-101185450	0.8041
5_MACS_peak_32980_lociStitched	chr7(.):101188557-101195867	1.0938
8_MACS_peak_32985_lociStitched	chr7(.):101197041-101207313	0.9805
1_MACS_peak_32993_lociStitched	chr7(.):101226890-101227616	0.9189
1_MACS_peak_32994_lociStitched	chr7(.):101228802-101229063	0.7929
1_MACS_peak_32995_lociStitched	chr7(.):101245269-101245741	0.9535
9_MACS_peak_32996_lociStitched	chr7(.):101257031-101274846	1.1406
1_MACS_peak_33005_lociStitched	chr7(.):102120755-102121274	0.5761
1_MACS_peak_33006_lociStitched	chr7(.):102158299-102167466	2.0831
1_MACS_peak_33007_lociStitched	chr7(.):102215186-102220272	1.1348
1_MACS_peak_33008_lociStitched	chr7(.):102257360-102265965	2.3152
2_MACS_peak_33009_lociStitched	chr7(.):102313249-102317102	0.8608
1_MACS_peak_33011_lociStitched	chr7(.):103085463-103085904	0.7303
1_MACS_peak_33012_lociStitched	chr7(.):107277763-107278607	1.2238
2_MACS_peak_33013_lociStitched	chr7(.):107282020-107283603	0.9685
1_MACS_peak_33015_lociStitched	chr7(.):107772861-107775874	1.1513
1_MACS_peak_33016_lociStitched	chr7(.):107777326-107779274	0.9912
1_MACS_peak_33017_lociStitched	chr7(.):108094748-108096864	1.6668
1_MACS_peak_33018_lociStitched	chr7(.):111169433-111170569	0.9441
1_MACS_peak_33019_lociStitched	chr7(.):117930843-117931327	0.9344
1_MACS_peak_33020_lociStitched	chr7(.):120968887-120969490	0.8732
1_MACS_peak_33021_lociStitched	chr7(.):123172425-123174137	1.3789
1_MACS_peak_33022_lociStitched	chr7(.):126890732-126891827	1.3527
3_MACS_peak_33023_lociStitched	chr7(.):127805116-127811076	1.4246
1_MACS_peak_33026_lociStitched	chr7(.):127842409-127843003	0.8125
4_MACS_peak_33027_lociStitched	chr7(.):127987769-127995363	1.2529
4_MACS_peak_33031_lociStitched	chr7(.):127996493-128003840	1.3853
1_MACS_peak_33035_lociStitched	chr7(.):128028834-128029514	0.7364
1_MACS_peak_33036_lociStitched	chr7(.):128046464-128049719	1.5585
2_MACS_peak_33037_lociStitched	chr7(.):128429459-128431106	0.9574
6_MACS_peak_33039_lociStitched	chr7(.):128468252-128480344	1.3235
3_MACS_peak_33045_lociStitched	chr7(.):128482299-128498547	1.9646
1_MACS_peak_33048_lociStitched	chr7(.):128528531-128531996	1.2719
5_MACS_peak_33049_lociStitched	chr7(.):128548394-128555171	1.1431
2_MACS_peak_33054_lociStitched	chr7(.):129420604-129426173	2.2629
3_MACS_peak_33056_lociStitched	chr7(.):131370719-131376321	0.9407
2_MACS_peak_33059_lociStitched	chr7(.):131847587-131849103	0.8333
2_MACS_peak_33061_lociStitched	chr7(.):132259146-132262918	1.3537
1_MACS_peak_33063_lociStitched	chr7(.):135663260-135663701	0.9453
4_MACS_peak_33064_lociStitched	chr7(.):137851128-137859509	1.2869
4_MACS_peak_33068_lociStitched	chr7(.):138808882-138813732	0.9051
1_MACS_peak_33072_lociStitched	chr7(.):138817406-138818474	0.8964
2_MACS_peak_33073_lociStitched	chr7(.):139206240-139207916	0.6531
1_MACS_peak_33075_lociStitched	chr7(.):139209569-139209879	0.7488
1_MACS_peak_33076_lociStitched	chr7(.):139914577-139915556	1.3156
3_MACS_peak_33077_lociStitched	chr7(.):139928745-139933311	1.0584
1_MACS_peak_33080_lociStitched	chr7(.):139934732-139935237	0.8575
1_MACS_peak_33081_lociStitched	chr7(.):139937132-139940702	1.1272
3_MACS_peak_33082_lociStitched	chr7(.):140088612-140093009	1.0916
1_MACS_peak_33085_lociStitched	chr7(.):140095808-140096316	0.9574
1_MACS_peak_33086_lociStitched	chr7(.):140099000-140099643	0.8567
1_MACS_peak_33087_lociStitched	chr7(.):140103365-140104018	0.8569
1_MACS_peak_33088_lociStitched	chr7(.):140129710-140130059	0.8771
2_MACS_peak_33089_lociStitched	chr7(.):140339442-140342183	1.0794
1_MACS_peak_33091_lociStitched	chr7(.):142494200-142495802	1.1317
1_MACS_peak_33092_lociStitched	chr7(.):142552738-142554460	1.1585
4_MACS_peak_33093_lociStitched	chr7(.):142561120-142574237	1.1613
3_MACS_peak_33097_lociStitched	chr7(.):143056333-143061064	0.9475
1_MACS_peak_33100_lociStitched	chr7(.):143094530-143095210	0.8175
1_MACS_peak_33101_lociStitched	chr7(.):143104354-143105659	1.1094
2_MACS_peak_33102_lociStitched	chr7(.):145697192-145699168	0.902
1_MACS_peak_33104_lociStitched	chr7(.):149324451-149324990	0.7157
1_MACS_peak_33105_lociStitched	chr7(.):149457129-149457818	0.8915
1_MACS_peak_33106_lociStitched	chr7(.):149459608-149460384	0.853
1_MACS_peak_33107_lociStitched	chr7(.):149470090-149496012	2.4525
4_MACS_peak_33108_lociStitched	chr7(.):149498201-149532728	2.4688
1_MACS_peak_33112_lociStitched	chr7(.):150038085-150038764	0.7981
2_MACS_peak_33113_lociStitched	chr7(.):150496992-150499581	0.916
1_MACS_peak_33115_lociStitched	chr7(.):150552526-150552891	0.6939
1_MACS_peak_33116_lociStitched	chr7(.):150628523-150628907	0.8858
3_MACS_peak_33117_lociStitched	chr7(.):150643513-150645243	0.9249
3_MACS_peak_33120_lociStitched	chr7(.):150676046-150689016	1.5056
2_MACS_peak_33123_lociStitched	chr7(.):150690261-150692279	0.953
3_MACS_peak_33125_lociStitched	chr7(.):150693414-150696653	1.177
1_MACS_peak_33128_lociStitched	chr7(.):150703875-150704930	0.8835
9_MACS_peak_33129_lociStitched	chr7(.):150706513-150720499	1.2102
1_MACS_peak_33138_lociStitched	chr7(.):150745206-150748547	1.39
5_MACS_peak_33139_lociStitched	chr7(.):150862742-150905457	1.7917
13_MACS_peak_33144_lociStitched	chr7(.):150940765-150977790	2.1001
1_MACS_peak_33157_lociStitched	chr7(.):150998634-150999298	0.7448
1_MACS_peak_33158_lociStitched	chr7(.):151000596-151001497	1.3366
1_MACS_peak_33159_lociStitched	chr7(.):151003452-151005100	0.8591
1_MACS_peak_33160_lociStitched	chr7(.):151006287-151006658	0.9099
1_MACS_peak_33161_lociStitched	chr7(.):151077583-151094482	2.0285
1_MACS_peak_33162_lociStitched	chr7(.):151096691-151098908	1.0576
5_MACS_peak_33163_lociStitched	chr7(.):151100778-151109365	1.1945
2_MACS_peak_33168_lociStitched	chr7(.):151129742-151131151	0.8478
2_MACS_peak_33170_lociStitched	chr7(.):151132412-151137437	1.1602
1_MACS_peak_33172_lociStitched	chr7(.):151148558-151148935	0.8059
1_MACS_peak_33173_lociStitched	chr7(.):151386356-151387491	0.9598
1_MACS_peak_33174_lociStitched	chr7(.):151393354-151394086	0.7048
1_MACS_peak_33175_lociStitched	chr7(.):151395240-151395704	0.7926
3_MACS_peak_33176_lociStitched	chr7(.):151398031-151400617	0.9766
1_MACS_peak_33179_lociStitched	chr7(.):151403402-151404236	0.9104
5_MACS_peak_33180_lociStitched	chr7(.):151414339-151422807	1.0412
1_MACS_peak_33185_lociStitched	chr7(.):151425599-151426191	0.7918
1_MACS_peak_33186_lociStitched	chr7(.):151429024-151429379	0.8304
2_MACS_peak_33187_lociStitched	chr7(.):151432547-151434340	0.8634
1_MACS_peak_33189_lociStitched	chr7(.):151437095-151437530	0.7077
3_MACS_peak_33190_lociStitched	chr7(.):151439369-151444156	0.9289
2_MACS_peak_33193_lociStitched	chr7(.):151453183-151456473	1.0632
2_MACS_peak_33195_lociStitched	chr7(.):151459183-151462240	0.9988
1_MACS_peak_33197_lociStitched	chr7(.):151471978-151472657	0.6985
1_MACS_peak_33198_lociStitched	chr7(.):151474088-151474542	0.7337
2_MACS_peak_33199_lociStitched	chr7(.):151476316-151478974	1.0023
3_MACS_peak_33201_lociStitched	chr7(.):151480646-151483609	0.8763
1_MACS_peak_33204_lociStitched	chr7(.):151488402-151488840	0.7467
2_MACS_peak_33205_lociStitched	chr7(.):151490855-151492251	0.9335
1_MACS_peak_33207_lociStitched	chr7(.):151495972-151496553	0.7141
1_MACS_peak_33208_lociStitched	chr7(.):151502066-151502651	0.7954
4_MACS_peak_33209_lociStitched	chr7(.):151504571-151507841	0.9736
3_MACS_peak_33213_lociStitched	chr7(.):151510428-151514155	0.9314
3_MACS_peak_33216_lociStitched	chr7(.):151515407-151518818	0.8144
1_MACS_peak_33219_lociStitched	chr7(.):151528569-151529037	0.8761
3_MACS_peak_33220_lociStitched	chr7(.):151530118-151533844	0.944
1_MACS_peak_33223_lociStitched	chr7(.):151535489-151535933	0.743
4_MACS_peak_33224_lociStitched	chr7(.):151546834-151551792	0.9023
2_MACS_peak_33228_lociStitched	chr7(.):151553163-151557938	0.9809
2_MACS_peak_33230_lociStitched	chr7(.):151558996-151561035	1.0104
4_MACS_peak_33232_lociStitched	chr7(.):151563643-151568932	1.0059
1_MACS_peak_33236_lociStitched	chr7(.):151572029-151574041	1.3357
1_MACS_peak_33237_lociStitched	chr7(.):151583845-151584398	0.7556
1_MACS_peak_33238_lociStitched	chr7(.):151585545-151585963	0.8275
5_MACS_peak_33239_lociStitched	chr7(.):151587924-151593949	1.0384
1_MACS_peak_33244_lociStitched	chr7(.):151617585-151617984	0.8637
1_MACS_peak_33245_lociStitched	chr7(.):151629974-151630824	1.0462
1_MACS_peak_33246_lociStitched	chr7(.):151635816-151636384	0.8425
1_MACS_peak_33247_lociStitched	chr7(.):152593109-152593630	0.8221
2_MACS_peak_33248_lociStitched	chr7(.):154532968-154534828	0.6394
3_MACS_peak_33250_lociStitched	chr7(.):154539353-154545452	1.2027
4_MACS_peak_33253_lociStitched	chr7(.):154547735-154551582	0.9678
2_MACS_peak_33257_lociStitched	chr7(.):154554498-154555461	0.7767
2_MACS_peak_33259_lociStitched	chr7(.):154558256-154560080	0.9177
3_MACS_peak_33261_lociStitched	chr7(.):154585179-154587203	0.7471
4_MACS_peak_33264_lociStitched	chr7(.):154591366-154595793	0.8121
2_MACS_peak_33268_lociStitched	chr7(.):154596939-154598497	0.8256
1_MACS_peak_33270_lociStitched	chr7(.):154626774-154627304	0.7257
3_MACS_peak_33271_lociStitched	chr7(.):154630945-154633074	0.8918
3_MACS_peak_33274_lociStitched	chr7(.):154646002-154647316	1.0505
1_MACS_peak_33277_lociStitched	chr7(.):154649440-154651090	1.2028
1_MACS_peak_33278_lociStitched	chr7(.):154657921-154658281	0.7712
1_MACS_peak_33279_lociStitched	chr7(.):154659624-154661291	1.1297
9_MACS_peak_33280_lociStitched	chr7(.):154662449-154672899	0.9528
1_MACS_peak_33289_lociStitched	chr7(.):154678339-154678888	0.8565
6_MACS_peak_33290_lociStitched	chr7(.):154681068-154695197	1.133
11_MACS_peak_33296_lociStitched	chr7(.):154696284-154711185	1.0346
2_MACS_peak_33307_lociStitched	chr7(.):154955867-154958770	0.9229
1_MACS_peak_33309_lociStitched	chr7(.):154959856-154960434	0.7534
1_MACS_peak_33310_lociStitched	chr7(.):154961461-154962085	0.719
2_MACS_peak_33311_lociStitched	chr7(.):154963401-154965124	0.7985
1_MACS_peak_33313_lociStitched	chr7(.):154984674-154985529	0.7308
3_MACS_peak_33314_lociStitched	chr7(.):155005259-155008089	0.8341
1_MACS_peak_33317_lociStitched	chr7(.):155011724-155012748	1.0716
5_MACS_peak_33318_lociStitched	chr7(.):155014456-155021168	1.0839
8_MACS_peak_33323_lociStitched	chr7(.):155022473-155032333	1.1216
1_MACS_peak_33331_lociStitched	chr7(.):155035461-155036272	1.1886
3_MACS_peak_33332_lociStitched	chr7(.):155037399-155041908	1.0183
4_MACS_peak_33335_lociStitched	chr7(.):155043328-155055679	1.1797
2_MACS_peak_33339_lociStitched	chr7(.):155057807-155060171	1.1198
3_MACS_peak_33341_lociStitched	chr7(.):155068060-155071065	0.9118
3_MACS_peak_33344_lociStitched	chr7(.):155077391-155082767	1.0143
8_MACS_peak_33347_lociStitched	chr7(.):155120074-155137626	1.2992
2_MACS_peak_33355_lociStitched	chr7(.):155142728-155145651	1.0797
3_MACS_peak_33357_lociStitched	chr7(.):155147464-155158689	1.3558
6_MACS_peak_33360_lociStitched	chr7(.):155161426-155186336	1.314
10_MACS_peak_33366_lociStitched	chr7(.):155187697-155199203	0.9717
1_MACS_peak_33376_lociStitched	chr7(.):155206046-155206542	0.7781
1_MACS_peak_33377_lociStitched	chr7(.):155207853-155208336	1.0087
2_MACS_peak_33378_lociStitched	chr7(.):155209461-155210584	0.9223
7_MACS_peak_33380_lociStitched	chr7(.):155214983-155226450	1.0791
1_MACS_peak_33387_lociStitched	chr7(.):155230781-155231303	0.925
1_MACS_peak_33388_lociStitched	chr7(.):155232512-155233038	1.0219
4_MACS_peak_33389_lociStitched	chr7(.):155241281-155249122	1.1627
5_MACS_peak_33393_lociStitched	chr7(.):155251737-155256101	0.767
2_MACS_peak_33398_lociStitched	chr7(.):155257531-155259242	0.9195
1_MACS_peak_33400_lociStitched	chr7(.):155260880-155261275	0.79
1_MACS_peak_33401_lociStitched	chr7(.):155263704-155264398	0.8302
1_MACS_peak_33402_lociStitched	chr7(.):155266107-155267462	0.9807
3_MACS_peak_33403_lociStitched	chr7(.):155275015-155278314	0.795
3_MACS_peak_33406_lociStitched	chr7(.):155282033-155285073	1.2152
3_MACS_peak_33409_lociStitched	chr7(.):155286177-155290962	0.874
10_MACS_peak_33412_lociStitched	chr7(.):155307161-155329403	1.148
4_MACS_peak_33422_lociStitched	chr7(.):155331988-155344487	1.3154
6_MACS_peak_33426_lociStitched	chr7(.):155345784-155353858	1.0305
3_MACS_peak_33432_lociStitched	chr7(.):155356960-155363006	1.1373
2_MACS_peak_33435_lociStitched	chr7(.):155364217-155365398	0.967
1_MACS_peak_33437_lociStitched	chr7(.):155367991-155368322	0.8584
1_MACS_peak_33438_lociStitched	chr7(.):155369450-155370996	1.0807
10_MACS_peak_33439_lociStitched	chr7(.):155373910-155385604	0.9651
2_MACS_peak_33449_lociStitched	chr7(.):155396023-155397061	0.9808
6_MACS_peak_33451_lociStitched	chr7(.):155586882-155594564	0.9939
20_MACS_peak_33457_lociStitched	chr7(.):155596229-155642287	1.3441
1_MACS_peak_33477_lociStitched	chr7(.):155644430-155644940	0.9281
4_MACS_peak_33478_lociStitched	chr7(.):155655386-155659134	0.8944
1_MACS_peak_33482_lociStitched	chr7(.):155660298-155660640	0.5874
1_MACS_peak_33483_lociStitched	chr7(.):155663307-155663961	0.9654
7_MACS_peak_33484_lociStitched	chr7(.):155673685-155682286	1.0124
5_MACS_peak_33491_lociStitched	chr7(.):155690243-155697131	1.0251
3_MACS_peak_33496_lociStitched	chr7(.):155701493-155704054	0.8384
2_MACS_peak_33499_lociStitched	chr7(.):155706313-155707413	0.6868
3_MACS_peak_33501_lociStitched	chr7(.):155712063-155717134	1.262
1_MACS_peak_33504_lociStitched	chr7(.):155718302-155718838	0.9179
1_MACS_peak_33505_lociStitched	chr7(.):155737611-155737884	0.6626
1_MACS_peak_33506_lociStitched	chr7(.):155741279-155742069	0.7922
4_MACS_peak_33507_lociStitched	chr7(.):155743510-155746842	0.9868
2_MACS_peak_33511_lociStitched	chr7(.):155753638-155757485	1.0258
1_MACS_peak_33513_lociStitched	chr7(.):155765168-155767530	0.9681
1_MACS_peak_33514_lociStitched	chr7(.):155770711-155771115	0.6229
1_MACS_peak_33515_lociStitched	chr7(.):155772738-155773125	0.6704
2_MACS_peak_33516_lociStitched	chr7(.):155785888-155787619	1.0001
5_MACS_peak_33518_lociStitched	chr7(.):155788693-155798533	1.1456
1_MACS_peak_33523_lociStitched	chr7(.):155810533-155811255	0.8872
1_MACS_peak_33524_lociStitched	chr7(.):155812922-155813288	0.7945
