GENE_ID	locusLine	H3k18ac_5_DMSO_compare_signal
MACS_peak_26514_2	chr7(.):32771592-32773326	0.6083
MACS_peak_26515	chr7(.):32777287-32778914	0.5987
MACS_peak_26516_1	chr7(.):32796491-32796896	0.1309
MACS_peak_26516_2	chr7(.):32796897-32798772	0.992
MACS_peak_26517	chr7(.):32885276-32886603	0.4092
MACS_peak_26518_1	chr7(.):32929106-32930467	1.1997
MACS_peak_26518_2	chr7(.):32930468-32932467	4.1156
MACS_peak_26518_3	chr7(.):32932468-32933139	0.3531
MACS_peak_26519	chr7(.):32944347-32946163	0.3407
MACS_peak_26521_1	chr7(.):32996601-32997833	1.354
MACS_peak_26522_1	chr7(.):33078770-33079520	0.3721
MACS_peak_26522_2	chr7(.):33079522-33081514	0.4909
MACS_peak_26523_1	chr7(.):33101409-33103409	1.7367
MACS_peak_26524_1	chr7(.):33148046-33150001	0.8864
MACS_peak_26525_1	chr7(.):33168151-33170150	1.0117
MACS_peak_26525_2	chr7(.):33170151-33170300	0.0417
MACS_peak_26526	chr7(.):33183360-33184683	0.3275
MACS_peak_26527	chr7(.):33230148-33231482	0.501
MACS_peak_26528	chr7(.):33789304-33791424	0.4027
MACS_peak_26529	chr7(.):34361737-34362687	0.3518
MACS_peak_26530	chr7(.):34757589-34759828	0.8106
MACS_peak_26531	chr7(.):34773802-34776713	1.4292
MACS_peak_26532	chr7(.):34778725-34780845	0.8081
MACS_peak_26533	chr7(.):34786277-34787469	0.5073
MACS_peak_26534	chr7(.):34793472-34796489	0.8255
MACS_peak_26535	chr7(.):35021713-35022987	0.7411
MACS_peak_26536	chr7(.):35061880-35066464	1.4531
MACS_peak_26537_1	chr7(.):35072888-35076652	0.8923
MACS_peak_26537_2	chr7(.):35076653-35077233	0.746
MACS_peak_26538_1	chr7(.):35077290-35078100	1.6888
MACS_peak_26540_1	chr7(.):35733364-35733771	0.1092
MACS_peak_26540_2	chr7(.):35733772-35735771	2.6336
MACS_peak_26540_3	chr7(.):35735772-35736163	0.0687
MACS_peak_26541	chr7(.):35738776-35741876	0.1883
MACS_peak_26543	chr7(.):35748861-35750442	0.5213
MACS_peak_26544	chr7(.):35763109-35772065	1.3087
MACS_peak_26545_1	chr7(.):35839296-35839625	0.0267
MACS_peak_26545_2	chr7(.):35839626-35841625	4.0567
MACS_peak_26545_3	chr7(.):35841626-35842785	0.2713
MACS_peak_26546	chr7(.):36342463-36344034	0.5745
MACS_peak_26547	chr7(.):36351393-36353208	0.5729
MACS_peak_26548_1	chr7(.):36405931-36407307	0.7729
MACS_peak_26549_1	chr7(.):36428681-36428733	0.1514
MACS_peak_26549_2	chr7(.):36428734-36430430	2.7471
MACS_peak_26549_3	chr7(.):36430431-36430733	0.3051
MACS_peak_26549_4	chr7(.):36430734-36430852	0.0316
MACS_peak_26550	chr7(.):36982922-36984386	0.5924
MACS_peak_26551	chr7(.):36989863-36992246	0.426
MACS_peak_26552	chr7(.):36996353-36998404	0.59
MACS_peak_26553	chr7(.):37243813-37246352	1.1792
MACS_peak_26554	chr7(.):37247028-37249037	0.7177
MACS_peak_26555	chr7(.):37250770-37253492	0.5161
MACS_peak_26556	chr7(.):37294159-37296219	0.5888
MACS_peak_26557	chr7(.):37374913-37377538	0.6605
MACS_peak_26558	chr7(.):37379898-37386098	1.7553
MACS_peak_26559	chr7(.):37389175-37390561	0.3428
MACS_peak_26561	chr7(.):37433211-37436455	0.4486
MACS_peak_26562_1	chr7(.):37487532-37489510	0.9864
MACS_peak_26562_2	chr7(.):37489511-37489910	0.1982
MACS_peak_26564	chr7(.):37684792-37685928	0.8594
MACS_peak_26565	chr7(.):37855034-37857428	0.6369
MACS_peak_26566	chr7(.):37860512-37861791	0.5684
MACS_peak_26567_1	chr7(.):37959579-37961161	3.1867
MACS_peak_26567_2	chr7(.):37961162-37961553	0.3951
MACS_peak_26568_1	chr7(.):38217219-38218488	1.6512
MACS_peak_26569	chr7(.):38334771-38336592	0.4315
MACS_peak_26570	chr7(.):38350559-38351822	0.6532
MACS_peak_26571	chr7(.):38383679-38386209	1.1962
MACS_peak_26572	chr7(.):38387901-38392241	1.8163
MACS_peak_26573	chr7(.):38392941-38394273	1.3428
MACS_peak_26574	chr7(.):38397237-38399704	2.3192
MACS_peak_26575	chr7(.):38401429-38403551	1.8997
MACS_peak_26576	chr7(.):38406364-38408595	1.164
MACS_peak_26577	chr7(.):38432710-38434471	0.7021
MACS_peak_26578	chr7(.):38502296-38504188	0.5128
MACS_peak_26579	chr7(.):38711262-38712761	0.332
MACS_peak_26580	chr7(.):38944201-38946126	0.6322
MACS_peak_26581_1	chr7(.):38947888-38949202	0.8403
MACS_peak_26582_1	chr7(.):39605173-39606856	1.6278
MACS_peak_26583	chr7(.):39628238-39631120	0.4696
MACS_peak_26585_1	chr7(.):39661918-39662160	0.1599
MACS_peak_26585_2	chr7(.):39662161-39664160	2.3121
MACS_peak_26585_3	chr7(.):39664161-39664624	0.3134
MACS_peak_26586	chr7(.):39695098-39699010	0.2196
MACS_peak_26588_1	chr7(.):39771974-39772165	0.0799
MACS_peak_26588_2	chr7(.):39772166-39774165	1.2747
MACS_peak_26588_3	chr7(.):39774166-39774343	0.0339
MACS_peak_26589	chr7(.):39894474-39894946	0.629
MACS_peak_26590_1	chr7(.):39987544-39988957	1.9862
MACS_peak_26590_2	chr7(.):39988958-39990957	3.0214
MACS_peak_26590_3	chr7(.):39990958-39992517	1.1309
MACS_peak_26591_1	chr7(.):40173172-40173250	0.0303
MACS_peak_26591_2	chr7(.):40173251-40173573	0.0956
MACS_peak_26591_3	chr7(.):40173574-40174981	1.8729
MACS_peak_26593	chr7(.):40367318-40368482	0.5641
MACS_peak_26594	chr7(.):40432601-40434187	0.5466
MACS_peak_26596	chr7(.):40513585-40515709	0.6824
MACS_peak_26597	chr7(.):40539259-40540323	0.3158
MACS_peak_26598	chr7(.):40683338-40685968	1.2677
MACS_peak_26599	chr7(.):40732324-40734818	0.5855
MACS_peak_26600	chr7(.):41131798-41133868	0.8131
MACS_peak_26602	chr7(.):41667534-41671350	0.5667
MACS_peak_26602	chr7(.):41667534-41671350	0.5667
MACS_peak_26603	chr7(.):41743964-41746103	1.2073
MACS_peak_26604	chr7(.):41770877-41772180	0.5735
MACS_peak_26605	chr7(.):41919113-41923238	0.6508
MACS_peak_26607	chr7(.):41982532-41985201	0.8451
MACS_peak_26608	chr7(.):41986195-41988002	0.41
MACS_peak_26610_1	chr7(.):42275650-42277617	1.9941
MACS_peak_26610_2	chr7(.):42277618-42277927	0.3208
MACS_peak_26612	chr7(.):42712643-42713757	0.2318
MACS_peak_26613	chr7(.):42927477-42928980	0.8259
MACS_peak_26614_1	chr7(.):42950566-42950688	0.0343
MACS_peak_26614_2	chr7(.):42950689-42952688	1.7737
MACS_peak_26615_1	chr7(.):42970494-42970804	0.1868
MACS_peak_26615_2	chr7(.):42970805-42970937	0.0929
MACS_peak_26615_3	chr7(.):42970938-42972804	2.3512
MACS_peak_26615_4	chr7(.):42972805-42972862	0.1732
MACS_peak_26616	chr7(.):42984411-42986756	0.8755
MACS_peak_26617	chr7(.):43111187-43113515	1.6854
MACS_peak_26618	chr7(.):43114701-43116919	1.0582
MACS_peak_26619_1	chr7(.):43149414-43151196	1.6967
MACS_peak_26619_2	chr7(.):43151197-43153196	0.7226
MACS_peak_26619_3	chr7(.):43153197-43153763	0.429
MACS_peak_26619_1	chr7(.):43149414-43151196	1.6967
MACS_peak_26619_2	chr7(.):43151197-43153196	0.7226
MACS_peak_26619_3	chr7(.):43153197-43153763	0.429
MACS_peak_26620	chr7(.):43527217-43529040	0.6455
MACS_peak_26621	chr7(.):43611363-43613225	0.4319
MACS_peak_26622_1	chr7(.):43622495-43623690	1.3757
MACS_peak_26622_2	chr7(.):43623691-43627729	0.5581
MACS_peak_26623	chr7(.):43685311-43690752	1.6015
MACS_peak_26624_1	chr7(.):43768210-43769966	1.8234
MACS_peak_26626_1	chr7(.):43795611-43797270	0.7379
MACS_peak_26626_2	chr7(.):43797271-43799245	1.0037
MACS_peak_26626_1	chr7(.):43795611-43797270	0.7379
MACS_peak_26626_2	chr7(.):43797271-43799245	1.0037
MACS_peak_26627	chr7(.):43873707-43875283	0.4848
MACS_peak_26628	chr7(.):43889535-43891010	0.3352
MACS_peak_26629_1	chr7(.):43907228-43908144	0.6547
MACS_peak_26629_2	chr7(.):43908145-43909826	1.0669
MACS_peak_26630_1	chr7(.):43945231-43946949	1.2647
MACS_peak_26631_1	chr7(.):43965034-43966995	1.6255
MACS_peak_26631_2	chr7(.):43967034-43967206	0.2608
MACS_peak_26632_1	chr7(.):44057586-44057747	0.1174
MACS_peak_26632_2	chr7(.):44057748-44059747	1.2509
MACS_peak_26632_3	chr7(.):44059748-44059868	0.1888
MACS_peak_26633_1	chr7(.):44078308-44079221	0.9889
MACS_peak_26633_2	chr7(.):44079222-44079696	1.0757
MACS_peak_26633_3	chr7(.):44079697-44080065	2.2044
MACS_peak_26633_4	chr7(.):44080066-44080997	0.7681
MACS_peak_26634_1	chr7(.):44083313-44085237	1.9496
MACS_peak_26634_2	chr7(.):44085238-44086873	0.5929
MACS_peak_26635_1	chr7(.):44121041-44121128	0.0432
MACS_peak_26635_2	chr7(.):44121129-44123074	1.2933
MACS_peak_26636	chr7(.):44135499-44138651	0.6905
MACS_peak_26637_1	chr7(.):44162147-44164096	1.2221
MACS_peak_26639	chr7(.):44280454-44281444	0.4075
MACS_peak_26640	chr7(.):44296206-44299141	1.2367
MACS_peak_26641	chr7(.):44499103-44501833	0.3323
MACS_peak_26642_1	chr7(.):44529074-44529384	0.2446
MACS_peak_26642_2	chr7(.):44529385-44531384	3.2217
MACS_peak_26643_1	chr7(.):44612451-44613136	0.3754
MACS_peak_26643_2	chr7(.):44613137-44614123	1.8246
MACS_peak_26644_1	chr7(.):44620580-44620826	0.1875
MACS_peak_26644_2	chr7(.):44620827-44622826	2.7719
MACS_peak_26644_3	chr7(.):44622827-44623040	0.0994
MACS_peak_26645_1	chr7(.):44644811-44645119	0.1128
MACS_peak_26645_2	chr7(.):44645120-44647119	2.5863
MACS_peak_26645_3	chr7(.):44647120-44647571	0.3754
MACS_peak_26646	chr7(.):44661682-44664879	0.7728
MACS_peak_26647	chr7(.):44668129-44680674	2.03
MACS_peak_26648_1	chr7(.):44787225-44787528	0.4615
MACS_peak_26648_2	chr7(.):44787529-44789528	2.43
MACS_peak_26648_3	chr7(.):44789529-44792181	2.3714
MACS_peak_26649	chr7(.):44826196-44827590	0.3057
MACS_peak_26650	chr7(.):44830018-44832202	0.3453
MACS_peak_26651_1	chr7(.):44835029-44835239	0.0112
MACS_peak_26651_2	chr7(.):44835240-44837239	4.7377
MACS_peak_26651_3	chr7(.):44837240-44838166	0.6078
MACS_peak_26652_1	chr7(.):44886333-44886724	0.3965
MACS_peak_26652_2	chr7(.):44886725-44888724	4.9529
MACS_peak_26652_3	chr7(.):44888725-44889367	0.4391
MACS_peak_26653_1	chr7(.):44923712-44923959	0.0744
MACS_peak_26653_2	chr7(.):44923960-44925959	3.1379
MACS_peak_26653_3	chr7(.):44925960-44926629	0.4251
MACS_peak_26654	chr7(.):44997970-45000604	0.3757
MACS_peak_26655	chr7(.):45012879-45014735	0.1997
MACS_peak_26656_1	chr7(.):45024666-45025258	0.1965
MACS_peak_26656_2	chr7(.):45025259-45026108	1.1282
MACS_peak_26656_3	chr7(.):45026109-45027192	1.2708
MACS_peak_26657	chr7(.):45032408-45037132	1.2598
MACS_peak_26658_1	chr7(.):45037430-45038343	0.115
MACS_peak_26658_2	chr7(.):45038344-45038785	0.6423
MACS_peak_26658_3	chr7(.):45038786-45040343	1.531
MACS_peak_26658_4	chr7(.):45040344-45040785	2.3595
MACS_peak_26658_5	chr7(.):45040786-45042522	0.9674
MACS_peak_26658_1	chr7(.):45037430-45038343	0.115
MACS_peak_26658_2	chr7(.):45038344-45038785	0.6423
MACS_peak_26658_3	chr7(.):45038786-45040343	1.531
MACS_peak_26658_4	chr7(.):45040344-45040785	2.3595
MACS_peak_26658_5	chr7(.):45040786-45042522	0.9674
MACS_peak_26659_1	chr7(.):45065096-45066231	0.6793
MACS_peak_26659_2	chr7(.):45066232-45068231	4.8004
MACS_peak_26659_3	chr7(.):45068232-45068687	0.4051
MACS_peak_26660_1	chr7(.):45149924-45150316	0.1819
MACS_peak_26660_2	chr7(.):45150317-45152316	2.2267
MACS_peak_26660_3	chr7(.):45152317-45152458	0.0939
MACS_peak_26661	chr7(.):45242849-45244638	0.705
MACS_peak_26662	chr7(.):45366872-45369573	0.5762
MACS_peak_26663	chr7(.):45381289-45382807	0.8684
MACS_peak_26664	chr7(.):45439677-45444950	0.8983
MACS_peak_26664	chr7(.):45439677-45444950	0.8983
MACS_peak_26665	chr7(.):45447655-45451469	1.3416
MACS_peak_26666	chr7(.):45484786-45486844	1.4807
MACS_peak_26667_1	chr7(.):45614166-45615123	1.9245
MACS_peak_26667_2	chr7(.):45615124-45615275	0.2022
MACS_peak_26668_1	chr7(.):45807416-45807616	0.0902
MACS_peak_26668_2	chr7(.):45807617-45809616	1.9881
MACS_peak_26669	chr7(.):45911881-45913667	0.4894
MACS_peak_26670	chr7(.):45915936-45917926	0.362
MACS_peak_26671_1	chr7(.):45958897-45959870	0.2303
MACS_peak_26671_2	chr7(.):45959871-45961537	0.7125
MACS_peak_26673	chr7(.):46015874-46020433	0.713
MACS_peak_26674	chr7(.):46023770-46025277	0.2594
MACS_peak_26675	chr7(.):46042509-46047238	1.3903
MACS_peak_26676	chr7(.):46054404-46056083	0.4075
MACS_peak_26677	chr7(.):46065759-46067779	0.6539
MACS_peak_26678	chr7(.):46067893-46069845	0.4343
MACS_peak_26679	chr7(.):46191290-46195411	1.3971
MACS_peak_26680	chr7(.):46246567-46248573	0.245
MACS_peak_26682	chr7(.):46489047-46491282	0.3437
MACS_peak_26683	chr7(.):46512004-46514181	0.4368
MACS_peak_26685	chr7(.):46582962-46585440	0.5104
MACS_peak_26686	chr7(.):46718472-46721014	0.8535
MACS_peak_26688	chr7(.):47512717-47524818	2.4524
MACS_peak_26688	chr7(.):47512717-47524818	2.4524
MACS_peak_26689	chr7(.):47533193-47539453	1.7149
MACS_peak_26690	chr7(.):47610148-47612318	1.4793
MACS_peak_26691	chr7(.):47613177-47616798	0.7308
MACS_peak_26692	chr7(.):47620158-47622164	1.7326
MACS_peak_26693	chr7(.):47666387-47668759	1.2517
MACS_peak_26694	chr7(.):47685649-47688132	2.248
MACS_peak_26696	chr7(.):47707272-47713163	4.3049
MACS_peak_26697	chr7(.):47753927-47756018	0.9187
MACS_peak_26698	chr7(.):47976874-47978931	0.5928
MACS_peak_26700_1	chr7(.):48017928-48018245	0.2547
MACS_peak_26700_2	chr7(.):48018246-48019819	2.2422
MACS_peak_26701	chr7(.):48030545-48032581	1.4495
MACS_peak_26702_1	chr7(.):48074866-48076006	0.1724
MACS_peak_26703_1	chr7(.):48124246-48127353	0.9523
MACS_peak_26703_2	chr7(.):48127354-48127744	3.1585
MACS_peak_26703_3	chr7(.):48127745-48129353	4.9914
MACS_peak_26703_4	chr7(.):48129354-48129725	0.4614
MACS_peak_26705	chr7(.):48221846-48223693	0.5323
MACS_peak_26706	chr7(.):48292714-48295928	1.1569
MACS_peak_26707	chr7(.):49371550-49374739	1.2834
MACS_peak_26708	chr7(.):49472498-49474258	0.3057
MACS_peak_26709	chr7(.):49482353-49484483	0.5178
MACS_peak_26710	chr7(.):49805419-49808522	0.7075
MACS_peak_26711	chr7(.):49924931-49926308	0.8708
MACS_peak_26712	chr7(.):50320548-50322791	0.9992
MACS_peak_26713_1	chr7(.):50343301-50343376	0.3424
MACS_peak_26713_2	chr7(.):50343377-50345376	2.2299
MACS_peak_26713_3	chr7(.):50345377-50353321	2.2627
MACS_peak_26714	chr7(.):50353948-50358055	0.8035
MACS_peak_26715	chr7(.):50463903-50466562	0.3136
MACS_peak_26716_1	chr7(.):50517139-50518948	2.7302
MACS_peak_26717	chr7(.):50723470-50726407	1.0151
MACS_peak_26718	chr7(.):50728392-50731741	0.5704
MACS_peak_26719	chr7(.):51331243-51332476	0.5687
MACS_peak_26721	chr7(.):52085303-52086720	0.8129
MACS_peak_26722	chr7(.):52120531-52122855	0.9168
MACS_peak_26723	chr7(.):52144467-52146437	0.4118
MACS_peak_26724	chr7(.):52363103-52366287	0.5212
MACS_peak_26726	chr7(.):52574710-52576374	0.2728
MACS_peak_26728	chr7(.):52613778-52615079	0.4811
MACS_peak_26729	chr7(.):52622977-52624585	0.5008
MACS_peak_26730	chr7(.):52635505-52638060	0.5822
MACS_peak_26731	chr7(.):52774356-52782570	1.8142
MACS_peak_26732	chr7(.):52786893-52788550	0.7021
MACS_peak_26733	chr7(.):52796817-52798744	0.3167
MACS_peak_26734	chr7(.):52892478-52894851	0.6387
MACS_peak_26736	chr7(.):52910170-52911898	0.4367
MACS_peak_26737	chr7(.):52921384-52923523	1.0462
MACS_peak_26738	chr7(.):52977115-52979058	0.5015
MACS_peak_26739	chr7(.):53249317-53250823	0.4059
MACS_peak_26741	chr7(.):53305232-53306111	6.0666
MACS_peak_26742	chr7(.):53338893-53340775	1.0754
MACS_peak_26744	chr7(.):54731299-54733532	1.6068
MACS_peak_26745	chr7(.):54770007-54775212	1.1397
MACS_peak_26746_1	chr7(.):54825264-54825938	0.2513
MACS_peak_26746_2	chr7(.):54825939-54827938	3.7844
MACS_peak_26746_3	chr7(.):54827939-54828305	0.1335
MACS_peak_26747	chr7(.):55141251-55142614	0.7291
MACS_peak_26748	chr7(.):55322133-55324033	1.0142
MACS_peak_26749_1	chr7(.):55432563-55434139	5.4461
MACS_peak_26749_2	chr7(.):55434140-55435266	1.2479
MACS_peak_26750	chr7(.):55569011-55573357	1.8284
MACS_peak_26751	chr7(.):55573369-55586271	2.3444
MACS_peak_26753	chr7(.):55597327-55606317	6.8142
MACS_peak_26755	chr7(.):55660416-55662474	0.3834
MACS_peak_26756	chr7(.):55664189-55666646	0.7007
MACS_peak_26757	chr7(.):55954263-55955825	1.9901
MACS_peak_26758_1	chr7(.):56019110-56020509	0.6578
MACS_peak_26759_1	chr7(.):56031631-56033294	1.6201
MACS_peak_26759_2	chr7(.):56033295-56033424	0.0862
MACS_peak_26759_1	chr7(.):56031631-56033294	1.6201
MACS_peak_26759_2	chr7(.):56033295-56033424	0.0862
MACS_peak_26760	chr7(.):56101067-56102367	0.8928
MACS_peak_26761_1	chr7(.):56118280-56118376	0.0994
MACS_peak_26761_2	chr7(.):56118377-56120267	2.1366
MACS_peak_26761_3	chr7(.):56120268-56120376	0.0283
MACS_peak_26761_4	chr7(.):56120377-56120488	0.0
MACS_peak_26762_1	chr7(.):56131064-56132915	1.6775
MACS_peak_26762_2	chr7(.):56132916-56133186	0.2118
MACS_peak_26764_1	chr7(.):56172736-56173186	0.1865
MACS_peak_26764_2	chr7(.):56173187-56175032	1.0647
MACS_peak_26765	chr7(.):57583774-57585037	0.2269
MACS_peak_26766	chr7(.):63386297-63387148	0.7016
MACS_peak_26767_1	chr7(.):63505383-63506819	0.6874
MACS_peak_26767_2	chr7(.):63506820-63506894	0.0602
MACS_peak_26768	chr7(.):63764292-63769079	1.1299
MACS_peak_26769_1	chr7(.):63773069-63774184	0.3072
MACS_peak_26769_2	chr7(.):63774185-63775521	1.538
MACS_peak_26770	chr7(.):63780809-63782003	0.1838
MACS_peak_26771	chr7(.):63923889-63924931	0.2994
MACS_peak_26772_1	chr7(.):64022685-64023898	0.4351
MACS_peak_26773_1	chr7(.):64126064-64127447	1.104
MACS_peak_26774_1	chr7(.):64254312-64255769	1.3422
MACS_peak_26776_1	chr7(.):64363187-64364409	0.7719
MACS_peak_26777	chr7(.):64458591-64462502	0.7878
MACS_peak_26778_1	chr7(.):64465667-64466123	0.1083
MACS_peak_26778_2	chr7(.):64466124-64467930	1.4062
MACS_peak_26779_1	chr7(.):64496247-64497730	0.6822
MACS_peak_26779_2	chr7(.):64497731-64499730	0.8678
MACS_peak_26779_3	chr7(.):64499731-64500102	0.1522
MACS_peak_26779_1	chr7(.):64496247-64497730	0.6822
MACS_peak_26779_2	chr7(.):64497731-64499730	0.8678
MACS_peak_26779_3	chr7(.):64499731-64500102	0.1522
MACS_peak_26780	chr7(.):64540652-64542480	1.1697
MACS_peak_26781_1	chr7(.):64838411-64839729	1.3702
MACS_peak_26782	chr7(.):64939163-64942473	1.1013
MACS_peak_26783_1	chr7(.):65215020-65215090	0.0203
MACS_peak_26783_2	chr7(.):65215091-65217090	1.3995
MACS_peak_26784	chr7(.):65234821-65236906	1.1011
MACS_peak_26785_1	chr7(.):65335636-65337255	0.6884
MACS_peak_26785_2	chr7(.):65337256-65337344	0.0217
MACS_peak_26786_1	chr7(.):65338063-65339255	1.6419
MACS_peak_26786_2	chr7(.):65339256-65339667	0.6098
MACS_peak_26787_1	chr7(.):65445646-65446300	0.2043
MACS_peak_26787_2	chr7(.):65446301-65448113	2.4719
MACS_peak_26788_1	chr7(.):65540020-65541774	0.8953
MACS_peak_26788_2	chr7(.):65541775-65541832	0.212
MACS_peak_26788_3	chr7(.):65541833-65541998	0.1228
MACS_peak_26790_1	chr7(.):65579053-65580803	1.6153
MACS_peak_26790_2	chr7(.):65580804-65581025	0.0696
MACS_peak_26791_1	chr7(.):65669468-65671110	0.903
MACS_peak_26792	chr7(.):65957612-65959714	1.7437
MACS_peak_26793	chr7(.):66056110-66058376	1.1349
MACS_peak_26794_1	chr7(.):66092473-66092866	0.4095
MACS_peak_26794_2	chr7(.):66092867-66094658	1.5632
MACS_peak_26795	chr7(.):66118328-66120630	1.9539
MACS_peak_26796	chr7(.):66145987-66148029	1.3518
MACS_peak_26797_1	chr7(.):66204560-66204641	0.0
MACS_peak_26797_2	chr7(.):66204642-66206641	1.2689
MACS_peak_26797_3	chr7(.):66206642-66206977	0.1707
MACS_peak_26798_1	chr7(.):66308563-66308812	0.1272
MACS_peak_26798_2	chr7(.):66308813-66310812	2.3281
MACS_peak_26798_3	chr7(.):66310813-66311397	0.2447
MACS_peak_26799	chr7(.):66323622-66326915	3.2933
MACS_peak_26800_1	chr7(.):66385292-66387201	1.4447
MACS_peak_26800_2	chr7(.):66387202-66387895	0.4204
MACS_peak_26801_1	chr7(.):66459002-66459587	0.3573
MACS_peak_26801_2	chr7(.):66459588-66460815	1.9494
MACS_peak_26801_3	chr7(.):66460816-66461587	0.9088
MACS_peak_26801_4	chr7(.):66461588-66462625	0.4733
MACS_peak_26802	chr7(.):66593463-66594959	0.6629
MACS_peak_26803	chr7(.):66649642-66651057	0.684
MACS_peak_26804_1	chr7(.):66766513-66766614	0.1976
MACS_peak_26804_2	chr7(.):66766615-66768405	1.2786
MACS_peak_26804_3	chr7(.):66768406-66768497	0.0958
MACS_peak_26805	chr7(.):67572089-67574304	0.586
MACS_peak_26806	chr7(.):67586954-67588831	0.4433
MACS_peak_26807	chr7(.):67593671-67599580	1.1135
MACS_peak_26808	chr7(.):67710362-67713158	1.1831
MACS_peak_26809	chr7(.):67785456-67788417	1.3278
MACS_peak_26810	chr7(.):67864400-67867688	0.4993
MACS_peak_26811	chr7(.):68036909-68042456	0.3014
MACS_peak_26811	chr7(.):68036909-68042456	0.3014
MACS_peak_26813	chr7(.):68153184-68154723	0.6819
MACS_peak_26814	chr7(.):68649043-68650817	0.2299
MACS_peak_26815	chr7(.):68672945-68675038	0.5825
MACS_peak_26816	chr7(.):68709217-68711299	0.3174
MACS_peak_26817_1	chr7(.):69063077-69064110	0.438
MACS_peak_26819	chr7(.):69353586-69355665	0.5343
MACS_peak_26820	chr7(.):69533508-69536056	0.3825
MACS_peak_26822	chr7(.):69701936-69704481	0.9136
MACS_peak_26823	chr7(.):70146258-70148207	0.8703
MACS_peak_26824	chr7(.):70158499-70161888	1.7024
MACS_peak_26825	chr7(.):70227574-70230913	1.7392
MACS_peak_26826	chr7(.):70368196-70370677	0.9009
MACS_peak_26827	chr7(.):70906326-70909744	0.6961
MACS_peak_26828	chr7(.):71077721-71080834	0.3623
MACS_peak_26829	chr7(.):71152159-71154201	0.4223
MACS_peak_26830	chr7(.):71168569-71172373	0.6214
MACS_peak_26832	chr7(.):71333101-71334806	0.8486
MACS_peak_26833	chr7(.):71335336-71337010	0.8477
MACS_peak_26834	chr7(.):71365072-71366505	0.3658
MACS_peak_26835	chr7(.):71867880-71869880	0.4384
MACS_peak_26836	chr7(.):72090026-72092947	1.0363
MACS_peak_26837_1	chr7(.):72298068-72298950	0.6339
MACS_peak_26837_2	chr7(.):72298951-72299812	0.6902
MACS_peak_26837_3	chr7(.):72299813-72300950	1.5906
MACS_peak_26837_4	chr7(.):72300951-72301342	0.2633
MACS_peak_26838_1	chr7(.):72349055-72350934	1.1848
MACS_peak_26838_2	chr7(.):72350935-72351273	0.1652
MACS_peak_26839	chr7(.):72394561-72396929	1.0556
MACS_peak_26840_1	chr7(.):72424108-72424301	0.1776
MACS_peak_26840_2	chr7(.):72424302-72425661	0.9931
MACS_peak_26841	chr7(.):72435276-72436986	1.0313
MACS_peak_26842_1	chr7(.):72475379-72475454	0.132
MACS_peak_26842_2	chr7(.):72475455-72475678	0.0786
MACS_peak_26842_3	chr7(.):72475679-72477454	2.3906
MACS_peak_26842_4	chr7(.):72477455-72477678	0.3122
MACS_peak_26842_5	chr7(.):72477679-72478536	0.3317
MACS_peak_26843	chr7(.):72500811-72502827	0.2862
MACS_peak_26844	chr7(.):72504648-72506537	0.3833
MACS_peak_26845	chr7(.):72531656-72533831	0.8386
MACS_peak_26846	chr7(.):72533836-72535752	0.2116
MACS_peak_26847_1	chr7(.):72568267-72569681	0.8691
MACS_peak_26848	chr7(.):72625949-72626819	0.4404
MACS_peak_26849_1	chr7(.):72633718-72635672	1.6957
MACS_peak_26849_2	chr7(.):72635673-72636094	0.2756
MACS_peak_26850	chr7(.):72648931-72650447	0.9503
MACS_peak_26851_1	chr7(.):72721866-72723180	0.6752
MACS_peak_26852	chr7(.):72771170-72773377	0.8571
MACS_peak_26853	chr7(.):72813550-72814642	0.6577
MACS_peak_26854_1	chr7(.):72934250-72935614	0.5989
MACS_peak_26854_2	chr7(.):72935615-72937614	2.9012
MACS_peak_26854_3	chr7(.):72937615-72937947	0.1457
MACS_peak_26855_1	chr7(.):72970698-72971064	0.3429
MACS_peak_26855_2	chr7(.):72971065-72972601	3.2144
MACS_peak_26855_3	chr7(.):72972602-72972937	0.2112
MACS_peak_26856	chr7(.):72973765-72975352	0.2881
MACS_peak_26857	chr7(.):72979769-72981390	0.5183
MACS_peak_26858_1	chr7(.):72991674-72992012	0.2388
MACS_peak_26858_2	chr7(.):72992013-72993825	0.9236
MACS_peak_26859_1	chr7(.):73096719-73096780	0.0899
MACS_peak_26859_2	chr7(.):73096781-73096896	0.0084
MACS_peak_26859_3	chr7(.):73096897-73098780	0.9836
MACS_peak_26859_4	chr7(.):73098781-73098896	0.0419
MACS_peak_26861_1	chr7(.):73151881-73152183	0.1874
MACS_peak_26861_2	chr7(.):73152190-73154183	2.2195
MACS_peak_26861_3	chr7(.):73154190-73154463	0.1253
MACS_peak_26862	chr7(.):73155533-73159121	0.8861
MACS_peak_26863	chr7(.):73180261-73182971	0.5558
MACS_peak_26864_1	chr7(.):73255900-73257854	0.6637
MACS_peak_26865	chr7(.):73258764-73261494	1.221
MACS_peak_26866	chr7(.):73263580-73267186	0.6969
MACS_peak_26867	chr7(.):73269650-73270780	0.8117
MACS_peak_26868	chr7(.):73385553-73386792	0.3366
MACS_peak_26869	chr7(.):73416534-73418004	0.6812
MACS_peak_26870	chr7(.):73426766-73428250	0.9912
MACS_peak_26871	chr7(.):73475755-73477122	0.3852
MACS_peak_26872_1	chr7(.):73498126-73499154	0.6761
