GENE_ID	locusLine	bin_1_U266_jia.bam
1_MACS_peak_25696_lociStitched	chr4(.):12905001-12905673	0.8163
1_MACS_peak_25697_lociStitched	chr4(.):13104817-13105999	0.9583
1_MACS_peak_25698_lociStitched	chr4(.):13484955-13487007	1.9104
2_MACS_peak_25699_lociStitched	chr4(.):13526553-13531023	0.4936
3_MACS_peak_25701_lociStitched	chr4(.):13545873-13551886	0.7782
1_MACS_peak_25704_lociStitched	chr4(.):13612683-13613530	0.5977
1_MACS_peak_25705_lociStitched	chr4(.):13628285-13630301	1.7073
2_MACS_peak_25706_lociStitched	chr4(.):13655771-13658718	0.4871
1_MACS_peak_25708_lociStitched	chr4(.):13841967-13842764	0.5764
1_MACS_peak_25709_lociStitched	chr4(.):13922839-13925367	1.372
1_MACS_peak_25710_lociStitched	chr4(.):14177814-14182211	1.5728
1_MACS_peak_25711_lociStitched	chr4(.):14727779-14729250	0.9398
1_MACS_peak_25712_lociStitched	chr4(.):14756842-14757204	0.3332
1_MACS_peak_25713_lociStitched	chr4(.):14784313-14785626	0.5277
5_MACS_peak_25714_lociStitched	chr4(.):14868887-14886167	0.726
1_MACS_peak_25719_lociStitched	chr4(.):14909717-14913087	0.9862
2_MACS_peak_25720_lociStitched	chr4(.):14917831-14921232	0.9352
2_MACS_peak_25722_lociStitched	chr4(.):15002531-15010232	3.0672
1_MACS_peak_25724_lociStitched	chr4(.):15151078-15151472	0.3939
1_MACS_peak_25725_lociStitched	chr4(.):15175440-15176155	0.5533
1_MACS_peak_25726_lociStitched	chr4(.):15471418-15472055	0.4536
1_MACS_peak_25727_lociStitched	chr4(.):15480763-15481389	0.4088
3_MACS_peak_25728_lociStitched	chr4(.):15650265-15657972	1.0989
1_MACS_peak_25731_lociStitched	chr4(.):15682571-15684131	1.6465
1_MACS_peak_25732_lociStitched	chr4(.):15780009-15780686	0.4187
1_MACS_peak_25733_lociStitched	chr4(.):16226619-16229687	2.6719
1_MACS_peak_25734_lociStitched	chr4(.):16361931-16363257	1.2654
1_MACS_peak_25735_lociStitched	chr4(.):17512266-17514596	1.5173
1_MACS_peak_25736_lociStitched	chr4(.):17536393-17538018	1.56
3_MACS_peak_25737_lociStitched	chr4(.):17550885-17554970	0.708
2_MACS_peak_25740_lociStitched	chr4(.):17576903-17582434	2.1046
1_MACS_peak_25742_lociStitched	chr4(.):17615432-17617177	1.5432
1_MACS_peak_25743_lociStitched	chr4(.):17730359-17730689	0.2914
2_MACS_peak_25744_lociStitched	chr4(.):17811248-17813863	0.881
1_MACS_peak_25746_lociStitched	chr4(.):18021743-18024604	1.4538
1_MACS_peak_25747_lociStitched	chr4(.):18058743-18060023	0.6755
1_MACS_peak_25748_lociStitched	chr4(.):19085061-19085377	0.328
1_MACS_peak_25749_lociStitched	chr4(.):20701979-20702518	0.5052
1_MACS_peak_25750_lociStitched	chr4(.):21161004-21161446	0.3668
2_MACS_peak_25751_lociStitched	chr4(.):23335213-23337488	0.6529
1_MACS_peak_25753_lociStitched	chr4(.):23616442-23616974	0.4619
1_MACS_peak_25754_lociStitched	chr4(.):24474141-24475265	0.7211
1_MACS_peak_25755_lociStitched	chr4(.):24584595-24586930	1.9583
1_MACS_peak_25756_lociStitched	chr4(.):24974912-24976264	0.969
1_MACS_peak_25757_lociStitched	chr4(.):25160266-25163381	1.5465
2_MACS_peak_25758_lociStitched	chr4(.):25234867-25241782	0.9065
2_MACS_peak_25760_lociStitched	chr4(.):25313824-25314999	0.9392
2_MACS_peak_25762_lociStitched	chr4(.):25378138-25380228	1.2617
1_MACS_peak_25764_lociStitched	chr4(.):25513711-25514147	0.3739
1_MACS_peak_25765_lociStitched	chr4(.):25915765-25916817	1.4311
1_MACS_peak_25766_lociStitched	chr4(.):26085483-26086041	0.3629
3_MACS_peak_25767_lociStitched	chr4(.):26131949-26134823	0.6766
1_MACS_peak_25770_lociStitched	chr4(.):26143336-26144148	0.5996
2_MACS_peak_25771_lociStitched	chr4(.):26176444-26181254	0.3868
1_MACS_peak_25773_lociStitched	chr4(.):26198672-26199831	0.8226
1_MACS_peak_25774_lociStitched	chr4(.):26301112-26301736	0.5984
1_MACS_peak_25775_lociStitched	chr4(.):26313876-26314592	0.5117
1_MACS_peak_25776_lociStitched	chr4(.):26320090-26323943	2.3986
1_MACS_peak_25777_lociStitched	chr4(.):26585034-26586432	0.7026
2_MACS_peak_25778_lociStitched	chr4(.):26858695-26863908	1.558
1_MACS_peak_25780_lociStitched	chr4(.):27077431-27077949	0.4282
1_MACS_peak_25781_lociStitched	chr4(.):27694120-27694536	0.3924
1_MACS_peak_25782_lociStitched	chr4(.):27766278-27766715	0.4292
1_MACS_peak_25783_lociStitched	chr4(.):27813174-27816771	1.4493
2_MACS_peak_25784_lociStitched	chr4(.):31997576-31999927	1.0429
1_MACS_peak_25786_lociStitched	chr4(.):32149304-32149879	0.447
1_MACS_peak_25787_lociStitched	chr4(.):32634415-32635256	0.6682
1_MACS_peak_25788_lociStitched	chr4(.):34316425-34317038	0.4786
1_MACS_peak_25789_lociStitched	chr4(.):34335906-34336988	0.6436
1_MACS_peak_25790_lociStitched	chr4(.):37003397-37003836	0.4286
1_MACS_peak_25791_lociStitched	chr4(.):37677045-37678102	0.7012
2_MACS_peak_25792_lociStitched	chr4(.):37686600-37688942	1.6554
1_MACS_peak_25794_lociStitched	chr4(.):37827420-37829248	1.49
1_MACS_peak_25795_lociStitched	chr4(.):37891920-37894876	1.7529
1_MACS_peak_25796_lociStitched	chr4(.):37978275-37982120	1.3171
1_MACS_peak_25797_lociStitched	chr4(.):37995932-37996490	0.4069
1_MACS_peak_25798_lociStitched	chr4(.):38073110-38074231	0.4773
2_MACS_peak_25799_lociStitched	chr4(.):38106529-38114056	0.3686
4_MACS_peak_25801_lociStitched	chr4(.):38122174-38136056	0.5022
1_MACS_peak_25805_lociStitched	chr4(.):38178512-38179559	0.6413
3_MACS_peak_25806_lociStitched	chr4(.):38307281-38322241	1.1279
1_MACS_peak_25809_lociStitched	chr4(.):38525161-38526277	0.6107
2_MACS_peak_25810_lociStitched	chr4(.):38664522-38669672	2.3814
1_MACS_peak_25812_lociStitched	chr4(.):38674707-38675087	0.4173
1_MACS_peak_25813_lociStitched	chr4(.):38805393-38807906	0.9045
1_MACS_peak_25814_lociStitched	chr4(.):38868834-38869830	0.8163
1_MACS_peak_25815_lociStitched	chr4(.):39044972-39047328	1.8233
2_MACS_peak_25816_lociStitched	chr4(.):39183168-39185195	0.7775
1_MACS_peak_25818_lociStitched	chr4(.):39354025-39356208	0.7146
1_MACS_peak_25819_lociStitched	chr4(.):39367133-39368374	1.3166
1_MACS_peak_25820_lociStitched	chr4(.):39459270-39462037	1.4583
1_MACS_peak_25821_lociStitched	chr4(.):39527900-39531051	1.9735
1_MACS_peak_25822_lociStitched	chr4(.):39638901-39641487	1.2474
1_MACS_peak_25823_lociStitched	chr4(.):39698629-39700805	2.631
3_MACS_peak_25824_lociStitched	chr4(.):39715159-39720793	0.2888
1_MACS_peak_25827_lociStitched	chr4(.):39934347-39935195	0.616
1_MACS_peak_25828_lociStitched	chr4(.):39954315-39955529	0.7593
1_MACS_peak_25829_lociStitched	chr4(.):39977686-39980213	3.1929
1_MACS_peak_25830_lociStitched	chr4(.):40056708-40060216	3.5802
3_MACS_peak_25831_lociStitched	chr4(.):40193673-40212331	2.165
2_MACS_peak_25834_lociStitched	chr4(.):40228196-40231336	0.6412
1_MACS_peak_25836_lociStitched	chr4(.):40266367-40268063	1.7751
3_MACS_peak_25837_lociStitched	chr4(.):40301529-40312060	1.5219
1_MACS_peak_25840_lociStitched	chr4(.):40318282-40319757	1.0561
1_MACS_peak_25841_lociStitched	chr4(.):40422121-40423048	0.3935
1_MACS_peak_25842_lociStitched	chr4(.):40434506-40436758	1.1489
1_MACS_peak_25843_lociStitched	chr4(.):40442604-40444533	0.8328
1_MACS_peak_25844_lociStitched	chr4(.):40453958-40455274	0.8349
1_MACS_peak_25845_lociStitched	chr4(.):40464240-40464694	0.4002
1_MACS_peak_25846_lociStitched	chr4(.):40516417-40519263	1.1348
2_MACS_peak_25847_lociStitched	chr4(.):40537587-40539128	0.4043
1_MACS_peak_25849_lociStitched	chr4(.):40553176-40553481	0.3858
2_MACS_peak_25850_lociStitched	chr4(.):40566728-40568680	0.4055
2_MACS_peak_25852_lociStitched	chr4(.):40577538-40584140	0.6802
1_MACS_peak_25854_lociStitched	chr4(.):40629890-40634007	2.4278
2_MACS_peak_25855_lociStitched	chr4(.):40655170-40659972	1.1861
1_MACS_peak_25857_lociStitched	chr4(.):40720456-40720952	0.4621
1_MACS_peak_25858_lociStitched	chr4(.):40751548-40752394	0.7388
1_MACS_peak_25859_lociStitched	chr4(.):40764518-40766180	1.1335
1_MACS_peak_25860_lociStitched	chr4(.):40858604-40859168	0.5343
1_MACS_peak_25861_lociStitched	chr4(.):40899090-40899896	0.8374
2_MACS_peak_25862_lociStitched	chr4(.):41215443-41219486	2.0765
1_MACS_peak_25864_lociStitched	chr4(.):41257598-41261182	2.37
1_MACS_peak_25865_lociStitched	chr4(.):41362218-41363083	0.4717
1_MACS_peak_25866_lociStitched	chr4(.):41936673-41938081	1.4769
1_MACS_peak_25867_lociStitched	chr4(.):41991738-41993358	1.3694
1_MACS_peak_25868_lociStitched	chr4(.):42659200-42659872	0.8548
1_MACS_peak_25869_lociStitched	chr4(.):44679626-44681788	1.7865
1_MACS_peak_25870_lociStitched	chr4(.):44727365-44729264	1.6693
1_MACS_peak_25871_lociStitched	chr4(.):46726246-46726734	0.8445
1_MACS_peak_25872_lociStitched	chr4(.):47464675-47466267	1.5029
1_MACS_peak_25873_lociStitched	chr4(.):47486864-47488154	0.9684
1_MACS_peak_25874_lociStitched	chr4(.):47915319-47917342	1.6714
1_MACS_peak_25875_lociStitched	chr4(.):47928758-47929217	0.5011
1_MACS_peak_25876_lociStitched	chr4(.):48018106-48019124	0.8043
1_MACS_peak_25877_lociStitched	chr4(.):48130041-48130528	0.3857
1_MACS_peak_25878_lociStitched	chr4(.):48175171-48175861	0.4641
2_MACS_peak_25879_lociStitched	chr4(.):48180585-48182017	0.6544
4_MACS_peak_25881_lociStitched	chr4(.):48191834-48207578	1.3255
1_MACS_peak_25885_lociStitched	chr4(.):48270576-48272965	1.8472
1_MACS_peak_25886_lociStitched	chr4(.):48318226-48318568	0.4149
2_MACS_peak_25887_lociStitched	chr4(.):48342388-48344794	2.1216
2_MACS_peak_25889_lociStitched	chr4(.):48779695-48783240	1.932
1_MACS_peak_25891_lociStitched	chr4(.):48815425-48818045	1.051
2_MACS_peak_25892_lociStitched	chr4(.):48832359-48834505	2.0455
1_MACS_peak_25894_lociStitched	chr4(.):48907973-48909368	1.4411
2_MACS_peak_25899_lociStitched	chr4(.):52708425-52711622	2.3849
1_MACS_peak_25901_lociStitched	chr4(.):52756129-52757162	0.5252
1_MACS_peak_25902_lociStitched	chr4(.):52762046-52762705	0.7435
1_MACS_peak_25903_lociStitched	chr4(.):52903453-52905067	1.9863
1_MACS_peak_25904_lociStitched	chr4(.):53524808-53526296	1.1765
2_MACS_peak_25905_lociStitched	chr4(.):53577868-53580117	0.9777
1_MACS_peak_25907_lociStitched	chr4(.):53587899-53589115	1.0553
1_MACS_peak_25908_lociStitched	chr4(.):53682648-53683080	0.3996
1_MACS_peak_25909_lociStitched	chr4(.):54194874-54195249	0.3773
2_MACS_peak_25910_lociStitched	chr4(.):54231516-54232752	0.4985
1_MACS_peak_25912_lociStitched	chr4(.):54243667-54244580	1.3483
1_MACS_peak_25913_lociStitched	chr4(.):54466145-54466501	0.3421
1_MACS_peak_25914_lociStitched	chr4(.):54506938-54507309	0.3828
1_MACS_peak_25915_lociStitched	chr4(.):54568275-54569644	0.8803
2_MACS_peak_25916_lociStitched	chr4(.):54929828-54931472	0.7963
1_MACS_peak_25918_lociStitched	chr4(.):55226078-55226422	0.3431
1_MACS_peak_25919_lociStitched	chr4(.):56211996-56214946	1.2652
1_MACS_peak_25920_lociStitched	chr4(.):56261233-56263590	1.1995
2_MACS_peak_25921_lociStitched	chr4(.):56288459-56289531	0.4775
1_MACS_peak_25923_lociStitched	chr4(.):56411378-56414068	2.0282
1_MACS_peak_25924_lociStitched	chr4(.):56475647-56476001	0.3588
2_MACS_peak_25925_lociStitched	chr4(.):56484954-56485902	0.4977
1_MACS_peak_25927_lociStitched	chr4(.):56501909-56502368	0.5197
1_MACS_peak_25928_lociStitched	chr4(.):56573765-56574368	0.4539
1_MACS_peak_25929_lociStitched	chr4(.):56707793-56708366	0.6226
1_MACS_peak_25930_lociStitched	chr4(.):56719736-56720465	0.9992
1_MACS_peak_25931_lociStitched	chr4(.):56732324-56733126	0.438
2_MACS_peak_25932_lociStitched	chr4(.):56813704-56816555	0.7871
1_MACS_peak_25934_lociStitched	chr4(.):56914512-56916421	1.4663
2_MACS_peak_25935_lociStitched	chr4(.):57252498-57254116	0.7242
2_MACS_peak_25937_lociStitched	chr4(.):57299784-57304059	1.0583
1_MACS_peak_25939_lociStitched	chr4(.):57332676-57334631	1.0532
1_MACS_peak_25940_lociStitched	chr4(.):57396700-57397272	0.6465
1_MACS_peak_25941_lociStitched	chr4(.):57410854-57411443	0.6904
3_MACS_peak_25942_lociStitched	chr4(.):57622890-57629755	0.9003
1_MACS_peak_25945_lociStitched	chr4(.):57665976-57666504	0.6097
3_MACS_peak_25946_lociStitched	chr4(.):57683767-57688300	0.4064
1_MACS_peak_25949_lociStitched	chr4(.):57694748-57695225	0.397
1_MACS_peak_25950_lociStitched	chr4(.):57702961-57703611	0.5817
2_MACS_peak_25951_lociStitched	chr4(.):57773683-57776065	1.6695
2_MACS_peak_25953_lociStitched	chr4(.):57840506-57845627	0.9966
1_MACS_peak_25955_lociStitched	chr4(.):59944561-59945000	0.3959
1_MACS_peak_25956_lociStitched	chr4(.):62811150-62811563	0.3962
1_MACS_peak_25957_lociStitched	chr4(.):63468040-63468480	0.3944
1_MACS_peak_25958_lociStitched	chr4(.):63598205-63598594	0.4168
1_MACS_peak_25959_lociStitched	chr4(.):64116211-64116710	0.521
1_MACS_peak_25960_lociStitched	chr4(.):65730396-65730868	0.3606
1_MACS_peak_25961_lociStitched	chr4(.):68042768-68043081	0.2694
1_MACS_peak_25962_lociStitched	chr4(.):68410461-68411834	0.7737
2_MACS_peak_25963_lociStitched	chr4(.):68565962-68567431	1.1483
1_MACS_peak_25965_lociStitched	chr4(.):68904231-68904419	0.3928
1_MACS_peak_25966_lociStitched	chr4(.):69214878-69216310	1.0976
1_MACS_peak_25967_lociStitched	chr4(.):70522255-70523057	0.5199
1_MACS_peak_25968_lociStitched	chr4(.):70529703-70530188	0.414
1_MACS_peak_25969_lociStitched	chr4(.):71502952-71503826	0.6206
6_MACS_peak_25970_lociStitched	chr4(.):71521905-71534007	0.7334
2_MACS_peak_25976_lociStitched	chr4(.):71541365-71548010	0.815
2_MACS_peak_25978_lociStitched	chr4(.):71552969-71555224	1.0728
1_MACS_peak_25980_lociStitched	chr4(.):71569362-71572429	1.506
3_MACS_peak_25981_lociStitched	chr4(.):71596651-71601142	0.3587
2_MACS_peak_25984_lociStitched	chr4(.):71704309-71706259	1.0603
1_MACS_peak_25986_lociStitched	chr4(.):71767550-71768757	1.0132
3_MACS_peak_25987_lociStitched	chr4(.):71858492-71862748	0.6905
2_MACS_peak_25990_lociStitched	chr4(.):71869882-71872765	0.6096
1_MACS_peak_25992_lociStitched	chr4(.):71925058-71925785	0.551
1_MACS_peak_25993_lociStitched	chr4(.):72904816-72905287	0.4478
2_MACS_peak_25994_lociStitched	chr4(.):73934093-73936202	0.9228
1_MACS_peak_25996_lociStitched	chr4(.):74123343-74125799	1.4478
1_MACS_peak_25997_lociStitched	chr4(.):75023305-75024454	1.1408
1_MACS_peak_25998_lociStitched	chr4(.):75625541-75625935	0.3629
1_MACS_peak_25999_lociStitched	chr4(.):75648294-75648749	0.4477
1_MACS_peak_26000_lociStitched	chr4(.):75858193-75860089	1.0651
1_MACS_peak_26001_lociStitched	chr4(.):76012845-76013640	0.4686
1_MACS_peak_26002_lociStitched	chr4(.):76024216-76026091	0.6597
1_MACS_peak_26003_lociStitched	chr4(.):76051579-76052491	0.6637
1_MACS_peak_26004_lociStitched	chr4(.):76105776-76107319	0.8161
1_MACS_peak_26005_lociStitched	chr4(.):76326336-76326778	0.4062
1_MACS_peak_26006_lociStitched	chr4(.):76373350-76373629	0.3568
1_MACS_peak_26007_lociStitched	chr4(.):76438871-76440768	1.2876
2_MACS_peak_26008_lociStitched	chr4(.):76480548-76481808	0.6521
1_MACS_peak_26010_lociStitched	chr4(.):76555743-76556122	0.4702
2_MACS_peak_26011_lociStitched	chr4(.):76597101-76599534	1.1003
1_MACS_peak_26013_lociStitched	chr4(.):76640027-76641051	0.5939
2_MACS_peak_26014_lociStitched	chr4(.):76648634-76650858	0.9592
1_MACS_peak_26016_lociStitched	chr4(.):76861341-76862201	0.4512
1_MACS_peak_26017_lociStitched	chr4(.):76911235-76912509	0.6404
1_MACS_peak_26018_lociStitched	chr4(.):77068533-77070337	1.1143
1_MACS_peak_26019_lociStitched	chr4(.):77101176-77101519	0.3491
6_MACS_peak_26020_lociStitched	chr4(.):77116560-77136212	0.8189
1_MACS_peak_26026_lociStitched	chr4(.):77172140-77173148	0.538
3_MACS_peak_26027_lociStitched	chr4(.):77221801-77229984	1.1095
1_MACS_peak_26030_lociStitched	chr4(.):77506730-77507946	0.7271
2_MACS_peak_26031_lociStitched	chr4(.):77527177-77530116	0.8185
3_MACS_peak_26033_lociStitched	chr4(.):77561349-77563402	0.6111
1_MACS_peak_26036_lociStitched	chr4(.):77588295-77588901	0.5348
4_MACS_peak_26037_lociStitched	chr4(.):77609509-77623144	0.8897
2_MACS_peak_26041_lociStitched	chr4(.):77693157-77695139	0.5216
1_MACS_peak_26043_lociStitched	chr4(.):77818726-77819699	0.5752
1_MACS_peak_26044_lociStitched	chr4(.):77870457-77872539	0.8185
1_MACS_peak_26045_lociStitched	chr4(.):77905201-77905592	0.3565
1_MACS_peak_26046_lociStitched	chr4(.):77914606-77916077	0.669
1_MACS_peak_26047_lociStitched	chr4(.):77942693-77943013	0.3833
1_MACS_peak_26048_lociStitched	chr4(.):77995945-77998135	1.5183
2_MACS_peak_26049_lociStitched	chr4(.):78063331-78064947	0.5865
2_MACS_peak_26051_lociStitched	chr4(.):78074901-78079917	0.9534
4_MACS_peak_26053_lociStitched	chr4(.):78736249-78743348	1.2784
1_MACS_peak_26057_lociStitched	chr4(.):78783267-78785145	0.9601
2_MACS_peak_26058_lociStitched	chr4(.):78814224-78815320	0.3289
2_MACS_peak_26060_lociStitched	chr4(.):78837749-78842756	0.7321
2_MACS_peak_26062_lociStitched	chr4(.):78852313-78853359	0.4897
1_MACS_peak_26064_lociStitched	chr4(.):78904560-78906100	1.0134
1_MACS_peak_26065_lociStitched	chr4(.):79026860-79027258	0.4431
1_MACS_peak_26066_lociStitched	chr4(.):79269109-79269503	0.3796
1_MACS_peak_26067_lociStitched	chr4(.):79472873-79473382	0.4275
1_MACS_peak_26068_lociStitched	chr4(.):79487995-79488327	0.3132
1_MACS_peak_26069_lociStitched	chr4(.):79534393-79536317	0.7658
3_MACS_peak_26070_lociStitched	chr4(.):79545653-79548895	0.4211
1_MACS_peak_26073_lociStitched	chr4(.):79559257-79561018	0.7826
1_MACS_peak_26074_lociStitched	chr4(.):79578090-79578681	0.4879
1_MACS_peak_26075_lociStitched	chr4(.):79642012-79642766	0.5118
1_MACS_peak_26076_lociStitched	chr4(.):79688295-79688759	0.351
1_MACS_peak_26077_lociStitched	chr4(.):79695946-79698647	2.0335
1_MACS_peak_26078_lociStitched	chr4(.):79784339-79785398	0.4508
3_MACS_peak_26079_lociStitched	chr4(.):79859814-79862573	0.6435
1_MACS_peak_26082_lociStitched	chr4(.):80246719-80247264	0.6278
1_MACS_peak_26083_lociStitched	chr4(.):80858796-80859397	0.4657
1_MACS_peak_26084_lociStitched	chr4(.):82074843-82075456	0.5354
1_MACS_peak_26085_lociStitched	chr4(.):82392716-82393021	0.3096
2_MACS_peak_26086_lociStitched	chr4(.):83293388-83296765	1.248
2_MACS_peak_26088_lociStitched	chr4(.):83349931-83352906	1.8154
1_MACS_peak_26090_lociStitched	chr4(.):83719605-83720868	0.5732
1_MACS_peak_26091_lociStitched	chr4(.):83810922-83812997	1.0728
2_MACS_peak_26092_lociStitched	chr4(.):83820538-83822860	0.9106
3_MACS_peak_26094_lociStitched	chr4(.):83930708-83934941	0.7589
2_MACS_peak_26097_lociStitched	chr4(.):83955302-83957001	0.9529
1_MACS_peak_26099_lociStitched	chr4(.):84030865-84032117	0.6945
4_MACS_peak_26100_lociStitched	chr4(.):84133108-84141434	0.3812
1_MACS_peak_26104_lociStitched	chr4(.):84205154-84206710	1.103
2_MACS_peak_26105_lociStitched	chr4(.):84255475-84256321	0.6716
1_MACS_peak_26107_lociStitched	chr4(.):84376339-84377699	1.1832
1_MACS_peak_26108_lociStitched	chr4(.):84405534-84406820	0.8681
1_MACS_peak_26109_lociStitched	chr4(.):84456976-84457927	0.5219
1_MACS_peak_26110_lociStitched	chr4(.):85047922-85048176	0.4093
1_MACS_peak_26111_lociStitched	chr4(.):87055900-87056206	0.3734
2_MACS_peak_26112_lociStitched	chr4(.):87855274-87862363	1.1279
2_MACS_peak_26114_lociStitched	chr4(.):87878044-87884074	0.4521
1_MACS_peak_26116_lociStitched	chr4(.):87926473-87929524	1.197
1_MACS_peak_26117_lociStitched	chr4(.):88140611-88142396	1.2967
2_MACS_peak_26118_lociStitched	chr4(.):88156729-88157675	0.416
1_MACS_peak_26120_lociStitched	chr4(.):88273833-88274359	0.478
1_MACS_peak_26121_lociStitched	chr4(.):88311879-88313085	0.6682
1_MACS_peak_26122_lociStitched	chr4(.):88343049-88344574	1.2644
1_MACS_peak_26123_lociStitched	chr4(.):88480426-88480731	0.3511
1_MACS_peak_26124_lociStitched	chr4(.):88598999-88599359	0.4399
1_MACS_peak_26125_lociStitched	chr4(.):88631155-88632053	0.6675
1_MACS_peak_26126_lociStitched	chr4(.):88928687-88929730	0.9357
1_MACS_peak_26127_lociStitched	chr4(.):89166095-89166681	0.5082
2_MACS_peak_26128_lociStitched	chr4(.):89204048-89206410	1.0085
1_MACS_peak_26130_lociStitched	chr4(.):89300051-89300602	0.5976
1_MACS_peak_26131_lociStitched	chr4(.):89376989-89379362	1.214
1_MACS_peak_26132_lociStitched	chr4(.):89443823-89445489	1.1266
1_MACS_peak_26133_lociStitched	chr4(.):89512925-89514342	0.6869
1_MACS_peak_26134_lociStitched	chr4(.):89744072-89744961	0.5258
2_MACS_peak_26135_lociStitched	chr4(.):90031910-90033312	0.8408
5_MACS_peak_26137_lociStitched	chr4(.):90203768-90229579	0.852
1_MACS_peak_26142_lociStitched	chr4(.):91602459-91602934	0.4068
1_MACS_peak_26143_lociStitched	chr4(.):94565027-94565427	0.39
1_MACS_peak_26144_lociStitched	chr4(.):95128500-95130151	1.7847
2_MACS_peak_26145_lociStitched	chr4(.):95372513-95374146	1.1455
1_MACS_peak_26147_lociStitched	chr4(.):95762396-95763003	0.7613
2_MACS_peak_26148_lociStitched	chr4(.):97090593-97092854	1.1247
1_MACS_peak_26150_lociStitched	chr4(.):97335795-97336432	0.4904
1_MACS_peak_26151_lociStitched	chr4(.):98554579-98554992	0.3776
2_MACS_peak_26152_lociStitched	chr4(.):99063714-99065177	1.2541
1_MACS_peak_26154_lociStitched	chr4(.):99181037-99183569	2.3656
1_MACS_peak_26155_lociStitched	chr4(.):99388849-99389443	0.6238
1_MACS_peak_26156_lociStitched	chr4(.):99413975-99414774	0.5028
1_MACS_peak_26157_lociStitched	chr4(.):99431366-99432690	0.7374
1_MACS_peak_26158_lociStitched	chr4(.):99439083-99441248	1.4495
1_MACS_peak_26159_lociStitched	chr4(.):99465897-99466585	0.5789
2_MACS_peak_26160_lociStitched	chr4(.):99560032-99565648	0.4534
2_MACS_peak_26162_lociStitched	chr4(.):99577964-99586284	1.6683
2_MACS_peak_26164_lociStitched	chr4(.):99848854-99851784	2.5297
2_MACS_peak_26166_lociStitched	chr4(.):99915558-99918011	1.9075
1_MACS_peak_26168_lociStitched	chr4(.):100009058-100011114	1.7273
1_MACS_peak_26169_lociStitched	chr4(.):100483526-100485591	2.0384
1_MACS_peak_26170_lociStitched	chr4(.):100737354-100738553	0.7949
1_MACS_peak_26171_lociStitched	chr4(.):100768281-100769169	0.4403
1_MACS_peak_26172_lociStitched	chr4(.):100814685-100816320	0.9043
2_MACS_peak_26173_lociStitched	chr4(.):100866712-100872666	2.3295
1_MACS_peak_26175_lociStitched	chr4(.):100927123-100927744	0.5093
1_MACS_peak_26176_lociStitched	chr4(.):100970106-100970666	0.3503
1_MACS_peak_26177_lociStitched	chr4(.):101014769-101015204	0.4053
2_MACS_peak_26178_lociStitched	chr4(.):101127649-101130351	0.4642
1_MACS_peak_26180_lociStitched	chr4(.):102179514-102181690	0.6792
1_MACS_peak_26181_lociStitched	chr4(.):102200222-102201170	0.6254
1_MACS_peak_26182_lociStitched	chr4(.):102266381-102270421	2.0345
1_MACS_peak_26183_lociStitched	chr4(.):102332297-102333281	0.8388
2_MACS_peak_26184_lociStitched	chr4(.):102337850-102339721	0.4344
1_MACS_peak_26186_lociStitched	chr4(.):102711396-102712504	0.921
1_MACS_peak_26187_lociStitched	chr4(.):102717311-102717634	0.3239
1_MACS_peak_26188_lociStitched	chr4(.):103131581-103132119	0.4557
1_MACS_peak_26189_lociStitched	chr4(.):103264809-103267271	1.9139
1_MACS_peak_26190_lociStitched	chr4(.):103351889-103352768	0.825
1_MACS_peak_26191_lociStitched	chr4(.):103421913-103424238	2.448
1_MACS_peak_26192_lociStitched	chr4(.):103542017-103542440	0.4162
1_MACS_peak_26193_lociStitched	chr4(.):103681324-103683078	1.5696
1_MACS_peak_26194_lociStitched	chr4(.):103746116-103750865	2.5417
1_MACS_peak_26195_lociStitched	chr4(.):103787733-103791832	2.0857
1_MACS_peak_26196_lociStitched	chr4(.):103940009-103941478	1.4553
1_MACS_peak_26197_lociStitched	chr4(.):103996907-103998594	1.5533
1_MACS_peak_26198_lociStitched	chr4(.):104020401-104021077	0.5132
1_MACS_peak_26199_lociStitched	chr4(.):104079543-104080576	0.7295
1_MACS_peak_26200_lociStitched	chr4(.):104118673-104120220	1.0171
1_MACS_peak_26201_lociStitched	chr4(.):104176516-104179750	1.0684
1_MACS_peak_26202_lociStitched	chr4(.):105378551-105378970	0.3479
1_MACS_peak_26203_lociStitched	chr4(.):105407627-105417090	1.7758
1_MACS_peak_26204_lociStitched	chr4(.):105613541-105613901	0.3872
1_MACS_peak_26205_lociStitched	chr4(.):105707842-105708650	0.8539
1_MACS_peak_26206_lociStitched	chr4(.):106067076-106069524	2.3474
1_MACS_peak_26207_lociStitched	chr4(.):106157050-106158389	0.5024
1_MACS_peak_26208_lociStitched	chr4(.):106225758-106228445	1.24
1_MACS_peak_26209_lociStitched	chr4(.):106382267-106383054	0.5264
1_MACS_peak_26210_lociStitched	chr4(.):106392949-106395825	1.9705
1_MACS_peak_26211_lociStitched	chr4(.):106472901-106475162	1.0673
1_MACS_peak_26212_lociStitched	chr4(.):106507406-106509834	0.9757
3_MACS_peak_26213_lociStitched	chr4(.):106550248-106560194	1.4435
1_MACS_peak_26216_lociStitched	chr4(.):106628941-106630940	1.5206
1_MACS_peak_26217_lociStitched	chr4(.):107236199-107238626	1.7792
1_MACS_peak_26218_lociStitched	chr4(.):107497742-107498284	0.4399
2_MACS_peak_26219_lociStitched	chr4(.):108628011-108632302	0.5663
2_MACS_peak_26221_lociStitched	chr4(.):108638682-108644317	2.0382
