GENE_ID	locusLine	bin_1_24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam
1_MACS_peak_34439_lociStitched	chr8(.):142418402-142421923	1.3697
4_MACS_peak_34440_lociStitched	chr8(.):142422649-142425698	1.0636
1_MACS_peak_34444_lociStitched	chr8(.):142427030-142427380	0.8907
2_MACS_peak_34445_lociStitched	chr8(.):142427891-142429710	1.1538
2_MACS_peak_34447_lociStitched	chr8(.):142430571-142431623	1.018
2_MACS_peak_34449_lociStitched	chr8(.):142432262-142433370	1.14
1_MACS_peak_34451_lociStitched	chr8(.):142436673-142436977	0.5842
2_MACS_peak_34452_lociStitched	chr8(.):142439338-142440557	0.8193
4_MACS_peak_34454_lociStitched	chr8(.):142443263-142448056	0.9595
2_MACS_peak_34458_lociStitched	chr8(.):142451493-142452802	0.8168
2_MACS_peak_34460_lociStitched	chr8(.):142454430-142462075	1.4882
1_MACS_peak_34462_lociStitched	chr8(.):142467990-142468484	0.7189
1_MACS_peak_34463_lociStitched	chr8(.):142469489-142469912	0.9435
1_MACS_peak_34464_lociStitched	chr8(.):142471327-142471772	1.0464
1_MACS_peak_34465_lociStitched	chr8(.):142475309-142476098	0.8058
1_MACS_peak_34466_lociStitched	chr8(.):142477252-142478302	1.2187
1_MACS_peak_34467_lociStitched	chr8(.):142482189-142482929	1.2055
3_MACS_peak_34468_lociStitched	chr8(.):142483730-142488678	1.1379
3_MACS_peak_34471_lociStitched	chr8(.):142489597-142490830	0.8705
1_MACS_peak_34474_lociStitched	chr8(.):142498706-142502536	1.5441
1_MACS_peak_34475_lociStitched	chr8(.):142503265-142504157	0.9144
3_MACS_peak_34476_lociStitched	chr8(.):142505006-142507699	0.8286
3_MACS_peak_34479_lociStitched	chr8(.):142515819-142522824	1.2659
1_MACS_peak_34482_lociStitched	chr8(.):142526877-142527146	0.7183
1_MACS_peak_34483_lociStitched	chr8(.):142528019-142528300	0.7504
3_MACS_peak_34484_lociStitched	chr8(.):142530981-142536307	1.3792
12_MACS_peak_34487_lociStitched	chr8(.):142537249-142550726	1.0765
3_MACS_peak_34499_lociStitched	chr8(.):142552793-142555704	1.1035
1_MACS_peak_34502_lociStitched	chr8(.):142557839-142558112	0.7447
2_MACS_peak_34503_lociStitched	chr8(.):142563107-142563826	0.664
3_MACS_peak_34505_lociStitched	chr8(.):142568013-142571009	1.1193
1_MACS_peak_34508_lociStitched	chr8(.):142572073-142572402	0.6367
1_MACS_peak_34509_lociStitched	chr8(.):142578298-142578664	0.8264
1_MACS_peak_34510_lociStitched	chr8(.):142586609-142586963	0.7918
1_MACS_peak_34511_lociStitched	chr8(.):142588103-142594187	1.2885
1_MACS_peak_34512_lociStitched	chr8(.):142595151-142595473	0.6598
1_MACS_peak_34513_lociStitched	chr8(.):142596143-142596415	0.6519
5_MACS_peak_34514_lociStitched	chr8(.):142597099-142601458	1.1294
1_MACS_peak_34519_lociStitched	chr8(.):142602790-142603846	0.8849
2_MACS_peak_34520_lociStitched	chr8(.):142604634-142609930	1.395
1_MACS_peak_34522_lociStitched	chr8(.):142610522-142610861	0.7405
5_MACS_peak_34523_lociStitched	chr8(.):142611946-142619248	1.1965
1_MACS_peak_34528_lociStitched	chr8(.):142619804-142620897	0.9601
7_MACS_peak_34529_lociStitched	chr8(.):142621403-142627477	0.9832
1_MACS_peak_34536_lociStitched	chr8(.):142628052-142628333	0.7283
1_MACS_peak_34537_lociStitched	chr8(.):142629105-142629417	0.6497
1_MACS_peak_34538_lociStitched	chr8(.):142631771-142632142	0.8624
2_MACS_peak_34539_lociStitched	chr8(.):142633316-142635332	1.122
3_MACS_peak_34541_lociStitched	chr8(.):142637450-142640722	1.2925
1_MACS_peak_34544_lociStitched	chr8(.):142646130-142646941	0.9507
3_MACS_peak_34545_lociStitched	chr8(.):142647965-142654123	1.2257
1_MACS_peak_34548_lociStitched	chr8(.):142655318-142656492	1.2293
1_MACS_peak_34549_lociStitched	chr8(.):142657805-142658072	1.0608
2_MACS_peak_34550_lociStitched	chr8(.):142659195-142663861	1.4441
1_MACS_peak_34552_lociStitched	chr8(.):142669439-142670988	1.4071
1_MACS_peak_34553_lociStitched	chr8(.):142672169-142673824	0.9992
6_MACS_peak_34554_lociStitched	chr8(.):142675759-142680749	1.0631
2_MACS_peak_34560_lociStitched	chr8(.):142683843-142684485	0.7464
3_MACS_peak_34562_lociStitched	chr8(.):142690091-142697795	1.3742
2_MACS_peak_34565_lociStitched	chr8(.):142698423-142699599	0.8594
3_MACS_peak_34567_lociStitched	chr8(.):142700639-142702246	0.9813
3_MACS_peak_34570_lociStitched	chr8(.):142705885-142709461	1.0742
1_MACS_peak_34573_lociStitched	chr8(.):142710733-142711311	0.975
1_MACS_peak_34574_lociStitched	chr8(.):142712646-142713201	0.9124
1_MACS_peak_34575_lociStitched	chr8(.):142713914-142714259	0.629
1_MACS_peak_34576_lociStitched	chr8(.):142716576-142717112	0.8181
3_MACS_peak_34577_lociStitched	chr8(.):142718250-142721118	1.0464
2_MACS_peak_34580_lociStitched	chr8(.):142729402-142730497	1.007
1_MACS_peak_34582_lociStitched	chr8(.):142731116-142731505	0.8135
6_MACS_peak_34583_lociStitched	chr8(.):142732369-142741010	1.3475
8_MACS_peak_34589_lociStitched	chr8(.):142741824-142751687	0.971
4_MACS_peak_34597_lociStitched	chr8(.):142816529-142819049	0.737
5_MACS_peak_34601_lociStitched	chr8(.):142819558-142822622	0.7545
1_MACS_peak_34606_lociStitched	chr8(.):142832665-142832934	0.8161
2_MACS_peak_34607_lociStitched	chr8(.):142833880-142835459	1.0677
7_MACS_peak_34609_lociStitched	chr8(.):142839603-142848432	1.1041
6_MACS_peak_34616_lociStitched	chr8(.):142849346-142855486	1.0807
5_MACS_peak_34622_lociStitched	chr8(.):142856094-142859194	0.8876
4_MACS_peak_34627_lociStitched	chr8(.):142866737-142871142	1.2113
4_MACS_peak_34631_lociStitched	chr8(.):142873682-142876231	0.7887
1_MACS_peak_34635_lociStitched	chr8(.):142877236-142877494	0.5689
1_MACS_peak_34636_lociStitched	chr8(.):142878097-142878459	0.9516
4_MACS_peak_34637_lociStitched	chr8(.):142880931-142883897	0.9593
3_MACS_peak_34641_lociStitched	chr8(.):142892140-142893265	0.9327
1_MACS_peak_34644_lociStitched	chr8(.):142896758-142897020	0.4288
2_MACS_peak_34645_lociStitched	chr8(.):142897657-142899026	1.0588
1_MACS_peak_34647_lociStitched	chr8(.):142933399-142934071	1.1021
1_MACS_peak_34648_lociStitched	chr8(.):142938343-142938606	0.6746
1_MACS_peak_34649_lociStitched	chr8(.):142941513-142947612	1.2826
4_MACS_peak_34650_lociStitched	chr8(.):142948243-142950669	0.9876
1_MACS_peak_34654_lociStitched	chr8(.):142979786-142980321	0.7229
4_MACS_peak_34655_lociStitched	chr8(.):142986202-142989710	0.9371
1_MACS_peak_34659_lociStitched	chr8(.):142990805-142991098	0.8075
3_MACS_peak_34660_lociStitched	chr8(.):143001251-143003109	0.8077
2_MACS_peak_34663_lociStitched	chr8(.):143003635-143004677	1.0802
2_MACS_peak_34665_lociStitched	chr8(.):143005417-143007020	1.0433
12_MACS_peak_34667_lociStitched	chr8(.):143007942-143020169	1.0588
2_MACS_peak_34679_lociStitched	chr8(.):143021871-143025162	1.2318
1_MACS_peak_34681_lociStitched	chr8(.):143026151-143026499	0.7271
1_MACS_peak_34682_lociStitched	chr8(.):143049979-143050406	0.8438
1_MACS_peak_34683_lociStitched	chr8(.):143052294-143052563	0.5703
2_MACS_peak_34684_lociStitched	chr8(.):143059172-143060207	0.8817
1_MACS_peak_34686_lociStitched	chr8(.):143060860-143061762	1.021
1_MACS_peak_34687_lociStitched	chr8(.):143069414-143070678	0.9186
1_MACS_peak_34688_lociStitched	chr8(.):143071791-143072463	0.9424
1_MACS_peak_34689_lociStitched	chr8(.):143073325-143073949	0.7664
1_MACS_peak_34690_lociStitched	chr8(.):143077680-143078862	1.1319
2_MACS_peak_34691_lociStitched	chr8(.):143079608-143080882	0.8733
2_MACS_peak_34693_lociStitched	chr8(.):143081455-143086567	1.2798
1_MACS_peak_34695_lociStitched	chr8(.):143093131-143093458	0.886
2_MACS_peak_34696_lociStitched	chr8(.):143095809-143096685	1.0274
5_MACS_peak_34698_lociStitched	chr8(.):143097450-143103923	1.0668
1_MACS_peak_34703_lociStitched	chr8(.):143104746-143105646	1.0133
1_MACS_peak_34704_lociStitched	chr8(.):143107478-143107716	0.7564
2_MACS_peak_34705_lociStitched	chr8(.):143110266-143111638	1.1116
2_MACS_peak_34707_lociStitched	chr8(.):143114190-143115615	0.9586
1_MACS_peak_34709_lociStitched	chr8(.):143120495-143120803	0.5845
1_MACS_peak_34710_lociStitched	chr8(.):143121921-143122241	0.726
4_MACS_peak_34711_lociStitched	chr8(.):143126277-143128820	0.9879
3_MACS_peak_34715_lociStitched	chr8(.):143140050-143141338	0.9899
1_MACS_peak_34718_lociStitched	chr8(.):143141907-143142434	0.8388
1_MACS_peak_34719_lociStitched	chr8(.):143143368-143144066	0.7499
1_MACS_peak_34720_lociStitched	chr8(.):143150560-143150826	0.6416
1_MACS_peak_34721_lociStitched	chr8(.):143151432-143151804	0.7456
1_MACS_peak_34722_lociStitched	chr8(.):143152322-143152725	1.035
1_MACS_peak_34723_lociStitched	chr8(.):143155008-143155353	0.7681
5_MACS_peak_34724_lociStitched	chr8(.):143170850-143173980	0.872
9_MACS_peak_34729_lociStitched	chr8(.):143175279-143182977	0.968
5_MACS_peak_34738_lociStitched	chr8(.):143185556-143189272	1.0341
1_MACS_peak_34743_lociStitched	chr8(.):143189972-143190543	1.0147
1_MACS_peak_34744_lociStitched	chr8(.):143192457-143192775	0.8037
2_MACS_peak_34745_lociStitched	chr8(.):143193867-143195266	1.0792
4_MACS_peak_34747_lociStitched	chr8(.):143199608-143203953	1.0972
1_MACS_peak_34751_lociStitched	chr8(.):143204589-143205404	1.0937
8_MACS_peak_34752_lociStitched	chr8(.):143206177-143214979	1.284
6_MACS_peak_34760_lociStitched	chr8(.):143215617-143221471	1.0942
6_MACS_peak_34766_lociStitched	chr8(.):143226104-143230481	0.8987
4_MACS_peak_34772_lociStitched	chr8(.):143234137-143237107	1.0914
1_MACS_peak_34776_lociStitched	chr8(.):143239008-143239298	0.6372
2_MACS_peak_34777_lociStitched	chr8(.):143241096-143242344	0.7927
1_MACS_peak_34779_lociStitched	chr8(.):143246601-143246920	0.5582
1_MACS_peak_34780_lociStitched	chr8(.):143248289-143248869	1.171
8_MACS_peak_34781_lociStitched	chr8(.):143249962-143258485	1.0993
6_MACS_peak_34789_lociStitched	chr8(.):143259014-143264166	1.0813
1_MACS_peak_34795_lociStitched	chr8(.):143264979-143265381	1.0415
2_MACS_peak_34796_lociStitched	chr8(.):143270832-143271912	0.9769
4_MACS_peak_34798_lociStitched	chr8(.):143275371-143278291	0.9345
2_MACS_peak_34802_lociStitched	chr8(.):143280258-143281104	0.7769
2_MACS_peak_34804_lociStitched	chr8(.):143281706-143284915	1.2873
1_MACS_peak_34806_lociStitched	chr8(.):143293492-143293814	0.7278
1_MACS_peak_34807_lociStitched	chr8(.):143323233-143323758	0.8506
1_MACS_peak_34808_lociStitched	chr8(.):143328937-143329357	1.009
1_MACS_peak_34809_lociStitched	chr8(.):143329893-143330555	1.057
1_MACS_peak_34810_lociStitched	chr8(.):143331174-143332464	1.1461
2_MACS_peak_34811_lociStitched	chr8(.):143333941-143334769	1.0959
1_MACS_peak_34813_lociStitched	chr8(.):143340994-143341283	0.7383
1_MACS_peak_34814_lociStitched	chr8(.):143343063-143343440	1.0203
1_MACS_peak_34815_lociStitched	chr8(.):143485254-143486516	1.2965
1_MACS_peak_34816_lociStitched	chr8(.):143487237-143494241	1.5964
1_MACS_peak_34817_lociStitched	chr8(.):143496675-143499879	1.421
1_MACS_peak_34818_lociStitched	chr8(.):143505959-143506263	0.6756
3_MACS_peak_34819_lociStitched	chr8(.):143508770-143510359	0.7549
1_MACS_peak_34822_lociStitched	chr8(.):143523199-143523505	0.6814
1_MACS_peak_34823_lociStitched	chr8(.):143525577-143526209	1.1048
2_MACS_peak_34824_lociStitched	chr8(.):143528908-143530645	1.0763
5_MACS_peak_34826_lociStitched	chr8(.):143531629-143549758	1.6448
1_MACS_peak_34831_lociStitched	chr8(.):143551552-143551909	1.1541
1_MACS_peak_34832_lociStitched	chr8(.):143552869-143557082	1.2085
5_MACS_peak_34833_lociStitched	chr8(.):143557601-143563340	1.1233
4_MACS_peak_34838_lociStitched	chr8(.):143565150-143576250	1.2781
3_MACS_peak_34842_lociStitched	chr8(.):143579735-143583057	1.0254
1_MACS_peak_34845_lociStitched	chr8(.):143584710-143584978	0.8323
4_MACS_peak_34846_lociStitched	chr8(.):143585505-143591851	1.3433
1_MACS_peak_34850_lociStitched	chr8(.):143592483-143595417	1.2942
3_MACS_peak_34851_lociStitched	chr8(.):143598455-143600517	1.0041
6_MACS_peak_34854_lociStitched	chr8(.):143602381-143609828	1.0967
5_MACS_peak_34860_lociStitched	chr8(.):143610560-143618009	1.3965
4_MACS_peak_34865_lociStitched	chr8(.):143618872-143629208	1.5824
2_MACS_peak_34869_lociStitched	chr8(.):143630009-143630891	1.0388
2_MACS_peak_34871_lociStitched	chr8(.):143640283-143642445	0.9542
7_MACS_peak_34873_lociStitched	chr8(.):143643975-143673794	1.5114
3_MACS_peak_34880_lociStitched	chr8(.):143675646-143688134	1.5024
4_MACS_peak_34883_lociStitched	chr8(.):143688721-143700906	1.4967
5_MACS_peak_34887_lociStitched	chr8(.):143701414-143707492	1.1984
2_MACS_peak_34892_lociStitched	chr8(.):143715203-143716373	0.9892
1_MACS_peak_34894_lociStitched	chr8(.):143717403-143717756	0.812
1_MACS_peak_34895_lociStitched	chr8(.):143719276-143719785	0.5675
1_MACS_peak_34896_lociStitched	chr8(.):143720466-143720831	0.5943
1_MACS_peak_34897_lociStitched	chr8(.):143722958-143723221	0.7121
1_MACS_peak_34898_lociStitched	chr8(.):143755080-143756553	1.197
2_MACS_peak_34899_lociStitched	chr8(.):143757080-143763743	1.3408
1_MACS_peak_34901_lociStitched	chr8(.):143765168-143767120	1.1227
1_MACS_peak_34902_lociStitched	chr8(.):143780358-143780682	0.8085
2_MACS_peak_34903_lociStitched	chr8(.):143781980-143782841	0.8783
3_MACS_peak_34905_lociStitched	chr8(.):143783512-143784921	0.8908
1_MACS_peak_34908_lociStitched	chr8(.):143789614-143789869	0.8238
1_MACS_peak_34909_lociStitched	chr8(.):143793628-143793906	0.4805
1_MACS_peak_34910_lociStitched	chr8(.):143802859-143803125	0.8974
1_MACS_peak_34911_lociStitched	chr8(.):143805679-143805957	0.7079
2_MACS_peak_34912_lociStitched	chr8(.):143821751-143823955	1.0748
6_MACS_peak_34914_lociStitched	chr8(.):143830736-143840001	1.3285
1_MACS_peak_34920_lociStitched	chr8(.):143842678-143844063	1.1016
2_MACS_peak_34921_lociStitched	chr8(.):143844917-143846921	1.3575
2_MACS_peak_34923_lociStitched	chr8(.):143847435-143849243	0.9988
2_MACS_peak_34925_lociStitched	chr8(.):143849933-143855262	1.2836
2_MACS_peak_34927_lociStitched	chr8(.):143856269-143857629	0.9403
1_MACS_peak_34929_lociStitched	chr8(.):143858805-143859104	0.4651
2_MACS_peak_34930_lociStitched	chr8(.):143862391-143863637	0.8457
5_MACS_peak_34932_lociStitched	chr8(.):143865817-143872489	1.3739
3_MACS_peak_34937_lociStitched	chr8(.):143875198-143882874	1.5356
1_MACS_peak_34940_lociStitched	chr8(.):143887715-143888043	1.0387
1_MACS_peak_34941_lociStitched	chr8(.):143888979-143889398	0.8787
1_MACS_peak_34942_lociStitched	chr8(.):143891390-143891782	0.7268
1_MACS_peak_34943_lociStitched	chr8(.):143896944-143897227	0.7022
1_MACS_peak_34944_lociStitched	chr8(.):143899076-143899412	0.5638
1_MACS_peak_34945_lociStitched	chr8(.):143900587-143901180	1.0262
1_MACS_peak_34946_lociStitched	chr8(.):143901897-143903494	1.4024
1_MACS_peak_34947_lociStitched	chr8(.):143904437-143904868	0.8717
1_MACS_peak_34948_lociStitched	chr8(.):143905472-143905751	0.5284
1_MACS_peak_34949_lociStitched	chr8(.):143906315-143906756	1.0387
1_MACS_peak_34950_lociStitched	chr8(.):143908204-143909203	1.0352
2_MACS_peak_34951_lociStitched	chr8(.):143957260-143959283	1.029
1_MACS_peak_34953_lociStitched	chr8(.):143959845-143960159	0.7817
1_MACS_peak_34954_lociStitched	chr8(.):143979841-143980122	0.6685
1_MACS_peak_34955_lociStitched	chr8(.):143994163-143994433	0.4347
1_MACS_peak_34956_lociStitched	chr8(.):143996118-143996898	1.0725
1_MACS_peak_34957_lociStitched	chr8(.):143997452-143997968	0.8062
1_MACS_peak_34958_lociStitched	chr8(.):143998937-143999309	0.7291
5_MACS_peak_34959_lociStitched	chr8(.):144002685-144008006	1.2272
2_MACS_peak_34964_lociStitched	chr8(.):144020325-144021649	1.0435
1_MACS_peak_34966_lociStitched	chr8(.):144022577-144023246	1.0127
1_MACS_peak_34967_lociStitched	chr8(.):144032766-144033045	0.9799
1_MACS_peak_34968_lociStitched	chr8(.):144034728-144035103	0.8093
1_MACS_peak_34969_lociStitched	chr8(.):144035999-144036394	0.7164
1_MACS_peak_34970_lociStitched	chr8(.):144039335-144039579	0.7954
1_MACS_peak_34971_lociStitched	chr8(.):144040831-144041261	0.7178
2_MACS_peak_34972_lociStitched	chr8(.):144057957-144058717	0.8116
1_MACS_peak_34974_lociStitched	chr8(.):144060531-144061586	0.9717
1_MACS_peak_34975_lociStitched	chr8(.):144070168-144070439	0.6843
1_MACS_peak_34976_lociStitched	chr8(.):144089487-144089772	0.5615
1_MACS_peak_34977_lociStitched	chr8(.):144090364-144090657	0.5967
1_MACS_peak_34978_lociStitched	chr8(.):144091623-144092325	0.9456
3_MACS_peak_34979_lociStitched	chr8(.):144093188-144095819	0.9107
2_MACS_peak_34982_lociStitched	chr8(.):144096340-144097732	0.8132
4_MACS_peak_34984_lociStitched	chr8(.):144098541-144103140	1.1294
1_MACS_peak_34988_lociStitched	chr8(.):144104183-144104744	1.08
1_MACS_peak_34989_lociStitched	chr8(.):144105584-144106419	0.8585
1_MACS_peak_34990_lociStitched	chr8(.):144107031-144107252	0.8308
3_MACS_peak_34991_lociStitched	chr8(.):144117257-144119484	0.7316
1_MACS_peak_34994_lociStitched	chr8(.):144120063-144120870	0.9155
1_MACS_peak_34995_lociStitched	chr8(.):144121691-144122502	1.2452
1_MACS_peak_34996_lociStitched	chr8(.):144123541-144125803	1.314
1_MACS_peak_34997_lociStitched	chr8(.):144126409-144127185	1.2059
2_MACS_peak_34998_lociStitched	chr8(.):144128152-144129686	1.2192
2_MACS_peak_35000_lociStitched	chr8(.):144130689-144134635	1.2469
1_MACS_peak_35002_lociStitched	chr8(.):144135796-144136305	1.0988
2_MACS_peak_35003_lociStitched	chr8(.):144138797-144140215	1.0001
1_MACS_peak_35005_lociStitched	chr8(.):144146331-144146671	0.7863
2_MACS_peak_35006_lociStitched	chr8(.):144152301-144155569	1.4249
1_MACS_peak_35008_lociStitched	chr8(.):144156392-144156657	0.6864
3_MACS_peak_35009_lociStitched	chr8(.):144159108-144164051	1.3141
1_MACS_peak_35012_lociStitched	chr8(.):144176117-144176637	0.7293
1_MACS_peak_35013_lociStitched	chr8(.):144182255-144182549	0.5992
1_MACS_peak_35014_lociStitched	chr8(.):144186359-144186632	0.7031
3_MACS_peak_35015_lociStitched	chr8(.):144188972-144190899	1.0472
1_MACS_peak_35018_lociStitched	chr8(.):144198416-144198670	0.6755
1_MACS_peak_35019_lociStitched	chr8(.):144203296-144203607	0.5779
8_MACS_peak_35020_lociStitched	chr8(.):144207505-144218045	1.1595
2_MACS_peak_35028_lociStitched	chr8(.):144220182-144221119	0.8955
1_MACS_peak_35030_lociStitched	chr8(.):144221799-144223856	1.1392
3_MACS_peak_35031_lociStitched	chr8(.):144224575-144226431	0.6835
1_MACS_peak_35034_lociStitched	chr8(.):144227311-144228536	1.2205
9_MACS_peak_35035_lociStitched	chr8(.):144229139-144240670	1.1426
4_MACS_peak_35044_lociStitched	chr8(.):144252338-144256728	0.981
3_MACS_peak_35048_lociStitched	chr8(.):144258916-144260942	0.939
1_MACS_peak_35051_lociStitched	chr8(.):144261583-144261857	0.9878
1_MACS_peak_35052_lociStitched	chr8(.):144264962-144265825	0.8804
2_MACS_peak_35053_lociStitched	chr8(.):144266455-144268529	1.0569
1_MACS_peak_35055_lociStitched	chr8(.):144269385-144270062	1.0894
1_MACS_peak_35056_lociStitched	chr8(.):144273594-144273911	0.7528
1_MACS_peak_35057_lociStitched	chr8(.):144277401-144277869	1.0365
1_MACS_peak_35058_lociStitched	chr8(.):144278522-144278787	0.738
1_MACS_peak_35059_lociStitched	chr8(.):144281131-144281691	1.1083
3_MACS_peak_35060_lociStitched	chr8(.):144282195-144285185	1.1666
2_MACS_peak_35063_lociStitched	chr8(.):144294740-144297279	0.9617
1_MACS_peak_35065_lociStitched	chr8(.):144299064-144299333	0.8035
1_MACS_peak_35066_lociStitched	chr8(.):144304790-144305310	0.9731
1_MACS_peak_35067_lociStitched	chr8(.):144308134-144309230	1.1625
3_MACS_peak_35068_lociStitched	chr8(.):144310743-144312927	1.0656
1_MACS_peak_35071_lociStitched	chr8(.):144314724-144315151	0.9308
1_MACS_peak_35072_lociStitched	chr8(.):144315979-144316446	1.0621
1_MACS_peak_35073_lociStitched	chr8(.):144317193-144318669	1.2611
1_MACS_peak_35074_lociStitched	chr8(.):144320144-144320463	0.7286
3_MACS_peak_35075_lociStitched	chr8(.):144321286-144323959	1.0976
1_MACS_peak_35078_lociStitched	chr8(.):144339888-144340249	0.7963
1_MACS_peak_35079_lociStitched	chr8(.):144341090-144341370	0.7409
2_MACS_peak_35080_lociStitched	chr8(.):144342413-144343527	1.1522
2_MACS_peak_35082_lociStitched	chr8(.):144344088-144347302	1.4767
1_MACS_peak_35084_lociStitched	chr8(.):144358427-144359657	1.2578
2_MACS_peak_35085_lociStitched	chr8(.):144367714-144370829	1.1349
1_MACS_peak_35087_lociStitched	chr8(.):144386541-144387016	0.9181
1_MACS_peak_35088_lociStitched	chr8(.):144387548-144388027	0.9013
2_MACS_peak_35089_lociStitched	chr8(.):144444959-144446013	0.9614
2_MACS_peak_35091_lociStitched	chr8(.):144446549-144447754	0.8641
3_MACS_peak_35093_lociStitched	chr8(.):144466102-144473692	1.8819
4_MACS_peak_35096_lociStitched	chr8(.):144474198-144490151	1.6714
1_MACS_peak_35100_lociStitched	chr8(.):144490847-144491160	0.6599
3_MACS_peak_35101_lociStitched	chr8(.):144493163-144495052	1.0472
1_MACS_peak_35104_lociStitched	chr8(.):144499184-144500286	1.0915
2_MACS_peak_35105_lociStitched	chr8(.):144500792-144511351	2.3944
5_MACS_peak_35107_lociStitched	chr8(.):144513224-144518510	1.1232
2_MACS_peak_35112_lociStitched	chr8(.):144652285-144655242	1.3336
1_MACS_peak_35114_lociStitched	chr8(.):144706416-144706764	0.8151
2_MACS_peak_35115_lociStitched	chr8(.):144708550-144709381	1.0167
1_MACS_peak_35117_lociStitched	chr8(.):144710623-144711094	0.7152
1_MACS_peak_35118_lociStitched	chr8(.):144741915-144742251	0.5544
5_MACS_peak_35119_lociStitched	chr8(.):144743244-144748734	1.4224
2_MACS_peak_35124_lociStitched	chr8(.):144749450-144750394	0.9033
1_MACS_peak_35126_lociStitched	chr8(.):144751445-144753079	4.0124
1_MACS_peak_35127_lociStitched	chr8(.):144753764-144754212	1.0806
10_MACS_peak_35128_lociStitched	chr8(.):144755538-144762619	0.9817
1_MACS_peak_35138_lociStitched	chr8(.):144763349-144764034	0.799
1_MACS_peak_35139_lociStitched	chr8(.):144782163-144784231	1.0604
1_MACS_peak_35140_lociStitched	chr8(.):144792492-144792864	1.0514
5_MACS_peak_35141_lociStitched	chr8(.):144799056-144806999	1.5725
2_MACS_peak_35146_lociStitched	chr8(.):144807629-144808522	0.9396
2_MACS_peak_35148_lociStitched	chr8(.):144816736-144818370	1.0983
3_MACS_peak_35150_lociStitched	chr8(.):144819129-144828516	1.666
5_MACS_peak_35153_lociStitched	chr8(.):144837210-144843734	1.3086
1_MACS_peak_35158_lociStitched	chr8(.):144852067-144852335	0.5835
1_MACS_peak_35159_lociStitched	chr8(.):144852872-144853439	0.8474
1_MACS_peak_35160_lociStitched	chr8(.):144854530-144854963	0.9713
1_MACS_peak_35161_lociStitched	chr8(.):144855501-144855880	0.6347
1_MACS_peak_35162_lociStitched	chr8(.):144856692-144857256	0.9666
1_MACS_peak_35163_lociStitched	chr8(.):144860163-144860485	0.7206
1_MACS_peak_35164_lociStitched	chr8(.):144864169-144864480	0.8311
1_MACS_peak_35165_lociStitched	chr8(.):144868648-144868886	0.5018
4_MACS_peak_35166_lociStitched	chr8(.):144927443-144931675	1.0452
1_MACS_peak_35170_lociStitched	chr8(.):144932475-144932944	0.8151
2_MACS_peak_35171_lociStitched	chr8(.):144933759-144936230	1.0125
1_MACS_peak_35173_lociStitched	chr8(.):144936781-144937271	0.6151
2_MACS_peak_35174_lociStitched	chr8(.):144938294-144939441	1.0636
7_MACS_peak_35176_lociStitched	chr8(.):144940060-144969640	2.0381
1_MACS_peak_35183_lociStitched	chr8(.):144970258-144970551	0.8397
2_MACS_peak_35184_lociStitched	chr8(.):144971101-144971937	0.6978
1_MACS_peak_35186_lociStitched	chr8(.):144973209-144973579	0.9479
1_MACS_peak_35187_lociStitched	chr8(.):144975224-144975777	1.1697
1_MACS_peak_35188_lociStitched	chr8(.):144978056-144978629	0.8502
1_MACS_peak_35189_lociStitched	chr8(.):144979527-144979997	0.7883
1_MACS_peak_35190_lociStitched	chr8(.):145091334-145091963	1.0178
9_MACS_peak_35191_lociStitched	chr8(.):145092806-145112334	1.5728
2_MACS_peak_35200_lociStitched	chr8(.):145122427-145125849	1.495
1_MACS_peak_35202_lociStitched	chr8(.):145178554-145179007	0.7412
4_MACS_peak_35203_lociStitched	chr8(.):145552355-145557293	1.3857
5_MACS_peak_35207_lociStitched	chr8(.):145557888-145570344	1.6183
4_MACS_peak_35212_lociStitched	chr8(.):145640206-145642264	0.9965
1_MACS_peak_35216_lociStitched	chr8(.):145698149-145702177	2.0664
7_MACS_peak_35217_lociStitched	chr8(.):145756006-145764710	1.4306
1_MACS_peak_35224_lociStitched	chr8(.):145766361-145766617	0.686
1_MACS_peak_35225_lociStitched	chr8(.):145767373-145767916	1.0609
5_MACS_peak_35226_lociStitched	chr8(.):145768508-145773398	1.2114
5_MACS_peak_35231_lociStitched	chr8(.):145773953-145778121	0.96
4_MACS_peak_35236_lociStitched	chr8(.):145779305-145782165	0.8869
1_MACS_peak_35240_lociStitched	chr8(.):145793332-145793591	0.6104
2_MACS_peak_35241_lociStitched	chr8(.):145807181-145808573	1.0805
1_MACS_peak_35243_lociStitched	chr8(.):145811350-145812215	1.0564
4_MACS_peak_35244_lociStitched	chr8(.):145813235-145815813	1.1
1_MACS_peak_35248_lociStitched	chr8(.):145816680-145817084	0.7245
1_MACS_peak_35249_lociStitched	chr8(.):145819074-145819337	0.6445
1_MACS_peak_35250_lociStitched	chr8(.):145833570-145834098	0.8252
1_MACS_peak_35251_lociStitched	chr8(.):145841091-145841406	0.7375
1_MACS_peak_35252_lociStitched	chr8(.):145844655-145845060	0.7705
1_MACS_peak_35253_lociStitched	chr8(.):145846043-145846667	0.9754
1_MACS_peak_35254_lociStitched	chr8(.):145847573-145847903	0.7832
3_MACS_peak_35255_lociStitched	chr8(.):145848715-145850071	0.839
2_MACS_peak_35258_lociStitched	chr8(.):145853972-145858038	1.063
1_MACS_peak_35260_lociStitched	chr8(.):145859495-145859778	0.5196
