GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
NM_001098798	chr20(.):42569535-42703254	0.6424
NM_001098797	chr20(.):42538491-42703254	0.5807
NM_000022	chr20(.):43243162-43285376	0.8723
NM_006282	chr20(.):43590119-43713593	0.512
NM_183048	chr20(.):45833380-45990474	0.3538
NM_001193339	chr20(.):45181461-45285100	0.2014
NM_001011554	chr20(.):45181461-45318124	0.1891
NM_199427	chr20(.):50695549-50813524	0.3449
NM_183425	chr20(.):55961462-55989386	0.7463
NM_080618	chr20(.):56067223-56105154	0.1651
NM_019593	chr20(.):5520079-5596672	0.4422
NM_012261	chr20(.):9490270-9516171	1.3605
NR_003045	chr20(.):17938352-17948589	0.4262
NM_152227	chr20(.):17917243-17954490	0.6067
NM_014426	chr20(.):17917243-17954154	0.6121
NM_002862	chr20(.):25223705-25283648	0.7356
NM_032609	chr20(.):30220690-30237800	0.0715
NM_012112	chr20(.):30321903-30394603	0.1293
NM_182584	chr20(.):31214426-31244783	0.0858
NM_176812	chr20(.):32394109-32447173	1.824
NR_030374	chr20(.):33049129-33059223	0.0911
NM_030919	chr20(.):37549954-37586703	0.1507
NR_034104	chr20(.):43280091-43305380	0.2674
NM_006809	chr20(.):43565770-43594114	0.1804
NM_001124756	chr20(.):43533702-43572962	0.083
NM_145652	chr20(.):43733092-43748803	0.0859
NM_002251	chr20(.):43715949-43734753	0.1225
NM_080721	chr20(.):45164584-45184213	1.4098
NM_018102	chr20(.):45124706-45147194	0.0589
NR_024594	chr20(.):45942245-45954498	0.058
NM_022088	chr20(.):50762816-50813524	0.6828
NM_006526	chr20(.):52178609-52204636	0.8991
NR_002189	chr20(.):52486039-52497248	1.3673
NM_003657	chr20(.):52555078-52692304	0.3681
NM_001015885	chr20(.):55921617-55958519	0.1606
NM_003610	chr20(.):55921144-55958519	0.1598
NM_001190472	chr20(.):55928495-55939878	0.0819
NR_024470	chr20(.):61289378-61302973	0.1092
NM_016354	chr20(.):61268796-61308647	0.7173
NM_000874	chr21(.):34597230-34640062	1.4139
NM_207585	chr21(.):34597230-34641820	1.3963
NM_001754	chr21(.):36155097-36426595	0.3935
NM_001001890	chr21(.):36155097-36265987	0.6714
NM_001146078	chr21(.):37827919-37919898	0.4427
NM_001146077	chr21(.):37827919-37953867	0.3528
NM_006198	chr21(.):41234346-41306322	0.481
NM_173568	chr21(.):43486425-43568105	0.3885
NM_001199527	chr21(.):43478067-43568105	1.1929
NM_003683	chr21(.):45204417-45228983	0.3337
NM_001100421	chr21(.):19156283-19196703	1.0185
NM_000629	chr21(.):34692213-34737128	0.804
NM_000628	chr21(.):34633671-34674520	0.5518
NM_005534	chr21(.):34770201-34814828	0.4129
NM_001122607	chr21(.):36188573-36265987	0.9036
NM_170737	chr21(.):39639428-39678746	0.5171
NM_170736	chr21(.):39623869-39678746	0.4094
NM_002243	chr21(.):39623663-39678746	0.4086
NM_020727	chr21(.):43401939-43435496	0.5387
NR_027273	chr21(.):43437112-43450060	0.1271
NR_027243	chr21(.):43517243-43533644	0.6923
NM_000394	chr21(.):44584140-44597913	1.9515
NM_000100	chr21(.):45188830-45201259	1.1041
NR_026961	chr21(.):45220638-45237448	0.119
NM_005049	chr21(.):45522207-45556063	0.2124
NM_198155	chr21(.):45548493-45570605	1.2467
NM_002473	chr22(.):36672322-36789063	0.4824
NM_004327	chr22(.):23517551-23665224	0.2197
NM_014433	chr22(.):23396592-23489241	0.4652
NM_001887	chr22(.):26990361-27018991	1.5184
NM_007194	chr22(.):29078730-29142822	0.1085
NM_001195071	chr22(.):38610297-38673670	0.4786
NM_001195072	chr22(.):38610297-38674040	0.4765
NM_001003406	chr22(.):39961757-40090740	0.0712
NM_024821	chr22(.):42191677-42227303	0.2294
NM_007128	chr22(.):22594199-22604926	0.2007
NR_030755	chr22(.):23160269-23170365	1.3526
NM_001178126	chr22(.):23224959-23243013	7.0713
NM_004914	chr22(.):23482512-23511531	0.9045
NM_001024938	chr22(.):24194058-24232725	0.189
NM_002415	chr22(.):24231564-24242409	0.5807
NM_001024939	chr22(.):24195040-24232725	0.1918
NM_001007468	chr22(.):24124149-24181705	0.2797
NM_001002862	chr22(.):24171689-24186199	0.9712
NM_000675	chr22(.):24818529-24843325	1.1253
NR_028484	chr22(.):24820177-24895783	0.4419
NM_001008566	chr22(.):26916713-26966370	0.1789
NM_003595	chr22(.):26916713-26991089	0.531
NR_031615	chr22(.):26946177-26956289	0.3779
NR_003491	chr22(.):27048445-27077440	0.6042
NM_001886	chr22(.):27012927-27031636	0.6214
NM_172002	chr22(.):29133042-29158496	0.374
NM_173510	chr22(.):29163661-29190283	0.9556
NM_001079539	chr22(.):29185547-29201560	2.9343
NM_145640	chr22(.):36531370-36561977	0.729
NM_145642	chr22(.):36531370-36567225	0.6507
NM_030643	chr22(.):36580175-36605879	0.0906
NM_031910	chr22(.):37571205-37589330	0.0909
NM_001051	chr22(.):37597244-37613353	0.5505
NM_013385	chr22(.):37673494-37716389	0.2136
NM_002872	chr22(.):37616309-37645305	1.4421
NM_152221	chr22(.):38681696-38718413	0.5788
NR_002821	chr22(.):38735669-38799931	0.5704
NM_001894	chr22(.):38681696-38719089	0.5704
NM_004981	chr22(.):38817332-38845033	0.0699
NM_004286	chr22(.):39096806-39134592	0.3449
NM_005740	chr22(.):39169512-39195161	0.1039
NM_014876	chr22(.):39076547-39101459	0.4243
NM_015374	chr22(.):39125734-39156947	1.0158
NM_001006666	chr22(.):39431672-39445428	0.6313
NM_004900	chr22(.):39373404-39393783	1.3173
NM_001193289	chr22(.):39348526-39393783	0.8902
NM_152426	chr22(.):39412117-39434256	0.6149
NM_014508	chr22(.):39405264-39419825	1.374
NM_021822	chr22(.):39468009-39488748	0.8763
NM_181773	chr22(.):39488228-39505072	0.5478
NM_006116	chr22(.):39790758-39832887	0.459
NM_153497	chr22(.):39790758-39838132	0.7458
NM_194326	chr22(.):39920097-39933860	0.6442
NM_002409	chr22(.):39848324-39893199	0.5149
NM_019008	chr22(.):39893283-39919137	0.6314
NM_182810	chr22(.):39911568-39923691	1.0392
NM_001098270	chr22(.):39878228-39893199	0.1193
NM_152513	chr22(.):42090517-42200459	0.3231
