#JJN3_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/JJN3_H3K27ac_ROSE/JJN3_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by JJN3_jia.bam
#Using cutoff of 25157.466 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isStretch
1_MACS_peak_21386_lociStitched	chr7	94282146	94288705	1	6560	11384.4563	919	1
1_MACS_peak_5843_lociStitched	chr13	49549005	49555564	1	6560	23037.8316	920	1
2_MACS_peak_4123_lociStitched	chr11	107727789	107736334	2	6546	14723.035	921	1
2_MACS_peak_3862_lociStitched	chr11	67647519	67655495	2	6536	15345.824	922	1
2_MACS_peak_20782_lociStitched	chr7	20232908	20241696	2	6535	6596.2728	923	1
2_MACS_peak_2087_lociStitched	chr1	224927030	224936238	2	6530	7140.804	924	1
2_MACS_peak_15943_lociStitched	chr3	119354870	119362723	2	6529	13946.1427	925	1
1_MACS_peak_5190_lociStitched	chr12	94597511	94604034	1	6524	20507.6597	926	1
2_MACS_peak_8324_lociStitched	chr16	56944180	56952724	2	6523	23078.1984	927	1
2_MACS_peak_9780_lociStitched	chr17	75362473	75371155	2	6522	18686.2686	928	1
1_MACS_peak_22455_lociStitched	chr8	70377634	70384151	1	6518	14012.8534	929	1
1_MACS_peak_3280_lociStitched	chr11	501751	508265	1	6515	29154.7098	930	1
3_MACS_peak_10700_lociStitched	chr19	6765864	6775978	3	6515	13717.6182	931	1
1_MACS_peak_1900_lociStitched	chr1	204375534	204382046	1	6513	18477.8	932	1
2_MACS_peak_528_lociStitched	chr1	40846511	40853914	2	6512	13515.6571	933	1
2_MACS_peak_19094_lociStitched	chr6	4775005	4783128	2	6511	19226.3287	934	1
1_MACS_peak_5189_lociStitched	chr12	94564164	94570671	1	6508	20268.6543	935	1
2_MACS_peak_19551_lociStitched	chr6	34621871	34632760	2	6508	22046.9583	936	1
2_MACS_peak_18032_lociStitched	chr5	54522014	54530843	2	6507	17009.9514	937	1
2_MACS_peak_20508_lociStitched	chr6	158703634	158713331	2	6507	11754.7034	938	1
2_MACS_peak_24770_lociStitched	chrX	129298850	129308895	2	6503	12688.844	939	1
1_MACS_peak_12846_lociStitched	chr2	153923362	153929859	1	6498	12973.2096	940	1
1_MACS_peak_20908_lociStitched	chr7	30323292	30329787	1	6496	43050.159	941	1
2_MACS_peak_19264_lociStitched	chr6	21586849	21597385	2	6490	13027.764	942	1
1_MACS_peak_23219_lociStitched	chr9	5625170	5631655	1	6486	23205.2755	943	1
2_MACS_peak_23483_lociStitched	chr9	70644903	70651630	2	6485	15237.3277	944	1
1_MACS_peak_4365_lociStitched	chr11	132225137	132231619	1	6483	17491.0288	945	1
2_MACS_peak_11320_lociStitched	chr19	42783257	42789749	2	6483	19112.448	946	1
1_MACS_peak_10293_lociStitched	chr18	48718867	48725348	1	6482	42786.2658	947	1
4_MACS_peak_13977_lociStitched	chr20	43989230	44002882	4	6477	13665.652	948	1
3_MACS_peak_3665_lociStitched	chr11	62191820	62202957	3	6473	15336.7627	949	1
4_MACS_peak_21972_lociStitched	chr8	11296477	11310496	4	6473	5422.5492	950	1
2_MACS_peak_3865_lociStitched	chr11	67769662	67778557	2	6471	21990.219	951	1
3_MACS_peak_7451_lociStitched	chr15	70778633	70787543	3	6467	15997.905	952	1
1_MACS_peak_7234_lociStitched	chr15	45016781	45023244	1	6464	19699.8703	953	1
3_MACS_peak_7692_lociStitched	chr15	91472502	91479511	3	6464	12356.867	954	1
2_MACS_peak_2790_lociStitched	chr10	74030622	74037200	2	6462	31095.5216	955	1
2_MACS_peak_20909_lociStitched	chr7	30342135	30350635	2	6461	4995.45	956	1
2_MACS_peak_14849_lociStitched	chr22	39095452	39103728	2	6460	23445.908	957	1
2_MACS_peak_22721_lociStitched	chr8	101334397	101342549	2	6449	10383.2024	958	1
2_MACS_peak_18668_lociStitched	chr5	139486433	139495038	2	6448	33446.7745	959	1
2_MACS_peak_10041_lociStitched	chr18	12221510	12229169	2	6444	12570.7167	960	1
2_MACS_peak_1734_lociStitched	chr1	183864069	183872247	2	6443	10787.5998	961	1
2_MACS_peak_19501_lociStitched	chr6	32588391	32596508	2	6440	13462.8562	962	1
2_MACS_peak_5973_lociStitched	chr13	77453358	77461267	2	6437	8889.716	963	1
2_MACS_peak_3296_lociStitched	chr11	826627	833992	2	6435	15917.238	964	1
2_MACS_peak_4531_lociStitched	chr12	12844054	12852144	2	6429	12391.453	965	1
2_MACS_peak_11512_lociStitched	chr19	49953802	49962805	2	6428	19157.4837	966	1
1_MACS_peak_7045_lociStitched	chr15	29211094	29217515	1	6422	6652.7981	967	1
1_MACS_peak_21851_lociStitched	chr7	151211622	151218039	1	6418	34829.5509	968	1
1_MACS_peak_18667_lociStitched	chr5	139417311	139423728	1	6418	18951.3261	969	1
1_MACS_peak_2136_lociStitched	chr1	228673719	228680135	1	6417	47513.0464	970	1
1_MACS_peak_1887_lociStitched	chr1	203254980	203261396	1	6417	38782.1536	971	1
2_MACS_peak_1573_lociStitched	chr1	162595931	162604360	2	6416	12737.9048	972	1
1_MACS_peak_20207_lociStitched	chr6	119212286	119218699	1	6414	18720.1883	973	1
1_MACS_peak_5298_lociStitched	chr12	108172695	108179108	1	6414	10488.4615	974	1
2_MACS_peak_23500_lociStitched	chr9	72658621	72665111	2	6414	6667.826	975	1
3_MACS_peak_17152_lociStitched	chr4	99576832	99585641	3	6413	9430.0345	976	1
3_MACS_peak_53_lociStitched	chr1	1820700	1829459	3	6404	29390.8245	977	1
1_MACS_peak_16153_lociStitched	chr3	143688996	143695395	1	6400	22083.5889	978	1
2_MACS_peak_13610_lociStitched	chr20	4089027	4095493	2	6396	11620.6952	979	1
2_MACS_peak_22768_lociStitched	chr8	103665326	103675621	2	6394	42168.32	980	1
2_MACS_peak_7347_lociStitched	chr15	59605074	59615819	2	6392	7152.9465	981	1
3_MACS_peak_17074_lociStitched	chr4	84133062	84143261	3	6386	8781.339	982	1
1_MACS_peak_4146_lociStitched	chr11	111168419	111174803	1	6385	46060.56	983	1
1_MACS_peak_2434_lociStitched	chr10	17268627	17275010	1	6384	25022.6366	984	1
2_MACS_peak_23325_lociStitched	chr9	23843868	23852533	2	6384	10051.4	985	1
1_MACS_peak_6719_lociStitched	chr14	81421081	81427461	1	6381	13698.498	986	1
2_MACS_peak_9081_lociStitched	chr17	27915112	27921616	2	6374	11789.1504	987	1
2_MACS_peak_22332_lociStitched	chr8	54810303	54816787	2	6373	8600.3776	988	1
1_MACS_peak_7443_lociStitched	chr15	70387169	70393539	1	6371	27543.88	989	1
1_MACS_peak_2789_lociStitched	chr10	74018431	74024796	1	6366	16934.0825	990	1
4_MACS_peak_17900_lociStitched	chr5	33848116	33860233	4	6365	10719.9099	991	1
1_MACS_peak_4496_lociStitched	chr12	10017215	10023578	1	6364	17469.6165	992	1
1_MACS_peak_22926_lociStitched	chr8	126161815	126168176	1	6362	8850.0593	993	1
3_MACS_peak_11394_lociStitched	chr19	45921625	45932606	3	6362	12164.7518	994	1
1_MACS_peak_23081_lociStitched	chr8	142424201	142430556	1	6356	53093.483	995	1
2_MACS_peak_1675_lociStitched	chr1	177786193	177795617	2	6356	14061.5504	996	1
1_MACS_peak_17740_lociStitched	chr5	7868169	7874520	1	6352	24449.4447	997	1
4_MACS_peak_24836_lociStitched	chrX	149736383	149746169	4	6352	8015.7126	998	1
1_MACS_peak_8614_lociStitched	chr16	85586172	85592521	1	6350	35329.0105	999	1
2_MACS_peak_20491_lociStitched	chr6	157097477	157104037	2	6348	38683.008	1000	1
3_MACS_peak_10976_lociStitched	chr19	17413114	17421455	3	6347	23154.616	1001	1
2_MACS_peak_5197_lociStitched	chr12	95156181	95164788	2	6339	8149.1076	1002	1
2_MACS_peak_1422_lociStitched	chr1	155050871	155059327	2	6337	13829.788	1003	1
1_MACS_peak_7739_lociStitched	chr15	99645027	99651362	1	6336	7118.006	1004	1
2_MACS_peak_12339_lociStitched	chr2	73333397	73340982	2	6332	8725.0255	1005	1
2_MACS_peak_5791_lociStitched	chr13	42613461	42624125	2	6332	21299.2072	1006	1
1_MACS_peak_15384_lociStitched	chr3	46147608	46153937	1	6330	12292.8167	1007	1
3_MACS_peak_4551_lociStitched	chr12	14104949	14114377	3	6321	7698.9048	1008	1
2_MACS_peak_1638_lociStitched	chr1	172322509	172330654	2	6320	16748.5635	1009	1
2_MACS_peak_5254_lociStitched	chr12	104318869	104326194	2	6313	14933.4775	1010	1
1_MACS_peak_19850_lociStitched	chr6	73328827	73335135	1	6309	26070.964	1011	1
1_MACS_peak_3794_lociStitched	chr11	65623837	65630143	1	6307	33191.631	1012	1
2_MACS_peak_4310_lociStitched	chr11	126172856	126182532	2	6304	13832.8096	1013	1
1_MACS_peak_2891_lociStitched	chr10	90749376	90755678	1	6303	23032.5496	1014	1
2_MACS_peak_12013_lociStitched	chr2	37310328	37320703	2	6299	8278.2125	1015	1
3_MACS_peak_21047_lociStitched	chr7	45482554	45491381	3	6298	9923.3134	1016	1
1_MACS_peak_9832_lociStitched	chr17	76740466	76746762	1	6297	11895.0328	1017	1
1_MACS_peak_14250_lociStitched	chr21	16131023	16137317	1	6295	16914.4956	1018	1
2_MACS_peak_21290_lociStitched	chr7	81313395	81321592	2	6293	4102.5985	1019	1
2_MACS_peak_23435_lociStitched	chr9	42250071	42256779	2	6289	9371.076	1020	1
3_MACS_peak_3934_lociStitched	chr11	73489893	73500371	3	6281	21455.8006	1021	1
2_MACS_peak_9851_lociStitched	chr17	77810169	77819108	2	6273	13493.4205	1022	1
2_MACS_peak_3668_lociStitched	chr11	62210955	62218799	2	6271	9518.694	1023	1
2_MACS_peak_9716_lociStitched	chr17	73284130	73293254	2	6271	11539.1228	1024	1
1_MACS_peak_1191_lociStitched	chr1	120607930	120614193	1	6264	58336.7135	1025	1
1_MACS_peak_8659_lociStitched	chr16	88846304	88852561	1	6258	25444.0905	1026	1
3_MACS_peak_10089_lociStitched	chr18	19315103	19328170	3	6258	20647.1667	1027	1
2_MACS_peak_4248_lociStitched	chr11	119591919	119600955	2	6256	17690.6808	1028	1
1_MACS_peak_19081_lociStitched	chr6	3022315	3028568	1	6254	21487.1839	1029	1
3_MACS_peak_12292_lociStitched	chr2	68941593	68955225	3	6253	9346.0992	1030	1
1_MACS_peak_6418_lociStitched	chr14	52115976	52122226	1	6251	14474.375	1031	1
3_MACS_peak_23295_lociStitched	chr9	20375112	20383068	3	6251	5046.4908	1032	1
2_MACS_peak_16731_lociStitched	chr4	13545321	13551716	2	6245	15172.1375	1033	1
2_MACS_peak_20293_lociStitched	chr6	134493860	134500578	2	6244	22074.0044	1034	1
3_MACS_peak_20167_lociStitched	chr6	113949913	113956926	3	6241	8637.2108	1035	1
2_MACS_peak_21350_lociStitched	chr7	90557876	90564167	2	6235	13733.8821	1036	1
2_MACS_peak_19469_lociStitched	chr6	31755447	31764550	2	6234	52820.1575	1037	1
2_MACS_peak_1311_lociStitched	chr1	150130286	150138770	2	6233	9606.4332	1038	1
3_MACS_peak_20953_lociStitched	chr7	37244372	37253625	3	6233	6105.1294	1039	1
3_MACS_peak_10792_lociStitched	chr19	10675082	10683286	3	6232	16836.2488	1040	1
2_MACS_peak_8500_lociStitched	chr16	72507558	72518183	2	6215	8323.625	1041	1
1_MACS_peak_20323_lociStitched	chr6	135499742	135505949	1	6208	24350.6817	1042	1
1_MACS_peak_23008_lociStitched	chr8	134244062	134250267	1	6206	31335.25	1043	1
3_MACS_peak_24096_lociStitched	chr9	139293505	139305869	3	6205	11726.0176	1044	1
1_MACS_peak_17378_lociStitched	chr4	144275416	144281618	1	6203	7916.2328	1045	1
1_MACS_peak_13103_lociStitched	chr2	192539312	192545514	1	6203	20443.0324	1046	1
2_MACS_peak_7891_lociStitched	chr16	3012898	3021099	2	6203	19586.4483	1047	1
2_MACS_peak_24130_lociStitched	chr9	140044323	140054929	2	6201	9880.5496	1048	1
1_MACS_peak_241_lociStitched	chr1	17763399	17769595	1	6197	40184.7776	1049	1
