REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper.1
2_MACS_peak_21028_lociStitched	chr7	44671478	44680759	2	9242	27072.677	569	1	OGDH	TMED4	OGDH	569	1
2_MACS_peak_11728_lociStitched	chr19	58891358	58899717	2	5458	27068.1138	570	1	RPS5,ZNF837	A1BG-AS1,LOC646862,ZNF584,A1BG,ZNF497	RPS5	570	1
3_MACS_peak_7675_lociStitched	chr15	90721767	90736968	3	8591	27022.8177	571	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	571	1
3_MACS_peak_8633_lociStitched	chr16	87807475	87814769	3	7194	27018.4348	572	1		KLHDC4	KLHDC4	572	1
2_MACS_peak_21881_lociStitched	chr7	156799821	156810506	2	8307	26987.1045	573	1	MNX1		MNX1	573	1
1_MACS_peak_23309_lociStitched	chr9	21986290	21996889	1	10600	26980.8144	574	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	574	1
1_MACS_peak_19481_lociStitched	chr6	31937960	31941517	1	3558	26967.0398	575	1	STK19,DOM3Z	C2,CFB,SKIV2L,C4B,CYP21A2,MIR1236,RDBP,TNXA,TNXB	DOM3Z	575	1
1_MACS_peak_17907_lociStitched	chr5	34006031	34009988	1	3958	26934.1119	576	1	AMACR	SLC45A2,C1QTNF3	AMACR	576	1
1_MACS_peak_15438_lociStitched	chr3	49054738	49060728	1	5991	26892.704	577	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	MIR425	577	1
2_MACS_peak_11740_lociStitched	chr19	59065259	59071657	2	5845	26776.9096	578	1	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	UBE2M	578	1
1_MACS_peak_21585_lociStitched	chr7	113722095	113728916	1	6822	26773.7892	579	1	FOXP2		FOXP2	579	1
1_MACS_peak_1485_lociStitched	chr1	156735641	156740171	1	4531	26743.761	580	1	PRCC	C1orf66,NTRK1,ISG20L2,MRPL24,HDGF,SH2D2A	PRCC	580	1
1_MACS_peak_19188_lociStitched	chr6	11827741	11836769	1	9029	26728.2968	581	1		C6orf105	C6orf105	581	1
4_MACS_peak_7067_lociStitched	chr15	31635553	31660698	4	15384	26726.6205	582	1	KLF13		KLF13	582	1
1_MACS_peak_22775_lociStitched	chr8	103873834	103879004	1	5171	26713.39	583	1	AZIN1		AZIN1	583	1
1_MACS_peak_5175_lociStitched	chr12	93771126	93774008	1	2883	26675.792	584	1	NUDT4,NUDT4P1		NUDT4P1	584	1
2_MACS_peak_15049_lociStitched	chr22	50962895	50970988	2	5748	26611.4026	585	1	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,SBF1,LMF2,C22orf41,CPT1B	TYMP	585	1
2_MACS_peak_5391_lociStitched	chr12	116970370	116978907	2	8385	26599.5846	586	1	NCRNA00173	MAP1LC3B2	NCRNA00173	586	1
4_MACS_peak_14441_lociStitched	chr21	44724831	44735763	4	9993	26592.09	587	1			SIK1	587	1
6_MACS_peak_17140_lociStitched	chr4	96443397	96472167	6	22747	26583.48	588	1	UNC5C		UNC5C	588	1
2_MACS_peak_8073_lociStitched	chr16	17552902	17565398	2	10296	26562.7472	589	1	XYLT1		XYLT1	589	1
3_MACS_peak_14017_lociStitched	chr20	46387037	46397754	3	7119	26519.2165	590	1	SULF2		SULF2	590	1
2_MACS_peak_17686_lociStitched	chr5	2694492	2705656	2	10473	26489.9392	591	1		C5orf38,IRX2	IRX2	591	1
1_MACS_peak_22494_lociStitched	chr8	74204682	74209059	1	4378	26474.2845	592	1	RDH10,RPL7	LOC100130301	RDH10	592	1
2_MACS_peak_1657_lociStitched	chr1	174125936	174137102	2	8500	26463.42	593	1	RABGAP1L		RABGAP1L	593	1
2_MACS_peak_1244_lociStitched	chr1	145434570	145441531	2	6621	26456.6727	594	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	594	1
2_MACS_peak_10530_lociStitched	chr19	1018245	1029881	2	8229	26438.1556	595	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	595	1
3_MACS_peak_4255_lociStitched	chr11	120368061	120384018	3	8382	26434.3662	596	1			GRIK4	596	1
3_MACS_peak_17781_lociStitched	chr5	14663135	14677641	3	9250	26422.679	597	1	FAM105B		FAM105B	597	1
2_MACS_peak_13381_lociStitched	chr2	227654827	227666685	2	10112	26411.3234	598	1	IRS1	RHBDD1	IRS1	598	1
1_MACS_peak_8952_lociStitched	chr17	17138562	17141825	1	3264	26396.0385	599	1	FLCN	PLD6,COPS3	FLCN	599	1
1_MACS_peak_16522_lociStitched	chr3	194206090	194211561	1	5472	26365.8432	600	1	FLJ34208	ATP13A3	FLJ34208	600	1
1_MACS_peak_11436_lociStitched	chr19	47362636	47366069	1	3434	26332.4832	601	1		SNAR-E,AP2S1	AP2S1	601	1
1_MACS_peak_22795_lociStitched	chr8	105596641	105602489	1	5849	26325.9416	602	1	LRP12		LRP12	602	1
1_MACS_peak_22380_lociStitched	chr8	61590156	61594127	1	3972	26311.846	603	1	CHD7		CHD7	603	1
1_MACS_peak_10644_lociStitched	chr19	4063377	4068163	1	4787	26310.5564	604	1	ZBTB7A		ZBTB7A	604	1
2_MACS_peak_10540_lociStitched	chr19	1167117	1174801	2	5577	26272.3644	605	1	SBNO2	STK11,SBNO2	SBNO2	605	1
1_MACS_peak_19065_lociStitched	chr6	1008165	1016701	1	8537	26248.2	606	1	LOC285768		LOC285768	606	1
1_MACS_peak_8678_lociStitched	chr16	89554435	89558704	1	4270	26230.4436	607	1	ANKRD11	SPG7	ANKRD11	607	1
1_MACS_peak_17983_lociStitched	chr5	43006902	43011696	1	4795	26185.7868	608	1		LOC153684,LOC648987,C5orf39	LOC648987	608	1
4_MACS_peak_20853_lociStitched	chr7	25891042	25907231	4	12103	26161.424	609	1			MIR148A	609	1
1_MACS_peak_18983_lociStitched	chr5	176852196	176860342	1	8147	26140.514	610	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	610	1
3_MACS_peak_9809_lociStitched	chr17	76163865	76172612	3	8144	26137.7854	611	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	611	1
1_MACS_peak_3687_lociStitched	chr11	62491561	62497605	1	6045	26126.3988	612	1	TTC9C,HNRNPUL2	GNG3,POLR2G,TAF6L,UBXN1,LRRN4CL,BSCL2,ZBTB3	HNRNPUL2	612	1
1_MACS_peak_23131_lociStitched	chr8	145157362	145160717	1	3356	26124.714	613	1	MAF1,SHARPIN	EXOSC4,GPAA1,CYC1,KIAA1875,C8orf30A,HEATR7A,OPLAH	SHARPIN	613	1
2_MACS_peak_19462_lociStitched	chr6	31627116	31634997	2	5695	26111.3292	614	1	CSNK2B,C6orf47,GPANK1	AIF1,BAT2,SNORA38,APOM,LY6G5B,LY6G6F,LY6G6D,BAT3,LY6G5C,BAT5,LY6G6E	GPANK1	614	1
1_MACS_peak_12678_lociStitched	chr2	114642638	114649563	1	6926	26103.7875	615	1	ACTR3		ACTR3	615	1
1_MACS_peak_22978_lociStitched	chr8	130949192	130953629	1	4438	26092.6659	616	1	FAM49B		FAM49B	616	1
2_MACS_peak_23970_lociStitched	chr9	131445393	131453280	2	6767	26091.7734	617	1	SET	PKN3,WDR34,ZDHHC12	SET	617	1
1_MACS_peak_19850_lociStitched	chr6	73328827	73335135	1	6309	26070.964	618	1	KCNQ5		KCNQ5	618	1
1_MACS_peak_235_lociStitched	chr1	17229237	17233044	1	3808	26031.8853	619	1		CROCC	CROCC	619	1
1_MACS_peak_19364_lociStitched	chr6	27857527	27864309	1	6783	25958.105	620	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	620	1
1_MACS_peak_10580_lociStitched	chr19	1939667	1943708	1	4042	25953.7266	621	1	CSNK1G2	SCAMP4,ADAT3,C19orf34	CSNK1G2	621	1
2_MACS_peak_23125_lociStitched	chr8	145059354	145066060	2	5006	25952.8906	622	1	GRINA,PARP10	SPATC1,PLEC,MIR661,OPLAH	GRINA	622	1
2_MACS_peak_15386_lociStitched	chr3	46245806	46256584	2	7838	25941.5682	623	1	CCR1	CCR3	CCR1	623	1
2_MACS_peak_19787_lociStitched	chr6	55733259	55754542	2	19640	25933.3355	624	1	BMP5		BMP5	624	1
2_MACS_peak_16038_lociStitched	chr3	129027184	129037476	2	7913	25918.3436	625	1	C3orf47,H1FX	C3orf37	C3orf47	625	1
3_MACS_peak_23997_lociStitched	chr9	132244200	132259250	3	8132	25914.595	626	1			C9orf50	626	1
2_MACS_peak_20845_lociStitched	chr7	25015025	25022234	2	5447	25872.3801	627	1	OSBPL3		OSBPL3	627	1
2_MACS_peak_22916_lociStitched	chr8	125376158	125385967	2	6843	25870.2566	628	1	TMEM65		TMEM65	628	1
2_MACS_peak_24116_lociStitched	chr9	139792210	139799759	2	6838	25860.6093	629	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	629	1
5_MACS_peak_7819_lociStitched	chr16	725490	746567	5	8330	25848.8328	630	1	RHBDL1,STUB1,JMJD8,WDR24,FBXL16	WFIKKN1,FAM195A,WDR90,RHOT2,METRN,FAM173A,HAGHL,C16orf13,CCDC78,NARFL	JMJD8	630	1
2_MACS_peak_7501_lociStitched	chr15	75352852	75363983	2	9829	25813.9021	631	1		PPCDC	PPCDC	631	1
1_MACS_peak_14692_lociStitched	chr22	29662265	29666122	1	3858	25812.2011	632	1	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	632	1
3_MACS_peak_11525_lociStitched	chr19	50175223	50184226	3	6112	25807.9998	633	1	BCL2L12,PRMT1	SCAF1,C19orf76,CPT1C,RRAS,IRF3	PRMT1	633	1
4_MACS_peak_9755_lociStitched	chr17	74486399	74503015	4	10119	25769.7544	634	1	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	634	1
7_MACS_peak_21942_lociStitched	chr8	9754362	9777360	7	21240	25679.5668	635	1	LOC157627,MIR124-1		MIR124-1	635	1
1_MACS_peak_13993_lociStitched	chr20	44598138	44601687	1	3550	25669.2072	636	1	ZNF335	PCIF1,MMP9,SLC12A5	ZNF335	636	1
1_MACS_peak_19079_lociStitched	chr6	2987734	2991877	1	4144	25665.4707	637	1	DKFZP686I15217	NQO2,SERPINB6,LOC401233	DKFZP686I15217	637	1
1_MACS_peak_16189_lociStitched	chr3	150124715	150131754	1	7040	25654.3394	638	1	TSC22D2		TSC22D2	638	1
2_MACS_peak_23128_lociStitched	chr8	145131815	145139306	2	5982	25646.1876	639	1	EXOSC4,GPAA1	SPATC1,CYC1,MAF1,KIAA1875,OPLAH,SHARPIN	GPAA1	639	1
2_MACS_peak_20922_lociStitched	chr7	32766622	32779236	2	8145	25634.1708	640	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	640	1
1_MACS_peak_13663_lociStitched	chr20	10650230	10656349	1	6120	25632.491	641	1	JAG1		JAG1	641	1
4_MACS_peak_9784_lociStitched	chr17	75432958	75448932	4	11715	25569.5818	642	1	SEPT9	SEPT9,MIR4316	SEPT9	642	1
1_MACS_peak_17728_lociStitched	chr5	6632131	6635414	1	3284	25500.0459	643	1	SRD5A1,NSUN2	LOC255167	SRD5A1	643	1
3_MACS_peak_23766_lociStitched	chr9	112904471	112921587	3	16522	25478.8776	644	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	644	1
2_MACS_peak_83_lociStitched	chr1	6257816	6267534	2	5559	25475.737	645	1	RNF207,RPL22	HES3,CHD5,ICMT	RPL22	645	1
1_MACS_peak_5008_lociStitched	chr12	62994970	62998933	1	3964	25466.238	646	1	MIRLET7I,C12orf61		C12orf61	646	1
1_MACS_peak_11479_lociStitched	chr19	49135680	49142240	1	6561	25458.704	647	1	SEC1,DBP,CA11	SPACA4,SPHK2,FAM83E,RPL18,NTN5	DBP	647	1
1_MACS_peak_9766_lociStitched	chr17	74730766	74735534	1	4769	25453.0144	648	1	MFSD11,SRSF2,MIR636	C17orf95,MXRA7,JMJD6	SRSF2	648	1
1_MACS_peak_8659_lociStitched	chr16	88846304	88852561	1	6258	25444.0905	649	1	FAM38A	CDT1,APRT	FAM38A	649	1
1_MACS_peak_1593_lociStitched	chr1	167188083	167192869	1	4787	25425.625	650	1	POU2F1		POU2F1	650	1
2_MACS_peak_1836_lociStitched	chr1	198887904	198907559	2	19516	25408.0185	651	1			MIR181A1	651	1
1_MACS_peak_10054_lociStitched	chr18	12881495	12885184	1	3690	25391.387	652	1	PTPN2		PTPN2	652	1
2_MACS_peak_20676_lociStitched	chr7	6047421	6057610	2	6715	25350.232	653	1	AIMP2,PMS2	EIF2AK1	AIMP2	653	1
1_MACS_peak_1277_lociStitched	chr1	147929063	147933199	1	4137	25347.476	654	1	FLJ39739		NBPF14	654	1
1_MACS_peak_16382_lociStitched	chr3	178229796	178238672	1	8877	25315.2396	655	1		KCNMB2	KCNMB2	655	1
1_MACS_peak_16374_lociStitched	chr3	177074385	177079069	1	4685	25290.7896	656	1			TBL1XR1	656	1
1_MACS_peak_4511_lociStitched	chr12	11800979	11806653	1	5675	25268.5916	657	1	ETV6		ETV6	657	1
2_MACS_peak_10380_lociStitched	chr18	56627495	56636040	2	7881	25265.0015	658	1	ZNF532		LOC390858	658	1
2_MACS_peak_19159_lociStitched	chr6	9387545	9405564	2	14731	25251.8266	659	1			HULC	659	1
1_MACS_peak_11630_lociStitched	chr19	54972881	54977015	1	4135	25212.0258	660	1	LENG8,LENG9,CDC42EP5	TTYH1,LAIR2	LENG9	660	1
1_MACS_peak_8877_lociStitched	chr17	7787009	7791747	1	4739	25211.8456	661	1	CHD3	KDM6B,TMEM88,CYB5D1,CHD3,SCARNA21,CNTROB,LSMD1,LOC284023,KCNAB3,TRAPPC1	CHD3	661	1
1_MACS_peak_8215_lociStitched	chr16	30544805	30547712	1	2908	25174.62	662	1	ZNF747	ZNF768,ZNF764,ZNF688,ZNF785	ZNF747	662	1
6_MACS_peak_6997_lociStitched	chr14	106143301	106178475	6	33777	265057.1944	2	1		MYC	MYC	2	1
3_MACS_peak_7003_lociStitched	chr14	106207819	106217786	3	9337	53296.5391	116	1		MYC	MYC	116	1
