REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam
1_MACS_peak_15567_lociStitched	chr3	58026912	58027642	1	731	304.264
1_MACS_peak_17501_lociStitched	chr4	173906782	173907512	1	731	265.71999999999997
1_MACS_peak_18125_lociStitched	chr5	66530267	66530997	1	731	605.827
1_MACS_peak_21872_lociStitched	chr7	155137199	155137929	1	731	655.394
1_MACS_peak_22674_lociStitched	chr8	97283399	97284129	1	731	279.006
1_MACS_peak_2094_lociStitched	chr1	225997647	225998376	1	730	617.5359
1_MACS_peak_5219_lociStitched	chr12	96944485	96945214	1	730	363.6252
1_MACS_peak_9286_lociStitched	chr17	40215660	40216389	1	730	299.3274
1_MACS_peak_12381_lociStitched	chr2	76235203	76235932	1	730	272.2086
1_MACS_peak_15905_lociStitched	chr3	113018283	113019012	1	730	419.6124
1_MACS_peak_16663_lociStitched	chr4	4996876	4997605	1	730	734.1759000000001
1_MACS_peak_20924_lociStitched	chr7	32796844	32797573	1	730	496.6677
1_MACS_peak_5222_lociStitched	chr12	98884569	98885297	1	729	277.44079999999997
1_MACS_peak_10074_lociStitched	chr18	14767832	14768560	1	729	279.9888
1_MACS_peak_10131_lociStitched	chr18	24236599	24237327	1	729	258.2944
1_MACS_peak_12658_lociStitched	chr2	113450236	113450964	1	729	306.3424
1_MACS_peak_18629_lociStitched	chr5	136738389	136739117	1	729	262.444
1_MACS_peak_21927_lociStitched	chr8	7212319	7213047	1	729	848.6296
1_MACS_peak_2268_lociStitched	chr1	246862008	246862735	1	728	367.64390000000003
1_MACS_peak_3458_lociStitched	chr11	22655760	22656487	1	728	351.6499
1_MACS_peak_5966_lociStitched	chr13	74862392	74863119	1	728	302.7228
1_MACS_peak_15204_lociStitched	chr3	16592301	16593028	1	728	442.16139999999996
1_MACS_peak_15840_lociStitched	chr3	101867547	101868274	1	728	450.74
1_MACS_peak_19356_lociStitched	chr6	27744927	27745654	1	728	330.42150000000004
1_MACS_peak_22245_lociStitched	chr8	38656437	38657164	1	728	326.7865
1_MACS_peak_2846_lociStitched	chr10	80909497	80910223	1	727	238.05540000000002
1_MACS_peak_9377_lociStitched	chr17	44026098	44026824	1	727	430.4454
1_MACS_peak_17803_lociStitched	chr5	17282039	17282765	1	727	332.79839999999996
1_MACS_peak_11660_lociStitched	chr19	56028351	56029076	1	726	778.6500000000001
1_MACS_peak_19420_lociStitched	chr6	30495176	30495901	1	726	394.03749999999997
1_MACS_peak_14231_lociStitched	chr21	15351590	15352314	1	725	748.254
1_MACS_peak_14424_lociStitched	chr21	43538556	43539280	1	725	345.9996
1_MACS_peak_16718_lociStitched	chr4	11370308	11371032	1	725	324.7864
1_MACS_peak_17517_lociStitched	chr4	176922903	176923627	1	725	268.4592
1_MACS_peak_2581_lociStitched	chr10	38326915	38327638	1	724	380.6595
1_MACS_peak_2782_lociStitched	chr10	73620268	73620991	1	724	330.1941
1_MACS_peak_8477_lociStitched	chr16	70687697	70688420	1	724	361.64459999999997
1_MACS_peak_19544_lociStitched	chr6	34150551	34151274	1	724	298.4544
1_MACS_peak_19976_lociStitched	chr6	91121243	91121966	1	724	359.6202
1_MACS_peak_1217_lociStitched	chr1	143686822	143687544	1	723	490.96000000000004
1_MACS_peak_5425_lociStitched	chr12	120548364	120549086	1	723	451.61099999999993
1_MACS_peak_11053_lociStitched	chr19	19289756	19290478	1	723	508.36019999999996
1_MACS_peak_13794_lociStitched	chr20	30183447	30184169	1	723	382.44339999999994
1_MACS_peak_16080_lociStitched	chr3	133461161	133461883	1	723	343.4554
1_MACS_peak_18379_lociStitched	chr5	100067172	100067894	1	723	418.399
1_MACS_peak_20187_lociStitched	chr6	116719359	116720081	1	723	298.8358
1_MACS_peak_21839_lociStitched	chr7	150521538	150522260	1	723	463.30740000000003
1_MACS_peak_22577_lociStitched	chr8	84606152	84606874	1	723	512.1146
1_MACS_peak_79_lociStitched	chr1	5185497	5186218	1	722	302.3153
1_MACS_peak_11008_lociStitched	chr19	18208438	18209159	1	722	411.4747
1_MACS_peak_14116_lociStitched	chr20	56171869	56172590	1	722	272.46590000000003
1_MACS_peak_24633_lociStitched	chrX	102509496	102510217	1	722	348.0988
1_MACS_peak_24667_lociStitched	chrX	114070707	114071428	1	722	352.71320000000003
1_MACS_peak_13710_lociStitched	chr20	18774534	18775254	1	721	918.648
1_MACS_peak_24048_lociStitched	chr9	135753519	135754239	1	721	453.74399999999997
1_MACS_peak_1183_lociStitched	chr1	119522200	119522919	1	720	251.7938
1_MACS_peak_3661_lociStitched	chr11	61879629	61880348	1	720	910.0383
1_MACS_peak_3948_lociStitched	chr11	75062181	75062900	1	720	340.7341
1_MACS_peak_7350_lociStitched	chr15	59730195	59730914	1	720	344.7605
1_MACS_peak_11091_lociStitched	chr19	23710030	23710749	1	720	359.6438
1_MACS_peak_15008_lociStitched	chr22	46959292	46960011	1	720	526.5956
1_MACS_peak_16906_lociStitched	chr4	62238423	62239142	1	720	257.6177
1_MACS_peak_20198_lociStitched	chr6	117565772	117566491	1	720	363.8859
1_MACS_peak_21164_lociStitched	chr7	70244197	70244916	1	720	320.0269
1_MACS_peak_22156_lociStitched	chr8	28479353	28480072	1	720	487.9853
1_MACS_peak_22524_lociStitched	chr8	78042848	78043567	1	720	402.1367
1_MACS_peak_4886_lociStitched	chr12	53553165	53553883	1	719	422.902
1_MACS_peak_5653_lociStitched	chr13	24152835	24153553	1	719	439.77500000000003
1_MACS_peak_7654_lociStitched	chr15	89610837	89611555	1	719	237.4426
1_MACS_peak_14286_lociStitched	chr21	26367065	26367783	1	719	298.2572
1_MACS_peak_15139_lociStitched	chr3	11760464	11761182	1	719	333.7264
1_MACS_peak_21791_lociStitched	chr7	144961666	144962384	1	719	243.68919999999997
1_MACS_peak_3428_lociStitched	chr11	17410580	17411297	1	718	319.8537
1_MACS_peak_15369_lociStitched	chr3	45422859	45423576	1	718	264.2145
1_MACS_peak_16420_lociStitched	chr3	182143753	182144470	1	718	293.8983
1_MACS_peak_18735_lociStitched	chr5	145315987	145316704	1	718	314.3328
1_MACS_peak_3275_lociStitched	chr11	396722	397438	1	717	309.4552
1_MACS_peak_3988_lociStitched	chr11	81580212	81580928	1	717	407.6904
1_MACS_peak_4910_lociStitched	chr12	54582220	54582936	1	717	657.9324
1_MACS_peak_15126_lociStitched	chr3	10052174	10052890	1	717	430.8172
1_MACS_peak_15274_lociStitched	chr3	32455821	32456537	1	717	232.27040000000002
1_MACS_peak_18628_lociStitched	chr5	135802248	135802964	1	717	385.9956
1_MACS_peak_12992_lociStitched	chr2	177356151	177356866	1	716	351.923
1_MACS_peak_17866_lociStitched	chr5	28114783	28115498	1	716	319.319
1_MACS_peak_4879_lociStitched	chr12	52682015	52682729	1	715	405.4806
1_MACS_peak_8360_lociStitched	chr16	60556532	60557246	1	715	296.1672
1_MACS_peak_10809_lociStitched	chr19	11248424	11249138	1	715	295.5246
1_MACS_peak_14331_lociStitched	chr21	34572277	34572991	1	715	426.5436
1_MACS_peak_15728_lociStitched	chr3	79302378	79303092	1	715	315.0168
1_MACS_peak_17196_lociStitched	chr4	106515696	106516410	1	715	309.66179999999997
1_MACS_peak_857_lociStitched	chr1	81691522	81692235	1	714	274.2198
1_MACS_peak_5029_lociStitched	chr12	66628789	66629502	1	714	313.22090000000003
1_MACS_peak_7958_lociStitched	chr16	9044964	9045677	1	714	375.038
1_MACS_peak_8546_lociStitched	chr16	77246227	77246940	1	714	303.8806
1_MACS_peak_9878_lociStitched	chr17	78954738	78955451	1	714	355.14529999999996
1_MACS_peak_10043_lociStitched	chr18	12271560	12272273	1	714	391.2944
1_MACS_peak_10655_lociStitched	chr19	4423291	4424004	1	714	353.5054
1_MACS_peak_12755_lociStitched	chr2	135169126	135169839	1	714	278.07
1_MACS_peak_14895_lociStitched	chr22	40524997	40525710	1	714	354.0758
1_MACS_peak_17599_lociStitched	chr4	186140801	186141514	1	714	254.7549
1_MACS_peak_21768_lociStitched	chr7	141219657	141220370	1	714	279.9951
1_MACS_peak_22339_lociStitched	chr8	56430161	56430874	1	714	259.1755
1_MACS_peak_23659_lociStitched	chr9	98899681	98900394	1	714	457.6034
1_MACS_peak_23738_lociStitched	chr9	108167881	108168594	1	714	385.733
1_MACS_peak_2297_lociStitched	chr10	734345	735057	1	713	306.516
1_MACS_peak_22601_lociStitched	chr8	89288566	89289278	1	713	352.084
1_MACS_peak_1207_lociStitched	chr1	142637474	142638185	1	712	381.52259999999995
1_MACS_peak_8057_lociStitched	chr16	15991545	15992256	1	712	294.9939
1_MACS_peak_13450_lociStitched	chr2	233179456	233180167	1	712	233.0658
1_MACS_peak_14023_lociStitched	chr20	47299371	47300082	1	712	306.2277
1_MACS_peak_17249_lociStitched	chr4	114604558	114605269	1	712	269.6112
1_MACS_peak_792_lociStitched	chr1	68626996	68627706	1	711	340.019
1_MACS_peak_3479_lociStitched	chr11	31391282	31391992	1	711	736.3409999999999
1_MACS_peak_8050_lociStitched	chr16	15165438	15166148	1	711	384.60699999999997
1_MACS_peak_9042_lociStitched	chr17	26219858	26220568	1	711	477.546
1_MACS_peak_9707_lociStitched	chr17	73083746	73084456	1	711	249.565
1_MACS_peak_10190_lociStitched	chr18	34073386	34074096	1	711	323.54699999999997
1_MACS_peak_11087_lociStitched	chr19	23185442	23186152	1	711	349.88800000000003
1_MACS_peak_12794_lociStitched	chr2	143672457	143673167	1	711	382.903
1_MACS_peak_12858_lociStitched	chr2	157749186	157749896	1	711	347.048
1_MACS_peak_13304_lociStitched	chr2	219187732	219188442	1	711	246.583
1_MACS_peak_21861_lociStitched	chr7	153130377	153131087	1	711	344.279
1_MACS_peak_5553_lociStitched	chr12	127526081	127526790	1	710	369.6017
1_MACS_peak_8955_lociStitched	chr17	17286817	17287526	1	710	365.6313
1_MACS_peak_10178_lociStitched	chr18	32956638	32957347	1	710	609.4564
1_MACS_peak_13803_lociStitched	chr20	30423444	30424153	1	710	409.2348
1_MACS_peak_14374_lociStitched	chr21	37485089	37485798	1	710	372.3668
1_MACS_peak_5036_lociStitched	chr12	68092822	68093530	1	709	304.1568
1_MACS_peak_5841_lociStitched	chr13	49145419	49146127	1	709	378.63840000000005
1_MACS_peak_8284_lociStitched	chr16	49525747	49526455	1	709	329.9988
1_MACS_peak_14553_lociStitched	chr22	20199056	20199764	1	709	312.0156
1_MACS_peak_15929_lociStitched	chr3	118725802	118726510	1	709	275.5536
1_MACS_peak_16445_lociStitched	chr3	184429192	184429900	1	709	318.3876
1_MACS_peak_17230_lociStitched	chr4	110911538	110912246	1	709	246.4548
1_MACS_peak_17516_lociStitched	chr4	176875382	176876090	1	709	289.572
1_MACS_peak_6159_lociStitched	chr13	115028407	115029114	1	708	303.5151
1_MACS_peak_10148_lociStitched	chr18	29230081	29230788	1	708	287.6076
1_MACS_peak_22543_lociStitched	chr8	81004057	81004764	1	708	444.3495
1_MACS_peak_23042_lociStitched	chr8	137458013	137458720	1	708	335.4008
1_MACS_peak_2064_lociStitched	chr1	222638736	222639442	1	707	366.20220000000006
1_MACS_peak_13030_lociStitched	chr2	181455695	181456401	1	707	199.0214
1_MACS_peak_16933_lociStitched	chr4	68592390	68593096	1	707	283.9532
1_MACS_peak_19812_lociStitched	chr6	67106146	67106852	1	707	304.2154
1_MACS_peak_945_lociStitched	chr1	92495374	92496079	1	706	335.58
1_MACS_peak_3305_lociStitched	chr11	1410324	1411029	1	706	289.2615
1_MACS_peak_5378_lociStitched	chr12	114403571	114404276	1	706	337.6245
1_MACS_peak_8541_lociStitched	chr16	76691154	76691859	1	706	299.8365
1_MACS_peak_9434_lociStitched	chr17	47646947	47647652	1	706	283.4805
1_MACS_peak_11110_lociStitched	chr19	29217990	29218695	1	706	286.089
1_MACS_peak_12495_lociStitched	chr2	96782331	96783036	1	706	401.0745
1_MACS_peak_12778_lociStitched	chr2	137084839	137085544	1	706	421.66049999999996
1_MACS_peak_13099_lociStitched	chr2	192435996	192436701	1	706	335.298
1_MACS_peak_15246_lociStitched	chr3	25339838	25340543	1	706	269.592
1_MACS_peak_16954_lociStitched	chr4	72551890	72552595	1	706	349.257
1_MACS_peak_17942_lociStitched	chr5	37927562	37928267	1	706	480.0345
1_MACS_peak_22324_lociStitched	chr8	54240644	54241349	1	706	303.5025
1_MACS_peak_473_lociStitched	chr1	36653351	36654055	1	705	338.8352
1_MACS_peak_9921_lociStitched	chr17	80163822	80164526	1	705	320.4608
1_MACS_peak_10151_lociStitched	chr18	29304007	29304711	1	705	311.5904
1_MACS_peak_12583_lociStitched	chr2	109383723	109384427	1	705	244.28799999999998
1_MACS_peak_20423_lociStitched	chr6	145469021	145469725	1	705	274.77119999999996
1_MACS_peak_22912_lociStitched	chr8	124604312	124605016	1	705	360.9408
1_MACS_peak_5960_lociStitched	chr13	74559210	74559913	1	704	245.9094
1_MACS_peak_15309_lociStitched	chr3	38690638	38691341	1	704	374.7693
1_MACS_peak_15992_lociStitched	chr3	125029422	125030125	1	704	326.6841
1_MACS_peak_17427_lociStitched	chr4	156493088	156493791	1	704	300.53249999999997
1_MACS_peak_18410_lociStitched	chr5	110062307	110063010	1	704	380.95570000000004
1_MACS_peak_21627_lociStitched	chr7	121170419	121171122	1	704	291.1123
1_MACS_peak_6767_lociStitched	chr14	90168003	90168705	1	703	375.7104
1_MACS_peak_6776_lociStitched	chr14	90991721	90992423	1	703	1012.9158000000001
1_MACS_peak_10463_lociStitched	chr18	69139308	69140010	1	703	267.7428
1_MACS_peak_13559_lociStitched	chr20	247201	247903	1	703	438.1182
1_MACS_peak_14216_lociStitched	chr21	10183928	10184630	1	703	491.75100000000003
1_MACS_peak_14795_lociStitched	chr22	37447640	37448342	1	703	292.6638
1_MACS_peak_15889_lociStitched	chr3	112051715	112052417	1	703	264.8646
1_MACS_peak_19163_lociStitched	chr6	10383473	10384175	1	703	256.1598
1_MACS_peak_20131_lociStitched	chr6	109242871	109243573	1	703	293.787
1_MACS_peak_20325_lociStitched	chr6	135554774	135555476	1	703	286.9074
1_MACS_peak_20382_lociStitched	chr6	141587195	141587897	1	703	313.1622
1_MACS_peak_22474_lociStitched	chr8	71000454	71001156	1	703	543.9798000000001
1_MACS_peak_24825_lociStitched	chrX	146956881	146957583	1	703	294.138
1_MACS_peak_11645_lociStitched	chr19	55469780	55470481	1	702	339.70459999999997
1_MACS_peak_23182_lociStitched	chr9	998074	998775	1	702	482.00759999999997
1_MACS_peak_4760_lociStitched	chr12	42065563	42066263	1	701	264.6
1_MACS_peak_9326_lociStitched	chr17	41363386	41364086	1	701	231.0
1_MACS_peak_11545_lociStitched	chr19	50871898	50872598	1	701	383.81
1_MACS_peak_15919_lociStitched	chr3	115502870	115503570	1	701	382.69
1_MACS_peak_18592_lociStitched	chr5	133468323	133469023	1	701	478.45
1_MACS_peak_7426_lociStitched	chr15	68407006	68407705	1	700	323.8467
1_MACS_peak_8908_lociStitched	chr17	9963090	9963789	1	700	240.8754
1_MACS_peak_14124_lociStitched	chr20	56811797	56812496	1	700	393.1176
1_MACS_peak_14901_lociStitched	chr22	40887787	40888486	1	700	332.025
1_MACS_peak_16914_lociStitched	chr4	66159577	66160276	1	700	292.25190000000003
1_MACS_peak_18130_lociStitched	chr5	67730194	67730893	1	700	251.43030000000002
1_MACS_peak_19992_lociStitched	chr6	95583602	95584301	1	700	351.6669
1_MACS_peak_1013_lociStitched	chr1	100995886	100996584	1	699	329.5956
1_MACS_peak_2776_lociStitched	chr10	73136709	73137407	1	699	472.895
1_MACS_peak_6020_lociStitched	chr13	91983441	91984139	1	699	280.4564
1_MACS_peak_10171_lociStitched	chr18	32137807	32138505	1	699	356.678
1_MACS_peak_10795_lociStitched	chr19	10712971	10713669	1	699	272.9878
1_MACS_peak_12793_lociStitched	chr2	143569285	143569983	1	699	308.37640000000005
1_MACS_peak_24517_lociStitched	chrX	64195327	64196025	1	699	282.27119999999996
1_MACS_peak_2487_lociStitched	chr10	26719450	26720147	1	698	377.9831
1_MACS_peak_5072_lociStitched	chr12	73574157	73574854	1	698	299.7797
1_MACS_peak_7910_lociStitched	chr16	3223962	3224659	1	698	305.0072
1_MACS_peak_12420_lociStitched	chr2	86295472	86296169	1	698	281.7274
1_MACS_peak_7533_lociStitched	chr15	78202675	78203371	1	697	867.7031999999999
1_MACS_peak_12989_lociStitched	chr2	176961925	176962621	1	697	410.84880000000004
1_MACS_peak_20702_lociStitched	chr7	7464012	7464708	1	697	429.8496
1_MACS_peak_2403_lociStitched	chr10	13313672	13314367	1	696	326.4415
1_MACS_peak_2819_lociStitched	chr10	75700187	75700882	1	696	251.65949999999998
1_MACS_peak_3463_lociStitched	chr11	23983060	23983755	1	696	469.7505
1_MACS_peak_13366_lociStitched	chr2	225822116	225822811	1	696	255.76
1_MACS_peak_14251_lociStitched	chr21	16197826	16198521	1	696	288.703
1_MACS_peak_16751_lociStitched	chr4	18205594	18206289	1	696	282.3785
1_MACS_peak_23961_lociStitched	chr9	131124136	131124831	1	696	332.0015
1_MACS_peak_3235_lociStitched	chr10	134201074	134201768	1	695	333.81399999999996
1_MACS_peak_5261_lociStitched	chr12	104609409	104610103	1	695	376.495
1_MACS_peak_8422_lociStitched	chr16	68108180	68108874	1	695	267.6064
1_MACS_peak_12004_lociStitched	chr2	33807776	33808470	1	695	266.70419999999996
1_MACS_peak_18323_lociStitched	chr5	91976607	91977301	1	695	343.877
1_MACS_peak_18736_lociStitched	chr5	145325394	145326088	1	695	282.2498
1_MACS_peak_24304_lociStitched	chrX	23791071	23791765	1	695	357.063
1_MACS_peak_7727_lociStitched	chr15	96630517	96631210	1	694	301.2471
1_MACS_peak_11009_lociStitched	chr19	18215036	18215729	1	694	320.0274
1_MACS_peak_12484_lociStitched	chr2	91847385	91848078	1	694	499.72229999999996
1_MACS_peak_16042_lociStitched	chr3	129295688	129296381	1	694	343.2429
1_MACS_peak_18298_lociStitched	chr5	88753946	88754639	1	694	240.05519999999999
1_MACS_peak_21793_lociStitched	chr7	145716147	145716840	1	694	337.0059
1_MACS_peak_5880_lociStitched	chr13	52586419	52587111	1	693	465.78520000000003
1_MACS_peak_19734_lociStitched	chr6	49422831	49423523	1	693	319.358
1_MACS_peak_5340_lociStitched	chr12	110969872	110970563	1	692	279.9241
1_MACS_peak_7011_lociStitched	chr15	22386954	22387645	1	692	277.1601
1_MACS_peak_12346_lociStitched	chr2	74049486	74050177	1	692	437.26480000000004
1_MACS_peak_18626_lociStitched	chr5	135416251	135416942	1	692	705.5800999999999
1_MACS_peak_19723_lociStitched	chr6	45934022	45934713	1	692	260.2306
1_MACS_peak_22292_lociStitched	chr8	47829392	47830083	1	692	398.707
1_MACS_peak_1507_lociStitched	chr1	159838639	159839329	1	691	319.194
1_MACS_peak_4586_lociStitched	chr12	16910125	16910815	1	691	298.28700000000003
1_MACS_peak_7325_lociStitched	chr15	56285265	56285955	1	691	332.649
1_MACS_peak_10039_lociStitched	chr18	12066881	12067571	1	691	458.02199999999993
1_MACS_peak_10418_lociStitched	chr18	60975210	60975900	1	691	273.447
1_MACS_peak_17884_lociStitched	chr5	31080235	31080925	1	691	351.90000000000003
1_MACS_peak_18427_lociStitched	chr5	111858894	111859584	1	691	231.288
1_MACS_peak_24471_lociStitched	chrX	53101729	53102419	1	691	288.006
1_MACS_peak_552_lociStitched	chr1	42039871	42040560	1	690	307.6385
1_MACS_peak_5275_lociStitched	chr12	105425000	105425689	1	690	250.24480000000003
1_MACS_peak_9547_lociStitched	chr17	58196829	58197518	1	690	229.78150000000002
1_MACS_peak_14338_lociStitched	chr21	34733596	34734285	1	690	347.25600000000003
1_MACS_peak_18709_lociStitched	chr5	142403052	142403741	1	690	281.3187
1_MACS_peak_19578_lociStitched	chr6	35941302	35941991	1	690	217.035
1_MACS_peak_21611_lociStitched	chr7	119704033	119704722	1	690	258.8573
1_MACS_peak_20482_lociStitched	chr6	156600001	156600689	1	689	313.9344
1_MACS_peak_4499_lociStitched	chr12	10234419	10235106	1	688	235.57229999999998
1_MACS_peak_5371_lociStitched	chr12	113572897	113573584	1	688	255.97619999999998
1_MACS_peak_16609_lociStitched	chr4	693300	693987	1	688	337.1109
1_MACS_peak_17470_lociStitched	chr4	165057337	165058024	1	688	273.426
1_MACS_peak_18774_lociStitched	chr5	149857090	149857777	1	688	344.32439999999997
1_MACS_peak_1626_lociStitched	chr1	170063838	170064524	1	687	443.9106
1_MACS_peak_4366_lociStitched	chr11	132271533	132272219	1	687	320.9108
1_MACS_peak_5996_lociStitched	chr13	82619406	82620092	1	687	292.03020000000004
1_MACS_peak_9744_lociStitched	chr17	74117507	74118193	1	687	386.6296
1_MACS_peak_21193_lociStitched	chr7	73184360	73185046	1	687	264.31579999999997
1_MACS_peak_21334_lociStitched	chr7	88518144	88518830	1	687	233.3772
1_MACS_peak_24835_lociStitched	chrX	149715830	149716516	1	687	451.86819999999994
1_MACS_peak_899_lociStitched	chr1	87597408	87598093	1	686	465.115
1_MACS_peak_2870_lociStitched	chr10	88470969	88471654	1	686	231.5985
1_MACS_peak_8065_lociStitched	chr16	17406898	17407583	1	686	334.14300000000003
1_MACS_peak_8564_lociStitched	chr16	80060960	80061645	1	686	329.55350000000004
1_MACS_peak_10314_lociStitched	chr18	52613238	52613923	1	686	509.9825
1_MACS_peak_13401_lociStitched	chr2	231067704	231068389	1	686	266.2595
1_MACS_peak_13786_lociStitched	chr20	26231176	26231861	1	686	240.43499999999997
1_MACS_peak_17523_lociStitched	chr4	177612804	177613489	1	686	234.407
1_MACS_peak_23409_lociStitched	chr9	36470529	36471214	1	686	387.98400000000004
1_MACS_peak_24644_lociStitched	chrX	105855114	105855799	1	686	353.9395
1_MACS_peak_5159_lociStitched	chr12	92566041	92566725	1	685	255.61079999999998
1_MACS_peak_12843_lociStitched	chr2	153586470	153587154	1	685	300.4128
1_MACS_peak_14007_lociStitched	chr20	45324021	45324705	1	685	223.1208
1_MACS_peak_16200_lociStitched	chr3	151298921	151299605	1	685	264.2976
1_MACS_peak_23584_lociStitched	chr9	90524145	90524829	1	685	348.63480000000004
1_MACS_peak_6179_lociStitched	chr14	21077644	21078327	1	684	418.4058
1_MACS_peak_8854_lociStitched	chr17	7239805	7240488	1	684	279.8251
1_MACS_peak_12337_lociStitched	chr2	73143741	73144424	1	684	250.5927
1_MACS_peak_23549_lociStitched	chr9	82432455	82433138	1	684	327.4302
1_MACS_peak_8836_lociStitched	chr17	6757340	6758022	1	683	260.9332
1_MACS_peak_9000_lociStitched	chr17	18973602	18974284	1	683	536.4612
1_MACS_peak_9348_lociStitched	chr17	42633876	42634558	1	683	245.4518
1_MACS_peak_19121_lociStitched	chr6	6766416	6767098	1	683	427.8868
1_MACS_peak_7433_lociStitched	chr15	69135931	69136612	1	682	407.5785
1_MACS_peak_10607_lociStitched	chr19	2552541	2553222	1	682	400.29179999999997
1_MACS_peak_22359_lociStitched	chr8	59040593	59041273	1	681	284.852
1_MACS_peak_5606_lociStitched	chr13	19174112	19174791	1	680	393.88789999999995
1_MACS_peak_8903_lociStitched	chr17	8804203	8804882	1	680	248.5819
1_MACS_peak_15159_lociStitched	chr3	13133261	13133940	1	680	248.24239999999998
1_MACS_peak_16387_lociStitched	chr3	178341344	178342023	1	680	308.945
1_MACS_peak_21752_lociStitched	chr7	139554889	139555568	1	680	355.3886
1_MACS_peak_7248_lociStitched	chr15	46604510	46605188	1	679	324.01619999999997
1_MACS_peak_11620_lociStitched	chr19	54836499	54837177	1	679	336.4914
1_MACS_peak_11631_lociStitched	chr19	54982253	54982931	1	679	245.7072
1_MACS_peak_16980_lociStitched	chr4	76498674	76499352	1	679	382.79879999999997
1_MACS_peak_17794_lociStitched	chr5	16090063	16090741	1	679	227.7402
1_MACS_peak_13255_lociStitched	chr2	209175583	209176260	1	678	350.7537
1_MACS_peak_2006_lociStitched	chr1	212838547	212839223	1	677	512.5432
1_MACS_peak_10273_lociStitched	chr18	47088327	47089003	1	677	389.51120000000003
1_MACS_peak_12184_lociStitched	chr2	58848272	58848948	1	677	303.7944
1_MACS_peak_13106_lociStitched	chr2	194035323	194035999	1	677	282.8384
1_MACS_peak_15268_lociStitched	chr3	31489605	31490281	1	677	268.9128
1_MACS_peak_17385_lociStitched	chr4	145259600	145260276	1	677	311.7712
1_MACS_peak_17811_lociStitched	chr5	19160944	19161620	1	677	258.9756
1_MACS_peak_19657_lociStitched	chr6	43225361	43226037	1	677	284.1904
1_MACS_peak_20949_lociStitched	chr7	36343148	36343824	1	677	307.10679999999996
1_MACS_peak_23301_lociStitched	chr9	20640629	20641305	1	677	294.4656
1_MACS_peak_23496_lociStitched	chr9	72194921	72195597	1	677	237.00560000000002
1_MACS_peak_8082_lociStitched	chr16	18910682	18911357	1	676	256.5675
1_MACS_peak_8499_lociStitched	chr16	72237451	72238126	1	676	313.2
1_MACS_peak_22305_lociStitched	chr8	50786942	50787617	1	676	275.46750000000003
1_MACS_peak_1276_lociStitched	chr1	147874322	147874996	1	675	505.23040000000003
1_MACS_peak_14347_lociStitched	chr21	35183164	35183838	1	675	213.65800000000002
1_MACS_peak_21614_lociStitched	chr7	120478128	120478802	1	675	318.2628
1_MACS_peak_22512_lociStitched	chr8	76264152	76264826	1	675	268.589
1_MACS_peak_2416_lociStitched	chr10	14961162	14961835	1	674	240.3956
1_MACS_peak_7640_lociStitched	chr15	88556236	88556909	1	674	255.33620000000002
1_MACS_peak_15034_lociStitched	chr22	50608098	50608771	1	674	260.1145
1_MACS_peak_16368_lociStitched	chr3	176768714	176769387	1	674	335.2213
1_MACS_peak_20096_lociStitched	chr6	107450250	107450923	1	674	290.2649
1_MACS_peak_22814_lociStitched	chr8	109702997	109703670	1	674	322.5016
1_MACS_peak_3729_lociStitched	chr11	64490681	64491353	1	673	364.6944
1_MACS_peak_10989_lociStitched	chr19	17649989	17650661	1	673	282.912
1_MACS_peak_19843_lociStitched	chr6	70604627	70605299	1	673	248.8416
1_MACS_peak_22115_lociStitched	chr8	26101412	26102084	1	673	299.04
1_MACS_peak_24722_lociStitched	chrX	119169459	119170131	1	673	316.7136
1_MACS_peak_6029_lociStitched	chr13	94446574	94447245	1	672	311.6124
1_MACS_peak_6162_lociStitched	chr14	19065892	19066563	1	672	284.1685
1_MACS_peak_9680_lociStitched	chr17	71338274	71338945	1	672	357.1733
1_MACS_peak_12392_lociStitched	chr2	85153676	85154347	1	672	375.82710000000003
1_MACS_peak_15015_lociStitched	chr22	47149923	47150594	1	672	254.84580000000003
1_MACS_peak_18785_lociStitched	chr5	150448343	150449014	1	672	287.3893
1_MACS_peak_24511_lociStitched	chrX	62780417	62781088	1	672	323.6904
1_MACS_peak_2759_lociStitched	chr10	70975183	70975853	1	671	262.774
1_MACS_peak_13286_lociStitched	chr2	216734617	216735287	1	671	273.96299999999997
1_MACS_peak_16616_lociStitched	chr4	1107150	1107820	1	671	297.011
1_MACS_peak_8550_lociStitched	chr16	78776481	78777150	1	670	259.6389
1_MACS_peak_8598_lociStitched	chr16	84133393	84134062	1	670	306.9372
1_MACS_peak_12025_lociStitched	chr2	38119274	38119943	1	670	267.5331
1_MACS_peak_18714_lociStitched	chr5	142511464	142512133	1	670	247.8645
1_MACS_peak_21867_lociStitched	chr7	154959614	154960283	1	670	330.35220000000004
1_MACS_peak_24368_lociStitched	chrX	43513657	43514326	1	670	945.0294
1_MACS_peak_449_lociStitched	chr1	33647194	33647862	1	669	406.144
1_MACS_peak_4356_lociStitched	chr11	130674208	130674876	1	669	257.4472
1_MACS_peak_4579_lociStitched	chr12	16602929	16603597	1	669	250.9008
1_MACS_peak_8144_lociStitched	chr16	28118356	28119024	1	669	223.5128
1_MACS_peak_8372_lociStitched	chr16	63651121	63651789	1	669	222.04319999999998
