REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_2474_lociStitched	chr1	200850777	200863773	3	9735	33501.0888	2747.3544	569	C1orf106	GPR25,C1orf106	C1orf106	569	1
3_MACS_peak_3611_lociStitched	chr10	43890939	43906108	3	9733	21012.0988	2323.8908	570	HNRNPF	FXYD4,ZNF487P	HNRNPF	570	1
1_MACS_peak_26457_lociStitched	chr6	106609426	106619156	1	9731	52048.689	1991.731	571			PRDM1	571	1
2_MACS_peak_7898_lociStitched	chr12	125398233	125412774	2	9717	25664.865	1487.5443	572	UBC	SCARB1	UBC	572	1
2_MACS_peak_10990_lociStitched	chr16	23404123	23419599	2	9711	37790.8444	2350.8044	573	COG7		COG7	573	1
3_MACS_peak_11249_lociStitched	chr16	50297921	50317260	3	9711	17818.9546	2765.477	574		ADCY7	ADCY7	574	1
5_MACS_peak_5684_lociStitched	chr11	78127336	78140296	5	9699	11666.592	2010.096	575	GAB2		GAB2	575	1
2_MACS_peak_2972_lociStitched	chr1	230238260	230248878	2	9681	21702.1302	2539.8256	576	GALNT2		GALNT2	576	1
1_MACS_peak_5078_lociStitched	chr11	35159526	35169198	1	9673	28432.7784	2225.5272	577	CD44		CD44	577	1
2_MACS_peak_18628_lociStitched	chr20	62357995	62370976	2	9664	17380.2609	2067.8733	578	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	578	1
2_MACS_peak_9106_lociStitched	chr14	72980229	72990433	2	9662	32807.9008	998.9716	579	RGS6		DPF3	579	1
2_MACS_peak_23579_lociStitched	chr5	14593585	14604514	2	9658	7817.5137	1960.6626	580	FAM105A		FAM105A	580	1
4_MACS_peak_14908_lociStitched	chr19	48880241	48902435	4	9656	23174.9748	3053.8944	581	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	581	1
2_MACS_peak_9550_lociStitched	chr15	31367486	31377390	2	9652	26502.1136	1721.3152	582	TRPM1	MIR211	MIR211	582	1
2_MACS_peak_32002_lociStitched	chrX	48768197	48779044	2	9647	17297.7109	1077.1071	583	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	583	1
4_MACS_peak_19920_lociStitched	chr3	17780702	17798400	4	9630	14087.608	2707.794	584	TBC1D5	TBC1D5	TBC1D5	584	1
3_MACS_peak_13945_lociStitched	chr19	1015244	1029680	3	9626	20093.4684	2904.5232	585	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	585	1
3_MACS_peak_25983_lociStitched	chr6	45673937	45683776	3	9608	17567.5345	1546.6908	586			RUNX2	586	1
3_MACS_peak_18099_lociStitched	chr20	31254771	31270312	3	9607	22915.2045	2121.3465	587		C20orf203	C20orf203	587	1
4_MACS_peak_16453_lociStitched	chr2	112416257	112434617	4	9602	10915.02	2487.78	588			LOC541471	588	1
2_MACS_peak_20670_lociStitched	chr3	98272619	98284648	2	9594	22391.9835	1813.9732	589		GPR15,CLDND1,CPOX	GPR15	589	1
2_MACS_peak_21152_lociStitched	chr3	140470678	140485388	2	9592	19854.087	2062.342	590			TRIM42	590	1
1_MACS_peak_26833_lociStitched	chr6	138186647	138196224	1	9578	33178.5588	2154.825	591	TNFAIP3		TNFAIP3	591	1
3_MACS_peak_6065_lociStitched	chr11	118963926	118979899	3	9577	16115.1597	3025.2862	592	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	592	1
2_MACS_peak_6831_lociStitched	chr12	46119552	46132422	2	9573	18694.962	2023.164	593	ARID2,LOC400027		ARID2	593	1
5_MACS_peak_11497_lociStitched	chr16	70827041	70850438	5	9572	10774.3185	3305.9961	594	VAC14,HYDIN	LOC100130894	VAC14	594	1
3_MACS_peak_6171_lociStitched	chr11	126172997	126189734	3	9568	16179.6579	2676.2463	595	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	595	1
1_MACS_peak_10468_lociStitched	chr15	90637113	90646676	1	9564	21443.1149	1783.4995	596	IDH2		IDH2	596	1
2_MACS_peak_28315_lociStitched	chr7	106503901	106513821	2	9552	26076.704	2835.136	597	PIK3CG		PIK3CG	597	1
4_MACS_peak_17468_lociStitched	chr2	219148182	219160874	4	9552	13468.7504	2275.6756	598	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	598	1
5_MACS_peak_4240_lociStitched	chr10	99159219	99187023	5	9545	10673.9556	3656.226	599	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	599	1
2_MACS_peak_24378_lociStitched	chr5	112256317	112267730	2	9541	31675.6402	2002.9815	600	REEP5	DCP2	REEP5	600	1
2_MACS_peak_12538_lociStitched	chr17	43387618	43399204	2	9534	12606.7266	1936.0206	601	MAP3K14	LOC100133991,C17orf46	MAP3K14	601	1
2_MACS_peak_22234_lociStitched	chr4	38985702	38999657	2	9519	30082.7935	2189.5395	602	TMEM156	KLHL5	TMEM156	602	1
2_MACS_peak_13707_lociStitched	chr18	52983323	52996072	2	9509	13105.972	1633.1469	603	TCF4		TCF4	603	1
2_MACS_peak_1921_lociStitched	chr1	156709555	156722775	2	9498	20641.708	2881.96	604	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	604	1
3_MACS_peak_13704_lociStitched	chr18	52930194	52948146	3	9483	23551.2288	2753.8368	605	TCF4		CCDC68	605	1
3_MACS_peak_18819_lociStitched	chr21	34696008	34712822	3	9480	29244.5902	4082.4392	606	IFNAR1		IFNAR1	606	1
3_MACS_peak_29831_lociStitched	chr8	103659031	103670068	3	9472	7970.9214	1132.3962	607	KLF10		KLF10	607	1
2_MACS_peak_25668_lociStitched	chr6	30649191	30659598	2	9471	22067.0028	1740.0504	608	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	608	1
3_MACS_peak_28265_lociStitched	chr7	104576252	104586728	3	9471	23141.484	1947.4884	609		LOC723809	LOC723809	609	1
3_MACS_peak_27972_lociStitched	chr7	76950117	76965800	3	9468	23621.7346	2228.5543	610	PION		PION	610	1
3_MACS_peak_24058_lociStitched	chr5	75585834	75600662	3	9460	8364.4748	1939.5024	611	SV2C		IQGAP2	611	1
3_MACS_peak_881_lociStitched	chr1	52417312	52430789	3	9458	17021.451	2599.7133	612	RAB3B		RAB3B	612	1
2_MACS_peak_31213_lociStitched	chr9	117126468	117136696	2	9453	20823.1852	1629.3204	613	AKNA	ORM1,ORM2	AKNA	613	1
3_MACS_peak_29796_lociStitched	chr8	101503507	101515484	3	9418	16450.4095	1045.5921	614			ANKRD46	614	1
3_MACS_peak_11782_lociStitched	chr17	2294425	2306261	3	9416	11272.6064	1661.7744	615	MNT	LOC284009	MNT	615	1
4_MACS_peak_18071_lociStitched	chr20	30147699	30162192	4	9414	12927.756	2079.7455	616	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	616	1
3_MACS_peak_25913_lociStitched	chr6	42737801	42752433	3	9413	30389.2008	2224.064	617		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	617	1
1_MACS_peak_1603_lociStitched	chr1	145152390	145161791	1	9402	15226.7997	3205.741	618		NOTCH2NL	NOTCH2NL	618	1
2_MACS_peak_29664_lociStitched	chr8	81073151	81084615	2	9391	15245.9736	2126.572	619	TPD52		TPD52	619	1
4_MACS_peak_2320_lociStitched	chr1	184524594	184537872	4	9390	8495.2644	2594.5212	620	C1orf21		C1orf21	620	1
3_MACS_peak_22536_lociStitched	chr4	78062797	78080113	3	9390	13748.904	2500.4304	621	CCNG2		CCNG2	621	1
1_MACS_peak_16807_lociStitched	chr2	158293510	158302892	1	9383	44052.2428	2105.3208	622	CYTIP		CYTIP	622	1
3_MACS_peak_22006_lociStitched	chr4	9599028	9611318	3	9377	19351.834	2070.865	623		MIR548I2	MIR548I2	623	1
2_MACS_peak_8595_lociStitched	chr13	114581776	114594880	2	9377	16833.3984	1915.8048	624	FLJ44054	GAS6	FLJ44054	624	1
3_MACS_peak_17881_lociStitched	chr20	9388461	9402621	3	9376	17088.288	2301	625	PLCB4		C20orf103	625	1
2_MACS_peak_2477_lociStitched	chr1	200986487	200997163	2	9375	20047.3928	2578.254	626	KIF21B		KIF21B	626	1
4_MACS_peak_13985_lociStitched	chr19	1847253	1865664	4	9372	25145.7438	2883.1626	627	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	627	1
3_MACS_peak_6191_lociStitched	chr11	128274059	128286955	3	9365	18596.032	2111.0752	628			ETS1	628	1
2_MACS_peak_6790_lociStitched	chr12	41153450	41166372	2	9359	22318.8784	1937.0078	629	CNTN1		CNTN1	629	1
3_MACS_peak_3963_lociStitched	chr10	75909744	75927754	3	9351	13696.605	2420.544	630	ADK,AP3M1	ADK	ADK	630	1
2_MACS_peak_30041_lociStitched	chr8	129277985	129287549	2	9350	20117.874	1887.9336	631			MIR1208	631	1
3_MACS_peak_27673_lociStitched	chr7	45439708	45451063	3	9348	10304.6625	1359.1935	632			ADCY1	632	1
4_MACS_peak_4723_lociStitched	chr11	3874687	3893625	4	9343	17733.5432	3268.6988	633	STIM1	PGAP2,RHOG	STIM1	633	1
3_MACS_peak_832_lociStitched	chr1	46790145	46807240	3	9332	23493.6585	2747.1665	634	NSUN4	UQCRH,LRRC41	NSUN4	634	1
1_MACS_peak_4425_lociStitched	chr10	112255936	112265252	1	9317	25178.3532	1712.2808	635	DUSP5		DUSP5	635	1
3_MACS_peak_1930_lociStitched	chr1	157141833	157153196	3	9307	14127.6179	2533.949	636		CYCSP52,ETV3	ETV3	636	1
3_MACS_peak_31001_lociStitched	chr9	98267109	98279645	3	9291	17437.576	1608.3688	637	PTCH1		PTCH1	637	1
2_MACS_peak_7467_lociStitched	chr12	94541025	94553177	2	9284	24856.916	1916.3704	638	PLXNC1		PLXNC1	638	1
3_MACS_peak_11488_lociStitched	chr16	70460921	70474191	3	9278	13498.244	1880.359	639	ST3GAL2	FUK	ST3GAL2	639	1
2_MACS_peak_4985_lociStitched	chr11	26126125	26135941	2	9267	26582.7096	1431.1728	640			ANO3	640	1
4_MACS_peak_17655_lociStitched	chr2	235390430	235406535	4	9262	10833.8335	1241.6955	641	ARL4C		ARL4C	641	1
4_MACS_peak_22078_lociStitched	chr4	15766948	15788115	4	9262	10507.2988	3170.8166	642	CD38		CD38	642	1
2_MACS_peak_11818_lociStitched	chr17	4268087	4281208	2	9257	16327.7724	2313.2323	643	UBE2G1		UBE2G1	643	1
2_MACS_peak_3357_lociStitched	chr10	14776031	14786727	2	9248	17225.908	1774.4664	644	FAM107B		FAM107B	644	1
3_MACS_peak_16340_lociStitched	chr2	106341087	106352694	3	9247	11788.0692	1944.1725	645		NCK2	NCK2	645	1
2_MACS_peak_20190_lociStitched	chr3	45604474	45618038	2	9227	17154.3908	2152.6068	646		LIMD1	LIMD1	646	1
2_MACS_peak_30108_lociStitched	chr8	134576799	134586268	2	9226	32074.3437	1904.2159	647	ST3GAL1		ST3GAL1	647	1
2_MACS_peak_19574_lociStitched	chr22	42141459	42151454	2	9221	20448.7705	1763.118	648	MEI1	CCDC134	CCDC134	648	1
2_MACS_peak_21088_lociStitched	chr3	133159850	133169157	2	9217	17214.2272	1578.4672	649	BFSP2		BFSP2	649	1
1_MACS_peak_23488_lociStitched	chr5	1311271	1320483	1	9213	78601.39	1679.3476	650	CLPTM1L	TERT	TERT	650	1
1_MACS_peak_17453_lociStitched	chr2	217079997	217089197	1	9201	31159.48	1898.88	651			XRCC5	651	1
3_MACS_peak_5517_lociStitched	chr11	67644841	67655639	3	9197	27316.7804	2171.4778	652			LOC645332	652	1
4_MACS_peak_29837_lociStitched	chr8	103817741	103828591	4	9190	21484.085	884.275	653		AZIN1	AZIN1	653	1
3_MACS_peak_9933_lociStitched	chr15	55568689	55583151	3	9186	14112.0196	2072.4046	654	RAB27A	PIGB,RAB27A	RAB27A	654	1
2_MACS_peak_14700_lociStitched	chr19	40645237	40654726	2	9185	18782.5266	1706.1222	655		MAP3K10,ZNF780A	MAP3K10	655	1
1_MACS_peak_17891_lociStitched	chr20	9489784	9498967	1	9184	33302.1495	1618.9629	656	C20orf103		C20orf103	656	1
2_MACS_peak_26777_lociStitched	chr6	135190206	135204490	2	9172	53140.7652	2056.896	657			ALDH8A1	657	1
2_MACS_peak_11690_lociStitched	chr16	89033292	89046340	2	9167	32047.1928	1140.3952	658	CBFA2T3	CBFA2T3	CBFA2T3	658	1
2_MACS_peak_20995_lociStitched	chr3	126627817	126637061	2	9155	20007.7136	1471.6448	659	CHCHD6		PLXNA1	659	1
2_MACS_peak_17085_lociStitched	chr2	182025412	182036247	2	9155	14864.5365	1575.409	660			UBE2E3	660	1
2_MACS_peak_14374_lociStitched	chr19	16221258	16232327	2	9152	22631.6774	2150.7067	661	RAB8A	TPM4,HSH2D	RAB8A	661	1
1_MACS_peak_3784_lociStitched	chr10	63656241	63665387	1	9147	22398.554	1681.9494	662	ARID5B		ARID5B	662	1
3_MACS_peak_19502_lociStitched	chr22	39539601	39549773	3	9146	17052.3408	1651.9328	663	CBX7	APOBEC3H	CBX7	663	1
1_MACS_peak_19204_lociStitched	chr22	23517267	23526407	1	9141	18744.312	1828.914	664	BCR	RAB36,RTDR1	BCR	664	1
3_MACS_peak_8995_lociStitched	chr14	63937127	63951904	3	9140	8467.221	1186.5931	665	PPP2R5E		PPP2R5E	665	1
2_MACS_peak_2293_lociStitched	chr1	183438714	183451540	2	9130	20009.8426	2934.5888	666	SMG7		SMG7	666	1
5_MACS_peak_416_lociStitched	chr1	27146990	27167162	5	9128	10850.5188	2928.9744	667	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	667	1
4_MACS_peak_2704_lociStitched	chr1	210850339	210871709	4	9128	10405.053	4703.537	668	KCNH1		HHAT	668	1
2_MACS_peak_16537_lociStitched	chr2	120060004	120071794	2	9110	14283.585	1906.443	669	C2orf76		C2orf76	669	1
2_MACS_peak_13105_lociStitched	chr17	76116254	76129330	2	9106	25642.036	2052.932	670	TMC8,TMC6	C17orf99,SYNGR2	TMC6	670	1
4_MACS_peak_30197_lociStitched	chr8	145047332	145065661	4	9104	11120.2043	2485.4124	671	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661,OPLAH	PARP10	671	1
3_MACS_peak_23718_lociStitched	chr5	37832852	37849228	3	9099	13079.5112	1821.0112	672	GDNF		GDNF	672	1
1_MACS_peak_1432_lociStitched	chr1	111172533	111181628	1	9096	42243.5465	1181.4405	673		KCNA2,KCNA3	KCNA2	673	1
2_MACS_peak_16726_lociStitched	chr2	148044824	148057807	2	9092	18730.5741	2138.3001	674			ACVR2A	674	1
2_MACS_peak_19488_lociStitched	chr22	39377014	39386307	2	9088	25479.5474	1417.1825	675	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	675	1
4_MACS_peak_6465_lociStitched	chr12	10291762	10306912	4	9086	12600.255	2055.855	676		C12orf59,CLEC1A,CLEC7A,OLR1	CLEC7A	676	1
3_MACS_peak_23044_lociStitched	chr4	140120967	140136767	3	9083	14125.2	2074.54	677			ELF2	677	1
4_MACS_peak_5954_lociStitched	chr11	111303500	111317776	4	9082	16899.9288	2204.2144	678			POU2AF1	678	1
1_MACS_peak_18373_lociStitched	chr20	45978320	45987400	1	9081	40723.8	1847.78	679	ZMYND8	LOC100131496	ZMYND8	679	1
2_MACS_peak_2465_lociStitched	chr1	200588557	200598692	2	9076	14478.861	2717.1935	680	KIF14	DDX59	KIF14	680	1
1_MACS_peak_2429_lociStitched	chr1	197739980	197749053	1	9074	39564.6311	2546.7911	681	DENND1B		DENND1B	681	1
1_MACS_peak_21292_lociStitched	chr3	153338704	153347774	1	9071	9664.085	1837.582	682			C3orf79	682	1
3_MACS_peak_1841_lociStitched	chr1	154942329	154957635	3	9061	22204.4142	4095.8856	683	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	683	1
2_MACS_peak_14239_lociStitched	chr19	11199061	11208281	2	9056	17612.044	1579.386	684	LDLR		LDLR	684	1
1_MACS_peak_7571_lociStitched	chr12	102870413	102879462	1	9050	45444.9829	1966.3477	685	IGF1		IGF1	685	1
2_MACS_peak_23898_lociStitched	chr5	58852539	58862561	2	9045	26449.0602	1568.443	686	PDE4D		PDE4D	686	1
3_MACS_peak_9037_lociStitched	chr14	65813016	65825312	3	9044	10166.3328	1075.9	687			FUT8	687	1
2_MACS_peak_19401_lociStitched	chr22	36772349	36785258	2	9044	20060.586	2312.0019	688	MYH9		MYH9	688	1
3_MACS_peak_2355_lociStitched	chr1	187000961	187013551	3	9043	11348.626	2316.56	689			PLA2G4A	689	1
4_MACS_peak_29966_lociStitched	chr8	124546125	124560835	4	9036	13587.627	2207.971	690	FBXO32	FBXO32	FBXO32	690	1
1_MACS_peak_15917_lociStitched	chr2	66659578	66668610	1	9033	21599.1248	1296.092	691	MEIS1		MEIS1	691	1
3_MACS_peak_4417_lociStitched	chr10	112146685	112157451	3	9031	21249.9308	1469.559	692			SMNDC1	692	1
2_MACS_peak_5781_lociStitched	chr11	87062264	87071761	2	9015	15458.2669	1640.1319	693			TMEM135	693	1
3_MACS_peak_19232_lociStitched	chr22	24819660	24832110	3	9015	26706.495	2089.11	694	ADORA2A,C22orf45		ADORA2A	694	1
2_MACS_peak_18498_lociStitched	chr20	52481258	52490837	2	8996	28598.1045	1823.8416	695		SUMO1P1	SUMO1P1	695	1
2_MACS_peak_28442_lociStitched	chr7	120627583	120639633	2	8995	10232.86	2407.59	696	C7orf58	ING3	C7orf58	696	1
2_MACS_peak_6078_lociStitched	chr11	119553519	119567748	2	8994	12433.3002	1612.1457	697	PVRL1		PVRL1	697	1
2_MACS_peak_7854_lociStitched	chr12	123355154	123364782	2	8991	12070.6236	937.7672	698	VPS37B	HIP1R	VPS37B	698	1
2_MACS_peak_30153_lociStitched	chr8	142126390	142140967	2	8976	20938.4028	1919.7909	699	DENND3		DENND3	699	1
3_MACS_peak_24842_lociStitched	chr5	150590327	150604561	3	8975	12037.6938	2321.5654	700	CCDC69	GM2A	CCDC69	700	1
5_MACS_peak_1859_lociStitched	chr1	155210204	155232878	5	8963	15706.2798	4745.6682	701	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	701	1
3_MACS_peak_22258_lociStitched	chr4	40622304	40634267	3	8961	18110.7857	1820.7686	702	RBM47		RBM47	702	1
3_MACS_peak_19392_lociStitched	chr22	36552242	36564372	3	8959	21262.677	2142.158	703	APOL3	APOL4	APOL3	703	1
3_MACS_peak_28590_lociStitched	chr7	130902751	130917680	3	8952	17417.6643	2882.7899	704	MKLN1		MKLN1	704	1
2_MACS_peak_10139_lociStitched	chr15	70386970	70396736	2	8950	15035.7336	1661.1966	705	TLE3	MIR629	TLE3	705	1
2_MACS_peak_23363_lociStitched	chr4	185239197	185254106	2	8944	21559.9049	2182.6776	706			ENPP6	706	1
1_MACS_peak_4212_lociStitched	chr10	97049097	97058037	1	8941	21940.548	1494.768	707	PDLIM1		PDLIM1	707	1
3_MACS_peak_32402_lociStitched	chrX	118815187	118827925	3	8941	12084.5406	1022.8614	708	SEPT6	MIR766	SEPT6	708	1
4_MACS_peak_30954_lociStitched	chr9	95514461	95533363	4	8941	11040.6582	2708.6566	709	BICD2	ANKRD19	BICD2	709	1
3_MACS_peak_14327_lociStitched	chr19	13949100	13962033	3	8935	27068.769	1932.1902	710		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	710	1
2_MACS_peak_29501_lociStitched	chr8	61820545	61830297	2	8933	16902.1664	1647.1128	711			LOC100130298	711	1
3_MACS_peak_20106_lociStitched	chr3	39247972	39263520	3	8930	17177.4304	2461.2484	712		XIRP1	XIRP1	712	1
3_MACS_peak_15951_lociStitched	chr2	69055751	69066412	3	8914	13143.9469	1675.9092	713		BMP10	BMP10	713	1
1_MACS_peak_6327_lociStitched	chr12	4377764	4386668	1	8905	20675.9784	1358.7504	714	CCND2	C12orf5	CCND2	714	1
3_MACS_peak_30088_lociStitched	chr8	133958648	133973194	3	8905	9015.6108	1821.1592	715	TG		TG	715	1
1_MACS_peak_15614_lociStitched	chr2	43627623	43636522	1	8900	12756.7165	1514.6098	716	THADA		LOC100129726	716	1
2_MACS_peak_23365_lociStitched	chr4	185263327	185277303	2	8890	32263.596	2408.0648	717			IRF2	717	1
1_MACS_peak_12381_lociStitched	chr17	38016088	38024971	1	8884	28333.2168	1865.43	718	ZPBP2,IKZF3	GSDMB	IKZF3	718	1
2_MACS_peak_9793_lociStitched	chr15	45016126	45029251	2	8877	15444.1875	2397.9375	719	TRIM69	B2M,PATL2	TRIM69	719	1
3_MACS_peak_21315_lociStitched	chr3	156381220	156394665	3	8867	16822.384	3093.6945	720	TIPARP,LOC100287227		TIPARP	720	1
2_MACS_peak_25598_lociStitched	chr6	27774633	27784221	2	8866	16764.618	1815.0084	721	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	721	1
3_MACS_peak_14371_lociStitched	chr19	16180380	16198187	3	8864	26172.7286	2760.085	722	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	722	1
2_MACS_peak_26024_lociStitched	chr6	52160144	52173583	2	8862	14690.1709	2217.435	723		MCM3	MCM3	723	1
3_MACS_peak_30096_lociStitched	chr8	134215073	134233111	3	8861	30421.087	2408.073	724	WISP1		WISP1	724	1
1_MACS_peak_2385_lociStitched	chr1	192542260	192551114	1	8855	17195.3534	2531.3586	725	RGS1		RGS1	725	1
3_MACS_peak_603_lociStitched	chr1	36614229	36627401	3	8850	18455.2892	2095.6652	726	MAP7D1,TRAPPC3	COL8A2	MAP7D1	726	1
2_MACS_peak_6001_lociStitched	chr11	115125727	115137363	2	8849	17715.81	1972.302	727	CADM1		CADM1	727	1
1_MACS_peak_24696_lociStitched	chr5	140885908	140894744	1	8837	11526.562	1365.162	728	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	728	1
2_MACS_peak_29160_lociStitched	chr8	26428169	26437431	2	8832	20457.9056	1747.7394	729	DPYSL2		DPYSL2	729	1
2_MACS_peak_21079_lociStitched	chr3	132280873	132289836	2	8815	14515.5785	1239.5829	730	ACAD11	CCRL1	CCRL1	730	1
2_MACS_peak_8867_lociStitched	chr14	50465405	50476798	2	8813	25110.172	960.4299	731	C14orf182		C14orf182	731	1
3_MACS_peak_7079_lociStitched	chr12	57021964	57031523	3	8809	12808.1041	1697.6784	732	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	732	1
2_MACS_peak_28621_lociStitched	chr7	134670451	134682979	2	8808	22557.9168	2867.6592	733	AGBL3		AGBL3	733	1
1_MACS_peak_25839_lociStitched	chr6	36718459	36727263	1	8805	15341.8504	1821.5476	734	CPNE5		CDKN1A	734	1
3_MACS_peak_31686_lociStitched	chrX	11440135	11454369	3	8797	10481.9176	1236.9346	735	ARHGAP6		AMELX	735	1
3_MACS_peak_14935_lociStitched	chr19	49457333	49471918	3	8791	16750.8725	1928.137	736	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	736	1
4_MACS_peak_12017_lociStitched	chr17	17725240	17744997	4	8790	14400.8773	2742.2716	737	SREBF1	SMCR5,MIR33B	SREBF1	737	1
3_MACS_peak_6366_lociStitched	chr12	6711846	6723987	3	8785	11448.963	1645.1055	738	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	738	1
2_MACS_peak_15975_lociStitched	chr2	70310062	70323458	2	8781	52508.3012	2376.4504	739	PCBP1,LOC400960	LOC100133985	PCBP1	739	1
3_MACS_peak_16686_lociStitched	chr2	137132531	137142761	3	8779	20619.588	1783.089	740			CXCR4	740	1
3_MACS_peak_14786_lociStitched	chr19	44257247	44271959	3	8775	30939.336	1961.1096	741	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	741	1
3_MACS_peak_10806_lociStitched	chr16	10961792	10976256	3	8773	9268.5312	2250.5984	742	CIITA	FAM18A	CIITA	742	1
1_MACS_peak_1716_lociStitched	chr1	150130616	150139386	1	8771	23370.296	2316.157	743	PLEKHO1		PLEKHO1	743	1
2_MACS_peak_19797_lociStitched	chr3	8698266	8709121	2	8764	21427.77	1613.053	744		C3orf32	C3orf32	744	1
1_MACS_peak_1438_lociStitched	chr1	111322984	111331746	1	8763	25858.4144	1006.7538	745			CD53	745	1
4_MACS_peak_11562_lociStitched	chr16	78775142	78787564	4	8763	6465.651	1269.5284	746	WWOX		WWOX	746	1
2_MACS_peak_10585_lociStitched	chr15	101457995	101472461	2	8754	15002.6886	2096.1234	747	LRRK1	ALDH1A3	LRRK1	747	1
4_MACS_peak_6849_lociStitched	chr12	46939725	46955383	4	8747	10584.808	2389.4108	748			SLC38A2	748	1
3_MACS_peak_6233_lociStitched	chr11	130634112	130648887	3	8736	19046.4525	1965.075	749			SNX19	749	1
5_MACS_peak_9281_lociStitched	chr14	93225411	93246346	5	8731	10888.2935	1528.255	750		GOLGA5,LGMN	LGMN	750	1
1_MACS_peak_21254_lociStitched	chr3	150315118	150323847	1	8730	19032.7116	1649.781	751	SELT		SELT	751	1
3_MACS_peak_19264_lociStitched	chr22	27052995	27071205	3	8725	16640.298	2775.204	752	MIAT	CRYBA4,CRYBB1	MIAT	752	1
4_MACS_peak_20640_lociStitched	chr3	95061507	95077393	4	8721	10337.0202	2311.413	753			LOC255025	753	1
2_MACS_peak_28646_lociStitched	chr7	137664745	137673699	2	8714	11229.2114	2142.6922	754	CREB3L2		CREB3L2	754	1
3_MACS_peak_362_lociStitched	chr1	25346964	25364674	3	8707	19991.048	2316.468	755			RUNX3	755	1
5_MACS_peak_5602_lociStitched	chr11	73069939	73089109	5	8707	9462.312	2538.108	756	ARHGEF17,RELT		RELT	756	1
4_MACS_peak_9975_lociStitched	chr15	59266388	59281129	4	8699	15195.0228	2416.0499	757	RNF111	SLTM	RNF111	757	1
1_MACS_peak_25837_lociStitched	chr6	36643350	36652040	1	8691	13564.221	1356.509	758	CDKN1A		CDKN1A	758	1
1_MACS_peak_4696_lociStitched	chr11	2792818	2801506	1	8689	21155.28	1457.8464	759	KCNQ1		KCNQ1OT1	759	1
2_MACS_peak_30019_lociStitched	chr8	126779475	126789048	2	8682	8738.2344	1349.793	760			TRIB1	760	1
3_MACS_peak_13086_lociStitched	chr17	75434696	75447683	3	8678	26610.363	1846.7514	761	SEPT9	SEPT9,MIR4316	SEPT9	761	1
3_MACS_peak_3249_lociStitched	chr10	5930336	5948112	3	8672	14691.864	2584.6304	762	FBXO18,ANKRD16		FBXO18	762	1
4_MACS_peak_14304_lociStitched	chr19	13043545	13057802	4	8670	13350.2548	2295.377	763	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	763	1
