REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_19876_lociStitched	chr3	14727029	14741890	2	9815	27396.2535	2138.4979	530	C3orf20	C3orf19	C3orf20	C3orf20	0.3222	530	1
1_MACS_peak_3534_lociStitched	chr10	30989296	30996979	1	7684	39408.4119	1522.7706	531			LYZL2	LYZL2	NONE	531	1
2_MACS_peak_30495_lociStitched	chr9	33445118	33459649	2	10502	20905.7497	2573.4401	532	AQP3	AQP7,NOL6	AQP3	AQP3	0.4766	532	1
1_MACS_peak_25080_lociStitched	chr5	175076335	175086590	1	10256	22669.703	1701.3045	534	HRH2	HRH2	HRH2	HRH2	0.3263	534	1
3_MACS_peak_25913_lociStitched	chr6	42737801	42752433	3	9413	30389.2008	2224.064	535		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.4517	535	1
1_MACS_peak_5078_lociStitched	chr11	35159526	35169198	1	9673	28432.7784	2225.5272	536	CD44		CD44	CD44	0.43320000000000003	536	1
4_MACS_peak_27894_lociStitched	chr7	74057138	74076575	4	10657	18865.5522	2952.4803	537	GTF2I		GTF2I	GTF2I	0.06040000000000001	537	1
1_MACS_peak_17453_lociStitched	chr2	217079997	217089197	1	9201	31159.48	1898.88	538			XRCC5	XRCC5	NONE	538	1
3_MACS_peak_7622_lociStitched	chr12	106528875	106544039	3	10539	19038.402	2185.1324	539	NUAK1		NUAK1	NUAK1	0.1555	539	1
3_MACS_peak_6211_lociStitched	chr11	129233536	129249743	3	10359	21652.552	2750.3279	541	BARX2		BARX2	BARX2	0.3914	541	1
1_MACS_peak_27337_lociStitched	chr7	20254410	20262768	1	8359	35635.1688	1628.9742	542	MACC1		MACC1	MACC1	0.4369	542	1
1_MACS_peak_12905_lociStitched	chr17	65642114	65649128	1	7015	40989.1146	1184.6646	544	PITPNC1		NOL11	NOL11	NONE	544	1
3_MACS_peak_6091_lociStitched	chr11	120368064	120382993	3	10472	18589.5908	1910.912	547			GRIK4	GRIK4	NONE	547	1
2_MACS_peak_9550_lociStitched	chr15	31367486	31377390	2	9652	26502.1136	1721.3152	550	TRPM1	MIR211	MIR211	MIR211	0.03910000000000001	550	1
2_MACS_peak_7898_lociStitched	chr12	125398233	125412774	2	9717	25664.865	1487.5443	551	UBC	SCARB1	UBC	UBC	1.5272999999999999	551	1
1_MACS_peak_2900_lociStitched	chr1	226308506	226317115	1	8610	34429.1128	2612.8315	553			ACBD3	ACBD3	NONE	553	1
2_MACS_peak_23405_lociStitched	chr4	186225086	186240373	2	10015	23543.5087	2456.6209	555	SNX25		LRP2BP	LRP2BP	0.20209999999999997	555	1
2_MACS_peak_21839_lociStitched	chr3	196358021	196371316	2	10049	23974.8735	3253.2865	556	LRRC33		LRRC33	LRRC33	0.3347	556	1
2_MACS_peak_5079_lociStitched	chr11	35183506	35197238	2	10298	20479.9048	2784.8496	558	CD44		CD44	CD44	0.43320000000000003	558	1
2_MACS_peak_23365_lociStitched	chr4	185263327	185277303	2	8890	32263.596	2408.0648	559			IRF2	IRF2	1.7958	559	1
1_MACS_peak_3377_lociStitched	chr10	15824797	15833407	1	8611	32747.274	1443.036	562	FAM188A		ITGA8	ITGA8	NONE	562	1
1_MACS_peak_29915_lociStitched	chr8	118450032	118458121	1	8090	35761.469	1648.5382	565			MED30	MED30	NONE	565	1
4_MACS_peak_18121_lociStitched	chr20	32360505	32381404	4	10377	19314.8558	3302.042	566	ZNF341	CHMP4B	CHMP4B	CHMP4B	1.6478000000000002	566	1
3_MACS_peak_18819_lociStitched	chr21	34696008	34712822	3	9480	29244.5902	4082.4392	567	IFNAR1		IFNAR1	IFNAR1	0.6016	567	1
1_MACS_peak_7268_lociStitched	chr12	72078900	72089187	1	10288	18742.914	1953.5013	568	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.5775	568	1
1_MACS_peak_24184_lociStitched	chr5	88563346	88570899	1	7554	37945.5167	1623.895	570			MEF2C	MEF2C	0.4077	570	1
4_MACS_peak_15052_lociStitched	chr19	56145780	56167561	4	10292	19206.4858	2768.3651	571	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.8921	571	1
1_MACS_peak_6237_lociStitched	chr11	130696152	130705921	1	9770	23480.7684	1838.5258	573			SNX19	SNX19	NONE	573	1
1_MACS_peak_24550_lociStitched	chr5	131434946	131441959	1	7014	39518.255	1450.2884	576		IL3,CSF2	CSF2	CSF2	0.10820000000000002	576	1
2_MACS_peak_28315_lociStitched	chr7	106503901	106513821	2	9552	26076.704	2835.136	578	PIK3CG		PIK3CG	PIK3CG	0.4961	578	1
5_MACS_peak_19159_lociStitched	chr22	22549404	22565838	5	9908	22590.1764	2885.8104	579		VPREB1	VPREB1	VPREB1	0.0703	579	1
3_MACS_peak_29224_lociStitched	chr8	29490611	29505872	3	10116	19856.0871	2603.5266	580			C8orf75	C8orf75	0.4147	580	1
3_MACS_peak_14786_lociStitched	chr19	44257247	44271959	3	8775	30939.336	1961.1096	581	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.3931	581	1
2_MACS_peak_13061_lociStitched	chr17	74777254	74789026	2	9855	21616.9236	1431.4752	582		MFSD11,MIR636,SRSF2	MFSD11	MIR636	0.9888	582	1
2_MACS_peak_4985_lociStitched	chr11	26126125	26135941	2	9267	26582.7096	1431.1728	583			ANO3	ANO3	NONE	583	1
3_MACS_peak_30096_lociStitched	chr8	134215073	134233111	3	8861	30421.087	2408.073	584	WISP1		WISP1	WISP1	0.632	584	1
3_MACS_peak_17377_lociStitched	chr2	207997082	208015248	3	9954	21136.141	2684.9348	585	KLF7	MIR2355	KLF7	KLF7	0.373	585	1
3_MACS_peak_31373_lociStitched	chr9	130532166	130549542	3	10080	19311.6864	2443.0656	586	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.3522	586	1
2_MACS_peak_18498_lociStitched	chr20	52481258	52490837	2	8996	28598.1045	1823.8416	588		SUMO1P1	SUMO1P1	SUMO1P1	1.2164	588	1
4_MACS_peak_19525_lociStitched	chr22	39911112	39929623	4	10004	20495.3792	3048.7617	589	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	0.8697999999999999	589	1
3_MACS_peak_15947_lociStitched	chr2	68988997	69003737	3	9861	21741.5	2629.616	590	ARHGAP25		ARHGAP25	ARHGAP25	0.2581	590	1
3_MACS_peak_18380_lociStitched	chr20	46114366	46132484	3	9907	21480.7008	2974.9756	591	NCOA3		NCOA3	NCOA3	0.004599999999999993	591	1
4_MACS_peak_6741_lociStitched	chr12	32608264	32625273	4	10002	20009.3876	2660.2076	592		FGD4	FGD4	FGD4	0.1299	592	1
3_MACS_peak_5517_lociStitched	chr11	67644841	67655639	3	9197	27316.7804	2171.4778	593			LOC645332	LOC645332	NONE	593	1
2_MACS_peak_13164_lociStitched	chr17	78873663	78887252	2	8624	31197.6262	2096.7827	595	RPTOR		CHMP6	CHMP6	NONE	595	1
2_MACS_peak_22635_lociStitched	chr4	87854806	87869770	2	9979	19022.2368	2368.8012	600	AFF1	C4orf36	AFF1	AFF1	0.16940000000000002	600	1
1_MACS_peak_4425_lociStitched	chr10	112255936	112265252	1	9317	25178.3532	1712.2808	601	DUSP5		DUSP5	DUSP5	1.0606	601	1
3_MACS_peak_18099_lociStitched	chr20	31254771	31270312	3	9607	22915.2045	2121.3465	602		C20orf203	C20orf203	NONE	NONE	602	1
4_MACS_peak_14908_lociStitched	chr19	48880241	48902435	4	9656	23174.9748	3053.8944	604	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	0.9774	604	1
2_MACS_peak_29337_lociStitched	chr8	38811822	38824472	2	9777	20580.285	1864.61	605	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.0804	605	1
2_MACS_peak_20670_lociStitched	chr3	98272619	98284648	2	9594	22391.9835	1813.9732	606		GPR15,CLDND1,CPOX	GPR15	CLDND1	0.21539999999999998	606	1
1_MACS_peak_12381_lociStitched	chr17	38016088	38024971	1	8884	28333.2168	1865.43	607	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.6649	607	1
4_MACS_peak_15603_lociStitched	chr2	43395820	43407212	4	9876	18636.1728	1608.5504	608		LOC100129726,ZFP36L2	ZFP36L2	ZFP36L2	3.1814999999999998	608	1
3_MACS_peak_3611_lociStitched	chr10	43890939	43906108	3	9733	21012.0988	2323.8908	609	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.3637	609	1
3_MACS_peak_27972_lociStitched	chr7	76950117	76965800	3	9468	23621.7346	2228.5543	610	PION		PION	PION	0.2076	610	1
4_MACS_peak_13985_lociStitched	chr19	1847253	1865664	4	9372	25145.7438	2883.1626	611	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.0406	611	1
2_MACS_peak_2972_lociStitched	chr1	230238260	230248878	2	9681	21702.1302	2539.8256	612	GALNT2		GALNT2	GALNT2	0.30979999999999996	612	1
2_MACS_peak_7467_lociStitched	chr12	94541025	94553177	2	9284	24856.916	1916.3704	613	PLXNC1		PLXNC1	PLXNC1	0.6634	613	1
2_MACS_peak_23898_lociStitched	chr5	58852539	58862561	2	9045	26449.0602	1568.443	614	PDE4D		PDE4D	PDE4D	0.04609999999999999	614	1
1_MACS_peak_1227_lociStitched	chr1	88051904	88061845	1	9942	17238.6881	1313.2061	615			LMO4	LMO4	NONE	615	1
3_MACS_peak_28265_lociStitched	chr7	104576252	104586728	3	9471	23141.484	1947.4884	616		LOC723809	LOC723809	LOC723809	0.1685	616	1
1_MACS_peak_10221_lociStitched	chr15	75334249	75341438	1	7190	37177.1946	1703.0741	617	PPCDC	SCAMP5	PPCDC	PPCDC	1.2470999999999999	617	1
3_MACS_peak_13704_lociStitched	chr18	52930194	52948146	3	9483	23551.2288	2753.8368	618	TCF4		CCDC68	CCDC68	NONE	618	1
2_MACS_peak_22546_lociStitched	chr4	78735952	78749751	2	9761	19689.7931	2144.3646	620	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.10650000000000001	620	1
2_MACS_peak_19488_lociStitched	chr22	39377014	39386307	2	9088	25479.5474	1417.1825	621	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3C	1.2242000000000002	621	1
3_MACS_peak_19232_lociStitched	chr22	24819660	24832110	3	9015	26706.495	2089.11	622	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.9826999999999999	622	1
1_MACS_peak_10468_lociStitched	chr15	90637113	90646676	1	9564	21443.1149	1783.4995	623	IDH2		IDH2	IDH2	0.6799999999999999	623	1
3_MACS_peak_14327_lociStitched	chr19	13949100	13962033	3	8935	27068.769	1932.1902	624		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.4112	624	1
3_MACS_peak_11320_lociStitched	chr16	57568965	57579457	3	9783	18604.4144	1668.228	626	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.2184	626	1
1_MACS_peak_23361_lociStitched	chr4	185184420	185191870	1	7451	35572.26	1685.935	627		ENPP6	ENPP6	NONE	NONE	627	1
2_MACS_peak_25668_lociStitched	chr6	30649191	30659598	2	9471	22067.0028	1740.0504	628	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	1.2412	628	1
2_MACS_peak_13105_lociStitched	chr17	76116254	76129330	2	9106	25642.036	2052.932	629	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	0.9369	629	1
2_MACS_peak_2974_lociStitched	chr1	230256324	230270466	2	8326	31844.9556	2900.5242	631	GALNT2		GALNT2	GALNT2	0.30979999999999996	631	1
2_MACS_peak_21321_lociStitched	chr3	156533219	156545005	2	8421	30449.131	2361.9144	632	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.3414	632	1
3_MACS_peak_2796_lociStitched	chr1	218627537	218637728	3	9802	17948.3892	2176.7976	633			TGFB2	TGFB2	NONE	633	1
3_MACS_peak_832_lociStitched	chr1	46790145	46807240	3	9332	23493.6585	2747.1665	635	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.35019999999999996	635	1
2_MACS_peak_6790_lociStitched	chr12	41153450	41166372	2	9359	22318.8784	1937.0078	638	CNTN1		CNTN1	CNTN1	0.0566	638	1
2_MACS_peak_21152_lociStitched	chr3	140470678	140485388	2	9592	19854.087	2062.342	639			TRIM42	TRIM42	NONE	639	1
1_MACS_peak_25309_lociStitched	chr6	7958231	7966824	1	8594	28369.7895	1850.0729	641	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	3.5889	641	1
2_MACS_peak_31213_lociStitched	chr9	117126468	117136696	2	9453	20823.1852	1629.3204	642	AKNA	ORM1,ORM2	AKNA	AKNA	0.5049	642	1
3_MACS_peak_13945_lociStitched	chr19	1015244	1029680	3	9626	20093.4684	2904.5232	643	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	ABCA7	0.6206	643	1
1_MACS_peak_1438_lociStitched	chr1	111322984	111331746	1	8763	25858.4144	1006.7538	646			CD53	CD53	NONE	646	1
2_MACS_peak_32002_lociStitched	chrX	48768197	48779044	2	9647	17297.7109	1077.1071	647	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	OTUD5	1.462	647	1
1_MACS_peak_12346_lociStitched	chr17	36856086	36863731	1	7646	33164.7745	1555.7575	648	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.9426000000000001	648	1
2_MACS_peak_1921_lociStitched	chr1	156709555	156722775	2	9498	20641.708	2881.96	649	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.35369999999999996	649	1
2_MACS_peak_8867_lociStitched	chr14	50465405	50476798	2	8813	25110.172	960.4299	651	C14orf182		C14orf182	C14orf182	0.6773	651	1
2_MACS_peak_6831_lociStitched	chr12	46119552	46132422	2	9573	18694.962	2023.164	652	ARID2,LOC400027		ARID2	ARID2	0.06330000000000001	652	1
3_MACS_peak_25983_lociStitched	chr6	45673937	45683776	3	9608	17567.5345	1546.6908	654			RUNX2	RUNX2	0.1916	654	1
4_MACS_peak_29837_lociStitched	chr8	103817741	103828591	4	9190	21484.085	884.275	655		AZIN1	AZIN1	AZIN1	0.0572	655	1
3_MACS_peak_14371_lociStitched	chr19	16180380	16198187	3	8864	26172.7286	2760.085	656	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.2958	656	1
3_MACS_peak_13086_lociStitched	chr17	75434696	75447683	3	8678	26610.363	1846.7514	658	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2896	658	1
1_MACS_peak_3784_lociStitched	chr10	63656241	63665387	1	9147	22398.554	1681.9494	659	ARID5B		ARID5B	ARID5B	0.3156	659	1
1_MACS_peak_28057_lociStitched	chr7	90337090	90345697	1	8608	26543.988	1481.2647	660	CDK14		CDK14	CDK14	0.0861	660	1
2_MACS_peak_14374_lociStitched	chr19	16221258	16232327	2	9152	22631.6774	2150.7067	661	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.2958	661	1
2_MACS_peak_30041_lociStitched	chr8	129277985	129287549	2	9350	20117.874	1887.9336	665			MIR1208	MIR1208	NONE	665	1
1_MACS_peak_30916_lociStitched	chr9	93702059	93708996	1	6938	35822.668	1577.4738	666			SYK	SYK	NONE	666	1
2_MACS_peak_2477_lociStitched	chr1	200986487	200997163	2	9375	20047.3928	2578.254	670	KIF21B		KIF21B	KIF21B	0.23270000000000002	670	1
3_MACS_peak_22006_lociStitched	chr4	9599028	9611318	3	9377	19351.834	2070.865	671		MIR548I2	MIR548I2	NONE	NONE	671	1
2_MACS_peak_19574_lociStitched	chr22	42141459	42151454	2	9221	20448.7705	1763.118	674	MEI1	CCDC134	CCDC134	CCDC134	0.1079	674	1
1_MACS_peak_4150_lociStitched	chr10	91804861	91813344	1	8484	26545.8519	1504.8842	675			KIF20B	KIF20B	NONE	675	1
2_MACS_peak_18055_lociStitched	chr20	25289069	25301735	2	8413	27448.4886	2037.9594	678	ABHD12		PYGB	PYGB	0.6094	678	1
1_MACS_peak_15917_lociStitched	chr2	66659578	66668610	1	9033	21599.1248	1296.092	679	MEIS1		MEIS1	MEIS1	0.0971	679	1
3_MACS_peak_31447_lociStitched	chr9	132646189	132663455	3	8628	26265.0392	2489.7572	680	FNBP1	USP20,C9orf78	USP20	USP20	0.16909999999999997	680	1
3_MACS_peak_6191_lociStitched	chr11	128274059	128286955	3	9365	18596.032	2111.0752	681			ETS1	ETS1	NONE	681	1
2_MACS_peak_6166_lociStitched	chr11	126056608	126069074	2	7998	30035.5804	2215.2082	683		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.184	683	1
2_MACS_peak_2887_lociStitched	chr1	226062446	226071719	2	8533	26620.9284	2455.4904	685	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.1581000000000001	685	1
2_MACS_peak_1960_lociStitched	chr1	159036178	159048525	2	8245	29385.86	3175.6484	686	AIM2		AIM2	AIM2	1.0488	686	1
2_MACS_peak_20995_lociStitched	chr3	126627817	126637061	2	9155	20007.7136	1471.6448	687	CHCHD6		PLXNA1	PLXNA1	NONE	687	1
3_MACS_peak_4417_lociStitched	chr10	112146685	112157451	3	9031	21249.9308	1469.559	688			SMNDC1	SMNDC1	0.04920000000000002	688	1
2_MACS_peak_3650_lociStitched	chr10	45949676	45961280	2	8583	25490.5068	1825.3092	689	MARCH8		MARCH8	MARCH8	0.15009999999999996	689	1
1_MACS_peak_4212_lociStitched	chr10	97049097	97058037	1	8941	21940.548	1494.768	693	PDLIM1		PDLIM1	PDLIM1	0.38439999999999996	693	1
2_MACS_peak_28801_lociStitched	chr7	150124720	150134358	2	8326	27857.6752	2561.7804	695	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	2.4487	695	1
2_MACS_peak_30918_lociStitched	chr9	93732078	93742663	2	7649	30914.551	1587.75	699			LOC100129316	LOC100129316	NONE	699	1
3_MACS_peak_31001_lociStitched	chr9	98267109	98279645	3	9291	17437.576	1608.3688	703	PTCH1		PTCH1	PTCH1	0.37429999999999997	703	1
2_MACS_peak_14700_lociStitched	chr19	40645237	40654726	2	9185	18782.5266	1706.1222	704		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.1396	704	1
1_MACS_peak_1716_lociStitched	chr1	150130616	150139386	1	8771	23370.296	2316.157	705	PLEKHO1		PLEKHO1	PLEKHO1	1.0462	705	1
2_MACS_peak_28543_lociStitched	chr7	128572294	128582417	2	7712	31129.2373	2557.0698	706	IRF5	KCP	IRF5	IRF5	1.3606	706	1
2_MACS_peak_23363_lociStitched	chr4	185239197	185254106	2	8944	21559.9049	2182.6776	707			ENPP6	NONE	NONE	707	1
2_MACS_peak_30153_lociStitched	chr8	142126390	142140967	2	8976	20938.4028	1919.7909	708	DENND3		DENND3	DENND3	0.0985	708	1
3_MACS_peak_1841_lociStitched	chr1	154942329	154957635	3	9061	22204.4142	4095.8856	709	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	2.206	709	1
3_MACS_peak_19392_lociStitched	chr22	36552242	36564372	3	8959	21262.677	2142.158	710	APOL3	APOL4	APOL3	APOL3	0.5928	710	1
1_MACS_peak_7229_lociStitched	chr12	68380395	68387383	1	6989	33469.7248	1282.9968	711			IFNG	IFNG	NONE	711	1
2_MACS_peak_11879_lociStitched	chr17	6914894	6926462	2	7546	30972.1632	1634.5584	713	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR195	MIR195	2.2685	713	1
2_MACS_peak_2293_lociStitched	chr1	183438714	183451540	2	9130	20009.8426	2934.5888	715	SMG7		SMG7	SMG7	0.1351	715	1
1_MACS_peak_19204_lociStitched	chr22	23517267	23526407	1	9141	18744.312	1828.914	716	BCR	RAB36,RTDR1	BCR	RAB36	0.7673	716	1
1_MACS_peak_26452_lociStitched	chr6	106438920	106446737	1	7818	28976.0556	1284.3331	717			PRDM1	PRDM1	2.8815	717	1
1_MACS_peak_6327_lociStitched	chr12	4377764	4386668	1	8905	20675.9784	1358.7504	719	CCND2	C12orf5	CCND2	CCND2	0.4464	719	1
2_MACS_peak_19401_lociStitched	chr22	36772349	36785258	2	9044	20060.586	2312.0019	722	MYH9		MYH9	MYH9	0.3526	722	1
2_MACS_peak_21088_lociStitched	chr3	133159850	133169157	2	9217	17214.2272	1578.4672	723	BFSP2		BFSP2	BFSP2	0.9267000000000001	723	1
3_MACS_peak_10472_lociStitched	chr15	90721132	90736609	3	8607	24137.9292	2467.0338	726	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.42749999999999994	726	1
2_MACS_peak_28621_lociStitched	chr7	134670451	134682979	2	8808	22557.9168	2867.6592	727	AGBL3		AGBL3	AGBL3	0.07039999999999999	727	1
2_MACS_peak_16726_lociStitched	chr2	148044824	148057807	2	9092	18730.5741	2138.3001	730			ACVR2A	ACVR2A	NONE	730	1
2_MACS_peak_25605_lociStitched	chr6	27857139	27871423	2	8593	23994.2632	2582.5472	731	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	1.9704	731	1
2_MACS_peak_19797_lociStitched	chr3	8698266	8709121	2	8764	21427.77	1613.053	733		C3orf32	C3orf32	C3orf32	0.057499999999999996	733	1
2_MACS_peak_1917_lociStitched	chr1	156626999	156635898	2	8502	24593.2764	2481.9311	734	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.6928000000000001	734	1
2_MACS_peak_29160_lociStitched	chr8	26428169	26437431	2	8832	20457.9056	1747.7394	738	DPYSL2		DPYSL2	DPYSL2	0.08999999999999998	738	1
2_MACS_peak_29188_lociStitched	chr8	28195130	28207214	2	8500	23786.1456	2176.3284	743	PNOC,ZNF395		PNOC	PNOC	0.4791	743	1
1_MACS_peak_15483_lociStitched	chr2	33699504	33706189	1	6686	34065.423	1550.2515	744	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.4927	744	1
2_MACS_peak_14239_lociStitched	chr19	11199061	11208281	2	9056	17612.044	1579.386	745	LDLR		LDLR	LDLR	0.30019999999999997	745	1
3_MACS_peak_16686_lociStitched	chr2	137132531	137142761	3	8779	20619.588	1783.089	746			CXCR4	CXCR4	NONE	746	1
1_MACS_peak_4696_lociStitched	chr11	2792818	2801506	1	8689	21155.28	1457.8464	747	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	747	1
1_MACS_peak_6771_lociStitched	chr12	38931629	38940102	1	8474	22778.8132	1589.5348	752			ALG10B	ALG10B	NONE	752	1
3_MACS_peak_22258_lociStitched	chr4	40622304	40634267	3	8961	18110.7857	1820.7686	753	RBM47		RBM47	RBM47	0.10720000000000002	753	1
1_MACS_peak_19480_lociStitched	chr22	39146009	39153505	1	7497	28873.0928	1548.6736	761	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	0.8775000000000001	761	1
3_MACS_peak_603_lociStitched	chr1	36614229	36627401	3	8850	18455.2892	2095.6652	762	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.2974	762	1
1_MACS_peak_29826_lociStitched	chr8	103541922	103550208	1	8287	22435.1736	746.5686	764		ODF1	ODF1	ODF1	0.041699999999999994	764	1
3_MACS_peak_362_lociStitched	chr1	25346964	25364674	3	8707	19991.048	2316.468	765			RUNX3	RUNX3	NONE	765	1
1_MACS_peak_21254_lociStitched	chr3	150315118	150323847	1	8730	19032.7116	1649.781	766	SELT		SELT	SELT	0.4275	766	1
2_MACS_peak_15920_lociStitched	chr2	67686471	67695099	2	8458	21287.0016	1242.432	767			ETAA1	ETAA1	NONE	767	1
2_MACS_peak_8614_lociStitched	chr13	115039433	115048653	2	8465	21709.412	1833.858	770	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.5744	770	1
3_MACS_peak_6233_lociStitched	chr11	130634112	130648887	3	8736	19046.4525	1965.075	774			SNX19	SNX19	NONE	774	1
2_MACS_peak_6001_lociStitched	chr11	115125727	115137363	2	8849	17715.81	1972.302	775	CADM1		CADM1	CADM1	0.2443	775	1
1_MACS_peak_20227_lociStitched	chr3	46388971	46397350	1	8380	21833.1603	1427.7816	778	CCR2	CCR5	CCR2	CCR2	1.3157999999999999	778	1
1_MACS_peak_15888_lociStitched	chr2	65139637	65146942	1	7306	29463.2565	1620.9795	779	LOC400958		LOC400958	LOC400958	1.6567999999999998	779	1
2_MACS_peak_23752_lociStitched	chr5	43006901	43021257	2	8630	20559.2276	2598.436	780	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.1292	780	1
2_MACS_peak_6033_lociStitched	chr11	117873474	117884155	2	7874	26040.278	1787.9994	781		IL10RA	IL10RA	IL10RA	0.4433	781	1
2_MACS_peak_24344_lociStitched	chr5	109189891	109202384	2	8109	24333.8654	2163.7876	786	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	786	1
2_MACS_peak_17551_lociStitched	chr2	227769315	227782505	2	8614	19337.859	1912.55	789	RHBDD1		RHBDD1	RHBDD1	0.1496	789	1
2_MACS_peak_7248_lociStitched	chr12	69195414	69206622	2	7980	24443.5272	1560.1536	791	MDM2		MDM2	MDM2	0.4517	791	1
3_MACS_peak_4336_lociStitched	chr10	104533559	104543865	3	8625	19220.69	2113.7606	792	C10orf26		C10orf26	C10orf26	0.3	792	1
2_MACS_peak_13796_lociStitched	chr18	60797989	60811286	2	8371	21917.4451	2304.3701	793	BCL2		BCL2	BCL2	0.6677	793	1
3_MACS_peak_16571_lociStitched	chr2	127413110	127424468	3	8668	18186.4296	1652.589	794	GYPC		GYPC	GYPC	0.30369999999999997	794	1
1_MACS_peak_17003_lociStitched	chr2	175457276	175464540	1	7265	28410.2304	1169.504	800	WIPF1		WIPF1	WIPF1	0.31129999999999997	800	1
1_MACS_peak_30430_lociStitched	chr9	22237132	22245642	1	8511	18847.948	975.246	801			DMRTA1	DMRTA1	NONE	801	1
1_MACS_peak_9918_lociStitched	chr15	52968887	52977350	1	8464	19641.7767	1379.469	802	KIAA1370		KIAA1370	KIAA1370	0.14360000000000003	802	1
3_MACS_peak_20429_lociStitched	chr3	56948179	56958638	3	8092	23257.6783	1717.3678	803	ARHGEF3		ARHGEF3	ARHGEF3	0.07390000000000001	803	1
3_MACS_peak_26693_lociStitched	chr6	129809492	129823650	3	8477	20159.5762	2096.7998	804	LAMA2		ARHGAP18	ARHGAP18	0.2324	804	1
1_MACS_peak_21370_lociStitched	chr3	160116078	160123789	1	7712	26060.0956	2068.8613	809	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.49649999999999994	809	1
3_MACS_peak_28406_lociStitched	chr7	116212970	116229480	3	8522	20350.226	3277.235	811		CAV1	CAV1	CAV1	0.2298	811	1
