GENE_ID	locusLine	bin_1_24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam
NM_003333	chr19(.):18677613-18693270	0.1629
NM_004750	chr19(.):18699034-18722660	1.496
NM_012109	chr19(.):18718681-18736849	1.9147
NM_001100419	chr19(.):18694494-18708147	0.409
NM_018316	chr19(.):18742837-18786302	0.0905
NM_002911	chr19(.):18937743-18984039	0.0836
NM_000095	chr19(.):18888582-18907114	1.2849
NM_005304	chr19(.):35844487-35856389	0.7979
NM_001185099	chr19(.):35815071-35843264	1.2053
NM_005303	chr19(.):35837444-35848367	1.1139
NM_001199216	chr19(.):35777988-35809709	0.721
NM_014364	chr19(.):36019313-36041221	0.6785
NM_207392	chr19(.):35973227-35986356	0.9638
NM_001190349	chr19(.):35989205-36009560	1.6135
NM_001166034	chr19(.):36009268-36024253	1.2512
NM_033317	chr19(.):35983118-36009560	1.5001
NM_005306	chr19(.):35935616-35947669	0.4588
NM_001126059	chr19(.):35983118-36006391	1.5653
NM_032635	chr19(.):36031544-36043428	0.133
NR_033746	chr19(.):35983118-36006412	1.5651
NM_001035516	chr19(.):35983118-35997813	1.4164
NM_021232	chr19(.):36285891-36309201	1.0672
NM_003332	chr19(.):36390302-36404211	0.6576
NM_001024807	chr19(.):36354400-36375699	1.1548
NM_014266	chr19(.):36388381-36400173	0.567
NM_199179	chr19(.):36342809-36363048	1.3424
NM_004646	chr19(.):36311273-36347895	0.8863
NM_139239	chr19(.):36374142-36396552	0.2057
NM_001783	chr19(.):42376189-42390439	0.2083
NM_006423	chr19(.):42455832-42468528	0.2692
NM_004706	chr19(.):42382266-42416604	0.2024
NM_199002	chr19(.):42383445-42416604	0.2051
NM_002088	chr19(.):42497472-42574957	0.8965
NM_152296	chr19(.):42465733-42503382	1.5562
NM_001013257	chr19(.):45307337-45328610	1.2667
NM_005581	chr19(.):45307337-45329678	1.2536
NM_012116	chr19(.):45276125-45308903	0.5645
NM_001128916	chr19(.):45389476-45411946	0.4687
NR_028414	chr19(.):45425059-45439643	0.9801
NM_000041	chr19(.):45404038-45417650	1.0502
NM_001645	chr19(.):45412920-45427606	0.832
NM_138568	chr19(.):45710878-45742469	1.117
NM_024108	chr19(.):45661185-45686485	0.5357
NM_212550	chr19(.):45677002-45690058	0.087
NM_031417	chr19(.):45749841-45813541	0.1448
NM_032040	chr19(.):46908585-46921919	1.2089
NM_020709	chr19(.):46989447-47004169	1.8866
NM_001103149	chr19(.):46964747-46979820	1.2138
NM_033258	chr19(.):47132332-47142939	1.711
NM_005184	chr19(.):47099511-47119039	0.4799
NM_145056	chr19(.):47145868-47169395	0.88
NM_000960	chr19(.):47118724-47133354	1.6875
NM_002517	chr19(.):47519142-47554017	0.6424
NM_017854	chr19(.):47544166-47556882	0.1029
NM_001009813	chr19(.):47901380-47927785	1.8238
NM_014681	chr19(.):47847537-47890961	0.1541
NM_020160	chr19(.):47901382-47927785	1.824
NM_015710	chr19(.):48243792-48265323	0.1736
NR_003048	chr19(.):48254109-48264219	0.0302
NM_003009	chr19(.):48276841-48292943	0.2675
NR_024217	chr19(.):48427074-48437194	2.5313
NR_024224	chr19(.):48422035-48432156	2.4405
NR_024216	chr19(.):48443178-48453300	2.378
NM_003167	chr19(.):48368722-48394654	0.7208
NR_024217	chr19(.):48453938-48464058	2.3155
NR_024219	chr19(.):48411307-48421427	2.4599
NR_024218	chr19(.):48437797-48447917	1.9847
NR_024216	chr19(.):48405934-48416056	2.3448
NR_004436	chr19(.):48416685-48426807	1.7349
NR_004436	chr19(.):48432437-48442559	1.9041
NR_024221	chr19(.):48448552-48458671	2.9909
NM_001128326	chr19(.):48466302-48500427	0.5466
NM_022142	chr19(.):48492907-48533410	0.6136
NM_001080434	chr19(.):48983527-49021446	1.0019
NM_017708	chr19(.):49098856-49121694	0.9755
NM_020126	chr19(.):49117547-49138662	0.0697
NM_004605	chr19(.):49073992-49107684	1.1997
NM_001352	chr19(.):49128816-49145639	0.2688
NM_133498	chr19(.):49104999-49115971	0.8349
NM_000979	chr19(.):49113587-49127433	0.1403
NM_001217	chr19(.):49136271-49154451	0.6385
NM_177973	chr19(.):49050428-49107684	1.2141
NM_017805	chr19(.):49218841-49248970	0.8816
NM_182575	chr19(.):49239144-49255166	0.8924
NM_000511	chr19(.):49194227-49214191	1.2474
NM_019113	chr19(.):49254343-49266582	1.0968
NM_000148	chr19(.):49246267-49263647	0.9609
NM_001130915	chr19(.):49211254-49227976	0.9343
NM_182574	chr19(.):49211254-49225214	0.9564
NM_145807	chr19(.):49159663-49181264	0.9458
NM_001164773	chr19(.):49293318-49319320	0.1619
NR_028451	chr19(.):49293318-49319178	0.1622
NR_024244	chr19(.):49529925-49540044	1.3425
NM_001161587	chr19(.):49466381-49501610	0.0831
NM_033377	chr19(.):49533825-49545191	1.4788
NM_033378	chr19(.):49530129-49541495	1.369
NM_000737	chr19(.):49521126-49532593	1.5096
NM_000894	chr19(.):49514236-49525347	0.7046
NM_006666	chr19(.):49492155-49524182	0.2542
NR_004383	chr19(.):49535276-49545404	1.5022
NM_033183	chr19(.):49545894-49557368	1.7597
NM_033142	chr19(.):49552530-49563997	1.772
NM_031886	chr19(.):49565674-49581198	1.1787
NM_006179	chr19(.):49559396-49572124	1.7183
NM_033043	chr19(.):49542101-49553568	1.859
NM_003089	chr19(.):49583464-49616870	0.1139
NM_018111	chr19(.):49616653-49627397	0.711
NM_003660	chr19(.):49617662-49659280	0.6925
NM_022165	chr19(.):49612617-49626717	0.5588
NM_003598	chr19(.):49838854-49870714	0.8083
NM_014419	chr19(.):49862041-49883373	0.8994
NM_001197302	chr19(.):49861986-49883373	0.9
NR_036209	chr19(.):49807053-49817125	0.312
NM_001195256	chr19(.):49924687-49937075	1.8479
NM_001774	chr19(.):49833676-49848861	0.2881
NM_144688	chr19(.):49886474-49926256	0.9547
NM_178449	chr19(.):49920670-49931698	1.8484
NR_000021	chr19(.):49988222-49998304	0.08
NR_000018	chr19(.):49989431-49999517	0.104
NM_153329	chr19(.):49951472-49979305	0.0833
NM_001459	chr19(.):49972485-49994488	0.0672
NR_000020	chr19(.):49988873-49998956	0.0955
NR_000019	chr19(.):49989163-49999229	0.0942
NM_017916	chr19(.):49944549-49960115	0.2208
NR_026712	chr19(.):49985864-50000096	0.0976
NR_027257	chr19(.):50548936-50575052	0.3709
NR_024227	chr19(.):50590745-50600866	1.308
NR_024227	chr19(.):50596082-50606203	1.9615
NR_024225	chr19(.):50626658-50636779	1.8403
NR_024225	chr19(.):50615976-50626097	1.891
NR_024242	chr19(.):50621330-50631451	1.8809
NR_024228	chr19(.):50610624-50620745	1.913
NR_024228	chr19(.):50605270-50615391	1.988
NR_024228	chr19(.):50602211-50612332	2.0535
NR_024215	chr19(.):50599147-50609268	2.1137
NR_024243	chr19(.):50638458-50648577	1.3933
NR_024230	chr19(.):50637374-50647494	1.752
NM_152358	chr19(.):50650804-50671538	0.4035
NR_024231	chr19(.):50632001-50642121	2.2955
NM_001024656	chr19(.):51009856-51022947	0.3476
NM_001080457	chr19(.):51015149-51076302	0.9551
NM_001114598	chr19(.):51009856-51022142	0.34
NM_138334	chr19(.):51004258-51019345	0.223
NR_004384	chr19(.):51103219-51113342	0.3413
NM_024318	chr19(.):54735468-54751724	0.5446
NM_001081442	chr19(.):54749269-54766167	1.075
NM_001013	chr19(.):54699725-54716515	0.0903
NM_005874	chr19(.):54772674-54790033	1.0492
NM_001081450	chr19(.):54715146-54731959	0.4621
NM_006865	chr19(.):54794854-54809265	0.6206
NM_001172654	chr19(.):54794854-54809221	0.6195
NM_000363	chr19(.):55658135-55674100	0.9652
NM_178837	chr19(.):55665030-55683018	0.9722
NM_001126132	chr19(.):55639160-55665606	1.2447
NM_003180	chr19(.):55679468-55696720	1.47
NM_017607	chr19(.):55597280-55633927	0.2592
NM_173804	chr19(.):55733001-55745632	0.0669
NM_001145402	chr19(.):55861275-55879620	1.2498
NM_000641	chr19(.):55870756-55886814	1.5298
NM_014501	chr19(.):55907649-55924325	0.1843
NM_001136137	chr19(.):55892299-55904087	0.0938
NM_139172	chr19(.):55883203-55894612	0.6834
NM_001145176	chr19(.):55935104-55959230	1.065
NM_001190764	chr19(.):55885611-55900627	0.2467
NM_032701	chr19(.):55846220-55864489	0.3658
NM_144613	chr19(.):55856069-55871182	0.8867
NM_001101401	chr19(.):56036099-56053435	0.8636
NM_001144950	chr19(.):55994869-56035466	1.5278
NM_020378	chr19(.):55991556-56003935	1.5424
NM_033113	chr19(.):55982698-56000854	0.671
NM_001195267	chr19(.):55994869-56020691	1.7095
NM_001145014	chr19(.):56265506-56279541	1.0639
NM_014835	chr20(.):60808579-60876269	0.1293
NM_023068	chr20(.):3662616-3692775	0.6318
NR_002785	chr20(.):57388972-57430958	0.5405
NM_001794	chr20(.):59822558-60517299	0.6672
NR_003244	chr20(.):61727643-61740737	0.928
NM_002531	chr20(.):61335188-61399123	1.7664
NM_199359	chr20(.):62491589-62527890	0.0828
NM_001958	chr20(.):62114365-62135505	1.6068
NM_025224	chr20(.):62370877-62441856	0.9407
NM_145762	chr20(.):3634938-3649046	0.4814
NM_153202	chr20(.):3643619-3667738	1.1431
NM_001197327	chr20(.):3708316-3738758	0.421
NM_002591	chr20(.):56131136-56146513	1.2973
NM_001160419	chr20(.):56182946-56200632	0.1501
NR_030580	chr20(.):57388280-57398368	0.5896
NR_029844	chr20(.):57387669-57397749	0.6308
NM_001077490	chr20(.):57423035-57491250	0.205
NM_016592	chr20(.):57409794-57491250	0.2477
NR_031658	chr20(.):60523601-60533718	0.5862
NM_015666	chr20(.):60753080-60782810	0.0514
NM_007232	chr20(.):60785016-60800323	2.1036
NM_005560	chr20(.):60879120-60947368	0.1158
NM_001024	chr20(.):60957120-60968576	0.0743
NM_031215	chr20(.):60958685-60987339	0.2761
NM_080473	chr20(.):61033552-61056026	2.3013
NM_080833	chr20(.):60980292-61007629	2.1541
NM_178463	chr20(.):61142659-61172971	2.5063
NR_029780	chr20(.):61146512-61156583	2.9738
NR_033263	chr20(.):61136437-61153768	2.0508
NR_029676	chr20(.):61157118-61167220	2.4757
NR_024470	chr20(.):61289378-61302973	0.0641
NM_016354	chr20(.):61268796-61308647	0.1875
NM_001853	chr20(.):61443413-61477511	1.28
NM_007346	chr20(.):61431176-61450352	0.6603
NM_018270	chr20(.):61422804-61436945	0.2843
NM_001193370	chr20(.):61513566-61562903	0.0555
NM_080797	chr20(.):61513566-61574304	0.0597
NM_022082	chr20(.):61578998-61604949	1.3253
NM_017896	chr20(.):61564440-61584827	0.1107
NM_080606	chr20(.):61632330-61643387	1.6816
NR_003245	chr20(.):61721844-61738671	1.2118
NR_028295	chr20(.):61660568-61673380	1.4039
NR_033369	chr20(.):61664362-61690215	1.4367
NR_033370	chr20(.):61635734-61721423	1.4302
NR_029670	chr20(.):61804851-61814938	1.6656
NM_017798	chr20(.):61821781-61852538	0.1958
NM_139317	chr20(.):61862275-61876854	2.3353
NM_000744	chr20(.):61969664-61997695	1.525
NR_024389	chr20(.):61880329-61897967	2.4111
NM_018209	chr20(.):61899164-61926142	0.4759
NR_036220	chr20(.):61913159-61923218	0.2123
NM_020882	chr20(.):61919537-61967285	1.5229
NM_152864	chr20(.):61867135-61890892	2.361
NR_036163	chr20(.):61865130-61875194	2.3604
NM_172109	chr20(.):62060031-62108993	1.8161
NM_172106	chr20(.):62032541-62108993	1.9382
NM_024299	chr20(.):62147132-62158524	0.892
NM_024059	chr20(.):62179372-62193035	1.3834
NM_080823	chr20(.):62167162-62183857	1.9054
NM_033405	chr20(.):62184438-62204107	0.561
NM_005975	chr20(.):62154775-62173707	0.9434
NM_001037335	chr20(.):62184438-62210592	0.6263
NM_080622	chr20(.):62487565-62499341	0.4027
NM_025219	chr20(.):62521454-62572384	0.0606
NR_027686	chr20(.):62660696-62676315	0.8021
NM_018419	chr20(.):62674078-62685979	1.7731
NM_182647	chr20(.):62706487-62736996	1.3639
NM_001039467	chr20(.):62699534-62716324	0.6231
NM_005286	chr20(.):62732182-62743184	2.3741
NM_003195	chr20(.):62689009-62708700	0.3642
NM_005873	chr20(.):62699534-62715845	0.5603
NM_001007125	chr20(.):62709732-62720712	1.5737
NM_198723	chr20(.):62683438-62708700	0.6433
NM_001104925	chr20(.):62882047-62912579	0.101
NM_004535	chr20(.):62790826-62878606	1.4878
NM_001001581	chr21(.):44068861-44200618	1.9579
NM_002626	chr21(.):45714929-45752256	0.1687
NM_144991	chr21(.):45912774-46136495	1.2133
NR_024108	chr21(.):45714924-45752261	0.1691
NM_020132	chr21(.):45280115-45412475	0.1079
NM_003683	chr21(.):45204417-45228983	0.1074
NM_015834	chr21(.):46489492-46651478	0.5746
NM_030582	chr21(.):46870423-46938634	1.8364
NM_130445	chr21(.):46820096-46938634	1.9688
NM_020528	chr21(.):47264874-47367368	0.5605
NM_009586	chr21(.):38066990-38123219	0.6319
NM_005069	chr21(.):38066990-38127510	0.5938
NR_024367	chr21(.):43094461-43122496	1.0056
NR_024028	chr21(.):43131595-43142742	1.5922
NM_020639	chr21(.):43154528-43192249	1.5421
NR_027272	chr21(.):43126679-43140935	1.3221
NM_003226	chr21(.):43726776-43740706	2.2173
NM_005423	chr21(.):43761466-43776208	1.5239
NM_024022	chr21(.):43786995-43821200	1.3601
NM_003225	chr21(.):43777390-43791644	1.8819
NM_018961	chr21(.):43819018-43872774	1.1506
NR_027348	chr21(.):43786995-43814253	1.5291
NM_173354	chr21(.):44829397-44852002	0.1554
NR_026960	chr21(.):44864903-44878771	2.2948
NR_026863	chr21(.):44876973-44903103	0.8978
NM_000100	chr21(.):45188830-45201259	0.1507
NR_026961	chr21(.):45220638-45237448	0.303
NM_000383	chr21(.):45700762-45723102	2.0882
NM_175867	chr21(.):45661222-45687099	1.3768
NM_015259	chr21(.):45641721-45665834	0.1471
NM_000658	chr21(.):45705273-45723110	2.0652
NM_003307	chr21(.):45768483-45867964	1.2963
NM_004928	chr21(.):45743826-45764285	0.2911
NR_026547	chr21(.):45932097-45943860	1.5927
NM_198696	chr21(.):45972905-45983643	1.2233
NM_198694	chr21(.):45994563-46005481	1.1126
NM_198693	chr21(.):45965317-45976388	1.4672
NM_198691	chr21(.):45954067-45965078	0.8872
NM_198687	chr21(.):45988605-45999987	1.4347
NM_030891	chr21(.):45870392-45883739	1.4984
NM_198698	chr21(.):46069129-46079576	1.0107
NM_198689	chr21(.):46015496-46027091	0.8661
NM_198692	chr21(.):46061330-46072566	1.1353
NM_181686	chr21(.):46096490-46107078	0.9022
NM_198697	chr21(.):46072848-46083258	0.6151
NM_181684	chr21(.):46081105-46091844	0.5126
NM_198688	chr21(.):46006148-46017386	1.1615
NM_198699	chr21(.):46112086-46122959	1.7722
NM_006936	chr21(.):46220531-46243044	0.2263
NM_003343	chr21(.):46183954-46226738	0.1136
NR_027128	chr21(.):46348198-46364828	1.9281
NR_027129	chr21(.):46349640-46364828	1.7665
NM_058190	chr21(.):46354954-46401888	0.1786
NM_000211	chr21(.):46300867-46345965	2.942
NM_004339	chr21(.):46264512-46298741	0.2691
NM_001127491	chr21(.):46300867-46353753	3.0589
NR_027292	chr21(.):46485870-46498126	1.0017
NR_033840	chr21(.):46404778-46419001	3.7447
NR_024089	chr21(.):46414126-46429642	2.7319
NM_133635	chr21(.):46678842-46712811	0.306
NR_026943	chr21(.):46702966-46722269	1.6665
NR_027498	chr21(.):46834630-46849985	2.8059
NR_028082	chr21(.):46834630-46849955	2.8086
NM_194255	chr21(.):46929628-46967351	0.2088
NM_001848	chr21(.):47396662-47429963	1.7844
NM_058174	chr21(.):47513032-47554719	1.4067
NM_006657	chr21(.):47551175-47580481	1.4402
NM_001849	chr21(.):47513032-47557763	1.4276
NM_206965	chr21(.):47551693-47580481	1.4338
NM_001142854	chr21(.):47576061-47609373	0.1455
NM_198856	chr22(.):43919623-44213217	0.1365
NM_015366	chr22(.):45067687-45138561	1.0745
NM_001017529	chr22(.):45059426-45138561	1.0533
NM_012429	chr22(.):30787932-30826278	0.233
NM_006078	chr22(.):36951915-37103690	0.9533
NM_153609	chr22(.):37456478-37504693	1.7282
NM_013365	chr22(.):37999480-38034571	0.1185
NM_001172688	chr22(.):38000046-38034571	0.1139
NM_002405	chr22(.):37860100-37887478	0.1948
NM_001166343	chr22(.):37860100-37887425	0.1945
NM_001003406	chr22(.):39961757-40090740	1.2041
NM_173050	chr22(.):43594229-43744355	0.859
NM_001099294	chr22(.):44634556-44713731	1.1206
NM_001198726	chr22(.):45143437-45263664	0.7523
NM_138415	chr22(.):45272042-45410581	0.962
NM_181334	chr22(.):45093381-45263664	0.834
NM_001135862	chr22(.):45272042-45410809	0.9627
NM_001195226	chr22(.):18895286-18928964	0.7505
NR_002733	chr22(.):18953026-18987141	0.7687
NM_005675	chr22(.):18888735-18904601	0.4141
NM_016335	chr22(.):18895286-18929066	0.7486
NR_037612	chr22(.):19700991-19717297	2.1258
NM_080646	chr22(.):19739225-19772068	1.5706
NM_000407	chr22(.):19706065-19717297	2.4163
NR_037611	chr22(.):19699742-19717297	2.0631
NM_002688	chr22(.):19696986-19715845	1.9106
NM_005992	chr22(.):19739225-19776112	1.4068
NM_080647	chr22(.):19739225-19759855	2.1688
NM_001009939	chr22(.):19700957-19715845	2.0401
NM_001185024	chr22(.):20114363-20140530	0.3528
NM_022727	chr22(.):20094397-20109768	0.0708
NM_002882	chr22(.):20100023-20119704	0.0965
NR_031618	chr22(.):20231656-20241734	1.1855
NR_026919	chr22(.):20188854-20201060	1.3817
NM_023004	chr22(.):20223937-20260816	1.4218
NM_033257	chr22(.):20296760-20312628	0.2137
NR_003950	chr22(.):23727791-23749799	0.9319
NM_020070	chr22(.):23910312-23927495	0.7062
NM_174975	chr22(.):30850215-30873034	0.7855
NM_016498	chr22(.):30816719-30830041	0.2457
NR_001580	chr22(.):30872276-30882743	0.8673
NM_003753	chr22(.):36901896-36930277	0.1211
NM_003312	chr22(.):37401905-37420491	0.4161
NR_024038	chr22(.):37410701-37430863	0.2731
NM_024681	chr22(.):37442778-37464430	0.9583
NM_000878	chr22(.):37516879-37550962	1.3428
NM_031910	chr22(.):37571205-37589330	0.7888
NM_013385	chr22(.):37673494-37716389	0.2757
NM_052906	chr22(.):37758999-37828505	1.6922
NM_152243	chr22(.):37951470-37970410	1.0731
NM_006498	chr22(.):37961252-37981024	0.8453
NM_014550	chr22(.):37881399-37920210	1.3405
NR_002821	chr22(.):38735669-38799931	0.1141
NM_016657	chr22(.):38859082-38882637	0.4099
NM_004981	chr22(.):38817332-38845033	0.7695
NM_001098505	chr22(.):38874442-38889535	0.0447
NM_001098504	chr22(.):38874442-38907345	0.0661
NM_152868	chr22(.):38817332-38856203	0.9546
NM_005740	chr22(.):39169512-39195161	0.2502
NM_014293	chr22(.):39209456-39245017	1.367
NM_014292	chr22(.):39255247-39273258	0.1686
NM_194326	chr22(.):39920097-39933860	0.1727
NR_036498	chr22(.):42660758-42675868	0.1108
NM_145912	chr22(.):42771413-42833401	1.2766
NM_015703	chr22(.):42899340-42920829	0.8063
NR_027786	chr22(.):42891584-42913566	0.9848
NM_014509	chr22(.):42944924-42975388	0.9655
NR_002184	chr22(.):42964265-42983017	0.0763
NM_000714	chr22(.):43542534-43564248	0.1797
NM_015140	chr22(.):43557627-43588137	0.1099
NM_001044370	chr22(.):43803019-43907800	0.8154
NM_014351	chr22(.):44215386-44263378	1.1758
NM_001177675	chr22(.):44270557-44292893	1.245
NM_025225	chr22(.):44314618-44348448	0.9048
NM_181333	chr22(.):45093077-45138561	1.0662
NM_006485	chr22(.):45893718-45966581	1.1751
NM_001996	chr22(.):45893718-45964242	1.1981
NM_006487	chr22(.):45893718-45959591	1.1982
NM_006486	chr22(.):45893718-46002014	1.2014
NM_058238	chr22(.):46311247-46378008	1.8191
NM_018280	chr22(.):46441338-46455024	0.1714
NR_027036	chr22(.):46430786-46445748	0.2836
NR_027034	chr22(.):46444725-46459402	0.0723
NR_027240	chr22(.):46397495-46411657	0.941
NM_001135101	chr22(.):50307282-50326186	0.136
NM_024105	chr22(.):50291853-50317106	0.0506
NM_001001852	chr22(.):50349142-50362720	0.1681
NM_001145134	chr22(.):51002289-51022096	0.1913
NR_021492	chr22(.):51016454-51027355	0.1441
NM_012324	chr22(.):51034130-51054979	1.6208
NM_004377	chr22(.):51002289-51021894	0.1931
NM_001123225	chr22(.):50984540-51006328	0.6156
NM_001145137	chr22(.):51002289-51021506	0.1948
NM_005198	chr22(.):51012386-51026428	0.1135
NM_016431	chr22(.):51036561-51054979	1.7434
NM_001085428	chr22(.):51056181-51071601	0.2059
