GENE_ID	locusLine	bin_1_39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_24382_lociStitched	chr7(.):148653-150009	0.1262
1_MACS_peak_24383_lociStitched	chr7(.):765541-767382	0.1623
2_MACS_peak_24384_lociStitched	chr7(.):852307-857712	0.1422
1_MACS_peak_24386_lociStitched	chr7(.):870405-872804	0.11
2_MACS_peak_24387_lociStitched	chr7(.):915254-918190	0.1145
1_MACS_peak_24389_lociStitched	chr7(.):962530-963667	0.1229
1_MACS_peak_24390_lociStitched	chr7(.):1004564-1005796	0.1693
1_MACS_peak_24391_lociStitched	chr7(.):1013879-1015612	0.1341
2_MACS_peak_24392_lociStitched	chr7(.):1063133-1069134	0.1261
1_MACS_peak_24394_lociStitched	chr7(.):1076214-1076581	0.1063
1_MACS_peak_24395_lociStitched	chr7(.):1083188-1084992	0.2051
1_MACS_peak_24396_lociStitched	chr7(.):1176929-1178629	0.1651
1_MACS_peak_24397_lociStitched	chr7(.):1198553-1201059	0.1543
2_MACS_peak_24398_lociStitched	chr7(.):1494339-1500227	0.1186
1_MACS_peak_24400_lociStitched	chr7(.):1505839-1507038	0.1898
1_MACS_peak_24401_lociStitched	chr7(.):1543044-1544439	0.1059
1_MACS_peak_24402_lociStitched	chr7(.):1608895-1611077	0.1222
1_MACS_peak_24403_lociStitched	chr7(.):2271353-2273395	0.1253
2_MACS_peak_24404_lociStitched	chr7(.):2280676-2289583	0.1276
1_MACS_peak_24406_lociStitched	chr7(.):2353070-2354493	0.1843
1_MACS_peak_24407_lociStitched	chr7(.):2393088-2396012	0.1788
2_MACS_peak_24408_lociStitched	chr7(.):2438706-2447651	0.1453
2_MACS_peak_24410_lociStitched	chr7(.):2593861-2600211	0.1649
1_MACS_peak_24412_lociStitched	chr7(.):2605928-2607594	0.1693
2_MACS_peak_24413_lociStitched	chr7(.):2748484-2756368	0.138
1_MACS_peak_24415_lociStitched	chr7(.):2796345-2799096	0.1423
1_MACS_peak_24416_lociStitched	chr7(.):2811981-2813578	0.1223
1_MACS_peak_24417_lociStitched	chr7(.):2883138-2883918	0.0343
1_MACS_peak_24418_lociStitched	chr7(.):2902746-2904255	0.1708
1_MACS_peak_24419_lociStitched	chr7(.):2933389-2935011	0.1569
1_MACS_peak_24420_lociStitched	chr7(.):3016974-3019426	0.1646
1_MACS_peak_24421_lociStitched	chr7(.):3082100-3083923	0.1003
1_MACS_peak_24422_lociStitched	chr7(.):3636537-3637559	0.1235
1_MACS_peak_24423_lociStitched	chr7(.):4044792-4046323	0.1643
1_MACS_peak_24424_lociStitched	chr7(.):4680756-4682375	0.1509
1_MACS_peak_24425_lociStitched	chr7(.):4721900-4724249	0.0896
1_MACS_peak_24426_lociStitched	chr7(.):4764001-4765911	0.1748
2_MACS_peak_24427_lociStitched	chr7(.):4777775-4786709	0.1227
1_MACS_peak_24429_lociStitched	chr7(.):4813782-4816272	0.1935
1_MACS_peak_24430_lociStitched	chr7(.):5013212-5014844	0.1462
1_MACS_peak_24431_lociStitched	chr7(.):5084764-5086617	0.1783
1_MACS_peak_24432_lociStitched	chr7(.):5229043-5230989	0.1747
1_MACS_peak_24433_lociStitched	chr7(.):5257601-5259992	0.213
2_MACS_peak_24434_lociStitched	chr7(.):5270500-5275579	0.149
1_MACS_peak_24436_lociStitched	chr7(.):5435826-5437698	0.1398
2_MACS_peak_24437_lociStitched	chr7(.):5460405-5466948	0.1057
1_MACS_peak_24439_lociStitched	chr7(.):5474744-5476259	0.2199
1_MACS_peak_24440_lociStitched	chr7(.):5526016-5526930	0.17
1_MACS_peak_24441_lociStitched	chr7(.):5552329-5554352	0.2139
2_MACS_peak_24442_lociStitched	chr7(.):5567899-5573254	0.1557
1_MACS_peak_24444_lociStitched	chr7(.):5595142-5596619	0.1226
1_MACS_peak_24445_lociStitched	chr7(.):5701100-5702350	0.224
1_MACS_peak_24446_lociStitched	chr7(.):5820176-5821680	0.1295
1_MACS_peak_24447_lociStitched	chr7(.):5861831-5863450	0.1803
1_MACS_peak_24448_lociStitched	chr7(.):5897510-5899129	0.211
1_MACS_peak_24449_lociStitched	chr7(.):5937641-5939373	0.1348
1_MACS_peak_24450_lociStitched	chr7(.):6047753-6049808	0.1522
1_MACS_peak_24451_lociStitched	chr7(.):6097364-6099429	0.1522
1_MACS_peak_24452_lociStitched	chr7(.):6110686-6111847	0.1859
1_MACS_peak_24453_lociStitched	chr7(.):6119807-6121907	0.1684
2_MACS_peak_24454_lociStitched	chr7(.):6143346-6146520	0.1474
1_MACS_peak_24456_lociStitched	chr7(.):6154103-6155659	0.1315
1_MACS_peak_24457_lociStitched	chr7(.):6200453-6203672	0.1992
2_MACS_peak_24458_lociStitched	chr7(.):6311043-6312920	0.1773
1_MACS_peak_24460_lociStitched	chr7(.):6354640-6356340	0.1798
1_MACS_peak_24461_lociStitched	chr7(.):6387720-6389518	0.157
1_MACS_peak_24462_lociStitched	chr7(.):6412367-6415349	0.1438
2_MACS_peak_24463_lociStitched	chr7(.):6475129-6478972	0.1584
1_MACS_peak_24465_lociStitched	chr7(.):6486307-6488608	0.1784
1_MACS_peak_24466_lociStitched	chr7(.):6522310-6524493	0.1233
1_MACS_peak_24467_lociStitched	chr7(.):6542622-6545083	0.1406
1_MACS_peak_24468_lociStitched	chr7(.):6616526-6617866	0.1007
1_MACS_peak_24469_lociStitched	chr7(.):6628712-6630848	0.1156
1_MACS_peak_24470_lociStitched	chr7(.):6676103-6677958	0.0843
1_MACS_peak_24471_lociStitched	chr7(.):6745490-6747115	0.2121
2_MACS_peak_24472_lociStitched	chr7(.):6764412-6770497	0.159
1_MACS_peak_24474_lociStitched	chr7(.):6864930-6866595	0.1555
1_MACS_peak_24475_lociStitched	chr7(.):6896900-6898360	0.1943
1_MACS_peak_24476_lociStitched	chr7(.):7029691-7032428	0.2228
1_MACS_peak_24477_lociStitched	chr7(.):7175506-7176482	0.204
1_MACS_peak_24478_lociStitched	chr7(.):7196185-7198219	0.1716
1_MACS_peak_24479_lociStitched	chr7(.):7220676-7224202	0.2118
1_MACS_peak_24480_lociStitched	chr7(.):7232190-7233925	0.1404
2_MACS_peak_24481_lociStitched	chr7(.):7240618-7244448	0.1928
3_MACS_peak_24483_lociStitched	chr7(.):7287139-7299214	0.136
1_MACS_peak_24486_lociStitched	chr7(.):7463845-7464706	0.1959
1_MACS_peak_24487_lociStitched	chr7(.):7605782-7609924	0.2188
1_MACS_peak_24488_lociStitched	chr7(.):7678813-7681299	0.2508
1_MACS_peak_24489_lociStitched	chr7(.):7720496-7721612	0.1324
1_MACS_peak_24490_lociStitched	chr7(.):7758593-7759855	0.215
1_MACS_peak_24491_lociStitched	chr7(.):7778262-7779854	0.1984
1_MACS_peak_24492_lociStitched	chr7(.):7800635-7802878	0.2074
1_MACS_peak_24493_lociStitched	chr7(.):7812682-7814519	0.1838
1_MACS_peak_24494_lociStitched	chr7(.):7829108-7830030	0.2127
1_MACS_peak_24495_lociStitched	chr7(.):7844865-7846217	0.1956
2_MACS_peak_24496_lociStitched	chr7(.):7855146-7861232	0.1714
1_MACS_peak_24498_lociStitched	chr7(.):7896378-7897622	0.1427
1_MACS_peak_24499_lociStitched	chr7(.):7959340-7961168	0.1448
1_MACS_peak_24500_lociStitched	chr7(.):7982959-7986095	0.2491
1_MACS_peak_24501_lociStitched	chr7(.):7999202-8000929	0.2817
1_MACS_peak_24502_lociStitched	chr7(.):8006715-8013174	0.1881
1_MACS_peak_24503_lociStitched	chr7(.):8035817-8036476	0.1123
1_MACS_peak_24504_lociStitched	chr7(.):8153390-8154773	0.1773
2_MACS_peak_24505_lociStitched	chr7(.):8164691-8174905	0.1674
1_MACS_peak_24507_lociStitched	chr7(.):8215178-8217837	0.2044
1_MACS_peak_24508_lociStitched	chr7(.):8300209-8302473	0.1077
1_MACS_peak_24509_lociStitched	chr7(.):8430960-8431731	0.157
1_MACS_peak_24510_lociStitched	chr7(.):8676463-8677546	0.1205
1_MACS_peak_24511_lociStitched	chr7(.):9007842-9008518	0.0756
1_MACS_peak_24512_lociStitched	chr7(.):9188497-9190300	0.177
1_MACS_peak_24513_lociStitched	chr7(.):9281517-9283551	0.1297
1_MACS_peak_24514_lociStitched	chr7(.):9527811-9528717	0.1109
1_MACS_peak_24515_lociStitched	chr7(.):10307140-10308704	0.1398
1_MACS_peak_24516_lociStitched	chr7(.):10339287-10341334	0.2046
1_MACS_peak_24517_lociStitched	chr7(.):10701898-10704026	0.1724
1_MACS_peak_24518_lociStitched	chr7(.):10745985-10747909	0.1791
1_MACS_peak_24519_lociStitched	chr7(.):10978620-10981711	0.2043
1_MACS_peak_24520_lociStitched	chr7(.):10992299-10993479	0.1615
1_MACS_peak_24521_lociStitched	chr7(.):11012247-11014664	0.1944
1_MACS_peak_24522_lociStitched	chr7(.):11882876-11883485	0.0705
1_MACS_peak_24523_lociStitched	chr7(.):12105575-12106541	0.175
1_MACS_peak_24524_lociStitched	chr7(.):12209423-12210907	0.1789
1_MACS_peak_24525_lociStitched	chr7(.):12249670-12252128	0.2123
1_MACS_peak_24526_lociStitched	chr7(.):12442674-12444085	0.1971
1_MACS_peak_24527_lociStitched	chr7(.):12536331-12537400	0.1456
1_MACS_peak_24528_lociStitched	chr7(.):12595382-12596772	0.0864
2_MACS_peak_24529_lociStitched	chr7(.):12606414-12610856	0.12
1_MACS_peak_24531_lociStitched	chr7(.):12675212-12676191	0.1501
1_MACS_peak_24532_lociStitched	chr7(.):12725752-12728022	0.2041
1_MACS_peak_24533_lociStitched	chr7(.):13096753-13097997	0.1794
1_MACS_peak_24534_lociStitched	chr7(.):13198602-13200266	0.174
1_MACS_peak_24535_lociStitched	chr7(.):13889619-13890541	0.1541
1_MACS_peak_24536_lociStitched	chr7(.):14028704-14031857	0.1729
1_MACS_peak_24537_lociStitched	chr7(.):14619010-14620418	0.1419
1_MACS_peak_24538_lociStitched	chr7(.):14669094-14670600	0.1315
1_MACS_peak_24539_lociStitched	chr7(.):14725712-14728960	0.1628
1_MACS_peak_24540_lociStitched	chr7(.):15586878-15587467	0.0588
1_MACS_peak_24541_lociStitched	chr7(.):16095157-16096106	0.114
1_MACS_peak_24542_lociStitched	chr7(.):16459652-16461919	0.2051
1_MACS_peak_24543_lociStitched	chr7(.):16684119-16686791	0.1617
1_MACS_peak_24544_lociStitched	chr7(.):16792666-16794019	0.1519
1_MACS_peak_24545_lociStitched	chr7(.):17173720-17175250	0.1835
1_MACS_peak_24546_lociStitched	chr7(.):17273913-17274783	0.0705
1_MACS_peak_24547_lociStitched	chr7(.):17337526-17339716	0.1729
1_MACS_peak_24548_lociStitched	chr7(.):17693384-17696010	0.1856
1_MACS_peak_24549_lociStitched	chr7(.):17729112-17730489	0.182
1_MACS_peak_24550_lociStitched	chr7(.):17978618-17981114	0.2055
1_MACS_peak_24551_lociStitched	chr7(.):18125681-18126461	0.1551
1_MACS_peak_24552_lociStitched	chr7(.):18429620-18430727	0.1415
1_MACS_peak_24553_lociStitched	chr7(.):18533962-18538486	0.2053
2_MACS_peak_24554_lociStitched	chr7(.):18544910-18549751	0.1536
1_MACS_peak_24556_lociStitched	chr7(.):18556125-18561372	0.1356
1_MACS_peak_24557_lociStitched	chr7(.):18632852-18633919	0.1735
1_MACS_peak_24558_lociStitched	chr7(.):19155504-19157725	0.1237
1_MACS_peak_24559_lociStitched	chr7(.):19747743-19749072	0.1778
1_MACS_peak_24560_lociStitched	chr7(.):20104493-20106098	0.1576
1_MACS_peak_24561_lociStitched	chr7(.):20152252-20154884	0.1714
1_MACS_peak_24562_lociStitched	chr7(.):20185735-20187386	0.1069
3_MACS_peak_24563_lociStitched	chr7(.):20230269-20241722	0.1451
1_MACS_peak_24566_lociStitched	chr7(.):20254713-20261906	0.2114
1_MACS_peak_24567_lociStitched	chr7(.):20277362-20279402	0.1605
1_MACS_peak_24568_lociStitched	chr7(.):20310306-20311483	0.1865
1_MACS_peak_24569_lociStitched	chr7(.):20322764-20324646	0.1426
1_MACS_peak_24570_lociStitched	chr7(.):20339313-20340404	0.1725
1_MACS_peak_24571_lociStitched	chr7(.):20350099-20351375	0.1965
1_MACS_peak_24572_lociStitched	chr7(.):20368258-20372918	0.2166
1_MACS_peak_24573_lociStitched	chr7(.):20434001-20436553	0.2124
2_MACS_peak_24574_lociStitched	chr7(.):20476672-20489828	0.1496
1_MACS_peak_24576_lociStitched	chr7(.):20777212-20778573	0.1941
1_MACS_peak_24577_lociStitched	chr7(.):20836223-20838802	0.1625
2_MACS_peak_24578_lociStitched	chr7(.):21391677-21396227	0.2504
1_MACS_peak_24580_lociStitched	chr7(.):21465889-21468765	0.1818
1_MACS_peak_24581_lociStitched	chr7(.):21936773-21938949	0.238
1_MACS_peak_24582_lociStitched	chr7(.):21983836-21986420	0.1515
1_MACS_peak_24583_lociStitched	chr7(.):22122000-22123777	0.1796
1_MACS_peak_24584_lociStitched	chr7(.):22135767-22137423	0.1747
2_MACS_peak_24585_lociStitched	chr7(.):22390300-22396829	0.1193
1_MACS_peak_24587_lociStitched	chr7(.):22474527-22475653	0.1757
1_MACS_peak_24588_lociStitched	chr7(.):22484090-22488378	0.2266
1_MACS_peak_24589_lociStitched	chr7(.):22527324-22528888	0.3237
1_MACS_peak_24590_lociStitched	chr7(.):22539052-22540515	0.1621
2_MACS_peak_24591_lociStitched	chr7(.):22601153-22605810	0.1919
1_MACS_peak_24593_lociStitched	chr7(.):22622915-22624346	0.1735
1_MACS_peak_24594_lociStitched	chr7(.):22762380-22763464	0.2197
1_MACS_peak_24595_lociStitched	chr7(.):22770639-22771424	0.1428
1_MACS_peak_24596_lociStitched	chr7(.):22848898-22851463	0.1672
1_MACS_peak_24597_lociStitched	chr7(.):22861358-22863199	0.2373
1_MACS_peak_24598_lociStitched	chr7(.):22893149-22895227	0.1514
1_MACS_peak_24599_lociStitched	chr7(.):23032366-23033535	0.1784
1_MACS_peak_24600_lociStitched	chr7(.):23040582-23042371	0.1842
1_MACS_peak_24601_lociStitched	chr7(.):23052006-23054689	0.2384
1_MACS_peak_24602_lociStitched	chr7(.):23144422-23146898	0.2168
1_MACS_peak_24603_lociStitched	chr7(.):23220611-23222919	0.1997
1_MACS_peak_24604_lociStitched	chr7(.):23273499-23275215	0.2171
1_MACS_peak_24605_lociStitched	chr7(.):23281507-23282543	0.1847
1_MACS_peak_24606_lociStitched	chr7(.):23312226-23313953	0.1661
1_MACS_peak_24607_lociStitched	chr7(.):23338284-23340115	0.1986
2_MACS_peak_24608_lociStitched	chr7(.):23508553-23514394	0.1361
1_MACS_peak_24610_lociStitched	chr7(.):23570226-23572509	0.196
1_MACS_peak_24611_lociStitched	chr7(.):23578651-23579857	0.1811
1_MACS_peak_24612_lociStitched	chr7(.):23636701-23638306	0.1731
1_MACS_peak_24613_lociStitched	chr7(.):23719424-23720398	0.1442
1_MACS_peak_24614_lociStitched	chr7(.):24113655-24115508	0.1879
1_MACS_peak_24615_lociStitched	chr7(.):24612004-24614383	0.1283
1_MACS_peak_24616_lociStitched	chr7(.):24635201-24636241	0.1713
1_MACS_peak_24617_lociStitched	chr7(.):24772252-24773751	0.1712
1_MACS_peak_24618_lociStitched	chr7(.):24796357-24797913	0.1147
1_MACS_peak_24619_lociStitched	chr7(.):24859521-24862239	0.1955
1_MACS_peak_24620_lociStitched	chr7(.):24874817-24877024	0.1912
1_MACS_peak_24621_lociStitched	chr7(.):24916692-24918676	0.2409
1_MACS_peak_24622_lociStitched	chr7(.):24935232-24936584	0.1109
1_MACS_peak_24623_lociStitched	chr7(.):24957037-24958205	0.1431
2_MACS_peak_24624_lociStitched	chr7(.):25002631-25006874	0.1977
1_MACS_peak_24626_lociStitched	chr7(.):25018361-25022111	0.2043
1_MACS_peak_24627_lociStitched	chr7(.):25069993-25071917	0.2572
1_MACS_peak_24628_lociStitched	chr7(.):25163506-25166093	0.1976
1_MACS_peak_24629_lociStitched	chr7(.):25218966-25220811	0.2105
1_MACS_peak_24630_lociStitched	chr7(.):25493680-25495214	0.204
1_MACS_peak_24631_lociStitched	chr7(.):25642466-25643488	0.1015
1_MACS_peak_24632_lociStitched	chr7(.):25764667-25766434	0.1077
2_MACS_peak_24633_lociStitched	chr7(.):25891327-25897025	0.1636
2_MACS_peak_24635_lociStitched	chr7(.):25925849-25935759	0.1615
2_MACS_peak_24637_lociStitched	chr7(.):25979850-25992175	0.1557
2_MACS_peak_24639_lociStitched	chr7(.):26002457-26011701	0.1942
1_MACS_peak_24641_lociStitched	chr7(.):26037969-26038831	0.1784
1_MACS_peak_24642_lociStitched	chr7(.):26049159-26052681	0.2169
1_MACS_peak_24643_lociStitched	chr7(.):26077420-26078983	0.1328
1_MACS_peak_24644_lociStitched	chr7(.):26129990-26130996	0.2037
1_MACS_peak_24645_lociStitched	chr7(.):26156251-26157561	0.1496
1_MACS_peak_24646_lociStitched	chr7(.):26191078-26197952	0.1964
1_MACS_peak_24647_lociStitched	chr7(.):26225101-26226029	0.1301
1_MACS_peak_24648_lociStitched	chr7(.):26237743-26243475	0.1895
1_MACS_peak_24649_lociStitched	chr7(.):26415812-26416795	0.1113
1_MACS_peak_24650_lociStitched	chr7(.):26437511-26439526	0.2113
1_MACS_peak_24651_lociStitched	chr7(.):26727869-26729326	0.1993
1_MACS_peak_24652_lociStitched	chr7(.):26902749-26905235	0.266
1_MACS_peak_24653_lociStitched	chr7(.):27135397-27136674	0.1555
1_MACS_peak_24654_lociStitched	chr7(.):27189723-27190935	0.137
1_MACS_peak_24655_lociStitched	chr7(.):27212553-27213394	0.1058
1_MACS_peak_24656_lociStitched	chr7(.):27701453-27704053	0.2271
1_MACS_peak_24657_lociStitched	chr7(.):27778770-27781361	0.2392
2_MACS_peak_24658_lociStitched	chr7(.):28125692-28128814	0.1146
1_MACS_peak_24660_lociStitched	chr7(.):28191195-28192290	0.1735
1_MACS_peak_24661_lociStitched	chr7(.):28219874-28221045	0.0771
1_MACS_peak_24662_lociStitched	chr7(.):28448792-28449815	0.0846
1_MACS_peak_24663_lociStitched	chr7(.):28660624-28661966	0.206
1_MACS_peak_24664_lociStitched	chr7(.):28854276-28856417	0.1776
1_MACS_peak_24665_lociStitched	chr7(.):28893250-28894263	0.1688
1_MACS_peak_24666_lociStitched	chr7(.):29235526-29236791	0.1742
2_MACS_peak_24667_lociStitched	chr7(.):29602009-29609745	0.1658
1_MACS_peak_24669_lociStitched	chr7(.):29678359-29681204	0.1913
1_MACS_peak_24670_lociStitched	chr7(.):29695303-29698783	0.1713
3_MACS_peak_24671_lociStitched	chr7(.):29706357-29726315	0.1249
1_MACS_peak_24674_lociStitched	chr7(.):29837698-29838565	0.1275
1_MACS_peak_24675_lociStitched	chr7(.):29865005-29866264	0.3191
1_MACS_peak_24676_lociStitched	chr7(.):30028662-30029502	0.0411
2_MACS_peak_24677_lociStitched	chr7(.):30065452-30073388	0.2084
1_MACS_peak_24679_lociStitched	chr7(.):30125539-30127826	0.2162
1_MACS_peak_24680_lociStitched	chr7(.):30174604-30176062	0.1378
1_MACS_peak_24681_lociStitched	chr7(.):30182878-30183890	0.1311
1_MACS_peak_24682_lociStitched	chr7(.):30218294-30219163	0.2109
1_MACS_peak_24683_lociStitched	chr7(.):30264962-30266301	0.1588
1_MACS_peak_24684_lociStitched	chr7(.):30278226-30279551	0.1917
1_MACS_peak_24685_lociStitched	chr7(.):30323230-30326479	0.182
1_MACS_peak_24686_lociStitched	chr7(.):30359812-30363639	0.1855
1_MACS_peak_24687_lociStitched	chr7(.):30369718-30370646	0.208
1_MACS_peak_24688_lociStitched	chr7(.):30386601-30389201	0.2229
1_MACS_peak_24689_lociStitched	chr7(.):30517556-30519176	0.2323
1_MACS_peak_24690_lociStitched	chr7(.):30543337-30545415	0.24
1_MACS_peak_24691_lociStitched	chr7(.):30559919-30560644	0.0963
1_MACS_peak_24692_lociStitched	chr7(.):30585763-30587103	0.1015
1_MACS_peak_24693_lociStitched	chr7(.):30633132-30636452	0.2222
1_MACS_peak_24694_lociStitched	chr7(.):30810431-30811993	0.1762
1_MACS_peak_24695_lociStitched	chr7(.):30834663-30836815	0.1958
1_MACS_peak_24696_lociStitched	chr7(.):31013846-31014964	0.1759
1_MACS_peak_24697_lociStitched	chr7(.):31210373-31211426	0.1767
1_MACS_peak_24698_lociStitched	chr7(.):31413091-31413992	0.1382
2_MACS_peak_24699_lociStitched	chr7(.):32528891-32536407	0.1741
1_MACS_peak_24701_lociStitched	chr7(.):32545638-32546837	0.1287
1_MACS_peak_24702_lociStitched	chr7(.):32687855-32689290	0.155
1_MACS_peak_24703_lociStitched	chr7(.):32731480-32732838	0.2448
3_MACS_peak_24704_lociStitched	chr7(.):32766751-32779396	0.152
1_MACS_peak_24707_lociStitched	chr7(.):32796389-32798470	0.1011
1_MACS_peak_24708_lociStitched	chr7(.):32885548-32887014	0.1794
1_MACS_peak_24709_lociStitched	chr7(.):32929196-32932862	0.1868
1_MACS_peak_24710_lociStitched	chr7(.):32944553-32945790	0.1558
1_MACS_peak_24711_lociStitched	chr7(.):32981872-32983148	0.1074
1_MACS_peak_24712_lociStitched	chr7(.):32996483-32997908	0.2019
1_MACS_peak_24713_lociStitched	chr7(.):33078698-33081279	0.1919
1_MACS_peak_24714_lociStitched	chr7(.):33101423-33103501	0.2037
1_MACS_peak_24715_lociStitched	chr7(.):33147114-33150002	0.1414
1_MACS_peak_24716_lociStitched	chr7(.):33168055-33170007	0.2224
1_MACS_peak_24717_lociStitched	chr7(.):33230327-33231446	0.1458
1_MACS_peak_24718_lociStitched	chr7(.):33943486-33944991	0.1332
1_MACS_peak_24719_lociStitched	chr7(.):34477560-34478731	0.1621
1_MACS_peak_24720_lociStitched	chr7(.):34757946-34759280	0.1497
2_MACS_peak_24721_lociStitched	chr7(.):34773976-34780400	0.1664
1_MACS_peak_24723_lociStitched	chr7(.):34793957-34796321	0.1346
1_MACS_peak_24724_lociStitched	chr7(.):34967234-34968959	0.1829
1_MACS_peak_24725_lociStitched	chr7(.):35021444-35022995	0.1785
1_MACS_peak_24726_lociStitched	chr7(.):35062193-35065585	0.1771
1_MACS_peak_24727_lociStitched	chr7(.):35073805-35078203	0.178
1_MACS_peak_24728_lociStitched	chr7(.):35221350-35222300	0.1701
1_MACS_peak_24729_lociStitched	chr7(.):35685277-35686772	0.1641
1_MACS_peak_24730_lociStitched	chr7(.):35733480-35735582	0.1701
1_MACS_peak_24731_lociStitched	chr7(.):35748953-35750232	0.16
2_MACS_peak_24732_lociStitched	chr7(.):35764243-35771182	0.2141
1_MACS_peak_24734_lociStitched	chr7(.):35839425-35842386	0.1926
1_MACS_peak_24735_lociStitched	chr7(.):36010818-36011683	0.08
1_MACS_peak_24736_lociStitched	chr7(.):36191887-36193632	0.1254
1_MACS_peak_24737_lociStitched	chr7(.):36311287-36311768	0.0717
1_MACS_peak_24738_lociStitched	chr7(.):36331166-36332484	0.1589
1_MACS_peak_24739_lociStitched	chr7(.):36342434-36343792	0.0807
1_MACS_peak_24740_lociStitched	chr7(.):36351619-36353079	0.2461
1_MACS_peak_24741_lociStitched	chr7(.):36405967-36407542	0.1642
1_MACS_peak_24742_lociStitched	chr7(.):36428744-36431659	0.2142
1_MACS_peak_24743_lociStitched	chr7(.):36603134-36604254	0.1313
1_MACS_peak_24744_lociStitched	chr7(.):36729951-36731088	0.1239
1_MACS_peak_24745_lociStitched	chr7(.):36983193-36984131	0.1508
2_MACS_peak_24746_lociStitched	chr7(.):36990393-36997957	0.1347
3_MACS_peak_24748_lociStitched	chr7(.):37244104-37253153	0.1831
1_MACS_peak_24751_lociStitched	chr7(.):37294293-37295951	0.1865
2_MACS_peak_24752_lociStitched	chr7(.):37375273-37385772	0.1878
1_MACS_peak_24754_lociStitched	chr7(.):37392332-37393749	0.2345
2_MACS_peak_24755_lociStitched	chr7(.):37433593-37435756	0.1463
1_MACS_peak_24757_lociStitched	chr7(.):37487421-37489406	0.1395
1_MACS_peak_24758_lociStitched	chr7(.):37527693-37528781	0.1905
1_MACS_peak_24759_lociStitched	chr7(.):37534329-37535218	0.1745
1_MACS_peak_24760_lociStitched	chr7(.):37684816-37685813	0.1499
1_MACS_peak_24761_lociStitched	chr7(.):37826147-37827328	0.2288
2_MACS_peak_24762_lociStitched	chr7(.):37855001-37861639	0.1136
1_MACS_peak_24764_lociStitched	chr7(.):37959590-37961517	0.1694
1_MACS_peak_24765_lociStitched	chr7(.):38217192-38218711	0.2251
1_MACS_peak_24766_lociStitched	chr7(.):38350516-38351626	0.1112
1_MACS_peak_24767_lociStitched	chr7(.):38375096-38376259	0.2013
4_MACS_peak_24768_lociStitched	chr7(.):38383547-38408549	0.2097
1_MACS_peak_24772_lociStitched	chr7(.):38432737-38434492	0.2096
1_MACS_peak_24773_lociStitched	chr7(.):38464616-38465685	0.1366
1_MACS_peak_24774_lociStitched	chr7(.):38502552-38504019	0.1997
1_MACS_peak_24775_lociStitched	chr7(.):38817940-38818787	0.1587
2_MACS_peak_24776_lociStitched	chr7(.):38944325-38948945	0.13
1_MACS_peak_24778_lociStitched	chr7(.):39605038-39606940	0.2123
1_MACS_peak_24779_lociStitched	chr7(.):39628706-39629885	0.2064
1_MACS_peak_24780_lociStitched	chr7(.):39662103-39664319	0.1342
1_MACS_peak_24781_lociStitched	chr7(.):39772405-39773895	0.241
1_MACS_peak_24782_lociStitched	chr7(.):39894518-39895164	0.0534
1_MACS_peak_24783_lociStitched	chr7(.):39987632-39992301	0.1698
1_MACS_peak_24784_lociStitched	chr7(.):40173125-40174987	0.1488
1_MACS_peak_24785_lociStitched	chr7(.):40273590-40274543	0.1465
1_MACS_peak_24786_lociStitched	chr7(.):40432958-40434188	0.1112
1_MACS_peak_24787_lociStitched	chr7(.):40683608-40685752	0.2511
1_MACS_peak_24788_lociStitched	chr7(.):40733061-40734123	0.2207
1_MACS_peak_24789_lociStitched	chr7(.):41132097-41133216	0.1464
1_MACS_peak_24790_lociStitched	chr7(.):41244636-41246549	0.1072
2_MACS_peak_24791_lociStitched	chr7(.):41667860-41671134	0.112
1_MACS_peak_24793_lociStitched	chr7(.):41744047-41745827	0.154
1_MACS_peak_24794_lociStitched	chr7(.):41771039-41772059	0.1861
1_MACS_peak_24795_lociStitched	chr7(.):41920320-41922496	0.2111
1_MACS_peak_24796_lociStitched	chr7(.):41982839-41984874	0.1483
1_MACS_peak_24797_lociStitched	chr7(.):42023999-42025105	0.1449
1_MACS_peak_24798_lociStitched	chr7(.):42275688-42277877	0.1007
1_MACS_peak_24799_lociStitched	chr7(.):42377601-42378561	0.0942
1_MACS_peak_24800_lociStitched	chr7(.):42927614-42929183	0.1487
1_MACS_peak_24801_lociStitched	chr7(.):42950713-42952589	0.1801
2_MACS_peak_24802_lociStitched	chr7(.):42970618-42976187	0.1554
1_MACS_peak_24804_lociStitched	chr7(.):42984579-42986661	0.1877
2_MACS_peak_24805_lociStitched	chr7(.):43111231-43116672	0.1457
2_MACS_peak_24807_lociStitched	chr7(.):43149938-43153772	0.1448
1_MACS_peak_24809_lociStitched	chr7(.):43527837-43528930	0.2133
2_MACS_peak_24810_lociStitched	chr7(.):43621885-43627460	0.1666
1_MACS_peak_24812_lociStitched	chr7(.):43685955-43690584	0.2004
2_MACS_peak_24813_lociStitched	chr7(.):43768091-43774959	0.1353
1_MACS_peak_24815_lociStitched	chr7(.):43795639-43799206	0.1561
1_MACS_peak_24816_lociStitched	chr7(.):43873714-43874653	0.1783
1_MACS_peak_24817_lociStitched	chr7(.):43907199-43909856	0.1157
1_MACS_peak_24818_lociStitched	chr7(.):43945199-43946953	0.0886
1_MACS_peak_24819_lociStitched	chr7(.):43965117-43967113	0.219
1_MACS_peak_24820_lociStitched	chr7(.):44057545-44060529	0.1993
