REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
5_MACS_peak_24238_lociStitched	chr22	42929711	42939951	5	9723	12678.144	1728.512	522		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	522	1
4_MACS_peak_29847_lociStitched	chr7	155608142	155618955	4	10559	10449.6832	1587.3484	523		SHH	SHH	523	1
8_MACS_peak_10216_lociStitched	chr16	1032097	1042795	8	9862	11183.6892	679.323	524	SOX8	LMF1	SOX8	524	1
2_MACS_peak_31558_lociStitched	chr8	144500881	144510444	2	9369	12478.7587	937.174	525	MAFA	RHPN1	MAFA	525	1
2_MACS_peak_12543_lociStitched	chr17	26857880	26867795	2	9724	11994.1755	1207.647	526	FOXN1	UNC119,PIGS,ALDOC	FOXN1	526	1
1_MACS_peak_26_lociStitched	chr1	870228	878748	1	8521	13699.308	686.712	527	SAMD11	KLHL17,PLEKHN1,FLJ39609,NOC2L,C1orf170	SAMD11	527	1
9_MACS_peak_4247_lociStitched	chr1	37314667	37326660	9	10326	10498.6722	1193.3035	528	GRIK3		GRIK3	528	1
7_MACS_peak_14193_lociStitched	chr17	76493380	76504872	7	10168	10749.6168	1041.1752	529	DNAH17		DNAH17	529	1
6_MACS_peak_9071_lociStitched	chr13	113740452	113751219	6	9925	11102.9304	822.5988	530	MCF2L	F7,F10	F7	530	1
5_MACS_peak_13215_lociStitched	chr17	47571570	47581697	5	9478	12010.622	771.6774	531	NGFR		NGFR	531	1
8_MACS_peak_19752_lociStitched	chr19	56016520	56027793	8	9837	11322.6012	937.9136	532	SSC5D	ZNF628,NAT14,ISOC2,SBK2	SSC5D	532	1
3_MACS_peak_32294_lociStitched	chr9	133299856	133310040	3	10000	10575.0656	700.6592	533		ASS1	ASS1	533	1
5_MACS_peak_15930_lociStitched	chr19	5239132	5250616	5	10166	10729.5012	1304.5824	534	PTPRS		PTPRS	534	1
2_MACS_peak_28023_lociStitched	chr6	32045195	32055397	2	9813	11638.4416	1354.8256	535	TNXB	ATF6B,FKBPL	TNXB	535	1
7_MACS_peak_20357_lociStitched	chr2	220328890	220339954	7	10284	9950.9616	940.44	536	SPEG	DES,GMPPA,ACCN4	SPEG	536	1
4_MACS_peak_27900_lociStitched	chr6	2635315	2645851	4	10043	11115.48	1495.0584	537		C6orf195	C6orf195	537	1
10_MACS_peak_13017_lociStitched	chr17	43897310	43909213	10	10075	10550.8192	1081.9827	538	CRHR1	IMP5	IMP5	538	1
6_MACS_peak_1569_lociStitched	chr1	7734787	7745698	6	9968	10452.738	717.9438	539	CAMTA1		VAMP3	539	1
7_MACS_peak_25194_lociStitched	chr22	50446566	50457186	7	9579	11488.716	859.158	540	IL17REL,TTLL8		IL17REL	540	1
5_MACS_peak_15948_lociStitched	chr19	5275691	5286251	5	9970	10869.408	1166.88	541	PTPRS		PTPRS	541	1
4_MACS_peak_13307_lociStitched	chr17	48263635	48274404	4	10039	10282.2412	777.5218	542	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	542	1
3_MACS_peak_4713_lociStitched	chr1	197879073	197888923	3	9394	12643.46	1695.185	543	LHX9	C1orf53	LHX9	543	1
6_MACS_peak_695_lociStitched	chr1	3127030	3137776	6	10061	10061.4798	701.7138	544	PRDM16		MIR4251	544	1
4_MACS_peak_28721_lociStitched	chr7	2671791	2681433	4	9409	11552.0802	704.8302	545	TTYH3	AMZ1	TTYH3	545	1
2_MACS_peak_28881_lociStitched	chr7	27190753	27200381	2	9383	11864.5844	998.4236	546	HOXA7	HOXA11-AS1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA9,MIR196B,HOXA10,HOXA11,HOXA13	HOXA7	546	1
2_MACS_peak_15707_lociStitched	chr19	3587675	3596839	2	9130	12400.7248	1060.2748	547	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	547	1
2_MACS_peak_9044_lociStitched	chr13	113676973	113686799	2	9676	10851.8344	820.471	548	MCF2L		MCF2L	548	1
9_MACS_peak_6379_lociStitched	chr11	1921956	1933111	9	9721	10786.885	868.9745	549		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	549	1
3_MACS_peak_23018_lociStitched	chr21	47496085	47505868	3	9747	11046.9636	1226.7882	550		COL6A2	COL6A2	550	1
6_MACS_peak_16819_lociStitched	chr19	12943798	12953887	6	9005	12308.58	920.1168	551	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	551	1
5_MACS_peak_11758_lociStitched	chr17	1198333	1208815	5	9509	11406.5124	1057.6338	552	TUSC5	BHLHA9	TUSC5	552	1
5_MACS_peak_15918_lociStitched	chr19	5211074	5221289	5	9912	10568.439	1190.0475	553	PTPRS		PTPRS	553	1
8_MACS_peak_17543_lociStitched	chr19	18349870	18361682	8	10222	9642.1356	1116.234	554	PDE4C,LOC729966	MPV17L2,MIR3188,RAB3A,PDE4C,KIAA1683,JUND	PDE4C	554	1
6_MACS_peak_10370_lociStitched	chr16	1961568	1972169	6	9085	11975.9497	778.1134	555	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	555	1
7_MACS_peak_822_lociStitched	chr1	3345431	3356232	7	10027	9757.6234	719.3466	556	PRDM16	ARHGEF16	ARHGEF16	556	1
7_MACS_peak_13834_lociStitched	chr17	72882654	72893147	7	9913	10333.5064	1001.0322	557	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	557	1
7_MACS_peak_31888_lociStitched	chr9	127246749	127258095	7	9949	10246.5726	1071.0624	558	NR5A1	GPR144	NR5A1	558	1
11_MACS_peak_9945_lociStitched	chr15	79056539	79067739	11	9791	10372.32	804.16	559	ADAMTS7	LOC646938	LOC646938	559	1
7_MACS_peak_14562_lociStitched	chr17	77650652	77661956	7	9857	10209.7728	958.5792	560		ENPP7	ENPP7	560	1
4_MACS_peak_2201_lociStitched	chr1	16855841	16864153	4	7817	15048.876	1913.4224	561		MIR3675,CROCCP3	MIR3675	561	1
7_MACS_peak_14430_lociStitched	chr17	77357158	77367746	7	9825	10097.7756	796.2176	562	RBFOX3		RBFOX3	562	1
9_MACS_peak_7606_lociStitched	chr11	69981077	69992816	9	9904	10003.9758	907.4247	563	ANO1		ANO1	563	1
6_MACS_peak_14448_lociStitched	chr17	77397785	77407897	6	9622	10591.3088	900.9792	564	RBFOX3		RBFOX3	564	1
1_MACS_peak_7141_lociStitched	chr11	64481159	64490286	1	9128	11611.3694	838.7713	565	NRXN2	RASGRP2,PYGM	NRXN2	565	1
3_MACS_peak_30682_lociStitched	chr8	21982558	21992243	3	9048	11591.008	689.572	566	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	566	1
3_MACS_peak_1748_lociStitched	chr1	10700335	10709914	3	9444	10719.8589	750.9936	567	CASZ1		CASZ1	567	1
7_MACS_peak_23187_lociStitched	chr22	20139079	20149650	7	9590	10606.9414	996.8453	568		RANBP1,ZDHHC8,LOC150197,TRMT2A	ZDHHC8	568	1
4_MACS_peak_4606_lociStitched	chr1	156808819	156818958	4	9435	11329.3186	1410.3349	569	NTRK1,INSRR	NTRK1,PEAR1,SH2D2A	INSRR	569	1
3_MACS_peak_24946_lociStitched	chr22	46272481	46282235	3	9296	10952.7666	766.6644	570			WNT7B	570	1
2_MACS_peak_12633_lociStitched	chr17	35290080	35299024	2	8781	12036.8352	812.1152	571	LHX1	AATF	LHX1	571	1
3_MACS_peak_7051_lociStitched	chr11	64321903	64332156	3	9598	10302.2144	835.6195	572	SLC22A11	SLC22A12	SLC22A11	572	1
5_MACS_peak_14856_lociStitched	chr17	78492605	78502677	5	9563	10272.4328	798.7096	573		RPTOR,NPTX1	RPTOR	573	1
8_MACS_peak_143_lociStitched	chr1	1384090	1394877	8	9761	9832.3505	870.5109	574	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	574	1
5_MACS_peak_24069_lociStitched	chr22	40050305	40060335	5	9689	10018.967	917.745	575	CACNA1I		CACNA1I	575	1
5_MACS_peak_6126_lociStitched	chr11	1150297	1160488	5	9331	10642.4613	690.9498	576			MUC2	576	1
3_MACS_peak_6253_lociStitched	chr11	1622366	1632321	3	9546	10407.9525	996.4955	577	MOB2,KRTAP5-3	LOC338651,KRTAP5-5,DUSP8,KRTAP5-1,KRTAP5-2,KRTAP5-4	KRTAP5-3	577	1
8_MACS_peak_8820_lociStitched	chr12	54590207	54601775	8	9723	10185.624	1226.208	578		SMUG1	SMUG1	578	1
2_MACS_peak_4568_lociStitched	chr1	156368757	156378815	2	9845	10107.2842	1564.019	579	C1orf61	RHBG,MIR9-1	MIR9-1	579	1
2_MACS_peak_16446_lociStitched	chr19	7949766	7959440	2	9462	10881.3152	1375.6428	580	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	580	1
4_MACS_peak_4943_lociStitched	chr1	228192171	228201916	4	9304	10896.859	1046.613	581	WNT3A		WNT3A	581	1
2_MACS_peak_32564_lociStitched	chr9	135106889	135116595	2	9516	10216.5356	926.923	582	NTNG2		NTNG2	582	1
3_MACS_peak_13972_lociStitched	chr17	74894527	74904132	3	9441	10220.6805	754.953	583	MGAT5B		MGAT5B	583	1
7_MACS_peak_12856_lociStitched	chr17	41787752	41798182	7	9789	9906.414	1361.115	584		MEOX1,SOST	SOST	584	1
2_MACS_peak_11813_lociStitched	chr17	1865576	1875186	2	9606	9793.551	789.942	585	RTN4RL1		RTN4RL1	585	1
3_MACS_peak_8801_lociStitched	chr12	54420685	54429983	3	9090	11166.898	989.3072	586	HOXC6,HOXC5,HOXC4,MIR615	HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC5	586	1
4_MACS_peak_16090_lociStitched	chr19	5770141	5779804	4	9537	10428.3096	1307.4039	587	TMEM146	NRTN,LONP1,PRR22,DUS3L	PRR22	587	1
3_MACS_peak_2122_lociStitched	chr1	16383516	16392885	3	9225	10851.1758	1006.2306	588	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	588	1
5_MACS_peak_32430_lociStitched	chr9	133923449	133933540	5	9570	10197.9646	1226.0565	589	LAMC3	AIF1L	AIF1L	589	1
1_MACS_peak_10224_lociStitched	chr16	1045350	1054019	1	8670	11430.0765	573.8878	590		SOX8,LMF1	SOX8	590	1
3_MACS_peak_3127_lociStitched	chr1	20810138	20819896	3	9532	9790.2014	884.0748	591	CAMK2N1	MUL1	CAMK2N1	591	1
9_MACS_peak_10207_lociStitched	chr16	1020579	1031390	9	9443	9969.9042	897.313	592	LMF1	SOX8	LMF1	592	1
3_MACS_peak_12488_lociStitched	chr17	21313538	21323428	3	9436	10749.441	1671.41	593	KCNJ12,KCNJ18		KCNJ18	593	1
3_MACS_peak_23801_lociStitched	chr22	37458531	37468130	3	9012	11057.0881	1003.0955	594	KCTD17,TMPRSS6	MPST,TST	KCTD17	594	1
5_MACS_peak_16076_lociStitched	chr19	5740274	5750693	5	9606	10013.7009	1471.1628	595	TMEM146	RPL36,LONP1,PRR22,DUS3L	TMEM146	595	1
2_MACS_peak_1751_lociStitched	chr1	10710890	10719750	2	8759	11145.88	643.236	596	CASZ1		CASZ1	596	1
6_MACS_peak_18562_lociStitched	chr19	45349581	45359734	6	8925	11037.3263	937.1219	597	PVRL2	BCAM,TOMM40,APOE	PVRL2	597	1
4_MACS_peak_33957_lociStitched	chr9	139862778	139872311	4	8915	10768.4768	649.1973	598	PTGDS	C8G,LCN12,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3	PTGDS	598	1
4_MACS_peak_24391_lociStitched	chr22	44285277	44294951	4	9554	9377.9756	794.2354	599	PNPLA5	PNPLA3,SULT4A1	PNPLA5	599	1
4_MACS_peak_15312_lociStitched	chr19	761310	770707	4	9068	11080.0027	1344.7107	600	C19orf21	PTBP1,MIR3187	C19orf21	600	1
5_MACS_peak_21144_lociStitched	chr20	56151346	56161221	5	9389	9775.2625	815.675	601		PCK1,ZBP1	PCK1	601	1
7_MACS_peak_16539_lociStitched	chr19	8281236	8291856	7	9450	10176.084	1377.414	602	LASS4		LASS4	602	1
6_MACS_peak_16033_lociStitched	chr19	5486333	5496829	6	9407	10031.0272	1217.536	604		ZNRF4	ZNRF4	604	1
9_MACS_peak_25214_lociStitched	chr22	50479397	50489854	9	9391	9749.0611	916.0332	605	TTLL8	MOV10L1,IL17REL,MLC1	TTLL8	605	1
6_MACS_peak_19684_lociStitched	chr19	55689684	55700051	6	9211	10117.1553	845.9472	606	SYT5,PTPRH	TNNT1,TNNI3,C19orf51,TMEM86B	SYT5	606	1
5_MACS_peak_18443_lociStitched	chr19	42498855	42508455	5	8945	10823.04	950.4	607	GRIK5	RABAC1,ATP1A3	ATP1A3	607	1
5_MACS_peak_13691_lociStitched	chr17	72343498	72353910	5	9231	10132.9584	921.462	608	KIF19,BTBD17	GPR142	BTBD17	608	1
7_MACS_peak_15938_lociStitched	chr19	5259559	5269938	7	9073	10610.4517	1053.4685	609	PTPRS		PTPRS	609	1
3_MACS_peak_10331_lociStitched	chr16	1305247	1314192	3	8135	12106.163	739.7515	610	TPSD1	TPSAB1,UBE2I,TPSG1,TPSB2	TPSD1	610	1
5_MACS_peak_2292_lociStitched	chr1	17440066	17449823	5	9120	10315.1004	969.8458	611	PADI2		PADI2	611	1
3_MACS_peak_14700_lociStitched	chr17	77958759	77968168	3	9090	10277.4507	880.6824	612	TBC1D16	CCDC40	TBC1D16	612	1
8_MACS_peak_6911_lociStitched	chr11	61636245	61646143	8	9213	9961.3472	863.1056	613	FADS3	FADS2,RAB3IL1	FADS3	613	1
3_MACS_peak_22682_lociStitched	chr21	45770700	45780358	3	8922	11064.2048	1383.9914	614	TRPM2	C21orf2	TRPM2	614	1
4_MACS_peak_14617_lociStitched	chr17	77741755	77751495	4	9299	9534.486	880.496	615		ENPP7,CBX2,CBX8	CBX2	615	1
5_MACS_peak_29153_lociStitched	chr7	100312515	100322659	5	9131	9891.4144	823.6928	616	EPO	GNB2,POP7,ZAN,GIGYF1	EPO	616	1
6_MACS_peak_29290_lociStitched	chr7	100762819	100772961	6	9072	10431.047	1249.4944	617	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	617	1
9_MACS_peak_16452_lociStitched	chr19	8086923	8097330	9	9346	9471.4107	1072.9617	618		CCL25,ELAVL1	ELAVL1	618	1
3_MACS_peak_22664_lociStitched	chr21	45667020	45675868	3	8622	11383.8368	1325.4304	619	DNMT3L	AIRE,PFKL,ICOSLG	ICOSLG	619	1
5_MACS_peak_32488_lociStitched	chr9	134680782	134690110	5	8732	10640.4496	823.6624	620			RAPGEF1	620	1
8_MACS_peak_18895_lociStitched	chr19	47967626	47977779	8	9210	9599.6615	926.9689	622	SLC8A2	MEIS3,KPTN,NAPA	SLC8A2	622	1
6_MACS_peak_28017_lociStitched	chr6	32034556	32044210	6	8859	10490.0364	990.5004	623	TNXB		TNXB	623	1
3_MACS_peak_15225_lociStitched	chr19	367171	376536	3	8964	10306.1825	1094.7685	624	THEG	MIER2,C2CD4C	THEG	624	1
3_MACS_peak_23031_lociStitched	chr21	47532195	47541384	3	8861	10447.893	1110.0312	625	COL6A2	FTCD	COL6A2	625	1
6_MACS_peak_26159_lociStitched	chr4	3459755	3469669	6	8864	10109.3058	786.1802	626	DOK7	HGFAC	DOK7	626	1
4_MACS_peak_8443_lociStitched	chr12	3399847	3409224	4	9007	9776.4602	802.6712	627			PRMT8	627	1
11_MACS_peak_33118_lociStitched	chr9	137165906	137176963	11	9041	9667.1351	779.5185	628		RXRA	RXRA	628	1
5_MACS_peak_32201_lociStitched	chr9	132973662	132983083	5	9189	9402.158	894.995	629	NCS1		NCS1	629	1
10_MACS_peak_29749_lociStitched	chr7	155147914	155158424	10	9289	9429.572	1206.548	630			INSIG1	630	1
4_MACS_peak_18580_lociStitched	chr19	45377620	45387343	4	9141	9365.1936	810.8982	631	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	631	1
1_MACS_peak_29469_lociStitched	chr7	102158434	102167047	1	8614	12688.6716	2923.2522	632		SPDYE2,POLR2J,POLR2J3	SPDYE2	632	1
10_MACS_peak_33351_lociStitched	chr9	137771554	137782851	10	8750	10233.9523	793.0494	633	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	633	1
4_MACS_peak_15630_lociStitched	chr19	3312311	3321733	4	9152	9608.5556	1180.5766	634		NFIC	NFIC	634	1
2_MACS_peak_4667_lociStitched	chr1	158145428	158153572	2	8081	12098.7264	1375.5216	635	CD1D	LOC646268	CD1D	635	1
6_MACS_peak_33829_lociStitched	chr9	139014105	139024296	6	8908	10022.8485	1069.0359	637		NACC2,C9orf69	C9orf69	637	1
8_MACS_peak_33030_lociStitched	chr9	136597596	136608273	8	9108	9277.2453	860.5662	638	SARDH		SARDH	638	1
3_MACS_peak_13220_lociStitched	chr17	47582380	47591786	3	8761	10085.1132	915.2038	640	NGFR		NGFR	640	1
5_MACS_peak_22176_lociStitched	chr20	62451800	62461758	5	8950	9651.2936	956.9638	641		C20orf135,TPD52L2,ZBTB46	ZBTB46	641	1
5_MACS_peak_12230_lociStitched	chr17	8012009	8021680	5	8763	10270.602	1129.5728	642	ALOXE3	MIR4314,ALOX12B,HES7,PER1,VAMP2	ALOXE3	642	1
5_MACS_peak_20147_lociStitched	chr2	113389381	113398987	5	8850	10168.9116	1243.977	643		CHCHD5,SLC20A1,FLJ42351	FLJ42351	643	1
11_MACS_peak_33696_lociStitched	chr9	138607321	138618522	11	8971	9342.7541	749.3469	644	KCNT1	SOHLH1	KCNT1	644	1
5_MACS_peak_6096_lociStitched	chr11	1079529	1089215	5	8853	9628.8526	744.8534	645	MUC2	MUC6	MUC2	645	1
1_MACS_peak_29471_lociStitched	chr7	102257360	102265634	1	8275	12796.5684	2751.9324	647		POLR2J3,RASA4,UPK3BL,POLR2J2	RASA4	647	1
7_MACS_peak_32974_lociStitched	chr9	136500987	136510891	7	8969	9129.5072	691.2992	649	DBH		DBH	649	1
8_MACS_peak_14214_lociStitched	chr17	76524589	76534829	8	8959	9287.68	865.28	650	DNAH17		DNAH17	650	1
9_MACS_peak_13005_lociStitched	chr17	43874959	43885586	9	9082	8963.8745	867.1632	651	CRHR1	IMP5	CRHR1	651	1
2_MACS_peak_31870_lociStitched	chr9	126130217	126139043	2	8689	9984.8538	927.6126	652	CRB2	MIR601	CRB2	652	1
5_MACS_peak_6688_lociStitched	chr11	45680269	45689341	5	8569	10016.3952	798.336	653	CHST1		CHST1	653	1
2_MACS_peak_21784_lociStitched	chr20	60795893	60804441	2	8543	10263.5836	991.568	654		GTPBP5,OSBPL2,HRH3	HRH3	654	1
9_MACS_peak_22280_lociStitched	chr20	62869619	62880250	9	8813	9518.9974	887.6885	655	MYT1	PCMTD2	PCMTD2	655	1
7_MACS_peak_24200_lociStitched	chr22	42821447	42831049	7	8932	9259.2086	933.3144	656	NFAM1		NFAM1	656	1
8_MACS_peak_33452_lociStitched	chr9	137994074	138004892	8	8885	9235.3266	790.7958	657	OLFM1	OLFM1	OLFM1	657	1
7_MACS_peak_26185_lociStitched	chr4	3626693	3636683	7	8715	9856.134	1041.957	658		LOC100133461	LOC100133461	658	1
4_MACS_peak_22411_lociStitched	chr21	43103824	43113613	4	8758	10010.2314	1362.6288	659	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	659	1
3_MACS_peak_27159_lociStitched	chr4	8904927	8914159	3	8783	9211.6896	627.776	660		LOC650293,HMX1	HMX1	660	1
4_MACS_peak_2973_lociStitched	chr1	19377264	19386524	4	8714	9509.094	795.434	661			IFFO2	661	1
7_MACS_peak_27006_lociStitched	chr4	8586839	8596715	7	8882	9109.6224	950.0712	663	GPR78,CPZ		CPZ	663	1
7_MACS_peak_12649_lociStitched	chr17	36697815	36707518	7	8720	9173.2162	751.9825	666	SRCIN1		SRCIN1	666	1
5_MACS_peak_21404_lociStitched	chr20	57366958	57376475	5	8774	8923.1392	640.4941	667		GNAS,MIR296,MIR298,GNAS-AS	MIR296	667	1
7_MACS_peak_24023_lociStitched	chr22	39240084	39249385	7	8623	9493.5307	902.197	669		DNAL4,NPTXR,CBX6	NPTXR	669	1
5_MACS_peak_13865_lociStitched	chr17	72942851	72952569	5	8798	8941.5318	822.1428	671	OTOP3,C17orf28	OTOP2,CDR2L,USH1G	OTOP3	671	1
4_MACS_peak_31750_lociStitched	chr9	34584314	34593768	4	8767	9251.6844	1080.5922	672	CNTFR	LOC415056,C9orf23,DCTN3,ARID3C,SIGMAR1	CNTFR	672	1
7_MACS_peak_19114_lociStitched	chr19	49097362	49106899	7	8625	9326.2323	835.4412	673	SULT2B1,FAM83E	SPACA4,SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	673	1
5_MACS_peak_15344_lociStitched	chr19	996170	1005390	5	8520	10203.774	1471.512	674	GRIN3B	WDR18,CNN2,ABCA7,C19orf6	GRIN3B	674	1
2_MACS_peak_24244_lociStitched	chr22	42948379	42956294	2	7618	11460.92	914.974	675	SERHL2	RRP7A,RRP7B	SERHL2	675	1
2_MACS_peak_30777_lociStitched	chr8	58118225	58126617	2	8320	12478.0648	3314.84	676			C8orf71	676	1
7_MACS_peak_26489_lociStitched	chr4	7144391	7154683	7	8659	9260.7416	896.4332	677		SORCS2,FLJ36777	FLJ36777	677	1
3_MACS_peak_31364_lociStitched	chr8	143678159	143686859	3	8549	9168.93	555.93	678		ARC	ARC	678	1
5_MACS_peak_33130_lociStitched	chr9	137180827	137190348	5	8716	8885.9493	767.3926	680		RXRA	RXRA	680	1
4_MACS_peak_31550_lociStitched	chr8	144477441	144486710	4	8547	9287.538	769.327	681		RHPN1,C8orf51,MAFA	MAFA	681	1
3_MACS_peak_1270_lociStitched	chr1	6307367	6316359	3	8607	9043.2544	754.4288	682	GPR153	RNF207,HES3,RPL22,ICMT	HES3	682	1
3_MACS_peak_15744_lociStitched	chr19	3844150	3852770	3	8293	10319.864	1319.722	683	ZFR2	ATCAY,MATK	ZFR2	683	1
7_MACS_peak_1518_lociStitched	chr1	7615786	7625626	7	8628	9003.6	848.208	685	CAMTA1		VAMP3	685	1
10_MACS_peak_19142_lociStitched	chr19	49179759	49189279	10	8559	9230.592	925.344	686	SEC1	FUT2,DBP,CA11,NTN5,MAMSTR	NTN5	686	1
4_MACS_peak_22422_lociStitched	chr21	43141991	43151130	4	8083	10356.3148	1023.568	687		NCRNA00111,NCRNA00112,C21orf129,RIPK4	NCRNA00112	687	1
5_MACS_peak_1172_lociStitched	chr1	5810242	5819178	5	8561	8869.8736	684.4976	689			NPHP4	689	1
3_MACS_peak_27976_lociStitched	chr6	30858248	30867323	3	8586	8848.125	756.855	690	DDR1	GTF2H4,VARS2,DPCR1,SFTA2	DDR1	690	1
10_MACS_peak_14703_lociStitched	chr17	77969398	77978954	10	8565	8852.6784	745.368	692	TBC1D16	CCDC40	TBC1D16	692	1
6_MACS_peak_10136_lociStitched	chr16	876901	886215	6	7964	10293.8328	848.5054	693		CHTF18,PRR25,MSLNL,RPUSD1,GNG13	PRR25	693	1
4_MACS_peak_17595_lociStitched	chr19	18708846	18717222	4	8132	9840.9624	766.404	695	CRLF1	C19orf50,UBA52,C19orf60,TMEM59L,KLHL26	CRLF1	695	1
9_MACS_peak_14365_lociStitched	chr17	77227926	77238123	9	8456	9171.1818	849.4101	696	RBFOX3		ENGASE	696	1
3_MACS_peak_390_lociStitched	chr1	2420768	2429529	3	8299	9335.7216	685.1102	698	PLCH2	PANK4,HES5	PLCH2	698	1
2_MACS_peak_23150_lociStitched	chr22	19710058	19718141	2	8084	9571.0803	499.5294	699	SEPT5-GP1BB,SEPT5,GP1BB	TBX1	GP1BB	699	1
2_MACS_peak_14917_lociStitched	chr17	79151111	79159512	2	7922	10215.616	809.0163	700	LOC388428	MIR1250,AATK,AZI1	AATK	700	1
5_MACS_peak_19513_lociStitched	chr19	54753816	54762669	5	8474	8752.9611	596.6922	701	LILRB5	RPS9,LILRB3,LILRA6,LILRB2,LILRA3	LILRB5	701	1
2_MACS_peak_15978_lociStitched	chr19	5324577	5332985	2	8350	9667.5184	1217.4784	702	PTPRS		PTPRS	702	1
3_MACS_peak_28718_lociStitched	chr7	2661561	2670437	3	8174	9736.972	884.9372	703		TTYH3,AMZ1	TTYH3	703	1
3_MACS_peak_33778_lociStitched	chr9	138906077	138914522	3	8416	8900.1855	659.5545	704	NACC2		UBAC1	704	1
1_MACS_peak_28708_lociStitched	chr7	2559817	2567424	1	7608	10460.3857	674.7409	708	LFNG	IQCE,C7orf27	LFNG	708	1
5_MACS_peak_20836_lociStitched	chr20	37351293	37360284	5	8148	9667.1232	1058.2407	709	SLC32A1	ACTR5	SLC32A1	709	1
5_MACS_peak_10420_lociStitched	chr16	2345357	2354605	5	8000	9827.8496	890.5824	710	ABCA3	MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	710	1
3_MACS_peak_4601_lociStitched	chr1	156670937	156678751	3	7343	11352.9606	1182.2582	711	CRABP2	C1orf66,NES,ISG20L2,MRPL24,HDGF	CRABP2	711	1
2_MACS_peak_4621_lociStitched	chr1	156843345	156851820	2	8146	9542.0025	1031.4075	713	NTRK1	PEAR1,C1orf92,INSRR	PEAR1	713	1
2_MACS_peak_15850_lociStitched	chr19	4544923	4553140	2	8070	9714.1374	1075.6053	718	SEMA6B	PLIN4,PLIN5,LRG1	LRG1	718	1
1_MACS_peak_4979_lociStitched	chr1	234912040	234919278	1	7239	12920.5538	2670.0982	719			NCRNA00184	719	1
7_MACS_peak_16947_lociStitched	chr19	13974381	13983914	7	8234	9085.9023	860.8299	720		MIR181C,MIR181D,NANOS3,CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	720	1
2_MACS_peak_13333_lociStitched	chr17	48608502	48616430	2	7796	9772.0528	587.4648	721	MYCBPAP,EPN3	SPATA20,CACNA1G	EPN3	721	1
3_MACS_peak_10086_lociStitched	chr16	319344	327913	3	8003	9461.8898	776.3514	723	RGS11	ITFG3,ARHGDIG,PDIA2,LUC7L	RGS11	723	1
6_MACS_peak_33951_lociStitched	chr9	139852271	139861239	6	8048	9410.1224	919.22	728		C8G,LCN12,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	728	1
4_MACS_peak_12105_lociStitched	chr17	7315979	7324090	4	7829	9659.3899	703.2237	729	NLGN2,SPEM1	TNK1,C17orf74,TMEM102,FGF11,CHRNB1,PLSCR3,C17orf61	SPEM1	729	1
2_MACS_peak_8090_lociStitched	chr11	118021336	118029182	2	7782	9980.8966	942.3046	731	SCN4B	SCN4B,SCN2B	SCN4B	731	1
5_MACS_peak_28457_lociStitched	chr7	964123	973152	5	8067	9165.3379	770.1737	733	ADAP1	GET4,CYP2W1,COX19	ADAP1	733	1
3_MACS_peak_4705_lociStitched	chr1	180199443	180206609	3	7000	11482.7984	1043.3696	734	LHX4	FLJ23867	LHX4	734	1
2_MACS_peak_233_lociStitched	chr1	1950949	1959384	2	8042	9052.442	625.877	736	GABRD	PRKCZ,KIAA1751	GABRD	736	1
3_MACS_peak_32418_lociStitched	chr9	133883502	133891772	3	8025	9093.692	668.216	739	LAMC3		LAMC3	739	1
