REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
1_MACS_peak_25262_lociStitched	chr22	50583963	50584313	1	351	181.405	12.81
1_MACS_peak_25603_lociStitched	chr3	49904371	49904721	1	351	224.84	17.92
1_MACS_peak_26066_lociStitched	chr4	1105218	1105568	1	351	221.48000000000002	21.979999999999997
1_MACS_peak_29992_lociStitched	chr7	157289211	157289561	1	351	221.865	23.765
1_MACS_peak_31328_lociStitched	chr8	143621411	143621761	1	351	219.94	14.07
1_MACS_peak_34084_lociStitched	chr9	140434549	140434899	1	351	282.485	32.06
1_MACS_peak_2038_lociStitched	chr1	11780652	11781001	1	350	259.9352	27.501199999999997
1_MACS_peak_3131_lociStitched	chr1	20850624	20850973	1	350	225.59359999999998	18.2527
1_MACS_peak_3947_lociStitched	chr1	30751009	30751358	1	350	298.8836	43.0317
1_MACS_peak_3967_lociStitched	chr1	30839902	30840251	1	350	220.81230000000002	21.1145
1_MACS_peak_5671_lociStitched	chr10	130085814	130086163	1	350	201.5824	10.6794
1_MACS_peak_8651_lociStitched	chr12	52746359	52746708	1	350	184.79549999999998	6.700799999999999
1_MACS_peak_10877_lociStitched	chr16	31366125	31366474	1	350	191.60100000000003	35.423500000000004
1_MACS_peak_11531_lociStitched	chr17	233772	234121	1	350	229.5373	41.8102
1_MACS_peak_12179_lociStitched	chr17	7716922	7717271	1	350	232.36419999999998	23.034000000000002
1_MACS_peak_13051_lociStitched	chr17	44987964	44988313	1	350	171.2892	32.875800000000005
1_MACS_peak_16248_lociStitched	chr19	6700902	6701251	1	350	219.9398	40.5887
1_MACS_peak_17072_lociStitched	chr19	14482228	14482577	1	350	200.04680000000002	42.4733
1_MACS_peak_17452_lociStitched	chr19	18017692	18018041	1	350	211.66850000000002	51.337900000000005
1_MACS_peak_18085_lociStitched	chr19	38917415	38917764	1	350	202.76899999999998	32.875800000000005
1_MACS_peak_19520_lociStitched	chr19	54777137	54777486	1	350	233.41119999999998	6.6659
1_MACS_peak_19555_lociStitched	chr19	54935526	54935875	1	350	197.2897	33.4342
1_MACS_peak_20344_lociStitched	chr2	220172373	220172722	1	350	176.8383	48.476099999999995
1_MACS_peak_21438_lociStitched	chr20	57747079	57747428	1	350	204.61870000000002	20.3118
1_MACS_peak_26092_lociStitched	chr4	1556528	1556877	1	350	256.5499	20.5561
1_MACS_peak_27767_lociStitched	chr5	177703254	177703603	1	350	204.165	36.994
1_MACS_peak_28782_lociStitched	chr7	4867618	4867967	1	350	231.5964	6.1424
1_MACS_peak_31161_lociStitched	chr8	143069843	143070192	1	350	257.3177	35.5631
1_MACS_peak_2064_lociStitched	chr1	11950240	11950588	1	349	259.2948	29.5104
1_MACS_peak_3864_lociStitched	chr1	30281284	30281632	1	349	203.8584	22.5156
1_MACS_peak_5174_lociStitched	chr10	71606487	71606835	1	349	200.6916	17.6436
1_MACS_peak_6252_lociStitched	chr11	1621435	1621783	1	349	216.17759999999998	20.9496
1_MACS_peak_6748_lociStitched	chr11	47931476	47931824	1	349	176.1576	54.9144
1_MACS_peak_7993_lociStitched	chr11	102436475	102436823	1	349	198.42960000000002	29.927999999999997
1_MACS_peak_8190_lociStitched	chr11	119904123	119904471	1	349	201.42239999999998	13.0152
1_MACS_peak_9138_lociStitched	chr13	114078637	114078985	1	349	209.2872	57.8724
1_MACS_peak_9442_lociStitched	chr14	106200698	106201046	1	349	199.2996	10.44
1_MACS_peak_9542_lociStitched	chr15	44074676	44075024	1	349	241.5816	39.5328
1_MACS_peak_19326_lociStitched	chr19	50142670	50143018	1	349	227.0352	48.998400000000004
1_MACS_peak_19969_lociStitched	chr2	26851030	26851378	1	349	163.3164	30.798
1_MACS_peak_20152_lociStitched	chr2	114035071	114035419	1	349	165.7524	11.9712
1_MACS_peak_25957_lociStitched	chr3	184405401	184405749	1	349	185.7624	25.4388
1_MACS_peak_26173_lociStitched	chr4	3550756	3551104	1	349	236.95319999999998	25.6824
1_MACS_peak_28476_lociStitched	chr7	1213041	1213389	1	349	209.60039999999998	17.991600000000002
1_MACS_peak_32461_lociStitched	chr9	134157246	134157594	1	349	242.34720000000002	37.2708
1_MACS_peak_3279_lociStitched	chr1	22531434	22531781	1	348	217.569	11.4857
1_MACS_peak_3870_lociStitched	chr1	30326901	30327248	1	348	174.541	16.7254
1_MACS_peak_4306_lociStitched	chr1	37594144	37594491	1	348	222.73930000000001	23.491899999999998
1_MACS_peak_5112_lociStitched	chr10	71237413	71237760	1	348	220.2409	25.296300000000002
1_MACS_peak_5291_lociStitched	chr10	73244199	73244546	1	348	204.20950000000002	38.2741
1_MACS_peak_5591_lociStitched	chr10	126135451	126135798	1	348	208.894	13.741200000000001
1_MACS_peak_6089_lociStitched	chr11	1062261	1062608	1	348	224.2661	35.9492
1_MACS_peak_7476_lociStitched	chr11	69568263	69568610	1	348	191.2664	4.0946
1_MACS_peak_7821_lociStitched	chr11	70906067	70906414	1	348	177.4905	7.5645999999999995
1_MACS_peak_8591_lociStitched	chr12	52532170	52532517	1	348	198.48399999999998	29.009199999999996
1_MACS_peak_9199_lociStitched	chr14	101140033	101140380	1	348	214.48069999999998	25.469800000000003
1_MACS_peak_9293_lociStitched	chr14	105105896	105106243	1	348	159.6894	7.5645999999999995
1_MACS_peak_11046_lociStitched	chr16	85131730	85132077	1	348	203.2032	26.3026
1_MACS_peak_12577_lociStitched	chr17	32967014	32967361	1	348	195.1875	24.983999999999998
1_MACS_peak_13479_lociStitched	chr17	62027590	62027937	1	348	206.7773	7.3564
1_MACS_peak_13843_lociStitched	chr17	72898253	72898600	1	348	173.1183	55.2771
1_MACS_peak_16172_lociStitched	chr19	6106998	6107345	1	348	220.0327	13.914699999999998
1_MACS_peak_17113_lociStitched	chr19	14959239	14959586	1	348	265.7326	21.9998
1_MACS_peak_17551_lociStitched	chr19	18362763	18363110	1	348	232.2124	33.4855
1_MACS_peak_19483_lociStitched	chr19	51316083	51316430	1	348	241.3732	26.1985
1_MACS_peak_19499_lociStitched	chr19	54496463	54496810	1	348	216.5627	15.9967
1_MACS_peak_21066_lociStitched	chr20	48991187	48991534	1	348	188.2822	16.343700000000002
1_MACS_peak_24834_lociStitched	chr22	45502987	45503334	1	348	259.556	29.043899999999997
1_MACS_peak_24847_lociStitched	chr22	45864105	45864452	1	348	258.1333	44.763
1_MACS_peak_25947_lociStitched	chr3	184313557	184313904	1	348	226.5216	38.2394
1_MACS_peak_29623_lociStitched	chr7	151133286	151133633	1	348	226.07049999999998	28.662200000000002
1_MACS_peak_30014_lociStitched	chr7	157359392	157359739	1	348	184.67340000000002	23.387800000000002
1_MACS_peak_30971_lociStitched	chr8	142503917	142504264	1	348	261.1522	39.8009
1_MACS_peak_30984_lociStitched	chr8	142537075	142537422	1	348	223.4333	10.41
1_MACS_peak_31268_lociStitched	chr8	143522907	143523254	1	348	208.5123	15.9967
1_MACS_peak_31536_lociStitched	chr8	144320622	144320969	1	348	239.36059999999998	6.454199999999999
1_MACS_peak_32796_lociStitched	chr9	136093654	136094001	1	348	235.50889999999998	31.6464
1_MACS_peak_217_lociStitched	chr1	1925383	1925729	1	347	155.9768	7.5082
1_MACS_peak_1031_lociStitched	chr1	4662213	4662559	1	347	187.013	4.6364
1_MACS_peak_2732_lociStitched	chr1	18614024	18614370	1	347	202.41	13.2518
1_MACS_peak_4163_lociStitched	chr1	35261594	35261940	1	347	204.4514	33.216
1_MACS_peak_5980_lociStitched	chr11	296126	296472	1	347	166.3914	5.224600000000001
1_MACS_peak_6367_lociStitched	chr11	1861623	1861969	1	347	180.85420000000002	20.241
1_MACS_peak_7824_lociStitched	chr11	70909850	70910196	1	347	240.3662	34.081
1_MACS_peak_8499_lociStitched	chr12	49300411	49300757	1	347	257.8392	25.8462
1_MACS_peak_9790_lociStitched	chr15	75988853	75989199	1	347	270.5374	32.87
1_MACS_peak_12748_lociStitched	chr17	39745606	39745952	1	347	203.0328	19.1684
1_MACS_peak_13143_lociStitched	chr17	47065363	47065709	1	347	231.5778	4.4634
1_MACS_peak_13534_lociStitched	chr17	71518642	71518988	1	347	189.98860000000002	29.9982
1_MACS_peak_15519_lociStitched	chr19	3053539	3053885	1	347	185.4906	9.5842
1_MACS_peak_16927_lociStitched	chr19	13625892	13626238	1	347	241.9924	25.742399999999996
1_MACS_peak_16928_lociStitched	chr19	13703078	13703424	1	347	234.2766	18.718600000000002
1_MACS_peak_17295_lociStitched	chr19	17400737	17401083	1	347	217.2534	36.1916
1_MACS_peak_18084_lociStitched	chr19	38912884	38913230	1	347	286.52259999999995	16.9194
1_MACS_peak_22968_lociStitched	chr21	47347843	47348189	1	347	222.4088	14.532
1_MACS_peak_25027_lociStitched	chr22	46807359	46807705	1	347	197.94660000000002	13.424800000000001
1_MACS_peak_25052_lociStitched	chr22	46934281	46934627	1	347	188.4662	26.0192
1_MACS_peak_25996_lociStitched	chr3	195373574	195373920	1	347	219.57160000000002	65.394
1_MACS_peak_26721_lociStitched	chr4	7600050	7600396	1	347	236.49099999999999	34.1156
1_MACS_peak_27210_lociStitched	chr4	48039586	48039932	1	347	208.5342	46.8138
1_MACS_peak_27345_lociStitched	chr5	1152539	1152885	1	347	281.0904	27.3686
1_MACS_peak_28604_lociStitched	chr7	1551803	1552149	1	347	185.629	42.2812
1_MACS_peak_29403_lociStitched	chr7	101065786	101066132	1	347	207.6692	28.6834
1_MACS_peak_30028_lociStitched	chr7	157383739	157384085	1	347	261.2646	45.810399999999994
1_MACS_peak_33224_lociStitched	chr9	137512753	137513099	1	347	178.3284	5.8473999999999995
1_MACS_peak_1090_lociStitched	chr1	5369276	5369621	1	346	252.195	25.5645
1_MACS_peak_1635_lociStitched	chr1	8312678	8313023	1	346	194.0625	11.6955
1_MACS_peak_2509_lociStitched	chr1	17912077	17912422	1	346	228.6315	33.0165
1_MACS_peak_3564_lociStitched	chr1	23150286	23150631	1	346	215.28	19.389
1_MACS_peak_3933_lociStitched	chr1	30705982	30706327	1	346	187.23149999999998	32.9475
1_MACS_peak_4377_lociStitched	chr1	44972021	44972366	1	346	201.273	31.257
1_MACS_peak_8247_lociStitched	chr11	134233925	134234270	1	346	180.05550000000002	29.0835
1_MACS_peak_11007_lociStitched	chr16	75256946	75257291	1	346	215.10750000000002	11.591999999999999
1_MACS_peak_14405_lociStitched	chr17	77307674	77308019	1	346	200.583	20.7345
1_MACS_peak_16638_lociStitched	chr19	9994172	9994517	1	346	151.731	20.0445
1_MACS_peak_17428_lociStitched	chr19	17927423	17927768	1	346	197.547	12.4545
1_MACS_peak_20708_lociStitched	chr20	30672424	30672769	1	346	185.12699999999998	31.498500000000003
1_MACS_peak_20863_lociStitched	chr20	43386307	43386652	1	346	213.8655	17.802
1_MACS_peak_21279_lociStitched	chr20	56762185	56762530	1	346	278.2425	18.5955
1_MACS_peak_23407_lociStitched	chr22	23849044	23849389	1	346	251.2635	10.832999999999998
1_MACS_peak_24287_lociStitched	chr22	43671387	43671732	1	346	188.8185	8.073
1_MACS_peak_29007_lociStitched	chr7	73454253	73454598	1	346	188.715	65.964
1_MACS_peak_29379_lociStitched	chr7	101000831	101001176	1	346	203.5155	21.7695
1_MACS_peak_30375_lociStitched	chr8	1840749	1841094	1	346	234.18599999999998	43.194
1_MACS_peak_31707_lociStitched	chr8	146022289	146022634	1	346	208.4145	29.7045
1_MACS_peak_2888_lociStitched	chr1	19067213	19067557	1	345	168.11280000000002	10.526399999999999
1_MACS_peak_3960_lociStitched	chr1	30805301	30805645	1	345	232.544	13.037600000000001
1_MACS_peak_7169_lociStitched	chr11	65560036	65560380	1	345	198.14399999999998	32.3016
1_MACS_peak_9561_lociStitched	chr15	65042161	65042505	1	345	223.3592	0.0
1_MACS_peak_10853_lociStitched	chr16	31019870	31020214	1	345	185.76000000000002	22.6696
1_MACS_peak_11310_lociStitched	chr16	88260773	88261117	1	345	242.3824	5.9168
1_MACS_peak_13093_lociStitched	chr17	45962238	45962582	1	345	208.7048	29.1368
1_MACS_peak_13109_lociStitched	chr17	46723487	46723831	1	345	188.0992	22.2912
1_MACS_peak_16668_lociStitched	chr19	10071241	10071585	1	345	233.4384	36.635999999999996
1_MACS_peak_16705_lociStitched	chr19	10180105	10180449	1	345	213.1424	25.352800000000002
1_MACS_peak_17114_lociStitched	chr19	14984641	14984985	1	345	151.9104	48.504
1_MACS_peak_18730_lociStitched	chr19	46790549	46790893	1	345	260.9928	29.5152
1_MACS_peak_19615_lociStitched	chr19	55264158	55264502	1	345	218.16479999999999	47.059200000000004
1_MACS_peak_21554_lociStitched	chr20	59677239	59677583	1	345	216.5136	34.8128
1_MACS_peak_24224_lociStitched	chr22	42889415	42889759	1	345	261.4056	36.1544
1_MACS_peak_24253_lociStitched	chr22	43120011	43120355	1	345	179.46480000000003	37.9432
1_MACS_peak_26336_lociStitched	chr4	4226443	4226787	1	345	218.2336	12.280800000000001
1_MACS_peak_27778_lociStitched	chr5	177851047	177851391	1	345	250.91360000000003	23.6328
1_MACS_peak_28533_lociStitched	chr7	1311669	1312013	1	345	126.076	24.2864
1_MACS_peak_29803_lociStitched	chr7	155280155	155280499	1	345	194.66959999999997	30.9256
1_MACS_peak_32707_lociStitched	chr9	135673368	135673712	1	345	206.228	10.0104
1_MACS_peak_33939_lociStitched	chr9	139662990	139663334	1	345	226.66160000000002	19.8144
1_MACS_peak_2331_lociStitched	chr1	17529509	17529852	1	344	239.31109999999998	21.1631
1_MACS_peak_2758_lociStitched	chr1	18796824	18797167	1	344	242.844	8.232
1_MACS_peak_3204_lociStitched	chr1	21851579	21851922	1	344	151.4688	22.295
1_MACS_peak_7894_lociStitched	chr11	71254960	71255303	1	344	232.9999	25.9651
1_MACS_peak_8704_lociStitched	chr12	53051102	53051445	1	344	219.4514	9.741200000000001
1_MACS_peak_9159_lociStitched	chr14	24802138	24802481	1	344	193.48630000000003	29.2922
1_MACS_peak_11904_lociStitched	chr17	4350385	4350728	1	344	240.1	21.9177
1_MACS_peak_14507_lociStitched	chr17	77504938	77505281	1	344	163.268	13.857199999999999
1_MACS_peak_15069_lociStitched	chr17	81038105	81038448	1	344	242.91260000000003	21.6776
1_MACS_peak_18718_lociStitched	chr19	46729611	46729954	1	344	160.4554	15.091999999999999
1_MACS_peak_18742_lociStitched	chr19	46835089	46835432	1	344	202.57580000000002	24.7989
1_MACS_peak_19014_lociStitched	chr19	48533334	48533677	1	344	179.3204	8.163400000000001
1_MACS_peak_19282_lociStitched	chr19	49900101	49900444	1	344	201.5468	11.4219
1_MACS_peak_19705_lociStitched	chr19	55848157	55848500	1	344	265.9279	55.463100000000004
1_MACS_peak_20156_lociStitched	chr2	114332648	114332991	1	344	142.72230000000002	35.500499999999995
1_MACS_peak_21234_lociStitched	chr20	56583645	56583988	1	344	198.3912	28.0917
1_MACS_peak_21543_lociStitched	chr20	58247586	58247929	1	344	233.6173	18.6592
1_MACS_peak_27863_lociStitched	chr5	180459614	180459957	1	344	193.9322	36.323699999999995
1_MACS_peak_29243_lociStitched	chr7	100606371	100606714	1	344	173.901	24.01
1_MACS_peak_30436_lociStitched	chr8	1944168	1944511	1	344	267.3342	38.3131
1_MACS_peak_31183_lociStitched	chr8	143171190	143171533	1	344	111.6808	24.2844
1_MACS_peak_31785_lociStitched	chr9	46114288	46114631	1	344	162.8907	22.192099999999996
1_MACS_peak_32218_lociStitched	chr9	133007761	133008104	1	344	220.9949	23.495500000000003
1_MACS_peak_34164_lociStitched	chrX	9759872	9760215	1	344	5217.4758999999995	9.741200000000001
1_MACS_peak_401_lociStitched	chr1	2470028	2470370	1	343	275.0706	6.498
1_MACS_peak_3778_lociStitched	chr1	29742767	29743109	1	343	225.207	23.256
1_MACS_peak_4157_lociStitched	chr1	35227553	35227895	1	343	195.89759999999998	28.6596
1_MACS_peak_4316_lociStitched	chr1	37759829	37760171	1	343	265.8366	19.2888
1_MACS_peak_5427_lociStitched	chr10	102385483	102385825	1	343	218.67479999999998	28.249200000000002
1_MACS_peak_7761_lociStitched	chr11	70634969	70635311	1	343	225.7884	25.136999999999997
1_MACS_peak_7859_lociStitched	chr11	71039569	71039911	1	343	219.8376	15.903
1_MACS_peak_8255_lociStitched	chr11	134403787	134404129	1	343	190.9386	24.5898
1_MACS_peak_8968_lociStitched	chr13	111766579	111766921	1	343	197.2656	45.5886
1_MACS_peak_10085_lociStitched	chr16	318167	318509	1	343	199.52280000000002	4.1724000000000006
1_MACS_peak_16027_lociStitched	chr19	5472162	5472504	1	343	187.0398	24.8634
1_MACS_peak_17413_lociStitched	chr19	17818043	17818385	1	343	184.509	5.5404
1_MACS_peak_17722_lociStitched	chr19	32801872	32802214	1	343	222.7788	15.629399999999999
1_MACS_peak_21111_lociStitched	chr20	55673088	55673430	1	343	214.67340000000002	15.9714
1_MACS_peak_22932_lociStitched	chr21	46972593	46972935	1	343	207.4572	15.6636
1_MACS_peak_24280_lociStitched	chr22	43629663	43630005	1	343	186.0822	9.5076
1_MACS_peak_27317_lociStitched	chr5	517946	518288	1	343	214.7418	34.713
1_MACS_peak_27631_lociStitched	chr5	176114373	176114715	1	343	191.7936	31.224600000000002
1_MACS_peak_29687_lociStitched	chr7	154625131	154625473	1	343	162.6552	40.014
1_MACS_peak_30340_lociStitched	chr8	1692183	1692525	1	343	218.2986	59.439600000000006
1_MACS_peak_30702_lociStitched	chr8	22531996	22532338	1	343	193.53779999999998	12.3462
1_MACS_peak_31154_lociStitched	chr8	143039664	143040006	1	343	212.9634	7.5582
1_MACS_peak_31433_lociStitched	chr8	143909802	143910144	1	343	208.6542	4.5828
1_MACS_peak_1036_lociStitched	chr1	4689270	4689611	1	342	257.114	34.6456
1_MACS_peak_2821_lociStitched	chr1	18978777	18979118	1	342	215.6143	28.0643
1_MACS_peak_3988_lociStitched	chr1	30887040	30887381	1	342	218.2059	42.4545
1_MACS_peak_4258_lociStitched	chr1	37335441	37335782	1	342	250.46450000000002	20.6646
1_MACS_peak_4442_lociStitched	chr1	110009139	110009480	1	342	180.25259999999997	7.5361
1_MACS_peak_6515_lociStitched	chr11	2305283	2305624	1	342	184.10590000000002	20.0508
1_MACS_peak_8094_lociStitched	chr11	118033364	118033705	1	342	206.06629999999998	30.4172
1_MACS_peak_8717_lociStitched	chr12	53201920	53202261	1	342	227.4129	22.506
1_MACS_peak_9839_lociStitched	chr15	77968136	77968477	1	342	217.3875	19.7439
1_MACS_peak_10301_lociStitched	chr16	1246049	1246390	1	342	207.0211	42.3181
1_MACS_peak_10817_lociStitched	chr16	29345038	29345379	1	342	194.5405	29.1214
1_MACS_peak_11488_lociStitched	chr17	108916	109257	1	342	229.8681	18.8914
1_MACS_peak_11952_lociStitched	chr17	6324459	6324800	1	342	242.24640000000002	29.5647
1_MACS_peak_13668_lociStitched	chr17	72297987	72298328	1	342	213.6024	25.7796
1_MACS_peak_14031_lociStitched	chr17	75778266	75778607	1	342	218.7174	11.355300000000002
1_MACS_peak_16769_lociStitched	chr19	11414257	11414598	1	342	209.10119999999998	16.9818
1_MACS_peak_17637_lociStitched	chr19	19320585	19320926	1	342	189.8006	36.9644
1_MACS_peak_20333_lociStitched	chr2	219902621	219902962	1	342	227.447	13.6741
1_MACS_peak_23487_lociStitched	chr22	25677603	25677944	1	342	224.9918	15.6178
1_MACS_peak_24439_lociStitched	chr22	44656192	44656533	1	342	180.5254	23.767699999999998
1_MACS_peak_26775_lociStitched	chr4	7776249	7776590	1	342	185.6063	34.5433
1_MACS_peak_26806_lociStitched	chr4	7926052	7926393	1	342	179.19549999999998	25.1658
1_MACS_peak_28127_lociStitched	chr6	33883060	33883401	1	342	230.5842	18.3117
1_MACS_peak_28414_lociStitched	chr6	158245201	158245542	1	342	167.8061	36.282399999999996
1_MACS_peak_28679_lociStitched	chr7	2499841	2500182	1	342	221.41129999999998	19.2665
1_MACS_peak_186_lociStitched	chr1	1863690	1864030	1	341	180.20000000000002	21.488000000000003
1_MACS_peak_1442_lociStitched	chr1	7416973	7417313	1	341	170.748	31.586
1_MACS_peak_2501_lociStitched	chr1	17902132	17902472	1	341	191.31799999999998	23.630000000000003
1_MACS_peak_4392_lociStitched	chr1	46991385	46991725	1	341	255.44199999999998	15.164
1_MACS_peak_7721_lociStitched	chr11	70425343	70425683	1	341	261.96999999999997	6.8
1_MACS_peak_9567_lociStitched	chr15	65627466	65627806	1	341	237.286	45.083999999999996
1_MACS_peak_11123_lociStitched	chr16	85401061	85401401	1	341	285.566	6.936000000000001
1_MACS_peak_11180_lociStitched	chr16	86028089	86028429	1	341	151.096	0.0
1_MACS_peak_12290_lociStitched	chr17	15166051	15166391	1	341	231.84599999999998	11.968
1_MACS_peak_15150_lociStitched	chr18	56426129	56426469	1	341	204.51000000000002	20.977999999999998
1_MACS_peak_18277_lociStitched	chr19	41534415	41534755	1	341	220.728	22.44
1_MACS_peak_20482_lociStitched	chr2	241680837	241681177	1	341	189.38000000000002	28.118
1_MACS_peak_23553_lociStitched	chr22	28016202	28016542	1	341	221.27200000000002	13.022
1_MACS_peak_25318_lociStitched	chr3	9956854	9957194	1	341	265.404	32.028
1_MACS_peak_28932_lociStitched	chr7	45613401	45613741	1	341	260.236	25.568
1_MACS_peak_30456_lociStitched	chr8	2585327	2585667	1	341	224.29799999999997	7.854
1_MACS_peak_2197_lociStitched	chr1	16827647	16827986	1	340	175.87320000000003	38.679899999999996
1_MACS_peak_5709_lociStitched	chr10	134235530	134235869	1	340	190.7553	15.8652
1_MACS_peak_7682_lociStitched	chr11	70324903	70325242	1	340	256.8603	17.3229
1_MACS_peak_9220_lociStitched	chr14	101830873	101831212	1	340	173.46630000000002	10.3056
1_MACS_peak_15156_lociStitched	chr18	76281078	76281417	1	340	162.34709999999998	11.9328
1_MACS_peak_16268_lociStitched	chr19	6932544	6932883	1	340	232.45229999999998	27.798000000000002
1_MACS_peak_17740_lociStitched	chr19	33721571	33721910	1	340	184.1787	21.5265
1_MACS_peak_18166_lociStitched	chr19	39717725	39718064	1	340	202.2135	13.3905
1_MACS_peak_18740_lociStitched	chr19	46823678	46824017	1	340	189.501	16.0686
1_MACS_peak_19574_lociStitched	chr19	55001475	55001814	1	340	198.4506	3.4917000000000002
1_MACS_peak_20282_lociStitched	chr2	206547223	206547562	1	340	181.09380000000002	17.1534
1_MACS_peak_20514_lociStitched	chr2	242489670	242490009	1	340	133.227	0.0
1_MACS_peak_20541_lociStitched	chr20	552865	553204	1	340	254.8941	6.6105
1_MACS_peak_20597_lociStitched	chr20	3650179	3650518	1	340	168.55079999999998	34.8831
1_MACS_peak_20770_lociStitched	chr20	33882232	33882571	1	340	255.87720000000002	40.5105
1_MACS_peak_21095_lociStitched	chr20	49224681	49225020	1	340	219.36690000000002	11.7294
1_MACS_peak_22231_lociStitched	chr20	62778660	62778999	1	340	263.8437	15.2889
1_MACS_peak_23477_lociStitched	chr22	25493125	25493464	1	340	210.0783	21.390900000000002
1_MACS_peak_25635_lociStitched	chr3	50218208	50218547	1	340	147.6684	1.6611
1_MACS_peak_25749_lociStitched	chr3	50531353	50531692	1	340	271.6068	43.0869
1_MACS_peak_27085_lociStitched	chr4	8745967	8746306	1	340	191.53499999999997	7.5597
1_MACS_peak_28391_lociStitched	chr6	150267425	150267764	1	340	216.0447	7.5597
1_MACS_peak_29370_lociStitched	chr7	100985983	100986322	1	340	203.6373	0.0
1_MACS_peak_30674_lociStitched	chr8	21913840	21914179	1	340	198.4845	11.4243
1_MACS_peak_31420_lociStitched	chr8	143871475	143871814	1	340	108.9885	16.4415
1_MACS_peak_34136_lociStitched	chr9	140993545	140993884	1	340	185.4669	26.035199999999996
1_MACS_peak_34263_lociStitched	chrX	152939548	152939887	1	340	176.3817	26.035199999999996
1_MACS_peak_34281_lociStitched	chrX	153097084	153097423	1	340	208.58669999999998	26.7471
1_MACS_peak_534_lociStitched	chr1	2811617	2811955	1	339	230.14419999999998	38.3292
1_MACS_peak_606_lociStitched	chr1	2961866	2962204	1	339	214.5624	42.4866
1_MACS_peak_916_lociStitched	chr1	3995522	3995860	1	339	157.6432	25.958399999999997
1_MACS_peak_7469_lociStitched	chr11	69549496	69549834	1	339	209.1206	12.573599999999999
1_MACS_peak_7677_lociStitched	chr11	70312377	70312715	1	339	207.194	26.2964
1_MACS_peak_9268_lociStitched	chr14	104824763	104825101	1	339	175.8952	13.9594
1_MACS_peak_11914_lociStitched	chr17	4396347	4396685	1	339	192.62619999999998	39.5122
1_MACS_peak_11941_lociStitched	chr17	5028387	5028725	1	339	180.2892	70.8448
1_MACS_peak_12014_lociStitched	chr17	6979584	6979922	1	339	182.89180000000002	7.3684
1_MACS_peak_17262_lociStitched	chr19	17103710	17104048	1	339	199.3186	22.037599999999998
1_MACS_peak_17388_lociStitched	chr19	17769007	17769345	1	339	177.8556	20.415200000000002
1_MACS_peak_18856_lociStitched	chr19	47827173	47827511	1	339	214.79899999999998	17.8464
1_MACS_peak_20112_lociStitched	chr2	95983365	95983703	1	339	143.2106	34.2732
1_MACS_peak_20142_lociStitched	chr2	109786594	109786932	1	339	360.0714	31.8396
1_MACS_peak_20256_lociStitched	chr2	175193458	175193796	1	339	179.78220000000002	16.0212
1_MACS_peak_21378_lociStitched	chr20	57324092	57324430	1	339	213.68359999999998	13.080599999999999
1_MACS_peak_21428_lociStitched	chr20	57707833	57708171	1	339	198.77779999999998	32.448
1_MACS_peak_21529_lociStitched	chr20	58162038	58162376	1	339	200.941	34.1042
1_MACS_peak_21551_lociStitched	chr20	58394574	58394912	1	339	207.025	27.6484
1_MACS_peak_24381_lociStitched	chr22	44272302	44272640	1	339	184.6494	17.1704
1_MACS_peak_25213_lociStitched	chr22	50478361	50478699	1	339	314.0358	38.7348
1_MACS_peak_27498_lociStitched	chr5	92947556	92947894	1	339	185.3254	46.779199999999996
1_MACS_peak_29152_lociStitched	chr7	100299778	100300116	1	339	171.704	17.069000000000003
1_MACS_peak_33472_lociStitched	chr9	138036024	138036362	1	339	229.36679999999998	7.7064
1_MACS_peak_1334_lociStitched	chr1	7034586	7034923	1	338	208.1312	28.7124
1_MACS_peak_4312_lociStitched	chr1	37707777	37708114	1	338	204.1209	32.0824
1_MACS_peak_5955_lociStitched	chr10	135342567	135342904	1	338	168.2978	10.9525
1_MACS_peak_6946_lociStitched	chr11	63686870	63687207	1	338	186.0577	24.3651
1_MACS_peak_7305_lociStitched	chr11	68222956	68223293	1	338	187.4394	21.129900000000003
1_MACS_peak_8230_lociStitched	chr11	133796977	133797314	1	338	248.2005	22.242
1_MACS_peak_8907_lociStitched	chr12	113912957	113913294	1	338	162.434	7.5488
1_MACS_peak_9251_lociStitched	chr14	104607245	104607582	1	338	212.34369999999998	0.0
1_MACS_peak_11017_lociStitched	chr16	84325885	84326222	1	338	199.57139999999998	1.5502
1_MACS_peak_13384_lociStitched	chr17	56271327	56271664	1	338	202.8066	42.5968
1_MACS_peak_13952_lociStitched	chr17	74605240	74605577	1	338	227.07059999999998	6.9422
1_MACS_peak_14762_lociStitched	chr17	78054306	78054643	1	338	215.1071	13.48
1_MACS_peak_15510_lociStitched	chr19	3041712	3042049	1	338	207.7605	33.026
1_MACS_peak_15526_lociStitched	chr19	3081914	3082251	1	338	237.0458	37.0363
1_MACS_peak_17346_lociStitched	chr19	17661421	17661758	1	338	179.65470000000002	19.8493
1_MACS_peak_18729_lociStitched	chr19	46789020	46789357	1	338	217.8705	31.947599999999998
1_MACS_peak_19461_lociStitched	chr19	51241170	51241507	1	338	220.8024	20.7592
1_MACS_peak_21530_lociStitched	chr20	58163217	58163554	1	338	156.368	5.5605
