REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
4_MACS_peak_12214_lociStitched	chr17	7969803	7981007	4	10855	12473.4132	1092.39	447	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	MIR4314	0.9097999999999999	447	1
3_MACS_peak_3424_lociStitched	chr1	22915125	22926088	3	10769	12480.2792	919.7957	448	EPHA8	C1QA,C1QC	EPHA8	EPHA8	0.7403000000000001	448	1
7_MACS_peak_14641_lociStitched	chr17	77828523	77840360	7	11211	11515.0336	1021.5331	449		CBX4	CBX4	CBX4	0.5539000000000001	449	1
3_MACS_peak_15085_lociStitched	chr17	81065033	81076576	3	10883	12214.8026	976.5378	450		METRNL	METRNL	METRNL	0.6164000000000001	450	1
8_MACS_peak_616_lociStitched	chr1	2987246	2999884	8	10912	11701.5242	552.2806	451	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	MIR4251	0.7672	451	1
2_MACS_peak_27712_lociStitched	chr5	176300053	176309646	2	9553	14419.2383	693.5739	452	UNC5A,HK3		HK3	HK3	0.5327	452	1
5_MACS_peak_32946_lociStitched	chr9	136440277	136451502	5	10866	11794.1075	701.5625	453	ADAMTSL2,FAM163B	DBH	FAM163B	FAM163B	0.938	453	1
2_MACS_peak_3170_lociStitched	chr1	21005704	21016464	2	10735	12601.036	1240.628	454	KIF17	PINK1,DDOST,SH2D5	DDOST	SH2D5	0.858	454	1
8_MACS_peak_9524_lociStitched	chr15	42158276	42170624	8	11011	11763.9396	1068.102	455	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	MIR4310	0.8159	455	1
7_MACS_peak_20782_lociStitched	chr20	34959224	34971393	7	11264	11098.128	1073.3058	456		DLGAP4	DLGAP4	DLGAP4	0.132	456	1
2_MACS_peak_10841_lociStitched	chr16	30034004	30044534	2	10433	12970.854	1017.198	457	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	FAM57B	FAM57B	0.8577999999999999	457	1
8_MACS_peak_14241_lociStitched	chr17	76561856	76573659	8	10985	11729.8214	1092.9578	458	DNAH17		DNAH17	DNAH17	0.5669	458	1
4_MACS_peak_13192_lociStitched	chr17	47528743	47539617	4	10587	12417.0206	856.8712	459		NGFR,PHB	NGFR	NGFR	0.8643000000000001	459	1
5_MACS_peak_9898_lociStitched	chr15	78180484	78192091	5	11177	11084.685	964.5417	460		LOC645752	LOC645752	LOC645752	0.2177	460	1
5_MACS_peak_4582_lociStitched	chr1	156585727	156596321	5	9803	14841.1346	1744.8318	461	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	HAPLN2	0.9588000000000001	461	1
2_MACS_peak_29765_lociStitched	chr7	155169726	155180458	2	10609	12720.6396	1291.0596	462			EN2	EN2	NONE	462	1
11_MACS_peak_19774_lociStitched	chr19	56056352	56069730	11	11262	10939.1906	1213.3846	463		ZNF524,SBK2,ZNF579,FIZ1	SBK2	SBK2	0.45569999999999994	463	1
4_MACS_peak_6230_lociStitched	chr11	1558984	1569937	4	10428	12773.3886	1112.8248	464	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	KRTAP5-2	0.7292	464	1
14_MACS_peak_20937_lociStitched	chr20	44930355	44944394	14	10821	12087.579	1454.4404	465		SLC35C2	SLC35C2	NONE	NONE	465	1
4_MACS_peak_12530_lociStitched	chr17	26831882	26843180	4	10512	12320.469	975.0174	466		SLC13A2,FOXN1,UNC119	FOXN1	FOXN1	0.7883	466	1
10_MACS_peak_21990_lociStitched	chr20	61801862	61815147	10	11059	11051.7915	1073.428	467	MIR124-3	YTHDF1	MIR124-3	MIR124-3	0.7729	467	1
2_MACS_peak_33348_lociStitched	chr9	137705913	137716087	2	10168	12782.6136	770.1718	468	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.058700000000000016	468	1
7_MACS_peak_16127_lociStitched	chr19	5876026	5888038	7	11031	11342.9316	1346.5452	469		VMAC,CAPS,FUT6,FUT3,FUT5,NDUFA11	FUT5	FUT5	0.8061	469	1
2_MACS_peak_25918_lociStitched	chr3	183945229	183955105	2	9721	14332.0512	1465.5984	470	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	VWA5B2	0.6653	470	1
6_MACS_peak_44_lociStitched	chr1	955505	966484	6	10299	12422.7385	742.1804	471	AGRN	ISG15,C1orf170,HES4	AGRN	HES4	1.1088	471	1
10_MACS_peak_26652_lociStitched	chr4	7424947	7437439	10	10868	11295.2664	974.376	472	SORCS2,PSAPL1	MIR4274	PSAPL1	PSAPL1	0.6933	472	1
4_MACS_peak_1774_lociStitched	chr1	10792387	10803535	4	10618	11805.732	946.4652	473	CASZ1		CASZ1	CASZ1	0.9635999999999999	473	1
5_MACS_peak_21947_lociStitched	chr20	61713670	61724546	5	10643	11442.6396	827.6636	474	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	HAR1A	LOC100144597	0.8626	474	1
10_MACS_peak_19085_lociStitched	chr19	49051259	49063682	10	10790	11358.3489	1152.8544	475	SULT2B1	SULT2B1,SPACA4,LMTK3	SULT2B1	SULT2B1	0.6521	475	1
5_MACS_peak_6603_lociStitched	chr11	3216173	3226605	5	9909	12959.6736	841.8624	476		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.4466	476	1
2_MACS_peak_33321_lociStitched	chr9	137668613	137679068	2	10353	11842.3785	709.8945	477	COL5A1		MIR3689B	MIR3689B	0.05289999999999999	477	1
2_MACS_peak_2255_lociStitched	chr1	17196532	17205424	2	8636	16298.1468	2067.39	478		CROCC	CROCC	NONE	NONE	478	1
5_MACS_peak_32437_lociStitched	chr9	133937825	133949263	5	10500	11733.1004	1061.4464	479	LAMC3	AIF1L	AIF1L	AIF1L	0.5467	479	1
8_MACS_peak_11631_lociStitched	chr17	814780	826550	8	10841	10730.709	947.485	480	NXN		NXN	NXN	0.7298	480	1
6_MACS_peak_25085_lociStitched	chr22	49292529	49303896	6	10780	10836.1611	917.3169	481			FAM19A5	FAM19A5	NONE	481	1
5_MACS_peak_14188_lociStitched	chr17	76481275	76492280	5	10458	11644.3905	980.5455	482	DNAH17		DNAH17	DNAH17	0.5669	482	1
4_MACS_peak_24184_lociStitched	chr22	42795783	42806478	4	10592	11136.7035	840.627	483	NFAM1		NFAM1	NFAM1	0.6577000000000001	483	1
8_MACS_peak_14134_lociStitched	chr17	76311141	76322553	8	10829	10670.22	1013.3856	484		SOCS3	SOCS3	SOCS3	0.7119	484	1
4_MACS_peak_15678_lociStitched	chr19	3422895	3434196	4	10524	11760.9507	1343.6889	485	NFIC	C19orf77	C19orf77	C19orf77	0.7958000000000001	485	1
14_MACS_peak_19426_lociStitched	chr19	51051562	51064722	14	10651	11045.188	965.944	486	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	LRRC4B	0.5275	486	1
2_MACS_peak_29845_lociStitched	chr7	155597479	155607588	2	9948	12566.4979	957.3223	487	SHH		SHH	SHH	0.8768	487	1
4_MACS_peak_22349_lociStitched	chr21	38071814	38081998	4	9900	12885.8152	1201.712	488	SIM2		SIM2	SIM2	0.3623	488	1
4_MACS_peak_22418_lociStitched	chr21	43130166	43140898	4	10507	11625.9756	1413.4044	489	NCRNA00112,C21orf129	NCRNA00111,RIPK4	C21orf129	RIPK4	0.8533999999999999	489	1
6_MACS_peak_19963_lociStitched	chr2	26831004	26843231	6	10677	10878.3619	1179.9055	490	CIB4	C2orf70,OTOF	CIB4	C2orf70	0.9858	490	1
7_MACS_peak_8558_lociStitched	chr12	52230944	52242421	7	10394	11394.3656	1044.407	491		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.4039	491	1
5_MACS_peak_34016_lociStitched	chr9	140120569	140130722	5	9407	13434.4496	1016.3153	492	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	SLC34A3	0.8049999999999999	492	1
10_MACS_peak_14388_lociStitched	chr17	77272658	77285666	10	10626	10791.4368	1058.8512	493	RBFOX3		RBFOX3	RBFOX3	0.8059000000000001	493	1
3_MACS_peak_6491_lociStitched	chr11	2228385	2238562	3	9953	12107.5769	835.5317	494		INS,TH	TH	TH	0.8321999999999999	494	1
3_MACS_peak_14293_lociStitched	chr17	77036964	77047540	3	10093	12078.8496	1218.3552	495	C1QTNF1	ENGASE,CANT1	C1QTNF1	C1QTNF1	0.9526999999999999	495	1
6_MACS_peak_28292_lociStitched	chr6	41617058	41628250	6	10281	11377.7872	973.704	496	MDFI		MDFI	MDFI	0.8992	496	1
10_MACS_peak_260_lociStitched	chr1	2014882	2026798	10	10615	10526.5944	990.2196	497	PRKCZ	PRKCZ	PRKCZ	PRKCZ	0.6051	497	1
4_MACS_peak_21729_lociStitched	chr20	60474720	60485415	4	10355	10950.6105	763.623	498	CDH4	MIR1257	MIR1257	MIR1257	0.4163	498	1
6_MACS_peak_24366_lociStitched	chr22	44231125	44242865	6	10291	11251.616	914.546	499	SULT4A1	EFCAB6,PNPLA5	SULT4A1	SULT4A1	0.6583000000000001	499	1
3_MACS_peak_32363_lociStitched	chr9	133535389	133544522	3	9096	13333.2667	581.7721	500	PRDM12	EXOSC2,ABL1	PRDM12	PRDM12	0.7094	500	1
6_MACS_peak_33823_lociStitched	chr9	138987276	138998425	6	10430	10816.7598	860.7028	501		NACC2,C9orf69	NACC2	NACC2	0.7575999999999999	501	1
5_MACS_peak_32442_lociStitched	chr9	133950144	133961631	5	10454	10879.3377	999.369	502	LAMC3	AIF1L,NUP214	AIF1L	AIF1L	0.5467	502	1
9_MACS_peak_32083_lociStitched	chr9	132410518	132421915	9	10628	10337.079	937.9731	503		METTL11A,PRRX2,C9orf50,ASB6	PRRX2	PRRX2	0.8391000000000001	503	1
3_MACS_peak_16508_lociStitched	chr19	8204124	8214113	3	9751	12754.9541	1300.5678	504	FBN3		FBN3	FBN3	0.6244	504	1
4_MACS_peak_14634_lociStitched	chr17	77813663	77823561	4	9425	12763.471	684.9416	505		CBX8,CBX4	CBX4	CBX8	0.9670000000000001	505	1
3_MACS_peak_15409_lociStitched	chr19	1802413	1812381	3	9606	13136.8272	1412.4656	506	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	1.3363	506	1
7_MACS_peak_702_lociStitched	chr1	3140933	3152412	7	10393	10670.8784	722.0291	508	PRDM16		MIR4251	MIR4251	0.7672	508	1
7_MACS_peak_22711_lociStitched	chr21	45878612	45889663	7	10201	11790.3119	1396.8464	509	LRRC3	C21orf90	LRRC3	C21orf90	0.8858000000000001	509	1
5_MACS_peak_19225_lociStitched	chr19	49564247	49575005	5	10581	10291.1028	876.777	510	NTF4,KCNA7	CGB2,SNAR-G1,CGB5,SNRNP70,LIN7B,PPFIA3,LHB,CGB,SNAR-G2,CGB1,CGB8,CGB7,C19orf73	NTF4	NTF4	0.9585000000000001	510	1
6_MACS_peak_33799_lociStitched	chr9	138945607	138956255	6	10108	11253.8712	660.176	511	NACC2		NACC2	NACC2	0.7575999999999999	511	1
12_MACS_peak_33328_lociStitched	chr9	137685309	137697003	12	10431	10550.3268	748.416	512	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.058700000000000016	512	1
3_MACS_peak_4589_lociStitched	chr1	156639950	156650521	3	10432	11363.825	1667.0467	513	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	CRABP2	1.0179	513	1
4_MACS_peak_22822_lociStitched	chr21	46256481	46266859	4	9587	12933.0636	1337.7242	514		UBE2G2,SUMO3,PTTG1IP	SUMO3	PTTG1IP	0.0628	514	1
6_MACS_peak_1703_lociStitched	chr1	9683580	9694607	6	10460	11042.4378	1555.9097	515		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	0.6772999999999999	515	1
7_MACS_peak_24991_lociStitched	chr22	46390954	46402263	7	10182	11141.6268	990.6684	516		LOC730668,LOC150381,WNT7B,LOC100271722,C22orf26	LOC730668	WNT7B	0.9547000000000001	516	1
7_MACS_peak_29178_lociStitched	chr7	100354948	100366782	7	10162	11255.3174	1112.396	517	ZAN	EPO	ZAN	EPO	0.8028	517	1
3_MACS_peak_18820_lociStitched	chr19	47116825	47127232	3	10025	11644.3923	1197.8457	518	PTGIR	CALM3,GNG8,DACT3	PTGIR	GNG8	0.9604999999999999	518	1
8_MACS_peak_2872_lociStitched	chr1	19040915	19052612	8	10653	9696.813	917.0448	519	PAX7		PAX7	PAX7	0.6528	519	1
6_MACS_peak_15244_lociStitched	chr19	414304	425540	6	10338	10770.8296	1153.9372	520	SHC2	THEG,C2CD4C,ODF3L2	C2CD4C	C2CD4C	0.7156	520	1
6_MACS_peak_14830_lociStitched	chr17	78450862	78461661	6	10165	10849.7553	853.121	521		NPTX1	NPTX1	NPTX1	1.0828	521	1
5_MACS_peak_24238_lociStitched	chr22	42929711	42939951	5	9723	12678.144	1728.512	522		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	SERHL	0.5091	522	1
4_MACS_peak_29847_lociStitched	chr7	155608142	155618955	4	10559	10449.6832	1587.3484	523		SHH	SHH	SHH	0.8768	523	1
8_MACS_peak_10216_lociStitched	chr16	1032097	1042795	8	9862	11183.6892	679.323	524	SOX8	LMF1	SOX8	SOX8	0.9387000000000001	524	1
2_MACS_peak_31558_lociStitched	chr8	144500881	144510444	2	9369	12478.7587	937.174	525	MAFA	RHPN1	MAFA	MAFA	0.8468	525	1
2_MACS_peak_12543_lociStitched	chr17	26857880	26867795	2	9724	11994.1755	1207.647	526	FOXN1	UNC119,PIGS,ALDOC	FOXN1	FOXN1	0.7883	526	1
1_MACS_peak_26_lociStitched	chr1	870228	878748	1	8521	13699.308	686.712	527	SAMD11	KLHL17,PLEKHN1,FLJ39609,NOC2L,C1orf170	SAMD11	FLJ39609	1.4709	527	1
9_MACS_peak_4247_lociStitched	chr1	37314667	37326660	9	10326	10498.6722	1193.3035	528	GRIK3		GRIK3	GRIK3	0.36860000000000004	528	1
7_MACS_peak_14193_lociStitched	chr17	76493380	76504872	7	10168	10749.6168	1041.1752	529	DNAH17		DNAH17	DNAH17	0.5669	529	1
6_MACS_peak_9071_lociStitched	chr13	113740452	113751219	6	9925	11102.9304	822.5988	530	MCF2L	F7,F10	F7	F7	0.45270000000000005	530	1
5_MACS_peak_13215_lociStitched	chr17	47571570	47581697	5	9478	12010.622	771.6774	531	NGFR		NGFR	NGFR	0.8643000000000001	531	1
8_MACS_peak_19752_lociStitched	chr19	56016520	56027793	8	9837	11322.6012	937.9136	532	SSC5D	ZNF628,NAT14,ISOC2,SBK2	SSC5D	SSC5D	0.7924	532	1
3_MACS_peak_32294_lociStitched	chr9	133299856	133310040	3	10000	10575.0656	700.6592	533		ASS1	ASS1	ASS1	0.36210000000000003	533	1
5_MACS_peak_15930_lociStitched	chr19	5239132	5250616	5	10166	10729.5012	1304.5824	534	PTPRS		PTPRS	PTPRS	0.7119000000000001	534	1
2_MACS_peak_28023_lociStitched	chr6	32045195	32055397	2	9813	11638.4416	1354.8256	535	TNXB	ATF6B,FKBPL	TNXB	TNXB	0.8771	535	1
7_MACS_peak_20357_lociStitched	chr2	220328890	220339954	7	10284	9950.9616	940.44	536	SPEG	DES,GMPPA,ACCN4	SPEG	ACCN4	0.7253	536	1
4_MACS_peak_27900_lociStitched	chr6	2635315	2645851	4	10043	11115.48	1495.0584	537		C6orf195	C6orf195	C6orf195	0.42040000000000005	537	1
10_MACS_peak_13017_lociStitched	chr17	43897310	43909213	10	10075	10550.8192	1081.9827	538	CRHR1	IMP5	IMP5	IMP5	0.3277	538	1
6_MACS_peak_1569_lociStitched	chr1	7734787	7745698	6	9968	10452.738	717.9438	539	CAMTA1		VAMP3	VAMP3	NONE	539	1
7_MACS_peak_25194_lociStitched	chr22	50446566	50457186	7	9579	11488.716	859.158	540	IL17REL,TTLL8		IL17REL	IL17REL	0.7052999999999999	540	1
5_MACS_peak_15948_lociStitched	chr19	5275691	5286251	5	9970	10869.408	1166.88	541	PTPRS		PTPRS	PTPRS	0.7119000000000001	541	1
4_MACS_peak_13307_lociStitched	chr17	48263635	48274404	4	10039	10282.2412	777.5218	542	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	COL1A1	0.6536	542	1
3_MACS_peak_4713_lociStitched	chr1	197879073	197888923	3	9394	12643.46	1695.185	543	LHX9	C1orf53	LHX9	LHX9	0.4222	543	1
6_MACS_peak_695_lociStitched	chr1	3127030	3137776	6	10061	10061.4798	701.7138	544	PRDM16		MIR4251	MIR4251	0.7672	544	1
4_MACS_peak_28721_lociStitched	chr7	2671791	2681433	4	9409	11552.0802	704.8302	545	TTYH3	AMZ1	TTYH3	TTYH3	0.7983	545	1
2_MACS_peak_28881_lociStitched	chr7	27190753	27200381	2	9383	11864.5844	998.4236	546	HOXA7	HOXA11-AS1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA9,MIR196B,HOXA10,HOXA11,HOXA13	HOXA7	HOXA7	0.9171	546	1
2_MACS_peak_15707_lociStitched	chr19	3587675	3596839	2	9130	12400.7248	1060.2748	547	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	0.909	547	1
2_MACS_peak_9044_lociStitched	chr13	113676973	113686799	2	9676	10851.8344	820.471	548	MCF2L		MCF2L	MCF2L	0.7664	548	1
9_MACS_peak_6379_lociStitched	chr11	1921956	1933111	9	9721	10786.885	868.9745	549		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	TNNT3	0.9692999999999999	549	1
3_MACS_peak_23018_lociStitched	chr21	47496085	47505868	3	9747	11046.9636	1226.7882	550		COL6A2	COL6A2	COL6A2	0.7347	550	1
6_MACS_peak_16819_lociStitched	chr19	12943798	12953887	6	9005	12308.58	920.1168	551	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	RTBDN	0.7484000000000001	551	1
5_MACS_peak_11758_lociStitched	chr17	1198333	1208815	5	9509	11406.5124	1057.6338	552	TUSC5	BHLHA9	TUSC5	TUSC5	0.7254	552	1
5_MACS_peak_15918_lociStitched	chr19	5211074	5221289	5	9912	10568.439	1190.0475	553	PTPRS		PTPRS	PTPRS	0.7119000000000001	553	1
8_MACS_peak_17543_lociStitched	chr19	18349870	18361682	8	10222	9642.1356	1116.234	554	PDE4C,LOC729966	MPV17L2,MIR3188,RAB3A,PDE4C,KIAA1683,JUND	PDE4C	PDE4C	0.6771	554	1
6_MACS_peak_10370_lociStitched	chr16	1961568	1972169	6	9085	11975.9497	778.1134	555	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	0.8270000000000001	555	1
7_MACS_peak_822_lociStitched	chr1	3345431	3356232	7	10027	9757.6234	719.3466	556	PRDM16	ARHGEF16	ARHGEF16	ARHGEF16	0.7863	556	1
7_MACS_peak_13834_lociStitched	chr17	72882654	72893147	7	9913	10333.5064	1001.0322	557	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	OTOP2	0.8735999999999999	557	1
7_MACS_peak_31888_lociStitched	chr9	127246749	127258095	7	9949	10246.5726	1071.0624	558	NR5A1	GPR144	NR5A1	NR5A1	0.6729999999999999	558	1
11_MACS_peak_9945_lociStitched	chr15	79056539	79067739	11	9791	10372.32	804.16	559	ADAMTS7	LOC646938	LOC646938	LOC646938	0.06319999999999999	559	1
7_MACS_peak_14562_lociStitched	chr17	77650652	77661956	7	9857	10209.7728	958.5792	560		ENPP7	ENPP7	ENPP7	0.6439	560	1
4_MACS_peak_2201_lociStitched	chr1	16855841	16864153	4	7817	15048.876	1913.4224	561		MIR3675,CROCCP3	MIR3675	MIR3675	0.3156	561	1
7_MACS_peak_14430_lociStitched	chr17	77357158	77367746	7	9825	10097.7756	796.2176	562	RBFOX3		RBFOX3	RBFOX3	0.8059000000000001	562	1
9_MACS_peak_7606_lociStitched	chr11	69981077	69992816	9	9904	10003.9758	907.4247	563	ANO1		ANO1	ANO1	0.631	563	1
6_MACS_peak_14448_lociStitched	chr17	77397785	77407897	6	9622	10591.3088	900.9792	564	RBFOX3		RBFOX3	RBFOX3	0.8059000000000001	564	1
1_MACS_peak_7141_lociStitched	chr11	64481159	64490286	1	9128	11611.3694	838.7713	565	NRXN2	RASGRP2,PYGM	NRXN2	RASGRP2	0.9235000000000001	565	1
3_MACS_peak_30682_lociStitched	chr8	21982558	21992243	3	9048	11591.008	689.572	566	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	LGI3	0.7485999999999999	566	1
3_MACS_peak_1748_lociStitched	chr1	10700335	10709914	3	9444	10719.8589	750.9936	567	CASZ1		CASZ1	CASZ1	0.9635999999999999	567	1
7_MACS_peak_23187_lociStitched	chr22	20139079	20149650	7	9590	10606.9414	996.8453	568		RANBP1,ZDHHC8,LOC150197,TRMT2A	ZDHHC8	LOC150197	0.6628	568	1
4_MACS_peak_4606_lociStitched	chr1	156808819	156818958	4	9435	11329.3186	1410.3349	569	NTRK1,INSRR	NTRK1,PEAR1,SH2D2A	INSRR	PEAR1	0.9845999999999999	569	1
3_MACS_peak_24946_lociStitched	chr22	46272481	46282235	3	9296	10952.7666	766.6644	570			WNT7B	WNT7B	0.9547000000000001	570	1
2_MACS_peak_12633_lociStitched	chr17	35290080	35299024	2	8781	12036.8352	812.1152	571	LHX1	AATF	LHX1	LHX1	0.8665	571	1
3_MACS_peak_7051_lociStitched	chr11	64321903	64332156	3	9598	10302.2144	835.6195	572	SLC22A11	SLC22A12	SLC22A11	SLC22A11	0.6706	572	1
5_MACS_peak_14856_lociStitched	chr17	78492605	78502677	5	9563	10272.4328	798.7096	573		RPTOR,NPTX1	RPTOR	NPTX1	1.0828	573	1
8_MACS_peak_143_lociStitched	chr1	1384090	1394877	8	9761	9832.3505	870.5109	574	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	VWA1	0.6607	574	1
5_MACS_peak_24069_lociStitched	chr22	40050305	40060335	5	9689	10018.967	917.745	575	CACNA1I		CACNA1I	CACNA1I	0.6225	575	1
5_MACS_peak_6126_lociStitched	chr11	1150297	1160488	5	9331	10642.4613	690.9498	576			MUC2	MUC2	0.7129000000000001	576	1
3_MACS_peak_6253_lociStitched	chr11	1622366	1632321	3	9546	10407.9525	996.4955	577	MOB2,KRTAP5-3	LOC338651,KRTAP5-5,DUSP8,KRTAP5-1,KRTAP5-2,KRTAP5-4	KRTAP5-3	KRTAP5-5	0.9891	577	1
8_MACS_peak_8820_lociStitched	chr12	54590207	54601775	8	9723	10185.624	1226.208	578		SMUG1	SMUG1	SMUG1	0.0958	578	1
2_MACS_peak_4568_lociStitched	chr1	156368757	156378815	2	9845	10107.2842	1564.019	579	C1orf61	RHBG,MIR9-1	MIR9-1	MIR9-1	0.5842999999999999	579	1
2_MACS_peak_16446_lociStitched	chr19	7949766	7959440	2	9462	10881.3152	1375.6428	580	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	LRRC8E	0.5680000000000001	580	1
4_MACS_peak_4943_lociStitched	chr1	228192171	228201916	4	9304	10896.859	1046.613	581	WNT3A		WNT3A	WNT3A	0.3699	581	1
2_MACS_peak_32564_lociStitched	chr9	135106889	135116595	2	9516	10216.5356	926.923	582	NTNG2		NTNG2	NTNG2	0.8582	582	1
3_MACS_peak_13972_lociStitched	chr17	74894527	74904132	3	9441	10220.6805	754.953	583	MGAT5B		MGAT5B	MGAT5B	0.7074	583	1
7_MACS_peak_12856_lociStitched	chr17	41787752	41798182	7	9789	9906.414	1361.115	584		MEOX1,SOST	SOST	MEOX1	0.6483	584	1
2_MACS_peak_11813_lociStitched	chr17	1865576	1875186	2	9606	9793.551	789.942	585	RTN4RL1		RTN4RL1	RTN4RL1	0.8318000000000001	585	1
3_MACS_peak_8801_lociStitched	chr12	54420685	54429983	3	9090	11166.898	989.3072	586	HOXC6,HOXC5,HOXC4,MIR615	HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC5	HOXC9	1.1452	586	1
4_MACS_peak_16090_lociStitched	chr19	5770141	5779804	4	9537	10428.3096	1307.4039	587	TMEM146	NRTN,LONP1,PRR22,DUS3L	PRR22	PRR22	0.5217999999999999	587	1
3_MACS_peak_2122_lociStitched	chr1	16383516	16392885	3	9225	10851.1758	1006.2306	588	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	CLCNKA	0.9294	588	1
5_MACS_peak_32430_lociStitched	chr9	133923449	133933540	5	9570	10197.9646	1226.0565	589	LAMC3	AIF1L	AIF1L	AIF1L	0.5467	589	1
1_MACS_peak_10224_lociStitched	chr16	1045350	1054019	1	8670	11430.0765	573.8878	590		SOX8,LMF1	SOX8	SOX8	0.9387000000000001	590	1
3_MACS_peak_3127_lociStitched	chr1	20810138	20819896	3	9532	9790.2014	884.0748	591	CAMK2N1	MUL1	CAMK2N1	CAMK2N1	0.6895	591	1
9_MACS_peak_10207_lociStitched	chr16	1020579	1031390	9	9443	9969.9042	897.313	592	LMF1	SOX8	LMF1	SOX8	0.9387000000000001	592	1
3_MACS_peak_12488_lociStitched	chr17	21313538	21323428	3	9436	10749.441	1671.41	593	KCNJ12,KCNJ18		KCNJ18	KCNJ18	0.7061999999999999	593	1
3_MACS_peak_23801_lociStitched	chr22	37458531	37468130	3	9012	11057.0881	1003.0955	594	KCTD17,TMPRSS6	MPST,TST	KCTD17	KCTD17	0.4479	594	1
5_MACS_peak_16076_lociStitched	chr19	5740274	5750693	5	9606	10013.7009	1471.1628	595	TMEM146	RPL36,LONP1,PRR22,DUS3L	TMEM146	TMEM146	0.6319	595	1
2_MACS_peak_1751_lociStitched	chr1	10710890	10719750	2	8759	11145.88	643.236	596	CASZ1		CASZ1	CASZ1	0.9635999999999999	596	1
6_MACS_peak_18562_lociStitched	chr19	45349581	45359734	6	8925	11037.3263	937.1219	597	PVRL2	BCAM,TOMM40,APOE	PVRL2	BCAM	0.6686	597	1
4_MACS_peak_33957_lociStitched	chr9	139862778	139872311	4	8915	10768.4768	649.1973	598	PTGDS	C8G,LCN12,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3	PTGDS	PTGDS	0.9583999999999999	598	1
4_MACS_peak_24391_lociStitched	chr22	44285277	44294951	4	9554	9377.9756	794.2354	599	PNPLA5	PNPLA3,SULT4A1	PNPLA5	SULT4A1	0.6583000000000001	599	1
4_MACS_peak_15312_lociStitched	chr19	761310	770707	4	9068	11080.0027	1344.7107	600	C19orf21	PTBP1,MIR3187	C19orf21	C19orf21	1.1411	600	1
5_MACS_peak_21144_lociStitched	chr20	56151346	56161221	5	9389	9775.2625	815.675	601		PCK1,ZBP1	PCK1	PCK1	0.8906000000000001	601	1
7_MACS_peak_16539_lociStitched	chr19	8281236	8291856	7	9450	10176.084	1377.414	602	LASS4		LASS4	LASS4	0.5356000000000001	602	1
