REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
8_MACS_peak_14134_lociStitched	chr17	76311141	76322553	8	10829	10670.22	1013.3856	447		SOCS3	SOCS3	SOCS3	0.7119	447	1
14_MACS_peak_20937_lociStitched	chr20	44930355	44944394	14	10821	12087.579	1454.4404	448		SLC35C2	SLC35C2	NONE	NONE	448	1
6_MACS_peak_21875_lociStitched	chr20	61410388	61422174	6	10805	12941.028	1103.1696	449		C20orf20,OGFR,COL9A3	C20orf20	COL9A3	0.6396999999999999	449	1
10_MACS_peak_19085_lociStitched	chr19	49051259	49063682	10	10790	11358.3489	1152.8544	450	SULT2B1	SULT2B1,SPACA4,LMTK3	SULT2B1	SULT2B1	0.6521	450	1
6_MACS_peak_25085_lociStitched	chr22	49292529	49303896	6	10780	10836.1611	917.3169	451			FAM19A5	FAM19A5	NONE	451	1
3_MACS_peak_3424_lociStitched	chr1	22915125	22926088	3	10769	12480.2792	919.7957	452	EPHA8	C1QA,C1QC	EPHA8	EPHA8	0.7403000000000001	452	1
2_MACS_peak_3170_lociStitched	chr1	21005704	21016464	2	10735	12601.036	1240.628	453	KIF17	PINK1,DDOST,SH2D5	DDOST	SH2D5	0.858	453	1
6_MACS_peak_19963_lociStitched	chr2	26831004	26843231	6	10677	10878.3619	1179.9055	454	CIB4	C2orf70,OTOF	CIB4	C2orf70	0.9858	454	1
6_MACS_peak_395_lociStitched	chr1	2458260	2469256	6	10654	12756.4596	770.8196	455	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	HES5	0.8744000000000001	455	1
8_MACS_peak_2872_lociStitched	chr1	19040915	19052612	8	10653	9696.813	917.0448	456	PAX7		PAX7	PAX7	0.6528	456	1
14_MACS_peak_19426_lociStitched	chr19	51051562	51064722	14	10651	11045.188	965.944	457	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	LRRC4B	0.5275	457	1
5_MACS_peak_21947_lociStitched	chr20	61713670	61724546	5	10643	11442.6396	827.6636	458	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	HAR1A	LOC100144597	0.8626	458	1
9_MACS_peak_32083_lociStitched	chr9	132410518	132421915	9	10628	10337.079	937.9731	459		METTL11A,PRRX2,C9orf50,ASB6	PRRX2	PRRX2	0.8391000000000001	459	1
10_MACS_peak_14388_lociStitched	chr17	77272658	77285666	10	10626	10791.4368	1058.8512	460	RBFOX3		RBFOX3	RBFOX3	0.8059000000000001	460	1
4_MACS_peak_1774_lociStitched	chr1	10792387	10803535	4	10618	11805.732	946.4652	461	CASZ1		CASZ1	CASZ1	0.9635999999999999	461	1
10_MACS_peak_260_lociStitched	chr1	2014882	2026798	10	10615	10526.5944	990.2196	462	PRKCZ	PRKCZ	PRKCZ	PRKCZ	0.6051	462	1
2_MACS_peak_29765_lociStitched	chr7	155169726	155180458	2	10609	12720.6396	1291.0596	463			EN2	EN2	NONE	463	1
4_MACS_peak_24184_lociStitched	chr22	42795783	42806478	4	10592	11136.7035	840.627	464	NFAM1		NFAM1	NFAM1	0.6577000000000001	464	1
4_MACS_peak_13192_lociStitched	chr17	47528743	47539617	4	10587	12417.0206	856.8712	465		NGFR,PHB	NGFR	NGFR	0.8643000000000001	465	1
5_MACS_peak_19225_lociStitched	chr19	49564247	49575005	5	10581	10291.1028	876.777	466	NTF4,KCNA7	CGB2,SNAR-G1,CGB5,SNRNP70,LIN7B,PPFIA3,LHB,CGB,SNAR-G2,CGB1,CGB8,CGB7,C19orf73	NTF4	NTF4	0.9585000000000001	466	1
4_MACS_peak_6337_lociStitched	chr11	1798117	1809149	4	10571	13195.3752	846.1544	467		SYT8,LOC402778,CTSD,MOB2	MOB2	SYT8	0.8837	467	1
4_MACS_peak_29847_lociStitched	chr7	155608142	155618955	4	10559	10449.6832	1587.3484	468		SHH	SHH	SHH	0.8768	468	1
4_MACS_peak_15678_lociStitched	chr19	3422895	3434196	4	10524	11760.9507	1343.6889	469	NFIC	C19orf77	C19orf77	C19orf77	0.7958000000000001	469	1
4_MACS_peak_12530_lociStitched	chr17	26831882	26843180	4	10512	12320.469	975.0174	470		SLC13A2,FOXN1,UNC119	FOXN1	FOXN1	0.7883	470	1
4_MACS_peak_22418_lociStitched	chr21	43130166	43140898	4	10507	11625.9756	1413.4044	471	NCRNA00112,C21orf129	NCRNA00111,RIPK4	C21orf129	RIPK4	0.8533999999999999	471	1
5_MACS_peak_32437_lociStitched	chr9	133937825	133949263	5	10500	11733.1004	1061.4464	472	LAMC3	AIF1L	AIF1L	AIF1L	0.5467	472	1
6_MACS_peak_1703_lociStitched	chr1	9683580	9694607	6	10460	11042.4378	1555.9097	473		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	0.6772999999999999	473	1
5_MACS_peak_14188_lociStitched	chr17	76481275	76492280	5	10458	11644.3905	980.5455	474	DNAH17		DNAH17	DNAH17	0.5669	474	1
5_MACS_peak_32442_lociStitched	chr9	133950144	133961631	5	10454	10879.3377	999.369	475	LAMC3	AIF1L,NUP214	AIF1L	AIF1L	0.5467	475	1
3_MACS_peak_10407_lociStitched	chr16	2240246	2250980	3	10450	14257.9722	870.5274	476	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,SNORD60,C16orf79,PGP	CASKIN1	CASKIN1	0.6942999999999999	476	1
2_MACS_peak_10841_lociStitched	chr16	30034004	30044534	2	10433	12970.854	1017.198	477	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	FAM57B	FAM57B	0.8577999999999999	477	1
3_MACS_peak_4589_lociStitched	chr1	156639950	156650521	3	10432	11363.825	1667.0467	478	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	CRABP2	1.0179	478	1
12_MACS_peak_33328_lociStitched	chr9	137685309	137697003	12	10431	10550.3268	748.416	479	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.058700000000000016	479	1
6_MACS_peak_33823_lociStitched	chr9	138987276	138998425	6	10430	10816.7598	860.7028	480		NACC2,C9orf69	NACC2	NACC2	0.7575999999999999	480	1
4_MACS_peak_6230_lociStitched	chr11	1558984	1569937	4	10428	12773.3886	1112.8248	481	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	KRTAP5-2	0.7292	481	1
7_MACS_peak_8558_lociStitched	chr12	52230944	52242421	7	10394	11394.3656	1044.407	482		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.4039	482	1
7_MACS_peak_702_lociStitched	chr1	3140933	3152412	7	10393	10670.8784	722.0291	483	PRDM16		MIR4251	MIR4251	0.7672	483	1
4_MACS_peak_21729_lociStitched	chr20	60474720	60485415	4	10355	10950.6105	763.623	484	CDH4	MIR1257	MIR1257	MIR1257	0.4163	484	1
2_MACS_peak_33321_lociStitched	chr9	137668613	137679068	2	10353	11842.3785	709.8945	485	COL5A1		MIR3689B	MIR3689B	0.05289999999999999	485	1
4_MACS_peak_5544_lociStitched	chr10	104167488	104178275	4	10343	13682.2308	1066.8343	486	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	PSD	0.519	486	1
6_MACS_peak_15244_lociStitched	chr19	414304	425540	6	10338	10770.8296	1153.9372	487	SHC2	THEG,C2CD4C,ODF3L2	C2CD4C	C2CD4C	0.7156	487	1
9_MACS_peak_4247_lociStitched	chr1	37314667	37326660	9	10326	10498.6722	1193.3035	488	GRIK3		GRIK3	GRIK3	0.36860000000000004	488	1
5_MACS_peak_7149_lociStitched	chr11	64505296	64516219	5	10312	14747.1423	976.5162	489	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	RASGRP2	0.9235000000000001	489	1
6_MACS_peak_44_lociStitched	chr1	955505	966484	6	10299	12422.7385	742.1804	490	AGRN	ISG15,C1orf170,HES4	AGRN	HES4	1.1088	490	1
6_MACS_peak_24366_lociStitched	chr22	44231125	44242865	6	10291	11251.616	914.546	491	SULT4A1	EFCAB6,PNPLA5	SULT4A1	SULT4A1	0.6583000000000001	491	1
7_MACS_peak_20357_lociStitched	chr2	220328890	220339954	7	10284	9950.9616	940.44	492	SPEG	DES,GMPPA,ACCN4	SPEG	ACCN4	0.7253	492	1
6_MACS_peak_28292_lociStitched	chr6	41617058	41628250	6	10281	11377.7872	973.704	493	MDFI		MDFI	MDFI	0.8992	493	1
1_MACS_peak_15288_lociStitched	chr19	591370	601628	1	10259	14416.5932	1027.8516	494	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	HCN2	0.6611	494	1
2_MACS_peak_34094_lociStitched	chr9	140777108	140787433	2	10234	18225.69	1795.5175	495	CACNA1B	MIR602	CACNA1B	CACNA1B	0.4203	495	1
8_MACS_peak_17543_lociStitched	chr19	18349870	18361682	8	10222	9642.1356	1116.234	496	PDE4C,LOC729966	MPV17L2,MIR3188,RAB3A,PDE4C,KIAA1683,JUND	PDE4C	PDE4C	0.6771	496	1
7_MACS_peak_22711_lociStitched	chr21	45878612	45889663	7	10201	11790.3119	1396.8464	497	LRRC3	C21orf90	LRRC3	C21orf90	0.8858000000000001	497	1
7_MACS_peak_24991_lociStitched	chr22	46390954	46402263	7	10182	11141.6268	990.6684	498		LOC730668,LOC150381,WNT7B,LOC100271722,C22orf26	LOC730668	WNT7B	0.9547000000000001	498	1
2_MACS_peak_33348_lociStitched	chr9	137705913	137716087	2	10168	12782.6136	770.1718	499	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.058700000000000016	499	1
7_MACS_peak_14193_lociStitched	chr17	76493380	76504872	7	10168	10749.6168	1041.1752	500	DNAH17		DNAH17	DNAH17	0.5669	500	1
5_MACS_peak_15930_lociStitched	chr19	5239132	5250616	5	10166	10729.5012	1304.5824	501	PTPRS		PTPRS	PTPRS	0.7119000000000001	501	1
6_MACS_peak_14830_lociStitched	chr17	78450862	78461661	6	10165	10849.7553	853.121	502		NPTX1	NPTX1	NPTX1	1.0828	502	1
7_MACS_peak_29178_lociStitched	chr7	100354948	100366782	7	10162	11255.3174	1112.396	503	ZAN	EPO	ZAN	EPO	0.8028	503	1
3_MACS_peak_15333_lociStitched	chr19	842593	852913	3	10156	14354.088	1482.984	504	PRTN3,ELANE	PTBP1,MIR3187,AZU1,CFD,LPPR3,MED16	ELANE	AZU1	1.122	504	1
6_MACS_peak_33799_lociStitched	chr9	138945607	138956255	6	10108	11253.8712	660.176	505	NACC2		NACC2	NACC2	0.7575999999999999	505	1
3_MACS_peak_14293_lociStitched	chr17	77036964	77047540	3	10093	12078.8496	1218.3552	506	C1QTNF1	ENGASE,CANT1	C1QTNF1	C1QTNF1	0.9526999999999999	506	1
10_MACS_peak_13017_lociStitched	chr17	43897310	43909213	10	10075	10550.8192	1081.9827	507	CRHR1	IMP5	IMP5	IMP5	0.3277	507	1
6_MACS_peak_695_lociStitched	chr1	3127030	3137776	6	10061	10061.4798	701.7138	508	PRDM16		MIR4251	MIR4251	0.7672	508	1
4_MACS_peak_27900_lociStitched	chr6	2635315	2645851	4	10043	11115.48	1495.0584	509		C6orf195	C6orf195	C6orf195	0.42040000000000005	509	1
4_MACS_peak_13307_lociStitched	chr17	48263635	48274404	4	10039	10282.2412	777.5218	510	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	COL1A1	0.6536	510	1
7_MACS_peak_822_lociStitched	chr1	3345431	3356232	7	10027	9757.6234	719.3466	511	PRDM16	ARHGEF16	ARHGEF16	ARHGEF16	0.7863	511	1
3_MACS_peak_18820_lociStitched	chr19	47116825	47127232	3	10025	11644.3923	1197.8457	512	PTGIR	CALM3,GNG8,DACT3	PTGIR	GNG8	0.9604999999999999	512	1
1_MACS_peak_4631_lociStitched	chr1	156889887	156899905	1	10019	16259.214	1639.9466	513	C1orf92	PEAR1,MIR765	C1orf92	PEAR1	0.9845999999999999	513	1
3_MACS_peak_32294_lociStitched	chr9	133299856	133310040	3	10000	10575.0656	700.6592	514		ASS1	ASS1	ASS1	0.36210000000000003	514	1
5_MACS_peak_15948_lociStitched	chr19	5275691	5286251	5	9970	10869.408	1166.88	515	PTPRS		PTPRS	PTPRS	0.7119000000000001	515	1
6_MACS_peak_1569_lociStitched	chr1	7734787	7745698	6	9968	10452.738	717.9438	516	CAMTA1		VAMP3	VAMP3	NONE	516	1
3_MACS_peak_6491_lociStitched	chr11	2228385	2238562	3	9953	12107.5769	835.5317	517		INS,TH	TH	TH	0.8321999999999999	517	1
7_MACS_peak_31888_lociStitched	chr9	127246749	127258095	7	9949	10246.5726	1071.0624	518	NR5A1	GPR144	NR5A1	NR5A1	0.6729999999999999	518	1
2_MACS_peak_29845_lociStitched	chr7	155597479	155607588	2	9948	12566.4979	957.3223	519	SHH		SHH	SHH	0.8768	519	1
6_MACS_peak_9071_lociStitched	chr13	113740452	113751219	6	9925	11102.9304	822.5988	520	MCF2L	F7,F10	F7	F7	0.45270000000000005	520	1
7_MACS_peak_13834_lociStitched	chr17	72882654	72893147	7	9913	10333.5064	1001.0322	521	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	OTOP2	0.8735999999999999	521	1
5_MACS_peak_15918_lociStitched	chr19	5211074	5221289	5	9912	10568.439	1190.0475	522	PTPRS		PTPRS	PTPRS	0.7119000000000001	522	1
5_MACS_peak_6603_lociStitched	chr11	3216173	3226605	5	9909	12959.6736	841.8624	523		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.4466	523	1
9_MACS_peak_7606_lociStitched	chr11	69981077	69992816	9	9904	10003.9758	907.4247	524	ANO1		ANO1	ANO1	0.631	524	1
4_MACS_peak_22349_lociStitched	chr21	38071814	38081998	4	9900	12885.8152	1201.712	525	SIM2		SIM2	SIM2	0.3623	525	1
8_MACS_peak_10216_lociStitched	chr16	1032097	1042795	8	9862	11183.6892	679.323	526	SOX8	LMF1	SOX8	SOX8	0.9387000000000001	526	1
7_MACS_peak_14562_lociStitched	chr17	77650652	77661956	7	9857	10209.7728	958.5792	527		ENPP7	ENPP7	ENPP7	0.6439	527	1
2_MACS_peak_4568_lociStitched	chr1	156368757	156378815	2	9845	10107.2842	1564.019	528	C1orf61	RHBG,MIR9-1	MIR9-1	MIR9-1	0.5842999999999999	528	1
8_MACS_peak_19752_lociStitched	chr19	56016520	56027793	8	9837	11322.6012	937.9136	529	SSC5D	ZNF628,NAT14,ISOC2,SBK2	SSC5D	SSC5D	0.7924	529	1
7_MACS_peak_14430_lociStitched	chr17	77357158	77367746	7	9825	10097.7756	796.2176	530	RBFOX3		RBFOX3	RBFOX3	0.8059000000000001	530	1
2_MACS_peak_28023_lociStitched	chr6	32045195	32055397	2	9813	11638.4416	1354.8256	531	TNXB	ATF6B,FKBPL	TNXB	TNXB	0.8771	531	1
5_MACS_peak_4582_lociStitched	chr1	156585727	156596321	5	9803	14841.1346	1744.8318	532	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	HAPLN2	0.9588000000000001	532	1
11_MACS_peak_9945_lociStitched	chr15	79056539	79067739	11	9791	10372.32	804.16	533	ADAMTS7	LOC646938	LOC646938	LOC646938	0.06319999999999999	533	1
7_MACS_peak_12856_lociStitched	chr17	41787752	41798182	7	9789	9906.414	1361.115	534		MEOX1,SOST	SOST	MEOX1	0.6483	534	1
8_MACS_peak_143_lociStitched	chr1	1384090	1394877	8	9761	9832.3505	870.5109	535	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	VWA1	0.6607	535	1
3_MACS_peak_16508_lociStitched	chr19	8204124	8214113	3	9751	12754.9541	1300.5678	536	FBN3		FBN3	FBN3	0.6244	536	1
3_MACS_peak_23018_lociStitched	chr21	47496085	47505868	3	9747	11046.9636	1226.7882	537		COL6A2	COL6A2	COL6A2	0.7347	537	1
2_MACS_peak_12543_lociStitched	chr17	26857880	26867795	2	9724	11994.1755	1207.647	538	FOXN1	UNC119,PIGS,ALDOC	FOXN1	FOXN1	0.7883	538	1
5_MACS_peak_24238_lociStitched	chr22	42929711	42939951	5	9723	12678.144	1728.512	539		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	SERHL	0.5091	539	1
8_MACS_peak_8820_lociStitched	chr12	54590207	54601775	8	9723	10185.624	1226.208	540		SMUG1	SMUG1	SMUG1	0.0958	540	1
7_MACS_peak_4834_lociStitched	chr1	204952153	204963401	7	9722	9940.9824	1953.7776	541	NFASC	CNTN2	NFASC	CNTN2	0.4054	541	1
2_MACS_peak_25918_lociStitched	chr3	183945229	183955105	2	9721	14332.0512	1465.5984	542	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	VWA5B2	0.6653	542	1
9_MACS_peak_6379_lociStitched	chr11	1921956	1933111	9	9721	10786.885	868.9745	543		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	TNNT3	0.9692999999999999	543	1
5_MACS_peak_24069_lociStitched	chr22	40050305	40060335	5	9689	10018.967	917.745	544	CACNA1I		CACNA1I	CACNA1I	0.6225	544	1
2_MACS_peak_9044_lociStitched	chr13	113676973	113686799	2	9676	10851.8344	820.471	545	MCF2L		MCF2L	MCF2L	0.7664	545	1
1_MACS_peak_15364_lociStitched	chr19	1445243	1454878	1	9636	19770.0565	1218.8275	546	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	REEP6	1.1465	546	1
6_MACS_peak_14448_lociStitched	chr17	77397785	77407897	6	9622	10591.3088	900.9792	547	RBFOX3		RBFOX3	RBFOX3	0.8059000000000001	547	1
2_MACS_peak_11813_lociStitched	chr17	1865576	1875186	2	9606	9793.551	789.942	548	RTN4RL1		RTN4RL1	RTN4RL1	0.8318000000000001	548	1
3_MACS_peak_15409_lociStitched	chr19	1802413	1812381	3	9606	13136.8272	1412.4656	549	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	1.3363	549	1
5_MACS_peak_16076_lociStitched	chr19	5740274	5750693	5	9606	10013.7009	1471.1628	550	TMEM146	RPL36,LONP1,PRR22,DUS3L	TMEM146	TMEM146	0.6319	550	1
3_MACS_peak_7051_lociStitched	chr11	64321903	64332156	3	9598	10302.2144	835.6195	551	SLC22A11	SLC22A12	SLC22A11	SLC22A11	0.6706	551	1
7_MACS_peak_23187_lociStitched	chr22	20139079	20149650	7	9590	10606.9414	996.8453	552		RANBP1,ZDHHC8,LOC150197,TRMT2A	ZDHHC8	LOC150197	0.6628	552	1
4_MACS_peak_22822_lociStitched	chr21	46256481	46266859	4	9587	12933.0636	1337.7242	553		UBE2G2,SUMO3,PTTG1IP	SUMO3	PTTG1IP	0.0628	553	1
7_MACS_peak_25194_lociStitched	chr22	50446566	50457186	7	9579	11488.716	859.158	554	IL17REL,TTLL8		IL17REL	IL17REL	0.7052999999999999	554	1
5_MACS_peak_32430_lociStitched	chr9	133923449	133933540	5	9570	10197.9646	1226.0565	555	LAMC3	AIF1L	AIF1L	AIF1L	0.5467	555	1
5_MACS_peak_14856_lociStitched	chr17	78492605	78502677	5	9563	10272.4328	798.7096	556		RPTOR,NPTX1	RPTOR	NPTX1	1.0828	556	1
4_MACS_peak_24391_lociStitched	chr22	44285277	44294951	4	9554	9377.9756	794.2354	557	PNPLA5	PNPLA3,SULT4A1	PNPLA5	SULT4A1	0.6583000000000001	557	1
2_MACS_peak_27712_lociStitched	chr5	176300053	176309646	2	9553	14419.2383	693.5739	558	UNC5A,HK3		HK3	HK3	0.5327	558	1
3_MACS_peak_6253_lociStitched	chr11	1622366	1632321	3	9546	10407.9525	996.4955	559	MOB2,KRTAP5-3	LOC338651,KRTAP5-5,DUSP8,KRTAP5-1,KRTAP5-2,KRTAP5-4	KRTAP5-3	KRTAP5-5	0.9891	559	1
4_MACS_peak_16090_lociStitched	chr19	5770141	5779804	4	9537	10428.3096	1307.4039	560	TMEM146	NRTN,LONP1,PRR22,DUS3L	PRR22	PRR22	0.5217999999999999	560	1
3_MACS_peak_3127_lociStitched	chr1	20810138	20819896	3	9532	9790.2014	884.0748	561	CAMK2N1	MUL1	CAMK2N1	CAMK2N1	0.6895	561	1
2_MACS_peak_32564_lociStitched	chr9	135106889	135116595	2	9516	10216.5356	926.923	562	NTNG2		NTNG2	NTNG2	0.8582	562	1
5_MACS_peak_11758_lociStitched	chr17	1198333	1208815	5	9509	11406.5124	1057.6338	563	TUSC5	BHLHA9	TUSC5	TUSC5	0.7254	563	1
8_MACS_peak_26824_lociStitched	chr4	8000910	8011392	8	9505	8124.5982	791.391	564	ABLIM2		AFAP1	AFAP1	NONE	564	1
5_MACS_peak_13215_lociStitched	chr17	47571570	47581697	5	9478	12010.622	771.6774	565	NGFR		NGFR	NGFR	0.8643000000000001	565	1
7_MACS_peak_7640_lociStitched	chr11	70024189	70034419	7	9471	8773.248	793.848	566	ANO1	FADD	FADD	FADD	0.1431	566	1
2_MACS_peak_16446_lociStitched	chr19	7949766	7959440	2	9462	10881.3152	1375.6428	567	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	LRRC8E	0.5680000000000001	567	1
7_MACS_peak_16539_lociStitched	chr19	8281236	8291856	7	9450	10176.084	1377.414	568	LASS4		LASS4	LASS4	0.5356000000000001	568	1
3_MACS_peak_1748_lociStitched	chr1	10700335	10709914	3	9444	10719.8589	750.9936	569	CASZ1		CASZ1	CASZ1	0.9635999999999999	569	1
9_MACS_peak_10207_lociStitched	chr16	1020579	1031390	9	9443	9969.9042	897.313	570	LMF1	SOX8	LMF1	SOX8	0.9387000000000001	570	1
3_MACS_peak_13972_lociStitched	chr17	74894527	74904132	3	9441	10220.6805	754.953	571	MGAT5B		MGAT5B	MGAT5B	0.7074	571	1
3_MACS_peak_12488_lociStitched	chr17	21313538	21323428	3	9436	10749.441	1671.41	572	KCNJ12,KCNJ18		KCNJ18	KCNJ18	0.7061999999999999	572	1
4_MACS_peak_4606_lociStitched	chr1	156808819	156818958	4	9435	11329.3186	1410.3349	573	NTRK1,INSRR	NTRK1,PEAR1,SH2D2A	INSRR	PEAR1	0.9845999999999999	573	1
4_MACS_peak_14634_lociStitched	chr17	77813663	77823561	4	9425	12763.471	684.9416	574		CBX8,CBX4	CBX4	CBX8	0.9670000000000001	574	1
4_MACS_peak_28721_lociStitched	chr7	2671791	2681433	4	9409	11552.0802	704.8302	575	TTYH3	AMZ1	TTYH3	TTYH3	0.7983	575	1
5_MACS_peak_34016_lociStitched	chr9	140120569	140130722	5	9407	13434.4496	1016.3153	576	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	SLC34A3	0.8049999999999999	576	1
6_MACS_peak_16033_lociStitched	chr19	5486333	5496829	6	9407	10031.0272	1217.536	577		ZNRF4	ZNRF4	ZNRF4	0.4072	577	1
3_MACS_peak_4713_lociStitched	chr1	197879073	197888923	3	9394	12643.46	1695.185	578	LHX9	C1orf53	LHX9	LHX9	0.4222	578	1
9_MACS_peak_25214_lociStitched	chr22	50479397	50489854	9	9391	9749.0611	916.0332	579	TTLL8	MOV10L1,IL17REL,MLC1	TTLL8	TTLL8	0.7246	579	1
5_MACS_peak_21144_lociStitched	chr20	56151346	56161221	5	9389	9775.2625	815.675	580		PCK1,ZBP1	PCK1	PCK1	0.8906000000000001	580	1
2_MACS_peak_28881_lociStitched	chr7	27190753	27200381	2	9383	11864.5844	998.4236	581	HOXA7	HOXA11-AS1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA9,MIR196B,HOXA10,HOXA11,HOXA13	HOXA7	HOXA7	0.9171	581	1
2_MACS_peak_31558_lociStitched	chr8	144500881	144510444	2	9369	12478.7587	937.174	582	MAFA	RHPN1	MAFA	MAFA	0.8468	582	1
9_MACS_peak_16452_lociStitched	chr19	8086923	8097330	9	9346	9471.4107	1072.9617	583		CCL25,ELAVL1	ELAVL1	CCL25	0.506	583	1
5_MACS_peak_6126_lociStitched	chr11	1150297	1160488	5	9331	10642.4613	690.9498	584			MUC2	MUC2	0.7129000000000001	584	1
4_MACS_peak_4943_lociStitched	chr1	228192171	228201916	4	9304	10896.859	1046.613	585	WNT3A		WNT3A	WNT3A	0.3699	585	1
4_MACS_peak_14617_lociStitched	chr17	77741755	77751495	4	9299	9534.486	880.496	586		ENPP7,CBX2,CBX8	CBX2	CBX2	1.0155	586	1
3_MACS_peak_24946_lociStitched	chr22	46272481	46282235	3	9296	10952.7666	766.6644	587			WNT7B	WNT7B	0.9547000000000001	587	1
10_MACS_peak_29749_lociStitched	chr7	155147914	155158424	10	9289	9429.572	1206.548	588			INSIG1	NONE	NONE	588	1
5_MACS_peak_13691_lociStitched	chr17	72343498	72353910	5	9231	10132.9584	921.462	589	KIF19,BTBD17	GPR142	BTBD17	BTBD17	0.7552	589	1
3_MACS_peak_15349_lociStitched	chr19	1231529	1240884	3	9230	16720.1915	1247.0215	590	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	EFNA2	1.7627000000000002	590	1
3_MACS_peak_2122_lociStitched	chr1	16383516	16392885	3	9225	10851.1758	1006.2306	591	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	CLCNKA	0.9294	591	1
7_MACS_peak_33197_lociStitched	chr9	137441044	137451813	7	9219	8945.8083	900.2884	592			COL5A1	COL5A1	0.6055	592	1
8_MACS_peak_6911_lociStitched	chr11	61636245	61646143	8	9213	9961.3472	863.1056	593	FADS3	FADS2,RAB3IL1	FADS3	FADS3	0.489	593	1
6_MACS_peak_19684_lociStitched	chr19	55689684	55700051	6	9211	10117.1553	845.9472	594	SYT5,PTPRH	TNNT1,TNNI3,C19orf51,TMEM86B	SYT5	SYT5	0.772	594	1
8_MACS_peak_18895_lociStitched	chr19	47967626	47977779	8	9210	9599.6615	926.9689	595	SLC8A2	MEIS3,KPTN,NAPA	SLC8A2	MEIS3	1.0095	595	1
10_MACS_peak_27066_lociStitched	chr4	8699496	8709912	10	9194	8827.56	858.2784	596			CPZ	CPZ	0.8156	596	1
3_MACS_peak_15868_lociStitched	chr19	4626111	4635447	3	9189	9108.2016	1234.2192	597		TNFAIP8L1,C19orf10	TNFAIP8L1	TNFAIP8L1	0.038000000000000006	597	1
5_MACS_peak_32201_lociStitched	chr9	132973662	132983083	5	9189	9402.158	894.995	598	NCS1		NCS1	NCS1	0.8004	598	1
4_MACS_peak_15630_lociStitched	chr19	3312311	3321733	4	9152	9608.5556	1180.5766	599		NFIC	NFIC	NFIC	0.9149	599	1
4_MACS_peak_18580_lociStitched	chr19	45377620	45387343	4	9141	9365.1936	810.8982	600	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	APOE	0.5128	600	1
5_MACS_peak_29153_lociStitched	chr7	100312515	100322659	5	9131	9891.4144	823.6928	601	EPO	GNB2,POP7,ZAN,GIGYF1	EPO	EPO	0.8028	601	1
2_MACS_peak_15707_lociStitched	chr19	3587675	3596839	2	9130	12400.7248	1060.2748	602	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	0.909	602	1
1_MACS_peak_7141_lociStitched	chr11	64481159	64490286	1	9128	11611.3694	838.7713	603	NRXN2	RASGRP2,PYGM	NRXN2	RASGRP2	0.9235000000000001	603	1
