REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
4_MACS_peak_24184_lociStitched	chr22	42795783	42806478	4	10592	11136.7035	840.627	517	NFAM1		NFAM1	517	1
2_MACS_peak_28023_lociStitched	chr6	32045195	32055397	2	9813	11638.4416	1354.8256	518	TNXB	ATF6B,FKBPL	TNXB	518	1
6_MACS_peak_9071_lociStitched	chr13	113740452	113751219	6	9925	11102.9304	822.5988	519	MCF2L	F7,F10	F7	519	1
1_MACS_peak_4979_lociStitched	chr1	234912040	234919278	1	7239	12920.5538	2670.0982	520			NCRNA00184	520	1
4_MACS_peak_22418_lociStitched	chr21	43130166	43140898	4	10507	11625.9756	1413.4044	521	NCRNA00112,C21orf129	NCRNA00111,RIPK4	C21orf129	521	1
10_MACS_peak_19085_lociStitched	chr19	49051259	49063682	10	10790	11358.3489	1152.8544	522	SULT2B1	SULT2B1,SPACA4,LMTK3	SULT2B1	522	1
4_MACS_peak_21729_lociStitched	chr20	60474720	60485415	4	10355	10950.6105	763.623	523	CDH4	MIR1257	MIR1257	523	1
3_MACS_peak_24946_lociStitched	chr22	46272481	46282235	3	9296	10952.7666	766.6644	524			WNT7B	524	1
3_MACS_peak_8801_lociStitched	chr12	54420685	54429983	3	9090	11166.898	989.3072	525	HOXC6,HOXC5,HOXC4,MIR615	HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC5	525	1
3_MACS_peak_4601_lociStitched	chr1	156670937	156678751	3	7343	11352.9606	1182.2582	526	CRABP2	C1orf66,NES,ISG20L2,MRPL24,HDGF	CRABP2	526	1
9_MACS_peak_12407_lociStitched	chr17	19111726	19126274	9	13728	11743.1456	1590.0964	527		EPN2	EPN2	527	1
7_MACS_peak_24991_lociStitched	chr22	46390954	46402263	7	10182	11141.6268	990.6684	528		LOC730668,LOC150381,WNT7B,LOC100271722,C22orf26	LOC730668	528	1
7_MACS_peak_29178_lociStitched	chr7	100354948	100366782	7	10162	11255.3174	1112.396	529	ZAN	EPO	ZAN	529	1
5_MACS_peak_9898_lociStitched	chr15	78180484	78192091	5	11177	11084.685	964.5417	530		LOC645752	LOC645752	530	1
4_MACS_peak_33957_lociStitched	chr9	139862778	139872311	4	8915	10768.4768	649.1973	531	PTGDS	C8G,LCN12,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3	PTGDS	531	1
6_MACS_peak_18562_lociStitched	chr19	45349581	45359734	6	8925	11037.3263	937.1219	532	PVRL2	BCAM,TOMM40,APOE	PVRL2	532	1
14_MACS_peak_19426_lociStitched	chr19	51051562	51064722	14	10651	11045.188	965.944	533	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	533	1
3_MACS_peak_22664_lociStitched	chr21	45667020	45675868	3	8622	11383.8368	1325.4304	534	DNMT3L	AIRE,PFKL,ICOSLG	ICOSLG	534	1
3_MACS_peak_23801_lociStitched	chr22	37458531	37468130	3	9012	11057.0881	1003.0955	535	KCTD17,TMPRSS6	MPST,TST	KCTD17	535	1
1_MACS_peak_29471_lociStitched	chr7	102257360	102265634	1	8275	12796.5684	2751.9324	536		POLR2J3,RASA4,UPK3BL,POLR2J2	RASA4	536	1
2_MACS_peak_9044_lociStitched	chr13	113676973	113686799	2	9676	10851.8344	820.471	537	MCF2L		MCF2L	537	1
6_MACS_peak_23331_lociStitched	chr22	21563890	21576702	6	12105	12244.4284	2219.0384	538			POM121L8P	538	1
7_MACS_peak_20782_lociStitched	chr20	34959224	34971393	7	11264	11098.128	1073.3058	539		DLGAP4	DLGAP4	539	1
1_MACS_peak_8501_lociStitched	chr12	49370665	49376634	1	5970	10857.0141	847.598	540	WNT1	ARF3,WNT10B,DDN,PRKAG1	WNT1	540	1
6_MACS_peak_14830_lociStitched	chr17	78450862	78461661	6	10165	10849.7553	853.121	541		NPTX1	NPTX1	541	1
7_MACS_peak_16127_lociStitched	chr19	5876026	5888038	7	11031	11342.9316	1346.5452	542		VMAC,CAPS,FUT6,FUT3,FUT5,NDUFA11	FUT5	542	1
10_MACS_peak_21990_lociStitched	chr20	61801862	61815147	10	11059	11051.7915	1073.428	543	MIR124-3	YTHDF1	MIR124-3	543	1
3_MACS_peak_1748_lociStitched	chr1	10700335	10709914	3	9444	10719.8589	750.9936	544	CASZ1		CASZ1	544	1
6_MACS_peak_33823_lociStitched	chr9	138987276	138998425	6	10430	10816.7598	860.7028	545		NACC2,C9orf69	NACC2	545	1
5_MACS_peak_6126_lociStitched	chr11	1150297	1160488	5	9331	10642.4613	690.9498	546			MUC2	546	1
7_MACS_peak_702_lociStitched	chr1	3140933	3152412	7	10393	10670.8784	722.0291	547	PRDM16		MIR4251	547	1
1_MACS_peak_17467_lociStitched	chr19	18059307	18066148	1	6842	10586.4475	644.4222	548	KCNN1	CCDC124,ARRDC2	KCNN1	548	1
4_MACS_peak_4606_lociStitched	chr1	156808819	156818958	4	9435	11329.3186	1410.3349	549	NTRK1,INSRR	NTRK1,PEAR1,SH2D2A	INSRR	549	1
6_MACS_peak_25085_lociStitched	chr22	49292529	49303896	6	10780	10836.1611	917.3169	550			FAM19A5	550	1
9_MACS_peak_6379_lociStitched	chr11	1921956	1933111	9	9721	10786.885	868.9745	551		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	551	1
5_MACS_peak_32442_lociStitched	chr9	133950144	133961631	5	10454	10879.3377	999.369	552	LAMC3	AIF1L,NUP214	AIF1L	552	1
11_MACS_peak_12378_lociStitched	chr17	19058605	19071917	11	12046	11364.4544	1485.6192	553	GRAPL		GRAPL	553	1
3_MACS_peak_32294_lociStitched	chr9	133299856	133310040	3	10000	10575.0656	700.6592	554		ASS1	ASS1	554	1
5_MACS_peak_18443_lociStitched	chr19	42498855	42508455	5	8945	10823.04	950.4	555	GRIK5	RABAC1,ATP1A3	ATP1A3	555	1
4_MACS_peak_4943_lociStitched	chr1	228192171	228201916	4	9304	10896.859	1046.613	556	WNT3A		WNT3A	556	1
3_MACS_peak_2122_lociStitched	chr1	16383516	16392885	3	9225	10851.1758	1006.2306	557	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	557	1
3_MACS_peak_23018_lociStitched	chr21	47496085	47505868	3	9747	11046.9636	1226.7882	558		COL6A2	COL6A2	558	1
5_MACS_peak_32488_lociStitched	chr9	134680782	134690110	5	8732	10640.4496	823.6624	559			RAPGEF1	559	1
12_MACS_peak_33328_lociStitched	chr9	137685309	137697003	12	10431	10550.3268	748.416	560	COL5A1	MIR3689B,MIR3689A	MIR3689B	560	1
1_MACS_peak_28708_lociStitched	chr7	2559817	2567424	1	7608	10460.3857	674.7409	561	LFNG	IQCE,C7orf27	LFNG	561	1
8_MACS_peak_11631_lociStitched	chr17	814780	826550	8	10841	10730.709	947.485	562	NXN		NXN	562	1
1_MACS_peak_29469_lociStitched	chr7	102158434	102167047	1	8614	12688.6716	2923.2522	563		SPDYE2,POLR2J,POLR2J3	SPDYE2	563	1
4_MACS_peak_15312_lociStitched	chr19	761310	770707	4	9068	11080.0027	1344.7107	564	C19orf21	PTBP1,MIR3187	C19orf21	564	1
6_MACS_peak_1569_lociStitched	chr1	7734787	7745698	6	9968	10452.738	717.9438	565	CAMTA1		VAMP3	565	1
10_MACS_peak_14388_lociStitched	chr17	77272658	77285666	10	10626	10791.4368	1058.8512	566	RBFOX3		RBFOX3	566	1
11_MACS_peak_19774_lociStitched	chr19	56056352	56069730	11	11262	10939.1906	1213.3846	567		ZNF524,SBK2,ZNF579,FIZ1	SBK2	567	1
7_MACS_peak_14193_lociStitched	chr17	76493380	76504872	7	10168	10749.6168	1041.1752	568	DNAH17		DNAH17	568	1
5_MACS_peak_15948_lociStitched	chr19	5275691	5286251	5	9970	10869.408	1166.88	569	PTPRS		PTPRS	569	1
6_MACS_peak_19963_lociStitched	chr2	26831004	26843231	6	10677	10878.3619	1179.9055	570	CIB4	C2orf70,OTOF	CIB4	570	1
3_MACS_peak_4589_lociStitched	chr1	156639950	156650521	3	10432	11363.825	1667.0467	571	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	571	1
6_MACS_peak_14448_lociStitched	chr17	77397785	77407897	6	9622	10591.3088	900.9792	572	RBFOX3		RBFOX3	572	1
3_MACS_peak_22682_lociStitched	chr21	45770700	45780358	3	8922	11064.2048	1383.9914	573	TRPM2	C21orf2	TRPM2	573	1
8_MACS_peak_14134_lociStitched	chr17	76311141	76322553	8	10829	10670.22	1013.3856	574		SOCS3	SOCS3	574	1
4_MACS_peak_27900_lociStitched	chr6	2635315	2645851	4	10043	11115.48	1495.0584	575		C6orf195	C6orf195	575	1
6_MACS_peak_15244_lociStitched	chr19	414304	425540	6	10338	10770.8296	1153.9372	576	SHC2	THEG,C2CD4C,ODF3L2	C2CD4C	576	1
7_MACS_peak_23187_lociStitched	chr22	20139079	20149650	7	9590	10606.9414	996.8453	577		RANBP1,ZDHHC8,LOC150197,TRMT2A	ZDHHC8	577	1
11_MACS_peak_9945_lociStitched	chr15	79056539	79067739	11	9791	10372.32	804.16	578	ADAMTS7	LOC646938	LOC646938	578	1
7_MACS_peak_15938_lociStitched	chr19	5259559	5269938	7	9073	10610.4517	1053.4685	579	PTPRS		PTPRS	579	1
10_MACS_peak_260_lociStitched	chr1	2014882	2026798	10	10615	10526.5944	990.2196	580	PRKCZ	PRKCZ	PRKCZ	580	1
2_MACS_peak_16446_lociStitched	chr19	7949766	7959440	2	9462	10881.3152	1375.6428	581	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	581	1
4_MACS_peak_13307_lociStitched	chr17	48263635	48274404	4	10039	10282.2412	777.5218	582	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	582	1
6_MACS_peak_28017_lociStitched	chr6	32034556	32044210	6	8859	10490.0364	990.5004	583	TNXB		TNXB	583	1
6_MACS_peak_1703_lociStitched	chr1	9683580	9694607	6	10460	11042.4378	1555.9097	584		TMEM201,PIK3CD,C1orf200	PIK3CD	584	1
5_MACS_peak_14856_lociStitched	chr17	78492605	78502677	5	9563	10272.4328	798.7096	585		RPTOR,NPTX1	RPTOR	585	1
10_MACS_peak_13017_lociStitched	chr17	43897310	43909213	10	10075	10550.8192	1081.9827	586	CRHR1	IMP5	IMP5	586	1
3_MACS_peak_7051_lociStitched	chr11	64321903	64332156	3	9598	10302.2144	835.6195	587	SLC22A11	SLC22A12	SLC22A11	587	1
3_MACS_peak_13972_lociStitched	chr17	74894527	74904132	3	9441	10220.6805	754.953	588	MGAT5B		MGAT5B	588	1
6_MACS_peak_10136_lociStitched	chr16	876901	886215	6	7964	10293.8328	848.5054	589		CHTF18,PRR25,MSLNL,RPUSD1,GNG13	PRR25	589	1
10_MACS_peak_33351_lociStitched	chr9	137771554	137782851	10	8750	10233.9523	793.0494	590	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	590	1
5_MACS_peak_15930_lociStitched	chr19	5239132	5250616	5	10166	10729.5012	1304.5824	591	PTPRS		PTPRS	591	1
5_MACS_peak_19225_lociStitched	chr19	49564247	49575005	5	10581	10291.1028	876.777	592	NTF4,KCNA7	CGB2,SNAR-G1,CGB5,SNRNP70,LIN7B,PPFIA3,LHB,CGB,SNAR-G2,CGB1,CGB8,CGB7,C19orf73	NTF4	592	1
3_MACS_peak_6253_lociStitched	chr11	1622366	1632321	3	9546	10407.9525	996.4955	593	MOB2,KRTAP5-3	LOC338651,KRTAP5-5,DUSP8,KRTAP5-1,KRTAP5-2,KRTAP5-4	KRTAP5-3	593	1
2_MACS_peak_14917_lociStitched	chr17	79151111	79159512	2	7922	10215.616	809.0163	594	LOC388428	MIR1250,AATK,AZI1	AATK	594	1
9_MACS_peak_32083_lociStitched	chr9	132410518	132421915	9	10628	10337.079	937.9731	595		METTL11A,PRRX2,C9orf50,ASB6	PRRX2	595	1
3_MACS_peak_14700_lociStitched	chr17	77958759	77968168	3	9090	10277.4507	880.6824	596	TBC1D16	CCDC40	TBC1D16	596	1
1_MACS_peak_4614_lociStitched	chr1	156826755	156833267	1	6513	10665.3536	1284.8176	597	NTRK1,INSRR	PEAR1,SH2D2A	NTRK1	597	1
5_MACS_peak_15918_lociStitched	chr19	5211074	5221289	5	9912	10568.439	1190.0475	598	PTPRS		PTPRS	598	1
6_MACS_peak_695_lociStitched	chr1	3127030	3137776	6	10061	10061.4798	701.7138	599	PRDM16		MIR4251	599	1
5_MACS_peak_2292_lociStitched	chr1	17440066	17449823	5	9120	10315.1004	969.8458	600	PADI2		PADI2	600	1
3_MACS_peak_23031_lociStitched	chr21	47532195	47541384	3	8861	10447.893	1110.0312	601	COL6A2	FTCD	COL6A2	601	1
4_MACS_peak_22422_lociStitched	chr21	43141991	43151130	4	8083	10356.3148	1023.568	602		NCRNA00111,NCRNA00112,C21orf129,RIPK4	NCRNA00112	602	1
7_MACS_peak_13834_lociStitched	chr17	72882654	72893147	7	9913	10333.5064	1001.0322	603	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	603	1
6_MACS_peak_26159_lociStitched	chr4	3459755	3469669	6	8864	10109.3058	786.1802	604	DOK7	HGFAC	DOK7	604	1
9_MACS_peak_4247_lociStitched	chr1	37314667	37326660	9	10326	10498.6722	1193.3035	605	GRIK3		GRIK3	605	1
7_MACS_peak_14430_lociStitched	chr17	77357158	77367746	7	9825	10097.7756	796.2176	606	RBFOX3		RBFOX3	606	1
2_MACS_peak_32564_lociStitched	chr9	135106889	135116595	2	9516	10216.5356	926.923	607	NTNG2		NTNG2	607	1
2_MACS_peak_21784_lociStitched	chr20	60795893	60804441	2	8543	10263.5836	991.568	608		GTPBP5,OSBPL2,HRH3	HRH3	608	1
6_MACS_peak_19684_lociStitched	chr19	55689684	55700051	6	9211	10117.1553	845.9472	609	SYT5,PTPRH	TNNT1,TNNI3,C19orf51,TMEM86B	SYT5	609	1
7_MACS_peak_14562_lociStitched	chr17	77650652	77661956	7	9857	10209.7728	958.5792	610		ENPP7	ENPP7	610	1
5_MACS_peak_6688_lociStitched	chr11	45680269	45689341	5	8569	10016.3952	798.336	611	CHST1		CHST1	611	1
5_MACS_peak_13691_lociStitched	chr17	72343498	72353910	5	9231	10132.9584	921.462	612	KIF19,BTBD17	GPR142	BTBD17	612	1
3_MACS_peak_15225_lociStitched	chr19	367171	376536	3	8964	10306.1825	1094.7685	613	THEG	MIER2,C2CD4C	THEG	613	1
1_MACS_peak_5512_lociStitched	chr10	102889874	102897061	1	7188	9754.9151	544.0559	614	TLX1,TLX1NB		TLX1	614	1
3_MACS_peak_21881_lociStitched	chr20	61445956	61453258	3	7161	9598.479	406.7214	615	COL9A3	C20orf20,OGFR,DPH3P1,TCFL5	COL9A3	615	1
2_MACS_peak_13333_lociStitched	chr17	48608502	48616430	2	7796	9772.0528	587.4648	616	MYCBPAP,EPN3	SPATA20,CACNA1G	EPN3	616	1
6_MACS_peak_29290_lociStitched	chr7	100762819	100772961	6	9072	10431.047	1249.4944	617	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	617	1
7_MACS_peak_31888_lociStitched	chr9	127246749	127258095	7	9949	10246.5726	1071.0624	618	NR5A1	GPR144	NR5A1	618	1
3_MACS_peak_13220_lociStitched	chr17	47582380	47591786	3	8761	10085.1132	915.2038	619	NGFR		NGFR	619	1
2_MACS_peak_30777_lociStitched	chr8	58118225	58126617	2	8320	12478.0648	3314.84	620			C8orf71	620	1
5_MACS_peak_12230_lociStitched	chr17	8012009	8021680	5	8763	10270.602	1129.5728	621	ALOXE3	MIR4314,ALOX12B,HES7,PER1,VAMP2	ALOXE3	621	1
4_MACS_peak_16090_lociStitched	chr19	5770141	5779804	4	9537	10428.3096	1307.4039	622	TMEM146	NRTN,LONP1,PRR22,DUS3L	PRR22	622	1
5_MACS_peak_24069_lociStitched	chr22	40050305	40060335	5	9689	10018.967	917.745	623	CACNA1I		CACNA1I	623	1
8_MACS_peak_6911_lociStitched	chr11	61636245	61646143	8	9213	9961.3472	863.1056	624	FADS3	FADS2,RAB3IL1	FADS3	624	1
9_MACS_peak_7606_lociStitched	chr11	69981077	69992816	9	9904	10003.9758	907.4247	625	ANO1		ANO1	625	1
3_MACS_peak_12488_lociStitched	chr17	21313538	21323428	3	9436	10749.441	1671.41	626	KCNJ12,KCNJ18		KCNJ18	626	1
4_MACS_peak_17595_lociStitched	chr19	18708846	18717222	4	8132	9840.9624	766.404	627	CRLF1	C19orf50,UBA52,C19orf60,TMEM59L,KLHL26	CRLF1	627	1
9_MACS_peak_10207_lociStitched	chr16	1020579	1031390	9	9443	9969.9042	897.313	628	LMF1	SOX8	LMF1	628	1
2_MACS_peak_23150_lociStitched	chr22	19710058	19718141	2	8084	9571.0803	499.5294	629	SEPT5-GP1BB,SEPT5,GP1BB	TBX1	GP1BB	629	1
5_MACS_peak_29153_lociStitched	chr7	100312515	100322659	5	9131	9891.4144	823.6928	630	EPO	GNB2,POP7,ZAN,GIGYF1	EPO	630	1
2_MACS_peak_31870_lociStitched	chr9	126130217	126139043	2	8689	9984.8538	927.6126	631	CRB2	MIR601	CRB2	631	1
2_MACS_peak_8090_lociStitched	chr11	118021336	118029182	2	7782	9980.8966	942.3046	632	SCN4B	SCN4B,SCN2B	SCN4B	632	1
7_MACS_peak_822_lociStitched	chr1	3345431	3356232	7	10027	9757.6234	719.3466	633	PRDM16	ARHGEF16	ARHGEF16	633	1
2_MACS_peak_23041_lociStitched	chr21	47556060	47562568	2	6144	10043.7964	1028.264	634	FTCD	COL6A2,C21orf56	FTCD	634	1
7_MACS_peak_20357_lociStitched	chr2	220328890	220339954	7	10284	9950.9616	940.44	635	SPEG	DES,GMPPA,ACCN4	SPEG	635	1
2_MACS_peak_11813_lociStitched	chr17	1865576	1875186	2	9606	9793.551	789.942	636	RTN4RL1		RTN4RL1	636	1
3_MACS_peak_15744_lociStitched	chr19	3844150	3852770	3	8293	10319.864	1319.722	637	ZFR2	ATCAY,MATK	ZFR2	637	1
4_MACS_peak_8443_lociStitched	chr12	3399847	3409224	4	9007	9776.4602	802.6712	638			PRMT8	638	1
5_MACS_peak_32430_lociStitched	chr9	133923449	133933540	5	9570	10197.9646	1226.0565	639	LAMC3	AIF1L	AIF1L	639	1
8_MACS_peak_143_lociStitched	chr1	1384090	1394877	8	9761	9832.3505	870.5109	640	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	640	1
5_MACS_peak_21144_lociStitched	chr20	56151346	56161221	5	9389	9775.2625	815.675	641		PCK1,ZBP1	PCK1	641	1
8_MACS_peak_8820_lociStitched	chr12	54590207	54601775	8	9723	10185.624	1226.208	642		SMUG1	SMUG1	642	1
3_MACS_peak_28849_lociStitched	chr7	5629377	5636969	3	7449	9600.084	643.0424	643	FSCN1		FSCN1	643	1
4_MACS_peak_12105_lociStitched	chr17	7315979	7324090	4	7829	9659.3899	703.2237	644	NLGN2,SPEM1	TNK1,C17orf74,TMEM102,FGF11,CHRNB1,PLSCR3,C17orf61	SPEM1	644	1
6_MACS_peak_33829_lociStitched	chr9	139014105	139024296	6	8908	10022.8485	1069.0359	645		NACC2,C9orf69	C9orf69	645	1
5_MACS_peak_10420_lociStitched	chr16	2345357	2354605	5	8000	9827.8496	890.5824	646	ABCA3	MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	646	1
5_MACS_peak_20147_lociStitched	chr2	113389381	113398987	5	8850	10168.9116	1243.977	647		CHCHD5,SLC20A1,FLJ42351	FLJ42351	647	1
3_MACS_peak_3127_lociStitched	chr1	20810138	20819896	3	9532	9790.2014	884.0748	648	CAMK2N1	MUL1	CAMK2N1	648	1
2_MACS_peak_22328_lociStitched	chr21	34392245	34399372	2	6879	9834.5473	940.764	649	OLIG2	OLIG1	OLIG2	649	1
11_MACS_peak_33118_lociStitched	chr9	137165906	137176963	11	9041	9667.1351	779.5185	650		RXRA	RXRA	650	1
5_MACS_peak_6096_lociStitched	chr11	1079529	1089215	5	8853	9628.8526	744.8534	651	MUC2	MUC6	MUC2	651	1
4_MACS_peak_29847_lociStitched	chr7	155608142	155618955	4	10559	10449.6832	1587.3484	652		SHH	SHH	652	1
3_MACS_peak_28718_lociStitched	chr7	2661561	2670437	3	8174	9736.972	884.9372	653		TTYH3,AMZ1	TTYH3	653	1
9_MACS_peak_25214_lociStitched	chr22	50479397	50489854	9	9391	9749.0611	916.0332	654	TTLL8	MOV10L1,IL17REL,MLC1	TTLL8	654	1
7_MACS_peak_26185_lociStitched	chr4	3626693	3636683	7	8715	9856.134	1041.957	655		LOC100133461	LOC100133461	655	1
6_MACS_peak_16033_lociStitched	chr19	5486333	5496829	6	9407	10031.0272	1217.536	656		ZNRF4	ZNRF4	656	1
7_MACS_peak_16539_lociStitched	chr19	8281236	8291856	7	9450	10176.084	1377.414	657	LASS4		LASS4	657	1
3_MACS_peak_856_lociStitched	chr1	3410439	3418604	3	7538	9254.211	460.506	658	MEGF6	ARHGEF16	ARHGEF16	658	1
8_MACS_peak_2872_lociStitched	chr1	19040915	19052612	8	10653	9696.813	917.0448	659	PAX7		PAX7	659	1
6_MACS_peak_10350_lociStitched	chr16	1533023	1541677	6	7824	9316.031	551.2598	660	PTX4	TELO2,TMEM204,CCDC154,CLCN7	PTX4	660	1
6_MACS_peak_22204_lociStitched	chr20	62712651	62721860	6	7708	9579.2018	815.9174	661	OPRL1,C20orf201	NCRNA00176,TCEA2,SOX18,RGS19,NPBWR2	C20orf201	661	1
6_MACS_peak_10340_lociStitched	chr16	1382909	1391643	6	7822	9422.2392	665.5308	662	BAIAP3	UBE2I,GNPTG,C16orf42,UNKL	BAIAP3	662	1
1_MACS_peak_8507_lociStitched	chr12	49482246	49488977	1	6732	9681.8704	945.0324	663	DHH	MLL2,RHEBL1,LMBR1L,TUBA1B	DHH	663	1
5_MACS_peak_15344_lociStitched	chr19	996170	1005390	5	8520	10203.774	1471.512	664	GRIN3B	WDR18,CNN2,ABCA7,C19orf6	GRIN3B	664	1
2_MACS_peak_15342_lociStitched	chr19	916198	921862	2	5584	9350.6976	619.0752	665	KISS1R	ARID3A,MED16,C19orf22	KISS1R	665	1
4_MACS_peak_2973_lociStitched	chr1	19377264	19386524	4	8714	9509.094	795.434	666			IFFO2	666	1
1_MACS_peak_10438_lociStitched	chr16	2517766	2523740	1	5975	9156.9472	449.8422	667	NTN3	CCNF,C16orf59,TBC1D24,ATP6V0C,AMDHD2	NTN3	667	1
5_MACS_peak_22176_lociStitched	chr20	62451800	62461758	5	8950	9651.2936	956.9638	668		C20orf135,TPD52L2,ZBTB46	ZBTB46	668	1
3_MACS_peak_10086_lociStitched	chr16	319344	327913	3	8003	9461.8898	776.3514	669	RGS11	ITFG3,ARHGDIG,PDIA2,LUC7L	RGS11	669	1
8_MACS_peak_18895_lociStitched	chr19	47967626	47977779	8	9210	9599.6615	926.9689	670	SLC8A2	MEIS3,KPTN,NAPA	SLC8A2	670	1
4_MACS_peak_34033_lociStitched	chr9	140208311	140217030	4	7683	9319.7391	656.5407	671	EXD3	C9orf167,NRARP	NRARP	671	1
4_MACS_peak_14617_lociStitched	chr17	77741755	77751495	4	9299	9534.486	880.496	672		ENPP7,CBX2,CBX8	CBX2	672	1
3_MACS_peak_390_lociStitched	chr1	2420768	2429529	3	8299	9335.7216	685.1102	673	PLCH2	PANK4,HES5	PLCH2	673	1
4_MACS_peak_22411_lociStitched	chr21	43103824	43113613	4	8758	10010.2314	1362.6288	674	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	674	1
2_MACS_peak_15850_lociStitched	chr19	4544923	4553140	2	8070	9714.1374	1075.6053	675	SEMA6B	PLIN4,PLIN5,LRG1	LRG1	675	1
9_MACS_peak_22280_lociStitched	chr20	62869619	62880250	9	8813	9518.9974	887.6885	676	MYT1	PCMTD2	PCMTD2	676	1
3_MACS_peak_13111_lociStitched	chr17	46800182	46807981	3	7198	9601.3489	973.3152	677	NCRNA00253,MIR3185,HOXB13	PRAC	HOXB13	677	1
2_MACS_peak_6590_lociStitched	chr11	2944813	2951676	2	6850	9188.1844	566.8838	678	SLC22A18,PHLDA2	CDKN1C,SLC22A18AS,SNORA54	PHLDA2	678	1
3_MACS_peak_31364_lociStitched	chr8	143678159	143686859	3	8549	9168.93	555.93	679		ARC	ARC	679	1
5_MACS_peak_20836_lociStitched	chr20	37351293	37360284	5	8148	9667.1232	1058.2407	680	SLC32A1	ACTR5	SLC32A1	680	1
11_MACS_peak_33696_lociStitched	chr9	138607321	138618522	11	8971	9342.7541	749.3469	681	KCNT1	SOHLH1	KCNT1	681	1
7_MACS_peak_24023_lociStitched	chr22	39240084	39249385	7	8623	9493.5307	902.197	682		DNAL4,NPTXR,CBX6	NPTXR	682	1
3_MACS_peak_27159_lociStitched	chr4	8904927	8914159	3	8783	9211.6896	627.776	683		LOC650293,HMX1	HMX1	683	1
4_MACS_peak_24391_lociStitched	chr22	44285277	44294951	4	9554	9377.9756	794.2354	684	PNPLA5	PNPLA3,SULT4A1	PNPLA5	684	1
2_MACS_peak_26167_lociStitched	chr4	3492869	3499535	2	6219	9119.088	537.9462	685	DOK7	HGFAC,LRPAP1	DOK7	685	1
1_MACS_peak_6576_lociStitched	chr11	2441316	2449222	1	7907	9301.409	740.0016	686	TRPM5	CD81,TSSC4,KCNQ1	TRPM5	686	1
4_MACS_peak_18580_lociStitched	chr19	45377620	45387343	4	9141	9365.1936	810.8982	687	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	687	1
7_MACS_peak_12856_lociStitched	chr17	41787752	41798182	7	9789	9906.414	1361.115	688		MEOX1,SOST	SOST	688	1
2_MACS_peak_4568_lociStitched	chr1	156368757	156378815	2	9845	10107.2842	1564.019	689	C1orf61	RHBG,MIR9-1	MIR9-1	689	1
5_MACS_peak_16076_lociStitched	chr19	5740274	5750693	5	9606	10013.7009	1471.1628	690	TMEM146	RPL36,LONP1,PRR22,DUS3L	TMEM146	690	1
2_MACS_peak_22680_lociStitched	chr21	45761934	45769899	2	7758	9735.6195	1193.157	691		PFKL,TRPM2,C21orf2	C21orf2	691	1
8_MACS_peak_17543_lociStitched	chr19	18349870	18361682	8	10222	9642.1356	1116.234	692	PDE4C,LOC729966	MPV17L2,MIR3188,RAB3A,PDE4C,KIAA1683,JUND	PDE4C	692	1
4_MACS_peak_31550_lociStitched	chr8	144477441	144486710	4	8547	9287.538	769.327	693		RHPN1,C8orf51,MAFA	MAFA	693	1
2_MACS_peak_4621_lociStitched	chr1	156843345	156851820	2	8146	9542.0025	1031.4075	694	NTRK1	PEAR1,C1orf92,INSRR	PEAR1	694	1
5_MACS_peak_32201_lociStitched	chr9	132973662	132983083	5	9189	9402.158	894.995	695	NCS1		NCS1	695	1
6_MACS_peak_33951_lociStitched	chr9	139852271	139861239	6	8048	9410.1224	919.22	696		C8G,LCN12,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	696	1
7_MACS_peak_19114_lociStitched	chr19	49097362	49106899	7	8625	9326.2323	835.4412	697	SULT2B1,FAM83E	SPACA4,SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	697	1
4_MACS_peak_107_lociStitched	chr1	1172333	1179928	4	7217	8989.442	512.6625	698	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	698	1
