REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_19749_lociStitched	chr19	19672945	19673373	1	429	417.85639999999995	34.4112
1_MACS_peak_22599_lociStitched	chr2	106977895	106978323	1	429	355.1544	56.8384
1_MACS_peak_26543_lociStitched	chr22	37433564	37433992	1	429	456.16240000000005	22.7696
1_MACS_peak_34306_lociStitched	chr8	80678603	80679031	1	429	344.88239999999996	56.153600000000004
1_MACS_peak_1831_lociStitched	chr1	11018464	11018891	1	428	365.85360000000003	25.918899999999997
1_MACS_peak_2686_lociStitched	chr1	18591289	18591716	1	428	289.6768	14.432599999999999
1_MACS_peak_2722_lociStitched	chr1	18656132	18656559	1	428	460.4341	56.321299999999994
1_MACS_peak_5247_lociStitched	chr1	228076222	228076649	1	428	382.89090000000004	47.7386
1_MACS_peak_8612_lociStitched	chr11	75885254	75885681	1	428	274.0486	63.196
1_MACS_peak_10247_lociStitched	chr14	101084650	101085077	1	428	326.09990000000005	14.9877
1_MACS_peak_21734_lociStitched	chr19	51029618	51030045	1	428	386.8193	10.7604
1_MACS_peak_21813_lociStitched	chr19	51319490	51319917	1	428	321.1894	17.934
1_MACS_peak_24883_lociStitched	chr20	62412428	62412855	1	428	276.01279999999997	21.392699999999998
1_MACS_peak_26304_lociStitched	chr22	30674335	30674762	1	428	459.6228	29.4203
1_MACS_peak_28382_lociStitched	chr3	49581869	49582296	1	428	358.8508	29.676500000000004
1_MACS_peak_31441_lociStitched	chr6	108487794	108488221	1	428	336.43330000000003	4.9959
1_MACS_peak_33502_lociStitched	chr7	157849138	157849565	1	428	369.2696	27.584200000000003
1_MACS_peak_33766_lociStitched	chr8	1627721	1628148	1	428	390.4915	30.103499999999997
1_MACS_peak_34135_lociStitched	chr8	12460118	12460545	1	428	283.05830000000003	26.3459
1_MACS_peak_34682_lociStitched	chr8	143049979	143050406	1	428	360.3026	11.8279
1_MACS_peak_35071_lociStitched	chr8	144314724	144315151	1	428	397.4516	42.358399999999996
1_MACS_peak_36627_lociStitched	chr9	137463882	137464309	1	428	422.2176	36.8501
1_MACS_peak_2960_lociStitched	chr1	19321695	19322121	1	427	390.7272	32.9298
1_MACS_peak_3685_lociStitched	chr1	26680673	26681099	1	427	314.1324	23.004
1_MACS_peak_6061_lociStitched	chr10	119313767	119314193	1	427	393.411	54.7836
1_MACS_peak_9116_lociStitched	chr12	2027343	2027769	1	427	461.4006	14.0154
1_MACS_peak_9609_lociStitched	chr12	53491026	53491452	1	427	370.9608	66.2004
1_MACS_peak_13718_lociStitched	chr17	871581	872007	1	427	366.7434	21.2148
1_MACS_peak_15310_lociStitched	chr17	45795699	45796125	1	427	325.71959999999996	50.0976
1_MACS_peak_15826_lociStitched	chr17	71632121	71632547	1	427	449.98380000000003	12.2262
1_MACS_peak_16896_lociStitched	chr17	78079182	78079608	1	427	408.0654	35.571000000000005
1_MACS_peak_17102_lociStitched	chr17	80972755	80973181	1	427	421.6548	58.02119999999999
1_MACS_peak_17103_lociStitched	chr17	80976419	80976845	1	427	391.45140000000004	48.351
1_MACS_peak_18603_lociStitched	chr19	8673798	8674224	1	427	384.50759999999997	45.5394
1_MACS_peak_18832_lociStitched	chr19	12163523	12163949	1	427	413.0922	31.1832
1_MACS_peak_21893_lociStitched	chr19	54881478	54881904	1	427	357.3714	45.156
1_MACS_peak_23489_lociStitched	chr20	31670491	31670917	1	427	381.3126	3.6210000000000004
1_MACS_peak_23603_lociStitched	chr20	36066964	36067390	1	427	389.5344	18.488400000000002
1_MACS_peak_25611_lociStitched	chr21	47337850	47338276	1	427	408.61920000000003	68.9268
1_MACS_peak_31386_lociStitched	chr6	42132574	42133000	1	427	461.358	36.721199999999996
1_MACS_peak_33904_lociStitched	chr8	7084884	7085310	1	427	217.51560000000003	50.8644
1_MACS_peak_35261_lociStitched	chr8	145862541	145862967	1	427	429.87660000000005	32.6742
1_MACS_peak_36137_lociStitched	chr9	135322450	135322876	1	427	430.3452	16.9122
1_MACS_peak_1833_lociStitched	chr1	11022883	11023308	1	426	456.4925	34.2125
1_MACS_peak_3151_lociStitched	chr1	20794674	20795099	1	426	375.105	16.66
1_MACS_peak_9140_lociStitched	chr12	3232186	3232611	1	426	386.75	16.447499999999998
1_MACS_peak_10262_lociStitched	chr14	101139014	101139439	1	426	368.9425	15.3425
1_MACS_peak_13070_lociStitched	chr16	86416033	86416458	1	426	415.48	28.39
1_MACS_peak_13303_lociStitched	chr16	88254897	88255322	1	426	422.4925	16.830000000000002
1_MACS_peak_13447_lociStitched	chr16	89126497	89126922	1	426	395.1225	44.6675
1_MACS_peak_17484_lociStitched	chr19	2252436	2252861	1	426	443.275	22.142500000000002
1_MACS_peak_21250_lociStitched	chr19	48315462	48315887	1	426	468.52000000000004	35.1475
1_MACS_peak_21789_lociStitched	chr19	51240997	51241422	1	426	307.445	41.480000000000004
1_MACS_peak_25119_lociStitched	chr21	43122352	43122777	1	426	433.84	47.642500000000005
1_MACS_peak_27029_lociStitched	chr22	43867350	43867775	1	426	292.825	34.042500000000004
1_MACS_peak_29672_lociStitched	chr4	8088750	8089175	1	426	369.2825	21.165
1_MACS_peak_30243_lociStitched	chr5	1146127	1146552	1	426	341.65749999999997	38.377500000000005
1_MACS_peak_31427_lociStitched	chr6	100038737	100039162	1	426	396.90749999999997	30.812499999999996
1_MACS_peak_31443_lociStitched	chr6	117585715	117586140	1	426	392.8275	39.61
1_MACS_peak_32813_lociStitched	chr7	149456478	149456903	1	426	385.4325	67.4475
1_MACS_peak_33558_lociStitched	chr7	158077936	158078361	1	426	379.9075	105.4
1_MACS_peak_35532_lociStitched	chr9	129319246	129319671	1	426	369.1975	50.2775
1_MACS_peak_37055_lociStitched	chr9	138516811	138517236	1	426	357.5525	32.2575
1_MACS_peak_37432_lociStitched	chr9	141105905	141106330	1	426	351.6875	11.645
1_MACS_peak_37608_lociStitched	chrX	153877799	153878224	1	426	278.9275	0.0
1_MACS_peak_133_lociStitched	chr1	1516199	1516623	1	425	325.5896	38.4992
1_MACS_peak_2213_lociStitched	chr1	17388072	17388496	1	425	366.63280000000003	47.5728
1_MACS_peak_3230_lociStitched	chr1	21757313	21757737	1	425	387.4512	48.8448
1_MACS_peak_6562_lociStitched	chr10	135341234	135341658	1	425	332.2888	56.5616
1_MACS_peak_7269_lociStitched	chr11	61018243	61018667	1	425	384.1864	34.768
1_MACS_peak_7895_lociStitched	chr11	69258309	69258733	1	425	308.37519999999995	95.9512
1_MACS_peak_9482_lociStitched	chr12	52747496	52747920	1	425	362.9864	16.96
1_MACS_peak_11597_lociStitched	chr16	774782	775206	1	425	390.5464	30.5704
1_MACS_peak_14380_lociStitched	chr17	9674546	9674970	1	425	406.9976	21.836
1_MACS_peak_18011_lociStitched	chr19	5430332	5430756	1	425	398.4752	58.8936
1_MACS_peak_19084_lociStitched	chr19	14420049	14420473	1	425	474.20160000000004	27.687199999999997
1_MACS_peak_20378_lociStitched	chr19	39509350	39509774	1	425	477.9328	2.544
1_MACS_peak_20872_lociStitched	chr19	45440388	45440812	1	425	364.0464	49.5656
1_MACS_peak_22209_lociStitched	chr19	59019854	59020278	1	425	429.04560000000004	27.772000000000002
1_MACS_peak_22344_lociStitched	chr2	26712546	26712970	1	425	395.804	44.2232
1_MACS_peak_23114_lociStitched	chr2	241808506	241808930	1	425	413.1032	60.632
1_MACS_peak_24423_lociStitched	chr20	59946701	59947125	1	425	318.5088	35.404
1_MACS_peak_27124_lociStitched	chr22	44653489	44653913	1	425	395.6768	41.9336
1_MACS_peak_30445_lociStitched	chr5	94956867	94957291	1	425	369.89759999999995	30.0192
1_MACS_peak_31813_lociStitched	chr7	1739798	1740222	1	425	353.9976	29.9768
1_MACS_peak_962_lociStitched	chr1	5530112	5530535	1	424	436.4091	0.0
1_MACS_peak_2111_lociStitched	chr1	16431313	16431736	1	424	329.5593	51.2676
1_MACS_peak_4289_lociStitched	chr1	32706978	32707401	1	424	484.96950000000004	69.0336
1_MACS_peak_7186_lociStitched	chr11	44951339	44951762	1	424	243.7749	10.2366
1_MACS_peak_8343_lociStitched	chr11	70689827	70690250	1	424	316.91159999999996	39.1275
1_MACS_peak_8622_lociStitched	chr11	75923408	75923831	1	424	377.0199	43.8651
1_MACS_peak_9387_lociStitched	chr12	52411849	52412272	1	424	393.3477	47.291399999999996
1_MACS_peak_11248_lociStitched	chr15	77919572	77919995	1	424	394.4898	35.743500000000004
1_MACS_peak_13063_lociStitched	chr16	86367512	86367935	1	424	446.7726	15.6933
1_MACS_peak_17106_lociStitched	chr17	80982412	80982835	1	424	294.3657	11.8863
1_MACS_peak_17119_lociStitched	chr17	81037952	81038375	1	424	380.0232	0.0
1_MACS_peak_19945_lociStitched	chr19	34034219	34034642	1	424	614.4921	33.6285
1_MACS_peak_20526_lociStitched	chr19	41442551	41442974	1	424	463.52340000000004	20.642400000000002
1_MACS_peak_21760_lociStitched	chr19	51076661	51077084	1	424	373.2129	45.345600000000005
1_MACS_peak_23289_lociStitched	chr20	3061652	3062075	1	424	341.6571	13.874400000000001
1_MACS_peak_30435_lociStitched	chr5	72460103	72460526	1	424	336.49649999999997	43.9497
1_MACS_peak_32047_lociStitched	chr7	27144988	27145411	1	424	372.663	52.367399999999996
1_MACS_peak_32840_lociStitched	chr7	150867423	150867846	1	424	318.6036	38.704499999999996
1_MACS_peak_33312_lociStitched	chr7	157246722	157247145	1	424	496.6443	44.415
1_MACS_peak_33352_lociStitched	chr7	157383199	157383622	1	424	368.7291	59.8968
1_MACS_peak_34463_lociStitched	chr8	142469489	142469912	1	424	399.1005	19.9233
1_MACS_peak_1339_lociStitched	chr1	7388051	7388473	1	423	391.0252	36.9672
1_MACS_peak_2334_lociStitched	chr1	17628962	17629384	1	423	322.7878	32.620599999999996
1_MACS_peak_4192_lociStitched	chr1	31276164	31276586	1	423	459.6002	49.6694
1_MACS_peak_5594_lociStitched	chr10	71622616	71623038	1	423	385.62359999999995	24.813599999999997
1_MACS_peak_5985_lociStitched	chr10	102902631	102903053	1	423	310.592	14.221400000000001
1_MACS_peak_6272_lociStitched	chr10	134298387	134298809	1	423	393.726	57.6452
1_MACS_peak_8951_lociStitched	chr11	124740269	124740691	1	423	341.398	48.7832
1_MACS_peak_9734_lociStitched	chr12	91401924	91402346	1	423	338.7394	56.8012
1_MACS_peak_10687_lociStitched	chr14	105511052	105511474	1	423	355.324	25.953
1_MACS_peak_11225_lociStitched	chr15	76630258	76630680	1	423	431.2418	15.6984
1_MACS_peak_14685_lociStitched	chr17	27325996	27326418	1	423	329.8352	79.88459999999999
1_MACS_peak_18263_lociStitched	chr19	6925083	6925505	1	423	332.36719999999997	26.7126
1_MACS_peak_19391_lociStitched	chr19	17499182	17499604	1	423	390.22339999999997	79.4626
1_MACS_peak_21007_lociStitched	chr19	46699322	46699744	1	423	393.6416	60.1772
1_MACS_peak_25294_lociStitched	chr21	44503233	44503655	1	423	438.1204	63.1734
1_MACS_peak_26398_lociStitched	chr22	36817246	36817668	1	423	549.6972	33.675599999999996
1_MACS_peak_27386_lociStitched	chr22	45310276	45310698	1	423	378.6606	27.43
1_MACS_peak_30943_lociStitched	chr6	2547561	2547983	1	423	261.4712	60.0928
1_MACS_peak_32984_lociStitched	chr7	154677469	154677891	1	423	294.345	36.1654
1_MACS_peak_33888_lociStitched	chr8	2215821	2216243	1	423	329.0756	85.6238
1_MACS_peak_1422_lociStitched	chr1	7564944	7565365	1	422	338.0209	20.5869
1_MACS_peak_1602_lociStitched	chr1	8985378	8985799	1	422	413.1273	34.6483
1_MACS_peak_1629_lociStitched	chr1	9158729	9159150	1	422	391.6984	64.11829999999999
1_MACS_peak_5969_lociStitched	chr10	102796327	102796748	1	422	306.8248	55.0668
1_MACS_peak_8832_lociStitched	chr11	119250099	119250520	1	422	373.5533	48.6676
1_MACS_peak_10105_lociStitched	chr14	23833473	23833894	1	422	400.5394	20.3764
1_MACS_peak_13359_lociStitched	chr16	88441241	88441662	1	422	339.9575	24.6706
1_MACS_peak_15290_lociStitched	chr17	44889548	44889969	1	422	401.63399999999996	17.9767
1_MACS_peak_15972_lociStitched	chr17	72293189	72293610	1	422	341.85200000000003	69.6334
1_MACS_peak_16569_lociStitched	chr17	77069836	77070257	1	422	387.9936	34.3536
1_MACS_peak_19437_lociStitched	chr19	17657275	17657696	1	422	481.83450000000005	46.6047
1_MACS_peak_22314_lociStitched	chr2	19561216	19561637	1	422	387.10949999999997	9.935599999999999
1_MACS_peak_23097_lociStitched	chr2	241717380	241717801	1	422	364.37550000000005	7.8306
1_MACS_peak_27480_lociStitched	chr22	45466735	45467156	1	422	382.6469	17.4294
1_MACS_peak_30752_lociStitched	chr5	177682294	177682715	1	422	320.1284	39.868700000000004
1_MACS_peak_33663_lociStitched	chr7	158362945	158363366	1	422	391.15110000000004	42.942
1_MACS_peak_36741_lociStitched	chr9	137817558	137817979	1	422	444.99699999999996	31.911800000000003
1_MACS_peak_1001_lociStitched	chr1	5624570	5624990	1	421	399.042	41.454
1_MACS_peak_3135_lociStitched	chr1	20770749	20771169	1	421	391.23	8.568000000000001
1_MACS_peak_3930_lociStitched	chr1	30304321	30304741	1	421	381.36	22.764
1_MACS_peak_4146_lociStitched	chr1	31102414	31102834	1	421	409.29	49.056
1_MACS_peak_4572_lociStitched	chr1	41326947	41327367	1	421	474.34799999999996	12.054
1_MACS_peak_5453_lociStitched	chr10	11921425	11921845	1	421	378.37800000000004	40.446
1_MACS_peak_9135_lociStitched	chr12	3225591	3226011	1	421	315.21	49.349999999999994
1_MACS_peak_9733_lociStitched	chr12	91400570	91400990	1	421	339.99	55.356
1_MACS_peak_10812_lociStitched	chr14	106234583	106235003	1	421	349.734	40.32
1_MACS_peak_16191_lociStitched	chr17	73604875	73605295	1	421	409.71000000000004	51.03
1_MACS_peak_20606_lociStitched	chr19	42007573	42007993	1	421	442.89	31.247999999999998
1_MACS_peak_22427_lociStitched	chr2	27479107	27479527	1	421	365.694	55.692
1_MACS_peak_24243_lociStitched	chr20	57390363	57390783	1	421	363.846	25.242
1_MACS_peak_30970_lociStitched	chr6	10423362	10423782	1	421	268.506	41.873999999999995
1_MACS_peak_33722_lociStitched	chr8	694718	695138	1	421	390.684	40.32
1_MACS_peak_34228_lociStitched	chr8	22638315	22638735	1	421	456.24600000000004	41.706
1_MACS_peak_34808_lociStitched	chr8	143328937	143329357	1	421	423.78	68.04
1_MACS_peak_35834_lociStitched	chr9	133014873	133015293	1	421	358.26	46.745999999999995
1_MACS_peak_3814_lociStitched	chr1	29775414	29775833	1	420	449.5032	33.52
1_MACS_peak_6149_lociStitched	chr10	126824617	126825036	1	420	475.984	53.296800000000005
1_MACS_peak_6589_lociStitched	chr11	125672	126091	1	420	216.41349999999997	41.3972
1_MACS_peak_8545_lociStitched	chr11	72350499	72350918	1	420	396.8768	59.833200000000005
1_MACS_peak_8940_lociStitched	chr11	123301473	123301892	1	420	391.84880000000004	85.2246
1_MACS_peak_9299_lociStitched	chr12	49299807	49300226	1	420	321.5825	9.3856
1_MACS_peak_10708_lociStitched	chr14	105606149	105606568	1	420	379.0693	21.9137
1_MACS_peak_16170_lociStitched	chr17	73029689	73030108	1	420	484.0288	62.849999999999994
1_MACS_peak_23032_lociStitched	chr2	241399741	241400160	1	420	325.2697	18.1846
1_MACS_peak_23717_lociStitched	chr20	44876779	44877198	1	420	327.6161	6.9135
1_MACS_peak_25310_lociStitched	chr21	44793466	44793885	1	420	370.5217	62.55669999999999
1_MACS_peak_26093_lociStitched	chr22	24658760	24659179	1	420	326.1077	48.017399999999995
1_MACS_peak_30732_lociStitched	chr5	177412487	177412906	1	420	409.6144	34.777
1_MACS_peak_33085_lociStitched	chr7	155201653	155202072	1	420	347.8119	70.0568
1_MACS_peak_33105_lociStitched	chr7	155254910	155255329	1	420	366.2898	10.894
1_MACS_peak_34941_lociStitched	chr8	143888979	143889398	1	420	368.1753	41.5648
1_MACS_peak_35379_lociStitched	chr9	70500626	70501045	1	420	302.4761	20.4891
1_MACS_peak_35555_lociStitched	chr9	129441239	129441658	1	420	352.798	71.3976
1_MACS_peak_35662_lociStitched	chr9	132183439	132183858	1	420	314.6271	40.936299999999996
1_MACS_peak_36130_lociStitched	chr9	135311491	135311910	1	420	370.815	46.8861
1_MACS_peak_9133_lociStitched	chr12	3197781	3198199	1	419	443.16360000000003	36.2824
1_MACS_peak_10855_lociStitched	chr15	31926638	31927056	1	419	408.5114	46.0218
1_MACS_peak_11327_lociStitched	chr15	78098873	78099291	1	419	349.5734	54.84160000000001
1_MACS_peak_11929_lociStitched	chr16	3294097	3294515	1	419	353.9624	36.8676
1_MACS_peak_13588_lociStitched	chr17	210051	210469	1	419	356.0942	31.224600000000002
1_MACS_peak_14432_lociStitched	chr17	18027857	18028275	1	419	310.7412	45.854600000000005
1_MACS_peak_19340_lociStitched	chr19	17103910	17104328	1	419	398.6048	22.9064
1_MACS_peak_21087_lociStitched	chr19	46965228	46965646	1	419	235.45940000000002	37.9126
1_MACS_peak_23005_lociStitched	chr2	241263672	241264090	1	419	342.1748	18.1412
1_MACS_peak_26357_lociStitched	chr22	30967890	30968308	1	419	314.12699999999995	40.0862
1_MACS_peak_28205_lociStitched	chr3	13830473	13830891	1	419	368.84319999999997	31.768
1_MACS_peak_28563_lociStitched	chr3	124931309	124931727	1	419	289.1306	9.0706
1_MACS_peak_28916_lociStitched	chr4	2438746	2439164	1	419	368.2162	26.292199999999998
1_MACS_peak_29439_lociStitched	chr4	7496932	7497350	1	419	378.1228	37.9544
1_MACS_peak_30078_lociStitched	chr4	123609554	123609972	1	419	357.8916	56.179199999999994
1_MACS_peak_30974_lociStitched	chr6	10890016	10890434	1	419	436.7682	75.1982
1_MACS_peak_33277_lociStitched	chr7	156298880	156299298	1	419	318.098	84.1852
1_MACS_peak_35587_lociStitched	chr9	130916348	130916766	1	419	405.66900000000004	6.5626
1_MACS_peak_805_lociStitched	chr1	4494613	4495030	1	418	294.98580000000004	49.1226
1_MACS_peak_1642_lociStitched	chr1	9271158	9271575	1	418	392.9391	33.276599999999995
1_MACS_peak_4426_lociStitched	chr1	37332311	37332728	1	418	292.9842	13.9278
1_MACS_peak_9782_lociStitched	chr12	114838017	114838434	1	418	382.0554	23.5188
1_MACS_peak_15217_lociStitched	chr17	43767451	43767868	1	418	387.0594	52.708800000000004
1_MACS_peak_17544_lociStitched	chr19	2947896	2948313	1	418	306.0363	56.920500000000004
1_MACS_peak_22917_lociStitched	chr2	223652231	223652648	1	418	352.2816	40.115399999999994
1_MACS_peak_23558_lociStitched	chr20	34976433	34976850	1	418	342.81570000000005	57.1707
1_MACS_peak_26705_lociStitched	chr22	39212759	39213176	1	418	382.76430000000005	15.6792
1_MACS_peak_30918_lociStitched	chr5	180709669	180710086	1	418	362.74830000000003	42.4506
1_MACS_peak_30980_lociStitched	chr6	14104578	14104995	1	418	351.19739999999996	20.5998
1_MACS_peak_31304_lociStitched	chr6	35183544	35183961	1	418	314.4597	47.7048
1_MACS_peak_32787_lociStitched	chr7	139935773	139936190	1	418	414.9984	51.749700000000004
1_MACS_peak_33711_lociStitched	chr8	342731	343148	1	418	272.2176	32.0256
1_MACS_peak_1514_lociStitched	chr1	7791275	7791691	1	417	483.1008	17.2224
1_MACS_peak_2041_lociStitched	chr1	12234048	12234464	1	417	346.736	24.752
1_MACS_peak_4014_lociStitched	chr1	30662933	30663349	1	417	279.0112	45.4272
1_MACS_peak_6675_lociStitched	chr11	729610	730026	1	417	322.6912	38.1888
1_MACS_peak_9278_lociStitched	chr12	8540514	8540930	1	417	233.37600000000003	62.982400000000005
1_MACS_peak_10092_lociStitched	chr13	114324214	114324630	1	417	399.6928	19.76
1_MACS_peak_12100_lociStitched	chr16	11367440	11367856	1	417	397.488	14.352
1_MACS_peak_12665_lociStitched	chr16	84918336	84918752	1	417	315.5776	8.444799999999999
1_MACS_peak_13201_lociStitched	chr16	87663579	87663995	1	417	329.59680000000003	12.6464
1_MACS_peak_14617_lociStitched	chr17	21332621	21333037	1	417	301.1424	57.5328
1_MACS_peak_21271_lociStitched	chr19	48359964	48360380	1	417	291.8656	35.6928
1_MACS_peak_22417_lociStitched	chr2	27156957	27157373	1	417	391.664	42.0576
1_MACS_peak_23073_lociStitched	chr2	241666434	241666850	1	417	335.9616	31.3664
1_MACS_peak_23575_lociStitched	chr20	35007843	35008259	1	417	371.1552	55.910399999999996
1_MACS_peak_25311_lociStitched	chr21	44796122	44796538	1	417	387.6704	62.7328
1_MACS_peak_27660_lociStitched	chr22	46544818	46545234	1	417	331.7184	35.7344
1_MACS_peak_28668_lociStitched	chr3	179037730	179038146	1	417	418.912	65.3952
1_MACS_peak_28846_lociStitched	chr4	1146311	1146727	1	417	451.36	38.272
1_MACS_peak_29886_lociStitched	chr4	8712773	8713189	1	417	367.1616	35.568000000000005
1_MACS_peak_30904_lociStitched	chr5	180549149	180549565	1	417	343.57439999999997	29.327999999999996
1_MACS_peak_32256_lociStitched	chr7	75807806	75808222	1	417	373.4016	55.41120000000001
1_MACS_peak_35562_lociStitched	chr9	129518568	129518984	1	417	344.15680000000003	32.4064
1_MACS_peak_36324_lociStitched	chr9	136087950	136088366	1	417	397.7792	42.5568
1_MACS_peak_7092_lociStitched	chr11	7694840	7695255	1	416	323.74150000000003	71.795
1_MACS_peak_7438_lociStitched	chr11	64017192	64017607	1	416	348.766	30.378
1_MACS_peak_11491_lociStitched	chr15	93616758	93617173	1	416	359.1825	52.123999999999995
1_MACS_peak_12719_lociStitched	chr16	85188785	85189200	1	416	344.4915	27.141
1_MACS_peak_14021_lociStitched	chr17	6324167	6324582	1	416	351.837	68.6825
1_MACS_peak_15023_lociStitched	chr17	41689042	41689457	1	416	317.558	27.514499999999998
1_MACS_peak_17304_lociStitched	chr19	330448	330863	1	416	439.236	27.846500000000002
1_MACS_peak_18169_lociStitched	chr19	6104280	6104695	1	416	376.737	33.864000000000004
1_MACS_peak_18725_lociStitched	chr19	10193191	10193606	1	416	279.1705	41.4585
1_MACS_peak_19943_lociStitched	chr19	34032247	34032662	1	416	350.26	33.6565
1_MACS_peak_23074_lociStitched	chr2	241667659	241668074	1	416	310.1295	28.427500000000002
1_MACS_peak_25875_lociStitched	chr22	20471232	20471647	1	416	351.13149999999996	32.287
1_MACS_peak_27143_lociStitched	chr22	44710418	44710833	1	416	324.364	24.7755
1_MACS_peak_28012_lociStitched	chr22	50925219	50925634	1	416	468.99150000000003	35.026
1_MACS_peak_32188_lociStitched	chr7	73052293	73052708	1	416	395.12149999999997	28.386000000000003
1_MACS_peak_32545_lociStitched	chr7	100833619	100834034	1	416	315.566	49.634
1_MACS_peak_35843_lociStitched	chr9	133042095	133042510	1	416	337.146	43.3675
1_MACS_peak_2207_lociStitched	chr1	17239029	17239443	1	415	309.0096	39.2472
1_MACS_peak_3914_lociStitched	chr1	30264327	30264741	1	415	468.1926	50.0112
1_MACS_peak_4885_lociStitched	chr1	157556749	157557163	1	415	401.166	66.5712
1_MACS_peak_7111_lociStitched	chr11	17255300	17255714	1	415	436.97700000000003	38.4192
1_MACS_peak_13263_lociStitched	chr16	88148012	88148426	1	415	443.3526	7.8246
1_MACS_peak_14750_lociStitched	chr17	34595488	34595902	1	415	257.67359999999996	44.298
1_MACS_peak_19144_lociStitched	chr19	14786649	14787063	1	415	365.35499999999996	16.353
1_MACS_peak_21987_lociStitched	chr19	55368359	55368773	1	415	285.9498	29.0628
1_MACS_peak_21991_lociStitched	chr19	55386631	55387045	1	415	338.8176	24.7572
1_MACS_peak_23300_lociStitched	chr20	3216343	3216757	1	415	335.6298	35.976600000000005
1_MACS_peak_23631_lociStitched	chr20	43022544	43022958	1	415	313.9776	51.625800000000005
1_MACS_peak_26266_lociStitched	chr22	28173809	28174223	1	415	358.60679999999996	4.595400000000001
1_MACS_peak_32884_lociStitched	chr7	151396083	151396497	1	415	307.602	23.887800000000002
1_MACS_peak_33514_lociStitched	chr7	157915737	157916151	1	415	350.658	39.5784
1_MACS_peak_36931_lociStitched	chr9	138222240	138222654	1	415	389.65680000000003	17.5122
1_MACS_peak_2672_lociStitched	chr1	18529566	18529979	1	414	372.4434	39.9371
1_MACS_peak_2759_lociStitched	chr1	18792037	18792450	1	414	357.32759999999996	57.0766
1_MACS_peak_2783_lociStitched	chr1	18882068	18882481	1	414	321.8096	20.5674
1_MACS_peak_5475_lociStitched	chr10	43612598	43613011	1	414	355.5104	26.2255
1_MACS_peak_5748_lociStitched	chr10	73373923	73374336	1	414	399.2058	8.5491
1_MACS_peak_11317_lociStitched	chr15	78064082	78064495	1	414	291.1237	38.0786
1_MACS_peak_11533_lociStitched	chr15	102083475	102083888	1	414	314.3756	50.7164
1_MACS_peak_12504_lociStitched	chr16	67036448	67036861	1	414	313.0127	60.4632
1_MACS_peak_12892_lociStitched	chr16	85414290	85414703	1	414	320.075	9.416400000000001
1_MACS_peak_13717_lociStitched	chr17	870447	870860	1	414	363.3574	33.1639
1_MACS_peak_15633_lociStitched	chr17	59539117	59539530	1	414	369.0155	43.7367
1_MACS_peak_16994_lociStitched	chr17	79197326	79197739	1	414	321.52049999999997	10.738
1_MACS_peak_17266_lociStitched	chr18	77631823	77632236	1	414	378.721	10.0359
1_MACS_peak_18664_lociStitched	chr19	10067919	10068332	1	414	423.03589999999997	42.4977
1_MACS_peak_18793_lociStitched	chr19	11499891	11500304	1	414	276.21439999999996	49.1883
1_MACS_peak_21029_lociStitched	chr19	46790201	46790614	1	414	296.7405	35.4354
1_MACS_peak_21306_lociStitched	chr19	48501436	48501849	1	414	332.0107	19.369699999999998
1_MACS_peak_22580_lociStitched	chr2	97540381	97540794	1	414	303.2246	53.6074
1_MACS_peak_22629_lociStitched	chr2	119602461	119602874	1	414	356.9146	23.2932
1_MACS_peak_23361_lociStitched	chr20	25846697	25847110	1	414	392.68039999999996	57.5309
1_MACS_peak_23587_lociStitched	chr20	35045009	35045422	1	414	392.1022	11.564
1_MACS_peak_24158_lociStitched	chr20	57085946	57086359	1	414	371.9065	23.0867
1_MACS_peak_29115_lociStitched	chr4	5892799	5893212	1	414	356.21250000000003	12.8856
1_MACS_peak_29198_lociStitched	chr4	6525371	6525784	1	414	366.62010000000004	27.1754
1_MACS_peak_30219_lociStitched	chr5	1007712	1008125	1	414	433.1544	61.3305
1_MACS_peak_32083_lociStitched	chr7	29846781	29847194	1	414	339.899	22.838900000000002
1_MACS_peak_32905_lociStitched	chr7	151476686	151477099	1	414	341.4684	35.105000000000004
1_MACS_peak_2595_lociStitched	chr1	18334235	18334647	1	413	415.70799999999997	12.483600000000001
1_MACS_peak_9223_lociStitched	chr12	3425983	3426395	1	413	350.9416	37.6156
1_MACS_peak_12128_lociStitched	chr16	27812698	27813110	1	413	293.0144	27.3156
1_MACS_peak_17203_lociStitched	chr18	30350756	30351168	1	413	372.7364	59.410399999999996
1_MACS_peak_17486_lociStitched	chr19	2282869	2283281	1	413	431.9408	44.9492
1_MACS_peak_19306_lociStitched	chr19	16884109	16884521	1	413	352.7132	26.862399999999997
1_MACS_peak_20739_lociStitched	chr19	42645169	42645581	1	413	325.60360000000003	72.306
1_MACS_peak_27810_lociStitched	chr22	49369083	49369495	1	413	410.352	14.9968
1_MACS_peak_28833_lociStitched	chr4	1047543	1047955	1	413	255.15159999999997	1.3184
1_MACS_peak_30965_lociStitched	chr6	7651397	7651809	1	413	318.9704	58.9572
1_MACS_peak_32793_lociStitched	chr7	140103928	140104340	1	413	382.0064	82.93560000000001
1_MACS_peak_33774_lociStitched	chr8	1681335	1681747	1	413	358.4812	28.1396
