#24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06_ROSE/24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam
#Using cutoff of 14046.2756 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isStretch
3_MACS_peak_28970_lociStitched	chr4	3626485	3637445	3	10711	16403.832	1465.352	800	1
5_MACS_peak_32385_lociStitched	chr7	100311867	100322774	5	10709	17999.8221	1169.2304	801	1
5_MACS_peak_25783_lociStitched	chr22	19694299	19705268	5	10707	18051.6833	917.0084	802	1
4_MACS_peak_15097_lociStitched	chr17	41924859	41936287	4	10687	15001.5356	1422.786	803	1
3_MACS_peak_36890_lociStitched	chr9	138130972	138141922	3	10684	16575.015	827.82	804	1
9_MACS_peak_1389_lociStitched	chr1	7513436	7525882	9	10681	14658.8988	1023.0612	805	1
3_MACS_peak_17692_lociStitched	chr19	3311367	3322119	3	10679	17119.3344	1564.416	806	1
5_MACS_peak_239_lociStitched	chr1	2065925	2077384	5	10674	14877.2197	1122.982	807	1
2_MACS_peak_15078_lociStitched	chr17	41787342	41798315	2	10668	14828.9122	1256.4085	808	1
6_MACS_peak_15479_lociStitched	chr17	47937592	47949095	6	10658	16004.1239	1208.9653	809	1
5_MACS_peak_18841_lociStitched	chr19	12943644	12955216	5	10655	20145.6948	1731.1712	810	1
5_MACS_peak_36682_lociStitched	chr9	137607810	137618861	5	10651	15535.4958	1032.1634	811	1
6_MACS_peak_24923_lociStitched	chr20	62681066	62692730	6	10649	19025.1504	1381.0176	812	1
3_MACS_peak_6975_lociStitched	chr11	2149148	2160395	3	10635	18721.7562	962.7432	813	1
13_MACS_peak_18765_lociStitched	chr19	11391448	11403468	13	10632	14167.974	1215.222	814	1
3_MACS_peak_1855_lociStitched	chr1	11381427	11392254	3	10627	15453.3771	1146.5793	815	1
1_MACS_peak_37234_lociStitched	chr9	139862136	139872757	1	10622	24477.1566	1039.7959	816	1
3_MACS_peak_37276_lociStitched	chr9	140119953	140130997	3	10620	29360.474	1261.2248	817	1
8_MACS_peak_21052_lociStitched	chr19	46906015	46917419	8	10612	17334.08	1160.9272	818	1
5_MACS_peak_2930_lociStitched	chr1	19138523	19149924	5	10611	15506.5001	1076.2544	819	1
3_MACS_peak_11803_lociStitched	chr16	2345305	2356296	3	10590	17919.7264	1291.4425	820	1
2_MACS_peak_36060_lociStitched	chr9	134682921	134693974	2	10583	18814.4166	1120.7742	821	1
3_MACS_peak_3202_lociStitched	chr1	21005860	21016715	3	10564	19311.045	1295.0015	822	1
5_MACS_peak_16743_lociStitched	chr17	77661885	77672966	5	10558	15054.6466	1008.371	823	1
13_MACS_peak_3530_lociStitched	chr1	23119297	23131063	13	10550	13344.9972	1173.0702	824	1
3_MACS_peak_16991_lociStitched	chr17	79149294	79160206	3	10544	21924.3904	1074.832	825	1
6_MACS_peak_28409_lociStitched	chr3	50167327	50179322	6	10544	15003.346	1242.682	826	1
6_MACS_peak_17925_lociStitched	chr19	5210567	5221837	6	10542	14665.651	1826.867	827	1
9_MACS_peak_32495_lociStitched	chr7	100701382	100713471	9	10541	14416.1325	1178.6775	828	1
4_MACS_peak_34838_lociStitched	chr8	143565150	143576250	4	10535	14186.91	832.5	829	1
3_MACS_peak_31625_lociStitched	chr7	1218449	1229457	3	10533	15906.56	1200.9728	830	1
7_MACS_peak_20614_lociStitched	chr19	42124516	42135722	7	10525	12766.9958	1192.3184	831	1
9_MACS_peak_21903_lociStitched	chr19	54930010	54941850	9	10519	13824.384	1257.408	832	1
5_MACS_peak_25978_lociStitched	chr22	21715536	21726196	5	10512	14414.452	908.232	833	1
2_MACS_peak_16148_lociStitched	chr17	72942277	72952859	2	10510	18359.77	1165.0782	834	1
2_MACS_peak_17481_lociStitched	chr19	1802427	1812933	2	10488	24082.9038	2051.8218	835	1
2_MACS_peak_32392_lociStitched	chr7	100327399	100337964	2	10486	15697.477	1054.387	836	1
3_MACS_peak_32546_lociStitched	chr7	100836555	100847499	3	10483	16383.168	1033.1136	837	1
3_MACS_peak_7293_lociStitched	chr11	61314568	61325452	3	10478	16119.204	893.5764	838	1
8_MACS_peak_15372_lociStitched	chr17	46822221	46833659	8	10456	18798.353	1371.4162	839	1
2_MACS_peak_13844_lociStitched	chr17	1865432	1876368	2	10454	17915.3552	1095.7872	840	1
4_MACS_peak_13826_lociStitched	chr17	1815288	1825913	4	10447	15888.625	929.6875	841	1
2_MACS_peak_7440_lociStitched	chr11	64058187	64068748	2	10446	23914.3284	992.734	842	1
7_MACS_peak_29240_lociStitched	chr4	7104566	7116130	7	10444	14788.0432	1117.0824	843	1
2_MACS_peak_25487_lociStitched	chr21	46256456	46267008	2	10434	22168.6968	1505.7704	844	1
3_MACS_peak_6727_lociStitched	chr11	1150421	1161009	3	10434	19698.974	894.686	845	1
3_MACS_peak_20403_lociStitched	chr19	39685636	39696199	3	10425	15222.3393	1298.1927	846	1
4_MACS_peak_32010_lociStitched	chr7	5629411	5640165	4	10421	20446.5802	1273.2736	847	1
2_MACS_peak_15461_lociStitched	chr17	47596741	47607296	2	10411	16339.14	1175.827	848	1
5_MACS_peak_22704_lociStitched	chr2	128386408	128397543	5	10407	16624.555	1109.046	849	1
1_MACS_peak_31867_lociStitched	chr7	2671837	2682234	1	10398	22469.9964	930.5315	850	1
4_MACS_peak_4601_lociStitched	chr1	46950336	46960824	4	10389	18810.228	951.2616	851	1
6_MACS_peak_18045_lociStitched	chr19	5488122	5499596	6	10380	14918.4948	1121.0098	852	1
3_MACS_peak_33067_lociStitched	chr7	155169770	155180304	3	10377	17976.271	1494.7746	853	1
4_MACS_peak_15607_lociStitched	chr17	58085648	58096588	4	10368	15902.384	1881.68	854	1
3_MACS_peak_25046_lociStitched	chr21	38071388	38082031	3	10350	19330.8809	1226.0736	855	1
4_MACS_peak_33164_lociStitched	chr7	155608225	155618909	4	10336	14227.8828	1508.5808	856	1
9_MACS_peak_13677_lociStitched	chr17	802241	814308	9	10323	14223.3729	1131.8846	857	1
6_MACS_peak_17956_lociStitched	chr19	5275556	5286711	6	10317	15082.6755	1436.764	858	1
3_MACS_peak_20844_lociStitched	chr19	45349449	45360323	3	10316	19390.5168	997.1458	859	1
11_MACS_peak_36981_lociStitched	chr9	138304489	138316115	11	10305	12565.3808	964.958	860	1
2_MACS_peak_26547_lociStitched	chr22	37457619	37468025	2	10303	20758.9294	1133.2134	861	1
5_MACS_peak_32344_lociStitched	chr7	100195969	100206763	5	10294	17275.797	1371.9174	862	1
3_MACS_peak_16943_lociStitched	chr17	78478372	78488871	3	10279	15039.8175	1128.6425	863	1
6_MACS_peak_19590_lociStitched	chr19	18156223	18167474	6	10274	14160.5086	1437.8778	864	1
6_MACS_peak_9965_lociStitched	chr13	113607723	113618782	6	10258	14816.8482	1206.5369	865	1
6_MACS_peak_37010_lociStitched	chr9	138355602	138367056	6	10253	13295.8032	1143.1092	866	1
3_MACS_peak_37531_lociStitched	chrX	152897276	152907708	3	10240	14342.9568	673.9072	867	1
8_MACS_peak_24543_lociStitched	chr20	60384742	60396112	8	10237	14529.723	855.024	868	1
5_MACS_peak_20860_lociStitched	chr19	45407762	45418340	5	10229	14663.2236	1397.3538	869	1
3_MACS_peak_21863_lociStitched	chr19	54753574	54764270	3	10227	15651.4568	994.728	870	1
5_MACS_peak_22023_lociStitched	chr19	55631102	55641662	5	10226	14675.232	1217.568	871	1
4_MACS_peak_29975_lociStitched	chr4	8904030	8914609	4	10207	16417.5501	1036.742	872	1
2_MACS_peak_14253_lociStitched	chr17	7719751	7730157	2	10206	18469.6094	1461.0024	873	1
9_MACS_peak_6361_lociStitched	chr10	134732400	134743766	9	10203	13594.8726	1028.623	874	1
2_MACS_peak_35105_lociStitched	chr8	144500792	144511351	2	10186	25282.4696	1015.7758	875	1
3_MACS_peak_5263_lociStitched	chr1	228192325	228202858	3	10182	18845.6436	1524.1251	876	1
4_MACS_peak_9261_lociStitched	chr12	6803541	6814320	4	10178	17205.4398	1343.0634	877	1
3_MACS_peak_11176_lociStitched	chr15	75516378	75526668	3	10176	14071.575	1151.451	878	1
4_MACS_peak_28151_lociStitched	chr3	13606799	13617171	4	10168	14324.7692	890.9548	879	1
5_MACS_peak_36893_lociStitched	chr9	138142572	138153194	5	10159	13121.3566	897.559	880	1
5_MACS_peak_15348_lociStitched	chr17	46672301	46683096	5	10158	15700.248	1465.961	881	1
8_MACS_peak_35020_lociStitched	chr8	144207505	144218045	8	10155	12221.13	954.924	882	1
3_MACS_peak_15527_lociStitched	chr17	48332701	48343085	3	10148	14809.6608	1047.7456	883	1
8_MACS_peak_3400_lociStitched	chr1	22709032	22720062	8	10145	12187.047	1204.476	884	1
6_MACS_peak_26060_lociStitched	chr22	23871067	23881465	6	10143	16127.298	1272.7152	885	1
7_MACS_peak_14589_lociStitched	chr17	21272163	21282893	7	10141	13261.207	731.786	886	1
3_MACS_peak_37089_lociStitched	chr9	138608353	138618610	3	10130	15691.1586	745.6839	887	1
5_MACS_peak_27254_lociStitched	chr22	45015789	45026228	5	10089	17178.4184	1050.1634	888	1
2_MACS_peak_15446_lociStitched	chr17	47540863	47551392	2	10086	15373.3929	1105.545	889	1
4_MACS_peak_428_lociStitched	chr1	2815341	2826057	4	10086	13637.1816	693.3252	890	1
2_MACS_peak_14677_lociStitched	chr17	26857717	26867846	2	10079	19615.8214	1550.7499	891	1
3_MACS_peak_11747_lociStitched	chr16	1382143	1392341	3	10079	21651.3738	990.2258	892	1
5_MACS_peak_2950_lociStitched	chr1	19185633	19196360	5	10064	14352.726	760.5443	893	1
2_MACS_peak_11842_lociStitched	chr16	2874420	2884499	2	10056	19661.1053	1005.8842	894	1
9_MACS_peak_23052_lociStitched	chr2	241628007	241639170	9	10044	13267.2255	621.7791	895	1
3_MACS_peak_26019_lociStitched	chr22	23722021	23732675	3	10015	15873.3946	1126.1278	896	1
3_MACS_peak_15338_lociStitched	chr17	45943416	45953841	3	9998	14287.4625	1265.595	897	1
4_MACS_peak_3157_lociStitched	chr1	20810048	20820537	4	9991	16856.8719	940.8633	898	1
6_MACS_peak_7628_lociStitched	chr11	66058130	66068843	6	9991	15312.0909	1161.2892	899	1
4_MACS_peak_23636_lociStitched	chr20	43324823	43335684	4	9986	13730.4762	1456.4601	900	1
5_MACS_peak_11127_lociStitched	chr15	74561499	74571792	5	9974	14119.9374	885.198	901	1
10_MACS_peak_20823_lociStitched	chr19	45318760	45330321	10	9962	14031.5857	1131.8219	902	1
4_MACS_peak_34865_lociStitched	chr8	143618872	143629208	4	9957	16355.6864	810.3424	903	1
3_MACS_peak_5975_lociStitched	chr10	102844786	102854932	3	9953	16465.9434	1113.0162	904	1
3_MACS_peak_17116_lociStitched	chr17	81026598	81037292	3	9944	17753.1094	1082.2328	905	1
5_MACS_peak_16448_lociStitched	chr17	76357269	76367833	5	9933	18734.1976	1100.7688	906	1
1_MACS_peak_24800_lociStitched	chr20	61972358	61982276	1	9919	17519.1552	766.6614	907	1
7_MACS_peak_15053_lociStitched	chr17	41733649	41744520	7	9918	14486.6946	1103.4065	908	1
4_MACS_peak_13365_lociStitched	chr16	88450557	88461043	4	9910	13868.7836	601.8964	909	1
4_MACS_peak_35300_lociStitched	chr9	34550856	34561159	4	9896	18775.1569	1005.5728	910	1
5_MACS_peak_36169_lociStitched	chr9	135371830	135382434	5	9894	14029.092	1267.178	911	1
4_MACS_peak_152_lociStitched	chr1	1851255	1861875	4	9890	17656.812	881.46	912	1
5_MACS_peak_36612_lociStitched	chr9	137423680	137434363	5	9875	14384.6595	872.8011	913	1
6_MACS_peak_4260_lociStitched	chr1	32153898	32164491	6	9865	15161.7609	1185.3567	914	1
5_MACS_peak_15522_lociStitched	chr17	48277985	48288167	5	9851	15560.1324	1379.661	915	1
7_MACS_peak_21592_lociStitched	chr19	50011606	50022097	7	9845	12895.5372	1026.0198	916	1
7_MACS_peak_17128_lociStitched	chr17	81048635	81059938	7	9833	12788.2142	1262.5451	917	1
5_MACS_peak_17800_lociStitched	chr19	3912060	3923153	5	9832	13452.4811	1610.7036	918	1
4_MACS_peak_7044_lociStitched	chr11	2394926	2405480	4	9810	16867.4028	1034.292	919	1
3_MACS_peak_32224_lociStitched	chr7	73435406	73445648	3	9789	13961.8944	1056.9744	920	1
8_MACS_peak_31674_lociStitched	chr7	1322563	1333324	8	9779	13137.0288	718.8348	921	1
1_MACS_peak_17439_lociStitched	chr19	1445213	1454988	1	9776	37422.61	1390.005	922	1
9_MACS_peak_16854_lociStitched	chr17	78006675	78017796	9	9773	13526.4723	1002.0021	923	1
2_MACS_peak_7590_lociStitched	chr11	64480582	64490404	2	9767	22203.6132	954.6984	924	1
11_MACS_peak_13800_lociStitched	chr17	1222061	1234247	11	9760	13545.9576	1288.0602	925	1
3_MACS_peak_32333_lociStitched	chr7	100081645	100091995	3	9759	15593.31	1033.965	926	1
8_MACS_peak_11753_lociStitched	chr16	1530854	1541629	8	9752	17541.7	1040.865	927	1
1_MACS_peak_32050_lociStitched	chr7	27190732	27200479	1	9748	20782.5534	1191.0834	928	1
3_MACS_peak_27183_lociStitched	chr22	44831872	44841658	3	9739	13802.1744	803.4306	929	1
6_MACS_peak_19001_lociStitched	chr19	13973672	13984180	6	9736	14726.962	1202.1152	930	1
6_MACS_peak_21719_lociStitched	chr19	50948316	50958720	6	9735	13299.4332	1250.5608	931	1
12_MACS_peak_34667_lociStitched	chr8	143007942	143020169	12	9734	12945.9476	1025.8453	932	1
4_MACS_peak_25626_lociStitched	chr21	47389899	47400416	4	9729	26258.8456	1604.8942	933	1
7_MACS_peak_26884_lociStitched	chr22	42918951	42929022	7	9727	15386.4738	1871.1918	934	1
3_MACS_peak_21203_lociStitched	chr19	47968585	47978809	3	9725	14950.5552	1041.8256	935	1
4_MACS_peak_631_lociStitched	chr1	3489519	3499765	4	9691	16403.846	776.6468	936	1
3_MACS_peak_19667_lociStitched	chr19	18707132	18717385	3	9686	19429.435	1168.842	937	1
4_MACS_peak_26628_lociStitched	chr22	37913469	37923330	4	9684	15531.075	1011.7386	938	1
2_MACS_peak_27141_lociStitched	chr22	44700168	44709861	2	9659	13966.6437	835.5366	939	1
4_MACS_peak_18278_lociStitched	chr19	7018471	7029021	4	9655	15930.5	1934.87	940	1
4_MACS_peak_32564_lociStitched	chr7	100916767	100926807	4	9634	14144.352	1085.324	941	1
5_MACS_peak_9953_lociStitched	chr13	113542929	113553040	5	9632	15000.6796	1171.8649	942	1
2_MACS_peak_17319_lociStitched	chr19	366499	376261	2	9631	16364.0406	1232.9406	943	1
4_MACS_peak_11098_lociStitched	chr15	74493359	74503447	4	9620	13372.6528	1085.4688	944	1
5_MACS_peak_25432_lociStitched	chr21	45987131	45997512	5	9615	14504.3332	1540.5404	945	1
8_MACS_peak_7172_lociStitched	chr11	44323252	44334920	8	9614	15575.6132	1005.7816	946	1
6_MACS_peak_5564_lociStitched	chr10	71494748	71505038	6	9610	14043.792	1251.264	947	1
7_MACS_peak_30173_lociStitched	chr5	511465	522434	7	9596	12879.7998	1356.8653	948	1
6_MACS_peak_15717_lociStitched	chr17	71352825	71363151	6	9592	12617.3394	962.3832	949	1
6_MACS_peak_2976_lociStitched	chr1	19376451	19386453	6	9574	16786.3566	1027.2054	950	1
3_MACS_peak_18067_lociStitched	chr19	5542051	5552240	3	9565	14092.4059	1368.3827	951	1
5_MACS_peak_25599_lociStitched	chr21	47030984	47040814	5	9560	14704.697	1296.577	952	1
3_MACS_peak_16841_lociStitched	chr17	77958727	77968687	3	9559	18180.984	1197.192	953	1
4_MACS_peak_25209_lociStitched	chr21	43843003	43852899	4	9554	13290.328	1698.1536	954	1
4_MACS_peak_7482_lociStitched	chr11	64216427	64226313	4	9552	15021.777	1261.4536	955	1
3_MACS_peak_13377_lociStitched	chr16	88478030	88487603	3	9549	12923.55	492.0522	956	1
4_MACS_peak_29686_lociStitched	chr4	8127005	8136714	4	9547	13309.0972	704.8734	957	1
5_MACS_peak_31263_lociStitched	chr6	34055115	34065197	5	9546	14635.0312	1037.4378	958	1
4_MACS_peak_29249_lociStitched	chr4	7121949	7131929	4	9544	12916.116	1070.854	959	1
5_MACS_peak_35790_lociStitched	chr9	132916321	132926181	5	9524	13704.414	897.26	960	1
2_MACS_peak_11570_lociStitched	chr16	318226	328036	2	9518	18816.561	926.064	961	1
3_MACS_peak_27915_lociStitched	chr22	50339672	50349401	3	9515	15652.0152	566.2278	962	1
3_MACS_peak_17339_lociStitched	chr19	416168	426015	3	9491	15408.5856	1011.2869	963	1
1_MACS_peak_3425_lociStitched	chr1	22874676	22884162	1	9487	15283.8432	934.371	964	1
4_MACS_peak_12030_lociStitched	chr16	4643025	4653168	4	9482	14615.0487	1094.4297	965	1
4_MACS_peak_14158_lociStitched	chr17	7164093	7173844	4	9465	15421.2065	1038.4815	966	1
6_MACS_peak_19220_lociStitched	chr19	15323685	15334236	6	9465	12749.8284	1152.1692	967	1
2_MACS_peak_4421_lociStitched	chr1	37314490	37324079	2	9452	12667.069	1157.3923	968	1
3_MACS_peak_36000_lociStitched	chr9	133923463	133933054	3	9440	15687.9987	1124.0652	969	1
2_MACS_peak_16268_lociStitched	chr17	74921799	74931319	2	9434	14551.32	977.704	970	1
1_MACS_peak_16261_lociStitched	chr17	74894562	74903992	1	9431	16461.008	951.487	971	1
4_MACS_peak_31876_lociStitched	chr7	2693946	2703995	4	9431	17491.2894	830.0474	972	1
4_MACS_peak_18143_lociStitched	chr19	6038673	6048451	4	9430	12578.4192	1603.592	973	1
2_MACS_peak_4987_lociStitched	chr1	197879086	197888593	2	9424	16910.1009	1608.5844	974	1
4_MACS_peak_19561_lociStitched	chr19	18059455	18069558	4	9420	22073.0344	926.4451	975	1
3_MACS_peak_11473_lociStitched	chr15	91194216	91203959	3	9416	16889.4905	1557.9057	976	1
1_MACS_peak_25541_lociStitched	chr21	46670608	46680015	1	9408	17509.2491	1463.7292	977	1
1_MACS_peak_8823_lociStitched	chr11	119210062	119219458	1	9397	18113.6088	1198.9296	978	1
6_MACS_peak_13901_lociStitched	chr17	2677020	2686675	6	9394	12610.3955	962.6035	979	1
3_MACS_peak_17866_lociStitched	chr19	4626454	4636225	3	9388	14663.3397	1607.3295	980	1
3_MACS_peak_31022_lociStitched	chr6	30857928	30867365	3	9372	14831.1892	1107.9038	981	1
12_MACS_peak_6428_lociStitched	chr10	134854446	134865658	12	9368	11635.8136	718.6892	982	1
3_MACS_peak_8788_lociStitched	chr11	118021143	118031010	3	9352	17992.4745	1315.2711	983	1
6_MACS_peak_14872_lociStitched	chr17	37372775	37382998	6	9347	15598.2534	923.1369	984	1
3_MACS_peak_24772_lociStitched	chr20	61779715	61789233	3	9345	17298.0132	776.6688	985	1
6_MACS_peak_16889_lociStitched	chr17	78065432	78075213	6	9341	15406.0531	1156.1142	986	1
3_MACS_peak_16064_lociStitched	chr17	72533259	72543164	3	9340	14087.8815	983.5665	987	1
9_MACS_peak_29692_lociStitched	chr4	8143280	8154551	9	9330	12420.642	816.0204	988	1
6_MACS_peak_328_lociStitched	chr1	2519917	2530181	6	9329	17253.784	695.8992	989	1
7_MACS_peak_2381_lociStitched	chr1	17827162	17837755	7	9325	11427.7284	1026.4617	990	1
3_MACS_peak_35599_lociStitched	chr9	131001357	131011008	3	9311	11458.6323	1079.9469	991	1
4_MACS_peak_17423_lociStitched	chr19	1230629	1240590	4	9308	35483.0742	1447.3333	992	1
5_MACS_peak_25669_lociStitched	chr21	47565928	47575683	5	9307	16609.8385	1517.878	993	1
4_MACS_peak_21601_lociStitched	chr19	50027293	50036983	4	9306	14751.087	1161.831	994	1
3_MACS_peak_13581_lociStitched	chr17	180625	190274	3	9299	14193.679	865.5153	995	1
2_MACS_peak_33062_lociStitched	chr7	155148025	155157758	2	9277	12225.6213	1332.4477	996	1
3_MACS_peak_24920_lociStitched	chr20	62670427	62680342	3	9273	17692.326	1092.633	997	1
6_MACS_peak_1447_lociStitched	chr1	7615164	7625517	6	9268	14012.7855	1004.241	998	1
4_MACS_peak_29772_lociStitched	chr4	8280281	8289946	4	9261	13445.948	766.4345	999	1
7_MACS_peak_3573_lociStitched	chr1	23175031	23185417	7	9259	12676.113	940.9716	1000	1
6_MACS_peak_20740_lociStitched	chr19	42650284	42660240	6	9256	13314.1588	963.7408	1001	1
3_MACS_peak_35711_lociStitched	chr9	132316069	132325421	3	9242	11074.6384	763.1232	1002	1
5_MACS_peak_27327_lociStitched	chr22	45194460	45204456	5	9242	11543.3808	703.7184	1003	1
1_MACS_peak_35482_lociStitched	chr9	126130427	126139666	1	9240	19148.7514	986.7252	1004	1
5_MACS_peak_14220_lociStitched	chr17	7636219	7645879	5	9229	14599.158	972.762	1005	1
3_MACS_peak_17003_lociStitched	chr17	79316745	79326447	3	9225	13605.1146	1073.0412	1006	1
9_MACS_peak_15184_lociStitched	chr17	43040290	43051477	9	9221	15414.5673	1101.9195	1007	1
5_MACS_peak_11583_lociStitched	chr16	605795	615585	5	9213	21426.394	935.924	1008	1
5_MACS_peak_12210_lociStitched	chr16	29186709	29196570	5	9210	12484.026	851.0043	1009	1
7_MACS_peak_2388_lociStitched	chr1	17839703	17850149	7	9207	12606.2328	862.8396	1010	1
2_MACS_peak_18097_lociStitched	chr19	5770406	5779688	2	9197	16539.5958	1464.6996	1011	1
5_MACS_peak_33295_lociStitched	chr7	157080459	157090099	5	9195	13885.456	1088.356	1012	1
3_MACS_peak_10728_lociStitched	chr14	105659112	105668776	3	9194	13243.5456	565.344	1013	1
5_MACS_peak_664_lociStitched	chr1	3999225	4009211	5	9194	12901.912	800.8772	1014	1
3_MACS_peak_17420_lociStitched	chr19	996110	1005400	3	9181	18592.077	1650.833	1015	1
2_MACS_peak_21727_lociStitched	chr19	50964652	50973832	2	9178	13515.714	1031.832	1016	1
3_MACS_peak_36013_lociStitched	chr9	133965325	133974930	3	9162	15108.665	1029.656	1017	1
5_MACS_peak_11109_lociStitched	chr15	74519005	74528876	5	9143	12223.2593	873.5835	1018	1
2_MACS_peak_35313_lociStitched	chr9	34584656	34593787	2	9131	15790.2383	1020.8458	1019	1
3_MACS_peak_37_lociStitched	chr1	913472	923222	3	9129	24353.55	931.125	1020	1
4_MACS_peak_21433_lociStitched	chr19	49179644	49189210	4	9126	13007.8468	1108.6994	1021	1
1_MACS_peak_19290_lociStitched	chr19	16128714	16137825	1	9112	14634.0882	851.8785	1022	1
1_MACS_peak_35315_lociStitched	chr9	34622538	34631645	1	9108	16561.9902	1066.4297	1023	1
3_MACS_peak_16123_lociStitched	chr17	72849883	72859348	3	9103	18580.7415	971.109	1024	1
5_MACS_peak_28110_lociStitched	chr3	12923297	12933401	5	9102	13220.0736	1384.248	1025	1
3_MACS_peak_7652_lociStitched	chr11	66131434	66140596	3	9085	15632.2044	1128.7584	1026	1
3_MACS_peak_31854_lociStitched	chr7	2559728	2569418	3	9084	20384.853	870.162	1027	1
3_MACS_peak_31087_lociStitched	chr6	32112930	32122253	3	9052	13436.3076	927.6385	1028	1
