REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
17_MACS_peak_19607_lociStitched	chr19	18340300	18362320	17	19825	27133.044	2164.566	438	PDE4C,LOC729966	MPV17L2,MIR3188,RAB3A,PDE4C,KIAA1683,JUND	PDE4C	PDE4C	1.1500000000000001	438	1
5_MACS_peak_20081_lociStitched	chr19	35825444	35843944	5	17973	26976.7	2044.25	439	CD22,FFAR1	MAG,FFAR3	FFAR1	FFAR1	1.0070999999999999	439	1
7_MACS_peak_7015_lociStitched	chr11	2327472	2343137	7	14339	26433.121	1508.5395	440	TSPAN32	ASCL2,C11orf21	TSPAN32	TSPAN32	1.5083	440	1
2_MACS_peak_2118_lociStitched	chr1	16448315	16462693	2	14231	26379.3166	1488.123	441	EPHA2	FAM131C	EPHA2	EPHA2	1.4741	441	1
19_MACS_peak_14513_lociStitched	chr17	19100060	19127298	19	23998	27978.8736	3088.7892	442		EPN2	EPN2	NONE	NONE	442	1
5_MACS_peak_27568_lociStitched	chr22	45968374	45984510	5	15528	27003.596	2133.1792	443	FBLN1		FBLN1	FBLN1	1.0807	443	1
13_MACS_peak_11648_lociStitched	chr16	953464	974358	13	19122	26481.0556	1619.285	444	LMF1		LMF1	LMF1	1.0231	444	1
3_MACS_peak_12298_lociStitched	chr16	30032701	30044587	3	11173	26303.718	1479.807	445	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	FAM57B	FAM57B	1.657	445	1
7_MACS_peak_2224_lociStitched	chr1	17418995	17437579	7	18019	26545.3856	1726.4536	446	PADI2	SDHB	PADI2	PADI2	1.1834	446	1
9_MACS_peak_31239_lociStitched	chr6	33988752	34008840	9	19230	26859.6648	2055.0024	447	GRM4	MIR1275	MIR1275	MIR1275	0.5941000000000001	447	1
6_MACS_peak_24586_lociStitched	chr20	60469269	60485818	6	16152	26403.9295	1601.9432	448	CDH4	MIR1257	MIR1257	MIR1257	0.5034000000000001	448	1
10_MACS_peak_18509_lociStitched	chr19	8271805	8293054	10	19575	27139.2228	2430.8856	449	LASS4		LASS4	LASS4	0.8525	449	1
4_MACS_peak_36079_lociStitched	chr9	134999691	135019054	4	18821	27075.2829	2370.0312	450		NTNG2,MED27	NTNG2	NTNG2	1.4551999999999998	450	1
6_MACS_peak_35808_lociStitched	chr9	132966971	132983107	6	15805	26267.7944	1570.0328	451	NCS1		NCS1	NCS1	1.3448	451	1
11_MACS_peak_29426_lociStitched	chr4	7472387	7493495	11	18861	26382.8892	1724.5236	452	SORCS2	MIR4274,PSAPL1	MIR4274	PSAPL1	1.1223999999999998	452	1
4_MACS_peak_25626_lociStitched	chr21	47389899	47400416	4	9729	26258.8456	1604.8942	453		COL6A1	COL6A1	COL6A1	1.6751	453	1
7_MACS_peak_17511_lociStitched	chr19	2715169	2729582	7	12973	26557.3938	1918.3703	454	DIRAS1	GNG7,SLC39A3	DIRAS1	DIRAS1	1.2564	454	1
6_MACS_peak_28997_lociStitched	chr4	3701283	3719523	6	17132	25999.296	1451.904	455		ADRA2C,LOC100133461	LOC100133461	LOC100133461	1.1888	455	1
3_MACS_peak_17431_lociStitched	chr19	1329656	1344727	3	14883	26390.8281	1894.4247	456		EFNA2,MUM1,NDUFS7	MUM1	EFNA2	3.3752	456	1
6_MACS_peak_8138_lociStitched	chr11	69972233	69991063	6	17867	26205.711	1749.307	457	ANO1		ANO1	ANO1	1.0357	457	1
5_MACS_peak_28168_lociStitched	chr3	13668312	13686154	5	17178	26293.7554	1916.2308	458	FBLN2	LOC285375	LOC285375	LOC285375	0.40900000000000003	458	1
2_MACS_peak_17114_lociStitched	chr17	81012311	81026021	2	13434	25876.254	1520.439	459		METRNL,B3GNTL1	B3GNTL1	METRNL	1.1162	459	1
1_MACS_peak_6017_lociStitched	chr10	104167157	104178680	1	11524	25594.8876	1268.6823	460	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	PSD	0.9819	460	1
3_MACS_peak_16794_lociStitched	chr17	77813729	77825940	3	12057	25401.3222	1127.0753	461		CBX8,CBX4	CBX4	CBX8	1.6875	461	1
4_MACS_peak_9365_lociStitched	chr12	52224376	52242472	4	17125	26221.104	1947.1296	462		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.6779	462	1
2_MACS_peak_35105_lociStitched	chr8	144500792	144511351	2	10186	25282.4696	1015.7758	463	MAFA	RHPN1,C8orf51	MAFA	MAFA	1.6034	463	1
8_MACS_peak_24832_lociStitched	chr20	62133488	62151889	8	17492	26131.2601	1882.4223	464		PPDPF,C20orf195,KCNQ2,EEF1A2,PTK6,SRMS,PRIC285	PPDPF	SRMS	1.7827	464	1
5_MACS_peak_11769_lociStitched	chr16	1961457	1975429	5	13399	25761.5736	1577.4388	465	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	1.5577	465	1
8_MACS_peak_16910_lociStitched	chr17	78150249	78169642	8	17660	26271.6971	2088.6261	466	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.6365999999999999	466	1
3_MACS_peak_16838_lociStitched	chr17	77942765	77957788	3	14733	25872.6106	1715.6266	467	TBC1D16		TBC1D16	TBC1D16	1.3672	467	1
7_MACS_peak_36596_lociStitched	chr9	137371165	137388936	7	17163	25876.3531	1787.7626	468			COL5A1	COL5A1	1.0474	468	1
5_MACS_peak_36461_lociStitched	chr9	136590033	136607684	5	17005	25795.1714	1745.6839	469	SARDH		SARDH	SARDH	1.351	469	1
8_MACS_peak_17024_lociStitched	chr17	79453628	79468880	8	14617	25711.8216	1673.1444	470		FSCN2,MIR3186,ACTG1	ACTG1	MIR3186	2.6953	470	1
5_MACS_peak_651_lociStitched	chr1	3674971	3688751	5	13403	25359.334	1395.914	471	CCDC27	LOC388588,KIAA0495,LRRC47	LOC388588	LOC388588	0.7151	471	1
4_MACS_peak_25237_lociStitched	chr21	44033005	44048636	4	14985	26668.0491	2736.9881	472		PDE9A	PDE9A	PDE9A	1.8062	472	1
9_MACS_peak_6797_lociStitched	chr11	1590723	1609997	9	17798	25684.5324	1773.208	473	LOC338651,MOB2,DUSP8,KRTAP5-1	KRTAP5-5,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	KRTAP5-5	1.6389	473	1
7_MACS_peak_1787_lociStitched	chr1	10914153	10930695	7	15701	25535.8854	1677.3588	474			CASZ1	CASZ1	1.6681	474	1
8_MACS_peak_19428_lociStitched	chr19	17634451	17651063	8	15963	25801.7584	2038.2924	475	FAM129C	PGLS,GLT25D1	FAM129C	FAM129C	0.9090999999999999	475	1
3_MACS_peak_25662_lociStitched	chr21	47528629	47542384	3	13374	25349.0895	1592.829	476	COL6A2	FTCD	COL6A2	FTCD	1.2855999999999999	476	1
4_MACS_peak_31252_lociStitched	chr6	34022833	34038108	4	14955	25658.945	1910.9025	477	GRM4		MIR1275	MIR1275	0.5941000000000001	477	1
9_MACS_peak_6896_lociStitched	chr11	1823065	1842672	9	17512	25643.9953	1931.2895	478		SYT8,TNNI2,LSP1,CTSD,MOB2,MIR4298	SYT8	SYT8	1.8835	478	1
5_MACS_peak_18537_lociStitched	chr19	8394851	8409946	5	13943	25967.9285	2277.8355	479	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	KANK3	0.9243	479	1
3_MACS_peak_17070_lociStitched	chr17	79913734	79926229	3	11978	24802.575	1115.8035	480	NOTUM	LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	NOTUM	1.4588999999999999	480	1
8_MACS_peak_21225_lociStitched	chr19	48214702	48233848	8	17737	25632.6648	1995.0132	481	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	EHD2	0.9045000000000001	481	1
5_MACS_peak_28978_lociStitched	chr4	3649545	3666154	5	15659	25084.5727	1466.5747	482		LOC100133461	LOC100133461	LOC100133461	1.1888	482	1
1_MACS_peak_16972_lociStitched	chr17	78996862	79008463	1	11602	24943.3101	1387.4796	483	FLJ90757	CHMP6,BAIAP2	FLJ90757	BAIAP2	2.417	483	1
2_MACS_peak_36714_lociStitched	chr9	137704852	137716920	2	12034	24507.6944	971.474	484	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.11739999999999999	484	1
3_MACS_peak_24702_lociStitched	chr20	61408596	61422366	3	13559	25243.164	1763.937	485		C20orf20,OGFR,COL9A3	C20orf20	COL9A3	1.1876	485	1
3_MACS_peak_510_lociStitched	chr1	3031959	3047288	3	15164	24526.4	1066.8984	486	PRDM16,MIR4251	FLJ42875	MIR4251	MIR4251	1.4012	486	1
6_MACS_peak_31770_lociStitched	chr7	1586792	1602812	6	15278	24971.976	1518.696	487	TMEM184A	MAFK,KIAA1908,INTS1,PSMG3	TMEM184A	TMEM184A	0.8924	487	1
1_MACS_peak_37234_lociStitched	chr9	139862136	139872757	1	10622	24477.1566	1039.7959	488	PTGDS	C8G,LCN12,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2	PTGDS	PTGDS	2.1756	488	1
20_MACS_peak_33971_lociStitched	chr8	7423502	7444362	20	18347	25924.808	2496.942	489	FAM90A7		FAM90A7	FAM90A7	0.5737	489	1
3_MACS_peak_37_lociStitched	chr1	913472	923222	3	9129	24353.55	931.125	490	C1orf170	KLHL17,PLEKHN1,ISG15,AGRN,NOC2L,HES4	C1orf170	HES4	1.9835000000000003	490	1
10_MACS_peak_16653_lociStitched	chr17	77465740	77487051	10	19860	25287.6326	1926.5144	491	RBFOX3		RBFOX3	RBFOX3	1.4731	491	1
5_MACS_peak_25138_lociStitched	chr21	43179695	43196193	5	15844	25792.9732	2456.5522	492	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.4472	492	1
3_MACS_peak_2029_lociStitched	chr1	11937657	11953315	3	14777	24966.681	1633.1294	493		PLOD1,NPPA,NPPB,KIAA2013	NPPB	NPPB	0.8579000000000001	493	1
2_MACS_peak_28669_lociStitched	chr3	183944983	183955880	2	10713	25386.7409	2061.7124	494	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	VWA5B2	1.1471	494	1
15_MACS_peak_31651_lociStitched	chr7	1278119	1298561	15	17672	24630.5658	1340.9952	495		UNCX	UNCX	UNCX	0.6599	495	1
3_MACS_peak_16762_lociStitched	chr17	77708320	77722860	3	14070	24671.472	1411.834	496	ENPP7	CBX2,CBX8	ENPP7	CBX2	1.7261	496	1
4_MACS_peak_24739_lociStitched	chr20	61672845	61687729	4	14053	24505.0176	1332.118	497	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	BHLHE23	1.5784	497	1
2_MACS_peak_27613_lociStitched	chr22	46271897	46285797	2	13775	24302.76	1199.57	498			WNT7B	WNT7B	1.7239	498	1
2_MACS_peak_6647_lociStitched	chr11	407833	419959	2	11988	24264.126	1165.3086	499	SIGIRR,ANO9	B4GALNT4,PKP3,PTDSS2	SIGIRR	B4GALNT4	1.399	499	1
6_MACS_peak_25729_lociStitched	chr22	18935325	18949622	6	13403	24811.0138	1774.2577	500		DGCR6,DGCR5,PRODH	DGCR5	DGCR5	0.6693	500	1
6_MACS_peak_24909_lociStitched	chr20	62463085	62480303	6	15998	24492.605	1465.2518	501		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	ZBTB46	0.8418	501	1
5_MACS_peak_13734_lociStitched	chr17	1026540	1039489	5	12346	24499.508	1476.186	502	ABR	ABR	ABR	ABR	0.5408	502	1
4_MACS_peak_14214_lociStitched	chr17	7614583	7627862	4	12901	24437.3437	1463.3458	503	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	DNAH2	1.0037	503	1
2_MACS_peak_7440_lociStitched	chr11	64058187	64068748	2	10446	23914.3284	992.734	504	KCNK4,C11orf20	FKBP2,PLCB3,GPR137,ESRRA,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	C11orf20	C11orf20	0.9724999999999999	504	1
5_MACS_peak_18427_lociStitched	chr19	7949788	7966071	5	16117	25367.2857	2476.6443	505	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	LRRC8E	1.0213999999999999	505	1
8_MACS_peak_16494_lociStitched	chr17	76517037	76535670	8	17572	24930.954	2060.8098	506	DNAH17		DNAH17	DNAH17	0.9635	506	1
9_MACS_peak_29856_lociStitched	chr4	8640580	8658851	9	16865	24174.3601	1483.6052	507		CPZ	CPZ	CPZ	1.4721	507	1
8_MACS_peak_3721_lociStitched	chr1	29562452	29578808	8	15591	24728.6364	2106.6528	508	PTPRU	MECR	PTPRU	PTPRU	0.9043000000000001	508	1
4_MACS_peak_31287_lociStitched	chr6	34100863	34114889	4	13737	24103.681	1502.1846	509	GRM4		GRM4	GRM4	1.1766999999999999	509	1
4_MACS_peak_22894_lociStitched	chr2	220418768	220433548	4	13918	23980.55	1464.698	510	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	ACCN4	1.3591000000000002	510	1
3_MACS_peak_6787_lociStitched	chr11	1558975	1571290	3	11906	23916.9615	1414.9935	511	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	LOC338651	1.1015000000000001	511	1
7_MACS_peak_11082_lociStitched	chr15	74465631	74481904	7	15438	24162.1504	1663.1006	512	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	LOC283731	1.1318000000000001	512	1
4_MACS_peak_16897_lociStitched	chr17	78080128	78093917	4	13378	23941.8407	1472.6652	513	GAA	EIF4A3	GAA	GAA	1.2926	513	1
5_MACS_peak_25393_lociStitched	chr21	45852025	45866797	5	14615	24090.1776	1624.92	514	TRPM2	LRRC3	LRRC3	LRRC3	1.3647	514	1
2_MACS_peak_2203_lociStitched	chr1	17196685	17205343	2	8321	24761.88	2471.859	515		CROCC	CROCC	NONE	NONE	515	1
2_MACS_peak_28509_lociStitched	chr3	50564664	50579472	2	14668	23830.5144	1572.6096	516		HEMK1,CACNA2D2,C3orf18	CACNA2D2	CACNA2D2	1.0610000000000002	516	1
3_MACS_peak_6881_lociStitched	chr11	1797509	1808662	3	10956	23382.2645	1129.7989	517		SYT8,LOC402778,CTSD,MOB2	MOB2	SYT8	1.8835	517	1
3_MACS_peak_17373_lociStitched	chr19	544752	558677	3	13707	23967.71	1726.7	518	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	HCN2	1.2158	518	1
7_MACS_peak_7535_lociStitched	chr11	64364236	64380599	7	15096	23611.809	1390.855	519	SLC22A12,NRXN2	SLC22A11	SLC22A12	SLC22A12	1.1601	519	1
4_MACS_peak_16264_lociStitched	chr17	74907649	74921159	4	13412	23597.917	1378.02	520	MGAT5B		MGAT5B	MGAT5B	1.2018	520	1
8_MACS_peak_32401_lociStitched	chr7	100350521	100367949	8	16291	23836.2756	1646.946	521	ZAN	POP7,EPO	ZAN	EPO	1.4137	521	1
9_MACS_peak_22070_lociStitched	chr19	55872554	55886157	9	13130	23331.8656	1167.1374	522	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	IL11	1.4405000000000001	522	1
3_MACS_peak_13623_lociStitched	chr17	699801	712755	3	12407	23607.3696	1446.9618	523	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.023800000000000016	523	1
11_MACS_peak_36933_lociStitched	chr9	138227384	138246345	11	17521	23693.6656	1549.1137	524			KIAA0649	KIAA0649	NONE	524	1
5_MACS_peak_35989_lociStitched	chr9	133882596	133897501	5	14045	23424.698	1305.678	525	LAMC3		LAMC3	LAMC3	1.4072	525	1
7_MACS_peak_6757_lociStitched	chr11	1387676	1405167	7	15603	23637.3374	1521.717	526		BRSK2	BRSK2	BRSK2	1.0295	526	1
4_MACS_peak_19602_lociStitched	chr19	18319393	18333658	4	14051	23648.517	1576.2825	527	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966	PDE4C	LOC729966	1.1923	527	1
9_MACS_peak_25226_lociStitched	chr21	44011490	44027566	9	14834	24662.1916	2596.274	528		PDE9A	PDE9A	PDE9A	1.8062	528	1
2_MACS_peak_6990_lociStitched	chr11	2227343	2239443	2	11873	23160.61	1110.78	529		INS,TH	TH	TH	1.732	529	1
9_MACS_peak_14466_lociStitched	chr17	18977916	18999988	9	21175	24782.4416	2745.7568	530		GRAPL,GRAP	GRAP	GRAPL	0.32899999999999996	530	1
2_MACS_peak_17481_lociStitched	chr19	1802427	1812933	2	10488	24082.9038	2051.8218	531	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	2.4724	531	1
10_MACS_peak_20879_lociStitched	chr19	45713723	45732199	10	17156	23643.7372	1771.8484	532	EXOC3L2	BLOC1S3,MARK4,TRAPPC6A	EXOC3L2	EXOC3L2	1.015	532	1
3_MACS_peak_4842_lociStitched	chr1	156585357	156596411	3	10985	24059.031	2189.7974	533	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	HAPLN2	1.5393	533	1
8_MACS_peak_11623_lociStitched	chr16	888688	907390	8	16996	23594.4432	1744.8966	534	LMF1	PRR25,GNG13	PRR25	PRR25	1.0954000000000002	534	1
4_MACS_peak_22875_lociStitched	chr2	220305659	220318892	4	12944	23050.5627	1206.8496	535	SPEG	DES,SPEG,GMPPA	SPEG	SPEG	1.0871	535	1
7_MACS_peak_2438_lociStitched	chr1	17922005	17938299	7	15301	23292.273	1451.7954	536	ARHGEF10L		ARHGEF10L	ARHGEF10L	1.1075	536	1
4_MACS_peak_16600_lociStitched	chr17	77271294	77289201	4	17510	23647.9842	1826.514	537	RBFOX3		RBFOX3	RBFOX3	1.4731	537	1
8_MACS_peak_1065_lociStitched	chr1	5801700	5819731	8	16352	23463.7403	1642.6241	538			NPHP4	NPHP4	NONE	538	1
6_MACS_peak_16479_lociStitched	chr17	76477563	76492297	6	13647	23216.3638	1454.2458	539	DNAH17		DNAH17	DNAH17	0.9635	539	1
2_MACS_peak_420_lociStitched	chr1	2789730	2802967	2	12997	22583.6457	929.2374	540			ACTRT2	ACTRT2	1.1617	540	1
4_MACS_peak_34404_lociStitched	chr8	142064981	142079936	4	14441	23418.0345	1824.51	541			PTK2	PTK2	0.0719	541	1
2_MACS_peak_33162_lociStitched	chr7	155596016	155607629	2	11311	22853.2227	1261.1718	542	SHH		SHH	SHH	1.4469	542	1
1_MACS_peak_17729_lociStitched	chr19	3451825	3464585	1	12761	23364.836	1795.332	543	NFIC	FZR1,C19orf77,DOHH	C19orf77	C19orf77	1.3755	543	1
1_MACS_peak_31867_lociStitched	chr7	2671837	2682234	1	10398	22469.9964	930.5315	544	TTYH3	AMZ1	TTYH3	TTYH3	1.4893	544	1
4_MACS_peak_32438_lociStitched	chr7	100415902	100429219	4	12897	22846.6452	1309.0611	545	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	1.2278	545	1
2_MACS_peak_17479_lociStitched	chr19	1790857	1801793	2	10884	23335.2368	1798.972	546	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	2.4724	546	1
3_MACS_peak_4849_lociStitched	chr1	156639688	156653701	3	13630	24130.386	2606.418	547	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	CRABP2	1.5806	547	1
5_MACS_peak_11877_lociStitched	chr16	3094340	3108658	5	13777	23183.7056	1660.888	548	MMP25	CLDN9,TNFRSF12A,THOC6,IL32,CLDN6,HCFC1R1,CCDC64B,ZSCAN10	MMP25	CLDN9	1.9023	548	1
7_MACS_peak_36617_lociStitched	chr9	137435098	137452606	7	16332	22973.9976	1461.918	549			COL5A1	COL5A1	1.0474	549	1
2_MACS_peak_2154_lociStitched	chr1	16855879	16864834	2	8950	23683.2885	2233.377	550		MIR3675,CROCCP3	MIR3675	MIR3675	0.4633	550	1
2_MACS_peak_23307_lociStitched	chr20	3649885	3663958	2	13700	22931.9535	1571.9541	551	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	ADAM33	1.0262	551	1
5_MACS_peak_36067_lociStitched	chr9	134708225	134723109	5	14558	23236.9008	1884.3144	552			RAPGEF1	RAPGEF1	NONE	552	1
4_MACS_peak_17137_lociStitched	chr17	81064161	81077838	4	13323	22787.2497	1444.2912	553		METRNL	METRNL	METRNL	1.1162	553	1
2_MACS_peak_7590_lociStitched	chr11	64480582	64490404	2	9767	22203.6132	954.6984	554	NRXN2	RASGRP2,PYGM	NRXN2	RASGRP2	1.688	554	1
3_MACS_peak_32325_lociStitched	chr7	99762985	99775081	3	11893	22539.6864	1345.0752	555	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	GAL3ST4	0.9906999999999999	555	1
4_MACS_peak_27_lociStitched	chr1	830177	844483	4	13522	22760.846	1597.9802	556		SAMD11,FAM41C,FLJ39609	FLJ39609	FLJ39609	3.0317000000000003	556	1
4_MACS_peak_19561_lociStitched	chr19	18059455	18069558	4	9420	22073.0344	926.4451	557	KCNN1	CCDC124,ARRDC2	KCNN1	KCNN1	1.5285	557	1
1_MACS_peak_15521_lociStitched	chr17	48262866	48275327	1	12462	22610.4845	1606.2229	558	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	COL1A1	1.2157999999999998	558	1
3_MACS_peak_116_lociStitched	chr1	1363513	1374882	3	10825	21987.646	1041.4004	559	VWA1	LOC148413,TMEM88B,ATAD3C,ATAD3B,CCNL2,MRPL20,LOC441869	VWA1	VWA1	1.4582000000000002	559	1
10_MACS_peak_36899_lociStitched	chr9	138156099	138175041	10	17381	22370.502	1456.6398	560			OLFM1	OLFM1	0.8523	560	1
6_MACS_peak_3426_lociStitched	chr1	22884965	22901062	6	15274	22450.4859	1556.5799	561	EPHA8		EPHA8	EPHA8	1.248	561	1
3_MACS_peak_16991_lociStitched	chr17	79149294	79160206	3	10544	21924.3904	1074.832	562	LOC388428	MIR3065,MIR338,MIR1250,AATK,AZI1	AATK	MIR1250	2.267	562	1
6_MACS_peak_24234_lociStitched	chr20	57365172	57381541	6	15625	22364.9647	1530.5015	563		GNAS,MIR296,MIR298,GNAS-AS	MIR296	MIR296	0.5444	563	1
9_MACS_peak_16872_lociStitched	chr17	78030013	78046937	9	16070	22458.148	1704.2468	564	CCDC40	GAA,TBC1D16	CCDC40	TBC1D16	1.3672	564	1
4_MACS_peak_11706_lociStitched	chr16	1126698	1140910	4	13809	21741.5176	1021.8428	565	SSTR5,LOC146336,C1QTNF8		SSTR5	SSTR5	1.4834	565	1
5_MACS_peak_1477_lociStitched	chr1	7689094	7704242	5	14443	21970.6592	1272.432	566	CAMTA1		VAMP3	VAMP3	NONE	566	1
15_MACS_peak_16534_lociStitched	chr17	76604297	76621752	15	15021	22366.837	1701.8625	567		DNAH17	DNAH17	DNAH17	0.9635	567	1
2_MACS_peak_25487_lociStitched	chr21	46256456	46267008	2	10434	22168.6968	1505.7704	568		UBE2G2,SUMO3,PTTG1IP	SUMO3	PTTG1IP	0.10090000000000002	568	1
3_MACS_peak_11747_lociStitched	chr16	1382143	1392341	3	10079	21651.3738	990.2258	569	BAIAP3	UBE2I,GNPTG,C16orf42,UNKL	BAIAP3	BAIAP3	0.8864999999999998	569	1
4_MACS_peak_17785_lociStitched	chr19	3869393	3883765	4	13852	22400.1992	1806.5604	570	ATCAY	ITGB1BP3,ZFR2	ATCAY	ITGB1BP3	1.8661	570	1
5_MACS_peak_11583_lociStitched	chr16	605795	615585	5	9213	21426.394	935.924	571	C16orf11	SOLH,MIR3176,NHLRC4,PIGQ,RAB40C,NCRNA00235	C16orf11	C16orf11	1.3564	571	1
2_MACS_peak_9142_lociStitched	chr12	3238725	3252423	2	13673	21957.894	1472.535	572	TSPAN9		TSPAN9	TSPAN9	0.8644000000000001	572	1
3_MACS_peak_16922_lociStitched	chr17	78394580	78407611	3	12184	21787.832	1310.9186	573	FLJ35220	LOC100294362,NPTX1	LOC100294362	NPTX1	1.9324000000000001	573	1
13_MACS_peak_29759_lociStitched	chr4	8261620	8279351	13	15390	22151.3383	1716.3608	574	HTRA3		HTRA3	HTRA3	0.8886	574	1
8_MACS_peak_13757_lociStitched	chr17	1122796	1139082	8	15295	22017.0434	1582.9992	575		BHLHA9,TUSC5,ABR	ABR	TUSC5	1.3050000000000002	575	1
7_MACS_peak_10013_lociStitched	chr13	113740259	113754577	7	13443	21781.9734	1391.7096	576	MCF2L	F7,F10	F7	F7	0.6969000000000001	576	1
5_MACS_peak_25427_lociStitched	chr21	45967334	45979719	5	11927	22092.363	1707.8915	577	C21orf29,KRTAP10-2,KRTAP10-3	C21orf90,KRTAP10-4,KRTAP10-7,KRTAP10-1,KRTAP10-5,KRTAP10-6	KRTAP10-2	C21orf90	1.424	577	1
3_MACS_peak_28938_lociStitched	chr4	3459314	3470392	3	10905	21695.1552	1371.4564	578	DOK7	HGFAC	DOK7	DOK7	2.261	578	1
14_MACS_peak_36950_lociStitched	chr9	138258114	138276322	14	15386	21589.2256	1300.0512	579			KIAA0649	KIAA0649	NONE	579	1
9_MACS_peak_16946_lociStitched	chr17	78489377	78505307	9	14736	22093.317	1820.799	580		RPTOR,NPTX1	RPTOR	NPTX1	1.9324000000000001	580	1
6_MACS_peak_20109_lociStitched	chr19	36012014	36028486	6	15821	21896.2296	1660.3776	581	GAPDHS,SBSN	TMEM147,KRTDAP,DMKN,ATP4A	SBSN	DMKN	1.3860999999999999	581	1
4_MACS_peak_18284_lociStitched	chr19	7036590	7053054	4	15552	23564.9232	3335.6064	582	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	MBD3L2	1.1885000000000001	582	1
6_MACS_peak_6507_lociStitched	chr10	135007915	135021606	6	13152	21089.6164	891.2841	583	KNDC1	UTF1,VENTX,MIR202	UTF1	MIR202	1.704	583	1
2_MACS_peak_37150_lociStitched	chr9	138987536	138998811	2	11090	21123.7125	1027.1525	584		NACC2,C9orf69	NACC2	NACC2	1.3323	584	1
5_MACS_peak_2454_lociStitched	chr1	17962984	17979130	5	15308	21267.5112	1189.9602	585	ARHGEF10L		ARHGEF10L	ARHGEF10L	1.1075	585	1
3_MACS_peak_27790_lociStitched	chr22	49289505	49303955	3	14262	21492.93	1452.225	586			FAM19A5	FAM19A5	NONE	586	1
8_MACS_peak_16485_lociStitched	chr17	76493180	76508586	8	14428	21531.4256	1506.7068	587	DNAH17		DNAH17	DNAH17	0.9635	587	1
6_MACS_peak_2112_lociStitched	chr1	16432865	16447708	6	14069	21367.9828	1359.6188	588		FAM131C,EPHA2	FAM131C	EPHA2	1.4741	588	1
10_MACS_peak_7559_lociStitched	chr11	64425187	64441412	10	14494	21512.7275	1525.15	589	NRXN2	NRXN2	NRXN2	NRXN2	1.2195	589	1
4_MACS_peak_14666_lociStitched	chr17	26831341	26843418	4	11618	21332.8128	1380.4011	590		SLC13A2,FOXN1,UNC119	FOXN1	FOXN1	1.2758999999999998	590	1
