REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
8_MACS_peak_1065_lociStitched	chr1	5801700	5819731	8	16352	23463.7403	1642.6241	446			NPHP4	NPHP4	NONE	446	1
5_MACS_peak_28978_lociStitched	chr4	3649545	3666154	5	15659	25084.5727	1466.5747	447		LOC100133461	LOC100133461	LOC100133461	1.1888	447	1
4_MACS_peak_9270_lociStitched	chr12	6928908	6942721	4	13505	30145.4912	1669.9917	448	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,CDCA3,SPSB2	LEPREL2	LEPREL2	1.1434	448	1
7_MACS_peak_36617_lociStitched	chr9	137435098	137452606	7	16332	22973.9976	1461.918	449			COL5A1	COL5A1	1.0474	449	1
2_MACS_peak_11464_lociStitched	chr15	89902372	89916641	2	14152	28555.1228	1523.9292	450	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	1.8820999999999999	450	1
3_MACS_peak_17378_lociStitched	chr19	590390	603518	3	13087	30702.4536	1623.9336	451	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	HCN2	1.2158	451	1
4_MACS_peak_311_lociStitched	chr1	2458174	2472090	4	13653	29297.3548	1566.9416	452	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	HES5	1.8636000000000001	452	1
2_MACS_peak_513_lociStitched	chr1	3048164	3062979	2	14794	26155.8825	1029.6425	453	PRDM16	MIR4251	MIR4251	MIR4251	1.4012	453	1
1_MACS_peak_16782_lociStitched	chr17	77771577	77783576	1	12000	31779.3515	1227.4977	454		CBX2,CBX8,CBX4	CBX8	CBX2	1.7261	454	1
6_MACS_peak_4868_lociStitched	chr1	156826291	156841784	6	14637	28373.8802	3097.0507	455	NTRK1,INSRR	PEAR1,C1orf92,SH2D2A	NTRK1	PEAR1	1.788	455	1
4_MACS_peak_17423_lociStitched	chr19	1230629	1240590	4	9308	35483.0742	1447.3333	456	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	EFNA2	3.3752	456	1
8_MACS_peak_3721_lociStitched	chr1	29562452	29578808	8	15591	24728.6364	2106.6528	457	PTPRU	MECR	PTPRU	PTPRU	0.9043000000000001	457	1
3_MACS_peak_17431_lociStitched	chr19	1329656	1344727	3	14883	26390.8281	1894.4247	458		EFNA2,MUM1,NDUFS7	MUM1	EFNA2	3.3752	458	1
6_MACS_peak_31770_lociStitched	chr7	1586792	1602812	6	15278	24971.976	1518.696	459	TMEM184A	MAFK,KIAA1908,INTS1,PSMG3	TMEM184A	TMEM184A	0.8924	459	1
1_MACS_peak_25586_lociStitched	chr21	46989271	47002627	1	13357	29395.2204	1588.0284	460		SLC19A1	SLC19A1	SLC19A1	0.06740000000000002	460	1
2_MACS_peak_25794_lociStitched	chr22	19748681	19762301	2	13354	28967.016	1273.47	461	TBX1	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	GP1BB	2.3145000000000002	461	1
4_MACS_peak_25237_lociStitched	chr21	44033005	44048636	4	14985	26668.0491	2736.9881	462		PDE9A	PDE9A	PDE9A	1.8062	462	1
3_MACS_peak_510_lociStitched	chr1	3031959	3047288	3	15164	24526.4	1066.8984	463	PRDM16,MIR4251	FLJ42875	MIR4251	MIR4251	1.4012	463	1
9_MACS_peak_6037_lociStitched	chr10	114736300	114754204	9	16615	21192.9648	2238	464	TCF7L2		TCF7L2	TCF7L2	0.2162	464	1
9_MACS_peak_16872_lociStitched	chr17	78030013	78046937	9	16070	22458.148	1704.2468	465	CCDC40	GAA,TBC1D16	CCDC40	TBC1D16	1.3672	465	1
7_MACS_peak_6757_lociStitched	chr11	1387676	1405167	7	15603	23637.3374	1521.717	466		BRSK2	BRSK2	BRSK2	1.0295	466	1
7_MACS_peak_11082_lociStitched	chr15	74465631	74481904	7	15438	24162.1504	1663.1006	467	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	LOC283731	1.1318000000000001	467	1
4_MACS_peak_31252_lociStitched	chr6	34022833	34038108	4	14955	25658.945	1910.9025	468	GRM4		MIR1275	MIR1275	0.5941000000000001	468	1
3_MACS_peak_16838_lociStitched	chr17	77942765	77957788	3	14733	25872.6106	1715.6266	469	TBC1D16		TBC1D16	TBC1D16	1.3672	469	1
5_MACS_peak_25360_lociStitched	chr21	45667144	45681734	5	14191	27684.525	2284.794	470	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	AIRE	1.9144	470	1
7_MACS_peak_7015_lociStitched	chr11	2327472	2343137	7	14339	26433.121	1508.5395	471	TSPAN32	ASCL2,C11orf21	TSPAN32	TSPAN32	1.5083	471	1
4_MACS_peak_11868_lociStitched	chr16	3055371	3069845	4	14175	26746.5046	1451.7422	472	CLDN9,CLDN6	KREMEN2,PAQR4,LOC283875,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	LOC283875	2.3139000000000003	472	1
8_MACS_peak_17024_lociStitched	chr17	79453628	79468880	8	14617	25711.8216	1673.1444	473		FSCN2,MIR3186,ACTG1	ACTG1	MIR3186	2.6953	473	1
2_MACS_peak_2118_lociStitched	chr1	16448315	16462693	2	14231	26379.3166	1488.123	474	EPHA2	FAM131C	EPHA2	EPHA2	1.4741	474	1
16_MACS_peak_29522_lociStitched	chr4	7699315	7717091	16	16021	21238.7648	1450.5216	475	SORCS2	AFAP1-AS1	AFAP1-AS1	AFAP1-AS1	0.5094	475	1
2_MACS_peak_21101_lociStitched	chr19	46987136	47000660	2	13521	27763.4196	1411.9056	476	PNMAL2	PNMAL1	PNMAL2	PNMAL2	1.784	476	1
3_MACS_peak_2029_lociStitched	chr1	11937657	11953315	3	14777	24966.681	1633.1294	477		PLOD1,NPPA,NPPB,KIAA2013	NPPB	NPPB	0.8579000000000001	477	1
7_MACS_peak_2438_lociStitched	chr1	17922005	17938299	7	15301	23292.273	1451.7954	478	ARHGEF10L		ARHGEF10L	ARHGEF10L	1.1075	478	1
6_MACS_peak_20109_lociStitched	chr19	36012014	36028486	6	15821	21896.2296	1660.3776	479	GAPDHS,SBSN	TMEM147,KRTDAP,DMKN,ATP4A	SBSN	DMKN	1.3860999999999999	479	1
6_MACS_peak_24234_lociStitched	chr20	57365172	57381541	6	15625	22364.9647	1530.5015	480		GNAS,MIR296,MIR298,GNAS-AS	MIR296	MIR296	0.5444	480	1
7_MACS_peak_7535_lociStitched	chr11	64364236	64380599	7	15096	23611.809	1390.855	481	SLC22A12,NRXN2	SLC22A11	SLC22A12	SLC22A12	1.1601	481	1
10_MACS_peak_13633_lociStitched	chr17	724958	742598	10	15955	21201.516	1707.552	482	NXN	RNMTL1,GLOD4	GLOD4	RNMTL1	0.023800000000000016	482	1
4_MACS_peak_3443_lociStitched	chr1	22939675	22955861	4	15899	21391.4176	1759.4182	483		EPHA8,C1QA,C1QC,C1QB	C1QA	EPHA8	1.248	483	1
2_MACS_peak_30693_lociStitched	chr5	176299995	176312804	2	12746	28830.4972	1439.7316	484	UNC5A,HK3		HK3	HK3	0.9551000000000001	484	1
5_MACS_peak_7066_lociStitched	chr11	2937409	2951559	5	13812	26473.235	1485.75	485	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	PHLDA2	1.488	485	1
4_MACS_peak_18284_lociStitched	chr19	7036590	7053054	4	15552	23564.9232	3335.6064	486	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	MBD3L2	1.1885000000000001	486	1
6_MACS_peak_3426_lociStitched	chr1	22884965	22901062	6	15274	22450.4859	1556.5799	487	EPHA8		EPHA8	EPHA8	1.248	487	1
9_MACS_peak_25226_lociStitched	chr21	44011490	44027566	9	14834	24662.1916	2596.274	488		PDE9A	PDE9A	PDE9A	1.8062	488	1
13_MACS_peak_29759_lociStitched	chr4	8261620	8279351	13	15390	22151.3383	1716.3608	489	HTRA3		HTRA3	HTRA3	0.8886	489	1
14_MACS_peak_36950_lociStitched	chr9	138258114	138276322	14	15386	21589.2256	1300.0512	490			KIAA0649	KIAA0649	NONE	490	1
5_MACS_peak_25393_lociStitched	chr21	45852025	45866797	5	14615	24090.1776	1624.92	491	TRPM2	LRRC3	LRRC3	LRRC3	1.3647	491	1
2_MACS_peak_28509_lociStitched	chr3	50564664	50579472	2	14668	23830.5144	1572.6096	492		HEMK1,CACNA2D2,C3orf18	CACNA2D2	CACNA2D2	1.0610000000000002	492	1
1_MACS_peak_14817_lociStitched	chr17	36283810	36294526	1	10717	33436.0632	3318.7452	493	TBC1D3,TBC1D3F	LOC284100	TBC1D3	TBC1D3	1.6567	493	1
8_MACS_peak_13757_lociStitched	chr17	1122796	1139082	8	15295	22017.0434	1582.9992	494		BHLHA9,TUSC5,ABR	ABR	TUSC5	1.3050000000000002	494	1
2_MACS_peak_17845_lociStitched	chr19	4511670	4524359	2	12381	29309.0522	1994.7108	495	PLIN4,PLIN5	HDGFRP2,LRG1,SEMA6B	PLIN4	LRG1	1.6977000000000002	495	1
5_MACS_peak_2454_lociStitched	chr1	17962984	17979130	5	15308	21267.5112	1189.9602	496	ARHGEF10L		ARHGEF10L	ARHGEF10L	1.1075	496	1
5_MACS_peak_18537_lociStitched	chr19	8394851	8409946	5	13943	25967.9285	2277.8355	497	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	KANK3	0.9243	497	1
5_MACS_peak_96_lociStitched	chr1	1171659	1185022	5	12541	27757.6236	1115.8105	498	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	TNFRSF18	2.5108	498	1
3_MACS_peak_16762_lociStitched	chr17	77708320	77722860	3	14070	24671.472	1411.834	499	ENPP7	CBX2,CBX8	ENPP7	CBX2	1.7261	499	1
15_MACS_peak_16534_lociStitched	chr17	76604297	76621752	15	15021	22366.837	1701.8625	500		DNAH17	DNAH17	DNAH17	0.9635	500	1
4_MACS_peak_24739_lociStitched	chr20	61672845	61687729	4	14053	24505.0176	1332.118	501	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	BHLHE23	1.5784	501	1
2_MACS_peak_27046_lociStitched	chr22	44214938	44230316	2	15327	20897.1642	1448.6076	502	SULT4A1	EFCAB6	EFCAB6	EFCAB6	0.046700000000000005	502	1
2_MACS_peak_25788_lociStitched	chr22	19705912	19718231	2	11872	28906.5335	1272.5527	503	SEPT5-GP1BB,SEPT5,GP1BB	TBX1	GP1BB	GP1BB	2.3145000000000002	503	1
2_MACS_peak_17114_lociStitched	chr17	81012311	81026021	2	13434	25876.254	1520.439	504		METRNL,B3GNTL1	B3GNTL1	METRNL	1.1162	504	1
4_MACS_peak_5155_lociStitched	chr1	204975718	204991346	4	15243	22049.5452	2569.2432	505	NFASC	CNTN2	CNTN2	CNTN2	0.6499	505	1
5_MACS_peak_36067_lociStitched	chr9	134708225	134723109	5	14558	23236.9008	1884.3144	506			RAPGEF1	RAPGEF1	NONE	506	1
2_MACS_peak_19670_lociStitched	chr19	18718016	18728955	2	10928	30022.0855	1125.6231	507	TMEM59L	C19orf50,UBA52,C19orf60,KLHL26,CRLF1	TMEM59L	TMEM59L	1.8086	507	1
4_MACS_peak_34404_lociStitched	chr8	142064981	142079936	4	14441	23418.0345	1824.51	508			PTK2	PTK2	0.0719	508	1
5_MACS_peak_11769_lociStitched	chr16	1961457	1975429	5	13399	25761.5736	1577.4388	509	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	1.5577	509	1
3_MACS_peak_28025_lociStitched	chr22	51039394	51052105	3	12249	27685.8291	1252.0335	510	MAPK8IP2	LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	MAPK8IP2	1.5203	510	1
2_MACS_peak_17727_lociStitched	chr19	3437709	3450570	2	12627	27712.8828	2028.1797	511	NFIC	C19orf77	C19orf77	C19orf77	1.3755	511	1
2_MACS_peak_27613_lociStitched	chr22	46271897	46285797	2	13775	24302.76	1199.57	512			WNT7B	WNT7B	1.7239	512	1
5_MACS_peak_651_lociStitched	chr1	3674971	3688751	5	13403	25359.334	1395.914	513	CCDC27	LOC388588,KIAA0495,LRRC47	LOC388588	LOC388588	0.7151	513	1
5_MACS_peak_29259_lociStitched	chr4	7146088	7161753	5	14931	21122.686	1220.3035	514		SORCS2,FLJ36777	SORCS2	FLJ36777	0.899	514	1
6_MACS_peak_4826_lociStitched	chr1	156365796	156381621	6	15045	22063.215	2620.62	515	C1orf61	RHBG,MIR9-1	MIR9-1	MIR9-1	1.0149	515	1
3_MACS_peak_24702_lociStitched	chr20	61408596	61422366	3	13559	25243.164	1763.937	516		C20orf20,OGFR,COL9A3	C20orf20	COL9A3	1.1876	516	1
1_MACS_peak_7373_lociStitched	chr11	61501406	61514216	1	12811	26553.849	1416.786	517	DAGLA	C11orf9,FEN1,DKFZP434K028,MIR611,C11orf10	C11orf9	DKFZP434K028	1.5993	517	1
3_MACS_peak_34172_lociStitched	chr8	21980379	21992953	3	12076	27728.1848	1154.2932	518	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	LGI3	1.3425	518	1
2_MACS_peak_37235_lociStitched	chr9	139873717	139886393	2	12614	26955.514	1437.4584	519	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	LCNL1	1.9384000000000001	519	1
9_MACS_peak_16946_lociStitched	chr17	78489377	78505307	9	14736	22093.317	1820.799	520		RPTOR,NPTX1	RPTOR	NPTX1	1.9324000000000001	520	1
4_MACS_peak_22894_lociStitched	chr2	220418768	220433548	4	13918	23980.55	1464.698	521	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	ACCN4	1.3591000000000002	521	1
5_MACS_peak_35989_lociStitched	chr9	133882596	133897501	5	14045	23424.698	1305.678	522	LAMC3		LAMC3	LAMC3	1.4072	522	1
3_MACS_peak_25662_lociStitched	chr21	47528629	47542384	3	13374	25349.0895	1592.829	523	COL6A2	FTCD	COL6A2	FTCD	1.2855999999999999	523	1
7_MACS_peak_17511_lociStitched	chr19	2715169	2729582	7	12973	26557.3938	1918.3703	524	DIRAS1	GNG7,SLC39A3	DIRAS1	DIRAS1	1.2564	524	1
4_MACS_peak_19602_lociStitched	chr19	18319393	18333658	4	14051	23648.517	1576.2825	525	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966	PDE4C	LOC729966	1.1923	525	1
4_MACS_peak_31287_lociStitched	chr6	34100863	34114889	4	13737	24103.681	1502.1846	526	GRM4		GRM4	GRM4	1.1766999999999999	526	1
5_MACS_peak_1477_lociStitched	chr1	7689094	7704242	5	14443	21970.6592	1272.432	527	CAMTA1		VAMP3	VAMP3	NONE	527	1
6_MACS_peak_14808_lociStitched	chr17	35287228	35300214	6	12285	26969.3248	1327.1692	528	LHX1	AATF	LHX1	LHX1	1.6055	528	1
5_MACS_peak_25953_lociStitched	chr22	21561482	21576896	5	14984	21394.632	2720.571	529			POM121L8P	POM121L8P	NONE	529	1
6_MACS_peak_25729_lociStitched	chr22	18935325	18949622	6	13403	24811.0138	1774.2577	530		DGCR6,DGCR5,PRODH	DGCR5	DGCR5	0.6693	530	1
3_MACS_peak_17373_lociStitched	chr19	544752	558677	3	13707	23967.71	1726.7	531	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	HCN2	1.2158	531	1
10_MACS_peak_7559_lociStitched	chr11	64425187	64441412	10	14494	21512.7275	1525.15	532	NRXN2	NRXN2	NRXN2	NRXN2	1.2195	532	1
1_MACS_peak_14756_lociStitched	chr17	34797308	34808190	1	10883	30964.731	3198.2198	533	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	TBC1D3G	1.5882	533	1
8_MACS_peak_16485_lociStitched	chr17	76493180	76508586	8	14428	21531.4256	1506.7068	534	DNAH17		DNAH17	DNAH17	0.9635	534	1
3_MACS_peak_37276_lociStitched	chr9	140119953	140130997	3	10620	29360.474	1261.2248	535	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	SLC34A3	1.7718	535	1
12_MACS_peak_3606_lociStitched	chr1	23231931	23248117	12	14710	20740.7404	1780.46	536	EPHB2	MIR4253	MIR4253	MIR4253	0.9687000000000001	536	1
5_MACS_peak_11877_lociStitched	chr16	3094340	3108658	5	13777	23183.7056	1660.888	537	MMP25	CLDN9,TNFRSF12A,THOC6,IL32,CLDN6,HCFC1R1,CCDC64B,ZSCAN10	MMP25	CLDN9	1.9023	537	1
4_MACS_peak_16897_lociStitched	chr17	78080128	78093917	4	13378	23941.8407	1472.6652	538	GAA	EIF4A3	GAA	GAA	1.2926	538	1
6_MACS_peak_16479_lociStitched	chr17	76477563	76492297	6	13647	23216.3638	1454.2458	539	DNAH17		DNAH17	DNAH17	0.9635	539	1
1_MACS_peak_28903_lociStitched	chr4	1795585	1807751	1	12167	26169.066	1065.7416	540	FGFR3		FGFR3	FGFR3	1.4047999999999998	540	1
3_MACS_peak_27790_lociStitched	chr22	49289505	49303955	3	14262	21492.93	1452.225	541			FAM19A5	FAM19A5	NONE	541	1
9_MACS_peak_32515_lociStitched	chr7	100756933	100772264	9	14763	20210.8573	1738.5354	542	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	SERPINE1	1.0633	542	1
4_MACS_peak_16264_lociStitched	chr17	74907649	74921159	4	13412	23597.917	1378.02	543	MGAT5B		MGAT5B	MGAT5B	1.2018	543	1
1_MACS_peak_6119_lociStitched	chr10	126737662	126752302	1	14641	20469.648	1794.864	544	CTBP2	CTBP2,MIR4296	MIR4296	MIR4296	0.6506000000000001	544	1
2_MACS_peak_23307_lociStitched	chr20	3649885	3663958	2	13700	22931.9535	1571.9541	545	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	ADAM33	1.0262	545	1
3_MACS_peak_4849_lociStitched	chr1	156639688	156653701	3	13630	24130.386	2606.418	546	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	CRABP2	1.5806	546	1
6_MACS_peak_2112_lociStitched	chr1	16432865	16447708	6	14069	21367.9828	1359.6188	547		FAM131C,EPHA2	FAM131C	EPHA2	1.4741	547	1
4_MACS_peak_11706_lociStitched	chr16	1126698	1140910	4	13809	21741.5176	1021.8428	548	SSTR5,LOC146336,C1QTNF8		SSTR5	SSTR5	1.4834	548	1
4_MACS_peak_17785_lociStitched	chr19	3869393	3883765	4	13852	22400.1992	1806.5604	549	ATCAY	ITGB1BP3,ZFR2	ATCAY	ITGB1BP3	1.8661	549	1
4_MACS_peak_14214_lociStitched	chr17	7614583	7627862	4	12901	24437.3437	1463.3458	550	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	DNAH2	1.0037	550	1
15_MACS_peak_11149_lociStitched	chr15	74616547	74633203	15	14603	20043.8304	1845.4848	551	CCDC33,CYP11A1		CCDC33	CCDC33	1.0041	551	1
6_MACS_peak_28482_lociStitched	chr3	50500965	50516048	6	14399	20383.1662	1586.7316	552	CACNA2D2		CACNA2D2	CACNA2D2	1.0610000000000002	552	1
3_MACS_peak_36687_lociStitched	chr9	137619514	137633839	3	14285	20188.2225	1114.485	553	COL5A1		COL5A1	COL5A1	1.0474	553	1
9_MACS_peak_22070_lociStitched	chr19	55872554	55886157	9	13130	23331.8656	1167.1374	554	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	IL11	1.4405000000000001	554	1
4_MACS_peak_27_lociStitched	chr1	830177	844483	4	13522	22760.846	1597.9802	555		SAMD11,FAM41C,FLJ39609	FLJ39609	FLJ39609	3.0317000000000003	555	1
8_MACS_peak_14407_lociStitched	chr17	16734216	16749617	8	14705	19602.3928	1977.4884	556	KRT16P2	LOC162632,FAM106C	KRT16P2	KRT16P2	0.6647000000000001	556	1
9_MACS_peak_5018_lociStitched	chr1	201281086	201296982	9	14542	20556.7072	2544.9496	557	PKP1	TNNT2	PKP1	TNNT2	1.4117	557	1
4_MACS_peak_17209_lociStitched	chr18	44541959	44557713	4	15423	21904.3616	7231.086	558	KATNAL2,TCEB3CL,TCEB3C	PIAS2,TCEB3B	TCEB3CL	TCEB3CL	0.7325999999999999	558	1
2_MACS_peak_9142_lociStitched	chr12	3238725	3252423	2	13673	21957.894	1472.535	559	TSPAN9		TSPAN9	TSPAN9	0.8644000000000001	559	1
3_MACS_peak_16794_lociStitched	chr17	77813729	77825940	3	12057	25401.3222	1127.0753	560		CBX8,CBX4	CBX4	CBX8	1.6875	560	1
4_MACS_peak_17137_lociStitched	chr17	81064161	81077838	4	13323	22787.2497	1444.2912	561		METRNL	METRNL	METRNL	1.1162	561	1
6_MACS_peak_1102_lociStitched	chr1	5892626	5907786	6	14464	19336.58	1511.452	562			NPHP4	NPHP4	NONE	562	1
7_MACS_peak_7511_lociStitched	chr11	64296148	64311102	7	13878	21290.0098	1649.4262	563		SLC22A11,SLC22A12	SLC22A11	SLC22A12	1.1601	563	1
2_MACS_peak_4882_lociStitched	chr1	156889512	156900799	2	11027	27922.9093	2084.7089	564	C1orf92	PEAR1,MIR765	C1orf92	PEAR1	1.788	564	1
4_MACS_peak_22875_lociStitched	chr2	220305659	220318892	4	12944	23050.5627	1206.8496	565	SPEG	DES,SPEG,GMPPA	SPEG	SPEG	1.0871	565	1
3_MACS_peak_25113_lociStitched	chr21	43099273	43113891	3	14307	20014.9656	2011.4368	566	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	1.4472	566	1
2_MACS_peak_420_lociStitched	chr1	2789730	2802967	2	12997	22583.6457	929.2374	567			ACTRT2	ACTRT2	1.1617	567	1
7_MACS_peak_10013_lociStitched	chr13	113740259	113754577	7	13443	21781.9734	1391.7096	568	MCF2L	F7,F10	F7	F7	0.6969000000000001	568	1
9_MACS_peak_1157_lociStitched	chr1	6532800	6548148	9	13692	21250.8408	1554.7524	569	PLEKHG5	ESPN,MIR4252,TNFRSF25	PLEKHG5	MIR4252	2.2328	569	1
5_MACS_peak_13734_lociStitched	chr17	1026540	1039489	5	12346	24499.508	1476.186	570	ABR	ABR	ABR	ABR	0.5408	570	1
6_MACS_peak_11360_lociStitched	chr15	78266251	78280673	6	13757	21128.23	1688.8162	571		LOC645752,LOC91450	LOC91450	LOC645752	0.355	571	1
3_MACS_peak_17070_lociStitched	chr17	79913734	79926229	3	11978	24802.575	1115.8035	572	NOTUM	LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	NOTUM	1.4588999999999999	572	1
2_MACS_peak_36714_lociStitched	chr9	137704852	137716920	2	12034	24507.6944	971.474	573	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.11739999999999999	573	1
10_MACS_peak_24955_lociStitched	chr20	62790485	62806382	10	14621	18063.7611	1635.8013	574	MYT1		MYT1	MYT1	1.3798	574	1
6_MACS_peak_19021_lociStitched	chr19	14269402	14284148	6	13982	19892.354	1331.5638	575	LPHN1	PRKACA,ASF1B	ASF1B	NONE	NONE	575	1
4_MACS_peak_32438_lociStitched	chr7	100415902	100429219	4	12897	22846.6452	1309.0611	576	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	1.2278	576	1
9_MACS_peak_29016_lociStitched	chr4	3748708	3764180	9	14031	19666.4592	1352.2528	577		ADRA2C	ADRA2C	ADRA2C	0.7223999999999999	577	1
7_MACS_peak_18127_lociStitched	chr19	5875606	5890052	7	13761	21075.2694	1955.9884	578		VMAC,CAPS,FUT6,FUT3,FUT5,NDUFA11	FUT5	FUT5	1.308	578	1
7_MACS_peak_31157_lociStitched	chr6	33787833	33802673	7	14071	19628.868	1484	579		LEMD2,MLN	MLN	MLN	0.9647000000000001	579	1
7_MACS_peak_16215_lociStitched	chr17	74515241	74530119	7	13941	20196.885	1658.897	580	PRCD,CYGB	PRCD,SNORD1C,SNORD1B,SNORD1A,RHBDF2	PRCD	PRCD	1.3228	580	1
4_MACS_peak_4938_lociStitched	chr1	161411220	161425614	4	13783	25450.0314	6462.906	581		FCGR2A	FCGR2A	NONE	NONE	581	1
1_MACS_peak_6017_lociStitched	chr10	104167157	104178680	1	11524	25594.8876	1268.6823	582	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	PSD	0.9819	582	1
5_MACS_peak_29918_lociStitched	chr4	8779815	8794648	5	13929	19637.4087	1213.3394	583			HMX1	HMX1	0.7746	583	1
1_MACS_peak_17729_lociStitched	chr19	3451825	3464585	1	12761	23364.836	1795.332	584	NFIC	FZR1,C19orf77,DOHH	C19orf77	C19orf77	1.3755	584	1
3_MACS_peak_11337_lociStitched	chr15	78152414	78166472	3	13709	20573.883	1641.9744	585			LOC645752	LOC645752	0.355	585	1
3_MACS_peak_12298_lociStitched	chr16	30032701	30044587	3	11173	26303.718	1479.807	586	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	FAM57B	FAM57B	1.657	586	1
5_MACS_peak_26855_lociStitched	chr22	42817475	42831669	5	13585	20730.337	1557.0818	587	NFAM1		NFAM1	NFAM1	1.1761	587	1
2_MACS_peak_6647_lociStitched	chr11	407833	419959	2	11988	24264.126	1165.3086	588	SIGIRR,ANO9	B4GALNT4,PKP3,PTDSS2	SIGIRR	B4GALNT4	1.399	588	1
3_MACS_peak_13623_lociStitched	chr17	699801	712755	3	12407	23607.3696	1446.9618	589	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.023800000000000016	589	1
6_MACS_peak_6507_lociStitched	chr10	135007915	135021606	6	13152	21089.6164	891.2841	590	KNDC1	UTF1,VENTX,MIR202	UTF1	MIR202	1.704	590	1
4_MACS_peak_160_lociStitched	chr1	1868318	1882287	4	13296	21161.6381	1392.7093	591		CALML6,GNB1,TMEM52	TMEM52	TMEM52	1.127	591	1
5_MACS_peak_1306_lociStitched	chr1	7283988	7298907	5	13878	19187.3259	1296.4611	592	CAMTA1		CAMTA1	CAMTA1	0.5293	592	1
8_MACS_peak_136_lociStitched	chr1	1520462	1535001	8	13555	20334.2454	1456.8078	593		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	MMP23B	0.5252	593	1
8_MACS_peak_36719_lociStitched	chr9	137771234	137786363	8	13531	20324.2986	1385.8164	594	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	FCN2	1.1475	594	1
6_MACS_peak_5542_lociStitched	chr10	71409317	71424033	6	14032	18971.8672	1658.4932	595		C10orf35	C10orf35	C10orf35	0.09019999999999999	595	1
1_MACS_peak_16972_lociStitched	chr17	78996862	79008463	1	11602	24943.3101	1387.4796	596	FLJ90757	CHMP6,BAIAP2	FLJ90757	BAIAP2	2.417	596	1
7_MACS_peak_36016_lociStitched	chr9	133980351	133994447	7	13458	20358.8528	1419.4672	597	AIF1L	NUP214	NUP214	NONE	NONE	597	1
3_MACS_peak_15450_lociStitched	chr17	47555902	47569451	3	13434	20575.5114	1587.9428	598		NGFR	NGFR	NGFR	1.4419	598	1
