REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_285_lociStitched	chr1	2301514	2316855	2	15124	31666.8922	1731.9989	448	MORN1	RER1,LOC100129534,PEX10	MORN1	LOC100129534	2.0206	448	1
3_MACS_peak_14747_lociStitched	chr17	34577019	34592171	3	15114	34090.4848	4709.2416	449	TBC1D3C	CCL4L1	TBC1D3C	TBC1D3C	0.9312	449	1
7_MACS_peak_7535_lociStitched	chr11	64364236	64380599	7	15096	23611.809	1390.855	450	SLC22A12,NRXN2	SLC22A11	SLC22A12	SLC22A12	1.1601	450	1
6_MACS_peak_4826_lociStitched	chr1	156365796	156381621	6	15045	22063.215	2620.62	451	C1orf61	RHBG,MIR9-1	MIR9-1	MIR9-1	1.0149	451	1
15_MACS_peak_16534_lociStitched	chr17	76604297	76621752	15	15021	22366.837	1701.8625	452		DNAH17	DNAH17	DNAH17	0.9635	452	1
4_MACS_peak_25237_lociStitched	chr21	44033005	44048636	4	14985	26668.0491	2736.9881	453		PDE9A	PDE9A	PDE9A	1.8062	453	1
5_MACS_peak_25953_lociStitched	chr22	21561482	21576896	5	14984	21394.632	2720.571	454			POM121L8P	POM121L8P	NONE	454	1
1_MACS_peak_15507_lociStitched	chr17	48060803	48075757	1	14955	30467.2796	2328.3378	455	DLX3	DLX4	DLX3	DLX4	2.0273	455	1
4_MACS_peak_31252_lociStitched	chr6	34022833	34038108	4	14955	25658.945	1910.9025	456	GRM4		MIR1275	MIR1275	0.5941000000000001	456	1
5_MACS_peak_29259_lociStitched	chr4	7146088	7161753	5	14931	21122.686	1220.3035	457		SORCS2,FLJ36777	SORCS2	FLJ36777	0.899	457	1
3_MACS_peak_17431_lociStitched	chr19	1329656	1344727	3	14883	26390.8281	1894.4247	458		EFNA2,MUM1,NDUFS7	MUM1	EFNA2	3.3752	458	1
3_MACS_peak_31005_lociStitched	chr6	30422443	30438163	3	14840	28250.412	2213.376	459		HLA-E	HLA-E	HLA-E	0.027099999999999985	459	1
9_MACS_peak_25226_lociStitched	chr21	44011490	44027566	9	14834	24662.1916	2596.274	460		PDE9A	PDE9A	PDE9A	1.8062	460	1
2_MACS_peak_513_lociStitched	chr1	3048164	3062979	2	14794	26155.8825	1029.6425	461	PRDM16	MIR4251	MIR4251	MIR4251	1.4012	461	1
3_MACS_peak_2029_lociStitched	chr1	11937657	11953315	3	14777	24966.681	1633.1294	462		PLOD1,NPPA,NPPB,KIAA2013	NPPB	NPPB	0.8579000000000001	462	1
3_MACS_peak_37231_lociStitched	chr9	139845899	139860977	3	14774	29414.1624	1578.6666	463	LCN12	C8G,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	PTGDS	2.1756	463	1
9_MACS_peak_32515_lociStitched	chr7	100756933	100772264	9	14763	20210.8573	1738.5354	464	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	SERPINE1	1.0633	464	1
9_MACS_peak_16946_lociStitched	chr17	78489377	78505307	9	14736	22093.317	1820.799	465		RPTOR,NPTX1	RPTOR	NPTX1	1.9324000000000001	465	1
3_MACS_peak_16838_lociStitched	chr17	77942765	77957788	3	14733	25872.6106	1715.6266	466	TBC1D16		TBC1D16	TBC1D16	1.3672	466	1
5_MACS_peak_14879_lociStitched	chr17	37751717	37766962	5	14726	28360.2735	1472.667	467	NEUROD2	PPP1R1B,STARD3	NEUROD2	NEUROD2	1.5819999999999999	467	1
12_MACS_peak_3606_lociStitched	chr1	23231931	23248117	12	14710	20740.7404	1780.46	468	EPHB2	MIR4253	MIR4253	MIR4253	0.9687000000000001	468	1
8_MACS_peak_14407_lociStitched	chr17	16734216	16749617	8	14705	19602.3928	1977.4884	469	KRT16P2	LOC162632,FAM106C	KRT16P2	KRT16P2	0.6647000000000001	469	1
2_MACS_peak_28509_lociStitched	chr3	50564664	50579472	2	14668	23830.5144	1572.6096	470		HEMK1,CACNA2D2,C3orf18	CACNA2D2	CACNA2D2	1.0610000000000002	470	1
1_MACS_peak_6119_lociStitched	chr10	126737662	126752302	1	14641	20469.648	1794.864	471	CTBP2	CTBP2,MIR4296	MIR4296	MIR4296	0.6506000000000001	471	1
6_MACS_peak_4868_lociStitched	chr1	156826291	156841784	6	14637	28373.8802	3097.0507	472	NTRK1,INSRR	PEAR1,C1orf92,SH2D2A	NTRK1	PEAR1	1.788	472	1
3_MACS_peak_32540_lociStitched	chr7	100810170	100825174	3	14629	28755.166	1594.9252	473	C7orf52	SERPINE1,AP1S1,ZNHIT1,VGF,MOGAT3,PLOD3	C7orf52	C7orf52	1.4717	473	1
10_MACS_peak_24955_lociStitched	chr20	62790485	62806382	10	14621	18063.7611	1635.8013	474	MYT1		MYT1	MYT1	1.3798	474	1
8_MACS_peak_17024_lociStitched	chr17	79453628	79468880	8	14617	25711.8216	1673.1444	475		FSCN2,MIR3186,ACTG1	ACTG1	MIR3186	2.6953	475	1
5_MACS_peak_25393_lociStitched	chr21	45852025	45866797	5	14615	24090.1776	1624.92	476	TRPM2	LRRC3	LRRC3	LRRC3	1.3647	476	1
15_MACS_peak_11149_lociStitched	chr15	74616547	74633203	15	14603	20043.8304	1845.4848	477	CCDC33,CYP11A1		CCDC33	CCDC33	1.0041	477	1
5_MACS_peak_36067_lociStitched	chr9	134708225	134723109	5	14558	23236.9008	1884.3144	478			RAPGEF1	RAPGEF1	NONE	478	1
9_MACS_peak_5018_lociStitched	chr1	201281086	201296982	9	14542	20556.7072	2544.9496	479	PKP1	TNNT2	PKP1	TNNT2	1.4117	479	1
4_MACS_peak_7595_lociStitched	chr11	64502178	64517333	4	14528	33100.0355	1800.414	480	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	RASGRP2	1.688	480	1
10_MACS_peak_7559_lociStitched	chr11	64425187	64441412	10	14494	21512.7275	1525.15	481	NRXN2	NRXN2	NRXN2	NRXN2	1.2195	481	1
6_MACS_peak_1102_lociStitched	chr1	5892626	5907786	6	14464	19336.58	1511.452	482			NPHP4	NPHP4	NONE	482	1
3_MACS_peak_17741_lociStitched	chr19	3582007	3596911	3	14446	29164.1472	2116.368	483	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.6185	483	1
5_MACS_peak_1477_lociStitched	chr1	7689094	7704242	5	14443	21970.6592	1272.432	484	CAMTA1		VAMP3	VAMP3	NONE	484	1
4_MACS_peak_34404_lociStitched	chr8	142064981	142079936	4	14441	23418.0345	1824.51	485			PTK2	PTK2	0.0719	485	1
8_MACS_peak_16485_lociStitched	chr17	76493180	76508586	8	14428	21531.4256	1506.7068	486	DNAH17		DNAH17	DNAH17	0.9635	486	1
6_MACS_peak_28482_lociStitched	chr3	50500965	50516048	6	14399	20383.1662	1586.7316	487	CACNA2D2		CACNA2D2	CACNA2D2	1.0610000000000002	487	1
3_MACS_peak_17054_lociStitched	chr17	79759049	79773570	3	14351	40439.5329	1399.8244	488	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	GCGR	2.0965999999999996	488	1
6_MACS_peak_11588_lociStitched	chr16	740815	755476	6	14347	28374.8994	988.1514	489	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,JMJD8,WDR24,CCDC78,NARFL	FBXL16	FBXL16	1.6588	489	1
2_MACS_peak_24643_lociStitched	chr20	60788811	60803590	2	14347	33552.7637	1448.342	490	HRH3	GTPBP5,OSBPL2	HRH3	HRH3	2.0063	490	1
7_MACS_peak_7015_lociStitched	chr11	2327472	2343137	7	14339	26433.121	1508.5395	491	TSPAN32	ASCL2,C11orf21	TSPAN32	TSPAN32	1.5083	491	1
4_MACS_peak_17385_lociStitched	chr19	665093	679756	4	14315	29896.3907	1995.6343	492	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	PALM	2.3564	492	1
3_MACS_peak_25113_lociStitched	chr21	43099273	43113891	3	14307	20014.9656	2011.4368	493	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	1.4472	493	1
3_MACS_peak_36687_lociStitched	chr9	137619514	137633839	3	14285	20188.2225	1114.485	494	COL5A1		COL5A1	COL5A1	1.0474	494	1
3_MACS_peak_27790_lociStitched	chr22	49289505	49303955	3	14262	21492.93	1452.225	495			FAM19A5	FAM19A5	NONE	495	1
4_MACS_peak_9634_lociStitched	chr12	54341576	54356125	4	14243	29498.0975	1702.233	496	HOXC12,HOTAIR	HOXC13,HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8	HOXC12	HOXC12	2.0274	496	1
2_MACS_peak_2118_lociStitched	chr1	16448315	16462693	2	14231	26379.3166	1488.123	497	EPHA2	FAM131C	EPHA2	EPHA2	1.4741	497	1
5_MACS_peak_25360_lociStitched	chr21	45667144	45681734	5	14191	27684.525	2284.794	498	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	AIRE	1.9144	498	1
4_MACS_peak_11868_lociStitched	chr16	3055371	3069845	4	14175	26746.5046	1451.7422	499	CLDN9,CLDN6	KREMEN2,PAQR4,LOC283875,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	LOC283875	2.3139000000000003	499	1
2_MACS_peak_11464_lociStitched	chr15	89902372	89916641	2	14152	28555.1228	1523.9292	500	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	1.8820999999999999	500	1
7_MACS_peak_31157_lociStitched	chr6	33787833	33802673	7	14071	19628.868	1484	501		LEMD2,MLN	MLN	MLN	0.9647000000000001	501	1
3_MACS_peak_16762_lociStitched	chr17	77708320	77722860	3	14070	24671.472	1411.834	502	ENPP7	CBX2,CBX8	ENPP7	CBX2	1.7261	502	1
6_MACS_peak_2112_lociStitched	chr1	16432865	16447708	6	14069	21367.9828	1359.6188	503		FAM131C,EPHA2	FAM131C	EPHA2	1.4741	503	1
4_MACS_peak_24739_lociStitched	chr20	61672845	61687729	4	14053	24505.0176	1332.118	504	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	BHLHE23	1.5784	504	1
4_MACS_peak_19602_lociStitched	chr19	18319393	18333658	4	14051	23648.517	1576.2825	505	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966	PDE4C	LOC729966	1.1923	505	1
5_MACS_peak_35989_lociStitched	chr9	133882596	133897501	5	14045	23424.698	1305.678	506	LAMC3		LAMC3	LAMC3	1.4072	506	1
6_MACS_peak_5542_lociStitched	chr10	71409317	71424033	6	14032	18971.8672	1658.4932	507		C10orf35	C10orf35	C10orf35	0.09019999999999999	507	1
9_MACS_peak_29016_lociStitched	chr4	3748708	3764180	9	14031	19666.4592	1352.2528	508		ADRA2C	ADRA2C	ADRA2C	0.7223999999999999	508	1
5_MACS_peak_14742_lociStitched	chr17	34489544	34504306	5	13990	32466.0666	4428.6	509	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	TBC1D3B	1.4139000000000002	509	1
6_MACS_peak_19021_lociStitched	chr19	14269402	14284148	6	13982	19892.354	1331.5638	510	LPHN1	PRKACA,ASF1B	ASF1B	NONE	NONE	510	1
5_MACS_peak_18537_lociStitched	chr19	8394851	8409946	5	13943	25967.9285	2277.8355	511	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	KANK3	0.9243	511	1
7_MACS_peak_16215_lociStitched	chr17	74515241	74530119	7	13941	20196.885	1658.897	512	PRCD,CYGB	PRCD,SNORD1C,SNORD1B,SNORD1A,RHBDF2	PRCD	PRCD	1.3228	512	1
5_MACS_peak_29918_lociStitched	chr4	8779815	8794648	5	13929	19637.4087	1213.3394	513			HMX1	HMX1	0.7746	513	1
4_MACS_peak_22894_lociStitched	chr2	220418768	220433548	4	13918	23980.55	1464.698	514	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	ACCN4	1.3591000000000002	514	1
2_MACS_peak_16192_lociStitched	chr17	73605856	73619796	2	13906	33571.702	1840.08	515	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	NONE	NONE	515	1
6_MACS_peak_34390_lociStitched	chr8	141997197	142012178	6	13888	19072.3111	1686.8606	516	PTK2		PTK2	PTK2	0.0719	516	1
5_MACS_peak_1306_lociStitched	chr1	7283988	7298907	5	13878	19187.3259	1296.4611	517	CAMTA1		CAMTA1	CAMTA1	0.5293	517	1
7_MACS_peak_7511_lociStitched	chr11	64296148	64311102	7	13878	21290.0098	1649.4262	518		SLC22A11,SLC22A12	SLC22A11	SLC22A12	1.1601	518	1
12_MACS_peak_3516_lociStitched	chr1	23097499	23113165	12	13866	18761.6016	1666.8624	519	EPHB2		EPHB2	EPHB2	0.9838000000000001	519	1
4_MACS_peak_17785_lociStitched	chr19	3869393	3883765	4	13852	22400.1992	1806.5604	520	ATCAY	ITGB1BP3,ZFR2	ATCAY	ITGB1BP3	1.8661	520	1
5_MACS_peak_7066_lociStitched	chr11	2937409	2951559	5	13812	26473.235	1485.75	521	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	PHLDA2	1.488	521	1
4_MACS_peak_11706_lociStitched	chr16	1126698	1140910	4	13809	21741.5176	1021.8428	522	SSTR5,LOC146336,C1QTNF8		SSTR5	SSTR5	1.4834	522	1
4_MACS_peak_4938_lociStitched	chr1	161411220	161425614	4	13783	25450.0314	6462.906	523		FCGR2A	FCGR2A	NONE	NONE	523	1
6_MACS_peak_36186_lociStitched	chr9	135412570	135427080	6	13783	18758.528	1424.882	524	C9orf171	BARHL1	BARHL1	BARHL1	0.8227	524	1
5_MACS_peak_11877_lociStitched	chr16	3094340	3108658	5	13777	23183.7056	1660.888	525	MMP25	CLDN9,TNFRSF12A,THOC6,IL32,CLDN6,HCFC1R1,CCDC64B,ZSCAN10	MMP25	CLDN9	1.9023	525	1
2_MACS_peak_27613_lociStitched	chr22	46271897	46285797	2	13775	24302.76	1199.57	526			WNT7B	WNT7B	1.7239	526	1
7_MACS_peak_18127_lociStitched	chr19	5875606	5890052	7	13761	21075.2694	1955.9884	527		VMAC,CAPS,FUT6,FUT3,FUT5,NDUFA11	FUT5	FUT5	1.308	527	1
6_MACS_peak_11360_lociStitched	chr15	78266251	78280673	6	13757	21128.23	1688.8162	528		LOC645752,LOC91450	LOC91450	LOC645752	0.355	528	1
5_MACS_peak_6933_lociStitched	chr11	1918182	1932878	5	13757	18735.9304	1400.5288	529		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	TNNT3	1.9251	529	1
4_MACS_peak_31287_lociStitched	chr6	34100863	34114889	4	13737	24103.681	1502.1846	530	GRM4		GRM4	GRM4	1.1766999999999999	530	1
3_MACS_peak_11337_lociStitched	chr15	78152414	78166472	3	13709	20573.883	1641.9744	531			LOC645752	LOC645752	0.355	531	1
3_MACS_peak_17373_lociStitched	chr19	544752	558677	3	13707	23967.71	1726.7	532	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	HCN2	1.2158	532	1
2_MACS_peak_23307_lociStitched	chr20	3649885	3663958	2	13700	22931.9535	1571.9541	533	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	ADAM33	1.0262	533	1
9_MACS_peak_1157_lociStitched	chr1	6532800	6548148	9	13692	21250.8408	1554.7524	534	PLEKHG5	ESPN,MIR4252,TNFRSF25	PLEKHG5	MIR4252	2.2328	534	1
2_MACS_peak_9142_lociStitched	chr12	3238725	3252423	2	13673	21957.894	1472.535	535	TSPAN9		TSPAN9	TSPAN9	0.8644000000000001	535	1
4_MACS_peak_311_lociStitched	chr1	2458174	2472090	4	13653	29297.3548	1566.9416	536	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	HES5	1.8636000000000001	536	1
6_MACS_peak_36643_lociStitched	chr9	137508669	137523069	6	13650	18732.96	1128.96	537		COL5A1	COL5A1	COL5A1	1.0474	537	1
8_MACS_peak_17884_lociStitched	chr19	4772886	4787640	8	13648	18544.3026	2257.362	538		C19orf30,MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	C19orf30	0.7521	538	1
6_MACS_peak_16479_lociStitched	chr17	76477563	76492297	6	13647	23216.3638	1454.2458	539	DNAH17		DNAH17	DNAH17	0.9635	539	1
3_MACS_peak_4849_lociStitched	chr1	156639688	156653701	3	13630	24130.386	2606.418	540	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	CRABP2	1.5806	540	1
5_MACS_peak_26855_lociStitched	chr22	42817475	42831669	5	13585	20730.337	1557.0818	541	NFAM1		NFAM1	NFAM1	1.1761	541	1
3_MACS_peak_24702_lociStitched	chr20	61408596	61422366	3	13559	25243.164	1763.937	542		C20orf20,OGFR,COL9A3	C20orf20	COL9A3	1.1876	542	1
8_MACS_peak_136_lociStitched	chr1	1520462	1535001	8	13555	20334.2454	1456.8078	543		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	MMP23B	0.5252	543	1
8_MACS_peak_36719_lociStitched	chr9	137771234	137786363	8	13531	20324.2986	1385.8164	544	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	FCN2	1.1475	544	1
4_MACS_peak_27_lociStitched	chr1	830177	844483	4	13522	22760.846	1597.9802	545		SAMD11,FAM41C,FLJ39609	FLJ39609	FLJ39609	3.0317000000000003	545	1
2_MACS_peak_21101_lociStitched	chr19	46987136	47000660	2	13521	27763.4196	1411.9056	546	PNMAL2	PNMAL1	PNMAL2	PNMAL2	1.784	546	1
5_MACS_peak_8585_lociStitched	chr11	75140576	75154673	5	13508	19184.6073	1471.7268	547	KLHL35,GDPD5	RPS3,SNORD15A,SNORD15B	KLHL35	KLHL35	0.41709999999999997	547	1
4_MACS_peak_9270_lociStitched	chr12	6928908	6942721	4	13505	30145.4912	1669.9917	548	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,CDCA3,SPSB2	LEPREL2	LEPREL2	1.1434	548	1
7_MACS_peak_17790_lociStitched	chr19	3885676	3899928	7	13482	20113.8476	1911.1932	549	ATCAY	ITGB1BP3,ZFR2	ATCAY	ITGB1BP3	1.8661	549	1
7_MACS_peak_12236_lociStitched	chr16	29261791	29276980	7	13478	18702.2157	1409.5392	550		RUNDC2C	RUNDC2C	RUNDC2C	0.371	550	1
8_MACS_peak_27269_lociStitched	chr22	45065148	45079784	8	13469	19398.5544	1230.8876	551	PRR5	PRR5,PRR5-ARHGAP8	PRR5	PRR5	0.9673999999999999	551	1
7_MACS_peak_36016_lociStitched	chr9	133980351	133994447	7	13458	20358.8528	1419.4672	552	AIF1L	NUP214	NUP214	NONE	NONE	552	1
10_MACS_peak_36295_lociStitched	chr9	136037593	136052759	10	13448	18306.8786	1458.9692	553	GBGT1	RALGDS,OBP2B	GBGT1	OBP2B	1.3748	553	1
7_MACS_peak_10013_lociStitched	chr13	113740259	113754577	7	13443	21781.9734	1391.7096	554	MCF2L	F7,F10	F7	F7	0.6969000000000001	554	1
3_MACS_peak_15450_lociStitched	chr17	47555902	47569451	3	13434	20575.5114	1587.9428	555		NGFR	NGFR	NGFR	1.4419	555	1
2_MACS_peak_17114_lociStitched	chr17	81012311	81026021	2	13434	25876.254	1520.439	556		METRNL,B3GNTL1	B3GNTL1	METRNL	1.1162	556	1
5_MACS_peak_26310_lociStitched	chr22	30833962	30847925	5	13422	18129.5592	1833.3419	557		SEC14L2,MTFP1,SEC14L3,SDC4P	MTFP1	SDC4P	0.7415999999999999	557	1
9_MACS_peak_30278_lociStitched	chr5	1399592	1414394	9	13418	17815.6872	1497.9624	558	SLC6A3		SLC6A3	SLC6A3	0.7635000000000001	558	1
4_MACS_peak_16264_lociStitched	chr17	74907649	74921159	4	13412	23597.917	1378.02	559	MGAT5B		MGAT5B	MGAT5B	1.2018	559	1
5_MACS_peak_651_lociStitched	chr1	3674971	3688751	5	13403	25359.334	1395.914	560	CCDC27	LOC388588,KIAA0495,LRRC47	LOC388588	LOC388588	0.7151	560	1
6_MACS_peak_25729_lociStitched	chr22	18935325	18949622	6	13403	24811.0138	1774.2577	561		DGCR6,DGCR5,PRODH	DGCR5	DGCR5	0.6693	561	1
5_MACS_peak_11769_lociStitched	chr16	1961457	1975429	5	13399	25761.5736	1577.4388	562	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	1.5577	562	1
4_MACS_peak_16897_lociStitched	chr17	78080128	78093917	4	13378	23941.8407	1472.6652	563	GAA	EIF4A3	GAA	GAA	1.2926	563	1
3_MACS_peak_25662_lociStitched	chr21	47528629	47542384	3	13374	25349.0895	1592.829	564	COL6A2	FTCD	COL6A2	FTCD	1.2855999999999999	564	1
1_MACS_peak_25586_lociStitched	chr21	46989271	47002627	1	13357	29395.2204	1588.0284	565		SLC19A1	SLC19A1	SLC19A1	0.06740000000000002	565	1
2_MACS_peak_25794_lociStitched	chr22	19748681	19762301	2	13354	28967.016	1273.47	566	TBX1	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	GP1BB	2.3145000000000002	566	1
7_MACS_peak_13511_lociStitched	chr17	1427	16257	7	13339	18226.07	1437.027	567	DOC2B		DOC2B	DOC2B	0.9187000000000001	567	1
4_MACS_peak_17137_lociStitched	chr17	81064161	81077838	4	13323	22787.2497	1444.2912	568		METRNL	METRNL	METRNL	1.1162	568	1
2_MACS_peak_25490_lociStitched	chr21	46343833	46357212	2	13321	40086.1598	1796.7997	569	ITGB2,C21orf67	C21orf70,ITGB2	ITGB2	ITGB2	2.7713	569	1
1_MACS_peak_32095_lociStitched	chr7	44267335	44280651	1	13317	35215.4936	1420.8172	570	CAMK2B	YKT6,GCK	YKT6	GCK	0.109	570	1
4_MACS_peak_4253_lociStitched	chr1	32129809	32143673	4	13307	19398.5088	1753.796	571	COL16A1	HCRTR1,PEF1	PEF1	HCRTR1	0.07239999999999999	571	1
11_MACS_peak_31030_lociStitched	chr6	31077269	31092173	11	13299	18746.2512	1481.4576	572	PSORS1C1,C6orf15,CDSN	TCF19,PSORS1C2,CCHCR1,POU5F1	PSORS1C1	PSORS1C1	0.6113999999999999	572	1
4_MACS_peak_160_lociStitched	chr1	1868318	1882287	4	13296	21161.6381	1392.7093	573		CALML6,GNB1,TMEM52	TMEM52	TMEM52	1.127	573	1
8_MACS_peak_2482_lociStitched	chr1	18020186	18034583	8	13221	19448.9073	1327.4034	574	ARHGEF10L	ACTL8	ACTL8	ACTL8	0.5471	574	1
8_MACS_peak_25504_lociStitched	chr21	46462607	46477278	8	13215	21256.8119	2238.7946	575		ADARB1,NCRNA00163,NCRNA00162,C21orf122	C21orf122	NCRNA00163	3.6106	575	1
2_MACS_peak_11609_lociStitched	chr16	821005	834239	2	13184	31942.9058	1457.0634	576	MSLNL	FAM173A,HAGHL,MSLN,MIR662,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	MIR662	1.6204999999999998	576	1
5_MACS_peak_16612_lociStitched	chr17	77308606	77322581	5	13178	17454.775	1559.61	577	RBFOX3		RBFOX3	RBFOX3	1.4731	577	1
14_MACS_peak_29953_lociStitched	chr4	8876707	8891978	14	13167	17366.1812	1325.5228	578		HMX1	HMX1	HMX1	0.7746	578	1
6_MACS_peak_6507_lociStitched	chr10	135007915	135021606	6	13152	21089.6164	891.2841	579	KNDC1	UTF1,VENTX,MIR202	UTF1	MIR202	1.704	579	1
7_MACS_peak_37466_lociStitched	chrX	152747978	152762146	7	13140	18415.5664	651.728	580	BGN	ATP2B3,TREX2,HAUS7	BGN	BGN	0.9333	580	1
9_MACS_peak_22070_lociStitched	chr19	55872554	55886157	9	13130	23331.8656	1167.1374	581	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	IL11	1.4405000000000001	581	1
7_MACS_peak_3374_lociStitched	chr1	22665379	22679366	7	13114	19247.5107	1653.2634	582			ZBTB40	ZBTB40	NONE	582	1
3_MACS_peak_17378_lociStitched	chr19	590390	603518	3	13087	30702.4536	1623.9336	583	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	HCN2	1.2158	583	1
6_MACS_peak_2127_lociStitched	chr1	16492909	16506740	6	13064	17025.961	1351.2887	584		EPHA2,ARHGEF19	EPHA2	EPHA2	1.4741	584	1
10_MACS_peak_6462_lociStitched	chr10	134906329	134920386	10	13054	17010.3757	1207.4963	585	GPR123		GPR123	GPR123	0.6895	585	1
9_MACS_peak_1398_lociStitched	chr1	7526564	7541185	9	13038	18137.3505	1288.1101	586	CAMTA1		VAMP3	VAMP3	NONE	586	1
2_MACS_peak_420_lociStitched	chr1	2789730	2802967	2	12997	22583.6457	929.2374	587			ACTRT2	ACTRT2	1.1617	587	1
4_MACS_peak_25109_lociStitched	chr21	43079479	43092736	4	12997	20484.7164	1927.5678	588		NCRNA00111,NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	1.4472	588	1
3_MACS_peak_4758_lociStitched	chr1	151678784	151691949	3	12982	21724.883	2273.5955	589	CELF3	C1orf230,OAZ3,MRPL9	CELF3	CELF3	0.7226	589	1
8_MACS_peak_16326_lociStitched	chr17	75781274	75795242	8	12973	16899.8832	1424.736	590			FLJ45079	FLJ45079	NONE	590	1
7_MACS_peak_17511_lociStitched	chr19	2715169	2729582	7	12973	26557.3938	1918.3703	591	DIRAS1	GNG7,SLC39A3	DIRAS1	DIRAS1	1.2564	591	1
6_MACS_peak_13688_lociStitched	chr17	819617	833186	6	12967	17333.0406	1236.1359	592	NXN		NXN	NXN	1.0762	592	1
3_MACS_peak_18070_lociStitched	chr19	5552905	5566253	3	12965	19585.5204	1899.4204	593	PLAC2		PLAC2	PLAC2	0.9798	593	1
4_MACS_peak_22875_lociStitched	chr2	220305659	220318892	4	12944	23050.5627	1206.8496	594	SPEG	DES,SPEG,GMPPA	SPEG	SPEG	1.0871	594	1
14_MACS_peak_10435_lociStitched	chr14	104637288	104651565	14	12902	16437.1101	506.8335	595	KIF26A		KIF26A	KIF26A	0.8848	595	1
4_MACS_peak_14214_lociStitched	chr17	7614583	7627862	4	12901	24437.3437	1463.3458	596	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	DNAH2	1.0037	596	1
4_MACS_peak_32438_lociStitched	chr7	100415902	100429219	4	12897	22846.6452	1309.0611	597	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	1.2278	597	1
4_MACS_peak_4942_lociStitched	chr1	161426283	161439631	4	12894	22983.9212	6348.3088	598		FCGR2A	FCGR2A	NONE	NONE	598	1
4_MACS_peak_16797_lociStitched	chr17	77828315	77841205	4	12874	20830.24	1301.89	599		CBX4	CBX4	CBX4	0.9490999999999999	599	1
1_MACS_peak_7373_lociStitched	chr11	61501406	61514216	1	12811	26553.849	1416.786	600	DAGLA	C11orf9,FEN1,DKFZP434K028,MIR611,C11orf10	C11orf9	DKFZP434K028	1.5993	600	1
4_MACS_peak_7554_lociStitched	chr11	64406950	64420163	4	12807	19491.8176	1393.9715	601	NRXN2	SLC22A12	NRXN2	NRXN2	1.2195	601	1
6_MACS_peak_16463_lociStitched	chr17	76444384	76457936	6	12807	18951.1168	1555.7696	602	DNAH17		PGS1	PGS1	0.014100000000000015	602	1
