GENE_ID	locusLine	bin_1_09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam
1_MACS_peak_23399_lociStitched	chr6(.):143233999-143235606	0.5525
1_MACS_peak_23400_lociStitched	chr6(.):143247636-143248686	0.4821
1_MACS_peak_23401_lociStitched	chr6(.):143264853-143269821	1.3674
1_MACS_peak_23402_lociStitched	chr6(.):143380523-143382975	1.2823
1_MACS_peak_23403_lociStitched	chr6(.):143418343-143419644	0.6329
1_MACS_peak_23404_lociStitched	chr6(.):143770987-143772197	0.5588
1_MACS_peak_23405_lociStitched	chr6(.):143831936-143833291	0.9584
1_MACS_peak_23406_lociStitched	chr6(.):143857473-143858453	0.7008
1_MACS_peak_23407_lociStitched	chr6(.):144163624-144165420	0.9193
1_MACS_peak_23408_lociStitched	chr6(.):144222291-144224495	0.7003
1_MACS_peak_23409_lociStitched	chr6(.):144376199-144377296	0.4491
1_MACS_peak_23410_lociStitched	chr6(.):144384389-144386259	0.7965
1_MACS_peak_23411_lociStitched	chr6(.):144396496-144397167	0.4907
2_MACS_peak_23412_lociStitched	chr6(.):144470934-144478107	0.2858
1_MACS_peak_23414_lociStitched	chr6(.):144536502-144538251	1.3057
1_MACS_peak_23415_lociStitched	chr6(.):144605650-144606754	0.6671
1_MACS_peak_23416_lociStitched	chr6(.):144626834-144628041	0.6324
1_MACS_peak_23417_lociStitched	chr6(.):144654620-144657505	1.1473
2_MACS_peak_23418_lociStitched	chr6(.):144664160-144672428	0.6257
1_MACS_peak_23420_lociStitched	chr6(.):145035574-145036807	0.6673
1_MACS_peak_23421_lociStitched	chr6(.):145298413-145299204	0.4173
1_MACS_peak_23422_lociStitched	chr6(.):145693275-145694564	0.5514
1_MACS_peak_23423_lociStitched	chr6(.):146055609-146057672	0.9555
1_MACS_peak_23424_lociStitched	chr6(.):146134760-146137397	1.187
1_MACS_peak_23425_lociStitched	chr6(.):146185642-146189703	0.9046
1_MACS_peak_23426_lociStitched	chr6(.):146225259-146226607	0.777
1_MACS_peak_23427_lociStitched	chr6(.):146284580-146286352	0.734
1_MACS_peak_23428_lociStitched	chr6(.):146678449-146680109	0.5394
1_MACS_peak_23429_lociStitched	chr6(.):146864137-146865143	0.4566
1_MACS_peak_23430_lociStitched	chr6(.):146906988-146909569	1.1029
1_MACS_peak_23431_lociStitched	chr6(.):147365485-147366247	0.4149
1_MACS_peak_23432_lociStitched	chr6(.):147523343-147526058	1.1859
1_MACS_peak_23433_lociStitched	chr6(.):148958593-148959820	0.6826
1_MACS_peak_23434_lociStitched	chr6(.):149021556-149022846	0.5765
3_MACS_peak_23435_lociStitched	chr6(.):149555713-149568827	0.6535
1_MACS_peak_23438_lociStitched	chr6(.):149588022-149588782	0.4683
1_MACS_peak_23439_lociStitched	chr6(.):149637485-149640268	1.1448
1_MACS_peak_23440_lociStitched	chr6(.):149744010-149745983	0.8385
1_MACS_peak_23441_lociStitched	chr6(.):149789306-149790424	0.4931
1_MACS_peak_23442_lociStitched	chr6(.):149866151-149867624	0.8764
1_MACS_peak_23443_lociStitched	chr6(.):149887254-149888830	0.6902
1_MACS_peak_23444_lociStitched	chr6(.):150038158-150039998	1.3769
1_MACS_peak_23445_lociStitched	chr6(.):150070034-150071738	0.8858
1_MACS_peak_23446_lociStitched	chr6(.):150284327-150285564	0.5791
1_MACS_peak_23447_lociStitched	chr6(.):150325330-150326826	0.8456
1_MACS_peak_23448_lociStitched	chr6(.):150389539-150390397	0.3828
1_MACS_peak_23449_lociStitched	chr6(.):150920780-150922013	0.5435
1_MACS_peak_23450_lociStitched	chr6(.):150944054-150945368	0.5369
1_MACS_peak_23451_lociStitched	chr6(.):151186106-151187840	0.5382
1_MACS_peak_23452_lociStitched	chr6(.):151219051-151220103	0.4349
1_MACS_peak_23453_lociStitched	chr6(.):151701039-151702692	0.7409
1_MACS_peak_23454_lociStitched	chr6(.):151710416-151713809	1.2624
1_MACS_peak_23455_lociStitched	chr6(.):151772577-151774601	0.6961
1_MACS_peak_23456_lociStitched	chr6(.):151803427-151804262	0.4771
1_MACS_peak_23457_lociStitched	chr6(.):151814810-151815529	0.4941
1_MACS_peak_23458_lociStitched	chr6(.):152002392-152003696	0.5096
1_MACS_peak_23459_lociStitched	chr6(.):152011256-152013631	2.3116
1_MACS_peak_23460_lociStitched	chr6(.):152077832-152080249	1.1592
1_MACS_peak_23461_lociStitched	chr6(.):152128175-152129830	0.6524
1_MACS_peak_23462_lociStitched	chr6(.):152142925-152144692	1.108
1_MACS_peak_23463_lociStitched	chr6(.):152346766-152347748	0.554
1_MACS_peak_23464_lociStitched	chr6(.):152438439-152439813	0.5687
1_MACS_peak_23465_lociStitched	chr6(.):152622205-152623986	1.4903
1_MACS_peak_23466_lociStitched	chr6(.):153302991-153305739	1.4959
1_MACS_peak_23467_lociStitched	chr6(.):153323125-153324693	0.5149
1_MACS_peak_23468_lociStitched	chr6(.):153420605-153421336	0.3902
1_MACS_peak_23469_lociStitched	chr6(.):154477724-154479380	0.8178
1_MACS_peak_23470_lociStitched	chr6(.):154622927-154624050	0.4565
1_MACS_peak_23471_lociStitched	chr6(.):155053821-155055743	1.7856
1_MACS_peak_23472_lociStitched	chr6(.):155581996-155583083	0.4597
2_MACS_peak_23473_lociStitched	chr6(.):155634780-155641402	0.3746
1_MACS_peak_23475_lociStitched	chr6(.):155662317-155663268	0.4724
1_MACS_peak_23476_lociStitched	chr6(.):155738251-155740094	1.5802
1_MACS_peak_23477_lociStitched	chr6(.):156294725-156295489	0.5144
1_MACS_peak_23478_lociStitched	chr6(.):156355134-156356031	0.3981
1_MACS_peak_23479_lociStitched	chr6(.):156452288-156453158	0.3935
1_MACS_peak_23480_lociStitched	chr6(.):156598813-156603729	2.0483
1_MACS_peak_23481_lociStitched	chr6(.):156713221-156719203	3.0715
1_MACS_peak_23482_lociStitched	chr6(.):156903608-156904661	0.4198
1_MACS_peak_23483_lociStitched	chr6(.):156922474-156923826	0.6062
2_MACS_peak_23484_lociStitched	chr6(.):156955499-156959904	0.8083
1_MACS_peak_23486_lociStitched	chr6(.):157006932-157009358	1.1971
1_MACS_peak_23487_lociStitched	chr6(.):157018339-157020710	0.7051
1_MACS_peak_23488_lociStitched	chr6(.):157040444-157041589	0.7043
2_MACS_peak_23489_lociStitched	chr6(.):157097752-157103889	1.3189
3_MACS_peak_23491_lociStitched	chr6(.):157166292-157175140	0.3785
1_MACS_peak_23494_lociStitched	chr6(.):157186785-157189099	0.822
1_MACS_peak_23495_lociStitched	chr6(.):157204044-157206286	0.6743
2_MACS_peak_23496_lociStitched	chr6(.):157237437-157241198	0.4333
1_MACS_peak_23498_lociStitched	chr6(.):157339745-157343590	1.905
1_MACS_peak_23499_lociStitched	chr6(.):157354265-157355295	0.395
1_MACS_peak_23500_lociStitched	chr6(.):157638322-157639668	0.9749
1_MACS_peak_23501_lociStitched	chr6(.):157695213-157696784	0.6625
1_MACS_peak_23502_lociStitched	chr6(.):157743838-157745505	1.3163
1_MACS_peak_23503_lociStitched	chr6(.):157790040-157791566	0.5317
2_MACS_peak_23504_lociStitched	chr6(.):157797729-157804313	0.8583
2_MACS_peak_23506_lociStitched	chr6(.):157975336-158007583	3.16
1_MACS_peak_23508_lociStitched	chr6(.):158017825-158019683	1.0127
1_MACS_peak_23509_lociStitched	chr6(.):158027141-158029360	0.7161
1_MACS_peak_23510_lociStitched	chr6(.):158183783-158186340	1.0577
1_MACS_peak_23511_lociStitched	chr6(.):158402546-158403689	0.5179
1_MACS_peak_23512_lociStitched	chr6(.):158588645-158590360	0.9163
1_MACS_peak_23513_lociStitched	chr6(.):158621832-158622907	0.5431
1_MACS_peak_23514_lociStitched	chr6(.):158652206-158653066	0.6578
2_MACS_peak_23515_lociStitched	chr6(.):158704304-158712977	0.6226
1_MACS_peak_23517_lociStitched	chr6(.):158981085-158982162	0.7483
1_MACS_peak_23518_lociStitched	chr6(.):159064338-159066567	0.9514
1_MACS_peak_23519_lociStitched	chr6(.):159074104-159075573	0.5186
1_MACS_peak_23520_lociStitched	chr6(.):159137943-159139335	0.4974
1_MACS_peak_23521_lociStitched	chr6(.):159224694-159225752	0.7132
1_MACS_peak_23522_lociStitched	chr6(.):159237738-159241230	0.9679
1_MACS_peak_23523_lociStitched	chr6(.):159247265-159248759	0.7668
1_MACS_peak_23524_lociStitched	chr6(.):159273961-159275029	0.4223
1_MACS_peak_23525_lociStitched	chr6(.):159289787-159291837	2.1955
1_MACS_peak_23526_lociStitched	chr6(.):159420180-159421837	0.9411
1_MACS_peak_23527_lociStitched	chr6(.):159429430-159430886	0.9016
3_MACS_peak_23528_lociStitched	chr6(.):159459109-159466436	0.5679
1_MACS_peak_23531_lociStitched	chr6(.):160113181-160115250	1.0101
1_MACS_peak_23532_lociStitched	chr6(.):160146949-160149453	1.7187
1_MACS_peak_23533_lociStitched	chr6(.):160182043-160183836	1.2613
1_MACS_peak_23534_lociStitched	chr6(.):160209940-160212579	0.8279
1_MACS_peak_23535_lociStitched	chr6(.):160389093-160391375	0.8579
1_MACS_peak_23536_lociStitched	chr6(.):160398400-160405018	1.6766
1_MACS_peak_23537_lociStitched	chr6(.):160486939-160493016	0.9839
1_MACS_peak_23538_lociStitched	chr6(.):160819239-160822579	2.0012
1_MACS_peak_23539_lociStitched	chr6(.):160940799-160942288	1.1131
1_MACS_peak_23540_lociStitched	chr6(.):161411947-161413625	0.9252
1_MACS_peak_23541_lociStitched	chr6(.):161795885-161797551	0.6264
2_MACS_peak_23542_lociStitched	chr6(.):162381742-162385217	0.4271
2_MACS_peak_23544_lociStitched	chr6(.):162571225-162579092	1.0719
1_MACS_peak_23546_lociStitched	chr6(.):163147931-163149155	0.7033
1_MACS_peak_23547_lociStitched	chr6(.):163826536-163827863	1.0566
2_MACS_peak_23548_lociStitched	chr6(.):163834081-163838295	0.7244
1_MACS_peak_23550_lociStitched	chr6(.):164158987-164160004	0.3988
1_MACS_peak_23551_lociStitched	chr6(.):164176587-164177306	0.4383
1_MACS_peak_23552_lociStitched	chr6(.):164817117-164818008	0.3905
1_MACS_peak_23553_lociStitched	chr6(.):164927682-164929640	1.2296
1_MACS_peak_23554_lociStitched	chr6(.):165061648-165062840	0.505
1_MACS_peak_23555_lociStitched	chr6(.):165324484-165325586	0.5515
1_MACS_peak_23556_lociStitched	chr6(.):166642144-166643140	0.481
1_MACS_peak_23557_lociStitched	chr6(.):166671707-166673038	0.5627
1_MACS_peak_23558_lociStitched	chr6(.):166755047-166757394	1.8476
2_MACS_peak_23559_lociStitched	chr6(.):166794837-166797759	0.6759
1_MACS_peak_23561_lociStitched	chr6(.):166832207-166833860	0.5208
1_MACS_peak_23562_lociStitched	chr6(.):166901174-166902455	0.6074
3_MACS_peak_23563_lociStitched	chr6(.):167039574-167048769	0.615
3_MACS_peak_23566_lociStitched	chr6(.):167362840-167372456	0.8569
2_MACS_peak_23569_lociStitched	chr6(.):167411726-167413727	0.6026
1_MACS_peak_23571_lociStitched	chr6(.):167493163-167494258	0.4545
1_MACS_peak_23572_lociStitched	chr6(.):167506945-167509321	1.0366
1_MACS_peak_23573_lociStitched	chr6(.):168579613-168582418	1.1442
1_MACS_peak_23574_lociStitched	chr6(.):168598985-168600366	0.6582
1_MACS_peak_23575_lociStitched	chr6(.):169873665-169874609	0.4928
1_MACS_peak_23576_lociStitched	chr6(.):170101242-170103211	0.773
2_MACS_peak_23577_lociStitched	chr6(.):170122621-170124919	0.5521
1_MACS_peak_23579_lociStitched	chr6(.):170150904-170152779	1.2427
1_MACS_peak_23580_lociStitched	chr6(.):170168215-170169093	0.4348
1_MACS_peak_23581_lociStitched	chr6(.):170189771-170190828	0.5062
1_MACS_peak_23582_lociStitched	chr6(.):170615403-170616605	0.8849
1_MACS_peak_23583_lociStitched	chr6(.):170861468-170864024	0.8624
1_MACS_peak_23584_lociStitched	chr6(.):170892817-170894470	0.6721
1_MACS_peak_23585_lociStitched	chr6(.):170921124-170921840	0.5219
1_MACS_peak_23586_lociStitched	chr7(.):148631-149955	0.8748
1_MACS_peak_23587_lociStitched	chr7(.):765584-767152	0.8232
2_MACS_peak_23588_lociStitched	chr7(.):852148-857497	0.7194
1_MACS_peak_23590_lociStitched	chr7(.):870413-872902	1.4847
1_MACS_peak_23591_lociStitched	chr7(.):915228-917459	0.9894
1_MACS_peak_23592_lociStitched	chr7(.):962571-963893	0.52
1_MACS_peak_23593_lociStitched	chr7(.):1004816-1005737	0.5628
1_MACS_peak_23594_lociStitched	chr7(.):1014030-1015505	1.7462
2_MACS_peak_23595_lociStitched	chr7(.):1063008-1069271	0.7233
1_MACS_peak_23597_lociStitched	chr7(.):1083141-1085038	0.8533
1_MACS_peak_23598_lociStitched	chr7(.):1177130-1178736	0.4942
1_MACS_peak_23599_lociStitched	chr7(.):1199121-1200873	1.423
1_MACS_peak_23600_lociStitched	chr7(.):1209093-1210000	0.6386
3_MACS_peak_23601_lociStitched	chr7(.):1494258-1507187	0.4197
1_MACS_peak_23604_lociStitched	chr7(.):1543352-1544464	0.5049
1_MACS_peak_23605_lociStitched	chr7(.):1570601-1571325	0.5389
1_MACS_peak_23606_lociStitched	chr7(.):1594988-1596375	0.5024
1_MACS_peak_23607_lociStitched	chr7(.):1608758-1611145	1.2711
1_MACS_peak_23608_lociStitched	chr7(.):2271674-2273366	0.5916
2_MACS_peak_23609_lociStitched	chr7(.):2281000-2289733	0.3528
1_MACS_peak_23611_lociStitched	chr7(.):2353174-2354164	1.0328
1_MACS_peak_23612_lociStitched	chr7(.):2392952-2395780	6.9971
2_MACS_peak_23613_lociStitched	chr7(.):2438558-2447719	1.6293
1_MACS_peak_23615_lociStitched	chr7(.):2550884-2551837	0.537
2_MACS_peak_23616_lociStitched	chr7(.):2594473-2600212	1.9519
2_MACS_peak_23618_lociStitched	chr7(.):2748549-2756178	1.3121
1_MACS_peak_23620_lociStitched	chr7(.):2796171-2799054	2.1275
1_MACS_peak_23621_lociStitched	chr7(.):2812033-2813471	0.518
1_MACS_peak_23622_lociStitched	chr7(.):2902690-2904205	1.0653
1_MACS_peak_23623_lociStitched	chr7(.):2933302-2935081	1.0634
1_MACS_peak_23624_lociStitched	chr7(.):3016977-3019419	1.4708
1_MACS_peak_23625_lociStitched	chr7(.):3081933-3084392	1.5678
1_MACS_peak_23626_lociStitched	chr7(.):4680812-4682612	1.1241
1_MACS_peak_23627_lociStitched	chr7(.):4722053-4724076	0.7974
1_MACS_peak_23628_lociStitched	chr7(.):4763888-4766087	1.4956
2_MACS_peak_23629_lociStitched	chr7(.):4777774-4786713	1.6775
1_MACS_peak_23631_lociStitched	chr7(.):4814039-4816341	2.0683
1_MACS_peak_23632_lociStitched	chr7(.):5013251-5014672	0.713
1_MACS_peak_23633_lociStitched	chr7(.):5084733-5086647	0.9157
1_MACS_peak_23634_lociStitched	chr7(.):5228972-5230889	1.0337
1_MACS_peak_23635_lociStitched	chr7(.):5257479-5260186	0.9336
1_MACS_peak_23636_lociStitched	chr7(.):5270761-5272530	0.6375
1_MACS_peak_23637_lociStitched	chr7(.):5435959-5437860	1.8419
1_MACS_peak_23638_lociStitched	chr7(.):5460390-5467174	2.9624
1_MACS_peak_23639_lociStitched	chr7(.):5474466-5476674	1.0939
1_MACS_peak_23640_lociStitched	chr7(.):5552385-5554494	2.0304
1_MACS_peak_23641_lociStitched	chr7(.):5568372-5573420	2.5865
2_MACS_peak_23642_lociStitched	chr7(.):5594949-5599022	0.9469
1_MACS_peak_23644_lociStitched	chr7(.):5701005-5702589	0.8503
2_MACS_peak_23645_lociStitched	chr7(.):5732561-5740870	0.3721
1_MACS_peak_23647_lociStitched	chr7(.):5820358-5821971	0.6601
1_MACS_peak_23648_lociStitched	chr7(.):5861837-5863592	1.2447
1_MACS_peak_23649_lociStitched	chr7(.):5897263-5899202	1.2193
1_MACS_peak_23650_lociStitched	chr7(.):5937559-5939162	1.2033
1_MACS_peak_23651_lociStitched	chr7(.):6047513-6049682	1.2264
1_MACS_peak_23652_lociStitched	chr7(.):6097933-6099611	1.2125
1_MACS_peak_23653_lociStitched	chr7(.):6110394-6111557	0.5569
1_MACS_peak_23654_lociStitched	chr7(.):6119954-6121843	1.0509
2_MACS_peak_23655_lociStitched	chr7(.):6143396-6146566	0.8219
1_MACS_peak_23657_lociStitched	chr7(.):6154291-6155758	0.9152
1_MACS_peak_23658_lociStitched	chr7(.):6200613-6203753	2.1817
1_MACS_peak_23659_lociStitched	chr7(.):6311031-6313096	0.8254
1_MACS_peak_23660_lociStitched	chr7(.):6354360-6356585	0.814
1_MACS_peak_23661_lociStitched	chr7(.):6387558-6389622	0.9263
1_MACS_peak_23662_lociStitched	chr7(.):6412190-6415380	1.426
1_MACS_peak_23663_lociStitched	chr7(.):6474996-6479491	1.5707
1_MACS_peak_23664_lociStitched	chr7(.):6486481-6488680	1.3106
1_MACS_peak_23665_lociStitched	chr7(.):6522434-6524307	0.9845
1_MACS_peak_23666_lociStitched	chr7(.):6542603-6545139	1.3007
1_MACS_peak_23667_lociStitched	chr7(.):6616677-6618053	0.9461
1_MACS_peak_23668_lociStitched	chr7(.):6628581-6630732	0.9571
2_MACS_peak_23669_lociStitched	chr7(.):6676077-6677798	1.1401
1_MACS_peak_23671_lociStitched	chr7(.):6745609-6747393	1.0376
1_MACS_peak_23672_lociStitched	chr7(.):6768644-6770370	1.4095
1_MACS_peak_23673_lociStitched	chr7(.):6864935-6866751	1.1854
1_MACS_peak_23674_lociStitched	chr7(.):6897602-6898587	0.4617
2_MACS_peak_23675_lociStitched	chr7(.):7025745-7032729	1.1982
1_MACS_peak_23677_lociStitched	chr7(.):7090372-7091750	0.8199
1_MACS_peak_23678_lociStitched	chr7(.):7175493-7176654	0.6985
1_MACS_peak_23679_lociStitched	chr7(.):7196259-7198339	0.9489
1_MACS_peak_23680_lociStitched	chr7(.):7220755-7223882	2.4389
1_MACS_peak_23681_lociStitched	chr7(.):7240639-7242335	1.0054
1_MACS_peak_23682_lociStitched	chr7(.):7253821-7254835	0.5175
3_MACS_peak_23683_lociStitched	chr7(.):7286768-7299430	0.6519
1_MACS_peak_23686_lociStitched	chr7(.):7605673-7610405	2.4463
1_MACS_peak_23687_lociStitched	chr7(.):7679119-7681303	1.1427
1_MACS_peak_23688_lociStitched	chr7(.):7720389-7723360	0.9994
1_MACS_peak_23689_lociStitched	chr7(.):7758031-7760169	0.8927
1_MACS_peak_23690_lociStitched	chr7(.):7777536-7780193	1.3486
1_MACS_peak_23691_lociStitched	chr7(.):7800129-7803479	1.9463
1_MACS_peak_23692_lociStitched	chr7(.):7811606-7815392	1.9292
1_MACS_peak_23693_lociStitched	chr7(.):7828380-7830637	0.7691
1_MACS_peak_23694_lociStitched	chr7(.):7843844-7846562	1.0151
1_MACS_peak_23695_lociStitched	chr7(.):7853969-7862062	2.1755
2_MACS_peak_23696_lociStitched	chr7(.):7895510-7901818	0.7954
1_MACS_peak_23698_lociStitched	chr7(.):7957939-7964681	1.8168
1_MACS_peak_23699_lociStitched	chr7(.):7982230-7986429	3.1426
2_MACS_peak_23700_lociStitched	chr7(.):7998265-8012507	1.8066
1_MACS_peak_23702_lociStitched	chr7(.):8091775-8092649	0.4507
1_MACS_peak_23703_lociStitched	chr7(.):8151646-8157146	1.7534
1_MACS_peak_23704_lociStitched	chr7(.):8163789-8175649	2.8003
1_MACS_peak_23705_lociStitched	chr7(.):8214286-8219514	4.5612
1_MACS_peak_23706_lociStitched	chr7(.):8229255-8230585	0.6388
1_MACS_peak_23707_lociStitched	chr7(.):8300145-8302591	1.0049
1_MACS_peak_23708_lociStitched	chr7(.):8676077-8678079	0.6045
1_MACS_peak_23709_lociStitched	chr7(.):9074653-9077073	0.7065
1_MACS_peak_23710_lociStitched	chr7(.):9164353-9165430	0.4928
1_MACS_peak_23711_lociStitched	chr7(.):9188413-9190444	0.6306
1_MACS_peak_23712_lociStitched	chr7(.):9281349-9283448	1.1669
1_MACS_peak_23713_lociStitched	chr7(.):9527544-9529234	0.528
1_MACS_peak_23714_lociStitched	chr7(.):10017388-10019273	0.5247
1_MACS_peak_23715_lociStitched	chr7(.):10306999-10309023	0.6303
1_MACS_peak_23716_lociStitched	chr7(.):10338798-10341460	1.0621
1_MACS_peak_23717_lociStitched	chr7(.):10354872-10356166	0.5127
1_MACS_peak_23718_lociStitched	chr7(.):10576633-10580712	0.6751
1_MACS_peak_23719_lociStitched	chr7(.):10654851-10656172	0.6939
1_MACS_peak_23720_lociStitched	chr7(.):10701498-10704529	2.223
1_MACS_peak_23721_lociStitched	chr7(.):10745697-10748336	1.1571
1_MACS_peak_23722_lociStitched	chr7(.):10978621-10981937	4.1886
1_MACS_peak_23723_lociStitched	chr7(.):10992454-10993494	0.5327
1_MACS_peak_23724_lociStitched	chr7(.):11012441-11014628	1.1618
1_MACS_peak_23725_lociStitched	chr7(.):11121966-11122975	0.4445
1_MACS_peak_23726_lociStitched	chr7(.):11333388-11334442	0.5973
1_MACS_peak_23727_lociStitched	chr7(.):12105525-12106703	0.5727
1_MACS_peak_23728_lociStitched	chr7(.):12209149-12211294	1.8403
1_MACS_peak_23729_lociStitched	chr7(.):12249499-12252223	3.2535
1_MACS_peak_23730_lociStitched	chr7(.):12296810-12298253	0.6803
1_MACS_peak_23731_lociStitched	chr7(.):12442495-12444259	1.1764
1_MACS_peak_23732_lociStitched	chr7(.):12520894-12521843	0.4915
1_MACS_peak_23733_lociStitched	chr7(.):12536225-12537652	1.4476
1_MACS_peak_23734_lociStitched	chr7(.):12595333-12596869	0.9503
1_MACS_peak_23735_lociStitched	chr7(.):12609106-12610752	0.6685
1_MACS_peak_23736_lociStitched	chr7(.):12675010-12676455	0.8456
1_MACS_peak_23737_lociStitched	chr7(.):12725547-12727941	1.4489
1_MACS_peak_23738_lociStitched	chr7(.):13096215-13098552	1.7854
1_MACS_peak_23739_lociStitched	chr7(.):13198602-13200401	0.7346
1_MACS_peak_23740_lociStitched	chr7(.):13889201-13890782	0.5381
1_MACS_peak_23741_lociStitched	chr7(.):14028193-14031933	1.8991
1_MACS_peak_23742_lociStitched	chr7(.):14414590-14417120	0.7358
1_MACS_peak_23743_lociStitched	chr7(.):14485820-14487624	0.5885
1_MACS_peak_23744_lociStitched	chr7(.):14550347-14551546	0.9243
1_MACS_peak_23745_lociStitched	chr7(.):14605053-14606702	0.5552
1_MACS_peak_23746_lociStitched	chr7(.):14618731-14620572	0.8712
2_MACS_peak_23747_lociStitched	chr7(.):14668351-14679640	0.8194
1_MACS_peak_23749_lociStitched	chr7(.):14723851-14731580	4.0345
1_MACS_peak_23750_lociStitched	chr7(.):16095281-16096187	0.4905
1_MACS_peak_23751_lociStitched	chr7(.):16152736-16154880	1.3264
1_MACS_peak_23752_lociStitched	chr7(.):16459730-16462034	2.5117
1_MACS_peak_23753_lociStitched	chr7(.):16659430-16660591	0.4685
1_MACS_peak_23754_lociStitched	chr7(.):16683925-16686829	1.6415
1_MACS_peak_23755_lociStitched	chr7(.):16792834-16793946	0.6094
1_MACS_peak_23756_lociStitched	chr7(.):17273176-17275223	0.9284
1_MACS_peak_23757_lociStitched	chr7(.):17337389-17339738	1.0603
1_MACS_peak_23758_lociStitched	chr7(.):17693381-17696096	1.0512
1_MACS_peak_23759_lociStitched	chr7(.):17728788-17730718	0.6386
1_MACS_peak_23760_lociStitched	chr7(.):17978673-17981028	2.3922
1_MACS_peak_23761_lociStitched	chr7(.):18125820-18126474	0.3957
1_MACS_peak_23762_lociStitched	chr7(.):18217257-18218489	0.7045
1_MACS_peak_23763_lociStitched	chr7(.):18264136-18265115	0.4234
1_MACS_peak_23764_lociStitched	chr7(.):18429307-18430991	0.7238
1_MACS_peak_23765_lociStitched	chr7(.):18459625-18461765	0.782
3_MACS_peak_23766_lociStitched	chr7(.):18533811-18550012	1.0325
1_MACS_peak_23769_lociStitched	chr7(.):18556130-18561449	1.1078
1_MACS_peak_23770_lociStitched	chr7(.):19155500-19157715	0.9099
1_MACS_peak_23771_lociStitched	chr7(.):19703232-19704676	0.5267
1_MACS_peak_23772_lociStitched	chr7(.):20059007-20060574	0.6152
1_MACS_peak_23773_lociStitched	chr7(.):20103989-20106182	1.3018
1_MACS_peak_23774_lociStitched	chr7(.):20152112-20154788	0.8658
1_MACS_peak_23775_lociStitched	chr7(.):20185497-20187396	0.5857
3_MACS_peak_23776_lociStitched	chr7(.):20229872-20241940	0.8438
1_MACS_peak_23779_lociStitched	chr7(.):20254355-20262913	6.3704
2_MACS_peak_23780_lociStitched	chr7(.):20275519-20282341	1.4406
1_MACS_peak_23782_lociStitched	chr7(.):20309842-20311655	1.3259
1_MACS_peak_23783_lociStitched	chr7(.):20322339-20325205	1.5358
2_MACS_peak_23784_lociStitched	chr7(.):20339003-20341504	0.6295
1_MACS_peak_23786_lociStitched	chr7(.):20349908-20351673	0.7515
1_MACS_peak_23787_lociStitched	chr7(.):20367009-20373176	4.2686
2_MACS_peak_23788_lociStitched	chr7(.):20428278-20436622	0.6628
2_MACS_peak_23790_lociStitched	chr7(.):20476230-20489876	1.5252
1_MACS_peak_23792_lociStitched	chr7(.):20777020-20778751	1.3657
1_MACS_peak_23793_lociStitched	chr7(.):20836323-20838901	1.4272
1_MACS_peak_23794_lociStitched	chr7(.):21224322-21225303	0.4173
1_MACS_peak_23795_lociStitched	chr7(.):21391495-21396617	1.3953
1_MACS_peak_23796_lociStitched	chr7(.):21465966-21468819	1.0962
1_MACS_peak_23797_lociStitched	chr7(.):21619048-21620847	0.8965
1_MACS_peak_23798_lociStitched	chr7(.):21675925-21676987	0.5033
1_MACS_peak_23799_lociStitched	chr7(.):21936593-21939062	3.0839
1_MACS_peak_23800_lociStitched	chr7(.):21984002-21986392	2.4143
1_MACS_peak_23801_lociStitched	chr7(.):22122007-22123978	1.5989
1_MACS_peak_23802_lociStitched	chr7(.):22135592-22137512	1.0902
1_MACS_peak_23803_lociStitched	chr7(.):22395547-22396906	0.6071
1_MACS_peak_23804_lociStitched	chr7(.):22474207-22475799	0.7585
1_MACS_peak_23805_lociStitched	chr7(.):22483347-22487968	1.2641
2_MACS_peak_23806_lociStitched	chr7(.):22520455-22528936	0.4815
1_MACS_peak_23808_lociStitched	chr7(.):22539100-22540554	0.5932
1_MACS_peak_23809_lociStitched	chr7(.):22600921-22606331	1.3661
1_MACS_peak_23810_lociStitched	chr7(.):22622322-22625660	0.933
1_MACS_peak_23811_lociStitched	chr7(.):22752088-22753457	0.5445
1_MACS_peak_23812_lociStitched	chr7(.):22765086-22766479	0.8965
1_MACS_peak_23813_lociStitched	chr7(.):22849208-22851356	0.7392
1_MACS_peak_23814_lociStitched	chr7(.):22861478-22863323	1.6361
1_MACS_peak_23815_lociStitched	chr7(.):22893086-22895291	1.5797
1_MACS_peak_23816_lociStitched	chr7(.):22911549-22912726	0.5434
1_MACS_peak_23817_lociStitched	chr7(.):23040527-23041771	0.5124
1_MACS_peak_23818_lociStitched	chr7(.):23052062-23054617	0.9087
1_MACS_peak_23819_lociStitched	chr7(.):23144569-23146739	0.8028
1_MACS_peak_23820_lociStitched	chr7(.):23220686-23222384	1.0582
1_MACS_peak_23821_lociStitched	chr7(.):23273360-23275419	1.42
1_MACS_peak_23822_lociStitched	chr7(.):23281480-23283032	0.7268
1_MACS_peak_23823_lociStitched	chr7(.):23312183-23313990	1.2982
1_MACS_peak_23824_lociStitched	chr7(.):23338290-23339773	0.9047
1_MACS_peak_23825_lociStitched	chr7(.):23412211-23414069	0.5524
1_MACS_peak_23826_lociStitched	chr7(.):23513105-23514451	0.6442
1_MACS_peak_23827_lociStitched	chr7(.):23569473-23572376	2.5179
1_MACS_peak_23828_lociStitched	chr7(.):23578398-23580502	1.0798
