GENE	IRF4H3K27ac_31_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_31_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
MARVELD3	1166.5948	5372.0377	4205.4429	0.821584283869754	2.20316588079209
C10orf72	0	4206.4431	4206.4431	1	8
FAM170B	0	4206.4431	4206.4431	1	8
PRPSAP1	2103.3632	6318.0297	4214.6665	0.750235712194357	1.58677672881508
JARID2	1771.8074	5986.731	4214.9236	0.77163129075961	1.75654665973882
PTPRC	0	4216.1366	4216.1366	1	8
ZNF131	3260.4	7477.3434	4216.9434	0.696360782843814	1.19747681951976
CCDC78	1304.0288	5523.044	4219.0152	0.80899151976232	2.08248788843932
CLINT1	1510.6388	5729.6928	4219.054	0.791357788088048	1.92329904295577
GPS2	2012.4	6232.6779	4220.2779	0.755927108948237	1.63093506256915
TOB2	4723.2	8944.6054	4221.4054	0.654428793667197	0.921253211269838
MIR182	0	4222.8699	4222.8699	1	8
MIR183	0	4222.8699	4222.8699	1	8
MIR96	0	4222.8699	4222.8699	1	8
GUCY2C	0	4223.2683	4223.2683	1	8
ZNF643	0	4224.1424	4224.1424	1	8
GTF2I	2657	6882.707	4225.707	0.721479915473295	1.37317786724052
ARAP1	3044.373	7274.1928	4229.8198	0.704961613948326	1.25664203415252
ATAD3B	1393	5623.01	4230.01	0.801454102830526	2.0131473546407
MRPL34	2994.9876	7225.2139	4230.2263	0.706954153496876	1.27049026883449
MIR631	0	4234.5614	4234.5614	1	8
CADM4	0	4234.9988	4234.9988	1	8
ZNF389	779.4978	5015.2916	4235.7938	0.8654829802788	2.68571672843458
GAB1	4423.4	8665.1473	4241.7473	0.662040416051367	0.970068565741518
OPTC	0	4244.0023	4244.0023	1	8
PRELP	0	4244.0023	4244.0023	1	8
RPS11	3540.8126	7787.3282	4246.5156	0.687432151267046	1.13704794039873
SLC29A1	3739.305	7986.22	4246.915	0.681097008449515	1.0947426642879
ONECUT1	0	4246.9468	4246.9468	1	8
GIT1	1699.2552	5948.0384	4248.7832	0.777796526603869	1.80751142362436
ZNF780A	1402.6365	5655.4294	4252.7929	0.801271832840212	2.01149539190191
PPP6R2	1868.5591	6121.8695	4253.3104	0.766150328907263	1.71204609630166
C11orf61	2660	6913.868	4253.868	0.722160364024238	1.37806681411288
MYB	1450.2	5706.1026	4255.9026	0.797353454561857	1.97625380895333
MRPL52	990.8358	5247.9472	4257.1114	0.84118123678929	2.40503530414756
CHRNE	0	4257.7802	4257.7802	1	8
GP1BA	0	4257.7802	4257.7802	1	8
NPAS1	0	4257.8917	4257.8917	1	8
E2F6	2447.5032	6705.4333	4257.9301	0.73259912815958	1.45401981490939
WEE1	3394.357	7654.3872	4260.0302	0.692783456784166	1.17314857443821
IDI2	0	4260.0782	4260.0782	1	8
IDI2-AS1	0	4260.0782	4260.0782	1	8
PPIAL4G	0	4260.3117	4260.3117	1	8
CRTC2	3520.746	7782.9214	4262.1754	0.688530644488	1.14443063791741
SYNC	0	4265.3623	4265.3623	1	8
ATP5H	2470.8959	6737.7416	4266.8457	0.731676276756469	1.44723087000624
UGT2B15	284.568	4556.1803	4271.6123	0.941214047423205	4.00097949602523
UGT2B17	284.568	4556.1803	4271.6123	0.941214047423205	4.00097949602523
FAM9C	0	4276.5556	4276.5556	1	8
PDK2	4774.4208	9058.6559	4284.2351	0.654854743919695	0.923971276889923
JUN	6449.9385	10734.5832	4284.6447	0.624665811909097	0.734908865989703
LCN10	0	4284.9598	4284.9598	1	8
LOC100128593	0	4284.9598	4284.9598	1	8
CLEC3B	0	4285.445	4285.445	1	8
ADAM19	0	4286.6896	4286.6896	1	8
SRPK2	1139.7029	5429.2196	4289.5167	0.826500784565505	2.25208705007909
FBXO21	446.1534	4737.7306	4291.5772	0.913934532485681	3.40858442601861
STAT5B	0	4291.9158	4291.9158	1	8
SNORD111	0	4294.137	4294.137	1	8
MTRNR2L8	0	4295.8041	4295.8041	1	8
LIN28A	0	4296.1495	4296.1495	1	8
LOC150381	2640.2964	6937.3044	4297.008	0.724325908425835	1.3936752937763
MAML3	0	4297.6836	4297.6836	1	8
FAM38A	1385.6	5685.6429	4300.0429	0.804051420719829	2.03681265487272
COMP	0	4301.3218	4301.3218	1	8
DENND4B	5309.2116	9610.8566	4301.645	0.644156345076224	0.856167380198518
CYP27A1	0	4301.6878	4301.6878	1	8
ADORA3	0	4302.5043	4302.5043	1	8
MRS2	1173.9776	5476.7183	4302.7407	0.823480487207361	2.22190679447413
ZNF691	1194.7884	5498.9524	4304.164	0.821506623023109	2.20240166245915
ZNF597	1037.0171	5341.6592	4304.6421	0.837424404182416	2.36484825057137
PHLDA1	3640.6	7945.8737	4305.2737	0.685788783173952	1.12602962420777
PLA2G3	0	4305.9848	4305.9848	1	8
KCTD2	2431.2995	6737.7416	4306.4421	0.734836012459362	1.4705374776139
LOC100335030	0	4307.357	4307.357	1	8
LOC645781	1204.6688	5512.2496	4307.5808	0.820651565455969	2.19400465581512
TMEM120B	1058.2935	5366.1227	4307.8292	0.835270090378018	2.3421402528856
PDYN	0	4311.99	4311.99	1	8
PVT1	1198.821	5512.2332	4313.4122	0.821366216949939	2.20102066267053
TMEM160	0	4313.9366	4313.9366	1	8
IL17A	0	4319.029	4319.029	1	8
MBD1	2063.9192	6383.3615	4319.4423	0.755670579290682	1.62892986018224
ENTPD8	0	4321.0552	4321.0552	1	8
STEAP3	0	4322.0551	4322.0551	1	8
SH3KBP1	989.3002	5312.7397	4323.4395	0.843019051656591	2.42497575531454
KIAA0182	2198.8317	6523.9815	4325.1498	0.747921725527723	1.56901550740985
LOC96610	1590.414	5916.1204	4325.7064	0.788129392972608	1.89524905153738
CIB1	3215.8366	7544.1632	4328.3266	0.701130421954097	1.23016678207653
HNRNPUL1	6633.8406	10964.2222	4330.3816	0.623035746866411	0.724887218981627
HIST3H2A	573.0921	4903.8612	4330.7691	0.895362974886056	3.09707923109874
EDN1	0	4330.9831	4330.9831	1	8
OPLAH	848.241	5179.6364	4331.3954	0.859280316484207	2.61030470433362
TMEM179B	3361.4	7693.447	4332.047	0.695934281134782	1.19456790263524
SEC13	2704.7541	7038.8025	4334.0484	0.722405871794289	1.37983256753755
RNPEPL1	688.1164	5022.8695	4334.7531	0.879510050970359	2.86778725933428
DPM3	1735.682	6071.1512	4335.4692	0.777671437888541	1.80646745237984
ABCF1	1598.8212	5934.9832	4336.162	0.787780367645329	1.89223533827326
CNNM4	1109.3452	5446.3109	4336.9657	0.830780446216512	2.29557097492418
CHST4	0	4337.6043	4337.6043	1	8
TAT	0	4337.6043	4337.6043	1	8
PLCB2	0	4337.7689	4337.7689	1	8
HIST3H2BB	564.704	4903.8612	4339.1572	0.896736350514757	3.11835138964685
ELAVL3	0	4339.5136	4339.5136	1	8
ANKRD36BP1	0	4341.1275	4341.1275	1	8
SCARNA5	0	4342.4449	4342.4449	1	8
HEY1	1843.182	6186.4442	4343.2622	0.770452328154454	1.74691189274802
VPS45	4226	8569.2923	4343.2923	0.669722277466065	1.01988329617355
NFASC	0	4344.4056	4344.4056	1	8
P2RY8	687	5032.0277	4345.0277	0.879874685691765	2.87275785974295
RPLP0	2121	6468.263	4347.263	0.753063796043968	1.60863371921117
IFFO2	1056.8432	5404.4967	4347.6535	0.836435907047701	2.35439892641589
DPY19L2P3	2796.0301	7145.3031	4349.273	0.718746968464954	1.35361531919528
CDH1	0	4349.7078	4349.7078	1	8
TBC1D10A	1055.9004	5406.4792	4350.5788	0.8366081125906	2.35621563403281
ITGA3	3054.194	7405.4454	4351.2514	0.708001979494628	1.27779480501756
EIF4E1B	0	4351.8211	4351.8211	1	8
GPRIN1	0	4351.8211	4351.8211	1	8
MIR4281	0	4351.8211	4351.8211	1	8
SNCB	0	4351.8211	4351.8211	1	8
PNKP	3580.8	7933.046	4352.246	0.689000530318019	1.14759297309406
IFI16	742.2	5095.9901	4353.7901	0.872871559971985	2.77948256871953
KLF11	1283.948	5637.9814	4354.0334	0.814510098875033	2.13459194401353
TIGIT	940.704	5295.1456	4354.4416	0.849145816473829	2.49285761038421
GRIK5	0	4354.4442	4354.4442	1	8
E2F4	1530.7666	5887.5868	4356.8202	0.79365143213587	1.94342209625807
C20orf103	1544.8	5903.3765	4358.5765	0.792593529436366	1.93412028616735
CLDN9	0	4360.4227	4360.4227	1	8
HADH	1842.5353	6203.5851	4361.0498	0.771003265126383	1.75140994188112
PRPH	0	4361.508	4361.508	1	8
IL13	0	4362.7447	4362.7447	1	8
IL4	0	4362.7447	4362.7447	1	8
SUGP1	2614.6349	6978.5362	4363.9013	0.727448319982534	1.41631494532317
C9orf37	1672.2326	6038.8088	4366.5762	0.783137904044971	1.85248846153681
RPL8	2524.7774	6892.1577	4367.3803	0.731889688822428	1.44879951581021
LOC402160	2137.415	6505.7646	4368.3496	0.752705011475175	1.60585157333441
HECA	1808.6	6179.358	4370.758	0.773584187598382	1.77258358933437
RPL27A	3534.8969	7908.9087	4374.0118	0.691108270836058	1.16181050260352
COX19	1986.4892	6362.7659	4376.2767	0.762075876685095	1.67943309276898
PIK3IP1	1679.8144	6056.376	4376.5616	0.782862841638437	1.85015293467161
WDR26	2731.4	7108.1445	4376.7445	0.722405849173201	1.37983240479674
MIR3653	0	4380.3895	4380.3895	1	8
RASL10A	0	4380.3895	4380.3895	1	8
SNORD125	0	4380.3895	4380.3895	1	8
ZNF34	2511.2	6892.1577	4380.9577	0.73294645592393	1.45657877832605
EHMT1	1646.7851	6038.8088	4392.0237	0.785730924450744	1.87461169485182
PNPO	1521.4592	5915.9277	4394.4685	0.795430946317987	1.95914877447621
DVL2	1837.6	6232.6779	4395.0779	0.772300282249264	1.76202939547673
NCF4	2956.4	7353.2231	4396.8231	0.713238789495612	1.31453527870719
IER2	2068.1398	6467.1116	4398.9718	0.757694331065632	1.64478779575834
STX10	2068.1398	6467.1116	4398.9718	0.757694331065632	1.64478779575834
RAB21	1690.1606	6091.4669	4401.3063	0.782801142820059	1.84962934993823
MAU2	2576.9986	6978.5362	4401.5376	0.730313514215866	1.43723269869871
GNA12	0	4407.507	4407.507	1	8
HIPK4	0	4407.6326	4407.6326	1	8
PRX	0	4407.6326	4407.6326	1	8
HAUS5	1469.579	5879.6788	4410.0998	0.800037086738201	2.0003344285899
ZNF16	996.948	5408.4432	4411.4952	0.844357983943276	2.43962321758172
TMPRSS3	0	4415.2872	4415.2872	1	8
PLEKHG4B	0	4416.3874	4416.3874	1	8
REEP5	2236.6	6653.3361	4416.7361	0.748412139880286	1.5727706510386
SRRM5	0	4417.6358	4417.6358	1	8
CRLF1	0	4417.7304	4417.7304	1	8
TMEM59L	0	4417.7304	4417.7304	1	8
LCN6	0	4418.643	4418.643	1	8
NINJ1	2034.2047	6453.7305	4419.5258	0.76034163173159	1.66566847040775
ERBB3	0	4419.7079	4419.7079	1	8
PTP4A2	2175.222	6596.9182	4421.6962	0.752030638999591	1.60062956815975
KHDRBS1	2078.6	6500.9995	4422.3995	0.757727618870788	1.64504938650657
PPP1CC	750.141	5172.896	4422.755	0.873351964541164	2.78573848485226
RBM20	0	4423.2009	4423.2009	1	8
SLC43A3	179.3181	4605.0422	4425.7241	0.962519942321234	4.68262135370708
LOC100129637	0	4426.5529	4426.5529	1	8
C15orf58	3115.7728	7544.1632	4428.3904	0.707711866187564	1.27577084871188
SOX4	1525.7508	5958.7999	4433.0491	0.796146641106994	1.96550245485555
MNX1	3386.3339	7820.8627	4434.5288	0.697842911045212	1.20760352326437
C1orf74	2043.45	6478.2502	4434.8002	0.760206302493486	1.66459724499631
MCAM	0	4435.0176	4435.0176	1	8
ERGIC3	1398.132	5833.6397	4435.5077	0.806668122557021	2.06089571016232
BET1L	3620.3501	8056.6334	4436.2833	0.689958446888274	1.15404789274108
TNIP2	1250.248	5691.271	4441.023	0.819888413472613	2.1865365804056
SENP2	3086.8	7528.0585	4441.2585	0.709200080246006	1.28616582833057
SLC4A8	0	4442.1949	4442.1949	1	8
CDC42EP3	3850.6	8293.1265	4442.5265	0.682914466164896	1.10683283490873
HOXB7	1574.8516	6019.4286	4444.577	0.792626613908715	1.93441065600666
ECH1	1450.6306	5896.0974	4445.4668	0.802547392526306	2.02308017014225
UBASH3A	0	4447.2082	4447.2082	1	8
WDR82	2980.768	7429.9887	4449.2207	0.713683828573191	1.31767592518346
LOC257358	1422.8565	5873.1491	4450.2926	0.804981440803719	2.04534409518177
PIP5K1C	1121.4572	5572.5336	4451.0764	0.832468069720084	2.31295884879557
ACTN4	1687.6088	6141.2031	4453.5943	0.784436154354405	1.86354080065085
COL6A4P2	0	4454.2396	4454.2396	1	8
MIR3157	0	4455.0794	4455.0794	1	8
GTPBP3	3926.8	8383.0739	4456.2739	0.68100404342891	1.09412522695085
NLRC3	0	4456.7313	4456.7313	1	8
CNNM3	1880	6337.7119	4457.7119	0.771225856676723	1.75322941721006
USP17	0	4458.537	4458.537	1	8
C5orf40	0	4459.4237	4459.4237	1	8
MPV17L2	2237.3736	6697.3398	4459.9662	0.749586416504417	1.58178198739969
DNAJA3	2826	7286.7108	4460.7108	0.720549706612791	1.36650626748427
C19orf22	1412.7336	5874.8464	4462.1128	0.806145030311846	2.05606169091063
MTCH1	2393.4	6856.7667	4463.3667	0.741258716991554	1.51846690639408
LRRC26	0	4463.4156	4463.4156	1	8
MIR3621	0	4463.4156	4463.4156	1	8
CDK14	976	5439.7424	4463.7424	0.847874191457562	2.47858528110388
GMPR	0	4464.2769	4464.2769	1	8
NAP1L4	2297.6415	6762.8085	4465.167	0.746409780971144	1.55746878959976
CLDND1	1754.949	6220.6466	4465.6976	0.779960132381837	1.82563544245147
C20orf107	0	4466.8198	4466.8198	1	8
E2F3	2547.8	7014.7516	4466.9516	0.73356483639785	1.46113998556513
LOC729668	0	4470.5727	4470.5727	1	8
STK24	1768.2	6239.6109	4471.4109	0.779190590027544	1.81917459962789
RHOA	2895.2464	7367.4659	4472.2195	0.717886820231724	1.34748234388424
PLA2G10	0	4473.7188	4473.7188	1	8
TTLL12	2455.3874	6930.1961	4474.8087	0.738387346934796	1.49694551165439
FAM116B	1646.3538	6121.8695	4475.5157	0.78806559281065	1.89469788825
TBX19	0	4476.7371	4476.7371	1	8
FRS3	0	4479.2907	4479.2907	1	8
PRICKLE4	0	4479.2907	4479.2907	1	8
RAF1	2286.6976	6766.4585	4479.7609	0.74741431885837	1.56513534659155
TCTA	2886.8912	7367.4659	4480.5747	0.718471750900893	1.35165174102738
SCUBE3	0	4481.5387	4481.5387	1	8
ATP5J2	2411.8024	6894.9989	4483.1965	0.740855926514731	1.51543861011819
ATP5J2-PTCD1	2411.8024	6894.9989	4483.1965	0.740855926514731	1.51543861011819
HIST1H1B	1113.954	5597.3339	4483.3799	0.834017849241723	2.32905015320321
YPEL2	1824.6	6309.0773	4484.4773	0.775673421417887	1.78984880486723
NFIC	0	4487.6055	4487.6055	1	8
SOX10	0	4488.977	4488.977	1	8
LOC645158	0	4495.4889	4495.4889	1	8
LCN15	91.7252	4589.3854	4497.6602	0.980405248275911	5.64483900876099
AMZ2	2899.8827	7402.0524	4502.1697	0.718510874719061	1.35193080414924
LOC374443	2675.6	7182.335	4506.735	0.728584130449227	1.42459049468399
IKZF1	1279.4244	5786.7077	4507.2833	0.818935680525984	2.17724786969754
LOC100289187	0	4509.7096	4509.7096	1	8
MIR4273	0	4512.4544	4512.4544	1	8
GPKOW	1788.6717	6302.8926	4514.2209	0.778946117995997	1.81712546607747
SLC16A13	1753.6183	6271.8215	4518.2032	0.781492560694306	1.83854974119625
C20orf134	1874.4567	6396.7466	4522.2899	0.77337557402319	1.7708658339196
PGA5	0	4526.0417	4526.0417	1	8
FASN	2794.4	7321.19	4526.79	0.723753137483824	1.38953961809076
RAD51C	1606.3983	6135.2477	4528.8494	0.79249912744654	1.93329194373356
TEX14	1606.3983	6135.2477	4528.8494	0.79249912744654	1.93329194373356
VPS52	3713.9973	8243.2097	4529.2124	0.689392573031478	1.15023342975912
CORO7	2755.5296	7286.7108	4531.1812	0.725606090848014	1.40293810841944
CD248	0	4531.3298	4531.3298	1	8
CNIH2	0	4531.3298	4531.3298	1	8
TMEM151A	0	4531.3298	4531.3298	1	8
CALCA	0	4531.4874	4531.4874	1	8
TCEB2	1939.8	6471.5404	4531.7404	0.769382772809908	1.73820123986794
LOC151009	0	4532.694	4532.694	1	8
EHD3	0	4533.0484	4533.0484	1	8
UBC	2198	6732.3068	4534.3068	0.753871837863398	1.61490953737315
KCNS1	0	4538.0487	4538.0487	1	8
WFDC12	0	4538.0487	4538.0487	1	8
WFDC5	0	4538.0487	4538.0487	1	8
ACRC	0	4539.7236	4539.7236	1	8
ASTL	0	4539.7261	4539.7261	1	8
DST	0	4540.3829	4540.3829	1	8
C6orf223	0	4541.4857	4541.4857	1	8
LENG9	2237	6779.8832	4542.8832	0.751909839533022	1.59969516324302
LOC341056	0	4543.3272	4543.3272	1	8
CPSF4	2350.1004	6894.9989	4544.8985	0.745800415578013	1.5528279292605
PTCD1	2350.1004	6894.9989	4544.8985	0.745800415578013	1.5528279292605
SUPT3H	2465.082	7010.3297	4545.2477	0.739844338373181	1.50784665854806
CD69	0	4545.5105	4545.5105	1	8
ADPRH	0	4547.8601	4547.8601	1	8
PLA1A	0	4547.8601	4547.8601	1	8
H6PD	533.3403	5082.4342	4549.0939	0.905028184447221	3.25239138279179
OR7E91P	0	4549.3102	4549.3102	1	8
EPHA10	0	4549.6094	4549.6094	1	8
PDXP	795.8081	5346.1512	4550.3431	0.870430906307048	2.74800815205025
LOC100129716	3336.4	7889.2643	4552.8643	0.702788190450342	1.24159850699566
GOLGA6B	0	4552.9292	4552.9292	1	8
RWDD4	2466.2114	7020.62	4554.4086	0.74003844950802	1.50930197168407
DENND2A	0	4555.0324	4555.0324	1	8
INHBC	0	4555.2893	4555.2893	1	8
EHHADH	1384.1891	5941.2482	4557.0591	0.811043485417587	2.1017250102534
NEU2	0	4557.3149	4557.3149	1	8
ADRB1	0	4557.4756	4557.4756	1	8
GTPBP1	3140.2	7698.4884	4558.2884	0.710278597915962	1.29371875251079
C4orf41	2462.173	7020.62	4558.447	0.740353606790742	1.51166630875044
C10orf114	0	4558.7073	4558.7073	1	8
MIR1915	0	4558.7073	4558.7073	1	8
ATXN7L1	477.0177	5037.8592	4560.8415	0.913503472761105	3.40069609733018
PC	0	4560.86	4560.86	1	8
HIST1H2AK	3055.0618	7616.3175	4561.2557	0.713714439894382	1.31789205703913
ATP1A3	0	4563.3536	4563.3536	1	8
PRPF40B	1896.7852	6460.897	4564.1118	0.773048896259779	1.76817816460064
RPS18	3673.4946	8243.2097	4569.7151	0.691735692392736	1.16605304234562
MIR4269	0	4571.8557	4571.8557	1	8
DHX34	0	4571.9886	4571.9886	1	8
DNAJB14	2254.4	6827.8431	4573.4431	0.751779381461392	1.59868638966453
CYP26A1	3343.6355	7917.522	4573.8865	0.703082431801527	1.24363138763702
KDM2B	524.452	5101.8876	4577.4356	0.906786287838011	3.28214847260252
MALT1	2300.8	6879.9258	4579.1258	0.74938800590254	1.58025742465536
SNORA19	0	4579.194	4579.194	1	8
ZNF789	2315.6701	6894.9989	4579.3288	0.7485882838695	1.57412058595119
CUEDC1	0	4579.7169	4579.7169	1	8
DEFB134	0	4581.8725	4581.8725	1	8
DEFB135	0	4581.8725	4581.8725	1	8
HMGN4	2595.2	7178.7122	4583.5122	0.734476845413037	1.46787933535409
MCM3	1980.8	6564.8515	4584.0515	0.768209597594753	1.72867915738836
MBD3L2	0	4584.4906	4584.4906	1	8
MBD3L3	0	4584.4906	4584.4906	1	8
AKT1S1	3346.8771	7933.046	4586.1689	0.703289014443724	1.24505933943797
TBC1D17	3346.8771	7933.046	4586.1689	0.703289014443724	1.24505933943797
CAD	1268.2476	5855.1078	4586.8602	0.821959241286768	2.20685930247452
DNAH7	2570.3304	7158.2903	4587.9599	0.735797038525718	1.47766123171711
PNMA1	0	4588.2978	4588.2978	1	8
LCN8	0	4589.3854	4589.3854	1	8
ACTG1	2281.4	6871.8014	4590.4014	0.750753872847155	1.59076892425409
MARCH8	1167.0616	5759.3335	4592.2719	0.831505193805649	2.30302115358474
C11orf96	0	4593.5517	4593.5517	1	8
LOC729799	0	4593.5517	4593.5517	1	8
RNF14	3320.1129	7914.4172	4594.3043	0.704472472773917	1.25325081637391
MSLN	0	4596.1898	4596.1898	1	8
SULT2B1	0	4596.2193	4596.2193	1	8
USP16	2472.8598	7069.6961	4596.8363	0.740859804656738	1.51546775251848
DKFZp761E198	2023.0353	6619.9264	4596.8911	0.765932631634825	1.71029368357038
MIR21	0	4597.025	4597.025	1	8
KAT2B	1779.2	6377.0585	4597.8585	0.781860763731311	1.84166242265935
TNIP3	0	4599.0174	4599.0174	1	8
APOA1	0	4599.1489	4599.1489	1	8
APOC3	0	4599.1489	4599.1489	1	8
LOC100288570	0	4603.4879	4603.4879	1	8
UNKL	2478.1392	7081.678	4603.5388	0.74077546168979	1.51483401903525
CALD1	0	4603.6776	4603.6776	1	8
OR2B11	0	4605.6828	4605.6828	1	8
DOLK	1688.4508	6294.3612	4605.9104	0.788489219087209	1.89835982855854
NUP188	1688.4508	6294.3612	4605.9104	0.788489219087209	1.89835982855854
ARHGAP9	0	4606.0088	4606.0088	1	8
TEC	2411	7018.9082	4607.9082	0.744324128203072	1.54161498401299
SH3GL1	3033.0699	7641.131	4608.0611	0.71585040150406	1.33300744756025
GDF15	0	4609.2549	4609.2549	1	8
LRRC25	0	4609.2549	4609.2549	1	8
MIR3189	0	4609.2549	4609.2549	1	8
NLRP11	26.973	4637.9295	4610.9565	0.994217885582818	7.42582108947437
NLRP4	26.973	4637.9295	4610.9565	0.994217885582818	7.42582108947437
RAPGEF5	0	4612.4092	4612.4092	1	8
KRTCAP2	2701.6456	7317.1109	4615.4653	0.730341225480428	1.43743568953665
ZFAT-AS1	68.6841	4684.2936	4615.6095	0.985549248421679	6.09171153147785
CNP	3885.8	8501.5794	4615.7794	0.686309761368898	1.12951923794996
AP2A1	1280.0727	5895.9338	4615.8611	0.821617678300598	2.20349457736432
LOC646762	2527.4566	7145.3031	4617.8465	0.73870367109399	1.49930889175485
FLYWCH1	1703.8032	6322.0815	4618.2783	0.787711478087892	1.89164092878745
NLRP3	0	4618.9479	4618.9479	1	8
MAPK7	2530.2398	7149.6945	4619.4547	0.738609816804232	1.49860747731049
PLXNB1	0	4624.5431	4624.5431	1	8
NSUN7	0	4625.8731	4625.8731	1	8
CRIP3	0	4626.1374	4626.1374	1	8
SLC22A7	0	4626.1374	4626.1374	1	8
CCDC62	0	4626.3956	4626.3956	1	8
CCDC127	1872.2778	6501.6814	4629.4036	0.776416656054403	1.79601835051309
FAM109A	0	4630.2536	4630.2536	1	8
C1orf126	0	4630.6121	4630.6121	1	8
TMEM51	0	4630.6121	4630.6121	1	8
MIR4320	0	4630.8195	4630.8195	1	8
SDHA	1868.5136	6501.6814	4633.1678	0.776765822062688	1.79892179736439
RASSF2	3028.1691	7661.3834	4633.2143	0.716716943950647	1.33915914908589
SUFU	2344.1086	6977.6294	4633.5208	0.748533095437782	1.57369756449116
DDX12	4063.4	8697.2111	4633.8111	0.681566974484474	1.09786546178354
NFS1	1968.7192	6602.7949	4634.0757	0.770318385173047	1.74581947962165
ROMO1	1968.7192	6602.7949	4634.0757	0.770318385173047	1.74581947962165
MIR711	0	4635.1096	4635.1096	1	8
C9orf129	0	4639.0014	4639.0014	1	8
MIR761	0	4639.0783	4639.0783	1	8
NFE2L1	4635.6	9276.8707	4641.2707	0.666802532780896	1.00088215007971
PRUNE	3206.7843	7849.5115	4642.7272	0.709958528786829	1.29147555719281
ANP32E	5641.2546	10284.4447	4643.1901	0.645776647308668	0.866375943896893
STK33	1785.0272	6429.6933	4644.6661	0.782703842449661	1.84880386381531
FBXO47	0	4648.3308	4648.3308	1	8
GATAD2A	2330	6978.5362	4648.5362	0.749692115931182	1.58259449724734
CTSB	1576.2399	6225.9943	4649.7544	0.797975828513325	1.98181712970433
PGAM1	2257.6	6908.3705	4650.7705	0.753697658093052	1.61355556448305
CD80	0	4651.0244	4651.0244	1	8
CNFN	0	4651.4856	4651.4856	1	8
DFNA5	0	4651.7872	4651.7872	1	8
GSPT1	2972.7122	7625.4499	4652.7377	0.719506819017233	1.35904266178354
TNK2	5661.6	10315.5635	4653.9635	0.645644234660301	0.865540902796152
UNC13B	1695.7672	6350.8765	4655.1093	0.789257824352282	1.90501758949853
TOR2A	2866.8	7523.0705	4656.2705	0.724077407894545	1.39188035054638
HIST1H2BN	2959.9752	7616.3175	4656.3423	0.720131119290978	1.36350853289854
SDHAP2	2706.0408	7362.56	4656.5192	0.731239637586982	1.4440238944656
C2orf48	0	4658.029	4658.029	1	8
CYS1	0	4658.029	4658.029	1	8
MIR4261	0	4658.029	4658.029	1	8
SELENBP1	0	4658.1492	4658.1492	1	8
ZNF117	0	4661.5184	4661.5184	1	8
MPND	3387.1176	8051.2572	4664.1396	0.703881219209568	1.24915599919959
ADAM8	1801.4	6465.8953	4664.4953	0.782105279340875	1.84373158003944
CHI3L2	0	4667.0559	4667.0559	1	8
CHIA	0	4667.0559	4667.0559	1	8
DENND2D	0	4667.0559	4667.0559	1	8
LOC149620	0	4667.0559	4667.0559	1	8
C12orf76	0	4667.213	4667.213	1	8
GBA2	1894.8642	6562.1109	4667.2467	0.775940667012251	1.79206551778875
TMEM229A	0	4668.0742	4668.0742	1	8
CHRM1	0	4668.1671	4668.1671	1	8
RGP1	1891.4829	6562.1109	4670.628	0.776251030656335	1.7946422419557
FOLR3	0	4672.359	4672.359	1	8
C3orf15	0	4673.131	4673.131	1	8
NGEF	0	4673.2923	4673.2923	1	8
C20orf197	0	4673.3672	4673.3672	1	8
B3GNT9	1214.0532	5887.5868	4673.5336	0.82904607949713	2.27784478226579
SAMD3	0	4677.1064	4677.1064	1	8
MAP3K2	0	4678.6272	4678.6272	1	8
PROC	0	4678.6272	4678.6272	1	8
SLC5A1	0	4680.9389	4680.9389	1	8
MAMDC2	2067.5776	6749.3577	4681.7801	0.765499288624699	1.70680873776549
CNRIP1	0	4685.7153	4685.7153	1	8
C4orf45	0	4687.6891	4687.6891	1	8
MIR3688	0	4687.6891	4687.6891	1	8
CAPN8	0	4689.7954	4689.7954	1	8
PRND	244.0935	4936.649	4692.5555	0.952884456233831	4.33802628884937
TMPRSS12	0	4693.1263	4693.1263	1	8
LRRC37A	0	4695.2169	4695.2169	1	8
IGFN1	0	4697.2242	4697.2242	1	8
VMAC	4209.1653	8907.3044	4698.1391	0.679093125187489	1.08145473032751
ZC3HC1	2562.604	7262.5804	4699.9764	0.73918006057983	1.50287167414631
TLR3	0	4700.0342	4700.0342	1	8
BAT3	3598.7469	8299.8013	4701.0544	0.697547394899825	1.20558215723857
MIR3659	0	4705.1288	4705.1288	1	8
ATP5E	2159.3826	6865.793	4706.4104	0.760737885255108	1.66880747835382
LOC100128881	520.784	5232.0711	4711.2871	0.909473819356236	3.3286251156272
HK1	2412.8496	7126.4959	4713.6463	0.7470634017816	1.56245488652357
EXOC7	1402.3588	6118.8082	4716.4494	0.813545052250535	2.12539516040946
SCARNA14	0	4718.5508	4718.5508	1	8
PRODH2	0	4719.7915	4719.7915	1	8
GOLGA8G	0	4723.7063	4723.7063	1	8
NOP2	1980.8718	6705.1291	4724.2573	0.771946627359894	1.759129596429
NAPB	1452.7395	6177.5528	4724.8133	0.809608932019551	2.08825940912923
MIR3140	0	4728.7241	4728.7241	1	8
C22orf26	2207.8228	6937.3044	4729.4816	0.758579322986344	1.65175080360917
ZBTB20	2654.2	7386.0055	4731.8055	0.735642861094825	1.47651725169589
