REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_27863_lociStitched	chr8	101962855	101966011	3	2890	10851.2748	575	1	YWHAZ	YWHAZ	YWHAZ	575	1
3_MACS_peak_11738_lociStitched	chr17	38251696	38255374	3	3334	10842.744	576	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	576	1
4_MACS_peak_16243_lociStitched	chr2	87783235	87787061	4	3447	10834.4668	577	1	NCRNA00152		NCRNA00152	577	1
3_MACS_peak_26659_lociStitched	chr7	106064406	106067545	3	2933	10833.3168	578	1			NAMPT	578	1
2_MACS_peak_15357_lociStitched	chr2	20411234	20414499	2	3092	10821.8425	579	1	SDC1		SDC1	579	1
1_MACS_peak_18881_lociStitched	chr22	21355147	21357532	1	2386	10815.498	580	1	FLJ39582,THAP7	AIFM3,LZTR1,P2RX6,LOC400891,MGC16703,SLC7A4,P2RX6P	THAP7	580	1
1_MACS_peak_13601_lociStitched	chr19	4058842	4062012	1	3171	10807.798	581	1	ZBTB7A		ZBTB7A	581	1
3_MACS_peak_15896_lociStitched	chr2	64499207	64503002	3	3423	10807.0215	582	1			LOC150992	582	1
1_MACS_peak_12237_lociStitched	chr17	58676586	58678752	1	2167	10795.9938	583	1	PPM1D		PPM1D	583	1
3_MACS_peak_26493_lociStitched	chr7	100025990	100028694	3	2656	10777.0624	584	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	584	1
1_MACS_peak_9661_lociStitched	chr15	93361080	93364436	1	3357	10774.1024	585	1		ASB9P1	ASB9P1	585	1
3_MACS_peak_18555_lociStitched	chr21	34702251	34705729	3	2974	10757.1062	586	1	IFNAR1		IFNAR1	586	1
6_MACS_peak_1162_lociStitched	chr1	66797902	66802782	6	4418	10749.664	587	1	PDE4B		PDE4B	587	1
4_MACS_peak_13816_lociStitched	chr19	10763413	10766705	4	2561	10733.566	588	1	ILF3,LOC147727	SLC44A2,QTRT1	ILF3	588	1
1_MACS_peak_22491_lociStitched	chr4	190861172	190862749	1	1578	10728.6464	589	1	FRG1	TUBB4Q	FRG1	589	1
5_MACS_peak_221_lociStitched	chr1	14025941	14030197	5	3853	10728.0992	590	1	PRDM2	PRDM2	PRDM2	590	1
2_MACS_peak_20711_lociStitched	chr3	126629131	126631963	2	2735	10727.0496	591	1	CHCHD6		PLXNA1	591	1
2_MACS_peak_28826_lociStitched	chr9	86594017	86596281	2	2212	10710.0784	592	1	RMI1,HNRNPK	C9orf64,MIR7-1	HNRNPK	592	1
2_MACS_peak_4260_lociStitched	chr11	8703475	8705685	2	2162	10691.759	593	1	RPL27A	SNORA3,SNORA45,TRIM66	RPL27A	593	1
2_MACS_peak_12725_lociStitched	chr17	79827970	79830537	2	2148	10680.0035	594	1	ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,P4HB,THOC4,PCYT2,SIRT7	ARHGDIA	594	1
2_MACS_peak_2509_lociStitched	chr1	203273540	203276652	2	2921	10675.4048	595	1	BTG2,LOC730227	FMOD	BTG2	595	1
3_MACS_peak_22732_lociStitched	chr5	39072981	39075524	3	2342	10653.8985	596	1	RICTOR		RICTOR	596	1
1_MACS_peak_12587_lociStitched	chr17	75435215	75438455	1	3241	10653.444	597	1	SEPT9	SEPT9,MIR4316	SEPT9	597	1
3_MACS_peak_26956_lociStitched	chr7	139929300	139932263	3	2886	10644.2812	598	1			LOC100134229	598	1
3_MACS_peak_11944_lociStitched	chr17	43224173	43227741	3	3064	10641.56	599	1	HEXIM1	ACBD4,HEXIM2,PLCD3	HEXIM1	599	1
2_MACS_peak_12394_lociStitched	chr17	66455463	66459230	2	3602	10639.8915	600	1		PRKAR1A,MIR635,WIPI1	WIPI1	600	1
4_MACS_peak_18542_lociStitched	chr21	34601405	34604856	4	2572	10639.7781	601	1	IFNAR2	IL10RB	IFNAR2	601	1
6_MACS_peak_4065_lociStitched	chr10	134232060	134236237	6	3407	10626.7057	602	1		PWWP2B,C10orf91	PWWP2B	602	1
2_MACS_peak_8761_lociStitched	chr15	37325927	37328767	2	2734	10602.856	603	1	MEIS2		MEIS2	603	1
3_MACS_peak_11482_lociStitched	chr17	27275866	27279481	3	3317	10594.842	604	1	PHF12	DHRS13	PHF12	604	1
6_MACS_peak_18267_lociStitched	chr20	52353611	52358159	6	3801	10589.5632	605	1			SUMO1P1	605	1
1_MACS_peak_2242_lociStitched	chr1	174967834	174970099	1	2266	10586.8365	606	1	CACYBP	MRPS14	CACYBP	606	1
1_MACS_peak_22665_lociStitched	chr5	32173384	32175251	1	1868	10581.4092	607	1	GOLPH3		GOLPH3	607	1
3_MACS_peak_14576_lociStitched	chr19	41221806	41225733	3	3618	10578.1599	608	1	ITPKC,ADCK4	SNRPA,NUMBL,ADCK4,C19orf54	ITPKC	608	1
2_MACS_peak_22379_lociStitched	chr4	184424417	184427635	2	3145	10576.9224	609	1	ING2,LOC389247		ING2	609	1
6_MACS_peak_28916_lociStitched	chr9	96028244	96033201	6	4045	10572.7853	610	1	WNK2		C9orf129	610	1
4_MACS_peak_16672_lociStitched	chr2	136873859	136876834	4	2831	10557.3825	611	1	CXCR4	CXCR4	CXCR4	611	1
2_MACS_peak_24535_lociStitched	chr6	34663022	34665933	2	2782	10550.3373	612	1	C6orf106		C6orf106	612	1
2_MACS_peak_5932_lociStitched	chr12	7078574	7081064	2	2486	10548.885	613	1	EMG1,PHB2	ATN1,C12orf57,PTPN6,MIR200C,MIR141,SCARNA12,LPCAT3	PHB2	613	1
1_MACS_peak_24283_lociStitched	chr6	29932039	29934366	1	2328	10548.7564	614	1		HLA-A,HCG9,HLA-J,HCG4P6	HCG9	614	1
2_MACS_peak_5922_lociStitched	chr12	7045753	7048046	2	2222	10545.507	615	1	ATN1	LRRC23,ENO2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SCARNA12,PHB2	C12orf57	615	1
4_MACS_peak_12090_lociStitched	chr17	48225651	48230017	4	4091	10536.0312	616	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	616	1
2_MACS_peak_18203_lociStitched	chr20	48807036	48810039	2	2588	10535.1246	617	1	CEBPB	TMEM189-UBE2V1	CEBPB	617	1
3_MACS_peak_15579_lociStitched	chr2	37569842	37573359	3	2884	10521.8089	618	1	QPCT	PRKD3	QPCT	618	1
2_MACS_peak_6251_lociStitched	chr12	31742405	31744974	2	2467	10514.6601	619	1	DENND5B		DENND5B	619	1
1_MACS_peak_24821_lociStitched	chr6	43700919	43703034	1	2116	10513.665	620	1		VEGFA,MRPS18A	VEGFA	620	1
2_MACS_peak_11083_lociStitched	chr17	5388648	5390855	2	1908	10487.664	621	1	MIS12,DERL2	C1QBP,DHX33,LOC728392	DERL2	621	1
1_MACS_peak_5753_lociStitched	chr11	130716121	130719470	1	3350	10478.6861	622	1			SNX19	622	1
4_MACS_peak_15742_lociStitched	chr2	47546589	47550376	4	3602	10474.0846	623	1		EPCAM	EPCAM	623	1
2_MACS_peak_21380_lociStitched	chr3	196727706	196730944	2	2789	10451.6164	624	1	MFI2	PIGZ,MFI2	MFI2	624	1
4_MACS_peak_24157_lociStitched	chr6	26271045	26274840	4	3309	10419.9315	625	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	625	1
3_MACS_peak_28467_lociStitched	chr9	20620638	20624270	3	3350	10415.1232	626	1	MLLT3	KIAA1797	MLLT3	626	1
3_MACS_peak_12124_lociStitched	chr17	48942605	48945460	3	2763	10414.7545	627	1		WFIKKN2,TOB1	TOB1	627	1
2_MACS_peak_22615_lociStitched	chr5	14224463	14227532	2	3039	10412.5032	628	1	TRIO		TRIO	628	1
6_MACS_peak_26393_lociStitched	chr7	92395178	92400231	6	3897	10408.1694	629	1	CDK6		CDK6	629	1
1_MACS_peak_8529_lociStitched	chr14	102289174	102292330	1	3157	10396.8108	630	1	PPP2R5C		PPP2R5C	630	1
3_MACS_peak_14940_lociStitched	chr19	49990264	49993406	3	2856	10392.7934	631	1	RPL13AP5,RPL13A,SNORD32A	ALDH16A1,FLT3LG,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,FCGRT,RCN3,SLC17A7,PIH1D1,MIR150	RPL13AP5	631	1
6_MACS_peak_3062_lociStitched	chr10	22610080	22614460	6	3956	10391.988	632	1	BMI1	COMMD3,SPAG6	BMI1	632	1
5_MACS_peak_484_lociStitched	chr1	26437052	26441150	5	3345	10388.8398	633	1	PDIK1L	GRRP1,TRIM63	PDIK1L	633	1
3_MACS_peak_13222_lociStitched	chr18	56806629	56809661	3	2583	10383.9936	634	1	SEC11C		SEC11C	634	1
5_MACS_peak_5066_lociStitched	chr11	67272223	67276588	5	3105	10378.224	635	1	PITPNM1,CDK2AP2	CABP4,AIP,TMEM134,CABP2	PITPNM1	635	1
2_MACS_peak_15751_lociStitched	chr2	47747078	47749297	2	2185	10377.3754	636	1	KCNK12		KCNK12	636	1
3_MACS_peak_23882_lociStitched	chr6	7312119	7315174	3	2587	10377.224	637	1	SSR1		SSR1	637	1
2_MACS_peak_7932_lociStitched	chr14	23024572	23027763	2	3097	10372.9837	638	1		ABHD4,DAD1	DAD1	638	1
1_MACS_peak_16238_lociStitched	chr2	87754360	87757325	1	2966	10353.4835	639	1	NCRNA00152		NCRNA00152	639	1
