REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_12026_lociStitched	chr17	46124404	46127412	3	2800	11582.304	606	1	NFE2L1	MIR152,COPZ2	NFE2L1	NFE2L1	1.8267	606	1
1_MACS_peak_16238_lociStitched	chr2	87754360	87757325	1	2966	10353.4835	608	1	NCRNA00152		NCRNA00152	NCRNA00152	1.2216	608	1
2_MACS_peak_2509_lociStitched	chr1	203273540	203276652	2	2921	10675.4048	609	1	BTG2,LOC730227	FMOD	BTG2	BTG2	1.3481	609	1
3_MACS_peak_27863_lociStitched	chr8	101962855	101966011	3	2890	10851.2748	613	1	YWHAZ	YWHAZ	YWHAZ	YWHAZ	0.3424	613	1
2_MACS_peak_6338_lociStitched	chr12	46660990	46663884	2	2886	10872.4686	614	1	SLC38A1		SLC38A1	SLC38A1	0.1794	614	1
3_MACS_peak_26956_lociStitched	chr7	139929300	139932263	3	2886	10644.2812	623	1			LOC100134229	LOC100134229	NONE	623	1
3_MACS_peak_13509_lociStitched	chr19	2269536	2272854	3	2845	10856.8278	626	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	MIR1227	1.2219	626	1
1_MACS_peak_12699_lociStitched	chr17	79302096	79304903	1	2808	11091.0184	628	1	TMEM105	SLC38A10,C17orf55	TMEM105	TMEM105	0.6926	628	1
3_MACS_peak_4769_lociStitched	chr11	62647746	62650732	3	2783	11232.7348	630	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	WDR74	1.4546	630	1
3_MACS_peak_15579_lociStitched	chr2	37569842	37573359	3	2884	10521.8089	631	1	QPCT	PRKD3	QPCT	QPCT	1.4273	631	1
2_MACS_peak_22149_lociStitched	chr4	140476013	140478871	2	2778	11023.5918	642	1	SETD7		SETD7	SETD7	0.3004	642	1
3_MACS_peak_14940_lociStitched	chr19	49990264	49993406	3	2856	10392.7934	650	1	RPL13AP5,RPL13A,SNORD32A	ALDH16A1,FLT3LG,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,FCGRT,RCN3,SLC17A7,PIH1D1,MIR150	RPL13AP5	SNORD35A	1.4546	650	1
4_MACS_peak_16672_lociStitched	chr2	136873859	136876834	4	2831	10557.3825	653	1	CXCR4	CXCR4	CXCR4	CXCR4	1.0103	653	1
2_MACS_peak_24535_lociStitched	chr6	34663022	34665933	2	2782	10550.3373	671	1	C6orf106		C6orf106	C6orf106	0.6484	671	1
2_MACS_peak_21380_lociStitched	chr3	196727706	196730944	2	2789	10451.6164	672	1	MFI2	PIGZ,MFI2	MFI2	MFI2	0.4764	672	1
